|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.5/LAR/LAR_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             San(TH)        ilm            hed            q             
  1204.29        2500.00                 NaN            NaN   16.4015       0.347470                 NaN            NaN   8.82399        42.5840       0.874078                 NaN   30.9689     
  1203.20        2500.00                 NaN            NaN   16.7160                 NaN            NaN            NaN   8.70028        42.7072       0.904450                 NaN   30.9721     
  1202.11        2500.00                 NaN            NaN   16.7158                 NaN            NaN            NaN   8.69951        42.7080       0.904637                 NaN   30.9721     
  1201.02        2500.00                 NaN            NaN   16.7573       0.166557E-004            NaN            NaN   8.83971        42.5628       0.870038                 NaN   30.9701     
  1199.92        2500.00                 NaN            NaN   16.7158                 NaN            NaN            NaN   8.69951        42.7080       0.904637                 NaN   30.9721     
  1198.83        2500.00                 NaN            NaN   16.7569                 NaN            NaN            NaN   8.82024        42.5776       0.873487                 NaN   30.9718     
  1197.74        2500.00                 NaN            NaN   16.7158                 NaN            NaN            NaN   8.69951        42.7080       0.904637                 NaN   30.9721     
  1196.65        2500.00                 NaN            NaN   8.42037        8.30256                 NaN            NaN   8.85226        42.5777       0.881935                 NaN   30.9652     
  1195.55        2500.00                 NaN            NaN   8.42036        8.30257                 NaN            NaN   8.85226        42.5777       0.881935                 NaN   30.9652     
  1194.46        2500.00                 NaN            NaN   8.42036        8.30257                 NaN            NaN   8.85226        42.5777       0.881935                 NaN   30.9652     
  1193.37        2500.00                 NaN            NaN   8.42037        8.30257                 NaN            NaN   8.85226        42.5777       0.881935                 NaN   30.9652     
  1192.28        2500.00                 NaN            NaN   16.7726                 NaN            NaN            NaN   8.86733        42.5249       0.862749                 NaN   30.9724     
  1191.18        2500.00                 NaN            NaN   8.42036        8.30257                 NaN            NaN   8.85226        42.5777       0.881935                 NaN   30.9652     
  1190.09        2500.00                 NaN            NaN   8.42037        8.30257                 NaN            NaN   8.85226        42.5777       0.881935                 NaN   30.9652     
  1189.00        2500.00                 NaN            NaN   8.42037        8.30257                 NaN            NaN   8.85226        42.5777       0.881935                 NaN   30.9652     
  1187.91        2500.00                 NaN            NaN   16.7750                 NaN            NaN            NaN   8.86949        42.5210       0.861788                 NaN   30.9728     
  1186.81        2500.00                 NaN            NaN   7.99273        8.74189                 NaN            NaN   8.87237        42.5520       0.874881                 NaN   30.9661     
  1185.72        2500.00                 NaN            NaN   7.97321        8.76194                 NaN            NaN   8.87328        42.5508       0.874559                 NaN   30.9662     
  1184.63        2500.00                 NaN            NaN   7.99324        8.74137                 NaN            NaN   8.87234        42.5520       0.874890                 NaN   30.9661     
  1183.54        2500.00                 NaN            NaN   2.54129        12.9078                 NaN  0.894012        8.83678        42.6962       0.918368                 NaN   31.2055     
  1182.44        2500.00                 NaN            NaN   16.7871                 NaN            NaN            NaN   8.89447        42.4882       0.855674                 NaN   30.9746     
  1181.35        2500.00                 NaN            NaN   16.7864                 NaN            NaN            NaN   8.88786        42.4948       0.856515                 NaN   30.9745     
  1180.26        2500.00                 NaN            NaN   16.7898                 NaN            NaN            NaN   8.89901        42.4819       0.854371                 NaN   30.9749     
  1179.17        2500.00                 NaN            NaN   16.7911                 NaN            NaN            NaN   8.90129        42.4787       0.853732                 NaN   30.9751     
  1178.07        2500.00                 NaN            NaN   16.7925                 NaN            NaN            NaN   8.90359        42.4755       0.853087                 NaN   30.9753     
  1176.98        2500.00                 NaN            NaN   16.7939                 NaN            NaN            NaN   8.90588        42.4723       0.852438                 NaN   30.9755     
  1175.89        2500.00                 NaN            NaN   16.7952                 NaN            NaN            NaN   8.90818        42.4691       0.851784                 NaN   30.9757     
  1174.80        2500.00                 NaN            NaN   16.7966                 NaN            NaN            NaN   8.91048        42.4659       0.851125                 NaN   30.9759     
  1173.70        2500.00                 NaN            NaN   16.7980                 NaN            NaN            NaN   8.91279        42.4626       0.850463                 NaN   30.9761     
  1172.61        2500.00                 NaN            NaN   16.7994                 NaN            NaN            NaN   8.91510        42.4593       0.849794                 NaN   30.9763     
  1171.52        2500.00                 NaN            NaN   16.8009                 NaN            NaN            NaN   8.91741        42.4561       0.849123                 NaN   30.9765     
  1170.43        2500.00                 NaN            NaN   16.8023                 NaN            NaN            NaN   8.91973        42.4528       0.848446                 NaN   30.9768     
  1169.33        2500.00                 NaN            NaN   16.8038                 NaN            NaN            NaN   8.92205        42.4495       0.847765                 NaN   30.9770     
  1168.24        2500.00                 NaN            NaN   16.8052                 NaN            NaN            NaN   8.92437        42.4461       0.847080                 NaN   30.9772     
  1167.15        2500.00                 NaN            NaN   16.8067                 NaN            NaN            NaN   8.92669        42.4428       0.846391                 NaN   30.9774     
  1166.06        2500.00                 NaN            NaN   16.8082                 NaN            NaN            NaN   8.92901        42.4395       0.845697                 NaN   30.9776     
  1164.96        2500.00                 NaN            NaN   16.8097                 NaN            NaN            NaN   8.93134        42.4361       0.844999                 NaN   30.9779     
  1163.87        2500.00                 NaN            NaN   16.8112                 NaN            NaN            NaN   8.93367        42.4327       0.844298                 NaN   30.9781     
  1162.78        2500.00                 NaN            NaN   16.8127                 NaN            NaN            NaN   8.93600        42.4294       0.843588                 NaN   30.9783     
  1161.69        2500.00                 NaN            NaN   16.8143                 NaN            NaN            NaN   8.93836        42.4259       0.842869                 NaN   30.9785     
  1160.59        2500.00                 NaN            NaN   16.8159                 NaN            NaN            NaN   8.94074        42.4224       0.842129                 NaN   30.9788     
  1159.50        2500.00                 NaN            NaN   16.8176                 NaN            NaN            NaN   8.94315        42.4189       0.841380                 NaN   30.9790     
  1158.41        2500.00                 NaN            NaN   16.8192                 NaN            NaN            NaN   8.94556        42.4153       0.840622                 NaN   30.9793     
  1157.32        2500.00                 NaN            NaN   16.8209                 NaN            NaN            NaN   8.94799        42.4117       0.839855                 NaN   30.9795     
  1156.22        2500.00                 NaN            NaN   16.8226                 NaN            NaN            NaN   8.95042        42.4081       0.839084                 NaN   30.9798     
  1155.13        2500.00                 NaN            NaN   16.8243                 NaN            NaN            NaN   8.95287        42.4044       0.838303                 NaN   30.9801     
  1154.04        2500.00                 NaN            NaN   16.8261                 NaN            NaN            NaN   8.95532        42.4008       0.837516                 NaN   30.9803     
  1152.95        2500.00                 NaN            NaN   16.8278                 NaN            NaN            NaN   8.95779        42.3971       0.836720                 NaN   30.9806     
  1151.85        2500.00                 NaN            NaN   16.8296                 NaN            NaN            NaN   8.96027        42.3933       0.835916                 NaN   30.9809     
  1150.76        2500.00                 NaN            NaN   6.91657        9.86019                 NaN            NaN   8.94738        42.4560       0.849947                 NaN   30.9699     
  1149.67        2500.00                 NaN            NaN   16.8332                 NaN            NaN            NaN   8.96526        42.3858       0.834285                 NaN   30.9814     
  1148.58        2500.00                 NaN            NaN   16.8351                 NaN            NaN            NaN   8.96777        42.3820       0.833459                 NaN   30.9817     
  1147.48        2500.00                 NaN            NaN   16.8369                 NaN            NaN            NaN   8.97029        42.3781       0.832624                 NaN   30.9820     
  1146.39        2500.00                 NaN            NaN   16.8388                 NaN            NaN            NaN   8.97282        42.3743       0.831779                 NaN   30.9823     
  1145.30        2500.00                 NaN            NaN   16.8407                 NaN            NaN            NaN   8.97537        42.3704       0.830928                 NaN   30.9826     
  1144.21        2500.00                 NaN            NaN   16.8604                 NaN            NaN            NaN   8.99240        42.3378       0.823385                 NaN   30.9859     
  1143.12        2500.00                 NaN            NaN   16.8446                 NaN            NaN            NaN   8.98048        42.3625       0.829204                 NaN   30.9832     
  1142.02        2500.00                 NaN            NaN   12.8106        3.99564                 NaN            NaN   8.96245        42.4148       0.840817                 NaN   30.9756     
  1140.93        2500.00                 NaN            NaN   10.0666        6.71227                 NaN            NaN   8.94852        42.4530       0.849280                 NaN   30.9703     
  1139.84        2500.00                 NaN            NaN   9.89864        6.87852                 NaN            NaN   8.94761        42.4554       0.849816                 NaN   30.9700     
  1138.75        2500.00                 NaN            NaN   9.86034        6.91642                 NaN            NaN   8.94739        42.4560       0.849944                 NaN   30.9699     
  1137.65        2500.00                 NaN            NaN   9.86030        6.91646                 NaN            NaN   8.94739        42.4560       0.849944                 NaN   30.9699     
  1136.56        2500.00                 NaN            NaN   9.86029        6.91648                 NaN            NaN   8.94739        42.4560       0.849944                 NaN   30.9699     
  1135.47        2500.00                 NaN            NaN   9.86028        6.91649                 NaN            NaN   8.94739        42.4560       0.849944                 NaN   30.9699     
  1134.38        2500.00                 NaN            NaN   9.86027        6.91649                 NaN            NaN   8.94739        42.4560       0.849944                 NaN   30.9699     
  1133.28        2500.00                 NaN            NaN   9.86026        6.91650                 NaN            NaN   8.94739        42.4560       0.849944                 NaN   30.9699     
  1132.19        2500.00                 NaN            NaN   9.86027        6.91649                 NaN            NaN   8.94739        42.4560       0.849944                 NaN   30.9699     
  1131.10        2500.00                 NaN            NaN   9.86022        6.91655                 NaN            NaN   8.94739        42.4560       0.849944                 NaN   30.9699     
  1130.01        2500.00                 NaN            NaN   9.86063        6.91614                 NaN            NaN   8.94739        42.4560       0.849942                 NaN   30.9699     
  1128.91        2500.00                 NaN            NaN   9.86026        6.91650                 NaN            NaN   8.94739        42.4560       0.849944                 NaN   30.9699     
  1127.82        2500.00                 NaN            NaN   9.86026        6.91650                 NaN            NaN   8.94739        42.4560       0.849944                 NaN   30.9699     
  1126.73        2500.00                 NaN            NaN   9.86026        6.91650                 NaN            NaN   8.94739        42.4560       0.849944                 NaN   30.9699     
  1125.64        2500.00                 NaN            NaN   9.86026        6.91650                 NaN            NaN   8.94739        42.4560       0.849944                 NaN   30.9699     
  1124.54        2500.00                 NaN            NaN   9.86026        6.91651                 NaN            NaN   8.94739        42.4560       0.849944                 NaN   30.9699     
  1123.45        2500.00                 NaN            NaN   9.86026        6.91650                 NaN            NaN   8.94739        42.4560       0.849944                 NaN   30.9699     
  1122.36        2500.00                 NaN            NaN   9.86025        6.91651                 NaN            NaN   8.94739        42.4560       0.849944                 NaN   30.9699     
  1121.27        2500.00                 NaN            NaN   9.86508        6.91177                 NaN            NaN   8.94745        42.4559       0.849917                 NaN   30.9699     
  1120.17        2500.00                 NaN            NaN   9.86025        6.91651                 NaN            NaN   8.94739        42.4560       0.849944                 NaN   30.9699     
  1119.08        2500.00                 NaN            NaN   10.0440        6.82138                 NaN            NaN   8.96008        42.3527       0.832336                 NaN   30.9895     
  1117.99        2500.00                 NaN            NaN   10.0392        6.82618                 NaN            NaN   8.96003        42.3528       0.832353                 NaN   30.9895     
  1116.90        2500.00                 NaN            NaN   10.0391        6.82620                 NaN            NaN   8.96003        42.3528       0.832353                 NaN   30.9895     
  1115.80        2500.00                 NaN            NaN   10.0391        6.82622                 NaN            NaN   8.96003        42.3528       0.832353                 NaN   30.9895     
  1114.71        2500.00                 NaN            NaN   10.0391        6.82623                 NaN            NaN   8.96003        42.3528       0.832353                 NaN   30.9895     
  1113.62        2500.00                 NaN            NaN   10.0391        6.82625                 NaN            NaN   8.96003        42.3528       0.832353                 NaN   30.9895     
  1112.53        2500.00                 NaN            NaN   10.0391        6.82626                 NaN            NaN   8.96003        42.3528       0.832353                 NaN   30.9895     
  1111.43        2500.00                 NaN            NaN   10.0391        6.82627                 NaN            NaN   8.96003        42.3528       0.832353                 NaN   30.9895     
  1110.34        2500.00                 NaN            NaN   10.0389        6.82643                 NaN            NaN   8.96002        42.3528       0.832354                 NaN   30.9895     
  1109.25        2500.00                 NaN            NaN   10.0389        6.82643                 NaN            NaN   8.96002        42.3528       0.832354                 NaN   30.9895     
  1108.16        2500.00                 NaN            NaN   10.0389        6.82643                 NaN            NaN   8.96002        42.3528       0.832354                 NaN   30.9895     
  1107.06        2500.00                 NaN            NaN   10.0392        6.82617                 NaN            NaN   8.96003        42.3528       0.832352                 NaN   30.9895     
  1105.97        2500.00                 NaN            NaN   16.9410       0.345962E-003            NaN            NaN   9.09034        42.1816       0.787966                 NaN   30.9988     
  1104.88        2500.00                 NaN            NaN  0.350171        16.6058       0.291955E-003            NaN   9.10520        42.1562       0.781278                 NaN   31.0011     
  1103.79        2500.00                 NaN            NaN  0.284079        16.6757                 NaN            NaN   9.10870        42.1499       0.779959                 NaN   31.0017     
  1102.69        2500.00                 NaN            NaN  0.216563        16.7466                 NaN            NaN   9.11212        42.1437       0.778674                 NaN   31.0023     
  1101.60        2500.00                 NaN            NaN  0.147041        16.8198                 NaN            NaN   9.11576        42.1372       0.777287                 NaN   31.0029     
  1100.51        2500.00                 NaN            NaN   12.9794        3.92952                 NaN            NaN   9.02661        42.2603       0.808881                 NaN   30.9953     
  1099.42        2500.00                 NaN            NaN   15.6337        1.31942                 NaN            NaN   9.09137        42.1685       0.785752                 NaN   31.0013     
  1098.32        2500.00                 NaN            NaN   16.9775                 NaN            NaN            NaN   9.12476        42.1193       0.773534                 NaN   31.0048     
  1097.23        2500.00                 NaN            NaN   10.0458        6.81965                 NaN            NaN   8.96020        42.3525       0.832291                 NaN   30.9895     
  1096.14        2500.00                 NaN            NaN   16.9840                 NaN            NaN            NaN   9.12806        42.1102       0.771614                 NaN   31.0061     
  1095.05        2500.00                 NaN            NaN  0.171202        16.8532       0.535378E-002            NaN   9.11322        42.0563       0.773805                 NaN   31.0269     
  1093.95        2500.00                 NaN            NaN   15.7369        1.24572                 NaN            NaN   9.12044        42.1171       0.773669                 NaN   31.0062     
  1092.86        2500.00                 NaN            NaN   16.9925                 NaN            NaN            NaN   9.14119        42.0920       0.766947                 NaN   31.0073     
  1091.77        2500.00                 NaN            NaN   1.08729        15.9026                 NaN            NaN   9.14224        42.0939       0.767274                 NaN   31.0066     
  1090.68        2500.00                 NaN            NaN   10.7253        6.09490                 NaN            NaN   8.99917        42.3718       0.831498                 NaN   30.9773     
  1089.58        2500.00                 NaN            NaN   1.57015        15.4228                 NaN            NaN   9.14647        42.0878       0.765756                 NaN   31.0071     
  1088.49        2500.00                 NaN            NaN   1.80084        15.1938                 NaN            NaN   9.14866        42.0844       0.764937                 NaN   31.0073     
  1087.40        2500.00                 NaN            NaN   2.05431        14.9413                 NaN            NaN   9.15023        42.0823       0.764397                 NaN   31.0075     
  1086.31        2500.00                 NaN            NaN   2.29738        14.6994                 NaN            NaN   9.15192        42.0799       0.763789                 NaN   31.0076     
  1085.21        2500.00                 NaN            NaN   17.0556                 NaN            NaN            NaN   9.13748        42.0197       0.759400                 NaN   31.0278     
  1084.12        2500.00                 NaN            NaN   2.78511        14.2138                 NaN            NaN   9.15491        42.0755       0.762704                 NaN   31.0079     
  1083.03        2500.00                 NaN            NaN   10.7523        6.06906                 NaN            NaN   9.00019        42.3699       0.831070                 NaN   30.9775     
  1081.94        2500.00                 NaN            NaN   17.0226                 NaN            NaN            NaN   9.17013        42.0401       0.754724                 NaN   31.0124     
  1080.84        2500.00                 NaN            NaN   17.0257                 NaN            NaN            NaN   9.17305        42.0348       0.753477                 NaN   31.0130     
  1079.75        2500.00                 NaN            NaN   3.86186        13.1408                 NaN            NaN   9.15978        42.0681       0.760885                 NaN   31.0086     
  1078.66        2500.00                 NaN            NaN   17.0319                 NaN            NaN            NaN   9.17889        42.0243       0.750967                 NaN   31.0140     
  1077.57        2500.00                 NaN            NaN   4.30090        12.7016                 NaN            NaN   9.16059        42.0677       0.760685                 NaN   31.0085     
  1076.47        2500.00                 NaN            NaN   17.0383                 NaN            NaN            NaN   9.18497        42.0133       0.748349                 NaN   31.0151     
  1075.38        2500.00                 NaN            NaN   8.76914        8.27232                 NaN            NaN   9.18793        42.0079       0.747073                 NaN   31.0157     
  1074.29        2500.00                 NaN            NaN   8.20635        8.83837                 NaN            NaN   9.19093        42.0023       0.745764                 NaN   31.0162     
  1073.20        2500.00                 NaN            NaN   7.90007        9.14787                 NaN            NaN   9.19403        41.9968       0.744436                 NaN   31.0168     
  1072.10        2500.00                 NaN            NaN   7.85325        9.19819                 NaN            NaN   9.19734        41.9909       0.742997                 NaN   31.0174     
  1071.01        2500.00                 NaN            NaN   7.80634        9.24866                 NaN            NaN   9.20064        41.9848       0.741551                 NaN   31.0180     
  1069.92        2500.00                 NaN            NaN   7.76108        9.29746                 NaN            NaN   9.20394        41.9788       0.740103                 NaN   31.0186     
  1068.83        2500.00                 NaN            NaN   5.46397        11.5662                 NaN            NaN   9.19054        42.0176       0.748592                 NaN   31.0131     
  1067.73        2500.00                 NaN            NaN   5.54100        11.4919                 NaN            NaN   9.19270        42.0133       0.747563                 NaN   31.0136     
  1066.64        2500.00                 NaN            NaN   5.77001       0.673577E-005   11.1427                 NaN   9.12198        42.1990       0.777217                 NaN   30.9891     
  1065.55        2500.00                 NaN            NaN   3.96171        9.40235        3.58762                 NaN   9.14529        42.1386       0.767400                 NaN   30.9970     
  1064.46        2500.00                 NaN            NaN   4.36915        9.80517        2.76912                 NaN   9.14050        42.1513       0.769400                 NaN   30.9953     
  1063.36        2500.00                 NaN            NaN   5.76999        11.1427       0.489720E-004            NaN   9.12198        42.1990       0.777217                 NaN   30.9891     
  1062.27        2500.00                 NaN            NaN   5.76551        11.1385       0.884481E-002            NaN   9.12204        42.1988       0.777191                 NaN   30.9891     
  1061.18        2500.00                 NaN            NaN   5.77002        11.1427                 NaN            NaN   9.12198        42.1990       0.777217                 NaN   30.9891     
  1060.09        2500.00                 NaN            NaN   5.77002        11.1427                 NaN            NaN   9.12198        42.1990       0.777217                 NaN   30.9891     
  1058.99        2500.00                 NaN            NaN   5.77002        11.1427                 NaN            NaN   9.12198        42.1990       0.777217                 NaN   30.9891     
  1057.90        2500.00                 NaN            NaN   5.77002        11.1427                 NaN            NaN   9.12198        42.1990       0.777217                 NaN   30.9891     
  1056.81        2500.00                 NaN            NaN   5.77002        11.1427       0.208170E-005            NaN   9.12198        42.1990       0.777217                 NaN   30.9891     
  1055.72        2500.00                 NaN            NaN   5.77002        11.1427       0.187696E-005            NaN   9.12198        42.1990       0.777217                 NaN   30.9891     
  1054.62        2500.00                 NaN            NaN   5.77002        11.1427       0.169692E-005            NaN   9.12198        42.1990       0.777217                 NaN   30.9891     
  1053.53        2500.00                 NaN            NaN   5.77002        11.1427       0.153812E-005            NaN   9.12198        42.1990       0.777217                 NaN   30.9891     
  1052.44        2500.00                 NaN            NaN   5.77002        11.1427       0.139755E-005            NaN   9.12198        42.1990       0.777217                 NaN   30.9891     
  1051.35        2500.00                 NaN            NaN  0.568481E-005   5.77001        11.1427                 NaN   9.12198        42.1990       0.777217                 NaN   30.9891     
  1050.25        2500.00                 NaN            NaN   5.77002        11.1427       0.116159E-005            NaN   9.12198        42.1990       0.777217                 NaN   30.9891     
  1049.16        2500.00                 NaN            NaN  0.496366E-005   5.77002        11.1427                 NaN   9.12198        42.1990       0.777217                 NaN   30.9891     
  1048.07        2500.00                 NaN            NaN   5.77002        11.1427                 NaN            NaN   9.12198        42.1990       0.777217                 NaN   30.9891     
  1046.98        2500.00                 NaN            NaN   5.77002        11.1427                 NaN            NaN   9.12198        42.1990       0.777217                 NaN   30.9891     
  1045.88        2500.00                 NaN            NaN   5.76977        11.1429       0.817416E-004            NaN   9.12198        42.1990       0.777222                 NaN   30.9891     
  1044.79        2500.00                 NaN            NaN   5.76977        11.1429       0.733430E-004            NaN   9.12198        42.1990       0.777222                 NaN   30.9891     
  1043.70        2500.00                 NaN            NaN  0.107671E-004   5.76981        11.1429                 NaN   9.12198        42.1990       0.777222                 NaN   30.9891     
  1042.61        2500.00                 NaN            NaN   5.76886        11.1422       0.163839E-002            NaN   9.12200        42.1990       0.777212                 NaN   30.9891     
  1041.51        2500.00                 NaN            NaN   5.76903        11.1422       0.149714E-002            NaN   9.12200        42.1990       0.777212                 NaN   30.9891     
  1040.42        2500.00                 NaN            NaN   5.76916        11.1423       0.127592E-002            NaN   9.12199        42.1990       0.777213                 NaN   30.9891     
  1039.33        2500.00                 NaN            NaN   5.76939        11.1424       0.971197E-003            NaN   9.12199        42.1990       0.777214                 NaN   30.9891     
  1038.24        2500.00                 NaN            NaN   5.76936        11.1424       0.997554E-003            NaN   9.12199        42.1990       0.777214                 NaN   30.9891     
  1037.14        2500.00                 NaN            NaN   5.76934        11.1424       0.100690E-002            NaN   9.12199        42.1990       0.777213                 NaN   30.9891     
  1036.05        2500.00                 NaN            NaN   5.76929        11.1424       0.106272E-002            NaN   9.12199        42.1990       0.777213                 NaN   30.9891     
  1034.96        2500.00                 NaN            NaN   8.63527        8.42724                 NaN            NaN   9.21463        41.9662       0.737025                 NaN   31.0197     
  1033.87        2500.00                 NaN            NaN   8.39050        8.66280                 NaN            NaN   9.20934        41.9785       0.740754                 NaN   31.0181     
  1032.77        2500.00                 NaN            NaN   4.65532        12.2547       0.210819E-004            NaN   9.10708        42.2037       0.789169                 NaN   30.9900     
  1031.68        2500.00                 NaN            NaN   5.16758        12.0169                 NaN            NaN   9.31500        41.7705       0.689607                 NaN   31.0404     
  1030.59        2500.00                 NaN            NaN   4.65533        12.2547       0.131263E-005            NaN   9.10708        42.2037       0.789168                 NaN   30.9900     
  1029.50        2500.00                 NaN            NaN   4.65533        12.2547                 NaN            NaN   9.10708        42.2037       0.789168                 NaN   30.9900     
  1028.40        2500.00                 NaN            NaN   4.65533        12.2547                 NaN            NaN   9.10708        42.2037       0.789168                 NaN   30.9900     
  1027.31        2500.00                 NaN            NaN   4.35476        12.8454       0.120246E-002            NaN   9.32957        41.7430       0.682769                 NaN   31.0433     
  1026.22        2500.00                 NaN            NaN   8.89077        8.24487                 NaN            NaN   9.28641        41.8380       0.707222                 NaN   31.0327     
  1025.13        2500.00                 NaN            NaN   9.15077        7.98224                 NaN            NaN   9.28439        41.8418       0.708379                 NaN   31.0325     
  1024.03        2500.00                 NaN            NaN   3.53525        13.6768                 NaN            NaN   9.33902        41.7252       0.678423                 NaN   31.0453     
  1022.94        2500.00                 NaN            NaN  0.200644E-003   3.39998        13.8156                 NaN   9.34226        41.7190       0.676912                 NaN   31.0460     
  1021.85        2500.00                 NaN            NaN   3.29452        13.9251                 NaN            NaN   9.34549        41.7129       0.675399                 NaN   31.0466     
  1020.76        2500.00                 NaN            NaN   3.21103        14.0123                 NaN            NaN   9.34870        41.7067       0.673890                 NaN   31.0473     
  1019.66        2500.00                 NaN            NaN   5.35102        11.6366       0.367962E-002            NaN   9.19477        42.0575       0.753414                 NaN   31.0031     
  1018.57        2500.00                 NaN            NaN   5.35093        11.6366       0.374791E-002            NaN   9.19477        42.0575       0.753414                 NaN   31.0031     
  1017.48        2500.00                 NaN            NaN   5.35082        11.6366       0.384846E-002            NaN   9.19477        42.0574       0.753413                 NaN   31.0031     
  1016.39        2500.00                 NaN            NaN   5.35068        11.6366       0.398148E-002            NaN   9.19477        42.0574       0.753412                 NaN   31.0031     
  1015.29        2500.00                 NaN            NaN   5.35051        11.6366       0.414788E-002            NaN   9.19477        42.0574       0.753411                 NaN   31.0031     
  1014.20        2500.00                 NaN            NaN   4.74626        12.2985                 NaN            NaN   9.23051        41.9643       0.739876                 NaN   31.0206     
  1013.11        2500.00                 NaN            NaN   4.74626        12.2985                 NaN            NaN   9.23051        41.9643       0.739876                 NaN   31.0206     
  1012.02        2500.00                 NaN            NaN   4.74626        12.2985                 NaN            NaN   9.23051        41.9643       0.739876                 NaN   31.0206     
  1010.92        2500.00                 NaN            NaN   4.74626        12.2985                 NaN            NaN   9.23051        41.9643       0.739876                 NaN   31.0206     
  1009.83        2500.00                 NaN            NaN   4.74626        12.2985                 NaN            NaN   9.23051        41.9643       0.739876                 NaN   31.0206     
  1008.74        2500.00                 NaN            NaN   4.74626        12.2985                 NaN            NaN   9.23051        41.9643       0.739876                 NaN   31.0206     
  1007.65        2500.00                 NaN            NaN   4.74626        12.2985                 NaN            NaN   9.23051        41.9643       0.739876                 NaN   31.0206     
  1006.55        2500.00                 NaN            NaN   4.74626        12.2985                 NaN            NaN   9.23051        41.9643       0.739876                 NaN   31.0206     
  1005.46        2500.00                 NaN            NaN   4.74626        12.2985                 NaN            NaN   9.23051        41.9643       0.739876                 NaN   31.0206     
  1004.37        2500.00                 NaN            NaN   4.74626        12.2985                 NaN            NaN   9.23051        41.9643       0.739876                 NaN   31.0206     
  1003.28        2500.00                 NaN            NaN   4.74626        12.2985                 NaN            NaN   9.23051        41.9643       0.739876                 NaN   31.0206     
  1002.18        2500.00                 NaN            NaN   4.74626        12.2985                 NaN            NaN   9.23051        41.9643       0.739876                 NaN   31.0206     
  1001.09        2500.00                 NaN            NaN   4.74626        12.2985                 NaN            NaN   9.23051        41.9643       0.739876                 NaN   31.0206     
  1000.00        2500.00                 NaN            NaN   4.74626        12.2985                 NaN            NaN   9.23051        41.9643       0.739876                 NaN   31.0206     
