|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.5/Y98/Y98_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            Sp(TH)         San(TH)        q             
  1245.42        2500.00        99.5198                 NaN            NaN            NaN            NaN            NaN            NaN  0.415958E-001  0.180009E-001            NaN  0.420646                 NaN
  1244.20        2500.00        98.0539                 NaN  0.676987                 NaN            NaN            NaN            NaN  0.322347       0.162782E-001            NaN  0.930508                 NaN
  1242.98        2500.00        98.2127                 NaN  0.534146                 NaN            NaN            NaN            NaN  0.196012       0.220811E-001            NaN   1.03508                 NaN
  1241.76        2500.00        98.1543                 NaN  0.249378       0.275919                 NaN            NaN            NaN  0.248056       0.298588E-001            NaN   1.04249                 NaN
  1240.54        2500.00        98.1475                 NaN  0.514496                 NaN            NaN            NaN            NaN  0.271966       0.261057E-001            NaN   1.03998                 NaN
  1239.32        2500.00        96.5089                 NaN   1.02372                 NaN            NaN            NaN            NaN  0.572074       0.676346E-001            NaN   1.82764                 NaN
  1238.10        2500.00        99.4509                 NaN  0.145978                 NaN            NaN            NaN            NaN  0.349440E-001            NaN            NaN  0.368131                 NaN
  1236.87        2500.00        98.1291                 NaN  0.483756                 NaN            NaN            NaN            NaN  0.243053       0.139607E-001            NaN   1.13013                 NaN
  1235.65        2500.00        98.0388                 NaN  0.510577                 NaN            NaN            NaN            NaN  0.283674       0.216153E-001            NaN   1.14529                 NaN
  1234.43        2500.00        99.0069                 NaN  0.316491                 NaN            NaN            NaN            NaN  0.129947       0.201424E-001            NaN  0.526561                 NaN
  1233.21        2500.00        98.6127                 NaN  0.256725                 NaN            NaN            NaN            NaN  0.205057       0.247141E-001            NaN  0.900848                 NaN
  1231.99        2500.00        95.2156                 NaN  0.775907                 NaN            NaN            NaN            NaN  0.508590       0.416142E-001            NaN   2.28467        1.17363     
  1230.77        2500.00        92.9236                 NaN  0.870978                 NaN            NaN            NaN            NaN  0.680980       0.875976E-001            NaN   3.57800        1.85883     
  1229.55        2500.00        97.4920                 NaN  0.624460                 NaN            NaN            NaN            NaN  0.259027       0.164749E-002            NaN  0.898412       0.724433     
  1228.33        2500.00        82.0391                 NaN   2.93779                 NaN            NaN            NaN            NaN   1.71756       0.844727E-001            NaN   7.69598        5.52511     
  1227.11        2500.00        62.6428                 NaN   4.21440       0.666373E-001  0.398236                 NaN            NaN   3.27167       0.237702                 NaN   17.1694        11.9991     
  1225.89        2500.00                 NaN            NaN   10.3034        1.77277                 NaN            NaN            NaN   8.47379       0.641884                 NaN   46.5429        32.2653     
  1224.66        2500.00                 NaN            NaN   9.51647        2.61367       0.134930E-005            NaN            NaN   8.50393       0.633510                 NaN   46.4530        32.2794     
  1223.44        2500.00                 NaN            NaN   9.58782        2.55284       0.510422E-005            NaN            NaN   8.51254       0.632270                 NaN   46.4363        32.2783     
  1222.22        2500.00                 NaN            NaN   9.52497        2.61363       0.432259E-005            NaN            NaN   8.51270       0.632795                 NaN   46.4371        32.2788     
  1221.00        2500.00                 NaN            NaN   9.53043        2.61032       0.589303E-005            NaN            NaN   8.51532       0.632250                 NaN   46.4316        32.2801     
  1219.78        2500.00                 NaN            NaN   8.73598        3.46822       0.262174E-005            NaN            NaN   8.47326       0.633847                 NaN   46.3929        32.2958     
  1218.56        2500.00                 NaN            NaN   1.69587        10.3868       0.195704E-004            NaN            NaN   8.49886       0.639113                 NaN   46.5103        32.2690     
  1217.34        2500.00                 NaN            NaN   1.98526        10.0994       0.894643E-006            NaN            NaN   8.48766       0.641059                 NaN   46.5141        32.2725     
  1216.12        2500.00                 NaN            NaN   9.59113        2.55145       0.614190E-005            NaN            NaN   8.53373       0.630767                 NaN   46.4109        32.2820     
  1214.90        2500.00                 NaN            NaN   1.65499        10.4296       0.179434E-004            NaN            NaN   8.51659       0.637757                 NaN   46.4911        32.2699     
  1213.68        2500.00                 NaN            NaN   1.64306        10.4438       0.635928E-005            NaN            NaN   8.52069       0.637326                 NaN   46.4841        32.2710     
  1212.45        2500.00                 NaN            NaN   1.63813        10.4496       0.144517E-004            NaN            NaN   8.52575       0.636690                 NaN   46.4782        32.2716     
  1211.23        2500.00                 NaN            NaN   9.72496        2.42320       0.194085E-003            NaN            NaN   8.55121       0.628645                 NaN   46.3864        32.2854     
  1210.01        2500.00                 NaN            NaN   1.66296        10.4267       0.701879E-005            NaN            NaN   8.52482       0.636145                 NaN   46.4750        32.2744     
  1208.79        2500.00                 NaN            NaN   1.65777        10.4329       0.810751E-005            NaN            NaN   8.52941       0.635704                 NaN   46.4691        32.2751     
  1207.57        2500.00                 NaN            NaN   5.12629                 NaN            NaN            NaN   3.97866        8.24420       0.886091                 NaN   47.8640        33.9007     
  1206.35        2500.00                 NaN            NaN   7.29060        4.91577                 NaN            NaN            NaN   8.60998       0.614727                 NaN   46.2784        32.2905     
  1205.13        2500.00                 NaN            NaN   9.78798        2.36688       0.244111E-003            NaN            NaN   8.57301       0.625887                 NaN   46.3573        32.2887     
  1203.91        2500.00                 NaN            NaN   1.58944        10.5057       0.638160E-005            NaN            NaN   8.55631       0.633377                 NaN   46.4391        32.2761     
  1202.69        2500.00                 NaN            NaN   1.57731        10.5189       0.646227E-005            NaN            NaN   8.55954       0.632840                 NaN   46.4351        32.2763     
  1201.47        2500.00                 NaN            NaN   1.57192        10.5261       0.841200E-005            NaN            NaN   8.56498       0.632273                 NaN   46.4272        32.2776     
  1200.24        2500.00                 NaN            NaN   1.57020        10.5288       0.652837E-005            NaN            NaN   8.56926       0.631812                 NaN   46.4216        32.2783     
  1199.02        2500.00                 NaN            NaN   1.56609        10.5341       0.639720E-005            NaN            NaN   8.57338       0.631364                 NaN   46.4160        32.2790     
  1197.80        2500.00                 NaN            NaN   1.56304        10.5382       0.598611E-005            NaN            NaN   8.57747       0.630909                 NaN   46.4106        32.2798     
  1196.58        2500.00                 NaN            NaN   1.55921        10.5431       0.629060E-005            NaN            NaN   8.58158       0.630445                 NaN   46.4052        32.2805     
  1195.36        2500.00                 NaN            NaN   1.55733        10.5461       0.629224E-005            NaN            NaN   8.58562       0.629993                 NaN   46.3999        32.2811     
  1194.14        2500.00                 NaN            NaN   9.88851        2.27610       0.318920E-004            NaN            NaN   8.61029       0.621792                 NaN   46.3081        32.2952     
  1192.92        2500.00                 NaN            NaN   1.58120        10.5241       0.326012E-003            NaN            NaN   8.59105       0.629198                 NaN   46.3905        32.2837     
  1191.70        2500.00                 NaN            NaN   1.56571        10.5367       0.473332E-002            NaN            NaN   8.59575       0.628655                 NaN   46.3841        32.2844     
  1190.48        2500.00                 NaN            NaN   10.1149        2.05007                 NaN            NaN            NaN   8.63009       0.620213                 NaN   46.2900        32.2947     
  1189.26        2500.00                 NaN            NaN  0.950624E-004   9.95560        2.20910                 NaN            NaN   8.62925       0.620581                 NaN   46.2885        32.2969     
  1188.03        2500.00                 NaN            NaN   1.55058        10.5572       0.272991E-002            NaN            NaN   8.60863       0.627164                 NaN   46.3672        32.2865     
  1186.81        2500.00                 NaN            NaN   1.52509        10.5870       0.343019E-004            NaN            NaN   8.61439       0.626532                 NaN   46.3610        32.2859     
  1185.59        2500.00                 NaN            NaN   10.0306        2.14213                 NaN            NaN            NaN   8.64145       0.618135                 NaN   46.2678        32.2998     
  1184.37        2500.00                 NaN            NaN   10.0275        2.14640                 NaN            NaN            NaN   8.64505       0.617702                 NaN   46.2627        32.3007     
  1183.15        2500.00                 NaN            NaN   10.0547        2.11988                 NaN            NaN            NaN   8.65163       0.617040                 NaN   46.2560        32.3008     
  1181.93        2500.00                 NaN            NaN   5.09501       0.100636E-003            NaN            NaN   4.00005        8.24685       0.885630                 NaN   47.8402        33.9322     
  1180.71        2500.00                 NaN            NaN   1.09616        11.0907                 NaN            NaN            NaN   8.63805       0.630926                 NaN   46.2326        32.3116     
  1179.49        2500.00                 NaN            NaN   1.51374        10.6053                 NaN            NaN            NaN   8.63850       0.623447                 NaN   46.3275        32.2915     
  1178.27        2500.00                 NaN            NaN   1.50954        10.6110                 NaN            NaN            NaN   8.64263       0.622951                 NaN   46.3216        32.2923     
  1177.05        2500.00                 NaN            NaN   1.50533        10.6165                 NaN            NaN            NaN   8.64679       0.622444                 NaN   46.3158        32.2931     
  1175.82        2500.00                 NaN            NaN   10.0250        2.15352                 NaN            NaN            NaN   8.67151       0.615234                 NaN   46.2291        32.3056     
  1174.60        2500.00                 NaN            NaN   10.9088        1.33487       0.885642E-006            NaN            NaN   8.63684       0.622811                 NaN   46.1675        32.3292     
  1173.38        2500.00                 NaN            NaN   10.0581        2.12327                 NaN            NaN            NaN   8.68012       0.614148                 NaN   46.2172        32.3071     
  1172.16        2500.00                 NaN            NaN   10.0669        2.11584                 NaN            NaN            NaN   8.68414       0.613639                 NaN   46.2116        32.3079     
  1170.94        2500.00                 NaN            NaN   10.0752        2.10886                 NaN            NaN            NaN   8.68816       0.613128                 NaN   46.2059        32.3087     
  1169.72        2500.00                 NaN            NaN   10.0827        2.10276                 NaN            NaN            NaN   8.69219       0.612609                 NaN   46.2002        32.3096     
  1168.50        2500.00                 NaN            NaN   10.0913        2.09544                 NaN            NaN            NaN   8.69619       0.612099                 NaN   46.1945        32.3104     
  1167.28        2500.00                 NaN            NaN   10.1344        2.05711                 NaN            NaN            NaN   8.70131       0.610736                 NaN   46.1844        32.3121     
  1166.06        2500.00                 NaN            NaN   11.0965        1.16012                 NaN            NaN            NaN   8.68246       0.612856                 NaN   46.1175        32.3305     
  1164.84        2500.00                 NaN            NaN   10.0986        2.09199                 NaN            NaN            NaN   8.70761       0.610647                 NaN   46.1781        32.3130     
  1163.61        2500.00                 NaN            NaN   10.1462        2.04955                 NaN            NaN            NaN   8.71279       0.609261                 NaN   46.1676        32.3146     
  1162.39        2500.00                 NaN            NaN   10.3304        1.86518                 NaN            NaN            NaN   8.72440       0.608175                 NaN   46.1590        32.3129     
  1161.17        2500.00                 NaN            NaN   10.1659        2.03277                 NaN            NaN            NaN   8.72092       0.608186                 NaN   46.1560        32.3163     
  1159.95        2500.00                 NaN            NaN   10.3527        1.84567                 NaN            NaN            NaN   8.73213       0.607205                 NaN   46.1476        32.3147     
  1158.73        2500.00                 NaN            NaN   10.3484        1.85131                 NaN            NaN            NaN   8.73547       0.606719                 NaN   46.1427        32.3154     
  1157.51        2500.00                 NaN            NaN   10.1411        2.05798                 NaN            NaN            NaN   8.73135       0.607489                 NaN   46.1438        32.3182     
  1156.29        2500.00                 NaN            NaN   10.2027        2.00155                 NaN            NaN            NaN   8.73733       0.605978                 NaN   46.1327        32.3197     
  1155.07        2500.00                 NaN            NaN   10.2092        1.99653                 NaN            NaN            NaN   8.74117       0.605449                 NaN   46.1270        32.3206     
  1153.85        2500.00                 NaN            NaN   10.3713        1.83528       0.100538E-004            NaN            NaN   8.75306       0.604348                 NaN   46.1169        32.3191     
  1152.63        2500.00                 NaN            NaN   10.3884        1.81998                 NaN            NaN            NaN   8.75707       0.603834                 NaN   46.1108        32.3200     
  1151.40        2500.00                 NaN            NaN   10.4021        1.81170                 NaN            NaN            NaN   8.76135       0.602389                 NaN   46.1007        32.3218     
  1150.18        2500.00                 NaN            NaN   10.2284        1.98047                 NaN            NaN            NaN   8.75693       0.603917                 NaN   46.1072        32.3231     
  1148.96        2500.00                 NaN            NaN   10.2334        1.97690                 NaN            NaN            NaN   8.76080       0.603386                 NaN   46.1015        32.3240     
  1147.74        2500.00                 NaN            NaN   10.4098        1.80463                 NaN            NaN            NaN   8.77156       0.601583                 NaN   46.0887        32.3237     
  1146.52        2500.00                 NaN            NaN   10.2807        1.93597                 NaN            NaN            NaN   8.76997       0.601442                 NaN   46.0853        32.3266     
  1145.30        2500.00                 NaN            NaN   10.2844        1.93383                 NaN            NaN            NaN   8.77385       0.600901                 NaN   46.0795        32.3275     
  1144.08        2500.00                 NaN            NaN   10.2601        1.95533                 NaN            NaN            NaN   8.77782       0.601161                 NaN   46.0782        32.3273     
  1142.86        2500.00                 NaN            NaN   10.2507        1.96748                 NaN            NaN            NaN   8.78042       0.600616                 NaN   46.0719        32.3289     
  1141.64        2500.00                 NaN            NaN   1.45496        10.6926       0.347739E-004            NaN            NaN   8.76157       0.607657                 NaN   46.1720        32.3112     
  1140.42        2500.00                 NaN            NaN   1.45559        10.6933       0.346727E-004            NaN            NaN   8.76539       0.607113                 NaN   46.1664        32.3121     
  1139.19        2500.00                 NaN            NaN   10.1966        2.02505                 NaN            NaN            NaN   8.78868       0.599534                 NaN   46.0581        32.3320     
  1137.97        2500.00                 NaN            NaN   1.45839        10.6933       0.341357E-004            NaN            NaN   8.77285       0.606039                 NaN   46.1555        32.3139     
  1136.75        2500.00                 NaN            NaN   1.45904        10.6940       0.339043E-004            NaN            NaN   8.77663       0.605515                 NaN   46.1501        32.3147     
  1135.53        2500.00                 NaN            NaN   1.45316        10.7163       0.254148E-004            NaN            NaN   8.77968       0.604637                 NaN   46.1247        32.3214     
  1134.31        2500.00                 NaN            NaN   10.4461        1.78519                 NaN            NaN            NaN   8.81525       0.595498                 NaN   46.0242        32.3338     
  1133.09        2500.00                 NaN            NaN   10.2280        2.00160                 NaN            NaN            NaN   8.80865       0.596778                 NaN   46.0285        32.3366     
  1131.87        2500.00                 NaN            NaN   10.4495        1.78322                 NaN            NaN            NaN   8.82695       0.594667                 NaN   46.0106        32.3350     
  1130.65        2500.00                 NaN            NaN   10.4547        1.78333                 NaN            NaN            NaN   8.83025       0.594000                 NaN   46.0008        32.3369     
  1129.43        2500.00                 NaN            NaN   1.43785        10.7363       0.965421E-005            NaN            NaN   8.80226       0.601280                 NaN   46.0980        32.3243     
  1128.21        2500.00                 NaN            NaN   10.4237        1.81626                 NaN            NaN            NaN   8.83123       0.592848                 NaN   45.9967        32.3393     
  1126.98        2500.00                 NaN            NaN   10.4269        1.81481                 NaN            NaN            NaN   8.83495       0.592249                 NaN   45.9908        32.3402     
  1125.76        2500.00                 NaN            NaN   10.4427        1.80179                 NaN            NaN            NaN   8.84482       0.591202                 NaN   45.9796        32.3399     
  1124.54        2500.00                 NaN            NaN   10.4272        1.81790                 NaN            NaN            NaN   8.84233       0.591108                 NaN   45.9792        32.3423     
  1123.32        2500.00                 NaN            NaN   10.4269        1.81997                 NaN            NaN            NaN   8.84596       0.590568                 NaN   45.9733        32.3433     
  1122.10        2500.00                 NaN            NaN   10.2434        2.00198                 NaN            NaN            NaN   8.84137       0.591768                 NaN   45.9753        32.3462     
  1120.88        2500.00                 NaN            NaN   1.47853        10.7085       0.320280E-004            NaN            NaN   8.82346       0.597879                 NaN   46.0604        32.3312     
  1119.66        2500.00                 NaN            NaN   1.47955        10.7091       0.940932E-005            NaN            NaN   8.82714       0.597292                 NaN   46.0549        32.3321     
  1118.44        2500.00                 NaN            NaN   10.2287        2.02078                 NaN            NaN            NaN   8.85184       0.590167                 NaN   45.9596        32.3489     
  1117.22        2500.00                 NaN            NaN   10.2294        2.02152                 NaN            NaN            NaN   8.85560       0.589618                 NaN   45.9539        32.3500     
  1116.00        2500.00                 NaN            NaN   10.2683        1.98817                 NaN            NaN            NaN   8.86090       0.588169                 NaN   45.9428        32.3516     
  1114.77        2500.00                 NaN            NaN   10.2677        1.99053                 NaN            NaN            NaN   8.86459       0.587626                 NaN   45.9369        32.3527     
  1113.55        2500.00                 NaN            NaN   10.2234        2.03284                 NaN            NaN            NaN   8.86618       0.587994                 NaN   45.9364        32.3531     
  1112.33        2500.00                 NaN            NaN   10.2255        2.03222                 NaN            NaN            NaN   8.86983       0.587423                 NaN   45.9308        32.3542     
  1111.11        2500.00                 NaN            NaN   10.2384        2.02134                 NaN            NaN            NaN   8.87396       0.586731                 NaN   45.9244        32.3552     
  1109.89        2500.00                 NaN            NaN   10.2660        1.99888                 NaN            NaN            NaN   8.87890       0.585356                 NaN   45.9138        32.3570     
  1108.67        2500.00                 NaN            NaN   10.2443        2.01942                 NaN            NaN            NaN   8.88111       0.585437                 NaN   45.9125        32.3572     
  1107.45        2500.00                 NaN            NaN   10.2557        2.00989                 NaN            NaN            NaN   8.88541       0.584874                 NaN   45.9060        32.3582     
  1106.23        2500.00                 NaN            NaN   10.2704        1.99740                 NaN            NaN            NaN   8.89041       0.584094                 NaN   45.8984        32.3593     
  1105.01        2500.00                 NaN            NaN   10.2264        2.04182                 NaN            NaN            NaN   8.89154       0.584000                 NaN   45.8956        32.3606     
  1103.79        2500.00                 NaN            NaN   10.4066        1.86749                 NaN            NaN            NaN   8.90272       0.581731                 NaN   45.8811        32.3603     
  1102.56        2500.00                 NaN            NaN   9.90250        2.40174                 NaN            NaN            NaN   8.91478       0.574999                 NaN   45.8441        32.3619     
  1101.34        2500.00                 NaN            NaN   10.2666        2.01081                 NaN            NaN            NaN   8.90423       0.581350                 NaN   45.8725        32.3645     
  1100.12        2500.00                 NaN            NaN   4.22503        8.04252                 NaN            NaN            NaN   8.82328       0.591779                 NaN   45.9423        32.3751     
  1098.90        2500.00                 NaN            NaN   4.11193        8.15573                 NaN            NaN            NaN   8.82633       0.592076                 NaN   45.9379        32.3760     
  1097.68        2500.00                 NaN            NaN  0.116463E-002   10.2713        2.00550                 NaN            NaN   8.92136       0.579964                 NaN   45.8554        32.3653     
  1096.46        2500.00                 NaN            NaN  0.592356E-005   10.2250        2.05622                 NaN            NaN   8.91652       0.579976                 NaN   45.8541        32.3682     
  1095.24        2500.00                 NaN            NaN   10.2734        2.01352                 NaN            NaN            NaN   8.92243       0.578369                 NaN   45.8423        32.3699     
  1094.02        2500.00                 NaN            NaN   10.2675        2.02123                 NaN            NaN            NaN   8.92573       0.577844                 NaN   45.8366        32.3711     
  1092.80        2500.00                 NaN            NaN   2.72666        9.58667                 NaN            NaN            NaN   8.93598       0.572672                 NaN   45.8071        32.3709     
  1091.58        2500.00                 NaN            NaN   2.68053        9.63312                 NaN            NaN            NaN   8.93850       0.572502                 NaN   45.8032        32.3721     
  1090.35        2500.00                 NaN            NaN   3.97733        8.30183                 NaN            NaN            NaN   8.85473       0.588194                 NaN   45.8937        32.3842     
  1089.13        2500.00                 NaN            NaN   2.63639        9.67908                 NaN            NaN            NaN   8.94401       0.571888                 NaN   45.7940        32.3746     
  1087.91        2500.00                 NaN            NaN  0.341661E-004   6.73114                 NaN            NaN   3.23394        8.47772       0.795039                 NaN   47.0055        33.7567     
  1086.69        2500.00                 NaN            NaN   2.60004        9.71769                 NaN            NaN            NaN   8.94993       0.571142                 NaN   45.7841        32.3771     
  1085.47        2500.00                 NaN            NaN   2.58647        9.73250                 NaN            NaN            NaN   8.95294       0.570739                 NaN   45.7791        32.3783     
  1084.25        2500.00                 NaN            NaN  0.478842E-004   6.76311                 NaN            NaN   3.23591        8.48713       0.788471                 NaN   46.9574        33.7679     
  1083.03        2500.00                 NaN            NaN   3.75386        8.53135                 NaN            NaN            NaN   8.87793       0.585760                 NaN   45.8605        32.3906     
  1081.81        2500.00                 NaN            NaN   3.72690        8.55952                 NaN            NaN            NaN   8.88156       0.585339                 NaN   45.8549        32.3917     
  1080.59        2500.00                 NaN            NaN  0.448290E-004   6.68070                 NaN            NaN   3.28378        8.48207       0.791893                 NaN   46.9688        33.7927     
  1079.37        2500.00                 NaN            NaN   3.68040        8.60785                 NaN            NaN            NaN   8.88817       0.584661                 NaN   45.8449        32.3940     
  1078.14        2500.00                 NaN            NaN  0.449055E-004   6.63121                 NaN            NaN   3.31262        8.47918       0.793933                 NaN   46.9751        33.8079     
  1076.92        2500.00                 NaN            NaN  0.435688E-004   6.60856                 NaN            NaN   3.32596        8.47810       0.794860                 NaN   46.9774        33.8151     
  1075.70        2500.00                 NaN            NaN  0.440497E-004   6.59407                 NaN            NaN   3.33486        8.47773       0.795345                 NaN   46.9776        33.8204     
  1074.48        2500.00                 NaN            NaN  0.438478E-004   6.56527                 NaN            NaN   3.35127        8.47569       0.796595                 NaN   46.9824        33.8287     
  1073.26        2500.00                 NaN            NaN  0.437830E-004   6.57890                 NaN            NaN   3.33618        8.47991       0.798483                 NaN   46.9853        33.8212     
  1072.04        2500.00                 NaN            NaN  0.435491E-004   6.52386                 NaN            NaN   3.37563        8.47367       0.798260                 NaN   46.9865        33.8420     
  1070.82        2500.00                 NaN            NaN   3.53667        8.76150                 NaN            NaN            NaN   8.91477       0.581298                 NaN   45.8039        32.4019     
  1069.60        2500.00                 NaN            NaN  0.435759E-004   6.48548                 NaN            NaN   3.39819        8.47182       0.799781                 NaN   46.9902        33.8545     
  1068.38        2500.00                 NaN            NaN  0.433165E-004   6.46719                 NaN            NaN   3.40906        8.47106       0.800476                 NaN   46.9916        33.8606     
  1067.16        2500.00                 NaN            NaN  0.428406E-004   6.44960                 NaN            NaN   3.41945        8.47024       0.801181                 NaN   46.9930        33.8665     
  1065.93        2500.00                 NaN            NaN  0.426519E-004   6.43268                 NaN            NaN   3.42953        8.46960       0.801834                 NaN   46.9941        33.8722     
  1064.71        2500.00                 NaN            NaN  0.425858E-004   6.41283                 NaN            NaN   3.44109        8.46859       0.802651                 NaN   46.9962        33.8786     
  1063.49        2500.00                 NaN            NaN  0.423669E-004   6.39130                 NaN            NaN   3.45347        8.46753       0.803570                 NaN   46.9988        33.8853     
  1062.27        2500.00                 NaN            NaN   3.42705        8.88128                 NaN            NaN            NaN   8.94044       0.577905                 NaN   45.7634        32.4099     
  1061.05        2500.00                 NaN            NaN  0.419247E-004   6.36155                 NaN            NaN   3.47135        8.46651       0.804667                 NaN   47.0001        33.8958     
  1059.83        2500.00                 NaN            NaN   2.56568        9.78591                 NaN            NaN            NaN   9.01682       0.561144                 NaN   45.6656        32.4048     
  1058.61        2500.00                 NaN            NaN   3.40154        8.91130                 NaN            NaN            NaN   8.95315       0.576383                 NaN   45.7445        32.4132     
  1057.39        2500.00                 NaN            NaN   3.39242        8.92221                 NaN            NaN            NaN   8.95677       0.575845                 NaN   45.7384        32.4144     
  1056.17        2500.00                 NaN            NaN  0.515475E-004   6.37469       0.492674E-005            NaN   3.45813        8.46979       0.806265                 NaN   46.9979        33.8932     
  1054.95        2500.00                 NaN            NaN  0.568796E-004   6.36187       0.406503E-005            NaN   3.46594        8.46950       0.806720                 NaN   46.9978        33.8981     
  1053.72        2500.00                 NaN            NaN   3.31908        8.99824                 NaN            NaN            NaN   8.96510       0.574741                 NaN   45.7249        32.4179     
  1052.50        2500.00                 NaN            NaN  0.279583E-005   6.28361       0.161700E-004            NaN   3.50905        8.45920       0.810646                 NaN   47.0181        33.9193     
  1051.28        2500.00                 NaN            NaN   3.35047        8.97361                 NaN            NaN            NaN   8.97297       0.573170                 NaN   45.7090        32.4208     
  1050.06        2500.00                 NaN            NaN  0.588984E-004   6.31108       0.346857E-005            NaN   3.49740        8.46467       0.808603                 NaN   47.0003        33.9179     
  1048.84        2500.00                 NaN            NaN  0.279563E-005   6.30065       0.106569E-004            NaN   3.50408        8.46475       0.808942                 NaN   46.9993        33.9222     
  1047.62        2500.00                 NaN            NaN  0.498621E-004   6.22521                 NaN            NaN   3.55471        8.46389       0.809503                 NaN   46.9992        33.9474     
  1046.40        2500.00                 NaN            NaN  0.372358E-004   6.21828                 NaN            NaN   3.55947        8.46427       0.809648                 NaN   46.9973        33.9510     
  1045.18        2500.00                 NaN            NaN  0.358464E-004   6.20774                 NaN            NaN   3.56604        8.46426       0.810008                 NaN   46.9967        33.9553     
  1043.96        2500.00                 NaN            NaN  0.435687E-004   6.19663                 NaN            NaN   3.57289        8.46405       0.810394                 NaN   46.9963        33.9596     
  1042.74        2500.00                 NaN            NaN  0.279518E-005   6.23006                 NaN            NaN   3.54584        8.46477       0.811622                 NaN   47.0011        33.9466     
  1041.51        2500.00                 NaN            NaN  0.572085E-004   6.17498                 NaN            NaN   3.58626        8.46395       0.811139                 NaN   46.9953        33.9683     
  1040.29        2500.00                 NaN            NaN  0.343205E-004   6.22499       0.581699E-005            NaN   3.55074        8.46634       0.811557                 NaN   46.9939        33.9524     
  1039.07        2500.00                 NaN            NaN  0.782738E-004   6.15399                 NaN            NaN   3.59925        8.46386       0.811858                 NaN   46.9942        33.9768     
  1037.85        2500.00                 NaN            NaN  0.279480E-005   6.14068                 NaN            NaN   3.60719        8.46347       0.812392                 NaN   46.9946        33.9816     
  1036.63        2500.00                 NaN            NaN  0.489582E-004   6.13119                 NaN            NaN   3.61312        8.46353       0.812699                 NaN   46.9938        33.9856     
  1035.41        2500.00                 NaN            NaN  0.353093E-005   6.12464                 NaN            NaN   3.61768        8.46395       0.812838                 NaN   46.9918        33.9891     
  1034.19        2500.00                 NaN            NaN  0.279452E-005   6.10875                 NaN            NaN   3.62657        8.46486       0.813769                 NaN   46.9917        33.9944     
  1032.97        2500.00                 NaN            NaN  0.332173E-004   6.15392                 NaN            NaN   3.59415        8.46487       0.813967                 NaN   46.9935        33.9795     
  1031.75        2500.00                 NaN            NaN  0.749356E-004   6.09301                 NaN            NaN   3.63706        8.46373       0.813970                 NaN   46.9904        34.0018     
  1030.53        2500.00                 NaN            NaN  0.674609E-004   6.09325                 NaN            NaN   3.63819        8.46492       0.813730                 NaN   46.9859        34.0039     
  1029.30        2500.00                 NaN            NaN   2.60185        9.79703                 NaN            NaN            NaN   9.09683       0.547781                 NaN   45.5186        32.4379     
  1028.08        2500.00                 NaN            NaN   2.60845        9.79238                 NaN            NaN            NaN   9.09985       0.547274                 NaN   45.5127        32.4393     
  1026.86        2500.00                 NaN            NaN   9.78652        2.61629                 NaN            NaN            NaN   9.10286       0.546780                 NaN   45.5068        32.4408     
  1025.64        2500.00                 NaN            NaN   9.78300        2.62082                 NaN            NaN            NaN   9.10612       0.546394                 NaN   45.5017        32.4419     
  1024.42        2500.00                 NaN            NaN   2.62968        9.77702                 NaN            NaN            NaN   9.10881       0.545766                 NaN   45.4951        32.4436     
  1023.20        2500.00                 NaN            NaN   2.63640        9.77228                 NaN            NaN            NaN   9.11180       0.545262                 NaN   45.4892        32.4450     
  1021.98        2500.00                 NaN            NaN   9.76761        2.64308                 NaN            NaN            NaN   9.11482       0.544758                 NaN   45.4833        32.4465     
  1020.76        2500.00                 NaN            NaN   2.64943        9.76305                 NaN            NaN            NaN   9.11782       0.544251                 NaN   45.4775        32.4479     
  1019.54        2500.00                 NaN            NaN   2.65607        9.75864                 NaN            NaN            NaN   9.12083       0.543736                 NaN   45.4714        32.4493     
  1018.32        2500.00                 NaN            NaN   2.66229        9.75423                 NaN            NaN            NaN   9.12385       0.543225                 NaN   45.4656        32.4508     
  1017.09        2500.00                 NaN            NaN   9.75004        2.66874                 NaN            NaN            NaN   9.12689       0.542703                 NaN   45.4594        32.4522     
  1015.87        2500.00                 NaN            NaN   9.74629        2.67434                 NaN            NaN            NaN   9.12994       0.542181                 NaN   45.4536        32.4537     
  1014.65        2500.00                 NaN            NaN   9.74192        2.68097                 NaN            NaN            NaN   9.13296       0.541660                 NaN   45.4474        32.4551     
  1013.43        2500.00                 NaN            NaN   9.73424        2.69065                 NaN            NaN            NaN   9.13579       0.541189                 NaN   45.4416        32.4566     
  1012.21        2500.00                 NaN            NaN   2.64283        9.78571                 NaN            NaN            NaN   9.14205       0.539782                 NaN   45.4321        32.4575     
  1010.99        2500.00                 NaN            NaN   9.75884        2.67096                 NaN            NaN            NaN   9.14381       0.539619                 NaN   45.4276        32.4592     
  1009.77        2500.00                 NaN            NaN   2.65190        9.78059                 NaN            NaN            NaN   9.14838       0.538673                 NaN   45.4200        32.4604     
  1008.55        2500.00                 NaN            NaN   9.75843        2.67584                 NaN            NaN            NaN   9.15038       0.538427                 NaN   45.4149        32.4621     
