|6.6.6
Archiving\03_Data\fracLP/QFM_m1.25/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1501.25        500.000        97.7144                 NaN            NaN  0.171904E-002            NaN            NaN  0.476651        1.80718                 NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        97.7776                 NaN            NaN  0.132521E-002            NaN            NaN  0.465946        1.75514                 NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        97.8294                 NaN            NaN  0.101407E-002            NaN            NaN  0.454467        1.71514                 NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        97.8824                 NaN            NaN  0.681029E-003            NaN            NaN  0.443785        1.67317                 NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        97.9324                 NaN            NaN  0.399143E-003            NaN            NaN  0.431777        1.63546                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        97.9816                 NaN            NaN  0.371600E-004            NaN            NaN  0.425740        1.59258                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        98.0302                 NaN            NaN  0.580433E-003            NaN            NaN  0.403848        1.56533                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        98.0735                 NaN            NaN  0.158350E-003            NaN            NaN  0.394892        1.53143                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        98.1160                 NaN            NaN  0.177991E-003            NaN            NaN  0.381336        1.50252                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        98.2284                 NaN            NaN  0.872257E-002            NaN            NaN  0.976676E-001   1.66522                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.1557                 NaN            NaN            NaN            NaN            NaN  0.540816        1.30353                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.2348                 NaN            NaN            NaN            NaN            NaN  0.331258        1.43396                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.2712                 NaN            NaN            NaN            NaN            NaN  0.313430        1.41539                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.3061                 NaN            NaN            NaN            NaN            NaN  0.300702        1.39324                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.3310                 NaN            NaN            NaN            NaN            NaN  0.225826        1.34014       0.103071                 NaN            NaN            NaN            NaN
  1463.66        500.000        98.3520                 NaN            NaN            NaN            NaN            NaN  0.134612        1.27243       0.240954                 NaN            NaN            NaN            NaN
  1461.15        500.000        98.3801                 NaN            NaN            NaN            NaN            NaN  0.111798       0.265605        1.24252                 NaN            NaN            NaN            NaN
  1458.65        500.000        98.4073                 NaN            NaN            NaN            NaN            NaN  0.900852E-001   1.21336       0.289218                 NaN            NaN            NaN            NaN
  1456.14        500.000        98.4600                 NaN            NaN            NaN            NaN            NaN  0.244350        1.29567                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.4361                 NaN            NaN            NaN            NaN            NaN            NaN   1.09648       0.467384                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.4813                 NaN            NaN            NaN            NaN            NaN            NaN  0.391117        1.12755                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.5059                 NaN            NaN  0.220320E-002            NaN            NaN            NaN  0.390717        1.10121                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.5283                 NaN            NaN  0.283806E-002            NaN            NaN            NaN   1.08115       0.387723                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.5518                 NaN            NaN  0.267023E-002            NaN            NaN            NaN   1.06238       0.383137                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.5739                 NaN            NaN  0.251517E-002            NaN            NaN            NaN  0.378945        1.04464                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.5968                 NaN            NaN  0.235814E-002            NaN            NaN            NaN  0.374319        1.02656                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.6169                 NaN            NaN  0.220679E-002            NaN            NaN            NaN   1.00963       0.371226                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.6370                 NaN            NaN  0.206691E-002            NaN            NaN            NaN  0.366834       0.994076                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.6572                 NaN            NaN  0.192587E-002            NaN            NaN            NaN  0.363244       0.977580                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.6747                 NaN            NaN  0.177495E-002            NaN            NaN            NaN  0.357921       0.965583                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.6956                 NaN            NaN  0.165119E-002            NaN            NaN            NaN  0.355813       0.946959                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.7133                 NaN            NaN  0.152200E-002            NaN            NaN            NaN  0.353447       0.931682                 NaN            NaN            NaN            NaN
  1421.05        500.000        98.7310                 NaN            NaN  0.139540E-002            NaN            NaN            NaN  0.349892       0.917731                 NaN            NaN            NaN            NaN
  1418.55        500.000        98.7476                 NaN            NaN  0.127101E-002            NaN            NaN            NaN  0.347123       0.904044                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.7636                 NaN            NaN  0.115851E-002            NaN            NaN            NaN  0.891243       0.343954                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.7805                 NaN            NaN  0.103801E-002            NaN            NaN            NaN  0.877116       0.341395                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.7945                 NaN            NaN  0.935753E-003            NaN            NaN            NaN  0.866487       0.338104                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.8096                 NaN            NaN  0.822692E-003  0.455955E-005            NaN            NaN  0.336298       0.853228                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.8246                 NaN            NaN  0.711791E-003            NaN            NaN            NaN  0.333233       0.841438                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.8375                 NaN            NaN  0.611146E-003            NaN            NaN            NaN  0.330298       0.831576                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.8517                 NaN            NaN  0.508684E-003            NaN            NaN            NaN  0.328236       0.819513                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.8642                 NaN            NaN  0.413248E-003            NaN            NaN            NaN  0.809704       0.325721                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.8773                 NaN            NaN  0.322166E-003            NaN            NaN            NaN  0.798543       0.323844                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.8895                 NaN            NaN  0.225191E-003            NaN            NaN            NaN  0.788855       0.321372                 NaN            NaN            NaN            NaN
  1390.98        500.000        98.9016                 NaN            NaN  0.136790E-003            NaN            NaN            NaN  0.779852       0.318418                 NaN            NaN            NaN            NaN
  1388.47        500.000        98.9131                 NaN            NaN  0.512287E-004            NaN            NaN            NaN  0.317185       0.769660                 NaN            NaN            NaN            NaN
  1385.96        500.000        98.7218                 NaN            NaN            NaN            NaN            NaN            NaN  0.768052       0.404252       0.105858                 NaN            NaN            NaN
  1383.46        500.000        97.3245                 NaN            NaN  0.110948E-003            NaN            NaN            NaN  0.795629        1.03031       0.849434                 NaN            NaN            NaN
  1380.95        500.000        97.3897                 NaN            NaN  0.202228E-002            NaN            NaN            NaN  0.768739        1.01136       0.828211                 NaN            NaN            NaN
  1378.45        500.000        97.4503                 NaN            NaN            NaN            NaN            NaN            NaN  0.980993       0.761809       0.806857                 NaN            NaN            NaN
  1375.94        500.000        97.5001                 NaN            NaN            NaN            NaN            NaN            NaN  0.745854       0.963731       0.790285                 NaN            NaN            NaN
  1373.43        500.000        97.5584                 NaN            NaN            NaN            NaN            NaN            NaN  0.942832       0.728149       0.770626                 NaN            NaN            NaN
  1370.93        500.000        97.6073                 NaN            NaN            NaN            NaN            NaN            NaN  0.712924       0.925861       0.753946                 NaN            NaN            NaN
  1368.42        500.000        97.6570                 NaN            NaN            NaN            NaN            NaN            NaN  0.697748       0.908266       0.737016                 NaN            NaN            NaN
  1365.91        500.000        97.7035                 NaN            NaN            NaN            NaN            NaN            NaN  0.892417       0.682870       0.721166                 NaN            NaN            NaN
  1363.41        500.000        97.7482                 NaN            NaN            NaN            NaN            NaN            NaN  0.668150       0.878194       0.705423                 NaN            NaN            NaN
  1360.90        500.000        97.7895                 NaN            NaN            NaN            NaN            NaN            NaN  0.863789       0.655442       0.691235                 NaN            NaN            NaN
  1358.40        500.000        97.8301                 NaN            NaN            NaN            NaN            NaN            NaN  0.850524       0.642386       0.676963                 NaN            NaN            NaN
  1355.89        500.000        97.8698                 NaN            NaN            NaN            NaN            NaN            NaN  0.837731       0.629505       0.662923                 NaN            NaN            NaN
  1353.38        500.000        97.9051                 NaN            NaN            NaN            NaN            NaN            NaN  0.618340       0.826264       0.650330                 NaN            NaN            NaN
  1350.88        500.000        97.9371                 NaN            NaN            NaN            NaN            NaN            NaN  0.607796       0.816462       0.638597                 NaN            NaN            NaN
  1348.37        500.000        97.9742                 NaN            NaN            NaN            NaN            NaN            NaN  0.595726       0.804322       0.625745                 NaN            NaN            NaN
  1345.86        500.000        98.0004                 NaN            NaN            NaN            NaN            NaN            NaN  0.586848       0.797132       0.615637                 NaN            NaN            NaN
  1343.36        500.000        98.0345                 NaN            NaN            NaN            NaN            NaN            NaN  0.574376       0.787735       0.603425                 NaN            NaN            NaN
  1340.85        500.000        98.0621                 NaN            NaN            NaN            NaN            NaN            NaN  0.779858       0.564626       0.593404                 NaN            NaN            NaN
  1338.35        500.000        98.0879                 NaN            NaN            NaN            NaN            NaN            NaN  0.555339       0.773135       0.583658                 NaN            NaN            NaN
  1335.84        500.000        98.1213                 NaN            NaN            NaN  0.224478                 NaN            NaN  0.744633       0.294946       0.614667                 NaN            NaN            NaN
  1333.33        500.000        98.1307                 NaN            NaN            NaN  0.395952                 NaN            NaN  0.828991                 NaN  0.644388                 NaN            NaN            NaN
  1330.83        500.000        98.1608                 NaN            NaN            NaN  0.403445                 NaN            NaN  0.799567                 NaN  0.636209                 NaN            NaN            NaN
  1328.32        500.000        4.55534        92.7665                 NaN            NaN  0.697380                 NaN            NaN   1.01629                 NaN  0.964508                 NaN            NaN            NaN
  1325.81        500.000        99.1405                 NaN            NaN            NaN  0.755223E-001            NaN            NaN  0.535413                 NaN  0.248549                 NaN            NaN            NaN
  1323.31        500.000        98.2691                 NaN            NaN            NaN  0.369677                 NaN            NaN  0.770707                 NaN  0.590543                 NaN            NaN            NaN
  1320.80        500.000        16.1094        79.2431                 NaN            NaN   1.39202                 NaN            NaN   1.53602                 NaN   1.71949                 NaN            NaN            NaN
  1318.30        500.000        17.9162        80.9899                 NaN            NaN  0.278097                 NaN            NaN  0.439856                 NaN  0.375931                 NaN            NaN            NaN
  1315.79        500.000        19.8601        78.5368                 NaN            NaN  0.403763                 NaN            NaN  0.644897                 NaN  0.554449                 NaN            NaN            NaN
  1313.28        500.000        21.5723        76.9429                 NaN            NaN  0.369265                 NaN            NaN  0.605854                 NaN  0.509757                 NaN            NaN            NaN
  1310.78        500.000        22.9575        75.6550                 NaN            NaN  0.339608                 NaN            NaN  0.575675                 NaN  0.472257                 NaN            NaN            NaN
  1308.27        500.000        24.0538        74.6380                 NaN            NaN  0.314863                 NaN            NaN  0.551613                 NaN  0.441766                 NaN            NaN            NaN
  1305.76        500.000        24.9814        73.7352                 NaN  0.202056E-001  0.285074                 NaN            NaN  0.549968                 NaN  0.428144                 NaN            NaN            NaN
  1303.26        500.000        25.9806        72.6625                 NaN  0.872600E-001  0.233375                 NaN            NaN  0.593531                 NaN  0.442686                 NaN            NaN            NaN
  1300.75        500.000        99.4528                 NaN            NaN            NaN            NaN            NaN            NaN  0.474630                 NaN  0.725600E-001            NaN            NaN            NaN
  1298.25        500.000        98.8739                 NaN            NaN            NaN            NaN            NaN            NaN  0.796554                 NaN  0.329549                 NaN            NaN            NaN
  1295.74        500.000        98.5067                 NaN            NaN            NaN  0.170997                 NaN            NaN  0.788343                 NaN  0.467576       0.664189E-001            NaN            NaN
  1293.23        500.000        98.4461                 NaN            NaN            NaN  0.276168                 NaN            NaN  0.707759                 NaN  0.505102       0.649031E-001            NaN            NaN
  1290.73        500.000        98.4841                 NaN            NaN            NaN  0.270608                 NaN            NaN  0.690466                 NaN  0.492098       0.627305E-001            NaN            NaN
  1288.22        500.000        98.5231                 NaN            NaN            NaN  0.265828                 NaN            NaN  0.671183                 NaN  0.479277       0.606371E-001            NaN            NaN
  1285.71        500.000        98.5646                 NaN            NaN            NaN  0.258361                 NaN            NaN  0.652859                 NaN  0.465639       0.584982E-001            NaN            NaN
  1283.21        500.000        98.5997                 NaN            NaN            NaN  0.252392                 NaN            NaN  0.637967                 NaN  0.453414       0.564884E-001            NaN            NaN
  1280.70        500.000        98.6355                 NaN            NaN            NaN  0.247102                 NaN            NaN  0.621520                 NaN  0.441390       0.545259E-001            NaN            NaN
  1278.20        500.000        98.6711                 NaN            NaN            NaN  0.240841                 NaN            NaN  0.606112                 NaN  0.429328       0.526170E-001            NaN            NaN
  1275.69        500.000        98.7070                 NaN            NaN            NaN  0.234063                 NaN            NaN  0.590964                 NaN  0.417239       0.507218E-001            NaN            NaN
  1273.18        500.000        98.7423                 NaN            NaN            NaN  0.228102                 NaN            NaN  0.575114                 NaN  0.405533       0.489073E-001            NaN            NaN
  1270.68        500.000        98.7758                 NaN            NaN            NaN  0.221657                 NaN            NaN  0.561329                 NaN  0.394102       0.471313E-001            NaN            NaN
  1268.17        500.000        98.8096                 NaN            NaN            NaN  0.215085                 NaN            NaN  0.547243                 NaN  0.382721       0.453935E-001            NaN            NaN
  1265.66        500.000        98.8417                 NaN            NaN            NaN  0.209117                 NaN            NaN  0.533552                 NaN  0.371873       0.437321E-001            NaN            NaN
  1263.16        500.000        98.8735                 NaN            NaN            NaN  0.203266                 NaN            NaN  0.519945                 NaN  0.361199       0.421112E-001            NaN            NaN
  1260.65        500.000        98.9059                 NaN            NaN            NaN  0.196807                 NaN            NaN  0.506232                 NaN  0.350469       0.405526E-001            NaN            NaN
  1258.15        500.000        98.9372                 NaN            NaN            NaN  0.190178                 NaN            NaN  0.493798                 NaN  0.339838       0.389585E-001            NaN            NaN
  1255.64        500.000        98.9667                 NaN            NaN            NaN  0.184388                 NaN            NaN  0.481291                 NaN  0.330152       0.375039E-001            NaN            NaN
  1253.13        500.000        98.9963                 NaN            NaN            NaN  0.177954                 NaN            NaN  0.469846                 NaN  0.319830       0.360363E-001            NaN            NaN
  1250.63        500.000        99.0256                 NaN            NaN            NaN  0.172730                 NaN            NaN  0.456486                 NaN  0.310475       0.346768E-001            NaN            NaN
  1248.12        500.000        96.2853                 NaN            NaN            NaN  0.287876                 NaN            NaN  0.832717                 NaN  0.594674       0.838383E-001   1.91559                 NaN
  1245.61        500.000        94.2704                 NaN            NaN            NaN  0.389364                 NaN            NaN   1.08143                 NaN  0.799844       0.116621        3.34231                 NaN
  1243.11        500.000        94.7058                 NaN            NaN            NaN  0.348205                 NaN            NaN   1.01123                 NaN  0.735602       0.106550        3.09258                 NaN
  1240.60        500.000        95.0780                 NaN            NaN            NaN  0.321612                 NaN            NaN  0.942896                 NaN  0.681990       0.974054E-001   2.87805                 NaN
  1238.10        500.000        95.4077                 NaN            NaN            NaN  0.296511                 NaN            NaN  0.884844                 NaN  0.633671       0.892177E-001   2.68803                 NaN
  1235.59        500.000        95.7078                 NaN            NaN            NaN  0.275286                 NaN            NaN  0.828471                 NaN  0.589624       0.817988E-001   2.51704                 NaN
  1233.08        500.000        95.9757                 NaN            NaN            NaN  0.255673                 NaN            NaN  0.779108                 NaN  0.549741       0.750980E-001   2.36468                 NaN
  1230.58        500.000        96.2250                 NaN            NaN            NaN  0.237450                 NaN            NaN  0.732010                 NaN  0.512572       0.689130E-001   2.22401                 NaN
  1228.07        500.000        96.4534                 NaN            NaN            NaN  0.220248                 NaN            NaN  0.689190                 NaN  0.478259       0.632978E-001   2.09563                 NaN
  1225.56        500.000        96.6594                 NaN            NaN            NaN  0.205253                 NaN            NaN  0.650183                 NaN  0.447069       0.582028E-001   1.97988                 NaN
  1223.06        500.000        96.8522                 NaN            NaN            NaN  0.190382                 NaN            NaN  0.613929                 NaN  0.417902       0.534916E-001   1.87212                 NaN
  1220.55        500.000        97.0291                 NaN            NaN            NaN  0.176506                 NaN            NaN  0.581020                 NaN  0.391016       0.491808E-001   1.77317                 NaN
  1218.05        500.000        97.1917                 NaN            NaN            NaN  0.163920                 NaN            NaN  0.550557                 NaN  0.366301       0.452404E-001   1.68226                 NaN
  1215.54        500.000        93.9578                 NaN            NaN            NaN  0.240865                 NaN            NaN  0.789419                 NaN  0.626356       0.609527E-001   2.91480        1.40976     
  1213.03        500.000        41.1091                 NaN            NaN            NaN   1.68857                 NaN            NaN   4.90469                 NaN   5.00236       0.347951        23.2164        23.7309     
  1210.53        500.000        52.1175                 NaN            NaN            NaN   1.40227                 NaN            NaN   3.91598                 NaN   4.05242       0.279164        18.8535        19.3792     
  1208.02        500.000        75.2885                 NaN            NaN            NaN  0.729029                 NaN            NaN   2.11325                 NaN   2.09909       0.142474        9.77237        9.85526     
  1205.51        500.000        37.5535                 NaN            NaN            NaN   1.59938                 NaN            NaN   5.34391                 NaN   5.28241       0.329018        24.1927        25.6990     
  1203.01        500.000        99.6513                 NaN            NaN            NaN  0.106127       0.176900E-002            NaN            NaN            NaN  0.148135E-001  0.114567E-001  0.214564                 NaN
  1200.50        500.000        98.4772                 NaN            NaN            NaN  0.778773E-001            NaN            NaN  0.177336                 NaN  0.145146       0.915627E-002   1.11333                 NaN
  1197.99        500.000        91.1459                 NaN            NaN            NaN  0.267096                 NaN            NaN  0.859455                 NaN  0.773369       0.533626E-001   4.14834        2.75250     
  1195.49        500.000        86.3397                 NaN            NaN            NaN  0.338496                 NaN            NaN   1.07661                 NaN   1.04053       0.696565E-001   5.29386        5.84112     
  1192.98        500.000        88.5194                 NaN            NaN            NaN  0.218139                 NaN            NaN   1.09681                 NaN  0.922322       0.588759E-001   4.72322        4.46121     
  1190.48        500.000        86.6670                 NaN            NaN            NaN  0.354482                 NaN            NaN   1.03621                 NaN   1.11505       0.657510E-001   5.19144        5.57005     
  1187.97        500.000        68.0237                 NaN            NaN            NaN            NaN            NaN            NaN   1.04991        2.28052        2.46391       0.110405        13.5414        12.5301     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.16965        1.21161        7.41955       0.333731        42.7587        40.1067     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.286276        9.11205        7.43685       0.328724        42.7284        40.1077     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.13521        1.25622        7.43365       0.330647        42.7343        40.1099     
  1177.94        500.000                 NaN            NaN            NaN            NaN   1.83329                 NaN            NaN  0.366322E-003   6.26048        7.22189       0.450029        43.3351        40.8988     
  1175.44        500.000                 NaN            NaN            NaN            NaN   1.90624                 NaN            NaN   6.13489                 NaN   7.21402       0.455115        43.3569        40.9328     
  1172.93        500.000                 NaN            NaN            NaN            NaN   1.96324                 NaN            NaN   6.03655                 NaN   7.20823       0.459041        43.3730        40.9599     
  1170.43        500.000                 NaN            NaN            NaN            NaN   2.01074                 NaN            NaN   5.95474                 NaN   7.20367       0.462273        43.3857        40.9829     
  1167.92        500.000                 NaN            NaN            NaN            NaN   2.36696                 NaN            NaN   5.29621                 NaN   7.14640       0.493132        43.5617        41.1356     
  1165.41        500.000                 NaN            NaN            NaN            NaN   2.08837                 NaN            NaN   5.82119                 NaN   7.19674       0.467478        43.4048        41.0214     
  1162.91        500.000                 NaN            NaN            NaN            NaN   2.12104                 NaN            NaN   5.76530                 NaN   7.19409       0.469623        43.4119        41.0380     
  1160.40        500.000                 NaN            NaN            NaN            NaN   2.14039                 NaN            NaN   5.73305                 NaN   7.19340       0.470676        43.4136        41.0489     
  1157.89        500.000                 NaN            NaN            NaN            NaN   2.36185                 NaN            NaN   5.30426                 NaN   7.14720       0.492563        43.5535        41.1406     
  1155.39        500.000                 NaN            NaN            NaN            NaN   2.20596                 NaN            NaN   5.61977                 NaN   7.18806       0.475353        43.4283        41.0826     
  1152.88        500.000                 NaN            NaN            NaN            NaN   2.36626                 NaN            NaN   5.29452                 NaN   7.14598       0.493007        43.5544        41.1459     
  1150.38        500.000                 NaN            NaN            NaN            NaN   2.25095                 NaN            NaN   5.54343                 NaN   7.18504       0.477958        43.4361        41.1066     
  1147.87        500.000                 NaN            NaN            NaN            NaN   2.36381                 NaN            NaN   5.29889                 NaN   7.14696       0.492683        43.5491        41.1486     
  1145.36        500.000                 NaN            NaN            NaN            NaN   2.28973                 NaN            NaN   5.47812                 NaN   7.18322       0.480290        43.4402        41.1285     
  1142.86        500.000                 NaN            NaN            NaN            NaN   2.31034                 NaN            NaN   5.44293                 NaN   7.18164       0.481619        43.4438        41.1397     
  1140.35        500.000                 NaN            NaN            NaN            NaN   2.35076                 NaN            NaN   5.34083                 NaN   7.15970       0.488828        43.5072        41.1527     
  1137.84        500.000                 NaN            NaN            NaN            NaN   2.34519                 NaN            NaN   5.38389                 NaN   7.18002       0.483726        43.4474        41.1598     
  1135.34        500.000                 NaN            NaN            NaN            NaN   2.36102                 NaN            NaN   5.35732                 NaN   7.17945       0.484650        43.4484        41.1691     
  1132.83        500.000                 NaN            NaN            NaN            NaN   2.42383                 NaN            NaN   5.22145                 NaN   7.15991       0.492704        43.5085        41.1936     
  1130.33        500.000                 NaN            NaN            NaN            NaN   2.44667                 NaN            NaN   5.16874                 NaN   7.15206       0.496132        43.5336        41.2028     
  1127.82        500.000                 NaN            NaN            NaN            NaN   2.40496                 NaN            NaN   5.28384                 NaN   7.17824       0.487164        43.4501        41.1957     
  1125.31        500.000                 NaN            NaN            NaN            NaN   2.41849                 NaN            NaN   5.26149                 NaN   7.17794       0.487920        43.4501        41.2041     
  1122.81        500.000                 NaN            NaN            NaN            NaN   2.43051                 NaN            NaN   5.24509                 NaN   7.18621       0.487881        43.4379        41.2124     
  1120.30        500.000                 NaN            NaN            NaN            NaN   2.44136                 NaN            NaN   5.22373                 NaN   7.17795       0.489088        43.4487        41.2192     
  1117.79        500.000                 NaN            NaN            NaN            NaN   2.45592                 NaN            NaN   5.19913                 NaN   7.17746       0.489980        43.4495        41.2280     
  1115.29        500.000                 NaN            NaN            NaN            NaN   2.46690                 NaN            NaN   5.18258                 NaN   7.17795       0.490460        43.4468        41.2353     
  1112.78        500.000                 NaN            NaN            NaN            NaN   2.47642                 NaN            NaN   5.16605                 NaN   7.17835       0.490949        43.4460        41.2423     
  1110.28        500.000                 NaN            NaN            NaN            NaN   2.48814                 NaN            NaN   5.14671                 NaN   7.17815       0.491568        43.4459        41.2495     
  1107.77        500.000                 NaN            NaN            NaN            NaN   2.56720                 NaN            NaN   5.01344                 NaN   7.17733       0.496228        43.4539        41.2919     
  1105.26        500.000                 NaN            NaN            NaN            NaN   2.56710                 NaN            NaN   5.01313                 NaN   7.17726       0.496209        43.4527        41.2936     
  1102.76        500.000                 NaN            NaN            NaN            NaN   2.56696                 NaN            NaN   5.01289                 NaN   7.17719       0.496188        43.4515        41.2953     
  1100.25        500.000                 NaN            NaN            NaN            NaN   2.56684                 NaN            NaN   5.01262                 NaN   7.17713       0.496168        43.4502        41.2970     
  1097.74        500.000                 NaN            NaN            NaN            NaN   2.56672                 NaN            NaN   5.01236                 NaN   7.17706       0.496147        43.4490        41.2987     
  1095.24        500.000                 NaN            NaN            NaN            NaN   2.56659                 NaN            NaN   5.01211                 NaN   7.17700       0.496127        43.4478        41.3004     
  1092.73        500.000                 NaN            NaN            NaN            NaN   2.56646                 NaN            NaN   5.01186                 NaN   7.17693       0.496106        43.4466        41.3021     
  1090.23        500.000                 NaN            NaN            NaN            NaN   2.56634                 NaN            NaN   5.01160                 NaN   7.17686       0.496085        43.4453        41.3038     
  1087.72        500.000                 NaN            NaN            NaN            NaN   2.56621                 NaN            NaN   5.01134                 NaN   7.17680       0.496065        43.4441        41.3055     
  1085.21        500.000                 NaN            NaN            NaN            NaN   2.56609                 NaN            NaN   5.01108                 NaN   7.17673       0.496045        43.4429        41.3072     
  1082.71        500.000                 NaN            NaN            NaN            NaN   2.62832                 NaN            NaN   4.91754                 NaN   7.18201       0.498705        43.4301        41.3433     
  1080.20        500.000                 NaN            NaN            NaN            NaN   2.62819                 NaN            NaN   4.91729                 NaN   7.18195       0.498685        43.4289        41.3450     
  1077.69        500.000                 NaN            NaN            NaN            NaN   2.62808                 NaN            NaN   4.91702                 NaN   7.18188       0.498665        43.4277        41.3467     
  1075.19        500.000                 NaN            NaN            NaN            NaN   2.62795                 NaN            NaN   4.91677                 NaN   7.18182       0.498644        43.4265        41.3484     
  1072.68        500.000                 NaN            NaN            NaN            NaN   2.62782                 NaN            NaN   4.91652                 NaN   7.18175       0.498624        43.4252        41.3500     
  1070.18        500.000                 NaN            NaN            NaN            NaN   2.62769                 NaN            NaN   4.91627                 NaN   7.18169       0.498603        43.4240        41.3517     
  1067.67        500.000                 NaN            NaN            NaN            NaN   2.62757                 NaN            NaN   4.91602                 NaN   7.18162       0.498583        43.4228        41.3534     
  1065.16        500.000                 NaN            NaN            NaN            NaN   2.62744                 NaN            NaN   4.91577                 NaN   7.18156       0.498562        43.4216        41.3551     
  1062.66        500.000                 NaN            NaN            NaN            NaN   2.62731                 NaN            NaN   4.91552                 NaN   7.18149       0.498542        43.4203        41.3568     
  1060.15        500.000                 NaN            NaN            NaN            NaN   2.62718                 NaN            NaN   4.91527                 NaN   7.18143       0.498522        43.4191        41.3585     
  1057.64        500.000                 NaN            NaN            NaN            NaN   2.62705                 NaN            NaN   4.91502                 NaN   7.18137       0.498501        43.4179        41.3602     
  1055.14        500.000                 NaN            NaN            NaN            NaN   2.62692                 NaN            NaN   4.91478                 NaN   7.18130       0.498481        43.4167        41.3618     
  1052.63        500.000                 NaN            NaN            NaN            NaN   2.62679                 NaN            NaN   4.91453                 NaN   7.18124       0.498461        43.4155        41.3635     
  1050.13        500.000                 NaN            NaN            NaN            NaN   2.72696                 NaN            NaN   4.74902                 NaN   7.18580       0.507047        43.4091        41.4221     
  1047.62        500.000                 NaN            NaN            NaN            NaN   2.72684                 NaN            NaN   4.74877                 NaN   7.18574       0.507027        43.4078        41.4238     
  1045.11        500.000                 NaN            NaN            NaN            NaN   2.72670                 NaN            NaN   4.74854                 NaN   7.18568       0.507006        43.4066        41.4255     
  1042.61        500.000                 NaN            NaN            NaN            NaN   2.72657                 NaN            NaN   4.74830                 NaN   7.18561       0.506985        43.4054        41.4271     
  1040.10        500.000                 NaN            NaN            NaN            NaN   2.72644                 NaN            NaN   4.74807                 NaN   7.18555       0.506965        43.4042        41.4288     
  1037.59        500.000                 NaN            NaN            NaN            NaN   2.72630                 NaN            NaN   4.74783                 NaN   7.18548       0.506944        43.4029        41.4305     
  1035.09        500.000                 NaN            NaN            NaN            NaN   2.72617                 NaN            NaN   4.74760                 NaN   7.18542       0.506923        43.4017        41.4322     
  1032.58        500.000                 NaN            NaN            NaN            NaN   2.74292                 NaN            NaN   4.75280                 NaN   7.20264       0.501889        43.3505        41.4492     
  1030.08        500.000                 NaN            NaN            NaN            NaN   2.74279                 NaN            NaN   4.75256                 NaN   7.20258       0.501869        43.3493        41.4509     
  1027.57        500.000                 NaN            NaN            NaN            NaN   2.74266                 NaN            NaN   4.75233                 NaN   7.20251       0.501849        43.3481        41.4526     
  1025.06        500.000                 NaN            NaN            NaN            NaN   2.74252                 NaN            NaN   4.75210                 NaN   7.20245       0.501828        43.3469        41.4542     
  1022.56        500.000                 NaN            NaN            NaN            NaN   2.74239                 NaN            NaN   4.75186                 NaN   7.20239       0.501808        43.3456        41.4559     
  1020.05        500.000                 NaN            NaN            NaN            NaN   2.74225                 NaN            NaN   4.75163                 NaN   7.20233       0.501788        43.3444        41.4576     
