|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/TAY13/TAY13_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        ilm            pxmn           ne             lc            
  1325.97        2500.00                 NaN   99.3813                 NaN  0.905454E-001            NaN  0.859848E-001  0.223869       0.218259                 NaN            NaN            NaN            NaN            NaN            NaN
  1324.47        2500.00                 NaN   99.3881                 NaN  0.890487E-001            NaN  0.221459       0.857683E-001  0.215644                 NaN            NaN            NaN            NaN            NaN            NaN
  1322.96        2500.00                 NaN   99.3944                 NaN  0.869976E-001            NaN  0.219426       0.861634E-001  0.212985                 NaN            NaN            NaN            NaN            NaN            NaN
  1321.46        2500.00                 NaN   99.4013                 NaN  0.853659E-001            NaN  0.865311E-001  0.216504       0.210285                 NaN            NaN            NaN            NaN            NaN            NaN
  1319.96        2500.00                 NaN   99.4079                 NaN  0.840813E-001            NaN  0.855589E-001  0.214686       0.207822                 NaN            NaN            NaN            NaN            NaN            NaN
  1318.46        2500.00                 NaN   99.4141                 NaN  0.814980E-001            NaN  0.888142E-001  0.210347       0.205214                 NaN            NaN            NaN            NaN            NaN            NaN
  1316.95        2500.00                 NaN   99.4203                 NaN  0.795811E-001            NaN  0.208273       0.892930E-001  0.202559                 NaN            NaN            NaN            NaN            NaN            NaN
  1315.45        2500.00                 NaN   99.4258                 NaN  0.774940E-001            NaN  0.912865E-001  0.205055       0.200403                 NaN            NaN            NaN            NaN            NaN            NaN
  1313.95        2500.00                 NaN   88.7568                 NaN  0.671620                 NaN   1.71456       0.270977        1.51935        7.06670                 NaN            NaN            NaN            NaN            NaN
  1312.45        2500.00                 NaN   82.3610                 NaN   1.01080                 NaN  0.256143        2.76943        2.31025        11.2924                 NaN            NaN            NaN            NaN            NaN
  1310.95        2500.00                 NaN   83.9728                 NaN  0.915443                 NaN   2.78202                 NaN   2.11084        10.2188                 NaN            NaN            NaN            NaN            NaN
  1309.44        2500.00                 NaN   85.3286                 NaN  0.796316                 NaN   2.62807                 NaN   1.94362        9.30339                 NaN            NaN            NaN            NaN            NaN
  1307.94        2500.00                 NaN   86.5116                 NaN  0.732704                 NaN   2.43476                 NaN   1.79587        8.52504                 NaN            NaN            NaN            NaN            NaN
  1306.44        2500.00                 NaN   87.4695                 NaN  0.665391                 NaN   2.30394                 NaN   1.67717        7.88396                 NaN            NaN            NaN            NaN            NaN
  1304.94        2500.00                 NaN   88.3076                 NaN  0.602221                 NaN   2.19349                 NaN   1.57341        7.32326                 NaN            NaN            NaN            NaN            NaN
  1303.44        2500.00                 NaN   89.0270                 NaN  0.571402                 NaN   2.06723                 NaN   1.48328        6.85108                 NaN            NaN            NaN            NaN            NaN
  1301.93        2500.00                 NaN   89.6666                 NaN  0.535817                 NaN   1.96529                 NaN   1.40337        6.42894                 NaN            NaN            NaN            NaN            NaN
  1300.43        2500.00                 NaN   90.2213                 NaN  0.499864                 NaN   1.88492                 NaN   1.33425        6.05969                 NaN            NaN            NaN            NaN            NaN
  1298.93        2500.00                 NaN   90.6998                 NaN  0.472861                 NaN   1.81077                 NaN   1.27470        5.74191                 NaN            NaN            NaN            NaN            NaN
  1297.43        2500.00                 NaN   91.1446                 NaN  0.446716                 NaN   1.74237                 NaN   1.21896        5.44738                 NaN            NaN            NaN            NaN            NaN
  1295.92        2500.00                 NaN   91.5449                 NaN  0.432618                 NaN   1.66698                 NaN   1.16840        5.18709                 NaN            NaN            NaN            NaN            NaN
  1294.42        2500.00                 NaN   86.6078                 NaN  0.604249                 NaN   2.44944                 NaN   1.82141        8.27914                 NaN  0.237944                 NaN            NaN            NaN
  1292.92        2500.00                 NaN   6.41488                 NaN   5.34384                 NaN   15.1573                 NaN   12.1595        38.3752        20.6806        1.86863       0.413169E-010            NaN            NaN
  1291.42        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1289.92        2500.00                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1288.41        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN  0.123357E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1286.91        2500.00                 NaN  100.0000                 NaN  0.578183E-005            NaN            NaN            NaN            NaN  0.929491E-005            NaN            NaN            NaN            NaN            NaN
  1285.41        2500.00                 NaN  100.0000                 NaN            NaN            NaN  0.102958E-004            NaN            NaN  0.170417E-004            NaN  0.810926E-006            NaN            NaN            NaN
  1283.91        2500.00       0.143514E-005  100.0000                 NaN            NaN            NaN  0.580170E-005            NaN            NaN  0.280258E-004            NaN  0.846282E-006            NaN            NaN            NaN
  1282.41        2500.00       0.115980E-005  100.0000                 NaN            NaN            NaN  0.768925E-005  0.784465E-006  0.159674E-005  0.262747E-004            NaN  0.957004E-006            NaN            NaN            NaN
  1280.90        2500.00                 NaN   81.1004                 NaN   1.22485                 NaN   2.87965                 NaN   2.50051        11.8839                 NaN  0.410672                 NaN            NaN            NaN
  1279.40        2500.00       0.277268        92.2087                 NaN  0.303688                 NaN   1.35025                 NaN  0.976607        4.88345                 NaN            NaN            NaN            NaN            NaN
  1277.90        2500.00       0.306900        91.7713                 NaN  0.320960                 NaN   1.38442                 NaN   1.03381        5.18266                 NaN            NaN            NaN            NaN            NaN
  1276.40        2500.00       0.279818        92.3267                 NaN  0.312820                 NaN   1.28727                 NaN  0.963776        4.82958                 NaN            NaN            NaN            NaN            NaN
  1274.89        2500.00       0.308106        90.8288                 NaN  0.374060                 NaN   1.65279                 NaN   1.16545        5.67083                 NaN            NaN            NaN            NaN            NaN
  1273.39        2500.00       0.187536        95.5124                 NaN  0.191671                 NaN  0.657468                 NaN  0.551181        2.89972                 NaN            NaN            NaN            NaN            NaN
  1271.89        2500.00       0.224259        93.7397                 NaN  0.273285                 NaN   1.03341                 NaN  0.785392        3.94397                 NaN            NaN            NaN            NaN            NaN
  1270.39        2500.00       0.207730        94.2058                 NaN  0.242232                 NaN   1.01261                 NaN  0.724328        3.60727                 NaN            NaN            NaN            NaN            NaN
  1268.89        2500.00       0.202858        94.3193                 NaN  0.237390                 NaN  0.968603                 NaN  0.707270        3.56460                 NaN            NaN            NaN            NaN            NaN
  1267.38        2500.00       0.160671        95.3519                 NaN  0.220133                 NaN  0.815989                 NaN  0.588345        2.86297                 NaN            NaN            NaN            NaN            NaN
  1265.88        2500.00       0.156136        95.0440                 NaN  0.254923                 NaN  0.765242                 NaN  0.626180        3.15351                 NaN            NaN            NaN            NaN            NaN
  1264.38        2500.00       0.169635        95.7219                 NaN  0.158718                 NaN  0.831241                 NaN  0.535817        2.58268                 NaN            NaN            NaN            NaN            NaN
  1262.88        2500.00       0.116829        96.4378                 NaN  0.177276                 NaN  0.674909                 NaN  0.454254        2.13890                 NaN            NaN            NaN            NaN            NaN
  1261.38        2500.00       0.116854        96.5694                 NaN  0.191320                 NaN  0.487013                 NaN  0.439995        2.19542                 NaN            NaN            NaN            NaN            NaN
  1259.87        2500.00       0.114435        96.9326                 NaN  0.138119                 NaN  0.781426                 NaN  0.442305        1.59109                 NaN            NaN            NaN            NaN            NaN
  1258.37        2500.00       0.121533        95.8488                 NaN  0.180531                 NaN  0.717767                 NaN  0.474866        2.65650                 NaN            NaN            NaN            NaN            NaN
  1256.87        2500.00       0.109153        96.6168                 NaN  0.166639                 NaN  0.631422                 NaN  0.433744        2.04227                 NaN            NaN            NaN            NaN            NaN
  1255.37        2500.00       0.123461        96.2367                 NaN  0.170057                 NaN  0.747314                 NaN  0.480394        2.24205                 NaN            NaN            NaN            NaN            NaN
  1253.86        2500.00       0.599632E-001   97.9613                 NaN  0.117624                 NaN  0.403024                 NaN  0.265727        1.19239                 NaN            NaN            NaN            NaN            NaN
  1252.36        2500.00       0.974459E-001   96.4659                 NaN  0.156862                 NaN  0.700645                 NaN  0.427260        1.99498                 NaN            NaN            NaN  0.156882                 NaN
  1250.86        2500.00        1.08415        18.9435                 NaN   2.44186                 NaN   15.9721                 NaN   7.66343        34.7787                 NaN            NaN            NaN   14.2503        4.86595     
  1249.36        2500.00        1.19313                 NaN            NaN   3.08651                 NaN   20.2713                 NaN   9.83238        40.6995                 NaN            NaN            NaN   17.3368        7.58031     
  1247.86        2500.00        1.17914                 NaN            NaN   3.14126                 NaN   20.2081                 NaN   9.58390        40.8607                 NaN            NaN            NaN   17.3239        7.70298     
  1246.35        2500.00        1.17638                 NaN            NaN   3.14828                 NaN   20.2061                 NaN   9.59440        40.8881                 NaN            NaN            NaN   17.3366        7.65021     
  1244.85        2500.00        1.17546                 NaN            NaN   3.16674                 NaN   20.1657                 NaN   9.60594        40.9372                 NaN            NaN            NaN   17.3422        7.60685     
  1243.35        2500.00        1.17089                 NaN            NaN   3.15721                 NaN   20.2192                 NaN   9.61967        40.9270                 NaN            NaN            NaN   17.3606        7.54542     
  1241.85        2500.00        1.16834                 NaN            NaN   3.16514                 NaN   20.2176                 NaN   9.62878        40.9528                 NaN            NaN            NaN   17.3690        7.49835     
  1240.34        2500.00        1.16785                 NaN            NaN   3.16870                 NaN   20.2219                 NaN   9.63581        40.9826                 NaN            NaN            NaN   17.3835        7.43967     
  1238.84        2500.00        1.16348                 NaN            NaN   3.17425                 NaN   20.2272                 NaN   9.65202        41.0016                 NaN            NaN            NaN   17.3981        7.38327     
  1237.34        2500.00        1.16052                 NaN            NaN   3.17973                 NaN   20.2308                 NaN   9.66471        41.0251                 NaN            NaN            NaN   17.4107        7.32846     
  1235.84        2500.00        1.15782                 NaN            NaN   3.18500                 NaN   20.2352                 NaN   9.67652        41.0485                 NaN            NaN            NaN   17.4233        7.27360     
  1234.34        2500.00        1.15626                 NaN            NaN   3.18987                 NaN   20.2335                 NaN   9.69378        41.0699                 NaN            NaN            NaN   17.4378        7.21883     
  1232.83        2500.00        1.15200                 NaN            NaN   3.19491                 NaN   20.2481                 NaN   9.69879        41.0940                 NaN            NaN            NaN   17.4489        7.16322     
  1231.33        2500.00        1.14968                 NaN            NaN   3.20077                 NaN   20.2486                 NaN   9.71227        41.1197                 NaN            NaN            NaN   17.4620        7.10703     
  1229.83        2500.00        1.14796                 NaN            NaN   3.20520                 NaN   20.2524                 NaN   9.72033        41.1461                 NaN            NaN            NaN   17.4743        7.05373     
  1228.33        2500.00        1.14354                 NaN            NaN   3.21095                 NaN   20.2607                 NaN   9.74125        41.1612                 NaN            NaN            NaN   17.4888        6.99355     
  1226.83        2500.00        1.14116                 NaN            NaN   3.21616                 NaN   20.2665                 NaN   9.74795        41.1891                 NaN            NaN            NaN   17.5009        6.93820     
  1225.32        2500.00        1.13845                 NaN            NaN   3.21989                 NaN   20.2761                 NaN   9.76050        41.2083                 NaN            NaN            NaN   17.5139        6.88283     
  1223.82        2500.00        1.15080                 NaN            NaN   1.06606        2.14079        20.1187                 NaN   10.0122        41.2237                 NaN            NaN            NaN   17.5968        6.69094     
  1222.32        2500.00        1.13302                 NaN            NaN   3.23094                 NaN   20.2846                 NaN   9.78432        41.2603                 NaN            NaN            NaN   17.5411        6.76567     
  1220.82        2500.00        1.12947                 NaN            NaN   3.23637                 NaN   20.2914                 NaN   9.79793        41.2830                 NaN            NaN            NaN   17.5550        6.70681     
  1219.31        2500.00        1.12687                 NaN            NaN   3.24181                 NaN   20.2954                 NaN   9.80970        41.3099                 NaN            NaN            NaN   17.5687        6.64753     
  1217.81        2500.00        1.12427                 NaN            NaN   3.24732                 NaN   20.2987                 NaN   9.82197        41.3373                 NaN            NaN            NaN   17.5828        6.58763     
  1216.31        2500.00        1.12271                 NaN            NaN   3.24872                 NaN   20.2933                 NaN   9.83670        41.3722                 NaN            NaN            NaN   17.6021        6.52426     
  1214.81        2500.00        1.11852                 NaN            NaN   3.25937                 NaN   20.3079                 NaN   9.83680        41.4029                 NaN            NaN            NaN   17.6101        6.46441     
  1213.31        2500.00        1.11494                 NaN            NaN   3.26364                 NaN   20.3165                 NaN   9.85479        41.4192                 NaN            NaN            NaN   17.6256        6.40536     
  1211.80        2500.00        1.11226                 NaN            NaN   3.27012                 NaN   20.3188                 NaN   9.86728        41.4483                 NaN            NaN            NaN   17.6394        6.34375     
  1210.30        2500.00        1.11182                 NaN            NaN   3.27228                 NaN   20.3073                 NaN   9.87743        41.4792                 NaN            NaN            NaN   17.6579        6.29403     
  1208.80        2500.00        1.10829                 NaN            NaN   3.28104                 NaN   20.3225                 NaN   9.89146        41.5048                 NaN            NaN            NaN   17.6704        6.22143     
  1207.30        2500.00        1.10295                 NaN            NaN   3.28570                 NaN   20.3447                 NaN   9.90447        41.5252                 NaN            NaN            NaN   17.6830        6.15398     
  1205.80        2500.00        1.10013                 NaN            NaN   3.29175                 NaN   20.3436                 NaN   9.91582        41.5559                 NaN            NaN            NaN   17.6976        6.09524     
  1204.29        2500.00        1.09738                 NaN            NaN   3.29441                 NaN   20.3507                 NaN   9.92475        41.5853                 NaN            NaN            NaN   17.7134        6.03408     
  1202.79        2500.00        1.09419                 NaN            NaN   3.30307                 NaN   20.3547                 NaN   9.94124        41.6116                 NaN            NaN            NaN   17.7276        5.96765     
  1201.29        2500.00        1.09220                 NaN            NaN   3.30720                 NaN   20.3609                 NaN   9.95029        41.6432                 NaN            NaN            NaN   17.7426        5.90366     
  1199.79        2500.00        1.08906                 NaN            NaN   3.31264                 NaN   20.3677                 NaN   9.96252        41.6711                 NaN            NaN            NaN   17.7577        5.83937     
  1198.28        2500.00        1.08590                 NaN            NaN   3.31807                 NaN   20.3746                 NaN   9.97486        41.6995                 NaN            NaN            NaN   17.7731        5.77395     
  1196.78        2500.00        1.08138                 NaN            NaN   3.32443                 NaN   20.3837                 NaN   9.98923        41.7241                 NaN            NaN            NaN   17.7885        5.70868     
  1195.28        2500.00        1.07818                 NaN            NaN   3.32990                 NaN   20.3907                 NaN   10.0016        41.7528                 NaN            NaN            NaN   17.8040        5.64281     
  1193.78        2500.00        1.07495                 NaN            NaN   3.33541                 NaN   20.3979                 NaN   10.0140        41.7816                 NaN            NaN            NaN   17.8196        5.57649     
  1192.28        2500.00        1.07168                 NaN            NaN   3.34093                 NaN   20.4052                 NaN   10.0265        41.8108                 NaN            NaN            NaN   17.8355        5.50941     
  1190.77        2500.00        1.06849                 NaN            NaN   3.34656                 NaN   20.4125                 NaN   10.0386        41.8407                 NaN            NaN            NaN   17.8512        5.44199     
  1189.27        2500.00        1.06521                 NaN            NaN   3.35208                 NaN   20.4201                 NaN   10.0510        41.8704                 NaN            NaN            NaN   17.8673        5.37398     
  1187.77        2500.00        1.06181                 NaN            NaN   3.35751                 NaN   20.4276                 NaN   10.0638        41.8999                 NaN            NaN            NaN   17.8837        5.30559     
  1186.27        2500.00        1.05848                 NaN            NaN   3.36311                 NaN   20.4352                 NaN   10.0766        41.9298                 NaN            NaN            NaN   17.8999        5.23681     
  1184.77        2500.00        1.05522                 NaN            NaN   3.36858                 NaN   20.4429                 NaN   10.0888        41.9605                 NaN            NaN            NaN   17.9164        5.16748     
  1183.26        2500.00        1.05281                 NaN            NaN   3.37347                 NaN   20.4498                 NaN   10.0993        41.9944                 NaN            NaN            NaN   17.9331        5.09712     
  1181.76        2500.00        1.04918                 NaN            NaN   3.37917                 NaN   20.4579                 NaN   10.1128        42.0241                 NaN            NaN            NaN   17.9497        5.02716     
  1180.26        2500.00        1.04578                 NaN            NaN   3.38469                 NaN   20.4657                 NaN   10.1260        42.0556                 NaN            NaN            NaN   17.9666        4.95562     
  1178.76        2500.00        1.04360                 NaN            NaN   3.39089                 NaN   20.4669                 NaN   10.1405        42.0895                 NaN            NaN            NaN   17.9833        4.88534     
  1177.25        2500.00        1.03865                 NaN            NaN   3.39633                 NaN   20.4823                 NaN   10.1482        42.1213                 NaN            NaN            NaN   18.0003        4.81278     
  1175.75        2500.00        1.03359                 NaN            NaN   3.39845                 NaN   20.5029                 NaN   10.1668        42.1403                 NaN            NaN            NaN   18.0187        4.73923     
  1174.25        2500.00        1.03076                 NaN            NaN   3.41240                 NaN   20.4831                 NaN   10.1761        42.1914                 NaN            NaN            NaN   18.0355        4.67084     
  1172.75        2500.00        1.02522                 NaN            NaN   3.41492                 NaN   20.5127                 NaN   10.1875        42.2030                 NaN            NaN            NaN   18.0513        4.60542     
  1171.25        2500.00        1.01804                 NaN            NaN   3.40486                 NaN   20.5895                 NaN   10.1704        42.2192                 NaN            NaN            NaN   18.0698        4.52816     
  1169.74        2500.00        1.02370                 NaN            NaN   3.42416                 NaN   20.5474                 NaN   10.2015        42.2783                 NaN            NaN            NaN   18.0807        4.44422     
  1168.24        2500.00        1.01971                 NaN            NaN   3.42597                 NaN   20.5436                 NaN   10.2284        42.3122                 NaN            NaN            NaN   18.1042        4.36594     
  1166.74        2500.00        1.01493                 NaN            NaN   3.43418                 NaN   20.5441                 NaN   10.2397        42.3533                 NaN            NaN            NaN   18.1285        4.28531     
  1165.24        2500.00        1.00596                 NaN            NaN   3.44208                 NaN   20.5735                 NaN   10.2442        42.3734                 NaN            NaN            NaN   18.1456        4.21523     
  1163.73        2500.00       0.992473                 NaN            NaN   3.43547                 NaN   20.6530                 NaN   10.2768        42.3400                 NaN            NaN            NaN   18.1594        4.14299     
  1162.23        2500.00        1.00606                 NaN            NaN   3.45518                 NaN   20.5560                 NaN   10.2745        42.4654                 NaN            NaN            NaN   18.1819        4.06106     
  1160.73        2500.00        1.00181                 NaN            NaN   3.45824                 NaN   20.5816                 NaN   10.2857        42.4897                 NaN            NaN            NaN   18.1986        3.98434     
  1159.23        2500.00       0.998413                 NaN            NaN   3.37782                 NaN   20.7577                 NaN   10.3276        42.3767                 NaN            NaN            NaN   18.2293        3.93243     
  1157.73        2500.00       0.988765                 NaN            NaN   3.46812                 NaN   20.6260                 NaN   10.3223        42.5331                 NaN            NaN            NaN   18.2334        3.82835     
  1156.22        2500.00       0.990888                 NaN            NaN   3.39796                 NaN   20.7607                 NaN   10.3516        42.4616                 NaN            NaN            NaN   18.2656        3.77164     
  1154.72        2500.00       0.964836                 NaN            NaN   3.47248                 NaN   20.7310                 NaN   10.3619        42.5219                 NaN            NaN            NaN   18.2732        3.67479     
  1153.22        2500.00       0.969735                 NaN            NaN   3.48373                 NaN   20.7011                 NaN   10.3730        42.6024                 NaN            NaN            NaN   18.2870        3.58297     
  1151.72        2500.00       0.964845                 NaN            NaN   3.48809                 NaN   20.7185                 NaN   10.3835        42.6332                 NaN            NaN            NaN   18.3079        3.50392     
  1150.22        2500.00       0.960969                 NaN            NaN   3.49112                 NaN   20.7410                 NaN   10.3989        42.6587                 NaN            NaN            NaN   18.3255        3.42382     
  1148.71        2500.00       0.954397                 NaN            NaN   3.49633                 NaN   20.7669                 NaN   10.4158        42.6814                 NaN            NaN            NaN   18.3445        3.34070     
  1147.21        2500.00       0.947813                 NaN            NaN   3.50112                 NaN   20.7937                 NaN   10.4335        42.7027                 NaN            NaN            NaN   18.3633        3.25794     
  1145.71        2500.00       0.963948                 NaN            NaN   3.47380                 NaN   20.7642                 NaN   10.4353        42.7773                 NaN            NaN            NaN   18.3967        3.18872     
  1144.21        2500.00       0.960026                 NaN            NaN   3.48536                 NaN   20.7638                 NaN   10.4472        42.8249                 NaN            NaN            NaN   18.4160        3.10281     
  1142.70        2500.00       0.956087                 NaN            NaN   3.49711                 NaN   20.7630                 NaN   10.4591        42.8731                 NaN            NaN            NaN   18.4354        3.01629     
  1141.20        2500.00       0.952131                 NaN            NaN   3.50905                 NaN   20.7620                 NaN   10.4709        42.9220                 NaN            NaN            NaN   18.4549        2.92895     
  1139.70        2500.00       0.948159                 NaN            NaN   3.52119                 NaN   20.7607                 NaN   10.4827        42.9717                 NaN            NaN            NaN   18.4747        2.84090     
  1138.20        2500.00       0.944170                 NaN            NaN   3.53353                 NaN   20.7590                 NaN   10.4945        43.0220                 NaN            NaN            NaN   18.4945        2.75222     
  1136.70        2500.00       0.940085                 NaN            NaN   3.54525                 NaN   20.7589                 NaN   10.5066        43.0712                 NaN            NaN            NaN   18.5147        2.66328     
  1135.19        2500.00       0.935445                 NaN            NaN   3.55168                 NaN   20.7708                 NaN   10.5202        43.1093                 NaN            NaN            NaN   18.5366        2.57601     
  1133.69        2500.00       0.930766                 NaN            NaN   3.55814                 NaN   20.7828                 NaN   10.5339        43.1478                 NaN            NaN            NaN   18.5585        2.48812     
  1132.19        2500.00       0.926046                 NaN            NaN   3.56462                 NaN   20.7949                 NaN   10.5476        43.1865                 NaN            NaN            NaN   18.5807        2.39969     
  1130.69        2500.00       0.921287                 NaN            NaN   3.57113                 NaN   20.8071                 NaN   10.5614        43.2254                 NaN            NaN            NaN   18.6030        2.31073     
  1129.19        2500.00       0.916485                 NaN            NaN   3.57767                 NaN   20.8195                 NaN   10.5752        43.2646                 NaN            NaN            NaN   18.6256        2.22101     
  1127.68        2500.00       0.911644                 NaN            NaN   3.58423                 NaN   20.8319                 NaN   10.5891        43.3042                 NaN            NaN            NaN   18.6483        2.13067     
  1126.18        2500.00       0.906760                 NaN            NaN   3.59083                 NaN   20.8445                 NaN   10.6030        43.3439                 NaN            NaN            NaN   18.6712        2.03980     
  1124.68        2500.00       0.890617                 NaN            NaN   3.59267                 NaN   20.9517                 NaN   10.6502        43.3085                 NaN            NaN            NaN   18.6753        1.93090     
  1123.18        2500.00       0.885013                 NaN            NaN   3.59907                 NaN   20.9700                 NaN   10.6662        43.3446                 NaN            NaN            NaN   18.6975        1.83761     
  1121.67        2500.00       0.879361                 NaN            NaN   3.60550                 NaN   20.9886                 NaN   10.6823        43.3808                 NaN            NaN            NaN   18.7199        1.74365     
  1120.17        2500.00       0.873644                 NaN            NaN   3.61195                 NaN   21.0074                 NaN   10.6984        43.4171                 NaN            NaN            NaN   18.7424        1.64911     
  1118.67        2500.00       0.867856                 NaN            NaN   3.61843                 NaN   21.0266                 NaN   10.7147        43.4534                 NaN            NaN            NaN   18.7650        1.55399     
  1117.17        2500.00       0.862413                 NaN            NaN   3.62507                 NaN   21.0429                 NaN   10.7299        43.4925                 NaN            NaN            NaN   18.7884        1.45886     
  1115.67        2500.00       0.857220                 NaN            NaN   3.63191                 NaN   21.0564                 NaN   10.7443        43.5339                 NaN            NaN            NaN   18.8125        1.36373     
  1114.16        2500.00       0.852005                 NaN            NaN   3.63876                 NaN   21.0700                 NaN   10.7587        43.5763                 NaN            NaN            NaN   18.8372        1.26708     
  1112.66        2500.00       0.846752                 NaN            NaN   3.64562                 NaN   21.0838                 NaN   10.7731        43.6185                 NaN            NaN            NaN   18.8618        1.17034     
  1111.16        2500.00       0.841446                 NaN            NaN   3.65253                 NaN   21.0977                 NaN   10.7875        43.6611                 NaN            NaN            NaN   18.8867        1.07298     
  1109.66        2500.00       0.841817                 NaN            NaN   3.66143                 NaN   21.0651                 NaN   10.7851        43.7417                 NaN            NaN            NaN   18.9213       0.983563     
  1108.16        2500.00                 NaN            NaN            NaN   4.13656                 NaN   21.0122                 NaN   10.9091        43.0959                 NaN  0.512237                 NaN   19.1402        1.19372     
  1106.65        2500.00                 NaN            NaN            NaN   4.13932                 NaN   21.0303                 NaN   10.9214        43.1438                 NaN  0.509922                 NaN   19.1631        1.09216     
  1105.15        2500.00                 NaN            NaN            NaN   4.14184                 NaN   21.0443                 NaN   10.9304        43.1974                 NaN  0.508952                 NaN   19.1868       0.990258     
  1103.65        2500.00                 NaN            NaN            NaN   4.14440                 NaN   21.0577                 NaN   10.9395        43.2520                 NaN  0.508083                 NaN   19.2107       0.887700     
  1102.15        2500.00                 NaN            NaN            NaN   4.14395                 NaN   21.1015                 NaN   10.9563        43.2832                 NaN  0.503991                 NaN   19.2301       0.781025     
  1100.64        2500.00                 NaN            NaN            NaN   4.14597                 NaN   21.1283                 NaN   10.9688        43.3276                 NaN  0.500948                 NaN   19.2529       0.675399     
  1099.14        2500.00                 NaN            NaN            NaN   4.15279                 NaN   21.1025                 NaN   10.9710        43.4121                 NaN  0.503687                 NaN   19.2828       0.575124     
  1097.64        2500.00                 NaN            NaN            NaN   4.15567                 NaN   21.1169                 NaN   10.9811        43.4672                 NaN  0.502354                 NaN   19.3073       0.469415     
  1096.14        2500.00                 NaN            NaN            NaN   4.15862                 NaN   21.1324                 NaN   10.9917        43.5217                 NaN  0.500744                 NaN   19.3320       0.362768     
  1094.64        2500.00                 NaN            NaN            NaN   4.16159                 NaN   21.1485                 NaN   11.0026        43.5763                 NaN  0.499026                 NaN   19.3568       0.255274     
  1093.13        2500.00                 NaN            NaN            NaN   4.16456                 NaN   21.1648                 NaN   11.0134        43.6312                 NaN  0.497290                 NaN   19.3818       0.146998     
  1091.63        2500.00                 NaN            NaN            NaN   4.16706                 NaN   21.1781                 NaN   11.0241        43.6799                 NaN  0.495615                 NaN   19.4045       0.506476E-001
  1090.13        2500.00                 NaN            NaN            NaN   4.16979                 NaN   21.1933                 NaN   11.0348        43.6968                 NaN  0.493853                 NaN   19.4115                 NaN
  1088.63        2500.00                 NaN            NaN            NaN   4.17240                 NaN   21.2079                 NaN   11.0453        43.6800                 NaN  0.492072                 NaN   19.4024                 NaN
  1087.13        2500.00                 NaN            NaN            NaN   4.17229                 NaN   21.2032                 NaN   11.0545        43.6757                 NaN  0.490774                 NaN   19.4036                 NaN
  1085.62        2500.00                 NaN            NaN            NaN   4.17462                 NaN   21.2158                 NaN   11.0649        43.6602                 NaN  0.489011                 NaN   19.3955                 NaN
  1084.12        2500.00                 NaN            NaN            NaN   4.18653                 NaN   21.1918                 NaN   11.0603        43.6811                 NaN  0.492580                 NaN   19.3876                 NaN
  1082.62        2500.00                 NaN            NaN            NaN   4.18877                 NaN   21.2058                 NaN   11.0709        43.6648                 NaN  0.490869                 NaN   19.3789                 NaN
  1081.12        2500.00                 NaN            NaN            NaN   4.19100                 NaN   21.2201                 NaN   11.0815        43.6483                 NaN  0.489143                 NaN   19.3701                 NaN
  1079.61        2500.00                 NaN            NaN            NaN   4.19323                 NaN   21.2344                 NaN   11.0920        43.6316                 NaN  0.487401                 NaN   19.3612                 NaN
  1078.11        2500.00                 NaN            NaN            NaN   4.19577                 NaN   21.2509                 NaN   11.1028        43.6137                 NaN  0.485604                 NaN   19.3513                 NaN
  1076.61        2500.00                 NaN            NaN            NaN   4.19770                 NaN   21.2636                 NaN   11.1133        43.5981                 NaN  0.483870                 NaN   19.3434                 NaN
  1075.11        2500.00                 NaN            NaN            NaN   4.19994                 NaN   21.2784                 NaN   11.1240        43.5812                 NaN  0.482081                 NaN   19.3344                 NaN
  1073.61        2500.00                 NaN            NaN            NaN   4.20188                 NaN   21.2913                 NaN   11.1345        43.5655                 NaN  0.480321                 NaN   19.3265                 NaN
  1072.10        2500.00                 NaN            NaN            NaN   4.20441                 NaN   21.3084                 NaN   11.1454        43.5471                 NaN  0.478454                 NaN   19.3163                 NaN
  1070.60        2500.00                 NaN            NaN            NaN   4.20664                 NaN   21.3236                 NaN   11.1561        43.5298                 NaN  0.476617                 NaN   19.3072                 NaN
  1069.10        2500.00                 NaN            NaN            NaN   4.20860                 NaN   21.3370                 NaN   11.1668        43.5138                 NaN  0.474807                 NaN   19.2991                 NaN
  1067.60        2500.00                 NaN            NaN            NaN   4.21112                 NaN   21.3545                 NaN   11.1777        43.4950                 NaN  0.472890                 NaN   19.2888                 NaN
  1066.09        2500.00                 NaN            NaN            NaN   4.21336                 NaN   21.3701                 NaN   11.1886        43.4774                 NaN  0.471002                 NaN   19.2795                 NaN
  1064.59        2500.00                 NaN            NaN            NaN   4.21560                 NaN   21.3860                 NaN   11.1995        43.4597                 NaN  0.469097                 NaN   19.2702                 NaN
