|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.25/KHA22/KHA22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1269.01        2500.00       0.405796        95.8065                 NaN  0.183542       0.802649                 NaN  0.461239        2.34026                 NaN            NaN            NaN
  1267.54        2500.00       0.389760        95.9751                 NaN  0.177622       0.775994                 NaN  0.438951        2.24259                 NaN            NaN            NaN
  1266.07        2500.00       0.396926        96.0003                 NaN  0.143705       0.788583                 NaN  0.431069        2.23940                 NaN            NaN            NaN
  1264.60        2500.00       0.341043        95.4759                 NaN  0.248541       0.953062                 NaN  0.501933        2.47953                 NaN            NaN            NaN
  1263.13        2500.00       0.362688        91.4361                 NaN  0.831764       0.956135                 NaN  0.958404        3.93203        1.52287                 NaN            NaN
  1261.66        2500.00       0.707464        91.6279                 NaN            NaN   2.35030                 NaN  0.611220        3.91844       0.784644                 NaN            NaN
  1260.19        2500.00       0.645456        90.7370                 NaN  0.169405        1.98682                 NaN  0.789447        4.36389        1.30799                 NaN            NaN
  1258.72        2500.00       0.599786        90.1475                 NaN  0.397309        1.95958                 NaN  0.872075        4.64066        1.38304                 NaN            NaN
  1257.25        2500.00       0.619780        89.8645                 NaN  0.382957        1.99978                 NaN  0.882509        4.82789        1.42261                 NaN            NaN
  1255.78        2500.00       0.664424        89.0196                 NaN  0.408215        2.12704                 NaN  0.939677        5.29929        1.54181                 NaN            NaN
  1254.31        2500.00       0.820138        87.0238                 NaN  0.347067        2.50064                 NaN   1.06038        6.40337        1.84465                 NaN            NaN
  1252.84        2500.00        1.25091        77.6464                 NaN  0.921017        3.94150                 NaN   1.81067        11.2352        3.19433                 NaN            NaN
  1251.37        2500.00        4.76685        13.4728                 NaN   2.81982        14.7830                 NaN   6.60236        42.0037        12.1612        3.39037                 NaN
  1249.90        2500.00        1.45353                 NaN            NaN   5.46835        14.4884                 NaN   8.38887        46.8884        14.3725        6.09561        2.84430     
  1248.43        2500.00        1.41253                 NaN            NaN   5.49559        14.4787                 NaN   8.39624        46.8982        14.3957        6.05709        2.86586     
  1246.96        2500.00        1.37101                 NaN            NaN   5.52317        14.4689                 NaN   8.40371        46.9079        14.4191        6.01843        2.88769     
  1245.49        2500.00        1.32897                 NaN            NaN   5.55111        14.4590                 NaN   8.41128        46.9175        14.4427        5.97962        2.90981     
  1244.02        2500.00        1.28638                 NaN            NaN   5.57941        14.4489                 NaN   8.41894        46.9270        14.4665        5.94066        2.93220     
  1242.55        2500.00        1.24325                 NaN            NaN   5.60806        14.4387                 NaN   8.42670        46.9364        14.4905        5.90151        2.95489     
  1241.08        2500.00        1.19963                 NaN            NaN   5.63704        14.4284                 NaN   8.43455        46.9459        14.5147        5.86200        2.97783     
  1239.61        2500.00        1.15544                 NaN            NaN   5.66640        14.4180                 NaN   8.44250        46.9552        14.5391        5.82236        3.00107     
  1238.14        2500.00        1.11067                 NaN            NaN   5.69615        14.4074                 NaN   8.45055        46.9644        14.5637        5.78256        3.02461     
  1236.67        2500.00        1.06531                 NaN            NaN   5.72629        14.3967                 NaN   8.45871        46.9734        14.5885        5.74262        3.04847     
  1235.20        2500.00       0.401522                 NaN            NaN   6.11093        14.7222                 NaN   8.71526        46.4071        14.6273        5.69460        3.32112     
  1233.73        2500.00       0.330123                 NaN            NaN   6.15509        14.6960                 NaN   8.73412        46.4062        14.6570        5.65975        3.36166     
  1232.26        2500.00        2.05806                 NaN            NaN   3.83078        18.7924                 NaN   5.78818        47.5840        13.9097        4.85763        3.17928     
  1230.79        2500.00        1.93950                 NaN            NaN   3.97139        18.5711                 NaN   5.95464        47.5392        13.9742        4.84939        3.20062     
  1229.32        2500.00        1.71383                 NaN            NaN   4.24969        18.1143                 NaN   6.27525        47.4447        14.0784        4.88112        3.24264     
  1227.85        2500.00        1.91763                 NaN            NaN   4.04504        18.3703                 NaN   5.99289        47.6706        14.0220        4.75069        3.23087     
  1226.38        2500.00        1.86752                 NaN            NaN   4.11026        18.2641                 NaN   6.06928        47.6758        14.0578        4.71328        3.24196     
  1224.91        2500.00        1.87106                 NaN            NaN   4.11184        18.2621                 NaN   6.06991        47.7155        14.0717        4.65341        3.24451     
  1223.44        2500.00        1.77753                 NaN            NaN   4.22854        18.0710                 NaN   6.20864        47.6929        14.1257        4.63373        3.26203     
  1221.97        2500.00       0.862843                 NaN            NaN   5.31575        16.3073                 NaN   7.49936        47.1403        14.5149        4.95516        3.40439     
  1220.50        2500.00       0.904750                 NaN            NaN   5.27232        16.3763                 NaN   7.44832        47.2041        14.5140        4.88013        3.40008     
  1219.03        2500.00       0.952557                 NaN            NaN   5.22117        16.4590                 NaN   7.38815        47.2715        14.5107        4.80207        3.39481     
  1217.56        2500.00        1.02476                 NaN            NaN   5.14160        16.5874                 NaN   7.29409        47.3556        14.4976        4.71293        3.38607     
  1216.09        2500.00        1.07810                 NaN            NaN   5.08446        16.6792                 NaN   7.22693        47.4279        14.4924        4.63074        3.38033     
  1214.62        2500.00        1.11466                 NaN            NaN   5.04729        16.7383                 NaN   7.18293        47.4898        14.4942        4.55592        3.37690     
  1213.15        2500.00        1.16171                 NaN            NaN   4.99752        16.8185                 NaN   7.12402        47.5588        14.4917        4.47565        3.37216     
  1211.68        2500.00        1.21247                 NaN            NaN   4.94316        16.9065                 NaN   7.05952        47.6306        14.4876        4.39313        3.36703     
  1210.21        2500.00        1.30769                 NaN            NaN   4.83542        17.0795                 NaN   6.93351        47.7329        14.4647        4.29026        3.35606     
  1208.74        2500.00        1.35266                 NaN            NaN   4.78804        17.1567                 NaN   6.87692        47.8014        14.4634        4.20912        3.35181     
  1207.27        2500.00        1.39541                 NaN            NaN   4.74385        17.2277                 NaN   6.82373        47.8695        14.4632        4.12853        3.34803     
  1205.80        2500.00        1.44234                 NaN            NaN   4.69365        17.3107                 NaN   6.76388        47.9394        14.4612        4.04551        3.34336     
  1204.33        2500.00        1.48911                 NaN            NaN   4.64415        17.3918                 NaN   6.70447        48.0102        14.4594        3.96190        3.33899     
  1202.86        2500.00       0.479621                 NaN            NaN   5.84677        15.4000                 NaN   8.15068        47.3455        14.8822        4.40452        3.49068     
  1201.39        2500.00       0.491337                 NaN            NaN   5.83266        15.4224                 NaN   8.13447        47.3921        14.8959        4.34187        3.48922     
  1199.92        2500.00       0.470624                 NaN            NaN   5.85187        15.4437                 NaN   8.20997        47.3548        14.9127        4.27615        3.48017     
  1198.45        2500.00       0.483648                 NaN            NaN   5.83618        15.4687                 NaN   8.19202        47.4030        14.9261        4.21187        3.47852     
  1196.98        2500.00       0.496622                 NaN            NaN   5.82056        15.4936                 NaN   8.17415        47.4514        14.9396        4.14720        3.47689     
  1195.51        2500.00       0.509550                 NaN            NaN   5.80498        15.5184                 NaN   8.15634        47.5000        14.9533        4.08214        3.47525     
  1194.04        2500.00       0.528202                 NaN            NaN   5.77813        15.5698                 NaN   8.11948        47.5535        14.9627        4.01207        3.47618     
  1192.57        2500.00       0.546273                 NaN            NaN   5.75621        15.6050                 NaN   8.09421        47.6062        14.9743        3.94377        3.47401     
  1191.10        2500.00       0.564218                 NaN            NaN   5.73444        15.6399                 NaN   8.06911        47.6591        14.9862        3.87509        3.47186     
  1189.63        2500.00       0.581513                 NaN            NaN   5.71347        15.6736                 NaN   8.04491        47.7119        14.9985        3.80629        3.46978     
  1188.16        2500.00       0.737020                 NaN            NaN   5.51910        16.0009                 NaN   7.80998        47.8596        14.9481        3.67007        3.45521     
  1186.69        2500.00       0.755494                 NaN            NaN   5.49655        16.0375                 NaN   7.78371        47.9139        14.9602        3.59965        3.45310     
  1185.22        2500.00       0.773841                 NaN            NaN   5.47415        16.0738                 NaN   7.75761        47.9684        14.9724        3.52885        3.45100     
  1183.75        2500.00       0.792063                 NaN            NaN   5.45191        16.1099                 NaN   7.73169        48.0230        14.9848        3.45767        3.44891     
  1182.28        2500.00       0.810162                 NaN            NaN   5.42981        16.1457                 NaN   7.70595        48.0779        14.9975        3.38609        3.44684     
  1180.81        2500.00       0.828286                 NaN            NaN   5.51528        15.9354                 NaN   7.91458        48.0813        15.0085        3.24812        3.46850     
  1179.34        2500.00       0.853585                 NaN            NaN   5.48473        15.9848                 NaN   7.87933        48.1418        15.0184        3.17171        3.46568     
  1177.87        2500.00       0.878653                 NaN            NaN   5.45446        16.0337                 NaN   7.84439        48.2025        15.0285        3.09489        3.46288     
  1176.40        2500.00       0.903491                 NaN            NaN   5.42447        16.0821                 NaN   7.80977        48.2634        15.0390        3.01765        3.46011     
  1174.93        2500.00       0.928111                 NaN            NaN   5.39474        16.1302                 NaN   7.77546        48.3245        15.0497        2.93999        3.45737     
  1173.46        2500.00       0.952509                 NaN            NaN   5.36528        16.1778                 NaN   7.74146        48.3858        15.0606        2.86189        3.45464     
  1171.99        2500.00       0.993851                 NaN            NaN   5.31176        16.2738                 NaN   7.67290        48.4594        15.0625        2.77307        3.45271     
  1170.52        2500.00        1.02036                 NaN            NaN   5.27965        16.3259                 NaN   7.63566        48.5229        15.0729        2.69279        3.44982     
  1169.05        2500.00        1.04661                 NaN            NaN   5.24786        16.3775                 NaN   7.59879        48.5866        15.0836        2.61209        3.44696     
  1167.58        2500.00        1.07261                 NaN            NaN   5.21638        16.4286                 NaN   7.56227        48.6505        15.0945        2.53096        3.44413     
  1166.11        2500.00        1.09835                 NaN            NaN   5.18521        16.4792                 NaN   7.52612        48.7146        15.1058        2.44940        3.44133     
  1164.64        2500.00        1.16503                 NaN            NaN   5.09835        16.6388                 NaN   7.41217        48.8076        15.0959        2.34355        3.43849     
  1163.17        2500.00        1.19459                 NaN            NaN   5.06239        16.6977                 NaN   7.37013        48.8752        15.1058        2.25884        3.43539     
  1161.70        2500.00        1.22381                 NaN            NaN   5.02685        16.7558                 NaN   7.32858        48.9429        15.1160        2.17370        3.43232     
  1160.23        2500.00        1.34519                 NaN            NaN   4.87247        17.0396                 NaN   7.12600        49.0742        15.0814        2.03715        3.42402     
  1158.76        2500.00        1.38082                 NaN            NaN   4.82896        17.1116                 NaN   7.07454        49.1471        15.0891        1.94743        3.42039     
  1157.29        2500.00        1.41590                 NaN            NaN   4.78611        17.1826                 NaN   7.02387        49.2201        15.0972        1.85737        3.41682     
  1155.82        2500.00        1.45046                 NaN            NaN   4.74391        17.2524                 NaN   6.97396        49.2931        15.1058        1.76697        3.41330     
  1154.35        2500.00        1.48449                 NaN            NaN   4.70233        17.3213                 NaN   6.92480        49.3662        15.1148        1.67622        3.40984     
  1152.88        2500.00        1.51803                 NaN            NaN   4.66138        17.3891                 NaN   6.87637        49.4394        15.1242        1.58511        3.40643     
  1151.41        2500.00        1.55107                 NaN            NaN   4.62103        17.4559                 NaN   6.82865        49.5126        15.1341        1.49362        3.40306     
  1149.94        2500.00        1.58362                 NaN            NaN   4.58126        17.5217                 NaN   6.78162        49.5859        15.1444        1.40175        3.39975     
  1148.47        2500.00        1.77423                 NaN            NaN   4.34847        17.9071                 NaN   6.50632        49.7691        15.0857        1.22871        3.38035     
  1147.00        2500.00        1.77423                 NaN            NaN   4.34846        17.9071                 NaN   6.50631        49.8208        15.1107        1.15203        3.38035     
  1145.53        2500.00        1.87134                 NaN            NaN   4.42496        17.8638                 NaN   6.70091        49.8413        15.0376       0.889699        3.37041     
  1144.06        2500.00        1.87134                 NaN            NaN   4.42495        17.8638                 NaN   6.70091        49.8938        15.0629       0.811928        3.37040     
  1142.59        2500.00        1.87135                 NaN            NaN   4.42495        17.8638                 NaN   6.70090        49.9466        15.0884       0.733578        3.37040     
  1141.12        2500.00        1.87136                 NaN            NaN   4.42493        17.8639                 NaN   6.70088        49.9999        15.1141       0.654645        3.37040     
  1139.65        2500.00        1.98886                 NaN            NaN   4.27374        18.1553                 NaN   6.49555        50.1352        15.0808       0.504874        3.36579     
  1138.18        2500.00        1.98886                 NaN            NaN   4.27373        18.1553                 NaN   6.49554        50.1893        15.1069       0.424640        3.36579     
  1136.71        2500.00        1.98887                 NaN            NaN   4.27373        18.1553                 NaN   6.49554        50.2438        15.1332       0.343812        3.36579     
  1135.24        2500.00        5.31732                 NaN            NaN  0.318821        24.8933                 NaN   1.51330        51.6910        13.3239                 NaN   2.94241     
  1133.77        2500.00        5.33667                 NaN            NaN  0.301824        24.9311                 NaN   1.49182        51.6890        13.3079                 NaN   2.94174     
  1132.30        2500.00        5.21581                 NaN            NaN  0.445611        24.6977                 NaN   1.67041        51.6391        13.3709                 NaN   2.96040     
  1130.83        2500.00        5.29308                 NaN            NaN  0.361364        24.8397                 NaN   1.57396        51.6561        13.3250                 NaN   2.95080     
  1129.36        2500.00        5.33663                 NaN            NaN  0.316466        24.9243                 NaN   1.51882        51.6630        13.2932                 NaN   2.94755     
  1127.89        2500.00        5.34658                 NaN            NaN  0.309096        24.9433                 NaN   1.51295        51.6574        13.2823                 NaN   2.94834     
  1126.42        2500.00        5.37582                 NaN            NaN  0.278030        25.0015                 NaN   1.47941        51.6575        13.2610                 NaN   2.94681     
  1124.95        2500.00        5.43117                 NaN            NaN  0.219927        25.1079                 NaN   1.40888        51.6673        13.2234                 NaN   2.94150     
  1123.48        2500.00        5.46711                 NaN            NaN  0.177175        25.1928                 NaN   1.35985        51.6694        13.1929                 NaN   2.94072     
  1122.01        2500.00        5.39036                 NaN            NaN  0.273861        25.0246                 NaN   1.48772        51.6348        13.2382                 NaN   2.95050     
  1120.54        2500.00        5.48804                 NaN            NaN  0.163777        25.2265                 NaN   1.35030        51.6575        13.1732                 NaN   2.94072     
  1119.07        2500.00        5.58070                 NaN            NaN  0.598164E-001   25.4115                 NaN   1.22505        51.6781        13.1136                 NaN   2.93127     
  1117.60        2500.00        5.63567                 NaN            NaN            NaN   25.5193                 NaN   1.15574        51.6872        13.0759                 NaN   2.92631     
  1116.13        2500.00        5.65333                 NaN            NaN  0.119958E-001   25.4084                 NaN   1.11443        51.7829        13.0781                 NaN   2.95083     
  1114.66        2500.00        5.66212                 NaN            NaN  0.684386E-003   25.4653                 NaN   1.11387        51.7541        13.0576                 NaN   2.94630     
  1113.19        2500.00        5.64938                 NaN            NaN            NaN   25.5435                 NaN   1.16384        51.6621        13.0525                 NaN   2.92874     
  1111.72        2500.00        5.65583                 NaN            NaN            NaN   25.5455                 NaN   1.16739        51.6566        13.0454                 NaN   2.92922     
  1110.25        2500.00        5.65793                 NaN            NaN            NaN   25.5589                 NaN   1.17114        51.6453        13.0364                 NaN   2.93029     
  1108.78        2500.00        5.66140                 NaN            NaN            NaN   25.5694                 NaN   1.17370        51.6364        13.0275                 NaN   2.93160     
  1107.31        2500.00        5.66525                 NaN            NaN            NaN   25.5801                 NaN   1.17619        51.6277        13.0181                 NaN   2.93266     
  1105.84        2500.00        5.66933                 NaN            NaN            NaN   25.5892                 NaN   1.17912        51.6197        13.0089                 NaN   2.93378     
  1104.37        2500.00        5.67649                 NaN            NaN            NaN   25.5920                 NaN   1.18378        51.6133        13.0010                 NaN   2.93332     
  1102.90        2500.00        5.67361                 NaN            NaN            NaN   25.6156                 NaN   1.19568        51.5871        12.9940                 NaN   2.93400     
  1101.43        2500.00        5.67535                 NaN            NaN            NaN   25.6318                 NaN   1.19260        51.5814        12.9830                 NaN   2.93579     
  1099.96        2500.00        5.68764                 NaN            NaN            NaN   25.6023                 NaN   1.17731        51.6114        12.9773                 NaN   2.94405     
  1098.49        2500.00        5.68920                 NaN            NaN            NaN   25.6385                 NaN   1.19731        51.5744        12.9636                 NaN   2.93698     
  1097.02        2500.00        5.69594                 NaN            NaN            NaN   25.6419                 NaN   1.20251        51.5640        12.9601                 NaN   2.93555     
  1095.55        2500.00        5.69939                 NaN            NaN            NaN   25.6471                 NaN   1.20977        51.5533        12.9547                 NaN   2.93577     
  1094.08        2500.00        5.70319                 NaN            NaN            NaN   25.6662                 NaN   1.20893        51.5444        12.9404                 NaN   2.93689     
  1092.61        2500.00        5.70767                 NaN            NaN            NaN   25.6755                 NaN   1.21336        51.5345        12.9322                 NaN   2.93680     
  1091.14        2500.00        5.71204                 NaN            NaN            NaN   25.6787                 NaN   1.22058        51.5243        12.9278                 NaN   2.93647     
  1089.67        2500.00        5.71420                 NaN            NaN            NaN   25.6996                 NaN   1.22139        51.5138        12.9130                 NaN   2.93798     
  1088.20        2500.00        5.72025                 NaN            NaN            NaN   25.7076                 NaN   1.22577        51.5039        12.9056                 NaN   2.93689     
  1086.73        2500.00        5.72426                 NaN            NaN            NaN   25.7188                 NaN   1.23015        51.4934        12.8965                 NaN   2.93688     
  1085.26        2500.00        5.72862                 NaN            NaN            NaN   25.7289                 NaN   1.23455        51.4830        12.8879                 NaN   2.93694     
  1083.79        2500.00        5.73072                 NaN            NaN            NaN   25.7452                 NaN   1.23736        51.4727        12.8758                 NaN   2.93820     
  1082.32        2500.00        5.73693                 NaN            NaN            NaN   25.7528                 NaN   1.24345        51.4612        12.8694                 NaN   2.93618     
  1080.85        2500.00        5.74107                 NaN            NaN            NaN   25.7649                 NaN   1.24795        51.4501        12.8601                 NaN   2.93587     
  1079.38        2500.00        5.74999                 NaN            NaN            NaN   25.7664                 NaN   1.24912        51.4467        12.8523                 NaN   2.93543     
  1077.91        2500.00        5.74405                 NaN            NaN            NaN   25.7804                 NaN   1.25365        51.4366        12.8464                 NaN   2.93891     
  1076.44        2500.00        5.74722                 NaN            NaN            NaN   25.7916                 NaN   1.25744        51.4267        12.8383                 NaN   2.93877     
  1074.97        2500.00        5.75352                 NaN            NaN            NaN   25.8188                 NaN   1.26689        51.4031        12.8211                 NaN   2.93658     
  1073.50        2500.00        5.76187                 NaN            NaN            NaN   25.8163                 NaN   1.27858        51.3902        12.8213                 NaN   2.93180     
  1072.03        2500.00        5.70711                 NaN            NaN            NaN   25.5798                 NaN   1.15636        51.6206        12.9105                 NaN   3.02565     
  1070.56        2500.00        5.78369                 NaN            NaN            NaN   25.7912                 NaN   1.24745        51.4315        12.8023                 NaN   2.94381     
  1069.09        2500.00        5.78982                 NaN            NaN            NaN   25.8097                 NaN   1.29296        51.3727        12.8091                 NaN   2.92575     
  1067.62        2500.00        5.78282                 NaN            NaN            NaN   25.8505                 NaN   1.27167        51.3828        12.7725                 NaN   2.93965     
  1066.15        2500.00        5.78201                 NaN            NaN            NaN   25.8894                 NaN   1.28276        51.3511        12.7587                 NaN   2.93611     
  1064.68        2500.00        5.78521                 NaN            NaN            NaN   25.9122                 NaN   1.30318        51.3173        12.7536                 NaN   2.92862     
  1063.21        2500.00        5.78833                 NaN            NaN            NaN   25.9260                 NaN   1.30974        51.3039        12.7442                 NaN   2.92783     
  1061.74        2500.00        5.79408                 NaN            NaN            NaN   25.9306                 NaN   1.31331        51.2975        12.7367                 NaN   2.92789     
  1060.27        2500.00        5.79493                 NaN            NaN            NaN   25.9355                 NaN   1.30038        51.3016        12.7382                 NaN   2.92940     
  1058.80        2500.00        5.79912                 NaN            NaN            NaN   25.9724                 NaN   1.32175        51.2695        12.7085                 NaN   2.92886     
  1057.33        2500.00        5.81424                 NaN            NaN            NaN   25.9887                 NaN   1.32640        51.2689        12.6868                 NaN   2.91497     
  1055.86        2500.00        5.81099                 NaN            NaN            NaN   25.9957                 NaN   1.33711        51.2386        12.6957                 NaN   2.92187     
  1054.39        2500.00        5.79899                 NaN            NaN            NaN   26.0493                 NaN   1.33887        51.2201        12.6638                 NaN   2.92892     
  1052.92        2500.00        5.81524                 NaN            NaN            NaN   26.0367                 NaN   1.34978        51.2082        12.6705                 NaN   2.91954     
  1051.45        2500.00        5.82151                 NaN            NaN            NaN   26.0508                 NaN   1.35684        51.1927        12.6619                 NaN   2.91622     
  1049.98        2500.00        5.82963                 NaN            NaN            NaN   26.0533                 NaN   1.36397        51.1820        12.6580                 NaN   2.91306     
  1048.51        2500.00        5.83002                 NaN            NaN            NaN   26.0863                 NaN   1.36392        51.1616        12.6453                 NaN   2.91288     
  1047.04        2500.00        5.83358                 NaN            NaN            NaN   26.1083                 NaN   1.36968        51.1455        12.6318                 NaN   2.91121     
  1045.57        2500.00        5.83366                 NaN            NaN            NaN   26.1259                 NaN   1.38363        51.1301        12.6161                 NaN   2.91054     
  1044.10        2500.00        5.83931                 NaN            NaN            NaN   26.1237                 NaN   1.39229        51.1206        12.6160                 NaN   2.90811     
  1042.63        2500.00        5.84684                 NaN            NaN            NaN   26.1489                 NaN   1.39824        51.1015        12.6005                 NaN   2.90407     
  1041.16        2500.00        5.85046                 NaN            NaN            NaN   26.1677                 NaN   1.40485        51.0854        12.5895                 NaN   2.90206     
  1039.69        2500.00        5.85822                 NaN            NaN            NaN   26.1717                 NaN   1.41303        51.0734        12.5852                 NaN   2.89853     
  1038.22        2500.00        5.86400                 NaN            NaN            NaN   26.1850                 NaN   1.42046        51.0584        12.5767                 NaN   2.89549     
  1036.75        2500.00        5.86835                 NaN            NaN            NaN   26.2018                 NaN   1.42793        51.0424        12.5666                 NaN   2.89300     
  1035.28        2500.00        5.85870                 NaN            NaN            NaN   26.1633                 NaN   1.41835        51.0939        12.5444                 NaN   2.92141     
  1033.81        2500.00        5.86249                 NaN            NaN            NaN   26.1855                 NaN   1.42859        51.0735        12.5332                 NaN   2.91673     
  1032.34        2500.00        5.87030                 NaN            NaN            NaN   26.2959                 NaN   1.44979        50.9798        12.5155                 NaN   2.88873     
  1030.87        2500.00        5.87509                 NaN            NaN            NaN   26.3142                 NaN   1.45699        50.9628        12.5048                 NaN   2.88607     
  1029.40        2500.00        5.88331                 NaN            NaN            NaN   26.3191                 NaN   1.46653        50.9489        12.5010                 NaN   2.88120     
  1027.93        2500.00        5.87556                 NaN            NaN            NaN   26.3857                 NaN   1.46526        50.9252        12.4624                 NaN   2.88587     
  1026.46        2500.00        5.88514                 NaN            NaN            NaN   26.3828                 NaN   1.48211        50.9052        12.4670                 NaN   2.87766     
  1024.99        2500.00        5.88754                 NaN            NaN            NaN   26.4110                 NaN   1.48472        50.8925        12.4460                 NaN   2.87811     
  1023.52        2500.00        5.88870                 NaN            NaN            NaN   26.4509                 NaN   1.48697        50.8694        12.4273                 NaN   2.87662     
  1022.05        2500.00        5.90040                 NaN            NaN            NaN   26.4379                 NaN   1.50476        50.8560        12.4324                 NaN   2.86857     
  1020.58        2500.00        5.90285                 NaN            NaN            NaN   26.4649                 NaN   1.51406        50.8345        12.4181                 NaN   2.86559     
  1019.11        2500.00        5.90727                 NaN            NaN            NaN   26.4868                 NaN   1.51902        50.8199        12.4030                 NaN   2.86400     
  1017.64        2500.00        5.90895                 NaN            NaN            NaN   26.5176                 NaN   1.53083        50.7941        12.3885                 NaN   2.86001     
  1016.17        2500.00        5.91086                 NaN            NaN            NaN   26.5497                 NaN   1.54620        50.7624        12.3771                 NaN   2.85372     
  1014.70        2500.00        5.91338                 NaN            NaN            NaN   26.5734                 NaN   1.55407        50.7453        12.3616                 NaN   2.85222     
  1013.23        2500.00        5.91564                 NaN            NaN            NaN   26.6056                 NaN   1.56713        50.7169        12.3477                 NaN   2.84695     
  1011.76        2500.00        5.91660                 NaN            NaN            NaN   26.6411                 NaN   1.57831        50.6905        12.3297                 NaN   2.84379     
  1010.29        2500.00        5.92555                 NaN            NaN            NaN   26.6723                 NaN   1.59577        50.6624        12.3039                 NaN   2.84011     
  1008.82        2500.00        5.93970                 NaN            NaN            NaN   26.6320                 NaN   1.58940        50.6779        12.3257                 NaN   2.83530     
  1007.35        2500.00        5.94435                 NaN            NaN            NaN   26.6238                 NaN   1.65378        50.6549        12.3001                 NaN   2.82313     
  1005.88        2500.00        5.94439                 NaN            NaN            NaN   26.6874                 NaN   1.59096        50.6523        12.2900                 NaN   2.83493     
  1004.41        2500.00        5.93487                 NaN            NaN            NaN   26.7711                 NaN   1.63320        50.5760        12.2623                 NaN   2.82248     
  1002.94        2500.00        5.94145                 NaN            NaN            NaN   26.7938                 NaN   1.64194        50.5537        12.2523                 NaN   2.81682     
  1001.47        2500.00        5.94507                 NaN            NaN            NaN   26.8238                 NaN   1.65272        50.5287        12.2376                 NaN   2.81215     
  1000.00        2500.00        5.94724                 NaN            NaN            NaN   26.8589                 NaN   1.66579        50.5000        12.2209                 NaN   2.80709     
