|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/TAY13/TAY13_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1251.66        500.000        97.7448                 NaN            NaN  0.562902                 NaN            NaN  0.286044                 NaN   1.40623                 NaN            NaN
  1250.24        500.000        97.8170                 NaN            NaN  0.543626                 NaN            NaN  0.277572                 NaN   1.36178                 NaN            NaN
  1248.82        500.000        97.8887                 NaN            NaN  0.526024                 NaN            NaN  0.267475                 NaN   1.31781                 NaN            NaN
  1247.40        500.000        97.9509                 NaN            NaN  0.510761                 NaN            NaN  0.260639                 NaN   1.27774                 NaN            NaN
  1245.98        500.000        98.0154                 NaN            NaN  0.495474                 NaN            NaN  0.250957                 NaN   1.23820                 NaN            NaN
  1244.55        500.000        98.0736                 NaN            NaN  0.481012                 NaN            NaN  0.243891                 NaN   1.20153                 NaN            NaN
  1243.13        500.000        98.1286                 NaN            NaN  0.467803                 NaN            NaN  0.236704                 NaN   1.16693                 NaN            NaN
  1241.71        500.000        98.1831                 NaN            NaN  0.454807                 NaN            NaN  0.228938                 NaN   1.13312                 NaN            NaN
  1240.29        500.000        98.2360                 NaN            NaN  0.441534                 NaN            NaN  0.221490                 NaN   1.10101                 NaN            NaN
  1238.87        500.000        98.2832                 NaN            NaN  0.429323                 NaN            NaN  0.217146                 NaN   1.07038                 NaN            NaN
  1237.45        500.000        98.3295                 NaN            NaN  0.418389                 NaN            NaN  0.210174                 NaN   1.04189                 NaN            NaN
  1236.02        500.000        98.3720                 NaN            NaN  0.408408                 NaN            NaN  0.204466                 NaN   1.01510                 NaN            NaN
  1234.60        500.000        98.4152                 NaN            NaN  0.397617                 NaN            NaN  0.199037                 NaN  0.988150                 NaN            NaN
  1233.18        500.000        98.4544                 NaN            NaN  0.387331                 NaN            NaN  0.194937                 NaN  0.963309                 NaN            NaN
  1231.76        500.000        98.4922                 NaN            NaN  0.378565                 NaN            NaN  0.190142                 NaN  0.939110                 NaN            NaN
  1230.34        500.000        98.5321                 NaN            NaN  0.369132                 NaN            NaN  0.183200                 NaN  0.915582                 NaN            NaN
  1228.91        500.000        98.5670                 NaN            NaN  0.361399                 NaN            NaN  0.177518                 NaN  0.894117                 NaN            NaN
  1227.49        500.000        98.6029                 NaN            NaN  0.351882                 NaN            NaN  0.173393                 NaN  0.871871                 NaN            NaN
  1226.07        500.000        98.6341                 NaN            NaN  0.345035                 NaN            NaN  0.167773                 NaN  0.853065                 NaN            NaN
  1224.65        500.000        98.6646                 NaN            NaN  0.336985                 NaN            NaN  0.166238                 NaN  0.832128                 NaN            NaN
  1223.23        500.000        98.6953                 NaN            NaN  0.329597                 NaN            NaN  0.161709                 NaN  0.813380                 NaN            NaN
  1221.81        500.000        98.7260                 NaN            NaN  0.321700                 NaN            NaN  0.157567                 NaN  0.794749                 NaN            NaN
  1220.38        500.000        98.7542                 NaN            NaN  0.315181                 NaN            NaN  0.153366                 NaN  0.777218                 NaN            NaN
  1218.96        500.000        98.7793                 NaN            NaN  0.308741                 NaN            NaN  0.151495                 NaN  0.760433                 NaN            NaN
  1217.54        500.000        98.7536                 NaN            NaN  0.301164                 NaN            NaN  0.153400                 NaN  0.782375       0.941846E-002            NaN
  1216.12        500.000        98.7373                 NaN            NaN  0.292352                 NaN            NaN  0.155166                 NaN  0.797806       0.173878E-001            NaN
  1214.70        500.000        98.7678                 NaN            NaN  0.285372                 NaN            NaN  0.149726                 NaN  0.780159       0.169285E-001            NaN
  1213.27        500.000        98.7969                 NaN            NaN  0.279154                 NaN            NaN  0.144544                 NaN  0.762957       0.164834E-001            NaN
  1211.85        500.000        98.8286                 NaN            NaN  0.271433                 NaN            NaN  0.140894                 NaN  0.743467       0.156337E-001            NaN
  1210.43        500.000        98.8568                 NaN            NaN  0.264992                 NaN            NaN  0.136797                 NaN  0.726372       0.150157E-001            NaN
  1209.01        500.000        98.9058                 NaN            NaN  0.185845                 NaN            NaN  0.118398                 NaN  0.770257       0.197257E-001            NaN
  1207.59        500.000        82.7036                 NaN            NaN   1.49349                 NaN            NaN   1.39332                 NaN   7.34189       0.977899E-001   6.96988     
  1206.17        500.000        94.1471                 NaN            NaN  0.824018                 NaN            NaN  0.494994                 NaN   2.31640       0.193524E-001   2.19816     
  1204.74        500.000        93.9063                 NaN            NaN  0.821944                 NaN            NaN  0.508877                 NaN   2.42438       0.207466E-001   2.31771     
  1203.32        500.000        95.8593                 NaN            NaN  0.549866                 NaN            NaN  0.357762                 NaN   1.61286       0.112134E-001   1.60898     
  1201.90        500.000        97.1619                 NaN            NaN  0.643007E-001  0.316256                 NaN  0.214904                 NaN   1.00283       0.700928E-002   1.23280     
  1200.48        500.000        91.5331                 NaN            NaN  0.168171       0.745813                 NaN  0.623871                 NaN   3.36327       0.408207E-001   3.52500     
  1199.06        500.000        92.0356                 NaN            NaN  0.778487                 NaN            NaN  0.632748                 NaN   3.23409       0.308386E-001   3.28821     
  1197.63        500.000        92.6636                 NaN            NaN  0.813987                 NaN            NaN  0.560172                 NaN   2.98920       0.312180E-001   2.94186     
  1196.21        500.000        88.4342       0.214670E-002            NaN   1.12794                 NaN            NaN  0.888080                 NaN   4.74830       0.466863E-001   4.75266     
  1194.79        500.000        94.7857                 NaN            NaN  0.561529                 NaN            NaN  0.396308                 NaN   2.14232       0.191647E-001   2.09502     
  1193.37        500.000        89.0034                 NaN            NaN  0.983400       0.406171E-001            NaN  0.826844                 NaN   4.58558       0.397499E-001   4.52042     
  1191.95        500.000        77.4673                 NaN            NaN   2.11185       0.307550E-004            NaN   1.65460                 NaN   9.47440       0.717334E-001   9.22012     
  1190.53        500.000                 NaN            NaN            NaN   8.18916       0.175196       0.233445E-004   7.01276                 NaN   43.0539       0.331080        41.2379     
  1189.10        500.000                 NaN            NaN            NaN   8.26406       0.944476E-001            NaN   7.00397                 NaN   43.0670       0.332570        41.2380     
  1187.68        500.000                 NaN            NaN            NaN   8.36319                 NaN            NaN   7.01264                 NaN   43.0543       0.330951        41.2389     
  1186.26        500.000                 NaN            NaN            NaN   8.35984       0.121187E-001            NaN   7.01623                 NaN   43.0385       0.330567        41.2427     
  1184.84        500.000                 NaN            NaN            NaN   8.36956                 NaN            NaN   7.02082                 NaN   43.0384       0.329426        41.2418     
  1183.42        500.000                 NaN            NaN            NaN   8.36600                 NaN            NaN   7.02045                 NaN   43.0419       0.329213        41.2424     
  1181.99        500.000                 NaN            NaN            NaN   8.36994                 NaN            NaN   7.02367                 NaN   43.0341       0.328111        41.2442     
  1180.57        500.000                 NaN            NaN            NaN   8.37287                 NaN            NaN   7.02657                 NaN   43.0273       0.327420        41.2458     
  1179.15        500.000                 NaN            NaN            NaN   8.37582                 NaN            NaN   7.02954                 NaN   43.0206       0.326649        41.2474     
  1177.73        500.000                 NaN            NaN            NaN   8.37801                 NaN            NaN   7.03195                 NaN   43.0152       0.326047        41.2488     
  1176.31        500.000                 NaN            NaN            NaN   8.38092                 NaN            NaN   7.03489                 NaN   43.0086       0.325292        41.2503     
  1174.89        500.000                 NaN            NaN            NaN   8.38387                 NaN            NaN   7.03785                 NaN   43.0019       0.324534        41.2519     
  1173.46        500.000                 NaN            NaN            NaN   8.38695                 NaN            NaN   7.04095                 NaN   42.9949       0.323745        41.2534     
  1172.04        500.000                 NaN            NaN            NaN   8.39011                 NaN            NaN   7.04412                 NaN   42.9878       0.322934        41.2550     
  1170.62        500.000                 NaN            NaN            NaN   2.20383        6.18955                 NaN   7.04739                 NaN   42.9805       0.322100        41.2566     
  1169.20        500.000                 NaN            NaN            NaN   8.39846                 NaN            NaN   7.04875                 NaN   42.9723       0.321628        41.2588     
  1167.78        500.000                 NaN            NaN            NaN   8.38196                 NaN            NaN   7.03864                 NaN   42.9980       0.325255        41.2561     
  1166.35        500.000                 NaN            NaN            NaN   8.38557                 NaN            NaN   7.04187                 NaN   42.9903       0.324435        41.2578     
  1164.93        500.000                 NaN            NaN            NaN   8.40029                 NaN            NaN   7.05247                 NaN   42.9646       0.320913        41.2617     
  1163.51        500.000                 NaN            NaN            NaN   8.39452                 NaN            NaN   7.04990                 NaN   42.9717       0.322281        41.2616     
  1162.09        500.000                 NaN            NaN            NaN   2.68574        5.71555                 NaN   7.05792                 NaN   42.9571       0.319576        41.2641     
  1160.67        500.000                 NaN            NaN            NaN   2.82303        5.57897                 NaN   7.05910                 NaN   42.9544       0.319306        41.2652     
  1159.24        500.000                 NaN            NaN            NaN   3.28762        5.11552                 NaN   7.05965                 NaN   42.9516       0.319225        41.2664     
  1157.82        500.000                 NaN            NaN            NaN   6.10488        2.25557                 NaN   7.02990                 NaN   43.0223       0.327265        41.2601     
  1156.40        500.000                 NaN            NaN            NaN   4.94208        3.45713                 NaN   7.05813                 NaN   42.9543       0.320148        41.2682     
  1154.98        500.000                 NaN            NaN            NaN   8.41964                 NaN            NaN   7.07169                 NaN   42.9201       0.315637        41.2729     
  1153.56        500.000                 NaN            NaN            NaN   8.42020                 NaN            NaN   7.06405                 NaN   42.9233       0.317346        41.2751     
  1152.14        500.000                 NaN            NaN            NaN   4.66964        3.73277                 NaN   7.06532                 NaN   42.9433       0.317742        41.2712     
  1150.71        500.000                 NaN            NaN            NaN   4.61077        3.79121                 NaN   7.06576                 NaN   42.9425       0.317660        41.2721     
  1149.29        500.000                 NaN            NaN            NaN   4.51136        3.89073                 NaN   7.06542                 NaN   42.9414       0.317692        41.2734     
  1147.87        500.000                 NaN            NaN            NaN   4.07920        4.32919                 NaN   7.06936                 NaN   42.9300       0.316930        41.2753     
  1146.45        500.000                 NaN            NaN            NaN   4.28146        4.11818                 NaN   7.06445                 NaN   42.9426       0.318155        41.2751     
  1145.03        500.000                 NaN            NaN            NaN   8.42405                 NaN            NaN   7.08038                 NaN   42.9012       0.314013        41.2803     
  1143.60        500.000                 NaN            NaN            NaN   4.15235        4.24682                 NaN   7.06491                 NaN   42.9408       0.318057        41.2771     
  1142.18        500.000                 NaN            NaN            NaN   4.09377        4.30517                 NaN   7.06513                 NaN   42.9398       0.318004        41.2781     
  1140.76        500.000                 NaN            NaN            NaN   2.08381        6.34206                 NaN   7.08390                 NaN   42.8934       0.313346        41.2835     
  1139.34        500.000                 NaN            NaN            NaN   3.98544        4.41304                 NaN   7.06551                 NaN   42.9381       0.317914        41.2800     
  1137.92        500.000                 NaN            NaN            NaN   3.93806        4.46015                 NaN   7.06567                 NaN   42.9372       0.317874        41.2810     
  1136.50        500.000                 NaN            NaN            NaN   3.59637        4.79660                 NaN   7.06057                 NaN   42.9462       0.319032        41.2812     
  1135.07        500.000                 NaN            NaN            NaN   4.82560        3.58295                 NaN   7.07524                 NaN   42.9163       0.315581        41.2843     
  1133.65        500.000                 NaN            NaN            NaN   4.93073        3.47849                 NaN   7.07620                 NaN   42.9138       0.315345        41.2854     
  1132.23        500.000                 NaN            NaN            NaN   5.74036        2.67914                 NaN   7.08358                 NaN   42.8952       0.313426        41.2883     
  1130.81        500.000                 NaN            NaN            NaN   5.05145        3.35826                 NaN   7.07767                 NaN   42.9102       0.315012        41.2874     
  1129.39        500.000                 NaN            NaN            NaN   8.45512                 NaN            NaN   7.11015                 NaN   42.8318       0.305532        41.2974     
  1127.96        500.000                 NaN            NaN            NaN   8.45738                 NaN            NaN   7.11249                 NaN   42.8264       0.304900        41.2988     
  1126.54        500.000                 NaN            NaN            NaN   6.84649        1.58526                 NaN   7.09475                 NaN   42.8685       0.310538        41.2945     
  1125.12        500.000                 NaN            NaN            NaN   8.46077                 NaN            NaN   7.11618                 NaN   42.8178       0.303901        41.3013     
  1123.70        500.000                 NaN            NaN            NaN   5.83857        2.54227                 NaN   7.05229                 NaN   42.9576       0.321046        41.2883     
  1122.28        500.000                 NaN            NaN            NaN   5.84375        2.53681                 NaN   7.05226                 NaN   42.9569       0.321040        41.2892     
  1120.86        500.000                 NaN            NaN            NaN   5.84842        2.53186                 NaN   7.05223                 NaN   42.9562       0.321032        41.2902     
  1119.43        500.000                 NaN            NaN            NaN   6.04839        2.32572                 NaN   7.04675                 NaN   42.9666       0.322386        41.2902     
  1118.01        500.000                 NaN            NaN            NaN   6.02919        2.38856                 NaN   7.08716                 NaN   42.8847       0.312574        41.2978     
  1116.59        500.000                 NaN            NaN            NaN   5.86133        2.51799                 NaN   7.05215                 NaN   42.9544       0.321051        41.2931     
  1115.17        500.000                 NaN            NaN            NaN   5.86018        2.51922                 NaN   7.05221                 NaN   42.9532       0.320973        41.2942     
  1113.75        500.000                 NaN            NaN            NaN   8.46817                 NaN            NaN   7.12180                 NaN   42.7946       0.303176        41.3123     
  1112.32        500.000                 NaN            NaN            NaN   1.89072       0.359481E-001   6.53456        7.11970                 NaN   42.8054       0.303235        41.3104     
  1110.90        500.000                 NaN            NaN            NaN   6.35464        2.07709                 NaN   7.09998                 NaN   42.8538       0.309191        41.3053     
  1109.48        500.000                 NaN            NaN            NaN   8.47621                 NaN            NaN   7.13426                 NaN   42.7753       0.299353        41.3149     
  1108.06        500.000                 NaN            NaN            NaN   5.81339        2.61083                 NaN   7.09593                 NaN   42.8634       0.310303        41.3061     
  1106.64        500.000                 NaN            NaN            NaN   5.85707        2.52111                 NaN   7.05251                 NaN   42.9485       0.320804        41.3000     
  1105.22        500.000                 NaN            NaN            NaN   5.67720        2.76268                 NaN   7.10731                 NaN   42.8349       0.306719        41.3112     
  1103.79        500.000                 NaN            NaN            NaN   1.61824        6.85782                 NaN   7.13514                 NaN   42.7709       0.299303        41.3186     
  1102.37        500.000                 NaN            NaN            NaN   5.38708        3.04011                 NaN   7.09974                 NaN   42.8533       0.309192        41.3106     
  1100.95        500.000                 NaN            NaN            NaN   5.31627        3.11236                 NaN   7.10107                 NaN   42.8496       0.308772        41.3119     
  1099.53        500.000                 NaN            NaN            NaN   5.26269        3.16638                 NaN   7.10184                 NaN   42.8475       0.308569        41.3130     
  1098.11        500.000                 NaN            NaN            NaN   5.17228        3.25660                 NaN   7.10229                 NaN   42.8464       0.308445        41.3139     
  1096.68        500.000                 NaN            NaN            NaN   8.50823                 NaN            NaN   7.16279                 NaN   42.7081       0.290830        41.3301     
  1095.26        500.000                 NaN            NaN            NaN   5.27773        3.13093                 NaN   7.08781                 NaN   42.8785       0.312412        41.3127     
  1093.84        500.000                 NaN            NaN            NaN   5.26408        3.14512                 NaN   7.08853                 NaN   42.8763       0.312202        41.3138     
  1092.42        500.000                 NaN            NaN            NaN   5.24976        3.16003                 NaN   7.08929                 NaN   42.8741       0.311985        41.3149     
  1091.00        500.000                 NaN            NaN            NaN   5.23469        3.17573                 NaN   7.09007                 NaN   42.8718       0.311758        41.3160     
  1089.58        500.000                 NaN            NaN            NaN   5.21878        3.19230                 NaN   7.09088                 NaN   42.8694       0.311523        41.3171     
  1088.15        500.000                 NaN            NaN            NaN   5.20185        3.20995                 NaN   7.09173                 NaN   42.8669       0.311273        41.3183     
  1086.73        500.000                 NaN            NaN            NaN   3.12167        3.77066        1.61067        7.16072                 NaN   42.7083       0.291991        41.3360     
  1085.31        500.000                 NaN            NaN            NaN   5.16282        3.25071                 NaN   7.09387                 NaN   42.8614       0.310673        41.3205     
  1083.89        500.000                 NaN            NaN            NaN   4.39949        4.10635                 NaN   7.16140                 NaN   42.7032       0.291365        41.3382     
  1082.47        500.000                 NaN            NaN            NaN   6.26343        2.25991                 NaN   7.17638                 NaN   42.6715       0.286693        41.3421     
  1081.04        500.000                 NaN            NaN            NaN   3.88706        3.19790        1.42695        7.16912                 NaN   42.6880       0.289535        41.3414     
  1079.62        500.000                 NaN            NaN            NaN   4.08215        4.38825                 NaN   7.13908                 NaN   42.7579       0.297936        41.3347     
  1078.20        500.000                 NaN            NaN            NaN   4.38582        3.02130        1.10938        7.17350                 NaN   42.6775       0.288267        41.3442     
  1076.78        500.000                 NaN            NaN            NaN   4.62368        2.94239       0.952813        7.17577                 NaN   42.6721       0.287612        41.3457     
  1075.36        500.000                 NaN            NaN            NaN   4.85505        2.86898       0.797277        7.17810                 NaN   42.6665       0.286940        41.3471     
  1073.94        500.000                 NaN            NaN            NaN   3.30295        5.16757                 NaN   7.14429                 NaN   42.7498       0.296822        41.3386     
  1072.51        500.000                 NaN            NaN            NaN   2.68811        5.85993                 NaN   7.20013                 NaN   42.6176       0.280022        41.3542     
  1071.09        500.000                 NaN            NaN            NaN   4.70516        3.82865                 NaN   7.18907                 NaN   42.6409       0.283522        41.3527     
  1069.67        500.000                 NaN            NaN            NaN   1.96367        6.58915                 NaN   7.20450                 NaN   42.6069       0.278746        41.3571     
  1068.25        500.000                 NaN            NaN            NaN   2.64893       0.412342        5.49441        7.20693                 NaN   42.6008       0.277974        41.3586     
  1066.83        500.000                 NaN            NaN            NaN   4.50295        2.60086        1.44229        7.19936                 NaN   42.6163       0.280527        41.3577     
  1065.40        500.000                 NaN            NaN            NaN   5.00193        3.56549                 NaN   7.21716                 NaN   42.5777       0.274859        41.3628     
  1063.98        500.000                 NaN            NaN            NaN   2.94384        5.61645                 NaN   7.21158                 NaN   42.5890       0.276728        41.3624     
  1062.56        500.000                 NaN            NaN            NaN   5.56678        2.99031                 NaN   7.20918                 NaN   42.5934       0.277502        41.3628     
  1061.14        500.000                 NaN            NaN            NaN   3.68816        4.87743                 NaN   7.21626                 NaN   42.5775       0.275330        41.3653     
  1059.72        500.000                 NaN            NaN            NaN   5.54811        3.01699                 NaN   7.21609                 NaN   42.5771       0.275408        41.3663     
  1058.30        500.000                 NaN            NaN            NaN   5.74732        2.79369       0.266776E-001   7.21844                 NaN   42.5714       0.274719        41.3678     
  1056.87        500.000                 NaN            NaN            NaN   5.83002        2.74074                 NaN   7.22118                 NaN   42.5648       0.273902        41.3693     
  1055.45        500.000                 NaN            NaN            NaN   5.89795        2.67532       0.608867E-003   7.22396                 NaN   42.5582       0.273071        41.3709     
  1054.03        500.000                 NaN            NaN            NaN   5.96919        2.60722       0.599378E-003   7.22674                 NaN   42.5515       0.272237        41.3725     
  1052.61        500.000                 NaN            NaN            NaN   6.04353        2.53605       0.579165E-003   7.22953                 NaN   42.5449       0.271399        41.3741     
  1051.19        500.000                 NaN            NaN            NaN   6.12168        2.46127       0.380978E-003   7.23232                 NaN   42.5382       0.270556        41.3756     
  1049.76        500.000                 NaN            NaN            NaN   6.20436        2.38192       0.243385E-003   7.23514                 NaN   42.5314       0.269704        41.3772     
  1048.34        500.000                 NaN            NaN            NaN   6.29282        2.29694                 NaN   7.23798                 NaN   42.5246       0.268842        41.3788     
  1046.92        500.000                 NaN            NaN            NaN   1.92068        6.67378       0.171496E-003   7.24210                 NaN   42.5153       0.267541        41.3804     
  1045.50        500.000                 NaN   1.28156                 NaN   6.30506                 NaN            NaN   6.90570                 NaN   43.2310       0.378809        41.8979     
  1044.08        500.000                 NaN            NaN            NaN   1.65166        6.95008                 NaN   7.24835                 NaN   42.5007       0.265614        41.3836     
  1042.65        500.000                 NaN            NaN            NaN   1.48609        7.11945                 NaN   7.25168                 NaN   42.4929       0.264579        41.3853     
  1041.23        500.000                 NaN            NaN            NaN   6.64626        1.96658                 NaN   7.25741                 NaN   42.4790       0.262827        41.3879     
  1039.81        500.000                 NaN            NaN            NaN   7.60608        1.00827                 NaN   7.25921                 NaN   42.4754       0.262215        41.3888     
  1038.39        500.000                 NaN            NaN            NaN   3.45466        5.16017                 NaN   7.25869                 NaN   42.4735       0.262477        41.3905     
  1036.97        500.000                 NaN            NaN            NaN   3.18948        5.42763                 NaN   7.26079                 NaN   42.4683       0.261867        41.3919     
  1035.55        500.000                 NaN  0.718293                 NaN   6.59536       0.759619                 NaN   7.08363                 NaN   42.8355       0.320359        41.6873     
  1034.12        500.000                 NaN  0.720921                 NaN   6.37516       0.975990                 NaN   7.08367                 NaN   42.8343       0.320396        41.6896     
  1032.70        500.000                 NaN  0.716814                 NaN   6.16321        1.19618                 NaN   7.08558                 NaN   42.8293       0.319821        41.6891     
  1031.28        500.000                 NaN   1.11489                 NaN   6.64519                 NaN            NaN   6.97773                 NaN   43.0575       0.355074        41.8496     
  1029.86        500.000                 NaN  0.695563                 NaN   5.76400        1.63541                 NaN   7.09314                 NaN   42.8114       0.317437        41.6830     
  1028.44        500.000                 NaN  0.681228                 NaN   5.57907        1.84715                 NaN   7.09807                 NaN   42.8001       0.315870        41.6785     
  1027.01        500.000                 NaN  0.665847                 NaN   5.40560        2.04942                 NaN   7.10339                 NaN   42.7880       0.314176        41.6735     
  1025.59        500.000                 NaN  0.659471                 NaN   5.26712        2.20027                 NaN   7.10628                 NaN   42.7813       0.313285        41.6723     
  1024.17        500.000                 NaN  0.644156                 NaN   5.11982        2.37650                 NaN   7.11178                 NaN   42.7688       0.311535        41.6674     
  1022.75        500.000                 NaN   1.17091                 NaN   6.55669                 NaN            NaN   6.97136                 NaN   43.0622       0.357471        41.8813     
  1021.33        500.000                 NaN   1.21393                 NaN   6.47142                 NaN            NaN   6.95439                 NaN   43.0999       0.362797        41.8975     
  1019.91        500.000                 NaN   1.22390                 NaN   6.45405                 NaN            NaN   6.95213                 NaN   43.1037       0.363543        41.9027     
  1018.48        500.000                 NaN   1.21654                 NaN   6.47747                 NaN            NaN   6.96106                 NaN   43.0807       0.360906        41.9033     
  1017.06        500.000                 NaN   1.24196                 NaN   6.42251       0.841927E-004            NaN   6.94808                 NaN   43.1103       0.364879        41.9122     
  1015.64        500.000                 NaN   1.18620                 NaN   6.54993                 NaN            NaN   6.98167                 NaN   43.0303       0.354504        41.8974     
  1014.22        500.000                 NaN   1.25410                 NaN   6.41271                 NaN            NaN   6.95292                 NaN   43.0945       0.363628        41.9221     
  1012.80        500.000                 NaN   1.26534                 NaN   6.39343                 NaN            NaN   6.95056                 NaN   43.0984       0.364419        41.9279     
  1011.37        500.000                 NaN   1.27609                 NaN   6.37506                 NaN            NaN   6.94834                 NaN   43.1019       0.365164        41.9334     
  1009.95        500.000                 NaN   1.28640                 NaN   6.35749                 NaN            NaN   6.94625                 NaN   43.1052       0.365866        41.9388     
  1008.53        500.000                 NaN   1.27188                 NaN   6.40470                 NaN            NaN   6.96443                 NaN   43.0597       0.360364        41.9389     
  1007.11        500.000                 NaN   1.29137                 NaN   6.33690                 NaN            NaN   6.93737                 NaN   43.1261       0.368406        41.9399     
  1005.69        500.000                 NaN   1.31531                 NaN   6.30855                 NaN            NaN   6.94064                 NaN   43.1135       0.367768        41.9542     
  1004.27        500.000                 NaN   1.32444                 NaN   6.29322                 NaN            NaN   6.93894                 NaN   43.1159       0.368346        41.9591     
  1002.84        500.000                 NaN   1.33178                 NaN   6.30369                 NaN            NaN   6.95272                 NaN   43.0788       0.364365        41.9686     
  1001.42        500.000                 NaN   1.31301                 NaN   6.29956                 NaN            NaN   6.93291                 NaN   43.1316       0.369873        41.9530     
  1000.00        500.000                 NaN   1.35955                 NaN   6.25701                 NaN            NaN   6.94739                 NaN   43.0872       0.366195        41.9826     
