|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/TAY13/TAY13_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1250.24        500.000        97.5468                 NaN            NaN  0.773021                 NaN            NaN  0.302508                 NaN   1.37767                 NaN            NaN
  1248.82        500.000        97.6247                 NaN            NaN  0.748945                 NaN            NaN  0.291803                 NaN   1.33453                 NaN            NaN
  1247.40        500.000        97.6912                 NaN            NaN  0.728945                 NaN            NaN  0.284634                 NaN   1.29525                 NaN            NaN
  1245.98        500.000        97.7614                 NaN            NaN  0.707856                 NaN            NaN  0.274339                 NaN   1.25643                 NaN            NaN
  1244.55        500.000        97.8242                 NaN            NaN  0.688493                 NaN            NaN  0.266883                 NaN   1.22044                 NaN            NaN
  1243.13        500.000        97.8836                 NaN            NaN  0.670664                 NaN            NaN  0.259279                 NaN   1.18647                 NaN            NaN
  1241.71        500.000        97.9428                 NaN            NaN  0.652919                 NaN            NaN  0.251024                 NaN   1.15324                 NaN            NaN
  1240.29        500.000        98.0006                 NaN            NaN  0.634639                 NaN            NaN  0.243099                 NaN   1.12166                 NaN            NaN
  1238.87        500.000        98.0512                 NaN            NaN  0.618738                 NaN            NaN  0.238567                 NaN   1.09152                 NaN            NaN
  1237.45        500.000        98.1018                 NaN            NaN  0.603542                 NaN            NaN  0.231134                 NaN   1.06351                 NaN            NaN
  1236.02        500.000        98.1476                 NaN            NaN  0.590145                 NaN            NaN  0.225078                 NaN   1.03717                 NaN            NaN
  1234.60        500.000        98.1946                 NaN            NaN  0.575461                 NaN            NaN  0.219316                 NaN   1.01061                 NaN            NaN
  1233.18        500.000        98.2371                 NaN            NaN  0.561784                 NaN            NaN  0.215008                 NaN  0.986148                 NaN            NaN
  1231.76        500.000        98.2778                 NaN            NaN  0.549996                 NaN            NaN  0.209923                 NaN  0.962317                 NaN            NaN
  1230.34        500.000        98.3219                 NaN            NaN  0.536520                 NaN            NaN  0.202456                 NaN  0.939113                 NaN            NaN
  1228.91        500.000        98.3600                 NaN            NaN  0.525715                 NaN            NaN  0.196365                 NaN  0.917958                 NaN            NaN
  1227.49        500.000        98.3992                 NaN            NaN  0.512841                 NaN            NaN  0.191985                 NaN  0.895973                 NaN            NaN
  1226.07        500.000        98.4334                 NaN            NaN  0.503254                 NaN            NaN  0.185937                 NaN  0.877458                 NaN            NaN
  1224.65        500.000        98.4660                 NaN            NaN  0.492903                 NaN            NaN  0.184410                 NaN  0.856725                 NaN            NaN
  1223.23        500.000        98.4996                 NaN            NaN  0.482657                 NaN            NaN  0.179555                 NaN  0.838209                 NaN            NaN
  1221.81        500.000        98.5334                 NaN            NaN  0.471708                 NaN            NaN  0.175121                 NaN  0.819772                 NaN            NaN
  1220.38        500.000        98.5643                 NaN            NaN  0.462622                 NaN            NaN  0.170611                 NaN  0.802435                 NaN            NaN
  1218.96        500.000        98.5911                 NaN            NaN  0.454352                 NaN            NaN  0.168686                 NaN  0.785828                 NaN            NaN
  1217.54        500.000        98.5588                 NaN            NaN  0.443027                 NaN            NaN  0.170962                 NaN  0.809224       0.180043E-001            NaN
  1216.12        500.000        98.5372                 NaN            NaN  0.430406                 NaN            NaN  0.173101                 NaN  0.825987       0.332716E-001            NaN
  1214.70        500.000        98.5715                 NaN            NaN  0.420314                 NaN            NaN  0.167208                 NaN  0.808564       0.324277E-001            NaN
  1213.27        500.000        98.6038                 NaN            NaN  0.411420                 NaN            NaN  0.161588                 NaN  0.791548       0.316084E-001            NaN
  1211.85        500.000        98.6394                 NaN            NaN  0.400847                 NaN            NaN  0.157671                 NaN  0.772111       0.300105E-001            NaN
  1210.43        500.000        98.6710                 NaN            NaN  0.391813                 NaN            NaN  0.153241                 NaN  0.755123       0.288541E-001            NaN
  1209.01        500.000        98.7562                 NaN            NaN  0.271516                 NaN            NaN  0.132771                 NaN  0.801588       0.379456E-001            NaN
  1207.59        500.000        81.3812                 NaN            NaN   2.18368                 NaN            NaN   1.53911                 NaN   7.52509       0.185307        7.18566     
  1206.17        500.000        93.5069                 NaN            NaN   1.21558                 NaN            NaN  0.552492                 NaN   2.39819       0.370551E-001   2.28977     
  1204.74        500.000        93.2521                 NaN            NaN   1.21212                 NaN            NaN  0.568478                 NaN   2.51124       0.397596E-001   2.41633     
  1203.32        500.000        95.4063                 NaN            NaN  0.813581                 NaN            NaN  0.400835                 NaN   1.67543       0.215531E-001   1.68231     
  1201.90        500.000        96.8461                 NaN            NaN  0.965848E-001  0.467742                 NaN  0.241226                 NaN   1.04351       0.134978E-001   1.29134     
  1200.48        500.000        90.7374                 NaN            NaN  0.247918        1.08579                 NaN  0.696720                 NaN   3.48048       0.782101E-001   3.67349     
  1199.06        500.000        91.3022                 NaN            NaN   1.15265                 NaN            NaN  0.707366                 NaN   3.34843       0.591472E-001   3.43018     
  1197.63        500.000        91.9504                 NaN            NaN   1.19503                 NaN            NaN  0.626778                 NaN   3.09638       0.599283E-001   3.07146     
  1196.21        500.000        87.4172       0.375753E-002            NaN   1.65577                 NaN            NaN  0.990333                 NaN   4.89840       0.893227E-001   4.94520     
  1194.79        500.000        94.2727                 NaN            NaN  0.828370                 NaN            NaN  0.444844                 NaN   2.22299       0.369087E-001   2.19416     
  1193.37        500.000        88.0527                 NaN            NaN   1.44848       0.592069E-001            NaN  0.923502                 NaN   4.72926       0.761745E-001   4.71070     
  1191.95        500.000        75.8022                 NaN            NaN   3.06612       0.445434E-004            NaN   1.82924                 NaN   9.65604       0.136071        9.51029     
  1190.53        500.000                 NaN            NaN            NaN   11.1379       0.241977       0.320020E-004   7.25447                 NaN   40.9782       0.587659        39.7998     
  1189.10        500.000                 NaN            NaN            NaN   11.2446       0.130433                 NaN   7.24535                 NaN   40.9908       0.590313        39.7985     
  1187.68        500.000                 NaN            NaN            NaN   11.3793                 NaN            NaN   7.25444                 NaN   40.9799       0.587459        39.7988     
  1186.26        500.000                 NaN            NaN            NaN   11.3714       0.167354E-001            NaN   7.25816                 NaN   40.9655       0.586789        39.8014     
  1184.84        500.000                 NaN            NaN            NaN   11.3860                 NaN            NaN   7.26301                 NaN   40.9663       0.584782        39.7999     
  1183.42        500.000                 NaN            NaN            NaN   11.3842                 NaN            NaN   7.26258                 NaN   40.9697       0.584412        39.7991     
  1181.99        500.000                 NaN            NaN            NaN   11.3889                 NaN            NaN   7.26594                 NaN   40.9629       0.582470        39.7998     
  1180.57        500.000                 NaN            NaN            NaN   11.3922                 NaN            NaN   7.26898                 NaN   40.9571       0.581257        39.8004     
  1179.15        500.000                 NaN            NaN            NaN   11.3956                 NaN            NaN   7.27210                 NaN   40.9514       0.579902        39.8010     
  1177.73        500.000                 NaN            NaN            NaN   11.3982                 NaN            NaN   7.27463                 NaN   40.9470       0.578848        39.8014     
  1176.31        500.000                 NaN            NaN            NaN   11.4015                 NaN            NaN   7.27772                 NaN   40.9413       0.577521        39.8019     
  1174.89        500.000                 NaN            NaN            NaN   11.4048                 NaN            NaN   7.28083                 NaN   40.9357       0.576190        39.8025     
  1173.46        500.000                 NaN            NaN            NaN   11.4083                 NaN            NaN   7.28408                 NaN   40.9297       0.574802        39.8031     
  1172.04        500.000                 NaN            NaN            NaN   11.4119                 NaN            NaN   7.28741                 NaN   40.9236       0.573377        39.8037     
  1170.62        500.000                 NaN            NaN            NaN   2.98737        8.42817                 NaN   7.29083                 NaN   40.9174       0.571910        39.8043     
  1169.20        500.000                 NaN            NaN            NaN   11.4208                 NaN            NaN   7.29228                 NaN   40.9103       0.571087        39.8055     
  1167.78        500.000                 NaN            NaN            NaN   11.4026                 NaN            NaN   7.28192                 NaN   40.9357       0.577545        39.8023     
  1166.35        500.000                 NaN            NaN            NaN   11.4065                 NaN            NaN   7.28530                 NaN   40.9291       0.576103        39.8030     
  1164.93        500.000                 NaN            NaN            NaN   11.4233                 NaN            NaN   7.29626                 NaN   40.9050       0.569859        39.8055     
  1163.51        500.000                 NaN            NaN            NaN   11.4167                 NaN            NaN   7.29367                 NaN   40.9126       0.572304        39.8047     
  1162.09        500.000                 NaN            NaN            NaN   3.63583        7.78962                 NaN   7.30198                 NaN   40.8991       0.567512        39.8059     
  1160.67        500.000                 NaN            NaN            NaN   3.82174        7.60469                 NaN   7.30323                 NaN   40.8972       0.567047        39.8061     
  1159.24        500.000                 NaN            NaN            NaN   4.45351        6.97412                 NaN   7.30385                 NaN   40.8952       0.566916        39.8064     
  1157.82        500.000                 NaN            NaN            NaN   8.30122        3.08376                 NaN   7.27300                 NaN   40.9621       0.581199        39.7987     
  1156.40        500.000                 NaN            NaN            NaN   6.74296        4.68188                 NaN   7.30228                 NaN   40.8986       0.568576        39.8057     
  1154.98        500.000                 NaN            NaN            NaN   11.4462                 NaN            NaN   7.31640                 NaN   40.8672       0.560583        39.8096     
  1153.56        500.000                 NaN            NaN            NaN   11.4465                 NaN            NaN   7.30851                 NaN   40.8708       0.563630        39.8106     
  1152.14        500.000                 NaN            NaN            NaN   6.37364        5.05568                 NaN   7.30988                 NaN   40.8904       0.564348        39.8061     
  1150.71        500.000                 NaN            NaN            NaN   6.29409        5.13501                 NaN   7.31039                 NaN   40.8903       0.564217        39.8060     
  1149.29        500.000                 NaN            NaN            NaN   6.15952        5.26996                 NaN   7.31007                 NaN   40.8899       0.564286        39.8063     
  1147.87        500.000                 NaN            NaN            NaN   5.52487        5.91046                 NaN   7.31423                 NaN   40.8800       0.562950        39.8075     
  1146.45        500.000                 NaN            NaN            NaN   5.84908        5.57838                 NaN   7.30914                 NaN   40.8922       0.565136        39.8060     
  1145.03        500.000                 NaN            NaN            NaN   11.4520                 NaN            NaN   7.32572                 NaN   40.8541       0.557795        39.8104     
  1143.60        500.000                 NaN            NaN            NaN   5.67455        5.75299                 NaN   7.30969                 NaN   40.8918       0.564987        39.8060     
  1142.18        500.000                 NaN            NaN            NaN   5.59536        5.83222                 NaN   7.30996                 NaN   40.8915       0.564907        39.8060     
  1140.76        500.000                 NaN            NaN            NaN   2.84042        8.61391                 NaN   7.32950                 NaN   40.8487       0.556652        39.8108     
  1139.34        500.000                 NaN            NaN            NaN   5.44891        5.97873                 NaN   7.31042                 NaN   40.8911       0.564773        39.8060     
  1137.92        500.000                 NaN            NaN            NaN   5.38491        6.04274                 NaN   7.31063                 NaN   40.8910       0.564716        39.8060     
  1136.50        500.000                 NaN            NaN            NaN   4.92373        6.49876                 NaN   7.30538                 NaN   40.9001       0.566786        39.8052     
  1135.07        500.000                 NaN            NaN            NaN   6.53766        4.90037                 NaN   7.32068                 NaN   40.8729       0.560674        39.8077     
  1133.65        500.000                 NaN            NaN            NaN   6.68060        4.75837                 NaN   7.32172                 NaN   40.8712       0.560269        39.8079     
  1132.23        500.000                 NaN            NaN            NaN   7.78409        3.66559                 NaN   7.32940                 NaN   40.8543       0.556874        39.8098     
  1130.81        500.000                 NaN            NaN            NaN   6.84439        4.59560                 NaN   7.32332                 NaN   40.8690       0.559704        39.8080     
  1129.39        500.000                 NaN            NaN            NaN   11.4886                 NaN            NaN   7.35693                 NaN   40.7952       0.542871        39.8164     
  1127.96        500.000                 NaN            NaN            NaN   11.4913                 NaN            NaN   7.35939                 NaN   40.7907       0.541761        39.8168     
  1126.54        500.000                 NaN            NaN            NaN   9.29284        2.17055                 NaN   7.34113                 NaN   40.8316       0.551795        39.8121     
  1125.12        500.000                 NaN            NaN            NaN   11.4954                 NaN            NaN   7.36329                 NaN   40.7839       0.540012        39.8174     
  1123.70        500.000                 NaN            NaN            NaN   7.91273        3.49934                 NaN   7.29717                 NaN   40.9167       0.570486        39.8036     
  1122.28        500.000                 NaN            NaN            NaN   7.91999        3.49205                 NaN   7.29717                 NaN   40.9167       0.570489        39.8036     
  1120.86        500.000                 NaN            NaN            NaN   7.92657        3.48545                 NaN   7.29718                 NaN   40.9167       0.570488        39.8036     
  1119.43        500.000                 NaN            NaN            NaN   8.20233        3.20360                 NaN   7.29153                 NaN   40.9270       0.572908        39.8026     
  1118.01        500.000                 NaN            NaN            NaN   8.17662        3.27379                 NaN   7.33351                 NaN   40.8509       0.555493        39.8097     
  1116.59        500.000                 NaN            NaN            NaN   7.94480        3.46700                 NaN   7.29721                 NaN   40.9168       0.570563        39.8036     
  1115.17        500.000                 NaN            NaN            NaN   7.94349        3.46873                 NaN   7.29730                 NaN   40.9164       0.570437        39.8037     
  1113.75        500.000                 NaN            NaN            NaN   11.5042                 NaN            NaN   7.36942                 NaN   40.7670       0.538825        39.8205     
  1112.32        500.000                 NaN            NaN            NaN   2.56306       0.492892E-001   8.88545        7.36730                 NaN   40.7780       0.538944        39.8179     
  1110.90        500.000                 NaN            NaN            NaN   8.61950        2.84676                 NaN   7.34699                 NaN   40.8249       0.549547        39.8123     
  1109.48        500.000                 NaN            NaN            NaN   11.5140                 NaN            NaN   7.38247                 NaN   40.7509       0.532072        39.8205     
  1108.06        500.000                 NaN            NaN            NaN   7.88093        3.57837                 NaN   7.34286                 NaN   40.8351       0.551548        39.8112     
  1106.64        500.000                 NaN            NaN            NaN   7.94076        3.47178                 NaN   7.29784                 NaN   40.9157       0.570218        39.8037     
  1105.22        500.000                 NaN            NaN            NaN   7.69138        3.78526                 NaN   7.35470                 NaN   40.8093       0.545202        39.8142     
  1103.79        500.000                 NaN            NaN            NaN   2.21695        9.29719                 NaN   7.38359                 NaN   40.7496       0.532037        39.8207     
  1102.37        500.000                 NaN            NaN            NaN   7.29933        4.16419                 NaN   7.34696                 NaN   40.8281       0.549626        39.8118     
  1100.95        500.000                 NaN            NaN            NaN   7.20283        4.26252                 NaN   7.34837                 NaN   40.8252       0.548892        39.8121     
  1099.53        500.000                 NaN            NaN            NaN   7.12997        4.33608                 NaN   7.34921                 NaN   40.8240       0.548544        39.8122     
  1098.11        500.000                 NaN            NaN            NaN   7.00725        4.45894                 NaN   7.34971                 NaN   40.8235       0.548336        39.8122     
  1096.68        500.000                 NaN            NaN            NaN   11.5514                 NaN            NaN   7.41231                 NaN   40.6926       0.517031        39.8266     
  1095.26        500.000                 NaN            NaN            NaN   7.15716        4.28919                 NaN   7.33473                 NaN   40.8547       0.555410        39.8088     
  1093.84        500.000                 NaN            NaN            NaN   7.13888        4.30833                 NaN   7.33552                 NaN   40.8533       0.555050        39.8089     
  1092.42        500.000                 NaN            NaN            NaN   7.11968        4.32843                 NaN   7.33634                 NaN   40.8518       0.554676        39.8090     
  1091.00        500.000                 NaN            NaN            NaN   7.09945        4.34958                 NaN   7.33718                 NaN   40.8503       0.554287        39.8092     
  1089.58        500.000                 NaN            NaN            NaN   7.07810        4.37191                 NaN   7.33806                 NaN   40.8487       0.553881        39.8093     
  1088.15        500.000                 NaN            NaN            NaN   7.05536        4.39569                 NaN   7.33898                 NaN   40.8470       0.553449        39.8095     
  1086.73        500.000                 NaN            NaN            NaN   4.26827        5.08979        2.18792        7.41053                 NaN   40.6980       0.519187        39.8263     
  1085.31        500.000                 NaN            NaN            NaN   7.00286        4.45054                 NaN   7.34127                 NaN   40.8431       0.552409        39.8098     
  1083.89        500.000                 NaN            NaN            NaN   6.01370        5.53559                 NaN   7.41134                 NaN   40.6946       0.518100        39.8267     
  1082.47        500.000                 NaN            NaN            NaN   8.52747        3.04177                 NaN   7.42683                 NaN   40.6648       0.509800        39.8293     
  1081.04        500.000                 NaN            NaN            NaN   5.31126        4.30933        1.93561        7.41942                 NaN   40.6815       0.514869        39.8280     
  1079.62        500.000                 NaN            NaN            NaN   5.51855        5.99486                 NaN   7.38831                 NaN   40.7481       0.529818        39.8203     
  1078.20        500.000                 NaN            NaN            NaN   5.99039        4.06767        1.50350        7.42403                 NaN   40.6728       0.512641        39.8290     
  1076.78        500.000                 NaN            NaN            NaN   6.31396        3.95963        1.29072        7.42642                 NaN   40.6683       0.511487        39.8294     
  1075.36        500.000                 NaN            NaN            NaN   6.62848        3.85909        1.07954        7.42887                 NaN   40.6638       0.510305        39.8299     
  1073.94        500.000                 NaN            NaN            NaN   4.45431        7.06075                 NaN   7.39385                 NaN   40.7429       0.527886        39.8203     
  1072.51        500.000                 NaN            NaN            NaN   3.66135        7.93664                 NaN   7.45166                 NaN   40.6180       0.498017        39.8344     
  1071.09        500.000                 NaN            NaN            NaN   6.42008        5.16224                 NaN   7.44029                 NaN   40.6409       0.504257        39.8322     
  1069.67        500.000                 NaN            NaN            NaN   2.67910        8.92445                 NaN   7.45626                 NaN   40.6091       0.495772        39.8353     
  1068.25        500.000                 NaN            NaN            NaN   3.61340       0.553722        7.43970        7.45882                 NaN   40.6040       0.494411        39.8360     
  1066.83        500.000                 NaN            NaN            NaN   6.14139        3.50161        1.95276        7.45108                 NaN   40.6198       0.498968        39.8344     
  1065.40        500.000                 NaN            NaN            NaN   6.79062        4.82984                 NaN   7.46946                 NaN   40.5832       0.488892        39.8380     
  1063.98        500.000                 NaN            NaN            NaN   4.01341        7.59885                 NaN   7.46376                 NaN   40.5949       0.492231        39.8369     
  1062.56        500.000                 NaN            NaN            NaN   7.58785        4.02060                 NaN   7.46136                 NaN   40.5999       0.493622        39.8366     
  1061.14        500.000                 NaN            NaN            NaN   5.02579        6.59257                 NaN   7.46869                 NaN   40.5853       0.489767        39.8379     
  1059.72        500.000                 NaN            NaN            NaN   7.55898        4.05873                 NaN   7.46859                 NaN   40.5857       0.489919        39.8381     
  1058.30        500.000                 NaN            NaN            NaN   7.82919        3.75541       0.360863E-001   7.47106                 NaN   40.5809       0.488706        39.8386     
  1056.87        500.000                 NaN            NaN            NaN   7.94066        3.68358                 NaN   7.47393                 NaN   40.5753       0.487263        39.8392     
  1055.45        500.000                 NaN            NaN            NaN   8.03199        3.59505       0.823870E-003   7.47685                 NaN   40.5697       0.485795        39.8398     
  1054.03        500.000                 NaN            NaN            NaN   8.12775        3.50293       0.810815E-003   7.47976                 NaN   40.5640       0.484323        39.8404     
  1052.61        500.000                 NaN            NaN            NaN   8.22766        3.40669       0.783240E-003   7.48268                 NaN   40.5583       0.482844        39.8410     
  1051.19        500.000                 NaN            NaN            NaN   8.33267        3.30564       0.515020E-003   7.48561                 NaN   40.5526       0.481355        39.8416     
  1049.76        500.000                 NaN            NaN            NaN   8.44373        3.19847       0.328861E-003   7.48857                 NaN   40.5468       0.479851        39.8422     
  1048.34        500.000                 NaN            NaN            NaN   8.56252        3.08377                 NaN   7.49155                 NaN   40.5410       0.478328        39.8429     
  1046.92        500.000                 NaN            NaN            NaN   2.57370        9.07769       0.231465E-003   7.49586                 NaN   40.5329       0.476025        39.8436     
  1045.50        500.000                 NaN   2.09184                 NaN   8.44544                 NaN            NaN   7.15454                 NaN   41.2541       0.674659        40.3794     
  1044.08        500.000                 NaN            NaN            NaN   2.21139        9.44845                 NaN   7.50241                 NaN   40.5203       0.472618        39.8448     
  1042.65        500.000                 NaN            NaN            NaN   1.98878        9.67547                 NaN   7.50589                 NaN   40.5136       0.470788        39.8455     
  1041.23        500.000                 NaN            NaN            NaN   9.02852        2.64419                 NaN   7.51183                 NaN   40.5008       0.467679        39.8470     
  1039.81        500.000                 NaN            NaN            NaN   10.3262        1.34829                 NaN   7.51375                 NaN   40.4981       0.466602        39.8470     
  1038.39        500.000                 NaN            NaN            NaN   4.64887        7.02623                 NaN   7.51324                 NaN   40.4969       0.467079        39.8477     
  1036.97        500.000                 NaN            NaN            NaN   4.28878        7.38890                 NaN   7.51546                 NaN   40.4927       0.466003        39.8482     
  1035.55        500.000                 NaN   1.17184                 NaN   8.86770        1.03709                 NaN   7.33597                 NaN   40.8643       0.570406        40.1527     
  1034.12        500.000                 NaN   1.17619                 NaN   8.56696        1.33219                 NaN   7.33608                 NaN   40.8640       0.570487        40.1541     
  1032.70        500.000                 NaN   1.16954                 NaN   8.27802        1.63241                 NaN   7.33807                 NaN   40.8598       0.569475        40.1527     
  1031.28        500.000                 NaN   1.82006                 NaN   8.91060                 NaN            NaN   7.22856                 NaN   41.0900       0.632449        40.3183     
  1029.86        500.000                 NaN   1.13494                 NaN   7.73487        2.23104                 NaN   7.34588                 NaN   40.8436       0.565250        40.1444     
  1028.44        500.000                 NaN   1.11158                 NaN   7.48363        2.51950                 NaN   7.35096                 NaN   40.8331       0.562466        40.1388     
  1027.01        500.000                 NaN   1.08651                 NaN   7.24810        2.79501                 NaN   7.35643                 NaN   40.8218       0.559456        40.1327     
  1025.59        500.000                 NaN   1.07613                 NaN   7.05997        3.00043                 NaN   7.35942                 NaN   40.8158       0.557881        40.1304     
  1024.17        500.000                 NaN   1.05116                 NaN   6.86008        3.24041                 NaN   7.36507                 NaN   40.8042       0.554771        40.1243     
  1022.75        500.000                 NaN   1.91154                 NaN   8.78389                 NaN            NaN   7.22249                 NaN   41.1002       0.636834        40.3450     
  1021.33        500.000                 NaN   1.98228                 NaN   8.66694                 NaN            NaN   7.20519                 NaN   41.1381       0.646359        40.3611     
  1019.91        500.000                 NaN   1.99862                 NaN   8.64256                 NaN            NaN   7.20294                 NaN   41.1427       0.647708        40.3654     
  1018.48        500.000                 NaN   1.98629                 NaN   8.67235                 NaN            NaN   7.21218                 NaN   41.1212       0.643021        40.3649     
  1017.06        500.000                 NaN   2.02826                 NaN   8.59832       0.114821E-003            NaN   7.19892                 NaN   41.1509       0.650127        40.3734     
  1015.64        500.000                 NaN   1.93681                 NaN   8.76811                 NaN            NaN   7.23344                 NaN   41.0736       0.631627        40.3564     
  1014.22        500.000                 NaN   2.04785                 NaN   8.58106                 NaN            NaN   7.20407                 NaN   41.1376       0.647934        40.3815     
  1012.80        500.000                 NaN   2.06629                 NaN   8.55386                 NaN            NaN   7.20172                 NaN   41.1423       0.649365        40.3864     
  1011.37        500.000                 NaN   2.08391                 NaN   8.52792                 NaN            NaN   7.19952                 NaN   41.1467       0.650712        40.3912     
  1009.95        500.000                 NaN   2.10082                 NaN   8.50310                 NaN            NaN   7.19746                 NaN   41.1508       0.651984        40.3958     
  1008.53        500.000                 NaN   2.07715                 NaN   8.56216                 NaN            NaN   7.21624                 NaN   41.1077       0.642186        40.3945     
  1007.11        500.000                 NaN   2.10944                 NaN   8.47830                 NaN            NaN   7.18836                 NaN   41.1721       0.656543        40.3952     
  1005.69        500.000                 NaN   2.14826                 NaN   8.43387                 NaN            NaN   7.19191                 NaN   41.1617       0.655433        40.4088     
  1004.27        500.000                 NaN   2.16324                 NaN   8.41213                 NaN            NaN   7.19024                 NaN   41.1649       0.656483        40.4130     
  1002.84        500.000                 NaN   2.17530                 NaN   8.41873                 NaN            NaN   7.20460                 NaN   41.1305       0.649407        40.4214     
  1001.42        500.000                 NaN   2.14507                 NaN   8.42602                 NaN            NaN   7.18400                 NaN   41.1808       0.659230        40.4049     
  1000.00        500.000                 NaN   2.22080                 NaN   8.35239                 NaN            NaN   7.19930                 NaN   41.1408       0.652713        40.4339     
