|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/WD94/WD94_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        ilm            q             
  1273.10        500.000                 NaN   94.5721                 NaN            NaN  0.568937        1.15602                 NaN  0.664409        3.03858                 NaN            NaN            NaN
  1271.67        500.000                 NaN   94.8678                 NaN  0.242621E-005  0.534067        1.10206                 NaN  0.630547        2.86555                 NaN            NaN            NaN
  1270.24        500.000                 NaN   95.1369                 NaN            NaN   1.05551       0.498991                 NaN  0.599402        2.70922                 NaN            NaN            NaN
  1268.81        500.000                 NaN   95.3823                 NaN            NaN  0.465932        1.01371                 NaN  0.570943        2.56708                 NaN            NaN            NaN
  1267.38        500.000                 NaN   95.5964                 NaN            NaN  0.430475       0.985179                 NaN  0.546200        2.44177                 NaN            NaN            NaN
  1265.95        500.000                 NaN   95.7936                 NaN            NaN  0.962866       0.393624                 NaN  0.523332        2.32659                 NaN            NaN            NaN
  1264.52        500.000                 NaN   95.9774                 NaN            NaN  0.351850       0.948987                 NaN  0.501811        2.21993                 NaN            NaN            NaN
  1263.09        500.000                 NaN   96.1444                 NaN            NaN  0.301175       0.949141                 NaN  0.482096        2.12320                 NaN            NaN            NaN
  1261.66        500.000                 NaN   96.2960                 NaN  0.210918E-004  0.207901       0.996415                 NaN  0.464563        2.03513                 NaN            NaN            NaN
  1260.23        500.000                 NaN   96.4511                 NaN            NaN   1.05149       0.104483                 NaN  0.445425        1.94752                 NaN            NaN            NaN
  1258.80        500.000                 NaN   96.5831                 NaN            NaN   1.11648                 NaN            NaN  0.428787        1.87167                 NaN            NaN            NaN
  1257.37        500.000                 NaN   97.3001                 NaN  0.224200E-004  0.667160                 NaN            NaN  0.338835        1.69390                 NaN            NaN            NaN
  1255.94        500.000                 NaN   96.2117                 NaN            NaN   1.46821                 NaN            NaN  0.478397        1.84168                 NaN            NaN            NaN
  1254.51        500.000                 NaN   96.9404                 NaN            NaN   1.00696                 NaN            NaN  0.384087        1.66851                 NaN            NaN            NaN
  1253.08        500.000                 NaN   97.0441                 NaN            NaN  0.973607                 NaN            NaN  0.373414        1.60889                 NaN            NaN            NaN
  1251.65        500.000                 NaN   97.1417                 NaN            NaN  0.943579                 NaN            NaN  0.360600        1.55417                 NaN            NaN            NaN
  1250.22        500.000                 NaN   97.2363                 NaN            NaN  0.913823                 NaN            NaN  0.348689        1.50120                 NaN            NaN            NaN
  1248.79        500.000                 NaN   97.3150                 NaN            NaN  0.891056                 NaN            NaN  0.339051        1.45492                 NaN            NaN            NaN
  1247.36        500.000                 NaN   97.3981                 NaN            NaN  0.864453                 NaN            NaN  0.329136        1.40832                 NaN            NaN            NaN
  1245.93        500.000                 NaN   97.4773                 NaN            NaN  0.839518                 NaN            NaN  0.319049        1.36416                 NaN            NaN            NaN
  1244.50        500.000                 NaN   97.5458                 NaN            NaN  0.819279                 NaN            NaN  0.309589        1.32536                 NaN            NaN            NaN
  1243.07        500.000                 NaN   97.6156                 NaN            NaN  0.797190                 NaN            NaN  0.302290        1.28490                 NaN            NaN            NaN
  1241.64        500.000                 NaN   97.6858                 NaN            NaN  0.774613                 NaN            NaN  0.292014        1.24753                 NaN            NaN            NaN
  1240.21        500.000                 NaN   97.7426                 NaN            NaN  0.758080                 NaN            NaN  0.284623        1.21468                 NaN            NaN            NaN
  1238.78        500.000                 NaN   97.8057                 NaN            NaN  0.737769                 NaN            NaN  0.276513        1.18004                 NaN            NaN            NaN
  1237.36        500.000                 NaN   97.8633                 NaN            NaN  0.719274                 NaN            NaN  0.269787        1.14762                 NaN            NaN            NaN
  1235.93        500.000                 NaN   97.9146                 NaN            NaN  0.704026                 NaN            NaN  0.262558        1.11880                 NaN            NaN            NaN
  1234.50        500.000                 NaN   97.9714                 NaN            NaN  0.684558                 NaN            NaN  0.256045        1.08799                 NaN            NaN            NaN
  1233.07        500.000                 NaN   98.0214                 NaN            NaN  0.668232                 NaN            NaN  0.250239        1.06009                 NaN            NaN            NaN
  1231.64        500.000                 NaN   97.9029                 NaN            NaN  0.665825                 NaN            NaN  0.262473        1.13091                 NaN  0.378617E-001            NaN
  1230.21        500.000                 NaN   97.8834                 NaN            NaN  0.653320                 NaN            NaN  0.263522        1.14577                 NaN  0.540293E-001            NaN
  1228.78        500.000                 NaN   97.9432                 NaN            NaN  0.635376                 NaN            NaN  0.254333        1.11480                 NaN  0.522442E-001            NaN
  1227.35        500.000                 NaN   97.9970                 NaN            NaN  0.618787                 NaN            NaN  0.243463        1.08902                 NaN  0.517337E-001            NaN
  1225.92        500.000                 NaN   98.0569                 NaN            NaN  0.601710                 NaN            NaN  0.238540        1.05481                 NaN  0.480131E-001            NaN
  1224.49        500.000                 NaN   98.1090                 NaN            NaN  0.586576                 NaN            NaN  0.232109        1.02669                 NaN  0.456242E-001            NaN
  1223.06        500.000                 NaN   98.1599                 NaN            NaN  0.570921                 NaN            NaN  0.224057        1.00093                 NaN  0.442306E-001            NaN
  1221.63        500.000                 NaN   98.2166                 NaN            NaN  0.551314                 NaN            NaN  0.214308       0.974365                 NaN  0.433792E-001            NaN
  1220.20        500.000                 NaN   98.2578                 NaN            NaN  0.541268                 NaN            NaN  0.209883       0.950228                 NaN  0.408116E-001            NaN
  1218.77        500.000                 NaN   98.3027                 NaN            NaN  0.528157                 NaN            NaN  0.204723       0.925616                 NaN  0.387604E-001            NaN
  1217.34        500.000                 NaN   98.3465                 NaN            NaN  0.514850                 NaN            NaN  0.198160       0.903175                 NaN  0.373058E-001            NaN
  1215.91        500.000                 NaN   97.9326                 NaN            NaN  0.598750E-001  0.566019                 NaN  0.291557        1.09136                 NaN  0.585533E-001            NaN
  1214.48        500.000                 NaN   98.8863                 NaN            NaN  0.154961                 NaN            NaN  0.355721E-001  0.874272                 NaN  0.488616E-001            NaN
  1213.05        500.000                 NaN   92.7973                 NaN            NaN   2.83293                 NaN            NaN  0.893889        3.38904                 NaN  0.868019E-001            NaN
  1211.62        500.000                 NaN   99.7576                 NaN            NaN            NaN            NaN            NaN  0.426113E-001  0.199776                 NaN            NaN            NaN
  1210.19        500.000                 NaN   99.9526                 NaN            NaN            NaN            NaN            NaN  0.278905E-001            NaN            NaN  0.194858E-001            NaN
  1208.76        500.000                 NaN   90.6153                 NaN            NaN   1.13485                 NaN            NaN  0.669030        4.05202                 NaN  0.926506E-001   3.43616     
  1207.33        500.000                 NaN   98.6158                 NaN            NaN  0.298712       0.769527                 NaN  0.310277       0.569030E-002            NaN            NaN            NaN
  1205.90        500.000                 NaN   95.4762                 NaN            NaN            NaN            NaN            NaN  0.357205        2.04836                 NaN  0.632473E-001   2.05495     
  1204.47        500.000                 NaN   99.5314                 NaN            NaN  0.839747E-001            NaN            NaN  0.109303       0.275337                 NaN            NaN            NaN
  1203.04        500.000                 NaN   97.2790                 NaN            NaN  0.463354                 NaN            NaN  0.109483        1.19363                 NaN  0.665064E-002  0.947842     
  1201.61        500.000                 NaN   89.4206                 NaN            NaN   1.38124       0.265911                 NaN  0.894226        3.93278                 NaN  0.665801E-001   4.03871     
  1200.18        500.000                 NaN   90.8555                 NaN            NaN   1.31996                 NaN            NaN  0.743404        3.48355                 NaN  0.709560E-001   3.52662     
  1198.75        500.000                 NaN   90.8039                 NaN            NaN  0.906238                 NaN            NaN  0.637070        3.76873                 NaN  0.108651        3.77543     
  1197.32        500.000                 NaN   92.6727                 NaN            NaN   1.46477       0.861746E-004            NaN  0.711098        2.55449                 NaN  0.123839E-001   2.58450     
  1195.89        500.000                 NaN   91.1960                 NaN            NaN   1.23844                 NaN            NaN  0.713780        3.38506                 NaN  0.601960E-001   3.40650     
  1194.46        500.000                 NaN   89.7537                 NaN            NaN   1.44854                 NaN            NaN  0.793852        3.95218                 NaN  0.761514E-001   3.97556     
  1193.03        500.000                 NaN   88.0893                 NaN            NaN  0.109494        1.54378                 NaN  0.936015        4.62122                 NaN  0.760566E-001   4.62411     
  1191.60        500.000                 NaN   83.7977                 NaN            NaN   2.11315                 NaN            NaN   1.25819        6.39515                 NaN  0.981966E-001   6.33764     
  1190.17        500.000                 NaN   57.9240                 NaN            NaN   5.17603                 NaN            NaN   3.17758        17.0174                 NaN  0.236227        16.4687     
  1188.74        500.000                 NaN            NaN            NaN            NaN   11.5771                 NaN            NaN   7.33638        40.9431                 NaN  0.584041        39.5593     
  1187.31        500.000                 NaN            NaN            NaN            NaN   11.5809                 NaN            NaN   7.33997        40.9369                 NaN  0.582467        39.5598     
  1185.88        500.000                 NaN            NaN            NaN            NaN   11.5831                 NaN            NaN   7.34258        40.9327                 NaN  0.581508        39.5601     
  1184.45        500.000                 NaN            NaN            NaN            NaN   11.5850                 NaN            NaN   7.34502        40.9290                 NaN  0.580652        39.5603     
  1183.02        500.000                 NaN            NaN            NaN            NaN   11.5872                 NaN            NaN   7.34750        40.9250                 NaN  0.579720        39.5606     
  1181.59        500.000                 NaN            NaN            NaN            NaN   11.5888                 NaN            NaN   7.34971        40.9217                 NaN  0.578975        39.5608     
  1180.16        500.000                 NaN            NaN            NaN            NaN   11.5915                 NaN            NaN   7.35237        40.9170                 NaN  0.577896        39.5612     
  1178.73        500.000                 NaN            NaN            NaN            NaN   11.5828                 NaN            NaN   7.34973        40.9267                 NaN  0.580910        39.5598     
  1177.30        500.000                 NaN            NaN            NaN            NaN   11.5952                 NaN            NaN   7.35692        40.9099                 NaN  0.576240        39.5617     
  1175.87        500.000                 NaN            NaN            NaN            NaN   11.5987                 NaN            NaN   7.35955        40.9046                 NaN  0.574949        39.5622     
  1174.44        500.000                 NaN            NaN            NaN            NaN   11.5852                 NaN            NaN   7.35472        40.9203                 NaN  0.579702        39.5601     
  1173.01        500.000                 NaN            NaN            NaN            NaN   10.4776       0.349325       0.754808        7.35290        40.8676       0.571736E-001  0.580971        39.5597     
  1171.58        500.000                 NaN            NaN            NaN            NaN   11.5880                 NaN            NaN   7.35862        40.9145                 NaN  0.578408        39.5605     
  1170.15        500.000                 NaN            NaN            NaN            NaN   11.5904                 NaN            NaN   7.36067        40.9108                 NaN  0.577437        39.5608     
  1168.72        500.000                 NaN            NaN            NaN            NaN   11.5907                 NaN            NaN   7.36278        40.9089                 NaN  0.576739        39.5609     
  1167.29        500.000                 NaN            NaN            NaN            NaN   10.8837       0.710565                 NaN   7.36725        40.9020                 NaN  0.575101        39.5614     
  1165.86        500.000                 NaN            NaN            NaN            NaN   10.3395        1.25023                 NaN   7.36310        40.9092                 NaN  0.576957        39.5610     
  1164.43        500.000                 NaN            NaN            NaN            NaN   8.65272        2.95406                 NaN   7.37406        40.8853                 NaN  0.570397        39.5635     
  1163.00        500.000                 NaN            NaN            NaN            NaN   11.5287       0.750928E-001            NaN   7.37386        40.8876                 NaN  0.571927        39.5628     
  1161.57        500.000                 NaN            NaN            NaN            NaN   10.8532       0.759151                 NaN   7.38148        40.8741                 NaN  0.568078        39.5640     
  1160.14        500.000                 NaN            NaN            NaN            NaN   11.6143                 NaN            NaN   7.38156        40.8722                 NaN  0.567323        39.5646     
  1158.71        500.000                 NaN            NaN            NaN            NaN   11.6238                 NaN            NaN   7.38851        40.8579                 NaN  0.564011        39.5657     
  1157.28        500.000                 NaN            NaN            NaN            NaN   8.60400        3.00203                 NaN   7.38007        40.8804                 NaN  0.570079        39.5634     
  1155.85        500.000                 NaN            NaN            NaN            NaN   8.26595        3.34260                 NaN   7.38318        40.8755                 NaN  0.568988        39.5638     
  1154.42        500.000                 NaN            NaN            NaN            NaN   7.97014        3.64109                 NaN   7.38533        40.8714                 NaN  0.567901        39.5642     
  1152.99        500.000                 NaN            NaN            NaN            NaN   7.65334        3.96041                 NaN   7.38785        40.8670                 NaN  0.566846        39.5646     
  1151.56        500.000                 NaN            NaN            NaN            NaN   7.33839        4.27784                 NaN   7.39030        40.8627                 NaN  0.565814        39.5650     
  1150.13        500.000                 NaN            NaN            NaN            NaN   7.02630        4.59236                 NaN   7.39268        40.8585                 NaN  0.564807        39.5653     
  1148.70        500.000                 NaN            NaN            NaN            NaN   6.71821        4.90283                 NaN   7.39498        40.8544                 NaN  0.563824        39.5657     
  1147.27        500.000                 NaN            NaN            NaN            NaN   6.46718        5.15606                 NaN   7.39715        40.8506                 NaN  0.562908        39.5661     
  1145.84        500.000                 NaN            NaN            NaN            NaN   6.99931        4.62450                 NaN   7.39822        40.8492                 NaN  0.562605        39.5662     
  1144.41        500.000                 NaN            NaN            NaN            NaN   7.46404        4.16058                 NaN   7.39942        40.8474                 NaN  0.562212        39.5663     
  1142.98        500.000                 NaN            NaN            NaN            NaN   6.77550        4.85502                 NaN   7.40440        40.8383                 NaN  0.559819        39.5670     
  1141.56        500.000                 NaN            NaN            NaN            NaN   8.48421        3.15404                 NaN   7.40994        40.8270                 NaN  0.556850        39.5679     
  1140.13        500.000                 NaN            NaN            NaN            NaN   7.68087        3.95221                 NaN   7.40772        40.8333                 NaN  0.558591        39.5673     
  1138.70        500.000                 NaN            NaN            NaN            NaN   7.66034        3.98589                 NaN   7.41584        40.8152                 NaN  0.553433        39.5693     
  1137.27        500.000                 NaN            NaN            NaN            NaN   8.48805        3.15399                 NaN   7.41444        40.8200                 NaN  0.554886        39.5686     
  1135.84        500.000                 NaN            NaN            NaN            NaN   8.67433        2.97552                 NaN   7.41971        40.8089                 NaN  0.551793        39.5697     
  1134.41        500.000                 NaN            NaN            NaN            NaN   2.46426        9.18957                 NaN   7.42289        40.8026                 NaN  0.550498        39.5702     
  1132.98        500.000                 NaN            NaN            NaN            NaN   11.6657                 NaN            NaN   7.43236        40.7842                 NaN  0.546005        39.5718     
  1131.55        500.000                 NaN            NaN            NaN            NaN   2.59473        9.04818                 NaN   7.40919        40.8214                 NaN  0.557222        39.5693     
  1130.12        500.000                 NaN            NaN            NaN            NaN   11.6692       0.241135E-004            NaN   7.43744        40.7771                 NaN  0.544101        39.5721     
  1128.69        500.000                 NaN            NaN            NaN            NaN   11.6735       0.257031E-004            NaN   7.43858        40.7729                 NaN  0.542483        39.5725     
  1127.26        500.000                 NaN            NaN            NaN            NaN   11.6625                 NaN            NaN   7.43276        40.7866                 NaN  0.546760        39.5714     
  1125.83        500.000                 NaN            NaN            NaN            NaN   11.6760                 NaN            NaN   7.44338        40.7660                 NaN  0.541286        39.5733     
  1124.40        500.000                 NaN            NaN            NaN            NaN   11.6822                 NaN            NaN   7.44828        40.7565                 NaN  0.538910        39.5741     
  1122.97        500.000                 NaN            NaN            NaN            NaN   11.6845                 NaN            NaN   7.45049        40.7526                 NaN  0.537959        39.5744     
  1121.54        500.000                 NaN            NaN            NaN            NaN   11.3860       0.298455                 NaN   7.45152        40.7519                 NaN  0.537696        39.5745     
  1120.11        500.000                 NaN            NaN            NaN            NaN   11.6800                 NaN            NaN   7.45125        40.7558                 NaN  0.539287        39.5736     
  1118.68        500.000                 NaN            NaN            NaN            NaN   11.6892                 NaN            NaN   7.45767        40.7434                 NaN  0.534803        39.5749     
  1117.25        500.000                 NaN            NaN            NaN            NaN   11.6952                 NaN            NaN   7.46081        40.7346                 NaN  0.533358        39.5760     
  1115.82        500.000                 NaN            NaN            NaN            NaN   11.6981                 NaN            NaN   7.46342        40.7299                 NaN  0.532178        39.5764     
  1114.39        500.000                 NaN            NaN            NaN            NaN   11.7009                 NaN            NaN   7.46588        40.7253                 NaN  0.531027        39.5769     
  1112.96        500.000                 NaN            NaN            NaN            NaN   11.7017                 NaN            NaN   7.46695        40.7242                 NaN  0.530250        39.5769     
  1111.53        500.000                 NaN            NaN            NaN            NaN   1.15614        10.5462                 NaN   7.46473        40.7250                 NaN  0.531151        39.5768     
  1110.10        500.000                 NaN            NaN            NaN            NaN   11.7064                 NaN            NaN   7.47217        40.7148                 NaN  0.528716        39.5779     
  1108.67        500.000                 NaN            NaN            NaN            NaN   9.81952        1.88658                 NaN   7.47256        40.7148                 NaN  0.528539        39.5780     
  1107.24        500.000                 NaN            NaN            NaN            NaN   11.1715       0.541387                 NaN   7.47775        40.7048                 NaN  0.525836        39.5787     
  1105.81        500.000                 NaN            NaN            NaN            NaN   4.00339        7.60828                 NaN   7.39376        40.8643                 NaN  0.565579        39.5647     
  1104.38        500.000                 NaN            NaN            NaN            NaN   11.7134                 NaN            NaN   7.47977        40.7043                 NaN  0.524526        39.5780     
  1102.95        500.000                 NaN            NaN            NaN            NaN   11.7229                 NaN            NaN   7.48647        40.6888                 NaN  0.521670        39.5801     
  1101.52        500.000                 NaN            NaN            NaN            NaN   10.1385        1.58561                 NaN   7.48768        40.6865                 NaN  0.521183        39.5805     
  1100.09        500.000                 NaN            NaN            NaN            NaN   10.7272       0.978629                 NaN   7.47142        40.7167                 NaN  0.528845        39.5772     
  1098.66        500.000                 NaN            NaN            NaN            NaN   10.9008       0.823799                 NaN   7.49042        40.6838                 NaN  0.520438        39.5807     
  1097.23        500.000                 NaN            NaN            NaN            NaN   9.61840        2.10364                 NaN   7.48816        40.6873                 NaN  0.521884        39.5806     
  1095.80        500.000                 NaN            NaN            NaN  0.278895        11.3121                 NaN            NaN   7.46106        40.7527                 NaN  0.540279        39.6550     
  1094.37        500.000                 NaN            NaN            NaN  0.609099        6.02457        4.79288                 NaN   7.41933        40.8430                 NaN  0.567459        39.7436     
  1092.94        500.000                 NaN            NaN            NaN  0.964619        6.96730        3.31842                 NaN   7.37612        40.9394                 NaN  0.595786        39.8384     
  1091.51        500.000                 NaN            NaN            NaN  0.542645        4.11552        6.80615                 NaN   7.42681        40.8178                 NaN  0.562788        39.7283     
  1090.08        500.000                 NaN            NaN            NaN  0.870103        5.52139        4.91035                 NaN   7.39196        40.9055                 NaN  0.586460        39.8142     
  1088.65        500.000                 NaN            NaN            NaN  0.600577E-004   10.1008        1.64867                 NaN   7.51091        40.6445                 NaN  0.510482        39.5845     
  1087.22        500.000                 NaN            NaN            NaN   1.65218        1.27382        7.98175                 NaN   7.29255        41.1255                 NaN  0.652107        40.0221     
  1085.79        500.000                 NaN            NaN            NaN   1.84348        8.97417                 NaN            NaN   7.27140        41.1717                 NaN  0.665661        40.0736     
  1084.36        500.000                 NaN            NaN            NaN   1.92096        8.85887                 NaN            NaN   7.26230        41.1913                 NaN  0.671721        40.0948     
  1082.93        500.000                 NaN            NaN            NaN   1.99080        8.75366                 NaN            NaN   7.25405        41.2102                 NaN  0.677668        40.1137     
  1081.50        500.000                 NaN            NaN            NaN   2.04721        8.66899                 NaN            NaN   7.24727        41.2252                 NaN  0.682328        40.1289     
  1080.07        500.000                 NaN            NaN            NaN   2.09036        8.60505                 NaN            NaN   7.24129        41.2367                 NaN  0.685719        40.1409     
  1078.64        500.000                 NaN            NaN            NaN   2.13879        8.53252                 NaN            NaN   7.23562        41.2493                 NaN  0.689680        40.1541     
  1077.21        500.000                 NaN            NaN            NaN   2.18222        8.46759                 NaN            NaN   7.23063        41.2604                 NaN  0.693196        40.1660     
  1075.78        500.000                 NaN            NaN            NaN   2.22222        8.40791                 NaN            NaN   7.22612        41.2704                 NaN  0.696403        40.1769     
  1074.35        500.000                 NaN            NaN            NaN   2.25738        8.35569                 NaN            NaN   7.22232        41.2789                 NaN  0.699137        40.1866     
  1072.92        500.000                 NaN            NaN            NaN   2.29073        8.30621                 NaN            NaN   7.21876        41.2868                 NaN  0.701714        40.1958     
  1071.49        500.000                 NaN            NaN            NaN   2.32165        8.26045                 NaN            NaN   7.21554        41.2939                 NaN  0.704067        40.2044     
  1070.06        500.000                 NaN            NaN            NaN   2.35137        8.21649                 NaN            NaN   7.21248        41.3007                 NaN  0.706321        40.2126     
  1068.63        500.000                 NaN            NaN            NaN   2.37984        8.17443                 NaN            NaN   7.20958        41.3072                 NaN  0.708469        40.2205     
  1067.20        500.000                 NaN            NaN            NaN   2.40732        8.13384                 NaN            NaN   7.20679        41.3134                 NaN  0.710538        40.2282     
  1065.77        500.000                 NaN            NaN            NaN   2.42850        8.10343                 NaN            NaN   7.20515        41.3168                 NaN  0.711872        40.2342     
  1064.34        500.000                 NaN            NaN            NaN   2.45981        8.05653                 NaN            NaN   7.20162        41.3247                 NaN  0.714449        40.2429     
  1062.91        500.000                 NaN            NaN            NaN   2.48465        8.01998                 NaN            NaN   7.19920        41.3300                 NaN  0.716288        40.2499     
  1061.48        500.000                 NaN            NaN            NaN   2.50856        7.98485                 NaN            NaN   7.19692        41.3350                 NaN  0.718044        40.2566     
  1060.05        500.000                 NaN            NaN            NaN   2.52140        7.96519                 NaN            NaN   7.19586        41.3378                 NaN  0.719439        40.2604     
  1058.62        500.000                 NaN            NaN            NaN   2.55431        7.91956                 NaN            NaN   7.19404        41.3408                 NaN  0.720991        40.2703     
  1057.19        500.000                 NaN            NaN            NaN   2.57329        7.89044                 NaN            NaN   7.19115        41.3475                 NaN  0.722608        40.2751     
  1055.76        500.000                 NaN            NaN            NaN   2.59411        7.86007                 NaN            NaN   7.18932        41.3514                 NaN  0.724076        40.2810     
  1054.33        500.000                 NaN            NaN            NaN   2.61429        7.83062                 NaN            NaN   7.18754        41.3553                 NaN  0.725504        40.2868     
  1052.90        500.000                 NaN            NaN            NaN   2.63391        7.80202                 NaN            NaN   7.18583        41.3590                 NaN  0.726882        40.2924     
  1051.47        500.000                 NaN            NaN            NaN   2.65246        7.77510                 NaN            NaN   7.18429        41.3623                 NaN  0.728146        40.2977     
  1050.04        500.000                 NaN            NaN            NaN   2.67047        7.74901                 NaN            NaN   7.18283        41.3655                 NaN  0.729360        40.3029     
  1048.61        500.000                 NaN            NaN            NaN   2.68729        7.72530                 NaN            NaN   7.18144        41.3677                 NaN  0.730392        40.3079     
  1047.19        500.000                 NaN            NaN            NaN   2.71249        7.68794                 NaN            NaN   7.17933        41.3731                 NaN  0.732261        40.3149     
  1045.76        500.000                 NaN            NaN            NaN   2.72171        7.67510                 NaN            NaN   7.17885        41.3739                 NaN  0.732743        40.3177     
  1044.33        500.000                 NaN            NaN            NaN   2.72672        7.66990                 NaN            NaN   7.17963        41.3720                 NaN  0.732415        40.3193     
  1042.90        500.000                 NaN            NaN            NaN   2.74294        7.64652                 NaN            NaN   7.17841        41.3746                 NaN  0.733481        40.3241     
  1041.47        500.000                 NaN            NaN            NaN   2.75879        7.62372                 NaN            NaN   7.17723        41.3771                 NaN  0.734513        40.3287     
  1040.04        500.000                 NaN            NaN            NaN   2.75928        7.62347                 NaN            NaN   7.17708        41.3731                 NaN  0.735757        40.3313     
  1038.61        500.000                 NaN            NaN            NaN   2.79203        7.57581                 NaN            NaN   7.17471        41.3822                 NaN  0.736745        40.3385     
  1037.18        500.000                 NaN            NaN            NaN   2.81369        7.54197                 NaN            NaN   7.17152        41.3895                 NaN  0.738898        40.3444     
  1035.75        500.000                 NaN            NaN            NaN   2.82659        7.52355                 NaN            NaN   7.17038        41.3915                 NaN  0.739750        40.3483     
  1034.32        500.000                 NaN            NaN            NaN   2.78179        7.55784                 NaN            NaN   7.15713        41.4280                 NaN  0.746121        40.3291     
  1032.89        500.000                 NaN            NaN            NaN   2.85808        7.47926                 NaN            NaN   7.16910        41.3944                 NaN  0.741520        40.3576     
  1031.46        500.000                 NaN            NaN            NaN   2.87193        7.45945                 NaN            NaN   7.16818        41.3963                 NaN  0.742393        40.3617     
  1030.03        500.000                 NaN            NaN            NaN   2.88550        7.44007                 NaN            NaN   7.16729        41.3981                 NaN  0.743242        40.3658     
  1028.60        500.000                 NaN            NaN            NaN   2.89885        7.42102                 NaN            NaN   7.16644        41.3999                 NaN  0.744073        40.3697     
  1027.17        500.000                 NaN            NaN            NaN   2.91198        7.40230                 NaN            NaN   7.16562        41.4016                 NaN  0.744885        40.3736     
  1025.74        500.000                 NaN            NaN            NaN   2.91248        7.40471                 NaN            NaN   7.16730        41.3972                 NaN  0.743997        40.3744     
  1024.31        500.000                 NaN            NaN            NaN   2.92450        7.38780                 NaN            NaN   7.16667        41.3984                 NaN  0.744672        40.3780     
  1022.88        500.000                 NaN            NaN            NaN   2.94303        7.35995                 NaN            NaN   7.16475        41.4027                 NaN  0.746258        40.3833     
  1021.45        500.000                 NaN            NaN            NaN   2.94904        7.35305                 NaN            NaN   7.16529        41.4011                 NaN  0.746137        40.3854     
  1020.02        500.000                 NaN            NaN            NaN   2.96777        7.32482                 NaN            NaN   7.16330        41.4056                 NaN  0.747765        40.3908     
  1018.59        500.000                 NaN            NaN            NaN   2.97165        7.32145                 NaN            NaN   7.16424        41.4030                 NaN  0.747365        40.3923     
  1017.16        500.000                 NaN            NaN            NaN   2.97200        7.31601                 NaN            NaN   7.16156        41.4101                 NaN  0.748854        40.3915     
  1015.73        500.000                 NaN            NaN            NaN   2.99375        7.29069                 NaN            NaN   7.16332        41.4045                 NaN  0.748549        40.3991     
  1014.30        500.000                 NaN            NaN            NaN   3.02578        7.24008                 NaN            NaN   7.15876        41.4157                 NaN  0.751920        40.4077     
  1012.87        500.000                 NaN            NaN            NaN   3.03285        7.23320                 NaN            NaN   7.15851        41.4133                 NaN  0.751625        40.4105     
  1011.44        500.000                 NaN            NaN            NaN   3.04260        7.21792                 NaN            NaN   7.15716        41.4167                 NaN  0.752629        40.4130     
  1010.01        500.000                 NaN            NaN            NaN   3.04732        7.21280                 NaN            NaN   7.15917        41.4139                 NaN  0.751896        40.4150     
  1008.58        500.000                 NaN            NaN            NaN   3.05538        7.20204                 NaN            NaN   7.15931        41.4138                 NaN  0.752032        40.4174     
  1007.15        500.000                 NaN            NaN            NaN   3.04992        7.21060                 NaN            NaN   7.15834        41.4127                 NaN  0.752502        40.4160     
  1005.72        500.000                 NaN            NaN            NaN   3.06827        7.18063                 NaN            NaN   7.15655        41.4193                 NaN  0.754369        40.4209     
  1004.29        500.000                 NaN            NaN            NaN   3.05796        7.19699                 NaN            NaN   7.15840        41.4159                 NaN  0.753117        40.4177     
  1002.86        500.000                 NaN            NaN            NaN   3.09615        7.14560                 NaN            NaN   7.15772        41.4156                 NaN  0.754762        40.4302     
  1001.43        500.000                 NaN            NaN            NaN   3.10521        7.13336                 NaN            NaN   7.15744        41.4157                 NaN  0.755195        40.4331     
  1000.00        500.000                 NaN            NaN            NaN   3.11454        7.12059                 NaN            NaN   7.15719        41.4160                 NaN  0.755646        40.4360     
