|6.6.6
Archiving\03_Data\frac/QFM_m5/KHA22/KHA22_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1561.40        2500.00        98.9705                 NaN            NaN            NaN            NaN  0.575430E-001            NaN  0.971927                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9750                 NaN            NaN            NaN            NaN  0.568000E-001            NaN  0.968225                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0082                 NaN            NaN            NaN            NaN  0.529613E-001            NaN  0.938812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0067                 NaN            NaN            NaN            NaN  0.494897E-001            NaN  0.943766                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0223                 NaN            NaN            NaN            NaN  0.482168E-001            NaN  0.929457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0331                 NaN            NaN            NaN            NaN  0.456639E-001            NaN  0.921261                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0448                 NaN            NaN            NaN            NaN  0.440621E-001            NaN  0.911110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.3706                 NaN            NaN            NaN            NaN  0.297176E-001            NaN  0.599656                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.7464                 NaN            NaN            NaN            NaN  0.428180E-001            NaN   1.21082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0750                 NaN            NaN            NaN            NaN  0.103451                 NaN  0.821556                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0956                 NaN            NaN            NaN            NaN  0.229534E-002            NaN  0.902154                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0960                 NaN            NaN            NaN            NaN            NaN            NaN  0.904009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1086                 NaN            NaN            NaN            NaN  0.256645E-001            NaN  0.865767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1178                 NaN            NaN            NaN            NaN  0.274166E-001            NaN  0.854809                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.0863                 NaN            NaN            NaN            NaN  0.618732E-002            NaN  0.674964       0.232499                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.9722                 NaN            NaN            NaN            NaN  0.447453E-001            NaN  0.117082       0.865973                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.9764                 NaN            NaN            NaN            NaN  0.729594E-004            NaN  0.664595E-002   1.01693                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.9792                 NaN            NaN            NaN            NaN            NaN            NaN  0.550583E-001  0.965784                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.9870                 NaN            NaN            NaN            NaN            NaN            NaN  0.462540E-001  0.966743                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.9930                 NaN            NaN            NaN            NaN            NaN            NaN  0.367000E-001  0.970282                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9980                 NaN            NaN            NaN            NaN            NaN            NaN  0.272125E-001  0.974777                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.0043                 NaN            NaN            NaN            NaN            NaN            NaN  0.197091E-001  0.976016                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        99.0124                 NaN            NaN            NaN            NaN            NaN            NaN  0.453064E-002  0.983037                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.0134                 NaN            NaN            NaN            NaN            NaN            NaN  0.223349E-001  0.964269                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.0369                 NaN            NaN            NaN            NaN            NaN            NaN  0.184225E-002   1.96128                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.9161                 NaN            NaN            NaN            NaN            NaN            NaN  0.240807E-002   1.08147                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1258                 NaN            NaN            NaN            NaN            NaN            NaN  0.464621E-001  0.827744                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0162                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.983793                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.3388                 NaN            NaN            NaN            NaN            NaN            NaN  0.661199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.7216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.27843                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.5658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.660801       0.773408                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.5370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.849917       0.613039                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.5593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.838482       0.602233                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.5808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.826500       0.592697                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.6007                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.815738       0.583529                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.6243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.802841       0.572907                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.6434                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.564513       0.792093                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.6615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.554419       0.784034                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6819                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.545140       0.772918                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.7000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.535821       0.764160                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.7211                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.527868       0.751077                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.7370                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.519470       0.743577                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.7527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.511154       0.736185                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.7732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.723617       0.503184                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.7873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.717011       0.495643                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.8034                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.487959       0.708643                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.8185                 NaN            NaN            NaN            NaN            NaN            NaN  0.347247E-001  0.702618       0.444182                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.2641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.740731       0.720527       0.274648                 NaN            NaN            NaN            NaN
  1438.60        2500.00        97.0706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.30388       0.760469       0.865082                 NaN            NaN            NaN            NaN
  1436.09        2500.00        97.1653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26279       0.734672       0.837287                 NaN            NaN            NaN            NaN
  1433.58        2500.00        97.2546                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.709700        1.22480       0.810870                 NaN            NaN            NaN            NaN
  1431.08        2500.00        97.3381                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.686020        1.18939       0.786441                 NaN            NaN            NaN            NaN
  1428.57        2500.00        97.4188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.663592        1.15488       0.762683                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.4946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.643530        1.12202       0.739894                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.5674                 NaN            NaN            NaN            NaN  0.728202E-003            NaN            NaN  0.622495        1.09076       0.718614                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.6313                 NaN            NaN            NaN            NaN  0.793985E-001            NaN            NaN  0.624895       0.953463       0.710925                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.6958                 NaN            NaN            NaN            NaN  0.211070                 NaN            NaN  0.639498       0.743003       0.710582                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.7600                 NaN            NaN            NaN            NaN  0.207193                 NaN            NaN  0.720477       0.621565       0.690796                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.8176                 NaN            NaN            NaN            NaN  0.211649                 NaN            NaN  0.687827       0.608007       0.674905                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.8879                 NaN            NaN            NaN            NaN  0.192838                 NaN            NaN  0.684643       0.584326       0.650308                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.9361                 NaN            NaN            NaN            NaN  0.197883                 NaN            NaN  0.656282       0.572751       0.636953                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.9908                 NaN            NaN            NaN            NaN  0.195065                 NaN            NaN  0.557857       0.636273       0.620014                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.0411                 NaN            NaN            NaN            NaN  0.191962                 NaN            NaN  0.618461       0.543910       0.604592                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.0922                 NaN            NaN            NaN            NaN  0.189069                 NaN            NaN  0.599908       0.530099       0.588723                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.1399                 NaN            NaN            NaN            NaN  0.186509                 NaN            NaN  0.583076       0.516552       0.573918                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.1859                 NaN            NaN            NaN            NaN  0.183188                 NaN            NaN  0.503512       0.567783       0.559641                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.2291                 NaN            NaN            NaN            NaN  0.180274                 NaN            NaN  0.552990       0.491461       0.546171                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.2715                 NaN            NaN            NaN            NaN  0.178322                 NaN            NaN  0.480501       0.536701       0.532928                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.3129                 NaN            NaN            NaN            NaN  0.174654                 NaN            NaN  0.524540       0.467979       0.519962                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.3523                 NaN            NaN            NaN            NaN  0.172105                 NaN            NaN  0.510951       0.456950       0.507696                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.3892                 NaN            NaN            NaN            NaN  0.169412                 NaN            NaN  0.498659       0.446610       0.496156                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.4272                 NaN            NaN            NaN            NaN  0.167405                 NaN            NaN  0.436737       0.484654       0.484001                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.4622                 NaN            NaN            NaN            NaN  0.164012                 NaN            NaN  0.474601       0.426097       0.473050                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.4973                 NaN            NaN            NaN            NaN  0.161641                 NaN            NaN  0.463299       0.415578       0.462147                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.5292                 NaN            NaN            NaN            NaN  0.158765                 NaN            NaN  0.452805       0.407353       0.451846                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.5610                 NaN            NaN            NaN            NaN  0.155963                 NaN            NaN  0.398101       0.443101       0.441801                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.5920                 NaN            NaN            NaN            NaN  0.153472                 NaN            NaN  0.389127       0.433484       0.431956                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.6215                 NaN            NaN            NaN            NaN  0.150926                 NaN            NaN  0.424142       0.380860       0.422541                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.6506                 NaN            NaN            NaN            NaN  0.148392                 NaN            NaN  0.372646       0.415129       0.413255                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.6781                 NaN            NaN            NaN            NaN  0.145927                 NaN            NaN  0.364878       0.406652       0.404447                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.7059                 NaN            NaN            NaN            NaN  0.142778                 NaN            NaN  0.398738       0.357099       0.395517                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.7313                 NaN            NaN            NaN            NaN  0.140354                 NaN            NaN  0.349348       0.391675       0.387348                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.7570                 NaN            NaN            NaN            NaN  0.137712                 NaN            NaN  0.383815       0.342494       0.378978                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.7815                 NaN            NaN            NaN            NaN  0.134564                 NaN            NaN  0.334876       0.377979       0.371077                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.8057                 NaN            NaN            NaN            NaN  0.132321                 NaN            NaN  0.327696       0.370909       0.363369                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.8289                 NaN            NaN            NaN            NaN  0.129516                 NaN            NaN  0.364575       0.321155       0.355805                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.8518                 NaN            NaN            NaN            NaN  0.126692                 NaN            NaN  0.314297       0.358839       0.348326                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.8721                 NaN            NaN            NaN            NaN  0.123686                 NaN            NaN  0.355500       0.306682       0.342023                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.8964                 NaN            NaN            NaN            NaN  0.121304                 NaN            NaN  0.302252       0.346436       0.333648                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.9155                 NaN            NaN            NaN            NaN  0.118881                 NaN            NaN  0.295840       0.342121       0.327666                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.9361                 NaN            NaN            NaN            NaN  0.116195                 NaN            NaN  0.289542       0.337248       0.320922                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.9553                 NaN            NaN            NaN            NaN  0.113266                 NaN            NaN  0.283891       0.332892       0.314658                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.9746                 NaN            NaN            NaN            NaN  0.110320                 NaN            NaN  0.329194       0.277544       0.308346                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.9927                 NaN            NaN            NaN            NaN  0.107776                 NaN            NaN  0.272224       0.324860       0.302456                 NaN            NaN            NaN            NaN
  1323.31        2500.00        99.0115                 NaN            NaN            NaN            NaN  0.105589                 NaN            NaN  0.266643       0.319917       0.296329                 NaN            NaN            NaN            NaN
  1320.80        2500.00        71.8096                 NaN            NaN            NaN            NaN   2.73121                 NaN            NaN   1.11757        3.63324        3.46777        17.2406                 NaN            NaN            NaN
  1318.30        2500.00        58.0562                 NaN  0.350547                 NaN            NaN   3.17268                 NaN            NaN   5.41720        1.96718        5.09272        25.9434                 NaN            NaN            NaN
  1315.79        2500.00        68.2585                 NaN  0.384596                 NaN            NaN   2.24350                 NaN            NaN   4.20012        1.40853        3.87158        19.6332                 NaN            NaN            NaN
  1313.28        2500.00        75.6473                 NaN  0.291473                 NaN            NaN   1.89478                 NaN            NaN   3.31009       0.768675        2.96951        15.1182                 NaN            NaN            NaN
  1310.78        2500.00        80.4212                 NaN  0.230732                 NaN            NaN   1.65130                 NaN            NaN   2.72866       0.387929        2.38753        12.1926                 NaN            NaN            NaN
  1308.27        2500.00        83.7418                 NaN  0.188880                 NaN            NaN   1.46437                 NaN            NaN   2.31894       0.152418        1.98325        10.1503                 NaN            NaN            NaN
  1305.76        2500.00        86.1750                 NaN  0.158448                 NaN            NaN   1.31356                 NaN            NaN   2.01851                 NaN   1.68737        8.64710                 NaN            NaN            NaN
  1303.26        2500.00        88.0104                 NaN  0.139267                 NaN            NaN   1.14406                 NaN            NaN   1.75412                 NaN   1.46577        7.48637                 NaN            NaN            NaN
  1300.75        2500.00        89.4637                 NaN  0.123563                 NaN            NaN   1.00996                 NaN            NaN   1.54688                 NaN   1.28992        6.56601                 NaN            NaN            NaN
  1298.25        2500.00        90.6390                 NaN  0.110737                 NaN            NaN  0.900808                 NaN            NaN   1.38157                 NaN   1.14761        5.82032                 NaN            NaN            NaN
  1295.74        2500.00        91.5949                 NaN  0.999361E-001            NaN            NaN  0.810729                 NaN            NaN   1.25015                 NaN   1.03173        5.21253                 NaN            NaN            NaN
  1293.23        2500.00        92.3885                 NaN  0.907446E-001            NaN            NaN  0.735515                 NaN            NaN   1.14295                 NaN  0.935227        4.70711                 NaN            NaN            NaN
  1290.73        2500.00        93.0526                 NaN  0.830366E-001            NaN            NaN  0.670815                 NaN            NaN   1.05622                 NaN  0.854245        4.28307                 NaN            NaN            NaN
  1288.22        2500.00        93.6180                 NaN  0.763321E-001            NaN            NaN  0.615791                 NaN            NaN  0.982585                 NaN  0.785051        3.92220                 NaN            NaN            NaN
  1285.71        2500.00        92.2648                 NaN  0.745963E-001            NaN            NaN  0.692819                 NaN            NaN   1.40338                 NaN  0.941228        4.62321                 NaN            NaN            NaN
  1283.21        2500.00        94.1154                 NaN  0.564723E-001            NaN            NaN  0.816573                 NaN            NaN  0.580854                 NaN  0.779446        3.65122                 NaN            NaN            NaN
  1280.70        2500.00        96.8808                 NaN  0.582051E-001            NaN            NaN  0.134161                 NaN            NaN  0.628536                 NaN  0.344504        1.95384                 NaN            NaN            NaN
  1278.20        2500.00        95.4850                 NaN  0.648990E-001            NaN            NaN  0.370990                 NaN            NaN  0.800444                 NaN  0.549032        2.72962                 NaN            NaN            NaN
  1275.69        2500.00        94.3367                 NaN  0.681070E-001            NaN            NaN  0.494096                 NaN            NaN   1.03471                 NaN  0.695390        3.37101                 NaN            NaN            NaN
  1273.18        2500.00        94.4877                 NaN  0.601876E-001            NaN            NaN  0.334136                 NaN            NaN  0.862759       0.459661       0.690536        3.10500                 NaN            NaN            NaN
  1270.68        2500.00        97.2980                 NaN  0.397837E-001            NaN            NaN  0.266076                 NaN            NaN  0.385362                 NaN  0.330873        1.67988                 NaN            NaN            NaN
  1268.17        2500.00        94.7276                 NaN  0.377961E-001            NaN            NaN  0.448587                 NaN            NaN  0.874509       0.290719       0.663657        2.95710                 NaN            NaN            NaN
  1265.66        2500.00        96.4099                 NaN            NaN            NaN            NaN  0.135934                 NaN            NaN  0.412508       0.351331       0.488190        1.94098       0.261185                 NaN            NaN
  1263.16        2500.00        96.4962                 NaN  0.334321E-001            NaN            NaN  0.119510                 NaN            NaN  0.558714                 NaN  0.319759        2.15530       0.126163       0.190968                 NaN
  1260.65        2500.00        85.4697                 NaN            NaN            NaN            NaN  0.501316                 NaN            NaN   2.87663                 NaN   1.34210        6.90028       0.568742        2.34125                 NaN
  1258.15        2500.00        80.8856                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.60170        2.36382        1.78674        8.61139       0.580992        3.16974                 NaN
  1255.64        2500.00        78.0525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.52072        3.10563        2.00885        10.0616       0.610651        3.64002                 NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.70872        14.6877        6.07024        7.26902        45.3121        2.34428        15.4148        5.19315     
  1250.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.70872        14.6877        6.07024        7.26902        45.3630        2.34428        15.4394        5.11762     
  1248.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.70872        14.6877        6.07024        7.26902        45.4146        2.34428        15.4643        5.04120     
  1245.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.70872        14.6877        6.07024        7.26902        45.4667        2.34428        15.4894        4.96388     
  1243.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.70872        14.6877        6.07024        7.26902        45.5195        2.34428        15.5149        4.88565     
  1240.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.70872        14.6877        6.07024        7.26902        45.5729        2.34428        15.5406        4.80650     
  1238.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.70872        14.6877        6.07024        7.26902        45.6269        2.34428        15.5667        4.72640     
  1235.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.26483        6.59456        14.4177        7.54422        45.4768        2.42480        15.6281        4.64899     
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.26483        6.59456        14.4177        7.54422        45.5319        2.42480        15.6546        4.56733     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.19653        6.65782        14.3897        7.57507        45.5655        2.43939        15.6870        4.48895     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.19653        6.65782        14.3897        7.57507        45.6219        2.43939        15.7142        4.40533     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.74370        14.1947        7.12027        7.85807        45.4639        2.51874        15.7752        4.32543     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.74370        14.1947        7.12027        7.85807        45.5214        2.51874        15.8030        4.24017     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.74370        14.1947        7.12027        7.85807        45.5796        2.51874        15.8311        4.15387     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.74370        14.1947        7.12027        7.85807        45.6385        2.51874        15.8595        4.06650     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.28047        7.55142        14.0396        8.14888        45.4731        2.59884        15.9207        3.98702     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.28047        7.55142        14.0396        8.14888        45.5332        2.59884        15.9497        3.89793     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.28047        7.55142        14.0396        8.14888        45.5940        2.59884        15.9790        3.80773     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.28047        7.55142        14.0396        8.14888        45.6556        2.59884        16.0087        3.71641     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.80428        7.96556        13.9154        8.44771        45.4856        2.67941        16.0716        3.63050     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.74513        8.01917        13.8945        8.47331        45.5288        2.69131        16.1058        3.54194     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.74513        8.01917        13.8945        8.47331        45.5927        2.69131        16.1367        3.44727     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.74513        8.01917        13.8945        8.47331        45.6573        2.69131        16.1678        3.35153     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26091        8.42826        13.7871        8.77659        45.4848        2.77131        16.2314        3.25964     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26091        8.42826        13.7871        8.77659        45.5505        2.77131        16.2631        3.16225     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26091        8.42826        13.7871        8.77659        45.6169        2.77131        16.2952        3.06375     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26091        8.42826        13.7871        8.77659        45.6841        2.77131        16.3276        2.96413     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.764841        13.7025        8.82357        9.08827        45.5042        2.85254        16.3916        2.87252     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.764841        13.7025        8.82357        9.08827        45.5734        2.85254        16.4250        2.76998     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.764841        13.7025        8.82357        9.08827        45.6429        2.85254        16.4586        2.66685     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.653316        13.8319        8.76894        9.25904        45.5636        2.86136        16.5016        2.56029     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.634289        13.8251        8.78759        9.26623        45.6292        2.86479        16.5370        2.45583     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.634289        13.8251        8.78759        9.26623        45.7012        2.86479        16.5718        2.34907     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.634289        13.8251        8.78759        9.26623        45.7741        2.86479        16.6069        2.24096     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.634256        13.8251        8.78762        9.26625        45.8480        2.86479        16.6426        2.13145     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.653772E-001   13.7641        9.33155        9.55266        45.7915        2.93446        16.7573        1.80308     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.7797        9.36089        9.60963        45.8228        2.94301        16.7998        1.68416     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.963915E-001   13.8647        9.21934        9.60485        45.8999        2.92201        16.8342        1.55860     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.675616E-001   13.9011        9.20735        9.64890        45.9414        2.92311        16.8753        1.43531     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9248        9.23267        9.70785        45.9730        2.93110        16.9188        1.31183     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   13.9740        9.18758        9.73955        46.0268        2.92745        16.9596        1.18498     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1008        8.95254        9.90095        45.8412        2.93730        16.9429        1.32444     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1008        8.95254        9.90095        45.9219        2.93730        16.9818        1.20471     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1154        9.06560        9.83592        46.1910        2.91492        17.0837       0.793546     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.1811        9.02571        9.87956        46.2284        2.90506        17.1226       0.657622     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2310        8.96796        9.91563        46.2845        2.90264        17.1700       0.528275     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.2973        8.91637        9.94883        46.3415        2.89708        17.2108       0.388081     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4035        8.67809        10.0727        46.1947        2.91628        17.1961       0.538710     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.4311        8.79962        10.0206        46.4534        2.88602        17.2989       0.110366     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   14.3901        8.69814        10.0718        46.3692        2.91488        17.2792       0.276630     
