|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/KHA22/KHA22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         ne             lc            
  1267.53        2500.00        96.9270       0.132130                 NaN  0.502672                 NaN  0.366806        1.91923                 NaN  0.152181                 NaN            NaN
  1266.05        2500.00        96.4244       0.100093                 NaN  0.639970                 NaN  0.402582        2.10244                 NaN  0.178703       0.151804                 NaN
  1264.57        2500.00        90.1051       0.281824                 NaN   1.77327                 NaN  0.956865        4.89092                 NaN  0.325971        1.66608                 NaN
  1263.09        2500.00        90.4009       0.271236                 NaN   1.71395                 NaN  0.924248        4.76112                 NaN  0.312859        1.61567                 NaN
  1261.61        2500.00        90.1652       0.274049                 NaN   1.73341                 NaN  0.939762        4.91910                 NaN  0.319912        1.64857                 NaN
  1260.14        2500.00        90.2890       0.276468                 NaN   1.69462                 NaN  0.925123        4.87864                 NaN  0.308199        1.62794                 NaN
  1258.66        2500.00        91.5700       0.212441                 NaN   1.50711                 NaN  0.783062        4.24454                 NaN  0.274130        1.40873                 NaN
  1257.18        2500.00        78.5238       0.608332                 NaN   3.51345                 NaN   2.08856        10.8829                 NaN  0.712100        3.67082                 NaN
  1255.70        2500.00        98.8726       0.291741E-001            NaN  0.181414                 NaN  0.103256       0.588263                 NaN  0.365331E-001  0.188792                 NaN
  1254.22        2500.00        97.9958       0.388759E-001            NaN  0.329910                 NaN  0.162736        1.08219                 NaN  0.600902E-001  0.330424                 NaN
  1252.75        2500.00                 NaN   2.28000                 NaN   15.3183                 NaN   8.09510        50.8052                 NaN   2.75956        16.3839        4.35792     
  1251.27        2500.00                 NaN   2.28004                 NaN   15.3186                 NaN   8.09544        50.8412                 NaN   2.75956        16.3999        4.30517     
  1249.79        2500.00                 NaN   2.28008                 NaN   15.3190                 NaN   8.09578        50.8775                 NaN   2.75957        16.4161        4.25210     
  1248.31        2500.00                 NaN   2.28011                 NaN   15.3193                 NaN   8.09613        50.9139                 NaN   2.75957        16.4323        4.19871     
  1246.83        2500.00                 NaN   2.42212                 NaN   15.3532                 NaN   8.45388        50.8692                 NaN   2.71735        16.4603        3.72395     
  1245.36        2500.00                 NaN   2.42216                 NaN   15.3536                 NaN   8.45424        50.9060                 NaN   2.71735        16.4767        3.67001     
  1243.88        2500.00                 NaN   2.38070                 NaN   15.4335                 NaN   8.11555        51.1763                 NaN   2.73137        16.4478        3.71472     
  1242.40        2500.00                 NaN   2.37420                 NaN   15.4765                 NaN   8.13063        51.1804                 NaN   2.72535        16.4616        3.65136     
  1240.92        2500.00                 NaN   2.40736                 NaN   15.3047                 NaN   8.16202        51.2932                 NaN   2.73834        16.4931        3.60134     
  1239.44        2500.00                 NaN   2.39087                 NaN   15.3686                 NaN   8.12908        51.3418                 NaN   2.75061        16.4896        3.52941     
  1237.97        2500.00                 NaN   2.41868                 NaN   15.3257                 NaN   8.15551        51.3618                 NaN   2.73877        16.5190        3.48053     
  1236.49        2500.00                 NaN   2.41746                 NaN   15.3305                 NaN   8.15817        51.4035                 NaN   2.73915        16.5380        3.41322     
  1235.01        2500.00                 NaN   2.42726                 NaN   15.3703                 NaN   8.17583        51.3970                 NaN   2.72591        16.5498        3.35398     
  1233.53        2500.00                 NaN   2.42962                 NaN   15.3480                 NaN   8.18719        51.4524                 NaN   2.73258        16.5639        3.28627     
  1232.05        2500.00                 NaN   2.43451                 NaN   15.3886                 NaN   8.17397        51.4760                 NaN   2.72553        16.5762        3.22508     
  1230.58        2500.00                 NaN   2.42973                 NaN   15.4033                 NaN   8.21803        51.4834                 NaN   2.71673        16.6116        3.13728     
  1229.10        2500.00                 NaN   2.44247                 NaN   15.3365                 NaN   8.23694        51.5360                 NaN   2.72803        16.6163        3.10380     
  1227.62        2500.00                 NaN   2.44557                 NaN   15.3444                 NaN   8.24750        51.5716                 NaN   2.72602        16.6342        3.03071     
  1226.14        2500.00                 NaN   2.46902                 NaN   15.3018                 NaN   8.26451        51.6274                 NaN   2.71833        16.6529        2.96612     
  1224.66        2500.00                 NaN   2.46104                 NaN   15.3598                 NaN   8.25284        51.6534                 NaN   2.71708        16.6633        2.89254     
  1223.18        2500.00                 NaN   2.47851                 NaN   15.2900                 NaN   8.28216        51.7052                 NaN   2.71384        16.6908        2.83955     
  1221.71        2500.00                 NaN   2.48440                 NaN   15.2922                 NaN   8.29795        51.7305                 NaN   2.70924        16.7092        2.77651     
  1220.23        2500.00                 NaN   2.48987                 NaN   15.2959                 NaN   8.30435        51.7727                 NaN   2.70808        16.7270        2.70208     
  1218.75        2500.00                 NaN   2.50423                 NaN   15.3520                 NaN   8.36287        51.7010                 NaN   2.67943        16.7520        2.64847     
  1217.27        2500.00                 NaN   2.51264                 NaN   15.3382                 NaN   8.37223        51.7458                 NaN   2.67856        16.7721        2.58054     
  1215.79        2500.00                 NaN   2.39233                 NaN   15.5470                 NaN   8.39391        51.5751                 NaN   2.65978        16.8558        2.57616     
  1214.32        2500.00                 NaN   2.40660                 NaN   15.4886                 NaN   8.36515        51.7803                 NaN   2.71424        16.8130        2.43208     
  1212.84        2500.00                 NaN   2.43592                 NaN   15.4550                 NaN   8.36767        51.8245                 NaN   2.70426        16.8329        2.37976     
  1211.36        2500.00                 NaN   2.53787                 NaN   15.3441                 NaN   8.43271        51.8660                 NaN   2.66398        16.8474        2.30787     
  1209.88        2500.00                 NaN   2.67132                 NaN   15.2216                 NaN   8.48386        51.8112       0.126558        2.46892        16.9204        2.29622     
  1208.40        2500.00                 NaN   2.62608                 NaN   15.2262                 NaN   8.47149        51.9350       0.781230E-001   2.55413        16.9161        2.19297     
  1206.93        2500.00                 NaN   2.54514                 NaN   15.3747                 NaN   8.47769        51.9502                 NaN   2.65200        16.9050        2.09527     
  1205.45        2500.00                 NaN   2.69129                 NaN   15.2992                 NaN   8.53795        51.8417       0.125158        2.44045        16.9806        2.08364     
  1203.97        2500.00                 NaN   2.67399                 NaN   15.3078                 NaN   8.54244        51.9059       0.105122        2.47235        16.9889        2.00340     
  1202.49        2500.00                 NaN   2.80914                 NaN   15.1624                 NaN   8.58594        51.8687       0.222385        2.29130        17.0659        1.99420     
  1201.01        2500.00                 NaN   2.84015                 NaN   15.2471                 NaN   8.62889        51.7917       0.241764        2.22852        17.0948        1.92704     
  1199.54        2500.00                 NaN   2.94702                 NaN   15.2013                 NaN   8.67576        51.7021       0.333960        2.06989        17.1589        1.91100     
  1198.06        2500.00                 NaN   3.01261                 NaN   15.1744                 NaN   8.70846        51.6682       0.387999        1.97487        17.2054        1.86807     
  1196.58        2500.00                 NaN   3.02858                 NaN   15.1236                 NaN   9.06374        51.5046       0.360498        1.99863        17.2334        1.68697     
  1195.10        2500.00                 NaN   3.05656                 NaN   15.1160                 NaN   9.07136        51.5144       0.385000        1.95528        17.2673        1.63410     
  1193.62        2500.00                 NaN   3.08506                 NaN   15.1082                 NaN   9.07912        51.5238       0.409951        1.91114        17.3016        1.58114     
  1192.15        2500.00                 NaN   3.11409                 NaN   15.1003                 NaN   9.08702        51.5327       0.435366        1.86618        17.3363        1.52811     
  1190.67        2500.00                 NaN   3.14365                 NaN   15.0922                 NaN   9.09506        51.5412       0.461257        1.82038        17.3712        1.47502     
  1189.19        2500.00                 NaN   3.17378                 NaN   15.0839                 NaN   9.10324        51.5492       0.487636        1.77371        17.4066        1.42189     
  1187.71        2500.00                 NaN   3.20447                 NaN   15.0755                 NaN   9.11158        51.5567       0.514514        1.72617        17.4423        1.36871     
  1186.23        2500.00                 NaN   3.23571                 NaN   15.0670                 NaN   9.12005        51.5638       0.541876        1.67777        17.4785        1.31527     
  1184.76        2500.00                 NaN   3.32118                 NaN   15.0429                 NaN   9.14256        51.5002       0.616788        1.54522        17.5399        1.29124     
  1183.28        2500.00                 NaN   3.35436                 NaN   15.0338                 NaN   9.15154        51.5052       0.645853        1.49382        17.5771        1.23825     
  1181.80        2500.00                 NaN   3.38820                 NaN   15.0245                 NaN   9.16069        51.5096       0.675486        1.44141        17.6148        1.18527     
  1180.32        2500.00                 NaN   3.42266                 NaN   15.0150                 NaN   9.17001        51.5136       0.705671        1.38803        17.6530        1.13206     
  1178.84        2500.00                 NaN   3.45780                 NaN   15.0054                 NaN   9.17950        51.5169       0.736450        1.33360        17.6915        1.07886     
  1177.37        2500.00                 NaN   3.49364                 NaN   14.9955                 NaN   9.18918        51.5195       0.767845        1.27808        17.7305        1.02570     
  1175.89        2500.00                 NaN   3.53020                 NaN   14.9855                 NaN   9.19904        51.5214       0.799871        1.22145        17.7700       0.972602     
  1174.41        2500.00                 NaN   3.85418                 NaN   14.6827                 NaN   9.42674        51.3066       0.994124       0.889639        17.8874       0.958633     
  1172.93        2500.00                 NaN   3.89481                 NaN   14.6716                 NaN   9.43755        51.3034        1.02978       0.826581        17.9289       0.907275     
  1171.45        2500.00                 NaN   3.93626                 NaN   14.6603                 NaN   9.44858        51.2994        1.06617       0.762242        17.9709       0.856056     
  1169.98        2500.00                 NaN   3.97855                 NaN   14.6488                 NaN   9.45982        51.2945        1.10330       0.696588        18.0135       0.804997     
  1168.50        2500.00                 NaN   4.05185                 NaN   14.6094                 NaN   9.49434        51.2516        1.17198       0.577424        18.0708       0.772587     
  1167.02        2500.00                 NaN   4.05194                 NaN   14.6098                 NaN   9.49477        51.3031        1.17202       0.577419        18.0943       0.696676     
  1165.54        2500.00                 NaN   4.05202                 NaN   14.6102                 NaN   9.49521        51.3549        1.17205       0.577415        18.1179       0.620277     
  1164.06        2500.00                 NaN   4.05211                 NaN   14.6106                 NaN   9.49565        51.4071        1.17209       0.577411        18.1417       0.543387     
  1162.58        2500.00                 NaN   4.05220                 NaN   14.6110                 NaN   9.49610        51.4607        1.17212       0.577408        18.1661       0.464414     
  1161.11        2500.00                 NaN   4.05229                 NaN   14.6113                 NaN   9.49654        51.5139        1.17216       0.577404        18.1904       0.386005     
  1159.63        2500.00                 NaN   4.05238                 NaN   14.6117                 NaN   9.49698        51.5674        1.17220       0.577400        18.2148       0.307013     
  1158.15        2500.00                 NaN   4.05247                 NaN   14.6121                 NaN   9.49743        51.6214        1.17223       0.577397        18.2395       0.227434     
  1156.67        2500.00                 NaN   4.05256                 NaN   14.6125                 NaN   9.49788        51.6758        1.17227       0.577393        18.2643       0.147270     
  1155.19        2500.00                 NaN   4.42739                 NaN   14.5262                 NaN   9.57896        51.2262        1.49733       0.967409E-005   18.4576       0.286338     
  1153.72        2500.00                 NaN   4.42748                 NaN   14.5266                 NaN   9.57942        51.2808        1.49737       0.992891E-005   18.4826       0.205755     
  1152.24        2500.00                 NaN   4.42759                 NaN   14.5270                 NaN   9.57987        51.3358        1.49742                 NaN   18.5077       0.124578     
  1150.76        2500.00                 NaN   4.42768                 NaN   14.5274                 NaN   9.58033        51.3913        1.49746                 NaN   18.5331       0.427934E-001
  1149.28        2500.00                 NaN   4.43188                 NaN   14.6879                 NaN   9.48767        51.4765        1.49209                 NaN   18.4240                 NaN
  1147.80        2500.00                 NaN   4.43843                 NaN   14.6781                 NaN   9.50612        51.4727        1.49414                 NaN   18.4106                 NaN
  1146.33        2500.00                 NaN   4.44100                 NaN   14.6762                 NaN   9.51590        51.4657        1.49399                 NaN   18.4072                 NaN
  1144.85        2500.00                 NaN   4.44383                 NaN   14.6757                 NaN   9.52528        51.4584        1.49375                 NaN   18.4030                 NaN
  1143.37        2500.00                 NaN   4.44265                 NaN   14.6849                 NaN   9.52475        51.4475        1.49105                 NaN   18.4091                 NaN
  1141.89        2500.00                 NaN   4.44539                 NaN   14.6849                 NaN   9.53390        51.4400        1.49074                 NaN   18.4050                 NaN
  1140.41        2500.00                 NaN   4.44798                 NaN   14.6843                 NaN   9.54319        51.4327        1.49046                 NaN   18.4014                 NaN
  1138.94        2500.00                 NaN   4.45062                 NaN   14.6841                 NaN   9.55240        51.4252        1.49015                 NaN   18.3975                 NaN
  1137.46        2500.00                 NaN   4.45326                 NaN   14.6843                 NaN   9.56157        51.4175        1.48982                 NaN   18.3935                 NaN
  1135.98        2500.00                 NaN   4.45581                 NaN   14.6840                 NaN   9.57083        51.4101        1.48950                 NaN   18.3897                 NaN
  1134.50        2500.00                 NaN   4.45836                 NaN   14.6840                 NaN   9.58005        51.4025        1.48917                 NaN   18.3859                 NaN
  1133.02        2500.00                 NaN   4.46101                 NaN   14.6852                 NaN   9.58913        51.3944        1.48877                 NaN   18.3814                 NaN
  1131.55        2500.00                 NaN   4.46345                 NaN   14.6848                 NaN   9.59847        51.3869        1.48845                 NaN   18.3779                 NaN
  1130.07        2500.00                 NaN   4.46600                 NaN   14.6845                 NaN   9.60800        51.3794        1.48817                 NaN   18.3739                 NaN
  1128.59        2500.00                 NaN   4.46874                 NaN   14.6857                 NaN   9.61743        51.3713        1.48782                 NaN   18.3690                 NaN
  1127.11        2500.00                 NaN   4.47135                 NaN   14.6863                 NaN   9.62691        51.3634        1.48749                 NaN   18.3646                 NaN
  1125.63        2500.00                 NaN   4.47393                 NaN   14.6869                 NaN   9.63639        51.3555        1.48715                 NaN   18.3601                 NaN
  1124.16        2500.00                 NaN   4.47646                 NaN   14.6875                 NaN   9.64589        51.3476        1.48681                 NaN   18.3558                 NaN
  1122.68        2500.00                 NaN   4.48382                 NaN   14.6751                 NaN   9.66394        51.3463        1.48911                 NaN   18.3418                 NaN
  1121.20        2500.00                 NaN   4.48166                 NaN   14.6902                 NaN   9.66482        51.3310        1.48605                 NaN   18.3462                 NaN
  1119.72        2500.00                 NaN   4.48900                 NaN   14.6769                 NaN   9.68190        51.3306        1.48825                 NaN   18.3334                 NaN
  1118.24        2500.00                 NaN   4.49109                 NaN   14.6753                 NaN   9.69158        51.3236        1.48804                 NaN   18.3305                 NaN
  1116.77        2500.00                 NaN   4.49400                 NaN   14.6762                 NaN   9.70071        51.3157        1.48744                 NaN   18.3259                 NaN
  1115.29        2500.00                 NaN   4.49519                 NaN   14.6773                 NaN   9.69757        51.3114        1.48535                 NaN   18.3332                 NaN
  1113.81        2500.00                 NaN   4.49777                 NaN   14.6741                 NaN   9.70399        51.3067        1.48482                 NaN   18.3326                 NaN
  1112.33        2500.00                 NaN   4.50035                 NaN   14.6755                 NaN   9.71259        51.2988        1.48431                 NaN   18.3284                 NaN
  1110.85        2500.00                 NaN   4.50292                 NaN   14.6770                 NaN   9.72116        51.2909        1.48379                 NaN   18.3242                 NaN
  1109.38        2500.00                 NaN   4.50504                 NaN   14.6833                 NaN   9.73378        51.2787        1.48347                 NaN   18.3157                 NaN
  1107.90        2500.00                 NaN   4.50753                 NaN   14.6855                 NaN   9.74280        51.2702        1.48294                 NaN   18.3110                 NaN
  1106.42        2500.00                 NaN   4.50996                 NaN   14.6876                 NaN   9.75184        51.2617        1.48243                 NaN   18.3064                 NaN
  1104.94        2500.00                 NaN   4.51298                 NaN   14.6832                 NaN   9.75516        51.2590        1.48162                 NaN   18.3080                 NaN
  1103.46        2500.00                 NaN   4.51474                 NaN   14.6918                 NaN   9.76995        51.2448        1.48137                 NaN   18.2974                 NaN
  1101.99        2500.00                 NaN   4.51309                 NaN   14.7213                 NaN   9.79408        51.2156        1.48084                 NaN   18.2751                 NaN
  1100.51        2500.00                 NaN   4.52687                 NaN   14.6457                 NaN   9.77754        51.2680        1.48544                 NaN   18.2964                 NaN
  1099.03        2500.00                 NaN   4.49577                 NaN   14.7697                 NaN   9.89314        51.0902        1.47835                 NaN   18.2728                 NaN
  1097.55        2500.00                 NaN   4.52380                 NaN   14.6997                 NaN   9.80624        51.2109        1.47918                 NaN   18.2802                 NaN
  1096.07        2500.00                 NaN   4.53084                 NaN   14.6716                 NaN   9.80860        51.2271        1.48175                 NaN   18.2801                 NaN
  1094.59        2500.00                 NaN   4.52709                 NaN   14.7164                 NaN   9.82741        51.1838        1.47760                 NaN   18.2677                 NaN
  1093.12        2500.00                 NaN   4.53383                 NaN   14.6878                 NaN   9.82893        51.2008        1.47945                 NaN   18.2692                 NaN
  1091.64        2500.00                 NaN   4.53531                 NaN   14.6960                 NaN   9.83912        51.1876        1.47828                 NaN   18.2637                 NaN
  1090.16        2500.00                 NaN   4.53539                 NaN   14.7133                 NaN   9.85147        51.1668        1.47614                 NaN   18.2569                 NaN
  1088.68        2500.00                 NaN   4.53796                 NaN   14.7138                 NaN   9.86088        51.1592        1.47560                 NaN   18.2526                 NaN
  1087.20        2500.00                 NaN   4.53977                 NaN   14.7216                 NaN   9.86957        51.1474        1.47468                 NaN   18.2469                 NaN
  1085.73        2500.00                 NaN   4.54220                 NaN   14.7199                 NaN   9.87828        51.1416        1.47442                 NaN   18.2436                 NaN
  1084.25        2500.00                 NaN   4.54481                 NaN   14.7215                 NaN   9.88686        51.1340        1.47396                 NaN   18.2389                 NaN
  1082.77        2500.00                 NaN   4.54738                 NaN   14.7233                 NaN   9.89547        51.1262        1.47346                 NaN   18.2341                 NaN
  1081.29        2500.00                 NaN   4.54991                 NaN   14.7255                 NaN   9.90413        51.1182        1.47293                 NaN   18.2293                 NaN
  1079.81        2500.00                 NaN   4.55240                 NaN   14.7279                 NaN   9.91283        51.1101        1.47237                 NaN   18.2244                 NaN
  1078.34        2500.00                 NaN   4.55249                 NaN   14.7477                 NaN   9.92751        51.0875        1.47053                 NaN   18.2143                 NaN
  1076.86        2500.00                 NaN   4.55461                 NaN   14.7528                 NaN   9.93708        51.0771        1.46976                 NaN   18.2086                 NaN
  1075.38        2500.00                 NaN   4.55673                 NaN   14.7581                 NaN   9.94662        51.0666        1.46896                 NaN   18.2030                 NaN
  1073.90        2500.00                 NaN   4.55883                 NaN   14.7635                 NaN   9.95616        51.0560        1.46816                 NaN   18.1973                 NaN
  1072.42        2500.00                 NaN   4.56092                 NaN   14.7691                 NaN   9.96567        51.0454        1.46733                 NaN   18.1916                 NaN
  1070.95        2500.00                 NaN   4.56301                 NaN   14.7747                 NaN   9.97517        51.0347        1.46649                 NaN   18.1859                 NaN
  1069.47        2500.00                 NaN   4.56508                 NaN   14.7804                 NaN   9.98466        51.0240        1.46563                 NaN   18.1802                 NaN
  1067.99        2500.00                 NaN   4.56715                 NaN   14.7863                 NaN   9.99414        51.0132        1.46475                 NaN   18.1745                 NaN
  1066.51        2500.00                 NaN   4.56920                 NaN   14.7922                 NaN   10.0036        51.0023        1.46385                 NaN   18.1688                 NaN
  1065.03        2500.00                 NaN   4.57125                 NaN   14.7983                 NaN   10.0131        50.9914        1.46294                 NaN   18.1631                 NaN
  1063.56        2500.00                 NaN   4.57328                 NaN   14.8045                 NaN   10.0225        50.9804        1.46202                 NaN   18.1573                 NaN
  1062.08        2500.00                 NaN   4.57531                 NaN   14.8108                 NaN   10.0319        50.9693        1.46107                 NaN   18.1516                 NaN
  1060.60        2500.00                 NaN   4.57733                 NaN   14.8172                 NaN   10.0414        50.9581        1.46011                 NaN   18.1459                 NaN
  1059.12        2500.00                 NaN   4.57933                 NaN   14.8238                 NaN   10.0507        50.9469        1.45912                 NaN   18.1401                 NaN
  1057.64        2500.00                 NaN   4.58135                 NaN   14.8304                 NaN   10.0602        50.9356        1.45813                 NaN   18.1343                 NaN
  1056.17        2500.00                 NaN   4.58334                 NaN   14.8371                 NaN   10.0696        50.9243        1.45711                 NaN   18.1286                 NaN
  1054.69        2500.00                 NaN   4.58532                 NaN   14.8439                 NaN   10.0790        50.9129        1.45608                 NaN   18.1229                 NaN
  1053.21        2500.00                 NaN   4.58729                 NaN   14.8508                 NaN   10.0883        50.9014        1.45502                 NaN   18.1171                 NaN
  1051.73        2500.00                 NaN   4.58927                 NaN   14.8580                 NaN   10.0976        50.8898        1.45396                 NaN   18.1113                 NaN
  1050.25        2500.00                 NaN   4.59124                 NaN   14.8653                 NaN   10.1071        50.8781        1.45287                 NaN   18.1054                 NaN
  1048.78        2500.00                 NaN   4.59315                 NaN   14.8725                 NaN   10.1162        50.8667        1.45181                 NaN   18.0997                 NaN
  1047.30        2500.00                 NaN   4.60083                 NaN   14.8563                 NaN   10.1367        50.8741        1.45712                 NaN   18.0750                 NaN
  1045.82        2500.00                 NaN   4.59711                 NaN   14.8874                 NaN   10.1352        50.8427        1.44945                 NaN   18.0881                 NaN
  1044.34        2500.00                 NaN   4.59910                 NaN   14.8953                 NaN   10.1442        50.8310        1.44836                 NaN   18.0820                 NaN
  1042.86        2500.00                 NaN   4.60100                 NaN   14.9036                 NaN   10.1538        50.8187        1.44714                 NaN   18.0759                 NaN
  1041.39        2500.00                 NaN   4.60306                 NaN   14.9078                 NaN   10.1610        50.8092        1.44593                 NaN   18.0730                 NaN
  1039.91        2500.00                 NaN   4.60491                 NaN   14.9179                 NaN   10.1712        50.7956        1.44472                 NaN   18.0656                 NaN
  1038.43        2500.00                 NaN   4.60656                 NaN   14.9282                 NaN   10.1825        50.7811        1.44344                 NaN   18.0582                 NaN
  1036.95        2500.00                 NaN   4.60834                 NaN   14.9386                 NaN   10.1928        50.7674        1.44222                 NaN   18.0506                 NaN
  1035.47        2500.00                 NaN   4.61005                 NaN   14.9494                 NaN   10.2045        50.7523        1.44093                 NaN   18.0429                 NaN
  1034.00        2500.00                 NaN   4.61163                 NaN   14.9609                 NaN   10.2159        50.7371        1.43962                 NaN   18.0348                 NaN
  1032.52        2500.00                 NaN   4.61352                 NaN   14.9715                 NaN   10.2266        50.7228        1.43829                 NaN   18.0274                 NaN
  1031.04        2500.00                 NaN   4.61520                 NaN   14.9832                 NaN   10.2376        50.7076        1.43691                 NaN   18.0196                 NaN
  1029.56        2500.00                 NaN   4.61698                 NaN   14.9943                 NaN   10.2489        50.6926        1.43546                 NaN   18.0118                 NaN
  1028.08        2500.00                 NaN   4.61857                 NaN   15.0052                 NaN   10.2598        50.6779        1.43420                 NaN   18.0043                 NaN
  1026.60        2500.00                 NaN   4.62011                 NaN   15.0174                 NaN   10.2701        50.6631        1.43279                 NaN   17.9965                 NaN
  1025.13        2500.00                 NaN   4.62176                 NaN   15.0308                 NaN   10.2812        50.6470        1.43132                 NaN   17.9880                 NaN
  1023.65        2500.00                 NaN   4.62344                 NaN   15.0437                 NaN   10.2922        50.6312        1.42970                 NaN   17.9798                 NaN
  1022.17        2500.00                 NaN   4.62504                 NaN   15.0533                 NaN   10.3068        50.6143        1.42849                 NaN   17.9721                 NaN
  1020.69        2500.00                 NaN   4.62686                 NaN   15.0664                 NaN   10.3168        50.5992        1.42678                 NaN   17.9640                 NaN
  1019.21        2500.00                 NaN   4.62827                 NaN   15.0802                 NaN   10.3276        50.5830        1.42517                 NaN   17.9559                 NaN
  1017.74        2500.00                 NaN   4.63118                 NaN   15.0863                 NaN   10.3451        50.5646        1.42420                 NaN   17.9486                 NaN
  1016.26        2500.00                 NaN   4.63165                 NaN   15.1069                 NaN   10.3523        50.5490        1.42211                 NaN   17.9381                 NaN
  1014.78        2500.00                 NaN   4.63341                 NaN   15.1196                 NaN   10.3635        50.5333        1.42037                 NaN   17.9299                 NaN
  1013.30        2500.00                 NaN   4.63500                 NaN   15.1345                 NaN   10.3767        50.5139        1.41878                 NaN   17.9212                 NaN
  1011.82        2500.00                 NaN   4.63807                 NaN   15.1403                 NaN   10.3942        50.4961        1.41782                 NaN   17.9136                 NaN
  1010.35        2500.00                 NaN   4.63849                 NaN   15.1628                 NaN   10.4033        50.4768        1.41524                 NaN   17.9034                 NaN
  1008.87        2500.00                 NaN   4.63435                 NaN   15.1920                 NaN   10.4084        50.4586        1.41294                 NaN   17.8938                 NaN
  1007.39        2500.00                 NaN   4.64121                 NaN   15.1927                 NaN   10.4282        50.4402        1.41159                 NaN   17.8861                 NaN
  1005.91        2500.00                 NaN   4.64176                 NaN   15.2120                 NaN   10.4381        50.4224        1.40987                 NaN   17.8759                 NaN
  1004.43        2500.00                 NaN   4.63824                 NaN   15.2836                 NaN   10.4866        50.3547        1.40684                 NaN   17.8301                 NaN
  1002.96        2500.00                 NaN   4.64771                 NaN   15.2371                 NaN   10.4635        50.3914        1.40561                 NaN   17.8546                 NaN
  1001.48        2500.00                 NaN   4.64142                 NaN   15.3152                 NaN   10.5113        50.3166        1.40259                 NaN   17.8129                 NaN
  1000.00        2500.00                 NaN   4.64271                 NaN   15.3317                 NaN   10.5239        50.2978        1.40100                 NaN   17.8029                 NaN
