|6.6.6
Archiving\03_Data\DfracLP/QFM_m2.5/K22/K22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1531.33        500.000        99.0507                 NaN            NaN  0.137657E-005            NaN  0.949284                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.0640                 NaN            NaN  0.568192E-002            NaN  0.930308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.0756                 NaN            NaN            NaN            NaN  0.924377                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0920                 NaN            NaN  0.256142E-001            NaN  0.882341                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0941                 NaN            NaN            NaN            NaN  0.905928                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0280                 NaN            NaN  0.153080E-002            NaN  0.970501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.2006                 NaN            NaN            NaN            NaN  0.799368                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.1311                 NaN            NaN            NaN            NaN  0.868946                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.1417                 NaN            NaN            NaN            NaN  0.858342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.1525                 NaN            NaN            NaN            NaN  0.847510                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.1627                 NaN            NaN            NaN            NaN  0.837280                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1718                 NaN            NaN            NaN            NaN  0.828228                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1805                 NaN            NaN            NaN            NaN  0.819533                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1893                 NaN            NaN            NaN            NaN  0.810736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1726                 NaN            NaN            NaN            NaN  0.677971       0.149431                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0288                 NaN            NaN            NaN            NaN            NaN  0.971172                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0383                 NaN            NaN            NaN            NaN            NaN  0.961745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0429                 NaN            NaN            NaN            NaN            NaN  0.957059                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0481                 NaN            NaN            NaN            NaN            NaN  0.951894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0489                 NaN            NaN            NaN            NaN            NaN  0.951109                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0537                 NaN            NaN            NaN            NaN            NaN  0.946278                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0536                 NaN            NaN            NaN            NaN            NaN  0.946446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0540                 NaN            NaN            NaN            NaN            NaN  0.945998                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0507                 NaN            NaN            NaN            NaN            NaN  0.949325                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0425                 NaN            NaN            NaN            NaN            NaN  0.957470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0373                 NaN            NaN            NaN            NaN            NaN  0.962663                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0324                 NaN            NaN            NaN            NaN            NaN  0.967598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0175                 NaN            NaN            NaN            NaN            NaN  0.982527                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.6485                 NaN            NaN            NaN            NaN            NaN  0.684242       0.667264                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.4873                 NaN            NaN            NaN            NaN            NaN  0.524766       0.987950                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.5146                 NaN            NaN            NaN            NaN            NaN  0.970982       0.514468                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.5396                 NaN            NaN            NaN            NaN            NaN  0.504961       0.955392                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.5656                 NaN            NaN            NaN            NaN            NaN  0.939774       0.494665                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.5883                 NaN            NaN            NaN            NaN            NaN  0.924813       0.486915                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.6117                 NaN            NaN            NaN            NaN            NaN  0.910886       0.477402                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.6339                 NaN            NaN            NaN            NaN            NaN  0.469017       0.897068                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.6554                 NaN            NaN            NaN            NaN            NaN  0.460430       0.884181                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.6761                 NaN            NaN            NaN            NaN            NaN  0.871570       0.452357                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.6958                 NaN            NaN            NaN            NaN            NaN  0.859376       0.444789                 NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.7171                 NaN            NaN            NaN            NaN            NaN  0.437145       0.845707                 NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.7350                 NaN            NaN            NaN            NaN            NaN  0.836391       0.428585                 NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.7558                 NaN            NaN            NaN            NaN            NaN  0.421973       0.822233                 NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        96.3598                 NaN            NaN            NaN            NaN            NaN   1.08801        1.41009                 NaN            NaN   1.14206                 NaN            NaN            NaN
  1423.56        500.000        96.2056                 NaN            NaN            NaN            NaN            NaN   1.47654        1.08002                 NaN            NaN   1.23785                 NaN            NaN            NaN
  1421.05        500.000        96.3454                 NaN            NaN            NaN            NaN            NaN   1.42079        1.04069                 NaN            NaN   1.19313                 NaN            NaN            NaN
  1418.55        500.000        96.4745                 NaN            NaN            NaN            NaN            NaN   1.00447        1.36901                 NaN            NaN   1.15206                 NaN            NaN            NaN
  1416.04        500.000        96.5954                 NaN            NaN            NaN            NaN            NaN   1.32142       0.969968                 NaN            NaN   1.11324                 NaN            NaN            NaN
  1413.53        500.000        96.7123                 NaN            NaN            NaN            NaN            NaN  0.937305        1.27484                 NaN            NaN   1.07559                 NaN            NaN            NaN
  1411.03        500.000        96.8236                 NaN            NaN            NaN            NaN            NaN   1.23098       0.905420                 NaN            NaN   1.03997                 NaN            NaN            NaN
  1408.52        500.000        96.9227                 NaN            NaN            NaN            NaN            NaN   1.19246       0.876835                 NaN            NaN   1.00802                 NaN            NaN            NaN
  1406.02        500.000        97.0233                 NaN            NaN            NaN            NaN            NaN   1.15360       0.848131                 NaN            NaN  0.975001                 NaN            NaN            NaN
  1403.51        500.000        97.1153                 NaN            NaN            NaN            NaN            NaN  0.821001        1.11822                 NaN            NaN  0.945474                 NaN            NaN            NaN
  1401.00        500.000        97.2021                 NaN            NaN            NaN            NaN            NaN   1.08512       0.795790                 NaN            NaN  0.916943                 NaN            NaN            NaN
  1398.50        500.000        97.2811                 NaN            NaN            NaN            NaN            NaN   1.05439       0.773728                 NaN            NaN  0.890750                 NaN            NaN            NaN
  1395.99        500.000        97.3665                 NaN            NaN            NaN            NaN            NaN  0.747766        1.02253                 NaN            NaN  0.863192                 NaN            NaN            NaN
  1393.48        500.000        97.4389                 NaN            NaN            NaN            NaN            NaN  0.727316       0.994402                 NaN            NaN  0.839389                 NaN            NaN            NaN
  1390.98        500.000        97.5117                 NaN            NaN            NaN            NaN            NaN  0.967537       0.705254                 NaN            NaN  0.815489                 NaN            NaN            NaN
  1388.47        500.000        97.5795                 NaN            NaN            NaN            NaN            NaN  0.685372       0.942028                 NaN            NaN  0.793122                 NaN            NaN            NaN
  1385.96        500.000        97.6451                 NaN            NaN            NaN            NaN            NaN  0.917720       0.665775                 NaN            NaN  0.771444                 NaN            NaN            NaN
  1383.46        500.000        97.7069                 NaN            NaN            NaN            NaN            NaN  0.647019       0.895172                 NaN            NaN  0.750952                 NaN            NaN            NaN
  1380.95        500.000        97.7659                 NaN            NaN            NaN            NaN            NaN  0.628862       0.873789                 NaN            NaN  0.731424                 NaN            NaN            NaN
  1378.45        500.000        97.8220                 NaN            NaN            NaN            NaN            NaN  0.853479       0.612059                 NaN            NaN  0.712511                 NaN            NaN            NaN
  1375.94        500.000        97.8772                 NaN            NaN            NaN            NaN            NaN  0.833295       0.595149                 NaN            NaN  0.694375                 NaN            NaN            NaN
  1373.43        500.000        97.9287                 NaN            NaN            NaN            NaN            NaN  0.579538       0.814890                 NaN            NaN  0.676862                 NaN            NaN            NaN
  1370.93        500.000        97.9796                 NaN            NaN            NaN            NaN            NaN  0.563693       0.796691                 NaN            NaN  0.660000                 NaN            NaN            NaN
  1368.42        500.000        98.0265                 NaN            NaN            NaN            NaN            NaN  0.780213       0.549290                 NaN            NaN  0.643968                 NaN            NaN            NaN
  1365.91        500.000        98.0689                 NaN            NaN            NaN            NaN            NaN  0.535963       0.765780                 NaN            NaN  0.629395                 NaN            NaN            NaN
  1363.41        500.000        98.1150                 NaN            NaN            NaN            NaN            NaN  0.521256       0.749660                 NaN            NaN  0.614068                 NaN            NaN            NaN
  1360.90        500.000        98.1563                 NaN            NaN            NaN            NaN            NaN  0.735222       0.508428                 NaN            NaN  0.600004                 NaN            NaN            NaN
  1358.40        500.000        98.1985                 NaN            NaN            NaN            NaN            NaN  0.720953       0.494799                 NaN            NaN  0.585725                 NaN            NaN            NaN
  1355.89        500.000        98.2356                 NaN            NaN            NaN            NaN            NaN  0.708483       0.482991                 NaN            NaN  0.572941                 NaN            NaN            NaN
  1353.38        500.000        98.2729                 NaN            NaN  0.154173E-005            NaN            NaN  0.470855       0.695922                 NaN            NaN  0.560272                 NaN            NaN            NaN
  1350.88        500.000        98.3108                 NaN            NaN            NaN            NaN            NaN  0.458003       0.683745                 NaN            NaN  0.547497                 NaN            NaN            NaN
  1348.37        500.000        98.3807                 NaN            NaN  0.250251                 NaN            NaN  0.645151       0.154691                 NaN            NaN  0.569198                 NaN            NaN            NaN
  1345.86        500.000        98.4251                 NaN            NaN  0.283144                 NaN            NaN  0.694456E-001  0.662227                 NaN            NaN  0.560072                 NaN            NaN            NaN
  1343.36        500.000        98.4626                 NaN            NaN  0.280986                 NaN            NaN  0.653786       0.558662E-001            NaN            NaN  0.546729                 NaN            NaN            NaN
  1340.85        500.000        98.4965                 NaN            NaN  0.279396                 NaN            NaN  0.428440E-001  0.646426                 NaN            NaN  0.534835                 NaN            NaN            NaN
  1338.35        500.000        98.5366                 NaN            NaN  0.275292                 NaN            NaN  0.321873E-001  0.635755                 NaN            NaN  0.520189                 NaN            NaN            NaN
  1335.84        500.000        98.5688                 NaN            NaN  0.272754                 NaN            NaN  0.226208E-001  0.626965                 NaN            NaN  0.508850                 NaN            NaN            NaN
  1333.33        500.000        98.6010                 NaN            NaN  0.269610                 NaN            NaN  0.622283       0.992832E-002            NaN            NaN  0.497217                 NaN            NaN            NaN
  1330.83        500.000        98.6343                 NaN            NaN  0.263272                 NaN            NaN  0.608590       0.963968E-002            NaN            NaN  0.484212                 NaN            NaN            NaN
  1328.32        500.000        98.6637                 NaN            NaN  0.259770                 NaN            NaN  0.600787       0.219298E-002            NaN            NaN  0.473507                 NaN            NaN            NaN
  1325.81        500.000        98.6891                 NaN            NaN  0.246028                 NaN            NaN  0.577744       0.246618E-001            NaN            NaN  0.462445                 NaN            NaN            NaN
  1323.31        500.000        98.7214                 NaN            NaN  0.248105                 NaN            NaN  0.579093                 NaN            NaN            NaN  0.451362                 NaN            NaN            NaN
  1320.80        500.000        98.7473                 NaN            NaN  0.244957                 NaN            NaN  0.566071                 NaN            NaN            NaN  0.441632                 NaN            NaN            NaN
  1318.30        500.000        98.7714                 NaN            NaN  0.225989                 NaN            NaN  0.545478       0.270383E-001            NaN            NaN  0.430107                 NaN            NaN            NaN
  1315.79        500.000        98.7989                 NaN            NaN  0.273233                 NaN            NaN  0.481887                 NaN            NaN            NaN  0.446021                 NaN            NaN            NaN
  1313.28        500.000        98.8305                 NaN            NaN  0.178687                 NaN            NaN  0.122833E-001  0.594420                 NaN            NaN  0.384149                 NaN            NaN            NaN
  1310.78        500.000        98.8495                 NaN            NaN  0.217787                 NaN            NaN  0.531123                 NaN            NaN            NaN  0.401629                 NaN            NaN            NaN
  1308.27        500.000        98.8775                 NaN            NaN  0.212560                 NaN            NaN  0.519318                 NaN            NaN            NaN  0.390662                 NaN            NaN            NaN
  1305.76        500.000        98.8996                 NaN            NaN  0.205957                 NaN            NaN  0.512277                 NaN            NaN            NaN  0.382182                 NaN            NaN            NaN
  1303.26        500.000        98.9180                 NaN            NaN  0.193399                 NaN            NaN  0.225948E-001  0.492163                 NaN            NaN  0.373848                 NaN            NaN            NaN
  1300.75        500.000        98.9448                 NaN            NaN  0.197190                 NaN            NaN  0.493410                 NaN            NaN            NaN  0.364618                 NaN            NaN            NaN
  1298.25        500.000        98.9659                 NaN            NaN  0.191026                 NaN            NaN  0.486984                 NaN            NaN            NaN  0.356077                 NaN            NaN            NaN
  1295.74        500.000        98.9866                 NaN            NaN  0.184115                 NaN            NaN  0.481341                 NaN            NaN            NaN  0.347928                 NaN            NaN            NaN
  1293.23        500.000        31.9152        66.7474                 NaN  0.263806                 NaN            NaN  0.544517                 NaN            NaN            NaN  0.529061                 NaN            NaN            NaN
  1290.73        500.000        99.4184                 NaN            NaN  0.932709E-001            NaN            NaN  0.338935       0.182602E-001            NaN            NaN  0.131087                 NaN            NaN            NaN
  1288.22        500.000        99.0345                 NaN            NaN  0.194753                 NaN            NaN  0.421610                 NaN            NaN            NaN  0.349107                 NaN            NaN            NaN
  1285.71        500.000       0.166244        98.9037                 NaN  0.139142                 NaN            NaN  0.495705                 NaN            NaN            NaN  0.295184                 NaN            NaN            NaN
  1283.21        500.000        99.0797                 NaN            NaN  0.147024                 NaN            NaN  0.239574E-001  0.439755                 NaN            NaN  0.309533                 NaN            NaN            NaN
  1280.70        500.000        99.0863                 NaN            NaN  0.130320                 NaN            NaN  0.718156E-001  0.406212                 NaN            NaN  0.305395                 NaN            NaN            NaN
  1278.20        500.000        99.1013                 NaN            NaN  0.122427                 NaN            NaN  0.828797E-001  0.394285                 NaN            NaN  0.299119                 NaN            NaN            NaN
  1275.69        500.000        99.1161                 NaN            NaN  0.114331                 NaN            NaN  0.381098       0.955975E-001            NaN            NaN  0.292889                 NaN            NaN            NaN
  1273.18        500.000        99.1318                 NaN            NaN  0.107322                 NaN            NaN  0.105299       0.368733                 NaN            NaN  0.286822                 NaN            NaN            NaN
  1270.68        500.000        99.1434                 NaN            NaN  0.982658E-001            NaN            NaN  0.123213       0.353745                 NaN            NaN  0.281349                 NaN            NaN            NaN
  1268.17        500.000        99.1564                 NaN            NaN  0.903540E-001            NaN            NaN  0.336429       0.140646                 NaN            NaN  0.276132                 NaN            NaN            NaN
  1265.66        500.000        99.1688                 NaN            NaN  0.824950E-001            NaN            NaN  0.157552       0.320159                 NaN            NaN  0.271009                 NaN            NaN            NaN
  1263.16        500.000        99.1801                 NaN            NaN  0.742490E-001            NaN            NaN  0.299900       0.179454                 NaN            NaN  0.266313                 NaN            NaN            NaN
  1260.65        500.000        99.1911                 NaN            NaN  0.672147E-001            NaN            NaN  0.196329       0.283453                 NaN            NaN  0.261935                 NaN            NaN            NaN
  1258.15        500.000        93.4485                 NaN            NaN            NaN            NaN            NaN   1.62419       0.121887                 NaN            NaN  0.864371        3.94102                 NaN            NaN
  1255.64        500.000        92.2094                 NaN            NaN            NaN            NaN            NaN   1.98133                 NaN            NaN            NaN  0.986648        4.82266                 NaN            NaN
  1253.13        500.000        92.6886                 NaN            NaN            NaN            NaN            NaN   1.85869                 NaN            NaN            NaN  0.928090        4.52458                 NaN            NaN
  1250.63        500.000        93.1075                 NaN            NaN            NaN            NaN            NaN   1.75605                 NaN            NaN            NaN  0.875712        4.26077                 NaN            NaN
  1248.12        500.000        93.5120                 NaN            NaN            NaN            NaN            NaN   1.65333                 NaN            NaN            NaN  0.825650        4.00899                 NaN            NaN
  1245.61        500.000        93.8932                 NaN            NaN            NaN            NaN            NaN   1.55627                 NaN            NaN            NaN  0.778796        3.77178                 NaN            NaN
  1243.11        500.000        94.2562                 NaN            NaN            NaN            NaN            NaN   1.46460                 NaN            NaN            NaN  0.733689        3.54553                 NaN            NaN
  1240.60        500.000        94.5807                 NaN            NaN            NaN            NaN            NaN   1.38333                 NaN            NaN            NaN  0.692173        3.34376                 NaN            NaN
  1238.10        500.000        94.8989                 NaN            NaN            NaN            NaN            NaN   1.30240                 NaN            NaN            NaN  0.651413        3.14730                 NaN            NaN
  1235.59        500.000        94.4432                 NaN            NaN            NaN            NaN            NaN   1.30029                 NaN            NaN            NaN  0.701279        3.47838       0.768625E-001            NaN
  1233.08        500.000        94.6774                 NaN            NaN            NaN            NaN            NaN   1.22633                 NaN            NaN            NaN  0.665149        3.34670       0.844219E-001            NaN
  1230.58        500.000        95.0143                 NaN            NaN            NaN            NaN            NaN   1.14676                 NaN            NaN            NaN  0.618457        3.14224       0.782316E-001            NaN
  1228.07        500.000        95.3341                 NaN            NaN            NaN            NaN            NaN   1.07096                 NaN            NaN            NaN  0.574649        2.94794       0.723350E-001            NaN
  1225.56        500.000        95.6309                 NaN            NaN            NaN            NaN            NaN   1.00210                 NaN            NaN            NaN  0.534872        2.76558       0.665394E-001            NaN
  1223.06        500.000        95.9034                 NaN            NaN            NaN            NaN            NaN  0.937857                 NaN            NaN            NaN  0.499855        2.59809       0.608054E-001            NaN
  1220.55        500.000        96.1533                 NaN            NaN            NaN            NaN            NaN  0.880093                 NaN            NaN            NaN  0.466392        2.44429       0.558763E-001            NaN
  1218.05        500.000        96.3846                 NaN            NaN            NaN            NaN            NaN  0.826397                 NaN            NaN            NaN  0.436359        2.30151       0.511448E-001            NaN
  1215.54        500.000        96.5962                 NaN            NaN            NaN            NaN            NaN  0.777239                 NaN            NaN            NaN  0.407538        2.17184       0.471546E-001            NaN
  1213.03        500.000        96.7870                 NaN            NaN            NaN            NaN            NaN  0.733364                 NaN            NaN            NaN  0.383335        2.05329       0.430218E-001            NaN
  1210.53        500.000        96.9655                 NaN            NaN            NaN            NaN            NaN  0.691300                 NaN            NaN            NaN  0.359430        1.94419       0.395669E-001            NaN
  1208.02        500.000        97.1334                 NaN            NaN            NaN            NaN            NaN  0.652242                 NaN            NaN            NaN  0.336602        1.84123       0.365345E-001            NaN
  1205.51        500.000        97.2912                 NaN            NaN            NaN            NaN            NaN  0.613769                 NaN            NaN            NaN  0.315611        1.74572       0.336839E-001            NaN
  1203.01        500.000        97.4194                 NaN            NaN            NaN            NaN            NaN  0.586342                 NaN            NaN            NaN  0.299444        1.66408       0.306959E-001            NaN
  1200.50        500.000        97.5516                 NaN            NaN            NaN            NaN            NaN  0.554476                 NaN            NaN            NaN  0.281720        1.58385       0.283195E-001            NaN
  1197.99        500.000        97.7980                 NaN            NaN            NaN            NaN            NaN  0.543480                 NaN            NaN            NaN  0.314872        1.31677       0.268621E-001            NaN
  1195.49        500.000        73.5852                 NaN            NaN  0.653100                 NaN            NaN            NaN            NaN            NaN            NaN   1.19224        13.7722       0.183474        10.6138     
  1192.98        500.000        94.5827                 NaN            NaN            NaN            NaN            NaN   2.92053                 NaN            NaN            NaN   1.46187        1.03489                 NaN            NaN
  1190.48        500.000        98.5130                 NaN            NaN            NaN            NaN            NaN  0.278849                 NaN            NaN            NaN  0.183101        1.00848       0.166128E-001            NaN
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.72773        1.86285                 NaN            NaN   7.02814        43.4047       0.356132        40.6205     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.57867        2.02043                 NaN            NaN   7.01012        43.4122       0.352955        40.6257     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.83715        1.73942                 NaN            NaN   7.02731        43.4154       0.359310        40.6214     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.36924        2.21099                 NaN            NaN   7.02952        43.4066       0.358242        40.6254     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.24534        2.33176                 NaN            NaN   7.03563        43.4048       0.358852        40.6236     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.82319        2.75140                 NaN            NaN   7.03292        43.4050       0.358927        40.6286     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.82428        2.75103                 NaN            NaN   7.03464        43.4036       0.358257        40.6282     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.53258        3.05110                 NaN            NaN   7.03854        43.3901       0.356615        40.6310     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.30003        3.28984                 NaN            NaN   7.04392        43.3766       0.355141        40.6344     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.58933        4.01256                 NaN            NaN   7.03146        43.3784       0.350367        40.6378     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.73671        3.85433       0.491055E-004            NaN   7.04942        43.3672       0.354290        40.6380     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.28531        4.32171                 NaN            NaN   7.04581        43.3551       0.349005        40.6431     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.09162        4.51986                 NaN            NaN   7.05021        43.3449       0.347441        40.6460     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.47215        5.15597                 NaN            NaN   7.04936        43.3290       0.342612        40.6509     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.69046        4.93163                 NaN            NaN   7.05487        43.3269       0.344497        40.6516     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.48524        5.14549                 NaN            NaN   7.05714        43.3127       0.342815        40.6566     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.32721        5.30689                 NaN            NaN   7.06339        43.3053       0.340457        40.6568     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.34883        7.29713                 NaN            NaN   7.10403        43.2514       0.339312        40.6593     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.13172        7.51905                 NaN            NaN   7.10882        43.2406       0.337969        40.6618     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.99963        4.61256                 NaN            NaN   7.07993        43.3013       0.347759        40.6588     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.86747        4.75128                 NaN            NaN   7.08528        43.2875       0.346115        40.6623     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.79893        3.46065        2.37251                 NaN   7.09209        43.2684       0.341942        40.6655     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.98077        5.65128                 NaN            NaN   7.10272        43.2558       0.342311        40.6672     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.90544        5.73079                 NaN            NaN   7.10632        43.2469       0.341134        40.6694     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.82623        5.81411                 NaN            NaN   7.11098        43.2365       0.340004        40.6722     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.997117        7.67324                 NaN            NaN   7.13226        43.1875       0.332576        40.6773     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.69048                 NaN            NaN            NaN   7.14778        43.1515       0.327318        40.6829     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.03618        2.56460        4.05547       0.431250E-003   7.13636        43.1925       0.335255        40.6792     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.13569        4.55016                 NaN            NaN   7.14531        43.1534       0.328610        40.6868     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.89869        4.78971                 NaN            NaN   7.14809        43.1462       0.327968        40.6893     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.58400        5.10790                 NaN            NaN   7.15265        43.1370       0.326872        40.6916     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.152012        3.76969        4.76452                 NaN   7.14873        43.1437       0.328479        40.6929     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.91036        3.78617                 NaN            NaN   7.15897        43.1230       0.325535        40.6959     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.17101        3.52894                 NaN            NaN   7.16197        43.1150       0.324674        40.6984     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.33450        5.36934                 NaN            NaN   7.16687        43.1046       0.323512        40.7011     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.54435        3.16751                 NaN            NaN   7.17392        43.0890       0.321327        40.7039     
  1097.74        500.000                 NaN            NaN            NaN   1.47071                 NaN            NaN   5.98970       0.118064                 NaN            NaN   6.86041        43.8006       0.442438        41.3180     
  1095.24        500.000                 NaN            NaN            NaN   1.52706                 NaN            NaN   6.00590                 NaN            NaN            NaN   6.85056        43.8262       0.447076        41.3433     
  1092.73        500.000                 NaN            NaN            NaN   1.53829                 NaN            NaN   5.98886                 NaN            NaN            NaN   6.85028        43.8246       0.447446        41.3505     
  1090.23        500.000                 NaN            NaN            NaN   1.55167                 NaN            NaN   5.96824                 NaN            NaN            NaN   6.84914        43.8247       0.447926        41.3583     
  1087.72        500.000                 NaN            NaN            NaN   1.30289                 NaN            NaN   6.45362                 NaN            NaN            NaN   6.92549        43.6346       0.418124        41.2653     
  1085.21        500.000                 NaN            NaN            NaN   1.33270                 NaN            NaN   6.40299                 NaN            NaN            NaN   6.92113        43.6429       0.420085        41.2802     
  1082.71        500.000                 NaN            NaN            NaN   1.37946                 NaN            NaN   6.32117                 NaN            NaN            NaN   6.91262        43.6606       0.423775        41.3024     
  1080.20        500.000                 NaN            NaN            NaN   1.41219                 NaN            NaN   6.26276                 NaN            NaN            NaN   6.90676        43.6735       0.426430        41.3184     
  1077.69        500.000                 NaN            NaN            NaN   1.42883                 NaN            NaN   6.23794                 NaN            NaN            NaN   6.90562        43.6728       0.426875        41.3280     
  1075.19        500.000                 NaN            NaN            NaN   1.45322                 NaN            NaN   6.19594                 NaN            NaN            NaN   6.90125        43.6801       0.428744        41.3407     
  1072.68        500.000                 NaN            NaN            NaN   1.48019                 NaN            NaN   6.15021                 NaN            NaN            NaN   6.89814        43.6865       0.430469        41.3545     
  1070.18        500.000                 NaN            NaN            NaN   1.50329                 NaN            NaN   6.11138                 NaN            NaN            NaN   6.89536        43.6913       0.431932        41.3667     
  1067.67        500.000                 NaN            NaN            NaN   1.52497                 NaN            NaN   6.07479                 NaN            NaN            NaN   6.89250        43.6961       0.433343        41.3783     
