|6.6.6
Archiving\03_Data\DfracLP/QFM_m2.5/K22/K22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1065.16        500.000                 NaN            NaN            NaN   2.72970                 NaN            NaN   7.67883                 NaN            NaN            NaN   7.08737        41.7705       0.806207        39.9274     
  1062.66        500.000                 NaN            NaN            NaN   2.61724                 NaN            NaN   7.88275                 NaN            NaN            NaN   7.11675        41.6953       0.786005        39.9020     
  1060.15        500.000                 NaN            NaN            NaN   2.58044                 NaN            NaN   7.95558                 NaN            NaN            NaN   7.12860        41.6635       0.777614        39.8942     
  1057.64        500.000                 NaN            NaN            NaN   2.60410                 NaN            NaN   7.91829                 NaN            NaN            NaN   7.12558        41.6686       0.781308        39.9021     
  1055.14        500.000                 NaN            NaN            NaN   2.63697                 NaN            NaN   7.87358                 NaN            NaN            NaN   7.12502        41.6720       0.781484        39.9110     
  1052.63        500.000                 NaN            NaN            NaN   2.66300                 NaN            NaN   7.83626                 NaN            NaN            NaN   7.12343        41.6753       0.783143        39.9188     
  1050.13        500.000                 NaN            NaN            NaN   2.68921                 NaN            NaN   7.79832                 NaN            NaN            NaN   7.12198        41.6789       0.784912        39.9267     
  1047.62        500.000                 NaN            NaN            NaN   2.71195                 NaN            NaN   7.76608                 NaN            NaN            NaN   7.12094        41.6812       0.786248        39.9336     
  1045.11        500.000                 NaN            NaN            NaN   2.73535                 NaN            NaN   7.73267                 NaN            NaN            NaN   7.11979        41.6838       0.787701        39.9407     
  1042.61        500.000                 NaN            NaN            NaN   2.75984                 NaN            NaN   7.69743                 NaN            NaN            NaN   7.11847        41.6867       0.789326        39.9482     
  1040.10        500.000                 NaN            NaN            NaN   2.77960                 NaN            NaN   7.66982                 NaN            NaN            NaN   7.11783        41.6882       0.790368        39.9542     
  1037.59        500.000                 NaN            NaN            NaN   2.80257                 NaN            NaN   7.63692                 NaN            NaN            NaN   7.11673        41.6906       0.791856        39.9614     
  1035.09        500.000                 NaN            NaN            NaN   2.82295                 NaN            NaN   7.60820                 NaN            NaN            NaN   7.11599        41.6921       0.793031        39.9677     
  1032.58        500.000                 NaN            NaN            NaN   2.84057                 NaN            NaN   7.58396                 NaN            NaN            NaN   7.11562        41.6928       0.793857        39.9732     
  1030.08        500.000                 NaN            NaN            NaN   2.86346                 NaN            NaN   7.55042                 NaN            NaN            NaN   7.11426        41.6960       0.795588        39.9802     
  1027.57        500.000                 NaN            NaN            NaN   2.88345                 NaN            NaN   7.52160                 NaN            NaN            NaN   7.11329        41.6983       0.796954        39.9864     
  1025.06        500.000                 NaN            NaN            NaN   2.90215                 NaN            NaN   7.49507                 NaN            NaN            NaN   7.11262        41.6998       0.798108        39.9922     
  1022.56        500.000                 NaN            NaN            NaN   2.92011                 NaN            NaN   7.46982                 NaN            NaN            NaN   7.11210        41.7009       0.799154        39.9979     
  1020.05        500.000                 NaN            NaN            NaN   2.92869                 NaN            NaN   7.46202                 NaN            NaN            NaN   7.11388        41.6961       0.798317        40.0010     
  1017.54        500.000                 NaN            NaN            NaN   2.94527                 NaN            NaN   7.43929                 NaN            NaN            NaN   7.11371        41.6963       0.799120        40.0063     
  1015.04        500.000                 NaN            NaN            NaN   2.96150                 NaN            NaN   7.41709                 NaN            NaN            NaN   7.11360        41.6963       0.799893        40.0116     
  1012.53        500.000                 NaN            NaN            NaN   2.97732                 NaN            NaN   7.39552                 NaN            NaN            NaN   7.11354        41.6962       0.800629        40.0168     
  1010.03        500.000                 NaN            NaN            NaN   2.99273                 NaN            NaN   7.37464                 NaN            NaN            NaN   7.11355        41.6959       0.801318        40.0219     
  1007.52        500.000                 NaN            NaN            NaN   3.00781                 NaN            NaN   7.35428                 NaN            NaN            NaN   7.11362        41.6954       0.801977        40.0269     
  1005.01        500.000                 NaN            NaN            NaN   3.10360                 NaN            NaN   7.18975                 NaN            NaN            NaN   7.09603        41.7439       0.815499        40.0513     
  1002.51        500.000                 NaN            NaN            NaN   3.03838                 NaN            NaN   7.31288                 NaN            NaN            NaN   7.11390        41.6940       0.803407        40.0374     
  1000.00        500.000                 NaN            NaN            NaN   3.05314                 NaN            NaN   7.29140                 NaN            NaN            NaN   7.11269        41.6961       0.804720        40.0419     
