|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.5/TIS/TIS_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1162.78        500.000                 NaN   13.4569       0.434168                 NaN   8.33411                 NaN   39.7753       0.539802        37.4597     
  1161.69        500.000                 NaN   13.5579       0.335732                 NaN   8.33621                 NaN   39.7712       0.538838        37.4601     
  1160.59        500.000                 NaN   13.7022       0.194051                 NaN   8.33839                 NaN   39.7669       0.537833        37.4606     
  1159.50        500.000                 NaN   13.8679       0.310846E-001            NaN   8.34056                 NaN   39.7627       0.536832        37.4610     
  1158.41        500.000                 NaN   13.8961                 NaN            NaN   8.33941                 NaN   39.7661       0.537938        37.4605     
  1157.32        500.000                 NaN   13.8922                 NaN            NaN   8.33765                 NaN   39.7709       0.539402        37.4599     
  1156.22        500.000                 NaN   13.8883                 NaN            NaN   8.33589                 NaN   39.7757       0.540866        37.4592     
  1155.13        500.000                 NaN   13.8749                 NaN            NaN   8.33413       0.742349E-002   39.7804       0.542321        37.4608     
  1154.04        500.000                 NaN   13.8314                 NaN            NaN   8.33238       0.380472E-001   39.7851       0.543761        37.4692     
  1152.95        500.000                 NaN   13.7780                 NaN            NaN   8.32979       0.753058E-001   39.7918       0.545727        37.4794     
  1151.85        500.000                 NaN   13.7350                 NaN            NaN   8.32801       0.105648        39.7965       0.547167        37.4877     
  1150.76        500.000                 NaN   13.6912                 NaN            NaN   8.32615       0.136435        39.8013       0.548650        37.4962     
  1149.67        500.000                 NaN   13.6479                 NaN            NaN   8.32429       0.166970        39.8061       0.550123        37.5046     
  1148.58        500.000                 NaN   13.6047                 NaN            NaN   8.32242       0.197308        39.8110       0.551594        37.5130     
  1147.48        500.000                 NaN   13.5621                 NaN            NaN   8.32057       0.227331        39.8157       0.553046        37.5212     
  1146.39        500.000                 NaN   13.5194                 NaN            NaN   8.31869       0.257391        39.8205       0.554512        37.5295     
  1145.30        500.000                 NaN   13.4771                 NaN            NaN   8.31681       0.287145        39.8253       0.555967        37.5377     
  1144.21        500.000                 NaN   13.4352                 NaN            NaN   8.31495       0.316619        39.8300       0.557408        37.5458     
  1143.12        500.000                 NaN   13.3937                 NaN            NaN   8.31309       0.345835        39.8347       0.558837        37.5538     
  1142.02        500.000                 NaN   13.3524                 NaN            NaN   8.31122       0.374875        39.8394       0.560265        37.5618     
  1140.93        500.000                 NaN   13.3115                 NaN            NaN   8.30936       0.403666        39.8440       0.561681        37.5698     
  1139.84        500.000                 NaN   13.2701       0.297151E-002            NaN   8.30769       0.430762        39.8482       0.562976        37.5772     
  1138.75        500.000                 NaN   13.2297       0.288446E-002            NaN   8.30582       0.459239        39.8529       0.564385        37.5851     
  1137.65        500.000                 NaN   13.1891       0.280024E-002            NaN   8.30391       0.487822        39.8575       0.565814        37.5930     
  1136.56        500.000                 NaN   13.1493       0.271600E-002            NaN   8.30205       0.515880        39.8621       0.567210        37.6007     
  1135.47        500.000                 NaN   13.1103       0.263210E-002            NaN   8.30023       0.543414        39.8666       0.568572        37.6083     
  1134.38        500.000                 NaN   13.0724       0.254631E-002            NaN   8.29850       0.570155        39.8708       0.569878        37.6157     
  1133.28        500.000                 NaN   13.0353       0.246383E-002            NaN   8.29680       0.596400        39.8749       0.571151        37.6229     
  1132.19        500.000                 NaN   12.9973       0.238354E-002            NaN   8.29501       0.623206        39.8792       0.572482        37.6303     
  1131.10        500.000                 NaN   12.9584       0.231005E-002            NaN   8.29311       0.650599        39.8838       0.573871        37.6379     
  1130.01        500.000                 NaN   12.9198       0.223674E-002            NaN   8.29123       0.677744        39.8883       0.575250        37.6454     
  1128.91        500.000                 NaN   12.8835       0.216103E-002            NaN   8.28951       0.703453        39.8924       0.576517        37.6525     
  1127.82        500.000                 NaN   12.8468       0.208849E-002            NaN   8.28776       0.729325        39.8966       0.577807        37.6596     
  1126.73        500.000                 NaN   12.8100       0.201812E-002            NaN   8.28598       0.755251        39.9008       0.579103        37.6668     
  1125.64        500.000                 NaN   12.7737       0.194953E-002            NaN   8.28421       0.780860        39.9050       0.580393        37.6739     
  1124.54        500.000                 NaN   12.7380       0.188193E-002            NaN   8.28248       0.806022        39.9091       0.581655        37.6809     
  1123.45        500.000                 NaN   12.7035       0.181471E-002            NaN   8.28084       0.830457        39.9129       0.582857        37.6876     
  1122.36        500.000                 NaN   12.6676       0.175185E-002            NaN   8.27906       0.855703        39.9171       0.584142        37.6946     
  1121.27        500.000                 NaN   12.6343       0.168727E-002            NaN   8.27749       0.879311        39.9208       0.585289        37.7012     
  1120.17        500.000                 NaN   12.6000       0.162647E-002            NaN   8.27581       0.903546        39.9247       0.586503        37.7079     
  1119.08        500.000                 NaN   12.5665                 NaN            NaN   8.27407       0.928209        39.9287       0.587755        37.7147     
  1117.99        500.000                 NaN   12.5340       0.193027E-005            NaN   8.27253       0.951205        39.9323       0.588879        37.7211     
  1116.90        500.000                 NaN   12.5008       0.191982E-005            NaN   8.27090       0.974655        39.9360       0.590049        37.7276     
  1115.80        500.000                 NaN   12.4680       0.191356E-005            NaN   8.26931       0.997766        39.9397       0.591197        37.7340     
  1114.71        500.000                 NaN   12.4361       0.190261E-005            NaN   8.26778        1.02034        39.9432       0.592307        37.7403     
  1113.62        500.000                 NaN   12.4028       0.189337E-005            NaN   8.26610        1.04375        39.9470       0.593501        37.7468     
  1112.53        500.000                 NaN   12.3711       0.188230E-005            NaN   8.26456        1.06615        39.9505       0.594610        37.7530     
  1111.43        500.000                 NaN   12.3419       0.187155E-005            NaN   8.26324        1.08691        39.9535       0.595579        37.7589     
  1110.34        500.000                 NaN   12.3108       0.185926E-005            NaN   8.26172        1.10887        39.9570       0.596666        37.7650     
  1109.25        500.000                 NaN   12.2789       0.184723E-005            NaN   8.26011        1.13135        39.9606       0.597809        37.7712     
  1108.16        500.000                 NaN   12.2486       0.183637E-005            NaN   8.25864        1.15280        39.9639       0.598866        37.7772     
  1107.06        500.000                 NaN   12.2189       0.182348E-005            NaN   8.25722        1.17379        39.9671       0.599888        37.7831     
  1105.97        500.000                 NaN   12.1889       0.181002E-005            NaN   8.25575        1.19503        39.9704       0.600941        37.7890     
  1104.88        500.000                 NaN   12.1595                 NaN            NaN   8.25432        1.21582        39.9736       0.601961        37.7948     
  1103.79        500.000                 NaN   12.1292                 NaN            NaN   8.25279        1.23720        39.9770       0.603044        37.8008     
  1102.69        500.000                 NaN   12.1014                 NaN            NaN   8.25149        1.25699        39.9799       0.603986        37.8063     
  1101.60        500.000                 NaN   12.0721                 NaN            NaN   8.25004        1.27765        39.9831       0.605016        37.8121     
  1100.51        500.000                 NaN   12.0444                 NaN            NaN   8.24872        1.29735        39.9860       0.605964        37.8176     
  1099.42        500.000                 NaN   12.0170                 NaN            NaN   8.24743        1.31678        39.9888       0.606893        37.8231     
  1098.32        500.000                 NaN   11.9901                 NaN            NaN   8.24617        1.33593        39.9916       0.607804        37.8284     
  1097.23        500.000                 NaN   11.9632                 NaN            NaN   8.24489        1.35504        39.9943       0.608717        37.8338     
  1096.14        500.000                 NaN   11.9366                 NaN            NaN   8.24363        1.37397        39.9971       0.609621        37.8391     
  1095.05        500.000                 NaN   11.9086                 NaN            NaN   8.24223        1.39374        40.0001       0.610614        37.8447     
  1093.95        500.000                 NaN   11.8838                 NaN            NaN   8.24114        1.41148        40.0025       0.611414        37.8497     
  1092.86        500.000                 NaN   11.8564                 NaN            NaN   8.23977        1.43087        40.0054       0.612384        37.8551     
  1091.77        500.000                 NaN   11.8305                 NaN            NaN   8.23854        1.44930        40.0081       0.613267        37.8603     
  1090.68        500.000                 NaN   11.8049                 NaN            NaN   8.23733        1.46752        40.0107       0.614136        37.8654     
  1089.58        500.000                 NaN   11.7800                 NaN            NaN   8.23618        1.48528        40.0131       0.614967        37.8705     
  1088.49        500.000                 NaN   11.7547                 NaN            NaN   8.23498        1.50328        40.0157       0.615832        37.8755     
  1087.40        500.000                 NaN   11.7305                 NaN            NaN   8.23388        1.52051        40.0180       0.616622        37.8804     
  1086.31        500.000                 NaN   11.7068       0.555163E-005            NaN   8.23282        1.53752        40.0203       0.617397        37.8852     
  1085.21        500.000                 NaN   11.6848       0.545455E-005            NaN   8.23194        1.55334        40.0221       0.618060        37.8898     
  1084.12        500.000                 NaN   11.6582       0.537376E-005            NaN   8.23055        1.57215        40.0250       0.619031        37.8950     
  1083.03        500.000                 NaN   11.6370       0.527540E-005            NaN   8.22974        1.58748        40.0267       0.619652        37.8994     
  1081.94        500.000                 NaN   11.6110       0.518984E-005            NaN   8.22838        1.60587        40.0296       0.620598        37.9046     
  1080.84        500.000                 NaN   11.5879       0.509357E-005            NaN   8.22733        1.62239        40.0317       0.621356        37.9093     
  1079.75        500.000                 NaN   11.5651       0.499680E-005            NaN   8.22631        1.63869        40.0338       0.622100        37.9139     
  1078.66        500.000                 NaN   11.5440       0.489414E-005            NaN   8.22546        1.65398        40.0356       0.622744        37.9183     
  1077.57        500.000                 NaN   11.5217       0.933079E-003  0.853152E-004   8.22458        1.66931        40.0373       0.623400        37.9227     
  1076.47        500.000                 NaN   11.4979       0.919041E-003            NaN   8.22341        1.68630        40.0398       0.624231        37.9275     
  1075.38        500.000                 NaN   11.4759       0.904790E-003            NaN   8.22243        1.70208        40.0418       0.624947        37.9320     
  1074.29        500.000                 NaN   11.4550                 NaN            NaN   8.22147        1.71774        40.0437       0.625649        37.9364     
  1073.20        500.000                 NaN   11.4334       0.876959E-003            NaN   8.22062        1.73268        40.0454       0.626287        37.9407     
  1072.10        500.000                 NaN   11.4119       0.862926E-003            NaN   8.21966        1.74813        40.0474       0.626985        37.9451     
  1071.01        500.000                 NaN   11.3910       0.847850E-003            NaN   8.21877        1.76319        40.0491       0.627643        37.9494     
  1069.92        500.000                 NaN   11.3703       0.831803E-003            NaN   8.21790        1.77810        40.0509       0.628293        37.9537     
  1068.83        500.000                 NaN   11.3533       0.810797E-003            NaN   8.21742        1.79067        40.0517       0.628700        37.9574     
  1067.73        500.000                 NaN   11.3316       0.789931E-003            NaN   8.21663        1.80618        40.0535       0.629419        37.9618     
  1066.64        500.000                 NaN   11.3130       0.767690E-003            NaN   8.21575        1.81981        40.0550       0.629952        37.9658     
  1065.55        500.000                 NaN   11.2912       0.746304E-003            NaN   8.21472        1.83537        40.0570       0.630693        37.9702     
  1064.46        500.000                 NaN   11.2714       0.727148E-003            NaN   8.21392        1.84972        40.0586       0.631302        37.9743     
  1063.36        500.000                 NaN   11.2526       0.297623E-003            NaN   8.21309        1.86367        40.0601       0.631886        37.9784     
  1062.27        500.000                 NaN   11.2332       0.131176E-005  0.195664E-005   8.21231        1.87786        40.0617       0.632498        37.9825     
  1061.18        500.000                 NaN   11.2144       0.125410E-005  0.192289E-005   8.21159        1.89149        40.0630       0.633052        37.9864     
  1060.09        500.000                 NaN   11.1955       0.120279E-005  0.188925E-005   8.21083        1.90524        40.0645       0.633627        37.9904     
  1058.99        500.000                 NaN   11.1755       0.127240E-005            NaN   8.20996        1.91961        40.0662       0.634272        37.9945     
  1057.90        500.000                 NaN   11.1584       0.123674E-005            NaN   8.20940        1.93218        40.0671       0.634722        37.9982     
  1056.81        500.000                 NaN   11.1401                 NaN            NaN   8.20870        1.94547        40.0684       0.635261        38.0021     
  1055.72        500.000                 NaN   11.1217                 NaN            NaN   8.20799        1.95883        40.0697       0.635808        38.0059     
  1054.62        500.000                 NaN   11.1042                 NaN            NaN   8.20737        1.97161        40.0708       0.636299        38.0097     
  1053.53        500.000                 NaN   11.0863                 NaN            NaN   8.20670        1.98465        40.0720       0.636820        38.0134     
  1052.44        500.000                 NaN   11.0688                 NaN            NaN   8.20606        1.99743        40.0732       0.637327        38.0172     
  1051.35        500.000                 NaN   11.0500                 NaN            NaN   8.20526        2.01104        40.0747       0.637917        38.0211     
  1050.25        500.000                 NaN   11.0333                 NaN            NaN   8.20471        2.02333        40.0756       0.638368        38.0247     
  1049.16        500.000                 NaN   11.0157                 NaN            NaN   8.20405        2.03610        40.0768       0.638880        38.0284     
  1048.07        500.000                 NaN   10.9989                 NaN            NaN   8.20346        2.04846        40.0778       0.639349        38.0321     
  1046.98        500.000                 NaN   10.9825                 NaN            NaN   8.20294        2.06047        40.0787       0.639782        38.0356     
  1045.88        500.000                 NaN   10.9672                 NaN            NaN   8.20252        2.07190        40.0793       0.640152        38.0390     
  1044.79        500.000                 NaN   10.9515                 NaN            NaN   8.20206        2.08350        40.0800       0.640546        38.0424     
  1043.70        500.000                 NaN   10.9352                 NaN            NaN   8.20151        2.09549        40.0809       0.640989        38.0460     
  1042.61        500.000                 NaN   10.9191                 NaN            NaN   8.20099        2.10734        40.0817       0.641420        38.0494     
  1041.51        500.000                 NaN   10.9030                 NaN            NaN   8.20047        2.11914        40.0826       0.641850        38.0529     
  1040.42        500.000                 NaN   10.8853                 NaN            NaN   8.19974        2.13196        40.0839       0.642405        38.0566     
  1039.33        500.000                 NaN   10.8705                 NaN            NaN   8.19936        2.14299        40.0844       0.642751        38.0599     
  1038.24        500.000                 NaN   10.8546                 NaN            NaN   8.19883        2.15472        40.0853       0.643185        38.0634     
  1037.14        500.000                 NaN   10.8399                 NaN            NaN   8.19845        2.16566        40.0858       0.643529        38.0667     
  1036.05        500.000                 NaN   10.8249                 NaN            NaN   8.19803        2.17679        40.0864       0.643899        38.0700     
  1034.96        500.000                 NaN   10.8145                 NaN            NaN   8.19816        2.18513        40.0857       0.643938        38.0726     
  1033.87        500.000                 NaN   10.7946                 NaN            NaN   8.19712        2.19925        40.0877       0.644677        38.0766     
  1032.77        500.000                 NaN   10.7804                 NaN            NaN   8.19679        2.20985        40.0881       0.644996        38.0798     
  1031.68        500.000                 NaN   10.7665                 NaN            NaN   8.19648        2.22032        40.0884       0.645301        38.0830     
  1030.59        500.000                 NaN   10.7917                 NaN            NaN   8.20104        2.20683        40.0774       0.642689        38.0804     
  1029.50        500.000                 NaN   10.7374                 NaN            NaN   8.19569        2.24199        40.0895       0.646009        38.0895     
  1028.40        500.000                 NaN   10.7240                 NaN            NaN   8.19543        2.25207        40.0897       0.646278        38.0925     
  1027.31        500.000                 NaN   10.7094                 NaN            NaN   8.19502        2.26291        40.0902       0.646645        38.0957     
  1026.22        500.000                 NaN   10.6953                 NaN            NaN   8.19466        2.27346        40.0907       0.646979        38.0989     
  1025.13        500.000                 NaN   10.6815                 NaN            NaN   8.19433        2.28385        40.0910       0.647296        38.1020     
  1024.03        500.000                 NaN   10.6678                 NaN            NaN   8.19401        2.29414        40.0914       0.647603        38.1051     
  1022.94        500.000                 NaN   10.6535                 NaN            NaN   8.19362        2.30477        40.0919       0.647958        38.1083     
  1021.85        500.000                 NaN   10.6412                 NaN            NaN   8.19348        2.31418        40.0918       0.648162        38.1112     
  1020.76        500.000                 NaN   10.6270                 NaN            NaN   8.19309        2.32475        40.0923       0.648516        38.1144     
  1019.66        500.000                 NaN   10.6141                 NaN            NaN   8.19285        2.33453        40.0924       0.648773        38.1174     
  1018.57        500.000                 NaN   10.6019                 NaN            NaN   8.19272        2.34386        40.0923       0.648977        38.1202     
  1017.48        500.000                 NaN   10.5891                 NaN            NaN   8.19249        2.35357        40.0924       0.649232        38.1232     
  1016.39        500.000                 NaN   10.5754                 NaN            NaN   8.19214        2.36382        40.0928       0.649559        38.1263     
  1015.29        500.000                 NaN   10.5636                 NaN            NaN   8.19204        2.37294        40.0926       0.649744        38.1291     
  1014.20        500.000                 NaN   10.5508                 NaN            NaN   8.19181        2.38260        40.0927       0.650001        38.1321     
  1013.11        500.000                 NaN   10.5386                 NaN            NaN   8.19165        2.39192        40.0926       0.650217        38.1349     
  1012.02        500.000                 NaN   10.5257                 NaN            NaN   8.19139        2.40168        40.0928       0.650496        38.1379     
  1010.92        500.000                 NaN   10.5137                 NaN            NaN   8.19124        2.41088        40.0927       0.650702        38.1407     
  1009.83        500.000                 NaN   10.5021                 NaN            NaN   8.19115        2.41983        40.0925       0.650878        38.1435     
  1008.74        500.000                 NaN   10.4900                 NaN            NaN   8.19099        2.42911        40.0925       0.651101        38.1464     
  1007.65        500.000                 NaN   10.4781                 NaN            NaN   8.19084        2.43823        40.0924       0.651314        38.1492     
  1006.55        500.000                 NaN   10.4664                 NaN            NaN   8.19073        2.44719        40.0922       0.651499        38.1520     
  1005.46        500.000                 NaN   10.4548                 NaN            NaN   8.19063        2.45615        40.0920       0.651685        38.1548     
  1004.37        500.000                 NaN   10.4439                 NaN            NaN   8.19062        2.46474        40.0915       0.651806        38.1574     
  1003.28        500.000                 NaN   10.4319                 NaN            NaN   8.19045        2.47387        40.0915       0.652035        38.1603     
  1002.18        500.000                 NaN   10.4222                 NaN            NaN   8.19058        2.48168        40.0907       0.652083        38.1628     
  1001.09        500.000                 NaN   10.4110                 NaN            NaN   8.19052        2.49034        40.0904       0.652242        38.1655     
  1000.00        500.000                 NaN   10.3999                 NaN            NaN   8.19047        2.49897        40.0901       0.652399        38.1682     
