|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.5/TIS/TIS_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          San(TH)        ilm            q             
  1164.96        500.000                 NaN   9.77411       0.560176                 NaN   8.11285                 NaN   42.1199       0.307434        39.1255     
  1163.87        500.000                 NaN   9.90883       0.427686                 NaN   8.11499                 NaN   42.1149       0.306859        39.1267     
  1162.78        500.000                 NaN   10.0113       0.327386                 NaN   8.11707                 NaN   42.1100       0.306295        39.1279     
  1161.69        500.000                 NaN   10.0877       0.253175                 NaN   8.11909                 NaN   42.1052       0.305744        39.1291     
  1160.59        500.000                 NaN   10.1968       0.146347                 NaN   8.12119                 NaN   42.1002       0.305168        39.1303     
  1159.50        500.000                 NaN   10.3220       0.234451E-001            NaN   8.12328                 NaN   42.0953       0.304595        39.1315     
  1158.41        500.000                 NaN   10.3427                 NaN            NaN   8.12210                 NaN   42.0983       0.305216        39.1316     
  1157.32        500.000                 NaN   10.3392                 NaN            NaN   8.12034                 NaN   42.1028       0.306040        39.1316     
  1156.22        500.000                 NaN   10.3358                 NaN            NaN   8.11857                 NaN   42.1073       0.306865        39.1315     
  1155.13        500.000                 NaN   10.3256                 NaN            NaN   8.11679       0.459705E-002   42.1116       0.307683        39.1337     
  1154.04        500.000                 NaN   10.2948                 NaN            NaN   8.11494       0.235602E-001   42.1155       0.308490        39.1427     
  1152.95        500.000                 NaN   10.2568                 NaN            NaN   8.11224       0.466303E-001   42.1213       0.309595        39.1534     
  1151.85        500.000                 NaN   10.2262                 NaN            NaN   8.11037       0.654163E-001   42.1252       0.310402        39.1623     
  1150.76        500.000                 NaN   10.1952                 NaN            NaN   8.10842       0.844762E-001   42.1293       0.311233        39.1713     
  1149.67        500.000                 NaN   10.1644                 NaN            NaN   8.10647       0.103379        42.1334       0.312059        39.1803     
  1148.58        500.000                 NaN   10.1338                 NaN            NaN   8.10451       0.122158        42.1374       0.312884        39.1892     
  1147.48        500.000                 NaN   10.1035                 NaN            NaN   8.10257       0.140742        42.1414       0.313698        39.1981     
  1146.39        500.000                 NaN   10.0732                 NaN            NaN   8.10060       0.159346        42.1455       0.314519        39.2069     
  1145.30        500.000                 NaN   10.0431                 NaN            NaN   8.09863       0.177760        42.1495       0.315334        39.2157     
  1144.21        500.000                 NaN   10.0134                 NaN            NaN   8.09668       0.196000        42.1534       0.316142        39.2244     
  1143.12        500.000                 NaN   9.98392                 NaN            NaN   8.09473       0.214079        42.1574       0.316943        39.2330     
  1142.02        500.000                 NaN   9.95461                 NaN            NaN   8.09278       0.232047        42.1613       0.317743        39.2415     
  1140.93        500.000                 NaN   9.92557                 NaN            NaN   8.09084       0.249860        42.1652       0.318536        39.2500     
  1139.84        500.000                 NaN   9.89615       0.217979E-002            NaN   8.08908       0.266623        42.1686       0.319261        39.2581     
  1138.75        500.000                 NaN   9.86747       0.211618E-002            NaN   8.08713       0.284239        42.1725       0.320050        39.2665     
  1137.65        500.000                 NaN   9.83866       0.205463E-002            NaN   8.08513       0.301920        42.1764       0.320851        39.2750     
  1136.56        500.000                 NaN   9.81040       0.199305E-002            NaN   8.08319       0.319275        42.1802       0.321632        39.2833     
  1135.47        500.000                 NaN   9.78270       0.193171E-002            NaN   8.08129       0.336304        42.1839       0.322395        39.2915     
  1134.38        500.000                 NaN   9.75584       0.186897E-002            NaN   8.07947       0.352841        42.1874       0.323126        39.2995     
  1133.28        500.000                 NaN   9.72951       0.180863E-002            NaN   8.07770       0.369071        42.1908       0.323838        39.3073     
  1132.19        500.000                 NaN   9.70255       0.174990E-002            NaN   8.07583       0.385647        42.1944       0.324583        39.3153     
  1131.10        500.000                 NaN   9.67492       0.169615E-002            NaN   8.07385       0.402585        42.1982       0.325361        39.3234     
  1130.01        500.000                 NaN   9.64754       0.164252E-002            NaN   8.07189       0.419367        42.2019       0.326133        39.3315     
  1128.91        500.000                 NaN   9.62172       0.158710E-002            NaN   8.07009       0.435261        42.2053       0.326841        39.3392     
  1127.82        500.000                 NaN   9.59570       0.153401E-002            NaN   8.06826       0.451254        42.2088       0.327563        39.3469     
  1126.73        500.000                 NaN   9.56963       0.148251E-002            NaN   8.06640       0.467280        42.2122       0.328288        39.3547     
  1125.64        500.000                 NaN   9.54385       0.143230E-002            NaN   8.06456       0.483109        42.2157       0.329010        39.3624     
  1124.54        500.000                 NaN   9.51855       0.138280E-002            NaN   8.06275       0.498660        42.2190       0.329715        39.3699     
  1123.45        500.000                 NaN   9.49404       0.133357E-002            NaN   8.06104       0.513761        42.2222       0.330387        39.3773     
  1122.36        500.000                 NaN   9.46861       0.128754E-002            NaN   8.05918       0.529362        42.2256       0.331106        39.3849     
  1121.27        500.000                 NaN   9.44497       0.124023E-002            NaN   8.05754       0.543949        42.2285       0.331747        39.3920     
  1120.17        500.000                 NaN   9.42063       0.119569E-002            NaN   8.05579       0.558923        42.2317       0.332425        39.3993     
  1119.08        500.000                 NaN   9.39696                 NaN            NaN   8.05397       0.574161        42.2350       0.333125        39.4067     
  1117.99        500.000                 NaN   9.37389       0.141827E-005            NaN   8.05236       0.588367        42.2379       0.333753        39.4137     
  1116.90        500.000                 NaN   9.35032       0.141075E-005            NaN   8.05066       0.602853        42.2409       0.334406        39.4209     
  1115.80        500.000                 NaN   9.32710       0.140630E-005            NaN   8.04900       0.617128        42.2438       0.335048        39.4279     
  1114.71        500.000                 NaN   9.30446       0.139842E-005            NaN   8.04739       0.631068        42.2466       0.335667        39.4348     
  1113.62        500.000                 NaN   9.28087       0.139178E-005            NaN   8.04565       0.645532        42.2498       0.336334        39.4418     
  1112.53        500.000                 NaN   9.25840       0.138380E-005            NaN   8.04404       0.659360        42.2526       0.336953        39.4487     
  1111.43        500.000                 NaN   9.23772       0.137606E-005            NaN   8.04265       0.672179        42.2548       0.337493        39.4551     
  1110.34        500.000                 NaN   9.21569       0.136718E-005            NaN   8.04106       0.685742        42.2576       0.338100        39.4618     
  1109.25        500.000                 NaN   9.19308       0.135850E-005            NaN   8.03938       0.699621        42.2605       0.338738        39.4687     
  1108.16        500.000                 NaN   9.17159       0.135066E-005            NaN   8.03784       0.712864        42.2631       0.339328        39.4753     
  1107.06        500.000                 NaN   9.15060       0.134133E-005            NaN   8.03636       0.725822        42.2656       0.339897        39.4818     
  1105.97        500.000                 NaN   9.12932       0.133158E-005            NaN   8.03481       0.738930        42.2682       0.340485        39.4883     
  1104.88        500.000                 NaN   9.10851                 NaN            NaN   8.03332       0.751764        42.2706       0.341054        39.4947     
  1103.79        500.000                 NaN   9.08705                 NaN            NaN   8.03173       0.764958        42.2733       0.341658        39.5013     
  1102.69        500.000                 NaN   9.06733                 NaN            NaN   8.03036       0.777173        42.2755       0.342182        39.5074     
  1101.60        500.000                 NaN   9.04662                 NaN            NaN   8.02884       0.789925        42.2780       0.342757        39.5138     
  1100.51        500.000                 NaN   9.02698                 NaN            NaN   8.02746       0.802078        42.2802       0.343284        39.5200     
  1099.42        500.000                 NaN   9.00763                 NaN            NaN   8.02610       0.814066        42.2824       0.343802        39.5260     
  1098.32        500.000                 NaN   8.98857                 NaN            NaN   8.02477       0.825880        42.2844       0.344308        39.5320     
  1097.23        500.000                 NaN   8.96956                 NaN            NaN   8.02343       0.837667        42.2865       0.344817        39.5380     
  1096.14        500.000                 NaN   8.95072                 NaN            NaN   8.02211       0.849346        42.2885       0.345320        39.5440     
  1095.05        500.000                 NaN   8.93092                 NaN            NaN   8.02064       0.861544        42.2909       0.345873        39.5501     
  1093.95        500.000                 NaN   8.91340                 NaN            NaN   8.01949       0.872479        42.2925       0.346317        39.5558     
  1092.86        500.000                 NaN   8.89400                 NaN            NaN   8.01805       0.884440        42.2948       0.346857        39.5618     
  1091.77        500.000                 NaN   8.87567                 NaN            NaN   8.01676       0.895807        42.2968       0.347348        39.5676     
  1090.68        500.000                 NaN   8.85757                 NaN            NaN   8.01549       0.907039        42.2987       0.347831        39.5734     
  1089.58        500.000                 NaN   8.83996                 NaN            NaN   8.01427       0.917992        42.3005       0.348293        39.5790     
  1088.49        500.000                 NaN   8.82206                 NaN            NaN   8.01301       0.929091        42.3023       0.348774        39.5847     
  1087.40        500.000                 NaN   8.80503                 NaN            NaN   8.01186       0.939713        42.3039       0.349213        39.5902     
  1086.31        500.000                 NaN   8.78825       0.409579E-005            NaN   8.01072       0.950197        42.3055       0.349643        39.5957     
  1085.21        500.000                 NaN   8.77279       0.402481E-005            NaN   8.00978       0.959946        42.3066       0.350010        39.6009     
  1084.12        500.000                 NaN   8.75393       0.396586E-005            NaN   8.00833       0.971544        42.3089       0.350550        39.6067     
  1083.03        500.000                 NaN   8.73901       0.389392E-005            NaN   8.00746       0.980989        42.3099       0.350893        39.6118     
  1081.94        500.000                 NaN   8.72061       0.383144E-005            NaN   8.00604       0.992319        42.3120       0.351419        39.6176     
  1080.84        500.000                 NaN   8.70431       0.376105E-005            NaN   8.00494        1.00250        42.3135       0.351840        39.6229     
  1079.75        500.000                 NaN   8.68824       0.369029E-005            NaN   8.00386        1.01255        42.3149       0.352252        39.6282     
  1078.66        500.000                 NaN   8.67331       0.361516E-005            NaN   8.00294        1.02197        42.3160       0.352608        39.6332     
  1077.57        500.000                 NaN   8.65759       0.690047E-003  0.638583E-004   8.00200        1.03140        42.3171       0.352971        39.6382     
  1076.47        500.000                 NaN   8.64077       0.679873E-003            NaN   8.00077        1.04187        42.3188       0.353433        39.6436     
  1075.38        500.000                 NaN   8.62526       0.669547E-003            NaN   7.99973        1.05159        42.3202       0.353830        39.6488     
  1074.29        500.000                 NaN   8.61055                 NaN            NaN   7.99871        1.06124        42.3214       0.354218        39.6539     
  1073.20        500.000                 NaN   8.59532       0.649431E-003            NaN   7.99779        1.07044        42.3224       0.354570        39.6588     
  1072.10        500.000                 NaN   8.58015       0.639317E-003            NaN   7.99678        1.07995        42.3237       0.354957        39.6639     
  1071.01        500.000                 NaN   8.56543       0.628457E-003            NaN   7.99583        1.08922        42.3248       0.355321        39.6688     
  1069.92        500.000                 NaN   8.55086       0.616916E-003            NaN   7.99490        1.09841        42.3258       0.355680        39.6737     
  1068.83        500.000                 NaN   8.53897       0.601750E-003            NaN   7.99436        1.10614        42.3259       0.355902        39.6781     
  1067.73        500.000                 NaN   8.52370       0.586734E-003            NaN   7.99350        1.11569        42.3271       0.356301        39.6831     
  1066.64        500.000                 NaN   8.51058       0.570758E-003            NaN   7.99257        1.12408        42.3279       0.356594        39.6877     
  1065.55        500.000                 NaN   8.49524       0.555401E-003            NaN   7.99148        1.13366        42.3293       0.357004        39.6928     
  1064.46        500.000                 NaN   8.48127       0.541636E-003            NaN   7.99063        1.14249        42.3302       0.357340        39.6976     
  1063.36        500.000                 NaN   8.46806       0.221871E-003            NaN   7.98974        1.15108        42.3310       0.357663        39.7023     
  1062.27        500.000                 NaN   8.45446       0.978565E-006  0.144783E-005   7.98890        1.15981        42.3319       0.358000        39.7070     
  1061.18        500.000                 NaN   8.44127       0.936124E-006  0.142327E-005   7.98812        1.16819        42.3325       0.358306        39.7116     
  1060.09        500.000                 NaN   8.42793       0.898321E-006  0.139882E-005   7.98730        1.17665        42.3333       0.358622        39.7162     
  1058.99        500.000                 NaN   8.41387       0.950783E-006            NaN   7.98637        1.18550        42.3343       0.358978        39.7210     
  1057.90        500.000                 NaN   8.40189       0.924562E-006            NaN   7.98576        1.19323        42.3346       0.359225        39.7253     
  1056.81        500.000                 NaN   8.38906                 NaN            NaN   7.98500        1.20140        42.3352       0.359521        39.7298     
  1055.72        500.000                 NaN   8.37614                 NaN            NaN   7.98423        1.20962        42.3359       0.359823        39.7343     
  1054.62        500.000                 NaN   8.36389                 NaN            NaN   7.98355        1.21748        42.3363       0.360092        39.7387     
  1053.53        500.000                 NaN   8.35133                 NaN            NaN   7.98282        1.22549        42.3368       0.360378        39.7432     
  1052.44        500.000                 NaN   8.33904                 NaN            NaN   7.98212        1.23335        42.3373       0.360657        39.7475     
  1051.35        500.000                 NaN   8.32580                 NaN            NaN   7.98127        1.24173        42.3381       0.360982        39.7521     
  1050.25        500.000                 NaN   8.31409                 NaN            NaN   7.98066        1.24928        42.3384       0.361229        39.7564     
  1049.16        500.000                 NaN   8.30180                 NaN            NaN   7.97994        1.25713        42.3389       0.361510        39.7608     
  1048.07        500.000                 NaN   8.28998                 NaN            NaN   7.97930        1.26473        42.3392       0.361767        39.7650     
  1046.98        500.000                 NaN   8.27856                 NaN            NaN   7.97871        1.27211        42.3394       0.362004        39.7692     
  1045.88        500.000                 NaN   8.26783                 NaN            NaN   7.97824        1.27913        42.3393       0.362205        39.7733     
  1044.79        500.000                 NaN   8.25687                 NaN            NaN   7.97772        1.28626        42.3394       0.362420        39.7774     
  1043.70        500.000                 NaN   8.24547                 NaN            NaN   7.97711        1.29363        42.3396       0.362662        39.7816     
  1042.61        500.000                 NaN   8.23421                 NaN            NaN   7.97654        1.30091        42.3397       0.362898        39.7857     
  1041.51        500.000                 NaN   8.22300                 NaN            NaN   7.97596        1.30816        42.3399       0.363132        39.7898     
  1040.42        500.000                 NaN   8.21057                 NaN            NaN   7.97517        1.31604        42.3406       0.363438        39.7942     
  1039.33        500.000                 NaN   8.20026                 NaN            NaN   7.97473        1.32281        42.3404       0.363626        39.7982     
  1038.24        500.000                 NaN   8.18912                 NaN            NaN   7.97415        1.33001        42.3406       0.363863        39.8023     
  1037.14        500.000                 NaN   8.17890                 NaN            NaN   7.97371        1.33673        42.3404       0.364049        39.8062     
  1036.05        500.000                 NaN   8.16844                 NaN            NaN   7.97323        1.34357        42.3403       0.364251        39.8102     
  1034.96        500.000                 NaN   8.16129                 NaN            NaN   7.97330        1.34869        42.3389       0.364265        39.8135     
  1033.87        500.000                 NaN   8.14727                 NaN            NaN   7.97221        1.35736        42.3403       0.364674        39.8182     
  1032.77        500.000                 NaN   8.13743                 NaN            NaN   7.97182        1.36387        42.3400       0.364847        39.8220     
  1031.68        500.000                 NaN   8.12773                 NaN            NaN   7.97145        1.37030        42.3397       0.365011        39.8259     
  1030.59        500.000                 NaN   8.14656                 NaN            NaN   7.97592        1.36195        42.3279       0.363530        39.8242     
  1029.50        500.000                 NaN   8.10745                 NaN            NaN   7.97055        1.38360        42.3394       0.365395        39.8336     
  1028.40        500.000                 NaN   8.09819                 NaN            NaN   7.97024        1.38978        42.3389       0.365539        39.8374     
  1027.31        500.000                 NaN   8.08803                 NaN            NaN   7.96977        1.39644        42.3388       0.365738        39.8413     
  1026.22        500.000                 NaN   8.07820                 NaN            NaN   7.96935        1.40291        42.3385       0.365920        39.8451     
  1025.13        500.000                 NaN   8.06856                 NaN            NaN   7.96896        1.40929        42.3382       0.366091        39.8489     
  1024.03        500.000                 NaN   8.05905                 NaN            NaN   7.96859        1.41559        42.3379       0.366256        39.8527     
  1022.94        500.000                 NaN   8.04910                 NaN            NaN   7.96814        1.42212        42.3377       0.366449        39.8565     
  1021.85        500.000                 NaN   8.04062                 NaN            NaN   7.96794        1.42789        42.3369       0.366556        39.8601     
  1020.76        500.000                 NaN   8.03074                 NaN            NaN   7.96749        1.43437        42.3367       0.366748        39.8639     
  1019.66        500.000                 NaN   8.02180                 NaN            NaN   7.96720        1.44037        42.3362       0.366886        39.8676     
  1018.57        500.000                 NaN   8.01340                 NaN            NaN   7.96701        1.44609        42.3354       0.366993        39.8711     
  1017.48        500.000                 NaN   8.00453                 NaN            NaN   7.96672        1.45205        42.3348       0.367129        39.8747     
  1016.39        500.000                 NaN   7.99501                 NaN            NaN   7.96632        1.45833        42.3345       0.367306        39.8785     
  1015.29        500.000                 NaN   7.98686                 NaN            NaN   7.96616        1.46392        42.3337       0.367402        39.8820     
  1014.20        500.000                 NaN   7.97804                 NaN            NaN   7.96587        1.46984        42.3331       0.367540        39.8856     
  1013.11        500.000                 NaN   7.96963                 NaN            NaN   7.96566        1.47555        42.3324       0.367654        39.8891     
  1012.02        500.000                 NaN   7.96067                 NaN            NaN   7.96534        1.48154        42.3319       0.367804        39.8928     
  1010.92        500.000                 NaN   7.95240                 NaN            NaN   7.96514        1.48718        42.3311       0.367913        39.8963     
  1009.83        500.000                 NaN   7.94443                 NaN            NaN   7.96499        1.49266        42.3302       0.368004        39.8997     
  1008.74        500.000                 NaN   7.93605                 NaN            NaN   7.96476        1.49835        42.3295       0.368122        39.9033     
  1007.65        500.000                 NaN   7.92783                 NaN            NaN   7.96456        1.50394        42.3287       0.368235        39.9067     
  1006.55        500.000                 NaN   7.91983                 NaN            NaN   7.96440        1.50943        42.3278       0.368332        39.9102     
  1005.46        500.000                 NaN   7.91183                 NaN            NaN   7.96423        1.51491        42.3269       0.368429        39.9137     
  1004.37        500.000                 NaN   7.90433                 NaN            NaN   7.96416        1.52017        42.3258       0.368489        39.9170     
  1003.28        500.000                 NaN   7.89609                 NaN            NaN   7.96394        1.52576        42.3251       0.368611        39.9205     
  1002.18        500.000                 NaN   7.88947                 NaN            NaN   7.96401        1.53054        42.3236       0.368630        39.9237     
  1001.09        500.000                 NaN   7.88182                 NaN            NaN   7.96390        1.53584        42.3226       0.368712        39.9271     
  1000.00        500.000                 NaN   7.87420                 NaN            NaN   7.96379        1.54113        42.3216       0.368794        39.9305     
