|6.6.6
Archiving\03_Data\fracLP/QFM_m2.5/KHA22/KHA22_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          18
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       mang           Ni             O(HP)          Sp(TH)         Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1578.95        500.000        98.8456                 NaN            NaN            NaN            NaN  0.515390E-001            NaN            NaN   1.10287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        500.000        98.8752                 NaN            NaN            NaN            NaN  0.486991E-001            NaN            NaN   1.07605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        500.000        98.8890                 NaN            NaN            NaN            NaN  0.459974E-001            NaN            NaN   1.06501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        500.000        98.9078                 NaN            NaN            NaN            NaN  0.439996E-001            NaN            NaN   1.04818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        500.000        98.9255                 NaN            NaN            NaN            NaN  0.414769E-001            NaN            NaN   1.03303                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        500.000        98.6925                 NaN            NaN            NaN            NaN  0.501419E-001            NaN            NaN   1.25737                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        500.000        99.2141                 NaN            NaN            NaN            NaN  0.306177E-001            NaN            NaN  0.755255                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        500.000        98.9731                 NaN            NaN            NaN            NaN  0.314634E-001            NaN            NaN  0.995409                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        500.000        98.9943                 NaN            NaN            NaN            NaN  0.328147E-001            NaN            NaN  0.972909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        500.000        99.0079                 NaN            NaN            NaN            NaN  0.299087E-001            NaN            NaN  0.962216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        500.000        99.0232                 NaN            NaN            NaN            NaN  0.272191E-001            NaN            NaN  0.949623                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        500.000        99.0388                 NaN            NaN            NaN            NaN  0.264828E-001            NaN            NaN  0.934687                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        500.000        99.0548                 NaN            NaN            NaN            NaN  0.259881E-001            NaN            NaN  0.919192                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        500.000        99.0681                 NaN            NaN            NaN            NaN  0.228070E-001            NaN            NaN  0.909048                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        500.000        99.0806                 NaN            NaN            NaN            NaN  0.242634E-001            NaN            NaN  0.895174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        500.000        99.0976                 NaN            NaN            NaN            NaN  0.190887E-001            NaN            NaN  0.883308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        500.000        99.1081                 NaN            NaN            NaN            NaN  0.171324E-001            NaN            NaN  0.874812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        500.000        99.1185                 NaN            NaN            NaN            NaN  0.129014E-001            NaN            NaN  0.868598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        500.000        99.1306                 NaN            NaN            NaN            NaN  0.107191E-001            NaN            NaN  0.858681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        500.000        99.1341                 NaN            NaN            NaN            NaN  0.117599E-001            NaN            NaN  0.854103                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        500.000        99.1625                 NaN            NaN            NaN            NaN  0.481851E-002            NaN            NaN  0.832704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        500.000        99.1674                 NaN            NaN            NaN            NaN  0.852788E-002            NaN            NaN  0.824041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.1804                 NaN            NaN            NaN            NaN  0.179898E-001            NaN            NaN  0.801572                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.1900                 NaN            NaN            NaN            NaN  0.106687E-001            NaN            NaN  0.799289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.1982                 NaN            NaN            NaN            NaN  0.282074E-003            NaN            NaN  0.801492                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.2106                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.789354                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.4610                 NaN            NaN            NaN            NaN  0.239209E-001            NaN            NaN  0.515087                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        98.9927                 NaN            NaN            NaN            NaN  0.215404E-002            NaN            NaN   1.00512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.2403                 NaN            NaN            NaN            NaN  0.940200E-002            NaN            NaN  0.750343                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.2482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.751836                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.2583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.741727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.2668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.733217                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.2771                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.722933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.2842                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.715823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2933                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.706697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.2974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.702626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.3086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.691444                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.3158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.684240                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.3215                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.678496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.3309                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.669132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.3385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.661451                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.3313                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.578010       0.907387E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.2324                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.275088E-001  0.740117                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.2372                 NaN            NaN            NaN            NaN  0.472062E-004            NaN            NaN  0.193366E-001  0.743416                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.2445                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130273E-001  0.742486                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.2479                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.461479E-002  0.747438                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.2544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.745646                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.2592                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.219161E-001  0.718882                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.2640                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.372942E-001  0.698735                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.2646                 NaN            NaN            NaN            NaN  0.100272E-004            NaN            NaN            NaN  0.735378                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.2681                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.731920                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.2706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.729408                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.2736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.726446                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        99.2736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.243529E-002  0.723960                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        99.2739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.726084                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        99.2745                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.725452                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        99.2698                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.730199                 NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        99.2074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.103438       0.689141                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.8910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.416745       0.692302                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.9089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.409489       0.681609                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.9263                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.670804       0.402934                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.9432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.660555       0.396223                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.9596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.389660       0.650750                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.9757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.382641       0.641644                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.9910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.377081       0.631908                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        99.0064                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.623187       0.370418                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        99.0216                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.364394       0.613980                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.2037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.707532       0.666380                 NaN  0.422398                 NaN            NaN            NaN
  1408.52        500.000        97.3678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.707897        1.06146                 NaN  0.862805                 NaN            NaN            NaN
  1406.02        500.000        97.4535                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02691       0.684193                 NaN  0.835370                 NaN            NaN            NaN
  1403.51        500.000        97.5347                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.661610       0.994135                 NaN  0.809518                 NaN            NaN            NaN
  1401.00        500.000        97.6138                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.962639       0.639702                 NaN  0.783889                 NaN            NaN            NaN
  1398.50        500.000        97.6849                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.620127       0.934059                 NaN  0.760906                 NaN            NaN            NaN
  1395.99        500.000        97.7568                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.599840       0.905664                 NaN  0.737697                 NaN            NaN            NaN
  1393.48        500.000        97.8243                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.878556       0.581163                 NaN  0.715942                 NaN            NaN            NaN
  1390.98        500.000        97.8879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.854119       0.562599                 NaN  0.695387                 NaN            NaN            NaN
  1388.47        500.000        97.9472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.546607       0.830252                 NaN  0.675986                 NaN            NaN            NaN
  1385.96        500.000        98.0082                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.529386       0.806464                 NaN  0.655991                 NaN            NaN            NaN
  1383.46        500.000        98.0628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.784819       0.514347                 NaN  0.638045                 NaN            NaN            NaN
  1380.95        500.000        98.1158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.499188       0.764142                 NaN  0.620865                 NaN            NaN            NaN
  1378.45        500.000        98.1673                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.484481       0.744076                 NaN  0.604109                 NaN            NaN            NaN
  1375.94        500.000        98.2158                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.470668       0.725400                 NaN  0.588082                 NaN            NaN            NaN
  1373.43        500.000        98.2632                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.457137       0.707176                 NaN  0.572501                 NaN            NaN            NaN
  1370.93        500.000        98.3080                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.689578       0.444665                 NaN  0.557735                 NaN            NaN            NaN
  1368.42        500.000        98.3512                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.432033       0.673280                 NaN  0.543470                 NaN            NaN            NaN
  1365.91        500.000        98.3939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.419643       0.656962                 NaN  0.529497                 NaN            NaN            NaN
  1363.41        500.000        98.4330                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.641593       0.409034                 NaN  0.516332                 NaN            NaN            NaN
  1360.90        500.000        98.4694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.397785       0.628442                 NaN  0.504358                 NaN            NaN            NaN
  1358.40        500.000        98.5100                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.386892       0.612331                 NaN  0.490730                 NaN            NaN            NaN
  1355.89        500.000        98.5447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.377041       0.598927                 NaN  0.479347                 NaN            NaN            NaN
  1353.38        500.000        98.5790                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.366854       0.586331                 NaN  0.467809                 NaN            NaN            NaN
  1350.88        500.000        98.6117                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.357547       0.573865                 NaN  0.456866                 NaN            NaN            NaN
  1348.37        500.000        98.6432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.348593       0.561892                 NaN  0.446295                 NaN            NaN            NaN
  1345.86        500.000        98.6743                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.550261       0.339370                 NaN  0.436107                 NaN            NaN            NaN
  1343.36        500.000        98.7054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.330758       0.538394                 NaN  0.425412                 NaN            NaN            NaN
  1340.85        500.000        98.7336                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.322459       0.527911                 NaN  0.416069                 NaN            NaN            NaN
  1338.35        500.000        98.7606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.517617       0.314866                 NaN  0.406939                 NaN            NaN            NaN
  1335.84        500.000        98.7879                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.306244       0.508023                 NaN  0.397797                 NaN            NaN            NaN
  1333.33        500.000        98.8148                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.299015       0.497513                 NaN  0.388698                 NaN            NaN            NaN
  1330.83        500.000        98.8384                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.291756       0.489076                 NaN  0.380785                 NaN            NaN            NaN
  1328.32        500.000        98.8645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.284769       0.478895                 NaN  0.371878                 NaN            NaN            NaN
  1325.81        500.000        98.8872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.277981       0.470609                 NaN  0.364252                 NaN            NaN            NaN
  1323.31        500.000        99.1266                 NaN            NaN            NaN            NaN  0.924298E-001            NaN            NaN            NaN  0.483919                 NaN            NaN  0.297015                 NaN            NaN            NaN
  1320.80        500.000        98.7412                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.112222       0.731937                 NaN  0.414677                 NaN            NaN            NaN
  1318.30        500.000        98.9560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.444798       0.258244                 NaN  0.340994                 NaN            NaN            NaN
  1315.79        500.000        98.9774                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.436812       0.252063                 NaN  0.333771                 NaN            NaN            NaN
  1313.28        500.000        99.0132                 NaN            NaN            NaN            NaN  0.565536E-001            NaN            NaN            NaN  0.278014       0.321877                 NaN  0.330387                 NaN            NaN            NaN
  1310.78        500.000        99.0547                 NaN            NaN            NaN            NaN  0.133819                 NaN            NaN            NaN  0.315553       0.167966                 NaN  0.327977                 NaN            NaN            NaN
  1308.27        500.000        99.0751                 NaN            NaN            NaN            NaN  0.132666                 NaN            NaN            NaN  0.310362       0.161126                 NaN  0.320788                 NaN            NaN            NaN
  1305.76        500.000        99.0945                 NaN            NaN            NaN            NaN  0.130054                 NaN            NaN            NaN  0.304118       0.157536                 NaN  0.313770                 NaN            NaN            NaN
  1303.26        500.000        99.1133                 NaN            NaN            NaN            NaN  0.126571                 NaN            NaN            NaN  0.297887       0.155567                 NaN  0.306654                 NaN            NaN            NaN
  1300.75        500.000        99.1319                 NaN            NaN            NaN            NaN  0.124394                 NaN            NaN            NaN  0.151786       0.291813                 NaN  0.300066                 NaN            NaN            NaN
  1298.25        500.000        99.1505                 NaN            NaN            NaN            NaN  0.120355                 NaN            NaN            NaN  0.285211       0.151050                 NaN  0.292871                 NaN            NaN            NaN
  1295.74        500.000        99.1672                 NaN            NaN            NaN            NaN  0.117165                 NaN            NaN            NaN  0.149517       0.279346                 NaN  0.286780                 NaN            NaN            NaN
  1293.23        500.000        99.1856                 NaN            NaN            NaN            NaN  0.114258                 NaN            NaN            NaN  0.273237       0.147009                 NaN  0.279921                 NaN            NaN            NaN
  1290.73        500.000        95.5630                 NaN            NaN            NaN            NaN  0.606713E-001            NaN            NaN            NaN  0.509043       0.800037                 NaN  0.668453        2.39875                 NaN            NaN
  1288.22        500.000        78.6797                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.49161        1.73189                 NaN   2.50694        13.5898                 NaN            NaN
  1285.71        500.000        82.5693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.86103        1.43456                 NaN   2.07478        11.0603                 NaN            NaN
  1283.21        500.000        85.3671                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.21655        2.40782                 NaN   1.76128        9.24722                 NaN            NaN
  1280.70        500.000        87.4585                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05101        2.06926                 NaN   1.52482        7.89642                 NaN            NaN
  1278.20        500.000        89.0660                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.922103        1.80901                 NaN   1.34141        6.86144                 NaN            NaN
  1275.69        500.000        90.3333                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.60423       0.818910                 NaN   1.19580        6.04776                 NaN            NaN
  1273.18        500.000        91.3466                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.736038        1.44060                 NaN   1.07827        5.39850                 NaN            NaN
  1270.68        500.000        92.1758                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.30920       0.665670                 NaN  0.981504        4.86785                 NaN            NaN
  1268.17        500.000        92.8898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.19354       0.605154                 NaN  0.896746        4.41478                 NaN            NaN
  1265.66        500.000        93.4899                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.552033        1.09821                 NaN  0.825110        4.03471                 NaN            NaN
  1263.16        500.000        93.9942                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.506465        1.02001                 NaN  0.764450        3.71488                 NaN            NaN
  1260.65        500.000        94.4385                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.953368       0.462861                 NaN  0.710439        3.43479                 NaN            NaN
  1258.15        500.000        94.8132                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.422207       0.902766                 NaN  0.664905        3.19697                 NaN            NaN
  1255.64        500.000        95.1560                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.856291       0.383346                 NaN  0.622487        2.98183                 NaN            NaN
  1253.13        500.000        95.4590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.346612       0.817561                 NaN  0.584780        2.79202                 NaN            NaN
  1250.63        500.000        95.7245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.300478       0.798875                 NaN  0.551373        2.62476                 NaN            NaN
  1248.12        500.000        95.9615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.762609       0.278566                 NaN  0.521476        2.47586                 NaN            NaN
  1245.61        500.000        96.1944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.788923       0.192129                 NaN  0.491676        2.33286                 NaN            NaN
  1243.11        500.000        96.3861                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.882622       0.518513E-001            NaN  0.467480        2.21197                 NaN            NaN
  1240.60        500.000        96.5742                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.886773                 NaN            NaN  0.441968        2.09702                 NaN            NaN
  1238.10        500.000        96.7390                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.846285                 NaN            NaN  0.420172        1.99457                 NaN            NaN
  1235.59        500.000        96.8968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.806883                 NaN            NaN  0.398604        1.89767                 NaN            NaN
  1233.08        500.000        97.0334                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.773048                 NaN            NaN  0.381162        1.81243                 NaN            NaN
  1230.58        500.000        97.1706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.737177                 NaN            NaN  0.363799        1.72843                 NaN            NaN
  1228.07        500.000        97.2923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.708476                 NaN            NaN  0.345228        1.65401                 NaN            NaN
  1225.56        500.000        97.4025                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.680988                 NaN            NaN  0.330697        1.58583                 NaN            NaN
  1223.06        500.000        97.5056                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.655922                 NaN            NaN  0.316870        1.52161                 NaN            NaN
  1220.55        500.000        97.6061                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.629792                 NaN            NaN  0.304305        1.45981                 NaN            NaN
  1218.05        500.000        97.7005                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.606511                 NaN            NaN  0.290306        1.40273                 NaN            NaN
  1215.54        500.000        97.7867                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.584468                 NaN            NaN  0.279066        1.34977                 NaN            NaN
  1213.03        500.000        97.7912                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.559511                 NaN            NaN  0.275804        1.35826       0.152686E-001            NaN
  1210.53        500.000        97.5739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.257180       0.235972                 NaN  0.299039        1.59833       0.355597E-001            NaN
  1208.02        500.000        85.1113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.58020       0.156745E-004            NaN   1.36396        6.00010       0.101273        5.84316     
  1205.51        500.000        92.7595                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06643                 NaN            NaN  0.519222        3.13416       0.371734E-001   2.48355     
  1203.01        500.000        91.7740                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.29637                 NaN            NaN  0.689006        3.66651       0.207069E-001   2.55345     
  1200.50        500.000        85.6910                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.14990       0.564050                 NaN   1.21351        5.64119       0.469369E-001   5.69338     
  1197.99        500.000        87.0017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26252       0.141295                 NaN   1.04382        5.25123       0.558096E-001   5.24365     
  1195.49        500.000        66.2516                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.47192        2.19858                 NaN   2.74811        13.6149       0.109817        13.6050     
  1192.98        500.000       100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.130973E-005            NaN            NaN            NaN            NaN            NaN  0.292213E-005
  1190.48        500.000        99.9862                 NaN            NaN            NaN            NaN  0.101127E-004            NaN            NaN            NaN  0.115980E-002            NaN            NaN  0.971503E-003  0.591679E-002  0.655662E-004  0.569002E-002
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.35585        5.34433                 NaN   7.19809        42.9126       0.349214        40.8399     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.69447                 NaN            NaN   7.19168        42.9232       0.350648        40.8400     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.70902        4.99423                 NaN   7.20333        42.9016       0.348127        40.8437     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.90808        4.79686                 NaN   7.20607        42.8958       0.347552        40.8457     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.39200        3.31473                 NaN   7.20898        42.8896       0.346950        40.8478     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.34795        4.36061                 NaN   7.21168        42.8838       0.346344        40.8496     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.70969                 NaN            NaN   7.21232        42.8810       0.346105        40.8508     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.71244                 NaN            NaN   7.21626        42.8731       0.345220        40.8530     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.62512        2.08623                 NaN   7.21809        42.8707       0.345288        40.8546     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.71855                 NaN            NaN   7.22243        42.8588       0.343213        40.8570     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.15630        4.56703                 NaN   7.23393        42.8403       0.342033        40.8604     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.72625                 NaN            NaN   7.23331        42.8373       0.341245        40.8619     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.72962                 NaN            NaN   7.23812        42.8279       0.340216        40.8641     
