|6.6.6
Archiving\03_Data\frac/QFM_m4.25/LAR/LAR_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1501.25        2500.00        99.0409                 NaN            NaN  0.667306E-002            NaN            NaN  0.952460                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0397                 NaN            NaN  0.654989E-002            NaN            NaN  0.953716                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0387                 NaN            NaN  0.642916E-002            NaN            NaN  0.954851                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0356                 NaN            NaN  0.631657E-002            NaN            NaN  0.958053                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0337                 NaN            NaN  0.617796E-002            NaN            NaN  0.960082                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0266                 NaN            NaN  0.604702E-002            NaN            NaN  0.967345                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0192                 NaN            NaN  0.592377E-002            NaN            NaN  0.974905                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0086                 NaN            NaN  0.577190E-002            NaN            NaN  0.985638                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.9863                 NaN            NaN  0.562179E-002            NaN            NaN   1.00811                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.9681                 NaN            NaN  0.535854E-002            NaN            NaN   1.02657                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9290                 NaN            NaN  0.511642E-002            NaN            NaN   1.06585                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.7597                 NaN            NaN  0.352738E-002            NaN            NaN  0.516084       0.720665                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.6161                 NaN            NaN  0.183755E-002            NaN            NaN   1.08913       0.292958                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.6332                 NaN            NaN  0.172313E-002            NaN            NaN   1.07277       0.292350                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.6523                 NaN            NaN  0.157570E-002            NaN            NaN   1.05353       0.292568                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6693                 NaN            NaN  0.146599E-002            NaN            NaN  0.292058        1.03718                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.6851                 NaN            NaN  0.134014E-002            NaN            NaN  0.291656        1.02186                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.7032                 NaN            NaN  0.122971E-002            NaN            NaN   1.00477       0.290807                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.7173                 NaN            NaN  0.112788E-002            NaN            NaN  0.990745       0.290837                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.7335                 NaN            NaN  0.998486E-003            NaN            NaN  0.977409       0.288103                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.7464                 NaN            NaN  0.910941E-003            NaN            NaN  0.962414       0.290311                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.7630                 NaN            NaN  0.791716E-003            NaN            NaN  0.287003       0.949186                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.7754                 NaN            NaN  0.688921E-003            NaN            NaN  0.285821       0.938043                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.7886                 NaN            NaN  0.592502E-003            NaN            NaN  0.285050       0.925800                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.7992                 NaN            NaN  0.522296E-003            NaN            NaN  0.283851       0.916399                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.8162                 NaN            NaN  0.411722E-003            NaN            NaN  0.282217       0.901138                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.8255                 NaN            NaN  0.328262E-003            NaN            NaN  0.894078       0.280098                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.8363                 NaN            NaN  0.235292E-003            NaN            NaN  0.278401       0.885034                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.8472                 NaN            NaN  0.160323E-003            NaN            NaN  0.276904       0.875695                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.8577                 NaN            NaN  0.838590E-004            NaN            NaN  0.275231       0.867023                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.8675                 NaN            NaN  0.106910E-004            NaN            NaN  0.859318       0.273189                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        98.8773                 NaN            NaN  0.321412E-003            NaN            NaN  0.849877       0.272539                 NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        98.8862                 NaN            NaN            NaN            NaN            NaN  0.844783       0.268976                 NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        98.8955                 NaN            NaN            NaN            NaN            NaN  0.837052       0.267441                 NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        98.9042                 NaN            NaN  0.366288E-003            NaN            NaN  0.267363       0.828035                 NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        98.9122                 NaN            NaN            NaN            NaN            NaN  0.262528       0.825269                 NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        98.9193                 NaN            NaN            NaN            NaN            NaN  0.820214       0.260439                 NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        97.9538                 NaN            NaN            NaN            NaN            NaN  0.765158       0.751675                 NaN  0.529372                 NaN            NaN            NaN
  1406.02        2500.00        97.3412                 NaN            NaN            NaN  0.249479                 NaN  0.546796       0.943857                 NaN  0.918629                 NaN            NaN            NaN
  1403.51        2500.00        97.3585                 NaN            NaN            NaN  0.467537                 NaN   1.14343       0.679886E-001            NaN  0.962535                 NaN            NaN            NaN
  1401.00        2500.00        97.4286                 NaN            NaN            NaN  0.426808                 NaN   1.10370       0.111559                 NaN  0.929316                 NaN            NaN            NaN
  1398.50        2500.00        97.4868                 NaN            NaN            NaN  0.440989                 NaN   1.12335       0.364667E-001            NaN  0.912371                 NaN            NaN            NaN
  1395.99        2500.00        97.5473                 NaN            NaN            NaN  0.437183                 NaN  0.121630E-001   1.11234                 NaN  0.891002                 NaN            NaN            NaN
  1393.48        2500.00        97.6020                 NaN            NaN            NaN  0.427776                 NaN   1.09991                 NaN            NaN  0.870359                 NaN            NaN            NaN
  1390.98        2500.00        97.6550                 NaN            NaN            NaN  0.419037                 NaN   1.07561                 NaN            NaN  0.850318                 NaN            NaN            NaN
  1388.47        2500.00        97.7072                 NaN            NaN            NaN  0.408061                 NaN   1.05443                 NaN            NaN  0.830354                 NaN            NaN            NaN
  1385.96        2500.00        97.7442                 NaN            NaN            NaN  0.403232                 NaN   1.03522                 NaN            NaN  0.817305                 NaN            NaN            NaN
  1383.46        2500.00        97.8069                 NaN            NaN            NaN  0.384433                 NaN   1.01835                 NaN            NaN  0.790308                 NaN            NaN            NaN
  1380.95        2500.00        97.8510                 NaN            NaN            NaN  0.386670                 NaN  0.986750                 NaN            NaN  0.775612                 NaN            NaN            NaN
  1378.45        2500.00        97.8976                 NaN            NaN            NaN  0.377104                 NaN  0.967854                 NaN            NaN  0.757399                 NaN            NaN            NaN
  1375.94        2500.00        97.9303                 NaN            NaN            NaN  0.357485                 NaN  0.970590                 NaN            NaN  0.741622                 NaN            NaN            NaN
  1373.43        2500.00        97.9818                 NaN            NaN            NaN  0.361888                 NaN  0.931522                 NaN            NaN  0.724812                 NaN            NaN            NaN
  1370.93        2500.00        98.0008                 NaN            NaN            NaN  0.372796                 NaN  0.902458                 NaN            NaN  0.723919                 NaN            NaN            NaN
  1368.42        2500.00        98.0969                 NaN            NaN            NaN  0.335152                 NaN  0.891977                 NaN            NaN  0.675956                 NaN            NaN            NaN
  1365.91        2500.00        98.1008                 NaN            NaN            NaN  0.333580                 NaN  0.888408                 NaN            NaN  0.677234                 NaN            NaN            NaN
  1363.41        2500.00        98.1425                 NaN            NaN            NaN  0.333488                 NaN  0.859019                 NaN            NaN  0.664981                 NaN            NaN            NaN
  1360.90        2500.00        98.1771                 NaN            NaN            NaN  0.319923                 NaN  0.856384                 NaN            NaN  0.646577                 NaN            NaN            NaN
  1358.40        2500.00        98.2073                 NaN            NaN            NaN  0.311688                 NaN  0.846090                 NaN            NaN  0.634873                 NaN            NaN            NaN
  1355.89        2500.00        98.2414                 NaN            NaN            NaN  0.302379                 NaN  0.834416                 NaN            NaN  0.621774                 NaN            NaN            NaN
  1353.38        2500.00        98.2776                 NaN            NaN            NaN  0.295690                 NaN  0.820467                 NaN            NaN  0.606243                 NaN            NaN            NaN
  1350.88        2500.00        98.3046                 NaN            NaN            NaN  0.287684                 NaN  0.812265                 NaN            NaN  0.595442                 NaN            NaN            NaN
  1348.37        2500.00        98.3357                 NaN            NaN            NaN  0.282980                 NaN  0.798005                 NaN            NaN  0.583279                 NaN            NaN            NaN
  1345.86        2500.00        98.3594                 NaN            NaN            NaN  0.278525                 NaN  0.788176                 NaN            NaN  0.573948                 NaN            NaN            NaN
  1343.36        2500.00        98.3877                 NaN            NaN            NaN  0.247951                 NaN  0.806043                 NaN            NaN  0.558265                 NaN            NaN            NaN
  1340.85        2500.00        98.4156                 NaN            NaN            NaN  0.256501                 NaN  0.777376                 NaN            NaN  0.550560                 NaN            NaN            NaN
  1338.35        2500.00        98.4532                 NaN            NaN            NaN  0.246230                 NaN  0.767191                 NaN            NaN  0.533422                 NaN            NaN            NaN
  1335.84        2500.00        98.4756                 NaN            NaN            NaN  0.246012                 NaN  0.752553                 NaN            NaN  0.525803                 NaN            NaN            NaN
  1333.33        2500.00        98.4974                 NaN            NaN            NaN  0.236612                 NaN  0.749374                 NaN            NaN  0.516565                 NaN            NaN            NaN
  1330.83        2500.00        98.5222                 NaN            NaN            NaN  0.230058                 NaN  0.741527                 NaN            NaN  0.506214                 NaN            NaN            NaN
  1328.32        2500.00        98.5456                 NaN            NaN            NaN  0.216987                 NaN  0.741260                 NaN            NaN  0.496196                 NaN            NaN            NaN
  1325.81        2500.00        98.5664                 NaN            NaN            NaN  0.211642                 NaN  0.734959                 NaN            NaN  0.487006                 NaN            NaN            NaN
  1323.31        2500.00        98.5878                 NaN            NaN            NaN  0.203713                 NaN  0.730325                 NaN            NaN  0.478113                 NaN            NaN            NaN
  1320.80        2500.00        98.6066                 NaN            NaN            NaN  0.191889                 NaN  0.732124                 NaN            NaN  0.469363                 NaN            NaN            NaN
  1318.30        2500.00        98.6277                 NaN            NaN            NaN  0.186435                 NaN  0.724955                 NaN            NaN  0.460862                 NaN            NaN            NaN
  1315.79        2500.00        98.6457                 NaN            NaN            NaN  0.176960                 NaN  0.724493                 NaN            NaN  0.452877                 NaN            NaN            NaN
  1313.28        2500.00        98.6634                 NaN            NaN            NaN  0.167166                 NaN  0.724195                 NaN            NaN  0.445213                 NaN            NaN            NaN
  1310.78        2500.00        98.6835                 NaN            NaN            NaN  0.159534                 NaN  0.719908                 NaN            NaN  0.437060                 NaN            NaN            NaN
  1308.27        2500.00        98.6996                 NaN            NaN            NaN  0.149677                 NaN  0.721228                 NaN            NaN  0.429463                 NaN            NaN            NaN
  1305.76        2500.00        98.7100                 NaN            NaN            NaN  0.112166                 NaN  0.750362                 NaN            NaN  0.427447                 NaN            NaN            NaN
  1303.26        2500.00        98.7216                 NaN            NaN            NaN  0.129046                 NaN  0.736207                 NaN            NaN  0.413194                 NaN            NaN            NaN
  1300.75        2500.00        98.7436                 NaN            NaN            NaN  0.123326                 NaN  0.722738                 NaN            NaN  0.410321                 NaN            NaN            NaN
  1298.25        2500.00        85.5029                 NaN            NaN            NaN  0.557204                 NaN   3.22245                 NaN            NaN   2.15792        8.28589       0.273607                 NaN
  1295.74        2500.00        72.5093                 NaN            NaN            NaN  0.997769                 NaN   5.72116                 NaN            NaN   3.84650        16.4025       0.522719                 NaN
  1293.23        2500.00        76.0413                 NaN            NaN            NaN  0.878314                 NaN   5.07034                 NaN            NaN   3.36183        14.2042       0.443922                 NaN
  1290.73        2500.00        79.0801                 NaN            NaN            NaN  0.743458                 NaN   4.53327                 NaN            NaN   2.94367        12.3223       0.377183                 NaN
  1288.22        2500.00        81.5523                 NaN            NaN            NaN  0.617886                 NaN   4.10396                 NaN            NaN   2.60233        10.7998       0.323748                 NaN
  1285.71        2500.00        83.5724                 NaN            NaN            NaN  0.504114                 NaN   3.75824                 NaN            NaN   2.32210        9.56238       0.280714                 NaN
  1283.21        2500.00        85.1821                 NaN            NaN            NaN  0.400158                 NaN   3.49576                 NaN            NaN   2.09749        8.57832       0.246196                 NaN
  1280.70        2500.00        86.4896                 NaN            NaN            NaN  0.304443                 NaN   3.29368                 NaN            NaN   1.91351        7.78086       0.217920                 NaN
  1278.20        2500.00        87.2637                 NaN            NaN            NaN  0.235741                 NaN   3.16222                 NaN            NaN   1.81040        7.32658       0.201322                 NaN
  1275.69        2500.00        84.8017                 NaN            NaN            NaN  0.541721                 NaN   2.85545                 NaN            NaN   2.20777        9.31848       0.274838                 NaN
  1273.18        2500.00        82.0348                 NaN            NaN            NaN  0.645879                 NaN   2.89816                 NaN            NaN   2.64764        11.4445       0.328960                 NaN
  1270.68        2500.00        94.8034                 NaN            NaN            NaN  0.722747                 NaN            NaN            NaN            NaN  0.845389        3.51763       0.110786                 NaN
  1268.17        2500.00        97.6876                 NaN            NaN            NaN  0.599874E-005            NaN  0.624819E-001  0.371221                 NaN  0.320991        1.51772       0.400030E-001            NaN
  1265.66        2500.00        98.1339                 NaN            NaN            NaN            NaN            NaN  0.563126                 NaN            NaN  0.273629        1.00390       0.254113E-001            NaN
  1263.16        2500.00        98.1260                 NaN            NaN            NaN            NaN            NaN  0.338418                 NaN            NaN  0.238018        1.26536       0.322257E-001            NaN
  1260.65        2500.00        97.7964                 NaN            NaN            NaN            NaN            NaN  0.956680                 NaN            NaN  0.343629       0.898900       0.434352E-002            NaN
  1258.15        2500.00        96.2092                 NaN            NaN            NaN            NaN            NaN   1.43169                 NaN            NaN  0.524969        1.79184       0.422650E-001            NaN
  1255.64        2500.00        78.0324                 NaN            NaN            NaN            NaN            NaN   8.53313       0.348850E-001            NaN   2.74178        10.4579       0.199885                 NaN
  1253.13        2500.00        38.8533        52.1310                 NaN            NaN            NaN            NaN  0.870389E-001            NaN            NaN  0.931070        7.69457       0.303050                 NaN
  1250.63        2500.00        96.1607                 NaN            NaN            NaN            NaN            NaN   3.15832                 NaN            NaN  0.680967                 NaN            NaN            NaN
  1248.12        2500.00        96.5723                 NaN            NaN            NaN            NaN            NaN   1.02289                 NaN            NaN  0.447459        1.95739                 NaN            NaN
  1245.61        2500.00        95.6402                 NaN            NaN            NaN            NaN            NaN  0.872429       0.321159                 NaN  0.570270        2.57322       0.227657E-001            NaN
  1243.11        2500.00        95.8848                 NaN            NaN            NaN            NaN            NaN   1.02201                 NaN            NaN  0.516248        2.50933       0.676159E-001            NaN
  1240.60        2500.00        96.0435                 NaN            NaN            NaN            NaN            NaN  0.873689                 NaN            NaN  0.528845        2.49287       0.610662E-001            NaN
  1238.10        2500.00        96.1073                 NaN            NaN            NaN            NaN            NaN   1.11028                 NaN            NaN  0.502965        2.23276       0.467098E-001            NaN
  1235.59        2500.00        96.5509                 NaN            NaN            NaN            NaN            NaN  0.318005       0.616823E-001            NaN  0.418592        2.56650       0.842926E-001            NaN
  1233.08        2500.00        95.2341                 NaN            NaN            NaN            NaN            NaN   1.76317                 NaN            NaN  0.707192        2.29368       0.187873E-002            NaN
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.62061        7.57431       0.316730E-002   8.02120        46.9442       0.662154        33.1743     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.92717        7.27343       0.229520E-005   8.02746        46.9353       0.661720        33.1749     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.98853        7.21391       0.225509E-005   8.03219        46.9274       0.661071        33.1769     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.04940        7.15491       0.223253E-005   8.03694        46.9195       0.660413        33.1789     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.10976        7.09649       0.225351E-005   8.04172        46.9115       0.659743        33.1808     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.16951        7.03872       0.225312E-005   8.04652        46.9034       0.659062        33.1828     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.22872        6.98154                 NaN   8.05133        46.8952       0.658372        33.1848     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.28741        6.92492       0.224529E-005   8.05618        46.8870       0.657670        33.1868     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.34540        6.86907       0.225044E-005   8.06102        46.8787       0.656961        33.1888     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.40287        6.81378                 NaN   8.06591        46.8703       0.656233        33.1909     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.45967        6.75920                 NaN   8.07081        46.8619       0.655500        33.1929     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.51589        6.70527       0.224431E-005   8.07573        46.8534       0.654755        33.1950     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.57151        6.65199       0.224156E-005   8.08065        46.8448       0.653999        33.1970     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.62648        6.59940       0.201761E-005   8.08561        46.8362       0.653230        33.1991     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.68078        6.54756       0.223526E-005   8.09058        46.8274       0.652451        33.2012     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.73451        6.49634       0.223469E-005   8.09555        46.8186       0.651664        33.2033     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.78757        6.44579       0.222999E-005   8.10057        46.8098       0.650859        33.2054     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.84008        6.39588       0.223082E-005   8.10558        46.8009       0.650047        33.2075     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.89173        6.34691       0.222160E-005   8.11062        46.7918       0.649219        33.2097     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.79409        6.43680       0.131710E-005   8.11120        46.7978       0.650826        33.2092     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.99306        6.25103       0.219823E-005   8.12075        46.7736       0.647537        33.2140     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.83590        7.26932                 NaN   8.03252        47.0074       0.671590        33.1833     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.81592        7.29183       0.469255E-003   8.03862        46.9971       0.670624        33.1855     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.79645        7.31437       0.510540E-003   8.04475        46.9866       0.669632        33.1876     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.77725        7.33665       0.530578E-003   8.05085        46.9762       0.668648        33.1898     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.75890        7.35860       0.832373E-004   8.05689        46.9659       0.667650        33.1920     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.784792        10.5661       0.911268E-003   8.23453        46.5440       0.622580        33.2471     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.18532        6.06955       0.132129E-005   8.15161        46.7227       0.643665        33.2271     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.2147        1.14820                 NaN   8.24843        46.5167       0.619501        33.2524     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.68800        7.44252       0.737260E-004   8.08099        46.9239       0.663564        33.2009     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.45598        5.81870       0.485916E-004   8.17196        46.6785       0.638436        33.2364     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.7791       0.597408                 NaN   8.26594        46.4818       0.615710        33.2600     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.63724        7.49938       0.427108E-002   8.09897        46.8920       0.660407        33.2077     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.278318E-001   11.3588       0.120165E-004   8.29171        46.4412       0.613829        33.2667     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.824422        10.5625                 NaN   8.27885        46.4545       0.612835        33.2669     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.59534        7.55605       0.554932E-004   8.11684        46.8599       0.657186        33.2146     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.102166        11.2773                 NaN   8.28401        46.4568       0.613819        33.2659     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.37670        10.0187       0.842182E-004   8.29191        46.4291       0.609969        33.2736     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.26233        10.1384       0.369344E-003   8.29839        46.4156       0.608462        33.2764     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.918819        10.6511       0.776690E-004   8.36722        46.1525       0.579294        33.3310     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.84106        5.46969                 NaN   8.22382        46.5770       0.628274        33.2602     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.87423        5.44044                 NaN   8.22916        46.5664       0.627203        33.2626     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.328018E-002   11.5170                 NaN   8.17495        46.4061       0.587703        33.3110     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.492385        10.9185                 NaN   8.31893        46.3786       0.605681        33.2859     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.49037        7.69352       0.781129E-003   8.16849        46.7639       0.647206        33.2357     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.48202        7.70585       0.367811E-003   8.17420        46.7534       0.646121        33.2380     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.06062        5.27253       0.231387E-002   8.25592        46.5120       0.621548        33.2750     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.44506        7.75239       0.266015E-003   8.18682        46.7289       0.643491        33.2430     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.11665        5.22691       0.329769E-003   8.26637        46.4905       0.619190        33.2801     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.14305        5.20466       0.345115E-003   8.27162        46.4797       0.618103        33.2826     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.13722        5.20901       0.596080E-002   8.27626        46.4693       0.617019        33.2852     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.83607        5.51858       0.554828E-002   8.27831        46.4659       0.614243        33.2814     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.43552        7.77996       0.867495E-004   8.21304        46.6785       0.638068        33.2548     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.21222        5.15269       0.599061E-003   8.29196        46.4361       0.613478        33.2930     
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.42800        7.79592       0.537411E-004   8.22378        46.6567       0.635698        33.2598     
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.42376        7.80446       0.456167E-004   8.22927        46.6457       0.634458        33.2624     
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.15615        5.21293       0.181589E-005   8.30405        46.4157       0.612643        33.2986     
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.17567        5.19751       0.120567E-005   8.30901        46.4055       0.611316        33.3010     
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.20597        5.17291       0.896437E-004   8.31266        46.3948       0.609678        33.3039     
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.21998        5.16335       0.117725E-005   8.31940        46.3821       0.608688        33.3065     
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.23477        5.15347       0.117017E-005   8.32437        46.3706       0.607523        33.3093     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.25130        5.14176       0.115088E-005   8.32900        46.3597       0.606268        33.3119     
  1075.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.27277        5.12526       0.117363E-005   8.33422        46.3482       0.604974        33.3146     
  1072.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.08237        5.33366       0.272648E-005   8.33880        46.3342       0.599112        33.3119     
  1070.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.30224        5.10590       0.113615E-005   8.34420        46.3250       0.602472        33.3201     
  1067.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.32076        5.09239       0.249200E-005   8.34935        46.3134       0.601184        33.3229     
  1065.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.59569        4.84344                 NaN   8.32801        46.2979       0.597882        33.3371     
  1062.66        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.39499        5.03005       0.161382E-005   8.36320        46.2860       0.597304        33.3285     
  1060.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.37106        5.05458       0.166696E-005   8.36443        46.2819       0.597484        33.3306     
  1057.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.84069        4.59829       0.349877E-005   8.41200        46.2218       0.594098        33.3332     
  1055.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.43422        4.99999       0.954037E-006   8.37468        46.2612       0.594768        33.3351     
  1052.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.38436        5.05539                 NaN   8.37491        46.2529       0.594139        33.3383     
  1050.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.43508        5.00761       0.163215E-005   8.38411        46.2397       0.592825        33.3407     
  1047.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.42807        5.02565       0.176884E-005   8.39319        46.2203       0.589565        33.3433     
  1045.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.24338       0.652575E-002   8.06011        8.37532        46.3959       0.610533        33.3083     
  1042.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.51615        9.06706                 NaN   8.48483        45.9953       0.561567        33.3751     
  1040.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.47057        4.99604       0.227405E-005   8.40533        46.1890       0.586914        33.3521     
  1037.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.42022        5.05146       0.236648E-005   8.40182        46.1862       0.586632        33.3537     
  1035.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.42131        5.05597       0.207107E-005   8.40317        46.1774       0.585669        33.3564     
  1032.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.47373        5.01156       0.190184E-005   8.41924        46.1501       0.583238        33.3621     
  1030.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.48342        5.00703       0.236851E-005   8.42494        46.1379       0.581838        33.3649     
