|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.75/ALH/ALH_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             San(TH)        ilm            q             
  1276.55        2500.00        86.2816                 NaN            NaN   1.29444        1.88186                 NaN            NaN  0.533754        1.93721        8.07115                 NaN            NaN
  1275.16        2500.00        91.7098                 NaN            NaN   1.14270       0.737596                 NaN            NaN  0.331142        1.09160        4.98720                 NaN            NaN
  1273.77        2500.00        98.1869                 NaN            NaN  0.261740       0.270565                 NaN            NaN  0.128683       0.196480       0.955585                 NaN            NaN
  1272.38        2500.00        92.1867                 NaN            NaN  0.412905        1.55421                 NaN            NaN  0.252197        1.07304        4.52092                 NaN            NaN
  1270.99        2500.00        91.7678                 NaN            NaN  0.676239        1.20595                 NaN            NaN  0.329288        1.12493        4.89576                 NaN            NaN
  1269.60        2500.00        92.3946                 NaN            NaN  0.806072       0.987427                 NaN            NaN  0.295731        1.02020        4.49593                 NaN            NaN
  1268.21        2500.00        94.0684                 NaN            NaN   1.52598       0.493964E-001            NaN            NaN  0.144688       0.813546        3.39796                 NaN            NaN
  1266.82        2500.00        93.0875                 NaN            NaN  0.219169        1.42207                 NaN            NaN  0.225589       0.946870        4.09884                 NaN            NaN
  1265.43        2500.00        91.7026                 NaN            NaN   1.68147                 NaN            NaN            NaN  0.436534        1.07622        5.10316                 NaN            NaN
  1264.04        2500.00        93.7047                 NaN            NaN   1.84474                 NaN            NaN            NaN  0.133091       0.925916        3.39156                 NaN            NaN
  1262.65        2500.00        95.6394                 NaN            NaN  0.953004                 NaN            NaN            NaN  0.787396E-001  0.540696        2.78813                 NaN            NaN
  1261.26        2500.00        92.5602                 NaN            NaN   1.13218       0.673859                 NaN            NaN  0.304473        1.07292        4.25637                 NaN            NaN
  1259.87        2500.00        94.7540                 NaN            NaN   1.08298                 NaN            NaN            NaN  0.117168       0.627119        3.41877                 NaN            NaN
  1258.48        2500.00        95.6560                 NaN            NaN  0.748845E-001   1.08840                 NaN            NaN  0.113418       0.591395        2.47586                 NaN            NaN
  1257.09        2500.00        94.8352                 NaN            NaN   1.11686       0.131077                 NaN            NaN  0.171877       0.734665        3.01033                 NaN            NaN
  1255.70        2500.00        95.7271                 NaN            NaN  0.104277       0.727891                 NaN            NaN  0.187228       0.523886        2.72962                 NaN            NaN
  1254.31        2500.00        94.6669                 NaN            NaN   1.46213                 NaN            NaN            NaN  0.110046       0.727137        3.03374                 NaN            NaN
  1252.93        2500.00        95.6205                 NaN            NaN   1.08640                 NaN            NaN            NaN  0.112672       0.604639        2.57582                 NaN            NaN
  1251.54        2500.00        96.0656                 NaN            NaN  0.741314E-001  0.860408                 NaN            NaN  0.132471       0.554019        2.31336                 NaN            NaN
  1250.15        2500.00        95.8454                 NaN            NaN  0.572641       0.449688                 NaN            NaN  0.912523E-001  0.559074        2.48199                 NaN            NaN
  1248.76        2500.00        96.2911                 NaN            NaN  0.911611                 NaN            NaN            NaN  0.106800       0.508100        2.18235                 NaN            NaN
  1247.37        2500.00        96.4609                 NaN            NaN  0.822759                 NaN            NaN            NaN  0.121868       0.484727        2.10979                 NaN            NaN
  1245.98        2500.00        96.5857                 NaN            NaN  0.882634                 NaN            NaN            NaN  0.101477       0.528193        1.87508       0.269585E-001            NaN
  1244.59        2500.00        96.2902                 NaN            NaN  0.888481                 NaN            NaN            NaN            NaN  0.434400        2.34108       0.458684E-001            NaN
  1243.20        2500.00        92.7341                 NaN            NaN  0.919168       0.854195                 NaN            NaN            NaN  0.925919        4.37833       0.188267                 NaN
  1241.81        2500.00        99.0702                 NaN            NaN  0.168459       0.113226                 NaN            NaN            NaN  0.126204       0.507174       0.147156E-001            NaN
  1240.42        2500.00        97.1967                 NaN            NaN  0.764222                 NaN            NaN            NaN            NaN  0.336675        1.70242                 NaN            NaN
  1239.03        2500.00        97.6034                 NaN            NaN  0.916116                 NaN            NaN            NaN            NaN  0.471688       0.972699       0.361025E-001            NaN
  1237.64        2500.00        96.8984                 NaN            NaN  0.621216                 NaN            NaN            NaN            NaN  0.311482        2.13225       0.366588E-001            NaN
  1236.25        2500.00        96.0122                 NaN  0.836567E-001  0.606159                 NaN            NaN            NaN  0.237458       0.548865        2.51167                 NaN            NaN
  1234.86        2500.00        99.5502                 NaN            NaN  0.208572                 NaN            NaN            NaN            NaN  0.614995E-001  0.179725                 NaN            NaN
  1233.47        2500.00        99.3857                 NaN            NaN  0.116626                 NaN            NaN            NaN            NaN  0.687828E-001  0.415723       0.132048E-001            NaN
  1232.08        2500.00        99.5535                 NaN            NaN  0.832911E-001            NaN            NaN            NaN            NaN  0.340840E-001  0.327013       0.208795E-002            NaN
  1230.69        2500.00        93.2679                 NaN            NaN   1.72371                 NaN            NaN            NaN            NaN  0.953281        3.96511       0.900048E-001            NaN
  1229.30        2500.00        97.4732                 NaN            NaN  0.743013       0.902994E-001            NaN            NaN            NaN  0.397125        1.25721       0.391407E-001            NaN
  1227.91        2500.00        97.6821                 NaN            NaN  0.424326       0.703847E-001            NaN            NaN            NaN  0.257017        1.53335       0.327917E-001            NaN
  1226.52        2500.00        98.2900                 NaN            NaN  0.208779       0.255976                 NaN            NaN            NaN  0.254647       0.947970       0.426082E-001            NaN
  1225.13        2500.00        97.6031                 NaN            NaN  0.102363       0.452413                 NaN            NaN            NaN  0.248046        1.57357       0.205462E-001            NaN
  1223.74        2500.00                 NaN            NaN            NaN   1.84626        10.5569                 NaN            NaN            NaN   8.50759        46.8070       0.690340        31.5919     
  1222.35        2500.00                 NaN            NaN            NaN   1.83909        10.5656                 NaN            NaN            NaN   8.51221        46.8009       0.689651        31.5925     
  1220.96        2500.00                 NaN            NaN            NaN   1.83204        10.5742                 NaN            NaN            NaN   8.51684        46.7948       0.688964        31.5932     
  1219.57        2500.00                 NaN            NaN            NaN   1.82511        10.5827                 NaN            NaN            NaN   8.52147        46.7887       0.688279        31.5938     
  1218.18        2500.00                 NaN            NaN            NaN   1.13374       0.853248        10.4516                 NaN            NaN   8.58595        46.6753       0.690970        31.6093     
  1216.79        2500.00                 NaN            NaN            NaN   1.10686       0.879053        10.4549                 NaN            NaN   8.59227        46.6661       0.690406        31.6103     
  1215.40        2500.00                 NaN            NaN            NaN  0.887537        1.14430        10.4274                 NaN            NaN   8.61550        46.6152       0.690816        31.6192     
  1214.01        2500.00                 NaN            NaN            NaN  0.866439        1.16347        10.4312       0.296120E-005            NaN   8.62131        46.6073       0.690234        31.6200     
  1212.62        2500.00                 NaN            NaN            NaN   1.56877        11.0017                 NaN            NaN            NaN   8.69423        46.4609       0.663557        31.6108     
  1211.23        2500.00                 NaN            NaN   4.14134        3.78712        1.63132                 NaN            NaN            NaN   8.55361        47.5738       0.924629        33.3882     
  1209.84        2500.00                 NaN            NaN   4.14177        3.78702        1.63048                 NaN            NaN            NaN   8.55366        47.5731       0.924621        33.3893     
  1208.45        2500.00                 NaN            NaN   4.14220        3.78693        1.62965                 NaN            NaN            NaN   8.55370        47.5724       0.924614        33.3905     
  1207.07        2500.00                 NaN            NaN   4.14263        3.78683        1.62882                 NaN            NaN            NaN   8.55375        47.5717       0.924606        33.3916     
  1205.68        2500.00                 NaN            NaN   4.14305        3.78673        1.62799                 NaN            NaN            NaN   8.55381        47.5710       0.924599        33.3928     
  1204.29        2500.00                 NaN            NaN   4.14348        3.78664        1.62716                 NaN            NaN            NaN   8.55387        47.5703       0.924591        33.3940     
  1202.90        2500.00                 NaN            NaN   4.14389        3.78654        1.62633                 NaN            NaN            NaN   8.55393        47.5696       0.924583        33.3951     
  1201.51        2500.00                 NaN            NaN            NaN   1.17202       0.804385        10.4914                 NaN            NaN   8.66358        46.5630       0.683785        31.6218     
  1200.12        2500.00                 NaN            NaN   4.14472        3.78635        1.62467                 NaN            NaN            NaN   8.55406        47.5682       0.924568        33.3974     
  1198.73        2500.00                 NaN            NaN   4.14513        3.78626        1.62385                 NaN            NaN            NaN   8.55413        47.5675       0.924560        33.3986     
  1197.34        2500.00                 NaN            NaN   4.14554        3.78616        1.62303                 NaN            NaN            NaN   8.55421        47.5668       0.924551        33.3998     
  1195.95        2500.00                 NaN            NaN   4.14595        3.78607        1.62221                 NaN            NaN            NaN   8.55429        47.5660       0.924543        33.4009     
  1194.56        2500.00                 NaN            NaN   4.14635        3.78597        1.62139                 NaN            NaN            NaN   8.55437        47.5653       0.924534        33.4021     
  1193.17        2500.00                 NaN            NaN   4.14675        3.78588        1.62058                 NaN            NaN            NaN   8.55446        47.5646       0.924524        33.4032     
  1191.78        2500.00                 NaN            NaN            NaN   1.45420       0.553670        10.4831                 NaN            NaN   8.71356        46.4814       0.680641        31.6334     
  1190.39        2500.00                 NaN            NaN            NaN   1.46836       0.539244        10.4850                 NaN            NaN   8.71891        46.4741       0.680077        31.6343     
  1189.00        2500.00                 NaN            NaN            NaN   1.48233       0.525100        10.4868                 NaN            NaN   8.72424        46.4669       0.679514        31.6351     
  1187.61        2500.00                 NaN            NaN   4.14800        3.78551        1.61826                 NaN            NaN            NaN   8.55111        47.5684       0.924276        33.4045     
  1186.22        2500.00                 NaN            NaN            NaN   10.7064        1.83267                 NaN            NaN            NaN   8.66559        46.5069       0.658490        31.6299     
  1184.83        2500.00                 NaN            NaN            NaN   12.1287       0.482009                 NaN            NaN            NaN   8.80527        46.3047       0.649698        31.6296     
  1183.44        2500.00                 NaN            NaN            NaN   1.53169       0.477010        10.4916                 NaN            NaN   8.74510        46.4389       0.677316        31.6384     
  1182.05        2500.00                 NaN            NaN            NaN   10.2454        2.26812                 NaN            NaN            NaN   8.68156        46.5038       0.667645        31.6335     
  1180.66        2500.00                 NaN            NaN            NaN   10.7048        1.84033                 NaN            NaN            NaN   8.68527        46.4794       0.656393        31.6338     
  1179.27        2500.00                 NaN            NaN            NaN   10.2587        2.25773                 NaN            NaN            NaN   8.69060        46.4914       0.666356        31.6352     
  1177.88        2500.00                 NaN            NaN            NaN   12.2144       0.414929                 NaN            NaN            NaN   8.81378        46.2800       0.642014        31.6349     
  1176.49        2500.00                 NaN            NaN            NaN   12.1344       0.494186                 NaN            NaN            NaN   8.81754        46.2759       0.642040        31.6359     
  1175.10        2500.00                 NaN            NaN            NaN   10.6596        1.88664                 NaN            NaN            NaN   8.70317        46.4587       0.655279        31.6366     
  1173.71        2500.00                 NaN            NaN            NaN   10.6259        1.91951                 NaN            NaN            NaN   8.70793        46.4537       0.655416        31.6375     
  1172.32        2500.00                 NaN            NaN            NaN   10.6346        1.91429                 NaN            NaN            NaN   8.70976        46.4481       0.654437        31.6388     
  1170.93        2500.00                 NaN            NaN            NaN   12.6141                 NaN            NaN            NaN            NaN   8.75694        46.3756       0.631598        31.6217     
  1169.54        2500.00                 NaN            NaN            NaN  0.457132        12.1542                 NaN            NaN            NaN   8.75584        46.3753       0.631604        31.6259     
  1168.15        2500.00                 NaN            NaN            NaN   11.5179        1.07877                 NaN            NaN            NaN   8.84527        46.2720       0.649646        31.6364     
  1166.76        2500.00                 NaN            NaN            NaN   11.4754        1.12191                 NaN            NaN            NaN   8.84921        46.2666       0.649345        31.6375     
  1165.37        2500.00                 NaN            NaN            NaN   11.4322        1.16544                 NaN            NaN            NaN   8.85300        46.2617       0.649079        31.6387     
  1163.98        2500.00                 NaN            NaN            NaN   11.6112       0.988726                 NaN            NaN            NaN   8.86344        46.2512       0.647713        31.6377     
  1162.59        2500.00                 NaN            NaN            NaN   11.3519        1.24665                 NaN            NaN            NaN   8.86067        46.2513       0.648508        31.6409     
  1161.21        2500.00                 NaN            NaN            NaN   2.60762        10.0111                 NaN            NaN            NaN   8.77492        46.3096       0.641646        31.6550     
  1159.82        2500.00                 NaN            NaN            NaN   2.51146        10.1068                 NaN            NaN            NaN   8.77947        46.3044       0.641561        31.6563     
  1158.43        2500.00                 NaN            NaN            NaN   4.21123        8.32370                 NaN            NaN            NaN   8.66533        46.4686       0.667882        31.6633     
  1157.04        2500.00                 NaN            NaN            NaN   4.14078        8.39515                 NaN            NaN            NaN   8.66854        46.4636       0.667281        31.6647     
  1155.65        2500.00                 NaN            NaN            NaN   4.08615        8.45107                 NaN            NaN            NaN   8.67212        46.4580       0.666612        31.6660     
  1154.26        2500.00                 NaN            NaN            NaN   4.03752        8.50106                 NaN            NaN            NaN   8.67582        46.4523       0.665967        31.6673     
  1152.87        2500.00                 NaN            NaN            NaN   3.99359        8.54640                 NaN            NaN            NaN   8.67958        46.4466       0.665303        31.6686     
  1151.48        2500.00                 NaN            NaN            NaN   3.95350        8.58795                 NaN            NaN            NaN   8.68354        46.4406       0.664618        31.6698     
  1150.09        2500.00                 NaN            NaN            NaN   3.18919        9.34702                 NaN            NaN            NaN   8.80914        46.3317       0.666262        31.6567     
  1148.70        2500.00                 NaN            NaN            NaN   3.17812        9.35822                 NaN            NaN            NaN   8.81295        46.3268       0.666054        31.6578     
  1147.31        2500.00                 NaN            NaN            NaN   10.3270        2.26641                 NaN            NaN            NaN   8.87867        46.2182       0.650353        31.6594     
  1145.92        2500.00                 NaN            NaN            NaN   3.15938        9.37732                 NaN            NaN            NaN   8.82055        46.3172       0.665609        31.6599     
  1144.53        2500.00                 NaN            NaN            NaN   3.15406        9.38290                 NaN            NaN            NaN   8.82437        46.3123       0.665370        31.6610     
  1143.14        2500.00                 NaN            NaN            NaN   3.14410        9.39311                 NaN            NaN            NaN   8.82832        46.3073       0.665127        31.6620     
  1141.75        2500.00                 NaN            NaN            NaN   3.13737        9.40011                 NaN            NaN            NaN   8.83222        46.3023       0.664878        31.6631     
  1140.36        2500.00                 NaN            NaN            NaN   3.13161        9.40617                 NaN            NaN            NaN   8.83616        46.2973       0.664623        31.6641     
  1138.97        2500.00                 NaN            NaN            NaN   3.12566        9.41249                 NaN            NaN            NaN   8.84009        46.2922       0.664359        31.6652     
  1137.58        2500.00                 NaN            NaN            NaN   3.12192        9.41662                 NaN            NaN            NaN   8.84401        46.2871       0.664092        31.6663     
  1136.19        2500.00                 NaN            NaN            NaN   10.8319        1.78506                 NaN            NaN            NaN   8.93701        46.1405       0.641424        31.6642     
  1134.80        2500.00                 NaN            NaN            NaN   10.8134        1.80410                 NaN            NaN            NaN   8.94088        46.1352       0.641108        31.6653     
  1133.41        2500.00                 NaN            NaN            NaN   10.7864        1.83140                 NaN            NaN            NaN   8.94461        46.1302       0.640879        31.6665     
  1132.02        2500.00                 NaN            NaN            NaN   3.11054        9.42977                 NaN            NaN            NaN   8.85980        46.2664       0.662979        31.6706     
  1130.63        2500.00                 NaN            NaN            NaN   10.7547        1.86429                 NaN            NaN            NaN   8.95221        46.1200       0.640248        31.6686     
  1129.24        2500.00                 NaN            NaN            NaN   10.6669        1.94922                 NaN            NaN            NaN   8.95218        46.1207       0.640967        31.6701     
  1127.85        2500.00                 NaN            NaN            NaN   10.6413        1.97488                 NaN            NaN            NaN   8.95551        46.1163       0.640820        31.6712     
  1126.46        2500.00                 NaN            NaN            NaN   3.09596        9.44639                 NaN            NaN            NaN   8.87593        46.2451       0.661790        31.6749     
  1125.07        2500.00                 NaN            NaN   2.40634        5.57195        2.81760                 NaN            NaN            NaN   8.65413        47.0260       0.819961        32.7040     
  1123.68        2500.00                 NaN            NaN   2.42254        5.54640        2.81652                 NaN            NaN            NaN   8.65492        47.0263       0.820793        32.7125     
  1122.29        2500.00                 NaN            NaN            NaN   2.12503        10.4866                 NaN            NaN            NaN   8.96548        46.1072       0.641208        31.6745     
  1120.90        2500.00                 NaN            NaN            NaN   9.85448        2.70769                 NaN            NaN            NaN   8.92637        46.1814       0.654773        31.6753     
  1119.51        2500.00                 NaN            NaN            NaN   10.4092        2.19176                 NaN            NaN            NaN   8.97102        46.1094       0.643394        31.6752     
  1118.12        2500.00                 NaN            NaN            NaN   10.4004        2.20173                 NaN            NaN            NaN   8.97427        46.1040       0.643085        31.6766     
  1116.73        2500.00                 NaN            NaN            NaN   2.20031        10.4057                 NaN            NaN            NaN   8.97855        46.0961       0.641881        31.6775     
  1115.35        2500.00                 NaN            NaN            NaN   2.78307        9.84538                 NaN            NaN            NaN   8.89607        46.1497       0.634645        31.6912     
  1113.96        2500.00                 NaN            NaN            NaN   10.3700        2.23514                 NaN            NaN            NaN   8.98610        46.0868       0.641871        31.6801     
  1112.57        2500.00                 NaN            NaN   4.03465        5.54505       0.442163E-004            NaN            NaN            NaN   8.53896        47.5585       0.924542        33.3982     
  1111.18        2500.00                 NaN            NaN            NaN   2.26714        10.3496                 NaN            NaN            NaN   8.99504        46.0643       0.639180        31.6848     
  1109.79        2500.00                 NaN            NaN   2.50777        5.37982        2.83902                 NaN            NaN            NaN   8.67117        47.0145       0.825007        32.7627     
  1108.40        2500.00                 NaN            NaN            NaN   10.3300        2.27938                 NaN            NaN            NaN   9.00164        46.0636       0.640308        31.6851     
  1107.01        2500.00                 NaN            NaN   3.80532        6.01720                 NaN            NaN            NaN            NaN   8.58054        47.3815       0.899033        33.3164     
  1105.62        2500.00                 NaN            NaN   4.05526        5.52005       0.393795E-004            NaN            NaN            NaN   8.54672        47.5347       0.923925        33.4193     
  1104.23        2500.00                 NaN            NaN   4.05801        5.51618       0.384643E-004            NaN            NaN            NaN   8.54784        47.5316       0.924008        33.4223     
  1102.84        2500.00                 NaN            NaN            NaN   2.32369        10.2989                 NaN            NaN            NaN   9.01863        46.0299       0.636851        31.6920     
  1101.45        2500.00                 NaN            NaN            NaN   2.33259        10.2911                 NaN            NaN            NaN   9.02259        46.0241       0.636446        31.6932     
  1100.06        2500.00                 NaN            NaN   4.16130        3.77968        1.61139                 NaN            NaN            NaN   8.56546        47.4721       0.923781        33.4863     
  1098.67        2500.00                 NaN            NaN   4.16120        3.77959        1.61135                 NaN            NaN            NaN   8.56544        47.4715       0.923763        33.4871     
  1097.28        2500.00                 NaN            NaN            NaN   3.27344        9.31958                 NaN            NaN            NaN   8.86911        46.1825       0.642942        31.7124     
  1095.89        2500.00                 NaN            NaN            NaN   10.2576        2.36988                 NaN            NaN            NaN   9.03814        46.0013       0.634958        31.6981     
  1094.50        2500.00                 NaN            NaN            NaN   10.2489        2.37940                 NaN            NaN            NaN   9.04200        45.9958       0.634623        31.6993     
  1093.11        2500.00                 NaN            NaN            NaN   2.38917        10.2399                 NaN            NaN            NaN   9.04582        45.9902       0.634297        31.7005     
  1091.72        2500.00                 NaN            NaN   4.16070        3.77913        1.61114                 NaN            NaN            NaN   8.56535        47.4687       0.923673        33.4914     
  1090.33        2500.00                 NaN            NaN   4.16060        3.77904        1.61110                 NaN            NaN            NaN   8.56533        47.4681       0.923655        33.4922     
  1088.94        2500.00                 NaN            NaN   4.16049        3.77895        1.61106                 NaN            NaN            NaN   8.56531        47.4675       0.923637        33.4931     
  1087.55        2500.00                 NaN            NaN   4.16039        3.77886        1.61101                 NaN            NaN            NaN   8.56530        47.4669       0.923619        33.4939     
  1086.16        2500.00                 NaN            NaN   4.16029        3.77876        1.61097                 NaN            NaN            NaN   8.56528        47.4663       0.923601        33.4947     
  1084.77        2500.00                 NaN            NaN   4.16019        3.77867        1.61093                 NaN            NaN            NaN   8.56526        47.4658       0.923583        33.4956     
  1083.38        2500.00                 NaN            NaN   4.16009        3.77858        1.61089                 NaN            NaN            NaN   8.56524        47.4652       0.923565        33.4964     
  1081.99        2500.00                 NaN            NaN   4.15999        3.77849        1.61085                 NaN            NaN            NaN   8.56523        47.4646       0.923547        33.4973     
  1080.60        2500.00                 NaN            NaN   4.15989        3.77840        1.61081                 NaN            NaN            NaN   8.56521        47.4640       0.923529        33.4981     
  1079.21        2500.00                 NaN            NaN  0.704626        4.37859        7.04545                 NaN            NaN            NaN   8.86434        46.2615       0.696956        32.0486     
  1077.82        2500.00                 NaN            NaN   4.17036        3.77819        1.59530                 NaN            NaN            NaN   8.56515        47.4626       0.923494        33.5049     
  1076.43        2500.00                 NaN            NaN   4.17026        3.77810        1.59526                 NaN            NaN            NaN   8.56514        47.4620       0.923476        33.5058     
  1075.04        2500.00                 NaN            NaN            NaN   2.45123        10.1982                 NaN            NaN            NaN   9.10123        45.9044       0.627550        31.7175     
  1073.65        2500.00                 NaN            NaN   4.17007        3.77791        1.59525                 NaN            NaN            NaN   8.56498        47.4609       0.923416        33.5075     
  1072.26        2500.00                 NaN            NaN   4.16997        3.77782        1.59521                 NaN            NaN            NaN   8.56496        47.4603       0.923398        33.5084     
  1070.87        2500.00                 NaN            NaN   4.16987        3.77773        1.59517                 NaN            NaN            NaN   8.56495        47.4597       0.923380        33.5092     
  1069.48        2500.00                 NaN            NaN   4.16977        3.77764        1.59513                 NaN            NaN            NaN   8.56493        47.4591       0.923362        33.5100     
  1068.10        2500.00                 NaN            NaN   4.16967        3.77755        1.59509                 NaN            NaN            NaN   8.56491        47.4586       0.923344        33.5109     
  1066.71        2500.00                 NaN            NaN   4.16956        3.77745        1.59497                 NaN            NaN            NaN   8.56502        47.4580       0.923351        33.5117     
  1065.32        2500.00                 NaN            NaN   4.16946        3.77736        1.59493                 NaN            NaN            NaN   8.56500        47.4574       0.923333        33.5125     
  1063.93        2500.00                 NaN            NaN   4.16937        3.77727        1.59496                 NaN            NaN            NaN   8.56486        47.4568       0.923290        33.5134     
  1062.54        2500.00                 NaN            NaN   4.16927        3.77718        1.59492                 NaN            NaN            NaN   8.56484        47.4563       0.923272        33.5143     
  1061.15        2500.00                 NaN            NaN   4.16915        3.77709        1.59481                 NaN            NaN            NaN   8.56495        47.4557       0.923280        33.5151     
  1059.76        2500.00                 NaN            NaN   4.16905        3.77700        1.59477                 NaN            NaN            NaN   8.56494        47.4551       0.923262        33.5159     
  1058.37        2500.00                 NaN            NaN   4.16895        3.77690        1.59473                 NaN            NaN            NaN   8.56492        47.4545       0.923244        33.5167     
  1056.98        2500.00                 NaN            NaN   4.16885        3.77681        1.59469                 NaN            NaN            NaN   8.56490        47.4539       0.923226        33.5176     
  1055.59        2500.00                 NaN            NaN   4.16875        3.77672        1.59465                 NaN            NaN            NaN   8.56489        47.4534       0.923209        33.5184     
  1054.20        2500.00                 NaN            NaN   4.16865        3.77663        1.59460                 NaN            NaN            NaN   8.56487        47.4528       0.923191        33.5193     
  1052.81        2500.00                 NaN            NaN   4.16855        3.77654        1.59456                 NaN            NaN            NaN   8.56485        47.4522       0.923173        33.5201     
  1051.42        2500.00                 NaN            NaN   4.03876        5.64694       0.559151E-005            NaN            NaN            NaN   8.60453        47.3163       0.909387        33.4840     
  1050.03        2500.00                 NaN            NaN            NaN   10.0909        2.58114                 NaN            NaN            NaN   9.17155        45.7950       0.619779        31.7417     
  1048.64        2500.00                 NaN            NaN            NaN   2.76202        9.86681                 NaN            NaN            NaN   9.14415        45.8559       0.630879        31.7402     
  1047.25        2500.00                 NaN            NaN   4.00724        5.70600                 NaN            NaN            NaN            NaN   8.61774        47.2785       0.908587        33.4819     
  1045.86        2500.00                 NaN            NaN            NaN   2.74591        9.88968                 NaN            NaN            NaN   9.15748        45.8363       0.628412        31.7423     
  1044.47        2500.00                 NaN            NaN   4.18544        3.77589        1.57903                 NaN            NaN            NaN   8.57874        47.4151       0.922811        33.5430     
  1043.08        2500.00                 NaN            NaN   4.18534        3.77580        1.57899                 NaN            NaN            NaN   8.57873        47.4145       0.922794        33.5439     
  1041.69        2500.00                 NaN            NaN   4.18524        3.77570        1.57895                 NaN            NaN            NaN   8.57871        47.4139       0.922776        33.5447     
  1040.30        2500.00                 NaN            NaN   4.18514        3.77561        1.57891                 NaN            NaN            NaN   8.57869        47.4133       0.922758        33.5455     
  1038.91        2500.00                 NaN            NaN   4.18504        3.77552        1.57887                 NaN            NaN            NaN   8.57868        47.4128       0.922741        33.5464     
  1037.52        2500.00                 NaN            NaN   4.18494        3.77543        1.57883                 NaN            NaN            NaN   8.57866        47.4122       0.922723        33.5472     
  1036.13        2500.00                 NaN            NaN   4.18484        3.77534        1.57879                 NaN            NaN            NaN   8.57865        47.4116       0.922705        33.5481     
  1034.74        2500.00                 NaN            NaN   4.18474        3.77525        1.57875                 NaN            NaN            NaN   8.57863        47.4110       0.922688        33.5489     
  1033.35        2500.00                 NaN            NaN   4.18464        3.77516        1.57871                 NaN            NaN            NaN   8.57861        47.4105       0.922670        33.5497     
  1031.96        2500.00                 NaN            NaN   4.18454        3.77506        1.57867                 NaN            NaN            NaN   8.57860        47.4099       0.922652        33.5506     
  1030.57        2500.00                 NaN            NaN   4.18444        3.77497        1.57863                 NaN            NaN            NaN   8.57858        47.4093       0.922635        33.5514     
  1029.18        2500.00                 NaN            NaN   4.18434        3.77488        1.57859                 NaN            NaN            NaN   8.57857        47.4088       0.922617        33.5523     
  1027.79        2500.00                 NaN            NaN   4.18424        3.77479        1.57855                 NaN            NaN            NaN   8.57855        47.4082       0.922600        33.5531     
  1026.40        2500.00                 NaN            NaN   4.18414        3.77470        1.57851                 NaN            NaN            NaN   8.57853        47.4076       0.922582        33.5539     
  1025.01        2500.00                 NaN            NaN   4.18404        3.77461        1.57847                 NaN            NaN            NaN   8.57852        47.4070       0.922564        33.5548     
  1023.62        2500.00                 NaN            NaN   4.18394        3.77452        1.57843                 NaN            NaN            NaN   8.57850        47.4065       0.922547        33.5556     
  1022.24        2500.00                 NaN            NaN   4.18384        3.77443        1.57839                 NaN            NaN            NaN   8.57849        47.4059       0.922529        33.5564     
  1020.85        2500.00                 NaN            NaN   4.18374        3.77433        1.57835                 NaN            NaN            NaN   8.57847        47.4053       0.922512        33.5573     
  1019.46        2500.00                 NaN            NaN   4.18364        3.77424        1.57831                 NaN            NaN            NaN   8.57846        47.4048       0.922494        33.5581     
  1018.07        2500.00                 NaN            NaN   4.18354        3.77415        1.57827                 NaN            NaN            NaN   8.57844        47.4042       0.922477        33.5589     
  1016.68        2500.00                 NaN            NaN   4.18344        3.77406        1.57823                 NaN            NaN            NaN   8.57843        47.4036       0.922459        33.5598     
  1015.29        2500.00                 NaN            NaN   4.18334        3.77397        1.57819                 NaN            NaN            NaN   8.57841        47.4030       0.922442        33.5606     
  1013.90        2500.00                 NaN            NaN   4.18324        3.77388        1.57815                 NaN            NaN            NaN   8.57840        47.4025       0.922424        33.5614     
  1012.51        2500.00                 NaN            NaN   4.18314        3.77379        1.57811                 NaN            NaN            NaN   8.57838        47.4019       0.922407        33.5623     
  1011.12        2500.00                 NaN            NaN   4.18304        3.77370        1.57807                 NaN            NaN            NaN   8.57837        47.4013       0.922389        33.5631     
  1009.73        2500.00                 NaN            NaN   4.18294        3.77361        1.57803                 NaN            NaN            NaN   8.57835        47.4008       0.922372        33.5640     
  1008.34        2500.00                 NaN            NaN   4.18284        3.77352        1.57799                 NaN            NaN            NaN   8.57834        47.4002       0.922354        33.5648     
  1006.95        2500.00                 NaN            NaN   4.18274        3.77342        1.57795                 NaN            NaN            NaN   8.57832        47.3996       0.922337        33.5656     
  1005.56        2500.00                 NaN            NaN   4.18264        3.77333        1.57791                 NaN            NaN            NaN   8.57831        47.3990       0.922320        33.5665     
  1004.17        2500.00                 NaN            NaN   4.18254        3.77324        1.57787                 NaN            NaN            NaN   8.57829        47.3985       0.922302        33.5673     
  1002.78        2500.00                 NaN            NaN   4.18244        3.77315        1.57783                 NaN            NaN            NaN   8.57828        47.3979       0.922285        33.5681     
  1001.39        2500.00                 NaN            NaN   4.18234        3.77306        1.57779                 NaN            NaN            NaN   8.57826        47.3973       0.922267        33.5690     
  1000.00        2500.00                 NaN            NaN   4.18224        3.77297        1.57775                 NaN            NaN            NaN   8.57825        47.3968       0.922250        33.5698     
