|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.75/KHA22/KHA22_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1281.86        500.000                 NaN   90.6981                 NaN            NaN            NaN            NaN  0.721537        1.57525                 NaN   1.09390        5.91119                 NaN            NaN
  1280.48        500.000                 NaN   91.3407                 NaN            NaN            NaN            NaN   1.47192       0.673047                 NaN   1.02425        5.49010                 NaN            NaN
  1279.09        500.000                 NaN   91.9256                 NaN            NaN            NaN            NaN  0.628138        1.37777                 NaN  0.960427        5.10808                 NaN            NaN
  1277.71        500.000                 NaN   92.4382                 NaN            NaN            NaN            NaN  0.588547        1.29559                 NaN  0.904392        4.77324                 NaN            NaN
  1276.33        500.000                 NaN   92.8991                 NaN            NaN            NaN            NaN   1.22151       0.552479                 NaN  0.853697        4.47320                 NaN            NaN
  1274.95        500.000                 NaN   93.3120                 NaN            NaN            NaN            NaN  0.520015        1.15516                 NaN  0.808042        4.20479                 NaN            NaN
  1273.57        500.000                 NaN   93.6883                 NaN            NaN            NaN            NaN  0.489566        1.09509                 NaN  0.766191        3.96087                 NaN            NaN
  1272.19        500.000                 NaN   94.0251                 NaN            NaN            NaN            NaN   1.04220       0.461484                 NaN  0.728730        3.74249                 NaN            NaN
  1270.80        500.000                 NaN   94.3323                 NaN            NaN            NaN            NaN  0.993225       0.436543                 NaN  0.694392        3.54353                 NaN            NaN
  1269.42        500.000                 NaN   94.6109                 NaN            NaN            NaN            NaN  0.412895       0.949803                 NaN  0.663170        3.36325                 NaN            NaN
  1268.04        500.000                 NaN   94.8679                 NaN            NaN            NaN            NaN  0.391735       0.908941                 NaN  0.634054        3.19738                 NaN            NaN
  1266.66        500.000                 NaN   95.1006                 NaN            NaN            NaN            NaN  0.371554       0.872573                 NaN  0.607675        3.04761                 NaN            NaN
  1265.28        500.000                 NaN   95.3212                 NaN            NaN            NaN            NaN  0.839369       0.351003                 NaN  0.582521        2.90593                 NaN            NaN
  1263.90        500.000                 NaN   95.5208                 NaN            NaN            NaN            NaN  0.807510       0.334247                 NaN  0.559638        2.77777                 NaN            NaN
  1262.51        500.000                 NaN   95.7081                 NaN            NaN            NaN            NaN  0.779725       0.316504                 NaN  0.538068        2.65763                 NaN            NaN
  1261.13        500.000                 NaN   95.8778                 NaN            NaN            NaN            NaN  0.300914       0.753027                 NaN  0.518494        2.54973                 NaN            NaN
  1259.75        500.000                 NaN   96.0494                 NaN            NaN            NaN            NaN  0.284992       0.727787                 NaN  0.498360        2.43945                 NaN            NaN
  1258.37        500.000                 NaN   96.1888                 NaN            NaN            NaN            NaN  0.270369       0.708245                 NaN  0.482205        2.35038                 NaN            NaN
  1256.99        500.000                 NaN   96.3304                 NaN            NaN            NaN            NaN  0.687657       0.255798                 NaN  0.465568        2.26062                 NaN            NaN
  1255.61        500.000                 NaN   96.4633                 NaN            NaN            NaN            NaN  0.668485       0.242176                 NaN  0.449777        2.17629                 NaN            NaN
  1254.22        500.000                 NaN   96.5890                 NaN            NaN            NaN            NaN  0.228347       0.650864                 NaN  0.434717        2.09706                 NaN            NaN
  1252.84        500.000                 NaN   96.7035                 NaN            NaN            NaN            NaN  0.215968       0.634987                 NaN  0.421069        2.02446                 NaN            NaN
  1251.46        500.000                 NaN   96.8110                 NaN            NaN            NaN            NaN  0.202058       0.622726                 NaN  0.408148        1.95612                 NaN            NaN
  1250.08        500.000                 NaN   96.6899                 NaN            NaN            NaN            NaN  0.657851       0.190021                 NaN  0.426365        2.03590                 NaN            NaN
  1248.70        500.000                 NaN   97.0158                 NaN            NaN            NaN  0.224466       0.391813       0.356432E-001            NaN  0.407578        1.92467                 NaN            NaN
  1247.32        500.000                 NaN   95.2877                 NaN            NaN            NaN  0.220260       0.757375                 NaN            NaN  0.589464        3.14521                 NaN            NaN
  1245.93        500.000                 NaN   89.5844                 NaN            NaN            NaN  0.791185        2.03460                 NaN            NaN   1.42699        6.16284                 NaN            NaN
  1244.55        500.000                 NaN   99.7274                 NaN            NaN            NaN            NaN  0.105655                 NaN            NaN  0.166940                 NaN            NaN            NaN
  1243.17        500.000                 NaN   99.3530                 NaN            NaN            NaN  0.785283E-001            NaN            NaN            NaN  0.162647       0.405853                 NaN            NaN
  1241.79        500.000                 NaN   98.8082                 NaN            NaN            NaN            NaN  0.168149       0.271506                 NaN  0.342763       0.409382                 NaN            NaN
  1240.41        500.000                 NaN   98.8354                 NaN            NaN            NaN            NaN  0.287044       0.118476                 NaN            NaN  0.759080                 NaN            NaN
  1239.03        500.000                 NaN   99.1997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.800268                 NaN            NaN
  1237.64        500.000                 NaN   99.1844                 NaN            NaN            NaN            NaN  0.235832       0.414017E-001            NaN  0.174475E-001  0.520885                 NaN            NaN
  1236.26        500.000                 NaN   92.2928                 NaN            NaN            NaN            NaN   1.78550       0.306439                 NaN   1.00254        4.53834       0.743400E-001            NaN
  1234.88        500.000                 NaN   99.8514                 NaN            NaN            NaN            NaN  0.101311E-001  0.315355E-001            NaN  0.179759E-001  0.885652E-001  0.386486E-003            NaN
  1233.50        500.000                 NaN   99.7366                 NaN            NaN            NaN            NaN  0.173161E-001            NaN            NaN  0.380233E-003  0.245666                 NaN            NaN
  1232.12        500.000                 NaN   99.3756                 NaN            NaN            NaN            NaN  0.815048E-001  0.109086                 NaN  0.108223       0.325598                 NaN            NaN
  1230.74        500.000                 NaN   96.3232                 NaN            NaN            NaN            NaN  0.706947       0.248034                 NaN  0.457415        2.26438                 NaN            NaN
  1229.35        500.000                 NaN   97.9063                 NaN            NaN            NaN            NaN  0.435871       0.291874E-004            NaN  0.265266        1.39256                 NaN            NaN
  1227.97        500.000                 NaN   98.8651                 NaN            NaN            NaN            NaN  0.450573                 NaN            NaN  0.216844       0.467507                 NaN            NaN
  1226.59        500.000                 NaN   97.2078                 NaN            NaN            NaN            NaN  0.211385                 NaN            NaN  0.189504        2.39129                 NaN            NaN
  1225.21        500.000                 NaN   95.9844                 NaN            NaN            NaN            NaN  0.826233       0.434207                 NaN  0.530410        2.17965       0.451443E-001            NaN
  1223.83        500.000                 NaN   99.9425                 NaN            NaN            NaN            NaN  0.575019E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1222.45        500.000                 NaN   99.7244                 NaN            NaN            NaN            NaN  0.631089E-004  0.431212E-001            NaN  0.433383E-001  0.189062                 NaN            NaN
  1221.06        500.000                 NaN   99.5101                 NaN            NaN            NaN            NaN  0.193883                 NaN            NaN  0.490215E-001  0.246973                 NaN            NaN
  1219.68        500.000                 NaN   94.0651                 NaN            NaN            NaN            NaN   1.14164       0.268507                 NaN  0.761261        3.76350                 NaN            NaN
  1218.30        500.000                 NaN   99.8297                 NaN            NaN            NaN            NaN  0.341682E-001  0.550331E-002            NaN  0.213975E-001  0.109217                 NaN            NaN
  1216.92        500.000                 NaN   99.8724                 NaN            NaN            NaN            NaN  0.667594E-002  0.225048E-001            NaN  0.158911E-001  0.818606E-001  0.682187E-003            NaN
  1215.54        500.000                 NaN  100.0000                 NaN            NaN            NaN  0.218297E-005  0.245663E-005            NaN            NaN  0.187573E-005            NaN            NaN            NaN
  1214.16        500.000                 NaN   97.3083                 NaN            NaN            NaN            NaN  0.385130       0.178069                 NaN  0.207146        1.91720       0.411104E-002            NaN
  1212.77        500.000                 NaN   98.5946                 NaN            NaN            NaN            NaN  0.280904                 NaN            NaN  0.264746       0.797496       0.622300E-001            NaN
  1211.39        500.000                 NaN   97.3323                 NaN            NaN            NaN            NaN  0.544438       0.772557E-001            NaN  0.265713        1.78026                 NaN            NaN
  1210.01        500.000                 NaN   99.3156                 NaN            NaN            NaN            NaN  0.270575                 NaN            NaN  0.136009       0.260002       0.178425E-001            NaN
  1208.63        500.000                 NaN   96.4639                 NaN            NaN            NaN            NaN  0.159600       0.639450                 NaN  0.427427        2.28186       0.277370E-001            NaN
  1207.25        500.000                 NaN   99.9999                 NaN            NaN            NaN  0.939036E-005  0.173560E-004            NaN            NaN  0.138199E-004            NaN  0.115300E-004            NaN
  1205.87        500.000                 NaN   99.9998                 NaN            NaN            NaN            NaN  0.208725E-004            NaN            NaN  0.164099E-004  0.131532E-003  0.481161E-005            NaN
  1204.48        500.000                 NaN   99.9999                 NaN            NaN            NaN            NaN  0.490575E-005  0.290705E-004            NaN  0.171998E-004  0.984471E-004            NaN            NaN
  1203.10        500.000                 NaN   98.3512                 NaN            NaN            NaN            NaN  0.379619                 NaN            NaN  0.180271        1.03542       0.535078E-001            NaN
  1201.72        500.000                 NaN   96.8457                 NaN            NaN            NaN            NaN  0.626427                 NaN            NaN  0.389867        2.12693       0.110587E-001            NaN
  1200.34        500.000                 NaN   99.3173                 NaN            NaN            NaN            NaN  0.166141                 NaN            NaN  0.837722E-001  0.415721       0.171041E-001            NaN
  1198.96        500.000                 NaN   98.5759                 NaN            NaN            NaN            NaN  0.414543                 NaN            NaN  0.191740       0.807094       0.107312E-001            NaN
  1197.58        500.000                 NaN   99.1744                 NaN            NaN            NaN            NaN  0.148240                 NaN            NaN  0.706829E-001  0.592937       0.137327E-001            NaN
  1196.19        500.000                 NaN   98.1238                 NaN            NaN            NaN            NaN  0.176176       0.287124                 NaN  0.236040        1.13466       0.422421E-001            NaN
  1194.81        500.000                 NaN   99.8078                 NaN            NaN            NaN            NaN  0.221786E-001            NaN            NaN  0.918074E-002  0.160856                 NaN            NaN
  1193.43        500.000                 NaN   98.3082                 NaN            NaN            NaN            NaN  0.252694                 NaN            NaN  0.126898        1.30137       0.108718E-001            NaN
  1192.05        500.000                 NaN   98.8699                 NaN            NaN            NaN            NaN  0.233236                 NaN            NaN  0.122458       0.749796       0.245717E-001            NaN
  1190.67        500.000                 NaN   86.3993                 NaN            NaN            NaN            NaN  0.130106        1.15183                 NaN   1.05655        5.84777       0.532328E-001   5.36121     
  1189.29        500.000                 NaN   99.9994                 NaN            NaN            NaN  0.175032E-004  0.315931E-004            NaN            NaN  0.454710E-004  0.269450E-003  0.289376E-005  0.254239E-003
  1187.90        500.000                 NaN   9.70203                 NaN            NaN            NaN            NaN   7.79775                 NaN            NaN   6.49821        38.9828       0.329300        36.6899     
  1186.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.73518                 NaN            NaN   7.22511        43.0611       0.339993        40.6387     
  1185.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.02651        7.71018                 NaN   7.20600        43.0745       0.341022        40.6418     
  1183.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.807596        7.93711                 NaN   7.19395        43.0789       0.336393        40.6461     
  1182.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.39708        2.33303                 NaN   7.21072        43.0768       0.340700        40.6416     
  1181.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.31670        3.42328                 NaN   7.21601        43.0566       0.339191        40.6482     
  1179.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.73654                 NaN            NaN   7.21249        43.0667       0.338940        40.6454     
  1178.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.75554                 NaN            NaN   7.22335        43.0368       0.334762        40.6496     
  1176.85        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.21373        6.49966                 NaN   7.19399        43.0986       0.345198        40.6488     
  1175.47        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.70977        2.01928                 NaN   7.20484        43.0737       0.341594        40.6508     
  1174.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.75102        1.97596                 NaN   7.21073        43.0695       0.341702        40.6511     
  1172.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.32724        1.69173        1.71890        7.21363        43.0558       0.339080        40.6536     
  1171.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.471195        8.29008                 NaN   7.23257        43.0182       0.332552        40.6554     
  1169.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.02908        5.70071                 NaN   7.21257        43.0614       0.341166        40.6551     
  1168.56        500.000                 NaN            NaN            NaN            NaN            NaN  0.280921        3.80373        4.44143                 NaN   7.17669        43.1628       0.360371        40.7740     
  1167.18        500.000                 NaN            NaN            NaN            NaN            NaN  0.286991        3.77048        4.46625                 NaN   7.17742        43.1601       0.360335        40.7784     
  1165.80        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.74808        6.98573                 NaN   7.22209        43.0464       0.339110        40.6586     
  1164.42        500.000                 NaN            NaN            NaN            NaN            NaN  0.313157        3.89819        4.29606                 NaN   7.18444        43.1549       0.360963        40.7923     
  1163.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.65758        7.08223                 NaN   7.22633        43.0357       0.337104        40.6610     
  1161.65        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.61898        7.12110                 NaN   7.23113        43.0299       0.337102        40.6618     
  1160.27        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.59056        7.15226                 NaN   7.23433        43.0238       0.336296        40.6627     
  1158.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.53552        7.20874                 NaN   7.23803        43.0180       0.335723        40.6640     
  1157.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.49907        7.24788                 NaN   7.24071        43.0120       0.335075        40.6653     
  1156.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.43934        7.31027                 NaN   7.24250        43.0071       0.334220        40.6665     
  1154.75        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.41900        7.33040                 NaN   7.24682        43.0032       0.333741        40.6669     
  1153.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.35939        7.39456                 NaN   7.24948        42.9950       0.332948        40.6686     
  1151.98        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.31681        7.43994                 NaN   7.25298        42.9883       0.332109        40.6699     
  1150.60        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.99781        1.77127                 NaN   7.25949        42.9704       0.329422        40.6716     
  1149.22        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.98368        1.77902                 NaN   7.25767        42.9772       0.330949        40.6715     
  1147.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.16968        1.60458                 NaN   7.26595        42.9579       0.327871        40.6740     
  1146.46        500.000                 NaN            NaN            NaN            NaN            NaN  0.262887E-001   6.91920        1.79484                 NaN   7.25534        42.9872       0.333397        40.6838     
  1145.07        500.000                 NaN            NaN            NaN            NaN            NaN   1.38530        6.38552       0.194815E-001            NaN   7.06267        43.4588       0.420509        41.2677     
  1143.69        500.000                 NaN            NaN            NaN            NaN            NaN   1.46572        6.26489       0.152326E-004            NaN   7.05000        43.4893       0.426542        41.3035     
  1142.31        500.000                 NaN            NaN            NaN            NaN            NaN   1.51673        6.17612                 NaN            NaN   7.04218        43.5079       0.430339        41.3267     
  1140.93        500.000                 NaN            NaN            NaN            NaN            NaN   1.55638        6.10728       0.109957E-004            NaN   7.03638        43.5217       0.433243        41.3450     
  1139.55        500.000                 NaN            NaN            NaN            NaN            NaN   1.59154        6.04627       0.902700E-005            NaN   7.03127        43.5337       0.435811        41.3614     
  1138.17        500.000                 NaN            NaN            NaN            NaN            NaN   1.62260        5.99243                 NaN            NaN   7.02689        43.5440       0.438062        41.3760     
  1136.78        500.000                 NaN            NaN            NaN            NaN            NaN   1.64233        5.95731       0.493358E-003            NaN   7.02426        43.5504       0.439476        41.3857     
  1135.40        500.000                 NaN            NaN            NaN            NaN            NaN   1.66714        5.91448       0.421781E-003            NaN   7.02090        43.5582       0.441244        41.3976     
  1134.02        500.000                 NaN            NaN            NaN            NaN            NaN   1.65944        5.91751                 NaN            NaN   7.01676        43.5688       0.443506        41.3939     
  1132.64        500.000                 NaN            NaN            NaN            NaN            NaN   1.70859        5.84064                 NaN            NaN   7.01396        43.5742       0.444966        41.4176     
  1131.26        500.000                 NaN            NaN            NaN            NaN            NaN   1.71500        5.82575                 NaN            NaN   7.01146        43.5804       0.446376        41.4210     
  1129.88        500.000                 NaN            NaN            NaN            NaN            NaN   1.75967        5.75560                 NaN            NaN   7.00881        43.5855       0.447778        41.4427     
  1128.49        500.000                 NaN            NaN            NaN            NaN            NaN   1.77638        5.72680                 NaN            NaN   7.00678        43.5900       0.448937        41.4511     
  1127.11        500.000                 NaN            NaN            NaN            NaN            NaN   1.79229        5.69935                 NaN            NaN   7.00484        43.5942       0.450049        41.4593     
  1125.73        500.000                 NaN            NaN            NaN            NaN            NaN   1.81207        5.66576                 NaN            NaN   7.00262        43.5990       0.451358        41.4692     
  1124.35        500.000                 NaN            NaN            NaN            NaN            NaN   1.82105        5.64978                 NaN            NaN   7.00145        43.6015       0.452040        41.4742     
  1122.97        500.000                 NaN            NaN            NaN            NaN            NaN   1.83410        5.62733                 NaN            NaN   6.99997        43.6046       0.452933        41.4811     
  1121.59        500.000                 NaN            NaN            NaN            NaN            NaN   1.84640        5.60618                 NaN            NaN   6.99860        43.6074       0.453767        41.4877     
  1120.20        500.000                 NaN            NaN            NaN            NaN            NaN   1.87075        5.56536                 NaN            NaN   6.99611        43.6127       0.455312        41.4998     
  1118.82        500.000                 NaN            NaN            NaN            NaN            NaN   1.88458        5.54169                 NaN            NaN   6.99461        43.6158       0.456246        41.5071     
  1117.44        500.000                 NaN            NaN            NaN            NaN            NaN   1.89628        5.52186                 NaN            NaN   6.99349        43.6179       0.456990        41.5134     
  1116.06        500.000                 NaN            NaN            NaN            NaN            NaN   1.90840        5.50125                 NaN            NaN   6.99229        43.6203       0.457781        41.5200     
  1114.68        500.000                 NaN            NaN            NaN            NaN            NaN   1.91986        5.48180                 NaN            NaN   6.99120        43.6224       0.458516        41.5263     
  1113.30        500.000                 NaN            NaN            NaN            NaN            NaN   1.93172        5.46162                 NaN            NaN   6.99002        43.6246       0.459296        41.5327     
  1111.91        500.000                 NaN            NaN            NaN            NaN            NaN   1.94250        5.44336                 NaN            NaN   6.98904        43.6264       0.459981        41.5387     
  1110.53        500.000                 NaN            NaN            NaN            NaN            NaN   1.95293        5.42571                 NaN            NaN   6.98811        43.6281       0.460639        41.5445     
  1109.15        500.000                 NaN            NaN            NaN            NaN            NaN   1.96304        5.40865                 NaN            NaN   6.98724        43.6296       0.461272        41.5502     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   1.97285        5.39210                 NaN            NaN   6.98642        43.6310       0.461882        41.5558     
  1106.39        500.000                 NaN            NaN            NaN            NaN            NaN   1.98237        5.37607                 NaN            NaN   6.98564        43.6322       0.462469        41.5612     
  1105.01        500.000                 NaN            NaN            NaN            NaN            NaN   1.99162        5.36051                 NaN            NaN   6.98491        43.6334       0.463035        41.5666     
  1103.62        500.000                 NaN            NaN            NaN            NaN            NaN   2.00063        5.34539                 NaN            NaN   6.98422        43.6344       0.463583        41.5718     
  1102.24        500.000                 NaN            NaN            NaN            NaN            NaN   2.03457        5.28837                 NaN            NaN   6.98187        43.6407       0.465623        41.5889     
  1100.86        500.000                 NaN            NaN            NaN            NaN            NaN   2.12744        5.12854                 NaN            NaN   6.97353        43.6654       0.471936        41.6332     
  1099.48        500.000                 NaN            NaN            NaN            NaN            NaN   2.02661        5.30111                 NaN            NaN   6.98219        43.6378       0.465185        41.5871     
  1098.10        500.000                 NaN            NaN            NaN            NaN            NaN   2.03473        5.28756                 NaN            NaN   6.98165        43.6384       0.465664        41.5919     
  1096.72        500.000                 NaN            NaN            NaN            NaN            NaN   2.04266        5.27435                 NaN            NaN   6.98114        43.6390       0.466128        41.5967     
  1095.33        500.000                 NaN            NaN            NaN            NaN            NaN   2.05040        5.26147                 NaN            NaN   6.98066        43.6395       0.466578        41.6014     
  1093.95        500.000                 NaN            NaN            NaN            NaN            NaN   2.05796        5.24890                 NaN            NaN   6.98021        43.6399       0.467014        41.6060     
  1092.57        500.000                 NaN            NaN            NaN            NaN            NaN   2.05389        5.25829                 NaN            NaN   6.98173        43.6345       0.466178        41.6054     
  1091.19        500.000                 NaN            NaN            NaN            NaN            NaN   2.07258        5.22465                 NaN            NaN   6.97940        43.6405       0.467846        41.6150     
  1089.81        500.000                 NaN            NaN            NaN            NaN            NaN   2.07164        5.22904                 NaN            NaN   6.98072        43.6348       0.467311        41.6165     
  1088.43        500.000                 NaN            NaN            NaN            NaN            NaN   2.07928        5.21648                 NaN            NaN   6.97999        43.6358       0.467679        41.6207     
  1087.04        500.000                 NaN            NaN            NaN            NaN            NaN   2.09337        5.19032                 NaN            NaN   6.97837        43.6409       0.469006        41.6281     
  1085.66        500.000                 NaN            NaN            NaN            NaN            NaN   2.09426        5.19135                 NaN            NaN   6.97952        43.6365       0.468574        41.6298     
  1084.28        500.000                 NaN            NaN            NaN            NaN            NaN   2.10654        5.16867                 NaN            NaN   6.97780        43.6408       0.469726        41.6365     
  1082.90        500.000                 NaN            NaN            NaN            NaN            NaN   2.09763        5.18680                 NaN            NaN   6.98050        43.6327       0.468500        41.6339     
  1081.52        500.000                 NaN            NaN            NaN            NaN            NaN   2.10536        5.17373                 NaN            NaN   6.97910        43.6340       0.469139        41.6387     
  1080.14        500.000                 NaN            NaN            NaN            NaN            NaN   2.11733        5.15394                 NaN            NaN   6.97897        43.6348       0.469728        41.6452     
  1078.75        500.000                 NaN            NaN            NaN            NaN            NaN   2.12651        5.13837                 NaN            NaN   6.97782        43.6364       0.470328        41.6506     
  1077.37        500.000                 NaN            NaN            NaN            NaN            NaN   2.11658        5.15680                 NaN            NaN   6.97895        43.6303       0.469625        41.6477     
  1075.99        500.000                 NaN            NaN            NaN            NaN            NaN   2.12369        5.14524                 NaN            NaN   6.97980        43.6301       0.469646        41.6515     
  1074.61        500.000                 NaN            NaN            NaN            NaN            NaN   2.13308        5.13051                 NaN            NaN   6.97864        43.6301       0.470134        41.6575     
  1073.23        500.000                 NaN            NaN            NaN            NaN            NaN   2.15172        5.09460                 NaN            NaN   6.97626        43.6390       0.472039        41.6664     
  1071.85        500.000                 NaN            NaN            NaN            NaN            NaN   2.15756        5.08517                 NaN            NaN   6.97614        43.6385       0.472341        41.6703     
  1070.46        500.000                 NaN            NaN            NaN            NaN            NaN   2.16328        5.07593                 NaN            NaN   6.97605        43.6379       0.472634        41.6742     
  1069.08        500.000                 NaN            NaN            NaN            NaN            NaN   2.16881        5.06709                 NaN            NaN   6.97601        43.6372       0.472902        41.6780     
  1067.70        500.000                 NaN            NaN            NaN            NaN            NaN   2.17406        5.05882                 NaN            NaN   6.97603        43.6363       0.473134        41.6817     
  1066.32        500.000                 NaN            NaN            NaN            NaN            NaN   2.17921        5.05075                 NaN            NaN   6.97607        43.6352       0.473354        41.6854     
  1064.94        500.000                 NaN            NaN            NaN            NaN            NaN   2.32853        4.82241                 NaN            NaN   6.98150        43.6207       0.480067        41.7668     
  1063.56        500.000                 NaN            NaN            NaN            NaN            NaN   2.18797        5.03805                 NaN            NaN   6.97663        43.6318       0.473545        41.6920     
  1062.17        500.000                 NaN            NaN            NaN            NaN            NaN   2.19284        5.03050                 NaN            NaN   6.97673        43.6306       0.473739        41.6956     
  1060.79        500.000                 NaN            NaN            NaN            NaN            NaN   2.20059        5.01620                 NaN            NaN   6.97588        43.6326       0.474465        41.7003     
  1059.41        500.000                 NaN            NaN            NaN            NaN            NaN   2.32829        4.82184                 NaN            NaN   6.98135        43.6180       0.480023        41.7705     
  1058.03        500.000                 NaN            NaN            NaN            NaN            NaN   2.20729        5.00800                 NaN            NaN   6.97701        43.6273       0.474337        41.7061     
  1056.65        500.000                 NaN            NaN            NaN            NaN            NaN   2.21223        5.00014                 NaN            NaN   6.97705        43.6263       0.474573        41.7097     
  1055.27        500.000                 NaN            NaN            NaN            NaN            NaN   2.21712        4.99240                 NaN            NaN   6.97711        43.6253       0.474805        41.7132     
  1053.88        500.000                 NaN            NaN            NaN            NaN            NaN   2.21724        4.99275                 NaN            NaN   6.97781        43.6229       0.474717        41.7146     
  1052.50        500.000                 NaN            NaN            NaN            NaN            NaN   2.22626        4.97815                 NaN            NaN   6.97725        43.6231       0.475193        41.7201     
  1051.12        500.000                 NaN            NaN            NaN            NaN            NaN   2.23058        4.97130                 NaN            NaN   6.97744        43.6220       0.475381        41.7233     
  1049.74        500.000                 NaN            NaN            NaN            NaN            NaN   2.23515        4.96413                 NaN            NaN   6.97756        43.6209       0.475584        41.7267     
  1048.36        500.000                 NaN            NaN            NaN            NaN            NaN   2.23225        4.96870                 NaN            NaN   6.97840        43.6188       0.475278        41.7265     
  1046.98        500.000                 NaN            NaN            NaN            NaN            NaN   2.23711        4.96133                 NaN            NaN   6.97845        43.6176       0.475414        41.7301     
  1045.59        500.000                 NaN            NaN            NaN            NaN            NaN   2.24115        4.95504                 NaN            NaN   6.97869        43.6162       0.475600        41.7333     
  1044.21        500.000                 NaN            NaN            NaN            NaN            NaN   2.24510        4.94895                 NaN            NaN   6.97882        43.6149       0.475791        41.7365     
  1042.83        500.000                 NaN            NaN            NaN            NaN            NaN   2.25403        4.93813                 NaN            NaN   6.97832        43.6112       0.476045        41.7423     
  1041.45        500.000                 NaN            NaN            NaN            NaN            NaN   2.25685        4.93407                 NaN            NaN   6.97895        43.6092       0.476022        41.7450     
  1040.07        500.000                 NaN            NaN            NaN            NaN            NaN   2.25649        4.93220                 NaN            NaN   6.97961        43.6101       0.476168        41.7455     
  1038.69        500.000                 NaN            NaN            NaN            NaN            NaN   2.26410        4.92264                 NaN            NaN   6.97908        43.6068       0.476393        41.7510     
  1037.30        500.000                 NaN            NaN            NaN            NaN            NaN   2.26691        4.91636                 NaN            NaN   6.97972        43.6072       0.476676        41.7531     
  1035.92        500.000                 NaN            NaN            NaN            NaN            NaN   2.27896        4.89630                 NaN            NaN   6.97935        43.6076       0.477601        41.7601     
  1034.54        500.000                 NaN            NaN            NaN            NaN            NaN   2.28283        4.89043                 NaN            NaN   6.97962        43.6061       0.477743        41.7633     
  1033.16        500.000                 NaN            NaN            NaN            NaN            NaN   2.28664        4.88465                 NaN            NaN   6.97989        43.6046       0.477882        41.7664     
  1031.78        500.000                 NaN            NaN            NaN            NaN            NaN   2.29041        4.87896                 NaN            NaN   6.98018        43.6030       0.478016        41.7695     
  1030.40        500.000                 NaN            NaN            NaN            NaN            NaN   2.29413        4.87336                 NaN            NaN   6.98048        43.6013       0.478147        41.7725     
  1029.01        500.000                 NaN            NaN            NaN            NaN            NaN   2.29781        4.86785                 NaN            NaN   6.98078        43.5997       0.478273        41.7756     
  1027.63        500.000                 NaN            NaN            NaN            NaN            NaN   2.30144        4.86242                 NaN            NaN   6.98110        43.5980       0.478396        41.7786     
  1026.25        500.000                 NaN            NaN            NaN            NaN            NaN   2.30502        4.85707                 NaN            NaN   6.98143        43.5963       0.478515        41.7817     
  1024.87        500.000                 NaN            NaN            NaN            NaN            NaN   2.30857        4.85180                 NaN            NaN   6.98177        43.5946       0.478630        41.7847     
  1023.49        500.000                 NaN            NaN            NaN            NaN            NaN   2.31207        4.84661                 NaN            NaN   6.98212        43.5928       0.478742        41.7877     
  1022.11        500.000                 NaN            NaN            NaN            NaN            NaN   2.31553        4.84150                 NaN            NaN   6.98248        43.5910       0.478850        41.7906     
  1020.72        500.000                 NaN            NaN            NaN            NaN            NaN   2.31895        4.83646                 NaN            NaN   6.98285        43.5892       0.478955        41.7936     
  1019.34        500.000                 NaN            NaN            NaN            NaN            NaN   2.31241        4.84918                 NaN            NaN   6.98443        43.5842       0.477990        41.7918     
  1017.96        500.000                 NaN            NaN            NaN            NaN            NaN   2.31614        4.84355                 NaN            NaN   6.98477        43.5825       0.478132        41.7949     
