|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.75/KHA22/KHA22_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1281.86        500.000                 NaN   90.0032                 NaN            NaN            NaN            NaN  0.946787        2.11296                 NaN   1.15317        5.78392                 NaN            NaN
  1280.48        500.000                 NaN   90.6808                 NaN            NaN            NaN            NaN   1.97920       0.885058                 NaN   1.08037        5.37458                 NaN            NaN
  1279.09        500.000                 NaN   91.2984                 NaN            NaN            NaN            NaN  0.827861        1.85678                 NaN   1.01367        5.00324                 NaN            NaN
  1277.71        500.000                 NaN   91.8398                 NaN            NaN            NaN            NaN  0.777323        1.74995                 NaN  0.955119        4.67780                 NaN            NaN
  1276.33        500.000                 NaN   92.3269                 NaN            NaN            NaN            NaN   1.65347       0.731224                 NaN  0.902160        4.38622                 NaN            NaN
  1274.95        500.000                 NaN   92.7636                 NaN            NaN            NaN            NaN  0.689686        1.56687                 NaN  0.854478        4.12540                 NaN            NaN
  1273.57        500.000                 NaN   93.1617                 NaN            NaN            NaN            NaN  0.650624        1.48847                 NaN  0.810777        3.88841                 NaN            NaN
  1272.19        500.000                 NaN   93.5181                 NaN            NaN            NaN            NaN   1.41944       0.614491                 NaN  0.771677        3.67629                 NaN            NaN
  1270.80        500.000                 NaN   93.8432                 NaN            NaN            NaN            NaN   1.35540       0.582479                 NaN  0.735846        3.48307                 NaN            NaN
  1269.42        500.000                 NaN   94.1380                 NaN            NaN            NaN            NaN  0.552039        1.29866                 NaN  0.703281        3.30803                 NaN            NaN
  1268.04        500.000                 NaN   94.4100                 NaN            NaN            NaN            NaN  0.524816        1.24521                 NaN  0.672918        3.14703                 NaN            NaN
  1266.66        500.000                 NaN   94.6565                 NaN            NaN            NaN            NaN  0.498760        1.19760                 NaN  0.645427        3.00167                 NaN            NaN
  1265.28        500.000                 NaN   94.8904                 NaN            NaN            NaN            NaN   1.15415       0.472091                 NaN  0.619209        2.86420                 NaN            NaN
  1263.90        500.000                 NaN   95.1022                 NaN            NaN            NaN            NaN   1.11209       0.450459                 NaN  0.595373        2.73984                 NaN            NaN
  1262.51        500.000                 NaN   95.3005                 NaN            NaN            NaN            NaN   1.07594       0.427352                 NaN  0.572903        2.62333                 NaN            NaN
  1261.13        500.000                 NaN   95.4809                 NaN            NaN            NaN            NaN  0.407148        1.04068                 NaN  0.552533        2.51875                 NaN            NaN
  1259.75        500.000                 NaN   95.6628                 NaN            NaN            NaN            NaN  0.386309        1.00770                 NaN  0.531541        2.41168                 NaN            NaN
  1258.37        500.000                 NaN   95.8102                 NaN            NaN            NaN            NaN  0.367218       0.982330                 NaN  0.514760        2.32545                 NaN            NaN
  1256.99        500.000                 NaN   95.9607                 NaN            NaN            NaN            NaN  0.955326       0.348097                 NaN  0.497448        2.23845                 NaN            NaN
  1255.61        500.000                 NaN   96.1020                 NaN            NaN            NaN            NaN  0.930131       0.330175                 NaN  0.481015        2.15672                 NaN            NaN
  1254.22        500.000                 NaN   96.2357                 NaN            NaN            NaN            NaN  0.311923       0.907079                 NaN  0.465339        2.07992                 NaN            NaN
  1252.84        500.000                 NaN   96.3573                 NaN            NaN            NaN            NaN  0.295587       0.886380                 NaN  0.451151        2.00962                 NaN            NaN
  1251.46        500.000                 NaN   96.4712                 NaN            NaN            NaN            NaN  0.277095       0.870610                 NaN  0.437719        1.94341                 NaN            NaN
  1250.08        500.000                 NaN   96.3366                 NaN            NaN            NaN            NaN  0.920523       0.261332                 NaN  0.457614        2.02389                 NaN            NaN
  1248.70        500.000                 NaN   96.6921                 NaN            NaN            NaN  0.364930       0.538825       0.500531E-001            NaN  0.438071        1.91599                 NaN            NaN
  1247.32        500.000                 NaN   94.8355                 NaN            NaN            NaN  0.358014        1.04344                 NaN            NaN  0.633409        3.12967                 NaN            NaN
  1245.93        500.000                 NaN   88.2569                 NaN            NaN            NaN   1.28169        2.81905                 NaN            NaN   1.52819        6.11419                 NaN            NaN
  1244.55        500.000                 NaN   99.6679                 NaN            NaN            NaN            NaN  0.150651                 NaN            NaN  0.181436                 NaN            NaN            NaN
  1243.17        500.000                 NaN   99.2840                 NaN            NaN            NaN  0.130652                 NaN            NaN            NaN  0.176807       0.408579                 NaN            NaN
  1241.79        500.000                 NaN   98.5959                 NaN            NaN            NaN            NaN  0.238892       0.380647                 NaN  0.372482       0.412032                 NaN            NaN
  1240.41        500.000                 NaN   98.6614                 NaN            NaN            NaN            NaN  0.408965       0.165582                 NaN            NaN  0.764069                 NaN            NaN
  1239.03        500.000                 NaN   99.1939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.806078                 NaN            NaN
  1237.64        500.000                 NaN   99.0623                 NaN            NaN            NaN            NaN  0.336060       0.580185E-001            NaN  0.189890E-001  0.524678                 NaN            NaN
  1236.26        500.000                 NaN   91.2566                 NaN            NaN            NaN            NaN   2.54535       0.428108                 NaN   1.08562        4.54631       0.138042                 NaN
  1234.88        500.000                 NaN   99.8307                 NaN            NaN            NaN            NaN  0.146047E-001  0.446204E-001            NaN  0.196837E-001  0.897123E-001  0.725724E-003            NaN
  1233.50        500.000                 NaN   99.7257                 NaN            NaN            NaN            NaN  0.250379E-001            NaN            NaN  0.416358E-003  0.248842                 NaN            NaN
  1232.12        500.000                 NaN   99.2810                 NaN            NaN            NaN            NaN  0.116374       0.154498                 NaN  0.118454       0.329652                 NaN            NaN
  1230.74        500.000                 NaN   95.8557                 NaN            NaN            NaN            NaN   1.00952       0.347916                 NaN  0.499663        2.28720                 NaN            NaN
  1229.35        500.000                 NaN   97.6701                 NaN            NaN            NaN            NaN  0.627949       0.424008E-004            NaN  0.290708        1.41116                 NaN            NaN
  1227.97        500.000                 NaN   98.6396                 NaN            NaN            NaN            NaN  0.647953                 NaN            NaN  0.237964       0.474450                 NaN            NaN
  1226.59        500.000                 NaN   97.0667                 NaN            NaN            NaN            NaN  0.298628                 NaN            NaN  0.208040        2.42665                 NaN            NaN
  1225.21        500.000                 NaN   95.3293                 NaN            NaN            NaN            NaN   1.18114       0.615708                 NaN  0.581182        2.20784       0.848361E-001            NaN
  1223.83        500.000                 NaN   99.9168                 NaN            NaN            NaN            NaN  0.832413E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1222.45        500.000                 NaN   99.6968                 NaN            NaN            NaN            NaN  0.901038E-004  0.626421E-001            NaN  0.478108E-001  0.192666                 NaN            NaN
  1221.06        500.000                 NaN   99.4120                 NaN            NaN            NaN            NaN  0.282085                 NaN            NaN  0.540705E-001  0.251807                 NaN            NaN
  1219.68        500.000                 NaN   93.2990                 NaN            NaN            NaN            NaN   1.65614       0.385044                 NaN  0.836656        3.82317                 NaN            NaN
  1218.30        500.000                 NaN   99.8068                 NaN            NaN            NaN            NaN  0.494494E-001  0.804806E-002            NaN  0.237063E-001  0.112022                 NaN            NaN
  1216.92        500.000                 NaN   99.8548                 NaN            NaN            NaN            NaN  0.976429E-002  0.325377E-001            NaN  0.176077E-001  0.839565E-001  0.129651E-002            NaN
  1215.54        500.000                 NaN  100.0000                 NaN            NaN            NaN  0.375975E-005  0.347611E-005            NaN            NaN  0.207869E-005            NaN            NaN            NaN
  1214.16        500.000                 NaN   96.9902                 NaN            NaN            NaN            NaN  0.559930       0.254808                 NaN  0.229071        1.95822       0.779806E-002            NaN
  1212.77        500.000                 NaN   98.3685                 NaN            NaN            NaN            NaN  0.403008                 NaN            NaN  0.293434       0.816769       0.118312                 NaN
  1211.39        500.000                 NaN   96.9851                 NaN            NaN            NaN            NaN  0.787635       0.110863                 NaN  0.294565        1.82185                 NaN            NaN
  1210.01        500.000                 NaN   99.1581                 NaN            NaN            NaN            NaN  0.389465                 NaN            NaN  0.151234       0.267194       0.340333E-001            NaN
  1208.63        500.000                 NaN   95.9662                 NaN            NaN            NaN            NaN  0.229482       0.935503                 NaN  0.474754        2.34126       0.528492E-001            NaN
  1207.25        500.000                 NaN   99.9999                 NaN            NaN            NaN  0.163132E-004  0.255236E-004            NaN            NaN  0.154296E-004            NaN  0.220829E-004            NaN
  1205.87        500.000                 NaN   99.9998                 NaN            NaN            NaN            NaN  0.298997E-004            NaN            NaN  0.183209E-004  0.135636E-003  0.921553E-005            NaN
  1204.48        500.000                 NaN   99.9998                 NaN            NaN            NaN            NaN  0.706559E-005  0.429027E-004            NaN  0.192025E-004  0.101513E-003            NaN            NaN
  1203.10        500.000                 NaN   98.0843                 NaN            NaN            NaN            NaN  0.546080                 NaN            NaN  0.201009        1.06624       0.102355                 NaN
  1201.72        500.000                 NaN   96.4290                 NaN            NaN            NaN            NaN  0.923213                 NaN            NaN  0.434894        2.19170       0.211631E-001            NaN
  1200.34        500.000                 NaN   99.1960                 NaN            NaN            NaN            NaN  0.247817                 NaN            NaN  0.938020E-001  0.429551       0.328574E-001            NaN
  1198.96        500.000                 NaN   98.3150                 NaN            NaN            NaN            NaN  0.615712                 NaN            NaN  0.214717       0.833935       0.206171E-001            NaN
  1197.58        500.000                 NaN   99.0668                 NaN            NaN            NaN            NaN  0.213591                 NaN            NaN  0.793154E-001  0.613849       0.264384E-001            NaN
  1196.19        500.000                 NaN   97.8064                 NaN            NaN            NaN            NaN  0.254684       0.417750                 NaN  0.264757        1.17510       0.812925E-001            NaN
  1194.81        500.000                 NaN   99.7905                 NaN            NaN            NaN            NaN  0.321223E-001            NaN            NaN  0.103297E-001  0.167095                 NaN            NaN
  1193.43        500.000                 NaN   98.1124                 NaN            NaN            NaN            NaN  0.374049                 NaN            NaN  0.142641        1.34995       0.209676E-001            NaN
  1192.05        500.000                 NaN   98.6985                 NaN            NaN            NaN            NaN  0.337163                 NaN            NaN  0.137805       0.779070       0.474442E-001            NaN
  1190.67        500.000                 NaN   85.2627                 NaN            NaN            NaN            NaN  0.186679        1.69917                 NaN   1.17612        6.00571       0.101675        5.56790     
  1189.29        500.000                 NaN   99.9993                 NaN            NaN            NaN  0.309897E-004  0.458767E-004            NaN            NaN  0.512911E-004  0.279924E-003  0.560083E-005  0.267551E-003
  1187.90        500.000                 NaN   8.96132                 NaN            NaN            NaN            NaN   10.6922                 NaN            NaN   6.76672        37.3483       0.588392        35.6430     
  1186.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.8997                 NaN            NaN   7.46026        40.8923       0.602390        39.1453     
  1185.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.38876        10.5143                 NaN   7.44049        40.9053       0.604221        39.1470     
  1183.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.11156        10.8053                 NaN   7.42799        40.9094       0.596025        39.1497     
  1182.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.69984        3.19696                 NaN   7.44548        40.9088       0.603681        39.1452     
  1181.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.26869        4.63922                 NaN   7.45092        40.8899       0.601016        39.1503     
  1179.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.9044                 NaN            NaN   7.44741        40.9005       0.600593        39.1471     
  1178.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.9265                 NaN            NaN   7.45854        40.8721       0.593194        39.1496     
  1176.85        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.96171        8.91565                 NaN   7.42855        40.9329       0.611724        39.1494     
  1175.47        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.18940        2.70606                 NaN   7.43971        40.9095       0.605346        39.1500     
  1174.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.24468        2.64733                 NaN   7.44592        40.9066       0.605558        39.1499     
  1172.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.30390        2.26465        2.33731        7.44884        40.8936       0.600916        39.1508     
  1171.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.630994        11.3027                 NaN   7.46830        40.8577       0.589350        39.1509     
  1169.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.06694        7.82938                 NaN   7.44789        40.9005       0.604646        39.1507     
  1168.56        500.000                 NaN            NaN            NaN            NaN            NaN  0.456228        5.11111        6.10244                 NaN   7.41246        41.0061       0.638836        39.2728     
  1167.18        500.000                 NaN            NaN            NaN            NaN            NaN  0.466099        5.06542        6.13601                 NaN   7.41328        41.0042       0.638787        39.2762     
  1165.80        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.33115        9.56978                 NaN   7.45790        40.8884       0.601050        39.1517     
  1164.42        500.000                 NaN            NaN            NaN            NaN            NaN  0.508637        5.23910        5.90103                 NaN   7.42081        41.0017       0.639948        39.2888     
  1163.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.20907        9.69933                 NaN   7.46236        40.8795       0.597522        39.1523     
  1161.65        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.15791        9.75043                 NaN   7.46736        40.8746       0.597534        39.1522     
  1160.27        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.11969        9.79196                 NaN   7.47071        40.8694       0.596118        39.1521     
  1158.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.04629        9.86698                 NaN   7.47458        40.8646       0.595117        39.1525     
  1157.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.99707        9.91932                 NaN   7.47737        40.8595       0.593981        39.1528     
  1156.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.91662        10.0031                 NaN   7.47927        40.8554       0.592480        39.1531     
  1154.75        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.89042        10.0291                 NaN   7.48379        40.8524       0.591647        39.1527     
  1153.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.80991        10.1148                 NaN   7.48655        40.8451       0.590252        39.1533     
  1151.98        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.75306        10.1750                 NaN   7.49020        40.8394       0.588779        39.1536     
  1150.60        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.56817        2.37458                 NaN   7.49688        40.8224       0.584022        39.1539     
  1149.22        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.55212        2.38321                 NaN   7.49508        40.8297       0.586745        39.1531     
  1147.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.79868        2.15017                 NaN   7.50363        40.8118       0.581300        39.1544     
  1146.46        500.000                 NaN            NaN            NaN            NaN            NaN  0.427047E-001   9.46314        2.40449                 NaN   7.49294        40.8415       0.591128        39.1641     
  1145.07        500.000                 NaN            NaN            NaN            NaN            NaN   2.25148        8.57809       0.267233E-001            NaN   7.30127        41.3311       0.746343        39.7650     
  1143.69        500.000                 NaN            NaN            NaN            NaN            NaN   2.38239        8.40732       0.208915E-004            NaN   7.28867        41.3634       0.757117        39.8011     
  1142.31        500.000                 NaN            NaN            NaN            NaN            NaN   2.46548        8.28215                 NaN            NaN   7.28093        41.3834       0.763905        39.8241     
  1140.93        500.000                 NaN            NaN            NaN            NaN            NaN   2.53009        8.18500       0.150761E-004            NaN   7.27520        41.3985       0.769102        39.8421     
  1139.55        500.000                 NaN            NaN            NaN            NaN            NaN   2.58738        8.09889       0.123751E-004            NaN   7.27017        41.4117       0.773701        39.8582     
  1138.17        500.000                 NaN            NaN            NaN            NaN            NaN   2.63801        8.02289                 NaN            NaN   7.26586        41.4232       0.777736        39.8724     
  1136.78        500.000                 NaN            NaN            NaN            NaN            NaN   2.67048        7.97350       0.676384E-003            NaN   7.26328        41.4304       0.780274        39.8814     
  1135.40        500.000                 NaN            NaN            NaN            NaN            NaN   2.71095        7.91298       0.577804E-003            NaN   7.25999        41.4393       0.783449        39.8928     
  1134.02        500.000                 NaN            NaN            NaN            NaN            NaN   2.69820        7.91972                 NaN            NaN   7.25579        41.4503       0.787487        39.8885     
  1132.64        500.000                 NaN            NaN            NaN            NaN            NaN   2.77834        7.80915                 NaN            NaN   7.25318        41.4574       0.790125        39.9118     
  1131.26        500.000                 NaN            NaN            NaN            NaN            NaN   2.78886        7.78899                 NaN            NaN   7.25070        41.4643       0.792654        39.9145     
  1129.88        500.000                 NaN            NaN            NaN            NaN            NaN   2.86166        7.68820                 NaN            NaN   7.24822        41.4710       0.795186        39.9357     
  1128.49        500.000                 NaN            NaN            NaN            NaN            NaN   2.88896        7.64749                 NaN            NaN   7.24626        41.4765       0.797276        39.9435     
  1127.11        500.000                 NaN            NaN            NaN            NaN            NaN   2.91495        7.60870                 NaN            NaN   7.24440        41.4817       0.799279        39.9510     
  1125.73        500.000                 NaN            NaN            NaN            NaN            NaN   2.94708        7.56110                 NaN            NaN   7.24227        41.4876       0.801637        39.9603     
  1124.35        500.000                 NaN            NaN            NaN            NaN            NaN   2.96195        7.53863                 NaN            NaN   7.24114        41.4909       0.802872        39.9645     
  1122.97        500.000                 NaN            NaN            NaN            NaN            NaN   2.98330        7.50689                 NaN            NaN   7.23973        41.4949       0.804485        39.9707     
  1121.59        500.000                 NaN            NaN            NaN            NaN            NaN   3.00343        7.47697                 NaN            NaN   7.23843        41.4986       0.805995        39.9766     
  1120.20        500.000                 NaN            NaN            NaN            NaN            NaN   3.04286        7.41894                 NaN            NaN   7.23605        41.5052       0.808774        39.9882     
  1118.82        500.000                 NaN            NaN            NaN            NaN            NaN   3.06543        7.38542                 NaN            NaN   7.23462        41.5093       0.810461        39.9948     
  1117.44        500.000                 NaN            NaN            NaN            NaN            NaN   3.08457        7.35727                 NaN            NaN   7.23358        41.5123       0.811811        40.0004     
  1116.06        500.000                 NaN            NaN            NaN            NaN            NaN   3.10437        7.32803                 NaN            NaN   7.23245        41.5156       0.813243        40.0063     
  1114.68        500.000                 NaN            NaN            NaN            NaN            NaN   3.12311        7.30043                 NaN            NaN   7.23143        41.5187       0.814577        40.0118     
  1113.30        500.000                 NaN            NaN            NaN            NaN            NaN   3.14247        7.27180                 NaN            NaN   7.23032        41.5219       0.815989        40.0175     
  1111.91        500.000                 NaN            NaN            NaN            NaN            NaN   3.16011        7.24587                 NaN            NaN   7.22941        41.5246       0.817232        40.0228     
  1110.53        500.000                 NaN            NaN            NaN            NaN            NaN   3.17719        7.22079                 NaN            NaN   7.22856        41.5272       0.818429        40.0279     
  1109.15        500.000                 NaN            NaN            NaN            NaN            NaN   3.19373        7.19653                 NaN            NaN   7.22776        41.5296       0.819578        40.0328     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   3.20979        7.17300                 NaN            NaN   7.22701        41.5319       0.820688        40.0376     
  1106.39        500.000                 NaN            NaN            NaN            NaN            NaN   3.22539        7.15019                 NaN            NaN   7.22631        41.5341       0.821758        40.0423     
  1105.01        500.000                 NaN            NaN            NaN            NaN            NaN   3.24054        7.12804                 NaN            NaN   7.22565        41.5361       0.822790        40.0469     
  1103.62        500.000                 NaN            NaN            NaN            NaN            NaN   3.25530        7.10651                 NaN            NaN   7.22504        41.5381       0.823788        40.0513     
  1102.24        500.000                 NaN            NaN            NaN            NaN            NaN   3.31132        7.02473                 NaN            NaN   7.22283        41.5457       0.827455        40.0679     
  1100.86        500.000                 NaN            NaN            NaN            NaN            NaN   3.46463        6.79649                 NaN            NaN   7.21476        41.5728       0.838754        40.1126     
  1099.48        500.000                 NaN            NaN            NaN            NaN            NaN   3.29790        7.04404                 NaN            NaN   7.22320        41.5440       0.826710        40.0642     
  1098.10        500.000                 NaN            NaN            NaN            NaN            NaN   3.31122        7.02470                 NaN            NaN   7.22273        41.5455       0.827587        40.0682     
  1096.72        500.000                 NaN            NaN            NaN            NaN            NaN   3.32423        7.00584                 NaN            NaN   7.22229        41.5470       0.828436        40.0722     
  1095.33        500.000                 NaN            NaN            NaN            NaN            NaN   3.33693        6.98743                 NaN            NaN   7.22188        41.5484       0.829260        40.0761     
  1093.95        500.000                 NaN            NaN            NaN            NaN            NaN   3.34935        6.96947                 NaN            NaN   7.22151        41.5497       0.830060        40.0799     
  1092.57        500.000                 NaN            NaN            NaN            NaN            NaN   3.34347        6.98157                 NaN            NaN   7.22308        41.5450       0.828590        40.0783     
  1091.19        500.000                 NaN            NaN            NaN            NaN            NaN   3.37338        6.93479                 NaN            NaN   7.22084        41.5520       0.831589        40.0874     
  1089.81        500.000                 NaN            NaN            NaN            NaN            NaN   3.37265        6.93948                 NaN            NaN   7.22222        41.5472       0.830656        40.0878     
  1088.43        500.000                 NaN            NaN            NaN            NaN            NaN   3.38515        6.92152                 NaN            NaN   7.22157        41.5491       0.831335        40.0913     
  1087.04        500.000                 NaN            NaN            NaN            NaN            NaN   3.40756        6.88562                 NaN            NaN   7.22002        41.5551       0.833725        40.0980     
  1085.66        500.000                 NaN            NaN            NaN            NaN            NaN   3.40978        6.88559                 NaN            NaN   7.22126        41.5516       0.832975        40.0988     
  1084.28        500.000                 NaN            NaN            NaN            NaN            NaN   3.42923        6.85456                 NaN            NaN   7.21960        41.5568       0.835052        40.1048     
  1082.90        500.000                 NaN            NaN            NaN            NaN            NaN   3.41546        6.87888                 NaN            NaN   7.22237        41.5494       0.832885        40.1010     
  1081.52        500.000                 NaN            NaN            NaN            NaN            NaN   3.42816        6.86028                 NaN            NaN   7.22101        41.5514       0.834045        40.1050     
  1080.14        500.000                 NaN            NaN            NaN            NaN            NaN   3.44778        6.83179                 NaN            NaN   7.22099        41.5534       0.835122        40.1109     
  1078.75        500.000                 NaN            NaN            NaN            NaN            NaN   3.46286        6.80965                 NaN            NaN   7.21990        41.5558       0.836215        40.1155     
  1077.37        500.000                 NaN            NaN            NaN            NaN            NaN   3.44721        6.83514                 NaN            NaN   7.22103        41.5502       0.834975        40.1114     
  1075.99        500.000                 NaN            NaN            NaN            NaN            NaN   3.45878        6.81836                 NaN            NaN   7.22202        41.5511       0.835040        40.1147     
  1074.61        500.000                 NaN            NaN            NaN            NaN            NaN   3.47429        6.79722                 NaN            NaN   7.22089        41.5520       0.835932        40.1197     
  1073.23        500.000                 NaN            NaN            NaN            NaN            NaN   3.50453        6.74750                 NaN            NaN   7.21861        41.5619       0.839354        40.1281     
  1071.85        500.000                 NaN            NaN            NaN            NaN            NaN   3.51409        6.73394                 NaN            NaN   7.21857        41.5622       0.839915        40.1313     
  1070.46        500.000                 NaN            NaN            NaN            NaN            NaN   3.52348        6.72065                 NaN            NaN   7.21855        41.5625       0.840459        40.1343     
  1069.08        500.000                 NaN            NaN            NaN            NaN            NaN   3.53257        6.70789                 NaN            NaN   7.21858        41.5627       0.840960        40.1373     
  1067.70        500.000                 NaN            NaN            NaN            NaN            NaN   3.54124        6.69588                 NaN            NaN   7.21867        41.5626       0.841396        40.1402     
  1066.32        500.000                 NaN            NaN            NaN            NaN            NaN   3.54974        6.68415                 NaN            NaN   7.21880        41.5625       0.841812        40.1430     
  1064.94        500.000                 NaN            NaN            NaN            NaN            NaN   3.79555        6.34480                 NaN            NaN   7.22538        41.5547       0.853878        40.2257     
  1063.56        500.000                 NaN            NaN            NaN            NaN            NaN   3.56445        6.66510                 NaN            NaN   7.21951        41.5608       0.842196        40.1480     
  1062.17        500.000                 NaN            NaN            NaN            NaN            NaN   3.57252        6.65407                 NaN            NaN   7.21968        41.5605       0.842564        40.1507     
  1060.79        500.000                 NaN            NaN            NaN            NaN            NaN   3.58479        6.63448                 NaN            NaN   7.21889        41.5633       0.843881        40.1546     
  1059.41        500.000                 NaN            NaN            NaN            NaN            NaN   3.79557        6.34476                 NaN            NaN   7.22538        41.5547       0.853879        40.2257     
  1058.03        500.000                 NaN            NaN            NaN            NaN            NaN   3.59643        6.62124                 NaN            NaN   7.22018        41.5598       0.843696        40.1587     
  1056.65        500.000                 NaN            NaN            NaN            NaN            NaN   3.60455        6.60988                 NaN            NaN   7.22030        41.5597       0.844140        40.1614     
  1055.27        500.000                 NaN            NaN            NaN            NaN            NaN   3.61257        6.59868                 NaN            NaN   7.22043        41.5596       0.844576        40.1642     
  1053.88        500.000                 NaN            NaN            NaN            NaN            NaN   3.61271        6.59909                 NaN            NaN   7.22119        41.5579       0.844439        40.1646     
  1052.50        500.000                 NaN            NaN            NaN            NaN            NaN   3.62767        6.57795                 NaN            NaN   7.22071        41.5590       0.845312        40.1693     
  1051.12        500.000                 NaN            NaN            NaN            NaN            NaN   3.63489        6.56793                 NaN            NaN   7.22097        41.5589       0.845669        40.1717     
  1049.74        500.000                 NaN            NaN            NaN            NaN            NaN   3.64242        6.55752                 NaN            NaN   7.22117        41.5586       0.846054        40.1743     
  1048.36        500.000                 NaN            NaN            NaN            NaN            NaN   3.63802        6.56448                 NaN            NaN   7.22203        41.5570       0.845523        40.1730     
  1046.98        500.000                 NaN            NaN            NaN            NaN            NaN   3.64605        6.55370                 NaN            NaN   7.22215        41.5566       0.845789        40.1757     
  1045.59        500.000                 NaN            NaN            NaN            NaN            NaN   3.65276        6.54449                 NaN            NaN   7.22247        41.5561       0.846143        40.1781     
  1044.21        500.000                 NaN            NaN            NaN            NaN            NaN   3.65930        6.53557                 NaN            NaN   7.22266        41.5556       0.846503        40.1804     
  1042.83        500.000                 NaN            NaN            NaN            NaN            NaN   3.67404        6.51820                 NaN            NaN   7.22225        41.5531       0.846983        40.1854     
  1041.45        500.000                 NaN            NaN            NaN            NaN            NaN   3.67872        6.51230                 NaN            NaN   7.22295        41.5519       0.846963        40.1872     
  1040.07        500.000                 NaN            NaN            NaN            NaN            NaN   3.67818        6.51023                 NaN            NaN   7.22371        41.5536       0.847246        40.1870     
  1038.69        500.000                 NaN            NaN            NaN            NaN            NaN   3.69075        6.49578                 NaN            NaN   7.22321        41.5511       0.847665        40.1915     
  1037.30        500.000                 NaN            NaN            NaN            NaN            NaN   3.69543        6.48686                 NaN            NaN   7.22396        41.5525       0.848196        40.1930     
  1035.92        500.000                 NaN            NaN            NaN            NaN            NaN   3.71424        6.45817                 NaN            NaN   7.22375        41.5544       0.849876        40.1996     
  1034.54        500.000                 NaN            NaN            NaN            NaN            NaN   3.72065        6.44954                 NaN            NaN   7.22409        41.5537       0.850152        40.2019     
  1033.16        500.000                 NaN            NaN            NaN            NaN            NaN   3.72697        6.44104                 NaN            NaN   7.22444        41.5530       0.850421        40.2041     
  1031.78        500.000                 NaN            NaN            NaN            NaN            NaN   3.73322        6.43266                 NaN            NaN   7.22480        41.5523       0.850683        40.2064     
  1030.40        500.000                 NaN            NaN            NaN            NaN            NaN   3.73940        6.42439                 NaN            NaN   7.22517        41.5515       0.850938        40.2086     
  1029.01        500.000                 NaN            NaN            NaN            NaN            NaN   3.74550        6.41625                 NaN            NaN   7.22555        41.5507       0.851185        40.2108     
  1027.63        500.000                 NaN            NaN            NaN            NaN            NaN   3.75153        6.40821                 NaN            NaN   7.22595        41.5499       0.851426        40.2130     
  1026.25        500.000                 NaN            NaN            NaN            NaN            NaN   3.75749        6.40029                 NaN            NaN   7.22635        41.5490       0.851661        40.2152     
  1024.87        500.000                 NaN            NaN            NaN            NaN            NaN   3.76338        6.39248                 NaN            NaN   7.22676        41.5482       0.851888        40.2173     
  1023.49        500.000                 NaN            NaN            NaN            NaN            NaN   3.76920        6.38478                 NaN            NaN   7.22719        41.5472       0.852109        40.2195     
  1022.11        500.000                 NaN            NaN            NaN            NaN            NaN   3.77496        6.37719                 NaN            NaN   7.22762        41.5463       0.852324        40.2216     
  1020.72        500.000                 NaN            NaN            NaN            NaN            NaN   3.78065        6.36969                 NaN            NaN   7.22807        41.5454       0.852532        40.2237     
  1019.34        500.000                 NaN            NaN            NaN            NaN            NaN   3.77108        6.38717                 NaN            NaN   7.22965        41.5406       0.850824        40.2206     
  1017.96        500.000                 NaN            NaN            NaN            NaN            NaN   3.77727        6.37887                 NaN            NaN   7.23006        41.5398       0.851099        40.2229     
