|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/TAY13/TAY13_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        iron           O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1278.82        500.000                 NaN   95.2477                 NaN            NaN            NaN  0.832807       0.503567                 NaN  0.543906        2.87199                 NaN            NaN
  1277.39        500.000                 NaN   95.5306                 NaN            NaN            NaN  0.477818       0.777087                 NaN  0.512086        2.70238                 NaN            NaN
  1275.96        500.000                 NaN   95.7867                 NaN            NaN            NaN  0.453034       0.727059                 NaN  0.483116        2.55012                 NaN            NaN
  1274.53        500.000                 NaN   96.0107                 NaN            NaN            NaN  0.432123       0.682774                 NaN  0.457872        2.41652                 NaN            NaN
  1273.10        500.000                 NaN   96.2185                 NaN            NaN            NaN  0.412331       0.642256                 NaN  0.434046        2.29283                 NaN            NaN
  1271.67        500.000                 NaN   96.4038                 NaN            NaN            NaN  0.394748       0.605891                 NaN  0.412931        2.18260                 NaN            NaN
  1270.24        500.000                 NaN   96.5712                 NaN            NaN            NaN  0.572508       0.378688                 NaN  0.393684        2.08387                 NaN            NaN
  1268.81        500.000                 NaN   96.7381                 NaN            NaN            NaN  0.362392       0.540394                 NaN  0.374345        1.98476                 NaN            NaN
  1267.38        500.000                 NaN   96.8785                 NaN            NaN            NaN  0.348608       0.513212                 NaN  0.358248        1.90143                 NaN            NaN
  1265.95        500.000                 NaN   97.0125                 NaN            NaN            NaN  0.486732       0.335810                 NaN  0.342596        1.82233                 NaN            NaN
  1264.52        500.000                 NaN   97.1367                 NaN            NaN            NaN  0.323356       0.462555                 NaN  0.328109        1.74925                 NaN            NaN
  1263.09        500.000                 NaN   97.2530                 NaN            NaN            NaN  0.440038       0.311872                 NaN  0.314469        1.68066                 NaN            NaN
  1261.66        500.000                 NaN   97.3592                 NaN            NaN            NaN  0.301664       0.419596                 NaN  0.302068        1.61743                 NaN            NaN
  1260.23        500.000                 NaN   97.4561                 NaN            NaN            NaN  0.400628       0.291695                 NaN  0.290638        1.56094                 NaN            NaN
  1258.80        500.000                 NaN   97.5605                 NaN            NaN            NaN  0.281067       0.380994                 NaN  0.278312        1.49910                 NaN            NaN
  1257.37        500.000                 NaN   97.6434                 NaN            NaN            NaN  0.364679       0.273077                 NaN  0.268448        1.45037                 NaN            NaN
  1255.94        500.000                 NaN   97.7271                 NaN            NaN            NaN  0.264040       0.349144                 NaN  0.258522        1.40119                 NaN            NaN
  1254.51        500.000                 NaN   97.8062                 NaN            NaN            NaN  0.332374       0.257478                 NaN  0.249155        1.35484                 NaN            NaN
  1253.08        500.000                 NaN   97.8796                 NaN            NaN            NaN  0.248772       0.319951                 NaN  0.240418        1.31121                 NaN            NaN
  1251.65        500.000                 NaN   97.9470                 NaN            NaN            NaN  0.242434       0.306877                 NaN  0.232387        1.27128                 NaN            NaN
  1250.22        500.000                 NaN   98.0170                 NaN            NaN            NaN  0.293549       0.235061                 NaN  0.223877        1.23051                 NaN            NaN
  1248.79        500.000                 NaN   98.0783                 NaN            NaN            NaN  0.282025       0.228406                 NaN  0.216515        1.19479                 NaN            NaN
  1247.36        500.000                 NaN   98.1384                 NaN            NaN            NaN  0.270794       0.222542                 NaN  0.209284        1.15899                 NaN            NaN
  1245.93        500.000                 NaN   98.1953                 NaN            NaN            NaN  0.216414       0.260234                 NaN  0.202424        1.12560                 NaN            NaN
  1244.50        500.000                 NaN   98.2487                 NaN            NaN            NaN  0.250333       0.210916                 NaN  0.196028        1.09402                 NaN            NaN
  1243.07        500.000                 NaN   98.2986                 NaN            NaN            NaN  0.206338       0.240617                 NaN  0.190002        1.06440                 NaN            NaN
  1241.64        500.000                 NaN   98.3484                 NaN            NaN            NaN  0.231874       0.200676                 NaN  0.183962        1.03512                 NaN            NaN
  1240.21        500.000                 NaN   98.3945                 NaN            NaN            NaN  0.223404       0.195843                 NaN  0.178423        1.00787                 NaN            NaN
  1238.78        500.000                 NaN   98.4383                 NaN            NaN            NaN  0.215460       0.191247                 NaN  0.173069       0.981903                 NaN            NaN
  1237.36        500.000                 NaN   98.4790                 NaN            NaN            NaN  0.208553       0.186749                 NaN  0.168255       0.957449                 NaN            NaN
  1235.93        500.000                 NaN   98.5214                 NaN            NaN            NaN  0.200181       0.182824                 NaN  0.162982       0.932624                 NaN            NaN
  1234.50        500.000                 NaN   98.5590                 NaN            NaN            NaN  0.179094       0.193326                 NaN  0.158482       0.910138                 NaN            NaN
  1233.07        500.000                 NaN   98.5971                 NaN            NaN            NaN  0.186775       0.174616                 NaN  0.153816       0.887692                 NaN            NaN
  1231.64        500.000                 NaN   98.6318                 NaN            NaN            NaN  0.171180       0.180366                 NaN  0.149596       0.867106                 NaN            NaN
  1230.21        500.000                 NaN   98.6669                 NaN            NaN            NaN  0.167281       0.174250                 NaN  0.145366       0.846169                 NaN            NaN
  1228.78        500.000                 NaN   98.6994                 NaN            NaN            NaN  0.168549       0.163969                 NaN  0.141394       0.826663                 NaN            NaN
  1227.35        500.000                 NaN   98.7294                 NaN            NaN            NaN  0.161068       0.163328                 NaN  0.137756       0.808443                 NaN            NaN
  1225.92        500.000                 NaN   98.7606                 NaN            NaN            NaN  0.157241       0.158089                 NaN  0.133902       0.790176                 NaN            NaN
  1224.49        500.000                 NaN   98.7900                 NaN            NaN            NaN  0.153560       0.153262                 NaN  0.130393       0.772761                 NaN            NaN
  1223.06        500.000                 NaN   98.8171                 NaN            NaN            NaN  0.152441       0.147238                 NaN  0.127033       0.756188                 NaN            NaN
  1221.63        500.000                 NaN   98.8436                 NaN            NaN            NaN  0.142621       0.149672                 NaN  0.123912       0.740192                 NaN            NaN
  1220.20        500.000                 NaN   98.8703                 NaN            NaN            NaN  0.147140       0.137574                 NaN  0.120533       0.724469                 NaN            NaN
  1218.77        500.000                 NaN   98.8942                 NaN            NaN            NaN  0.146144       0.132144                 NaN  0.117632       0.709905                 NaN            NaN
  1217.34        500.000                 NaN   98.9185                 NaN            NaN            NaN  0.142966       0.128838                 NaN  0.114759       0.694901                 NaN            NaN
  1215.91        500.000                 NaN   98.9414                 NaN            NaN            NaN  0.140973       0.124571                 NaN  0.111973       0.681118                 NaN            NaN
  1214.48        500.000                 NaN   94.7215                 NaN            NaN            NaN  0.178446       0.417454                 NaN  0.408490        2.23976        2.03433                 NaN
  1213.05        500.000                 NaN   93.2838                 NaN            NaN            NaN  0.125937       0.587950                 NaN  0.510866        2.75487        2.73654                 NaN
  1211.62        500.000                 NaN   93.4461                 NaN            NaN            NaN  0.705206                 NaN            NaN  0.501048        2.67909        2.66856                 NaN
  1210.19        500.000                 NaN   93.6026                 NaN            NaN            NaN  0.696077                 NaN            NaN  0.491226        2.60691        2.60322                 NaN
  1208.76        500.000                 NaN   92.4321                 NaN            NaN            NaN  0.764515                 NaN            NaN  0.585251        3.10374        3.02894       0.854022E-001
  1207.33        500.000                 NaN   92.3579                 NaN            NaN            NaN  0.753971                 NaN            NaN  0.589877        3.14240        3.05353       0.102293     
  1205.90        500.000                 NaN   92.4188                 NaN            NaN            NaN  0.769281                 NaN            NaN  0.581517        3.10744        3.02410       0.988650E-001
  1204.47        500.000                 NaN   92.5647                 NaN            NaN            NaN  0.752645                 NaN            NaN  0.569786        3.04791        2.97072       0.942074E-001
  1203.04        500.000                 NaN   92.5598                 NaN            NaN            NaN  0.757686                 NaN            NaN  0.565143        3.04968        2.97506       0.926259E-001
  1201.61        500.000                 NaN   92.3522                 NaN  0.200342E-001            NaN  0.752011                 NaN            NaN  0.582588        3.12974        3.07359       0.898705E-001
  1200.18        500.000                 NaN   91.8701                 NaN  0.551693E-001            NaN  0.747064                 NaN            NaN  0.621251        3.32402        3.29308       0.892943E-001
  1198.75        500.000                 NaN   91.4201                 NaN  0.609830E-001            NaN  0.771805                 NaN            NaN  0.647563        3.52366        3.48305       0.928782E-001
  1197.32        500.000                 NaN   89.5090                 NaN  0.937524E-001            NaN  0.867532                 NaN            NaN  0.773437        4.33084        4.31256       0.112844     
  1195.89        500.000                 NaN   89.3848                 NaN  0.728717E-001            NaN  0.931586                 NaN            NaN  0.776880        4.43691        4.28804       0.108871     
  1194.46        500.000                 NaN   79.7635                 NaN  0.173687                 NaN   1.56434                 NaN            NaN   1.43008        8.49926        8.36749       0.201596     
  1193.03        500.000                 NaN   36.8151                 NaN  0.531237                 NaN   4.80108                 NaN            NaN   4.30990        26.9950        25.9562       0.591528     
  1191.60        500.000                 NaN            NaN            NaN  0.850842                 NaN   7.53244                 NaN            NaN   6.69805        42.5879        41.4057       0.925117     
  1190.17        500.000                 NaN            NaN            NaN  0.838620                 NaN   7.56645                 NaN            NaN   6.70079        42.5788        41.3920       0.923359     
  1188.74        500.000                 NaN            NaN            NaN  0.825919                 NaN   7.60176                 NaN            NaN   6.70366        42.5693        41.3779       0.921518     
  1187.31        500.000                 NaN            NaN            NaN  0.811915                 NaN   7.64064                 NaN            NaN   6.70680        42.5589        41.3622       0.919486     
  1185.88        500.000                 NaN            NaN            NaN  0.721080                 NaN   7.89718                 NaN            NaN   6.72861        42.4858        41.2626       0.904755     
  1184.45        500.000                 NaN            NaN            NaN  0.692184                 NaN   7.97802                 NaN            NaN   6.73544        42.4636        41.2305       0.900224     
  1183.02        500.000                 NaN            NaN            NaN  0.728322                 NaN   7.87417                 NaN            NaN   6.72623        42.4951        41.2696       0.906590     
  1181.59        500.000                 NaN            NaN            NaN  0.696206                 NaN   7.96372                 NaN            NaN   6.73375        42.4709        41.2339       0.901594     
  1180.16        500.000                 NaN            NaN            NaN  0.661495                 NaN   8.06039                 NaN            NaN   6.74189        42.4448        41.1953       0.896179     
  1178.73        500.000                 NaN            NaN            NaN  0.623870                 NaN   8.16501                 NaN            NaN   6.75072        42.4167        41.1534       0.890299     
  1177.30        500.000                 NaN            NaN            NaN  0.498663                 NaN   8.51695                 NaN            NaN   6.78139        42.3183        41.0150       0.869680     
  1175.87        500.000                 NaN            NaN            NaN  0.447242                 NaN   8.65994                 NaN            NaN   6.79379        42.2799        40.9577       0.861455     
  1174.44        500.000                 NaN            NaN            NaN  0.381773                 NaN   8.84083                 NaN            NaN   6.80904        42.2327        40.8845       0.851197     
  1173.01        500.000                 NaN            NaN            NaN  0.304621                 NaN   9.05369                 NaN            NaN   6.82695        42.1775        40.7981       0.839125     
  1171.58        500.000                 NaN            NaN            NaN  0.213275                 NaN   9.30521                 NaN            NaN   6.84794        42.1129        40.6958       0.824892     
  1170.15        500.000                 NaN            NaN            NaN  0.111917                 NaN   9.58322                 NaN            NaN   6.87105        42.0426        40.5819       0.809306     
  1168.72        500.000                 NaN            NaN            NaN            NaN            NaN   9.87776                 NaN            NaN   6.89030        41.9796        40.4558       0.796496     
  1167.29        500.000                 NaN            NaN            NaN            NaN            NaN   5.23769        4.63669                 NaN   6.88941        41.9869        40.4530       0.796235     
  1165.86        500.000                 NaN            NaN            NaN            NaN            NaN   3.73572        6.14247                 NaN   6.89427        41.9776        40.4558       0.794190     
  1164.43        500.000                 NaN            NaN            NaN            NaN            NaN   9.87749                 NaN            NaN   6.89225        41.9823        40.4531       0.794852     
  1163.00        500.000                 NaN            NaN            NaN            NaN            NaN   8.36980        1.50237                 NaN   6.88999        41.9891        40.4520       0.796784     
  1161.57        500.000                 NaN            NaN            NaN            NaN            NaN   9.86989                 NaN            NaN   6.88921        41.9915        40.4516       0.797812     
  1160.14        500.000                 NaN            NaN            NaN            NaN            NaN   9.87179                 NaN            NaN   6.89016        41.9884        40.4523       0.797357     
  1158.71        500.000                 NaN            NaN            NaN            NaN            NaN   3.47542        6.40046                 NaN   6.89180        41.9820        40.4537       0.796690     
  1157.28        500.000                 NaN            NaN            NaN            NaN            NaN   1.39688        8.48517                 NaN   6.89532        41.9730        40.4549       0.794701     
  1155.85        500.000                 NaN            NaN            NaN            NaN            NaN   1.35103        8.53138                 NaN   6.89578        41.9721        40.4551       0.794647     
  1154.42        500.000                 NaN            NaN            NaN            NaN            NaN   1.42733        8.45673                 NaN   6.89715        41.9694        40.4554       0.794048     
  1152.99        500.000                 NaN            NaN            NaN            NaN            NaN  0.746054        9.14400                 NaN   6.90142        41.9607        40.4563       0.791545     
  1151.56        500.000                 NaN            NaN            NaN            NaN            NaN  0.822094        9.06966                 NaN   6.90281        41.9579        40.4566       0.790931     
  1150.13        500.000                 NaN            NaN            NaN            NaN            NaN  0.899004        8.99446                 NaN   6.90421        41.9551        40.4569       0.790312     
  1148.70        500.000                 NaN            NaN            NaN            NaN            NaN  0.976973        8.91821                 NaN   6.90560        41.9523        40.4572       0.789690     
  1147.27        500.000                 NaN            NaN            NaN            NaN            NaN   1.05608        8.84083                 NaN   6.90701        41.9495        40.4575       0.789064     
  1145.84        500.000                 NaN            NaN            NaN            NaN            NaN   1.13648        8.76219                 NaN   6.90842        41.9467        40.4578       0.788433     
  1144.41        500.000                 NaN            NaN            NaN            NaN            NaN   1.21791        8.68251                 NaN   6.90983        41.9438        40.4582       0.787799     
  1142.98        500.000                 NaN            NaN            NaN            NaN            NaN   1.30057        8.60163                 NaN   6.91125        41.9409        40.4585       0.787160     
  1141.56        500.000                 NaN            NaN            NaN            NaN            NaN   1.38443        8.51955                 NaN   6.91268        41.9380        40.4588       0.786517     
  1140.13        500.000                 NaN            NaN            NaN            NaN            NaN   1.46952        8.43626                 NaN   6.91411        41.9351        40.4591       0.785870     
  1138.70        500.000                 NaN            NaN            NaN            NaN            NaN   1.55612        8.35148                 NaN   6.91555        41.9322        40.4595       0.785219     
  1137.27        500.000                 NaN            NaN            NaN            NaN            NaN   1.64397        8.26546                 NaN   6.91699        41.9292        40.4598       0.784563     
  1135.84        500.000                 NaN            NaN            NaN            NaN            NaN   1.73330        8.17797                 NaN   6.91844        41.9262        40.4601       0.783904     
  1134.41        500.000                 NaN            NaN            NaN            NaN            NaN   1.82388        8.08925                 NaN   6.91989        41.9233        40.4605       0.783239     
  1132.98        500.000                 NaN            NaN            NaN            NaN            NaN   1.91647        7.99853                 NaN   6.92135        41.9203        40.4608       0.782571     
  1131.55        500.000                 NaN            NaN            NaN            NaN            NaN   2.01031        7.90658                 NaN   6.92281        41.9172        40.4612       0.781898     
  1130.12        500.000                 NaN            NaN            NaN            NaN            NaN   2.10590        7.81289                 NaN   6.92429        41.9142        40.4615       0.781220     
  1128.69        500.000                 NaN            NaN            NaN            NaN            NaN   2.20299        7.71771                 NaN   6.92576        41.9111        40.4619       0.780538     
  1127.26        500.000                 NaN            NaN            NaN            NaN            NaN   2.30200        7.62063                 NaN   6.92725        41.9080        40.4622       0.779852     
  1125.83        500.000                 NaN            NaN            NaN            NaN            NaN   2.40258        7.52200                 NaN   6.92874        41.9049        40.4626       0.779162     
  1124.40        500.000                 NaN            NaN            NaN            NaN            NaN   2.50553        7.42101                 NaN   6.93024        41.9018        40.4630       0.778466     
  1122.97        500.000                 NaN            NaN            NaN            NaN            NaN   2.61027        7.31824                 NaN   6.93174        41.8987        40.4633       0.777766     
  1121.54        500.000                 NaN            NaN            NaN            NaN            NaN   2.72081        7.20968                 NaN   6.93326        41.8955        40.4637       0.777052     
  1120.11        500.000                 NaN            NaN            NaN            NaN            NaN   2.85572        7.07678                 NaN   6.93486        41.8923        40.4640       0.776271     
  1118.68        500.000                 NaN            NaN            NaN            NaN            NaN   2.99358        6.94094                 NaN   6.93647        41.8892        40.4644       0.775483     
  1117.25        500.000                 NaN            NaN            NaN            NaN            NaN   3.13421        6.80234                 NaN   6.93809        41.8860        40.4647       0.774688     
  1115.82        500.000                 NaN            NaN            NaN            NaN            NaN   3.27779        6.66082                 NaN   6.93973        41.8827        40.4650       0.773886     
  1114.39        500.000                 NaN            NaN            NaN            NaN            NaN   3.42418        6.51651                 NaN   6.94137        41.8795        40.4654       0.773077     
  1112.96        500.000                 NaN            NaN            NaN            NaN            NaN   3.57396        6.36882                 NaN   6.94303        41.8762        40.4657       0.772259     
  1111.53        500.000                 NaN            NaN            NaN            NaN            NaN   3.72700        6.21790                 NaN   6.94470        41.8729        40.4661       0.771434     
  1110.10        500.000                 NaN            NaN            NaN            NaN            NaN   3.88313        6.06392                 NaN   6.94638        41.8695        40.4664       0.770600     
  1108.67        500.000                 NaN            NaN            NaN            NaN            NaN   4.04309        5.90612                 NaN   6.94807        41.8662        40.4668       0.769760     
  1107.24        500.000                 NaN            NaN            NaN            NaN            NaN   4.20628        5.74510                 NaN   6.94978        41.8628        40.4672       0.768911     
  1105.81        500.000                 NaN            NaN            NaN            NaN            NaN   4.37353        5.58007                 NaN   6.95150        41.8593        40.4675       0.768053     
  1104.38        500.000                 NaN            NaN            NaN            NaN            NaN   4.54443        5.41139                 NaN   6.95323        41.8559        40.4679       0.767186     
  1102.95        500.000                 NaN            NaN            NaN            NaN            NaN   4.71944        5.23864                 NaN   6.95498        41.8524        40.4683       0.766311     
  1101.52        500.000                 NaN            NaN            NaN            NaN            NaN   4.89822        5.06214                 NaN   6.95674        41.8488        40.4686       0.765428     
  1100.09        500.000                 NaN            NaN            NaN            NaN            NaN   5.08136        4.88131                 NaN   6.95851        41.8453        40.4690       0.764536     
  1098.66        500.000                 NaN            NaN            NaN            NaN            NaN   5.26868        4.69631                 NaN   6.96030        41.8417        40.4694       0.763634     
  1097.23        500.000                 NaN            NaN            NaN            NaN            NaN   5.46050        4.50686                 NaN   6.96210        41.8380        40.4698       0.762724     
  1095.80        500.000                 NaN            NaN            NaN            NaN            NaN   5.65659        4.31315                 NaN   6.96392        41.8344        40.4702       0.761804     
  1094.37        500.000                 NaN            NaN            NaN            NaN            NaN   5.85716        4.11499                 NaN   6.96575        41.8306        40.4706       0.760876     
  1092.94        500.000                 NaN            NaN            NaN            NaN            NaN   6.06250        3.91208                 NaN   6.96759        41.8269        40.4710       0.759937     
  1091.51        500.000                 NaN            NaN            NaN            NaN            NaN   6.27266        3.70439                 NaN   6.96945        41.8231        40.4714       0.758989     
  1090.08        500.000                 NaN            NaN            NaN            NaN            NaN   6.48742        3.49213                 NaN   6.97133        41.8193        40.4718       0.758031     
  1088.65        500.000                 NaN            NaN            NaN            NaN            NaN   6.70738        3.27470                 NaN   6.97322        41.8154        40.4722       0.757063     
  1087.22        500.000                 NaN            NaN            NaN            NaN            NaN   6.93179        3.05284                 NaN   6.97513        41.8115        40.4726       0.756086     
  1085.79        500.000                 NaN            NaN            NaN            NaN            NaN   7.16115        2.82607                 NaN   6.97705        41.8076        40.4731       0.755099     
  1084.36        500.000                 NaN            NaN            NaN            NaN            NaN   7.39546        2.59437                 NaN   6.97898        41.8036        40.4735       0.754102     
  1082.93        500.000                 NaN            NaN            NaN            NaN            NaN   7.63468        2.35780                 NaN   6.98093        41.7996        40.4739       0.753094     
  1081.50        500.000                 NaN            NaN            NaN            NaN            NaN   7.87879        2.11637                 NaN   6.98290        41.7955        40.4744       0.752077     
  1080.07        500.000                 NaN            NaN            NaN            NaN            NaN   8.12777        1.87010                 NaN   6.98489        41.7914        40.4748       0.751049     
  1078.64        500.000                 NaN            NaN            NaN            NaN            NaN   8.38172        1.61889                 NaN   6.98688        41.7872        40.4753       0.750012     
  1077.21        500.000                 NaN            NaN            NaN            NaN            NaN   8.64017        1.36322                 NaN   6.98890        41.7830        40.4757       0.748964     
  1075.78        500.000                 NaN            NaN            NaN            NaN            NaN   8.90343        1.10277                 NaN   6.99093        41.7788        40.4762       0.747906     
  1074.35        500.000                 NaN            NaN            NaN            NaN            NaN   9.17145       0.837593                 NaN   6.99298        41.7745        40.4767       0.746837     
  1072.92        500.000                 NaN            NaN            NaN            NaN            NaN   9.44397       0.567952                 NaN   6.99504        41.7701        40.4771       0.745759     
  1071.49        500.000                 NaN            NaN            NaN            NaN            NaN   9.72095       0.293879                 NaN   6.99712        41.7658        40.4776       0.744670     
  1070.06        500.000                 NaN            NaN            NaN            NaN            NaN   10.0023       0.155125E-001            NaN   6.99921        41.7613        40.4781       0.743572     
  1068.63        500.000                 NaN            NaN            NaN            NaN            NaN   9.92664       0.933575E-001  0.393548E-004   7.00080        41.7579        40.4786       0.742727     
  1067.20        500.000                 NaN            NaN            NaN            NaN            NaN   9.83091       0.191326       0.340954E-004   7.00239        41.7545        40.4790       0.741891     
  1065.77        500.000                 NaN            NaN            NaN            NaN            NaN   9.73642       0.288069       0.299094E-004   7.00399        41.7510        40.4794       0.741047     
  1064.34        500.000                 NaN            NaN            NaN            NaN            NaN   9.64304       0.383703       0.265055E-004   7.00561        41.7475        40.4799       0.740196     
  1062.91        500.000                 NaN            NaN            NaN            NaN            NaN   9.55103       0.477992       0.236894E-004   7.00725        41.7440        40.4803       0.739338     
  1061.48        500.000                 NaN            NaN            NaN            NaN            NaN   9.46033       0.570978       0.213504E-004   7.00890        41.7405        40.4808       0.738473     
  1060.05        500.000                 NaN            NaN            NaN            NaN            NaN   9.37118       0.662421       0.193823E-004   7.01057        41.7370        40.4812       0.737602     
  1058.62        500.000                 NaN            NaN            NaN            NaN            NaN   9.28358       0.752347                 NaN   7.01226        41.7334        40.4817       0.736727     
  1057.19        500.000                 NaN            NaN            NaN            NaN            NaN   9.19769       0.840553                 NaN   7.01395        41.7298        40.4821       0.735845     
  1055.76        500.000                 NaN            NaN            NaN            NaN            NaN   9.11354       0.927035                 NaN   7.01567        41.7262        40.4826       0.734959     
  1054.33        500.000                 NaN            NaN            NaN            NaN            NaN   9.03117        1.01174                 NaN   7.01739        41.7226        40.4830       0.734067     
  1052.90        500.000                 NaN            NaN            NaN            NaN            NaN   8.95060        1.09465                 NaN   7.01912        41.7190        40.4835       0.733173     
  1051.47        500.000                 NaN            NaN            NaN            NaN            NaN   8.87194        1.17566                 NaN   7.02086        41.7153        40.4839       0.732274     
  1050.04        500.000                 NaN            NaN            NaN            NaN            NaN   8.79528        1.25468                 NaN   7.02261        41.7117        40.4844       0.731371     
  1048.61        500.000                 NaN            NaN            NaN            NaN            NaN   8.72043        1.33188                 NaN   7.02437        41.7080        40.4849       0.730467     
  1047.19        500.000                 NaN            NaN            NaN            NaN            NaN   8.64764        1.40704                 NaN   7.02613        41.7043        40.4853       0.729560     
  1045.76        500.000                 NaN            NaN            NaN            NaN            NaN   8.70973        1.33977                 NaN   7.02263        41.7122        40.4844       0.731282     
  1044.33        500.000                 NaN            NaN            NaN            NaN            NaN   8.64622        1.40526                 NaN   7.02411        41.7091        40.4848       0.730512     
  1042.90        500.000                 NaN            NaN            NaN            NaN            NaN   8.58377        1.46970                 NaN   7.02561        41.7060        40.4852       0.729744     
  1041.47        500.000                 NaN            NaN            NaN            NaN            NaN   8.52278        1.53268                 NaN   7.02713        41.7029        40.4855       0.728972     
  1040.04        500.000                 NaN            NaN            NaN            NaN            NaN   8.46318        1.59428                 NaN   7.02866        41.6997        40.4859       0.728194     
  1038.61        500.000                 NaN            NaN            NaN            NaN  0.106363        8.41338        1.48936                 NaN   7.01862        41.7232        40.5145       0.734605     
  1037.18        500.000                 NaN            NaN            NaN            NaN            NaN   8.34812        1.71339       0.117431E-005   7.03175        41.6934        40.4867       0.726627     
  1035.75        500.000                 NaN            NaN            NaN            NaN            NaN   8.29274        1.77080       0.120016E-005   7.03330        41.6902        40.4871       0.725837     
  1034.32        500.000                 NaN            NaN            NaN            NaN            NaN   8.23857        1.82702       0.122707E-005   7.03487        41.6869        40.4875       0.725043     
  1032.89        500.000                 NaN            NaN            NaN            NaN            NaN   8.18569        1.88196       0.125194E-005   7.03646        41.6837        40.4880       0.724243     
  1031.46        500.000                 NaN            NaN            NaN            NaN            NaN   8.13409        1.93564       0.127532E-005   7.03805        41.6804        40.4884       0.723440     
  1030.03        500.000                 NaN            NaN            NaN            NaN            NaN   8.08372        1.98810       0.129763E-005   7.03965        41.6771        40.4888       0.722632     
  1028.60        500.000                 NaN            NaN            NaN            NaN            NaN   8.03462        2.03930                 NaN   7.04126        41.6738        40.4892       0.721822     
  1027.17        500.000                 NaN            NaN            NaN            NaN            NaN   7.98672        2.08930                 NaN   7.04288        41.6705        40.4896       0.721006     
  1025.74        500.000                 NaN            NaN            NaN            NaN            NaN   7.94021        2.13795                 NaN   7.04452        41.6671        40.4900       0.720183     
  1024.31        500.000                 NaN            NaN            NaN            NaN            NaN   7.89442        2.18584                 NaN   7.04615        41.6638        40.4904       0.719364     
  1022.88        500.000                 NaN            NaN            NaN            NaN            NaN   7.84997        2.23244                 NaN   7.04779        41.6604        40.4909       0.718538     
  1021.45        500.000                 NaN            NaN            NaN            NaN            NaN   7.80909        2.27554                 NaN   7.04946        41.6569        40.4913       0.717706     
  1020.02        500.000                 NaN            NaN            NaN            NaN            NaN   7.77267        2.31434                 NaN   7.05116        41.6531        40.4918       0.716869     
  1018.59        500.000                 NaN            NaN            NaN            NaN            NaN   7.73724        2.35216                 NaN   7.05287        41.6494        40.4923       0.716027     
  1017.16        500.000                 NaN            NaN            NaN            NaN            NaN   7.70275        2.38903                 NaN   7.05458        41.6456        40.4928       0.715182     
  1015.73        500.000                 NaN            NaN            NaN            NaN            NaN   7.66914        2.42505                 NaN   7.05631        41.6418        40.4933       0.714336     
  1014.30        500.000                 NaN            NaN            NaN            NaN            NaN   8.37211        1.78342                 NaN   7.09419        41.5529        40.5041       0.693224     
  1012.87        500.000                 NaN            NaN            NaN            NaN            NaN   8.29251        1.86488                 NaN   7.09556        41.5499        40.5045       0.692562     
  1011.44        500.000                 NaN            NaN            NaN            NaN            NaN   2.05865        8.09936                 NaN   7.09609        41.5486        40.5048       0.692426     
  1010.01        500.000                 NaN            NaN            NaN            NaN            NaN   7.75856        2.36918                 NaN   7.07824        41.5917        40.4995       0.702807     
  1008.58        500.000                 NaN            NaN            NaN            NaN            NaN   7.64667        2.48192                 NaN   7.07923        41.5901        40.4997       0.702380     
  1007.15        500.000                 NaN            NaN            NaN            NaN            NaN   7.54976        2.57992                 NaN   7.08035        41.5881        40.4999       0.701886     
  1005.72        500.000                 NaN            NaN            NaN            NaN            NaN   7.46020        2.67064                 NaN   7.08151        41.5861        40.5002       0.701364     
  1004.29        500.000                 NaN            NaN            NaN            NaN            NaN   7.37885        2.75327                 NaN   7.08274        41.5838        40.5005       0.700809     
  1002.86        500.000                 NaN            NaN            NaN            NaN            NaN   7.30149        2.83194                 NaN   7.08399        41.5815        40.5008       0.700239     
  1001.43        500.000                 NaN            NaN            NaN            NaN            NaN   7.23030        2.90451                 NaN   7.08529        41.5791        40.5011       0.699643     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   7.16394        2.97233                 NaN   7.08663        41.5766        40.5014       0.699026     
