|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/TAY13/TAY13_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        iron           O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1278.82        500.000                 NaN   95.6799                 NaN            NaN            NaN  0.606700       0.374245                 NaN  0.499337        2.83987                 NaN            NaN
  1277.39        500.000                 NaN   95.9426                 NaN            NaN            NaN  0.354344       0.564836                 NaN  0.469504        2.66867                 NaN            NaN
  1275.96        500.000                 NaN   96.1798                 NaN            NaN            NaN  0.335303       0.527368                 NaN  0.442374        2.51512                 NaN            NaN
  1274.53        500.000                 NaN   96.3875                 NaN            NaN            NaN  0.319122       0.494198                 NaN  0.418737        2.38043                 NaN            NaN
  1273.10        500.000                 NaN   96.5798                 NaN            NaN            NaN  0.303944       0.463919                 NaN  0.396465        2.25587                 NaN            NaN
  1271.67        500.000                 NaN   96.7512                 NaN            NaN            NaN  0.290394       0.436742                 NaN  0.376731        2.14490                 NaN            NaN
  1270.24        500.000                 NaN   96.9057                 NaN            NaN            NaN  0.411893       0.278074                 NaN  0.358754        2.04554                 NaN            NaN
  1268.81        500.000                 NaN   97.0595                 NaN            NaN            NaN  0.265614       0.388073                 NaN  0.340741        1.94605                 NaN            NaN
  1267.38        500.000                 NaN   97.1891                 NaN            NaN            NaN  0.255023       0.367845                 NaN  0.325729        1.86229                 NaN            NaN
  1265.95        500.000                 NaN   97.3125                 NaN            NaN            NaN  0.348229       0.245216                 NaN  0.311158        1.78290                 NaN            NaN
  1264.52        500.000                 NaN   97.4266                 NaN            NaN            NaN  0.235714       0.330356                 NaN  0.297682        1.70960                 NaN            NaN
  1263.09        500.000                 NaN   97.5335                 NaN            NaN            NaN  0.313709       0.226933                 NaN  0.285009        1.64088                 NaN            NaN
  1261.66        500.000                 NaN   97.6313                 NaN            NaN            NaN  0.219084       0.298562                 NaN  0.273489        1.57753                 NaN            NaN
  1260.23        500.000                 NaN   97.7201                 NaN            NaN            NaN  0.284597       0.211490                 NaN  0.262876        1.52092                 NaN            NaN
  1258.80        500.000                 NaN   97.8156                 NaN            NaN            NaN  0.203461       0.270225                 NaN  0.251476        1.45923                 NaN            NaN
  1257.37        500.000                 NaN   97.8917                 NaN            NaN            NaN  0.258205       0.197326                 NaN  0.242330        1.41045                 NaN            NaN
  1255.94        500.000                 NaN   97.9682                 NaN            NaN            NaN  0.190495       0.246804                 NaN  0.233148        1.36134                 NaN            NaN
  1254.51        500.000                 NaN   98.0404                 NaN            NaN            NaN  0.234620       0.185436                 NaN  0.224490        1.31510                 NaN            NaN
  1253.08        500.000                 NaN   98.1077                 NaN            NaN            NaN  0.178878       0.225463                 NaN  0.216419        1.27159                 NaN            NaN
  1251.65        500.000                 NaN   98.1694                 NaN            NaN            NaN  0.173995       0.215872                 NaN  0.209002        1.23176                 NaN            NaN
  1250.22        500.000                 NaN   98.2329                 NaN            NaN            NaN  0.206221       0.168473                 NaN  0.201169        1.19120                 NaN            NaN
  1248.79        500.000                 NaN   98.2887                 NaN            NaN            NaN  0.197859       0.163443                 NaN  0.194384        1.15563                 NaN            NaN
  1247.36        500.000                 NaN   98.3435                 NaN            NaN            NaN  0.189672       0.158995                 NaN  0.187732        1.12006                 NaN            NaN
  1245.93        500.000                 NaN   98.3953                 NaN            NaN            NaN  0.154380       0.182008                 NaN  0.181426        1.08688                 NaN            NaN
  1244.50        500.000                 NaN   98.4439                 NaN            NaN            NaN  0.174839       0.150222                 NaN  0.175547        1.05552                 NaN            NaN
  1243.07        500.000                 NaN   98.4893                 NaN            NaN            NaN  0.146718       0.167816                 NaN  0.170013        1.02611                 NaN            NaN
  1241.64        500.000                 NaN   98.5344                 NaN            NaN            NaN  0.161503       0.142492                 NaN  0.164477       0.997095                 NaN            NaN
  1240.21        500.000                 NaN   98.5763                 NaN            NaN            NaN  0.155393       0.138841                 NaN  0.159399       0.970093                 NaN            NaN
  1238.78        500.000                 NaN   98.6161                 NaN            NaN            NaN  0.149650       0.135374                 NaN  0.154496       0.944369                 NaN            NaN
  1237.36        500.000                 NaN   98.6531                 NaN            NaN            NaN  0.144663       0.131979                 NaN  0.150083       0.920155                 NaN            NaN
  1235.93        500.000                 NaN   98.6914                 NaN            NaN            NaN  0.138683       0.129026                 NaN  0.145270       0.895623                 NaN            NaN
  1234.50        500.000                 NaN   98.7255                 NaN            NaN            NaN  0.126188       0.133759                 NaN  0.141154       0.873388                 NaN            NaN
  1233.07        500.000                 NaN   98.7599                 NaN            NaN            NaN  0.129080       0.122879                 NaN  0.136898       0.851229                 NaN            NaN
  1231.64        500.000                 NaN   98.7913                 NaN            NaN            NaN  0.120268       0.124478                 NaN  0.133047       0.830898                 NaN            NaN
  1230.21        500.000                 NaN   98.8230                 NaN            NaN            NaN  0.117379       0.120140                 NaN  0.129193       0.810260                 NaN            NaN
  1228.78        500.000                 NaN   98.8524                 NaN            NaN            NaN  0.116063       0.114881                 NaN  0.125576       0.791034                 NaN            NaN
  1227.35        500.000                 NaN   98.8797                 NaN            NaN            NaN  0.112663       0.112326                 NaN  0.122261       0.773072                 NaN            NaN
  1225.92        500.000                 NaN   98.9077                 NaN            NaN            NaN  0.108028       0.110436                 NaN  0.118759       0.755097                 NaN            NaN
  1224.49        500.000                 NaN   98.9341                 NaN            NaN            NaN  0.107136       0.105195                 NaN  0.115569       0.737962                 NaN            NaN
  1223.06        500.000                 NaN   98.9587                 NaN            NaN            NaN  0.106189       0.100930                 NaN  0.112518       0.721665                 NaN            NaN
  1221.63        500.000                 NaN   98.9826                 NaN            NaN            NaN  0.976647E-001  0.104107                 NaN  0.109682       0.705941                 NaN            NaN
  1220.20        500.000                 NaN   99.0065                 NaN            NaN            NaN  0.102219       0.941222E-001            NaN  0.106622       0.690507                 NaN            NaN
  1218.77        500.000                 NaN   99.0282                 NaN            NaN            NaN  0.101350       0.902927E-001            NaN  0.103990       0.676206                 NaN            NaN
  1217.34        500.000                 NaN   99.0501                 NaN            NaN            NaN  0.990231E-001  0.879631E-001            NaN  0.101386       0.661494                 NaN            NaN
  1215.91        500.000                 NaN   99.0707                 NaN            NaN            NaN  0.974929E-001  0.849636E-001            NaN  0.988641E-001  0.647977                 NaN            NaN
  1214.48        500.000                 NaN   95.1580                 NaN            NaN            NaN  0.122111       0.289096                 NaN  0.361885        2.13818        1.93076                 NaN
  1213.05        500.000                 NaN   93.8188                 NaN            NaN            NaN  0.863283E-001  0.406467                 NaN  0.453232        2.63410        2.60103                 NaN
  1211.62        500.000                 NaN   93.9698                 NaN            NaN            NaN  0.486247                 NaN            NaN  0.444596        2.56245        2.53692                 NaN
  1210.19        500.000                 NaN   94.1151                 NaN            NaN            NaN  0.479479                 NaN            NaN  0.435948        2.49420        2.47526                 NaN
  1208.76        500.000                 NaN   93.0502                 NaN            NaN            NaN  0.528077                 NaN            NaN  0.520023        2.97383        2.88363       0.442363E-001
  1207.33        500.000                 NaN   92.9828                 NaN            NaN            NaN  0.520934                 NaN            NaN  0.524158        3.01183        2.90726       0.529870E-001
  1205.90        500.000                 NaN   93.0429                 NaN            NaN            NaN  0.531225                 NaN            NaN  0.516686        2.97885        2.87909       0.512058E-001
  1204.47        500.000                 NaN   93.1760                 NaN            NaN            NaN  0.519150                 NaN            NaN  0.506158        2.92210        2.82777       0.487824E-001
  1203.04        500.000                 NaN   93.1710                 NaN            NaN            NaN  0.522520                 NaN            NaN  0.502005        2.92465        2.83182       0.479599E-001
  1201.61        500.000                 NaN   92.9821                 NaN  0.637670E-002            NaN  0.518566                 NaN            NaN  0.517543        3.00291        2.92594       0.465361E-001
  1200.18        500.000                 NaN   92.5412                 NaN  0.175630E-001            NaN  0.515688                 NaN            NaN  0.552007        3.19162        3.13564       0.462467E-001
  1198.75        500.000                 NaN   92.1212                 NaN  0.194149E-001            NaN  0.533223                 NaN            NaN  0.575441        3.38568        3.31695       0.481066E-001
  1197.32        500.000                 NaN   90.3391                 NaN  0.298865E-001            NaN  0.601867                 NaN            NaN  0.688220        4.16985        4.11254       0.585254E-001
  1195.89        500.000                 NaN   90.2201                 NaN  0.232244E-001            NaN  0.644696                 NaN            NaN  0.691140        4.27598        4.08843       0.564519E-001
  1194.46        500.000                 NaN   81.1570                 NaN  0.557904E-001            NaN   1.09311                 NaN            NaN   1.28231        8.26514        8.04131       0.105357     
  1193.03        500.000                 NaN   38.8592                 NaN  0.176970                 NaN   3.48155                 NaN            NaN   4.00808        27.2821        25.8715       0.320615     
  1191.60        500.000                 NaN            NaN            NaN  0.292754                 NaN   5.64720                 NaN            NaN   6.43395        44.4784        42.6298       0.517913     
  1190.17        500.000                 NaN            NaN            NaN  0.288540                 NaN   5.67187                 NaN            NaN   6.43663        44.4687        42.6173       0.516923     
  1188.74        500.000                 NaN            NaN            NaN  0.284162                 NaN   5.69744                 NaN            NaN   6.43944        44.4587        42.6044       0.515887     
  1187.31        500.000                 NaN            NaN            NaN  0.279336                 NaN   5.72546                 NaN            NaN   6.44253        44.4479        42.5900       0.514745     
  1185.88        500.000                 NaN            NaN            NaN  0.248123                 NaN   5.90374                 NaN            NaN   6.46473        44.3800        42.4968       0.506587     
  1184.45        500.000                 NaN            NaN            NaN  0.238181                 NaN   5.96128                 NaN            NaN   6.47156        44.3581        42.4668       0.504061     
  1183.02        500.000                 NaN            NaN            NaN  0.250580                 NaN   5.89052                 NaN            NaN   6.46201        44.3856        42.5037       0.507562     
  1181.59        500.000                 NaN            NaN            NaN  0.239532                 NaN   5.95393                 NaN            NaN   6.46954        44.3620        42.4703       0.504779     
  1180.16        500.000                 NaN            NaN            NaN  0.227593                 NaN   6.02244                 NaN            NaN   6.47770        44.3366        42.4339       0.501764     
  1178.73        500.000                 NaN            NaN            NaN  0.214652                 NaN   6.09664                 NaN            NaN   6.48655        44.3093        42.3944       0.498490     
  1177.30        500.000                 NaN            NaN            NaN  0.171605                 NaN   6.34477                 NaN            NaN   6.51751        44.2163        42.2628       0.487048     
  1175.87        500.000                 NaN            NaN            NaN  0.153915                 NaN   6.44708                 NaN            NaN   6.52988        44.1788        42.2079       0.482466     
  1174.44        500.000                 NaN            NaN            NaN  0.131392                 NaN   6.57532                 NaN            NaN   6.54519        44.1335        42.1379       0.476760     
  1173.01        500.000                 NaN            NaN            NaN  0.104848                 NaN   6.72639                 NaN            NaN   6.56317        44.0805        42.0550       0.470045     
  1171.58        500.000                 NaN            NaN            NaN  0.734147E-001            NaN   6.90504                 NaN            NaN   6.58426        44.0186        41.9566       0.462127     
  1170.15        500.000                 NaN            NaN            NaN  0.385287E-001            NaN   7.10314                 NaN            NaN   6.60744        43.9510        41.8465       0.453452     
  1168.72        500.000                 NaN            NaN            NaN            NaN            NaN   7.31088                 NaN            NaN   6.62700        43.8916        41.7242       0.446337     
  1167.29        500.000                 NaN            NaN            NaN            NaN            NaN   3.89333        3.41643                 NaN   6.62590        43.8970        41.7211       0.446167     
  1165.86        500.000                 NaN            NaN            NaN            NaN            NaN   2.77616        4.53598                 NaN   6.63059        43.8870        41.7253       0.445013     
  1164.43        500.000                 NaN            NaN            NaN            NaN            NaN   7.31166                 NaN            NaN   6.62859        43.8911        41.7233       0.445372     
  1163.00        500.000                 NaN            NaN            NaN            NaN            NaN   6.20422        1.10516                 NaN   6.62619        43.8960        41.7220       0.446431     
  1161.57        500.000                 NaN            NaN            NaN            NaN            NaN   7.30752                 NaN            NaN   6.62538        43.8977        41.7224       0.446994     
  1160.14        500.000                 NaN            NaN            NaN            NaN            NaN   7.30730                 NaN            NaN   6.62638        43.8946        41.7250       0.446736     
  1158.71        500.000                 NaN            NaN            NaN            NaN            NaN   2.56277        4.74654                 NaN   6.62804        43.8882        41.7281       0.446360     
  1157.28        500.000                 NaN            NaN            NaN            NaN            NaN   1.02782        6.28545                 NaN   6.63149        43.8789        41.7311       0.445242     
  1155.85        500.000                 NaN            NaN            NaN            NaN            NaN  0.992848        6.32084                 NaN   6.63188        43.8772        41.7321       0.445200     
  1154.42        500.000                 NaN            NaN            NaN            NaN            NaN   1.04904        6.26604                 NaN   6.63316        43.8736        41.7333       0.444853     
  1152.99        500.000                 NaN            NaN            NaN            NaN            NaN  0.548386        6.77107                 NaN   6.63728        43.8642        41.7356       0.443444     
  1151.56        500.000                 NaN            NaN            NaN            NaN            NaN  0.604344        6.71654                 NaN   6.63857        43.8606        41.7368       0.443088     
  1150.13        500.000                 NaN            NaN            NaN            NaN            NaN  0.660956        6.66136                 NaN   6.63987        43.8570        41.7381       0.442731     
  1148.70        500.000                 NaN            NaN            NaN            NaN            NaN  0.718359        6.60541                 NaN   6.64118        43.8533        41.7394       0.442371     
  1147.27        500.000                 NaN            NaN            NaN            NaN            NaN  0.776615        6.54861                 NaN   6.64248        43.8496        41.7407       0.442009     
  1145.84        500.000                 NaN            NaN            NaN            NaN            NaN  0.835829        6.49087                 NaN   6.64380        43.8459        41.7420       0.441645     
  1144.41        500.000                 NaN            NaN            NaN            NaN            NaN  0.895824        6.43236                 NaN   6.64511        43.8422        41.7432       0.441279     
  1142.98        500.000                 NaN            NaN            NaN            NaN            NaN  0.956732        6.37295                 NaN   6.64644        43.8384        41.7445       0.440910     
  1141.56        500.000                 NaN            NaN            NaN            NaN            NaN   1.01855        6.31265                 NaN   6.64777        43.8347        41.7458       0.440539     
  1140.13        500.000                 NaN            NaN            NaN            NaN            NaN   1.08128        6.25144                 NaN   6.64910        43.8309        41.7471       0.440165     
  1138.70        500.000                 NaN            NaN            NaN            NaN            NaN   1.14514        6.18912                 NaN   6.65044        43.8271        41.7484       0.439790     
  1137.27        500.000                 NaN            NaN            NaN            NaN            NaN   1.20993        6.12588                 NaN   6.65178        43.8233        41.7497       0.439412     
  1135.84        500.000                 NaN            NaN            NaN            NaN            NaN   1.27583        6.06154                 NaN   6.65313        43.8195        41.7510       0.439031     
  1134.41        500.000                 NaN            NaN            NaN            NaN            NaN   1.34267        5.99628                 NaN   6.65449        43.8156        41.7523       0.438648     
  1132.98        500.000                 NaN            NaN            NaN            NaN            NaN   1.41101        5.92953                 NaN   6.65585        43.8117        41.7536       0.438263     
  1131.55        500.000                 NaN            NaN            NaN            NaN            NaN   1.48029        5.86185                 NaN   6.65722        43.8078        41.7549       0.437875     
  1130.12        500.000                 NaN            NaN            NaN            NaN            NaN   1.55089        5.79288                 NaN   6.65859        43.8039        41.7562       0.437485     
  1128.69        500.000                 NaN            NaN            NaN            NaN            NaN   1.62260        5.72280                 NaN   6.65997        43.8000        41.7575       0.437092     
  1127.26        500.000                 NaN            NaN            NaN            NaN            NaN   1.69576        5.65129                 NaN   6.66136        43.7960        41.7589       0.436697     
  1125.83        500.000                 NaN            NaN            NaN            NaN            NaN   1.77008        5.57862                 NaN   6.66275        43.7921        41.7602       0.436300     
  1124.40        500.000                 NaN            NaN            NaN            NaN            NaN   1.84619        5.50420                 NaN   6.66415        43.7881        41.7615       0.435899     
  1122.97        500.000                 NaN            NaN            NaN            NaN            NaN   1.92364        5.42844                 NaN   6.66555        43.7841        41.7628       0.435496     
  1121.54        500.000                 NaN            NaN            NaN            NaN            NaN   2.00538        5.34840                 NaN   6.66697        43.7800        41.7641       0.435086     
  1120.11        500.000                 NaN            NaN            NaN            NaN            NaN   2.10510        5.25040                 NaN   6.66846        43.7760        41.7654       0.434638     
  1118.68        500.000                 NaN            NaN            NaN            NaN            NaN   2.20703        5.15021                 NaN   6.66997        43.7719        41.7667       0.434186     
  1117.25        500.000                 NaN            NaN            NaN            NaN            NaN   2.31104        5.04796                 NaN   6.67149        43.7678        41.7680       0.433729     
  1115.82        500.000                 NaN            NaN            NaN            NaN            NaN   2.41725        4.94351                 NaN   6.67301        43.7637        41.7693       0.433270     
  1114.39        500.000                 NaN            NaN            NaN            NaN            NaN   2.52558        4.83699                 NaN   6.67455        43.7595        41.7705       0.432805     
  1112.96        500.000                 NaN            NaN            NaN            NaN            NaN   2.63645        4.72793                 NaN   6.67610        43.7554        41.7718       0.432337     
  1111.53        500.000                 NaN            NaN            NaN            NaN            NaN   2.74975        4.61646                 NaN   6.67766        43.7512        41.7731       0.431864     
  1110.10        500.000                 NaN            NaN            NaN            NaN            NaN   2.86538        4.50268                 NaN   6.67923        43.7469        41.7744       0.431387     
  1108.67        500.000                 NaN            NaN            NaN            NaN            NaN   2.98389        4.38605                 NaN   6.68081        43.7426        41.7757       0.430905     
  1107.24        500.000                 NaN            NaN            NaN            NaN            NaN   3.10482        4.26701                 NaN   6.68241        43.7383        41.7770       0.430419     
  1105.81        500.000                 NaN            NaN            NaN            NaN            NaN   3.22879        4.14497                 NaN   6.68402        43.7340        41.7783       0.429928     
  1104.38        500.000                 NaN            NaN            NaN            NaN            NaN   3.35551        4.02019                 NaN   6.68564        43.7296        41.7796       0.429433     
  1102.95        500.000                 NaN            NaN            NaN            NaN            NaN   3.48531        3.89235                 NaN   6.68728        43.7252        41.7809       0.428932     
  1101.52        500.000                 NaN            NaN            NaN            NaN            NaN   3.61795        3.76170                 NaN   6.68892        43.7208        41.7822       0.428427     
  1100.09        500.000                 NaN            NaN            NaN            NaN            NaN   3.75386        3.62781                 NaN   6.69059        43.7163        41.7835       0.427917     
  1098.66        500.000                 NaN            NaN            NaN            NaN            NaN   3.89292        3.49078                 NaN   6.69226        43.7118        41.7849       0.427401     
  1097.23        500.000                 NaN            NaN            NaN            NaN            NaN   4.03535        3.35042                 NaN   6.69395        43.7072        41.7862       0.426881     
  1095.80        500.000                 NaN            NaN            NaN            NaN            NaN   4.18100        3.20685                 NaN   6.69565        43.7026        41.7875       0.426356     
  1094.37        500.000                 NaN            NaN            NaN            NaN            NaN   4.33003        3.05994                 NaN   6.69736        43.6980        41.7888       0.425825     
  1092.94        500.000                 NaN            NaN            NaN            NaN            NaN   4.48265        2.90946                 NaN   6.69909        43.6933        41.7902       0.425290     
  1091.51        500.000                 NaN            NaN            NaN            NaN            NaN   4.63889        2.75539                 NaN   6.70084        43.6886        41.7915       0.424748     
  1090.08        500.000                 NaN            NaN            NaN            NaN            NaN   4.79860        2.59787                 NaN   6.70260        43.6839        41.7929       0.424202     
  1088.65        500.000                 NaN            NaN            NaN            NaN            NaN   4.96223        2.43647                 NaN   6.70437        43.6791        41.7942       0.423649     
  1087.22        500.000                 NaN            NaN            NaN            NaN            NaN   5.12922        2.27173                 NaN   6.70616        43.6743        41.7955       0.423092     
  1085.79        500.000                 NaN            NaN            NaN            NaN            NaN   5.29994        2.10328                 NaN   6.70796        43.6694        41.7969       0.422529     
  1084.36        500.000                 NaN            NaN            NaN            NaN            NaN   5.47441        1.93113                 NaN   6.70978        43.6645        41.7983       0.421960     
  1082.93        500.000                 NaN            NaN            NaN            NaN            NaN   5.65258        1.75529                 NaN   6.71161        43.6595        41.7996       0.421386     
  1081.50        500.000                 NaN            NaN            NaN            NaN            NaN   5.83445        1.57579                 NaN   6.71346        43.6545        41.8010       0.420806     
  1080.07        500.000                 NaN            NaN            NaN            NaN            NaN   6.02001        1.39263                 NaN   6.71532        43.6494        41.8024       0.420221     
  1078.64        500.000                 NaN            NaN            NaN            NaN            NaN   6.20933        1.20574                 NaN   6.71720        43.6443        41.8038       0.419630     
  1077.21        500.000                 NaN            NaN            NaN            NaN            NaN   6.40206        1.01548                 NaN   6.71909        43.6392        41.8052       0.419033     
  1075.78        500.000                 NaN            NaN            NaN            NaN            NaN   6.59844       0.821591                 NaN   6.72100        43.6340        41.8065       0.418431     
  1074.35        500.000                 NaN            NaN            NaN            NaN            NaN   6.79843       0.624122                 NaN   6.72292        43.6288        41.8079       0.417823     
  1072.92        500.000                 NaN            NaN            NaN            NaN            NaN   7.00184       0.423268                 NaN   6.72486        43.6235        41.8094       0.417209     
  1071.49        500.000                 NaN            NaN            NaN            NaN            NaN   7.20864       0.219048                 NaN   6.72681        43.6181        41.8108       0.416590     
  1070.06        500.000                 NaN            NaN            NaN            NaN            NaN   7.41874       0.115643E-001            NaN   6.72878        43.6128        41.8122       0.415965     
  1068.63        500.000                 NaN            NaN            NaN            NaN            NaN   7.36414       0.679852E-001  0.290055E-004   6.73028        43.6085        41.8136       0.415482     
  1067.20        500.000                 NaN            NaN            NaN            NaN            NaN   7.29459       0.139346       0.251407E-004   6.73177        43.6042        41.8150       0.415005     
  1065.77        500.000                 NaN            NaN            NaN            NaN            NaN   7.22594       0.209833       0.220646E-004   6.73328        43.5999        41.8165       0.414523     
  1064.34        500.000                 NaN            NaN            NaN            NaN            NaN   7.15809       0.279528       0.195633E-004   6.73480        43.5956        41.8179       0.414037     
  1062.91        500.000                 NaN            NaN            NaN            NaN            NaN   7.09121       0.348259       0.174935E-004   6.73634        43.5913        41.8193       0.413548     
  1061.48        500.000                 NaN            NaN            NaN            NaN            NaN   7.02529       0.416052       0.157742E-004   6.73789        43.5869        41.8207       0.413054     
  1060.05        500.000                 NaN            NaN            NaN            NaN            NaN   6.96049       0.482734       0.143272E-004   6.73946        43.5826        41.8222       0.412558     
  1058.62        500.000                 NaN            NaN            NaN            NaN            NaN   6.89680       0.548322                 NaN   6.74105        43.5782        41.8236       0.412058     
  1057.19        500.000                 NaN            NaN            NaN            NaN            NaN   6.83437       0.612666                 NaN   6.74264        43.5737        41.8250       0.411555     
  1055.76        500.000                 NaN            NaN            NaN            NaN            NaN   6.77319       0.675761                 NaN   6.74425        43.5693        41.8265       0.411050     
  1054.33        500.000                 NaN            NaN            NaN            NaN            NaN   6.71331       0.737567                 NaN   6.74587        43.5648        41.8279       0.410542     
  1052.90        500.000                 NaN            NaN            NaN            NaN            NaN   6.65474       0.798071                 NaN   6.74750        43.5603        41.8293       0.410032     
  1051.47        500.000                 NaN            NaN            NaN            NaN            NaN   6.59756       0.857190                 NaN   6.74914        43.5558        41.8308       0.409519     
  1050.04        500.000                 NaN            NaN            NaN            NaN            NaN   6.54184       0.914872                 NaN   6.75079        43.5513        41.8322       0.409005     
  1048.61        500.000                 NaN            NaN            NaN            NaN            NaN   6.48744       0.971217                 NaN   6.75244        43.5468        41.8336       0.408490     
  1047.19        500.000                 NaN            NaN            NaN            NaN            NaN   6.43455        1.02607                 NaN   6.75410        43.5423        41.8350       0.407973     
  1045.76        500.000                 NaN            NaN            NaN            NaN            NaN   6.48192       0.974020                 NaN   6.75066        43.5496        41.8348       0.408924     
  1044.33        500.000                 NaN            NaN            NaN            NaN            NaN   6.43589        1.02168                 NaN   6.75205        43.5457        41.8362       0.408484     
  1042.90        500.000                 NaN            NaN            NaN            NaN            NaN   6.39063        1.06858                 NaN   6.75345        43.5418        41.8375       0.408045     
  1041.47        500.000                 NaN            NaN            NaN            NaN            NaN   6.34644        1.11441                 NaN   6.75487        43.5378        41.8389       0.407603     
  1040.04        500.000                 NaN            NaN            NaN            NaN            NaN   6.30326        1.15925                 NaN   6.75631        43.5338        41.8402       0.407159     
  1038.61        500.000                 NaN            NaN            NaN            NaN  0.650072E-001   6.26692        1.08647                 NaN   6.74633        43.5557        41.8688       0.410716     
  1037.18        500.000                 NaN            NaN            NaN            NaN            NaN   6.21991        1.24594       0.862204E-006   6.75920        43.5257        41.8429       0.406263     
  1035.75        500.000                 NaN            NaN            NaN            NaN            NaN   6.17981        1.28773       0.880841E-006   6.76066        43.5217        41.8443       0.405812     
  1034.32        500.000                 NaN            NaN            NaN            NaN            NaN   6.14059        1.32866       0.900298E-006   6.76213        43.5176        41.8456       0.405358     
  1032.89        500.000                 NaN            NaN            NaN            NaN            NaN   6.10231        1.36866       0.918278E-006   6.76362        43.5135        41.8470       0.404901     
  1031.46        500.000                 NaN            NaN            NaN            NaN            NaN   6.06496        1.40774       0.935177E-006   6.76511        43.5094        41.8484       0.404443     
  1030.03        500.000                 NaN            NaN            NaN            NaN            NaN   6.02851        1.44594       0.951310E-006   6.76661        43.5052        41.8497       0.403981     
  1028.60        500.000                 NaN            NaN            NaN            NaN            NaN   5.99299        1.48321                 NaN   6.76812        43.5011        41.8511       0.403519     
  1027.17        500.000                 NaN            NaN            NaN            NaN            NaN   5.95835        1.51962                 NaN   6.76964        43.4969        41.8524       0.403053     
  1025.74        500.000                 NaN            NaN            NaN            NaN            NaN   5.92472        1.55506                 NaN   6.77117        43.4927        41.8538       0.402584     
  1024.31        500.000                 NaN            NaN            NaN            NaN            NaN   5.89162        1.58991                 NaN   6.77270        43.4885        41.8552       0.402116     
  1022.88        500.000                 NaN            NaN            NaN            NaN            NaN   5.85949        1.62384                 NaN   6.77424        43.4842        41.8565       0.401645     
  1021.45        500.000                 NaN            NaN            NaN            NaN            NaN   5.83003        1.65519                 NaN   6.77581        43.4799        41.8580       0.401170     
  1020.02        500.000                 NaN            NaN            NaN            NaN            NaN   5.80387        1.68336                 NaN   6.77740        43.4753        41.8594       0.400693     
  1018.59        500.000                 NaN            NaN            NaN            NaN            NaN   5.77845        1.71082                 NaN   6.77901        43.4706        41.8609       0.400213     
  1017.16        500.000                 NaN            NaN            NaN            NaN            NaN   5.75372        1.73759                 NaN   6.78062        43.4660        41.8623       0.399731     
  1015.73        500.000                 NaN            NaN            NaN            NaN            NaN   5.72963        1.76373                 NaN   6.78224        43.4614        41.8638       0.399249     
  1014.30        500.000                 NaN            NaN            NaN            NaN            NaN   6.24036        1.30369                 NaN   6.81905        43.3708        41.8786       0.387465     
  1012.87        500.000                 NaN            NaN            NaN            NaN            NaN   6.18259        1.36305                 NaN   6.82033        43.3670        41.8799       0.387086     
  1011.44        500.000                 NaN            NaN            NaN            NaN            NaN   1.50462        6.04162                 NaN   6.82080        43.3649        41.8811       0.387000     
  1010.01        500.000                 NaN            NaN            NaN            NaN            NaN   5.79183        1.72942                 NaN   6.80336        43.4075        41.8751       0.392779     
  1008.58        500.000                 NaN            NaN            NaN            NaN            NaN   5.71053        1.81159                 NaN   6.80426        43.4050        41.8761       0.392530     
  1007.15        500.000                 NaN            NaN            NaN            NaN            NaN   5.64017        1.88300                 NaN   6.80528        43.4021        41.8772       0.392244     
  1005.72        500.000                 NaN            NaN            NaN            NaN            NaN   5.57520        1.94910                 NaN   6.80634        43.3991        41.8783       0.391942     
  1004.29        500.000                 NaN            NaN            NaN            NaN            NaN   5.51622        2.00929                 NaN   6.80747        43.3960        41.8794       0.391622     
  1002.86        500.000                 NaN            NaN            NaN            NaN            NaN   5.46017        2.06657                 NaN   6.80862        43.3928        41.8806       0.391293     
  1001.43        500.000                 NaN            NaN            NaN            NaN            NaN   5.40862        2.11942                 NaN   6.80981        43.3895        41.8817       0.390950     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   5.36060        2.16878                 NaN   6.81105        43.3861        41.8829       0.390595     
