|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1/WD94/WD94_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1325.91        2500.00                 NaN   98.8530                 NaN  0.310547       0.514579                 NaN            NaN            NaN  0.321881                 NaN            NaN            NaN            NaN
  1324.34        2500.00                 NaN   98.8619                 NaN  0.304045       0.515865                 NaN            NaN            NaN  0.318175                 NaN            NaN            NaN            NaN
  1322.76        2500.00                 NaN   98.8709                 NaN  0.304852       0.509002                 NaN            NaN            NaN  0.315289                 NaN            NaN            NaN            NaN
  1321.19        2500.00                 NaN   98.8794                 NaN  0.301410       0.506829                 NaN            NaN            NaN  0.312360                 NaN            NaN            NaN            NaN
  1319.62        2500.00                 NaN   98.8898                 NaN  0.294679       0.507069                 NaN            NaN            NaN  0.308489                 NaN            NaN            NaN            NaN
  1318.04        2500.00                 NaN   98.8987                 NaN  0.292174       0.503729                 NaN            NaN            NaN  0.305409                 NaN            NaN            NaN            NaN
  1316.47        2500.00                 NaN   98.9065                 NaN  0.292324       0.498407                 NaN            NaN            NaN  0.302812                 NaN            NaN            NaN            NaN
  1314.89        2500.00                 NaN   98.9171                 NaN  0.285264       0.498499                 NaN            NaN            NaN  0.299135                 NaN            NaN            NaN            NaN
  1313.32        2500.00                 NaN   98.9256                 NaN  0.283207       0.495140                 NaN            NaN            NaN  0.296100                 NaN            NaN            NaN            NaN
  1311.74        2500.00                 NaN   98.9370                 NaN  0.280721       0.488901                 NaN            NaN            NaN  0.293395                 NaN            NaN            NaN            NaN
  1310.17        2500.00                 NaN   98.9452                 NaN  0.271830       0.494079                 NaN            NaN            NaN  0.288883                 NaN            NaN            NaN            NaN
  1308.59        2500.00                 NaN   98.9496                 NaN  0.268803       0.494299                 NaN            NaN            NaN  0.287315                 NaN            NaN            NaN            NaN
  1307.02        2500.00                 NaN   98.9599                 NaN  0.264197       0.491977                 NaN            NaN            NaN  0.283923                 NaN            NaN            NaN            NaN
  1305.45        2500.00                 NaN   98.9669                 NaN  0.260123       0.491600                 NaN            NaN            NaN  0.281351                 NaN            NaN            NaN            NaN
  1303.87        2500.00                 NaN   98.9483                 NaN  0.270363       0.491813                 NaN            NaN            NaN  0.289511                 NaN            NaN            NaN            NaN
  1302.30        2500.00       0.218159E-001   98.9789                 NaN  0.217979       0.512248                 NaN            NaN            NaN  0.269085                 NaN            NaN            NaN            NaN
  1300.72        2500.00       0.116835        98.8674                 NaN  0.151943       0.576709                 NaN            NaN            NaN  0.287162                 NaN            NaN            NaN            NaN
  1299.15        2500.00       0.114040        98.8840                 NaN  0.148434       0.569937                 NaN            NaN            NaN  0.283605                 NaN            NaN            NaN            NaN
  1297.57        2500.00       0.111293        98.8995                 NaN  0.150328       0.558792                 NaN            NaN            NaN  0.280107                 NaN            NaN            NaN            NaN
  1296.00        2500.00       0.109256        98.9134                 NaN  0.144354       0.556639                 NaN            NaN            NaN  0.276313                 NaN            NaN            NaN            NaN
  1294.42        2500.00       0.106778        98.9230                 NaN  0.131890       0.341538E-001  0.531107                 NaN            NaN  0.273060                 NaN            NaN            NaN            NaN
  1292.85        2500.00       0.104497        98.9403                 NaN  0.133540       0.545522       0.689121E-002            NaN            NaN  0.269235                 NaN            NaN            NaN            NaN
  1291.28        2500.00       0.713686        89.4774                 NaN  0.294494       0.862755        2.11656                 NaN            NaN   1.43437        5.10079                 NaN            NaN            NaN
  1289.70        2500.00        1.15509        82.0224                 NaN  0.318902        3.12242        1.92447                 NaN            NaN   2.34563        9.11110                 NaN            NaN            NaN
  1288.13        2500.00       0.980550        84.3201                 NaN  0.206808        2.53536        2.02133                 NaN            NaN   2.05687        7.87896                 NaN            NaN            NaN
  1286.55        2500.00       0.847601        86.0797                 NaN  0.122405        2.05456        2.12237                 NaN            NaN   1.83520        6.93816                 NaN            NaN            NaN
  1284.98        2500.00       0.743367        87.4545                 NaN  0.552335E-001   1.63607        2.24511                 NaN            NaN   1.66108        6.20464                 NaN            NaN            NaN
  1283.40        2500.00       0.659479        88.5714                 NaN  0.374347E-003   1.25397        2.38469                 NaN            NaN   1.51947        5.61062                 NaN            NaN            NaN
  1281.83        2500.00       0.606190        89.7692                 NaN  0.365207        1.97435       0.839922                 NaN            NaN   1.38474        5.06041                 NaN            NaN            NaN
  1280.25        2500.00       0.511103        90.0389                 NaN            NaN   2.77226       0.530030                 NaN            NaN   1.34496        4.80272                 NaN            NaN            NaN
  1278.68        2500.00       0.471100        91.4214                 NaN            NaN  0.607188        2.17994                 NaN            NaN   1.15953        4.16082                 NaN            NaN            NaN
  1277.11        2500.00       0.416161        91.2838                 NaN            NaN   2.95212                 NaN            NaN            NaN   1.19036        4.15751                 NaN            NaN            NaN
  1275.53        2500.00       0.460598        90.6063                 NaN            NaN   1.26693        1.81450                 NaN            NaN   1.30550        4.54620                 NaN            NaN            NaN
  1273.96        2500.00       0.511954        91.8189                 NaN            NaN   2.37787       0.189803                 NaN            NaN   1.08832        4.01319                 NaN            NaN            NaN
  1272.38        2500.00       0.148039        96.4052                 NaN            NaN  0.547139       0.758828                 NaN            NaN  0.489333        1.65150                 NaN            NaN            NaN
  1270.81        2500.00       0.277015        92.3133                 NaN  0.271951E-005  0.903008        1.70792                 NaN            NaN   1.08541        3.71336                 NaN            NaN            NaN
  1269.23        2500.00       0.552685        91.8584                 NaN            NaN   2.04649       0.448237                 NaN            NaN   1.07141        4.02275                 NaN            NaN            NaN
  1267.66        2500.00       0.248304        96.4901                 NaN            NaN   1.17596                 NaN            NaN            NaN  0.529580        1.55609                 NaN            NaN            NaN
  1266.08        2500.00       0.731307E-001   95.2578                 NaN            NaN   1.63503       0.286211                 NaN            NaN  0.602676        2.14512                 NaN            NaN            NaN
  1264.51        2500.00       0.242817        94.5929                 NaN            NaN   1.96039                 NaN            NaN            NaN  0.736282        2.46762                 NaN            NaN            NaN
  1262.94        2500.00       0.226967        94.6821                 NaN            NaN   1.87388                 NaN            NaN            NaN  0.739934        2.47708                 NaN            NaN            NaN
  1261.36        2500.00       0.185674        95.1616                 NaN            NaN   1.69651                 NaN            NaN            NaN  0.678670        2.27159       0.598168E-002            NaN            NaN
  1259.79        2500.00                 NaN   94.5858                 NaN            NaN  0.211744        1.53785                 NaN            NaN  0.764345        2.68924       0.211042                 NaN            NaN
  1258.21        2500.00       0.362494E-001   95.2118                 NaN            NaN  0.328666        1.76657                 NaN            NaN  0.639612        2.01714                 NaN            NaN            NaN
  1256.64        2500.00                 NaN   92.9102                 NaN            NaN   2.21801       0.410460                 NaN            NaN   1.00179        3.24273       0.216851                 NaN            NaN
  1255.06        2500.00                 NaN   95.5500                 NaN            NaN  0.175297        1.58605                 NaN            NaN  0.628591        1.97637       0.837350E-001            NaN            NaN
  1253.49        2500.00       0.152909        96.5850                 NaN            NaN  0.871781                 NaN            NaN            NaN  0.427809        1.91502       0.475187E-001            NaN            NaN
  1251.91        2500.00                 NaN   96.2750                 NaN            NaN   1.27736                 NaN            NaN            NaN  0.307176        2.02033       0.120128                 NaN            NaN
  1250.34        2500.00                 NaN   95.7226                 NaN            NaN  0.778845E-001   1.98678                 NaN            NaN  0.789550        1.42320                 NaN            NaN            NaN
  1248.76        2500.00                 NaN   95.6828                 NaN            NaN   1.13741       0.503212                 NaN            NaN  0.590910        1.97044       0.115187                 NaN            NaN
  1247.19        2500.00                 NaN   94.0548                 NaN            NaN   2.08367                 NaN            NaN            NaN  0.817746        2.86638       0.177382                 NaN            NaN
  1245.62        2500.00                 NaN   96.7929                 NaN            NaN  0.806586                 NaN            NaN            NaN  0.416048        1.88255       0.101950                 NaN            NaN
  1244.04        2500.00                 NaN   98.2894                 NaN            NaN   1.11226                 NaN            NaN            NaN  0.249296       0.349033                 NaN            NaN            NaN
  1242.47        2500.00                 NaN   95.4204                 NaN            NaN   1.64350                 NaN            NaN            NaN  0.633524        2.23312       0.694279E-001            NaN            NaN
  1240.89        2500.00                 NaN   96.9678                 NaN            NaN   1.12362                 NaN            NaN            NaN  0.415983        1.44127       0.513734E-001            NaN            NaN
  1239.32        2500.00                 NaN   97.3662                 NaN            NaN  0.944719                 NaN            NaN            NaN  0.166772        1.40603       0.116232                 NaN            NaN
  1237.74        2500.00                 NaN   98.2538                 NaN            NaN  0.131192                 NaN            NaN            NaN  0.483035        1.02254       0.109385                 NaN            NaN
  1236.17        2500.00                 NaN   90.7229                 NaN   1.10763        1.57369                 NaN            NaN            NaN  0.995127        5.24160       0.217158       0.141883                 NaN
  1234.59        2500.00                 NaN   98.3730                 NaN            NaN   1.17166                 NaN            NaN            NaN  0.455317                 NaN            NaN            NaN            NaN
  1233.02        2500.00                 NaN   97.5644                 NaN            NaN  0.749452                 NaN            NaN            NaN  0.378749       0.954930                 NaN  0.352455                 NaN
  1231.45        2500.00                 NaN   99.2091                 NaN            NaN  0.426695                 NaN            NaN            NaN  0.958605E-001            NaN  0.102386E-001  0.258144                 NaN
  1229.87        2500.00                 NaN   98.8403                 NaN            NaN  0.531475                 NaN            NaN            NaN  0.109514       0.491668       0.270140E-001            NaN            NaN
  1228.30        2500.00                 NaN   93.2328                 NaN            NaN  0.241956        1.31695                 NaN            NaN  0.677783        2.77961       0.600879E-001   1.69079                 NaN
  1226.72        2500.00                 NaN   84.0045                 NaN            NaN   2.34522       0.617135       0.798597E-005            NaN   1.49163        6.67757       0.178351        4.68562                 NaN
  1225.15        2500.00                 NaN   30.0524                 NaN            NaN  0.398105        9.67192        2.22023                 NaN   6.18053        29.8465       0.799282        20.8311                 NaN
  1223.57        2500.00                 NaN            NaN            NaN            NaN   3.14115        13.6359                 NaN            NaN   8.52634        43.3511        1.19398        30.1516                 NaN
  1222.00        2500.00                 NaN            NaN            NaN            NaN   3.11859        13.6440       0.158788E-001            NaN   8.53242        43.3447        1.19302        30.1514                 NaN
  1220.42        2500.00                 NaN            NaN            NaN            NaN   5.47455        11.3706       0.168022E-001            NaN   8.45163        43.2976        1.19880        30.1901                 NaN
  1218.85        2500.00                 NaN            NaN            NaN            NaN   3.10399        13.6768       0.129395E-004            NaN   8.54428        43.3329        1.19115        30.1509                 NaN
  1217.28        2500.00                 NaN            NaN            NaN            NaN   2.54627        14.4410                 NaN            NaN   8.59470        43.0832        1.14506        30.1898                 NaN
  1215.70        2500.00                 NaN            NaN            NaN            NaN   3.08771        13.6953       0.208333E-005            NaN   8.55572        43.3213        1.18939        30.1505                 NaN
  1214.13        2500.00                 NaN            NaN            NaN   6.29238        7.22514       0.913360E-004            NaN            NaN   8.39564        44.6797        1.61629        31.7907                 NaN
  1212.55        2500.00                 NaN            NaN            NaN   6.31175       0.278703E-001   7.15828                 NaN            NaN   8.38648        44.7042        1.61989        31.7915                 NaN
  1210.98        2500.00                 NaN            NaN            NaN            NaN   12.9645        4.01191       0.118965E-004            NaN   8.57191        43.1177        1.14648        30.1875                 NaN
  1209.40        2500.00                 NaN            NaN            NaN            NaN   2.70687        14.1875                 NaN            NaN   8.54460        43.2364        1.15805        30.1666                 NaN
  1207.83        2500.00                 NaN            NaN            NaN            NaN   12.6311        4.26715       0.972432E-005  0.333866E-005   8.56688        43.1930        1.17052        30.1714                 NaN
  1206.25        2500.00                 NaN            NaN            NaN            NaN   14.6980        2.26283                 NaN            NaN   8.74213        42.9748        1.16037        30.1619                 NaN
  1204.68        2500.00                 NaN            NaN            NaN            NaN   12.6259        4.26794       0.200575E-005            NaN   8.63336        43.1466        1.16161        30.1646                 NaN
  1203.11        2500.00                 NaN            NaN            NaN   6.32997       0.277486E-001   7.13755                 NaN            NaN   8.38889        44.6945        1.62005        31.8013                 NaN
  1201.53        2500.00                 NaN            NaN            NaN            NaN   1.35164        15.6621       0.147794E-005            NaN   8.77619        42.9178        1.13038        30.1619                 NaN
  1199.96        2500.00                 NaN            NaN            NaN            NaN   1.84221        15.0115                 NaN            NaN   8.69086        43.1211        1.19052        30.1438                 NaN
  1198.38        2500.00                 NaN            NaN            NaN            NaN   1.55631        15.3759       0.139915E-005            NaN   8.73097        43.0205        1.16259        30.1537                 NaN
  1196.81        2500.00                 NaN            NaN            NaN   6.34045       0.252946E-001   7.13002                 NaN            NaN   8.38954        44.6907        1.61947        31.8045                 NaN
  1195.23        2500.00                 NaN            NaN            NaN            NaN   1.12725        14.7272        1.02313                 NaN   8.70840        43.0804        1.18134        30.1523                 NaN
  1193.66        2500.00                 NaN            NaN            NaN            NaN  0.991369        14.5120        1.37430                 NaN   8.70343        43.0834        1.18205        30.1534                 NaN
  1192.08        2500.00                 NaN            NaN            NaN            NaN   1.88636        14.9857                 NaN            NaN   8.71482        43.0909        1.17798        30.1442                 NaN
  1190.51        2500.00                 NaN            NaN            NaN            NaN  0.905755        15.3937       0.718008                 NaN   8.78818        42.9132        1.12293        30.1582                 NaN
  1188.94        2500.00                 NaN            NaN            NaN            NaN   14.3554        2.69481                 NaN            NaN   8.68676        42.9787        1.11780        30.1665                 NaN
  1187.36        2500.00                 NaN            NaN            NaN            NaN   13.7435        3.19835                 NaN            NaN   8.79030        42.9772        1.13975        30.1509                 NaN
  1185.79        2500.00                 NaN            NaN            NaN   6.36761       0.245736E-001   7.09220                 NaN            NaN   8.39368        44.6878        1.62069        31.8135                 NaN
  1184.21        2500.00                 NaN            NaN            NaN   6.36861       0.244728E-001   7.09783                 NaN            NaN   8.39656        44.6800        1.61803        31.8145                 NaN
  1182.64        2500.00                 NaN            NaN            NaN   6.36805       0.243735E-001   7.10149                 NaN            NaN   8.39754        44.6754        1.61761        31.8156                 NaN
  1181.06        2500.00                 NaN            NaN            NaN            NaN   14.9657        2.02032       0.212158E-005            NaN   8.78506        42.9447        1.12851        30.1557                 NaN
  1179.49        2500.00                 NaN            NaN            NaN   6.43666       0.218351E-001   7.00581                 NaN            NaN   8.39650        44.6839        1.62027        31.8350                 NaN
  1177.91        2500.00                 NaN            NaN            NaN            NaN   1.76801        15.1305                 NaN            NaN   8.73498        43.0491        1.16852        30.1489                 NaN
  1176.34        2500.00                 NaN            NaN            NaN            NaN   1.75689        15.1604                 NaN            NaN   8.75623        43.0136        1.16049        30.1524                 NaN
  1174.77        2500.00                 NaN            NaN            NaN            NaN   14.2785        2.69242                 NaN            NaN   8.76372        42.9411        1.15543        30.1688                 NaN
  1173.19        2500.00                 NaN            NaN            NaN   6.38341       0.237870E-001   7.07644                 NaN            NaN   8.40035        44.6750        1.61987        31.8212                 NaN
  1171.62        2500.00                 NaN            NaN            NaN            NaN   2.00522        14.8886                 NaN            NaN   8.76216        43.0416        1.15808        30.1443                 NaN
  1170.04        2500.00                 NaN            NaN            NaN            NaN   5.18032        11.7760                 NaN            NaN   8.74893        42.9896        1.14083        30.1643                 NaN
  1168.47        2500.00                 NaN            NaN            NaN            NaN   1.98305        14.9482                 NaN            NaN   8.77856        42.9923        1.14723        30.1507                 NaN
  1166.89        2500.00                 NaN            NaN            NaN            NaN  0.646069        15.9530       0.604471                 NaN   8.92767        42.6301        1.04659        30.1922                 NaN
  1165.32        2500.00                 NaN            NaN            NaN            NaN   15.5777        1.64676       0.172097E-002            NaN   8.93913        42.6010        1.04084        30.1928                 NaN
  1163.74        2500.00                 NaN            NaN            NaN   6.41396        7.06011       0.259130E-005            NaN            NaN   8.40573        44.6672        1.62065        31.8323                 NaN
  1162.17        2500.00                 NaN            NaN            NaN   6.41350       0.147559E-001   7.04102                 NaN            NaN   8.40611        44.6715        1.62137        31.8318                 NaN
  1160.60        2500.00                 NaN            NaN            NaN            NaN   14.5742        2.49288                 NaN            NaN   8.85779        42.8155        1.09134        30.1683                 NaN
  1159.02        2500.00                 NaN            NaN            NaN            NaN   10.0082        7.01934                 NaN            NaN   8.85893        42.8606        1.09631        30.1566                 NaN
  1157.45        2500.00                 NaN            NaN            NaN            NaN   1.92081        15.0126       0.150403E-004            NaN   8.76901        42.9883        1.15396        30.1553                 NaN
  1155.87        2500.00                 NaN            NaN            NaN   6.42784        7.04117                 NaN            NaN            NaN   8.40823        44.6640        1.62107        31.8377                 NaN
  1154.30        2500.00                 NaN            NaN            NaN            NaN  0.342882E-005   5.05486        11.9244                 NaN   8.78913        42.9364        1.12804        30.1672                 NaN
  1152.72        2500.00                 NaN            NaN            NaN            NaN   1.40318       0.139102E-005   15.5451                 NaN   8.89207        42.8728        1.14217        30.1446                 NaN
  1151.15        2500.00                 NaN            NaN            NaN   5.47864        4.77803        3.82383                 NaN            NaN   8.47384        44.3044        1.53565        31.6056                 NaN
  1149.57        2500.00                 NaN            NaN            NaN            NaN   4.83029        12.1473                 NaN            NaN   8.80431        42.9262        1.12680        30.1652                 NaN
  1148.00        2500.00                 NaN            NaN            NaN            NaN   14.4305        2.64418                 NaN            NaN   8.89514        42.7750        1.08521        30.1699                 NaN
  1146.42        2500.00                 NaN            NaN            NaN            NaN   11.5307        5.43530                 NaN            NaN   8.80296        42.9363        1.13142        30.1633                 NaN
  1144.85        2500.00                 NaN            NaN            NaN            NaN   3.85901        13.1838                 NaN            NaN   8.79845        42.8763        1.11883        30.1636                 NaN
  1143.28        2500.00                 NaN            NaN            NaN   6.45002        7.01235                 NaN            NaN            NaN   8.41250        44.6581        1.62111        31.8459                 NaN
  1141.70        2500.00                 NaN            NaN            NaN            NaN   5.16478        11.8096                 NaN            NaN   8.83047        42.9054        1.12462        30.1652                 NaN
  1140.13        2500.00                 NaN            NaN            NaN            NaN   12.3116        4.69688                 NaN            NaN   8.75758        42.9189        1.14219        30.1728                 NaN
  1138.55        2500.00                 NaN            NaN            NaN   4.59073       0.313108        9.83858       0.135732E-004            NaN   8.58168        43.8248        1.43908        31.4120                 NaN
  1136.98        2500.00                 NaN            NaN            NaN            NaN   2.88985        13.9686       0.242779E-004            NaN   8.82967        43.0226        1.13916        30.1501                 NaN
  1135.40        2500.00                 NaN            NaN            NaN            NaN   2.89093       0.102445E-004   13.9696       0.153957E-004   8.83329        43.0180        1.13803        30.1501                 NaN
  1133.83        2500.00                 NaN            NaN            NaN   6.83942        3.45223                 NaN            NaN            NaN   8.09139        45.4987        1.66275        31.7407        2.71485     
  1132.25        2500.00                 NaN            NaN            NaN   4.77185       0.624592E-003   9.86626       0.116866E-005            NaN   8.57176        43.8814        1.45256        31.4556                 NaN
  1130.68        2500.00                 NaN            NaN            NaN   4.81442       0.622600E-003   9.79957       0.117374E-005            NaN   8.56731        43.8936        1.45695        31.4675                 NaN
  1129.11        2500.00                 NaN            NaN            NaN   4.87188       0.620660E-003   9.73092       0.115523E-005            NaN   8.57600        43.8860        1.45163        31.4830                 NaN
  1127.53        2500.00                 NaN            NaN            NaN            NaN   11.0923        5.86922                 NaN            NaN   8.79861        42.9217        1.13417        30.1839                 NaN
  1125.96        2500.00                 NaN            NaN            NaN            NaN   4.71528        12.2821                 NaN            NaN   8.90113        42.8258        1.10803        30.1676                 NaN
  1124.38        2500.00                 NaN            NaN            NaN   4.92628       0.614832E-003   9.66480       0.112600E-005            NaN   8.58899        43.8616        1.45287        31.5048                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN   12.7155        4.28313                 NaN            NaN   8.91716        42.8118        1.10507        30.1673                 NaN
  1121.23        2500.00                 NaN            NaN            NaN            NaN   12.7356        4.26487                 NaN            NaN   8.92159        42.8058        1.10422        30.1679                 NaN
  1119.66        2500.00                 NaN            NaN            NaN   6.54634       0.662207E-003   6.89004                 NaN            NaN   8.42261        44.6385        1.62183        31.8801                 NaN
  1118.08        2500.00                 NaN            NaN            NaN            NaN   12.4717        4.53248                 NaN            NaN   8.92414        42.7975        1.10392        30.1703                 NaN
  1116.51        2500.00                 NaN            NaN            NaN   5.12952       0.605381E-003   9.34801                 NaN            NaN   8.58387        43.8983        1.47184        31.5679                 NaN
  1114.94        2500.00                 NaN            NaN            NaN            NaN   4.46940        12.5376                 NaN            NaN   8.93370        42.7859        1.10210        30.1713                 NaN
  1113.36        2500.00                 NaN            NaN            NaN            NaN   4.44983        12.5588                 NaN            NaN   8.93835        42.7800        1.10121        30.1718                 NaN
  1111.79        2500.00                 NaN            NaN            NaN            NaN   3.52987        13.5671                 NaN            NaN   8.98769        42.6629        1.07105        30.1814                 NaN
  1110.21        2500.00                 NaN            NaN            NaN            NaN   4.42035        12.5920                 NaN            NaN   8.94759        42.7675        1.09944        30.1731                 NaN
  1108.64        2500.00                 NaN            NaN            NaN            NaN   12.6073        4.40664                 NaN            NaN   8.95189        42.7618        1.09861        30.1737                 NaN
  1107.06        2500.00                 NaN            NaN            NaN            NaN   12.6279        4.38780                 NaN            NaN   8.95692        42.7556        1.09758        30.1742                 NaN
  1105.49        2500.00                 NaN            NaN            NaN   5.69255       0.592595E-003   8.44994       0.123641E-005            NaN   8.56980        44.0510        1.52310        31.7130                 NaN
  1103.91        2500.00                 NaN            NaN            NaN            NaN   11.5303        5.44211                 NaN            NaN   8.89750        42.8177        1.12278        30.1896                 NaN
  1102.34        2500.00                 NaN            NaN            NaN   6.51549       0.382541E-004   6.93283                 NaN            NaN   8.43154        44.6220        1.62196        31.8761                 NaN
  1100.77        2500.00                 NaN            NaN            NaN            NaN   11.5829        5.39410                 NaN            NaN   8.90661        42.8118        1.11759        30.1870                 NaN
  1099.19        2500.00                 NaN            NaN            NaN            NaN   4.31037        12.7149                 NaN            NaN   8.98080        42.7244        1.09254        30.1770                 NaN
  1097.62        2500.00                 NaN            NaN            NaN            NaN   11.6215        5.37113                 NaN            NaN   8.91330        42.7839        1.11771        30.1924                 NaN
  1096.04        2500.00                 NaN            NaN            NaN   6.58033        6.85035                 NaN            NaN            NaN   8.43225        44.6179        1.62211        31.8970                 NaN
  1094.47        2500.00                 NaN            NaN            NaN            NaN   4.51418        12.4773                 NaN            NaN   8.96340        42.7312        1.13411        30.1799                 NaN
  1092.89        2500.00                 NaN            NaN            NaN   5.44987       0.578657E-003   8.85699                 NaN            NaN   8.60190        43.9416        1.49551        31.6535                 NaN
  1091.32        2500.00                 NaN            NaN            NaN   5.49891       0.576962E-003   8.78902                 NaN            NaN   8.59184        43.9553        1.49724        31.6671                 NaN
  1089.74        2500.00                 NaN            NaN            NaN   6.53417        6.91237       0.790511E-004            NaN            NaN   8.43596        44.6110        1.62170        31.8848                 NaN
  1088.17        2500.00                 NaN            NaN            NaN   5.42743       0.573598E-003   8.90465       0.413812E-005            NaN   8.60709        43.9159        1.49293        31.6515                 NaN
  1086.60        2500.00                 NaN            NaN            NaN   6.53904        6.90554       0.868705E-004            NaN            NaN   8.43801        44.6083        1.62159        31.8874                 NaN
  1085.02        2500.00                 NaN            NaN            NaN   6.53004       0.701276E-003   6.90659                 NaN            NaN   8.44375        44.6087        1.62295        31.8873                 NaN
  1083.45        2500.00                 NaN            NaN            NaN   6.54289       0.370919E-004   6.90399                 NaN            NaN   8.44127        44.6001        1.62147        31.8902                 NaN
  1081.87        2500.00                 NaN            NaN            NaN   5.51361       0.614107E-003   8.79395                 NaN            NaN   8.60105        43.9170        1.49356        31.6802                 NaN
  1080.30        2500.00                 NaN            NaN            NaN            NaN   5.07689        11.9562                 NaN            NaN   8.97853        42.6894        1.09769        30.2013                 NaN
  1078.72        2500.00                 NaN            NaN            NaN            NaN   11.9718        5.01275                 NaN            NaN   8.97127        42.7379        1.11131        30.1949                 NaN
  1077.15        2500.00                 NaN            NaN            NaN            NaN   3.76939        13.2471                 NaN            NaN   9.09251        42.6392        1.07983        30.1719                 NaN
  1075.57        2500.00                 NaN            NaN            NaN            NaN   4.24375        12.8128                 NaN            NaN   9.05033        42.6289        1.07733        30.1869                 NaN
  1074.00        2500.00                 NaN            NaN            NaN            NaN   12.8170        4.24177                 NaN            NaN   9.05500        42.6225        1.07627        30.1876                 NaN
  1072.43        2500.00                 NaN            NaN            NaN            NaN   5.04281        11.9715                 NaN            NaN   8.99523        42.6890        1.10199        30.1995                 NaN
  1070.85        2500.00                 NaN            NaN            NaN   6.61265        6.81442                 NaN            NaN            NaN   8.44670        44.5912        1.62158        31.9134                 NaN
  1069.28        2500.00                 NaN            NaN            NaN            NaN   4.33252        12.7420                 NaN            NaN   9.05144        42.6045        1.07493        30.1946                 NaN
  1067.70        2500.00                 NaN            NaN            NaN            NaN   12.7987        4.26868                 NaN            NaN   9.07173        42.5976        1.07260        30.1908                 NaN
  1066.13        2500.00                 NaN            NaN            NaN            NaN   4.28538        12.7877                 NaN            NaN   9.07076        42.5910        1.07197        30.1931                 NaN
  1064.55        2500.00                 NaN            NaN            NaN   6.61927        6.81148                 NaN            NaN            NaN   8.44312        44.5897        1.62018        31.9163                 NaN
  1062.98        2500.00                 NaN            NaN            NaN   6.56929       0.182722E-003   6.87248                 NaN            NaN   8.44958        44.5836        1.62161        31.9033                 NaN
  1061.40        2500.00                 NaN            NaN            NaN   6.57114       0.183249E-003   6.87079                 NaN            NaN   8.45094        44.5808        1.62141        31.9047                 NaN
  1059.83        2500.00                 NaN            NaN            NaN   6.57316       0.181729E-003   6.86797                 NaN            NaN   8.45247        44.5794        1.62136        31.9055                 NaN
  1058.26        2500.00                 NaN            NaN            NaN            NaN   12.7257        4.35268                 NaN            NaN   9.10857        42.5515        1.06740        30.1941                 NaN
  1056.68        2500.00                 NaN            NaN            NaN   6.57753       0.180714E-003   6.86354                 NaN            NaN   8.45441        44.5744        1.62156        31.9084                 NaN
  1055.11        2500.00                 NaN            NaN            NaN   6.58106       0.180244E-003   6.85892                 NaN            NaN   8.45451        44.5747        1.62145        31.9091                 NaN
  1053.53        2500.00                 NaN            NaN            NaN   6.58167       0.179799E-003   6.85884                 NaN            NaN   8.45602        44.5717        1.62141        31.9102                 NaN
  1051.96        2500.00                 NaN            NaN            NaN   6.58360       0.179401E-003   6.85702                 NaN            NaN   8.45551        44.5712        1.62153        31.9110                 NaN
  1050.38        2500.00                 NaN            NaN            NaN   6.58489       0.536322E-003   6.85849       0.167695E-005            NaN   8.45708        44.5661        1.62065        31.9122                 NaN
  1048.81        2500.00                 NaN            NaN            NaN   5.86365       0.534900E-003   8.29452       0.177497E-005            NaN   8.60732        43.9211        1.51579        31.7971                 NaN
  1047.23        2500.00                 NaN            NaN            NaN   6.58885       0.703104E-003   6.85070                 NaN            NaN   8.45792        44.5666        1.62128        31.9140                 NaN
  1045.66        2500.00                 NaN            NaN            NaN   6.59073       0.532047E-003   6.84977       0.121197E-005            NaN   8.45917        44.5628        1.62114        31.9158                 NaN
  1044.08        2500.00                 NaN            NaN            NaN   6.59324       0.176989E-003   6.84762                 NaN            NaN   8.46005        44.5607        1.62136        31.9168                 NaN
  1042.51        2500.00                 NaN            NaN            NaN   6.59422       0.176476E-003   6.84566                 NaN            NaN   8.46164        44.5587        1.62159        31.9180                 NaN
  1040.94        2500.00                 NaN            NaN            NaN   6.59674       0.176723E-003   6.84401                 NaN            NaN   8.46209        44.5567        1.62106        31.9192                 NaN
  1039.36        2500.00                 NaN            NaN            NaN   6.59851       0.176279E-003   6.84215                 NaN            NaN   8.46302        44.5547        1.62108        31.9204                 NaN
  1037.79        2500.00                 NaN            NaN            NaN            NaN   4.28202        12.8326                 NaN            NaN   9.15931        42.4683        1.05160        30.2062                 NaN
  1036.21        2500.00                 NaN            NaN            NaN            NaN   12.0538        5.02148                 NaN            NaN   9.10881        42.5238        1.07626        30.2159                 NaN
  1034.64        2500.00                 NaN            NaN            NaN            NaN   5.32068        11.7604                 NaN            NaN   9.08054        42.5307        1.07891        30.2287                 NaN
  1033.06        2500.00                 NaN            NaN            NaN   5.95433        8.17412                 NaN            NaN            NaN   8.61698        43.9027        1.51988        31.8320                 NaN
