|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/GRV/GRV_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1317.77        500.000                 NaN   99.2780       0.431358                 NaN            NaN            NaN  0.110624       0.861113E-001            NaN            NaN  0.939172E-001            NaN            NaN            NaN
  1316.34        500.000                 NaN   98.0628        1.75157                 NaN            NaN  0.198134E-001  0.111063                 NaN            NaN            NaN  0.547102E-001            NaN            NaN            NaN
  1314.90        500.000                 NaN   99.5249       0.457620                 NaN            NaN            NaN  0.835556E-002            NaN            NaN            NaN  0.911356E-002            NaN            NaN            NaN
  1313.46        500.000                 NaN   99.9754       0.237539E-001            NaN            NaN            NaN  0.867299E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1312.02        500.000                 NaN   99.3749       0.591995                 NaN            NaN            NaN  0.203754E-001            NaN            NaN            NaN  0.127546E-001            NaN            NaN            NaN
  1310.59        500.000                 NaN   99.9957                 NaN            NaN            NaN            NaN  0.405217E-002            NaN            NaN            NaN  0.244238E-003            NaN            NaN            NaN
  1309.15        500.000                 NaN   99.9778                 NaN            NaN            NaN            NaN  0.888457E-003  0.142507E-001            NaN            NaN  0.702480E-002            NaN            NaN            NaN
  1307.71        500.000                 NaN   99.9707                 NaN            NaN            NaN            NaN  0.149226E-001  0.524988E-002            NaN            NaN  0.914991E-002            NaN            NaN            NaN
  1306.27        500.000                 NaN   99.9649                 NaN            NaN            NaN            NaN  0.705110E-002  0.171321E-001            NaN            NaN  0.109618E-001            NaN            NaN            NaN
  1304.83        500.000                 NaN   99.9550                 NaN            NaN            NaN            NaN  0.220045E-001  0.906028E-002            NaN            NaN  0.139213E-001            NaN            NaN            NaN
  1303.40        500.000                 NaN   99.9392                 NaN            NaN            NaN            NaN  0.295815E-001  0.125110E-001            NaN            NaN  0.186922E-001            NaN            NaN            NaN
  1301.96        500.000                 NaN   99.5719                 NaN            NaN            NaN  0.493054E-002  0.286966                 NaN            NaN            NaN  0.136253                 NaN            NaN            NaN
  1300.52        500.000                 NaN   99.4598                 NaN            NaN            NaN  0.544917E-002  0.216033       0.149785                 NaN            NaN  0.168903                 NaN            NaN            NaN
  1299.08        500.000                 NaN   96.1837                 NaN            NaN            NaN  0.390357E-001   1.43725        1.15532                 NaN            NaN   1.18471                 NaN            NaN            NaN
  1297.64        500.000                 NaN   99.8097                 NaN            NaN            NaN            NaN  0.561189E-001  0.715913E-001            NaN            NaN  0.625477E-001            NaN            NaN            NaN
  1296.21        500.000                 NaN   99.8031                 NaN            NaN            NaN  0.960429E-004  0.750409E-001  0.570382E-001            NaN            NaN  0.646973E-001            NaN            NaN            NaN
  1294.77        500.000                 NaN   99.7957                 NaN            NaN            NaN            NaN  0.789143E-001  0.585631E-001            NaN            NaN  0.668555E-001            NaN            NaN            NaN
  1293.33        500.000                 NaN   99.7853                 NaN            NaN            NaN            NaN  0.844924E-001  0.603356E-001            NaN            NaN  0.698286E-001            NaN            NaN            NaN
  1291.89        500.000                 NaN   99.7725                 NaN            NaN            NaN            NaN  0.905739E-001  0.631018E-001            NaN            NaN  0.738364E-001            NaN            NaN            NaN
  1290.45        500.000                 NaN   99.7564                 NaN            NaN            NaN            NaN  0.662547E-001  0.985768E-001            NaN            NaN  0.788029E-001            NaN            NaN            NaN
  1289.02        500.000                 NaN   99.4257                 NaN            NaN            NaN            NaN  0.411349                 NaN            NaN            NaN  0.162988                 NaN            NaN            NaN
  1287.58        500.000                 NaN   98.8862                 NaN            NaN            NaN            NaN  0.709265E-001  0.653217                 NaN            NaN  0.389701                 NaN            NaN            NaN
  1286.14        500.000                 NaN   99.6764                 NaN            NaN            NaN            NaN  0.155489       0.672324E-001            NaN            NaN  0.100860                 NaN            NaN            NaN
  1284.70        500.000                 NaN   99.6363                 NaN            NaN            NaN            NaN  0.280173                 NaN            NaN            NaN  0.835215E-001            NaN            NaN            NaN
  1283.27        500.000                 NaN   99.7101                 NaN            NaN            NaN            NaN  0.195938                 NaN            NaN            NaN  0.939171E-001            NaN            NaN            NaN
  1281.83        500.000                 NaN   99.6601                 NaN            NaN            NaN            NaN  0.944201E-001  0.132672                 NaN            NaN  0.112840                 NaN            NaN            NaN
  1280.39        500.000                 NaN   99.6340                 NaN            NaN            NaN            NaN  0.113958       0.121817                 NaN            NaN  0.122440       0.781884E-002            NaN            NaN
  1278.95        500.000                 NaN   99.6018                 NaN            NaN            NaN            NaN  0.718847E-001  0.161963                 NaN            NaN  0.133350       0.309974E-001            NaN            NaN
  1277.51        500.000                 NaN   99.6084                 NaN            NaN            NaN            NaN  0.158465       0.714233E-001            NaN            NaN  0.131271       0.304103E-001            NaN            NaN
  1276.08        500.000                 NaN   99.6145                 NaN            NaN            NaN            NaN  0.155941       0.706458E-001            NaN            NaN  0.129204       0.297002E-001            NaN            NaN
  1274.64        500.000                 NaN   99.6202                 NaN            NaN            NaN            NaN  0.153281       0.699881E-001            NaN            NaN  0.127450       0.291081E-001            NaN            NaN
  1273.20        500.000                 NaN   99.6260                 NaN            NaN            NaN            NaN  0.150616       0.693526E-001            NaN            NaN  0.125531       0.284979E-001            NaN            NaN
  1271.76        500.000                 NaN   99.6319                 NaN            NaN            NaN            NaN  0.682657E-001  0.148315                 NaN            NaN  0.123600       0.279361E-001            NaN            NaN
  1270.32        500.000                 NaN   99.6375                 NaN            NaN            NaN            NaN  0.145771       0.675740E-001            NaN            NaN  0.121795       0.273670E-001            NaN            NaN
  1268.89        500.000                 NaN   99.6431                 NaN            NaN            NaN            NaN  0.669853E-001  0.143152                 NaN            NaN  0.119964       0.267860E-001            NaN            NaN
  1267.45        500.000                 NaN   99.6484                 NaN            NaN            NaN            NaN  0.664793E-001  0.140634                 NaN            NaN  0.118273       0.262322E-001            NaN            NaN
  1266.01        500.000                 NaN   99.6538                 NaN            NaN            NaN            NaN  0.656883E-001  0.138283                 NaN            NaN  0.116521       0.257069E-001            NaN            NaN
  1264.57        500.000                 NaN   99.6589                 NaN            NaN            NaN            NaN  0.135910       0.652093E-001            NaN            NaN  0.114859       0.251597E-001            NaN            NaN
  1263.13        500.000                 NaN   97.2078                 NaN            NaN            NaN            NaN  0.141921       0.412750                 NaN            NaN  0.340728       0.896628E-001   1.80719                 NaN
  1261.70        500.000                 NaN   96.9252                 NaN            NaN            NaN            NaN  0.442697       0.142900                 NaN            NaN  0.362150       0.963575E-001   2.03068                 NaN
  1260.26        500.000                 NaN   97.0643                 NaN            NaN            NaN            NaN  0.423924       0.132468                 NaN            NaN  0.345216       0.916471E-001   1.94243                 NaN
  1258.82        500.000                 NaN   97.2022                 NaN            NaN            NaN            NaN  0.407109       0.120400                 NaN            NaN  0.327670       0.873514E-001   1.85524                 NaN
  1257.38        500.000                 NaN   97.3238                 NaN            NaN            NaN            NaN  0.111317       0.389996                 NaN            NaN  0.312545       0.832962E-001   1.77904                 NaN
  1255.95        500.000                 NaN   97.4404                 NaN            NaN            NaN            NaN  0.372303       0.103792                 NaN            NaN  0.297894       0.795087E-001   1.70611                 NaN
  1254.51        500.000                 NaN   97.5459                 NaN            NaN            NaN            NaN  0.359594       0.946230E-001            NaN            NaN  0.284585       0.758416E-001   1.63947                 NaN
  1253.07        500.000                 NaN   97.6469                 NaN            NaN            NaN            NaN  0.345565       0.874857E-001            NaN            NaN  0.271843       0.723643E-001   1.57588                 NaN
  1251.63        500.000                 NaN   97.7416                 NaN            NaN            NaN            NaN  0.331744       0.814192E-001            NaN            NaN  0.259921       0.690642E-001   1.51626                 NaN
  1250.19        500.000                 NaN   97.8307                 NaN            NaN            NaN            NaN  0.319332       0.751416E-001            NaN            NaN  0.248573       0.659604E-001   1.46026                 NaN
  1248.76        500.000                 NaN   97.9140                 NaN            NaN            NaN            NaN  0.307796       0.694389E-001            NaN            NaN  0.237992       0.629845E-001   1.40775                 NaN
  1247.32        500.000                 NaN   97.9954                 NaN            NaN            NaN            NaN  0.294442       0.654602E-001            NaN            NaN  0.227696       0.601882E-001   1.35685                 NaN
  1245.88        500.000                 NaN   98.0699                 NaN            NaN            NaN            NaN  0.284314       0.602935E-001            NaN            NaN  0.218175       0.574964E-001   1.30981                 NaN
  1244.44        500.000                 NaN   98.1407                 NaN            NaN            NaN            NaN  0.558471E-001  0.274193                 NaN            NaN  0.209146       0.549449E-001   1.26516                 NaN
  1243.00        500.000                 NaN   98.2080                 NaN            NaN            NaN            NaN  0.263507       0.525019E-001            NaN            NaN  0.200600       0.525332E-001   1.22281                 NaN
  1241.57        500.000                 NaN   98.2723                 NaN            NaN            NaN            NaN  0.489003E-001  0.254162                 NaN            NaN  0.192419       0.501970E-001   1.18200                 NaN
  1240.13        500.000                 NaN   98.3330                 NaN            NaN            NaN            NaN  0.244777       0.457036E-001            NaN            NaN  0.184692       0.480108E-001   1.14379                 NaN
  1238.69        500.000                 NaN   98.3903                 NaN            NaN            NaN            NaN  0.236139       0.427741E-001            NaN            NaN  0.177429       0.459181E-001   1.10747                 NaN
  1237.25        500.000                 NaN   98.4452                 NaN            NaN            NaN            NaN  0.227864       0.397526E-001            NaN            NaN  0.170378       0.439591E-001   1.07282                 NaN
  1235.81        500.000                 NaN   98.4973                 NaN            NaN            NaN            NaN  0.219500       0.375188E-001            NaN            NaN  0.163753       0.420726E-001   1.03986                 NaN
  1234.38        500.000                 NaN   98.5468                 NaN            NaN            NaN            NaN  0.212323       0.348671E-001            NaN            NaN  0.157462       0.402671E-001   1.00826                 NaN
  1232.94        500.000                 NaN   98.5942                 NaN            NaN            NaN            NaN  0.330163E-001  0.204628                 NaN            NaN  0.151484       0.385601E-001  0.978110                 NaN
  1231.50        500.000                 NaN   98.6388                 NaN            NaN            NaN            NaN  0.309223E-001  0.198007                 NaN            NaN  0.145862       0.369045E-001  0.949535                 NaN
  1230.06        500.000                 NaN   98.6815                 NaN            NaN            NaN            NaN  0.289743E-001  0.191553                 NaN            NaN  0.140474       0.353508E-001  0.922180                 NaN
  1228.63        500.000                 NaN   76.7595                 NaN            NaN            NaN            NaN   1.60491                 NaN            NaN            NaN   1.71205       0.245690        10.1530        9.52484     
  1227.19        500.000                 NaN   78.5336                 NaN            NaN            NaN            NaN   1.51478                 NaN            NaN            NaN   1.58797       0.212793        9.29708        8.85381     
  1225.75        500.000                 NaN   81.5682                 NaN            NaN            NaN            NaN   1.33417                 NaN            NaN            NaN   1.37016       0.174022        7.94607        7.60737     
  1224.31        500.000                 NaN   83.6209                 NaN            NaN            NaN            NaN   1.22168                 NaN            NaN            NaN   1.22540       0.146625        7.02306        6.76239     
  1222.87        500.000                 NaN   81.4109                 NaN            NaN            NaN  0.677889E-001   1.22926                 NaN            NaN            NaN   1.43007       0.145351        7.87242        7.84416     
  1221.44        500.000                 NaN   82.9242                 NaN            NaN            NaN  0.700371E-001   1.11996                 NaN            NaN            NaN   1.30791       0.131326        7.21540        7.23118     
  1220.00        500.000                 NaN   84.7890                 NaN            NaN            NaN  0.619077E-001   1.00577                 NaN            NaN            NaN   1.15750       0.116612        6.42269        6.44653     
  1218.56        500.000                 NaN   86.2655                 NaN            NaN            NaN  0.549681E-001  0.917432                 NaN            NaN            NaN   1.03889       0.104770        5.79436        5.82405     
  1217.12        500.000                 NaN   87.4754                 NaN            NaN            NaN  0.488856E-001  0.846610                 NaN            NaN            NaN  0.942473       0.948876E-001   5.27970        5.31208     
  1215.68        500.000                 NaN   88.4801                 NaN            NaN            NaN  0.436724E-001  0.788156                 NaN            NaN            NaN  0.862988       0.865939E-001   4.85265        4.88587     
  1214.25        500.000                 NaN   89.2861                 NaN            NaN            NaN  0.392745E-001  0.742883                 NaN            NaN            NaN  0.798937       0.798106E-001   4.50938        4.54360     
  1212.81        500.000                 NaN   89.9744                 NaN            NaN            NaN  0.354847E-001  0.703803                 NaN            NaN            NaN  0.744656       0.739480E-001   4.21696        4.25079     
  1211.37        500.000                 NaN   90.5309                 NaN            NaN            NaN  0.321912E-001  0.674147                 NaN            NaN            NaN  0.700210       0.690908E-001   3.97996        4.01354     
  1209.93        500.000                 NaN   91.0220                 NaN            NaN            NaN  0.294022E-001  0.645744                 NaN            NaN            NaN  0.661459       0.647541E-001   3.77229        3.80435     
  1208.49        500.000                 NaN   90.0129                 NaN            NaN            NaN  0.351710E-001  0.647281                 NaN            NaN            NaN  0.732756       0.702687E-001   4.20489        4.29670     
  1207.06        500.000                 NaN   92.9572                 NaN            NaN            NaN  0.176984E-001  0.568209                 NaN            NaN            NaN  0.506220       0.506819E-001   2.94388        2.95614     
  1205.62        500.000                 NaN   85.8384                 NaN            NaN            NaN  0.484359E-001  0.948766                 NaN            NaN            NaN   1.02641       0.983627E-001   5.94778        6.09184     
  1204.18        500.000                 NaN   98.1147                 NaN            NaN            NaN  0.104024E-002  0.323467                 NaN            NaN            NaN  0.138287       0.110984E-001  0.776376       0.635034     
  1202.74        500.000                 NaN   92.2555                 NaN            NaN            NaN  0.268705E-001  0.376205                 NaN            NaN            NaN  0.556267       0.543909E-001   3.30722        3.42351     
  1201.31        500.000                 NaN   93.2116                 NaN            NaN            NaN  0.129761E-001  0.612207                 NaN            NaN            NaN  0.484602       0.459900E-001   2.86649        2.76611     
  1199.87        500.000                 NaN   81.4984                 NaN            NaN            NaN  0.433797E-001   1.43477                 NaN            NaN            NaN   1.30606       0.114361        7.74263        7.86040     
  1198.43        500.000                 NaN   99.9588                 NaN            NaN            NaN  0.475252E-002  0.259802E-001            NaN            NaN            NaN  0.104277E-001            NaN            NaN            NaN
  1196.99        500.000                 NaN   94.7249                 NaN            NaN            NaN  0.931424E-002  0.335046                 NaN            NaN            NaN  0.362841       0.369642E-001   2.33060        2.20035     
  1195.55        500.000                 NaN   91.6021                 NaN            NaN            NaN  0.169505E-001  0.682102                 NaN            NaN            NaN  0.587141       0.492493E-001   3.51213        3.55032     
  1194.12        500.000                 NaN   81.8014                 NaN            NaN            NaN  0.418577E-001   1.29406                 NaN            NaN            NaN   1.21480       0.102652        7.96675        7.57843     
  1192.68        500.000                 NaN   69.1549                 NaN            NaN            NaN  0.875962E-001   1.84611                 NaN            NaN            NaN   2.01234       0.166840        13.6406        13.0917     
  1191.24        500.000                 NaN            NaN            NaN            NaN            NaN  0.248959        6.13677                 NaN            NaN            NaN   6.40819       0.513557        44.2749        42.4176     
  1189.80        500.000                 NaN            NaN            NaN            NaN            NaN  0.252014        6.13615                 NaN            NaN            NaN   6.41889       0.509896        44.2499        42.4331     
  1188.36        500.000                 NaN            NaN            NaN            NaN            NaN  0.271586        6.01403                 NaN            NaN            NaN   6.39706       0.518378        44.3045        42.4944     
  1186.93        500.000                 NaN            NaN            NaN            NaN            NaN  0.242795        6.17210                 NaN            NaN            NaN   6.41308       0.511751        44.2583        42.4019     
  1185.49        500.000                 NaN            NaN            NaN            NaN            NaN  0.236042        6.21056                 NaN            NaN            NaN   6.41717       0.510239        44.2442        42.3818     
  1184.05        500.000                 NaN            NaN            NaN            NaN            NaN  0.228872        6.25138                 NaN            NaN            NaN   6.42155       0.508623        44.2292        42.3603     
  1182.61        500.000                 NaN            NaN            NaN            NaN            NaN  0.219507        6.31944                 NaN            NaN            NaN   6.43538       0.503670        44.1860        42.3360     
  1181.17        500.000                 NaN            NaN            NaN            NaN            NaN  0.212937        6.34252                 NaN            NaN            NaN   6.43060       0.505042        44.1963        42.3126     
  1179.74        500.000                 NaN            NaN            NaN            NaN            NaN  0.206643        6.37963                 NaN            NaN            NaN   6.43455       0.503586        44.1819        42.2937     
  1178.30        500.000                 NaN            NaN            NaN            NaN            NaN  0.204826        6.38798                 NaN            NaN            NaN   6.43687       0.502875        44.1794        42.2881     
  1176.86        500.000                 NaN            NaN            NaN            NaN            NaN  0.203757        6.39656                 NaN            NaN            NaN   6.43945       0.502404        44.1702        42.2876     
  1175.42        500.000                 NaN            NaN            NaN            NaN            NaN  0.186522        6.50423                 NaN            NaN            NaN   6.45503       0.496847        44.1192        42.2382     
  1173.99        500.000                 NaN            NaN            NaN            NaN            NaN  0.201635        6.41087                 NaN            NaN            NaN   6.44246       0.501586        44.1601        42.2833     
  1172.55        500.000                 NaN            NaN            NaN            NaN            NaN  0.112809        6.93759                 NaN            NaN            NaN   6.50887       0.476454        43.9546        42.0096     
  1171.11        500.000                 NaN            NaN            NaN            NaN            NaN  0.972661E-001   7.02521                 NaN            NaN            NaN   6.51890       0.472724        43.9247        41.9612     
  1169.67        500.000                 NaN            NaN            NaN            NaN            NaN  0.809485E-001   7.11676                 NaN            NaN            NaN   6.52950       0.468829        43.8937        41.9102     
  1168.23        500.000                 NaN            NaN            NaN            NaN            NaN  0.171414E-001   7.47465                 NaN            NaN            NaN   6.56733       0.454502        43.7781        41.7082     
  1166.80        500.000                 NaN            NaN            NaN            NaN            NaN  0.442691E-001   2.38216        4.94161                 NaN            NaN   6.55371       0.459882        43.8232        41.7951     
  1165.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.72990        5.84808                 NaN            NaN   6.59269       0.448242        43.7252        41.6559     
  1163.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.59860        5.97318                 NaN            NaN   6.58006       0.450062        43.7410        41.6571     
  1162.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.39356        6.19224                 NaN            NaN   6.58985       0.446677        43.7165        41.6612     
  1161.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.68069        4.89392                 NaN            NaN   6.58455       0.448423        43.7338        41.6586     
  1159.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.58577                 NaN            NaN            NaN   6.58956       0.446929        43.7143        41.6634     
  1158.17        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.58787                 NaN            NaN            NaN   6.59153       0.446376        43.7093        41.6649     
  1156.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.30629        1.27286                 NaN            NaN   6.58652       0.448142        43.7226        41.6636     
  1155.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.58520                 NaN            NaN            NaN   6.59080       0.446736        43.7112        41.6660     
  1153.85        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.58651                 NaN            NaN            NaN   6.59199       0.446406        43.7078        41.6673     
  1152.42        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.58658                 NaN            NaN            NaN   6.59221       0.446401        43.7064        41.6684     
  1150.98        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.59074                 NaN            NaN            NaN   6.59524       0.445407        43.6983        41.6703     
  1149.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.59263                 NaN            NaN            NaN   6.59691       0.444932        43.6938        41.6718     
  1148.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.60428                 NaN            NaN            NaN   6.60518       0.442118        43.6729        41.6755     
  1146.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.19155        6.40853                 NaN            NaN   6.60340       0.442791        43.6787        41.6750     
  1145.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.85534       0.490235        5.23943                 NaN   6.59517       0.446049        43.7014        41.6723     
  1143.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.589365       0.345653E-001   6.96704                 NaN   6.59797       0.444947        43.6910        41.6751     
  1142.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.75550        5.84471                 NaN            NaN   6.60527       0.442311        43.6746        41.6776     
  1140.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.61349                 NaN            NaN            NaN   6.61271       0.439898        43.6513        41.6826     
  1139.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.20288        4.39467                 NaN            NaN   6.61081       0.442959        43.6705        41.6782     
  1138.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.61866                 NaN            NaN            NaN   6.61696       0.438691        43.6396        41.6861     
  1136.60        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.13135        4.46613                 NaN            NaN   6.61202       0.442627        43.6669        41.6809     
  1135.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.04960        4.55662                 NaN            NaN   6.61434       0.441516        43.6540        41.6839     
  1133.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.14157        4.46321                 NaN            NaN   6.61396       0.441365        43.6560        41.6839     
  1132.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.02698        4.58104                 NaN            NaN   6.61915       0.440247        43.6465        41.6861     
  1130.85        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.17217        4.43653                 NaN            NaN   6.61438       0.439820        43.6499        41.6872     
  1129.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.08115        4.53483                 NaN            NaN   6.62348       0.438477        43.6327        41.6893     
  1127.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.51362        3.21269        1.88970                 NaN   6.62183       0.437881        43.6330        41.6913     
  1126.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.06465        6.54810                 NaN            NaN   6.61603       0.439663        43.6394        41.6922     
  1125.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.60807        3.25332        1.75139                 NaN   6.62004       0.438644        43.6360        41.6926     
  1123.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.59729        3.25449        1.76296                 NaN   6.62174       0.438162        43.6314        41.6940     
  1122.22        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.48857        3.24114        1.89432                 NaN   6.62742       0.435864        43.6156        41.6971     
  1120.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.126780E-001   7.62285                 NaN            NaN   6.63196       0.434413        43.5965        41.7016     
  1119.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.63460                 NaN            NaN            NaN   6.63135       0.434568        43.5974        41.7020     
  1117.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.62850                 NaN            NaN            NaN   6.62713       0.436058        43.6065        41.7018     
  1116.47        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.62636        6.00028                 NaN            NaN   6.62748       0.436199        43.6075        41.7022     
  1115.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.22873        6.39766                 NaN            NaN   6.62844       0.435719        43.6048        41.7047     
  1113.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.44982       0.176308                 NaN            NaN   6.62842       0.435820        43.6038        41.7059     
  1112.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.238607        7.39403                 NaN            NaN   6.63085       0.434991        43.5949        41.7067     
  1110.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.395519E-001   7.59575                 NaN            NaN   6.63262       0.434412        43.5893        41.7084     
  1109.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.58413        1.07109                 NaN            NaN   6.64701       0.429606        43.5545        41.7137     
  1107.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.65366                 NaN            NaN            NaN   6.64631       0.429719        43.5563        41.7140     
  1106.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.65556                 NaN            NaN            NaN   6.64786       0.429396        43.5514        41.7158     
  1104.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.64520                 NaN            NaN            NaN   6.64209       0.431286        43.5678        41.7136     
  1103.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.65944                 NaN            NaN            NaN   6.65089       0.428474        43.5426        41.7186     
  1102.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.64953                 NaN            NaN            NaN   6.64557       0.430208        43.5581        41.7166     
  1100.65        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.177015        7.48787                 NaN            NaN   6.65558       0.427030        43.5309        41.7217     
  1099.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.152827        7.51302                 NaN            NaN   6.65950       0.426592        43.5254        41.7227     
  1097.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.25599        1.40271                 NaN            NaN   6.65274       0.427960        43.5389        41.7217     
  1096.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.23001        3.22695        2.18330                 NaN   6.64352       0.431314        43.5661        41.7188     
  1094.90        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.27749        3.24274        2.12152                 NaN   6.64467       0.430973        43.5625        41.7201     
  1093.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.66412                 NaN            NaN            NaN   6.65684       0.426677        43.5267        41.7257     
  1092.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.66675                 NaN            NaN            NaN   6.65888       0.426036        43.5211        41.7273     
  1090.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.253196        7.42645                 NaN            NaN   6.66711       0.423430        43.4980        41.7318     
  1089.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.251787        7.42994                 NaN            NaN   6.66916       0.422883        43.4930        41.7332     
  1087.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.204316        7.47990                 NaN            NaN   6.67094       0.422316        43.4878        41.7348     
  1086.27        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.168349        7.51820                 NaN            NaN   6.67249       0.421729        43.4830        41.7362     
  1084.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.139621        7.54958                 NaN            NaN   6.67461       0.421165        43.4772        41.7379     
  1083.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.667812E-001   7.62489                 NaN            NaN   6.67632       0.420590        43.4721        41.7394     
  1081.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.127795E-001   7.68143                 NaN            NaN   6.67816       0.420014        43.4667        41.7409     
  1080.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.57470       0.112731                 NaN            NaN   6.67485       0.421003        43.4771        41.7397     
  1079.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.53608       0.153548                 NaN            NaN   6.67657       0.420469        43.4722        41.7411     
  1077.65        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.50416        1.19626                 NaN            NaN   6.68273       0.418617        43.4528        41.7454     
  1076.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.70421                 NaN            NaN            NaN   6.68496       0.417901        43.4456        41.7474     
  1074.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.11937        1.57146                 NaN            NaN   6.62252       0.431085        43.5122        41.7434     
  1073.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.96809       0.729076                 NaN            NaN   6.68252       0.418923        43.4540        41.7474     
  1071.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.99638       0.705484                 NaN            NaN   6.68426       0.418162        43.4460        41.7497     
  1070.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.24654       0.456445                 NaN            NaN   6.68699       0.417231        43.4429        41.7499     
  1069.02        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.58932        2.12630                 NaN            NaN   6.69489       0.414783        43.4202        41.7545     
  1067.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.59614       0.101897       0.533087E-005            NaN   6.68257       0.419111        43.4485        41.7518     
  1066.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.70920                 NaN            NaN            NaN   6.68774       0.416721        43.4316        41.7548     
  1064.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.69557                 NaN            NaN            NaN   6.68084       0.420178        43.4494        41.7540     
  1063.27        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.53904        6.16731                 NaN            NaN   6.68906       0.417015        43.4310        41.7565     
