|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.75/TAY13/TAY13_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1312.27        2500.00                 NaN   99.4086                 NaN  0.941756E-001            NaN  0.200181       0.923625E-001            NaN  0.204634                 NaN            NaN            NaN            NaN
  1310.77        2500.00                 NaN   99.4141                 NaN  0.925800E-001            NaN  0.927589E-001  0.198024                 NaN  0.202512                 NaN            NaN            NaN            NaN
  1309.28        2500.00                 NaN   93.4879                 NaN  0.499938                 NaN  0.244775       0.907955                 NaN  0.943716        3.91568                 NaN            NaN            NaN
  1307.79        2500.00                 NaN   84.6402                 NaN   1.09055                 NaN   2.00435       0.468350                 NaN   2.05160        9.74498                 NaN            NaN            NaN
  1306.29        2500.00                 NaN   85.9020                 NaN   1.00433                 NaN  0.381042        1.90950                 NaN   1.89402        8.90911                 NaN            NaN            NaN
  1304.80        2500.00                 NaN   86.9865                 NaN  0.930335                 NaN   1.83024       0.302549                 NaN   1.75830        8.19211                 NaN            NaN            NaN
  1303.30        2500.00                 NaN   87.9042                 NaN  0.866114                 NaN  0.230855        1.77139                 NaN   1.64336        7.58411                 NaN            NaN            NaN
  1301.81        2500.00                 NaN   88.7003                 NaN  0.809054                 NaN   1.72295       0.167582                 NaN   1.54352        7.05664                 NaN            NaN            NaN
  1300.32        2500.00                 NaN   89.3942                 NaN  0.760006                 NaN   1.69473       0.969488E-001            NaN   1.45627        6.59786                 NaN            NaN            NaN
  1298.82        2500.00                 NaN   90.0032                 NaN  0.716519                 NaN   1.68661       0.189685E-001            NaN   1.37968        6.19498                 NaN            NaN            NaN
  1297.33        2500.00                 NaN   90.5357                 NaN  0.663121                 NaN   1.65347                 NaN            NaN   1.31263        5.83510                 NaN            NaN            NaN
  1295.83        2500.00                 NaN   91.0102                 NaN  0.618376                 NaN   1.60243                 NaN            NaN   1.25262        5.51641                 NaN            NaN            NaN
  1294.34        2500.00                 NaN   91.4421                 NaN  0.581483                 NaN   1.55030                 NaN            NaN   1.19800        5.22817                 NaN            NaN            NaN
  1292.85        2500.00                 NaN   90.3771                 NaN  0.629300                 NaN   1.71328                 NaN            NaN   1.34617        5.87094       0.632604E-001            NaN            NaN
  1291.35        2500.00                 NaN   83.5149                 NaN   1.02986                 NaN   2.68340                 NaN            NaN   2.27716        10.1131       0.381566                 NaN            NaN
  1289.86        2500.00                 NaN   84.2912                 NaN   1.02167                 NaN   2.52156                 NaN            NaN   2.16936        9.63528       0.360936                 NaN            NaN
  1288.36        2500.00                 NaN   84.9837                 NaN   1.00082                 NaN   2.39175                 NaN            NaN   2.07295        9.20929       0.341432                 NaN            NaN
  1286.87        2500.00                 NaN   85.5018                 NaN  0.980876                 NaN   2.29721                 NaN            NaN   1.99878        8.89534       0.326026                 NaN            NaN
  1285.38        2500.00       0.615035        84.2612                 NaN  0.642568                 NaN   2.71079                 NaN            NaN   2.09515        9.67521                 NaN            NaN            NaN
  1283.88        2500.00       0.620270        83.9122                 NaN  0.606857                 NaN   2.81553                 NaN            NaN   2.12984        9.91530                 NaN            NaN            NaN
  1282.39        2500.00       0.506138        80.1671                 NaN  0.981877                 NaN   3.24743                 NaN            NaN   2.64346        12.3074       0.146619                 NaN            NaN
  1280.89        2500.00       0.448643        87.6976                 NaN  0.510860                 NaN   2.09983                 NaN            NaN   1.60357        7.63947                 NaN            NaN            NaN
  1279.40        2500.00        1.09422        71.1437                 NaN   1.17717                 NaN   4.59969                 NaN            NaN   3.73255        18.2527                 NaN            NaN            NaN
  1277.90        2500.00       0.775577        76.2446                 NaN  0.974191                 NaN   3.95909                 NaN            NaN   2.96832        15.0782                 NaN            NaN            NaN
  1276.41        2500.00       0.749815        65.2246                 NaN   1.65951                 NaN   5.47079                 NaN            NaN   4.37503        22.2714       0.248900                 NaN            NaN
  1274.92        2500.00                 NaN   50.0889                 NaN   2.57678                 NaN   7.85344                 NaN            NaN   6.35433        32.2437       0.882818                 NaN            NaN
  1273.42        2500.00                 NaN   95.4816                 NaN  0.805971                 NaN  0.947948                 NaN            NaN  0.727792        1.72380       0.312850                 NaN            NaN
  1271.93        2500.00                 NaN   81.6245                 NaN   1.27025                 NaN   2.54883                 NaN            NaN   2.42556        11.7625       0.368405                 NaN            NaN
  1270.43        2500.00                 NaN   86.1305                 NaN  0.682222                 NaN   2.76221                 NaN            NaN   1.77822        8.38289       0.264000                 NaN            NaN
  1268.94        2500.00                 NaN   86.7096                 NaN  0.733759                 NaN   2.26752                 NaN            NaN   1.75342        8.27406       0.261603                 NaN            NaN
  1267.45        2500.00                 NaN   88.8301                 NaN  0.629886                 NaN   1.98433                 NaN            NaN   1.48733        6.85718       0.211153                 NaN            NaN
  1265.95        2500.00                 NaN   90.7730                 NaN  0.492436                 NaN   1.71940                 NaN            NaN   1.23466        5.61012       0.170399                 NaN            NaN
  1264.46        2500.00                 NaN   91.1561                 NaN  0.400316                 NaN   1.72887                 NaN            NaN   1.18688        5.36662       0.161181                 NaN            NaN
  1262.96        2500.00                 NaN   88.2363                 NaN            NaN            NaN   2.89030                 NaN            NaN   1.57187        7.08829       0.213249                 NaN            NaN
  1261.47        2500.00                 NaN   95.7440                 NaN  0.290522                 NaN  0.943423                 NaN            NaN  0.638392        2.29400       0.896639E-001            NaN            NaN
  1259.98        2500.00                 NaN   92.7131                 NaN  0.397299                 NaN   1.40285                 NaN            NaN  0.913599        4.48945       0.837057E-001            NaN            NaN
  1258.48        2500.00                 NaN   95.0990                 NaN  0.166270                 NaN  0.607152                 NaN            NaN  0.661737        3.35770       0.108157                 NaN            NaN
  1256.99        2500.00                 NaN   91.0146                 NaN  0.106798                 NaN   2.42800                 NaN            NaN   1.23050        5.10742       0.112708                 NaN            NaN
  1255.49        2500.00                 NaN   94.9888                 NaN            NaN            NaN  0.662052       0.852909                 NaN  0.671376        2.75124       0.736505E-001            NaN            NaN
  1254.00        2500.00                 NaN   96.0822                 NaN            NaN            NaN  0.597838       0.533664                 NaN  0.525953        2.19687       0.634477E-001            NaN            NaN
  1252.50        2500.00                 NaN   93.3959                 NaN            NaN            NaN   1.76379                 NaN            NaN  0.938433        3.79134       0.110521                 NaN            NaN
  1251.01        2500.00                 NaN   95.0112                 NaN  0.573731E-001            NaN  0.885633                 NaN            NaN  0.643740        3.32290       0.791100E-001            NaN            NaN
  1249.52        2500.00                 NaN   96.7597                 NaN            NaN            NaN  0.934992       0.254360                 NaN  0.403872        1.61525       0.317918E-001            NaN            NaN
  1248.02        2500.00                 NaN   95.9125                 NaN  0.337223                 NaN  0.446379                 NaN            NaN  0.633035        2.59387       0.769539E-001            NaN            NaN
  1246.53        2500.00                 NaN   96.7007                 NaN            NaN            NaN  0.812866       0.147368                 NaN  0.431142        1.85783       0.501092E-001            NaN            NaN
  1245.03        2500.00                 NaN   87.0655                 NaN   1.28722                 NaN  0.169403                 NaN            NaN   1.30813        9.85506       0.314641                 NaN            NaN
  1243.54        2500.00                 NaN   99.4724                 NaN            NaN            NaN  0.310504       0.669032E-001            NaN  0.145086                 NaN  0.505701E-002            NaN            NaN
  1242.05        2500.00                 NaN   80.7936                 NaN   1.28920       0.923176E-001            NaN            NaN            NaN   1.82792        11.0961       0.239717        4.66118                 NaN
  1240.55        2500.00                 NaN   94.4752                 NaN            NaN            NaN   3.19805       0.770387                 NaN   1.38974                 NaN  0.549002E-001  0.111715                 NaN
  1239.06        2500.00                 NaN   99.7744                 NaN            NaN            NaN  0.151346                 NaN            NaN  0.687256E-001            NaN  0.557811E-002            NaN            NaN
  1237.56        2500.00                 NaN   93.6041                 NaN            NaN            NaN            NaN            NaN            NaN  0.370320        4.65861       0.549724E-001   1.31204                 NaN
  1236.07        2500.00                 NaN   97.4396                 NaN            NaN            NaN   2.28987                 NaN            NaN  0.186191                 NaN            NaN  0.842958E-001            NaN
  1234.58        2500.00                 NaN   99.7119                 NaN  0.147759E-004            NaN  0.147109                 NaN            NaN  0.133408                 NaN  0.759518E-002            NaN            NaN
  1233.08        2500.00                 NaN   99.8509                 NaN            NaN            NaN  0.652105E-001            NaN            NaN  0.839056E-001            NaN            NaN            NaN            NaN
  1231.59        2500.00                 NaN   99.9654                 NaN  0.124264E-004            NaN            NaN            NaN            NaN  0.345725E-001            NaN            NaN            NaN            NaN
  1230.09        2500.00                 NaN   99.3699                 NaN            NaN            NaN  0.370526                 NaN            NaN  0.209417       0.501351E-001            NaN            NaN            NaN
  1228.60        2500.00                 NaN   96.2542                 NaN            NaN            NaN  0.869332                 NaN            NaN  0.386716        2.47531       0.144455E-001            NaN            NaN
  1227.10        2500.00                 NaN            NaN            NaN            NaN            NaN   1.17143        10.5131       0.320985E-005   8.50070        46.8020       0.630019        32.3827                 NaN
  1225.61        2500.00                 NaN            NaN            NaN            NaN            NaN   1.45805        10.2083       0.175978E-002   8.47587        46.8346       0.632027        32.3895                 NaN
  1224.12        2500.00                 NaN            NaN            NaN            NaN            NaN   9.76775        1.98632                 NaN   8.51237        46.7056       0.623672        32.4043                 NaN
  1222.62        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7698       0.924768E-002  0.991441E-005   8.60764        46.5814       0.629738        32.4022                 NaN
  1221.13        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2530        1.47854       0.414240E-005   8.55048        46.7049       0.621018        32.3921                 NaN
  1219.63        2500.00                 NaN   58.7672                 NaN   1.95836                 NaN            NaN            NaN            NaN   3.52556        20.8752       0.385137        14.4885                 NaN
  1218.14        2500.00                 NaN            NaN            NaN            NaN            NaN   7.66976        6.84448                 NaN   8.36495        44.7032       0.597226        31.8204                 NaN
  1216.65        2500.00                 NaN            NaN            NaN            NaN            NaN   6.69663        7.81330       0.499030E-004   8.35049        44.7272       0.589907        31.8224                 NaN
  1215.15        2500.00                 NaN            NaN            NaN   4.25720                 NaN            NaN            NaN            NaN   7.23612        48.5967       0.921534        32.9862        6.00231     
  1213.66        2500.00                 NaN            NaN            NaN   3.18912                 NaN   8.85386                 NaN            NaN   7.96401        46.0474       0.820339        33.1252                 NaN
  1212.16        2500.00                 NaN            NaN            NaN   4.25697                 NaN            NaN            NaN            NaN   7.23607        48.5954       0.921492        32.9880        6.00209     
  1210.67        2500.00                 NaN            NaN            NaN   4.25685                 NaN            NaN            NaN            NaN   7.23605        48.5947       0.921471        32.9889        6.00197     
  1209.18        2500.00                 NaN            NaN            NaN   4.25674                 NaN            NaN            NaN            NaN   7.23602        48.5941       0.921451        32.9898        6.00186     
  1207.68        2500.00                 NaN            NaN            NaN            NaN            NaN   7.03822        7.49218       0.195188E-005   8.38087        44.6721       0.583749        31.8329                 NaN
  1206.19        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0433        4.66259       0.213696E-001   8.44182        44.3703       0.565332        31.8953                 NaN
  1204.69        2500.00                 NaN            NaN            NaN   3.39698                 NaN   8.33276       0.105897E-005            NaN   8.01225        46.2613       0.831989        33.1647                 NaN
  1203.20        2500.00                 NaN            NaN            NaN            NaN            NaN   7.00227        7.53331       0.446275E-005   8.39253        44.6481       0.584219        31.8396                 NaN
  1201.70        2500.00                 NaN            NaN            NaN            NaN            NaN   5.03342        9.31318                 NaN   8.31601        44.9287       0.609262        31.7994                 NaN
  1200.21        2500.00                 NaN            NaN            NaN            NaN            NaN   7.17710        7.36141       0.532868E-005   8.40359        44.6380       0.581015        31.8389                 NaN
  1198.72        2500.00                 NaN            NaN            NaN            NaN            NaN   7.20430        7.33589       0.534353E-005   8.40814        44.6311       0.580456        31.8401                 NaN
  1197.22        2500.00                 NaN            NaN            NaN            NaN            NaN   7.00692        7.56785                 NaN   8.42326        44.5658       0.577742        31.8584                 NaN
  1195.73        2500.00                 NaN            NaN            NaN            NaN            NaN   7.25789        7.28568       0.521047E-005   8.41725        44.6172       0.579324        31.8426                 NaN
  1194.23        2500.00                 NaN            NaN            NaN            NaN            NaN   7.28420        7.26117       0.290880E-005   8.42177        44.6103       0.578756        31.8438                 NaN
  1192.74        2500.00                 NaN            NaN            NaN            NaN            NaN   7.31042        7.23667       0.520714E-005   8.42635        44.6033       0.578178        31.8451                 NaN
  1191.25        2500.00                 NaN            NaN            NaN            NaN            NaN  0.810362        13.8693                 NaN   8.54264        44.3737       0.548962        31.8551                 NaN
  1189.75        2500.00                 NaN            NaN            NaN            NaN            NaN   7.36178        7.18877       0.157505E-003   8.43544        44.5892       0.577017        31.8476                 NaN
  1188.26        2500.00                 NaN            NaN            NaN            NaN            NaN   7.38654        7.16585       0.156519E-003   8.43997        44.5822       0.576433        31.8489                 NaN
  1186.76        2500.00                 NaN            NaN            NaN            NaN            NaN   12.7002        2.00872                 NaN   8.55800        44.3286       0.542482        31.8620                 NaN
  1185.27        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5182        2.19304                 NaN   8.56210        44.3214       0.541802        31.8634                 NaN
  1183.78        2500.00                 NaN            NaN            NaN            NaN            NaN   14.7177                 NaN            NaN   8.57138        44.3062       0.539956        31.8648                 NaN
  1182.28        2500.00                 NaN            NaN            NaN            NaN            NaN   7.48541        7.07450       0.153709E-003   8.45815        44.5537       0.574048        31.8541                 NaN
  1180.79        2500.00                 NaN            NaN            NaN            NaN            NaN   7.50896        7.05290       0.152607E-003   8.46262        44.5465       0.573448        31.8554                 NaN
  1179.29        2500.00                 NaN            NaN            NaN            NaN            NaN   9.31639        5.41912                 NaN   8.58685        44.2705       0.536992        31.8701                 NaN
  1177.80        2500.00                 NaN            NaN            NaN            NaN            NaN   1.58326        13.1005                 NaN   8.56293        44.3429       0.547507        31.8629                 NaN
  1176.31        2500.00                 NaN            NaN            NaN            NaN            NaN   11.1043        3.60499                 NaN   8.57959        44.3009       0.541490        31.8686                 NaN
  1174.81        2500.00                 NaN            NaN            NaN            NaN            NaN   1.98539        12.7078                 NaN   8.57081        44.3237       0.545054        31.8672                 NaN
  1173.32        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1332        4.60228                 NaN   8.59491        44.2583       0.535105        31.8762                 NaN
  1171.82        2500.00                 NaN            NaN            NaN            NaN            NaN   7.51965        7.05528                 NaN   8.48897        44.4985       0.571333        31.8663                 NaN
  1170.33        2500.00                 NaN            NaN            NaN            NaN            NaN   7.50233        7.05942       0.970784E-004   8.49041        44.5190       0.571163        31.8576                 NaN
  1168.83        2500.00                 NaN            NaN            NaN            NaN            NaN   7.58225        6.98766       0.127983E-003   8.47936        44.5099       0.571297        31.8694                 NaN
  1167.34        2500.00                 NaN            NaN            NaN            NaN            NaN   7.68113        6.89412       0.130364E-003   8.49108        44.4966       0.570282        31.8666                 NaN
  1165.85        2500.00                 NaN            NaN            NaN            NaN            NaN   7.01710        7.70684                 NaN   8.63833        44.2197       0.534634        31.8834                 NaN
  1164.35        2500.00                 NaN            NaN            NaN            NaN            NaN   4.81731        9.57681                 NaN   8.43672        44.7467       0.592946        31.8295                 NaN
  1162.86        2500.00                 NaN            NaN            NaN            NaN            NaN   7.66444        6.91551       0.118868E-003   8.50470        44.4727       0.567815        31.8747                 NaN
  1161.36        2500.00                 NaN            NaN            NaN            NaN            NaN   8.15318        6.58273                 NaN   8.61281        44.2279       0.534612        31.8888                 NaN
  1159.87        2500.00                 NaN            NaN            NaN            NaN            NaN   7.65527        6.93182       0.994169E-004   8.52979        44.4417       0.564721        31.8766                 NaN
  1158.38        2500.00                 NaN            NaN            NaN            NaN            NaN   3.51934        11.1951                 NaN   8.60575        44.2570       0.538963        31.8839                 NaN
  1156.88        2500.00                 NaN            NaN            NaN            NaN            NaN   7.70689        6.88420       0.101036E-003   8.53031        44.4349       0.564099        31.8795                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   7.73035        6.86325       0.958532E-004   8.53664        44.4261       0.563185        31.8804                 NaN
  1153.89        2500.00                 NaN            NaN            NaN            NaN            NaN   7.72396        6.87288       0.892231E-004   8.54212        44.4176       0.562005        31.8814                 NaN
  1152.40        2500.00                 NaN            NaN            NaN            NaN            NaN   7.74632        6.85233       0.890498E-004   8.54619        44.4106       0.561388        31.8831                 NaN
  1150.91        2500.00                 NaN            NaN            NaN            NaN            NaN   7.91884        6.68574                 NaN   8.55284        44.3987       0.560680        31.8832                 NaN
  1149.41        2500.00                 NaN            NaN            NaN            NaN            NaN   7.93534        6.67179                 NaN   8.55725        44.3909       0.559984        31.8847                 NaN
  1147.92        2500.00                 NaN            NaN            NaN            NaN            NaN   7.95280        6.65653                 NaN   8.56168        44.3835       0.559270        31.8862                 NaN
  1146.42        2500.00                 NaN            NaN            NaN            NaN            NaN   7.96873        6.64298                 NaN   8.56606        44.3759       0.558609        31.8877                 NaN
  1144.93        2500.00                 NaN            NaN            NaN            NaN            NaN   7.98480        6.62935                 NaN   8.57051        44.3682       0.557929        31.8892                 NaN
  1143.43        2500.00                 NaN            NaN            NaN            NaN            NaN   8.00124        6.61536                 NaN   8.57501        44.3604       0.557249        31.8907                 NaN
  1141.94        2500.00                 NaN            NaN            NaN            NaN            NaN   8.01540        6.60324                 NaN   8.57946        44.3531       0.556703        31.8921                 NaN
  1140.45        2500.00                 NaN            NaN            NaN            NaN            NaN   8.03401        6.58763                 NaN   8.58416        44.3445       0.555870        31.8939                 NaN
  1138.95        2500.00                 NaN            NaN            NaN            NaN            NaN   8.04751        6.57638                 NaN   8.58820        44.3374       0.555236        31.8953                 NaN
  1137.46        2500.00                 NaN            NaN            NaN            NaN            NaN   8.06084        6.56520                 NaN   8.59247        44.3301       0.554592        31.8968                 NaN
  1135.96        2500.00                 NaN            NaN            NaN            NaN            NaN   7.94578        6.67100                 NaN   8.59186        44.3385       0.556718        31.8961                 NaN
  1134.47        2500.00                 NaN            NaN            NaN            NaN            NaN   8.09705        6.53439                 NaN   8.60146        44.3140       0.553150        31.9000                 NaN
  1132.98        2500.00                 NaN            NaN            NaN            NaN            NaN   8.11066        6.52315                 NaN   8.60591        44.3063       0.552434        31.9015                 NaN
  1131.48        2500.00                 NaN            NaN            NaN            NaN            NaN   8.12330        6.51307                 NaN   8.61031        44.2985       0.551735        31.9031                 NaN
  1129.99        2500.00                 NaN            NaN            NaN            NaN            NaN   8.13044        6.50854                 NaN   8.61455        44.2907       0.551060        31.9048                 NaN
  1128.49        2500.00                 NaN            NaN            NaN            NaN            NaN   8.14316        6.49844                 NaN   8.61905        44.2827       0.550308        31.9063                 NaN
  1127.00        2500.00                 NaN            NaN            NaN            NaN            NaN   4.72266        9.72467       0.123795E-005   8.55369        44.5609       0.575142        31.8629                 NaN
  1125.51        2500.00                 NaN            NaN            NaN            NaN            NaN   8.16626        6.48060                 NaN   8.62763        44.2670       0.548939        31.9095                 NaN
  1124.01        2500.00                 NaN            NaN            NaN            NaN            NaN   8.17794        6.47153                 NaN   8.63200        44.2591       0.548235        31.9112                 NaN
  1122.52        2500.00                 NaN            NaN            NaN            NaN            NaN   8.18977        6.46233                 NaN   8.63636        44.2512       0.547523        31.9128                 NaN
  1121.02        2500.00                 NaN            NaN            NaN            NaN            NaN   8.19991        6.45478                 NaN   8.64071        44.2434       0.546806        31.9144                 NaN
  1119.53        2500.00                 NaN            NaN            NaN            NaN            NaN   8.21707        6.44022                 NaN   8.64514        44.2354       0.546090        31.9160                 NaN
  1118.03        2500.00                 NaN            NaN            NaN            NaN            NaN  0.180358E-004   8.35843        6.28920        8.65348        44.2377       0.547245        31.9139                 NaN
  1116.54        2500.00                 NaN            NaN            NaN            NaN            NaN   6.29700        8.35140                 NaN   8.65532        44.2349       0.546845        31.9145                 NaN
  1115.05        2500.00                 NaN            NaN            NaN            NaN            NaN  0.370976E-004   8.96433        5.74804        8.62827        44.1765       0.547980        31.9348                 NaN
  1113.55        2500.00                 NaN            NaN            NaN            NaN            NaN   4.71717        9.74817       0.597237E-005   8.59389        44.4947       0.569436        31.8766                 NaN
  1112.06        2500.00                 NaN            NaN            NaN            NaN            NaN   4.71251        9.75543       0.133943E-005   8.59874        44.4867       0.568622        31.8780                 NaN
  1110.56        2500.00                 NaN            NaN            NaN            NaN            NaN   4.71972        9.74993       0.693702E-005   8.60253        44.4803       0.568044        31.8795                 NaN
  1109.07        2500.00                 NaN            NaN            NaN            NaN            NaN   4.71430        9.75792       0.137714E-005   8.60755        44.4722       0.567185        31.8809                 NaN
  1107.58        2500.00                 NaN            NaN            NaN            NaN            NaN   4.72231        9.75100       0.948135E-005   8.61085        44.4668       0.566646        31.8824                 NaN
  1106.08        2500.00                 NaN            NaN            NaN            NaN            NaN   4.72429        9.75118       0.128627E-004   8.61513        44.4596       0.565953        31.8838                 NaN
  1104.59        2500.00                 NaN            NaN            NaN            NaN            NaN   4.72728        9.75094       0.893653E-005   8.61962        44.4516       0.565273        31.8853                 NaN
  1103.09        2500.00                 NaN            NaN            NaN            NaN            NaN   4.72947        9.75072       0.101283E-004   8.62378        44.4447       0.564581        31.8867                 NaN
  1101.60        2500.00                 NaN            NaN            NaN            NaN            NaN   4.73137        9.75088       0.100893E-004   8.62807        44.4376       0.563871        31.8882                 NaN
  1100.11        2500.00                 NaN            NaN            NaN            NaN            NaN   8.35221        6.34052                 NaN   8.70176        44.1308       0.536620        31.9381                 NaN
  1098.61        2500.00                 NaN            NaN            NaN            NaN            NaN   9.00265        5.74561                 NaN   8.68122        44.0765       0.539312        31.9547                 NaN
  1097.12        2500.00                 NaN            NaN            NaN            NaN            NaN   8.36650        6.33186                 NaN   8.71016        44.1147       0.535178        31.9416                 NaN
  1095.62        2500.00                 NaN            NaN            NaN            NaN            NaN   8.37171        6.32976                 NaN   8.71493        44.1058       0.534417        31.9434                 NaN
  1094.13        2500.00                 NaN            NaN            NaN            NaN            NaN   8.37275        6.33138                 NaN   8.71839        44.0985       0.533750        31.9452                 NaN
  1092.63        2500.00                 NaN            NaN            NaN   3.65869                 NaN   7.94584       0.731473E-005  0.384345E-005   8.05097        46.1189       0.831251        33.3943                 NaN
  1091.14        2500.00                 NaN            NaN            NaN            NaN            NaN   8.45578        6.24259       0.284609E-003   8.72654        44.0957       0.534086        31.9451                 NaN
  1089.65        2500.00                 NaN            NaN            NaN            NaN            NaN   8.40584        6.30643                 NaN   8.73309        44.0727       0.531641        31.9503                 NaN
  1088.15        2500.00                 NaN            NaN            NaN   3.66727                 NaN   7.93953       0.143075E-005            NaN   8.05430        46.1049       0.831303        33.4027                 NaN
  1086.66        2500.00                 NaN            NaN            NaN            NaN            NaN   8.40793        6.31083                 NaN   8.73984        44.0571       0.530046        31.9543                 NaN
  1085.16        2500.00                 NaN            NaN            NaN            NaN            NaN   6.23704        8.63043                 NaN   8.82335        43.8386       0.498350        31.9722                 NaN
  1083.67        2500.00                 NaN            NaN            NaN            NaN            NaN   8.47754        6.24086                 NaN   8.75015        44.0441       0.530018        31.9573                 NaN
  1082.18        2500.00                 NaN            NaN            NaN            NaN            NaN   8.62547        6.10180                 NaN   8.76017        44.0279       0.526702        31.9579                 NaN
  1080.68        2500.00                 NaN            NaN            NaN            NaN            NaN   8.42634        6.30426                 NaN   8.75670        44.0239       0.527132        31.9617                 NaN
  1079.19        2500.00                 NaN            NaN            NaN            NaN            NaN  0.180304E-005   8.48369        6.23795        8.75963        44.0304       0.528302        31.9600                 NaN
  1077.69        2500.00                 NaN            NaN            NaN   2.03933                 NaN   11.2990                 NaN            NaN   8.47195        44.7054       0.649236        32.8351                 NaN
  1076.20        2500.00                 NaN            NaN            NaN            NaN            NaN   8.64706        6.17395                 NaN   8.75708        43.9164       0.521637        31.9839                 NaN
  1074.71        2500.00                 NaN            NaN            NaN   2.04227                 NaN   11.2640       0.209770E-005            NaN   8.46667        44.7368       0.657330        32.8329                 NaN
  1073.21        2500.00                 NaN            NaN            NaN   2.09062                 NaN   11.1802       0.161703E-005            NaN   8.45919        44.7530       0.660968        32.8560                 NaN
  1071.72        2500.00                 NaN            NaN            NaN   2.13566                 NaN   11.1024       0.170657E-005            NaN   8.45237        44.7676       0.664335        32.8777                 NaN
  1070.22        2500.00                 NaN            NaN            NaN   2.17714                 NaN   11.0309       0.187994E-005            NaN   8.44629        44.7805       0.667396        32.8978                 NaN
  1068.73        2500.00                 NaN            NaN            NaN   2.26012                 NaN   10.8892       0.247427E-004            NaN   8.42850        44.8111       0.672566        32.9385                 NaN
  1067.23        2500.00                 NaN            NaN            NaN            NaN            NaN   7.80475        7.00216                 NaN   8.75444        43.9082       0.529721        32.0007                 NaN
  1065.74        2500.00                 NaN            NaN            NaN            NaN            NaN   7.29408        7.51092                 NaN   8.82414        43.8875       0.512999        31.9704                 NaN
  1064.25        2500.00                 NaN            NaN            NaN   2.42356                 NaN   10.6271       0.103984E-004            NaN   8.41750        44.8342       0.679139        33.0185                 NaN
  1062.75        2500.00                 NaN            NaN            NaN   3.70250                 NaN   7.89305       0.565059E-003            NaN   8.06674        46.0622       0.830604        33.4444                 NaN
  1061.26        2500.00                 NaN            NaN            NaN   2.47949                 NaN   10.5321                 NaN            NaN   8.41736        44.8402       0.683832        33.0470                 NaN
  1059.76        2500.00                 NaN            NaN            NaN            NaN            NaN   8.26881        6.51763                 NaN   8.76792        43.9289       0.522930        31.9938                 NaN
  1058.27        2500.00                 NaN            NaN            NaN            NaN            NaN   7.81232        7.01734                 NaN   8.77353        43.8688       0.522719        32.0053                 NaN
  1056.78        2500.00                 NaN            NaN            NaN   2.46078                 NaN   10.5823       0.627920E-005            NaN   8.42418        44.8077       0.678621        33.0464                 NaN
  1055.28        2500.00                 NaN            NaN            NaN   3.71168                 NaN   7.87526       0.165302E-002            NaN   8.06780        46.0577       0.830324        33.4555                 NaN
  1053.79        2500.00                 NaN            NaN            NaN   2.52995                 NaN   10.4280       0.998864E-006            NaN   8.40349        44.8719       0.692011        33.0746                 NaN
  1052.29        2500.00                 NaN            NaN            NaN   3.71688                 NaN   7.87473       0.444956E-003            NaN   8.07275        46.0427       0.830348        33.4621                 NaN
  1050.80        2500.00                 NaN            NaN            NaN            NaN            NaN   7.89857        6.90585                 NaN   8.79597        43.8776       0.517607        32.0044                 NaN
  1049.31        2500.00                 NaN            NaN            NaN   3.57999                 NaN   6.89001        1.29061                 NaN   8.11623        45.8874       0.812603        33.4232                 NaN
  1047.81        2500.00                 NaN            NaN            NaN            NaN            NaN   7.59908        7.26110                 NaN   8.79432        43.8020       0.518579        32.0249                 NaN
  1046.32        2500.00                 NaN            NaN            NaN            NaN            NaN   7.63781        7.21373                 NaN   8.79108        43.8114       0.518961        32.0270                 NaN
  1044.82        2500.00                 NaN            NaN            NaN            NaN            NaN   7.58161        7.28007                 NaN   8.80451        43.7881       0.516231        32.0295                 NaN
  1043.33        2500.00                 NaN            NaN            NaN            NaN            NaN   7.61220        7.24499                 NaN   8.78943        43.8050       0.518098        32.0303                 NaN
  1041.84        2500.00                 NaN            NaN            NaN            NaN            NaN   7.55817        7.30160                 NaN   8.80080        43.7882       0.516878        32.0344                 NaN
  1040.34        2500.00                 NaN            NaN            NaN            NaN            NaN   7.49508        7.37200                 NaN   8.79813        43.7836       0.516489        32.0347                 NaN
  1038.85        2500.00                 NaN            NaN            NaN            NaN            NaN   7.51791        7.34839                 NaN   8.80709        43.7730       0.515542        32.0381                 NaN
  1037.35        2500.00                 NaN            NaN            NaN            NaN            NaN   7.74310        7.07864                 NaN   8.83110        43.8099       0.513220        32.0240                 NaN
  1035.86        2500.00                 NaN            NaN            NaN            NaN            NaN   7.71866        7.10586                 NaN   8.83514        43.8018       0.512558        32.0260                 NaN
  1034.36        2500.00                 NaN            NaN            NaN            NaN            NaN   6.65613        8.28652                 NaN   8.93558        43.5994       0.482058        32.0404                 NaN
