|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.75/TAY13/TAY13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              hed           
  1031.38        2500.00                 NaN            NaN            NaN            NaN            NaN   9.87109        9.71458                 NaN   8.90421        40.6254       0.880868        30.0039                 NaN
  1029.88        2500.00                 NaN            NaN            NaN            NaN            NaN   9.84315        9.74050                 NaN   8.90730        40.6213       0.881480        30.0063                 NaN
  1028.39        2500.00                 NaN            NaN            NaN            NaN            NaN   8.50920        11.2093                 NaN   9.00794        40.4288       0.828092        30.0166                 NaN
  1026.89        2500.00                 NaN            NaN            NaN   4.41586                 NaN   12.9760       0.415557E-004            NaN   8.46576        41.7317        1.22144        31.1893                 NaN
  1025.40        2500.00                 NaN            NaN            NaN            NaN            NaN   9.44742        10.2128                 NaN   8.89619        40.5480       0.874804        30.0208                 NaN
  1023.91        2500.00                 NaN            NaN            NaN            NaN            NaN   9.43889        10.2280                 NaN   8.89757        40.5373       0.874567        30.0237                 NaN
  1022.41        2500.00                 NaN            NaN            NaN            NaN            NaN   9.73172        9.87248                 NaN   8.93048        40.5800       0.874011        30.0113                 NaN
  1020.92        2500.00                 NaN            NaN            NaN            NaN            NaN   9.69731        9.90832                 NaN   8.93331        40.5751       0.873543        30.0124                 NaN
  1019.42        2500.00                 NaN            NaN            NaN            NaN            NaN   9.64059        9.96891                 NaN   8.94047        40.5604       0.873381        30.0163                 NaN
  1017.93        2500.00                 NaN            NaN            NaN   5.67898                 NaN   7.77910        2.87173                 NaN   8.24159        42.5842        1.39120        31.4532                 NaN
  1016.44        2500.00                 NaN            NaN            NaN   5.76302                 NaN   8.36278        2.12843                 NaN   8.22562        42.6464        1.40360        31.4702                 NaN
  1014.94        2500.00                 NaN            NaN            NaN            NaN            NaN   9.57333        10.0433                 NaN   8.95114        40.5446       0.869680        30.0180                 NaN
  1013.45        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0591        9.56328                 NaN   8.95494        40.5347       0.868384        30.0196                 NaN
  1011.95        2500.00                 NaN            NaN            NaN   5.62273                 NaN   7.13057        3.64935                 NaN   8.26310        42.5068        1.37875        31.4487                 NaN
  1010.46        2500.00                 NaN            NaN            NaN   4.57738                 NaN   12.7571       0.140666E-003            NaN   8.46222        41.7254        1.23279        31.2449                 NaN
  1008.96        2500.00                 NaN            NaN            NaN   5.56749                 NaN   6.61291        4.28472                 NaN   8.27970        42.4465        1.36778        31.4409                 NaN
  1007.47        2500.00                 NaN            NaN            NaN            NaN            NaN   9.49210        10.1449                 NaN   8.97221        40.5047       0.862593        30.0234                 NaN
  1005.98        2500.00                 NaN            NaN            NaN   4.81202                 NaN   12.4270                 NaN            NaN   8.45920        41.7478        1.24010        31.3139                 NaN
  1004.48        2500.00                 NaN            NaN            NaN   5.91339                 NaN   9.23615       0.987613                 NaN   8.20799        42.7256        1.42222        31.5070                 NaN
  1002.99        2500.00                 NaN            NaN            NaN   4.84386                 NaN   12.3831                 NaN            NaN   8.45978        41.7462        1.24191        31.3251                 NaN
  1001.49        2500.00                 NaN            NaN            NaN   5.89977                 NaN   9.05289        1.20714                 NaN   8.21651        42.6990        1.41759        31.5071                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   9.25930        10.3821                 NaN   8.99244        40.4774       0.859481        30.0292                 NaN
