|6.6.6
Archiving\03_Data\frac/QFM_m5/EETA/EETA_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1543.86        2500.00        99.0882                 NaN            NaN            NaN            NaN            NaN  0.911843                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.9461                 NaN            NaN            NaN            NaN            NaN  0.310713       0.743200                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.8577                 NaN            NaN            NaN            NaN            NaN  0.583917E-001   1.08386                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.8555                 NaN            NaN            NaN            NaN            NaN            NaN   1.14446                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.8515                 NaN            NaN            NaN            NaN            NaN            NaN   1.14847                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.8507                 NaN            NaN            NaN            NaN            NaN            NaN   1.14932                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.8445                 NaN            NaN            NaN            NaN            NaN            NaN   1.15549                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.8362                 NaN            NaN            NaN            NaN            NaN            NaN   1.16383                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.8181                 NaN            NaN            NaN            NaN            NaN            NaN   1.18190                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.7977                 NaN            NaN            NaN            NaN            NaN            NaN   1.20234                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.7700                 NaN            NaN            NaN            NaN            NaN            NaN   1.22995                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.1165                 NaN            NaN            NaN            NaN            NaN            NaN   1.20898       0.674559                 NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.1436                 NaN            NaN            NaN            NaN            NaN            NaN   1.20151       0.654845                 NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.1746                 NaN            NaN            NaN            NaN            NaN            NaN   1.18107       0.644348                 NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.2175                 NaN            NaN            NaN            NaN            NaN            NaN   1.15166       0.630878                 NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.2335                 NaN            NaN  0.537670E-002            NaN            NaN            NaN  0.600262        1.16091                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.2403                 NaN            NaN  0.159615E-001            NaN            NaN            NaN   1.19318       0.550529                 NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.2761                 NaN            NaN  0.152977E-001            NaN            NaN            NaN  0.541910        1.16673                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.3106                 NaN            NaN  0.146609E-001            NaN            NaN            NaN   1.14014       0.534593                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.3433                 NaN            NaN  0.140199E-001            NaN            NaN            NaN   1.11509       0.527577                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.3754                 NaN            NaN  0.133936E-001            NaN            NaN            NaN   1.09090       0.520331                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.4070                 NaN            NaN  0.128161E-001            NaN            NaN            NaN  0.512245        1.06793                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.4362                 NaN            NaN  0.122412E-001            NaN            NaN            NaN   1.04780       0.503811                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.4669                 NaN            NaN  0.116235E-001            NaN            NaN            NaN   1.02386       0.497605                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.4942                 NaN            NaN  0.111003E-001            NaN            NaN            NaN   1.00505       0.489614                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.5217                 NaN            NaN  0.105717E-001            NaN            NaN            NaN  0.483879       0.983877                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.5479                 NaN            NaN  0.100274E-001            NaN            NaN            NaN  0.476574       0.965479                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.5739                 NaN            NaN  0.952928E-002            NaN            NaN            NaN  0.470469       0.946102                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.5975                 NaN            NaN  0.901063E-002            NaN            NaN            NaN  0.464717       0.928784                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.6239                 NaN            NaN  0.854734E-002            NaN            NaN            NaN  0.910874       0.456686                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.6461                 NaN            NaN  0.805905E-002            NaN            NaN            NaN  0.450080       0.895739                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.6694                 NaN            NaN  0.762032E-002            NaN            NaN            NaN  0.879026       0.443933                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.6912                 NaN            NaN  0.720218E-002            NaN            NaN            NaN  0.864127       0.437503                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.7128                 NaN            NaN  0.674756E-002            NaN            NaN            NaN  0.849151       0.431273                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.7337                 NaN            NaN  0.628396E-002            NaN            NaN            NaN  0.834715       0.425292                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.7543                 NaN            NaN  0.588534E-002            NaN            NaN            NaN  0.418582       0.821260                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.7734                 NaN            NaN  0.549723E-002            NaN            NaN            NaN  0.807711       0.413419                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.7924                 NaN            NaN  0.503793E-002            NaN            NaN            NaN  0.407320       0.795200                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        97.2597                 NaN            NaN  0.365824E-001            NaN            NaN            NaN  0.894656        1.04637                 NaN  0.762726                 NaN            NaN            NaN
  1446.12        2500.00        96.0357                 NaN            NaN  0.620110E-001            NaN            NaN            NaN   1.28165        1.22542                 NaN   1.39518                 NaN            NaN            NaN
  1443.61        2500.00        96.2458                 NaN            NaN  0.579914E-001            NaN            NaN            NaN   1.16296        1.21092                 NaN   1.32229                 NaN            NaN            NaN
  1441.10        2500.00        96.4358                 NaN            NaN  0.542874E-001            NaN            NaN            NaN   1.14776        1.10571                 NaN   1.25642                 NaN            NaN            NaN
  1438.60        2500.00        96.6110                 NaN            NaN  0.509379E-001            NaN            NaN            NaN   1.09001        1.05260                 NaN   1.19543                 NaN            NaN            NaN
  1436.09        2500.00        96.7705                 NaN            NaN  0.478561E-001            NaN            NaN            NaN   1.00455        1.03737                 NaN   1.13974                 NaN            NaN            NaN
  1433.58        2500.00        96.9178                 NaN            NaN  0.450134E-001            NaN            NaN            NaN  0.959978       0.988873                 NaN   1.08830                 NaN            NaN            NaN
  1431.08        2500.00        97.0537                 NaN            NaN  0.424143E-001            NaN            NaN            NaN  0.944406       0.918599                 NaN   1.04086                 NaN            NaN            NaN
  1428.57        2500.00        97.1786                 NaN            NaN  0.399387E-001            NaN            NaN            NaN  0.880431       0.903970                 NaN  0.997037                 NaN            NaN            NaN
  1426.07        2500.00        97.2970                 NaN            NaN  0.375810E-001            NaN            NaN            NaN  0.866679       0.843318                 NaN  0.955394                 NaN            NaN            NaN
  1423.56        2500.00        97.4061                 NaN            NaN  0.356053E-001            NaN            NaN            NaN  0.830366       0.810567                 NaN  0.917369                 NaN            NaN            NaN
  1421.05        2500.00        97.5080                 NaN            NaN  0.335697E-001            NaN            NaN            NaN  0.778519       0.798835                 NaN  0.881098                 NaN            NaN            NaN
  1418.55        2500.00        97.6008                 NaN            NaN  0.317443E-001            NaN            NaN            NaN  0.768641       0.750426                 NaN  0.848387                 NaN            NaN            NaN
  1416.04        2500.00        97.6936                 NaN            NaN  0.299445E-001            NaN            NaN            NaN  0.720774       0.740135                 NaN  0.815586                 NaN            NaN            NaN
  1413.53        2500.00        97.7737                 NaN            NaN  0.283876E-001            NaN            NaN            NaN  0.695403       0.714801                 NaN  0.787691                 NaN            NaN            NaN
  1411.03        2500.00        97.8570                 NaN            NaN  0.267205E-001            NaN            NaN            NaN  0.669594       0.689263                 NaN  0.757397                 NaN            NaN            NaN
  1408.52        2500.00        97.9249                 NaN            NaN  0.252513E-001            NaN            NaN            NaN  0.647847       0.668321                 NaN  0.733641                 NaN            NaN            NaN
  1406.02        2500.00        98.0015                 NaN            NaN  0.237860E-001            NaN            NaN            NaN  0.623436       0.645196                 NaN  0.706062                 NaN            NaN            NaN
  1403.51        2500.00        98.0652                 NaN            NaN  0.224964E-001            NaN            NaN            NaN  0.602655       0.626215                 NaN  0.683404                 NaN            NaN            NaN
  1401.00        2500.00        98.1277                 NaN            NaN  0.213291E-001            NaN            NaN            NaN  0.582823       0.606802                 NaN  0.661298                 NaN            NaN            NaN
  1398.50        2500.00        98.1870                 NaN            NaN  0.199961E-001            NaN            NaN            NaN  0.563370       0.589805                 NaN  0.639820                 NaN            NaN            NaN
  1395.99        2500.00        98.2433                 NaN            NaN  0.187882E-001            NaN            NaN            NaN  0.544806       0.573561                 NaN  0.619595                 NaN            NaN            NaN
  1393.48        2500.00        98.2966                 NaN            NaN  0.177023E-001            NaN            NaN            NaN  0.557995       0.527320                 NaN  0.600345                 NaN            NaN            NaN
  1390.98        2500.00        98.3475                 NaN            NaN  0.166163E-001            NaN            NaN            NaN  0.543465       0.510421                 NaN  0.582025                 NaN            NaN            NaN
  1388.47        2500.00        98.3960                 NaN            NaN  0.155907E-001            NaN            NaN            NaN  0.529723       0.494118                 NaN  0.564607                 NaN            NaN            NaN
  1385.96        2500.00        98.4418                 NaN            NaN  0.145976E-001            NaN            NaN            NaN  0.478855       0.516752                 NaN  0.548045                 NaN            NaN            NaN
  1383.46        2500.00        98.4858                 NaN            NaN  0.136275E-001            NaN            NaN            NaN  0.464018       0.504546                 NaN  0.531996                 NaN            NaN            NaN
  1380.95        2500.00        98.5275                 NaN            NaN  0.126593E-001            NaN            NaN            NaN  0.449720       0.493390                 NaN  0.516754                 NaN            NaN            NaN
  1378.45        2500.00        98.5676                 NaN            NaN  0.117460E-001            NaN            NaN            NaN  0.435605       0.482859                 NaN  0.502179                 NaN            NaN            NaN
  1375.94        2500.00        20.1558        73.1607                 NaN  0.533609E-001            NaN            NaN            NaN   2.74428        1.51005                 NaN   2.37583                 NaN            NaN            NaN
  1373.43        2500.00        40.5296        53.7709                 NaN  0.468885E-001            NaN            NaN            NaN   1.24581        2.37855                 NaN   2.02833                 NaN            NaN            NaN
  1370.93        2500.00        56.6412        39.3663                 NaN  0.504388E-001            NaN            NaN            NaN  0.973323        1.52556                 NaN   1.44318                 NaN            NaN            NaN
  1368.42        2500.00        65.8747        32.0641                 NaN  0.286003E-001            NaN            NaN            NaN  0.521017       0.762334                 NaN  0.749242                 NaN            NaN            NaN
  1365.91        2500.00        70.8311        28.0196                 NaN  0.152775E-001            NaN            NaN            NaN  0.291408       0.425586                 NaN  0.417073                 NaN            NaN            NaN
  1363.41        2500.00        73.8692        25.3589                 NaN  0.967144E-002            NaN            NaN            NaN  0.287272       0.195686                 NaN  0.279232                 NaN            NaN            NaN
  1360.90        2500.00        99.4258                 NaN            NaN  0.672228E-002            NaN            NaN            NaN  0.145330       0.215204                 NaN  0.206934                 NaN            NaN            NaN
  1358.40        2500.00        99.5444                 NaN            NaN  0.494004E-002            NaN            NaN            NaN  0.172004       0.115158                 NaN  0.163455                 NaN            NaN            NaN
  1355.89        2500.00        99.6229                 NaN            NaN  0.376870E-002            NaN            NaN            NaN  0.954714E-001  0.143239                 NaN  0.134649                 NaN            NaN            NaN
  1353.38        2500.00        99.6786                 NaN            NaN  0.289148E-002            NaN            NaN            NaN  0.808927E-001  0.123521                 NaN  0.114140                 NaN            NaN            NaN
  1350.88        2500.00        99.7158                 NaN            NaN  0.229074E-002            NaN            NaN            NaN  0.706111E-001  0.110743                 NaN  0.100506                 NaN            NaN            NaN
  1348.37        2500.00        99.7509                 NaN            NaN  0.174394E-002            NaN            NaN            NaN  0.627912E-001  0.972408E-001            NaN  0.872913E-001            NaN            NaN            NaN
  1345.86        2500.00        99.7720                 NaN            NaN  0.139191E-002            NaN            NaN            NaN  0.568392E-001  0.901908E-001            NaN  0.795855E-001            NaN            NaN            NaN
  1343.36        2500.00        99.7905                 NaN            NaN  0.107233E-002            NaN            NaN            NaN  0.521557E-001  0.836152E-001            NaN  0.726729E-001            NaN            NaN            NaN
  1340.85        2500.00        99.8050                 NaN            NaN  0.808456E-003            NaN            NaN            NaN  0.483866E-001  0.785488E-001            NaN  0.672326E-001            NaN            NaN            NaN
  1338.35        2500.00        99.8171                 NaN            NaN  0.576719E-003            NaN            NaN            NaN  0.453699E-001  0.743149E-001            NaN  0.626863E-001            NaN            NaN            NaN
  1335.84        2500.00        99.8265                 NaN            NaN  0.379945E-003            NaN            NaN            NaN  0.430538E-001  0.710144E-001            NaN  0.590973E-001            NaN            NaN            NaN
  1333.33        2500.00        99.8340                 NaN            NaN  0.196513E-003            NaN            NaN            NaN  0.410412E-001  0.685454E-001            NaN  0.561838E-001            NaN            NaN            NaN
  1330.83        2500.00        99.8401                 NaN            NaN  0.366343E-004            NaN            NaN            NaN  0.397437E-001  0.663247E-001            NaN  0.537802E-001            NaN            NaN            NaN
  1328.32        2500.00        99.8445                 NaN            NaN  0.355073E-003            NaN            NaN            NaN  0.405118E-001  0.620885E-001            NaN  0.525873E-001            NaN            NaN            NaN
  1325.81        2500.00        99.8480                 NaN            NaN            NaN            NaN            NaN            NaN  0.622549E-001  0.388414E-001            NaN  0.508928E-001            NaN            NaN            NaN
  1323.31        2500.00        99.8501                 NaN            NaN            NaN            NaN            NaN            NaN  0.605562E-001  0.393265E-001            NaN  0.500346E-001            NaN            NaN            NaN
  1320.80        2500.00        99.8519                 NaN            NaN            NaN            NaN            NaN            NaN  0.588128E-001  0.400419E-001            NaN  0.492675E-001            NaN            NaN            NaN
  1318.30        2500.00        99.8518                 NaN            NaN            NaN            NaN            NaN            NaN  0.408858E-001  0.580688E-001            NaN  0.492797E-001            NaN            NaN            NaN
  1315.79        2500.00        99.8505                 NaN            NaN            NaN            NaN            NaN            NaN  0.573496E-001  0.425964E-001            NaN  0.495509E-001            NaN            NaN            NaN
  1313.28        2500.00        99.8482                 NaN            NaN            NaN            NaN            NaN            NaN  0.571071E-001  0.444309E-001            NaN  0.502537E-001            NaN            NaN            NaN
  1310.78        2500.00        96.7056                 NaN            NaN  0.725472E-002            NaN            NaN            NaN  0.183275       0.514374                 NaN  0.409216        2.18032                 NaN            NaN
  1308.27        2500.00        97.8717                 NaN            NaN  0.600884E-002            NaN            NaN            NaN  0.121403       0.316673                 NaN  0.261350        1.42282                 NaN            NaN
  1305.76        2500.00        98.9628                 NaN            NaN  0.211879E-002            NaN            NaN            NaN  0.500512E-001  0.167069                 NaN  0.129413       0.688583                 NaN            NaN
  1303.26        2500.00        99.3820                 NaN            NaN  0.102532E-002            NaN            NaN            NaN  0.844171E-001  0.576137E-001            NaN  0.790371E-001  0.395890                 NaN            NaN
  1300.75        2500.00        98.7174                 NaN            NaN            NaN            NaN            NaN            NaN  0.287246                 NaN            NaN  0.208654       0.786715                 NaN            NaN
  1298.25        2500.00        98.8396                 NaN            NaN            NaN            NaN            NaN            NaN  0.267654                 NaN            NaN  0.200754       0.691973                 NaN            NaN
  1295.74        2500.00        98.7426                 NaN            NaN            NaN            NaN            NaN            NaN  0.298072                 NaN            NaN  0.228071       0.731241                 NaN            NaN
  1293.23        2500.00        98.0792                 NaN            NaN            NaN            NaN            NaN            NaN  0.469453                 NaN            NaN  0.362134        1.08918                 NaN            NaN
  1290.73        2500.00        88.5301                 NaN            NaN            NaN            NaN            NaN            NaN   2.84591                 NaN            NaN   2.22311        6.31059       0.902811E-001            NaN
  1288.22        2500.00        95.5294                 NaN            NaN            NaN            NaN            NaN            NaN   1.12362                 NaN            NaN  0.821102        2.52410       0.182813E-002            NaN
  1285.71        2500.00        98.0017                 NaN            NaN            NaN            NaN            NaN            NaN  0.432429                 NaN            NaN  0.255807        1.22981       0.802883E-001            NaN
  1283.21        2500.00        97.4113                 NaN            NaN            NaN            NaN            NaN            NaN  0.610383                 NaN            NaN  0.325021        1.54859       0.104681                 NaN
  1280.70        2500.00        63.8915        32.3073                 NaN            NaN            NaN            NaN            NaN  0.954824                 NaN            NaN  0.468529        2.22249       0.155331                 NaN
  1278.20        2500.00        39.8623        49.0932                 NaN            NaN            NaN            NaN            NaN   3.02372                 NaN            NaN   1.32954        6.24034       0.450873                 NaN
  1275.69        2500.00        80.3374                 NaN            NaN            NaN            NaN            NaN            NaN   5.32780                 NaN            NaN   2.34939        11.1936       0.791806                 NaN
  1273.18        2500.00        95.8537                 NaN            NaN            NaN            NaN            NaN            NaN  0.733367                 NaN            NaN  0.495824        2.75320       0.163915                 NaN
  1270.68        2500.00        96.1161                 NaN            NaN            NaN            NaN            NaN            NaN  0.684379                 NaN            NaN  0.463256        2.58466       0.151568                 NaN
  1268.17        2500.00        96.3579                 NaN            NaN            NaN            NaN            NaN            NaN  0.639870                 NaN            NaN  0.432889        2.42929       0.140097                 NaN
  1265.66        2500.00        96.5735                 NaN            NaN            NaN            NaN            NaN            NaN  0.599284                 NaN            NaN  0.405408        2.29200       0.129852                 NaN
  1263.16        2500.00        96.7734                 NaN            NaN            NaN            NaN            NaN            NaN  0.561690                 NaN            NaN  0.379664        2.16490       0.120389                 NaN
  1260.65        2500.00        77.4876                 NaN            NaN            NaN            NaN            NaN            NaN   2.07513                 NaN            NaN   1.88910        10.8943       0.409668        7.24424     
  1258.15        2500.00        76.5460                 NaN            NaN            NaN            NaN            NaN            NaN   2.17451                 NaN            NaN   1.95122        11.1406       0.391054        7.79657     
  1255.64        2500.00        79.6541                 NaN            NaN            NaN            NaN            NaN            NaN   1.95211                 NaN            NaN   1.69994        9.60239       0.320228        6.77119     
  1253.13        2500.00        81.8180                 NaN            NaN            NaN            NaN            NaN            NaN   1.80363                 NaN            NaN   1.52918        8.52555       0.269265        6.05434     
  1250.63        2500.00        77.7491                 NaN            NaN  0.122447E-003            NaN            NaN            NaN   2.26815                 NaN            NaN   1.90307        10.2393       0.309081        7.53111     
  1248.12        2500.00        89.2989                 NaN            NaN  0.282940E-001            NaN            NaN            NaN   1.14282                 NaN            NaN  0.882192        5.02862       0.128985        3.49014     
  1245.61        2500.00        78.1195                 NaN            NaN  0.131513                 NaN            NaN            NaN   1.74011                 NaN            NaN   1.96289        10.2157       0.254194        7.57611     
  1243.11        2500.00        86.0371                 NaN            NaN  0.202318E-001            NaN            NaN            NaN   1.60655                 NaN            NaN   1.14144        6.14875       0.146895        4.89909     
  1240.60        2500.00        85.8328                 NaN            NaN  0.530855E-001            NaN            NaN            NaN   1.35201                 NaN            NaN   1.19968        6.64543       0.156739        4.76021     
  1238.10        2500.00        86.6201                 NaN            NaN  0.464146E-001            NaN            NaN            NaN   1.27247                 NaN            NaN   1.12042        6.26049       0.144191        4.53588     
  1235.59        2500.00        78.2021                 NaN            NaN  0.822082E-001            NaN            NaN            NaN   1.92206                 NaN            NaN   1.76698        10.2801       0.218216        7.52832     
  1233.08        2500.00                 NaN            NaN            NaN  0.424041                 NaN            NaN            NaN   7.68669                 NaN            NaN   7.53049        48.2446       0.923656        35.1906     
  1230.58        2500.00                 NaN            NaN            NaN  0.420838                 NaN            NaN            NaN   7.70259                 NaN            NaN   7.53183        48.2395       0.923449        35.1818     
  1228.07        2500.00                 NaN            NaN            NaN  0.494795                 NaN            NaN            NaN   7.25424       0.570744E-005            NaN   7.49468        48.4180       0.940092        35.3982     
  1225.56        2500.00                 NaN            NaN            NaN  0.393871                 NaN            NaN            NaN   7.85644                 NaN            NaN   7.54684        48.1825       0.917581        35.1027     
  1223.06        2500.00                 NaN            NaN            NaN  0.378265                 NaN            NaN            NaN   7.94552                 NaN            NaN   7.55566        48.1499       0.914082        35.0566     
  1220.55        2500.00                 NaN            NaN            NaN  0.360916                 NaN            NaN            NaN   8.04439                 NaN            NaN   7.56553        48.1140       0.910148        35.0050     
  1218.05        2500.00                 NaN            NaN            NaN  0.341441                 NaN            NaN            NaN   8.15518                 NaN            NaN   7.57667        48.0743       0.905685        34.9467     
  1215.54        2500.00                 NaN            NaN            NaN  0.319331                 NaN            NaN            NaN   8.28072                 NaN            NaN   7.58937        48.0299       0.900570        34.8801     
  1213.03        2500.00                 NaN            NaN            NaN  0.293868                 NaN            NaN            NaN   8.42497                 NaN            NaN   7.60403        47.9796       0.894633        34.8029     
  1210.53        2500.00                 NaN            NaN            NaN  0.264042                 NaN            NaN            NaN   8.59350                 NaN            NaN   7.62120        47.9216       0.887634        34.7120     
  1208.02        2500.00                 NaN            NaN            NaN  0.228327                 NaN            NaN            NaN   8.79472                 NaN            NaN   7.64169        47.8536       0.879221        34.6025     
  1205.51        2500.00                 NaN            NaN            NaN  0.184320                 NaN            NaN            NaN   9.04182                 NaN            NaN   7.66671        47.7715       0.868843        34.4668     
  1203.01        2500.00                 NaN            NaN            NaN  0.125327                 NaN            NaN            NaN   9.37157                 NaN            NaN   7.69931        47.6646       0.855239        34.2840     
  1200.50        2500.00                 NaN            NaN            NaN  0.375881E-001            NaN            NaN            NaN   9.85954                 NaN            NaN   7.74546        47.5104       0.835876        34.0111     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.72763        1.34336                 NaN   7.76735        47.4398       0.826257        33.8956     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.55981        3.50381                 NaN   7.76210        47.4516       0.827189        33.8955     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.66213        5.39564                 NaN   7.75402        47.4633       0.828631        33.8963     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.37799        6.67810                 NaN   7.74719        47.4688       0.829663        33.8983     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.54854        7.50873                 NaN   7.74370        47.4682       0.830087        33.9007     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.97701        8.08417                 NaN   7.74413        47.4612       0.829759        33.9037     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.81998        8.24500                 NaN   7.74732        47.4523       0.829006        33.9064     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.86698        8.20034                 NaN   7.75015        47.4456       0.828376        33.9086     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.89867        8.17142                 NaN   7.75332        47.4380       0.827673        33.9109     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.93450        8.13829                 NaN   7.75652        47.4306       0.826965        33.9132     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.97347        8.10200                 NaN   7.75956        47.4232       0.826273        33.9155     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.00122        8.07633                 NaN   7.76242        47.4166       0.825705        33.9177     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.04124        8.03904                 NaN   7.76552        47.4092       0.824999        33.9200     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.07713        8.00587                 NaN   7.76873        47.4017       0.824279        33.9223     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.11473        7.97117                 NaN   7.77190        47.3940       0.823552        33.9246     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.14968        7.93914                 NaN   7.77512        47.3863       0.822814        33.9270     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.18676        7.90497                 NaN   7.77835        47.3785       0.822081        33.9293     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.22264        7.87208       0.223388E-005   7.78159        47.3707       0.821331        33.9317     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.25451        7.84323       0.215848E-005   7.78490        47.3627       0.820568        33.9340     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.29391        7.80682       0.207828E-005   7.78819        47.3549       0.819804        33.9364     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.32994        7.77385       0.200706E-005   7.79144        47.3470       0.819034        33.9388     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.36019        7.74678       0.193858E-005   7.79483        47.3388       0.818245        33.9412     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.39724        7.71301       0.186819E-005   7.79820        47.3305       0.817448        33.9436     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.44547        7.66768       0.179816E-005   7.80140        47.3228       0.816695        33.9459     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.46999        7.64644       0.173485E-005   7.80491        47.3145       0.815886        33.9483     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.49729        7.62252       0.167533E-005   7.80832        47.3060       0.815068        33.9508     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.53524        7.58787                 NaN   7.81172        47.2977       0.814258        33.9532     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.56513        7.56137                 NaN   7.81518        47.2892       0.813422        33.9557     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.59380        7.53611                 NaN   7.81867        47.2807       0.812588        33.9581     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.63153        7.50177                 NaN   7.82213        47.2723       0.811738        33.9605     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.65923        7.47757                 NaN   7.82565        47.2636       0.810893        33.9630     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.68637        7.45405                 NaN   7.82920        47.2548       0.810027        33.9655     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.72233        7.42134                 NaN   7.83256        47.2467       0.809202        33.9679     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.75179        7.39576                 NaN   7.83622        47.2375       0.808295        33.9705     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.77386        7.37743                 NaN   7.83976        47.2285       0.807410        33.9730     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.80857        7.34632                 NaN   7.84334        47.2197       0.806530        33.9755     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.83300        7.32573                 NaN   7.84697        47.2106       0.805615        33.9781     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.85947        7.30315                 NaN   7.85057        47.2014       0.804711        33.9807     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.89584        7.27043                 NaN   7.85431        47.1923       0.803820        33.9833     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.91974        7.25045                 NaN   7.85790        47.1832       0.802908        33.9858     
