|6.6.6
Archiving\03_Data\frac/QFM_m5/EETA/EETA_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1543.86        2500.00        98.9532                 NaN            NaN            NaN            NaN            NaN   1.04678                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.7941                 NaN            NaN            NaN            NaN            NaN  0.356782       0.849105                 NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.6939                 NaN            NaN            NaN            NaN            NaN  0.670861E-001   1.23902                 NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.6906                 NaN            NaN            NaN            NaN            NaN            NaN   1.30935                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.6852                 NaN            NaN            NaN            NaN            NaN            NaN   1.31480                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.6835                 NaN            NaN            NaN            NaN            NaN            NaN   1.31646                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.6755                 NaN            NaN            NaN            NaN            NaN            NaN   1.32453                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.6653                 NaN            NaN            NaN            NaN            NaN            NaN   1.33474                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.6432                 NaN            NaN            NaN            NaN            NaN            NaN   1.35683                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.6188                 NaN            NaN            NaN            NaN            NaN            NaN   1.38116                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.5862                 NaN            NaN            NaN            NaN            NaN            NaN   1.41375                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.8423                 NaN            NaN            NaN            NaN            NaN            NaN   1.38235       0.775381                 NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.8715                 NaN            NaN            NaN            NaN            NaN            NaN   1.37496       0.753570                 NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.9051                 NaN            NaN            NaN            NaN            NaN            NaN   1.35260       0.742305                 NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        97.9525                 NaN            NaN            NaN            NaN            NaN            NaN   1.32002       0.727456                 NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        97.9611                 NaN            NaN  0.142560E-001            NaN            NaN            NaN  0.692905        1.33176                 NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        97.9517                 NaN            NaN  0.423432E-001            NaN            NaN            NaN   1.36985       0.636132                 NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        97.9916                 NaN            NaN  0.406123E-001            NaN            NaN            NaN  0.626947        1.34084                 NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.0302                 NaN            NaN  0.389505E-001            NaN            NaN            NaN   1.31163       0.619226                 NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.0667                 NaN            NaN  0.372748E-001            NaN            NaN            NaN   1.28415       0.611887                 NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.1025                 NaN            NaN  0.356360E-001            NaN            NaN            NaN   1.25760       0.604240                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.1380                 NaN            NaN  0.341246E-001            NaN            NaN            NaN  0.595570        1.23235                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.1705                 NaN            NaN  0.326178E-001            NaN            NaN            NaN   1.21041       0.586519                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2049                 NaN            NaN  0.309945E-001            NaN            NaN            NaN   1.18404       0.580020                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.2355                 NaN            NaN  0.296210E-001            NaN            NaN            NaN   1.16347       0.571428                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.2661                 NaN            NaN  0.282313E-001            NaN            NaN            NaN  0.565461        1.14018                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.2955                 NaN            NaN  0.267974E-001            NaN            NaN            NaN  0.557647        1.12005                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3246                 NaN            NaN  0.254847E-001            NaN            NaN            NaN  0.551215        1.09872                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.3509                 NaN            NaN  0.241152E-001            NaN            NaN            NaN  0.545177        1.07981                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.3806                 NaN            NaN  0.228920E-001            NaN            NaN            NaN   1.06006       0.536440                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.4055                 NaN            NaN  0.215999E-001            NaN            NaN            NaN  0.529387        1.04356                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.4316                 NaN            NaN  0.204389E-001            NaN            NaN            NaN   1.02519       0.522822                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.4559                 NaN            NaN  0.193314E-001            NaN            NaN            NaN   1.00887       0.515913                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4802                 NaN            NaN  0.181243E-001            NaN            NaN            NaN  0.992446       0.509242                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5036                 NaN            NaN  0.168912E-001            NaN            NaN            NaN  0.976636       0.502858                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5267                 NaN            NaN  0.158312E-001            NaN            NaN            NaN  0.495554       0.961918                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5480                 NaN            NaN  0.147978E-001            NaN            NaN            NaN  0.947082       0.490086                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5695                 NaN            NaN  0.135712E-001            NaN            NaN            NaN  0.483520       0.933449                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        96.8693                 NaN            NaN  0.985128E-001            NaN            NaN            NaN   1.06232        1.22829                 NaN  0.741586                 NaN            NaN            NaN
  1446.12        2500.00        95.5121                 NaN            NaN  0.167095                 NaN            NaN            NaN   1.52371        1.43982                 NaN   1.35727                 NaN            NaN            NaN
  1443.61        2500.00        95.7405                 NaN            NaN  0.156617                 NaN            NaN            NaN   1.37004        1.44369                 NaN   1.28918                 NaN            NaN            NaN
  1441.10        2500.00        95.9473                 NaN            NaN  0.146939                 NaN            NaN            NaN   1.37229        1.30593                 NaN   1.22759                 NaN            NaN            NaN
  1438.60        2500.00        96.1382                 NaN            NaN  0.138174                 NaN            NaN            NaN   1.30686        1.24633                 NaN   1.17047                 NaN            NaN            NaN
  1436.09        2500.00        96.3120                 NaN            NaN  0.130094                 NaN            NaN            NaN   1.19243        1.24718                 NaN   1.11827                 NaN            NaN            NaN
  1433.58        2500.00        96.4730                 NaN            NaN  0.122626                 NaN            NaN            NaN   1.14232        1.19211                 NaN   1.06999                 NaN            NaN            NaN
  1431.08        2500.00        96.6215                 NaN            NaN  0.115786                 NaN            NaN            NaN   1.14155        1.09572                 NaN   1.02542                 NaN            NaN            NaN
  1428.57        2500.00        96.7582                 NaN            NaN  0.109253                 NaN            NaN            NaN   1.05277        1.09559                 NaN  0.984194                 NaN            NaN            NaN
  1426.07        2500.00        96.8880                 NaN            NaN  0.103012                 NaN            NaN            NaN   1.05318        1.01084                 NaN  0.944938                 NaN            NaN            NaN
  1423.56        2500.00        97.0077                 NaN            NaN  0.977922E-001            NaN            NaN            NaN   1.01158       0.973807                 NaN  0.909085                 NaN            NaN            NaN
  1421.05        2500.00        97.1196                 NaN            NaN  0.923834E-001            NaN            NaN            NaN  0.937504       0.975715                 NaN  0.874806                 NaN            NaN            NaN
  1418.55        2500.00        97.2216                 NaN            NaN  0.875302E-001            NaN            NaN            NaN  0.941210       0.905789                 NaN  0.843912                 NaN            NaN            NaN
  1416.04        2500.00        97.3239                 NaN            NaN  0.827269E-001            NaN            NaN            NaN  0.871994       0.908550                 NaN  0.812793                 NaN            NaN            NaN
  1413.53        2500.00        97.4122                 NaN            NaN  0.785745E-001            NaN            NaN            NaN  0.843220       0.879616                 NaN  0.786429                 NaN            NaN            NaN
  1411.03        2500.00        97.5043                 NaN            NaN  0.740991E-001            NaN            NaN            NaN  0.813759       0.850276                 NaN  0.757554                 NaN            NaN            NaN
  1408.52        2500.00        97.5791                 NaN            NaN  0.701542E-001            NaN            NaN            NaN  0.789114       0.826497                 NaN  0.735097                 NaN            NaN            NaN
  1406.02        2500.00        97.6642                 NaN            NaN  0.662048E-001            NaN            NaN            NaN  0.761075       0.799792                 NaN  0.708715                 NaN            NaN            NaN
  1403.51        2500.00        97.7347                 NaN            NaN  0.627281E-001            NaN            NaN            NaN  0.737311       0.778117                 NaN  0.687161                 NaN            NaN            NaN
  1401.00        2500.00        97.8041                 NaN            NaN  0.595793E-001            NaN            NaN            NaN  0.714562       0.755717                 NaN  0.666073                 NaN            NaN            NaN
  1398.50        2500.00        97.8699                 NaN            NaN  0.559544E-001            NaN            NaN            NaN  0.692258       0.736333                 NaN  0.645531                 NaN            NaN            NaN
  1395.99        2500.00        97.9325                 NaN            NaN  0.526657E-001            NaN            NaN            NaN  0.670908       0.717735                 NaN  0.626170                 NaN            NaN            NaN
  1393.48        2500.00        97.9920                 NaN            NaN  0.497071E-001            NaN            NaN            NaN  0.699848       0.650753                 NaN  0.607717                 NaN            NaN            NaN
  1390.98        2500.00        98.0487                 NaN            NaN  0.467370E-001            NaN            NaN            NaN  0.683178       0.631239                 NaN  0.590132                 NaN            NaN            NaN
  1388.47        2500.00        98.1029                 NaN            NaN  0.439258E-001            NaN            NaN            NaN  0.667406       0.612356                 NaN  0.573392                 NaN            NaN            NaN
  1385.96        2500.00        98.1541                 NaN            NaN  0.411957E-001            NaN            NaN            NaN  0.594687       0.652514                 NaN  0.557455                 NaN            NaN            NaN
  1383.46        2500.00        98.2035                 NaN            NaN  0.385209E-001            NaN            NaN            NaN  0.577472       0.638515                 NaN  0.541978                 NaN            NaN            NaN
  1380.95        2500.00        98.2503                 NaN            NaN  0.358418E-001            NaN            NaN            NaN  0.560849       0.625787                 NaN  0.527264                 NaN            NaN            NaN
  1378.45        2500.00        98.2954                 NaN            NaN  0.333090E-001            NaN            NaN            NaN  0.544374       0.613764                 NaN  0.513175                 NaN            NaN            NaN
  1375.94        2500.00        19.3647        72.7021                 NaN  0.150918                 NaN            NaN            NaN   3.47905        1.88206                 NaN   2.42122                 NaN            NaN            NaN
  1373.43        2500.00        39.2854        53.8883                 NaN  0.133796                 NaN            NaN            NaN   1.56600        3.04106                 NaN   2.08539                 NaN            NaN            NaN
  1370.93        2500.00        55.4196        39.7378                 NaN  0.145201                 NaN            NaN            NaN   1.23385        1.96673                 NaN   1.49682                 NaN            NaN            NaN
  1368.42        2500.00        64.9392        32.5404                 NaN  0.829321E-001            NaN            NaN            NaN  0.665140       0.989598                 NaN  0.782688                 NaN            NaN            NaN
  1365.91        2500.00        70.0970        28.4934                 NaN  0.444680E-001            NaN            NaN            NaN  0.373399       0.554462                 NaN  0.437313                 NaN            NaN            NaN
  1363.41        2500.00        73.2553        25.7969                 NaN  0.282075E-001            NaN            NaN            NaN  0.375023       0.251268                 NaN  0.293355                 NaN            NaN            NaN
  1360.90        2500.00        99.2939                 NaN            NaN  0.196473E-001            NaN            NaN            NaN  0.187024       0.281554                 NaN  0.217843                 NaN            NaN            NaN
  1358.40        2500.00        99.4401                 NaN            NaN  0.144404E-001            NaN            NaN            NaN  0.225097       0.148241                 NaN  0.172085                 NaN            NaN            NaN
  1355.89        2500.00        99.5365                 NaN            NaN  0.110247E-001            NaN            NaN            NaN  0.123011       0.187620                 NaN  0.141856                 NaN            NaN            NaN
  1353.38        2500.00        99.6050                 NaN            NaN  0.846380E-002            NaN            NaN            NaN  0.104325       0.161941                 NaN  0.120315                 NaN            NaN            NaN
  1350.88        2500.00        99.6508                 NaN            NaN  0.670882E-002            NaN            NaN            NaN  0.911424E-001  0.145309                 NaN  0.105991                 NaN            NaN            NaN
  1348.37        2500.00        99.6940                 NaN            NaN  0.510975E-002            NaN            NaN            NaN  0.811111E-001  0.127688                 NaN  0.920910E-001            NaN            NaN            NaN
  1345.86        2500.00        99.7199                 NaN            NaN  0.407990E-002            NaN            NaN            NaN  0.734795E-001  0.118520                 NaN  0.839889E-001            NaN            NaN            NaN
  1343.36        2500.00        99.7427                 NaN            NaN  0.314430E-002            NaN            NaN            NaN  0.674774E-001  0.109963                 NaN  0.767161E-001            NaN            NaN            NaN
  1340.85        2500.00        99.7606                 NaN            NaN  0.237134E-002            NaN            NaN            NaN  0.626497E-001  0.103377                 NaN  0.709915E-001            NaN            NaN            NaN
  1338.35        2500.00        99.7754                 NaN            NaN  0.169213E-002            NaN            NaN            NaN  0.587899E-001  0.978788E-001            NaN  0.662066E-001            NaN            NaN            NaN
  1335.84        2500.00        99.7870                 NaN            NaN  0.111510E-002            NaN            NaN            NaN  0.558336E-001  0.936038E-001            NaN  0.624293E-001            NaN            NaN            NaN
  1333.33        2500.00        99.7964                 NaN            NaN  0.576896E-003            NaN            NaN            NaN  0.532689E-001  0.904216E-001            NaN  0.593632E-001            NaN            NaN            NaN
  1330.83        2500.00        99.8039                 NaN            NaN  0.107573E-003            NaN            NaN            NaN  0.516276E-001  0.875587E-001            NaN  0.568340E-001            NaN            NaN            NaN
  1328.32        2500.00        99.8087                 NaN            NaN  0.104289E-002            NaN            NaN            NaN  0.526721E-001  0.820332E-001            NaN  0.555829E-001            NaN            NaN            NaN
  1325.81        2500.00        99.8133                 NaN            NaN            NaN            NaN            NaN            NaN  0.823063E-001  0.505468E-001            NaN  0.538010E-001            NaN            NaN            NaN
  1323.31        2500.00        99.8157                 NaN            NaN            NaN            NaN            NaN            NaN  0.801435E-001  0.512271E-001            NaN  0.529021E-001            NaN            NaN            NaN
  1320.80        2500.00        99.8178                 NaN            NaN            NaN            NaN            NaN            NaN  0.778916E-001  0.522000E-001            NaN  0.520992E-001            NaN            NaN            NaN
  1318.30        2500.00        99.8176                 NaN            NaN            NaN            NaN            NaN            NaN  0.533461E-001  0.769568E-001            NaN  0.521200E-001            NaN            NaN            NaN
  1315.79        2500.00        99.8159                 NaN            NaN            NaN            NaN            NaN            NaN  0.760812E-001  0.556447E-001            NaN  0.524148E-001            NaN            NaN            NaN
  1313.28        2500.00        99.8129                 NaN            NaN            NaN            NaN            NaN            NaN  0.758277E-001  0.580797E-001            NaN  0.531663E-001            NaN            NaN            NaN
  1310.78        2500.00        96.4834                 NaN            NaN  0.212948E-001            NaN            NaN            NaN  0.239559       0.682463                 NaN  0.432056        2.14126                 NaN            NaN
  1308.27        2500.00        97.7280                 NaN            NaN  0.176522E-001            NaN            NaN            NaN  0.159039       0.420982                 NaN  0.276145        1.39819                 NaN            NaN
  1305.76        2500.00        98.8918                 NaN            NaN  0.622911E-002            NaN            NaN            NaN  0.656791E-001  0.222455                 NaN  0.136834       0.677052                 NaN            NaN
  1303.26        2500.00        99.3356                 NaN            NaN  0.301524E-002            NaN            NaN            NaN  0.112627       0.758444E-001            NaN  0.835872E-001  0.389319                 NaN            NaN
  1300.75        2500.00        98.6213                 NaN            NaN            NaN            NaN            NaN            NaN  0.384837                 NaN            NaN  0.220562       0.773299                 NaN            NaN
  1298.25        2500.00        98.7479                 NaN            NaN            NaN            NaN            NaN            NaN  0.359488                 NaN            NaN  0.212237       0.680343                 NaN            NaN
  1295.74        2500.00        98.6388                 NaN            NaN            NaN            NaN            NaN            NaN  0.400929                 NaN            NaN  0.241119       0.719111                 NaN            NaN
  1293.23        2500.00        97.9143                 NaN            NaN            NaN            NaN            NaN            NaN  0.631941                 NaN            NaN  0.382727        1.07104                 NaN            NaN
  1290.73        2500.00        87.5396                 NaN            NaN            NaN            NaN            NaN            NaN   3.79506                 NaN            NaN   2.33473        6.16829       0.162308                 NaN
  1288.22        2500.00        95.1233                 NaN            NaN            NaN            NaN            NaN            NaN   1.51527                 NaN            NaN  0.869708        2.48843       0.331485E-002            NaN
  1285.71        2500.00        97.7910                 NaN            NaN            NaN            NaN            NaN            NaN  0.575432                 NaN            NaN  0.271708        1.21582       0.145994                 NaN
  1283.21        2500.00        97.1211                 NaN            NaN            NaN            NaN            NaN            NaN  0.812012                 NaN            NaN  0.345292        1.53124       0.190393                 NaN
  1280.70        2500.00        64.2001        31.5523                 NaN            NaN            NaN            NaN            NaN   1.27049                 NaN            NaN  0.497632        2.19700       0.282458                 NaN
  1278.20        2500.00        39.9097        47.7055                 NaN            NaN            NaN            NaN            NaN   4.01554                 NaN            NaN   1.40694        6.14547       0.816893                 NaN
  1275.69        2500.00        77.9598                 NaN            NaN            NaN            NaN            NaN            NaN   7.09026                 NaN            NaN   2.48721        11.0274        1.43526                 NaN
  1273.18        2500.00        95.3643                 NaN            NaN            NaN            NaN            NaN            NaN   1.00380                 NaN            NaN  0.539396        2.78720       0.305327                 NaN
  1270.68        2500.00        95.6486                 NaN            NaN            NaN            NaN            NaN            NaN  0.939975                 NaN            NaN  0.505220        2.62312       0.283040                 NaN
  1268.17        2500.00        95.9113                 NaN            NaN            NaN            NaN            NaN            NaN  0.881825                 NaN            NaN  0.473240        2.47140       0.262258                 NaN
  1265.66        2500.00        96.1463                 NaN            NaN            NaN            NaN            NaN            NaN  0.828591                 NaN            NaN  0.444233        2.33719       0.243656                 NaN
  1263.16        2500.00        96.3650                 NaN            NaN            NaN            NaN            NaN            NaN  0.779057                 NaN            NaN  0.416963        2.21258       0.226417                 NaN
  1260.65        2500.00        76.0447                 NaN            NaN            NaN            NaN            NaN            NaN   2.84686                 NaN            NaN   2.04469        10.9716       0.759352        7.33277     
  1258.15        2500.00        75.0836                 NaN            NaN            NaN            NaN            NaN            NaN   2.99209                 NaN            NaN   2.10989        11.2065       0.724173        7.88383     
  1255.64        2500.00        78.3250                 NaN            NaN            NaN            NaN            NaN            NaN   2.70112                 NaN            NaN   1.84200        9.67682       0.594265        6.86083     
  1253.13        2500.00        80.5879                 NaN            NaN            NaN            NaN            NaN            NaN   2.50824                 NaN            NaN   1.65928        8.60142       0.500405        6.14274     
  1250.63        2500.00        76.3207                 NaN            NaN  0.368567E-003            NaN            NaN            NaN   3.14982                 NaN            NaN   2.05711        10.2882       0.572230        7.61154     
  1248.12        2500.00        88.4459                 NaN            NaN  0.859850E-001            NaN            NaN            NaN   1.60477                 NaN            NaN  0.962716        5.09860       0.241092        3.56095     
  1245.61        2500.00        76.6531                 NaN            NaN  0.396450                 NaN            NaN            NaN   2.42081                 NaN            NaN   2.12468        10.2669       0.471287        7.66671     
  1243.11        2500.00        84.9594                 NaN            NaN  0.614150E-001            NaN            NaN            NaN   2.25035                 NaN            NaN   1.24406        6.21891       0.274242        4.99167     
  1240.60        2500.00        84.7648                 NaN            NaN  0.161308                 NaN            NaN            NaN   1.89548                 NaN            NaN   1.30877        6.72224       0.292907        4.85451     
  1238.10        2500.00        85.6070                 NaN            NaN  0.141263                 NaN            NaN            NaN   1.78854                 NaN            NaN   1.22418        6.33653       0.269877        4.63257     
  1235.59        2500.00        76.7716                 NaN            NaN  0.248762                 NaN            NaN            NaN   2.68435                 NaN            NaN   1.91939        10.3261       0.406067        7.64370     
  1233.08        2500.00                 NaN            NaN            NaN   1.21128                 NaN            NaN            NaN   10.1198                 NaN            NaN   7.72135        45.6003        1.62247        33.7247     
  1230.58        2500.00                 NaN            NaN            NaN   1.20220                 NaN            NaN            NaN   10.1425                 NaN            NaN   7.72268        45.5961        1.62214        33.7143     
  1228.07        2500.00                 NaN            NaN            NaN   1.41417                 NaN            NaN            NaN   9.52618       0.754037E-005            NaN   7.68786        45.7852        1.65214        33.9344     
  1225.56        2500.00                 NaN            NaN            NaN   1.12518                 NaN            NaN            NaN   10.3563                 NaN            NaN   7.73715        45.5386        1.61175        33.6311     
  1223.06        2500.00                 NaN            NaN            NaN   1.08060                 NaN            NaN            NaN   10.4800                 NaN            NaN   7.74565        45.5054        1.60554        33.5828     
  1220.55        2500.00                 NaN            NaN            NaN   1.03103                 NaN            NaN            NaN   10.6174                 NaN            NaN   7.75517        45.4689        1.59856        33.5290     
  1218.05        2500.00                 NaN            NaN            NaN  0.975373                 NaN            NaN            NaN   10.7714                 NaN            NaN   7.76591        45.4283        1.59064        33.4685     
  1215.54        2500.00                 NaN            NaN            NaN  0.912180                 NaN            NaN            NaN   10.9458                 NaN            NaN   7.77816        45.3826        1.58155        33.3996     
  1213.03        2500.00                 NaN            NaN            NaN  0.839404                 NaN            NaN            NaN   11.1464                 NaN            NaN   7.79229        45.3308        1.57099        33.3202     
  1210.53        2500.00                 NaN            NaN            NaN  0.754158                 NaN            NaN            NaN   11.3807                 NaN            NaN   7.80884        45.2708        1.55854        33.2270     
  1208.02        2500.00                 NaN            NaN            NaN  0.652087                 NaN            NaN            NaN   11.6605                 NaN            NaN   7.82857        45.2001        1.54357        33.1151     
  1205.51        2500.00                 NaN            NaN            NaN  0.526337                 NaN            NaN            NaN   12.0042                 NaN            NaN   7.85267        45.1146        1.52510        32.9771     
  1203.01        2500.00                 NaN            NaN            NaN  0.357808                 NaN            NaN            NaN   12.4629                 NaN            NaN   7.88397        45.0026        1.50088        32.7918     
  1200.50        2500.00                 NaN            NaN            NaN  0.107279                 NaN            NaN            NaN   13.1415                 NaN            NaN   7.92811        44.8404        1.46637        32.5164     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.6647        1.77039                 NaN   7.94923        44.7674        1.44931        32.3990     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.80268        4.62436                 NaN   7.94400        44.7801        1.45101        32.3978     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.28868        7.13203                 NaN   7.93582        44.7925        1.45361        32.3973     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.58011        8.83911                 NaN   7.92887        44.7988        1.45547        32.3977     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.47026        9.95071                 NaN   7.92530        44.7991        1.45626        32.3984     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.70129        10.7245                 NaN   7.92572        44.7933        1.45573        32.3995     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.48935        10.9410                 NaN   7.92900        44.7858        1.45446        32.4004     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.55337        10.8799                 NaN   7.93192        44.7804        1.45341        32.4009     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.59649        10.8402                 NaN   7.93519        44.7743        1.45223        32.4016     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.64525        10.7947                 NaN   7.93848        44.7683        1.45103        32.4022     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.69827        10.7450                 NaN   7.94163        44.7623        1.44987        32.4029     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.73597        10.7100                 NaN   7.94457        44.7571        1.44893        32.4034     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.79041        10.6589                 NaN   7.94777        44.7511        1.44774        32.4041     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.83923        10.6134                 NaN   7.95108        44.7450        1.44652        32.4047     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.89035        10.5659                 NaN   7.95435        44.7387        1.44530        32.4054     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.93786        10.5219                 NaN   7.95767        44.7325        1.44406        32.4061     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   2.98826        10.4750                 NaN   7.96100        44.7261        1.44282        32.4068     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.03703        10.4299       0.299909E-005   7.96434        44.7197        1.44155        32.4075     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.08034        10.3902       0.289745E-005   7.96775        44.7132        1.44027        32.4082     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.13385        10.3403       0.278930E-005   7.97114        44.7068        1.43898        32.4089     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.18282        10.2950       0.269328E-005   7.97449        44.7004        1.43768        32.4096     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.22391        10.2578       0.260101E-005   7.97799        44.6936        1.43634        32.4104     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.27423        10.2114       0.250613E-005   7.98146        44.6868        1.43499        32.4111     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.33974        10.1494       0.241166E-005   7.98476        44.6806        1.43372        32.4118     
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.37300        10.1200       0.232644E-005   7.98837        44.6737        1.43235        32.4126     
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.41006        10.0870       0.224629E-005   7.99188        44.6667        1.43096        32.4134     
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.46165        10.0394                 NaN   7.99538        44.6599        1.42959        32.4141     
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.50220        10.0029                 NaN   7.99895        44.6529        1.42817        32.4149     
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.54112        9.96804                 NaN   8.00254        44.6458        1.42676        32.4157     
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.59230        9.92091                 NaN   8.00611        44.6389        1.42531        32.4165     
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.62991        9.88747                 NaN   8.00973        44.6317        1.42388        32.4173     
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.66673        9.85494                 NaN   8.01338        44.6244        1.42241        32.4182     
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.71550        9.81009                 NaN   8.01684        44.6177        1.42101        32.4189     
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.75547        9.77468                 NaN   8.02060        44.6099        1.41947        32.4198     
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.78544        9.74915                 NaN   8.02425        44.6025        1.41796        32.4207     
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.83252        9.70633                 NaN   8.02793        44.5952        1.41646        32.4216     
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.86566        9.67773                 NaN   8.03167        44.5876        1.41491        32.4224     
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.90159        9.64640                 NaN   8.03537        44.5799        1.41337        32.4234     
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.95087        9.60147                 NaN   8.03922        44.5723        1.41185        32.4243     
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.98331        9.57362                 NaN   8.04291        44.5647        1.41030        32.4252     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.01946        9.54210                 NaN   8.04664        44.5570        1.40870        32.4261     
