|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.75/EETA/EETA_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        Sp(TH)         O(HP)          an             San(TH)        ilm            q             
  1212.84        2500.00                 NaN  0.545986E-001   11.5469                 NaN            NaN            NaN            NaN   8.48786        46.2739       0.596154        33.0406     
  1211.68        2500.00                 NaN  0.822245E-001   11.5141                 NaN            NaN            NaN            NaN   8.48369        46.2842       0.596597        33.0392     
  1210.53        2500.00                 NaN  0.464044E-001   11.5477                 NaN            NaN            NaN            NaN   8.48436        46.2854       0.596706        33.0394     
  1209.37        2500.00                 NaN  0.666979E-001   11.5289                 NaN            NaN            NaN            NaN   8.48691        46.2807       0.596395        33.0405     
  1208.21        2500.00                 NaN  0.843807E-001   11.5111                 NaN            NaN            NaN            NaN   8.48902        46.2783       0.596151        33.0410     
  1207.06        2500.00                 NaN  0.877566E-001   11.5072                 NaN            NaN            NaN            NaN   8.48960        46.2777       0.596571        33.0412     
  1205.90        2500.00                 NaN  0.145582        11.4514                 NaN            NaN            NaN            NaN   8.49512        46.2695       0.595553        33.0429     
  1204.74        2500.00                 NaN  0.143235        11.4536                 NaN            NaN            NaN            NaN   8.49588        46.2685       0.595358        33.0434     
  1203.59        2500.00                 NaN  0.556113        11.0444                 NaN            NaN            NaN            NaN   8.47976        46.2780       0.594793        33.0470     
  1202.43        2500.00                 NaN  0.530529        11.0641                 NaN            NaN            NaN            NaN   8.47806        46.2868       0.595448        33.0451     
  1201.27        2500.00                 NaN  0.516405        11.0828                 NaN            NaN            NaN            NaN   8.48602        46.2719       0.594992        33.0480     
  1200.12        2500.00                 NaN  0.526070        11.0731                 NaN            NaN            NaN            NaN   8.48749        46.2698       0.594905        33.0487     
  1198.96        2500.00                 NaN  0.542495        11.0542                 NaN            NaN            NaN            NaN   8.48410        46.2771       0.594482        33.0476     
  1197.80        2500.00                 NaN  0.526585        11.0736                 NaN            NaN            NaN            NaN   8.48903        46.2664       0.594202        33.0503     
  1196.65        2500.00                 NaN   10.3039        1.30195                 NaN            NaN            NaN            NaN   8.48338        46.2651       0.593048        33.0526     
  1195.49        2500.00                 NaN   10.3170        1.29005                 NaN            NaN            NaN            NaN   8.48606        46.2607       0.592660        33.0535     
  1194.33        2500.00                 NaN  0.574722        11.0273                 NaN            NaN            NaN            NaN   8.48918        46.2632       0.593280        33.0522     
  1193.18        2500.00                 NaN  0.411814        11.1939                 NaN            NaN            NaN            NaN   8.49623        46.2518       0.592557        33.0537     
  1192.02        2500.00                 NaN  0.361047        11.2462                 NaN            NaN            NaN            NaN   8.50153        46.2445       0.592394        33.0543     
  1190.86        2500.00                 NaN  0.402810        11.2037                 NaN            NaN            NaN            NaN   8.49998        46.2460       0.592412        33.0551     
  1189.71        2500.00                 NaN  0.401611        11.2046                 NaN            NaN            NaN            NaN   8.50245        46.2439       0.591763        33.0557     
  1188.55        2500.00                 NaN  0.393161        11.2142                 NaN            NaN            NaN            NaN   8.50317        46.2412       0.591644        33.0566     
  1187.39        2500.00                 NaN   10.3206        1.29086                 NaN            NaN            NaN            NaN   8.51650        46.2234       0.589975        33.0586     
  1186.24        2500.00                 NaN   10.4246        1.19384                 NaN            NaN            NaN            NaN   8.50558        46.2237       0.589980        33.0623     
  1185.08        2500.00                 NaN  0.576692        11.0326                 NaN            NaN            NaN            NaN   8.51269        46.2290       0.590170        33.0589     
  1183.92        2500.00                 NaN  0.391254        11.2174                 NaN            NaN            NaN            NaN   8.51130        46.2297       0.590844        33.0595     
  1182.77        2500.00                 NaN  0.223701        11.3851                 NaN            NaN            NaN            NaN   8.52954        46.2122       0.590596        33.0589     
  1181.61        2500.00                 NaN  0.221471        11.3885                 NaN            NaN            NaN            NaN   8.53189        46.2083       0.590121        33.0598     
  1180.45        2500.00                 NaN  0.242279        11.3680                 NaN            NaN            NaN            NaN   8.53324        46.2060       0.590044        33.0604     
  1179.29        2500.00                 NaN  0.218846        11.3930                 NaN            NaN            NaN            NaN   8.53612        46.2011       0.589352        33.0615     
  1178.14        2500.00                 NaN  0.233911        11.3783                 NaN            NaN            NaN            NaN   8.53809        46.1980       0.589216        33.0624     
  1176.98        2500.00                 NaN  0.257582        11.3556                 NaN            NaN            NaN            NaN   8.53881        46.1952       0.589449        33.0633     
  1175.82        2500.00                 NaN  0.235209        11.3788                 NaN            NaN            NaN            NaN   8.54241        46.1911       0.588488        33.0640     
  1174.67        2500.00                 NaN  0.152776        11.4574                 NaN            NaN            NaN            NaN   8.54347        46.1937       0.588229        33.0645     
  1173.51        2500.00                 NaN  0.239257        11.3743                 NaN            NaN            NaN            NaN   8.54483        46.1886       0.588063        33.0650     
  1172.35        2500.00                 NaN  0.224474        11.3894                 NaN            NaN            NaN            NaN   8.54615        46.1865       0.587765        33.0657     
  1171.20        2500.00                 NaN  0.228273        11.3865                 NaN            NaN            NaN            NaN   8.54826        46.1829       0.587452        33.0666     
  1170.04        2500.00                 NaN  0.172773        11.4438                 NaN            NaN            NaN            NaN   8.55191        46.1776       0.586348        33.0676     
  1168.88        2500.00                 NaN  0.188048        11.4282                 NaN            NaN            NaN            NaN   8.55284        46.1763       0.586395        33.0682     
  1167.73        2500.00                 NaN  0.182032        11.4345                 NaN            NaN            NaN            NaN   8.55533        46.1733       0.585957        33.0688     
  1166.57        2500.00                 NaN  0.178706        11.4380                 NaN            NaN            NaN            NaN   8.55727        46.1708       0.585687        33.0695     
  1165.41        2500.00                 NaN  0.245378        11.3719                 NaN            NaN            NaN            NaN   8.55633        46.1693       0.586334        33.0707     
  1164.26        2500.00                 NaN  0.409307        11.2311                 NaN            NaN            NaN            NaN   8.55387        46.1466       0.580412        33.0787     
  1163.10        2500.00                 NaN  0.406888        11.2064                 NaN            NaN            NaN            NaN   8.55559        46.1723       0.585254        33.0736     
  1161.94        2500.00                 NaN  0.102630        11.5210                 NaN            NaN            NaN            NaN   8.56623        46.1514       0.584476        33.0743     
  1160.79        2500.00                 NaN  0.106304        11.5180                 NaN            NaN            NaN            NaN   8.56887        46.1478       0.584321        33.0747     
  1159.63        2500.00                 NaN   8.76304        2.89705                 NaN            NaN            NaN            NaN   8.58405        46.0951       0.575906        33.0849     
  1158.47        2500.00                 NaN   3.37732        8.28453                 NaN            NaN            NaN            NaN   8.58980        46.0882       0.575686        33.0845     
  1157.32        2500.00                 NaN   11.6582                 NaN            NaN            NaN            NaN            NaN   8.58388        46.0963       0.577230        33.0844     
  1156.16        2500.00                 NaN   8.76853        2.88634                 NaN            NaN            NaN            NaN   8.60192        46.0828       0.575906        33.0845     
  1155.00        2500.00                 NaN   9.18236        2.47565                 NaN            NaN            NaN            NaN   8.60343        46.0774       0.574963        33.0862     
  1153.85        2500.00                 NaN   11.6631                 NaN            NaN            NaN            NaN            NaN   8.60192        46.0729       0.573464        33.0886     
  1152.69        2500.00                 NaN   11.0648       0.602223                 NaN            NaN            NaN            NaN   8.59758        46.0723       0.572387        33.0907     
  1151.53        2500.00                 NaN   2.67603        8.96928                 NaN            NaN            NaN            NaN   8.58916        46.1004       0.577783        33.0874     
  1150.38        2500.00                 NaN   2.90896        8.76617                 NaN            NaN            NaN            NaN   8.60899        46.0502       0.572146        33.0935     
  1149.22        2500.00                 NaN   2.59716        9.07850                 NaN            NaN            NaN            NaN   8.60006        46.0495       0.576046        33.0987     
  1148.06        2500.00                 NaN   2.75363        8.90766                 NaN            NaN            NaN            NaN   8.61028        46.0646       0.573548        33.0903     
  1146.91        2500.00                 NaN   3.09996        8.56387                 NaN            NaN            NaN            NaN   8.60897        46.0626       0.573522        33.0911     
  1145.75        2500.00                 NaN   11.6627                 NaN            NaN            NaN            NaN            NaN   8.61239        46.0622       0.571964        33.0908     
  1144.59        2500.00                 NaN   11.6657                 NaN            NaN            NaN            NaN            NaN   8.61150        46.0585       0.571989        33.0923     
  1143.44        2500.00                 NaN   8.77875        2.89398                 NaN            NaN            NaN            NaN   8.62236        46.0415       0.568989        33.0944     
  1142.28        2500.00                 NaN   11.6922                 NaN            NaN            NaN            NaN            NaN   8.63769        46.0037       0.565901        33.1006     
  1141.12        2500.00                 NaN   11.6922                 NaN            NaN            NaN            NaN            NaN   8.63973        46.0012       0.565703        33.1011     
  1139.97        2500.00                 NaN   2.55626        9.13815                 NaN            NaN            NaN            NaN   8.62638        46.0111       0.565390        33.1028     
  1138.81        2500.00                 NaN   2.67648        9.01103                 NaN            NaN            NaN            NaN   8.63122        46.0129       0.566453        33.1019     
  1137.65        2500.00                 NaN   3.63604        8.03095                 NaN            NaN            NaN            NaN   8.62009        46.0410       0.573465        33.0985     
  1136.50        2500.00                 NaN   3.62526        8.04289                 NaN            NaN            NaN            NaN   8.62188        46.0374       0.573132        33.0995     
  1135.34        2500.00                 NaN   3.61451        8.05480                 NaN            NaN            NaN            NaN   8.62365        46.0338       0.572801        33.1004     
  1134.18        2500.00                 NaN   3.60378        8.06668                 NaN            NaN            NaN            NaN   8.62540        46.0303       0.572473        33.1014     
  1133.03        2500.00                 NaN   3.59297        8.07862                 NaN            NaN            NaN            NaN   8.62712        46.0267       0.572146        33.1024     
  1131.87        2500.00                 NaN   3.58217        8.09055                 NaN            NaN            NaN            NaN   8.62881        46.0233       0.571821        33.1034     
  1130.71        2500.00                 NaN   3.57135        8.10249                 NaN            NaN            NaN            NaN   8.63049        46.0198       0.571499        33.1044     
  1129.56        2500.00                 NaN   3.56040        8.11455                 NaN            NaN            NaN            NaN   8.63214        46.0164       0.571177        33.1054     
  1128.40        2500.00                 NaN   3.54962        8.12644                 NaN            NaN            NaN            NaN   8.63377        46.0130       0.570858        33.1063     
  1127.24        2500.00                 NaN   9.58139        2.12288                 NaN            NaN            NaN            NaN   8.64516        45.9654       0.567131        33.1180     
  1126.08        2500.00                 NaN   11.7050                 NaN            NaN            NaN            NaN            NaN   8.66390        45.9534       0.563440        33.1143     
  1124.93        2500.00                 NaN   9.46315        2.24382                 NaN            NaN            NaN            NaN   8.64426        45.9595       0.567838        33.1215     
  1123.77        2500.00                 NaN   9.36867        2.34177                 NaN            NaN            NaN            NaN   8.64618        45.9543       0.566451        33.1227     
  1122.61        2500.00                 NaN   11.7098                 NaN            NaN            NaN            NaN            NaN   8.67212        45.9391       0.561795        33.1172     
  1121.46        2500.00                 NaN   9.60474        2.10616                 NaN            NaN            NaN            NaN   8.65187        45.9475       0.565810        33.1239     
  1120.30        2500.00                 NaN   9.66501        2.04719                 NaN            NaN            NaN            NaN   8.65165        45.9460       0.565634        33.1245     
  1119.14        2500.00                 NaN   11.7157                 NaN            NaN            NaN            NaN            NaN   8.67976        45.9240       0.560110        33.1205     
  1117.99        2500.00                 NaN   11.7174                 NaN            NaN            NaN            NaN            NaN   8.68169        45.9196       0.559698        33.1216     
  1116.83        2500.00                 NaN   9.61068        2.11156                 NaN            NaN            NaN            NaN   8.66024        45.9252       0.563536        33.1288     
  1115.67        2500.00                 NaN   9.57497        2.14464                 NaN            NaN            NaN            NaN   8.65826        45.9285       0.564035        33.1296     
  1114.52        2500.00                 NaN   9.62540        2.09284                 NaN            NaN            NaN            NaN   8.65996        45.9276       0.564101        33.1301     
  1113.36        2500.00                 NaN   9.55282        2.16785                 NaN            NaN            NaN            NaN   8.65785        45.9255       0.564205        33.1318     
  1112.20        2500.00                 NaN   9.46004        2.25635                 NaN            NaN            NaN            NaN   8.65616        45.9305       0.565252        33.1317     
  1111.05        2500.00                 NaN   9.57218        2.14850                 NaN            NaN            NaN            NaN   8.66398        45.9191       0.563197        33.1330     
  1109.89        2500.00                 NaN   6.37346        5.35646                 NaN            NaN            NaN            NaN   8.69786        45.8876       0.555848        33.1288     
  1108.73        2500.00                 NaN   8.44942        3.28702                 NaN            NaN            NaN            NaN   8.66556        45.9003       0.560818        33.1369     
  1107.58        2500.00                 NaN   3.07209        8.63557                 NaN            NaN            NaN            NaN   8.66703        45.9358       0.562539        33.1270     
  1106.42        2500.00                 NaN   3.27429        8.42277                 NaN            NaN            NaN            NaN   8.66281        45.9505       0.564710        33.1249     
  1105.26        2500.00                 NaN   4.57361        7.10384                 NaN            NaN            NaN            NaN   8.63099        45.9952       0.572028        33.1243     
  1104.11        2500.00                 NaN   4.51599        7.16436                 NaN            NaN            NaN            NaN   8.63153        45.9905       0.571772        33.1259     
  1102.95        2500.00                 NaN   2.99106        8.72125                 NaN            NaN            NaN            NaN   8.67318        45.9224       0.561141        33.1310     
  1101.79        2500.00                 NaN   11.7731                 NaN            NaN            NaN            NaN            NaN   8.75037        45.7954       0.541132        33.1400     
  1100.64        2500.00                 NaN   2.81586        8.90141                 NaN            NaN            NaN            NaN   8.67960        45.9103       0.559590        33.1333     
  1099.48        2500.00                 NaN   10.4961        1.24037                 NaN            NaN            NaN            NaN   8.72218        45.8521       0.552475        33.1368     
  1098.32        2500.00                 NaN   2.57243        9.14274                 NaN            NaN            NaN            NaN   8.68763        45.9051       0.558968        33.1331     
  1097.17        2500.00                 NaN   2.29702        9.42413                 NaN            NaN            NaN            NaN   8.69559        45.8914       0.557113        33.1348     
  1096.01        2500.00                 NaN   4.45327        7.22840                 NaN            NaN            NaN            NaN   8.63839        45.9787       0.570269        33.1310     
  1094.85        2500.00                 NaN   4.51856        7.16289                 NaN            NaN            NaN            NaN   8.63787        45.9787       0.570136        33.1318     
  1093.70        2500.00                 NaN   4.31233        7.37617                 NaN            NaN            NaN            NaN   8.64355        45.9652       0.568529        33.1342     
  1092.54        2500.00                 NaN   10.5750        1.17209                 NaN            NaN            NaN            NaN   8.74437        45.8234       0.546527        33.1386     
  1091.38        2500.00                 NaN   10.5052        1.24881                 NaN            NaN            NaN            NaN   8.75193        45.8087       0.544714        33.1406     
  1090.23        2500.00                 NaN   10.4189        1.34276                 NaN            NaN            NaN            NaN   8.76017        45.7927       0.542729        33.1428     
  1089.07        2500.00                 NaN   10.7854       0.993207                 NaN            NaN            NaN            NaN   8.77412        45.7625       0.538195        33.1466     
  1087.91        2500.00                 NaN   11.1119       0.676614                 NaN            NaN            NaN            NaN   8.78555        45.7395       0.535854        33.1506     
  1086.76        2500.00                 NaN   8.48223        3.31920       0.500539E-003            NaN            NaN            NaN   8.78906        45.7214       0.533082        33.1546     
  1085.60        2500.00                 NaN   11.8139       0.385396E-005            NaN            NaN            NaN            NaN   8.80192        45.6971       0.529837        33.1573     
  1084.44        2500.00                 NaN   11.8129                 NaN            NaN            NaN            NaN            NaN   8.80173        45.6974       0.530016        33.1579     
  1083.29        2500.00                 NaN   8.59147        3.22000                 NaN            NaN            NaN            NaN   8.80001        45.6993       0.530490        33.1587     
  1082.13        2500.00                 NaN   11.8192                 NaN            NaN            NaN            NaN            NaN   8.80891        45.6831       0.528268        33.1606     
  1080.97        2500.00                 NaN   11.8212                 NaN            NaN            NaN            NaN            NaN   8.81173        45.6779       0.527581        33.1616     
  1079.82        2500.00                 NaN   11.8279                 NaN            NaN            NaN            NaN            NaN   8.81854        45.6643       0.525826        33.1635     
  1078.66        2500.00                 NaN   11.8270                 NaN            NaN            NaN            NaN            NaN   8.82002        45.6636       0.525635        33.1637     
  1077.50        2500.00                 NaN   10.9999       0.802662                 NaN            NaN            NaN            NaN   8.80273        45.7053       0.531428        33.1580     
  1076.34        2500.00                 NaN   11.8205                 NaN            NaN            NaN            NaN            NaN   8.81819        45.6702       0.527497        33.1637     
  1075.19        2500.00                 NaN   1.06272        10.7458                 NaN            NaN            NaN            NaN   8.80846        45.6924       0.530588        33.1601     
  1074.03        2500.00                 NaN   2.01512       0.752681        9.04164                 NaN            NaN            NaN   8.81275        45.6839       0.530457        33.1635     
  1072.87        2500.00                 NaN   11.8184                 NaN            NaN            NaN            NaN            NaN   8.82345        45.6644       0.527314        33.1664     
  1071.72        2500.00                 NaN  0.100644        11.7354                 NaN            NaN            NaN            NaN   8.83384        45.6381       0.522495        33.1695     
  1070.56        2500.00                 NaN   1.92415        9.88480                 NaN            NaN            NaN            NaN   8.81068        45.6808       0.531727        33.1679     
  1069.40        2500.00                 NaN   10.4670        1.34769                 NaN            NaN            NaN            NaN   8.81831        45.6689       0.529551        33.1686     
  1068.25        2500.00                 NaN  0.209481        11.6441                 NaN            NaN            NaN            NaN   8.85003        45.6024       0.518415        33.1755     
  1067.09        2500.00                 NaN   11.2357       0.601519                 NaN            NaN            NaN            NaN   8.83549        45.6277       0.524467        33.1751     
  1065.93        2500.00                 NaN   11.7750       0.872094E-001            NaN            NaN            NaN            NaN   8.85823        45.5849       0.516029        33.1786     
  1064.78        2500.00                 NaN  0.657471        11.1876                 NaN            NaN            NaN            NaN   8.85017        45.6064       0.520815        33.1776     
  1063.62        2500.00                 NaN   8.84156        2.96557                 NaN            NaN            NaN            NaN   8.81425        45.6728       0.532575        33.1733     
  1062.46        2500.00                 NaN   10.6389        1.19130                 NaN            NaN            NaN            NaN   8.83675        45.6309       0.525492        33.1767     
  1061.31        2500.00                 NaN   8.80119        3.00581                 NaN            NaN            NaN            NaN   8.81474        45.6709       0.532506        33.1749     
  1060.15        2500.00                 NaN   9.68020        2.14502                 NaN            NaN            NaN            NaN   8.83246        45.6373       0.527024        33.1780     
  1058.99        2500.00                 NaN   9.60943        2.21614                 NaN            NaN            NaN            NaN   8.83312        45.6354       0.526940        33.1789     
  1057.84        2500.00                 NaN   9.54288        2.28297                 NaN            NaN            NaN            NaN   8.83371        45.6337       0.526867        33.1799     
  1056.68        2500.00                 NaN   9.48025        2.34582                 NaN            NaN            NaN            NaN   8.83426        45.6321       0.526804        33.1808     
  1055.52        2500.00                 NaN   9.42128        2.40497                 NaN            NaN            NaN            NaN   8.83475        45.6306       0.526751        33.1816     
  1054.37        2500.00                 NaN   9.36565        2.46071                 NaN            NaN            NaN            NaN   8.83519        45.6292       0.526707        33.1825     
  1053.21        2500.00                 NaN   9.31317        2.51326                 NaN            NaN            NaN            NaN   8.83559        45.6280       0.526671        33.1834     
  1052.05        2500.00                 NaN   9.22349        2.61100                 NaN            NaN            NaN            NaN   8.84542        45.6098       0.524565        33.1857     
  1050.90        2500.00                 NaN   9.17665        2.65798                 NaN            NaN            NaN            NaN   8.84593        45.6084       0.524500        33.1865     
  1049.74        2500.00                 NaN   9.13233        2.70240                 NaN            NaN            NaN            NaN   8.84640        45.6071       0.524443        33.1874     
  1048.58        2500.00                 NaN   9.09038        2.74441                 NaN            NaN            NaN            NaN   8.84683        45.6058       0.524394        33.1882     
  1047.43        2500.00                 NaN   9.05064        2.78417                 NaN            NaN            NaN            NaN   8.84721        45.6046       0.524352        33.1890     
  1046.27        2500.00                 NaN   9.01292        2.82188                 NaN            NaN            NaN            NaN   8.84756        45.6035       0.524317        33.1898     
  1045.11        2500.00                 NaN   8.97732        2.85744                 NaN            NaN            NaN            NaN   8.84788        45.6025       0.524286        33.1906     
  1043.96        2500.00                 NaN   8.94337        2.89131                 NaN            NaN            NaN            NaN   8.84816        45.6015       0.524263        33.1914     
  1042.80        2500.00                 NaN   8.86531        2.97860                 NaN            NaN            NaN            NaN   8.85925        45.5811       0.521823        33.1939     
  1041.64        2500.00                 NaN   8.83462        3.00930                 NaN            NaN            NaN            NaN   8.85964        45.5800       0.521771        33.1947     
  1040.49        2500.00                 NaN   10.0578        1.83634                 NaN            NaN            NaN            NaN   8.90016        45.4939       0.507555        33.2043     
  1039.33        2500.00                 NaN   8.77257        3.07105                 NaN            NaN            NaN            NaN   8.86013        45.5783       0.521746        33.1962     
  1038.17        2500.00                 NaN   10.0089        1.88925                 NaN            NaN            NaN            NaN   8.90481        45.4838       0.506514        33.2068     
  1037.02        2500.00                 NaN   1.94351        9.95906                 NaN            NaN            NaN            NaN   8.90894        45.4744       0.505551        33.2085     
  1035.86        2500.00                 NaN   1.99596        9.91032                 NaN            NaN            NaN            NaN   8.91250        45.4664       0.504720        33.2101     
  1034.70        2500.00                 NaN   2.04696        9.86252                 NaN            NaN            NaN            NaN   8.91567        45.4594       0.503979        33.2115     
  1033.55        2500.00                 NaN   2.11532        9.79799                 NaN            NaN            NaN            NaN   8.91936        45.4512       0.503102        33.2131     
  1032.39        2500.00                 NaN   9.56069        2.33663                 NaN            NaN            NaN            NaN   8.90910        45.4756       0.507407        33.2106     
  1031.23        2500.00                 NaN   9.52135        2.37719                 NaN            NaN            NaN            NaN   8.91079        45.4719       0.507055        33.2117     
  1030.08        2500.00                 NaN   9.47876        2.42096                 NaN            NaN            NaN            NaN   8.91245        45.4684       0.506712        33.2127     
  1028.92        2500.00                 NaN   10.1795        1.74483                 NaN            NaN            NaN            NaN   8.93229        45.4256       0.499519        33.2183     
  1027.76        2500.00                 NaN   9.80646        2.11282                 NaN            NaN            NaN            NaN   8.92226        45.4358       0.503188        33.2194     
  1026.61        2500.00                 NaN   9.90803        2.01301                 NaN            NaN            NaN            NaN   8.93210        45.4260       0.500002        33.2209     
  1025.45        2500.00                 NaN   2.09141        9.84072                 NaN            NaN            NaN            NaN   8.93910        45.4079       0.497599        33.2233     
  1024.29        2500.00                 NaN   9.79456        2.11674                 NaN            NaN            NaN            NaN   8.92064        45.4394       0.506350        33.2223     
  1023.13        2500.00                 NaN   10.1088        1.81142                 NaN            NaN            NaN            NaN   8.93504        45.4241       0.499159        33.2215     
  1021.98        2500.00                 NaN   2.14668        9.78144                 NaN            NaN            NaN            NaN   8.93845        45.4097       0.498890        33.2249     
  1020.82        2500.00                 NaN   10.1282        1.81105                 NaN            NaN            NaN            NaN   8.95039        45.3879       0.495356        33.2270     
  1019.66        2500.00                 NaN   9.80790        2.12572                 NaN            NaN            NaN            NaN   8.94501        45.3970       0.497189        33.2272     
  1018.51        2500.00                 NaN   2.10858        9.83169                 NaN            NaN            NaN            NaN   8.95023        45.3841       0.495596        33.2298     
  1017.35        2500.00                 NaN   9.73564        2.20016                 NaN            NaN            NaN            NaN   8.94994        45.3880       0.496664        33.2296     
  1016.19        2500.00                 NaN   2.12064        9.82180                 NaN            NaN            NaN            NaN   8.95318        45.3765       0.495545        33.2324     
  1015.04        2500.00                 NaN   2.23624        9.68473                 NaN            NaN            NaN            NaN   8.92570        45.4182       0.504714        33.2304     
  1013.88        2500.00                 NaN   9.52080        2.39746                 NaN            NaN            NaN            NaN   8.93627        45.4147       0.502242        33.2286     
  1012.72        2500.00                 NaN   2.20417        9.73655                 NaN            NaN            NaN            NaN   8.94642        45.3815       0.497579        33.2338     
  1011.57        2500.00                 NaN   2.24528        9.69995                 NaN            NaN            NaN            NaN   8.94982        45.3728       0.496499        33.2357     
  1010.41        2500.00                 NaN   9.43988        2.46399                 NaN            NaN            NaN            NaN   8.91958        45.4445       0.505042        33.2270     
  1009.25        2500.00                 NaN   9.66489        2.29007                 NaN            NaN            NaN            NaN   8.96676        45.3470       0.491991        33.2393     
  1008.10        2500.00                 NaN   2.28789        9.66724                 NaN            NaN            NaN            NaN   8.96913        45.3434       0.491772        33.2406     
  1006.94        2500.00                 NaN   9.65702        2.30036                 NaN            NaN            NaN            NaN   8.97162        45.3379       0.491199        33.2419     
  1005.78        2500.00                 NaN   9.64714        2.31254                 NaN            NaN            NaN            NaN   8.97413        45.3323       0.490621        33.2432     
  1004.63        2500.00                 NaN   9.63814        2.32386                 NaN            NaN            NaN            NaN   8.97667        45.3267       0.490033        33.2446     
  1003.47        2500.00                 NaN   9.68465        2.28526                 NaN            NaN            NaN            NaN   8.98287        45.3120       0.488179        33.2471     
  1002.31        2500.00                 NaN   9.67737        2.29517                 NaN            NaN            NaN            NaN   8.98575        45.3057       0.487504        33.2485     
  1001.16        2500.00                 NaN   2.32479        9.64922                 NaN            NaN            NaN            NaN   8.98747        45.3017       0.487178        33.2497     
  1000.00        2500.00                 NaN   2.34332        9.63299                 NaN            NaN            NaN            NaN   8.98999        45.2961       0.486600        33.2510     
