|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.75/EETA/EETA_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        Sp(TH)         O(HP)          an             San(TH)        ilm            q             
  1211.68        2500.00                 NaN  0.108789        15.5060                 NaN            NaN            NaN            NaN   8.62275        43.3508        1.03910        31.3725     
  1210.53        2500.00                 NaN  0.613978E-001   15.5515                 NaN            NaN            NaN            NaN   8.62343        43.3523        1.03931        31.3720     
  1209.37        2500.00                 NaN  0.882502E-001   15.5263                 NaN            NaN            NaN            NaN   8.62604        43.3483        1.03878        31.3723     
  1208.21        2500.00                 NaN  0.111650        15.5030                 NaN            NaN            NaN            NaN   8.62821        43.3466        1.03838        31.3721     
  1207.06        2500.00                 NaN  0.116121        15.4967                 NaN            NaN            NaN            NaN   8.62892        43.3471        1.03914        31.3720     
  1205.90        2500.00                 NaN  0.192638        15.4236                 NaN            NaN            NaN            NaN   8.63446        43.3393        1.03737        31.3726     
  1204.74        2500.00                 NaN  0.189537        15.4268                 NaN            NaN            NaN            NaN   8.63526        43.3389        1.03705        31.3724     
  1203.59        2500.00                 NaN  0.735894        14.8864                 NaN            NaN            NaN            NaN   8.61882        43.3478        1.03608        31.3749     
  1202.43        2500.00                 NaN  0.702062        14.9137                 NaN            NaN            NaN            NaN   8.61720        43.3570        1.03724        31.3727     
  1201.27        2500.00                 NaN  0.683379        14.9378                 NaN            NaN            NaN            NaN   8.62519        43.3428        1.03645        31.3744     
  1200.12        2500.00                 NaN  0.696185        14.9251                 NaN            NaN            NaN            NaN   8.62670        43.3413        1.03632        31.3744     
  1198.96        2500.00                 NaN  0.717946        14.9008                 NaN            NaN            NaN            NaN   8.62338        43.3492        1.03561        31.3731     
  1197.80        2500.00                 NaN  0.696900        14.9260                 NaN            NaN            NaN            NaN   8.62831        43.3391        1.03513        31.3745     
  1196.65        2500.00                 NaN   13.8984        1.73263                 NaN            NaN            NaN            NaN   8.62247        43.3377        1.03313        31.3756     
  1195.49        2500.00                 NaN   13.9158        1.71665                 NaN            NaN            NaN            NaN   8.62521        43.3341        1.03247        31.3758     
  1194.33        2500.00                 NaN  0.760658        14.8654                 NaN            NaN            NaN            NaN   8.62852        43.3375        1.03358        31.3744     
  1193.18        2500.00                 NaN  0.545058        15.0846                 NaN            NaN            NaN            NaN   8.63570        43.3272        1.03234        31.3751     
  1192.02        2500.00                 NaN  0.477878        15.1528                 NaN            NaN            NaN            NaN   8.64113        43.3210        1.03207        31.3751     
  1190.86        2500.00                 NaN  0.533168        15.0971                 NaN            NaN            NaN            NaN   8.63958        43.3229        1.03212        31.3752     
  1189.71        2500.00                 NaN  0.531592        15.0992                 NaN            NaN            NaN            NaN   8.64208        43.3212        1.03101        31.3750     
  1188.55        2500.00                 NaN  0.520420        15.1115                 NaN            NaN            NaN            NaN   8.64285        43.3192        1.03082        31.3752     
  1187.39        2500.00                 NaN   13.9200        1.71709                 NaN            NaN            NaN            NaN   8.65634        43.3026        1.02792        31.3761     
  1186.24        2500.00                 NaN   14.0591        1.58770                 NaN            NaN            NaN            NaN   8.64505        43.3021        1.02792        31.3782     
  1185.08        2500.00                 NaN  0.763404        14.8719                 NaN            NaN            NaN            NaN   8.65252        43.3088        1.02830        31.3751     
  1183.92        2500.00                 NaN  0.517944        15.1158                 NaN            NaN            NaN            NaN   8.65119        43.3103        1.02950        31.3753     
  1182.77        2500.00                 NaN  0.296145        15.3363                 NaN            NaN            NaN            NaN   8.66979        43.2945        1.02909        31.3741     
  1181.61        2500.00                 NaN  0.293200        15.3408                 NaN            NaN            NaN            NaN   8.67219        43.2913        1.02828        31.3743     
  1180.45        2500.00                 NaN  0.320754        15.3136                 NaN            NaN            NaN            NaN   8.67359        43.2897        1.02816        31.3743     
  1179.29        2500.00                 NaN  0.289737        15.3467                 NaN            NaN            NaN            NaN   8.67652        43.2855        1.02697        31.3746     
  1178.14        2500.00                 NaN  0.309690        15.3272                 NaN            NaN            NaN            NaN   8.67855        43.2830        1.02675        31.3747     
  1176.98        2500.00                 NaN  0.341037        15.2965                 NaN            NaN            NaN            NaN   8.67931        43.2810        1.02718        31.3750     
  1175.82        2500.00                 NaN  0.311423        15.3276                 NaN            NaN            NaN            NaN   8.68298        43.2775        1.02552        31.3749     
  1174.67        2500.00                 NaN  0.202285        15.4335                 NaN            NaN            NaN            NaN   8.68407        43.2803        1.02509        31.3747     
  1173.51        2500.00                 NaN  0.316798        15.3222                 NaN            NaN            NaN            NaN   8.68549        43.2761        1.02481        31.3746     
  1172.35        2500.00                 NaN  0.297231        15.3426                 NaN            NaN            NaN            NaN   8.68684        43.2745        1.02431        31.3745     
  1171.20        2500.00                 NaN  0.302268        15.3387                 NaN            NaN            NaN            NaN   8.68899        43.2715        1.02378        31.3747     
  1170.04        2500.00                 NaN  0.228783        15.4144                 NaN            NaN            NaN            NaN   8.69274        43.2672        1.02188        31.3750     
  1168.88        2500.00                 NaN  0.249016        15.3940                 NaN            NaN            NaN            NaN   8.69371        43.2664        1.02198        31.3749     
  1167.73        2500.00                 NaN  0.241055        15.4024                 NaN            NaN            NaN            NaN   8.69627        43.2641        1.02123        31.3749     
  1166.57        2500.00                 NaN  0.236656        15.4071                 NaN            NaN            NaN            NaN   8.69827        43.2623        1.02078        31.3749     
  1165.41        2500.00                 NaN  0.324954        15.3198                 NaN            NaN            NaN            NaN   8.69726        43.2609        1.02192        31.3751     
  1164.26        2500.00                 NaN  0.542037        15.1327                 NaN            NaN            NaN            NaN   8.69446        43.2383        1.01158        31.3809     
  1163.10        2500.00                 NaN  0.538855        15.1056                 NaN            NaN            NaN            NaN   8.69634        43.2633        1.02005        31.3758     
  1161.94        2500.00                 NaN  0.135921        15.5174                 NaN            NaN            NaN            NaN   8.70723        43.2447        1.01871        31.3760     
  1160.79        2500.00                 NaN  0.140791        15.5121                 NaN            NaN            NaN            NaN   8.71005        43.2425        1.01847        31.3761     
  1159.63        2500.00                 NaN   11.8192        3.87671                 NaN            NaN            NaN            NaN   8.72511        43.1915        1.00378        31.3837     
  1158.47        2500.00                 NaN   4.52209        11.1738                 NaN            NaN            NaN            NaN   8.73112        43.1863        1.00343        31.3832     
  1157.32        2500.00                 NaN   15.6920                 NaN            NaN            NaN            NaN            NaN   8.72510        43.1943        1.00614        31.3824     
  1156.16        2500.00                 NaN   11.7985        3.89099                 NaN            NaN            NaN            NaN   8.74340        43.1816        1.00384        31.3816     
  1155.00        2500.00                 NaN   12.3573        3.33640                 NaN            NaN            NaN            NaN   8.74491        43.1768        1.00221        31.3824     
  1153.85        2500.00                 NaN   15.7014                 NaN            NaN            NaN            NaN            NaN   8.74325        43.1723       0.999595        31.3835     
  1152.69        2500.00                 NaN   14.8956       0.811365                 NaN            NaN            NaN            NaN   8.73881        43.1719       0.997728        31.3846     
  1151.53        2500.00                 NaN   3.57811        12.1024                 NaN            NaN            NaN            NaN   8.73053        43.2000        1.00718        31.3817     
  1150.38        2500.00                 NaN   3.89555        11.8165                 NaN            NaN            NaN            NaN   8.75064        43.1533       0.997365        31.3867     
  1149.22        2500.00                 NaN   3.47800        12.2346                 NaN            NaN            NaN            NaN   8.74134        43.1519        1.00415        31.3900     
  1148.06        2500.00                 NaN   3.68778        12.0091                 NaN            NaN            NaN            NaN   8.75213        43.1684       0.999860        31.3828     
  1146.91        2500.00                 NaN   4.15164        11.5489                 NaN            NaN            NaN            NaN   8.75071        43.1664       0.999818        31.3825     
  1145.75        2500.00                 NaN   15.6989                 NaN            NaN            NaN            NaN            NaN   8.75438        43.1675       0.997140        31.3822     
  1144.59        2500.00                 NaN   15.7032                 NaN            NaN            NaN            NaN            NaN   8.75337        43.1637       0.997187        31.3825     
  1143.44        2500.00                 NaN   11.8109        3.90049                 NaN            NaN            NaN            NaN   8.76444        43.1483       0.991974        31.3839     
  1142.28        2500.00                 NaN   15.7332                 NaN            NaN            NaN            NaN            NaN   8.77981        43.1122       0.986582        31.3882     
  1141.12        2500.00                 NaN   15.7333                 NaN            NaN            NaN            NaN            NaN   8.78192        43.1104       0.986254        31.3881     
  1139.97        2500.00                 NaN   3.42392        12.3123                 NaN            NaN            NaN            NaN   8.76841        43.1204       0.985731        31.3892     
  1138.81        2500.00                 NaN   3.58506        12.1431                 NaN            NaN            NaN            NaN   8.77341        43.1229       0.987607        31.3879     
  1137.65        2500.00                 NaN   4.87056        10.8321                 NaN            NaN            NaN            NaN   8.76229        43.1506       0.999869        31.3846     
  1136.50        2500.00                 NaN   4.85623        10.8478                 NaN            NaN            NaN            NaN   8.76412        43.1476       0.999305        31.3849     
  1135.34        2500.00                 NaN   4.84194        10.8636                 NaN            NaN            NaN            NaN   8.76594        43.1447       0.998744        31.3851     
  1134.18        2500.00                 NaN   4.82767        10.8793                 NaN            NaN            NaN            NaN   8.76772        43.1418       0.998187        31.3854     
  1133.03        2500.00                 NaN   4.81330        10.8951                 NaN            NaN            NaN            NaN   8.76948        43.1389       0.997634        31.3856     
  1131.87        2500.00                 NaN   4.79894        10.9108                 NaN            NaN            NaN            NaN   8.77122        43.1361       0.997084        31.3858     
  1130.71        2500.00                 NaN   4.78455        10.9266                 NaN            NaN            NaN            NaN   8.77293        43.1333       0.996537        31.3861     
  1129.56        2500.00                 NaN   4.76999        10.9426                 NaN            NaN            NaN            NaN   8.77462        43.1305       0.995993        31.3863     
  1128.40        2500.00                 NaN   4.75565        10.9583                 NaN            NaN            NaN            NaN   8.77629        43.1277       0.995453        31.3866     
  1127.24        2500.00                 NaN   12.9269        2.81763                 NaN            NaN            NaN            NaN   8.78768        43.0827       0.988946        31.3962     
  1126.08        2500.00                 NaN   15.7472                 NaN            NaN            NaN            NaN            NaN   8.80673        43.0716       0.982526        31.3920     
  1124.93        2500.00                 NaN   12.7693        2.97847                 NaN            NaN            NaN            NaN   8.78670        43.0775       0.990201        31.3978     
  1123.77        2500.00                 NaN   12.6421        3.10966                 NaN            NaN            NaN            NaN   8.78871        43.0733       0.987805        31.3985     
  1122.61        2500.00                 NaN   15.7530                 NaN            NaN            NaN            NaN            NaN   8.81512        43.0595       0.979703        31.3927     
  1121.46        2500.00                 NaN   12.9588        2.79418                 NaN            NaN            NaN            NaN   8.79449        43.0677       0.986715        31.3981     
  1120.30        2500.00                 NaN   13.0407        2.71352                 NaN            NaN            NaN            NaN   8.79432        43.0669       0.986428        31.3982     
  1119.14        2500.00                 NaN   15.7600                 NaN            NaN            NaN            NaN            NaN   8.82291        43.0466       0.976812        31.3937     
  1117.99        2500.00                 NaN   15.7620                 NaN            NaN            NaN            NaN            NaN   8.82489        43.0429       0.976108        31.3941     
  1116.83        2500.00                 NaN   12.9685        2.79614                 NaN            NaN            NaN            NaN   8.80314        43.0490       0.982822        31.4004     
  1115.67        2500.00                 NaN   12.9218        2.84139                 NaN            NaN            NaN            NaN   8.80105        43.0520       0.983699        31.4001     
  1114.52        2500.00                 NaN   12.9897        2.77184                 NaN            NaN            NaN            NaN   8.80282        43.0518       0.983834        31.4001     
  1113.36        2500.00                 NaN   12.8932        2.87121                 NaN            NaN            NaN            NaN   8.80065        43.0500       0.984026        31.4008     
  1112.20        2500.00                 NaN   12.7694        2.99019                 NaN            NaN            NaN            NaN   8.79899        43.0553       0.985873        31.4002     
  1111.05        2500.00                 NaN   12.9211        2.84413                 NaN            NaN            NaN            NaN   8.80691        43.0449       0.982301        31.4007     
  1109.89        2500.00                 NaN   8.60232        7.17467                 NaN            NaN            NaN            NaN   8.84142        43.0159       0.969505        31.3962     
  1108.73        2500.00                 NaN   11.4127        4.37134                 NaN            NaN            NaN            NaN   8.80835        43.0272       0.978162        31.4023     
  1107.58        2500.00                 NaN   4.11748        11.6352                 NaN            NaN            NaN            NaN   8.81019        43.0624       0.981218        31.3934     
  1106.42        2500.00                 NaN   4.38863        11.3522                 NaN            NaN            NaN            NaN   8.80601        43.0770       0.985030        31.3911     
  1105.26        2500.00                 NaN   6.13031        9.58850                 NaN            NaN            NaN            NaN   8.77371        43.1197       0.997816        31.3900     
  1104.11        2500.00                 NaN   6.05319        9.66909                 NaN            NaN            NaN            NaN   8.77424        43.1154       0.997380        31.3907     
  1102.95        2500.00                 NaN   4.00923        11.7495                 NaN            NaN            NaN            NaN   8.81648        43.0515       0.978840        31.3944     
  1101.79        2500.00                 NaN   15.8282                 NaN            NaN            NaN            NaN            NaN   8.89472        42.9317       0.943926        31.4015     
  1100.64        2500.00                 NaN   3.77456        11.9902                 NaN            NaN            NaN            NaN   8.82301        43.0409       0.976164        31.3952     
  1099.48        2500.00                 NaN   14.1093        1.67565                 NaN            NaN            NaN            NaN   8.86634        42.9869       0.963771        31.3980     
  1098.32        2500.00                 NaN   3.44842        12.3141                 NaN            NaN            NaN            NaN   8.83126        43.0372       0.975116        31.3939     
  1097.17        2500.00                 NaN   3.07928        12.6901                 NaN            NaN            NaN            NaN   8.83934        43.0247       0.971894        31.3947     
  1096.01        2500.00                 NaN   5.97008        9.75544                 NaN            NaN            NaN            NaN   8.78132        43.1074       0.994874        31.3909     
  1094.85        2500.00                 NaN   6.05774        9.66799                 NaN            NaN            NaN            NaN   8.78079        43.1079       0.994656        31.3909     
  1093.70        2500.00                 NaN   5.78136        9.95240                 NaN            NaN            NaN            NaN   8.78654        43.0955       0.991864        31.3924     
  1092.54        2500.00                 NaN   14.2099        1.58863                 NaN            NaN            NaN            NaN   8.88906        42.9631       0.953495        31.3959     
  1091.38        2500.00                 NaN   14.1136        1.69265                 NaN            NaN            NaN            NaN   8.89672        42.9496       0.950346        31.3971     
  1090.23        2500.00                 NaN   13.9947        1.82003                 NaN            NaN            NaN            NaN   8.90510        42.9349       0.946895        31.3984     
  1089.07        2500.00                 NaN   14.4883        1.34635                 NaN            NaN            NaN            NaN   8.91915        42.9063       0.938985        31.4008     
  1087.91        2500.00                 NaN   14.9307       0.914982                 NaN            NaN            NaN            NaN   8.93073        42.8850       0.934911        31.4037     
  1086.76        2500.00                 NaN   11.3741        4.48639       0.663201E-003            NaN            NaN            NaN   8.93422        42.8680       0.930081        31.4065     
  1085.60        2500.00                 NaN   15.8747       0.506924E-005            NaN            NaN            NaN            NaN   8.94725        42.8454       0.924427        31.4082     
  1084.44        2500.00                 NaN   15.8737                 NaN            NaN            NaN            NaN            NaN   8.94709        42.8463       0.924756        31.4082     
  1083.29        2500.00                 NaN   11.5251        4.34705                 NaN            NaN            NaN            NaN   8.94538        42.8485       0.925599        31.4083     
  1082.13        2500.00                 NaN   15.8809                 NaN            NaN            NaN            NaN            NaN   8.95439        42.8336       0.921735        31.4094     
  1080.97        2500.00                 NaN   15.8834                 NaN            NaN            NaN            NaN            NaN   8.95728        42.8292       0.920551        31.4096     
  1079.82        2500.00                 NaN   15.8909                 NaN            NaN            NaN            NaN            NaN   8.96419        42.8167       0.917501        31.4107     
  1078.66        2500.00                 NaN   15.8900                 NaN            NaN            NaN            NaN            NaN   8.96574        42.8167       0.917186        31.4104     
  1077.50        2500.00                 NaN   14.7735        1.08878                 NaN            NaN            NaN            NaN   8.94837        42.8572       0.927329        31.4049     
  1076.34        2500.00                 NaN   15.8823                 NaN            NaN            NaN            NaN            NaN   8.96397        42.8240       0.920471        31.4092     
  1075.19        2500.00                 NaN   1.43928        14.4297                 NaN            NaN            NaN            NaN   8.95416        42.8456       0.925887        31.4053     
  1074.03        2500.00                 NaN   2.73167       0.987799        12.1485                 NaN            NaN            NaN   8.95871        42.8391       0.925692        31.4085     
  1072.87        2500.00                 NaN   15.8805                 NaN            NaN            NaN            NaN            NaN   8.96939        42.8201       0.920199        31.4099     
  1071.72        2500.00                 NaN  0.132085        15.7686                 NaN            NaN            NaN            NaN   8.97991        42.7956       0.911799        31.4120     
  1070.56        2500.00                 NaN   2.53076        13.3357                 NaN            NaN            NaN            NaN   8.95672        42.8379       0.927960        31.4109     
  1069.40        2500.00                 NaN   14.1044        1.76884                 NaN            NaN            NaN            NaN   8.96449        42.8272       0.924177        31.4109     
  1068.25        2500.00                 NaN  0.274937        15.6453                 NaN            NaN            NaN            NaN   8.99634        42.7632       0.904717        31.4154     
  1067.09        2500.00                 NaN   15.1111       0.789498                 NaN            NaN            NaN            NaN   8.98166        42.7878       0.915301        31.4146     
  1065.93        2500.00                 NaN   15.8154       0.115186                 NaN            NaN            NaN            NaN   9.00465        42.7474       0.900575        31.4168     
  1064.78        2500.00                 NaN  0.868680        15.0418                 NaN            NaN            NaN            NaN   8.99657        42.7684       0.908953        31.4156     
  1063.62        2500.00                 NaN   11.9684        3.89288                 NaN            NaN            NaN            NaN   8.96079        42.8350       0.929569        31.4134     
  1062.46        2500.00                 NaN   14.3202        1.57334                 NaN            NaN            NaN            NaN   8.98304        42.7926       0.917154        31.4136     
  1061.31        2500.00                 NaN   11.9156        3.94587                 NaN            NaN            NaN            NaN   8.96132        42.8342       0.929479        31.4135     
  1060.15        2500.00                 NaN   13.0687        2.81584                 NaN            NaN            NaN            NaN   8.97907        42.8016       0.919896        31.4149     
  1058.99        2500.00                 NaN   12.9757        2.90927                 NaN            NaN            NaN            NaN   8.97977        42.8004       0.919764        31.4151     
  1057.84        2500.00                 NaN   12.8882        2.99707                 NaN            NaN            NaN            NaN   8.98040        42.7992       0.919653        31.4154     
  1056.68        2500.00                 NaN   12.8060        3.07966                 NaN            NaN            NaN            NaN   8.98098        42.7982       0.919559        31.4156     
  1055.52        2500.00                 NaN   12.7285        3.15737                 NaN            NaN            NaN            NaN   8.98150        42.7973       0.919482        31.4158     
  1054.37        2500.00                 NaN   12.6555        3.23062                 NaN            NaN            NaN            NaN   8.98197        42.7965       0.919421        31.4160     
  1053.21        2500.00                 NaN   12.5866        3.29969                 NaN            NaN            NaN            NaN   8.98240        42.7958       0.919375        31.4162     
  1052.05        2500.00                 NaN   12.4666        3.42809                 NaN            NaN            NaN            NaN   8.99242        42.7794       0.915714        31.4178     
  1050.90        2500.00                 NaN   12.4051        3.48985                 NaN            NaN            NaN            NaN   8.99296        42.7785       0.915617        31.4179     
  1049.74        2500.00                 NaN   12.3470        3.54825                 NaN            NaN            NaN            NaN   8.99346        42.7777       0.915533        31.4181     
  1048.58        2500.00                 NaN   12.2919        3.60350                 NaN            NaN            NaN            NaN   8.99392        42.7770       0.915462        31.4182     
  1047.43        2500.00                 NaN   12.2397        3.65579                 NaN            NaN            NaN            NaN   8.99433        42.7764       0.915404        31.4184     
  1046.27        2500.00                 NaN   12.1903        3.70538                 NaN            NaN            NaN            NaN   8.99471        42.7758       0.915358        31.4185     
  1045.11        2500.00                 NaN   12.1436        3.75215                 NaN            NaN            NaN            NaN   8.99505        42.7753       0.915320        31.4186     
  1043.96        2500.00                 NaN   12.0991        3.79671                 NaN            NaN            NaN            NaN   8.99536        42.7749       0.915296        31.4187     
  1042.80        2500.00                 NaN   11.9941        3.91143                 NaN            NaN            NaN            NaN   9.00665        42.7563       0.911051        31.4205     
  1041.64        2500.00                 NaN   11.9539        3.95182                 NaN            NaN            NaN            NaN   9.00707        42.7557       0.910975        31.4206     
  1040.49        2500.00                 NaN   13.5534        2.41355                 NaN            NaN            NaN            NaN   9.04768        42.6723       0.886112        31.4269     
  1039.33        2500.00                 NaN   11.8726        4.03310                 NaN            NaN            NaN            NaN   9.00761        42.7550       0.910961        31.4207     
  1038.17        2500.00                 NaN   13.4895        2.48199                 NaN            NaN            NaN            NaN   9.05245        42.6638       0.884323        31.4280     
  1037.02        2500.00                 NaN   2.55260        13.4235                 NaN            NaN            NaN            NaN   9.05667        42.6555       0.882656        31.4290     
  1035.86        2500.00                 NaN   2.62111        13.3589                 NaN            NaN            NaN            NaN   9.06032        42.6486       0.881222        31.4299     
  1034.70        2500.00                 NaN   2.68791        13.2955                 NaN            NaN            NaN            NaN   9.06357        42.6425       0.879944        31.4307     
  1033.55        2500.00                 NaN   2.77783        13.2096                 NaN            NaN            NaN            NaN   9.06734        42.6353       0.878428        31.4315     
  1032.39        2500.00                 NaN   12.8997        3.06887                 NaN            NaN            NaN            NaN   9.05707        42.6593       0.885972        31.4290     
  1031.23        2500.00                 NaN   12.8479        3.12220                 NaN            NaN            NaN            NaN   9.05880        42.6564       0.885372        31.4294     
  1030.08        2500.00                 NaN   12.7916        3.17976                 NaN            NaN            NaN            NaN   9.06051        42.6536       0.884788        31.4297     
  1028.92        2500.00                 NaN   13.7146        2.28664                 NaN            NaN            NaN            NaN   9.08046        42.6126       0.872219        31.4335     
  1027.76        2500.00                 NaN   13.2233        2.77009                 NaN            NaN            NaN            NaN   9.07038        42.6233       0.878649        31.4343     
  1026.61        2500.00                 NaN   13.3608        2.63711                 NaN            NaN            NaN            NaN   9.08032        42.6140       0.873092        31.4347     
  1025.45        2500.00                 NaN   2.74027        13.2683                 NaN            NaN            NaN            NaN   9.08757        42.5981       0.868922        31.4368     
  1024.29        2500.00                 NaN   13.2128        2.77185                 NaN            NaN            NaN            NaN   9.06871        42.6276       0.884209        31.4349     
  1023.13        2500.00                 NaN   13.6249        2.37286                 NaN            NaN            NaN            NaN   9.08339        42.6137       0.871665        31.4335     
  1021.98        2500.00                 NaN   2.81182        13.1935                 NaN            NaN            NaN            NaN   9.08686        42.6006       0.871210        31.4360     
  1020.82        2500.00                 NaN   13.6486        2.36954                 NaN            NaN            NaN            NaN   9.09898        42.5805       0.865049        31.4373     
  1019.66        2500.00                 NaN   13.2285        2.78297                 NaN            NaN            NaN            NaN   9.09358        42.5898       0.868269        31.4370     
  1018.51        2500.00                 NaN   2.76003        13.2590                 NaN            NaN            NaN            NaN   9.09886        42.5779       0.865497        31.4386     
  1017.35        2500.00                 NaN   13.1347        2.87919                 NaN            NaN            NaN            NaN   9.09862        42.5822       0.867380        31.4380     
  1016.19        2500.00                 NaN   2.77421        13.2467                 NaN            NaN            NaN            NaN   9.10192        42.5719       0.865439        31.4399     
  1015.04        2500.00                 NaN   2.92561        13.0690                 NaN            NaN            NaN            NaN   9.07410        42.6121       0.881476        31.4377     
  1013.88        2500.00                 NaN   12.8552        3.13599                 NaN            NaN            NaN            NaN   9.08510        42.6104       0.877197        31.4362     
  1012.72        2500.00                 NaN   2.88295        13.1343                 NaN            NaN            NaN            NaN   9.09523        42.5787       0.869046        31.4398     
  1011.57        2500.00                 NaN   2.93649        13.0862                 NaN            NaN            NaN            NaN   9.09864        42.5707       0.867169        31.4407     
  1010.41        2500.00                 NaN   12.7563        3.22116                 NaN            NaN            NaN            NaN   9.06817        42.6396       0.882129        31.4327     
  1009.25        2500.00                 NaN   13.0414        2.99341                 NaN            NaN            NaN            NaN   9.11587        42.5473       0.859319        31.4427     
  1008.10        2500.00                 NaN   2.98970        13.0459                 NaN            NaN            NaN            NaN   9.11825        42.5441       0.858949        31.4432     
  1006.94        2500.00                 NaN   13.0326        3.00545                 NaN            NaN            NaN            NaN   9.12081        42.5394       0.857961        31.4438     
  1005.78        2500.00                 NaN   13.0198        3.02080                 NaN            NaN            NaN            NaN   9.12337        42.5346       0.856965        31.4444     
  1004.63        2500.00                 NaN   13.0082        3.03503                 NaN            NaN            NaN            NaN   9.12597        42.5298       0.855953        31.4450     
  1003.47        2500.00                 NaN   13.0682        2.98393                 NaN            NaN            NaN            NaN   9.13226        42.5163       0.852723        31.4466     
  1002.31        2500.00                 NaN   13.0587        2.99641                 NaN            NaN            NaN            NaN   9.13520        42.5109       0.851558        31.4473     
  1001.16        2500.00                 NaN   3.03462        13.0221                 NaN            NaN            NaN            NaN   9.13696        42.5075       0.851004        31.4478     
  1000.00        2500.00                 NaN   3.05840        13.0008                 NaN            NaN            NaN            NaN   9.13955        42.5028       0.850008        31.4485     
