|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.5/Y98/Y98_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        O(HP)          Sp(TH)         an             ilm            San(TH)        q             
  1260.55        2500.00        92.9386                 NaN   2.31148                 NaN            NaN            NaN            NaN            NaN            NaN  0.954409       0.246387        3.54913                 NaN
  1259.32        2500.00        97.0139                 NaN   1.32524                 NaN            NaN            NaN            NaN            NaN            NaN  0.438136       0.515754E-001   1.17113                 NaN
  1258.09        2500.00        97.8167                 NaN  0.781240                 NaN            NaN            NaN            NaN            NaN            NaN  0.249640                 NaN   1.15239                 NaN
  1256.87        2500.00        98.3157                 NaN  0.743595                 NaN            NaN            NaN            NaN            NaN            NaN  0.247476       0.126597E-001  0.680532                 NaN
  1255.64        2500.00        96.3363                 NaN   1.33807                 NaN            NaN            NaN            NaN            NaN            NaN  0.469780       0.490407E-001   1.80683                 NaN
  1254.41        2500.00        96.0299                 NaN  0.674645       0.412335                 NaN            NaN            NaN            NaN            NaN  0.475164       0.129219        2.27872                 NaN
  1253.18        2500.00        96.1906                 NaN   1.26303                 NaN            NaN            NaN            NaN            NaN            NaN  0.499873       0.107709        1.93884                 NaN
  1251.95        2500.00        98.4688                 NaN            NaN            NaN            NaN            NaN            NaN  0.859017                 NaN  0.428354                 NaN  0.243848                 NaN
  1250.72        2500.00        97.7382                 NaN  0.436436                 NaN            NaN            NaN            NaN  0.222076                 NaN  0.404465       0.622950E-001   1.13650                 NaN
  1249.49        2500.00        97.4551                 NaN  0.833859                 NaN            NaN            NaN            NaN            NaN            NaN  0.274326       0.552827E-001   1.38145                 NaN
  1248.26        2500.00        97.1414                 NaN  0.994200                 NaN            NaN            NaN            NaN            NaN            NaN  0.387741       0.645523E-001   1.41206                 NaN
  1247.03        2500.00        84.7616                 NaN   3.73127                 NaN            NaN            NaN            NaN            NaN            NaN   1.75969       0.519341        9.22813                 NaN
  1245.80        2500.00        98.9175                 NaN  0.607498                 NaN            NaN            NaN            NaN            NaN            NaN  0.160174       0.565327E-002  0.309164                 NaN
  1244.58        2500.00        99.4651                 NaN  0.326092                 NaN            NaN            NaN            NaN            NaN            NaN  0.808766E-001  0.669150E-002  0.121277                 NaN
  1243.35        2500.00        99.5718                 NaN  0.386993                 NaN            NaN            NaN            NaN            NaN            NaN  0.412353E-001            NaN            NaN            NaN
  1242.12        2500.00        99.6738                 NaN  0.259464                 NaN            NaN            NaN            NaN            NaN            NaN  0.667084E-001            NaN            NaN            NaN
  1240.89        2500.00        98.9774                 NaN  0.245861                 NaN            NaN            NaN            NaN            NaN            NaN  0.128240       0.179481E-001  0.630557                 NaN
  1239.66        2500.00        99.4633                 NaN  0.346729                 NaN            NaN            NaN            NaN            NaN            NaN  0.855044E-001  0.473741E-002  0.997766E-001            NaN
  1238.43        2500.00        99.5953                 NaN  0.391791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.129526E-001            NaN            NaN
  1237.20        2500.00        98.6253                 NaN  0.245274       0.573479E-001            NaN            NaN            NaN            NaN            NaN  0.213245                 NaN  0.697761       0.161080     
  1235.97        2500.00        99.3202                 NaN  0.336603                 NaN            NaN            NaN            NaN            NaN            NaN  0.582776E-001  0.994345E-003  0.283957                 NaN
  1234.74        2500.00        99.4613                 NaN  0.495998                 NaN            NaN            NaN            NaN            NaN            NaN  0.249087E-002            NaN  0.401910E-001            NaN
  1233.51        2500.00        98.6048                 NaN  0.107843                 NaN            NaN            NaN            NaN            NaN            NaN  0.221844       0.143001E-001  0.943105       0.108097     
  1232.29        2500.00        97.6540                 NaN  0.355988       0.931438                 NaN            NaN            NaN            NaN            NaN  0.198462                 NaN  0.860150                 NaN
  1231.06        2500.00        82.8311                 NaN   2.48669                 NaN            NaN            NaN            NaN            NaN            NaN   1.53761       0.144887        7.70743        5.29225     
  1229.83        2500.00                 NaN            NaN   15.9388                 NaN            NaN            NaN            NaN            NaN            NaN   8.41869        1.05170        43.2505        31.3403     
  1228.60        2500.00                 NaN            NaN  0.315831E-002   15.9371                 NaN            NaN            NaN            NaN            NaN   8.42181        1.05097        43.2464        31.3405     
  1227.37        2500.00                 NaN            NaN  0.224123E-001   15.9193                 NaN            NaN            NaN            NaN            NaN   8.42485        1.05026        43.2425        31.3407     
  1226.14        2500.00                 NaN            NaN  0.661041E-001   15.8769                 NaN            NaN            NaN            NaN            NaN   8.42771        1.04959        43.2388        31.3408     
  1224.91        2500.00                 NaN            NaN  0.979838E-001   15.8464                 NaN            NaN            NaN            NaN            NaN   8.43064        1.04890        43.2350        31.3410     
  1223.68        2500.00                 NaN            NaN  0.121595        15.8243                 NaN            NaN            NaN            NaN            NaN   8.43363        1.04818        43.2311        31.3412     
  1222.45        2500.00                 NaN            NaN  0.151185        15.7961                 NaN            NaN            NaN            NaN            NaN   8.43658        1.04747        43.2273        31.3414     
  1221.22        2500.00                 NaN            NaN  0.178731        15.7701                 NaN            NaN            NaN            NaN            NaN   8.43953        1.04675        43.2234        31.3415     
  1220.00        2500.00                 NaN            NaN  0.210885        15.7394                 NaN            NaN            NaN            NaN            NaN   8.44246        1.04604        43.2195        31.3417     
  1218.77        2500.00                 NaN            NaN  0.235029        15.7168                 NaN            NaN            NaN            NaN            NaN   8.44541        1.04529        43.2155        31.3419     
  1217.54        2500.00                 NaN            NaN  0.264314        15.6890                 NaN            NaN            NaN            NaN            NaN   8.44827        1.04457        43.2117        31.3421     
  1216.31        2500.00                 NaN            NaN  0.294231        15.6606                 NaN            NaN            NaN            NaN            NaN   8.45133        1.04384        43.2077        31.3423     
  1215.08        2500.00                 NaN            NaN  0.320885        15.6355                 NaN            NaN            NaN            NaN            NaN   8.45427        1.04310        43.2038        31.3425     
  1213.85        2500.00                 NaN            NaN  0.351142        15.6068                 NaN            NaN            NaN            NaN            NaN   8.45722        1.04235        43.1998        31.3427     
  1212.62        2500.00                 NaN            NaN  0.381644        15.5779                 NaN            NaN            NaN            NaN            NaN   8.46022        1.04160        43.1958        31.3429     
  1211.39        2500.00                 NaN            NaN  0.413191        15.5479                 NaN            NaN            NaN            NaN            NaN   8.46299        1.04085        43.1919        31.3431     
  1210.16        2500.00                 NaN            NaN  0.437756        15.5249                 NaN            NaN            NaN            NaN            NaN   8.46605        1.04009        43.1878        31.3433     
  1208.93        2500.00                 NaN            NaN  0.299773E-001   15.9375                 NaN            NaN            NaN            NaN            NaN   8.47184        1.03823        43.1784        31.3441     
  1207.70        2500.00                 NaN            NaN   2.03211        13.9294                 NaN            NaN            NaN            NaN            NaN   8.45264        1.04628        43.1950        31.3445     
  1206.48        2500.00                 NaN            NaN   14.4414        1.54390                 NaN            NaN            NaN            NaN            NaN   8.49795        1.03106        43.1391        31.3466     
  1205.25        2500.00                 NaN            NaN   14.1213        1.87136                 NaN            NaN            NaN            NaN            NaN   8.48770        1.02952        43.1406        31.3495     
  1204.02        2500.00                 NaN            NaN   2.70472        13.2637                 NaN            NaN            NaN            NaN            NaN   8.46496        1.04278        43.1779        31.3459     
  1202.79        2500.00                 NaN            NaN   2.71255        13.2579                 NaN            NaN            NaN            NaN            NaN   8.46775        1.04191        43.1736        31.3463     
  1201.56        2500.00                 NaN            NaN   2.43502        13.5368                 NaN            NaN            NaN            NaN            NaN   8.47000        1.04105        43.1712        31.3459     
  1200.33        2500.00                 NaN            NaN   2.04975        13.9237                 NaN            NaN            NaN            NaN            NaN   8.47514        1.03942        43.1666        31.3454     
  1199.10        2500.00                 NaN            NaN   16.0318                 NaN            NaN            NaN            NaN            NaN            NaN   8.48624        1.01417        43.1167        31.3510     
  1197.87        2500.00                 NaN            NaN  0.716510        15.2632                 NaN            NaN            NaN            NaN            NaN   8.49559        1.03216        43.1469        31.3457     
  1196.64        2500.00                 NaN            NaN   2.74076        13.2404                 NaN            NaN            NaN            NaN            NaN   8.48159        1.03749        43.1519        31.3479     
  1195.41        2500.00                 NaN            NaN   2.74488        13.2385                 NaN            NaN            NaN            NaN            NaN   8.48438        1.03658        43.1475        31.3482     
  1194.19        2500.00                 NaN            NaN   2.58387        13.4016                 NaN            NaN            NaN            NaN            NaN   8.48563        1.03580        43.1448        31.3483     
  1192.96        2500.00                 NaN            NaN   2.56820        13.4193                 NaN            NaN            NaN            NaN            NaN   8.48852        1.03489        43.1405        31.3486     
  1191.73        2500.00                 NaN            NaN   2.54738        13.4421                 NaN            NaN            NaN            NaN            NaN   8.49148        1.03395        43.1362        31.3489     
  1190.50        2500.00                 NaN            NaN   2.84322        13.1445                 NaN            NaN            NaN            NaN            NaN   8.49305        1.03371        43.1370        31.3485     
  1189.27        2500.00                 NaN            NaN   2.85966        13.1303                 NaN            NaN            NaN            NaN            NaN   8.49566        1.03283        43.1328        31.3488     
  1188.04        2500.00                 NaN            NaN   2.46904        13.5134                 NaN            NaN            NaN            NaN            NaN   8.48873        1.03543        43.1462        31.3472     
  1186.81        2500.00                 NaN            NaN   2.61786        13.3665                 NaN            NaN            NaN            NaN            NaN   8.48828        1.03684        43.1421        31.3483     
  1185.58        2500.00                 NaN            NaN   2.56634        13.4198                 NaN            NaN            NaN            NaN            NaN   8.49022        1.03622        43.1390        31.3484     
  1184.35        2500.00                 NaN            NaN   2.47872        13.5094                 NaN            NaN            NaN            NaN            NaN   8.49253        1.03523        43.1357        31.3484     
  1183.12        2500.00                 NaN            NaN   2.71124        13.2934                 NaN            NaN            NaN            NaN            NaN   8.50994        1.02865        43.1048        31.3519     
  1181.90        2500.00                 NaN            NaN   3.26814        12.7420                 NaN            NaN            NaN            NaN            NaN   8.50616        1.02871        43.1018        31.3532     
  1180.67        2500.00                 NaN            NaN   16.0493                 NaN            NaN            NaN            NaN            NaN            NaN   8.50656        1.02258        43.0632        31.3584     
  1179.44        2500.00                 NaN            NaN   2.43362        13.5762                 NaN            NaN            NaN            NaN            NaN   8.51781        1.02590        43.0943        31.3522     
  1178.21        2500.00                 NaN            NaN   2.36205        13.6497                 NaN            NaN            NaN            NaN            NaN   8.52167        1.02458        43.0897        31.3523     
  1176.98        2500.00                 NaN            NaN   2.58856        13.4255                 NaN            NaN            NaN            NaN            NaN   8.52303        1.02386        43.0863        31.3527     
  1175.75        2500.00                 NaN            NaN   2.46055        13.5560                 NaN            NaN            NaN            NaN            NaN   8.52720        1.02239        43.0809        31.3529     
  1174.52        2500.00                 NaN            NaN   1.87091        14.1494                 NaN            NaN            NaN            NaN            NaN   8.53803        1.01930        43.0692        31.3532     
  1173.29        2500.00                 NaN            NaN   2.13413        13.8904                 NaN            NaN            NaN            NaN            NaN   8.53909        1.01864        43.0635        31.3542     
  1172.06        2500.00                 NaN            NaN   3.14621        12.8557                 NaN            NaN            NaN            NaN            NaN   8.55951        1.02111        43.0689        31.3486     
  1170.83        2500.00                 NaN            NaN   2.71340        13.3177                 NaN            NaN            NaN            NaN            NaN   8.53948        1.01579        43.0584        31.3552     
  1169.61        2500.00                 NaN            NaN   2.90359        13.1315                 NaN            NaN            NaN            NaN            NaN   8.53990        1.01521        43.0536        31.3562     
  1168.38        2500.00                 NaN            NaN  0.349039E-003   11.1769        4.82948                 NaN            NaN            NaN            NaN   8.50009        1.04540        43.0870        31.3607     
  1167.15        2500.00                 NaN            NaN   4.15132        11.8709                 NaN            NaN            NaN            NaN            NaN   8.55556        1.02049        43.0476        31.3541     
  1165.92        2500.00                 NaN            NaN  0.334306E-003   11.3346        4.68735                 NaN            NaN            NaN            NaN   8.50576        1.04157        43.0666        31.3637     
  1164.69        2500.00                 NaN            NaN   3.04980       0.308307E-003   12.8094       0.174888E-005            NaN            NaN            NaN   8.43967        1.07742        43.2924        31.3310     
  1163.46        2500.00                 NaN            NaN   2.92829       0.308307E-003   12.9967       0.140253E-005            NaN            NaN            NaN   8.46534        1.06182        43.2033        31.3442     
  1162.23        2500.00                 NaN            NaN   4.34318        11.6901                 NaN            NaN            NaN            NaN            NaN   8.56566        1.01658        43.0285        31.3560     
  1161.00        2500.00                 NaN            NaN   5.30957        10.7396                 NaN            NaN            NaN            NaN            NaN   8.57230        1.01115        43.0086        31.3588     
  1159.77        2500.00                 NaN            NaN   3.41499       0.308307E-003   12.4325       0.163367E-004            NaN            NaN            NaN   8.45458        1.07239        43.2990        31.3262     
  1158.54        2500.00                 NaN            NaN   3.40219       0.308307E-003   12.4479       0.150519E-004            NaN            NaN            NaN   8.45626        1.07154        43.2949        31.3269     
  1157.31        2500.00                 NaN            NaN   3.39559       0.308307E-003   12.4558       0.350040E-005            NaN            NaN            NaN   8.45722        1.07112        43.2927        31.3272     
  1156.09        2500.00                 NaN            NaN   3.39167       0.308306E-003   12.4595       0.348858E-005            NaN            NaN            NaN   8.45724        1.07122        43.2927        31.3273     
  1154.86        2500.00                 NaN            NaN   5.47636        10.5760                 NaN            NaN            NaN            NaN            NaN   8.57820        1.01089        42.9986        31.3600     
  1153.63        2500.00                 NaN            NaN  0.397988E-003   11.0907        4.92899                 NaN            NaN            NaN            NaN   8.52740        1.03290        43.0588        31.3608     
  1152.40        2500.00                 NaN            NaN   3.41108       0.456532E-003   12.4351       0.400183E-005            NaN            NaN            NaN   8.45331        1.07403        43.2990        31.3270     
  1151.17        2500.00                 NaN            NaN   3.65843       0.308307E-003   12.1830                 NaN            NaN            NaN            NaN   8.45259        1.07548        43.3042        31.3261     
  1149.94        2500.00                 NaN            NaN   5.19925        10.8779                 NaN            NaN            NaN            NaN            NaN   8.59768        1.00068        42.9609        31.3637     
  1148.71        2500.00                 NaN            NaN   2.85453        13.2055                 NaN            NaN            NaN            NaN            NaN   8.60231        1.00326        42.9768        31.3576     
  1147.48        2500.00                 NaN            NaN   3.77783        12.2898                 NaN            NaN            NaN            NaN            NaN   8.60209        1.00207        42.9669        31.3613     
  1146.25        2500.00                 NaN            NaN   3.49093       0.483982E-003   12.3711       0.501178E-005            NaN            NaN            NaN   8.46773        1.06696        43.2727        31.3301     
  1145.02        2500.00                 NaN            NaN   4.43408        11.6303                 NaN            NaN            NaN            NaN            NaN   8.59899        1.00376        42.9738        31.3590     
  1143.80        2500.00                 NaN            NaN   4.23757        11.8366                 NaN            NaN            NaN            NaN            NaN   8.60625        1.00024        42.9567        31.3626     
  1142.57        2500.00                 NaN            NaN  0.704149E-003   9.54553        6.48221                 NaN            NaN            NaN            NaN   8.53576        1.02223        43.0647        31.3489     
  1141.34        2500.00                 NaN            NaN   3.95375        12.1223                 NaN            NaN            NaN            NaN            NaN   8.61213       0.997955        42.9536        31.3602     
  1140.11        2500.00                 NaN            NaN   3.91566        12.1675                 NaN            NaN            NaN            NaN            NaN   8.61916       0.995184        42.9413        31.3613     
  1138.88        2500.00                 NaN            NaN   5.63851        10.4616                 NaN            NaN            NaN            NaN            NaN   8.61434       0.993794        42.9234        31.3683     
  1137.65        2500.00                 NaN            NaN   5.38127        10.7208                 NaN            NaN            NaN            NaN            NaN   8.61864       0.991649        42.9198        31.3679     
  1136.42        2500.00                 NaN            NaN   5.76475        10.3410                 NaN            NaN            NaN            NaN            NaN   8.61854       0.992048        42.9141        31.3696     
  1135.19        2500.00                 NaN            NaN   3.52191       0.308305E-003   12.3636       0.591005E-005            NaN            NaN            NaN   8.47724        1.06077        43.2415        31.3346     
  1133.96        2500.00                 NaN            NaN   5.64313        10.4684                 NaN            NaN            NaN            NaN            NaN   8.62483       0.989046        42.9045        31.3701     
  1132.73        2500.00                 NaN            NaN   5.42116        10.6928                 NaN            NaN            NaN            NaN            NaN   8.62991       0.986905        42.8994        31.3698     
  1131.51        2500.00                 NaN            NaN   5.72284        10.4026                 NaN            NaN            NaN            NaN            NaN   8.63589       0.983212        42.8830        31.3725     
  1130.28        2500.00                 NaN            NaN   5.75516        10.3742                 NaN            NaN            NaN            NaN            NaN   8.63878       0.981741        42.8769        31.3732     
  1129.05        2500.00                 NaN            NaN   5.77383        10.3599                 NaN            NaN            NaN            NaN            NaN   8.64190       0.980089        42.8705        31.3739     
  1127.82        2500.00                 NaN            NaN   3.59077       0.513821E-003   12.3295       0.171021E-004            NaN            NaN            NaN   8.50399        1.04417        43.1916        31.3394     
  1126.59        2500.00                 NaN            NaN   5.72138        10.4225                 NaN            NaN            NaN            NaN            NaN   8.64964       0.975757        42.8554        31.3753     
  1125.36        2500.00                 NaN            NaN   4.42554        11.6927                 NaN            NaN            NaN            NaN            NaN   8.64571       0.983003        42.8832        31.3699     
  1124.13        2500.00                 NaN            NaN   4.09968        12.0229                 NaN            NaN            NaN            NaN            NaN   8.65061       0.981702        42.8743        31.3708     
  1122.90        2500.00                 NaN            NaN   2.82327        13.2967                 NaN            NaN            NaN            NaN            NaN   8.66965       0.971996        42.8702        31.3682     
  1121.67        2500.00                 NaN            NaN   3.69317       0.308301E-003   12.2061       0.902186E-005            NaN            NaN            NaN   8.49475        1.05211        43.2169        31.3366     
  1120.44        2500.00                 NaN            NaN   3.88999       0.308306E-003   11.9962       0.505883E-004            NaN            NaN            NaN   8.47347        1.06168        43.2449        31.3334     
  1119.22        2500.00                 NaN            NaN   3.71140       0.308303E-003   12.1847       0.149253E-004            NaN            NaN            NaN   8.49131        1.05254        43.2254        31.3343     
  1117.99        2500.00                 NaN            NaN   3.71131       0.308306E-003   12.1884       0.238904E-004            NaN            NaN            NaN   8.49440        1.05098        43.2195        31.3351     
  1116.76        2500.00                 NaN            NaN   3.86110       0.308307E-003   12.0327       0.347845E-004            NaN            NaN            NaN   8.47953        1.05769        43.2347        31.3340     
  1115.53        2500.00                 NaN            NaN   3.36561        12.7815                 NaN            NaN            NaN            NaN            NaN   8.67579       0.970571        42.8329        31.3737     
  1114.30        2500.00                 NaN            NaN   3.85318       0.308305E-003   12.0451       0.239735E-004            NaN            NaN            NaN   8.48483        1.05487        43.2272        31.3346     
  1113.07        2500.00                 NaN            NaN   3.85434       0.308302E-003   12.0454       0.322048E-004            NaN            NaN            NaN   8.48771        1.05368        43.2236        31.3350     
  1111.84        2500.00                 NaN            NaN   3.91646       0.308300E-003   11.9788       0.413028E-004            NaN            NaN            NaN   8.48489        1.05574        43.2293        31.3345     
  1110.61        2500.00                 NaN            NaN   3.88861       0.308304E-003   12.0096       0.348543E-004            NaN            NaN            NaN   8.49266        1.05247        43.2212        31.3351     
  1109.38        2500.00                 NaN            NaN   3.27957        12.8824                 NaN            NaN            NaN            NaN            NaN   8.69260       0.963804        42.8053        31.3763     
  1108.15        2500.00                 NaN            NaN   4.28633       0.308305E-003   11.5199       0.125933E-003            NaN            NaN            NaN   8.55134        1.04966        43.2824        31.3100     
  1106.92        2500.00                 NaN            NaN   3.94914       0.308306E-003   11.9536       0.394620E-004            NaN            NaN            NaN   8.49979        1.05004        43.2104        31.3367     
  1105.70        2500.00                 NaN            NaN   4.35841       0.308299E-003   11.4644       0.144525E-003            NaN            NaN            NaN   8.53843        1.04530        43.2781        31.3149     
  1104.47        2500.00                 NaN            NaN   3.89848       0.308305E-003   12.0068       0.232932E-004            NaN            NaN            NaN   8.49752        1.04944        43.2115        31.3359     
  1103.24        2500.00                 NaN            NaN   3.11287        13.0711                 NaN            NaN            NaN            NaN            NaN   8.70715       0.955948        42.7746        31.3783     
  1102.01        2500.00                 NaN            NaN   2.01318        14.1631                 NaN            NaN            NaN            NaN            NaN   8.73400       0.949224        42.7643        31.3762     
  1100.78        2500.00                 NaN            NaN   2.27620        13.9013                 NaN            NaN            NaN            NaN            NaN   8.73527       0.948753        42.7620        31.3765     
  1099.55        2500.00                 NaN            NaN   1.41806        14.7700                 NaN            NaN            NaN            NaN            NaN   8.74521       0.944530        42.7442        31.3780     
  1098.32        2500.00                 NaN            NaN   1.39903        14.7926                 NaN            NaN            NaN            NaN            NaN   8.74867       0.943084        42.7380        31.3786     
  1097.09        2500.00                 NaN            NaN   16.2271                 NaN            NaN            NaN            NaN            NaN            NaN   8.77368       0.929295        42.6858        31.3841     
  1095.86        2500.00                 NaN            NaN   4.38469       0.308298E-003   11.4493       0.163133E-003            NaN            NaN            NaN   8.55877        1.03927        43.2512        31.3163     
  1094.63        2500.00                 NaN            NaN   1.56163        14.6402                 NaN            NaN            NaN            NaN            NaN   8.75713       0.938853        42.7217        31.3805     
  1093.41        2500.00                 NaN            NaN   3.93446       0.308301E-003   11.9977       0.287792E-004            NaN            NaN            NaN   8.52085        1.03787        43.1678        31.3410     
  1092.18        2500.00                 NaN            NaN   3.94248       0.308300E-003   11.9899       0.252916E-004            NaN            NaN            NaN   8.52389        1.03574        43.1677        31.3400     
  1090.95        2500.00                 NaN            NaN   4.02067       0.308307E-003   11.9164       0.466661E-004            NaN            NaN            NaN   8.52610        1.03513        43.1598        31.3415     
  1089.72        2500.00                 NaN            NaN   3.93610       0.308299E-003   12.0029       0.260011E-004            NaN            NaN            NaN   8.52209        1.03702        43.1590        31.3425     
  1088.49        2500.00                 NaN            NaN   3.96425       0.308304E-003   11.9771       0.337994E-004            NaN            NaN            NaN   8.52875        1.03354        43.1539        31.3421     
  1087.26        2500.00                 NaN            NaN   3.98653       0.308310E-003   11.9540       0.352757E-004            NaN            NaN            NaN   8.53115        1.03261        43.1536        31.3417     
  1086.03        2500.00                 NaN            NaN   4.01375       0.308301E-003   11.9257       0.386469E-004            NaN            NaN            NaN   8.53221        1.03219        43.1546        31.3412     
  1084.80        2500.00                 NaN            NaN   3.88874       0.308304E-003   12.0885       0.258562E-004            NaN            NaN            NaN   8.53584        1.02654        43.1100        31.3500     
  1083.57        2500.00                 NaN            NaN   1.13626        15.1004                 NaN            NaN            NaN            NaN            NaN   8.79100       0.924951        42.6616        31.3859     
  1082.34        2500.00                 NaN            NaN   1.21715        15.0225                 NaN            NaN            NaN            NaN            NaN   8.79353       0.923767        42.6567        31.3864     
  1081.12        2500.00                 NaN            NaN   2.19256        14.0424                 NaN            NaN            NaN            NaN            NaN   8.78901       0.925832        42.6642        31.3860     
  1079.89        2500.00                 NaN            NaN   3.85215        12.3946                 NaN            NaN            NaN            NaN            NaN   8.76151       0.931164        42.6696        31.3910     
  1078.66        2500.00                 NaN            NaN  0.930047        15.3234                 NaN            NaN            NaN            NaN            NaN   8.80601       0.918258        42.6337        31.3886     
  1077.43        2500.00                 NaN            NaN  0.330122E-003   10.7733        5.40851                 NaN            NaN            NaN            NaN   8.65287       0.968748        42.8067        31.3896     
  1076.20        2500.00                 NaN            NaN   4.08445       0.308300E-003   11.8685       0.335313E-004            NaN            NaN            NaN   8.54556        1.02625        43.1306        31.3443     
  1074.97        2500.00                 NaN            NaN  0.433668        15.8354                 NaN            NaN            NaN            NaN            NaN   8.82003       0.911966        42.6079        31.3910     
  1073.74        2500.00                 NaN            NaN   4.09637       0.308301E-003   11.8622       0.333669E-004            NaN            NaN            NaN   8.55241        1.02177        43.1225        31.3444     
  1072.51        2500.00                 NaN            NaN   4.08248       0.308301E-003   11.8813       0.333506E-004            NaN            NaN            NaN   8.55577        1.02006        43.1147        31.3454     
  1071.28        2500.00                 NaN            NaN   10.5516        5.63910                 NaN            NaN            NaN            NaN            NaN   8.65784       0.969925        42.7880        31.3935     
  1070.05        2500.00                 NaN            NaN   10.9007        5.30210                 NaN            NaN            NaN            NaN            NaN   8.66100       0.964735        42.7768        31.3947     
  1068.83        2500.00                 NaN            NaN   10.7819        5.42293                 NaN            NaN            NaN            NaN            NaN   8.66368       0.964379        42.7721        31.3950     
  1067.60        2500.00                 NaN            NaN   4.13278       0.308302E-003   11.8468       0.333874E-004            NaN            NaN            NaN   8.56818        1.01480        43.0879        31.3492     
  1066.37        2500.00                 NaN            NaN   10.1015        6.02810                 NaN            NaN            NaN            NaN            NaN   8.72081       0.964533        42.8086        31.3764     
  1065.14        2500.00                 NaN            NaN   10.5787        5.62409                 NaN            NaN            NaN            NaN            NaN   8.66860       0.965019        42.7678        31.3958     
  1063.91        2500.00                 NaN            NaN   10.7760        5.43852                 NaN            NaN            NaN            NaN            NaN   8.67479       0.960316        42.7525        31.3978     
  1062.68        2500.00                 NaN            NaN   10.2510        5.89552                 NaN            NaN            NaN            NaN            NaN   8.73377       0.958148        42.7820        31.3795     
  1061.45        2500.00                 NaN            NaN   10.7129        5.50682                 NaN            NaN            NaN            NaN            NaN   8.67697       0.959991        42.7445        31.3989     
  1060.22        2500.00                 NaN            NaN   10.2733        5.87648                 NaN            NaN            NaN            NaN            NaN   8.73892       0.955462        42.7756        31.3802     
  1058.99        2500.00                 NaN            NaN   10.1583        5.98804                 NaN            NaN            NaN            NaN            NaN   8.74201       0.956704        42.7754        31.3796     
  1057.76        2500.00                 NaN            NaN   10.2996        5.85897                 NaN            NaN            NaN            NaN            NaN   8.74245       0.953048        42.7649        31.3811     
  1056.54        2500.00                 NaN            NaN   10.2905        5.87005                 NaN            NaN            NaN            NaN            NaN   8.74632       0.952418        42.7590        31.3817     
  1055.31        2500.00                 NaN            NaN   10.3115        5.85238                 NaN            NaN            NaN            NaN            NaN   8.75271       0.951007        42.7499        31.3826     
  1054.08        2500.00                 NaN            NaN   10.3458        5.82134                 NaN            NaN            NaN            NaN            NaN   8.75603       0.949493        42.7443        31.3830     
  1052.85        2500.00                 NaN            NaN   10.3229        5.84693                 NaN            NaN            NaN            NaN            NaN   8.75865       0.948462        42.7394        31.3837     
  1051.62        2500.00                 NaN            NaN   10.3007        5.87126                 NaN            NaN            NaN            NaN            NaN   8.75974       0.947981        42.7360        31.3843     
  1050.39        2500.00                 NaN            NaN   1.24863        15.1080                 NaN            NaN            NaN            NaN            NaN   8.89550       0.876380        42.4645        31.4069     
  1049.16        2500.00                 NaN            NaN   10.3181        5.85958                 NaN            NaN            NaN            NaN            NaN   8.76539       0.945781        42.7257        31.3854     
  1047.93        2500.00                 NaN            NaN  0.107506E-004   10.2034        5.96741                 NaN            NaN            NaN            NaN   8.76250       0.948420        42.7338        31.3845     
  1046.70        2500.00                 NaN            NaN  0.106608E-004   10.2124        5.96129                 NaN            NaN            NaN            NaN   8.76534       0.947316        42.7286        31.3850     
  1045.47        2500.00                 NaN            NaN   10.3439        5.84228                 NaN            NaN            NaN            NaN            NaN   8.77394       0.942466        42.7102        31.3872     
  1044.24        2500.00                 NaN            NaN   10.3523        5.83672                 NaN            NaN            NaN            NaN            NaN   8.77677       0.941358        42.7051        31.3877     
  1043.02        2500.00                 NaN            NaN   4.62232       0.659679E-004   11.2797                 NaN            NaN            NaN            NaN   8.66002        1.00463        43.1071        31.3261     
  1041.79        2500.00                 NaN            NaN   4.62887       0.656048E-004   11.2748                 NaN            NaN            NaN            NaN   8.66230        1.00380        43.1038        31.3263     
  1040.56        2500.00                 NaN            NaN   4.63559       0.657043E-004   11.2697                 NaN            NaN            NaN            NaN   8.66455        1.00297        43.1006        31.3266     
  1039.33        2500.00                 NaN            NaN   4.64231       0.653845E-004   11.2646                 NaN            NaN            NaN            NaN   8.66680        1.00214        43.0973        31.3268     
  1038.10        2500.00                 NaN            NaN   4.64905       0.651705E-004   11.2595                 NaN            NaN            NaN            NaN   8.66905        1.00131        43.0940        31.3270     
  1036.87        2500.00                 NaN            NaN   4.65580       0.648920E-004   11.2543                 NaN            NaN            NaN            NaN   8.67130        1.00047        43.0908        31.3273     
  1035.64        2500.00                 NaN            NaN   4.66264       0.655876E-004   11.2491                 NaN            NaN            NaN            NaN   8.67354       0.999642        43.0875        31.3275     
  1034.41        2500.00                 NaN            NaN   4.66946       0.653181E-004   11.2439                 NaN            NaN            NaN            NaN   8.67578       0.998801        43.0842        31.3278     
  1033.18        2500.00                 NaN            NaN  0.886556E-005   10.3065        5.89899                 NaN            NaN            NaN            NaN   8.79643       0.935077        42.6714        31.3915     
