|6.6.6
Archiving\03_Data\eq/QFM_m4.75/Y98/Y98_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         iron           O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1282.05        2500.00                 NaN  0.871478       0.104168E-002  0.433632                 NaN   13.8043        28.3796        20.1482        26.2727        10.0889     
  1278.85        2500.00                 NaN  0.871480       0.104161E-002  0.433641                 NaN   13.8042        28.3794        20.1481        26.2727        10.0895     
  1275.64        2500.00                 NaN  0.871483       0.104155E-002  0.433651                 NaN   13.8041        28.3792        20.1479        26.2726        10.0900     
  1272.44        2500.00                 NaN  0.871486       0.104148E-002  0.433660                 NaN   13.8040        28.3791        20.1477        26.2725        10.0905     
  1269.23        2500.00                 NaN  0.871489       0.104142E-002  0.433670                 NaN   13.8039        28.3789        20.1476        26.2724        10.0910     
  1266.03        2500.00                 NaN  0.871491       0.104135E-002  0.433679                 NaN   13.8038        28.3787        20.1474        26.2723        10.0916     
  1262.82        2500.00                 NaN  0.871494       0.104129E-002  0.433688                 NaN   13.8037        28.3785        20.1473        26.2722        10.0921     
  1259.62        2500.00                 NaN  0.871497       0.104122E-002  0.433697                 NaN   13.8036        28.3784        20.1471        26.2721        10.0926     
  1256.41        2500.00                 NaN  0.871293       0.921125E-003  0.436796                 NaN   13.8758        29.7259        24.5711        20.2607        10.2576     
  1253.21        2500.00                 NaN  0.871295       0.921068E-003  0.436805                 NaN   13.8757        29.7257        24.5710        20.2605        10.2581     
  1250.00        2500.00                 NaN  0.871298       0.921011E-003  0.436814                 NaN   13.8756        29.7255        24.5709        20.2603        10.2586     
  1246.79        2500.00                 NaN  0.871300       0.920954E-003  0.436824                 NaN   13.8755        29.7253        24.5708        20.2602        10.2592     
  1243.59        2500.00                 NaN  0.871303       0.920897E-003  0.436833                 NaN   13.8754        29.7251        24.5707        20.2600        10.2597     
  1240.38        2500.00                 NaN  0.871305       0.920840E-003  0.436842                 NaN   13.8753        29.7249        24.5707        20.2598        10.2602     
  1237.18        2500.00                 NaN  0.871307       0.920784E-003  0.436851                 NaN   13.8752        29.7248        24.5706        20.2597        10.2607     
  1233.97        2500.00                 NaN  0.871310       0.920727E-003  0.436860                 NaN   13.8751        29.7246        24.5705        20.2595        10.2613     
  1230.77        2500.00                 NaN  0.871128       0.804179E-003  0.447453                 NaN   13.9338        30.9144        20.3218        23.0974        10.4132     
  1227.56        2500.00                 NaN  0.871130       0.804129E-003  0.447462                 NaN   13.9337        30.9142        20.3216        23.0974        10.4138     
  1224.36        2500.00                 NaN  0.871132       0.804080E-003  0.447471                 NaN   13.9336        30.9140        20.3215        23.0973        10.4143     
  1221.15        2500.00                 NaN  0.871134       0.804030E-003  0.447481                 NaN   13.9334        30.9138        20.3213        23.0972        10.4148     
  1217.95        2500.00                 NaN  0.871136       0.803981E-003  0.447490                 NaN   13.9333        30.9136        20.3211        23.0972        10.4154     
  1214.74        2500.00                 NaN  0.871139       0.803931E-003  0.447499                 NaN   13.9332        30.9134        20.3209        23.0971        10.4159     
  1211.54        2500.00                 NaN  0.871141       0.803882E-003  0.447508                 NaN   13.9331        30.9132        20.3208        23.0970        10.4165     
  1208.33        2500.00                 NaN  0.871143       0.803833E-003  0.447518                 NaN   13.9330        30.9130        20.3206        23.0970        10.4170     
  1205.13        2500.00                 NaN  0.870984       0.688976E-003  0.464090                 NaN   13.9797        31.9890        21.7892        20.3505        10.5558     
  1201.92        2500.00                 NaN  0.870986       0.688934E-003  0.464100                 NaN   13.9796        31.9888        21.7892        20.3503        10.5563     
  1198.72        2500.00                 NaN  0.870987       0.688892E-003  0.464109                 NaN   13.9795        31.9886        21.7891        20.3502        10.5569     
  1195.51        2500.00                 NaN  0.870989       0.688849E-003  0.464119                 NaN   13.9794        31.9884        21.7890        20.3500        10.5574     
  1192.31        2500.00                 NaN  0.870991       0.688807E-003  0.464128                 NaN   13.9793        31.9882        21.7890        20.3498        10.5580     
  1189.10        2500.00                 NaN  0.870993       0.688765E-003  0.464137                 NaN   13.9792        31.9880        21.7889        20.3496        10.5585     
  1185.90        2500.00                 NaN  0.870995       0.688723E-003  0.464147                 NaN   13.9790        31.9878        21.7889        20.3494        10.5591     
  1182.69        2500.00                 NaN  0.870996       0.688681E-003  0.464156                 NaN   13.9789        31.9876        21.7888        20.3493        10.5596     
  1179.49        2500.00                 NaN  0.870847       0.574728E-003  0.487277                 NaN   14.0161        32.9454        20.6437        20.3438        10.6923     
  1176.28        2500.00                 NaN  0.870849       0.574693E-003  0.487287                 NaN   14.0160        32.9452        20.6437        20.3436        10.6929     
  1173.08        2500.00                 NaN  0.870850       0.574658E-003  0.487297                 NaN   14.0158        32.9450        20.6436        20.3434        10.6934     
  1169.87        2500.00                 NaN  0.870852       0.574623E-003  0.487306                 NaN   14.0157        32.9448        20.6436        20.3432        10.6939     
  1166.67        2500.00                 NaN  0.870853       0.574588E-003  0.487316                 NaN   14.0156        32.9446        20.6435        20.3430        10.6945     
  1163.46        2500.00                 NaN  0.870855       0.574553E-003  0.487326                 NaN   14.0155        32.9444        20.6435        20.3428        10.6950     
  1160.26        2500.00                 NaN  0.870856       0.574519E-003  0.487335                 NaN   14.0154        32.9442        20.6434        20.3427        10.6956     
  1157.05        2500.00                 NaN  0.870858       0.574484E-003  0.487345                 NaN   14.0152        32.9440        20.6433        20.3425        10.6961     
  1153.85        2500.00                 NaN  0.870738       0.466067E-003  0.515447                 NaN   14.0395        33.8366        20.3358        19.5899        10.8115     
  1150.64        2500.00                 NaN  0.870740       0.466039E-003  0.515457                 NaN   14.0394        33.8364        20.3356        19.5899        10.8121     
  1147.44        2500.00                 NaN  0.870741       0.466010E-003  0.515467                 NaN   14.0392        33.8362        20.3354        19.5898        10.8126     
  1144.23        2500.00                 NaN  0.870742       0.465982E-003  0.515477                 NaN   14.0391        33.8360        20.3352        19.5898        10.8132     
  1141.03        2500.00                 NaN  0.870743       0.465954E-003  0.515487                 NaN   14.0390        33.8358        20.3350        19.5898        10.8137     
  1137.82        2500.00                 NaN  0.870744       0.465926E-003  0.515497                 NaN   14.0389        33.8356        20.3348        19.5897        10.8143     
  1134.62        2500.00                 NaN  0.870746       0.465898E-003  0.515507                 NaN   14.0387        33.8354        20.3347        19.5897        10.8148     
  1131.41        2500.00                 NaN  0.870747       0.465870E-003  0.515517                 NaN   14.0386        33.8352        20.3345        19.5896        10.8154     
  1128.21        2500.00                 NaN  0.870639       0.351963E-003  0.548304                 NaN   14.0550        34.6667        20.3107        18.6239        10.9243     
  1125.00        2500.00                 NaN  0.870640       0.351942E-003  0.548315                 NaN   14.0549        34.6665        20.3105        18.6238        10.9249     
  1121.79        2500.00                 NaN  0.870641       0.351920E-003  0.548325                 NaN   14.0548        34.6663        20.3104        18.6238        10.9254     
  1118.59        2500.00                 NaN  0.870641       0.351899E-003  0.548336                 NaN   14.0547        34.6661        20.3102        18.6238        10.9260     
  1115.38        2500.00                 NaN  0.870642       0.351878E-003  0.548346                 NaN   14.0545        34.6659        20.3100        18.6237        10.9265     
  1112.18        2500.00                 NaN  0.870643       0.351857E-003  0.548357                 NaN   14.0544        34.6657        20.3098        18.6237        10.9271     
  1108.97        2500.00                 NaN  0.870644       0.351836E-003  0.548367                 NaN   14.0543        34.6655        20.3096        18.6237        10.9276     
  1105.77        2500.00                 NaN  0.870645       0.351815E-003  0.548378                 NaN   14.0542        34.6652        20.3094        18.6236        10.9282     
  1102.56        2500.00                 NaN  0.870546       0.240328E-003  0.586425                 NaN   14.0626        35.4331        20.2683        17.7472        11.0316     
  1099.36        2500.00                 NaN  0.870546       0.240314E-003  0.586436                 NaN   14.0625        35.4329        20.2681        17.7471        11.0322     
  1096.15        2500.00                 NaN  0.870547       0.240300E-003  0.586447                 NaN   14.0624        35.4327        20.2679        17.7471        11.0328     
  1092.95        2500.00                 NaN  0.870548       0.240285E-003  0.586458                 NaN   14.0622        35.4324        20.2677        17.7471        11.0333     
  1089.74        2500.00                 NaN  0.870548       0.240271E-003  0.586469                 NaN   14.0621        35.4322        20.2675        17.7470        11.0339     
  1086.54        2500.00                 NaN  0.870549       0.240256E-003  0.586480                 NaN   14.0620        35.4320        20.2673        17.7470        11.0344     
  1083.33        2500.00                 NaN  0.870550       0.240242E-003  0.586491                 NaN   14.0619        35.4318        20.2671        17.7470        11.0350     
  1080.13        2500.00                 NaN  0.870550       0.240228E-003  0.586502                 NaN   14.0617        35.4316        20.2669        17.7469        11.0355     
  1076.92        2500.00                 NaN  0.870476       0.131826E-003  0.629601                 NaN   14.0582        36.1641        20.2308        16.9224        11.1244     
  1073.72        2500.00                 NaN  0.870476       0.131819E-003  0.629613                 NaN   14.0581        36.1639        20.2306        16.9224        11.1249     
  1070.51        2500.00                 NaN  0.870477       0.131811E-003  0.629625                 NaN   14.0579        36.1636        20.2304        16.9223        11.1255     
  1067.31        2500.00                 NaN  0.870477       0.131803E-003  0.629636                 NaN   14.0578        36.1634        20.2302        16.9223        11.1261     
  1064.10        2500.00                 NaN  0.870439       0.764231E-004  0.653120                 NaN   14.0544        36.5133        20.2023        16.5347        11.1717     
  1060.90        2500.00                 NaN  0.870439       0.764185E-004  0.653132                 NaN   14.0543        36.5131        20.2021        16.5347        11.1722     
  1057.69        2500.00                 NaN  0.870427       0.500218E-004  0.665251                 NaN   14.0501        36.6884        16.3403        20.1946        11.1909     
  1054.49        2500.00                 NaN  0.870414                 NaN  0.670322                 NaN   14.0517        36.8865        20.1689        16.1451        11.2070     
  1051.28        2500.00                 NaN  0.870412                 NaN  0.677381                 NaN   14.0470        36.8617        20.1822        16.1485        11.2129     
  1048.08        2500.00                 NaN  0.870412                 NaN  0.677393                 NaN   14.0469        36.8614        20.1820        16.1485        11.2134     
  1044.87        2500.00                 NaN  0.870412                 NaN  0.677406                 NaN   14.0467        36.8612        20.1818        16.1485        11.2140     
  1041.67        2500.00                 NaN  0.870412                 NaN  0.677418                 NaN   14.0466        36.8610        20.1816        16.1485        11.2145     
  1038.46        2500.00                 NaN  0.870412                 NaN  0.677430                 NaN   14.0465        36.8608        20.1814        16.1484        11.2151     
  1035.26        2500.00                 NaN  0.870412                 NaN  0.677443                 NaN   14.0463        36.8606        20.1812        16.1484        11.2157     
  1032.05        2500.00                 NaN  0.870412                 NaN  0.677455                 NaN   14.0462        36.8603        20.1810        16.1484        11.2162     
  1028.85        2500.00                 NaN  0.870412                 NaN  0.677467                 NaN   14.0461        36.8601        20.1808        16.1484        11.2168     
  1025.64        2500.00                 NaN  0.870366                 NaN  0.731701                 NaN   14.0231        37.5300        15.4242        20.1311        11.2896     
  1022.44        2500.00                 NaN  0.870366                 NaN  0.731714                 NaN   14.0229        37.5298        15.4242        20.1309        11.2901     
  1019.23        2500.00                 NaN  0.870366                 NaN  0.731727                 NaN   14.0228        37.5296        15.4242        20.1307        11.2907     
  1016.03        2500.00                 NaN  0.870365                 NaN  0.731740                 NaN   14.0227        37.5294        15.4242        20.1305        11.2912     
  1012.82        2500.00                 NaN  0.870365                 NaN  0.731753                 NaN   14.0225        37.5291        15.4242        20.1303        11.2918     
  1009.62        2500.00                 NaN  0.870365                 NaN  0.731766                 NaN   14.0224        37.5289        15.4241        20.1301        11.2924     
  1006.41        2500.00                 NaN  0.870365                 NaN  0.731779                 NaN   14.0223        37.5287        15.4241        20.1299        11.2929     
  1003.21        2500.00                 NaN  0.870364                 NaN  0.731792                 NaN   14.0221        37.5285        15.4241        20.1297        11.2935     
  1000.00        2500.00                 NaN  0.870331                 NaN  0.791216                 NaN   13.9902        38.1757        20.0759        14.7377        11.3589     
