|6.6.6
Archiving\03_Data\DfracLP/QFM_m0.25/K22/K22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       O(HP)          Sp(TH)         ilm            Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q             
  1501.25        500.000        98.9852                 NaN            NaN            NaN            NaN            NaN            NaN   1.01477                 NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        98.9950                 NaN            NaN            NaN            NaN            NaN            NaN   1.00501                 NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.0040                 NaN            NaN            NaN            NaN            NaN            NaN  0.996015                 NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.0098                 NaN            NaN            NaN            NaN            NaN            NaN  0.990178                 NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.0200                 NaN            NaN            NaN            NaN            NaN            NaN  0.979993                 NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0319                 NaN            NaN            NaN            NaN            NaN            NaN  0.968096                 NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0409                 NaN            NaN            NaN            NaN            NaN            NaN  0.959096                 NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0494                 NaN            NaN            NaN            NaN            NaN            NaN  0.950574                 NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0567                 NaN            NaN            NaN            NaN            NaN            NaN  0.943346                 NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0632                 NaN            NaN            NaN            NaN            NaN            NaN  0.936790                 NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0735                 NaN            NaN            NaN            NaN            NaN            NaN  0.926536                 NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0795                 NaN            NaN            NaN  0.623841E-005            NaN            NaN  0.920463                 NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0866                 NaN            NaN            NaN            NaN            NaN            NaN  0.913432                 NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0921                 NaN            NaN            NaN            NaN            NaN            NaN  0.907867                 NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0968                 NaN            NaN            NaN            NaN            NaN            NaN  0.903191                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1070                 NaN            NaN            NaN            NaN            NaN            NaN  0.893035                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0813                 NaN            NaN            NaN            NaN            NaN            NaN  0.751303       0.167355                 NaN            NaN            NaN            NaN
  1458.65        500.000        98.5170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.487627       0.995390                 NaN            NaN            NaN
  1456.14        500.000        98.1436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.722541        1.13387                 NaN            NaN            NaN
  1453.63        500.000        98.1717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.11773       0.710606                 NaN            NaN            NaN
  1451.13        500.000        98.2016                 NaN            NaN            NaN            NaN            NaN            NaN  0.140712       0.538472        1.11918                 NaN            NaN            NaN
  1448.62        500.000        98.2241                 NaN            NaN            NaN            NaN            NaN            NaN  0.838490E-003   1.08735       0.687734                 NaN            NaN            NaN
  1446.12        500.000        98.2479                 NaN            NaN            NaN            NaN            NaN            NaN  0.101252        1.08491       0.565960                 NaN            NaN            NaN
  1443.61        500.000        98.2798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05513       0.665062                 NaN            NaN            NaN
  1441.10        500.000        98.2959                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04620       0.657887                 NaN            NaN            NaN
  1438.60        500.000        98.3223                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03110       0.646609                 NaN            NaN            NaN
  1436.09        500.000        98.3441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.638118        1.01783                 NaN            NaN            NaN
  1433.58        500.000        98.3643                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.628740        1.00697                 NaN            NaN            NaN
  1431.08        500.000        98.3855                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.619872       0.994599                 NaN            NaN            NaN
  1428.57        500.000        98.4042                 NaN            NaN            NaN            NaN            NaN            NaN  0.525691E-002  0.983649       0.606937                 NaN            NaN            NaN
  1426.07        500.000        98.4268                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.970747       0.602493                 NaN            NaN            NaN
  1423.56        500.000        98.4448                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.960768       0.594416                 NaN            NaN            NaN
  1421.05        500.000        98.4626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.950412       0.587035                 NaN            NaN            NaN
  1418.55        500.000        98.4813                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.939897       0.578846                 NaN            NaN            NaN
  1416.04        500.000        98.4988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.571455       0.929708                 NaN            NaN            NaN
  1413.53        500.000        97.4030                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02851        1.08174       0.486748                 NaN            NaN
  1411.03        500.000        96.2372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.62936        1.11926        1.01414                 NaN            NaN
  1408.52        500.000        96.3467                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.08707        1.58289       0.983357                 NaN            NaN
  1406.02        500.000        96.4520                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05606        1.53816       0.953764                 NaN            NaN
  1403.51        500.000        96.5536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.49542        1.02531       0.925707                 NaN            NaN
  1401.00        500.000        96.6474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.45744       0.996012       0.899195                 NaN            NaN
  1398.50        500.000        96.7356                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.971646        1.41845       0.874295                 NaN            NaN
  1395.99        500.000        96.8205                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.944367        1.38470       0.850429                 NaN            NaN
  1393.48        500.000        96.9014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.920299        1.35097       0.827309                 NaN            NaN
  1390.98        500.000        96.9738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.31982       0.900199       0.806154                 NaN            NaN
  1388.47        500.000        97.0517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.28927       0.874963       0.784083                 NaN            NaN
  1385.96        500.000        97.1199                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.26199       0.853451       0.764671                 NaN            NaN
  1383.46        500.000        97.1727                 NaN            NaN            NaN  0.313597                 NaN            NaN            NaN  0.919737       0.803610       0.790370                 NaN            NaN
  1380.95        500.000        97.2363                 NaN            NaN            NaN  0.395039                 NaN            NaN            NaN  0.661559       0.924424       0.782685                 NaN            NaN
  1378.45        500.000        97.1985                 NaN            NaN            NaN  0.429402                 NaN            NaN            NaN  0.940988       0.625833       0.805228                 NaN            NaN
  1375.94        500.000        97.4701                 NaN            NaN            NaN  0.382462                 NaN            NaN            NaN  0.570701       0.867290       0.709418                 NaN            NaN
  1373.43        500.000        97.4152                 NaN            NaN            NaN  0.427891                 NaN            NaN            NaN  0.879448       0.540899       0.736574                 NaN            NaN
  1370.93        500.000        97.4983                 NaN            NaN            NaN  0.412555                 NaN            NaN            NaN  0.524541       0.855703       0.708939                 NaN            NaN
  1368.42        500.000        97.5259                 NaN            NaN            NaN  0.428855                 NaN            NaN            NaN  0.853692       0.488167       0.703422                 NaN            NaN
  1365.91        500.000        97.5799                 NaN            NaN            NaN  0.434986                 NaN            NaN            NaN  0.840541       0.455941       0.688639                 NaN            NaN
  1363.41        500.000        97.6278                 NaN            NaN            NaN  0.440787                 NaN            NaN            NaN  0.426845       0.829388       0.675169                 NaN            NaN
  1360.90        500.000        97.6749                 NaN            NaN            NaN  0.447029                 NaN            NaN            NaN  0.397714       0.818202       0.662204                 NaN            NaN
  1358.40        500.000        97.7234                 NaN            NaN            NaN  0.451947                 NaN            NaN            NaN  0.806570       0.369330       0.648747                 NaN            NaN
  1355.89        500.000        97.7675                 NaN            NaN            NaN  0.457277                 NaN            NaN            NaN  0.796220       0.342647       0.636390                 NaN            NaN
  1353.38        500.000        97.8095                 NaN            NaN            NaN  0.462101                 NaN            NaN            NaN  0.317327       0.786643       0.624463                 NaN            NaN
  1350.88        500.000        97.8531                 NaN            NaN            NaN  0.466731                 NaN            NaN            NaN  0.291095       0.776611       0.612455                 NaN            NaN
  1348.37        500.000        97.8931                 NaN            NaN            NaN  0.470402                 NaN            NaN            NaN  0.766850       0.268701       0.600915                 NaN            NaN
  1345.86        500.000        97.9323                 NaN            NaN            NaN  0.474397                 NaN            NaN            NaN  0.757273       0.246247       0.589766                 NaN            NaN
  1343.36        500.000        97.9696                 NaN            NaN            NaN  0.477216                 NaN            NaN            NaN  0.225725       0.748508       0.578964                 NaN            NaN
  1340.85        500.000        98.0063                 NaN            NaN            NaN  0.479851                 NaN            NaN            NaN  0.739335       0.206100       0.568408                 NaN            NaN
  1338.35        500.000        98.0405                 NaN            NaN            NaN  0.481702                 NaN            NaN            NaN  0.731167       0.188412       0.558208                 NaN            NaN
  1335.84        500.000        98.0765                 NaN            NaN            NaN  0.484020                 NaN            NaN            NaN  0.722351       0.169204       0.547957                 NaN            NaN
  1333.33        500.000        98.1085                 NaN            NaN            NaN  0.483908                 NaN            NaN            NaN  0.713859       0.155603       0.538174                 NaN            NaN
  1330.83        500.000        98.1425                 NaN            NaN            NaN  0.485428                 NaN            NaN            NaN  0.705273       0.138448       0.528314                 NaN            NaN
  1328.32        500.000        98.1743                 NaN            NaN            NaN  0.484203                 NaN            NaN            NaN  0.696584       0.126317       0.518594                 NaN            NaN
  1325.81        500.000        98.2044                 NaN            NaN            NaN  0.483767                 NaN            NaN            NaN  0.688577       0.113727       0.509505                 NaN            NaN
  1323.31        500.000        98.2353                 NaN            NaN            NaN  0.483828                 NaN            NaN            NaN  0.100269       0.680206       0.500411                 NaN            NaN
  1320.80        500.000        98.2636                 NaN            NaN            NaN  0.479323                 NaN            NaN            NaN  0.671393       0.945368E-001  0.491159                 NaN            NaN
  1318.30        500.000        98.2917                 NaN            NaN            NaN  0.477295                 NaN            NaN            NaN  0.850759E-001  0.663312       0.482663                 NaN            NaN
  1315.79        500.000        98.3199                 NaN            NaN            NaN  0.473998                 NaN            NaN            NaN  0.654846       0.774914E-001  0.473813                 NaN            NaN
  1313.28        500.000        98.3465                 NaN            NaN            NaN  0.469922                 NaN            NaN            NaN  0.722664E-001  0.645932       0.465397                 NaN            NaN
  1310.78        500.000        98.3718                 NaN            NaN            NaN  0.465026                 NaN            NaN            NaN  0.637751       0.682220E-001  0.457220                 NaN            NaN
  1308.27        500.000        98.3987                 NaN            NaN            NaN  0.460717                 NaN            NaN            NaN  0.633235E-001  0.628444       0.448830                 NaN            NaN
  1305.76        500.000        98.4229                 NaN            NaN            NaN  0.453788                 NaN            NaN            NaN  0.631383E-001  0.619434       0.440755                 NaN            NaN
  1303.26        500.000        98.4488                 NaN            NaN            NaN  0.449128                 NaN            NaN            NaN  0.573163E-001  0.611943       0.432832                 NaN            NaN
  1300.75        500.000        98.4711                 NaN            NaN            NaN  0.439671                 NaN            NaN            NaN  0.601600       0.627812E-001  0.424876                 NaN            NaN
  1298.25        500.000        98.4943                 NaN            NaN            NaN  0.432984                 NaN            NaN            NaN  0.592443       0.628589E-001  0.417445                 NaN            NaN
  1295.74        500.000        98.5172                 NaN            NaN            NaN  0.425096                 NaN            NaN            NaN  0.582943       0.648380E-001  0.409940                 NaN            NaN
  1293.23        500.000        98.5394                 NaN            NaN            NaN  0.416820                 NaN            NaN            NaN  0.676282E-001  0.573552       0.402630                 NaN            NaN
  1290.73        500.000        98.5620                 NaN            NaN            NaN  0.408035                 NaN            NaN            NaN  0.563912       0.708783E-001  0.395197                 NaN            NaN
  1288.22        500.000        98.5825                 NaN            NaN            NaN  0.397801                 NaN            NaN            NaN  0.775056E-001  0.554079       0.388142                 NaN            NaN
  1285.71        500.000        98.3961                 NaN            NaN            NaN  0.881355E-001  0.194331                 NaN            NaN  0.578225       0.344704       0.398499                 NaN            NaN
  1283.21        500.000        98.3276                 NaN            NaN            NaN            NaN  0.292146                 NaN            NaN  0.614167       0.361651       0.404437                 NaN            NaN
  1280.70        500.000        98.3690                 NaN            NaN            NaN            NaN  0.285798                 NaN            NaN  0.351762       0.598209       0.395209                 NaN            NaN
  1278.20        500.000        98.4076                 NaN            NaN            NaN  0.280507E-002  0.278339                 NaN            NaN  0.583090       0.341188       0.387004                 NaN            NaN
  1275.69        500.000        98.4510                 NaN            NaN            NaN            NaN  0.271904                 NaN            NaN  0.566762       0.333789       0.376534                 NaN            NaN
  1273.18        500.000        98.4908                 NaN            NaN            NaN            NaN  0.264364                 NaN            NaN  0.549927       0.327106       0.367819                 NaN            NaN
  1270.68        500.000        98.5276                 NaN            NaN            NaN            NaN  0.257612                 NaN            NaN  0.535122       0.320111       0.359552                 NaN            NaN
  1268.17        500.000        98.5647                 NaN            NaN            NaN            NaN  0.249960                 NaN            NaN  0.314854       0.519243       0.351239                 NaN            NaN
  1265.66        500.000        98.6017                 NaN            NaN            NaN            NaN  0.242895                 NaN            NaN  0.504169       0.308408       0.342842                 NaN            NaN
  1263.16        500.000        98.6378                 NaN            NaN            NaN            NaN  0.235954                 NaN            NaN  0.489313       0.302158       0.334811                 NaN            NaN
  1260.65        500.000        98.6726                 NaN            NaN            NaN            NaN  0.228291                 NaN            NaN  0.474145       0.298112       0.326888                 NaN            NaN
  1258.15        500.000        98.7061                 NaN            NaN            NaN            NaN  0.221452                 NaN            NaN  0.460280       0.292928       0.319248                 NaN            NaN
  1255.64        500.000        98.7391                 NaN            NaN            NaN            NaN  0.214494                 NaN            NaN  0.446223       0.288394       0.311791                 NaN            NaN
  1253.13        500.000        98.8756                 NaN            NaN            NaN            NaN  0.260635                 NaN            NaN  0.587079                 NaN  0.276638                 NaN            NaN
  1250.63        500.000        97.8430                 NaN            NaN            NaN            NaN  0.187603                 NaN            NaN  0.689459       0.347161       0.415918       0.516904                 NaN
  1248.12        500.000        89.9933                 NaN            NaN            NaN            NaN  0.594961                 NaN            NaN   1.16818        1.63097        1.22028        5.39234                 NaN
  1245.61        500.000        90.7421                 NaN            NaN            NaN            NaN  0.553690                 NaN            NaN   1.07561        1.49379        1.12983        5.00494                 NaN
  1243.11        500.000        91.3977                 NaN            NaN            NaN            NaN  0.520363                 NaN            NaN   1.36633       0.996966        1.04982        4.66880                 NaN
  1240.60        500.000        91.9838                 NaN            NaN            NaN            NaN  0.492037                 NaN            NaN  0.928669        1.24866       0.977396        4.36947                 NaN
  1238.10        500.000        92.5103                 NaN            NaN            NaN            NaN  0.467777                 NaN            NaN  0.869124        1.13912       0.911707        4.10195                 NaN
  1235.59        500.000        92.9917                 NaN            NaN            NaN            NaN  0.446255                 NaN            NaN  0.816378        1.03705       0.851133        3.85750                 NaN
  1233.08        500.000        93.4333                 NaN            NaN            NaN            NaN  0.426006                 NaN            NaN  0.943220       0.769185       0.794999        3.63333                 NaN
  1230.58        500.000        93.8591                 NaN            NaN            NaN            NaN  0.406593                 NaN            NaN  0.724570       0.853351       0.741219        3.41515                 NaN
  1228.07        500.000        94.2278                 NaN            NaN            NaN            NaN  0.389061                 NaN            NaN  0.775492       0.685686       0.693776        3.22823                 NaN
  1225.56        500.000        94.5872                 NaN            NaN            NaN            NaN  0.371869                 NaN            NaN  0.700196       0.648682       0.647373        3.04463                 NaN
  1223.06        500.000        93.8673                 NaN            NaN            NaN            NaN  0.430862                 NaN            NaN  0.734965       0.734112       0.737999        3.49478                 NaN
  1220.55        500.000        96.1922                 NaN            NaN            NaN            NaN  0.273472                 NaN            NaN  0.473200       0.446345       0.436131        2.17864                 NaN
  1218.05        500.000        95.2668                 NaN            NaN            NaN            NaN  0.331575                 NaN            NaN  0.570637       0.595089       0.570510        2.66541                 NaN
  1215.54        500.000        96.1072                 NaN            NaN            NaN            NaN  0.292206                 NaN            NaN  0.401060       0.484318       0.442327        2.27291                 NaN
  1213.03        500.000        95.3923                 NaN            NaN            NaN            NaN  0.326790                 NaN            NaN  0.587427       0.435520       0.541551        2.71640                 NaN
  1210.53        500.000        96.8098                 NaN            NaN            NaN            NaN  0.256265                 NaN            NaN  0.356213       0.409976       0.364525        1.80321                 NaN
  1208.02        500.000        96.4711                 NaN            NaN            NaN            NaN  0.222911                 NaN            NaN  0.515217       0.371769       0.432578        1.98639                 NaN
  1205.51        500.000        93.8789                 NaN            NaN            NaN            NaN  0.471058                 NaN            NaN  0.844160       0.424657       0.664885        3.71631                 NaN
  1203.01        500.000        99.4865                 NaN            NaN            NaN            NaN  0.693213E-001            NaN            NaN  0.873353E-001  0.154842E-001  0.584205E-001  0.282968                 NaN
  1200.50        500.000        98.0669                 NaN            NaN            NaN            NaN  0.923506E-001            NaN            NaN  0.209100       0.206195       0.215874        1.20954                 NaN
  1197.99        500.000        96.4856                 NaN            NaN            NaN            NaN  0.304396                 NaN            NaN  0.297163       0.464236       0.389131        2.05951                 NaN
  1195.49        500.000        93.7341                 NaN            NaN            NaN            NaN  0.305387       0.785326E-001            NaN  0.739460       0.646329       0.679680        3.81655                 NaN
  1192.98        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1190.48        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1187.97        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN   4.25374                 NaN            NaN   6.74317                 NaN   7.31095        43.2389        38.4532     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN   4.25362                 NaN            NaN   6.74482                 NaN   7.31272        43.2348        38.4540     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN   4.26477                 NaN            NaN   6.72599                 NaN   7.31844        43.2267        38.4641     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN   4.25637                 NaN            NaN  0.335812E-001   6.70613        7.31909        43.2266        38.4582     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN   4.25441                 NaN            NaN   6.68508       0.593556E-001   7.32638        43.2151        38.4596     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN   4.23675                 NaN            NaN   6.62865       0.144072        7.32926        43.2135        38.4477     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN   4.22599                 NaN            NaN  0.200497        6.59091        7.33407        43.2067        38.4419     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN   4.22215                 NaN            NaN   6.55931       0.238399        7.33844        43.2010        38.4407     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   4.20552                 NaN            NaN  0.307613        6.52024        7.34285        43.1928        38.4310     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN   4.20312                 NaN            NaN   6.49093       0.338951        7.34867        43.1876        38.4308     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN   4.20110                 NaN            NaN   6.46347       0.369635        7.35290        43.1820        38.4309     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   4.18991                 NaN            NaN   6.42964       0.422618        7.35827        43.1747        38.4248     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   4.15794                 NaN            NaN   6.37561       0.531618        7.36657        43.1634        38.4049     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   4.17383                 NaN            NaN   6.36741       0.511453        7.36811        43.1625        38.4167     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN   4.12680       0.128864E-001            NaN   6.31635       0.623360        7.37642        43.1491        38.3951     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN   4.06283       0.403457E-001            NaN   6.26068       0.743937        7.38445        43.1369        38.3709     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN   3.99671       0.676486E-001            NaN   6.20575       0.868813        7.39344        43.1221        38.3456     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   3.93285       0.941897E-001            NaN  0.988557        6.15273        7.40198        43.1087        38.3210     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   3.86862       0.120499                 NaN   6.10025        1.10878        7.41063        43.0951        38.2961     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN   3.80391       0.146597                 NaN   6.04844        1.22952        7.41944        43.0814        38.2707     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   3.74037       0.171439                 NaN   5.99762        1.34925        7.42837        43.0677        38.2453     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN   3.67663       0.197492                 NaN   1.46566        5.94837        7.43718        43.0542        38.2204     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   3.59909       0.224147                 NaN   5.87797        1.62642        7.44811        43.0372        38.1870     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   3.54670       0.246478                 NaN   5.85128        1.70714        7.45547        43.0256        38.1674     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN   3.47182       0.272384                 NaN   5.79602        1.84951        7.46618        43.0089        38.1352     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   3.39861       0.297428                 NaN   1.98890        5.74219        7.47676        42.9925        38.1036     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   3.33402       0.319747                 NaN   2.11268        5.69350        7.48648        42.9776        38.0760     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   3.12676       0.395617                 NaN   2.48918        5.55000        7.51837        42.9301        37.9900     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   3.12676       0.395618                 NaN   2.48918        5.55000        7.51837        42.9301        37.9900     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   3.12676       0.395618                 NaN   2.48918        5.55000        7.51837        42.9301        37.9900     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   3.12676       0.395618                 NaN   2.48918        5.55000        7.51837        42.9301        37.9900     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   3.12676       0.395619                 NaN   2.48918        5.55000        7.51837        42.9301        37.9900     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   2.85009       0.479131                 NaN   3.01977        5.36108        7.56210        42.8642        37.8637     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   2.85009       0.479131                 NaN   3.01977        5.36108        7.56210        42.8642        37.8637     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   2.85009       0.479131                 NaN   3.01977        5.36108        7.56210        42.8642        37.8637     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   2.85009       0.479131                 NaN   3.01977        5.36108        7.56210        42.8642        37.8637     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   2.63032       0.530948                 NaN   3.46754        5.20978        7.59682        42.8111        37.7535     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN   2.56626       0.554709                 NaN   3.57417        5.17418        7.60893        42.7941        37.7276     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   2.56569       0.554865                 NaN   3.57528        5.17381        7.60902        42.7940        37.7274     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN   2.41181       0.584465                 NaN   5.06831        3.89982        7.63350        42.7564        37.6457     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   2.33445       0.601704                 NaN   4.05512        5.01887        7.64661        42.7368        37.6064     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN   2.27097       0.622570                 NaN   4.16299        4.98598        7.65951        42.7188        37.5792     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   2.27097       0.622572                 NaN   4.16299        4.98598        7.65951        42.7188        37.5792     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN   2.10795       0.649049                 NaN   4.51236        4.87693        7.68606        42.6782        37.4895     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   2.03196       0.663754                 NaN   4.83023        4.66681        7.69948        42.6583        37.4494     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN   1.95081       0.680644                 NaN   4.82879        4.78141        7.71356        42.6373        37.4075     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN   1.86939       0.692204                 NaN   5.00253        4.73039        7.72846        42.6151        37.3619     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN   1.78918       0.705457                 NaN   5.16869        4.68185        7.74291        42.5937        37.3182     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN   1.70765       0.718227                 NaN   5.33836        4.63296        7.75769        42.5718        37.2733     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN   1.62740       0.730387                 NaN   4.58527        5.50524        7.77208        42.5509        37.2287     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN   1.54356       0.742140                 NaN   5.68139        4.53574        7.78748        42.5280        37.1817     
  1057.64        500.000                 NaN            NaN            NaN            NaN   3.41504                 NaN   1.13542                 NaN   5.28809        2.29509        7.72223        42.9599        37.1843     
  1055.14        500.000                 NaN            NaN            NaN            NaN   3.29634                 NaN   1.12538                 NaN   5.22104        2.54370        7.73706        42.9232        37.1533     
  1052.63        500.000                 NaN            NaN            NaN            NaN   3.34408                 NaN   1.12847                 NaN   5.23554        2.45969        7.73628        42.9282        37.1677     
  1050.13        500.000                 NaN            NaN            NaN            NaN   3.39742                 NaN   1.13203                 NaN   5.25237        2.36491        7.73491        42.9347        37.1837     
  1047.62        500.000                 NaN            NaN            NaN            NaN   3.44143                 NaN   1.13486                 NaN   2.28875        5.26460        7.73434        42.9389        37.1971     
  1045.11        500.000                 NaN            NaN            NaN            NaN   3.48275                 NaN   1.13750                 NaN   5.27546        2.21801        7.73396        42.9426        37.2097     
  1042.61        500.000                 NaN            NaN            NaN            NaN   3.67874                 NaN   1.15254                 NaN   1.83878        5.36136        7.71804        42.9861        37.2645     
  1040.10        500.000                 NaN            NaN            NaN            NaN   3.55316                 NaN   1.14185                 NaN   5.29136        2.10070        7.73420        42.9470        37.2318     
  1037.59        500.000                 NaN            NaN            NaN            NaN   3.59201                 NaN   1.14434                 NaN   5.30091        2.03489        7.73387        42.9502        37.2438     
  1035.09        500.000                 NaN            NaN            NaN            NaN   3.80367                 NaN   1.16076                 NaN   5.39453        1.62439        7.71580        42.9981        37.3028     
  1032.58        500.000                 NaN            NaN            NaN            NaN   3.65164                 NaN   1.14790                 NaN   5.31161        1.93893        7.73486        42.9522        37.2629     
  1030.08        500.000                 NaN            NaN            NaN            NaN   3.67414                 NaN   1.14910                 NaN   5.31374        1.90521        7.73607        42.9513        37.2704     
  1027.57        500.000                 NaN            NaN            NaN            NaN   3.70870                 NaN   1.15129                 NaN   1.84781        5.32130        7.73601        42.9536        37.2813     
  1025.06        500.000                 NaN            NaN            NaN            NaN   3.72120                 NaN   1.15170                 NaN   1.83408        5.31845        7.73815        42.9503        37.2862     
  1022.56        500.000                 NaN            NaN            NaN            NaN   3.75537                 NaN   1.15386                 NaN   1.77694        5.32652        7.73812        42.9522        37.2970     
  1020.05        500.000                 NaN            NaN            NaN            NaN   3.77680                 NaN   1.15500                 NaN   1.74515        5.32831        7.73932        42.9511        37.3043     
  1017.54        500.000                 NaN            NaN            NaN            NaN   3.79685                 NaN   1.15604                 NaN   5.32956        1.71600        7.74066        42.9496        37.3113     
  1015.04        500.000                 NaN            NaN            NaN            NaN   4.38344                 NaN   1.20379                 NaN   5.58918       0.576378        7.68801        43.0797        37.4795     
  1012.53        500.000                 NaN            NaN            NaN            NaN   4.40070                 NaN   1.20476                 NaN   5.58794       0.553693        7.68916        43.0781        37.4857     
