|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m3.75/K22/K22_3.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        ilm            q             
  1280.90        500.000        99.5555                 NaN            NaN            NaN  0.206031       0.933469E-001            NaN  0.145092                 NaN            NaN            NaN            NaN
  1279.40        500.000        99.5611                 NaN            NaN            NaN  0.204216       0.908735E-001            NaN  0.143831                 NaN            NaN            NaN            NaN
  1277.90        500.000        99.5649                 NaN            NaN            NaN  0.203235       0.887544E-001            NaN  0.143123                 NaN            NaN            NaN            NaN
  1276.40        500.000        99.5678                 NaN            NaN            NaN  0.202576       0.868612E-001            NaN  0.142739                 NaN            NaN            NaN            NaN
  1274.89        500.000        99.5696                 NaN            NaN            NaN  0.851405E-001  0.202493                 NaN  0.142771                 NaN            NaN            NaN            NaN
  1273.39        500.000        99.5698                 NaN            NaN            NaN  0.833261E-001  0.203470                 NaN  0.143366                 NaN            NaN            NaN            NaN
  1271.89        500.000        79.8949                 NaN            NaN   1.22443        3.09907                 NaN            NaN   2.11975        13.6618                 NaN            NaN            NaN
  1270.39        500.000        87.0171                 NaN            NaN  0.875102        1.89669                 NaN            NaN   1.38775        8.82337                 NaN            NaN            NaN
  1268.89        500.000        93.9393                 NaN            NaN  0.383564       0.911802                 NaN            NaN  0.650746        4.11457                 NaN            NaN            NaN
  1267.38        500.000        96.2845                 NaN            NaN  0.217782       0.577654                 NaN            NaN  0.401014        2.51907                 NaN            NaN            NaN
  1265.88        500.000        94.7971                 NaN            NaN  0.362011       0.718874                 NaN            NaN  0.552694        3.56929                 NaN            NaN            NaN
  1264.38        500.000        85.7564        13.1790                 NaN            NaN  0.426953                 NaN            NaN  0.348515       0.289139                 NaN            NaN            NaN
  1262.88        500.000        97.0387                 NaN            NaN            NaN  0.177859       0.738294                 NaN  0.241951        1.80315                 NaN            NaN            NaN
  1261.38        500.000        97.5427                 NaN            NaN            NaN            NaN            NaN            NaN  0.877231        1.58006                 NaN            NaN            NaN
  1259.87        500.000        97.2786                 NaN            NaN            NaN  0.440506       0.208078E-001            NaN  0.310278        1.94982                 NaN            NaN            NaN
  1258.37        500.000        95.6921                 NaN            NaN            NaN  0.154390       0.738305                 NaN  0.488785        2.92645                 NaN            NaN            NaN
  1256.87        500.000        94.8944                 NaN            NaN            NaN  0.880164                 NaN            NaN  0.446234        3.77921                 NaN            NaN            NaN
  1255.37        500.000        92.3260                 NaN            NaN            NaN  0.487589E-001  0.531685        1.06329       0.853123        5.17717                 NaN            NaN            NaN
  1253.86        500.000        99.7440                 NaN            NaN            NaN  0.255152                 NaN            NaN  0.867509E-003            NaN            NaN            NaN            NaN
  1252.36        500.000        99.2153                 NaN            NaN            NaN  0.301170                 NaN            NaN  0.156193       0.327318                 NaN            NaN            NaN
  1250.86        500.000        95.3198                 NaN            NaN            NaN  0.417427       0.566026                 NaN  0.537219        3.15953                 NaN            NaN            NaN
  1249.36        500.000        97.2684                 NaN            NaN            NaN  0.633387                 NaN            NaN  0.338643        1.75961                 NaN            NaN            NaN
  1247.86        500.000        96.6708                 NaN            NaN            NaN  0.715784                 NaN            NaN  0.406013        2.20740                 NaN            NaN            NaN
  1246.35        500.000        96.7962                 NaN            NaN            NaN  0.704428                 NaN            NaN  0.385483        2.11392                 NaN            NaN            NaN
  1244.85        500.000        96.9050                 NaN            NaN            NaN  0.680985                 NaN            NaN  0.367244        2.04673                 NaN            NaN            NaN
  1243.35        500.000        95.5377                 NaN            NaN            NaN  0.384180       0.489930                 NaN  0.509747        3.07849                 NaN            NaN            NaN
  1241.85        500.000        98.8026                 NaN            NaN            NaN  0.370473                 NaN            NaN  0.150733       0.676184                 NaN            NaN            NaN
  1240.34        500.000        96.8006                 NaN            NaN            NaN  0.675257                 NaN            NaN  0.384131        2.14001                 NaN            NaN            NaN
  1238.84        500.000        97.9831                 NaN            NaN            NaN  0.473669                 NaN            NaN  0.235166        1.30808                 NaN            NaN            NaN
  1237.34        500.000        97.4337                 NaN            NaN            NaN  0.565387                 NaN            NaN  0.290696        1.71023                 NaN            NaN            NaN
  1235.84        500.000        97.7628                 NaN            NaN            NaN  0.500011                 NaN            NaN  0.268660        1.46851                 NaN            NaN            NaN
  1234.34        500.000        97.3423                 NaN            NaN            NaN  0.535012                 NaN            NaN  0.310722        1.77368                 NaN  0.382640E-001            NaN
  1232.83        500.000        97.3057                 NaN            NaN            NaN  0.263649       0.236922                 NaN  0.321653        1.82125                 NaN  0.507884E-001            NaN
  1231.33        500.000        98.1990                 NaN            NaN            NaN  0.382065                 NaN            NaN  0.246297        1.11446                 NaN  0.582003E-001            NaN
  1229.83        500.000        95.1319                 NaN            NaN            NaN  0.302222                 NaN            NaN  0.448685        4.00129                 NaN  0.115911                 NaN
  1228.33        500.000        98.8570                 NaN            NaN            NaN  0.837676                 NaN            NaN  0.140885       0.164398                 NaN            NaN            NaN
  1226.83        500.000        95.2718                 NaN            NaN            NaN  0.355654                 NaN            NaN  0.419743        3.83010                 NaN  0.122677                 NaN
  1225.32        500.000        98.4402                 NaN            NaN            NaN  0.407189       0.656929                 NaN  0.303594       0.192093                 NaN            NaN            NaN
  1223.82        500.000        98.8908                 NaN            NaN            NaN            NaN            NaN            NaN  0.741424E-001   1.01043                 NaN  0.246582E-001            NaN
  1222.32        500.000        99.3209                 NaN            NaN            NaN  0.116931E-002            NaN            NaN  0.795097E-001  0.581084                 NaN  0.173633E-001            NaN
  1220.82        500.000        97.4166                 NaN            NaN            NaN  0.527994                 NaN            NaN  0.327858        1.69086                 NaN  0.367096E-001            NaN
  1219.31        500.000        98.8587                 NaN            NaN            NaN  0.221057                 NaN            NaN  0.114879       0.778504                 NaN  0.268949E-001            NaN
  1217.81        500.000        98.0019                 NaN            NaN            NaN  0.204414                 NaN            NaN  0.189503        1.54805                 NaN  0.561191E-001            NaN
  1216.31        500.000        99.3024                 NaN            NaN            NaN  0.421242       0.747644E-001            NaN  0.187542                 NaN            NaN  0.140500E-001            NaN
  1214.81        500.000        97.8684                 NaN            NaN            NaN  0.220197       0.563272E-005            NaN  0.173186        1.70711                 NaN  0.311447E-001            NaN
  1213.31        500.000        97.8268                 NaN            NaN            NaN  0.439103                 NaN            NaN  0.198548        1.51210                 NaN  0.234363E-001            NaN
  1211.80        500.000        98.4368                 NaN            NaN            NaN  0.297642                 NaN            NaN  0.167582        1.07029                 NaN  0.276675E-001            NaN
  1210.30        500.000        99.3141                 NaN            NaN            NaN  0.163283                 NaN            NaN  0.136630       0.355189                 NaN  0.308021E-001            NaN
  1208.80        500.000        97.6999                 NaN            NaN            NaN  0.382817                 NaN            NaN  0.189867        1.70793                 NaN  0.195183E-001            NaN
  1207.30        500.000        98.7765                 NaN            NaN            NaN  0.657733E-001  0.113031                 NaN  0.122550       0.896938                 NaN  0.252147E-001            NaN
  1205.80        500.000        98.5499                 NaN            NaN            NaN  0.189580                 NaN            NaN  0.153615        1.07614                 NaN  0.307706E-001            NaN
  1204.29        500.000        99.4823                 NaN            NaN            NaN  0.101845       0.703795E-001            NaN  0.971361E-001  0.224553                 NaN  0.238039E-001            NaN
  1202.79        500.000        97.9079                 NaN            NaN            NaN  0.171131       0.255684                 NaN  0.169399        1.48390                 NaN  0.119743E-001            NaN
  1201.29        500.000        98.6740                 NaN            NaN            NaN  0.201616                 NaN            NaN  0.131341       0.968897                 NaN  0.241459E-001            NaN
  1199.79        500.000        99.0349                 NaN            NaN            NaN  0.360579E-001  0.225476                 NaN  0.141357       0.541336                 NaN  0.208527E-001            NaN
  1198.28        500.000        98.8152                 NaN            NaN            NaN  0.152345                 NaN            NaN  0.932883E-001  0.925438                 NaN  0.137061E-001            NaN
  1196.78        500.000        95.4198                 NaN            NaN            NaN  0.799413       0.115222                 NaN  0.476567        2.76869                 NaN  0.372704E-001  0.383056     
  1195.28        500.000        99.9166                 NaN            NaN            NaN            NaN            NaN            NaN  0.411029E-002  0.287083E-001            NaN  0.887556E-003  0.496631E-001
  1193.78        500.000        99.9585                 NaN            NaN            NaN            NaN            NaN            NaN  0.683401E-003  0.268135E-001            NaN  0.594708E-003  0.133655E-001
  1192.28        500.000        58.2281                 NaN            NaN            NaN   1.76657        1.06676                 NaN   2.81795        18.5760                 NaN  0.207979        17.3367     
  1190.77        500.000                 NaN            NaN            NaN            NaN   7.60885                 NaN            NaN   6.83918        43.7075                 NaN  0.404008        41.4404     
  1189.27        500.000                 NaN            NaN            NaN            NaN   7.61148                 NaN            NaN   6.83912        43.7034                 NaN  0.403791        41.4422     
  1187.77        500.000                 NaN            NaN            NaN            NaN   7.61315                 NaN            NaN   6.84319        43.6971                 NaN  0.403040        41.4435     
  1186.27        500.000                 NaN            NaN            NaN            NaN   7.61478                 NaN            NaN   6.84506        43.6927                 NaN  0.402587        41.4448     
  1184.77        500.000                 NaN            NaN            NaN            NaN   7.60459                 NaN            NaN   6.83975        43.7072                 NaN  0.405026        41.4434     
  1183.26        500.000                 NaN            NaN            NaN            NaN   7.60803                 NaN            NaN   6.84021        43.7034                 NaN  0.403205        41.4452     
  1181.76        500.000                 NaN            NaN            NaN            NaN   7.61946                 NaN            NaN   6.85082        43.6797                 NaN  0.401189        41.4488     
  1180.26        500.000                 NaN            NaN            NaN            NaN   7.61972                 NaN            NaN   6.85161        43.6778                 NaN  0.401038        41.4498     
  1178.76        500.000                 NaN            NaN            NaN            NaN   7.62255                 NaN            NaN   6.85444        43.6713                 NaN  0.400306        41.4514     
  1177.25        500.000                 NaN            NaN            NaN            NaN   7.61464                 NaN            NaN   6.85066        43.6819                 NaN  0.402138        41.4507     
  1175.75        500.000                 NaN            NaN            NaN            NaN   4.18045        3.42802                 NaN   6.84726        43.6903                 NaN  0.403516        41.4504     
  1174.25        500.000                 NaN            NaN            NaN            NaN   7.62753                 NaN            NaN   6.86016        43.6580                 NaN  0.398874        41.4554     
  1172.75        500.000                 NaN            NaN            NaN            NaN   7.62758                 NaN            NaN   6.86100        43.6563                 NaN  0.398762        41.4564     
  1171.25        500.000                 NaN            NaN            NaN            NaN   7.62880                 NaN            NaN   6.86267        43.6525                 NaN  0.398426        41.4576     
  1169.74        500.000                 NaN            NaN            NaN            NaN   2.21004        5.38138                 NaN   6.83674        43.7144                 NaN  0.408583        41.4488     
  1168.24        500.000                 NaN            NaN            NaN            NaN   3.74780        3.86793                 NaN   6.85590        43.6701                 NaN  0.401462        41.4568     
  1166.74        500.000                 NaN            NaN            NaN            NaN   3.47954        4.14428                 NaN   6.86207        7.23601        36.4182       0.399304        41.4606     
  1165.24        500.000                 NaN            NaN            NaN            NaN   7.63714                 NaN            NaN   6.87172        43.6316                 NaN  0.396003        41.4635     
  1163.73        500.000                 NaN            NaN            NaN            NaN   7.63786                 NaN            NaN   6.87291        43.6288                 NaN  0.395764        41.4646     
  1162.23        500.000                 NaN            NaN            NaN            NaN   3.43359        4.19343                 NaN   6.86537        43.6466                 NaN  0.398946        41.4621     
  1160.73        500.000                 NaN            NaN            NaN            NaN   4.07367        3.54966                 NaN   6.86424        43.6499                 NaN  0.399371        41.4632     
  1159.23        500.000                 NaN            NaN            NaN            NaN  0.882292        6.75794                 NaN   6.87664        43.6200                 NaN  0.394917        41.4682     
  1157.73        500.000                 NaN            NaN            NaN            NaN   1.02546        6.61692                 NaN   6.87882        43.6148                 NaN  0.394305        41.4697     
  1156.22        500.000                 NaN            NaN            NaN            NaN   7.64713                 NaN            NaN   6.88275        43.6053                 NaN  0.393171        41.4716     
  1154.72        500.000                 NaN            NaN            NaN            NaN   7.64973                 NaN            NaN   6.88543        43.5993                 NaN  0.392392        41.4731     
  1153.22        500.000                 NaN            NaN            NaN            NaN   7.65039                 NaN            NaN   6.88658        43.5967                 NaN  0.392132        41.4742     
  1151.72        500.000                 NaN            NaN            NaN            NaN   4.46269        3.17983                 NaN   6.87944        43.6100                 NaN  0.394767        41.4732     
  1150.22        500.000                 NaN            NaN            NaN            NaN   4.92765        2.70885                 NaN   6.87725        43.6177                 NaN  0.396065        41.4725     
  1148.71        500.000                 NaN            NaN            NaN            NaN   4.42505        3.21165                 NaN   6.87756        43.6164                 NaN  0.396128        41.4732     
  1147.21        500.000                 NaN            NaN            NaN            NaN   7.65841                 NaN            NaN   6.89472        43.5770                 NaN  0.389941        41.4799     
  1145.71        500.000                 NaN            NaN            NaN            NaN   7.66060                 NaN            NaN   6.89715        43.5716                 NaN  0.389310        41.4813     
  1144.21        500.000                 NaN            NaN            NaN            NaN   4.17339        3.46940                 NaN   6.88357        43.6016                 NaN  0.394506        41.4775     
  1142.70        500.000                 NaN            NaN            NaN            NaN   4.09096        3.55390                 NaN   6.88563        43.5967                 NaN  0.393952        41.4789     
  1141.20        500.000                 NaN            NaN            NaN            NaN   4.01026        3.63667                 NaN   6.88769        43.5917                 NaN  0.393400        41.4803     
  1139.70        500.000                 NaN            NaN            NaN            NaN   4.43348        3.21715                 NaN   6.89133        43.5834                 NaN  0.392196        41.4824     
  1138.20        500.000                 NaN            NaN            NaN            NaN   5.44395        2.21196                 NaN   6.89698        43.5715                 NaN  0.390278        41.4853     
  1136.70        500.000                 NaN            NaN            NaN            NaN   1.66050        5.09017       0.867561        6.86188        43.6410                 NaN  0.401190        41.4777     
  1135.19        500.000                 NaN            NaN            NaN            NaN   3.70434        3.95088                 NaN   6.89589        43.5717                 NaN  0.391205        41.4860     
  1133.69        500.000                 NaN            NaN            NaN            NaN   3.87035        3.79056                 NaN   6.90069        43.5595                 NaN  0.389788        41.4891     
  1132.19        500.000                 NaN            NaN            NaN            NaN   1.45735        5.08144        1.08496        6.86705        43.6276                 NaN  0.399706        41.4819     
  1130.69        500.000                 NaN            NaN            NaN            NaN   1.38485        5.07957        1.16130        6.86890        43.6229                 NaN  0.399181        41.4833     
  1129.19        500.000                 NaN            NaN            NaN            NaN   1.30980        5.07831        1.23963        6.87082        43.6180                 NaN  0.398640        41.4848     
  1127.68        500.000                 NaN            NaN            NaN            NaN   1.23206        5.07775        1.32003        6.87280        43.6131                 NaN  0.398081        41.4862     
  1126.18        500.000                 NaN            NaN            NaN            NaN   1.15148        5.07795        1.40258        6.87486        43.6079                 NaN  0.397505        41.4877     
  1124.68        500.000                 NaN            NaN            NaN            NaN   1.06793        5.07898        1.48735        6.87700        43.6027                 NaN  0.396910        41.4892     
  1123.18        500.000                 NaN            NaN            NaN            NaN  0.981285        5.08091        1.57438        6.87921        43.5973                 NaN  0.396296        41.4906     
  1121.67        500.000                 NaN            NaN            NaN            NaN  0.891374        5.08381        1.66379        6.88150        43.5917                 NaN  0.395661        41.4921     
  1120.17        500.000                 NaN            NaN            NaN            NaN   3.40528        4.26584                 NaN   6.91305        43.5296                 NaN  0.386697        41.4995     
  1118.67        500.000                 NaN            NaN            NaN            NaN  0.701094        5.09293        1.85002        6.88635        43.5801                 NaN  0.394328        41.4952     
  1117.17        500.000                 NaN            NaN            NaN            NaN   5.31906        2.33415       0.233802E-005   6.89438        43.5623                 NaN  0.392322        41.4978     
  1115.67        500.000                 NaN            NaN            NaN            NaN   3.31162        4.36690                 NaN   6.91996        43.5127                 NaN  0.384670        41.5042     
  1114.16        500.000                 NaN            NaN            NaN            NaN   5.97517        1.71259                 NaN   6.92881        43.4942                 NaN  0.381467        41.5078     
  1112.66        500.000                 NaN            NaN            NaN            NaN   5.22501        2.43353       0.197472E-005   6.89996        43.5488                 NaN  0.390713        41.5020     
  1111.16        500.000                 NaN            NaN            NaN            NaN   3.24287        4.44279                 NaN   6.92664        43.4962                 NaN  0.382725        41.5088     
  1109.66        500.000                 NaN            NaN            NaN            NaN   5.14162        2.47355       0.471364E-001   6.90392        43.5395                 NaN  0.389564        41.5047     
  1108.16        500.000                 NaN            NaN            NaN            NaN   3.20211        4.48785                 NaN   6.93077        43.4860                 NaN  0.381543        41.5117     
  1106.65        500.000                 NaN            NaN            NaN            NaN   3.20140        4.49080                 NaN   6.93286        43.4808                 NaN  0.380940        41.5132     
  1105.15        500.000                 NaN            NaN            NaN            NaN   3.20323        4.49119                 NaN   6.93495        43.4756                 NaN  0.380340        41.5147     
  1103.65        500.000                 NaN            NaN            NaN            NaN   3.20965        4.48699                 NaN   6.93701        43.4704                 NaN  0.379747        41.5162     
  1102.15        500.000                 NaN            NaN            NaN            NaN   7.72172                 NaN            NaN   6.95768        43.4255                 NaN  0.372328        41.5228     
  1100.64        500.000                 NaN            NaN            NaN            NaN   3.63259        4.06038                 NaN   6.93530        43.4739                 NaN  0.380537        41.5172     
  1099.14        500.000                 NaN            NaN            NaN            NaN   3.49188        4.21143                 NaN   6.94288        43.4550                 NaN  0.378061        41.5207     
  1097.64        500.000                 NaN            NaN            NaN            NaN   1.68101        6.03090                 NaN   6.95191        43.4389                 NaN  0.374614        41.5227     
  1096.14        500.000                 NaN            NaN            NaN            NaN   3.57949        4.11980                 NaN   6.94141        43.4588                 NaN  0.378817        41.5217     
  1094.64        500.000                 NaN            NaN            NaN            NaN   3.00068        4.72090                 NaN   6.96004        43.4189                 NaN  0.371838        41.5277     
  1093.13        500.000                 NaN            NaN            NaN            NaN   3.55270        4.15079                 NaN   6.94566        43.4487                 NaN  0.377628        41.5246     
  1091.63        500.000                 NaN            NaN            NaN            NaN   2.76390        4.96400                 NaN   6.96544        43.4055                 NaN  0.370218        41.5310     
  1090.13        500.000                 NaN            NaN            NaN            NaN   3.54972        4.15790                 NaN   6.94921        43.4390                 NaN  0.376596        41.5276     
  1088.63        500.000                 NaN            NaN            NaN            NaN  0.836611E-001  0.812094        6.83124        6.96579        43.4038                 NaN  0.370612        41.5328     
  1087.13        500.000                 NaN            NaN            NaN            NaN   3.58125        4.13423                 NaN   6.95537        43.4228                 NaN  0.374800        41.5315     
  1085.62        500.000                 NaN            NaN            NaN            NaN   3.55253        4.16527                 NaN   6.95774        43.4172                 NaN  0.374163        41.5331     
  1084.12        500.000                 NaN            NaN            NaN            NaN   3.95073       0.938658        2.82248        6.95129        43.4279                 NaN  0.375938        41.5330     
  1082.62        500.000                 NaN            NaN            NaN            NaN   3.44498        4.27823                 NaN   6.96238        43.4053                 NaN  0.372701        41.5364     
  1081.12        500.000                 NaN            NaN            NaN            NaN   3.52368        4.20093                 NaN   6.96360        43.4018                 NaN  0.372335        41.5376     
  1079.61        500.000                 NaN            NaN            NaN            NaN   3.51540        4.21149                 NaN   6.96599        43.3963                 NaN  0.371707        41.5391     
  1078.11        500.000                 NaN            NaN            NaN            NaN   3.51174        4.21719                 NaN   6.96788        43.3915                 NaN  0.371135        41.5406     
  1076.61        500.000                 NaN            NaN            NaN            NaN   3.51099        4.22010                 NaN   6.96982        43.3864                 NaN  0.370594        41.5421     
  1075.11        500.000                 NaN            NaN            NaN            NaN   3.51139        4.22177                 NaN   6.97175        43.3814                 NaN  0.370043        41.5436     
  1073.61        500.000                 NaN            NaN            NaN            NaN   3.51422        4.22114                 NaN   6.97374        43.3763                 NaN  0.369468        41.5451     
  1072.10        500.000                 NaN            NaN            NaN            NaN   3.51835        4.21913                 NaN   6.97570        43.3713                 NaN  0.368906        41.5466     
  1070.60        500.000                 NaN            NaN            NaN            NaN   3.52410        4.21550                 NaN   6.97764        43.3663                 NaN  0.368354        41.5481     
  1069.10        500.000                 NaN            NaN            NaN            NaN   3.53087        4.21081                 NaN   6.97957        43.3613                 NaN  0.367809        41.5496     
  1067.60        500.000                 NaN            NaN            NaN            NaN   3.53853        4.20523                 NaN   6.98148        43.3564                 NaN  0.367267        41.5511     
  1066.09        500.000                 NaN            NaN            NaN            NaN   3.54725        4.19856                 NaN   6.98337        43.3515                 NaN  0.366732        41.5526     
  1064.59        500.000                 NaN            NaN            NaN            NaN   3.55664        4.19122                 NaN   6.98525        43.3466                 NaN  0.366202        41.5541     
  1063.09        500.000                 NaN            NaN            NaN            NaN   3.56657        4.18332                 NaN   6.98712        43.3418                 NaN  0.365676        41.5556     
  1061.59        500.000                 NaN            NaN            NaN            NaN   3.57690        4.17500                 NaN   6.98897        43.3369                 NaN  0.365155        41.5570     
  1060.09        500.000                 NaN            NaN            NaN            NaN  0.326175        5.13743        2.31101        7.00715        43.2977                 NaN  0.358291        41.5623     
  1058.58        500.000                 NaN            NaN            NaN            NaN   3.57421        4.20215                 NaN   7.00937        43.2925                 NaN  0.357715        41.5640     
  1057.08        500.000                 NaN            NaN            NaN            NaN   4.15749        3.62261                 NaN   7.01243        43.2849                 NaN  0.356739        41.5658     
  1055.58        500.000                 NaN            NaN            NaN            NaN   4.14710        3.63452                 NaN   7.01386        43.2809                 NaN  0.356364        41.5672     
  1054.08        500.000                 NaN            NaN            NaN            NaN   4.31995        3.45979                 NaN   7.01251        43.2829                 NaN  0.356859        41.5680     
  1052.58        500.000                 NaN            NaN            NaN            NaN   3.65106        4.11125                 NaN   6.99917        43.3108                 NaN  0.362281        41.5654     
  1051.07        500.000                 NaN            NaN            NaN            NaN   4.50893        3.27306                 NaN   7.01496        43.2763                 NaN  0.356290        41.5704     
  1049.57        500.000                 NaN            NaN            NaN            NaN   4.46817        3.31544                 NaN   7.01645        43.2722                 NaN  0.355887        41.5719     
  1048.07        500.000                 NaN            NaN            NaN            NaN   4.00940        3.76644                 NaN   7.01014        43.2838                 NaN  0.358614        41.5716     
  1046.57        500.000                 NaN            NaN            NaN            NaN   3.66146        4.12643                 NaN   7.02021        43.2621                 NaN  0.354761        41.5751     
  1045.06        500.000                 NaN            NaN            NaN            NaN   4.07212        3.70904                 NaN   7.01481        43.2720                 NaN  0.357156        41.5749     
  1043.56        500.000                 NaN            NaN            NaN            NaN   4.39065        3.35226                 NaN   6.98350        43.3387                 NaN  0.367215        41.5677     
  1042.06        500.000                 NaN            NaN            NaN            NaN   4.02955        3.76570                 NaN   7.02692        43.2451                 NaN  0.352929        41.5798     
  1040.56        500.000                 NaN            NaN            NaN            NaN   4.01430        3.78251                 NaN   7.02843        43.2410                 NaN  0.352535        41.5812     
  1039.06        500.000                 NaN            NaN            NaN            NaN   3.81882        3.95534                 NaN   7.01102        43.2781                 NaN  0.359172        41.5776     
  1037.55        500.000                 NaN            NaN            NaN            NaN   4.30560        3.49048                 NaN   7.02788        43.2404                 NaN  0.352500        41.5832     
  1036.05        500.000                 NaN            NaN            NaN            NaN   4.22341        3.57420                 NaN   7.03030        43.2336                 NaN  0.352622        41.5858     
  1034.55        500.000                 NaN            NaN            NaN            NaN   4.27172        3.48791                 NaN   6.99771        43.3009                 NaN  0.363577        41.5781     
  1033.05        500.000                 NaN            NaN            NaN            NaN   4.25719        3.50445                 NaN   6.99970        43.2961                 NaN  0.363013        41.5796     
  1031.55        500.000                 NaN            NaN            NaN            NaN   4.24304        3.52062                 NaN   7.00169        43.2912                 NaN  0.362448        41.5810     
  1030.04        500.000                 NaN            NaN            NaN            NaN   4.22924        3.53645                 NaN   7.00368        43.2863                 NaN  0.361883        41.5825     
  1028.54        500.000                 NaN            NaN            NaN            NaN   4.21580        3.55192                 NaN   7.00567        43.2814                 NaN  0.361317        41.5839     
  1027.04        500.000                 NaN            NaN            NaN            NaN   4.20269        3.56706                 NaN   7.00766        43.2765                 NaN  0.360750        41.5853     
  1025.54        500.000                 NaN            NaN            NaN            NaN   4.18991        3.58188                 NaN   7.00966        43.2716                 NaN  0.360183        41.5868     
  1024.03        500.000                 NaN            NaN            NaN            NaN   4.17745        3.59638                 NaN   7.01166        43.2667                 NaN  0.359614        41.5882     
  1022.53        500.000                 NaN            NaN            NaN            NaN   4.16351        3.61236                 NaN   7.01364        43.2617                 NaN  0.359060        41.5897     
  1021.03        500.000                 NaN            NaN            NaN            NaN   3.94121        3.85832                 NaN   7.03484        43.2184                 NaN  0.351989        41.5952     
  1019.53        500.000                 NaN            NaN            NaN            NaN   3.90395        3.91693                 NaN   7.05076        43.1804                 NaN  0.346615        41.6014     
  1018.03        500.000                 NaN            NaN            NaN            NaN   3.91257        3.91083                 NaN   7.05303        43.1746                 NaN  0.345985        41.6030     
  1016.52        500.000                 NaN            NaN            NaN            NaN   3.88033        3.94319                 NaN   7.05357        43.1731                 NaN  0.345872        41.6039     
  1015.02        500.000                 NaN            NaN            NaN            NaN   3.92951        3.89773                 NaN   7.05641        43.1654                 NaN  0.345071        41.6059     
  1013.52        500.000                 NaN            NaN            NaN            NaN   3.93375        3.89517                 NaN   7.05801        43.1611                 NaN  0.344664        41.6074     
  1012.02        500.000                 NaN            NaN            NaN            NaN   4.07232        3.71802                 NaN   7.02761        43.2269                 NaN  0.355195        41.6000     
  1010.52        500.000                 NaN            NaN            NaN            NaN   3.75317        4.06011                 NaN   7.04841        43.1849                 NaN  0.348270        41.6051     
  1009.01        500.000                 NaN            NaN            NaN            NaN   4.03633        3.75713                 NaN   7.03209        43.2176                 NaN  0.353943        41.6029     
  1007.51        500.000                 NaN            NaN            NaN            NaN   3.96089        3.87558                 NaN   7.06480        43.1426                 NaN  0.342853        41.6132     
  1006.01        500.000                 NaN            NaN            NaN            NaN   4.19813        3.62012                 NaN   7.04975        43.1743                 NaN  0.347758        41.6100     
  1004.51        500.000                 NaN            NaN            NaN            NaN   3.99657        3.80422                 NaN   7.03836        43.2010                 NaN  0.352209        41.6076     
  1003.00        500.000                 NaN            NaN            NaN            NaN   3.99590        3.80639                 NaN   7.03998        43.1971                 NaN  0.351656        41.6090     
  1001.50        500.000                 NaN            NaN            NaN            NaN   3.98168        3.82376                 NaN   7.04236        43.1904                 NaN  0.351044        41.6108     
  1000.00        500.000                 NaN            NaN            NaN            NaN   3.97389        3.83338                 NaN   7.04460        43.1855                 NaN  0.350474        41.6122     
