|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m3.75/K22/K22_1.tab                   
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        ilm            q             
  1280.90        500.000        99.4421                 NaN            NaN            NaN  0.278857       0.124025                 NaN  0.155063                 NaN            NaN            NaN            NaN
  1279.40        500.000        99.4487                 NaN            NaN            NaN  0.276641       0.120855                 NaN  0.153822                 NaN            NaN            NaN            NaN
  1277.90        500.000        99.4531                 NaN            NaN            NaN  0.275572       0.118153                 NaN  0.153169                 NaN            NaN            NaN            NaN
  1276.40        500.000        99.4565                 NaN            NaN            NaN  0.274921       0.115745                 NaN  0.152862                 NaN            NaN            NaN            NaN
  1274.89        500.000        99.4584                 NaN            NaN            NaN  0.113557       0.275033                 NaN  0.153001                 NaN            NaN            NaN            NaN
  1273.39        500.000        99.4584                 NaN            NaN            NaN  0.111258       0.276634                 NaN  0.153743                 NaN            NaN            NaN            NaN
  1271.89        500.000        78.4304                 NaN            NaN   1.87490        4.09100                 NaN            NaN   2.24199        13.3617                 NaN            NaN            NaN
  1270.39        500.000        85.9196                 NaN            NaN   1.36225        2.52993                 NaN            NaN   1.48179        8.70644                 NaN            NaN            NaN
  1268.89        500.000        93.3753                 NaN            NaN  0.605392        1.22813                 NaN            NaN  0.700486        4.09067                 NaN            NaN            NaN
  1267.38        500.000        95.9294                 NaN            NaN  0.346448       0.781619                 NaN            NaN  0.432812        2.50971                 NaN            NaN            NaN
  1265.88        500.000        94.2969                 NaN            NaN  0.574853       0.973516                 NaN            NaN  0.596377        3.55831                 NaN            NaN            NaN
  1264.38        500.000        85.5837        13.1703                 NaN            NaN  0.578236                 NaN            NaN  0.377718       0.290032                 NaN            NaN            NaN
  1262.88        500.000        96.6949                 NaN            NaN            NaN  0.244872        1.00021                 NaN  0.262017        1.79800                 NaN            NaN            NaN
  1261.38        500.000        97.4661                 NaN            NaN            NaN            NaN            NaN            NaN  0.952468        1.58138                 NaN            NaN            NaN
  1259.87        500.000        97.0808                 NaN            NaN            NaN  0.605588       0.280973E-001            NaN  0.336483        1.94904                 NaN            NaN            NaN
  1258.37        500.000        95.3258                 NaN            NaN            NaN  0.208336        1.01493                 NaN  0.529434        2.92155                 NaN            NaN            NaN
  1256.87        500.000        94.5295                 NaN            NaN            NaN   1.21339                 NaN            NaN  0.483389        3.77371                 NaN            NaN            NaN
  1255.37        500.000        91.6931                 NaN            NaN            NaN  0.662386E-001  0.735919        1.42264       0.922692        5.15940                 NaN            NaN            NaN
  1253.86        500.000        99.6431                 NaN            NaN            NaN  0.355949                 NaN            NaN  0.944362E-003            NaN            NaN            NaN            NaN
  1252.36        500.000        99.0818                 NaN            NaN            NaN  0.419644                 NaN            NaN  0.170091       0.328463                 NaN            NaN            NaN
  1250.86        500.000        94.8925                 NaN            NaN            NaN  0.573326       0.787137                 NaN  0.583752        3.16330                 NaN            NaN            NaN
  1249.36        500.000        96.9811                 NaN            NaN            NaN  0.884210                 NaN            NaN  0.368873        1.76582                 NaN            NaN            NaN
  1247.86        500.000        96.3426                 NaN            NaN            NaN  0.998801                 NaN            NaN  0.442473        2.21616                 NaN            NaN            NaN
  1246.35        500.000        96.4724                 NaN            NaN            NaN  0.982448                 NaN            NaN  0.420518        2.12466                 NaN            NaN            NaN
  1244.85        500.000        96.5901                 NaN            NaN            NaN  0.949715                 NaN            NaN  0.401029        2.05914                 NaN            NaN            NaN
  1243.35        500.000        95.1291                 NaN            NaN            NaN  0.530091       0.686392                 NaN  0.556618        3.09779                 NaN            NaN            NaN
  1241.85        500.000        98.6325                 NaN            NaN            NaN  0.520073                 NaN            NaN  0.165138       0.682296                 NaN            NaN            NaN
  1240.34        500.000        96.4736                 NaN            NaN            NaN  0.947290                 NaN            NaN  0.420570        2.15858                 NaN            NaN            NaN
  1238.84        500.000        97.7569                 NaN            NaN            NaN  0.663477                 NaN            NaN  0.257944        1.32171                 NaN            NaN            NaN
  1237.34        500.000        97.1605                 NaN            NaN            NaN  0.791308                 NaN            NaN  0.318964        1.72928                 NaN            NaN            NaN
  1235.84        500.000        97.5135                 NaN            NaN            NaN  0.705141                 NaN            NaN  0.295116        1.48622                 NaN            NaN            NaN
  1234.34        500.000        97.0380                 NaN            NaN            NaN  0.752536                 NaN            NaN  0.341531        1.79584                 NaN  0.721229E-001            NaN
  1232.83        500.000        96.9953                 NaN            NaN            NaN  0.375695       0.333271                 NaN  0.353985        1.84590                 NaN  0.958506E-001            NaN
  1231.33        500.000        97.9502                 NaN            NaN            NaN  0.535966                 NaN            NaN  0.271557        1.13226                 NaN  0.110045                 NaN
  1229.83        500.000        94.8092                 NaN            NaN            NaN  0.419506                 NaN            NaN  0.494466        4.05772                 NaN  0.219063                 NaN
  1228.33        500.000        98.4920                 NaN            NaN            NaN   1.18518                 NaN            NaN  0.155589       0.167263                 NaN            NaN            NaN
  1226.83        500.000        94.9101                 NaN            NaN            NaN  0.496588                 NaN            NaN  0.463870        3.89689                 NaN  0.232510                 NaN
  1225.32        500.000        97.9548                 NaN            NaN            NaN  0.582376       0.930627                 NaN  0.336245       0.195983                 NaN            NaN            NaN
  1223.82        500.000        98.8349                 NaN            NaN            NaN            NaN            NaN            NaN  0.824675E-001   1.03560                 NaN  0.470393E-001            NaN
  1222.32        500.000        99.2809                 NaN            NaN            NaN  0.167471E-002            NaN            NaN  0.884534E-001  0.595807                 NaN  0.331299E-001            NaN
  1220.82        500.000        97.0728                 NaN            NaN            NaN  0.761860                 NaN            NaN  0.364214        1.73114                 NaN  0.699442E-001            NaN
  1219.31        500.000        98.7067                 NaN            NaN            NaN  0.315257                 NaN            NaN  0.127963       0.798726                 NaN  0.513840E-001            NaN
  1217.81        500.000        97.8019                 NaN            NaN            NaN  0.289727                 NaN            NaN  0.211129        1.59003                 NaN  0.107242                 NaN
  1216.31        500.000        99.0516                 NaN            NaN            NaN  0.602454       0.109871                 NaN  0.209220                 NaN            NaN  0.268850E-001            NaN
  1214.81        500.000        97.6749                 NaN            NaN            NaN  0.315766       0.816806E-005            NaN  0.193423        1.75624                 NaN  0.596643E-001            NaN
  1213.31        500.000        97.5459                 NaN            NaN            NaN  0.630963                 NaN            NaN  0.221844        1.55642                 NaN  0.449175E-001            NaN
  1211.80        500.000        98.2264                 NaN            NaN            NaN  0.429156                 NaN            NaN  0.187574        1.10379                 NaN  0.531214E-001            NaN
  1210.30        500.000        99.1858                 NaN            NaN            NaN  0.234818                 NaN            NaN  0.153178       0.366977                 NaN  0.592368E-001            NaN
  1208.80        500.000        97.4284                 NaN            NaN            NaN  0.557359                 NaN            NaN  0.212801        1.76393                 NaN  0.375265E-001            NaN
  1207.30        500.000        98.6285                 NaN            NaN            NaN  0.956805E-001  0.161703                 NaN  0.137621       0.927872                 NaN  0.485742E-001            NaN
  1205.80        500.000        98.3813                 NaN            NaN            NaN  0.272970                 NaN            NaN  0.172597        1.11378                 NaN  0.593096E-001            NaN
  1204.29        500.000        99.3617                 NaN            NaN            NaN  0.146685       0.103830                 NaN  0.109278       0.232593                 NaN  0.459405E-001            NaN
  1202.79        500.000        97.6280                 NaN            NaN            NaN  0.248262       0.372409                 NaN  0.190523        1.53773                 NaN  0.231044E-001            NaN
  1201.29        500.000        98.5076                 NaN            NaN            NaN  0.291383                 NaN            NaN  0.148008        1.00630                 NaN  0.466810E-001            NaN
  1199.79        500.000        98.8533                 NaN            NaN            NaN  0.525061E-001  0.331708                 NaN  0.159443       0.562703                 NaN  0.403529E-001            NaN
  1198.28        500.000        98.6826                 NaN            NaN            NaN  0.223262                 NaN            NaN  0.105338       0.962247                 NaN  0.265524E-001            NaN
  1196.78        500.000        94.7520                 NaN            NaN            NaN   1.18509       0.167511                 NaN  0.536900        2.88379                 NaN  0.720401E-001  0.402676     
  1195.28        500.000        99.9110                 NaN            NaN            NaN            NaN            NaN            NaN  0.466285E-002  0.300337E-001            NaN  0.172752E-002  0.525681E-001
  1193.78        500.000        99.9559                 NaN            NaN            NaN            NaN            NaN            NaN  0.775283E-003  0.280194E-001            NaN  0.115757E-002  0.141471E-001
  1192.28        500.000        56.1584                 NaN            NaN            NaN   2.50969        1.50874                 NaN   3.07946        18.6775                 NaN  0.389965        17.6762     
  1190.77        500.000                 NaN            NaN            NaN            NaN   10.3216                 NaN            NaN   7.09916        41.7272                 NaN  0.719559        40.1325     
  1189.27        500.000                 NaN            NaN            NaN            NaN   10.3251                 NaN            NaN   7.09910        41.7238                 NaN  0.719186        40.1329     
  1187.77        500.000                 NaN            NaN            NaN            NaN   10.3270                 NaN            NaN   7.10338        41.7185                 NaN  0.717869        40.1333     
  1186.27        500.000                 NaN            NaN            NaN            NaN   10.3289                 NaN            NaN   7.10536        41.7150                 NaN  0.717082        40.1336     
  1184.77        500.000                 NaN            NaN            NaN            NaN   10.3170                 NaN            NaN   7.09997        41.7300                 NaN  0.721452        40.1316     
  1183.26        500.000                 NaN            NaN            NaN            NaN   10.3222                 NaN            NaN   7.10048        41.7269                 NaN  0.718225        40.1322     
  1181.76        500.000                 NaN            NaN            NaN            NaN   10.3347                 NaN            NaN   7.11148        41.7047                 NaN  0.714648        40.1345     
  1180.26        500.000                 NaN            NaN            NaN            NaN   10.3351                 NaN            NaN   7.11235        41.7036                 NaN  0.714398        40.1345     
  1178.76        500.000                 NaN            NaN            NaN            NaN   10.3384                 NaN            NaN   7.11534        41.6981                 NaN  0.713112        40.1350     
  1177.25        500.000                 NaN            NaN            NaN            NaN   10.3294                 NaN            NaN   7.11150        41.7092                 NaN  0.716399        40.1335     
  1175.75        500.000                 NaN            NaN            NaN            NaN   5.68632        4.63601                 NaN   7.10806        41.7182                 NaN  0.718876        40.1325     
  1174.25        500.000                 NaN            NaN            NaN            NaN   10.3444                 NaN            NaN   7.12142        41.6876                 NaN  0.710617        40.1360     
  1172.75        500.000                 NaN            NaN            NaN            NaN   10.3445                 NaN            NaN   7.12235        41.6867                 NaN  0.710438        40.1360     
  1171.25        500.000                 NaN            NaN            NaN            NaN   10.3460                 NaN            NaN   7.12412        41.6838                 NaN  0.709858        40.1362     
  1169.74        500.000                 NaN            NaN            NaN            NaN   3.02060        7.27808                 NaN   7.09769        41.7465                 NaN  0.728017        40.1291     
  1168.24        500.000                 NaN            NaN            NaN            NaN   5.06839        5.26254                 NaN   7.11727        41.7026                 NaN  0.715312        40.1339     
  1166.74        500.000                 NaN            NaN            NaN            NaN   4.70185        5.63851                 NaN   7.12349        6.91888        34.7705       0.711463        40.1353     
  1165.24        500.000                 NaN            NaN            NaN            NaN   10.3563                 NaN            NaN   7.13367        41.6665                 NaN  0.705612        40.1378     
  1163.73        500.000                 NaN            NaN            NaN            NaN   10.3573                 NaN            NaN   7.13496        41.6646                 NaN  0.705205        40.1380     
  1162.23        500.000                 NaN            NaN            NaN            NaN   4.64024        5.70194                 NaN   7.12740        41.6837                 NaN  0.710915        40.1358     
  1160.73        500.000                 NaN            NaN            NaN            NaN   5.50941        4.83047                 NaN   7.12618        41.6870                 NaN  0.711681        40.1353     
  1159.23        500.000                 NaN            NaN            NaN            NaN   1.20375        9.15664                 NaN   7.13898        41.6584                 NaN  0.703752        40.1385     
  1157.73        500.000                 NaN            NaN            NaN            NaN   1.39888        8.96414                 NaN   7.14129        41.6541                 NaN  0.702678        40.1389     
  1156.22        500.000                 NaN            NaN            NaN            NaN   10.3685                 NaN            NaN   7.14540        41.6457                 NaN  0.700675        40.1398     
  1154.72        500.000                 NaN            NaN            NaN            NaN   10.3717                 NaN            NaN   7.14821        41.6406                 NaN  0.699303        40.1402     
  1153.22        500.000                 NaN            NaN            NaN            NaN   10.3725                 NaN            NaN   7.14947        41.6389                 NaN  0.698859        40.1403     
  1151.72        500.000                 NaN            NaN            NaN            NaN   6.02843        4.33239                 NaN   7.14231        41.6537                 NaN  0.703594        40.1396     
  1150.22        500.000                 NaN            NaN            NaN            NaN   6.66160        3.69271                 NaN   7.14009        41.6617                 NaN  0.705927        40.1379     
  1148.71        500.000                 NaN            NaN            NaN            NaN   5.97640        4.37751                 NaN   7.14051        41.6616                 NaN  0.706062        40.1380     
  1147.21        500.000                 NaN            NaN            NaN            NaN   10.3821                 NaN            NaN   7.15809        41.6229                 NaN  0.695027        40.1419     
  1145.71        500.000                 NaN            NaN            NaN            NaN   10.3848                 NaN            NaN   7.16066        41.6184                 NaN  0.693919        40.1423     
  1144.21        500.000                 NaN            NaN            NaN            NaN   5.63429        4.72683                 NaN   7.14689        41.6496                 NaN  0.703226        40.1392     
  1142.70        500.000                 NaN            NaN            NaN            NaN   5.52229        4.84126                 NaN   7.14907        41.6455                 NaN  0.702257        40.1396     
  1141.20        500.000                 NaN            NaN            NaN            NaN   5.41266        4.95332                 NaN   7.15125        41.6415                 NaN  0.701291        40.1400     
  1139.70        500.000                 NaN            NaN            NaN            NaN   5.98995        4.38129                 NaN   7.15502        41.6339                 NaN  0.699157        40.1407     
  1138.20        500.000                 NaN            NaN            NaN            NaN   7.36695        3.01236                 NaN   7.16079        41.6224                 NaN  0.695743        40.1418     
  1136.70        500.000                 NaN            NaN            NaN            NaN   2.27119        6.86799        1.19345        7.12477        41.6919                 NaN  0.715251        40.1355     
  1135.19        500.000                 NaN            NaN            NaN            NaN   4.99733        5.37833                 NaN   7.15995        41.6253                 NaN  0.697451        40.1416     
  1133.69        500.000                 NaN            NaN            NaN            NaN   5.22325        5.15937                 NaN   7.16494        41.6141                 NaN  0.694939        40.1434     
  1132.19        500.000                 NaN            NaN            NaN            NaN   1.99353        6.85361        1.49210        7.13027        41.6812                 NaN  0.712661        40.1367     
  1130.69        500.000                 NaN            NaN            NaN            NaN   1.89442        6.85020        1.59695        7.13224        41.6774                 NaN  0.711744        40.1371     
  1129.19        500.000                 NaN            NaN            NaN            NaN   1.79182        6.84762        1.70452        7.13428        41.6735                 NaN  0.710797        40.1375     
  1127.68        500.000                 NaN            NaN            NaN            NaN   1.68552        6.84597        1.81494        7.13638        41.6694                 NaN  0.709819        40.1380     
  1126.18        500.000                 NaN            NaN            NaN            NaN   1.57534        6.84533        1.92829        7.13857        41.6653                 NaN  0.708810        40.1384     
  1124.68        500.000                 NaN            NaN            NaN            NaN   1.46108        6.84581        2.04468        7.14083        41.6610                 NaN  0.707768        40.1389     
  1123.18        500.000                 NaN            NaN            NaN            NaN   1.34259        6.84749        2.16418        7.14318        41.6565                 NaN  0.706691        40.1393     
  1121.67        500.000                 NaN            NaN            NaN            NaN   1.21961        6.85049        2.28694        7.14561        41.6519                 NaN  0.705578        40.1398     
  1120.17        500.000                 NaN            NaN            NaN            NaN   4.58790        5.80723                 NaN   7.17821        41.5921                 NaN  0.689591        40.1450     
  1118.67        500.000                 NaN            NaN            NaN            NaN  0.959332        6.86091        2.54261        7.15074        41.6423                 NaN  0.703236        40.1409     
  1117.17        500.000                 NaN            NaN            NaN            NaN   7.16458        3.20769       0.317636E-005   7.15915        41.6262                 NaN  0.699680        40.1427     
  1115.67        500.000                 NaN            NaN            NaN            NaN   4.45987        5.94419                 NaN   7.18551        41.5779                 NaN  0.686027        40.1465     
  1114.16        500.000                 NaN            NaN            NaN            NaN   8.08508        2.33247                 NaN   7.19454        41.5597                 NaN  0.680314        40.1478     
  1112.66        500.000                 NaN            NaN            NaN            NaN   7.03497        3.34387       0.268182E-005   7.16508        41.6155                 NaN  0.696863        40.1437     
  1111.16        500.000                 NaN            NaN            NaN            NaN   4.36543        6.04719                 NaN   7.19256        41.5643                 NaN  0.682610        40.1479     
  1109.66        500.000                 NaN            NaN            NaN            NaN   6.92072        3.39866       0.640929E-001   7.16927        41.6079                 NaN  0.694849        40.1445     
  1108.16        500.000                 NaN            NaN            NaN            NaN   4.30934        6.10847                 NaN   7.19693        41.5559                 NaN  0.680536        40.1488     
  1106.65        500.000                 NaN            NaN            NaN            NaN   4.30776        6.11271                 NaN   7.19915        41.5516                 NaN  0.679477        40.1493     
  1105.15        500.000                 NaN            NaN            NaN            NaN   4.30960        6.11351                 NaN   7.20137        41.5473                 NaN  0.678425        40.1498     
  1103.65        500.000                 NaN            NaN            NaN            NaN   4.31760        6.10813                 NaN   7.20355        41.5431                 NaN  0.677384        40.1502     
  1102.15        500.000                 NaN            NaN            NaN            NaN   10.4579                 NaN            NaN   7.22477        41.4991                 NaN  0.664141        40.1540     
  1100.64        500.000                 NaN            NaN            NaN            NaN   4.88529        5.53605                 NaN   7.20192        41.5483                 NaN  0.678834        40.1496     
  1099.14        500.000                 NaN            NaN            NaN            NaN   4.69520        5.73818                 NaN   7.20979        41.5306                 NaN  0.674430        40.1518     
  1097.64        500.000                 NaN            NaN            NaN            NaN   2.25992        8.18556                 NaN   7.21909        41.5151                 NaN  0.668286        40.1520     
  1096.14        500.000                 NaN            NaN            NaN            NaN   4.81171        5.61720                 NaN   7.20839        41.5359                 NaN  0.675816        40.1510     
  1094.64        500.000                 NaN            NaN            NaN            NaN   4.08839        6.36982                 NaN   7.22751        41.4966                 NaN  0.663358        40.1543     
  1093.13        500.000                 NaN            NaN            NaN            NaN   4.77427        5.65966                 NaN   7.21289        41.5276                 NaN  0.673730        40.1519     
  1091.63        500.000                 NaN            NaN            NaN            NaN   3.76560        6.70001                 NaN   7.23319        41.4852                 NaN  0.660500        40.1555     
  1090.13        500.000                 NaN            NaN            NaN            NaN   4.76879        5.67004                 NaN   7.21666        41.5197                 NaN  0.671922        40.1528     
  1088.63        500.000                 NaN            NaN            NaN            NaN  0.112387        1.10737        9.24498        7.23365        41.4850                 NaN  0.661236        40.1554     
  1087.13        500.000                 NaN            NaN            NaN            NaN   4.80947        5.63840                 NaN   7.22314        41.5056                 NaN  0.668750        40.1546     
  1085.62        500.000                 NaN            NaN            NaN            NaN   4.77005        5.68060                 NaN   7.22563        41.5010                 NaN  0.667630        40.1551     
  1084.12        500.000                 NaN            NaN            NaN            NaN   5.30382        1.29115        3.84840        7.21904        41.5122                 NaN  0.670820        40.1545     
  1082.62        500.000                 NaN            NaN            NaN            NaN   4.62398        5.83313                 NaN   7.23053        41.4909                 NaN  0.665055        40.1564     
  1081.12        500.000                 NaN            NaN            NaN            NaN   4.72878        5.72995                 NaN   7.23185        41.4884                 NaN  0.664418        40.1567     
  1079.61        500.000                 NaN            NaN            NaN            NaN   4.71683        5.74458                 NaN   7.23437        41.4837                 NaN  0.663315        40.1572     
  1078.11        500.000                 NaN            NaN            NaN            NaN   4.71107        5.75278                 NaN   7.23638        41.4798                 NaN  0.662311        40.1576     
  1076.61        500.000                 NaN            NaN            NaN            NaN   4.70924        5.75717                 NaN   7.23844        41.4757                 NaN  0.661362        40.1581     
  1075.11        500.000                 NaN            NaN            NaN            NaN   4.70893        5.75992                 NaN   7.24049        41.4717                 NaN  0.660395        40.1586     
  1073.61        500.000                 NaN            NaN            NaN            NaN   4.71189        5.75954                 NaN   7.24260        41.4675                 NaN  0.659386        40.1591     
  1072.10        500.000                 NaN            NaN            NaN            NaN   4.71660        5.75734                 NaN   7.24468        41.4634                 NaN  0.658400        40.1596     
  1070.60        500.000                 NaN            NaN            NaN            NaN   4.72346        5.75294                 NaN   7.24674        41.4593                 NaN  0.657432        40.1601     
  1069.10        500.000                 NaN            NaN            NaN            NaN   4.73170        5.74714                 NaN   7.24879        41.4553                 NaN  0.656476        40.1606     
  1067.60        500.000                 NaN            NaN            NaN            NaN   4.74113        5.74015                 NaN   7.25081        41.4513                 NaN  0.655525        40.1611     
  1066.09        500.000                 NaN            NaN            NaN            NaN   4.75199        5.73170                 NaN   7.25283        41.4473                 NaN  0.654586        40.1616     
  1064.59        500.000                 NaN            NaN            NaN            NaN   4.76372        5.72235                 NaN   7.25482        41.4434                 NaN  0.653657        40.1621     
  1063.09        500.000                 NaN            NaN            NaN            NaN   4.77618        5.71225                 NaN   7.25681        41.4395                 NaN  0.652735        40.1626     
  1061.59        500.000                 NaN            NaN            NaN            NaN   4.78918        5.70161                 NaN   7.25878        41.4356                 NaN  0.651822        40.1631     
  1060.09        500.000                 NaN            NaN            NaN            NaN  0.436630        6.92501        3.15858        7.27744        41.3971                 NaN  0.639562        40.1657     
  1058.58        500.000                 NaN            NaN            NaN            NaN   4.87650        5.64592                 NaN   7.27978        41.3928                 NaN  0.638549        40.1664     
  1057.08        500.000                 NaN            NaN            NaN            NaN   5.58381        4.94293                 NaN   7.28301        41.3862                 NaN  0.636823        40.1672     
  1055.58        500.000                 NaN            NaN            NaN            NaN   5.56826        4.96021                 NaN   7.28454        41.3832                 NaN  0.636171        40.1676     
  1054.08        500.000                 NaN            NaN            NaN            NaN   5.79828        4.72810                 NaN   7.28320        41.3858                 NaN  0.637071        40.1675     
  1052.58        500.000                 NaN            NaN            NaN            NaN   4.88356        5.61943                 NaN   7.26965        41.4150                 NaN  0.646791        40.1656     
  1051.07        500.000                 NaN            NaN            NaN            NaN   6.05641        4.47271                 NaN   7.28583        41.3810                 NaN  0.636087        40.1680     
  1049.57        500.000                 NaN            NaN            NaN            NaN   5.99952        4.53145                 NaN   7.28743        41.3778                 NaN  0.635384        40.1685     
  1048.07        500.000                 NaN            NaN            NaN            NaN   5.36955        5.15037                 NaN   7.28108        41.3906                 NaN  0.640283        40.1681     
  1046.57        500.000                 NaN            NaN            NaN            NaN   5.00523        5.53057                 NaN   7.29144        41.3696                 NaN  0.633407        40.1698     
  1045.06        500.000                 NaN            NaN            NaN            NaN   5.45308        5.07333                 NaN   7.28599        41.3806                 NaN  0.637711        40.1693     
  1043.56        500.000                 NaN            NaN            NaN            NaN   5.86758        4.61219                 NaN   7.25387        41.4473                 NaN  0.655720        40.1634     
  1042.06        500.000                 NaN            NaN            NaN            NaN   5.39706        5.14718                 NaN   7.29854        41.3555                 NaN  0.630185        40.1715     
  1040.56        500.000                 NaN            NaN            NaN            NaN   5.37522        5.17082                 NaN   7.30016        41.3523                 NaN  0.629496        40.1720     
  1039.06        500.000                 NaN            NaN            NaN            NaN   5.10017        5.41663                 NaN   7.28241        41.3903                 NaN  0.641390        40.1691     
  1037.55        500.000                 NaN            NaN            NaN            NaN   5.76729        4.77806                 NaN   7.29971        41.3534                 NaN  0.629470        40.1721     
  1036.05        500.000                 NaN            NaN            NaN            NaN   5.65587        4.89140                 NaN   7.30222        41.3473                 NaN  0.629699        40.1735     
  1034.55        500.000                 NaN            NaN            NaN            NaN   5.70243        4.79659                 NaN   7.26886        41.4152                 NaN  0.649317        40.1676     
  1033.05        500.000                 NaN            NaN            NaN            NaN   5.68211        4.81927                 NaN   7.27097        41.4113                 NaN  0.648327        40.1681     
  1031.55        500.000                 NaN            NaN            NaN            NaN   5.66229        4.84146                 NaN   7.27308        41.4073                 NaN  0.647335        40.1685     
  1030.04        500.000                 NaN            NaN            NaN            NaN   5.64297        4.86315                 NaN   7.27519        41.4034                 NaN  0.646342        40.1690     
  1028.54        500.000                 NaN            NaN            NaN            NaN   5.62412        4.88438                 NaN   7.27731        41.3994                 NaN  0.645348        40.1694     
  1027.04        500.000                 NaN            NaN            NaN            NaN   5.60573        4.90515                 NaN   7.27942        41.3954                 NaN  0.644351        40.1699     
  1025.54        500.000                 NaN            NaN            NaN            NaN   5.58778        4.92548                 NaN   7.28154        41.3915                 NaN  0.643354        40.1704     
  1024.03        500.000                 NaN            NaN            NaN            NaN   5.57027        4.94537                 NaN   7.28367        41.3875                 NaN  0.642355        40.1708     
  1022.53        500.000                 NaN            NaN            NaN            NaN   5.55073        4.96729                 NaN   7.28577        41.3835                 NaN  0.641382        40.1713     
  1021.03        500.000                 NaN            NaN            NaN            NaN   5.26332        5.28493                 NaN   7.30758        41.3411                 NaN  0.628744        40.1743     
  1019.53        500.000                 NaN            NaN            NaN            NaN   5.34501        5.22855                 NaN   7.32403        41.3047                 NaN  0.619148        40.1786     
  1018.03        500.000                 NaN            NaN            NaN            NaN   5.35649        5.21994                 NaN   7.32643        41.2999                 NaN  0.618040        40.1792     
  1016.52        500.000                 NaN            NaN            NaN            NaN   5.17639        5.40014                 NaN   7.32705        41.2993                 NaN  0.617855        40.1793     
  1015.02        500.000                 NaN            NaN            NaN            NaN   5.38049        5.20025                 NaN   7.33004        41.2925                 NaN  0.616438        40.1802     
  1013.52        500.000                 NaN            NaN            NaN            NaN   5.38695        5.19570                 NaN   7.33175        41.2892                 NaN  0.615728        40.1807     
  1012.02        500.000                 NaN            NaN            NaN            NaN   5.42264        5.11214                 NaN   7.30060        41.3552                 NaN  0.634589        40.1748     
  1010.52        500.000                 NaN            NaN            NaN            NaN   4.99925        5.56387                 NaN   7.32208        41.3147                 NaN  0.622217        40.1779     
  1009.01        500.000                 NaN            NaN            NaN            NaN   5.37291        5.16623                 NaN   7.30532        41.3475                 NaN  0.632381        40.1756     
  1007.51        500.000                 NaN            NaN            NaN            NaN   5.42594        5.16526                 NaN   7.33900        41.2745                 NaN  0.612554        40.1827     
  1006.01        500.000                 NaN            NaN            NaN            NaN   5.59631        4.97248                 NaN   7.32359        41.3066                 NaN  0.621349        40.1797     
  1004.51        500.000                 NaN            NaN            NaN            NaN   5.31733        5.23016                 NaN   7.31197        41.3338                 NaN  0.629332        40.1774     
  1003.00        500.000                 NaN            NaN            NaN            NaN   5.31556        5.23377                 NaN   7.31369        41.3308                 NaN  0.628360        40.1778     
  1001.50        500.000                 NaN            NaN            NaN            NaN   5.29578        5.25704                 NaN   7.31621        41.3251                 NaN  0.627280        40.1786     
  1000.00        500.000                 NaN            NaN            NaN            NaN   5.28456        5.27040                 NaN   7.31858        41.3212                 NaN  0.626278        40.1790     
