|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/GRV/GRV_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           an             ilm            San(TH)        q             
  1295.48        500.000                 NaN   99.9910                 NaN            NaN            NaN  0.507667E-002            NaN            NaN            NaN  0.385501E-002  0.116467E-003            NaN            NaN
  1294.07        500.000                 NaN   99.9907                 NaN            NaN            NaN  0.522741E-002            NaN            NaN            NaN  0.392230E-002  0.101231E-003            NaN            NaN
  1292.65        500.000                 NaN   97.7704        2.22023                 NaN            NaN  0.531877E-002            NaN            NaN            NaN  0.397522E-002  0.108457E-003            NaN            NaN
  1291.24        500.000                 NaN   97.7130        2.27707                 NaN            NaN  0.575915E-002            NaN            NaN            NaN  0.414245E-002            NaN            NaN            NaN
  1289.83        500.000                 NaN   97.6807        2.30916                 NaN            NaN  0.591436E-002            NaN            NaN            NaN  0.423770E-002            NaN            NaN            NaN
  1288.41        500.000                 NaN   97.6422        2.34709                 NaN            NaN  0.626829E-002            NaN            NaN            NaN  0.442610E-002            NaN            NaN            NaN
  1287.00        500.000                 NaN   97.5970        2.39152                 NaN            NaN  0.675052E-002            NaN            NaN            NaN  0.467805E-002            NaN            NaN            NaN
  1285.58        500.000                 NaN   97.5486        2.43923                 NaN            NaN  0.720916E-002            NaN            NaN            NaN  0.493455E-002            NaN            NaN            NaN
  1284.17        500.000                 NaN   97.4880        2.49867                 NaN            NaN  0.799016E-002            NaN            NaN            NaN  0.532423E-002            NaN            NaN            NaN
  1282.76        500.000                 NaN   97.4176        2.56763                 NaN            NaN  0.888503E-002            NaN            NaN            NaN  0.585175E-002            NaN            NaN            NaN
  1281.34        500.000                 NaN   97.3335        2.64997                 NaN            NaN  0.101056E-001            NaN            NaN            NaN  0.646666E-002            NaN            NaN            NaN
  1279.93        500.000                 NaN   97.2319        2.74896                 NaN            NaN  0.117302E-001            NaN            NaN            NaN  0.736294E-002            NaN            NaN            NaN
  1278.52        500.000                 NaN   97.0960        2.88038                 NaN            NaN  0.147132E-001            NaN            NaN            NaN  0.890828E-002            NaN            NaN            NaN
  1277.10        500.000                 NaN   97.0454        2.94006                 NaN            NaN  0.860481E-002            NaN            NaN            NaN  0.598258E-002            NaN            NaN            NaN
  1275.69        500.000                 NaN   96.3995        3.50976                 NaN            NaN  0.549057E-002  0.548644E-001            NaN            NaN  0.303458E-001            NaN            NaN            NaN
  1274.27        500.000                 NaN   82.3548        15.6025                 NaN            NaN   1.32139       0.877951E-001            NaN            NaN  0.633426                 NaN            NaN            NaN
  1272.86        500.000                 NaN   84.6607        15.3377                 NaN            NaN  0.162819E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1271.45        500.000                 NaN   79.8465        19.6806                 NaN            NaN  0.334414                 NaN            NaN            NaN  0.138498                 NaN            NaN            NaN
  1270.03        500.000                 NaN   79.1756        20.6566                 NaN            NaN  0.117089                 NaN            NaN            NaN  0.506458E-001            NaN            NaN            NaN
  1268.62        500.000                 NaN   77.1492        22.5389                 NaN            NaN  0.215003                 NaN            NaN            NaN  0.969572E-001            NaN            NaN            NaN
  1267.21        500.000                 NaN   73.1040        26.2803                 NaN            NaN  0.418886                 NaN            NaN            NaN  0.196754                 NaN            NaN            NaN
  1265.79        500.000                 NaN   38.8537        56.3364                 NaN            NaN   2.56010       0.490509                 NaN            NaN   1.54543       0.213856                 NaN            NaN
  1264.38        500.000                 NaN   34.0111        64.9492                 NaN            NaN  0.373125E-001  0.622073                 NaN            NaN  0.320591       0.597562E-001            NaN            NaN
  1262.96        500.000                 NaN   24.4860        74.0601                 NaN            NaN  0.921162                 NaN            NaN            NaN  0.449211       0.835329E-001            NaN            NaN
  1261.55        500.000                 NaN   97.7405                 NaN            NaN            NaN   1.43150                 NaN            NaN            NaN  0.699527       0.128432                 NaN            NaN
  1260.14        500.000                 NaN   98.5435                 NaN            NaN            NaN  0.947521                 NaN            NaN            NaN  0.455957       0.530545E-001            NaN            NaN
  1258.72        500.000                 NaN   97.6362                 NaN            NaN            NaN  0.554563                 NaN            NaN            NaN  0.318826       0.558376E-001   1.43454                 NaN
  1257.31        500.000                 NaN   97.1686                 NaN            NaN            NaN  0.618208                 NaN            NaN            NaN  0.358835       0.647667E-001   1.78958                 NaN
  1255.89        500.000                 NaN   97.2913                 NaN            NaN            NaN  0.590603                 NaN            NaN            NaN  0.342913       0.614578E-001   1.71375                 NaN
  1254.48        500.000                 NaN   97.4053                 NaN            NaN            NaN  0.564541                 NaN            NaN            NaN  0.327224       0.586659E-001   1.64431                 NaN
  1253.07        500.000                 NaN   97.5118                 NaN            NaN            NaN  0.540319                 NaN            NaN            NaN  0.312774       0.559382E-001   1.57921                 NaN
  1251.65        500.000                 NaN   97.6131                 NaN            NaN            NaN  0.517173                 NaN            NaN            NaN  0.300184       0.529715E-001   1.51659                 NaN
  1250.24        500.000                 NaN   97.7008                 NaN            NaN            NaN  0.497728                 NaN            NaN            NaN  0.286499       0.511042E-001   1.46385                 NaN
  1248.83        500.000                 NaN   97.7890                 NaN            NaN            NaN  0.478696                 NaN            NaN            NaN  0.276783       0.479991E-001   1.40748                 NaN
  1247.41        500.000                 NaN   97.8704                 NaN            NaN            NaN  0.459944                 NaN            NaN            NaN  0.265172       0.459952E-001   1.35851                 NaN
  1246.00        500.000                 NaN   97.9447                 NaN            NaN            NaN  0.443949                 NaN            NaN            NaN  0.256156       0.435717E-001   1.31163                 NaN
  1244.58        500.000                 NaN   98.0193                 NaN            NaN            NaN  0.427481                 NaN            NaN            NaN  0.245677       0.416411E-001   1.26588                 NaN
  1243.17        500.000                 NaN   98.0863                 NaN            NaN            NaN  0.412388                 NaN            NaN            NaN  0.236819       0.397115E-001   1.22475                 NaN
  1241.76        500.000                 NaN   98.1528                 NaN            NaN            NaN  0.396392                 NaN            NaN            NaN  0.225378       0.386435E-001   1.18676                 NaN
  1240.34        500.000                 NaN   98.2145                 NaN            NaN            NaN  0.383489                 NaN            NaN            NaN  0.219158       0.362682E-001   1.14654                 NaN
  1238.93        500.000                 NaN   98.2709                 NaN            NaN            NaN  0.371348                 NaN            NaN            NaN  0.211517       0.346385E-001   1.11162                 NaN
  1237.52        500.000                 NaN   98.3258                 NaN            NaN            NaN  0.359085                 NaN            NaN            NaN  0.204077       0.330918E-001   1.07794                 NaN
  1236.10        500.000                 NaN   98.3787                 NaN            NaN            NaN  0.347723                 NaN            NaN            NaN  0.198183       0.312342E-001   1.04421                 NaN
  1234.69        500.000                 NaN   98.4297                 NaN            NaN            NaN  0.335857                 NaN            NaN            NaN  0.189698       0.302973E-001   1.01442                 NaN
  1233.27        500.000                 NaN   98.4765                 NaN            NaN            NaN  0.325677                 NaN            NaN            NaN  0.183510       0.289042E-001  0.985458                 NaN
  1231.86        500.000                 NaN   98.5232                 NaN            NaN            NaN  0.314874                 NaN            NaN            NaN  0.176362       0.278754E-001  0.957688                 NaN
  1230.45        500.000                 NaN   98.5642                 NaN            NaN            NaN  0.306617                 NaN            NaN            NaN  0.170962       0.265962E-001  0.931674                 NaN
  1229.03        500.000                 NaN   98.6049                 NaN            NaN            NaN  0.297627                 NaN            NaN            NaN  0.164729       0.256286E-001  0.907134                 NaN
  1227.62        500.000                 NaN   98.6453                 NaN            NaN            NaN  0.288781                 NaN            NaN            NaN  0.160511       0.241979E-001  0.881195                 NaN
  1226.21        500.000                 NaN   98.6809                 NaN            NaN            NaN  0.281155                 NaN            NaN            NaN  0.154127       0.235454E-001  0.860321                 NaN
  1224.79        500.000                 NaN   98.7181                 NaN            NaN            NaN  0.272938                 NaN            NaN            NaN  0.149113       0.225436E-001  0.837351                 NaN
  1223.38        500.000                 NaN   93.1389                 NaN            NaN            NaN  0.729121                 NaN            NaN            NaN  0.571685       0.548353E-001   3.04720        2.45830     
  1221.96        500.000                 NaN   80.1349                 NaN            NaN            NaN   1.88446                 NaN            NaN            NaN   1.56283       0.124780        8.14006        8.15297     
  1220.55        500.000                 NaN   79.9496                 NaN            NaN            NaN   2.00161                 NaN            NaN            NaN   1.58867       0.116505        8.13112        8.21244     
  1219.14        500.000                 NaN   79.5136                 NaN            NaN            NaN   2.14947                 NaN            NaN            NaN   1.63824       0.109095        8.22049        8.36912     
  1217.72        500.000                 NaN   79.1987                 NaN            NaN            NaN   2.28095                 NaN            NaN            NaN   1.68033       0.101135        8.26497        8.47388     
  1216.31        500.000                 NaN   79.6716                 NaN            NaN            NaN   2.30004                 NaN            NaN            NaN   1.65309       0.918943E-001   8.01942        8.26395     
  1214.90        500.000                 NaN   80.6528                 NaN            NaN            NaN   2.23731                 NaN            NaN            NaN   1.58025       0.824107E-001   7.59324        7.85397     
  1213.48        500.000                 NaN   81.9080                 NaN            NaN            NaN   2.13160                 NaN            NaN            NaN   1.48975       0.716198E-001   7.06847        7.33054     
  1212.07        500.000                 NaN   83.5862                 NaN            NaN            NaN   1.94266                 NaN            NaN            NaN   1.34931       0.636150E-001   6.40767        6.65055     
  1210.65        500.000                 NaN   85.6235                 NaN            NaN            NaN   1.01352       0.667493                 NaN            NaN   1.17699       0.559381E-001   5.62686        5.83569     
  1209.24        500.000                 NaN   84.2458                 NaN            NaN  0.259128        1.17261       0.772381E-005            NaN            NaN   1.31588       0.796009E-001   6.56224        6.36477     
  1207.83        500.000                 NaN   37.1166                 NaN            NaN  0.502833        6.67589                 NaN            NaN            NaN   5.04694       0.216678        23.7652        26.6758     
  1206.41        500.000                 NaN   99.3936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.774122E-002            NaN  0.598622                 NaN
  1205.00        500.000                 NaN   99.1858                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.415936E-001  0.772654                 NaN
  1203.58        500.000                 NaN   99.7470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.982804E-001  0.183518E-001  0.136378                 NaN
  1202.17        500.000                 NaN   99.1748                 NaN            NaN            NaN  0.380206                 NaN            NaN            NaN  0.753294E-001            NaN  0.369659                 NaN
  1200.76        500.000                 NaN   99.8787                 NaN            NaN            NaN  0.120759                 NaN            NaN            NaN            NaN  0.589955E-003            NaN            NaN
  1199.34        500.000                 NaN   99.3047                 NaN            NaN            NaN  0.279651E-001  0.700265E-001            NaN            NaN  0.144730                 NaN  0.452618                 NaN
  1197.93        500.000                 NaN   99.3685                 NaN            NaN  0.148226                 NaN            NaN            NaN            NaN            NaN  0.118304E-001  0.471487                 NaN
  1196.52        500.000                 NaN   98.9647                 NaN            NaN            NaN  0.177521                 NaN            NaN            NaN            NaN            NaN  0.799214       0.585538E-001
  1195.10        500.000                 NaN   98.8977                 NaN            NaN            NaN  0.202113                 NaN            NaN            NaN  0.739195E-001            NaN  0.550205       0.276104     
  1193.69        500.000                 NaN   73.9340                 NaN            NaN            NaN   2.64755                 NaN            NaN            NaN   2.02587       0.615950E-001   10.1086        11.2223     
  1192.27        500.000                 NaN   85.6388                 NaN            NaN            NaN   1.31516                 NaN            NaN            NaN   1.01532       0.497016E-001   6.32927        5.65175     
  1190.86        500.000                 NaN   51.6186                 NaN            NaN            NaN   3.97293                 NaN            NaN            NaN   3.27022       0.161530        21.6613        19.3155     
  1189.45        500.000                 NaN            NaN            NaN            NaN            NaN   8.20368                 NaN            NaN            NaN   6.89953       0.337893        43.1821        41.3768     
  1188.03        500.000                 NaN            NaN            NaN            NaN            NaN   8.20342                 NaN            NaN            NaN   6.89949       0.337885        43.1814        41.3778     
  1186.62        500.000                 NaN            NaN            NaN            NaN            NaN   8.20316                 NaN            NaN            NaN   6.89945       0.337876        43.1808        41.3787     
  1185.21        500.000                 NaN            NaN            NaN            NaN            NaN   8.20290                 NaN            NaN            NaN   6.89941       0.337868        43.1801        41.3797     
  1183.79        500.000                 NaN            NaN            NaN            NaN            NaN   8.20263                 NaN            NaN            NaN   6.89937       0.337860        43.1795        41.3807     
  1182.38        500.000                 NaN            NaN            NaN            NaN            NaN   8.20237                 NaN            NaN            NaN   6.89933       0.337852        43.1788        41.3816     
  1180.96        500.000                 NaN            NaN            NaN            NaN            NaN   8.20211                 NaN            NaN            NaN   6.89929       0.337844        43.1781        41.3826     
  1179.55        500.000                 NaN            NaN            NaN            NaN            NaN   8.20185                 NaN            NaN            NaN   6.89925       0.337835        43.1775        41.3836     
  1178.14        500.000                 NaN            NaN            NaN            NaN            NaN   8.20351                 NaN            NaN            NaN   6.90172       0.337281        43.1731        41.3844     
  1176.72        500.000                 NaN            NaN            NaN            NaN            NaN   8.20356                 NaN            NaN            NaN   6.90211       0.337178        43.1718        41.3854     
  1175.31        500.000                 NaN            NaN            NaN            NaN            NaN   8.20367                 NaN            NaN            NaN   6.90259       0.337059        43.1703        41.3863     
  1173.90        500.000                 NaN            NaN            NaN            NaN            NaN   8.20386                 NaN            NaN            NaN   6.90317       0.336916        43.1687        41.3873     
  1172.48        500.000                 NaN            NaN            NaN            NaN  0.146637E-001   8.21368       0.351303E-005            NaN            NaN   6.95590       0.326337        43.0973        41.3921     
  1171.07        500.000                 NaN            NaN            NaN            NaN            NaN   8.21365                 NaN            NaN            NaN   6.90723       0.334838        43.1520        41.3923     
  1169.65        500.000                 NaN            NaN            NaN            NaN            NaN   8.23280                 NaN            NaN            NaN   6.95542       0.326688        43.0984        41.3867     
  1168.24        500.000                 NaN            NaN            NaN            NaN            NaN   8.20094                 NaN            NaN            NaN   6.89988       0.337524        43.1703        41.3914     
  1166.83        500.000                 NaN            NaN            NaN            NaN            NaN   8.32086       0.467061E-005            NaN            NaN   6.99105       0.308807        42.9650        41.4143     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   8.32081                 NaN            NaN            NaN   6.99147       0.308728        42.9637        41.4153     
  1164.00        500.000                 NaN            NaN            NaN            NaN            NaN   8.32075       0.428545E-005            NaN            NaN   6.99190       0.308648        42.9625        41.4162     
  1162.59        500.000                 NaN            NaN            NaN            NaN            NaN   3.85851        4.39006                 NaN            NaN   6.96993       0.322483        43.0643        41.3948     
  1161.17        500.000                 NaN            NaN            NaN            NaN            NaN   3.92577        4.32453                 NaN            NaN   6.97195       0.321975        43.0597        41.3961     
  1159.76        500.000                 NaN            NaN            NaN            NaN            NaN   3.99958        4.25250                 NaN            NaN   6.97398       0.321462        43.0551        41.3974     
  1158.34        500.000                 NaN            NaN            NaN            NaN            NaN   8.25379                 NaN            NaN            NaN   6.97597       0.320965        43.0506        41.3987     
  1156.93        500.000                 NaN            NaN            NaN            NaN            NaN   1.04136        7.29668                 NaN            NaN   7.00516       0.304119        42.9265        41.4262     
  1155.52        500.000                 NaN            NaN            NaN            NaN            NaN   1.04131        7.29647                 NaN            NaN   7.00512       0.304111        42.9258        41.4272     
  1154.10        500.000                 NaN            NaN            NaN            NaN            NaN   1.04128        7.29625                 NaN            NaN   7.00508       0.304104        42.9252        41.4281     
  1152.69        500.000                 NaN            NaN            NaN            NaN            NaN   1.04124        7.29602                 NaN            NaN   7.00504       0.304097        42.9245        41.4291     
  1151.27        500.000                 NaN            NaN            NaN            NaN            NaN   8.26224                 NaN            NaN            NaN   6.98588       0.318436        43.0282        41.4052     
  1149.86        500.000                 NaN            NaN            NaN            NaN            NaN   8.26406                 NaN            NaN            NaN   6.98791       0.317913        43.0236        41.4066     
  1148.45        500.000                 NaN            NaN            NaN            NaN            NaN   8.32022                 NaN            NaN            NaN   6.99725       0.307681        42.9482        41.4266     
  1147.03        500.000                 NaN            NaN            NaN            NaN            NaN   8.26778                 NaN            NaN            NaN   6.99200       0.316848        43.0142        41.4092     
  1145.62        500.000                 NaN            NaN            NaN            NaN            NaN   8.26970                 NaN            NaN            NaN   6.99410       0.316299        43.0093        41.4106     
  1144.21        500.000                 NaN            NaN            NaN            NaN            NaN   8.27166                 NaN            NaN            NaN   6.99622       0.315744        43.0045        41.4119     
  1142.79        500.000                 NaN            NaN            NaN            NaN            NaN   1.75444        6.51500                 NaN            NaN   6.99839       0.315347        43.0040        41.4128     
  1141.38        500.000                 NaN            NaN            NaN            NaN            NaN   1.71483        6.55626                 NaN            NaN   7.00020       0.314875        42.9998        41.4141     
  1139.96        500.000                 NaN            NaN            NaN            NaN            NaN   1.67378        6.59900                 NaN            NaN   7.00203       0.314394        42.9954        41.4154     
  1138.55        500.000                 NaN            NaN            NaN            NaN            NaN   1.63142        6.64310                 NaN            NaN   7.00388       0.313905        42.9910        41.4167     
  1137.14        500.000                 NaN            NaN            NaN            NaN            NaN   1.58747        6.68882                 NaN            NaN   7.00576       0.313408        42.9866        41.4180     
  1135.72        500.000                 NaN            NaN            NaN            NaN            NaN   8.28335                 NaN            NaN            NaN   7.00904       0.312349        42.9752        41.4201     
  1134.31        500.000                 NaN            NaN            NaN            NaN            NaN   8.28543                 NaN            NaN            NaN   7.01121       0.311768        42.9701        41.4215     
  1132.90        500.000                 NaN            NaN            NaN            NaN            NaN   8.28940                 NaN            NaN            NaN   7.01493       0.310752        42.9618        41.4231     
  1131.48        500.000                 NaN            NaN            NaN            NaN            NaN   8.29144                 NaN            NaN            NaN   7.01704       0.310180        42.9569        41.4245     
  1130.07        500.000                 NaN            NaN            NaN            NaN            NaN   8.29346                 NaN            NaN            NaN   7.01914       0.309610        42.9520        41.4258     
  1128.65        500.000                 NaN            NaN            NaN            NaN            NaN   8.29578                 NaN            NaN            NaN   7.02168       0.308916        42.9463        41.4274     
  1127.24        500.000                 NaN            NaN            NaN            NaN            NaN   4.68293        3.60455                 NaN            NaN   7.01660       0.310739        42.9583        41.4268     
  1125.83        500.000                 NaN            NaN            NaN            NaN            NaN   5.12199        3.16946                 NaN            NaN   7.01956       0.309867        42.9508        41.4283     
  1124.41        500.000                 NaN            NaN            NaN            NaN            NaN   1.44967        6.84203                 NaN            NaN   7.02240       0.308941        42.9474        41.4296     
  1123.00        500.000                 NaN            NaN            NaN            NaN            NaN   1.22458        7.07068                 NaN            NaN   7.02533       0.308110        42.9401        41.4312     
  1121.59        500.000                 NaN            NaN            NaN            NaN            NaN  0.973479        7.32566                 NaN            NaN   7.02841       0.307225        42.9324        41.4328     
  1120.17        500.000                 NaN            NaN            NaN            NaN            NaN  0.692076        7.61129                 NaN            NaN   7.03170       0.306275        42.9241        41.4345     
  1118.76        500.000                 NaN            NaN            NaN            NaN            NaN   8.31078                 NaN            NaN            NaN   7.03666       0.304791        42.9110        41.4368     
  1117.34        500.000                 NaN            NaN            NaN            NaN            NaN   8.34798                 NaN            NaN            NaN   7.02947       0.298940        42.8688        41.4548     
  1115.93        500.000                 NaN            NaN            NaN            NaN            NaN   8.34724       0.538581E-004            NaN            NaN   7.02672       0.298850        42.8712        41.4559     
  1114.52        500.000                 NaN            NaN            NaN            NaN            NaN   2.94898        5.39059                 NaN            NaN   7.06814       0.296238        42.8498        41.4462     
  1113.10        500.000                 NaN            NaN            NaN            NaN            NaN   2.96607        5.37497                 NaN            NaN   7.06961       0.295812        42.8460        41.4475     
  1111.69        500.000                 NaN            NaN            NaN            NaN            NaN   2.98533        5.35723                 NaN            NaN   7.07114       0.295370        42.8421        41.4488     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   5.69148        2.68923                 NaN            NaN   7.10855       0.284871        42.7670        41.4589     
  1108.86        500.000                 NaN            NaN            NaN            NaN            NaN   5.69131        2.68914                 NaN            NaN   7.10851       0.284865        42.7663        41.4599     
  1107.45        500.000                 NaN            NaN            NaN            NaN            NaN   5.69114        2.68906                 NaN            NaN   7.10847       0.284858        42.7657        41.4608     
  1106.03        500.000                 NaN            NaN            NaN            NaN            NaN   5.69078        2.68916                 NaN            NaN   7.10843       0.284852        42.7650        41.4618     
  1104.62        500.000                 NaN            NaN            NaN            NaN            NaN   5.69061        2.68907                 NaN            NaN   7.10839       0.284845        42.7644        41.4627     
  1103.21        500.000                 NaN            NaN            NaN            NaN            NaN   5.69045        2.68898                 NaN            NaN   7.10835       0.284838        42.7637        41.4637     
  1101.79        500.000                 NaN            NaN            NaN            NaN            NaN   5.69028        2.68889                 NaN            NaN   7.10831       0.284831        42.7631        41.4646     
  1100.38        500.000                 NaN            NaN            NaN            NaN            NaN   5.69028        2.68864                 NaN            NaN   7.10828       0.284824        42.7624        41.4656     
  1098.96        500.000                 NaN            NaN            NaN            NaN            NaN   5.68995        2.68871                 NaN            NaN   7.10824       0.284818        42.7618        41.4665     
  1097.55        500.000                 NaN            NaN            NaN            NaN            NaN   5.68978        2.68862                 NaN            NaN   7.10820       0.284811        42.7611        41.4675     
  1096.14        500.000                 NaN            NaN            NaN            NaN            NaN   5.68962        2.68853                 NaN            NaN   7.10816       0.284804        42.7605        41.4684     
  1094.72        500.000                 NaN            NaN            NaN            NaN            NaN   5.68945        2.68844                 NaN            NaN   7.10812       0.284797        42.7598        41.4694     
  1093.31        500.000                 NaN            NaN            NaN            NaN            NaN   5.68928        2.68836                 NaN            NaN   7.10808       0.284790        42.7592        41.4703     
  1091.90        500.000                 NaN            NaN            NaN            NaN            NaN   5.68911        2.68827                 NaN            NaN   7.10805       0.284784        42.7585        41.4713     
  1090.48        500.000                 NaN            NaN            NaN            NaN            NaN   5.68895        2.68818                 NaN            NaN   7.10801       0.284777        42.7579        41.4722     
  1089.07        500.000                 NaN            NaN            NaN            NaN            NaN   5.68891        2.68797                 NaN            NaN   7.10797       0.284770        42.7572        41.4732     
  1087.65        500.000                 NaN            NaN            NaN            NaN            NaN   5.68874        2.68788                 NaN            NaN   7.10793       0.284763        42.7566        41.4741     
  1086.24        500.000                 NaN            NaN            NaN            NaN            NaN   5.68857        2.68780                 NaN            NaN   7.10789       0.284757        42.7559        41.4751     
  1084.83        500.000                 NaN            NaN            NaN            NaN            NaN   5.68839        2.68771                 NaN            NaN   7.10786       0.284750        42.7553        41.4760     
  1083.41        500.000                 NaN            NaN            NaN            NaN            NaN   5.68810        2.68775                 NaN            NaN   7.10782       0.284743        42.7546        41.4770     
  1082.00        500.000                 NaN            NaN            NaN            NaN            NaN   5.68794        2.68766                 NaN            NaN   7.10778       0.284737        42.7540        41.4779     
  1080.59        500.000                 NaN            NaN            NaN            NaN            NaN   5.68778        2.68756                 NaN            NaN   7.10774       0.284730        42.7533        41.4789     
  1079.17        500.000                 NaN            NaN            NaN            NaN            NaN   5.68762        2.68747                 NaN            NaN   7.10770       0.284723        42.7527        41.4798     
  1077.76        500.000                 NaN            NaN            NaN            NaN            NaN   5.68745        2.68738                 NaN            NaN   7.10767       0.284717        42.7520        41.4808     
  1076.34        500.000                 NaN            NaN            NaN            NaN            NaN   5.68728        2.68730                 NaN            NaN   7.10763       0.284710        42.7514        41.4817     
  1074.93        500.000                 NaN            NaN            NaN            NaN            NaN   5.68712        2.68721                 NaN            NaN   7.10759       0.284703        42.7507        41.4827     
  1073.52        500.000                 NaN            NaN            NaN            NaN            NaN   5.68702        2.68705                 NaN            NaN   7.10755       0.284696        42.7501        41.4836     
  1072.10        500.000                 NaN            NaN            NaN            NaN            NaN   5.68678        2.68704                 NaN            NaN   7.10752       0.284690        42.7494        41.4846     
  1070.69        500.000                 NaN            NaN            NaN            NaN            NaN   5.68668        2.68688                 NaN            NaN   7.10748       0.284683        42.7488        41.4855     
  1069.28        500.000                 NaN            NaN            NaN            NaN            NaN   5.68653        2.68678                 NaN            NaN   7.10744       0.284677        42.7481        41.4864     
  1067.86        500.000                 NaN            NaN            NaN            NaN            NaN   5.68636        2.68670                 NaN            NaN   7.10740       0.284670        42.7475        41.4874     
  1066.45        500.000                 NaN            NaN            NaN            NaN            NaN   5.68618        2.68660       0.174085E-004            NaN   7.10737       0.284663        42.7468        41.4883     
  1065.03        500.000                 NaN            NaN            NaN            NaN            NaN   5.68601        2.68651       0.172799E-004            NaN   7.10733       0.284657        42.7462        41.4893     
  1063.62        500.000                 NaN            NaN            NaN            NaN            NaN   5.68584        2.68643       0.171386E-004            NaN   7.10729       0.284650        42.7455        41.4902     
  1062.21        500.000                 NaN            NaN            NaN            NaN            NaN   5.68560        2.68644                 NaN            NaN   7.10726       0.284643        42.7449        41.4912     
  1060.79        500.000                 NaN            NaN            NaN            NaN            NaN   5.68543        2.68635                 NaN            NaN   7.10722       0.284636        42.7442        41.4921     
  1059.38        500.000                 NaN            NaN            NaN            NaN            NaN   5.68532        2.68621                 NaN            NaN   7.10718       0.284630        42.7436        41.4931     
  1057.97        500.000                 NaN            NaN            NaN            NaN            NaN   5.68514        2.68613                 NaN            NaN   7.10714       0.284623        42.7430        41.4940     
  1056.55        500.000                 NaN            NaN            NaN            NaN  0.275008E-004   5.68474        2.68623                 NaN            NaN   7.10710       0.284618        42.7423        41.4950     
  1055.14        500.000                 NaN            NaN            NaN            NaN  0.242722E-004   5.68463        2.68610                 NaN            NaN   7.10707       0.284612        42.7417        41.4959     
  1053.72        500.000                 NaN            NaN            NaN            NaN            NaN   5.68464        2.68587                 NaN            NaN   7.10703       0.284603        42.7410        41.4968     
  1052.31        500.000                 NaN            NaN            NaN            NaN            NaN   5.68446        2.68580                 NaN            NaN   7.10700       0.284597        42.7404        41.4978     
  1050.90        500.000                 NaN            NaN            NaN            NaN            NaN   5.68429        2.68572                 NaN            NaN   7.10696       0.284590        42.7397        41.4987     
  1049.48        500.000                 NaN            NaN            NaN            NaN            NaN   5.68412        2.68563                 NaN            NaN   7.10692       0.284584        42.7391        41.4997     
  1048.07        500.000                 NaN            NaN            NaN            NaN            NaN   5.68395        2.68555                 NaN            NaN   7.10689       0.284577        42.7384        41.5006     
  1046.65        500.000                 NaN            NaN            NaN            NaN  0.372966E-004   5.68339        2.68579       0.491666E-005            NaN   7.10684       0.284572        42.7378        41.5016     
  1045.24        500.000                 NaN            NaN            NaN            NaN            NaN   5.68360        2.68539                 NaN            NaN   7.10681       0.284564        42.7371        41.5025     
  1043.83        500.000                 NaN            NaN            NaN            NaN            NaN   5.68342        2.68532                 NaN            NaN   7.10678       0.284557        42.7365        41.5034     
  1042.41        500.000                 NaN            NaN            NaN            NaN            NaN   5.68324        2.68525                 NaN            NaN   7.10674       0.284551        42.7359        41.5044     
  1041.00        500.000                 NaN            NaN            NaN            NaN  0.223497E-005   5.68306        2.68517                 NaN            NaN   7.10670       0.284544        42.7352        41.5053     
  1039.59        500.000                 NaN            NaN            NaN            NaN  0.770065        7.02509       0.121226E-005            NaN            NaN   6.92928       0.343969        43.1089        41.8227     
  1038.17        500.000                 NaN            NaN            NaN            NaN  0.770037        7.02490                 NaN            NaN            NaN   6.92925       0.343959        43.1082        41.8237     
  1036.76        500.000                 NaN            NaN            NaN            NaN  0.770015        7.02470                 NaN            NaN            NaN   6.92922       0.343949        43.1075        41.8246     
  1035.34        500.000                 NaN            NaN            NaN            NaN  0.770002        7.02445                 NaN            NaN            NaN   6.92917       0.343945        43.1069        41.8256     
  1033.93        500.000                 NaN            NaN            NaN            NaN  0.769984        7.02423                 NaN            NaN            NaN   6.92914       0.343937        43.1062        41.8265     
  1032.52        500.000                 NaN            NaN            NaN            NaN  0.769965        7.02402                 NaN            NaN            NaN   6.92910       0.343929        43.1056        41.8274     
  1031.10        500.000                 NaN            NaN            NaN            NaN  0.769936        7.02381                 NaN            NaN            NaN   6.92906       0.343921        43.1049        41.8284     
  1029.69        500.000                 NaN            NaN            NaN            NaN  0.769914        7.02360                 NaN            NaN            NaN   6.92903       0.343913        43.1042        41.8293     
  1028.28        500.000                 NaN            NaN            NaN            NaN  0.769893        7.02339                 NaN            NaN            NaN   6.92899       0.343905        43.1036        41.8302     
  1026.86        500.000                 NaN            NaN            NaN            NaN  0.769872        7.02317                 NaN            NaN            NaN   6.92895       0.343897        43.1029        41.8312     
