|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/GRV/GRV_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           an             ilm            San(TH)        q             
  1294.07        500.000                 NaN   99.9884                 NaN            NaN            NaN  0.727377E-002            NaN            NaN            NaN  0.413403E-002  0.182819E-003            NaN            NaN
  1292.65        500.000                 NaN   97.8098        2.17837                 NaN            NaN  0.740210E-002            NaN            NaN            NaN  0.418980E-002  0.195874E-003            NaN            NaN
  1291.24        500.000                 NaN   97.7546        2.23298                 NaN            NaN  0.801514E-002            NaN            NaN            NaN  0.436600E-002            NaN            NaN            NaN
  1289.83        500.000                 NaN   97.7240        2.26327                 NaN            NaN  0.822619E-002            NaN            NaN            NaN  0.446635E-002            NaN            NaN            NaN
  1288.41        500.000                 NaN   97.6873        2.29928                 NaN            NaN  0.872102E-002            NaN            NaN            NaN  0.466487E-002            NaN            NaN            NaN
  1287.00        500.000                 NaN   97.6440        2.34166                 NaN            NaN  0.939465E-002            NaN            NaN            NaN  0.493036E-002            NaN            NaN            NaN
  1285.58        500.000                 NaN   97.5976        2.38719                 NaN            NaN  0.100348E-001            NaN            NaN            NaN  0.520065E-002            NaN            NaN            NaN
  1284.17        500.000                 NaN   97.5391        2.44421                 NaN            NaN  0.111174E-001            NaN            NaN            NaN  0.561131E-002            NaN            NaN            NaN
  1282.76        500.000                 NaN   97.4710        2.51052                 NaN            NaN  0.123577E-001            NaN            NaN            NaN  0.616725E-002            NaN            NaN            NaN
  1281.34        500.000                 NaN   97.3893        2.58986                 NaN            NaN  0.140476E-001            NaN            NaN            NaN  0.681529E-002            NaN            NaN            NaN
  1279.93        500.000                 NaN   97.2905        2.68541                 NaN            NaN  0.162943E-001            NaN            NaN            NaN  0.775989E-002            NaN            NaN            NaN
  1278.52        500.000                 NaN   97.1576        2.81259                 NaN            NaN  0.204019E-001            NaN            NaN            NaN  0.938856E-002            NaN            NaN            NaN
  1277.10        500.000                 NaN   97.1119        2.86986                 NaN            NaN  0.119220E-001            NaN            NaN            NaN  0.630527E-002            NaN            NaN            NaN
  1275.69        500.000                 NaN   96.4618        3.42335                 NaN            NaN  0.747245E-002  0.754157E-001            NaN            NaN  0.319802E-001            NaN            NaN            NaN
  1274.27        500.000                 NaN   82.2599        15.1609                 NaN            NaN   1.79250       0.120377                 NaN            NaN  0.666282                 NaN            NaN            NaN
  1272.86        500.000                 NaN   85.0084        14.9893                 NaN            NaN  0.224929E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1271.45        500.000                 NaN   80.1675        19.2318                 NaN            NaN  0.454262                 NaN            NaN            NaN  0.146410                 NaN            NaN            NaN
  1270.03        500.000                 NaN   79.5846        20.2023                 NaN            NaN  0.159542                 NaN            NaN            NaN  0.535963E-001            NaN            NaN            NaN
  1268.62        500.000                 NaN   77.5622        22.0412                 NaN            NaN  0.293996                 NaN            NaN            NaN  0.102615                 NaN            NaN            NaN
  1267.21        500.000                 NaN   73.5143        25.7014                 NaN            NaN  0.576015                 NaN            NaN            NaN  0.208274                 NaN            NaN            NaN
  1265.79        500.000                 NaN   38.9391        54.8703                 NaN            NaN   3.49656       0.675977                 NaN            NaN   1.63117       0.386915                 NaN            NaN
  1264.38        500.000                 NaN   34.5505        64.0831                 NaN            NaN  0.520899E-001  0.861682                 NaN            NaN  0.343014       0.109596                 NaN            NaN
  1262.96        500.000                 NaN   24.9173        73.1695                 NaN            NaN   1.27822                 NaN            NaN            NaN  0.481550       0.153500                 NaN            NaN
  1261.55        500.000                 NaN   97.0219                 NaN            NaN            NaN   1.98979                 NaN            NaN            NaN  0.751746       0.236596                 NaN            NaN
  1260.14        500.000                 NaN   98.0823                 NaN            NaN            NaN   1.32644                 NaN            NaN            NaN  0.492944       0.983266E-001            NaN            NaN
  1258.72        500.000                 NaN   97.3275                 NaN            NaN            NaN  0.777595                 NaN            NaN            NaN  0.345654       0.103776        1.44545                 NaN
  1257.31        500.000                 NaN   96.8175                 NaN            NaN            NaN  0.867725                 NaN            NaN            NaN  0.389388       0.120485        1.80488                 NaN
  1255.89        500.000                 NaN   96.9510                 NaN            NaN            NaN  0.830844                 NaN            NaN            NaN  0.372660       0.114500        1.73097                 NaN
  1254.48        500.000                 NaN   97.0754                 NaN            NaN            NaN  0.795707                 NaN            NaN            NaN  0.356125       0.109459        1.66327                 NaN
  1253.07        500.000                 NaN   97.1918                 NaN            NaN            NaN  0.763080                 NaN            NaN            NaN  0.340883       0.104520        1.59971                 NaN
  1251.65        500.000                 NaN   97.3027                 NaN            NaN            NaN  0.732077                 NaN            NaN            NaN  0.327621       0.991176E-001   1.53845                 NaN
  1250.24        500.000                 NaN   97.3986                 NaN            NaN            NaN  0.705568                 NaN            NaN            NaN  0.313112       0.957560E-001   1.48701                 NaN
  1248.83        500.000                 NaN   97.4948                 NaN            NaN            NaN  0.680568                 NaN            NaN            NaN  0.302903       0.900614E-001   1.43170                 NaN
  1247.41        500.000                 NaN   97.5842                 NaN            NaN            NaN  0.655042                 NaN            NaN            NaN  0.290583       0.864181E-001   1.38375                 NaN
  1246.00        500.000                 NaN   97.6653                 NaN            NaN            NaN  0.633846                 NaN            NaN            NaN  0.281071       0.819736E-001   1.33776                 NaN
  1244.58        500.000                 NaN   97.7474                 NaN            NaN            NaN  0.611431                 NaN            NaN            NaN  0.269922       0.784443E-001   1.29279                 NaN
  1243.17        500.000                 NaN   97.8211                 NaN            NaN            NaN  0.591086                 NaN            NaN            NaN  0.260520       0.749059E-001   1.25239                 NaN
  1241.76        500.000                 NaN   97.8952                 NaN            NaN            NaN  0.568496                 NaN            NaN            NaN  0.248245       0.729840E-001   1.21508                 NaN
  1240.34        500.000                 NaN   97.9627                 NaN            NaN            NaN  0.551653                 NaN            NaN            NaN  0.241690       0.685831E-001   1.17536                 NaN
  1238.93        500.000                 NaN   98.0247                 NaN            NaN            NaN  0.535251                 NaN            NaN            NaN  0.233546       0.655817E-001   1.14096                 NaN
  1237.52        500.000                 NaN   98.0854                 NaN            NaN            NaN  0.518529                 NaN            NaN            NaN  0.225599       0.627292E-001   1.10773                 NaN
  1236.10        500.000                 NaN   98.1436                 NaN            NaN            NaN  0.503478                 NaN            NaN            NaN  0.219341       0.592788E-001   1.07434                 NaN
  1234.69        500.000                 NaN   98.2006                 NaN            NaN            NaN  0.486690                 NaN            NaN            NaN  0.210194       0.575684E-001   1.04492                 NaN
  1233.27        500.000                 NaN   98.2523                 NaN            NaN            NaN  0.472854                 NaN            NaN            NaN  0.203569       0.549849E-001   1.01625                 NaN
  1231.86        500.000                 NaN   98.3046                 NaN            NaN            NaN  0.457713                 NaN            NaN            NaN  0.195859       0.530881E-001  0.988737                 NaN
  1230.45        500.000                 NaN   98.3497                 NaN            NaN            NaN  0.446603                 NaN            NaN            NaN  0.190069       0.507084E-001  0.962947                 NaN
  1229.03        500.000                 NaN   98.3950                 NaN            NaN            NaN  0.434083                 NaN            NaN            NaN  0.183338       0.489174E-001  0.938613                 NaN
  1227.62        500.000                 NaN   98.4399                 NaN            NaN            NaN  0.422269                 NaN            NaN            NaN  0.178836       0.462369E-001  0.912763                 NaN
  1226.21        500.000                 NaN   98.4796                 NaN            NaN            NaN  0.411385                 NaN            NaN            NaN  0.171902       0.450383E-001  0.892088                 NaN
  1224.79        500.000                 NaN   98.5211                 NaN            NaN            NaN  0.400021                 NaN            NaN            NaN  0.166483       0.431675E-001  0.869187                 NaN
  1223.38        500.000                 NaN   92.4949                 NaN            NaN            NaN   1.06590                 NaN            NaN            NaN  0.635357       0.104522        3.14857        2.55071     
  1221.96        500.000                 NaN   78.6633                 NaN            NaN            NaN   2.72830                 NaN            NaN            NaN   1.71514       0.234871        8.30518        8.35325     
  1220.55        500.000                 NaN   78.4476                 NaN            NaN            NaN   2.90338                 NaN            NaN            NaN   1.74132       0.219025        8.28524        8.40341     
  1219.14        500.000                 NaN   77.9617                 NaN            NaN            NaN   3.12304                 NaN            NaN            NaN   1.79332       0.204831        8.36479        8.55235     
  1217.72        500.000                 NaN   77.6000                 NaN            NaN            NaN   3.31958                 NaN            NaN            NaN   1.83773       0.189717        8.40167        8.65133     
  1216.31        500.000                 NaN   78.0749                 NaN            NaN            NaN   3.35279                 NaN            NaN            NaN   1.80835       0.172426        8.15292        8.43866     
  1214.90        500.000                 NaN   79.0930                 NaN            NaN            NaN   3.26713                 NaN            NaN            NaN   1.73046       0.154795        7.72654        8.02810     
  1213.48        500.000                 NaN   80.4028                 NaN            NaN            NaN   3.12116                 NaN            NaN            NaN   1.63393       0.134740        7.20274        7.50465     
  1212.07        500.000                 NaN   82.1813                 NaN            NaN            NaN   2.84882                 NaN            NaN            NaN   1.48324       0.119953        6.54295        6.82369     
  1210.65        500.000                 NaN   84.3625                 NaN            NaN            NaN   1.48467       0.986109                 NaN            NaN   1.29731       0.105765        5.76001        6.00362     
  1209.24        500.000                 NaN   82.9815                 NaN            NaN  0.448495        1.70780       0.114204E-004            NaN            NaN   1.45015       0.150481        6.71503        6.54658     
  1207.83        500.000                 NaN   34.7873                 NaN            NaN  0.832132        9.23542                 NaN            NaN            NaN   5.31508       0.391447        23.2192        26.2194     
  1206.41        500.000                 NaN   99.3694                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.869454E-002            NaN  0.621914                 NaN
  1205.00        500.000                 NaN   99.1177                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.801260E-001  0.802195                 NaN
  1203.58        500.000                 NaN   99.7124                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.110428       0.353744E-001  0.141800                 NaN
  1202.17        500.000                 NaN   98.9776                 NaN            NaN            NaN  0.554017                 NaN            NaN            NaN  0.845925E-001            NaN  0.383767                 NaN
  1200.76        500.000                 NaN   99.8187                 NaN            NaN            NaN  0.180211                 NaN            NaN            NaN            NaN  0.113871E-002            NaN            NaN
  1199.34        500.000                 NaN   99.2216                 NaN            NaN            NaN  0.413774E-001  0.103315                 NaN            NaN  0.162853                 NaN  0.470895                 NaN
  1197.93        500.000                 NaN   99.2239                 NaN            NaN  0.262241                 NaN            NaN            NaN            NaN            NaN  0.228484E-001  0.490977                 NaN
  1196.52        500.000                 NaN   98.8428                 NaN            NaN            NaN  0.263194                 NaN            NaN            NaN            NaN            NaN  0.832422       0.615450E-001
  1195.10        500.000                 NaN   98.7544                 NaN            NaN            NaN  0.298803                 NaN            NaN            NaN  0.832842E-001            NaN  0.573249       0.290258     
  1193.69        500.000                 NaN   72.0263                 NaN            NaN            NaN   3.83015                 NaN            NaN            NaN   2.22941       0.116300        10.2751        11.5227     
  1192.27        500.000                 NaN   84.4622                 NaN            NaN            NaN   1.92646                 NaN            NaN            NaN   1.13180       0.950612E-001   6.50639        5.87804     
  1190.86        500.000                 NaN   49.4242                 NaN            NaN            NaN   5.65478                 NaN            NaN            NaN   3.53992       0.300016        21.5740        19.5071     
  1189.45        500.000                 NaN            NaN            NaN            NaN            NaN   11.1699                 NaN            NaN            NaN   7.14377       0.600300        41.1173        39.9688     
  1188.03        500.000                 NaN            NaN            NaN            NaN            NaN   11.1699                 NaN            NaN            NaN   7.14377       0.600300        41.1173        39.9688     
  1186.62        500.000                 NaN            NaN            NaN            NaN            NaN   11.1699                 NaN            NaN            NaN   7.14377       0.600300        41.1173        39.9688     
  1185.21        500.000                 NaN            NaN            NaN            NaN            NaN   11.1699                 NaN            NaN            NaN   7.14377       0.600300        41.1173        39.9688     
  1183.79        500.000                 NaN            NaN            NaN            NaN            NaN   11.1699                 NaN            NaN            NaN   7.14377       0.600300        41.1173        39.9688     
  1182.38        500.000                 NaN            NaN            NaN            NaN            NaN   11.1699                 NaN            NaN            NaN   7.14377       0.600300        41.1173        39.9688     
  1180.96        500.000                 NaN            NaN            NaN            NaN            NaN   11.1699                 NaN            NaN            NaN   7.14377       0.600300        41.1173        39.9688     
  1179.55        500.000                 NaN            NaN            NaN            NaN            NaN   11.1699                 NaN            NaN            NaN   7.14377       0.600300        41.1173        39.9688     
  1178.14        500.000                 NaN            NaN            NaN            NaN            NaN   11.1714                 NaN            NaN            NaN   7.14640       0.599332        41.1140        39.9689     
  1176.72        500.000                 NaN            NaN            NaN            NaN            NaN   11.1717                 NaN            NaN            NaN   7.14686       0.599165        41.1134        39.9689     
  1175.31        500.000                 NaN            NaN            NaN            NaN            NaN   11.1720                 NaN            NaN            NaN   7.14740       0.598968        41.1127        39.9690     
  1173.90        500.000                 NaN            NaN            NaN            NaN            NaN   11.1724                 NaN            NaN            NaN   7.14804       0.598730        41.1118        39.9690     
  1172.48        500.000                 NaN            NaN            NaN            NaN  0.238759E-001   11.1670       0.484993E-005            NaN            NaN   7.20341       0.580001        41.0491        39.9767     
  1171.07        500.000                 NaN            NaN            NaN            NaN            NaN   11.1846                 NaN            NaN            NaN   7.15225       0.595058        41.0967        39.9715     
  1169.65        500.000                 NaN            NaN            NaN            NaN            NaN   11.1958                 NaN            NaN            NaN   7.20296       0.580651        41.0512        39.9694     
  1168.24        500.000                 NaN            NaN            NaN            NaN            NaN   11.1709                 NaN            NaN            NaN   7.14476       0.599865        41.1155        39.9690     
  1166.83        500.000                 NaN            NaN            NaN            NaN            NaN   11.3002       0.633227E-005            NaN            NaN   7.23925       0.548844        40.9213        39.9904     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   11.3004                 NaN            NaN            NaN   7.23973       0.548717        40.9208        39.9904     
  1164.00        500.000                 NaN            NaN            NaN            NaN            NaN   11.3005       0.580943E-005            NaN            NaN   7.24022       0.548588        40.9202        39.9904     
  1162.59        500.000                 NaN            NaN            NaN            NaN            NaN   5.26307        5.95131                 NaN            NaN   7.21818       0.573246        41.0217        39.9725     
  1161.17        500.000                 NaN            NaN            NaN            NaN            NaN   5.35438        5.86212                 NaN            NaN   7.22032       0.572356        41.0180        39.9728     
  1159.76        500.000                 NaN            NaN            NaN            NaN            NaN   5.45460        5.76405                 NaN            NaN   7.22246       0.571458        41.0143        39.9731     
  1158.34        500.000                 NaN            NaN            NaN            NaN            NaN   11.2208                 NaN            NaN            NaN   7.22456       0.570589        41.0106        39.9735     
  1156.93        500.000                 NaN            NaN            NaN            NaN            NaN   1.42553        9.89702                 NaN            NaN   7.25401       0.540593        40.8882        39.9946     
  1155.52        500.000                 NaN            NaN            NaN            NaN            NaN   1.42550        9.89705                 NaN            NaN   7.25402       0.540592        40.8882        39.9946     
  1154.10        500.000                 NaN            NaN            NaN            NaN            NaN   1.42550        9.89705                 NaN            NaN   7.25402       0.540592        40.8882        39.9946     
  1152.69        500.000                 NaN            NaN            NaN            NaN            NaN   1.42550        9.89705                 NaN            NaN   7.25402       0.540592        40.8882        39.9946     
  1151.27        500.000                 NaN            NaN            NaN            NaN            NaN   11.2312                 NaN            NaN            NaN   7.23503       0.566162        40.9925        39.9752     
  1149.86        500.000                 NaN            NaN            NaN            NaN            NaN   11.2334                 NaN            NaN            NaN   7.23717       0.565244        40.9887        39.9755     
  1148.45        500.000                 NaN            NaN            NaN            NaN            NaN   11.3025                 NaN            NaN            NaN   7.24626       0.547017        40.9138        39.9905     
  1147.03        500.000                 NaN            NaN            NaN            NaN            NaN   11.2379                 NaN            NaN            NaN   7.24150       0.563379        40.9810        39.9762     
  1145.62        500.000                 NaN            NaN            NaN            NaN            NaN   11.2402                 NaN            NaN            NaN   7.24372       0.562416        40.9771        39.9766     
  1144.21        500.000                 NaN            NaN            NaN            NaN            NaN   11.2425                 NaN            NaN            NaN   7.24595       0.561442        40.9731        39.9770     
  1142.79        500.000                 NaN            NaN            NaN            NaN            NaN   2.36527        8.87600                 NaN            NaN   7.24821       0.560748        40.9730        39.9768     
  1141.38        500.000                 NaN            NaN            NaN            NaN            NaN   2.31194        8.93134                 NaN            NaN   7.25012       0.559922        40.9696        39.9771     
  1139.96        500.000                 NaN            NaN            NaN            NaN            NaN   2.25667        8.98867                 NaN            NaN   7.25206       0.559080        40.9661        39.9774     
  1138.55        500.000                 NaN            NaN            NaN            NaN            NaN   2.19962        9.04781                 NaN            NaN   7.25402       0.558225        40.9626        39.9777     
  1137.14        500.000                 NaN            NaN            NaN            NaN            NaN   2.14043        9.10913                 NaN            NaN   7.25601       0.557353        40.9590        39.9781     
  1135.72        500.000                 NaN            NaN            NaN            NaN            NaN   11.2568                 NaN            NaN            NaN   7.25947       0.555486        40.9489        39.9793     
  1134.31        500.000                 NaN            NaN            NaN            NaN            NaN   11.2593                 NaN            NaN            NaN   7.26176       0.554465        40.9448        39.9797     
  1132.90        500.000                 NaN            NaN            NaN            NaN            NaN   11.2638                 NaN            NaN            NaN   7.26565       0.552672        40.9375        39.9804     
  1131.48        500.000                 NaN            NaN            NaN            NaN            NaN   11.2663                 NaN            NaN            NaN   7.26787       0.551669        40.9334        39.9808     
  1130.07        500.000                 NaN            NaN            NaN            NaN            NaN   11.2687                 NaN            NaN            NaN   7.27010       0.550667        40.9294        39.9812     
  1128.65        500.000                 NaN            NaN            NaN            NaN            NaN   11.2716                 NaN            NaN            NaN   7.27275       0.549445        40.9245        39.9817     
  1127.24        500.000                 NaN            NaN            NaN            NaN            NaN   6.37893        4.88387                 NaN            NaN   7.26754       0.552702        40.9367        39.9803     
  1125.83        500.000                 NaN            NaN            NaN            NaN            NaN   6.97453        4.29233                 NaN            NaN   7.27069       0.551165        40.9303        39.9809     
  1124.41        500.000                 NaN            NaN            NaN            NaN            NaN   1.95518        9.31317                 NaN            NaN   7.27363       0.549529        40.9274        39.9811     
  1123.00        500.000                 NaN            NaN            NaN            NaN            NaN   1.65166        9.62068                 NaN            NaN   7.27670       0.548066        40.9212        39.9817     
  1121.59        500.000                 NaN            NaN            NaN            NaN            NaN   1.31303        9.96362                 NaN            NaN   7.27995       0.546504        40.9145        39.9824     
  1120.17        500.000                 NaN            NaN            NaN            NaN            NaN  0.933501        10.3478                 NaN            NaN   7.28340       0.544828        40.9073        39.9832     
  1118.76        500.000                 NaN            NaN            NaN            NaN            NaN   11.2892                 NaN            NaN            NaN   7.28859       0.542201        40.8955        39.9845     
  1117.34        500.000                 NaN            NaN            NaN            NaN            NaN   11.3396                 NaN            NaN            NaN   7.28043       0.531751        40.8514        39.9968     
  1115.93        500.000                 NaN            NaN            NaN            NaN            NaN   11.3398       0.729245E-004            NaN            NaN   7.27759       0.531602        40.8541        39.9968     
  1114.52        500.000                 NaN            NaN            NaN            NaN            NaN   4.01553        7.30779                 NaN            NaN   7.32118       0.527015        40.8384        39.9901     
  1113.10        500.000                 NaN            NaN            NaN            NaN            NaN   4.03892        7.28625                 NaN            NaN   7.32276       0.526270        40.8354        39.9904     
  1111.69        500.000                 NaN            NaN            NaN            NaN            NaN   4.06527        7.26182                 NaN            NaN   7.32437       0.525495        40.8323        39.9908     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   7.75042        3.62095                 NaN            NaN   7.36299       0.506817        40.7602        39.9986     
  1108.86        500.000                 NaN            NaN            NaN            NaN            NaN   7.75042        3.62095                 NaN            NaN   7.36299       0.506817        40.7602        39.9986     
  1107.45        500.000                 NaN            NaN            NaN            NaN            NaN   7.75042        3.62095                 NaN            NaN   7.36299       0.506817        40.7602        39.9986     
  1106.03        500.000                 NaN            NaN            NaN            NaN            NaN   7.75017        3.62120                 NaN            NaN   7.36298       0.506818        40.7602        39.9986     
  1104.62        500.000                 NaN            NaN            NaN            NaN            NaN   7.75018        3.62119                 NaN            NaN   7.36298       0.506818        40.7602        39.9986     
  1103.21        500.000                 NaN            NaN            NaN            NaN            NaN   7.75019        3.62118                 NaN            NaN   7.36298       0.506818        40.7602        39.9986     
  1101.79        500.000                 NaN            NaN            NaN            NaN            NaN   7.75020        3.62116                 NaN            NaN   7.36298       0.506817        40.7602        39.9986     
  1100.38        500.000                 NaN            NaN            NaN            NaN            NaN   7.75044        3.62093                 NaN            NaN   7.36299       0.506817        40.7602        39.9986     
  1098.96        500.000                 NaN            NaN            NaN            NaN            NaN   7.75022        3.62114                 NaN            NaN   7.36298       0.506817        40.7602        39.9986     
  1097.55        500.000                 NaN            NaN            NaN            NaN            NaN   7.75023        3.62114                 NaN            NaN   7.36298       0.506817        40.7602        39.9986     
  1096.14        500.000                 NaN            NaN            NaN            NaN            NaN   7.75024        3.62113                 NaN            NaN   7.36298       0.506817        40.7602        39.9986     
  1094.72        500.000                 NaN            NaN            NaN            NaN            NaN   7.75025        3.62112                 NaN            NaN   7.36299       0.506817        40.7602        39.9986     
  1093.31        500.000                 NaN            NaN            NaN            NaN            NaN   7.75025        3.62112                 NaN            NaN   7.36299       0.506817        40.7602        39.9986     
  1091.90        500.000                 NaN            NaN            NaN            NaN            NaN   7.75027        3.62110                 NaN            NaN   7.36299       0.506817        40.7602        39.9986     
  1090.48        500.000                 NaN            NaN            NaN            NaN            NaN   7.75027        3.62110                 NaN            NaN   7.36299       0.506817        40.7602        39.9986     
  1089.07        500.000                 NaN            NaN            NaN            NaN            NaN   7.75046        3.62091                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1087.65        500.000                 NaN            NaN            NaN            NaN            NaN   7.75046        3.62091                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1086.24        500.000                 NaN            NaN            NaN            NaN            NaN   7.75046        3.62091                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1084.83        500.000                 NaN            NaN            NaN            NaN            NaN   7.75047        3.62090                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1083.41        500.000                 NaN            NaN            NaN            NaN            NaN   7.75031        3.62106                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1082.00        500.000                 NaN            NaN            NaN            NaN            NaN   7.75033        3.62105                 NaN            NaN   7.36299       0.506817        40.7602        39.9986     
  1080.59        500.000                 NaN            NaN            NaN            NaN            NaN   7.75034        3.62103                 NaN            NaN   7.36299       0.506817        40.7602        39.9986     
  1079.17        500.000                 NaN            NaN            NaN            NaN            NaN   7.75036        3.62101                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1077.76        500.000                 NaN            NaN            NaN            NaN            NaN   7.75037        3.62100                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1076.34        500.000                 NaN            NaN            NaN            NaN            NaN   7.75037        3.62100                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1074.93        500.000                 NaN            NaN            NaN            NaN            NaN   7.75038        3.62099                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1073.52        500.000                 NaN            NaN            NaN            NaN            NaN   7.75048        3.62089                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1072.10        500.000                 NaN            NaN            NaN            NaN            NaN   7.75039        3.62098                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1070.69        500.000                 NaN            NaN            NaN            NaN            NaN   7.75049        3.62088                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1069.28        500.000                 NaN            NaN            NaN            NaN            NaN   7.75052        3.62085                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1067.86        500.000                 NaN            NaN            NaN            NaN            NaN   7.75052        3.62085                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1066.45        500.000                 NaN            NaN            NaN            NaN            NaN   7.75052        3.62082       0.233111E-004            NaN   7.36299       0.506816        40.7602        39.9986     
  1065.03        500.000                 NaN            NaN            NaN            NaN            NaN   7.75052        3.62082       0.231346E-004            NaN   7.36299       0.506816        40.7602        39.9986     
  1063.62        500.000                 NaN            NaN            NaN            NaN            NaN   7.75052        3.62082       0.229412E-004            NaN   7.36299       0.506816        40.7602        39.9986     
  1062.21        500.000                 NaN            NaN            NaN            NaN            NaN   7.75043        3.62094                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1060.79        500.000                 NaN            NaN            NaN            NaN            NaN   7.75044        3.62094                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1059.38        500.000                 NaN            NaN            NaN            NaN            NaN   7.75052        3.62086                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1057.97        500.000                 NaN            NaN            NaN            NaN            NaN   7.75052        3.62086                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1056.55        500.000                 NaN            NaN            NaN            NaN  0.448860E-004   7.75020        3.62110                 NaN            NaN   7.36298       0.506819        40.7602        39.9986     
  1055.14        500.000                 NaN            NaN            NaN            NaN  0.396170E-004   7.75028        3.62103                 NaN            NaN   7.36298       0.506819        40.7602        39.9986     
  1053.72        500.000                 NaN            NaN            NaN            NaN            NaN   7.75053        3.62084                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1052.31        500.000                 NaN            NaN            NaN            NaN            NaN   7.75053        3.62084                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1050.90        500.000                 NaN            NaN            NaN            NaN            NaN   7.75053        3.62084                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1049.48        500.000                 NaN            NaN            NaN            NaN            NaN   7.75053        3.62084                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1048.07        500.000                 NaN            NaN            NaN            NaN            NaN   7.75053        3.62084                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1046.65        500.000                 NaN            NaN            NaN            NaN  0.608820E-004   7.75001        3.62127       0.656997E-005            NaN   7.36298       0.506820        40.7602        39.9986     
  1045.24        500.000                 NaN            NaN            NaN            NaN            NaN   7.75053        3.62084                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1043.83        500.000                 NaN            NaN            NaN            NaN            NaN   7.75051        3.62086                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1042.41        500.000                 NaN            NaN            NaN            NaN            NaN   7.75050        3.62087                 NaN            NaN   7.36299       0.506816        40.7602        39.9986     
  1041.00        500.000                 NaN            NaN            NaN            NaN  0.364823E-005   7.75049        3.62087                 NaN            NaN   7.36299       0.506817        40.7602        39.9986     
  1039.59        500.000                 NaN            NaN            NaN            NaN   1.25782        9.47882       0.164901E-005            NaN            NaN   7.18330       0.613025        41.1405        40.3266     
  1038.17        500.000                 NaN            NaN            NaN            NaN   1.25781        9.47884                 NaN            NaN            NaN   7.18330       0.613021        41.1404        40.3266     
  1036.76        500.000                 NaN            NaN            NaN            NaN   1.25781        9.47886                 NaN            NaN            NaN   7.18331       0.613018        41.1404        40.3266     
  1035.34        500.000                 NaN            NaN            NaN            NaN   1.25783        9.47882                 NaN            NaN            NaN   7.18330       0.613025        41.1405        40.3266     
  1033.93        500.000                 NaN            NaN            NaN            NaN   1.25783        9.47881                 NaN            NaN            NaN   7.18330       0.613024        41.1405        40.3266     
  1032.52        500.000                 NaN            NaN            NaN            NaN   1.25784        9.47880                 NaN            NaN            NaN   7.18330       0.613025        41.1405        40.3266     
  1031.10        500.000                 NaN            NaN            NaN            NaN   1.25782        9.47882                 NaN            NaN            NaN   7.18330       0.613025        41.1405        40.3266     
  1029.69        500.000                 NaN            NaN            NaN            NaN   1.25782        9.47882                 NaN            NaN            NaN   7.18330       0.613025        41.1405        40.3266     
  1028.28        500.000                 NaN            NaN            NaN            NaN   1.25782        9.47882                 NaN            NaN            NaN   7.18330       0.613025        41.1405        40.3266     
  1026.86        500.000                 NaN            NaN            NaN            NaN   1.25782        9.47882                 NaN            NaN            NaN   7.18330       0.613025        41.1405        40.3266     
  1025.45        500.000                 NaN            NaN            NaN            NaN   1.67779        8.92443                 NaN            NaN            NaN   7.17465       0.621837        41.1506        40.4507     
  1024.03        500.000                 NaN            NaN            NaN            NaN   1.25782        9.47882                 NaN            NaN            NaN   7.18330       0.613025        41.1405        40.3266     
