|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.5/EETA/EETA_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        an             Opx(TH)        O(HP)          Sp(TH)         San(TH)        ilm            q             
  1184.50        500.000                 NaN   8.71225                 NaN   7.19860                 NaN            NaN            NaN   42.9332       0.322085        40.8339     
  1183.44        500.000                 NaN   8.71204                 NaN   7.19857                 NaN            NaN            NaN   42.9327       0.322079        40.8346     
  1182.38        500.000                 NaN   8.71184                 NaN   7.19855                 NaN            NaN            NaN   42.9322       0.322074        40.8353     
  1181.32        500.000                 NaN   8.71164                 NaN   7.19852                 NaN            NaN            NaN   42.9317       0.322068        40.8361     
  1180.26        500.000                 NaN   8.71144                 NaN   7.19849                 NaN            NaN            NaN   42.9312       0.322062        40.8368     
  1179.20        500.000                 NaN   8.71123                 NaN   7.19846                 NaN            NaN            NaN   42.9307       0.322056        40.8375     
  1178.14        500.000                 NaN   8.71103                 NaN   7.19843                 NaN            NaN            NaN   42.9302       0.322051        40.8383     
  1177.08        500.000                 NaN   8.71083                 NaN   7.19841                 NaN            NaN            NaN   42.9297       0.322044        40.8390     
  1176.02        500.000                 NaN   8.71063                 NaN   7.19838                 NaN            NaN            NaN   42.9292       0.322039        40.8397     
  1174.96        500.000                 NaN   8.71042                 NaN   7.19835                 NaN            NaN            NaN   42.9287       0.322033        40.8404     
  1173.90        500.000                 NaN   8.71022                 NaN   7.19832                 NaN            NaN            NaN   42.9283       0.322028        40.8412     
  1172.84        500.000                 NaN   8.71002                 NaN   7.19829                 NaN            NaN            NaN   42.9278       0.322022        40.8419     
  1171.78        500.000                 NaN   8.70982                 NaN   7.19826                 NaN            NaN            NaN   42.9273       0.322016        40.8426     
  1170.72        500.000                 NaN   8.70962                 NaN   7.19824                 NaN            NaN            NaN   42.9268       0.322010        40.8434     
  1169.66        500.000                 NaN   8.70942                 NaN   7.19821                 NaN            NaN            NaN   42.9263       0.322004        40.8441     
  1168.60        500.000                 NaN   8.71484                 NaN   7.20423                 NaN            NaN            NaN   42.9150       0.320534        40.8454     
  1167.54        500.000                 NaN   8.71463                 NaN   7.20420                 NaN            NaN            NaN   42.9146       0.320528        40.8461     
  1166.48        500.000                 NaN   8.71443                 NaN   7.20418                 NaN            NaN            NaN   42.9141       0.320522        40.8468     
  1165.41        500.000                 NaN   8.71423                 NaN   7.20415                 NaN            NaN            NaN   42.9136       0.320516        40.8475     
  1164.35        500.000                 NaN   8.71403                 NaN   7.20412                 NaN            NaN            NaN   42.9131       0.320511        40.8483     
  1163.29        500.000                 NaN   8.71757                 NaN   7.20685                 NaN            NaN            NaN   42.9066       0.320100        40.8489     
  1162.23        500.000                 NaN   8.71843                 NaN   7.20788                 NaN            NaN            NaN   42.9041       0.319860        40.8497     
  1161.17        500.000                 NaN   8.72086                 NaN   7.21122                 NaN            NaN            NaN   42.8980       0.319107        40.8508     
  1160.11        500.000                 NaN   8.73232                 NaN   7.22308                 NaN            NaN            NaN   42.8755       0.316514        40.8526     
  1159.05        500.000                 NaN   8.73331                 NaN   7.22421                 NaN            NaN            NaN   42.8727       0.316235        40.8535     
  1157.99        500.000                 NaN   8.72731                 NaN   7.21902                 NaN            NaN            NaN   42.8825       0.317187        40.8540     
  1156.93        500.000                 NaN   8.72777                 NaN   7.21984                 NaN            NaN            NaN   42.8805       0.317000        40.8548     
  1155.87        500.000                 NaN   8.72822                 NaN   7.22063                 NaN            NaN            NaN   42.8787       0.316817        40.8557     
  1154.81        500.000                 NaN   8.73831                 NaN   7.22989                 NaN            NaN            NaN   42.8598       0.314865        40.8572     
  1153.75        500.000                 NaN   8.73919                 NaN   7.23128                 NaN            NaN            NaN   42.8569       0.314549        40.8581     
  1152.69        500.000                 NaN   8.73137       0.348390E-004   7.22480                 NaN            NaN            NaN   42.8696       0.315937        40.8582     
  1151.63        500.000                 NaN  0.734611E-001   8.66682        7.23428                 NaN            NaN            NaN   42.8518       0.313861        40.8598     
  1150.57        500.000                 NaN   8.74592                 NaN   7.23885                 NaN            NaN            NaN   42.8416       0.312691        40.8610     
  1149.51        500.000                 NaN   8.74213                 NaN   7.23682                 NaN            NaN            NaN   42.8462       0.313171        40.8617     
  1148.45        500.000                 NaN   8.74628                 NaN   7.24083                 NaN            NaN            NaN   42.8379       0.312232        40.8627     
  1147.39        500.000                 NaN   8.75005                 NaN   7.24399                 NaN            NaN            NaN   42.8307       0.311487        40.8638     
  1146.33        500.000                 NaN   8.75223                 NaN   7.24594                 NaN            NaN            NaN   42.8262       0.311005        40.8647     
  1145.27        500.000                 NaN   8.76724       0.329798E-005   7.26817                 NaN            NaN            NaN   42.7904       0.305795        40.8684     
  1144.21        500.000                 NaN  0.206321E-001   8.74847        7.26942                 NaN            NaN            NaN   42.7868       0.305482        40.8692     
  1143.15        500.000                 NaN   8.75739                 NaN   7.25165                 NaN            NaN            NaN   42.8139       0.309606        40.8675     
  1142.09        500.000                 NaN   8.76833                 NaN   7.26769                 NaN            NaN            NaN   42.7878       0.305850        40.8704     
  1141.03        500.000                 NaN   8.77007                 NaN   7.27022                 NaN            NaN            NaN   42.7830       0.305239        40.8714     
  1139.97        500.000                 NaN   8.77138                 NaN   7.27219                 NaN            NaN            NaN   42.7792       0.304762        40.8724     
  1138.91        500.000                 NaN   8.77242                 NaN   7.27375                 NaN            NaN            NaN   42.7761       0.304378        40.8734     
  1137.85        500.000                 NaN   8.77322                 NaN   7.27505                 NaN            NaN            NaN   42.7734       0.304058        40.8743     
  1136.79        500.000                 NaN   8.77027                 NaN   7.27409                 NaN            NaN            NaN   42.7766       0.304674        40.8744     
  1135.72        500.000                 NaN   8.77261                 NaN   7.27600                 NaN            NaN            NaN   42.7718       0.304006        40.8756     
  1134.66        500.000                 NaN   8.77578                 NaN   7.28020                 NaN            NaN            NaN   42.7640       0.302811        40.8772     
  1133.60        500.000                 NaN   8.77557                 NaN   7.28017                 NaN            NaN            NaN   42.7635       0.302805        40.8779     
  1132.54        500.000                 NaN   8.77537                 NaN   7.28014                 NaN            NaN            NaN   42.7630       0.302800        40.8787     
  1131.48        500.000                 NaN   8.77517                 NaN   7.28012                 NaN            NaN            NaN   42.7625       0.302795        40.8794     
  1130.42        500.000                 NaN   8.77497                 NaN   7.28009                 NaN            NaN            NaN   42.7620       0.302790        40.8801     
  1129.36        500.000                 NaN   8.77477                 NaN   7.28006                 NaN            NaN            NaN   42.7616       0.302784        40.8808     
  1128.30        500.000                 NaN   8.77457                 NaN   7.28003                 NaN            NaN            NaN   42.7611       0.302779        40.8816     
  1127.24        500.000                 NaN   8.77437                 NaN   7.28001                 NaN            NaN            NaN   42.7606       0.302774        40.8823     
  1126.18        500.000                 NaN   8.77417                 NaN   7.27998                 NaN            NaN            NaN   42.7601       0.302768        40.8830     
  1125.12        500.000                 NaN   8.77397                 NaN   7.27995                 NaN            NaN            NaN   42.7596       0.302763        40.8837     
  1124.06        500.000                 NaN   8.77549                 NaN   7.28175                 NaN            NaN            NaN   42.7558       0.302313        40.8847     
  1123.00        500.000                 NaN   8.77529                 NaN   7.28172                 NaN            NaN            NaN   42.7553       0.302308        40.8854     
  1121.94        500.000                 NaN   8.77508                 NaN   7.28169                 NaN            NaN            NaN   42.7548       0.302303        40.8861     
  1120.88        500.000                 NaN   8.77488                 NaN   7.28167                 NaN            NaN            NaN   42.7543       0.302297        40.8868     
  1119.82        500.000                 NaN   8.77468                 NaN   7.28164                 NaN            NaN            NaN   42.7538       0.302292        40.8876     
  1118.76        500.000                 NaN   8.20727       0.568552        7.28296                 NaN            NaN            NaN   42.7507       0.301973        40.8885     
  1117.70        500.000                 NaN   8.20709       0.568539        7.28293                 NaN            NaN            NaN   42.7502       0.301968        40.8893     
  1116.64        500.000                 NaN   8.20690       0.568526        7.28291                 NaN            NaN            NaN   42.7497       0.301963        40.8900     
  1115.58        500.000                 NaN   8.20671       0.568513        7.28288                 NaN            NaN            NaN   42.7492       0.301957        40.8907     
  1114.52        500.000                 NaN   8.31560                 NaN   7.24037                 NaN  0.271220                 NaN   42.8471       0.319195        41.0065     
  1113.46        500.000                 NaN   8.31541                 NaN   7.24034                 NaN  0.271215                 NaN   42.8466       0.319189        41.0073     
  1112.40        500.000                 NaN   8.31522       0.931796E-006   7.24031                 NaN  0.271209                 NaN   42.8461       0.319184        41.0080     
  1111.34        500.000                 NaN   8.31503                 NaN   7.24029                 NaN  0.271204                 NaN   42.8456       0.319178        41.0087     
  1110.28        500.000                 NaN   8.16465                 NaN   7.22655                 NaN  0.359992                 NaN   42.8769       0.324772        41.0472     
  1109.22        500.000                 NaN   8.16446       0.212029E-005   7.22652                 NaN  0.359985                 NaN   42.8764       0.324766        41.0479     
  1108.16        500.000                 NaN   5.38433        2.19855        7.15393                 NaN  0.688987                 NaN   43.0366       0.351885        41.1858     
  1107.10        500.000                 NaN   6.95322                 NaN   7.09096                 NaN   1.05770                 NaN   43.1775       0.377377        41.3433     
  1106.04        500.000                 NaN   6.93644                 NaN   7.08908                 NaN   1.06713                 NaN   43.1812       0.378129        41.3480     
  1104.97        500.000                 NaN   6.92009                 NaN   7.08750                 NaN   1.07658                 NaN   43.1842       0.378794        41.3528     
  1103.91        500.000                 NaN   4.96259        1.94017        7.08584                 NaN   1.08665                 NaN   43.1873       0.379495        41.3579     
  1102.85        500.000                 NaN   4.89607        1.98739        7.08401                 NaN   1.09787                 NaN   43.1909       0.380270        41.3635     
  1101.79        500.000                 NaN   6.24769                 NaN   7.02699                 NaN   1.47533                 NaN   43.3173       0.405261        41.5274     
  1100.73        500.000                 NaN   6.49978       0.524393        7.09337                 NaN   1.00968                 NaN   43.1714       0.375695        41.3257     
  1099.67        500.000                 NaN   6.18687                 NaN   7.02142                 NaN   1.51091                 NaN   43.3286       0.407684        41.5445     
  1098.61        500.000                 NaN   6.15482                 NaN   7.01837                 NaN   1.52952                 NaN   43.3350       0.408997        41.5533     
  1097.55        500.000                 NaN   5.84598                 NaN   6.97187                 NaN   1.68761                 NaN   43.4524       0.426727        41.6154     
  1096.49        500.000                 NaN   5.66950                 NaN   6.94452                 NaN   1.77712                 NaN   43.5213       0.437077        41.6505     
  1095.43        500.000                 NaN   5.80287                 NaN   6.96644                 NaN   1.71093                 NaN   43.4644       0.428881        41.6265     
  1094.37        500.000                 NaN   5.65177                 NaN   6.94196                 NaN   1.78618                 NaN   43.5265       0.438030        41.6555     
  1093.31        500.000                 NaN   5.67031                 NaN   6.94531                 NaN   1.77729                 NaN   43.5172       0.436796        41.6531     
  1092.25        500.000                 NaN   5.68529                 NaN   6.94821                 NaN   1.77033                 NaN   43.5090       0.435742        41.6515     
  1091.19        500.000                 NaN   5.84161                 NaN   6.97678                 NaN   1.69635                 NaN   43.4339       0.425365        41.6260     
  1090.13        500.000                 NaN   5.64894                 NaN   6.94218                 NaN   1.78808                 NaN   43.5233       0.437949        41.6595     
  1089.07        500.000                 NaN   5.66032                 NaN   6.94460                 NaN   1.78302                 NaN   43.5163       0.437088        41.6587     
  1088.01        500.000                 NaN   5.77276                 NaN   6.96720                 NaN   1.73228                 NaN   43.4561       0.429070        41.6426     
  1086.95        500.000                 NaN   5.64313                 NaN   6.94172                 NaN   1.79128                 NaN   43.5225       0.438122        41.6632     
  1085.89        500.000                 NaN   5.76685                 NaN   6.96837                 NaN   1.73763                 NaN   43.4511       0.428831        41.6472     
  1084.83        500.000                 NaN   5.74005                 NaN   6.96671                 NaN   1.75387                 NaN   43.4542       0.429755        41.6554     
  1083.77        500.000                 NaN   5.72971                 NaN   6.96575                 NaN   1.75978                 NaN   43.4559       0.430179        41.6587     
  1082.71        500.000                 NaN   5.72010                 NaN   6.96491                 NaN   1.76533                 NaN   43.4572       0.430560        41.6619     
  1081.65        500.000                 NaN   5.71090                 NaN   6.96413                 NaN   1.77067                 NaN   43.4584       0.430917        41.6650     
  1080.59        500.000                 NaN   5.67210                 NaN   6.96239                 NaN   1.79492                 NaN   43.4613       0.432110        41.6771     
  1079.53        500.000                 NaN   5.66218                 NaN   6.96143                 NaN   1.80052                 NaN   43.4630       0.432532        41.6803     
  1078.47        500.000                 NaN   5.52964                 NaN   6.93548                 NaN   1.86028                 NaN   43.5319       0.441817        41.7009     
  1077.41        500.000                 NaN   5.52838                 NaN   6.93536                 NaN   1.86091                 NaN   43.5315       0.441853        41.7020     
  1076.35        500.000                 NaN   5.52719                 NaN   6.93525                 NaN   1.86152                 NaN   43.5312       0.441887        41.7030     
  1075.28        500.000                 NaN   5.52598                 NaN   6.93515                 NaN   1.86213                 NaN   43.5308       0.441918        41.7040     
  1074.22        500.000                 NaN   5.52483                 NaN   6.93505                 NaN   1.86271                 NaN   43.5305       0.441951        41.7050     
  1073.16        500.000                 NaN   5.46835                 NaN   6.93338                 NaN   1.89891                 NaN   43.5328       0.443514        41.7231     
  1072.10        500.000                 NaN   5.46716                 NaN   6.93328                 NaN   1.89951                 NaN   43.5324       0.443549        41.7241     
  1071.04        500.000                 NaN   5.46604                 NaN   6.93318                 NaN   1.90006                 NaN   43.5321       0.443579        41.7251     
  1069.98        500.000                 NaN   5.46496                 NaN   6.93308                 NaN   1.90060                 NaN   43.5317       0.443608        41.7260     
  1068.92        500.000                 NaN   5.46390                 NaN   6.93299                 NaN   1.90113                 NaN   43.5313       0.443636        41.7270     
  1067.86        500.000                 NaN   5.46288                 NaN   6.93290                 NaN   1.90164                 NaN   43.5309       0.443661        41.7280     
  1066.80        500.000                 NaN   5.41082                 NaN   6.93165                 NaN   1.93526                 NaN   43.5321       0.445061        41.7451     
  1065.74        500.000                 NaN   5.40979                 NaN   6.93156                 NaN   1.93577                 NaN   43.5318       0.445088        41.7460     
  1064.68        500.000                 NaN   5.40879                 NaN   6.93147                 NaN   1.93626                 NaN   43.5314       0.445114        41.7470     
  1063.62        500.000                 NaN   5.40781                 NaN   6.93138                 NaN   1.93674                 NaN   43.5310       0.445138        41.7479     
  1062.56        500.000                 NaN   5.39139                 NaN   6.93000                 NaN   1.94611                 NaN   43.5337       0.445825        41.7529     
  1061.50        500.000                 NaN   5.39127                 NaN   6.92997                 NaN   1.94607                 NaN   43.5332       0.445817        41.7536     
  1060.44        500.000                 NaN   5.39115                 NaN   6.92994                 NaN   1.94603                 NaN   43.5327       0.445809        41.7544     
  1059.38        500.000                 NaN   5.34344                 NaN   6.92918                 NaN   1.97729                 NaN   43.5325       0.447028        41.7705     
  1058.32        500.000                 NaN   5.34332                 NaN   6.92915                 NaN   1.97725                 NaN   43.5320       0.447020        41.7712     
  1057.26        500.000                 NaN   5.34320                 NaN   6.92912                 NaN   1.97721                 NaN   43.5315       0.447013        41.7719     
  1056.20        500.000                 NaN   5.34308                 NaN   6.92910                 NaN   1.97717                 NaN   43.5310       0.447005        41.7727     
  1055.14        500.000                 NaN   5.34296                 NaN   6.92907                 NaN   1.97713                 NaN   43.5305       0.446997        41.7734     
  1054.08        500.000                 NaN   5.34284                 NaN   6.92904                 NaN   1.97709                 NaN   43.5300       0.446989        41.7741     
  1053.02        500.000                 NaN   5.29888                 NaN   6.92867                 NaN   2.00624                 NaN   43.5287       0.448062        41.7894     
  1051.96        500.000                 NaN   5.29876                 NaN   6.92864                 NaN   2.00620                 NaN   43.5282       0.448054        41.7901     
  1050.90        500.000                 NaN   5.29865                 NaN   6.92861                 NaN   2.00616                 NaN   43.5277       0.448047        41.7908     
  1049.84        500.000                 NaN   5.29853                 NaN   6.92859                 NaN   2.00612                 NaN   43.5272       0.448039        41.7916     
  1048.78        500.000                 NaN   5.29841                 NaN   6.92856                 NaN   2.00607                 NaN   43.5267       0.448031        41.7923     
  1047.72        500.000                 NaN   5.29829                 NaN   6.92853                 NaN   2.00603                 NaN   43.5262       0.448023        41.7930     
  1046.66        500.000                 NaN   5.29817                 NaN   6.92851                 NaN   2.00599                 NaN   43.5256       0.448015        41.7937     
  1045.60        500.000                 NaN   5.25760                 NaN   6.92850                 NaN   2.03327                 NaN   43.5234       0.448954        41.8083     
  1044.53        500.000                 NaN   5.25748                 NaN   6.92847                 NaN   2.03322                 NaN   43.5229       0.448946        41.8090     
  1043.47        500.000                 NaN   5.25736                 NaN   6.92845                 NaN   2.03318                 NaN   43.5224       0.448939        41.8097     
  1042.41        500.000                 NaN   5.25725                 NaN   6.92842                 NaN   2.03314                 NaN   43.5218       0.448931        41.8104     
  1041.35        500.000                 NaN   5.25713                 NaN   6.92839                 NaN   2.03310                 NaN   43.5213       0.448923        41.8111     
  1040.29        500.000                 NaN   5.25701                 NaN   6.92837                 NaN   2.03305                 NaN   43.5208       0.448915        41.8118     
  1039.23        500.000                 NaN   5.25689                 NaN   6.92834                 NaN   2.03301                 NaN   43.5203       0.448907        41.8125     
  1038.17        500.000                 NaN   5.21939                 NaN   6.92869                 NaN   2.05860                 NaN   43.5171       0.449722        41.8265     
  1037.11        500.000                 NaN   5.21927                 NaN   6.92866                 NaN   2.05856                 NaN   43.5166       0.449714        41.8272     
  1036.05        500.000                 NaN   5.21916                 NaN   6.92863                 NaN   2.05851                 NaN   43.5160       0.449707        41.8279     
  1034.99        500.000                 NaN   5.21904                 NaN   6.92861                 NaN   2.05847                 NaN   43.5155       0.449699        41.8286     
  1033.93        500.000                 NaN   5.21893                 NaN   6.92858                 NaN   2.05843                 NaN   43.5150       0.449691        41.8294     
  1032.87        500.000                 NaN   5.21881                 NaN   6.92855                 NaN   2.05839                 NaN   43.5145       0.449683        41.8301     
  1031.81        500.000                 NaN   5.21870                 NaN   6.92853                 NaN   2.05834                 NaN   43.5140       0.449675        41.8308     
  1030.75        500.000                 NaN   5.21858                 NaN   6.92850                 NaN   2.05830                 NaN   43.5135       0.449668        41.8315     
  1029.69        500.000                 NaN   5.21846                 NaN   6.92847                 NaN   2.05826                 NaN   43.5130       0.449660        41.8322     
  1028.63        500.000                 NaN   5.21835                 NaN   6.92845                 NaN   2.05821                 NaN   43.5125       0.449652        41.8329     
  1027.57        500.000                 NaN   5.21823                 NaN   6.92842                 NaN   2.05817                 NaN   43.5119       0.449644        41.8336     
  1026.51        500.000                 NaN   5.21812                 NaN   6.92839                 NaN   2.05813                 NaN   43.5114       0.449636        41.8343     
  1025.45        500.000                 NaN   5.21800                 NaN   6.92837                 NaN   2.05808                 NaN   43.5109       0.449629        41.8350     
  1024.39        500.000                 NaN   5.21789                 NaN   6.92834                 NaN   2.05804                 NaN   43.5104       0.449621        41.8357     
  1023.33        500.000                 NaN   5.21777                 NaN   6.92831                 NaN   2.05800                 NaN   43.5099       0.449613        41.8364     
  1022.27        500.000                 NaN   5.21765                 NaN   6.92829                 NaN   2.05796                 NaN   43.5094       0.449605        41.8371     
  1021.21        500.000                 NaN   5.21754                 NaN   6.92826                 NaN   2.05791                 NaN   43.5089       0.449597        41.8378     
  1020.15        500.000                 NaN   5.21742                 NaN   6.92823                 NaN   2.05787                 NaN   43.5084       0.449590        41.8385     
  1019.09        500.000                 NaN   5.21731                 NaN   6.92821                 NaN   2.05783                 NaN   43.5078       0.449582        41.8392     
  1018.03        500.000                 NaN   5.21719                 NaN   6.92818                 NaN   2.05778                 NaN   43.5073       0.449574        41.8399     
  1016.97        500.000                 NaN   5.21708                 NaN   6.92815                 NaN   2.05774                 NaN   43.5068       0.449566        41.8407     
  1015.91        500.000                 NaN   5.21696                 NaN   6.92813                 NaN   2.05770                 NaN   43.5063       0.449559        41.8414     
  1014.84        500.000                 NaN   5.21685                 NaN   6.92810                 NaN   2.05766                 NaN   43.5058       0.449551        41.8421     
  1013.78        500.000                 NaN   5.21673                 NaN   6.92807                 NaN   2.05761                 NaN   43.5053       0.449543        41.8428     
  1012.72        500.000                 NaN   5.21661                 NaN   6.92805                 NaN   2.05757                 NaN   43.5048       0.449535        41.8435     
  1011.66        500.000                 NaN   5.21650                 NaN   6.92802                 NaN   2.05753                 NaN   43.5043       0.449528        41.8442     
  1010.60        500.000                 NaN   5.21638                 NaN   6.92799                 NaN   2.05748                 NaN   43.5037       0.449520        41.8449     
  1009.54        500.000                 NaN   5.21627                 NaN   6.92797                 NaN   2.05744                 NaN   43.5032       0.449512        41.8456     
  1008.48        500.000                 NaN   5.21615                 NaN   6.92794                 NaN   2.05740                 NaN   43.5027       0.449504        41.8463     
  1007.42        500.000                 NaN   5.21604                 NaN   6.92792                 NaN   2.05736                 NaN   43.5022       0.449497        41.8470     
  1006.36        500.000                 NaN   5.21592                 NaN   6.92789                 NaN   2.05732                 NaN   43.5017       0.449489        41.8477     
  1005.30        500.000                 NaN   5.21580                 NaN   6.92786                 NaN   2.05727                 NaN   43.5012       0.449481        41.8484     
  1004.24        500.000                 NaN   5.21569                 NaN   6.92784                 NaN   2.05723                 NaN   43.5007       0.449473        41.8491     
  1003.18        500.000                 NaN   5.21557                 NaN   6.92781                 NaN   2.05719                 NaN   43.5002       0.449466        41.8498     
  1002.12        500.000                 NaN   5.21545                 NaN   6.92779                 NaN   2.05716                 NaN   43.4996       0.449458        41.8505     
  1001.06        500.000                 NaN   5.19309                 NaN   6.93737                 NaN   2.08427                 NaN   43.4677       0.447797        41.8698     
