|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.25/K22/K22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1325.81        2500.00                 NaN            NaN   99.2906                 NaN  0.109267                 NaN  0.226202       0.135034       0.238932                 NaN            NaN            NaN            NaN
  1324.25        2500.00                 NaN            NaN   99.2976                 NaN  0.107576                 NaN  0.135051       0.223525       0.236204                 NaN            NaN            NaN            NaN
  1322.68        2500.00                 NaN            NaN   99.3051                 NaN  0.105769                 NaN  0.134939       0.220851       0.233378                 NaN            NaN            NaN            NaN
  1321.12        2500.00                 NaN            NaN   99.3114                 NaN  0.103813                 NaN  0.135838       0.218107       0.230838                 NaN            NaN            NaN            NaN
  1319.55        2500.00                 NaN            NaN   99.3183                 NaN  0.102129                 NaN  0.215584       0.135743       0.228245                 NaN            NaN            NaN            NaN
  1317.98        2500.00                 NaN            NaN   99.3243                 NaN  0.100070                 NaN  0.213269       0.136633       0.225702                 NaN            NaN            NaN            NaN
  1316.42        2500.00                 NaN            NaN   99.3311                 NaN  0.978622E-001            NaN  0.137936       0.210106       0.222959                 NaN            NaN            NaN            NaN
  1314.85        2500.00                 NaN            NaN   99.3373                 NaN  0.962611E-001            NaN  0.138149       0.207643       0.220683                 NaN            NaN            NaN            NaN
  1313.28        2500.00                 NaN            NaN   99.3378                 NaN  0.936526E-001            NaN  0.205179       0.142998       0.220344                 NaN            NaN            NaN            NaN
  1311.72        2500.00                 NaN            NaN   99.3552                 NaN  0.929763E-001            NaN  0.135441       0.202958       0.213422                 NaN            NaN            NaN            NaN
  1310.15        2500.00                 NaN            NaN   99.3545                 NaN  0.901597E-001            NaN  0.199940       0.141764       0.213621                 NaN            NaN            NaN            NaN
  1308.58        2500.00                 NaN            NaN   99.3608                 NaN  0.879959E-001            NaN  0.142761       0.197374       0.211066                 NaN            NaN            NaN            NaN
  1307.02        2500.00                 NaN            NaN   99.3662                 NaN  0.861440E-001            NaN  0.143743       0.194988       0.208915                 NaN            NaN            NaN            NaN
  1305.45        2500.00                 NaN            NaN   99.3714                 NaN  0.842219E-001            NaN  0.145803       0.191714       0.206836                 NaN            NaN            NaN            NaN
  1303.88        2500.00                 NaN            NaN   99.3764                 NaN  0.816996E-001            NaN  0.147680       0.189618       0.204614                 NaN            NaN            NaN            NaN
  1302.32        2500.00                 NaN            NaN   99.3822                 NaN  0.798986E-001            NaN  0.186875       0.148665       0.202397                 NaN            NaN            NaN            NaN
  1300.75        2500.00                 NaN            NaN   99.3874                 NaN  0.779878E-001            NaN  0.184199       0.150093       0.200300                 NaN            NaN            NaN            NaN
  1299.19        2500.00                 NaN            NaN   99.3922                 NaN  0.758710E-001            NaN  0.181106       0.152390       0.198434                 NaN            NaN            NaN            NaN
  1297.62        2500.00                 NaN            NaN   99.3969                 NaN  0.736825E-001            NaN  0.178801       0.154208       0.196368                 NaN            NaN            NaN            NaN
  1296.05        2500.00                 NaN            NaN   99.4019                 NaN  0.712878E-001            NaN  0.175694       0.156825       0.194315                 NaN            NaN            NaN            NaN
  1294.49        2500.00                 NaN            NaN   99.4067                 NaN  0.692482E-001            NaN  0.158837       0.172796       0.192448                 NaN            NaN            NaN            NaN
  1292.92        2500.00                 NaN            NaN   99.4108                 NaN  0.671081E-001            NaN  0.170536       0.160982       0.190622                 NaN            NaN            NaN            NaN
  1291.35        2500.00                 NaN            NaN   99.4146                 NaN  0.655013E-001            NaN  0.167837       0.162766       0.189303                 NaN            NaN            NaN            NaN
  1289.79        2500.00                 NaN            NaN   99.4199                 NaN  0.620328E-001            NaN  0.163695       0.167717       0.186699                 NaN            NaN            NaN            NaN
  1288.22        2500.00                 NaN            NaN   95.9633                 NaN  0.333911                 NaN  0.561349       0.150558       0.587660        2.40320                 NaN            NaN            NaN
  1286.65        2500.00                 NaN            NaN   89.5246                 NaN  0.694594                 NaN  0.426782        1.18665        1.32086        6.84653                 NaN            NaN            NaN
  1285.09        2500.00                 NaN            NaN   88.8724                 NaN  0.954423                 NaN   1.42072                 NaN   1.41895        7.33354                 NaN            NaN            NaN
  1283.52        2500.00                 NaN            NaN   88.8376                 NaN  0.900324                 NaN   1.47352                 NaN   1.40888        7.37967                 NaN            NaN            NaN
  1281.95        2500.00                 NaN            NaN   88.8687                 NaN  0.893700                 NaN   1.47508                 NaN   1.40427        7.35822                 NaN            NaN            NaN
  1280.39        2500.00                 NaN            NaN   89.2284                 NaN  0.857863                 NaN   1.44312                 NaN   1.36155        7.10907                 NaN            NaN            NaN
  1278.82        2500.00        2.30101                 NaN   42.4615                 NaN   2.22134                 NaN   7.89529                 NaN   6.71261        38.4082                 NaN            NaN            NaN
  1277.26        2500.00        3.39845                 NaN   30.3809                 NaN   2.32072                 NaN   9.27099                 NaN   7.86332        46.7657                 NaN            NaN            NaN
  1275.69        2500.00        1.51985                 NaN   70.0372                 NaN  0.996753                 NaN   4.01384                 NaN   3.37062        20.0617                 NaN            NaN            NaN
  1274.12        2500.00        1.15558                 NaN   78.2169                 NaN  0.675622                 NaN   3.01298                 NaN   2.42434        14.5146                 NaN            NaN            NaN
  1272.56        2500.00       0.793407                 NaN   85.2362                 NaN  0.472687                 NaN   2.03077                 NaN   1.64579        9.82117                 NaN            NaN            NaN
  1270.99        2500.00       0.629953                 NaN   88.7844                 NaN  0.333917                 NaN   1.62010                 NaN   1.22887        7.40276                 NaN            NaN            NaN
  1269.42        2500.00       0.614020                 NaN   89.3963                 NaN  0.268731                 NaN   1.54550                 NaN   1.14403        7.03138                 NaN            NaN            NaN
  1267.86        2500.00       0.488141                 NaN   91.6016                 NaN  0.223871                 NaN   1.24784                 NaN  0.905573        5.53297                 NaN            NaN            NaN
  1266.29        2500.00       0.461344                 NaN   92.4583                 NaN  0.179614                 NaN   1.11950                 NaN  0.793991        4.98727                 NaN            NaN            NaN
  1264.72        2500.00       0.510109                 NaN   92.4854                 NaN  0.371607E-001            NaN   1.29018                 NaN  0.737036        4.94008                 NaN            NaN            NaN
  1263.16        2500.00       0.330695                 NaN   93.7831                 NaN  0.257099                 NaN  0.906221                 NaN  0.673395        4.04944                 NaN            NaN            NaN
  1261.59        2500.00       0.378052                 NaN   94.4388                 NaN            NaN            NaN  0.978469                 NaN  0.518630        3.68604                 NaN            NaN            NaN
  1260.03        2500.00       0.429357                 NaN   94.3219                 NaN            NaN            NaN   1.06587                 NaN  0.502309        3.68055                 NaN            NaN            NaN
  1258.46        2500.00       0.318379                 NaN   94.6999                 NaN  0.240752                 NaN  0.839675                 NaN  0.548986        3.35226                 NaN            NaN            NaN
  1256.89        2500.00       0.148578                 NaN   97.6330                 NaN            NaN            NaN  0.537806                 NaN  0.366602E-001   1.64399                 NaN            NaN            NaN
  1255.33        2500.00       0.338965       0.468599        90.6496                 NaN            NaN            NaN   2.35856                 NaN  0.178820        6.00541                 NaN            NaN            NaN
  1253.76        2500.00       0.698379                 NaN   80.9411                 NaN            NaN            NaN   4.00235                 NaN  0.476938        9.96122        3.28287       0.637141                 NaN
  1252.19        2500.00        2.91825        2.43815                 NaN            NaN            NaN            NaN   20.3467                 NaN   3.66686        54.0198        13.1035        3.50668                 NaN
  1250.63        2500.00        2.95429        2.39123                 NaN            NaN            NaN            NaN   20.3272                 NaN   3.73303        54.0283        13.1230        3.44295                 NaN
  1249.06        2500.00        2.87439        2.48941                 NaN            NaN            NaN            NaN   20.4465                 NaN   3.63957        54.0778        13.1196        3.35275                 NaN
  1247.49        2500.00        2.88013        2.48700                 NaN            NaN            NaN            NaN   20.4482                 NaN   3.65100        54.1174        13.1343        3.28196                 NaN
  1245.93        2500.00        2.44750        2.91340                 NaN            NaN            NaN            NaN   20.4014                 NaN   3.71057        54.1466        13.1593        3.22127                 NaN
  1244.36        2500.00        3.01033        2.23145                 NaN            NaN            NaN            NaN   20.0129                 NaN   3.98656        53.7259        13.4171        3.61577                 NaN
  1242.79        2500.00        3.01284        2.23002                 NaN            NaN            NaN            NaN   20.0176                 NaN   3.98462        53.7693        13.4340        3.55156                 NaN
  1241.23        2500.00        3.01530        2.22866                 NaN            NaN            NaN            NaN   20.0223                 NaN   3.98270        53.8130        13.4511        3.48686                 NaN
  1239.66        2500.00        3.01770        2.22738                 NaN            NaN            NaN            NaN   20.0271                 NaN   3.98081        53.8579        13.4687        3.42035                 NaN
  1238.10        2500.00        2.86445        2.54064                 NaN            NaN            NaN            NaN   20.4754                 NaN   3.65060        54.4067        13.2223        2.83989                 NaN
  1236.53        2500.00        2.85462        2.55759                 NaN            NaN            NaN            NaN   20.4934                 NaN   3.64162        54.4548        13.2356        2.76237                 NaN
  1234.96        2500.00        2.84483        2.57457                 NaN            NaN            NaN            NaN   20.5116                 NaN   3.63234        54.5034        13.2490        2.68425                 NaN
  1233.40        2500.00        2.83531        2.59102                 NaN            NaN            NaN            NaN   20.5299                 NaN   3.62381        54.5516        13.2627        2.60569                 NaN
  1231.83        2500.00        2.82692        2.60638                 NaN            NaN            NaN            NaN   20.5477                 NaN   3.61555        54.6004        13.2764        2.52663                 NaN
  1230.26        2500.00        2.82764        2.58080                 NaN            NaN            NaN            NaN   20.5741                 NaN   3.68964        54.5712        13.2991        2.45759                 NaN
  1228.70        2500.00        2.82037        2.59514                 NaN            NaN            NaN            NaN   20.5857                 NaN   3.68450        54.6229        13.3137        2.37778                 NaN
  1227.13        2500.00        2.80971        2.61820                 NaN            NaN            NaN            NaN   20.5974                 NaN   3.66402        54.6866        13.3277        2.29642                 NaN
  1225.56        2500.00        2.75418        2.70313                 NaN            NaN            NaN            NaN   20.6075                 NaN   3.60210        54.7930        13.3342        2.20588                 NaN
  1224.00        2500.00        2.89747        2.48838                 NaN            NaN            NaN            NaN   20.4860                 NaN   3.80632        54.7577        13.3913        2.17287                 NaN
  1222.43        2500.00        2.90283        2.38860                 NaN            NaN            NaN            NaN   20.4689                 NaN   4.04345        54.3937        13.5500        2.25257                 NaN
  1220.86        2500.00        2.86058        2.52028                 NaN            NaN            NaN            NaN   20.4910                 NaN   3.91162        54.7170        13.4542        2.04522                 NaN
  1219.30        2500.00        2.85843        2.50280                 NaN            NaN            NaN            NaN   20.5071                 NaN   3.95142        54.6801        13.5022        1.99795                 NaN
  1217.73        2500.00        2.85414        2.48578                 NaN            NaN            NaN            NaN   20.5265                 NaN   3.99284        54.6379        13.5511        1.95165                 NaN
  1216.17        2500.00        2.85223        2.46188                 NaN            NaN            NaN            NaN   20.5460                 NaN   4.04211        54.5813        13.6044        1.91216                 NaN
  1214.60        2500.00        2.84833        2.46312                 NaN            NaN            NaN            NaN   20.5650                 NaN   4.05029        54.6081        13.6292        1.83593                 NaN
  1213.03        2500.00        2.84452        2.47353                 NaN            NaN            NaN            NaN   20.5887                 NaN   4.03775        54.6692        13.6403        1.74590                 NaN
  1211.47        2500.00        2.84217        2.47992                 NaN            NaN            NaN            NaN   20.6134                 NaN   4.03076        54.7225        13.6521        1.65914                 NaN
  1209.90        2500.00        3.95178                 NaN            NaN            NaN   1.91165                 NaN   16.1395                 NaN   7.65794        53.0316        14.6160        2.69149                 NaN
  1208.33        2500.00        3.95814                 NaN            NaN            NaN   1.90128                 NaN   16.1281                 NaN   7.68333        53.0899        14.6309        2.60838                 NaN
  1206.77        2500.00        3.94731                 NaN            NaN            NaN   1.91465                 NaN   16.0768                 NaN   7.74240        53.1213        14.6584        2.53911                 NaN
  1205.20        2500.00        3.94833                 NaN            NaN            NaN   1.91913                 NaN   16.0919                 NaN   7.74241        53.1630        14.6769        2.45840                 NaN
  1203.63        2500.00        3.53672                 NaN            NaN            NaN  0.715438E-002   2.32773        15.4309                 NaN   7.99794        52.3642        15.1398        3.19556                 NaN
  1202.07        2500.00        3.91464                 NaN            NaN            NaN   1.97454                 NaN   16.0732                 NaN   7.78639        53.1830        14.7415        2.32673                 NaN
  1200.50        2500.00        3.73123                 NaN            NaN            NaN   1.92374       0.309984        15.7054                 NaN   8.10171        52.9255        14.8977        2.40474                 NaN
  1198.93        2500.00        3.60295       0.334180E-005            NaN            NaN   2.38742                 NaN   15.5028                 NaN   8.38985        52.6403        15.0227        2.45402                 NaN
  1197.37        2500.00        3.60398       0.766776E-005            NaN            NaN   2.39023                 NaN   15.5006                 NaN   8.40497        52.6876        15.0416        2.37102                 NaN
  1195.80        2500.00        3.60502       0.115935E-004            NaN            NaN   2.39299                 NaN   15.4985                 NaN   8.42009        52.7354        15.0606        2.28743                 NaN
  1194.24        2500.00        3.60608       0.144698E-004            NaN            NaN   2.39570                 NaN   15.4966                 NaN   8.43520        52.7835        15.0797        2.20325                 NaN
  1192.67        2500.00        3.84994                 NaN            NaN            NaN   2.07960                 NaN   15.9810                 NaN   7.95899        53.3378        14.9097        1.88306                 NaN
  1191.10        2500.00        3.83254                 NaN            NaN            NaN   2.10985                 NaN   15.9473                 NaN   8.00014        53.3560        14.9420        1.81215                 NaN
  1189.54        2500.00        2.45628        1.21254                 NaN            NaN   2.36157                 NaN   15.6155                 NaN   8.28177        53.1370        15.0731        1.86222                 NaN
  1187.97        2500.00        2.47257        1.19009                 NaN            NaN   2.37267                 NaN   15.6092                 NaN   8.30284        53.1722        15.0985        1.78190                 NaN
  1186.40        2500.00        3.84704                 NaN            NaN            NaN   2.08586                 NaN   15.9815                 NaN   8.02768        53.5173        14.9970        1.54354                 NaN
  1184.84        2500.00        3.53555       0.562839E-005            NaN            NaN   2.48647                 NaN   15.5044                 NaN   8.53040        52.9056        15.2692        1.76833                 NaN
  1183.27        2500.00        3.53270       0.561005E-005            NaN            NaN   2.49272                 NaN   15.5047                 NaN   8.54554        52.9479        15.2934        1.68304                 NaN
  1181.70        2500.00        3.52984       0.560370E-005            NaN            NaN   2.49895                 NaN   15.5051                 NaN   8.56072        52.9900        15.3173        1.59808                 NaN
  1180.14        2500.00        3.52697       0.561081E-005            NaN            NaN   2.50516                 NaN   15.5056                 NaN   8.57593        53.0324        15.3415        1.51247                 NaN
  1178.57        2500.00        3.52409       0.563184E-005            NaN            NaN   2.51134                 NaN   15.5063                 NaN   8.59118        53.0751        15.3658        1.42620                 NaN
  1177.01        2500.00        3.52121       0.566669E-005            NaN            NaN   2.51750                 NaN   15.5071                 NaN   8.60646        53.1182        15.3903        1.33926                 NaN
  1175.44        2500.00        3.51833       0.571588E-005            NaN            NaN   2.52363                 NaN   15.5080                 NaN   8.62178        53.1617        15.4150        1.25164                 NaN
  1173.87        2500.00        3.51544       0.578023E-005            NaN            NaN   2.52974                 NaN   15.5090                 NaN   8.63713        53.2056        15.4398        1.16333                 NaN
  1172.31        2500.00        3.52455       0.119126E-003            NaN            NaN   2.52408                 NaN   15.5070                 NaN   8.65171        53.2776        15.4538        1.06120                 NaN
  1170.74        2500.00        3.52372       0.205936E-003            NaN            NaN   2.52821                 NaN   15.5075                 NaN   8.66716        53.3273        15.4769       0.968984                 NaN
  1169.17        2500.00        3.52287       0.348696E-003            NaN            NaN   2.53229                 NaN   15.5081                 NaN   8.68264        53.3776        15.5002       0.876012                 NaN
  1167.61        2500.00        3.52198       0.567054E-003            NaN            NaN   2.53630                 NaN   15.5088                 NaN   8.69816        53.4283        15.5236       0.782277                 NaN
  1166.04        2500.00        3.74227                 NaN            NaN            NaN   2.25910                 NaN   15.8064                 NaN   8.39562        53.9935        15.3614       0.441757                 NaN
  1164.47        2500.00        3.73993                 NaN            NaN            NaN   2.26403                 NaN   15.8044                 NaN   8.41554        54.0425        15.3865       0.347072                 NaN
  1162.91        2500.00        3.73797                 NaN            NaN            NaN   2.26836                 NaN   15.8034                 NaN   8.43475        54.0925        15.4117       0.251312                 NaN
  1161.34        2500.00        3.73623                 NaN            NaN            NaN   2.27231                 NaN   15.8031                 NaN   8.45363        54.1433        15.4368       0.154603                 NaN
  1159.77        2500.00        3.73486                 NaN            NaN            NaN   2.27569                 NaN   15.8039                 NaN   8.47178        54.1951        15.4619       0.567725E-001            NaN
  1158.21        2500.00       0.861459        2.61393                 NaN            NaN   2.66139                 NaN   15.3392                 NaN   8.91052        53.6989        15.6842       0.230446                 NaN
  1156.64        2500.00       0.857868        2.61513                 NaN            NaN   2.66675                 NaN   15.3412                 NaN   8.92589        53.7485        15.7107       0.133867                 NaN
  1155.08        2500.00       0.854304        2.61625                 NaN            NaN   2.67215                 NaN   15.3433                 NaN   8.94132        53.7985        15.7375       0.365645E-001            NaN
  1153.51        2500.00        3.65878                 NaN            NaN            NaN   2.39347                 NaN   15.7293                 NaN   8.60581        54.0867        15.5260                 NaN            NaN
  1151.94        2500.00       0.847165        2.61822                 NaN            NaN   2.68289                 NaN   15.3472                 NaN   8.97189        53.7921        15.7406                 NaN            NaN
  1150.38        2500.00        3.65255                 NaN            NaN            NaN   2.39713                 NaN   15.7021                 NaN   8.66752        54.0596        15.5211                 NaN            NaN
  1148.81        2500.00        3.51417                 NaN            NaN            NaN   2.61176                 NaN   15.4208                 NaN   8.94242        53.8336        15.6773                 NaN            NaN
  1147.24        2500.00        3.22403        2.32662                 NaN            NaN            NaN            NaN   22.0528                 NaN   3.70394        55.2287        13.4640                 NaN            NaN
  1145.68        2500.00        3.61613                 NaN            NaN            NaN   2.45653                 NaN   15.6882                 NaN   8.73693        53.9696        15.5326                 NaN            NaN
  1144.11        2500.00        3.60986                 NaN            NaN            NaN   2.46289                 NaN   15.6740                 NaN   8.76860        53.9507        15.5339                 NaN            NaN
  1142.54        2500.00        3.59957                 NaN            NaN            NaN   2.47893                 NaN   15.6695                 NaN   8.79217        53.9234        15.5364                 NaN            NaN
  1140.98        2500.00        3.37665       0.254995E-004            NaN            NaN   2.79823                 NaN   15.4757                 NaN   8.98298        53.5933        15.7731                 NaN            NaN
  1139.41        2500.00        3.57789                 NaN            NaN            NaN   2.51122                 NaN   15.6527                 NaN   8.84640        53.8688        15.5430                 NaN            NaN
  1137.84        2500.00        3.56979                 NaN            NaN            NaN   2.52336                 NaN   15.6490                 NaN   8.87022        53.8449        15.5428                 NaN            NaN
  1136.28        2500.00        3.57500                 NaN            NaN            NaN   2.51380                 NaN   15.6621                 NaN   8.88516        53.8366        15.5274                 NaN            NaN
  1134.71        2500.00        3.56320                 NaN            NaN            NaN   2.53091                 NaN   15.6514                 NaN   8.91480        53.8081        15.5316                 NaN            NaN
  1133.15        2500.00        3.55461                 NaN            NaN            NaN   2.54278                 NaN   15.6453                 NaN   8.94144        53.7837        15.5322                 NaN            NaN
  1131.58        2500.00        3.50875                 NaN            NaN            NaN   2.61609                 NaN   15.5914                 NaN   9.00169        53.7151        15.5671                 NaN            NaN
  1130.01        2500.00        3.56586                 NaN            NaN            NaN   2.54889                 NaN   15.5646                 NaN   8.95955        53.8255        15.5355                 NaN            NaN
  1128.45        2500.00        3.29876                 NaN            NaN            NaN   2.81489                 NaN   15.6528                 NaN   9.11850        53.2759        15.8392                 NaN            NaN
  1126.88        2500.00        3.44561       0.335686E-005            NaN            NaN   2.68263                 NaN   15.5768                 NaN   9.11960        53.5144        15.6610                 NaN            NaN
  1125.31        2500.00        3.43980       0.314312E-005            NaN            NaN   2.69055                 NaN   15.5819                 NaN   9.13644        53.4919        15.6593                 NaN            NaN
  1123.75        2500.00        3.47526                 NaN            NaN            NaN   2.65798                 NaN   15.5686                 NaN   9.13145        53.6056        15.5612                 NaN            NaN
  1122.18        2500.00        3.58358                 NaN            NaN            NaN   2.49439                 NaN   15.6909                 NaN   9.05673        53.7269        15.4475                 NaN            NaN
  1120.61        2500.00        3.57076                 NaN            NaN            NaN   2.55902                 NaN   15.5567                 NaN   9.06397        53.7647        15.4849                 NaN            NaN
  1119.05        2500.00       0.579814        2.84081                 NaN            NaN   2.76993                 NaN   15.4489                 NaN   9.27971        53.4547        15.6261                 NaN            NaN
  1117.48        2500.00        3.54756                 NaN            NaN            NaN   2.59274                 NaN   15.5505                 NaN   9.11517        53.7043        15.4897                 NaN            NaN
  1115.91        2500.00       0.506490        2.91379                 NaN            NaN   2.77110                 NaN   15.4700                 NaN   9.30404        53.4245        15.6101                 NaN            NaN
  1114.35        2500.00        3.41335                 NaN            NaN            NaN   2.74966                 NaN   15.5513                 NaN   9.28372        53.4331        15.5688                 NaN            NaN
  1112.78        2500.00        3.08704       0.241278                 NaN            NaN   2.89784                 NaN   15.3928                 NaN   9.41259        53.3330        15.6354                 NaN            NaN
  1111.22        2500.00        3.38167                 NaN            NaN            NaN   2.79329                 NaN   15.5385                 NaN   9.34394        53.3601        15.5825                 NaN            NaN
  1109.65        2500.00        3.38214                 NaN            NaN            NaN   2.78880                 NaN   15.5526                 NaN   9.36045        53.3428        15.5732                 NaN            NaN
  1108.08        2500.00        3.29384                 NaN            NaN            NaN   2.94543                 NaN   15.3818                 NaN   9.49290        53.2428        15.6433                 NaN            NaN
  1106.52        2500.00        3.35642                 NaN            NaN            NaN   2.83072                 NaN   15.5305                 NaN   9.42043        53.2827        15.5793                 NaN            NaN
  1104.95        2500.00        3.34868                 NaN            NaN            NaN   2.83601                 NaN   15.5397                 NaN   9.44421        53.2536        15.5778                 NaN            NaN
  1103.38        2500.00        3.38197                 NaN            NaN            NaN   2.81918                 NaN   15.6413                 NaN   9.37071        53.2625        15.5243                 NaN            NaN
  1101.82        2500.00        3.32327                 NaN            NaN            NaN   2.87355                 NaN   15.5310                 NaN   9.50056        53.1886        15.5830                 NaN            NaN
  1100.25        2500.00        3.28484                 NaN            NaN            NaN   2.94191                 NaN   15.6061                 NaN   9.45161        53.0734        15.6421                 NaN            NaN
  1098.68        2500.00        3.29967                 NaN            NaN            NaN   2.92324                 NaN   15.6111                 NaN   9.46661        53.0785        15.6209                 NaN            NaN
  1097.12        2500.00        3.29175                 NaN            NaN            NaN   2.91485                 NaN   15.5333                 NaN   9.58233        53.0944        15.5834                 NaN            NaN
  1095.55        2500.00        3.28038                 NaN            NaN            NaN   2.92947                 NaN   15.5297                 NaN   9.61178        53.0635        15.5852                 NaN            NaN
  1093.98        2500.00        3.26828                 NaN            NaN            NaN   2.94594                 NaN   15.5303                 NaN   9.63654        53.0313        15.5876                 NaN            NaN
  1092.42        2500.00        3.26438                 NaN            NaN            NaN   2.95081                 NaN   15.5358                 NaN   9.65807        53.0097        15.5813                 NaN            NaN
  1090.85        2500.00        3.24770                 NaN            NaN            NaN   2.97378                 NaN   15.5319                 NaN   9.68888        52.9703        15.5875                 NaN            NaN
  1089.29        2500.00        3.23164                 NaN            NaN            NaN   2.99604                 NaN   15.5285                 NaN   9.71941        52.9317        15.5927                 NaN            NaN
  1087.72        2500.00        3.23003                 NaN            NaN            NaN   2.99762                 NaN   15.5417                 NaN   9.73736        52.9111        15.5822                 NaN            NaN
  1086.15        2500.00        3.26420                 NaN            NaN            NaN   2.96633                 NaN   15.4687                 NaN   9.74845        52.9941        15.5582                 NaN            NaN
  1084.59        2500.00        3.19533                 NaN            NaN            NaN   3.04398                 NaN   15.5418                 NaN   9.79890        52.8266        15.5935                 NaN            NaN
  1083.02        2500.00        3.22769                 NaN            NaN            NaN   2.99375                 NaN   15.5569                 NaN   9.81297        52.8584        15.5503                 NaN            NaN
  1081.45        2500.00        3.20742                 NaN            NaN            NaN   3.02496                 NaN   15.5641                 NaN   9.83550        52.8098        15.5583                 NaN            NaN
  1079.89        2500.00        3.18589                 NaN            NaN            NaN   3.05470                 NaN   15.5614                 NaN   9.86650        52.7617        15.5698                 NaN            NaN
  1078.32        2500.00        3.17093                 NaN            NaN            NaN   3.07376                 NaN   15.5526                 NaN   9.89439        52.7282        15.5802                 NaN            NaN
  1076.75        2500.00        3.16197                 NaN            NaN            NaN   3.08424                 NaN   15.5589                 NaN   9.92062        52.6969        15.5774                 NaN            NaN
  1075.19        2500.00        3.14757                 NaN            NaN            NaN   3.10377                 NaN   15.5652                 NaN   9.95064        52.6562        15.5766                 NaN            NaN
  1073.62        2500.00        3.13188                 NaN            NaN            NaN   3.12530                 NaN   15.5703                 NaN   9.98213        52.6137        15.5767                 NaN            NaN
  1072.06        2500.00        2.79745                 NaN            NaN            NaN  0.543949        2.87406        15.4597                 NaN   9.95221        52.3857        15.8116                 NaN  0.175409     
  1070.49        2500.00        3.06710                 NaN            NaN            NaN   3.18184                 NaN   15.5799                 NaN   10.0377        52.5176        15.5913                 NaN  0.244784E-001
  1068.92        2500.00        3.03217                 NaN            NaN            NaN   3.20309                 NaN   15.5831                 NaN   10.0608        52.4818        15.5937                 NaN  0.453960E-001
  1067.36        2500.00        2.64841                 NaN            NaN            NaN   3.57072                 NaN   15.4238                 NaN   10.0589        52.1934        15.8861                 NaN  0.218680     
  1065.79        2500.00        2.89561                 NaN            NaN            NaN   3.32303                 NaN   15.5677                 NaN   10.1362        52.3321        15.6435                 NaN  0.102010     
  1064.22        2500.00        2.85424                 NaN            NaN            NaN   3.35490                 NaN   15.5686                 NaN   10.1648        52.2841        15.6512                 NaN  0.122122     
  1062.66        2500.00        2.79583                 NaN            NaN            NaN   3.40401                 NaN   15.5644                 NaN   10.1982        52.2199        15.6699                 NaN  0.147777     
  1061.09        2500.00        2.27405                 NaN            NaN            NaN   3.79092                 NaN   15.1335                 NaN   10.3784        51.9798        16.0182                 NaN  0.425220     
  1059.52        2500.00        2.27692                 NaN            NaN            NaN   3.79559                 NaN   15.1386                 NaN   10.4011        51.9575        16.0125                 NaN  0.417768     
  1057.96        2500.00        2.17898                 NaN            NaN            NaN   3.94750                 NaN   15.1054                 NaN   10.4554        51.8462        16.0247                 NaN  0.441731     
  1056.39        2500.00        2.31502                 NaN            NaN            NaN   3.85416                 NaN   15.4480                 NaN   10.4090        51.7334        15.9121                 NaN  0.328330     
  1054.82        2500.00        2.27510                 NaN            NaN            NaN   3.88733                 NaN   15.4510                 NaN   10.4379        51.6827        15.9201                 NaN  0.345920     
  1053.26        2500.00        2.08758                 NaN            NaN            NaN   4.13125                 NaN   15.1666                 NaN   10.4984        51.6589        16.0101                 NaN  0.447289     
  1051.69        2500.00        2.19943                 NaN            NaN            NaN   3.94997                 NaN   15.4567                 NaN   10.4941        51.5858        15.9346                 NaN  0.379362     
  1050.13        2500.00        2.16318                 NaN            NaN            NaN   3.97955                 NaN   15.4684                 NaN   10.5184        51.5351        15.9404                 NaN  0.395011     
  1048.56        2500.00        5.08230                 NaN            NaN            NaN            NaN            NaN   27.0349                 NaN   2.33543        52.7500        12.0885                 NaN  0.708923     
  1046.99        2500.00        5.08426                 NaN            NaN            NaN            NaN            NaN   27.0658                 NaN   2.35766        52.7173        12.0676                 NaN  0.707338     
  1045.43        2500.00        5.09531                 NaN            NaN            NaN            NaN            NaN   27.0832                 NaN   2.32911        52.7372        12.0402                 NaN  0.715011     
  1043.86        2500.00        5.09623                 NaN            NaN            NaN            NaN            NaN   27.1532                 NaN   2.33598        52.6821        12.0213                 NaN  0.711192     
  1042.29        2500.00        5.09319                 NaN            NaN            NaN            NaN            NaN   27.2014                 NaN   2.37502        52.6171        12.0096                 NaN  0.703650     
  1040.73        2500.00        1.72973                 NaN            NaN            NaN   4.44615                 NaN   15.0373                 NaN   10.8107        51.2576        16.1324                 NaN  0.586122     
  1039.16        2500.00        5.09776                 NaN            NaN            NaN            NaN            NaN   27.2706                 NaN   2.39815        52.5566        11.9754                 NaN  0.701406     
  1037.59        2500.00        5.09800                 NaN            NaN            NaN            NaN            NaN   27.3016                 NaN   2.43566        52.5138        11.9527                 NaN  0.698256     
  1036.03        2500.00        5.10616                 NaN            NaN            NaN            NaN            NaN   27.2841                 NaN   2.43996        52.5337        11.9339                 NaN  0.702167     
  1034.46        2500.00        5.11037                 NaN            NaN            NaN            NaN            NaN   27.3152                 NaN   2.43534        52.5123        11.9270                 NaN  0.699748     
