|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.25/K22/K22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ne             lc             ilm           
  1325.81        2500.00                 NaN            NaN   99.1446                 NaN  0.155671                 NaN  0.283838       0.172784       0.243127                 NaN            NaN            NaN            NaN
  1324.25        2500.00                 NaN            NaN   99.1521                 NaN  0.153558                 NaN  0.172999       0.280779       0.240559                 NaN            NaN            NaN            NaN
  1322.68        2500.00                 NaN            NaN   99.1601                 NaN  0.151247                 NaN  0.173041       0.277712       0.237886                 NaN            NaN            NaN            NaN
  1321.12        2500.00                 NaN            NaN   99.1668                 NaN  0.148741                 NaN  0.174410       0.274596       0.235499                 NaN            NaN            NaN            NaN
  1319.55        2500.00                 NaN            NaN   99.1742                 NaN  0.146581                 NaN  0.271702       0.174449       0.233055                 NaN            NaN            NaN            NaN
  1317.98        2500.00                 NaN            NaN   99.1805                 NaN  0.143949                 NaN  0.269129       0.175807       0.230656                 NaN            NaN            NaN            NaN
  1316.42        2500.00                 NaN            NaN   99.1879                 NaN  0.141014                 NaN  0.177681       0.265381       0.228049                 NaN            NaN            NaN            NaN
  1314.85        2500.00                 NaN            NaN   99.1944                 NaN  0.138975                 NaN  0.178150       0.262555       0.225916                 NaN            NaN            NaN            NaN
  1313.28        2500.00                 NaN            NaN   99.1945                 NaN  0.135388                 NaN  0.259720       0.184597       0.225761                 NaN            NaN            NaN            NaN
  1311.72        2500.00                 NaN            NaN   99.2142                 NaN  0.134711                 NaN  0.175026       0.257183       0.218860                 NaN            NaN            NaN            NaN
  1310.15        2500.00                 NaN            NaN   99.2128                 NaN  0.130930                 NaN  0.253641       0.183403       0.219249                 NaN            NaN            NaN            NaN
  1308.58        2500.00                 NaN            NaN   99.2197                 NaN  0.127990                 NaN  0.184887       0.250659       0.216812                 NaN            NaN            NaN            NaN
  1307.02        2500.00                 NaN            NaN   99.2255                 NaN  0.125521                 NaN  0.186343       0.247880       0.214786                 NaN            NaN            NaN            NaN
  1305.45        2500.00                 NaN            NaN   99.2310                 NaN  0.122947                 NaN  0.189233       0.244006       0.212830                 NaN            NaN            NaN            NaN
  1303.88        2500.00                 NaN            NaN   99.2363                 NaN  0.119485                 NaN  0.191873       0.241604       0.210723                 NaN            NaN            NaN            NaN
  1302.32        2500.00                 NaN            NaN   99.2427                 NaN  0.117056                 NaN  0.238331       0.193332       0.208617                 NaN            NaN            NaN            NaN
  1300.75        2500.00                 NaN            NaN   99.2484                 NaN  0.114461                 NaN  0.235160       0.195396       0.206630                 NaN            NaN            NaN            NaN
  1299.19        2500.00                 NaN            NaN   99.2535                 NaN  0.111554                 NaN  0.231467       0.198576       0.204878                 NaN            NaN            NaN            NaN
  1297.62        2500.00                 NaN            NaN   99.2586                 NaN  0.108540                 NaN  0.228765       0.201146       0.202916                 NaN            NaN            NaN            NaN
  1296.05        2500.00                 NaN            NaN   99.2641                 NaN  0.105195                 NaN  0.225023       0.204760       0.200964                 NaN            NaN            NaN            NaN
  1294.49        2500.00                 NaN            NaN   99.2693                 NaN  0.102359                 NaN  0.207615       0.221566       0.199200                 NaN            NaN            NaN            NaN
  1292.92        2500.00                 NaN            NaN   99.2736                 NaN  0.993836E-001            NaN  0.218888       0.210613       0.197475                 NaN            NaN            NaN            NaN
  1291.35        2500.00                 NaN            NaN   99.2777                 NaN  0.971474E-001            NaN  0.215676       0.213188       0.196273                 NaN            NaN            NaN            NaN
  1289.79        2500.00                 NaN            NaN   99.2837                 NaN  0.921917E-001            NaN  0.210544       0.219847       0.193734                 NaN            NaN            NaN            NaN
  1288.22        2500.00                 NaN            NaN   95.6706                 NaN  0.496381                 NaN  0.721164       0.197102       0.608955        2.30583                 NaN            NaN            NaN
  1286.65        2500.00                 NaN            NaN   88.9899                 NaN   1.03261                 NaN  0.556152        1.51790        1.36335        6.54013                 NaN            NaN            NaN
  1285.09        2500.00                 NaN            NaN   88.3074                 NaN   1.42020                 NaN   1.81726                 NaN   1.46282        6.99231                 NaN            NaN            NaN
  1283.52        2500.00                 NaN            NaN   88.2966                 NaN   1.34182                 NaN   1.88452                 NaN   1.45117        7.02591                 NaN            NaN            NaN
  1281.95        2500.00                 NaN            NaN   88.3411                 NaN   1.33524                 NaN   1.88473                 NaN   1.44479        6.99415                 NaN            NaN            NaN
  1280.39        2500.00                 NaN            NaN   88.7263                 NaN   1.28398                 NaN   1.84279                 NaN   1.39938        6.74757                 NaN            NaN            NaN
  1278.82        2500.00        3.86935                 NaN   41.0509                 NaN   3.23511                 NaN   9.76326                 NaN   6.70225        35.3791                 NaN            NaN            NaN
  1277.26        2500.00        5.68023                 NaN   29.1133                 NaN   3.34541                 NaN   11.3215                 NaN   7.79368        42.7458                 NaN            NaN            NaN
  1275.69        2500.00        2.60706                 NaN   68.6914                 NaN   1.47063                 NaN   5.01268                 NaN   3.42426        18.7939                 NaN            NaN            NaN
  1274.12        2500.00        1.99468                 NaN   77.0614                 NaN   1.00311                 NaN   3.77861                 NaN   2.47836        13.6839                 NaN            NaN            NaN
  1272.56        2500.00        1.37805                 NaN   84.3497                 NaN  0.706011                 NaN   2.56047                 NaN   1.69251        9.31324                 NaN            NaN            NaN
  1270.99        2500.00        1.09888                 NaN   88.0440                 NaN  0.497971                 NaN   2.04668                 NaN   1.26829        7.04414                 NaN            NaN            NaN
  1269.42        2500.00        1.07405                 NaN   88.6858                 NaN  0.399497                 NaN   1.95527                 NaN   1.18293        6.70244                 NaN            NaN            NaN
  1267.86        2500.00       0.855394                 NaN   91.0012                 NaN  0.332958                 NaN   1.58071                 NaN  0.938976        5.29079                 NaN            NaN            NaN
  1266.29        2500.00       0.811099                 NaN   91.8988                 NaN  0.267686                 NaN   1.41906                 NaN  0.824842        4.77848                 NaN            NaN            NaN
  1264.72        2500.00       0.898210                 NaN   91.9040                 NaN  0.554152E-001            NaN   1.63692                 NaN  0.766615        4.73885                 NaN            NaN            NaN
  1263.16        2500.00       0.583064                 NaN   93.2862                 NaN  0.383360                 NaN   1.15220                 NaN  0.702114        3.89308                 NaN            NaN            NaN
  1261.59        2500.00       0.665790                 NaN   93.9963                 NaN            NaN            NaN   1.24606                 NaN  0.541654        3.55020                 NaN            NaN            NaN
  1260.03        2500.00       0.757317                 NaN   93.8116                 NaN            NaN            NaN   1.35752                 NaN  0.525076        3.54854                 NaN            NaN            NaN
  1258.46        2500.00       0.561771                 NaN   94.1966                 NaN  0.358984                 NaN   1.06875                 NaN  0.575031        3.23884                 NaN            NaN            NaN
  1256.89        2500.00       0.245854                 NaN   97.4354                 NaN            NaN            NaN  0.688089                 NaN  0.385284E-001   1.59208                 NaN            NaN            NaN
  1255.33        2500.00       0.595932       0.761993        89.6716                 NaN            NaN            NaN   2.99617                 NaN  0.186879        5.78739                 NaN            NaN            NaN
  1253.76        2500.00        1.14133                 NaN   80.0524                 NaN            NaN            NaN   5.06002                 NaN  0.496881        9.56272        3.10518       0.581517                 NaN
  1252.19        2500.00        4.80520        3.67772                 NaN            NaN            NaN            NaN   24.2110                 NaN   3.60747        48.9710        11.7050        3.02262                 NaN
  1250.63        2500.00        4.86505        3.60712                 NaN            NaN            NaN            NaN   24.1835                 NaN   3.67268        48.9800        11.7236        2.96807                 NaN
  1249.06        2500.00        4.73290        3.74700                 NaN            NaN            NaN            NaN   24.3229                 NaN   3.57966        49.0100        11.7178        2.88972                 NaN
  1247.49        2500.00        4.74293        3.74165                 NaN            NaN            NaN            NaN   24.3212                 NaN   3.59073        49.0433        11.7313        2.82885                 NaN
  1245.93        2500.00        3.68490        4.80070                 NaN            NaN            NaN            NaN   24.2599                 NaN   3.64954        49.0727        11.7553        2.77698                 NaN
  1244.36        2500.00        4.98350        3.32933                 NaN            NaN            NaN            NaN   23.9107                 NaN   3.92450        48.7347        11.9971        3.12015                 NaN
  1242.79        2500.00        4.98759        3.32617                 NaN            NaN            NaN            NaN   23.9151                 NaN   3.92237        48.7714        12.0125        3.06487                 NaN
  1241.23        2500.00        4.99160        3.32311                 NaN            NaN            NaN            NaN   23.9196                 NaN   3.92028        48.8082        12.0280        3.00917                 NaN
  1239.66        2500.00        4.99552        3.32017                 NaN            NaN            NaN            NaN   23.9241                 NaN   3.91821        48.8461        12.0440        2.95189                 NaN
  1238.10        2500.00        4.71955        3.81624                 NaN            NaN            NaN            NaN   24.3297                 NaN   3.58902        49.2864        11.8108        2.44833                 NaN
  1236.53        2500.00        4.70335        3.84012                 NaN            NaN            NaN            NaN   24.3473                 NaN   3.57987        49.3254        11.8225        2.38151                 NaN
  1234.96        2500.00        4.68719        3.86402                 NaN            NaN            NaN            NaN   24.3650                 NaN   3.57044        49.3649        11.8343        2.31418                 NaN
  1233.40        2500.00        4.67150        3.88714                 NaN            NaN            NaN            NaN   24.3828                 NaN   3.56174        49.4041        11.8463        2.24646                 NaN
  1231.83        2500.00        4.65762        3.90853                 NaN            NaN            NaN            NaN   24.4000                 NaN   3.55332        49.4437        11.8585        2.17832                 NaN
  1230.26        2500.00        4.66262        3.87480                 NaN            NaN            NaN            NaN   24.4225                 NaN   3.62605        49.4159        11.8792        2.11895                 NaN
  1228.70        2500.00        4.65102        3.89488                 NaN            NaN            NaN            NaN   24.4322                 NaN   3.62072        49.4588        11.8922        2.05018                 NaN
  1227.13        2500.00        4.63280        3.92755                 NaN            NaN            NaN            NaN   24.4429                 NaN   3.60028        49.5119        11.9045        1.98003                 NaN
  1225.56        2500.00        4.53055        4.06200                 NaN            NaN            NaN            NaN   24.4550                 NaN   3.53899        49.6018        11.9097        1.90191                 NaN
  1224.00        2500.00        4.79147        3.72114                 NaN            NaN            NaN            NaN   24.3176                 NaN   3.74104        49.5883        11.9661        1.87432                 NaN
  1222.43        2500.00        4.80183        3.57743                 NaN            NaN            NaN            NaN   24.3177                 NaN   3.97519        49.2719        12.1122        1.94379                 NaN
  1220.86        2500.00        4.73052        3.78305                 NaN            NaN            NaN            NaN   24.3067                 NaN   3.84428        49.5477        12.0233        1.76443                 NaN
  1219.30        2500.00        4.72713        3.75497                 NaN            NaN            NaN            NaN   24.3299                 NaN   3.88336        49.5138        12.0670        1.72380                 NaN
  1217.73        2500.00        4.72021        3.72777                 NaN            NaN            NaN            NaN   24.3574                 NaN   3.92405        49.4751        12.1115        1.68399                 NaN
  1216.17        2500.00        4.71725        3.69016                 NaN            NaN            NaN            NaN   24.3862                 NaN   3.97249        49.4238        12.1601        1.65007                 NaN
  1214.60        2500.00        4.71071        3.69013                 NaN            NaN            NaN            NaN   24.4071                 NaN   3.98029        49.4450        12.1824        1.58435                 NaN
  1213.03        2500.00        4.70414        3.70351                 NaN            NaN            NaN            NaN   24.4308                 NaN   3.96758        49.4953        12.1921        1.50664                 NaN
  1211.47        2500.00        4.70000        3.71078                 NaN            NaN            NaN            NaN   24.4562                 NaN   3.96034        49.5386        12.2023        1.43177                 NaN
  1209.90        2500.00        6.55657                 NaN            NaN            NaN   2.65757                 NaN   19.2882                 NaN   7.58549        48.3991        13.1713        2.34179                 NaN
  1208.33        2500.00        6.56938                 NaN            NaN            NaN   2.64229                 NaN   19.2712                 NaN   7.61055        48.4514        13.1855        2.26966                 NaN
  1206.77        2500.00        6.55770                 NaN            NaN            NaN   2.66017                 NaN   19.2080                 NaN   7.66952        48.4828        13.2120        2.20971                 NaN
  1205.20        2500.00        6.55712                 NaN            NaN            NaN   2.66529                 NaN   19.2236                 NaN   7.66894        48.5169        13.2287        2.13951                 NaN
  1203.63        2500.00        5.90416                 NaN            NaN            NaN  0.991190E-002   3.28639        18.5771                 NaN   7.93133        47.8437        13.6629        2.78455                 NaN
  1202.07        2500.00        6.49907                 NaN            NaN            NaN   2.74966                 NaN   19.1947                 NaN   7.71199        48.5315        13.2879        2.02515                 NaN
  1200.50        2500.00        6.21024                 NaN            NaN            NaN   2.71446       0.430281        18.7578                 NaN   8.02918        48.3256        13.4379        2.09451                 NaN
  1198.93        2500.00        6.01441       0.555505E-005            NaN            NaN   3.31420                 NaN   18.5696                 NaN   8.31852        48.0869        13.5578        2.13860                 NaN
  1197.37        2500.00        6.01612       0.127486E-004            NaN            NaN   3.31667                 NaN   18.5645                 NaN   8.33318        48.1280        13.5752        2.06636                 NaN
  1195.80        2500.00        6.01785       0.192949E-004            NaN            NaN   3.31904                 NaN   18.5595                 NaN   8.34782        48.1694        13.5928        1.99361                 NaN
  1194.24        2500.00        6.01962       0.240858E-004            NaN            NaN   3.32131                 NaN   18.5547                 NaN   8.36246        48.2111        13.6105        1.92033                 NaN
  1192.67        2500.00        6.39941                 NaN            NaN            NaN   2.89902                 NaN   19.0690                 NaN   7.88218        48.6666        13.4441        1.63970                 NaN
  1191.10        2500.00        6.37158                 NaN            NaN            NaN   2.94059                 NaN   19.0287                 NaN   7.92303        48.6836        13.4743        1.57811                 NaN
  1189.54        2500.00        4.09868        2.01938                 NaN            NaN   3.29333                 NaN   18.6502                 NaN   8.20621        48.5088        13.6007        1.62270                 NaN
  1187.97        2500.00        4.12590        1.98229                 NaN            NaN   3.30892                 NaN   18.6400                 NaN   8.22682        48.5392        13.6241        1.55280                 NaN
  1186.40        2500.00        6.39860                 NaN            NaN            NaN   2.90716                 NaN   19.0548                 NaN   7.94893        48.8216        13.5246        1.34431                 NaN
  1184.84        2500.00        5.90173       0.938070E-005            NaN            NaN   3.47516                 NaN   18.5347                 NaN   8.45458        48.3083        13.7838        1.54165                 NaN
  1183.27        2500.00        5.89694       0.935145E-005            NaN            NaN   3.48393                 NaN   18.5320                 NaN   8.46921        48.3446        13.8060        1.46736                 NaN
  1181.70        2500.00        5.89213       0.934216E-005            NaN            NaN   3.49267                 NaN   18.5293                 NaN   8.48388        48.3806        13.8280        1.39335                 NaN
  1180.14        2500.00        5.88732       0.935530E-005            NaN            NaN   3.50137                 NaN   18.5269                 NaN   8.49857        48.4169        13.8502        1.31876                 NaN
  1178.57        2500.00        5.88249       0.939162E-005            NaN            NaN   3.51003                 NaN   18.5245                 NaN   8.51330        48.4535        13.8725        1.24359                 NaN
  1177.01        2500.00        5.87765       0.945101E-005            NaN            NaN   3.51865                 NaN   18.5223                 NaN   8.52806        48.4904        13.8950        1.16783                 NaN
  1175.44        2500.00        5.87281       0.953430E-005            NaN            NaN   3.52722                 NaN   18.5203                 NaN   8.54285        48.5277        13.9176        1.09147                 NaN
  1173.87        2500.00        5.86796       0.964289E-005            NaN            NaN   3.53575                 NaN   18.5184                 NaN   8.55767        48.5653        13.9404        1.01451                 NaN
  1172.31        2500.00        5.88315       0.198758E-003            NaN            NaN   3.52212                 NaN   18.5151                 NaN   8.57176        48.6287        13.9535       0.925475                 NaN
  1170.74        2500.00        5.88173       0.343641E-003            NaN            NaN   3.52677                 NaN   18.5129                 NaN   8.58667        48.6717        13.9748       0.845089                 NaN
  1169.17        2500.00        5.88028       0.581935E-003            NaN            NaN   3.53132                 NaN   18.5109                 NaN   8.60162        48.7151        13.9961       0.764036                 NaN
  1167.61        2500.00        5.87877       0.946468E-003            NaN            NaN   3.53576                 NaN   18.5090                 NaN   8.61661        48.7589        14.0177       0.682308                 NaN
  1166.04        2500.00        6.23971                 NaN            NaN            NaN   3.14629                 NaN   18.8139                 NaN   8.31127        49.2411        13.8627       0.385075                 NaN
  1164.47        2500.00        6.23660                 NaN            NaN            NaN   3.15210                 NaN   18.8085                 NaN   8.33067        49.2837        13.8859       0.302553                 NaN
  1162.91        2500.00        6.23408                 NaN            NaN            NaN   3.15705                 NaN   18.8044                 NaN   8.34935        49.3270        13.9090       0.219086                 NaN
  1161.34        2500.00        6.23191                 NaN            NaN            NaN   3.16146                 NaN   18.8009                 NaN   8.36769        49.3711        13.9321       0.134784                 NaN
  1159.77        2500.00        6.23030                 NaN            NaN            NaN   3.16503                 NaN   18.7988                 NaN   8.38530        49.4159        13.9552       0.494966E-001            NaN
  1158.21        2500.00        1.44082        4.36409                 NaN            NaN   3.68620                 NaN   18.3084                 NaN   8.82689        49.0039        14.1686       0.201096                 NaN
  1156.64        2500.00        1.43481        4.36605                 NaN            NaN   3.69356                 NaN   18.3075                 NaN   8.84169        49.0467        14.1929       0.116822                 NaN
  1155.08        2500.00        1.42884        4.36789                 NaN            NaN   3.70096                 NaN   18.3067                 NaN   8.85654        49.0897        14.2174       0.319098E-001            NaN
  1153.51        2500.00        6.10472                 NaN            NaN            NaN   3.33688                 NaN   18.7042                 NaN   8.51806        49.3189        14.0172                 NaN            NaN
  1151.94        2500.00        1.41695        4.37132                 NaN            NaN   3.71586                 NaN   18.3055                 NaN   8.88642        49.0824        14.2215                 NaN            NaN
  1150.38        2500.00        6.10012                 NaN            NaN            NaN   3.34070                 NaN   18.6683                 NaN   8.57935        49.2964        14.0151                 NaN            NaN
  1148.81        2500.00        5.86633                 NaN            NaN            NaN   3.61708                 NaN   18.3809                 NaN   8.85604        49.1152        14.1645                 NaN            NaN
  1147.24        2500.00        4.77834        3.84390                 NaN            NaN            NaN            NaN   25.9333                 NaN   3.62409        49.8009        12.0194                 NaN            NaN
  1145.68        2500.00        6.03886                 NaN            NaN            NaN   3.42525                 NaN   18.6470                 NaN   8.64764        49.2134        14.0278                 NaN            NaN
  1144.11        2500.00        6.03077                 NaN            NaN            NaN   3.43400                 NaN   18.6291                 NaN   8.67905        49.1970        14.0301                 NaN            NaN
  1142.54        2500.00        6.01383                 NaN            NaN            NaN   3.45675                 NaN   18.6221                 NaN   8.70226        49.1718        14.0332                 NaN            NaN
  1140.98        2500.00        5.63658       0.426643E-004            NaN            NaN   3.94840                 NaN   18.3883                 NaN   8.89332        48.8818        14.2515                 NaN            NaN
  1139.41        2500.00        5.97921                 NaN            NaN            NaN   3.50251                 NaN   18.5992                 NaN   8.75581        49.1224        14.0409                 NaN            NaN
  1137.84        2500.00        5.96644                 NaN            NaN            NaN   3.51959                 NaN   18.5925                 NaN   8.77931        49.1006        14.0416                 NaN            NaN
  1136.28        2500.00        5.97752                 NaN            NaN            NaN   3.50467                 NaN   18.6032                 NaN   8.79386        49.0924        14.0283                 NaN            NaN
  1134.71        2500.00        5.95883                 NaN            NaN            NaN   3.52893                 NaN   18.5894                 NaN   8.82316        49.0667        14.0330                 NaN            NaN
  1133.15        2500.00        5.94580                 NaN            NaN            NaN   3.54565                 NaN   18.5800                 NaN   8.84948        49.0446        14.0345                 NaN            NaN
  1131.58        2500.00        5.86847                 NaN            NaN            NaN   3.65143                 NaN   18.5174                 NaN   8.90964        48.9852        14.0679                 NaN            NaN
  1130.01        2500.00        5.96717                 NaN            NaN            NaN   3.55313                 NaN   18.4854                 NaN   8.86787        49.0862        14.0402                 NaN            NaN
  1128.45        2500.00        5.50660                 NaN            NaN            NaN   3.97154                 NaN   18.6018                 NaN   9.02468        48.5805        14.3149                 NaN            NaN
  1126.88        2500.00        5.75305       0.562813E-005            NaN            NaN   3.73200                 NaN   18.5205                 NaN   9.02747        48.8095        14.1575                 NaN            NaN
  1125.31        2500.00        5.74345       0.527072E-005            NaN            NaN   3.74374                 NaN   18.5237                 NaN   9.04393        48.7885        14.1567                 NaN            NaN
  1123.75        2500.00        5.81971                 NaN            NaN            NaN   3.70879                 NaN   18.4814                 NaN   9.03766        48.8855        14.0669                 NaN            NaN
  1122.18        2500.00        6.00469                 NaN            NaN            NaN   3.46084                 NaN   18.6201                 NaN   8.96220        48.9894        13.9627                 NaN            NaN
  1120.61        2500.00        5.97980                 NaN            NaN            NaN   3.55216                 NaN   18.4682                 NaN   8.97047        49.0301        13.9992                 NaN            NaN
  1119.05        2500.00       0.970222        4.74495                 NaN            NaN   3.83706                 NaN   18.3608                 NaN   9.18745        48.7662        14.1333                 NaN            NaN
  1117.48        2500.00        5.94177                 NaN            NaN            NaN   3.60043                 NaN   18.4571                 NaN   9.02089        48.9747        14.0052                 NaN            NaN
  1115.91        2500.00       0.847552        4.86697                 NaN            NaN   3.83869                 NaN   18.3785                 NaN   9.21105        48.7372        14.1200                 NaN            NaN
  1114.35        2500.00        5.71903                 NaN            NaN            NaN   3.83829                 NaN   18.4492                 NaN   9.18762        48.7273        14.0786                 NaN            NaN
  1112.78        2500.00        5.17077       0.405245                 NaN            NaN   4.03923                 NaN   18.2787                 NaN   9.31711        48.6461        14.1428                 NaN            NaN
  1111.22        2500.00        5.66737                 NaN            NaN            NaN   3.90287                 NaN   18.4293                 NaN   9.24706        48.6607        14.0927                 NaN            NaN
  1109.65        2500.00        5.66949                 NaN            NaN            NaN   3.89661                 NaN   18.4420                 NaN   9.26310        48.6440        14.0848                 NaN            NaN
  1108.08        2500.00        5.52038                 NaN            NaN            NaN   4.10833                 NaN   18.2591                 NaN   9.39627        48.5636        14.1524                 NaN            NaN
  1106.52        2500.00        5.62701                 NaN            NaN            NaN   3.95288                 NaN   18.4155                 NaN   9.32242        48.5899        14.0922                 NaN            NaN
  1104.95        2500.00        5.61586                 NaN            NaN            NaN   3.96263                 NaN   18.4217                 NaN   9.34569        48.5625        14.0916                 NaN            NaN
  1103.38        2500.00        5.65502                 NaN            NaN            NaN   3.92168                 NaN   18.5500                 NaN   9.27097        48.5612        14.0411                 NaN            NaN
  1101.82        2500.00        5.57408                 NaN            NaN            NaN   4.01548                 NaN   18.4081                 NaN   9.40125        48.5032        14.0979                 NaN            NaN
  1100.25        2500.00        5.48570                 NaN            NaN            NaN   4.13098                 NaN   18.4884                 NaN   9.35166        48.3927        14.1506                 NaN            NaN
  1098.68        2500.00        5.51072                 NaN            NaN            NaN   4.09681                 NaN   18.4950                 NaN   9.36656        48.3984        14.1325                 NaN            NaN
  1097.12        2500.00        5.52335                 NaN            NaN            NaN   4.07370                 NaN   18.4044                 NaN   9.48168        48.4163        14.1005                 NaN            NaN
  1095.55        2500.00        5.50557                 NaN            NaN            NaN   4.09438                 NaN   18.3982                 NaN   9.51073        48.3882        14.1030                 NaN            NaN
  1093.98        2500.00        5.48569                 NaN            NaN            NaN   4.11869                 NaN   18.3965                 NaN   9.53503        48.3582        14.1059                 NaN            NaN
  1092.42        2500.00        5.47995                 NaN            NaN            NaN   4.12435                 NaN   18.4008                 NaN   9.55612        48.3380        14.1008                 NaN            NaN
  1090.85        2500.00        5.45243                 NaN            NaN            NaN   4.15791                 NaN   18.3942                 NaN   9.58648        48.3018        14.1072                 NaN            NaN
  1089.29        2500.00        5.42599                 NaN            NaN            NaN   4.19019                 NaN   18.3881                 NaN   9.61656        48.2665        14.1127                 NaN            NaN
  1087.72        2500.00        5.42381                 NaN            NaN            NaN   4.19097                 NaN   18.4002                 NaN   9.63406        48.2470        14.1039                 NaN            NaN
  1086.15        2500.00        5.48621                 NaN            NaN            NaN   4.13710                 NaN   18.3180                 NaN   9.64599        48.3282        14.0845                 NaN            NaN
  1084.59        2500.00        5.36646                 NaN            NaN            NaN   4.25947                 NaN   18.3942                 NaN   9.69468        48.1695        14.1157                 NaN            NaN
  1083.02        2500.00        5.42550                 NaN            NaN            NaN   4.17885                 NaN   18.4108                 NaN   9.70850        48.1989        14.0774                 NaN            NaN
  1081.45        2500.00        5.38957                 NaN            NaN            NaN   4.22431                 NaN   18.4175                 NaN   9.73041        48.1532        14.0850                 NaN            NaN
  1079.89        2500.00        5.35438                 NaN            NaN            NaN   4.26781                 NaN   18.4123                 NaN   9.76084        48.1085        14.0961                 NaN            NaN
  1078.32        2500.00        5.32861                 NaN            NaN            NaN   4.29830                 NaN   18.4007                 NaN   9.78831        48.0777        14.1064                 NaN            NaN
  1076.75        2500.00        5.31438                 NaN            NaN            NaN   4.31299                 NaN   18.4055                 NaN   9.81404        48.0486        14.1045                 NaN            NaN
  1075.19        2500.00        5.29057                 NaN            NaN            NaN   4.34036                 NaN   18.4102                 NaN   9.84352        48.0109        14.1045                 NaN            NaN
  1073.62        2500.00        5.26468                 NaN            NaN            NaN   4.37049                 NaN   18.4134                 NaN   9.87446        47.9717        14.1052                 NaN            NaN
  1072.06        2500.00        4.67421                 NaN            NaN            NaN  0.753508        4.05706        18.2884                 NaN   9.84508        47.7646        14.3192                 NaN  0.297882     
  1070.49        2500.00        5.15750                 NaN            NaN            NaN   4.45220                 NaN   18.4195                 NaN   9.92867        47.8812        14.1193                 NaN  0.415662E-001
  1068.92        2500.00        5.10056                 NaN            NaN            NaN   4.48096                 NaN   18.4204                 NaN   9.95123        47.8477        14.1220                 NaN  0.770852E-001
  1067.36        2500.00        4.42538                 NaN            NaN            NaN   5.04052                 NaN   18.2376                 NaN   9.94987        47.5866        14.3887                 NaN  0.371360     
  1065.79        2500.00        4.87331                 NaN            NaN            NaN   4.65473                 NaN   18.3993                 NaN   10.0247        47.7070        14.1677                 NaN  0.173209     
  1064.22        2500.00        4.80510                 NaN            NaN            NaN   4.69908                 NaN   18.3992                 NaN   10.0526        47.6616        14.1750                 NaN  0.207353     
  1062.66        2500.00        4.70805                 NaN            NaN            NaN   4.76977                 NaN   18.3925                 NaN   10.0852        47.6013        14.1923                 NaN  0.250906     
  1061.09        2500.00        3.84652                 NaN            NaN            NaN   5.35326                 NaN   17.8892                 NaN   10.2684        47.4044        14.5159                 NaN  0.722339     
  1059.52        2500.00        3.85149                 NaN            NaN            NaN   5.35993                 NaN   17.8927                 NaN   10.2908        47.3839        14.5116                 NaN  0.709684     
  1057.96        2500.00        3.68535                 NaN            NaN            NaN   5.57367                 NaN   17.8522                 NaN   10.3428        47.2745        14.5212                 NaN  0.750281     
  1056.39        2500.00        3.90283                 NaN            NaN            NaN   5.43943                 NaN   18.2452                 NaN   10.2919        47.1499        14.4133                 NaN  0.557415     
  1054.82        2500.00        3.83658                 NaN            NaN            NaN   5.48616                 NaN   18.2469                 NaN   10.3201        47.1022        14.4209                 NaN  0.587264     
  1053.26        2500.00        3.52193                 NaN            NaN            NaN   5.83127                 NaN   17.9152                 NaN   10.3811        47.0859        14.5051                 NaN  0.759463     
  1051.69        2500.00        3.71106                 NaN            NaN            NaN   5.57437                 NaN   18.2505                 NaN   10.3747        47.0105        14.4348                 NaN  0.644007     
  1050.13        2500.00        3.65044                 NaN            NaN            NaN   5.61595                 NaN   18.2626                 NaN   10.3982        46.9621        14.4402                 NaN  0.670547     
  1048.56        2500.00        7.41811                 NaN            NaN            NaN            NaN            NaN   31.3082                 NaN   2.26087        47.1098        10.7245                 NaN   1.17850     
  1046.99        2500.00        7.41805                 NaN            NaN            NaN            NaN            NaN   31.3387                 NaN   2.28227        47.0790        10.7061                 NaN   1.17583     
  1045.43        2500.00        7.42382                 NaN            NaN            NaN            NaN            NaN   31.3577                 NaN   2.25445        47.0938        10.6817                 NaN   1.18851     
  1043.86        2500.00        7.42390                 NaN            NaN            NaN            NaN            NaN   31.4288                 NaN   2.26084        47.0400        10.6644                 NaN   1.18204     
  1042.29        2500.00        7.42356                 NaN            NaN            NaN            NaN            NaN   31.4745                 NaN   2.29848        46.9798        10.6542                 NaN   1.16946     
  1040.73        2500.00        2.93678                 NaN            NaN            NaN   6.27614                 NaN   17.7666                 NaN   10.6883        46.7152        14.6218                 NaN  0.995192     
  1039.16        2500.00        7.42502                 NaN            NaN            NaN            NaN            NaN   31.5459                 NaN   2.32048        46.9195        10.6235                 NaN   1.16559     
  1037.59        2500.00        7.42245                 NaN            NaN            NaN            NaN            NaN   31.5768                 NaN   2.35668        46.8801        10.6037                 NaN   1.16033     
  1036.03        2500.00        7.43161                 NaN            NaN            NaN            NaN            NaN   31.5545                 NaN   2.36083        46.8985        10.5877                 NaN   1.16684     
  1034.46        2500.00        7.44233                 NaN            NaN            NaN            NaN            NaN   31.5804                 NaN   2.35620        46.8768        10.5816                 NaN   1.16276     
