|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/GRV/GRV_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1226.52        500.000                 NaN   99.6457                 NaN            NaN  0.127857       0.842611E-001  0.613205E-002  0.136090                 NaN            NaN
  1225.13        500.000       0.129854        97.8412                 NaN            NaN  0.347648       0.320994       0.268666        1.09160                 NaN            NaN
  1223.74        500.000       0.110971        98.2292                 NaN            NaN  0.259352       0.273430       0.217002       0.910008                 NaN            NaN
  1222.35        500.000       0.129538        98.0246                 NaN            NaN  0.312031       0.253077       0.244601        1.03616                 NaN            NaN
  1220.96        500.000       0.332697        94.7580                 NaN  0.777200E-001  0.826725       0.595052       0.658580        2.75125                 NaN            NaN
  1219.57        500.000                 NaN   99.9171                 NaN            NaN  0.322069E-001            NaN  0.507340E-001            NaN            NaN            NaN
  1218.18        500.000       0.135377E-001   99.7737                 NaN            NaN  0.831018E-001            NaN  0.227861E-001  0.106884                 NaN            NaN
  1216.79        500.000       0.223051E-001   99.8214                 NaN            NaN  0.410782E-001            NaN  0.134502E-001  0.101743                 NaN            NaN
  1215.40        500.000       0.203549        96.7960                 NaN            NaN  0.614107       0.301955       0.351991        1.73244                 NaN            NaN
  1214.01        500.000       0.664326        86.1792                 NaN  0.177494        1.70484                 NaN   1.25374        5.60253        4.41789                 NaN
  1212.62        500.000       0.636055E-005   99.9998                 NaN  0.185346E-005  0.491746E-005  0.181160E-004  0.152972E-004  0.672936E-004  0.664783E-004            NaN
  1211.23        500.000       0.949816        76.5116                 NaN            NaN   2.38900       0.368462        1.97348        8.85743        8.95023                 NaN
  1209.84        500.000       0.875955        75.1269                 NaN  0.646017        2.35483                 NaN   2.12393        9.28621        9.58618                 NaN
  1208.45        500.000       0.629343        78.2225                 NaN  0.858425        2.05842                 NaN   1.88568        8.05063        8.29501                 NaN
  1207.07        500.000       0.690269        82.1260                 NaN  0.355381        1.72725                 NaN   1.50892        6.65981        6.93239                 NaN
  1205.68        500.000       0.583361        82.7539                 NaN  0.487395        1.62165                 NaN   1.46986        6.42602        6.65783                 NaN
  1204.29        500.000        1.07835        62.1619                 NaN   1.40448        3.40442                 NaN   3.23905        14.0602        14.6515                 NaN
  1202.90        500.000                 NaN   99.9999                 NaN  0.394330E-004  0.496800E-005            NaN  0.883035E-005            NaN            NaN            NaN
  1201.51        500.000                 NaN   99.9998                 NaN            NaN  0.108937E-004            NaN  0.187553E-004  0.102180E-003  0.104515E-003            NaN
  1200.12        500.000                 NaN   99.9997                 NaN            NaN  0.372811E-004            NaN  0.227150E-004  0.116028E-003  0.114163E-003  0.553588E-005
  1198.73        500.000       0.634847        78.5631                 NaN  0.691678        2.44310                 NaN   1.81203        7.86620        7.98904                 NaN
  1197.34        500.000       0.527779        80.7662                 NaN  0.755877        1.44618                 NaN   1.63718        7.28188        7.58493                 NaN
  1195.95        500.000       0.208037        93.7973                 NaN  0.356177E-001  0.925752                 NaN  0.504358        2.18157        2.34737                 NaN
  1194.56        500.000       0.768587        72.7791                 NaN  0.917442        2.57416                 NaN   2.28084        10.2579        10.4219                 NaN
  1193.17        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1191.78        500.000                 NaN  100.0000                 NaN  0.119838E-005            NaN            NaN            NaN            NaN            NaN            NaN
  1190.39        500.000       0.867537E-005   99.9996                 NaN  0.329081E-004  0.213976E-004            NaN  0.323998E-004  0.128334E-003  0.130275E-003            NaN
  1189.00        500.000                 NaN   99.9997                 NaN            NaN  0.170213E-004            NaN  0.216255E-004  0.132366E-003  0.132683E-003  0.208613E-005
  1187.61        500.000       0.126051E-003   99.9941                 NaN  0.239478E-003  0.483695E-003            NaN  0.478758E-003  0.227728E-002  0.230316E-002            NaN
  1186.22        500.000        1.22624        51.0911                 NaN   1.62686        3.21036                 NaN   3.85978        19.4961        19.4896                 NaN
  1184.83        500.000       0.818808E-002   98.3326                 NaN            NaN   1.26158                 NaN  0.131653       0.265966                 NaN            NaN
  1183.44        500.000        3.03742                 NaN            NaN   1.48054        6.79493                 NaN   7.28145        41.3854        40.0202                 NaN
  1182.05        500.000        3.02794                 NaN            NaN   1.50176        6.78214                 NaN   7.28381        41.3848        40.0195                 NaN
  1180.66        500.000        3.01832                 NaN            NaN   1.52196        6.77097                 NaN   7.28603        41.3843        40.0184                 NaN
  1179.27        500.000        2.89992                 NaN            NaN   1.71465        6.70636                 NaN   7.30356        41.3872        39.9883                 NaN
  1177.88        500.000        2.89992                 NaN            NaN   1.71465        6.70636                 NaN   7.30356        41.3872        39.9883                 NaN
  1176.49        500.000        2.89992                 NaN            NaN   1.71465        6.70636                 NaN   7.30356        41.3872        39.9883                 NaN
  1175.10        500.000        2.96817                 NaN            NaN   1.62235        6.71932                 NaN   7.29505        41.3820        40.0131                 NaN
  1173.71        500.000        2.89992                 NaN            NaN   1.71465        6.70636                 NaN   7.30356        41.3872        39.9883                 NaN
  1172.32        500.000        2.89992                 NaN            NaN   1.71465        6.70636                 NaN   7.30356        41.3872        39.9883                 NaN
  1170.93        500.000        2.89992                 NaN            NaN   1.71465        6.70636                 NaN   7.30356        41.3872        39.9883                 NaN
  1169.54        500.000        2.89992                 NaN            NaN   1.71465        6.70636                 NaN   7.30356        41.3872        39.9883                 NaN
  1168.15        500.000        2.89992                 NaN            NaN   1.71465        6.70636                 NaN   7.30356        41.3872        39.9883                 NaN
  1166.76        500.000        2.89992                 NaN            NaN   1.71465        6.70636                 NaN   7.30356        41.3872        39.9883                 NaN
  1165.37        500.000        2.89759                 NaN            NaN   1.71781        6.70591                 NaN   7.30385        41.3874        39.9875                 NaN
  1163.98        500.000        2.89759                 NaN            NaN   1.71782        6.70590                 NaN   7.30386        41.3874        39.9875                 NaN
  1162.59        500.000        2.89759                 NaN            NaN   1.71780        6.70592                 NaN   7.30385        41.3874        39.9875                 NaN
  1161.21        500.000        2.89759                 NaN            NaN   1.71780        6.70592                 NaN   7.30385        41.3874        39.9875                 NaN
  1159.82        500.000        2.89759                 NaN            NaN   1.71781        6.70590                 NaN   7.30386        41.3874        39.9875                 NaN
  1158.43        500.000        2.86449                 NaN            NaN   1.84798        6.58919                 NaN   7.32389        41.3712        40.0032                 NaN
  1157.04        500.000        2.91709                 NaN            NaN   1.91303        6.39124                 NaN   7.30952        41.4215        40.0477                 NaN
  1155.65        500.000        2.91709                 NaN            NaN   1.91303        6.39124                 NaN   7.30952        41.4215        40.0477                 NaN
  1154.26        500.000        2.86141                 NaN            NaN   1.98790        6.38186                 NaN   7.31601        41.4255        40.0273                 NaN
  1152.87        500.000        2.82542                 NaN            NaN   1.92555        6.55069                 NaN   7.33331        41.3668        39.9983                 NaN
  1151.48        500.000        2.81571                 NaN            NaN   1.94467        6.54139                 NaN   7.33566        41.3656        39.9970                 NaN
  1150.09        500.000        2.86132                 NaN            NaN   1.98782        6.38216                 NaN   7.31605        41.4254        40.0273                 NaN
  1148.70        500.000        2.86137                 NaN            NaN   2.01077        6.35232                 NaN   7.31992        41.4202        40.0354                 NaN
  1147.31        500.000        2.81240                 NaN            NaN   2.09387        6.32806                 NaN   7.32652        41.4140        40.0251                 NaN
  1145.92        500.000        2.81239                 NaN            NaN   2.09386        6.32810                 NaN   7.32652        41.4140        40.0251                 NaN
  1144.53        500.000        2.81240                 NaN            NaN   2.09388        6.32805                 NaN   7.32652        41.4140        40.0251                 NaN
  1143.14        500.000        2.81240                 NaN            NaN   2.09388        6.32805                 NaN   7.32652        41.4140        40.0251                 NaN
  1141.75        500.000        2.78003                 NaN            NaN   2.15599        6.29401                 NaN   7.33950        41.4097        40.0207                 NaN
  1140.36        500.000        2.78003                 NaN            NaN   2.15599        6.29401                 NaN   7.33950        41.4097        40.0207                 NaN
  1138.97        500.000                 NaN            NaN            NaN   4.72035        6.12955                 NaN   7.45808        41.4961        39.3084       0.887555     
  1137.58        500.000                 NaN            NaN            NaN   4.72040        6.12948                 NaN   7.45808        41.4961        39.3084       0.887561     
  1136.19        500.000                 NaN            NaN            NaN   4.64356        6.27244                 NaN   7.47513        41.4400        39.2929       0.875957     
  1134.80        500.000                 NaN            NaN            NaN   4.73927        6.10681                 NaN   7.46281        41.4888        39.3155       0.886867     
  1133.41        500.000                 NaN            NaN            NaN   4.73927        6.10681                 NaN   7.46281        41.4888        39.3155       0.886867     
  1132.02        500.000                 NaN            NaN            NaN   4.73927        6.10681                 NaN   7.46281        41.4888        39.3155       0.886866     
  1130.63        500.000                 NaN            NaN            NaN   4.73927        6.10681                 NaN   7.46281        41.4888        39.3155       0.886867     
  1129.24        500.000                 NaN            NaN            NaN   4.73927        6.10681                 NaN   7.46281        41.4888        39.3155       0.886867     
  1127.85        500.000                 NaN            NaN            NaN   4.73927        6.10681                 NaN   7.46281        41.4888        39.3155       0.886867     
  1126.46        500.000                 NaN            NaN            NaN   4.69170        6.20503                 NaN   7.47999        41.4352        39.3098       0.878270     
  1125.07        500.000                 NaN            NaN            NaN   4.71801        6.14594                 NaN   7.48703        41.4424        39.3203       0.886381     
  1123.68        500.000                 NaN            NaN            NaN   4.72407        6.12974                 NaN   7.48185        41.4550        39.3202       0.889172     
  1122.29        500.000                 NaN            NaN            NaN   4.72757        6.12447                 NaN   7.47992        41.4578        39.3205       0.889743     
  1120.90        500.000                 NaN            NaN            NaN   4.78412        6.05396                 NaN   7.48221        41.4528        39.3390       0.887878     
  1119.51        500.000                 NaN            NaN            NaN   4.79122        6.04168                 NaN   7.48213        41.4551        39.3411       0.888776     
  1118.12        500.000                 NaN            NaN            NaN   4.79122        6.04168                 NaN   7.48213        41.4551        39.3411       0.888776     
  1116.73        500.000                 NaN            NaN            NaN   4.79122        6.04168                 NaN   7.48213        41.4551        39.3411       0.888776     
  1115.35        500.000                 NaN            NaN            NaN   4.77012        6.06785                 NaN   7.48484        41.4535        39.3344       0.889234     
  1113.96        500.000                 NaN            NaN            NaN   4.80235        6.02719                 NaN   7.48439        41.4513        39.3452       0.889581     
  1112.57        500.000                 NaN            NaN            NaN   4.79122        6.04168                 NaN   7.48213        41.4551        39.3411       0.888776     
  1111.18        500.000                 NaN            NaN            NaN   4.79122        6.04168                 NaN   7.48213        41.4551        39.3411       0.888776     
  1109.79        500.000                 NaN            NaN            NaN   4.79122        6.04168                 NaN   7.48213        41.4551        39.3411       0.888775     
  1108.40        500.000                 NaN            NaN            NaN   5.09894        1.95891        3.51118        7.41972        41.6967        39.3905       0.924072     
  1107.01        500.000                 NaN            NaN            NaN   4.79122        6.04168                 NaN   7.48213        41.4551        39.3411       0.888776     
  1105.62        500.000                 NaN            NaN            NaN   4.79122        6.04168                 NaN   7.48213        41.4551        39.3411       0.888776     
  1104.23        500.000                 NaN            NaN            NaN   4.79122        6.04168                 NaN   7.48213        41.4551        39.3411       0.888776     
  1102.84        500.000                 NaN            NaN            NaN   4.79122        6.04168                 NaN   7.48213        41.4551        39.3411       0.888776     
  1101.45        500.000                 NaN            NaN            NaN   4.86941        5.94382                 NaN   7.49979        41.4222        39.3745       0.890284     
  1100.06        500.000                 NaN            NaN            NaN   4.86941        5.94382                 NaN   7.49979        41.4222        39.3745       0.890284     
  1098.67        500.000                 NaN            NaN            NaN   4.86941        5.94382                 NaN   7.49979        41.4222        39.3745       0.890284     
  1097.28        500.000                 NaN            NaN            NaN   4.85571        5.95069                 NaN   7.48717        41.4454        39.3668       0.894228     
  1095.89        500.000                 NaN            NaN            NaN   4.81776        6.03277                 NaN   7.49697        41.4119        39.3570       0.883600     
  1094.50        500.000                 NaN            NaN            NaN   4.86941        5.94382                 NaN   7.49979        41.4222        39.3745       0.890284     
  1093.11        500.000                 NaN            NaN            NaN   4.86941        5.94382                 NaN   7.49979        41.4222        39.3745       0.890284     
  1091.72        500.000                 NaN            NaN            NaN   4.86941        5.94382                 NaN   7.49979        41.4222        39.3745       0.890284     
  1090.33        500.000                 NaN            NaN            NaN   4.86941        5.94382                 NaN   7.49979        41.4222        39.3745       0.890284     
  1088.94        500.000                 NaN            NaN            NaN   4.86941        5.94382                 NaN   7.49979        41.4222        39.3745       0.890284     
  1087.55        500.000                 NaN            NaN            NaN   4.86941        5.94382                 NaN   7.49979        41.4222        39.3745       0.890284     
  1086.16        500.000                 NaN            NaN            NaN   4.86941        5.94382                 NaN   7.49979        41.4222        39.3745       0.890284     
  1084.77        500.000                 NaN            NaN            NaN   4.86941        5.94382                 NaN   7.49979        41.4222        39.3745       0.890284     
  1083.38        500.000                 NaN            NaN            NaN   4.86941        5.94382                 NaN   7.49979        41.4222        39.3745       0.890284     
  1081.99        500.000                 NaN            NaN            NaN   4.86941        5.94382                 NaN   7.49979        41.4222        39.3745       0.890284     
  1080.60        500.000                 NaN            NaN            NaN   4.86941        5.94382                 NaN   7.49979        41.4222        39.3745       0.890284     
  1079.21        500.000                 NaN            NaN            NaN   4.87451        5.95793                 NaN   7.50740        41.3945        39.3801       0.885546     
  1077.82        500.000                 NaN            NaN            NaN   4.86941        5.94382                 NaN   7.49979        41.4222        39.3745       0.890284     
  1076.43        500.000                 NaN            NaN            NaN   4.89607        5.90284                 NaN   7.50631        41.4145        39.3863       0.893926     
  1075.04        500.000                 NaN            NaN            NaN   4.89607        5.90284                 NaN   7.50631        41.4145        39.3863       0.893926     
  1073.65        500.000                 NaN            NaN            NaN   4.89607        5.90284                 NaN   7.50631        41.4145        39.3863       0.893925     
  1072.26        500.000                 NaN            NaN            NaN   4.94699        5.83654                 NaN   7.51748        41.3967        39.4078       0.894501     
  1070.87        500.000                 NaN            NaN            NaN   4.94699        5.83654                 NaN   7.51748        41.3967        39.4078       0.894501     
  1069.48        500.000                 NaN            NaN            NaN   4.94697        5.83673                 NaN   7.51751        41.3965        39.4078       0.894464     
  1068.10        500.000                 NaN            NaN            NaN   4.94699        5.83655                 NaN   7.51748        41.3967        39.4078       0.894500     
  1066.71        500.000                 NaN            NaN            NaN   4.94699        5.83654                 NaN   7.51748        41.3967        39.4078       0.894501     
  1065.32        500.000                 NaN            NaN            NaN   4.94699        5.83654                 NaN   7.51748        41.3967        39.4078       0.894501     
  1063.93        500.000                 NaN            NaN            NaN   4.94699        5.83654                 NaN   7.51748        41.3967        39.4078       0.894501     
  1062.54        500.000                 NaN            NaN            NaN   4.94699        5.83654                 NaN   7.51748        41.3967        39.4078       0.894501     
  1061.15        500.000                 NaN            NaN            NaN   4.94699        5.83654                 NaN   7.51748        41.3967        39.4078       0.894501     
  1059.76        500.000                 NaN            NaN            NaN   4.94699        5.83654                 NaN   7.51748        41.3967        39.4078       0.894501     
  1058.37        500.000                 NaN            NaN            NaN   4.93625        5.87893                 NaN   7.52126        41.3691        39.4070       0.887384     
  1056.98        500.000                 NaN            NaN            NaN   4.94699        5.83654                 NaN   7.51748        41.3967        39.4078       0.894501     
  1055.59        500.000                 NaN            NaN            NaN   4.94699        5.83655                 NaN   7.51748        41.3967        39.4078       0.894500     
  1054.20        500.000                 NaN            NaN            NaN   4.94817        5.86351                 NaN   7.52481        41.3636        39.4122       0.887716     
  1052.81        500.000                 NaN            NaN            NaN   4.95153        5.86037                 NaN   7.52550        41.3607        39.4142       0.887694     
  1051.42        500.000                 NaN            NaN            NaN   4.97332        5.82131                 NaN   7.51974        41.3794        39.4167       0.889458     
  1050.03        500.000                 NaN            NaN            NaN   4.95964        5.84776                 NaN   7.52630        41.3610        39.4171       0.888194     
  1048.64        500.000                 NaN            NaN            NaN   4.96297        5.84455                 NaN   7.52761        41.3577        39.4190       0.888152     
  1047.25        500.000                 NaN            NaN            NaN   4.99921        5.77384                 NaN   7.52177        41.3849        39.4263       0.894067     
  1045.86        500.000                 NaN            NaN            NaN   4.99933        5.77359                 NaN   7.52174        41.3850        39.4263       0.894088     
  1044.47        500.000                 NaN            NaN            NaN   4.99933        5.77359                 NaN   7.52174        41.3850        39.4263       0.894088     
  1043.08        500.000                 NaN            NaN            NaN   4.99933        5.77359                 NaN   7.52174        41.3850        39.4263       0.894088     
  1041.69        500.000                 NaN            NaN            NaN   4.99931        5.77364                 NaN   7.52175        41.3849        39.4263       0.894083     
  1040.30        500.000                 NaN            NaN            NaN   4.99931        5.77365                 NaN   7.52176        41.3849        39.4263       0.894081     
  1038.91        500.000                 NaN            NaN            NaN   4.99924        5.77391                 NaN   7.52184        41.3846        39.4263       0.894046     
  1037.52        500.000                 NaN            NaN            NaN   4.99933        5.77359                 NaN   7.52174        41.3850        39.4263       0.894088     
  1036.13        500.000                 NaN            NaN            NaN   4.99933        5.77359                 NaN   7.52174        41.3850        39.4263       0.894088     
  1034.74        500.000                 NaN            NaN            NaN   5.02403        5.74521                 NaN   7.52941        41.3686        39.4386       0.894187     
  1033.35        500.000                 NaN            NaN            NaN   5.02404        5.74520                 NaN   7.52941        41.3686        39.4386       0.894188     
  1031.96        500.000                 NaN            NaN            NaN   5.02404        5.74520                 NaN   7.52941        41.3686        39.4386       0.894188     
  1030.57        500.000                 NaN            NaN            NaN   5.02401        5.74528                 NaN   7.52943        41.3685        39.4386       0.894179     
  1029.18        500.000                 NaN            NaN            NaN   5.02404        5.74520                 NaN   7.52941        41.3686        39.4386       0.894188     
  1027.79        500.000                 NaN            NaN            NaN   5.02404        5.74520                 NaN   7.52941        41.3686        39.4386       0.894188     
  1026.40        500.000                 NaN            NaN            NaN   5.02404        5.74520                 NaN   7.52941        41.3686        39.4386       0.894188     
  1025.01        500.000                 NaN            NaN            NaN   5.02407        5.74518                 NaN   7.52942        41.3685        39.4386       0.894187     
  1023.62        500.000                 NaN            NaN            NaN   5.04763        5.71883                 NaN   7.53644        41.3525        39.4503       0.894323     
  1022.24        500.000                 NaN            NaN            NaN   5.04774        5.71860                 NaN   7.53638        41.3527        39.4503       0.894343     
  1020.85        500.000                 NaN            NaN            NaN   5.02882        5.76826                 NaN   7.55045        41.3107        39.4528       0.888963     
  1019.46        500.000                 NaN            NaN            NaN   5.03175        5.76506                 NaN   7.55162        41.3083        39.4544       0.888943     
  1018.07        500.000                 NaN            NaN            NaN   5.04754        5.71926                 NaN   7.53664        41.3519        39.4504       0.894265     
  1016.68        500.000                 NaN            NaN            NaN   5.04769        5.71879                 NaN   7.53647        41.3524        39.4503       0.894320     
  1015.29        500.000                 NaN            NaN            NaN   5.04770        5.71880                 NaN   7.53650        41.3524        39.4503       0.894316     
  1013.90        500.000                 NaN            NaN            NaN   5.04741        5.72095                 NaN   7.53794        41.3487        39.4510       0.893986     
  1012.51        500.000                 NaN            NaN            NaN   5.03704        5.75895                 NaN   7.55547        41.3019        39.4573       0.889358     
  1011.12        500.000                 NaN            NaN            NaN   5.04947        5.74536                 NaN   7.55883        41.2931        39.4642       0.889062     
  1009.73        500.000                 NaN            NaN            NaN   5.05162        5.74356                 NaN   7.56036        41.2897        39.4658       0.888995     
  1008.34        500.000                 NaN            NaN            NaN   5.07661        5.69156                 NaN   7.55183        41.3178        39.4687       0.893483     
  1006.95        500.000                 NaN            NaN            NaN   5.07979        5.68450                 NaN   7.55042        41.3223        39.4688       0.894138     
  1005.56        500.000                 NaN            NaN            NaN   5.06066        5.73260                 NaN   7.56510        41.2817        39.4705       0.889438     
  1004.17        500.000                 NaN            NaN            NaN   5.08765        5.67943                 NaN   7.55662        41.3061        39.4760       0.894238     
  1002.78        500.000                 NaN            NaN            NaN   5.08765        5.67943                 NaN   7.55662        41.3061        39.4760       0.894238     
  1001.39        500.000                 NaN            NaN            NaN   5.08765        5.67942                 NaN   7.55662        41.3061        39.4760       0.894238     
  1000.00        500.000                 NaN            NaN            NaN   5.08765        5.67942                 NaN   7.55662        41.3061        39.4760       0.894238     
