|6.6.6
Archiving\03_Data\eqfrac/QFM_m4/GRV/GRV_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1318.25        2500.00        98.8706                 NaN            NaN  0.176970                 NaN  0.590098                 NaN            NaN            NaN  0.303740       0.586402E-001            NaN            NaN
  1316.75        2500.00        98.8834                 NaN            NaN  0.173160                 NaN  0.586162                 NaN            NaN            NaN  0.299941       0.573460E-001            NaN            NaN
  1315.26        2500.00        98.8975                 NaN            NaN  0.172366                 NaN  0.577838                 NaN            NaN            NaN  0.296087       0.562487E-001            NaN            NaN
  1313.76        2500.00        98.9105                 NaN            NaN  0.169836                 NaN  0.572092                 NaN            NaN            NaN  0.292458       0.550903E-001            NaN            NaN
  1312.27        2500.00        98.9231                 NaN            NaN  0.163029                 NaN  0.571434                 NaN            NaN            NaN  0.288745       0.537113E-001            NaN            NaN
  1310.77        2500.00        98.9338                 NaN            NaN  0.162204                 NaN  0.566039                 NaN            NaN            NaN  0.285381       0.525853E-001            NaN            NaN
  1309.28        2500.00        98.9458                 NaN            NaN  0.160245                 NaN  0.560473                 NaN            NaN            NaN  0.281987       0.515382E-001            NaN            NaN
  1307.79        2500.00        98.9578                 NaN            NaN  0.157235                 NaN  0.555964                 NaN            NaN            NaN  0.278586       0.503750E-001            NaN            NaN
  1306.29        2500.00        99.1231                 NaN            NaN  0.116684                 NaN  0.477500                 NaN            NaN            NaN  0.238314       0.443667E-001            NaN            NaN
  1304.80        2500.00        98.8172                 NaN            NaN  0.181468                 NaN  0.638439                 NaN            NaN            NaN  0.310503       0.523860E-001            NaN            NaN
  1303.30        2500.00        98.9915                 NaN            NaN  0.146780                 NaN  0.546039                 NaN            NaN            NaN  0.268722       0.470047E-001            NaN            NaN
  1301.81        2500.00        85.6182                 NaN            NaN  0.977857                 NaN   3.56111                 NaN            NaN            NaN   1.98503       0.485447        7.37234                 NaN
  1300.32        2500.00        71.2779                 NaN            NaN   1.92010                 NaN   6.87946                 NaN            NaN            NaN   3.81880       0.930430        15.1733                 NaN
  1298.82        2500.00        74.5468                 NaN            NaN   1.72797                 NaN   6.21379                 NaN            NaN            NaN   3.39237       0.803676        13.3154                 NaN
  1297.33        2500.00        77.5507                 NaN            NaN   1.52434                 NaN   5.60152                 NaN            NaN            NaN   3.00000       0.691929        11.6315                 NaN
  1295.83        2500.00        80.1966                 NaN            NaN   1.32423                 NaN   5.06463                 NaN            NaN            NaN   2.65389       0.596465        10.1642                 NaN
  1294.34        2500.00        80.2028                 NaN            NaN   1.26460                 NaN   5.16261                 NaN            NaN            NaN   2.66195       0.592213        10.1158                 NaN
  1292.85        2500.00        86.9955                 NaN            NaN  0.824654                 NaN   3.51476                 NaN            NaN            NaN   1.75169       0.372717        6.54067                 NaN
  1291.35        2500.00        86.4299                 NaN            NaN  0.878861                 NaN   3.64468                 NaN            NaN            NaN   1.83477       0.390921        6.82090                 NaN
  1289.86        2500.00        87.5175                 NaN            NaN  0.741358                 NaN   3.50213                 NaN            NaN            NaN   1.69012       0.349282        6.19958                 NaN
  1288.36        2500.00        88.2398                 NaN            NaN  0.669913                 NaN   3.36756                 NaN            NaN            NaN   1.59890       0.325650        5.79817                 NaN
  1286.87        2500.00        86.3940                 NaN            NaN  0.883045                 NaN   3.55707                 NaN            NaN            NaN   1.87952       0.387927        6.89846                 NaN
  1285.38        2500.00        94.2343                 NaN            NaN  0.286298                 NaN   1.73196                 NaN            NaN            NaN  0.789661       0.180810        2.77699                 NaN
  1283.88        2500.00        77.7461                 NaN            NaN  0.602255                 NaN   7.07406                 NaN            NaN            NaN   3.19189       0.532438        10.8533                 NaN
  1282.39        2500.00        99.9998                 NaN            NaN  0.116564E-004            NaN  0.483911E-004            NaN            NaN            NaN  0.208930E-004  0.328849E-005  0.688416E-004            NaN
  1280.89        2500.00        89.9193                 NaN            NaN  0.300926                 NaN   3.26484                 NaN            NaN            NaN   1.37723       0.260349        4.87731                 NaN
  1279.40        2500.00        90.2941                 NaN            NaN  0.227334                 NaN   2.87296                 NaN            NaN            NaN   1.38426       0.258693        4.96268                 NaN
  1277.90        2500.00        93.9612                 NaN            NaN            NaN            NaN   1.82926                 NaN            NaN            NaN  0.888813       0.168900        3.15182                 NaN
  1276.41        2500.00        73.5817        23.7663                 NaN            NaN            NaN  0.347366                 NaN            NaN            NaN  0.499170       0.106213        1.69923                 NaN
  1274.92        2500.00        98.7793                 NaN            NaN            NaN            NaN   1.22066                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1273.42        2500.00        97.7885       0.142804E-005            NaN            NaN            NaN   1.06327                 NaN            NaN            NaN  0.301030                 NaN  0.847242                 NaN
  1271.93        2500.00        96.1814                 NaN            NaN            NaN            NaN   1.56616                 NaN            NaN            NaN  0.507177       0.677865E-001   1.67744                 NaN
  1270.43        2500.00        96.2913                 NaN            NaN            NaN            NaN  0.411382        1.08466                 NaN            NaN  0.498793       0.697424E-001   1.64409                 NaN
  1268.94        2500.00        94.8883                 NaN            NaN            NaN            NaN   2.28939                 NaN            NaN            NaN  0.656630       0.793643E-001   2.08633                 NaN
  1267.45        2500.00        93.7223                 NaN            NaN            NaN            NaN   2.51832                 NaN            NaN            NaN  0.810375       0.118087        2.83090                 NaN
  1265.95        2500.00        92.4452                 NaN            NaN            NaN            NaN   3.65884                 NaN            NaN            NaN   1.01318       0.646752E-001   2.81806                 NaN
  1264.46        2500.00        92.2285                 NaN            NaN            NaN            NaN   3.42923                 NaN            NaN            NaN  0.984975       0.129056        3.22826                 NaN
  1262.96        2500.00        97.0128                 NaN            NaN            NaN            NaN   1.09545                 NaN            NaN            NaN  0.395181       0.970297E-001   1.39956                 NaN
  1261.47        2500.00        96.6555                 NaN            NaN            NaN            NaN   1.23131                 NaN            NaN            NaN  0.425030       0.821735E-001   1.60599                 NaN
  1259.98        2500.00        93.9580                 NaN            NaN            NaN            NaN   1.66562                 NaN            NaN            NaN  0.800015       0.237623        3.33878                 NaN
  1258.48        2500.00        94.3623                 NaN            NaN            NaN            NaN   1.50099                 NaN            NaN            NaN  0.801487       0.151987        3.18327                 NaN
  1256.99        2500.00        98.9632                 NaN            NaN            NaN            NaN   1.03158                 NaN            NaN            NaN            NaN  0.521499E-002            NaN            NaN
  1255.49        2500.00        99.0715                 NaN            NaN            NaN            NaN  0.554141                 NaN            NaN            NaN  0.208572                 NaN  0.165824                 NaN
  1254.00        2500.00        96.3287                 NaN            NaN            NaN            NaN   1.43506                 NaN            NaN            NaN  0.479389       0.145197E-001   1.74234                 NaN
  1252.50        2500.00        98.3406                 NaN            NaN            NaN            NaN  0.367788       0.320128                 NaN            NaN  0.220678       0.512303E-001  0.699594                 NaN
  1251.01        2500.00        97.3942                 NaN            NaN            NaN            NaN  0.986793                 NaN            NaN            NaN  0.348465       0.536258E-001   1.21693                 NaN
  1249.52        2500.00        96.3112                 NaN            NaN            NaN            NaN   1.05906                 NaN            NaN            NaN  0.509566       0.905547E-001   2.02965                 NaN
  1248.02        2500.00        98.3827                 NaN            NaN            NaN            NaN  0.871987                 NaN            NaN            NaN  0.205601       0.247041E-001  0.514977                 NaN
  1246.53        2500.00        97.4864                 NaN            NaN            NaN            NaN  0.870864                 NaN            NaN            NaN  0.343384       0.539943E-001   1.24537                 NaN
  1245.03        2500.00        95.6077                 NaN            NaN            NaN            NaN   1.01369       0.413010                 NaN            NaN  0.610077       0.100270        2.25526                 NaN
  1243.54        2500.00        97.9097                 NaN            NaN            NaN            NaN  0.586430       0.163438                 NaN            NaN  0.278342       0.469799E-001   1.01506                 NaN
  1242.05        2500.00        52.8680                 NaN            NaN            NaN            NaN   5.89257       0.708707                 NaN            NaN   3.89448       0.589055        19.9935        16.0537     
  1240.55        2500.00        89.0990                 NaN            NaN            NaN            NaN   1.42136        1.13033                 NaN            NaN   1.09433       0.113587        4.41221        2.72918     
  1239.06        2500.00        93.3112                 NaN            NaN            NaN            NaN   5.13944                 NaN            NaN            NaN   1.54937                 NaN            NaN            NaN
  1237.56        2500.00        76.0735                 NaN            NaN  0.857336                 NaN            NaN            NaN            NaN            NaN   1.28804       0.367228        13.0221        8.39181     
  1236.07        2500.00        92.6415                 NaN            NaN            NaN            NaN   1.05440        4.15163                 NaN            NaN   1.70520       0.278011E-001            NaN  0.419468     
  1234.58        2500.00        63.5114                 NaN            NaN            NaN            NaN   3.64064                 NaN            NaN            NaN   2.36143       0.412734        18.3844        11.6894     
  1233.08        2500.00        83.5168                 NaN            NaN            NaN            NaN  0.729510        6.35377                 NaN            NaN   2.60013       0.317220E-001   4.13208        2.63603     
  1231.59        2500.00        85.4193                 NaN            NaN            NaN            NaN  0.778975        1.59246                 NaN            NaN   1.18771       0.164831        7.14227        3.71445     
  1230.09        2500.00                 NaN            NaN            NaN            NaN            NaN   6.15173        9.13578                 NaN            NaN   8.17403        1.11546        43.7269        31.6961     
  1228.60        2500.00                 NaN            NaN            NaN            NaN            NaN   6.18450        9.10394                 NaN            NaN   8.17493        1.11513        43.7252        31.6963     
  1227.10        2500.00                 NaN            NaN            NaN            NaN            NaN   4.63783        10.7531                 NaN            NaN   8.26876        1.08240        43.5456        31.7123     
  1225.61        2500.00                 NaN            NaN            NaN            NaN            NaN   6.55966        8.80029       0.197143E-004            NaN   8.19672        1.11521        43.6089        31.7192     
  1224.12        2500.00                 NaN            NaN            NaN            NaN            NaN   6.53433        8.82728       0.417987E-004            NaN   8.19849        1.11460        43.6057        31.7195     
  1222.62        2500.00                 NaN            NaN            NaN            NaN            NaN   9.54409        5.61515       0.806020E-003            NaN   8.07420        1.15720        43.9312        31.6774     
  1221.13        2500.00                 NaN            NaN            NaN            NaN            NaN   4.38216        11.0169                 NaN            NaN   8.28309        1.07871        43.5257        31.7135     
  1219.63        2500.00                 NaN            NaN            NaN            NaN            NaN   3.35785        12.0580                 NaN            NaN   8.25489        1.08376        43.5258        31.7197     
  1218.14        2500.00                 NaN            NaN            NaN            NaN            NaN   15.3835                 NaN            NaN            NaN   8.29079        1.08326        43.5322        31.7102     
  1216.65        2500.00                 NaN            NaN            NaN            NaN            NaN   2.91702        12.4822                 NaN            NaN   8.31058        1.07693        43.5002        31.7130     
  1215.15        2500.00                 NaN            NaN            NaN            NaN            NaN   15.4094                 NaN            NaN            NaN   8.30002        1.07428        43.5012        31.7151     
  1213.66        2500.00                 NaN            NaN            NaN            NaN            NaN   6.12637        9.17843                 NaN            NaN   8.19208        1.10941        43.6946        31.6992     
  1212.16        2500.00                 NaN            NaN            NaN            NaN            NaN   6.17425        9.13109                 NaN            NaN   8.19257        1.10919        43.6936        31.6993     
  1210.67        2500.00                 NaN            NaN            NaN            NaN            NaN   5.71366        9.60291                 NaN            NaN   8.20494        1.10536        43.6722        31.7009     
  1209.18        2500.00                 NaN            NaN            NaN            NaN            NaN   5.80232        9.51408                 NaN            NaN   8.20460        1.10539        43.6727        31.7009     
  1207.68        2500.00                 NaN            NaN            NaN            NaN            NaN  0.155553E-005   15.3890                 NaN            NaN   8.32406        1.07557        43.5015        31.7099     
  1206.19        2500.00                 NaN            NaN            NaN            NaN            NaN   15.4091                 NaN            NaN            NaN   8.32095        1.07114        43.4852        31.7136     
  1204.69        2500.00                 NaN            NaN            NaN            NaN            NaN   2.48457        12.9467                 NaN            NaN   8.33233        1.06375        43.4542        31.7184     
  1203.20        2500.00                 NaN            NaN            NaN  0.903388                 NaN   3.95877        10.0132                 NaN            NaN   8.15975        1.16447        43.8646        31.9358     
  1201.70        2500.00                 NaN            NaN            NaN            NaN            NaN   4.62529        10.7512       0.386774E-002            NaN   8.35029        1.07749        43.4827        31.7092     
  1200.21        2500.00                 NaN            NaN            NaN            NaN            NaN   4.63771        10.7457       0.537034E-005            NaN   8.35285        1.07632        43.4777        31.7097     
  1198.72        2500.00                 NaN            NaN            NaN            NaN            NaN   4.62757        10.7585       0.169773E-003            NaN   8.35520        1.07531        43.4730        31.7102     
  1197.22        2500.00                 NaN            NaN            NaN            NaN            NaN   6.12377        9.19231       0.165336E-005            NaN   8.20561        1.11366        43.6606        31.7041     
  1195.73        2500.00                 NaN            NaN            NaN            NaN            NaN   4.73262        10.6697       0.512459E-003            NaN   8.36455        1.06864        43.4519        31.7121     
  1194.23        2500.00                 NaN            NaN            NaN            NaN            NaN   4.82194        10.5844       0.397125E-003            NaN   8.36671        1.06824        43.4448        31.7136     
  1192.74        2500.00                 NaN            NaN            NaN            NaN            NaN   4.75101        10.6590       0.503881E-003            NaN   8.37055        1.06647        43.4383        31.7142     
  1191.25        2500.00                 NaN            NaN            NaN            NaN            NaN   4.26576        11.1508       0.557454E-004            NaN   8.37387        1.06416        43.4304        31.7150     
  1189.75        2500.00                 NaN            NaN            NaN            NaN            NaN   4.52146        10.8885       0.779951E-005            NaN   8.37196        1.06675        43.4370        31.7144     
  1188.26        2500.00                 NaN            NaN            NaN            NaN            NaN   5.51540        9.88465       0.306642E-003            NaN   8.35862        1.07233        43.4562        31.7125     
  1186.76        2500.00                 NaN            NaN            NaN            NaN            NaN   6.37215        8.95694                 NaN            NaN   8.21390        1.10102        43.6522        31.7038     
  1185.27        2500.00                 NaN            NaN            NaN            NaN            NaN   5.04701        10.3781       0.367436E-005            NaN   8.34469        1.06373        43.4491        31.7173     
  1183.78        2500.00                 NaN            NaN            NaN            NaN            NaN   5.18371        10.2440       0.321739E-005            NaN   8.34790        1.06269        43.4439        31.7178     
  1182.28        2500.00                 NaN            NaN            NaN            NaN            NaN   6.82855        8.47799       0.162237E-004            NaN   8.19692        1.10895        43.6871        31.7005     
  1180.79        2500.00                 NaN            NaN            NaN            NaN            NaN   5.25868        10.1642                 NaN            NaN   8.35015        1.06396        43.4461        31.7169     
  1179.29        2500.00                 NaN            NaN            NaN            NaN            NaN   6.60561        8.72641                 NaN            NaN   8.21450        1.10017        43.6486        31.7047     
  1177.80        2500.00                 NaN            NaN            NaN            NaN            NaN   4.76817        10.6609                 NaN            NaN   8.35879        1.06122        43.4331        31.7178     
  1176.31        2500.00                 NaN            NaN            NaN            NaN            NaN   4.93478        10.5055       0.165782E-005            NaN   8.36594        1.05725        43.4168        31.7197     
  1174.81        2500.00                 NaN            NaN            NaN            NaN            NaN   6.57864        8.75913                 NaN            NaN   8.21987        1.09818        43.6385        31.7057     
  1173.32        2500.00                 NaN            NaN            NaN            NaN            NaN   6.74555        8.58960                 NaN            NaN   8.21605        1.09918        43.6442        31.7054     
  1171.82        2500.00                 NaN            NaN            NaN            NaN            NaN   4.62793        10.8123                 NaN            NaN   8.37333        1.05659        43.4104        31.7195     
  1170.33        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58467        10.8584       0.714480E-005            NaN   8.37716        1.05536        43.4044        31.7200     
  1168.83        2500.00                 NaN            NaN            NaN            NaN            NaN   4.07608        11.3714                 NaN            NaN   8.40099        1.05275        43.3780        31.7207     
  1167.34        2500.00                 NaN            NaN            NaN            NaN            NaN   6.81008        8.51435                 NaN            NaN   8.21143        1.10309        43.6572        31.7039     
  1165.85        2500.00                 NaN            NaN            NaN            NaN            NaN   6.82838        8.49733                 NaN            NaN   8.21223        1.10269        43.6552        31.7041     
  1164.35        2500.00                 NaN            NaN            NaN            NaN            NaN   4.56345        10.8998       0.125929E-005            NaN   8.39626        1.04757        43.3695        31.7234     
  1162.86        2500.00                 NaN            NaN            NaN            NaN            NaN   4.55348        10.9125       0.198249E-005            NaN   8.39974        1.04643        43.3640        31.7238     
  1161.36        2500.00                 NaN            NaN            NaN            NaN            NaN   6.90470        8.42429                 NaN            NaN   8.21392        1.10170        43.6505        31.7049     
  1159.87        2500.00                 NaN            NaN            NaN            NaN            NaN   6.94174        8.38801                 NaN            NaN   8.21375        1.10141        43.6500        31.7051     
  1158.38        2500.00                 NaN            NaN            NaN            NaN            NaN   6.95424        8.37696                 NaN            NaN   8.21492        1.10104        43.6474        31.7054     
  1156.88        2500.00                 NaN            NaN            NaN            NaN            NaN   6.96833        8.36431                 NaN            NaN   8.21580        1.10059        43.6453        31.7057     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   6.98624        8.34773                 NaN            NaN   8.21654        1.10019        43.6433        31.7060     
  1153.89        2500.00                 NaN            NaN            NaN            NaN            NaN   7.00836        8.32682                 NaN            NaN   8.21710        1.09983        43.6416        31.7063     
  1152.40        2500.00                 NaN            NaN            NaN            NaN            NaN   7.03154        8.30478                 NaN            NaN   8.21765        1.09949        43.6400        31.7065     
  1150.91        2500.00                 NaN            NaN            NaN            NaN            NaN   7.02872        8.30959                 NaN            NaN   8.21910        1.09886        43.6368        31.7069     
  1149.41        2500.00                 NaN            NaN            NaN            NaN            NaN   4.87727        10.5982                 NaN            NaN   8.42904        1.04051        43.3301        31.7249     
  1147.92        2500.00                 NaN            NaN            NaN            NaN            NaN   4.51834        10.9747       0.236091E-005            NaN   8.43362        1.03505        43.3100        31.7283     
  1146.42        2500.00                 NaN            NaN            NaN            NaN            NaN   4.70677        10.7739                 NaN            NaN   8.43370        1.03860        43.3205        31.7266     
  1144.93        2500.00                 NaN            NaN            NaN            NaN            NaN   4.68444        10.8050                 NaN            NaN   8.43264        1.03733        43.3126        31.7280     
  1143.43        2500.00                 NaN            NaN            NaN            NaN            NaN   3.97412        11.5334                 NaN            NaN   8.44937        1.02930        43.2833        31.7305     
  1141.94        2500.00                 NaN            NaN            NaN            NaN            NaN   3.44180        12.0933                 NaN            NaN   8.46044        1.02700        43.2363        31.7411     
  1140.45        2500.00                 NaN            NaN            NaN            NaN            NaN   4.42954        11.0684       0.187467E-005            NaN   8.44981        1.03419        43.2894        31.7287     
  1138.95        2500.00                 NaN            NaN            NaN            NaN            NaN   3.34142        12.2026                 NaN            NaN   8.46931        1.02380        43.2197        31.7431     
  1137.46        2500.00                 NaN            NaN            NaN            NaN            NaN   3.37109        12.1629                 NaN            NaN   8.46980        1.02846        43.2264        31.7414     
  1135.96        2500.00                 NaN            NaN            NaN            NaN            NaN   7.18473        8.16764                 NaN            NaN   8.22688        1.09458        43.6163        31.7099     
  1134.47        2500.00                 NaN            NaN            NaN            NaN            NaN   7.22754        8.12543                 NaN            NaN   8.22650        1.09451        43.6159        31.7101     
  1132.98        2500.00                 NaN            NaN            NaN            NaN            NaN   3.47092        12.1009                 NaN            NaN   8.47320        1.00844        43.2004        31.7461     
  1131.48        2500.00                 NaN            NaN            NaN            NaN            NaN   1.96066        13.5428                 NaN            NaN   8.53306        1.02609        43.2087        31.7287     
  1129.99        2500.00                 NaN            NaN            NaN            NaN            NaN   3.23836        12.3247                 NaN            NaN   8.48255        1.01335        43.1951        31.7460     
  1128.49        2500.00                 NaN            NaN            NaN            NaN            NaN   2.97696        12.5923                 NaN            NaN   8.48906        1.01016        43.1845        31.7471     
  1127.00        2500.00                 NaN            NaN            NaN            NaN            NaN   7.22292        8.14018                 NaN            NaN   8.23353        1.09131        43.5999        31.7121     
  1125.51        2500.00                 NaN            NaN            NaN            NaN            NaN   2.72277        12.8493                 NaN            NaN   8.49747        1.01197        43.1699        31.7486     
  1124.01        2500.00                 NaN            NaN            NaN            NaN            NaN   3.71987        11.8234                 NaN            NaN   8.50243        1.00716        43.2121        31.7351     
  1122.52        2500.00                 NaN            NaN            NaN            NaN            NaN   6.66213        8.78362                 NaN            NaN   8.39205        1.07197        43.3619        31.7284     
  1121.02        2500.00                 NaN            NaN            NaN            NaN            NaN   14.7147       0.876367                 NaN            NaN   8.52871       0.997629        43.1390        31.7436     
  1119.53        2500.00                 NaN            NaN            NaN            NaN            NaN   3.90035        11.6602       0.328446E-005            NaN   8.50699        1.00780        43.1853        31.7394     
  1118.03        2500.00                 NaN            NaN            NaN            NaN            NaN   3.81687        11.7474       0.801153E-005            NaN   8.51097        1.00625        43.1784        31.7401     
  1116.54        2500.00                 NaN            NaN            NaN            NaN            NaN   4.01079        11.5561       0.319005E-005            NaN   8.51361        1.00522        43.1737        31.7406     
  1115.05        2500.00                 NaN            NaN            NaN            NaN            NaN   3.94700        11.6238       0.314121E-005            NaN   8.51759        1.00367        43.1667        31.7412     
  1113.55        2500.00                 NaN            NaN            NaN            NaN            NaN   7.55389        7.81523                 NaN            NaN   8.23137        1.09018        43.5953        31.7141     
  1112.06        2500.00                 NaN            NaN            NaN            NaN            NaN   8.23099        7.23123                 NaN            NaN   8.31642        1.07779        43.4056        31.7380     
  1110.56        2500.00                 NaN            NaN            NaN            NaN            NaN   4.13636        11.4443                 NaN            NaN   8.52751       0.999743        43.1491        31.7429     
  1109.07        2500.00                 NaN            NaN            NaN            NaN            NaN   7.40297        7.97818                 NaN            NaN   8.24234        1.08601        43.5744        31.7161     
  1107.58        2500.00                 NaN            NaN            NaN            NaN            NaN   8.60738        6.91903       0.619614E-005            NaN   8.48879        1.03223        43.2056        31.7470     
  1106.08        2500.00                 NaN            NaN            NaN            NaN            NaN   4.23154        11.3596       0.703406E-005            NaN   8.53790       0.995589        43.1306        31.7448     
  1104.59        2500.00                 NaN            NaN            NaN            NaN            NaN   4.24776        11.3470       0.692459E-005            NaN   8.54139       0.994179        43.1243        31.7454     
  1103.09        2500.00                 NaN            NaN            NaN            NaN            NaN   4.30801        11.2903       0.705207E-005            NaN   8.54482       0.992784        43.1181        31.7460     
  1101.60        2500.00                 NaN            NaN            NaN            NaN            NaN   7.40725        8.00153                 NaN            NaN   8.25870        1.07653        43.5352        31.7208     
  1100.11        2500.00                 NaN            NaN            NaN            NaN            NaN   4.29013        11.3156                 NaN            NaN   8.55214       0.989805        43.1051        31.7473     
  1098.61        2500.00                 NaN            NaN            NaN            NaN            NaN   7.45019        7.96101                 NaN            NaN   8.25962        1.07589        43.5319        31.7214     
  1097.12        2500.00                 NaN            NaN            NaN            NaN            NaN   7.46943        7.94319                 NaN            NaN   8.26016        1.07550        43.5299        31.7218     
  1095.62        2500.00                 NaN            NaN            NaN            NaN            NaN   7.48991        7.92408                 NaN            NaN   8.26066        1.07511        43.5281        31.7221     
  1094.13        2500.00                 NaN            NaN            NaN            NaN            NaN   7.51288        7.90234                 NaN            NaN   8.26089        1.07482        43.5267        31.7224     
  1092.63        2500.00                 NaN            NaN            NaN            NaN            NaN   5.56580        10.0352                 NaN            NaN   8.60074       0.980680        43.0748        31.7427     
  1091.14        2500.00                 NaN            NaN            NaN            NaN            NaN   8.36431        7.16764       0.284979E-004            NaN   8.44202        1.03975        43.2417        31.7445     
  1089.65        2500.00                 NaN            NaN            NaN            NaN            NaN   8.35029        7.18567                 NaN            NaN   8.44444        1.03841        43.2359        31.7453     
  1088.15        2500.00                 NaN            NaN            NaN            NaN            NaN   8.17535        7.42427                 NaN            NaN   8.41444        1.00169        43.2286        31.7556     
  1086.66        2500.00                 NaN            NaN            NaN            NaN            NaN   4.73194        10.8576                 NaN            NaN   8.59471       0.987341        43.0853        31.7431     
  1085.16        2500.00                 NaN            NaN            NaN            NaN            NaN   10.4665       0.168678E-004   4.67802       0.122724E-003   8.06948        1.14806        43.9662        31.6716     
  1083.67        2500.00                 NaN            NaN            NaN            NaN            NaN   7.63253        7.77586                 NaN            NaN   8.25496        1.07821        43.5364        31.7221     
  1082.18        2500.00                 NaN            NaN            NaN            NaN            NaN   3.92698        11.7268       0.233128E-005            NaN   8.59781       0.970635        43.0222        31.7556     
  1080.68        2500.00                 NaN            NaN            NaN            NaN            NaN   7.68865        7.72202                 NaN            NaN   8.25499        1.07773        43.5339        31.7228     
  1079.19        2500.00                 NaN            NaN            NaN            NaN            NaN   7.68054        7.73266                 NaN            NaN   8.25662        1.07687        43.5302        31.7231     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   10.5201       0.166985E-004   4.62023       0.143278E-003   8.07339        1.14976        43.9610        31.6754     
  1076.20        2500.00                 NaN            NaN            NaN            NaN            NaN   3.57903        12.1036                 NaN            NaN   8.60814       0.964858        42.9800        31.7643     
  1074.71        2500.00                 NaN            NaN            NaN            NaN            NaN   3.57845        12.1085                 NaN            NaN   8.61135       0.963367        42.9731        31.7652     
  1073.21        2500.00                 NaN            NaN            NaN            NaN            NaN   4.23135        11.4436                 NaN            NaN   8.61735       0.962330        42.9859        31.7595     
  1071.72        2500.00                 NaN            NaN            NaN            NaN            NaN   6.61049        9.03306                 NaN            NaN   8.63629       0.973625        42.9917        31.7548     
  1070.22        2500.00                 NaN            NaN            NaN            NaN            NaN   7.91915        7.49609                 NaN            NaN   8.25231        1.07718        43.5309        31.7244     
  1068.73        2500.00                 NaN            NaN            NaN            NaN            NaN   4.47600        11.2110                 NaN            NaN   8.62682       0.957610        42.9670        31.7616     
  1067.23        2500.00                 NaN            NaN            NaN            NaN            NaN   4.50329        11.1847                 NaN            NaN   8.62927       0.957251        42.9635        31.7620     
  1065.74        2500.00                 NaN            NaN            NaN            NaN            NaN   3.69338        12.0175                 NaN            NaN   8.62739       0.947315        42.9484        31.7660     
  1064.25        2500.00                 NaN            NaN            NaN            NaN            NaN   7.96507        7.62660       0.872681E-004            NaN   8.49001        1.01408        43.1488        31.7553     
  1062.75        2500.00                 NaN            NaN            NaN            NaN            NaN   4.21311        11.4802       0.446546E-003            NaN   8.63718       0.954656        42.9513        31.7631     
  1061.26        2500.00                 NaN            NaN            NaN            NaN            NaN   8.00193        7.42298       0.106281E-004            NaN   8.25600        1.07461        43.5178        31.7266     
  1059.76        2500.00                 NaN            NaN            NaN            NaN            NaN   4.60434        11.1040                 NaN            NaN   8.64713       0.949360        42.9294        31.7657     
  1058.27        2500.00                 NaN            NaN            NaN            NaN            NaN   4.61407        11.1005                 NaN            NaN   8.65223       0.946968        42.9194        31.7667     
  1056.78        2500.00                 NaN            NaN            NaN            NaN            NaN   4.64306        11.0751                 NaN            NaN   8.65580       0.945507        42.9132        31.7674     
  1055.28        2500.00                 NaN            NaN            NaN            NaN            NaN   4.99285        10.7285                 NaN            NaN   8.65690       0.944741        42.9089        31.7681     
  1053.79        2500.00                 NaN            NaN            NaN            NaN            NaN   9.91070        5.71319                 NaN            NaN   8.58274       0.990592        43.0420        31.7607     
  1052.29        2500.00                 NaN            NaN            NaN            NaN            NaN   9.81888        5.79039                 NaN            NaN   8.57920       0.986058        43.0718        31.7537     
  1050.80        2500.00                 NaN            NaN            NaN            NaN            NaN   11.1497        4.53394                 NaN            NaN   8.70603       0.943451        42.9036        31.7633     
  1049.31        2500.00                 NaN            NaN            NaN            NaN            NaN   10.8008        4.84054                 NaN            NaN   8.66578       0.962501        42.9777        31.7527     
  1047.81        2500.00                 NaN            NaN            NaN            NaN            NaN   9.85933        5.75598                 NaN            NaN   8.58482       0.986134        43.0592        31.7545     
  1046.32        2500.00                 NaN            NaN            NaN            NaN            NaN   8.72250        6.93455                 NaN            NaN   8.59428       0.972510        43.0203        31.7559     
  1044.82        2500.00                 NaN            NaN            NaN            NaN            NaN   10.4926        5.14857                 NaN            NaN   8.67501       0.959121        42.9710        31.7537     
  1043.33        2500.00                 NaN            NaN            NaN            NaN            NaN   10.5490        5.09863                 NaN            NaN   8.67826       0.956787        42.9630        31.7544     
  1041.84        2500.00                 NaN            NaN            NaN            NaN            NaN   9.63365        5.99100                 NaN            NaN   8.59613       0.981415        43.0418        31.7560     
  1040.34        2500.00                 NaN            NaN            NaN            NaN            NaN   9.61354        6.01675                 NaN            NaN   8.59822       0.979204        43.0348        31.7575     
  1038.85        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1735        5.49349                 NaN            NaN   8.66756       0.961444        42.9394        31.7646     
  1037.35        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1593        5.50944                 NaN            NaN   8.67285       0.960240        42.9334        31.7648     
