|6.6.6
Archiving\03_Data\Deqfrac/QFM/YM20/YM20_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        ilm            q             
  1273.28        2500.00        86.1829                 NaN            NaN            NaN   1.48976        1.50993        1.94462       0.696396        8.17641                 NaN            NaN
  1271.76        2500.00        99.9594                 NaN            NaN            NaN            NaN            NaN  0.595697E-002  0.181261E-002  0.328458E-001            NaN            NaN
  1270.24        2500.00        99.8591                 NaN            NaN            NaN  0.469894E-001  0.501546E-002  0.193613E-001            NaN  0.695034E-001            NaN            NaN
  1268.73        2500.00        98.6918                 NaN            NaN            NaN  0.135733       0.143450       0.183964       0.661841E-001  0.778842                 NaN            NaN
  1267.21        2500.00        99.9889                 NaN            NaN            NaN  0.483398E-002            NaN  0.129395E-002            NaN  0.493928E-002            NaN            NaN
  1265.69        2500.00        90.5365                 NaN            NaN            NaN   1.28148       0.859970        1.29784       0.182080        5.63894       0.203219                 NaN
  1264.17        2500.00        92.9245                 NaN            NaN            NaN  0.601380        1.08184        1.03530       0.927829E-001   4.05575       0.208458                 NaN
  1262.65        2500.00        97.4576                 NaN            NaN            NaN  0.293992       0.215369       0.330394       0.796886E-001   1.58215       0.408054E-001            NaN
  1261.13        2500.00        99.0872                 NaN            NaN            NaN  0.125267                 NaN  0.331693E-001            NaN  0.739756       0.146270E-001            NaN
  1259.62        2500.00        93.8377                 NaN            NaN            NaN  0.788166       0.362670       0.911402       0.213569        3.79888       0.876181E-001            NaN
  1258.10        2500.00        97.9868                 NaN            NaN            NaN  0.554155                 NaN  0.293374                 NaN   1.10721       0.584467E-001            NaN
  1256.58        2500.00        96.7219                 NaN            NaN            NaN  0.705087                 NaN  0.520493       0.693926E-002   1.90645       0.139134                 NaN
  1255.06        2500.00        96.8989                 NaN            NaN            NaN  0.866074                 NaN  0.324353       0.468995E-001   1.82557       0.381584E-001            NaN
  1253.54        2500.00        92.9367                 NaN            NaN            NaN  0.797417       0.640909       0.996872       0.201560        4.25979       0.166748                 NaN
  1252.02        2500.00        99.0357                 NaN            NaN            NaN  0.519503E-001  0.198607       0.104435                 NaN  0.581135       0.281823E-001            NaN
  1250.51        2500.00        99.2670                 NaN            NaN            NaN  0.986837E-001            NaN  0.792434E-001            NaN  0.519374       0.356855E-001            NaN
  1248.99        2500.00        95.9502                 NaN            NaN            NaN  0.284551       0.619916       0.631680       0.133389        2.31759       0.626649E-001            NaN
  1247.47        2500.00        96.8480                 NaN            NaN            NaN  0.281749       0.431121       0.428954       0.482199E-001   1.88323       0.787720E-001            NaN
  1245.95        2500.00        98.2163                 NaN            NaN            NaN  0.168393       0.208202       0.242664       0.388174E-001   1.08838       0.372569E-001            NaN
  1244.43        2500.00        98.2666                 NaN            NaN            NaN  0.176971       0.143703       0.213496       0.450793E-001   1.12838       0.257609E-001            NaN
  1242.92        2500.00        97.5266                 NaN            NaN            NaN  0.218178       0.331540       0.352401       0.453621E-001   1.46621       0.596610E-001            NaN
  1241.40        2500.00        97.8027                 NaN            NaN            NaN  0.272416       0.205714       0.308304       0.454285E-001   1.31656       0.488262E-001            NaN
  1239.88        2500.00        97.0025                 NaN            NaN            NaN  0.303308       0.255144       0.370297       0.777860E-001   1.94531       0.456321E-001            NaN
  1238.36        2500.00        99.2224                 NaN            NaN            NaN  0.122799                 NaN  0.109169       0.571397E-001  0.488491                 NaN            NaN
  1236.84        2500.00        96.9413                 NaN            NaN            NaN  0.444619       0.834233E-001  0.408480       0.862481E-001   1.98499       0.509671E-001            NaN
  1235.32        2500.00        97.8662                 NaN            NaN            NaN  0.165942       0.440754       0.325735                 NaN   1.11905       0.823110E-001            NaN
  1233.81        2500.00        98.2908                 NaN            NaN            NaN  0.138502       0.283010E-001  0.182571       0.847937E-001   1.26591       0.907984E-002            NaN
  1232.29        2500.00        98.7565                 NaN            NaN            NaN  0.160700                 NaN  0.106078       0.313360E-001  0.587906       0.253424E-002  0.354934     
  1230.77        2500.00        99.1877                 NaN            NaN            NaN  0.746629E-001            NaN  0.792298E-001  0.320580E-001  0.389043       0.310087E-002  0.234187     
  1229.25        2500.00        98.2449                 NaN            NaN            NaN  0.167083                 NaN  0.178308       0.715337E-001  0.900562       0.993594E-002  0.427713     
  1227.73        2500.00        83.6909                 NaN            NaN            NaN   1.14036       0.530373        1.59392       0.469231        8.10715       0.100796        4.36725     
  1226.21        2500.00        78.3325                 NaN            NaN            NaN   1.40068                 NaN   1.84477       0.725218        10.3354       0.510713E-001   7.31040     
  1224.70        2500.00                 NaN            NaN            NaN            NaN   5.93576                 NaN   8.09813        3.11723        48.4607       0.261839        34.1264     
  1223.18        2500.00                 NaN            NaN            NaN            NaN   5.93748                 NaN   8.10022        3.10984        48.4572       0.268268        34.1270     
  1221.66        2500.00                 NaN            NaN            NaN            NaN   5.94108                 NaN   8.10792        3.10113        48.4478       0.275264        34.1268     
  1220.14        2500.00                 NaN            NaN            NaN            NaN   5.94194                 NaN   8.10525        3.09327        48.4509       0.282018        34.1266     
  1218.62        2500.00                 NaN            NaN            NaN            NaN   5.94360                 NaN   8.10733        3.08601        48.4474       0.288372        34.1273     
  1217.11        2500.00                 NaN            NaN            NaN            NaN   5.94252                 NaN   8.10793        3.08228        48.4434       0.293150        34.1308     
  1215.59        2500.00                 NaN            NaN            NaN            NaN   5.94690                 NaN   8.11144        3.07157        48.4404       0.301044        34.1287     
  1214.07        2500.00                 NaN            NaN            NaN            NaN   5.94849                 NaN   8.11348        3.06442        48.4369       0.307335        34.1294     
  1212.55        2500.00                 NaN            NaN            NaN            NaN   5.94884                 NaN   8.11470        3.05908        48.4331       0.312742        34.1315     
  1211.03        2500.00                 NaN            NaN            NaN            NaN   5.95150                 NaN   8.11751        3.05033        48.4299       0.319803        34.1309     
  1209.51        2500.00                 NaN            NaN            NaN            NaN   5.95320                 NaN   8.11963        3.04308        48.4264       0.326113        34.1316     
  1208.00        2500.00                 NaN            NaN            NaN            NaN   5.95471                 NaN   8.12166        3.03606        48.4229       0.332317        34.1323     
  1206.48        2500.00                 NaN            NaN            NaN            NaN   5.95169                 NaN   8.12284        3.03103        48.4214       0.338237        34.1348     
  1204.96        2500.00                 NaN            NaN            NaN            NaN   5.95775                 NaN   8.12576        3.02203        48.4159       0.344685        34.1339     
  1203.44        2500.00                 NaN            NaN            NaN            NaN   5.95927                 NaN   8.12782        3.01504        48.4124       0.350854        34.1347     
  1201.92        2500.00                 NaN            NaN            NaN            NaN   5.96075                 NaN   8.12986        3.00810        48.4088       0.356987        34.1355     
  1200.41        2500.00                 NaN            NaN            NaN            NaN   5.96217                 NaN   8.13190        3.00124        48.4053       0.363074        34.1363     
  1198.89        2500.00                 NaN            NaN            NaN            NaN   5.96359                 NaN   8.13394        2.99438        48.4018       0.369153        34.1372     
  1197.37        2500.00                 NaN            NaN            NaN            NaN   5.96501                 NaN   8.13599        2.98753        48.3982       0.375220        34.1380     
  1195.85        2500.00                 NaN            NaN            NaN            NaN   5.96639                 NaN   8.13803        2.98071        48.3947       0.381272        34.1389     
  1194.33        2500.00                 NaN            NaN            NaN            NaN   5.96821                 NaN   8.14022        2.97361        48.3911       0.387306        34.1396     
  1192.81        2500.00                 NaN            NaN            NaN            NaN   5.96913                 NaN   8.14215        2.96718        48.3876       0.393247        34.1407     
  1191.30        2500.00                 NaN            NaN            NaN            NaN   5.97073                 NaN   8.14428        2.96028        48.3840       0.399238        34.1415     
  1189.78        2500.00                 NaN            NaN            NaN            NaN   5.95912       0.200493E-001   8.14702        2.95019        48.3791       0.405543        34.1390     
  1188.26        2500.00                 NaN            NaN            NaN            NaN  0.749401E-001   5.92443        8.15149        2.93315        48.3724       0.413543        34.1300     
  1186.74        2500.00                 NaN            NaN            NaN            NaN   5.90836       0.104752        8.15537        2.91978        48.3667       0.420449        34.1246     
  1185.22        2500.00                 NaN            NaN            NaN            NaN   5.88357       0.146541        8.15957        2.90465        48.3605       0.427811        34.1173     
  1183.70        2500.00                 NaN            NaN            NaN            NaN   5.85909       0.188118        8.16380        2.88955        48.3543       0.435122        34.1101     
  1182.19        2500.00                 NaN            NaN            NaN            NaN   5.83836       0.224315        8.16766        2.87564        48.3481       0.442202        34.1037     
  1180.67        2500.00                 NaN            NaN            NaN            NaN   5.81342       0.266705        8.17225        2.85996        48.3422       0.449583        34.0959     
  1179.15        2500.00                 NaN            NaN            NaN            NaN   5.78759       0.311314        8.17657        2.84441        48.3353       0.456717        34.0881     
  1177.63        2500.00                 NaN            NaN            NaN            NaN  0.350985        5.76581        8.18089        2.82896        48.3288       0.464098        34.0804     
  1176.11        2500.00                 NaN            NaN            NaN            NaN  0.393548        5.74193        8.18537        2.81325        48.3223       0.471322        34.0723     
  1174.60        2500.00                 NaN            NaN            NaN            NaN  0.432346        5.71881        8.18953        2.79958        48.3162       0.477794        34.0658     
  1173.08        2500.00                 NaN            NaN            NaN            NaN  0.472286        5.69649        8.19387        2.78468        48.3097       0.484708        34.0583     
  1171.56        2500.00                 NaN            NaN            NaN            NaN   5.67434       0.511931        8.19827        2.76986        48.3033       0.491554        34.0508     
  1170.04        2500.00                 NaN            NaN            NaN            NaN   5.65170       0.555530        8.20303        2.75316        48.2961       0.498879        34.0416     
  1168.52        2500.00                 NaN            NaN            NaN            NaN   5.63078       0.591070        8.20718        2.74023        48.2902       0.505054        34.0355     
  1167.00        2500.00                 NaN            NaN            NaN            NaN  0.631585        5.60932        8.21168        2.72467        48.2834       0.512014        34.0273     
  1165.49        2500.00                 NaN            NaN            NaN            NaN  0.669572        5.58851        8.21607        2.71039        48.2770       0.518505        34.0200     
  1163.97        2500.00                 NaN            NaN            NaN            NaN  0.742321        5.54379        8.22636        2.69203        48.2604       0.525219        34.0099     
  1162.45        2500.00                 NaN            NaN            NaN            NaN  0.748939        5.54137        8.22764        2.68392        48.2590       0.530888        34.0082     
  1160.93        2500.00                 NaN            NaN            NaN            NaN   5.52711       0.784291        8.22948        2.66698        48.2571       0.537835        33.9972     
  1159.41        2500.00                 NaN            NaN            NaN            NaN  0.822844        5.50685        8.23405        2.65233        48.2503       0.544218        33.9894     
  1157.89        2500.00                 NaN            NaN            NaN            NaN   5.48692       0.860876        8.23861        2.63785        48.2436       0.550520        33.9816     
  1156.38        2500.00                 NaN            NaN            NaN            NaN  0.894790        5.47177        8.24288        2.62407        48.2357       0.556679        33.9741     
  1154.86        2500.00                 NaN            NaN            NaN            NaN   5.42743       0.973216        8.25168        2.60142        48.2235       0.563772        33.9590     
  1153.34        2500.00                 NaN            NaN            NaN            NaN  0.981205        5.42462        8.25318        2.59310        48.2219       0.569224        33.9567     
  1151.82        2500.00                 NaN            NaN            NaN            NaN   5.42188       0.997900        8.25653        2.58448        48.2180       0.571295        33.9499     
  1150.30        2500.00                 NaN            NaN            NaN            NaN   5.35656        1.11793        8.26946        2.55913        48.1957       0.573984        33.9273     
  1148.79        2500.00                 NaN            NaN            NaN            NaN   5.34836        1.13397        8.27259        2.53333        48.1946       0.594574        33.9226     
  1147.27        2500.00                 NaN            NaN            NaN            NaN   5.34821        1.13394        8.27257        2.53322        48.1939       0.594561        33.9235     
  1145.75        2500.00                 NaN            NaN            NaN            NaN   5.34807        1.13390        8.27255        2.53310        48.1933       0.594548        33.9245     
  1144.23        2500.00                 NaN            NaN            NaN            NaN   1.24851        5.28609        8.28503        2.50904        48.1713       0.596915        33.9031     
  1142.71        2500.00                 NaN            NaN            NaN            NaN   1.26371        5.27820        8.28810        2.48425        48.1703       0.616742        33.8987     
  1141.19        2500.00                 NaN            NaN            NaN            NaN   1.26368        5.27806        8.28809        2.48414        48.1697       0.616728        33.8996     
  1139.68        2500.00                 NaN            NaN            NaN            NaN   5.27298        1.30259        8.29581        2.46742        48.1605       0.618405        33.8823     
  1138.16        2500.00                 NaN            NaN            NaN            NaN   5.27284        1.30255        8.29579        2.46731        48.1598       0.618392        33.8833     
  1136.64        2500.00                 NaN            NaN            NaN            NaN   5.20542        1.43053        8.31207        2.41905        48.1372       0.639735        33.8560     
  1135.12        2500.00                 NaN            NaN            NaN            NaN   5.20528        1.43049        8.31205        2.41894        48.1366       0.639721        33.8569     
  1133.60        2500.00                 NaN            NaN            NaN            NaN   5.20515        1.43044        8.31203        2.41883        48.1359       0.639708        33.8579     
  1132.09        2500.00                 NaN            NaN            NaN            NaN   5.20501        1.43040        8.31201        2.41873        48.1353       0.639694        33.8589     
  1130.57        2500.00                 NaN            NaN            NaN            NaN   1.55167        5.14260        8.32702        2.37316        48.1127       0.659646        33.8332     
  1129.05        2500.00                 NaN            NaN            NaN            NaN   5.14350        1.58082        8.33519        2.35842        48.1035       0.660933        33.8177     
  1127.53        2500.00                 NaN            NaN            NaN            NaN   5.14337        1.58077        8.33517        2.35831        48.1028       0.660918        33.8186     
  1126.01        2500.00                 NaN            NaN            NaN            NaN   1.64914        5.10278        8.34421        2.34645        48.0863       0.661692        33.8094     
  1124.49        2500.00                 NaN            NaN            NaN            NaN   1.65973        5.09649        8.34716        2.32555        48.0857       0.678927        33.8064     
  1122.98        2500.00                 NaN            NaN            NaN            NaN   1.65969        5.09636        8.34714        2.32544        48.0851       0.678913        33.8074     
  1121.46        2500.00                 NaN            NaN            NaN            NaN   1.65964        5.09622        8.34712        2.32534        48.0844       0.678898        33.8084     
  1119.94        2500.00                 NaN            NaN            NaN            NaN   1.65959        5.09609        8.34710        2.32524        48.0838       0.678884        33.8093     
  1118.42        2500.00                 NaN            NaN            NaN            NaN   1.81382        5.03380        8.36575        2.27164        48.0564       0.692786        33.7658     
  1116.90        2500.00                 NaN            NaN            NaN            NaN   5.01855        1.84927        8.37098        2.25806        48.0486       0.697405        33.7571     
  1115.38        2500.00                 NaN            NaN            NaN            NaN   5.03364        1.82247        8.37278        2.26114        48.0484       0.698662        33.7629     
  1113.87        2500.00                 NaN            NaN            NaN            NaN   4.98720        1.92282        8.38170        2.23022        48.0328       0.706535        33.7387     
  1112.35        2500.00                 NaN            NaN            NaN            NaN   4.97207        1.95884        8.38704        2.21654        48.0249       0.710984        33.7296     
  1110.83        2500.00                 NaN            NaN            NaN            NaN   4.98142        1.92765        8.38763        2.22063        48.0251       0.715684        33.7419     
  1109.31        2500.00                 NaN            NaN            NaN            NaN   4.98125        1.92768        8.38762        2.22050        48.0244       0.715680        33.7428     
  1107.79        2500.00                 NaN            NaN            NaN            NaN   4.92790        2.06526        8.40311        2.17600        48.0012       0.723949        33.7026     
  1106.28        2500.00                 NaN            NaN            NaN            NaN   4.91369        2.10023        8.40850        2.16264        47.9932       0.728144        33.6936     
  1104.76        2500.00                 NaN            NaN            NaN            NaN   4.89901        2.13620        8.41399        2.14910        47.9851       0.732280        33.6843     
  1103.24        2500.00                 NaN            NaN            NaN            NaN   4.88408        2.17302        8.41956        2.13534        47.9769       0.736381        33.6748     
  1101.72        2500.00                 NaN            NaN            NaN            NaN   4.86919        2.21004        8.42519        2.12153        47.9686       0.740433        33.6651     
  1100.20        2500.00                 NaN            NaN            NaN            NaN   4.85510        2.24573        8.43074        2.10805        47.9603       0.744396        33.6557     
  1098.68        2500.00                 NaN            NaN            NaN            NaN   2.28138        4.84101        8.43631        2.09467        47.9521       0.748291        33.6463     
  1097.17        2500.00                 NaN            NaN            NaN            NaN   4.82700        2.31708        8.44192        2.08127        47.9438       0.752135        33.6368     
  1095.65        2500.00                 NaN            NaN            NaN            NaN   2.35282        4.81299        8.44755        2.06788        47.9355       0.755927        33.6273     
  1094.13        2500.00                 NaN            NaN            NaN            NaN   4.79947        2.38808        8.45318        2.05461        47.9271       0.759648        33.6179     
  1092.61        2500.00                 NaN            NaN            NaN            NaN   4.78506        2.42600        8.45907        2.04068        47.9183       0.763335        33.6076     
  1091.09        2500.00                 NaN            NaN            NaN            NaN   2.46237        4.77099        8.46485        2.02720        47.9098       0.766954        33.5978     
  1089.58        2500.00                 NaN            NaN            NaN            NaN   2.49542        4.75854        8.47036        2.01456        47.9017       0.770481        33.5889     
  1088.06        2500.00                 NaN            NaN            NaN            NaN   2.53072        4.74533        8.47610        2.00140        47.8932       0.773965        33.5793     
  1086.54        2500.00                 NaN            NaN            NaN            NaN   4.73057        2.57079        8.48230        1.98699        47.8838       0.777439        33.5682     
  1085.02        2500.00                 NaN            NaN            NaN            NaN   4.71820        2.60371        8.48788        1.97450        47.8757       0.780787        33.5592     
  1083.50        2500.00                 NaN            NaN            NaN            NaN   4.70450        2.64109        8.49389        1.96081        47.8668       0.784132        33.5488     
  1081.98        2500.00                 NaN            NaN            NaN            NaN   4.69056        2.67887        8.50002        1.94718        47.8576       0.787395        33.5384     
  1080.47        2500.00                 NaN            NaN            NaN            NaN   4.67785        2.71462        8.50589        1.93394        47.8487       0.790602        33.5284     
  1078.95        2500.00                 NaN            NaN            NaN            NaN   4.66560        2.74932        8.51182        1.92105        47.8398       0.793714        33.5187     
  1077.43        2500.00                 NaN            NaN            NaN            NaN   4.65192        2.78707        8.51789        1.90731        47.8310       0.796866        33.5080     
  1075.91        2500.00                 NaN            NaN            NaN            NaN   4.63926        2.82296        8.52391        1.89416        47.8220       0.799900        33.4978     
  1074.39        2500.00                 NaN            NaN            NaN            NaN   2.86364        4.62508        8.53040        1.87974        47.8121       0.802910        33.4861     
  1072.87        2500.00                 NaN            NaN            NaN            NaN   2.74959        4.66036        8.51839        1.90961        47.8326       0.805342        33.5241     
  1071.36        2500.00                 NaN            NaN            NaN            NaN   4.59768        2.94024        8.54298        1.85247        47.7936       0.808743        33.4643     
  1069.84        2500.00                 NaN            NaN            NaN            NaN   2.97491        4.58657        8.54903        1.83948        47.7842       0.811541        33.4542     
  1068.32        2500.00                 NaN            NaN            NaN            NaN   4.57409        3.01091        8.55513        1.82646        47.7752       0.814280        33.4439     
  1066.80        2500.00                 NaN            NaN            NaN            NaN   3.04743        4.56190        8.56143        1.81308        47.7659       0.817048        33.4332     
  1065.28        2500.00                 NaN            NaN            NaN            NaN   4.54927        3.08471        8.56776        1.79974        47.7564       0.819690        33.4224     
  1063.77        2500.00                 NaN            NaN            NaN            NaN   4.53668        3.12217        8.57414        1.78637        47.7468       0.822283        33.4115     
  1062.25        2500.00                 NaN            NaN            NaN            NaN   4.58903        2.99010        8.56513        1.81389        47.7656       0.827154        33.4491     
  1060.73        2500.00                 NaN            NaN            NaN            NaN   4.51206        3.19687        8.58697        1.75966        47.7276       0.827325        33.3896     
  1059.21        2500.00                 NaN            NaN            NaN            NaN   4.49996        3.23420        8.59342        1.74630        47.7179       0.829775        33.3785     
  1057.69        2500.00                 NaN            NaN            NaN            NaN   4.48726        3.27306        8.60004        1.73261        47.7079       0.832167        33.3669     
  1056.17        2500.00                 NaN            NaN            NaN            NaN   4.45488        3.36072        8.61837        1.70489        47.6869       0.835524        33.3387     
  1054.66        2500.00                 NaN            NaN            NaN            NaN   4.46242        3.35006        8.61331        1.70546        47.6880       0.836793        33.3440     
  1053.14        2500.00                 NaN            NaN            NaN            NaN   4.44921        3.39222        8.62034        1.69085        47.6772       0.839036        33.3312     
  1051.62        2500.00                 NaN            NaN            NaN            NaN   4.43706        3.43041        8.62700        1.67741        47.6672       0.841225        33.3197     
  1050.10        2500.00                 NaN            NaN            NaN            NaN   4.42491        3.46954        8.63380        1.66370        47.6569       0.843351        33.3078     
  1048.58        2500.00                 NaN            NaN            NaN            NaN   4.41276        3.50870        8.64062        1.65000        47.6466       0.845430        33.2959     
  1047.06        2500.00                 NaN            NaN            NaN            NaN   4.39368        3.54922        8.64478        1.63724        47.6441       0.847723        33.2832     
  1045.55        2500.00                 NaN            NaN            NaN            NaN   4.38863        3.58711        8.65434        1.62263        47.6259       0.849442        33.2719     
  1044.03        2500.00                 NaN            NaN            NaN            NaN   4.37687        3.62589        8.66122        1.60906        47.6155       0.851409        33.2601     
  1042.51        2500.00                 NaN            NaN            NaN            NaN   4.36365        3.66838        8.66845        1.59466        47.6046       0.853235        33.2470     
  1040.99        2500.00                 NaN            NaN            NaN            NaN   4.35321        3.70424        8.67507        1.58187        47.5946       0.855071        33.2359     
  1039.47        2500.00                 NaN            NaN            NaN            NaN   4.34151        3.74368        8.68208        1.56821        47.5840       0.856848        33.2237     
  1037.96        2500.00                 NaN            NaN            NaN            NaN   4.32971        3.78349        8.68915        1.55449        47.5733       0.858571        33.2113     
  1036.44        2500.00                 NaN            NaN            NaN            NaN   4.31726        3.82555        8.69646        1.54015        47.5622       0.860242        33.1982     
  1034.92        2500.00                 NaN            NaN            NaN            NaN   4.30501        3.86746        8.70380        1.52583        47.5510       0.861870        33.1850     
  1033.40        2500.00                 NaN            NaN            NaN            NaN   3.90918        4.29289        8.71113        1.51161        47.5399       0.863445        33.1719     
  1031.88        2500.00                 NaN            NaN            NaN            NaN   3.95029        4.28098        8.71816        1.49761        47.5291       0.865024        33.1589     
  1030.36        2500.00                 NaN            NaN            NaN            NaN   3.99185        4.26906        8.72582        1.48349        47.5175       0.866440        33.1458     
  1028.85        2500.00                 NaN            NaN            NaN            NaN   4.25715        4.03356        8.73324        1.46934        47.5062       0.867868        33.1326     
  1027.33        2500.00                 NaN            NaN            NaN            NaN   4.24560        4.07491        8.74064        1.45525        47.4949       0.869256        33.1194     
  1025.81        2500.00                 NaN            NaN            NaN            NaN   4.23232        4.12168        8.74863        1.43973        47.4827       0.870555        33.1044     
  1024.29        2500.00                 NaN            NaN            NaN            NaN   4.22103        4.16341        8.75612        1.42545        47.4712       0.871867        33.0909     
  1022.77        2500.00                 NaN            NaN            NaN            NaN   4.20890        4.20704        8.76387        1.41089        47.4593       0.873065        33.0769     
  1021.26        2500.00                 NaN            NaN            NaN            NaN   4.24711        4.19798        8.77124        1.39729        47.4480       0.874260        33.0641     
  1019.74        2500.00                 NaN            NaN            NaN            NaN   4.18615        4.29006        8.77893        1.38286        47.4364       0.875402        33.0502     
  1018.22        2500.00                 NaN            NaN            NaN            NaN   4.17470        4.33259        8.78662        1.36857        47.4246       0.876493        33.0365     
  1016.70        2500.00                 NaN            NaN            NaN            NaN   4.37506        4.16335        8.79432        1.35433        47.4127       0.877542        33.0227     
  1015.18        2500.00                 NaN            NaN            NaN            NaN   4.15033        4.42120        8.80240        1.33912        47.4008       0.878638        33.0076     
  1013.66        2500.00                 NaN            NaN            NaN            NaN   4.47074        4.13759        8.81092        1.32282        47.3872       0.879422        32.9913     
  1012.15        2500.00                 NaN            NaN            NaN            NaN   4.51221        4.12669        8.81860        1.30890        47.3755       0.880340        32.9778     
  1010.63        2500.00                 NaN            NaN            NaN            NaN   4.55856        4.11451        8.82681        1.29359        47.3629       0.881177        32.9625     
  1009.11        2500.00                 NaN            NaN            NaN            NaN   4.10243        4.60484        8.83503        1.27833        47.3502       0.881969        32.9472     
  1007.59        2500.00                 NaN            NaN            NaN            NaN   4.09053        4.65060        8.84324        1.26327        47.3376       0.882712        32.9321     
  1006.07        2500.00                 NaN            NaN            NaN            NaN   4.07862        4.69668        8.85150        1.24812        47.3249       0.883410        32.9168     
  1004.55        2500.00                 NaN            NaN            NaN            NaN   4.06671        4.74304        8.85983        1.23290        47.3121       0.884065        32.9014     
  1003.04        2500.00                 NaN            NaN            NaN            NaN   4.05474        4.78987        8.86821        1.21757        47.2991       0.884672        32.8858     
  1001.52        2500.00                 NaN            NaN            NaN            NaN   4.04168        4.84192        8.87717        1.20065        47.2852       0.885178        32.8682     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   4.02961        4.88980        8.88573        1.18503        47.2720       0.885683        32.8521     
