|6.6.6
Archiving\03_Data\Deqfrac/QFM/YM20/YM20_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             Sp(TH)         San(TH)        ilm            q             
  1273.28        2500.00        84.8946                 NaN            NaN            NaN   1.94713        2.02374        2.01273        1.25603        7.86574                 NaN            NaN
  1271.76        2500.00        99.9584                 NaN            NaN            NaN            NaN            NaN  0.625884E-002  0.330253E-002  0.320612E-001            NaN            NaN
  1270.24        2500.00        99.8413                 NaN            NaN            NaN  0.639085E-001  0.665020E-002  0.203395E-001            NaN  0.678289E-001            NaN            NaN
  1268.73        2500.00        98.5520                 NaN            NaN            NaN  0.184589       0.190346       0.193114       0.120442       0.759526                 NaN            NaN
  1267.21        2500.00        99.9874                 NaN            NaN            NaN  0.642661E-002            NaN  0.136018E-002            NaN  0.482212E-002            NaN            NaN
  1265.69        2500.00        89.6114                 NaN            NaN            NaN   1.73589        1.13586        1.35519       0.329692        5.46862       0.363372                 NaN
  1264.17        2500.00        92.1418                 NaN            NaN            NaN  0.798282        1.47664        1.08655       0.168999        3.95312       0.374647                 NaN
  1262.65        2500.00        97.1881                 NaN            NaN            NaN  0.394073       0.296253       0.349094       0.146192        1.55244       0.738338E-001            NaN
  1261.13        2500.00        99.0433                 NaN            NaN            NaN  0.167780                 NaN  0.351233E-001            NaN  0.727259       0.265248E-001            NaN
  1259.62        2500.00        93.2031                 NaN            NaN            NaN   1.07929       0.484059       0.961681       0.391630        3.72192       0.158328                 NaN
  1258.10        2500.00        97.7279                 NaN            NaN            NaN  0.764531                 NaN  0.311193                 NaN   1.09020       0.106175                 NaN
  1256.58        2500.00        96.3316                 NaN            NaN            NaN  0.973066                 NaN  0.552265       0.128047E-001   1.87743       0.252829                 NaN
  1255.06        2500.00        96.5310                 NaN            NaN            NaN   1.16733                 NaN  0.344731       0.867629E-001   1.80070       0.694580E-001            NaN
  1253.54        2500.00        92.1043                 NaN            NaN            NaN   1.07598       0.888428        1.05843       0.372710        4.19689       0.303224                 NaN
  1252.02        2500.00        98.9164                 NaN            NaN            NaN  0.730055E-001  0.269696       0.111803                 NaN  0.577393       0.516740E-001            NaN
  1250.51        2500.00        99.1987                 NaN            NaN            NaN  0.134636                 NaN  0.848960E-001            NaN  0.516264       0.654804E-001            NaN
  1248.99        2500.00        95.4098                 NaN            NaN            NaN  0.386652       0.866100       0.675309       0.248542        2.29885       0.114745                 NaN
  1247.47        2500.00        96.4416                 NaN            NaN            NaN  0.384595       0.605191       0.460158       0.902252E-001   1.87350       0.144737                 NaN
  1245.95        2500.00        97.9869                 NaN            NaN            NaN  0.230618       0.293675       0.261091       0.728779E-001   1.08617       0.686619E-001            NaN
  1244.43        2500.00        98.0651                 NaN            NaN            NaN  0.242667       0.202830       0.229986       0.847611E-001   1.12716       0.475338E-001            NaN
  1242.92        2500.00        97.1917                 NaN            NaN            NaN  0.299454       0.468522       0.379741       0.853569E-001   1.46514       0.110124                 NaN
  1241.40        2500.00        97.5041                 NaN            NaN            NaN  0.385981       0.283016       0.332861       0.856808E-001   1.31807       0.902994E-001            NaN
  1239.88        2500.00        96.6389                 NaN            NaN            NaN  0.417208       0.362321       0.400238       0.146960        1.94986       0.844878E-001            NaN
  1238.36        2500.00        99.1065                 NaN            NaN            NaN  0.175536                 NaN  0.118388       0.108497       0.491116                 NaN            NaN
  1236.84        2500.00        96.5729                 NaN            NaN            NaN  0.613482       0.118733       0.442612       0.163419        1.99423       0.946054E-001            NaN
  1235.32        2500.00        97.5092                 NaN            NaN            NaN  0.229446       0.628686       0.353718                 NaN   1.12580       0.153120                 NaN
  1233.81        2500.00        98.1116                 NaN            NaN            NaN  0.191942       0.407065E-001  0.198796       0.161747        1.27830       0.169373E-001            NaN
  1232.29        2500.00        98.6414                 NaN            NaN            NaN  0.222743                 NaN  0.115598       0.597456E-001  0.594248       0.473123E-002  0.361509     
  1230.77        2500.00        99.1111                 NaN            NaN            NaN  0.103549                 NaN  0.863858E-001  0.612872E-001  0.393220       0.579223E-002  0.238643     
  1229.25        2500.00        98.0744                 NaN            NaN            NaN  0.231577                 NaN  0.194311       0.136607       0.908981       0.185503E-001  0.435607     
  1227.73        2500.00        82.4003                 NaN            NaN            NaN   1.56616       0.752106        1.71877       0.886710        8.08858       0.186218        4.40112     
  1226.21        2500.00        76.9893                 NaN            NaN            NaN   1.91546                 NaN   1.98754        1.37001        10.2830       0.942726E-001   7.36047     
  1224.70        2500.00                 NaN            NaN            NaN            NaN   7.67126                 NaN   8.25574        5.57443        45.5297       0.457349        32.5116     
  1223.18        2500.00                 NaN            NaN            NaN            NaN   7.67339                 NaN   8.25784        5.56245        45.5268       0.468587        32.5110     
  1221.66        2500.00                 NaN            NaN            NaN            NaN   7.67640                 NaN   8.26571        5.54866        45.5185       0.480816        32.5099     
  1220.14        2500.00                 NaN            NaN            NaN            NaN   7.67859                 NaN   8.26293        5.53578        45.5216       0.492620        32.5084     
  1218.62        2500.00                 NaN            NaN            NaN            NaN   7.68061                 NaN   8.26503        5.52401        45.5187       0.503728        32.5079     
  1217.11        2500.00                 NaN            NaN            NaN            NaN   7.67931                 NaN   8.26560        5.51775        45.5152       0.512082        32.5101     
  1215.59        2500.00                 NaN            NaN            NaN            NaN   7.68460                 NaN   8.26916        5.50061        45.5128       0.525880        32.5070     
  1214.07        2500.00                 NaN            NaN            NaN            NaN   7.68651                 NaN   8.27121        5.48901        45.5099       0.536878        32.5065     
  1212.55        2500.00                 NaN            NaN            NaN            NaN   7.68717                 NaN   8.27241        5.48021        45.5065       0.546332        32.5074     
  1211.03        2500.00                 NaN            NaN            NaN            NaN   7.69011                 NaN   8.27527        5.46618        45.5040       0.558677        32.5058     
  1209.51        2500.00                 NaN            NaN            NaN            NaN   7.69217                 NaN   8.27739        5.45444        45.5011       0.569710        32.5052     
  1208.00        2500.00                 NaN            NaN            NaN            NaN   7.69397                 NaN   8.27944        5.44307        45.4981       0.580558        32.5049     
  1206.48        2500.00                 NaN            NaN            NaN            NaN   7.68955                 NaN   8.28067        5.43530        45.4973       0.590913        32.5062     
  1204.96        2500.00                 NaN            NaN            NaN            NaN   7.69756                 NaN   8.28357        5.42036        45.4922       0.602184        32.5041     
  1203.44        2500.00                 NaN            NaN            NaN            NaN   7.69937                 NaN   8.28564        5.40903        45.4893       0.612973        32.5037     
  1201.92        2500.00                 NaN            NaN            NaN            NaN   7.70111                 NaN   8.28770        5.39780        45.4863       0.623698        32.5034     
  1200.41        2500.00                 NaN            NaN            NaN            NaN   7.70276                 NaN   8.28976        5.38670        45.4834       0.634344        32.5030     
  1198.89        2500.00                 NaN            NaN            NaN            NaN   7.70442                 NaN   8.29182        5.37560        45.4804       0.644975        32.5027     
  1197.37        2500.00                 NaN            NaN            NaN            NaN   7.70607                 NaN   8.29387        5.36453        45.4775       0.655586        32.5024     
  1195.85        2500.00                 NaN            NaN            NaN            NaN   7.70772                 NaN   8.29593        5.35349        45.4745       0.666170        32.5022     
  1194.33        2500.00                 NaN            NaN            NaN            NaN   7.71039                 NaN   8.29810        5.34193        45.4713       0.676723        32.5016     
  1192.81        2500.00                 NaN            NaN            NaN            NaN   7.71107                 NaN   8.30007        5.33160        45.4685       0.687117        32.5016     
  1191.30        2500.00                 NaN            NaN            NaN            NaN   7.71318                 NaN   8.30220        5.32040        45.4654       0.697594        32.5012     
  1189.78        2500.00                 NaN            NaN            NaN            NaN   7.69788       0.269081E-001   8.30491        5.30334        45.4608       0.708618        32.4975     
  1188.26        2500.00                 NaN            NaN            NaN            NaN  0.100575        7.65125        8.30937        5.27404        45.4546       0.722602        32.4876     
  1186.74        2500.00                 NaN            NaN            NaN            NaN   7.63082       0.140620        8.31317        5.25116        45.4488       0.734670        32.4807     
  1185.22        2500.00                 NaN            NaN            NaN            NaN   7.59806       0.196739        8.31733        5.22520        45.4428       0.747538        32.4724     
  1183.70        2500.00                 NaN            NaN            NaN            NaN   7.56570       0.252587        8.32150        5.19926        45.4367       0.760315        32.4639     
  1182.19        2500.00                 NaN            NaN            NaN            NaN   7.53755       0.301222        8.32537        5.17550        45.4311       0.772695        32.4566     
  1180.67        2500.00                 NaN            NaN            NaN            NaN   7.50516       0.358185        8.32988        5.14855        45.4251       0.785593        32.4475     
  1179.15        2500.00                 NaN            NaN            NaN            NaN   7.47115       0.418138        8.33414        5.12170        45.4184       0.798059        32.4385     
  1177.63        2500.00                 NaN            NaN            NaN            NaN  0.471477        7.44222        8.33842        5.09514        45.4121       0.810960        32.4297     
  1176.11        2500.00                 NaN            NaN            NaN            NaN  0.528708        7.41069        8.34285        5.06808        45.4056       0.823587        32.4204     
  1174.60        2500.00                 NaN            NaN            NaN            NaN  0.580889        7.38017        8.34696        5.04458        45.3998       0.834900        32.4127     
  1173.08        2500.00                 NaN            NaN            NaN            NaN  0.634616        7.35062        8.35126        5.01892        45.3935       0.846985        32.4041     
  1171.56        2500.00                 NaN            NaN            NaN            NaN   7.32135       0.687962        8.35561        4.99342        45.3872       0.858952        32.3955     
  1170.04        2500.00                 NaN            NaN            NaN            NaN   7.29135       0.746634        8.36031        4.96454        45.3802       0.871753        32.3852     
  1168.52        2500.00                 NaN            NaN            NaN            NaN   7.26368       0.794473        8.36443        4.94235        45.3746       0.882550        32.3780     
  1167.00        2500.00                 NaN            NaN            NaN            NaN  0.849027        7.23533        8.36888        4.91547        45.3680       0.894713        32.3686     
  1165.49        2500.00                 NaN            NaN            NaN            NaN  0.900181        7.20775        8.37323        4.89087        45.3617       0.906060        32.3602     
  1163.97        2500.00                 NaN            NaN            NaN            NaN  0.997894        7.14719        8.38355        4.85886        45.3458       0.917792        32.3489     
  1162.45        2500.00                 NaN            NaN            NaN            NaN   1.00690        7.14421        8.38481        4.84541        45.3448       0.927711        32.3462     
  1160.93        2500.00                 NaN            NaN            NaN            NaN   7.12633        1.05471        8.38653        4.81595        45.3425       0.939851        32.3341     
  1159.41        2500.00                 NaN            NaN            NaN            NaN   1.10667        7.09951        8.39105        4.79064        45.3360       0.951009        32.3251     
  1157.89        2500.00                 NaN            NaN            NaN            NaN   7.07311        1.15793        8.39557        4.76561        45.3295       0.962026        32.3162     
  1156.38        2500.00                 NaN            NaN            NaN            NaN   1.20348        7.05119        8.39990        4.74190        45.3226       0.972807        32.3081     
  1154.86        2500.00                 NaN            NaN            NaN            NaN   6.99425        1.30905        8.40852        4.70196        45.3097       0.985179        32.2913     
  1153.34        2500.00                 NaN            NaN            NaN            NaN   1.31994        6.99077        8.41001        4.68807        45.3085       0.994721        32.2880     
  1151.82        2500.00                 NaN            NaN            NaN            NaN   6.98733        1.34315        8.41333        4.67289        45.3048       0.998349        32.2802     
  1150.30        2500.00                 NaN            NaN            NaN            NaN   6.90005        1.50469        8.42617        4.62706        45.2826        1.00303        32.2564     
  1148.79        2500.00                 NaN            NaN            NaN            NaN   6.88952        1.52629        8.42921        4.58437        45.2812        1.03901        32.2504     
  1147.27        2500.00                 NaN            NaN            NaN            NaN   6.88952        1.52629        8.42921        4.58437        45.2812        1.03901        32.2504     
  1145.75        2500.00                 NaN            NaN            NaN            NaN   6.88952        1.52629        8.42921        4.58437        45.2812        1.03901        32.2504     
  1144.23        2500.00                 NaN            NaN            NaN            NaN   1.68054        6.80660        8.44161        4.54085        45.2594        1.04313        32.2278     
  1142.71        2500.00                 NaN            NaN            NaN            NaN   1.70102        6.79649        8.44459        4.49984        45.2582        1.07778        32.2221     
  1141.19        2500.00                 NaN            NaN            NaN            NaN   1.70102        6.79649        8.44459        4.49984        45.2582        1.07778        32.2221     
  1139.68        2500.00                 NaN            NaN            NaN            NaN   6.78995        1.75453        8.45227        4.46965        45.2490        1.08070        32.2039     
  1138.16        2500.00                 NaN            NaN            NaN            NaN   6.78995        1.75453        8.45227        4.46965        45.2490        1.08070        32.2039     
  1136.64        2500.00                 NaN            NaN            NaN            NaN   6.69996        1.92685        8.46838        4.38589        45.2258        1.11796        32.1752     
  1135.12        2500.00                 NaN            NaN            NaN            NaN   6.69996        1.92685        8.46838        4.38589        45.2258        1.11796        32.1752     
  1133.60        2500.00                 NaN            NaN            NaN            NaN   6.69996        1.92685        8.46838        4.38589        45.2258        1.11796        32.1752     
  1132.09        2500.00                 NaN            NaN            NaN            NaN   6.69996        1.92685        8.46838        4.38589        45.2258        1.11796        32.1752     
  1130.57        2500.00                 NaN            NaN            NaN            NaN   2.09016        6.61649        8.48320        4.30666        45.2026        1.15279        32.1481     
  1129.05        2500.00                 NaN            NaN            NaN            NaN   6.61769        2.13057        8.49136        4.28000        45.1936        1.15504        32.1317     
  1127.53        2500.00                 NaN            NaN            NaN            NaN   6.61769        2.13057        8.49136        4.28000        45.1936        1.15504        32.1317     
  1126.01        2500.00                 NaN            NaN            NaN            NaN   2.22274        6.56241        8.50044        4.25859        45.1779        1.15640        32.1215     
  1124.49        2500.00                 NaN            NaN            NaN            NaN   2.23705        6.55440        8.50333        4.22414        45.1773        1.18653        32.1173     
  1122.98        2500.00                 NaN            NaN            NaN            NaN   2.23705        6.55440        8.50333        4.22414        45.1773        1.18653        32.1173     
  1121.46        2500.00                 NaN            NaN            NaN            NaN   2.23705        6.55440        8.50333        4.22414        45.1773        1.18653        32.1173     
  1119.94        2500.00                 NaN            NaN            NaN            NaN   2.23705        6.55440        8.50333        4.22414        45.1773        1.18653        32.1173     
  1118.42        2500.00                 NaN            NaN            NaN            NaN   2.44538        6.47226        8.52167        4.12885        45.1486        1.21075        32.0725     
  1116.90        2500.00                 NaN            NaN            NaN            NaN   6.45197        2.49338        8.52687        4.10508        45.1411        1.21883        32.0628     
  1115.38        2500.00                 NaN            NaN            NaN            NaN   6.47113        2.45798        8.52883        4.11119        45.1421        1.22107        32.0677     
  1113.87        2500.00                 NaN            NaN            NaN            NaN   6.41033        2.59295        8.53751        4.05629        45.1258        1.23480        32.0423     
  1112.35        2500.00                 NaN            NaN            NaN            NaN   6.39018        2.64171        8.54282        4.03230        45.1182        1.24258        32.0322     
  1110.83        2500.00                 NaN            NaN            NaN            NaN   6.40131        2.59993        8.54358        4.04107        45.1198        1.25084        32.0435     
  1109.31        2500.00                 NaN            NaN            NaN            NaN   6.40126        2.60005        8.54359        4.04100        45.1197        1.25086        32.0435     
  1107.79        2500.00                 NaN            NaN            NaN            NaN   6.33145        2.78589        8.55878        3.96120        45.0953        1.26525        32.0021     
  1106.28        2500.00                 NaN            NaN            NaN            NaN   6.31253        2.83328        8.56413        3.93775        45.0876        1.27258        31.9921     
  1104.76        2500.00                 NaN            NaN            NaN            NaN   6.29300        2.88201        8.56958        3.91394        45.0798        1.27982        31.9818     
  1103.24        2500.00                 NaN            NaN            NaN            NaN   6.27314        2.93189        8.57512        3.88974        45.0719        1.28699        31.9712     
  1101.72        2500.00                 NaN            NaN            NaN            NaN   6.25335        2.98206        8.58071        3.86543        45.0638        1.29407        31.9605     
  1100.20        2500.00                 NaN            NaN            NaN            NaN   6.23460        3.03044        8.58623        3.84171        45.0559        1.30100        31.9501     
  1098.68        2500.00                 NaN            NaN            NaN            NaN   3.07877        6.21583        8.59176        3.81813        45.0479        1.30782        31.9398     
  1097.17        2500.00                 NaN            NaN            NaN            NaN   6.19717        3.12717        8.59733        3.79454        45.0399        1.31454        31.9293     
  1095.65        2500.00                 NaN            NaN            NaN            NaN   3.17565        6.17859        8.60293        3.77093        45.0319        1.32117        31.9188     
  1094.13        2500.00                 NaN            NaN            NaN            NaN   6.16057        3.22347        8.60852        3.74754        45.0239        1.32768        31.9084     
  1092.61        2500.00                 NaN            NaN            NaN            NaN   6.14128        3.27484        8.61438        3.72293        45.0153        1.33412        31.8971     
  1091.09        2500.00                 NaN            NaN            NaN            NaN   3.32418        6.12267        8.62011        3.69912        45.0072        1.34045        31.8863     
  1089.58        2500.00                 NaN            NaN            NaN            NaN   3.36910        6.10616        8.62559        3.67683        44.9993        1.34662        31.8764     
  1088.06        2500.00                 NaN            NaN            NaN            NaN   3.41699        6.08853        8.63129        3.65358        44.9911        1.35271        31.8658     
  1086.54        2500.00                 NaN            NaN            NaN            NaN   6.06869        3.47123        8.63746        3.62804        44.9820        1.35879        31.8537     
  1085.02        2500.00                 NaN            NaN            NaN            NaN   6.05239        3.51600        8.64300        3.60599        44.9742        1.36464        31.8438     
  1083.50        2500.00                 NaN            NaN            NaN            NaN   6.03413        3.56671        8.64897        3.58173        44.9656        1.37049        31.8324     
  1081.98        2500.00                 NaN            NaN            NaN            NaN   6.01545        3.61791        8.65507        3.55757        44.9567        1.37620        31.8210     
  1080.47        2500.00                 NaN            NaN            NaN            NaN   5.99849        3.66642        8.66090        3.53411        44.9482        1.38181        31.8100     
  1078.95        2500.00                 NaN            NaN            NaN            NaN   5.98208        3.71353        8.66680        3.51129        44.9397        1.38725        31.7994     
  1077.43        2500.00                 NaN            NaN            NaN            NaN   5.96402        3.76482        8.67283        3.48688        44.9310        1.39276        31.7877     
  1075.91        2500.00                 NaN            NaN            NaN            NaN   5.94712        3.81352        8.67881        3.46354        44.9223        1.39807        31.7766     
  1074.39        2500.00                 NaN            NaN            NaN            NaN   3.86864        5.92805        8.68527        3.43788        44.9128        1.40333        31.7640     
  1072.87        2500.00                 NaN            NaN            NaN            NaN   3.71570        5.97305        8.67358        3.49349        44.9354        1.40770        31.8011     
  1071.36        2500.00                 NaN            NaN            NaN            NaN   5.89160        3.97258        8.69777        3.38936        44.8949        1.41353        31.7402     
  1069.84        2500.00                 NaN            NaN            NaN            NaN   4.01970        5.87667        8.70378        3.36627        44.8859        1.41843        31.7292     
  1068.32        2500.00                 NaN            NaN            NaN            NaN   5.86015        4.06858        8.70984        3.34311        44.8771        1.42321        31.7180     
  1066.80        2500.00                 NaN            NaN            NaN            NaN   4.11827        5.84390        8.71609        3.31927        44.8681        1.42805        31.7063     
  1065.28        2500.00                 NaN            NaN            NaN            NaN   5.82705        4.16888        8.72239        3.29552        44.8589        1.43267        31.6945     
  1063.77        2500.00                 NaN            NaN            NaN            NaN   5.81024        4.21974        8.72873        3.27168        44.8497        1.43721        31.6827     
  1062.25        2500.00                 NaN            NaN            NaN            NaN   5.87620        4.04402        8.72016        3.32323        44.8710        1.44585        31.7196     
  1060.73        2500.00                 NaN            NaN            NaN            NaN   5.77735        4.32119        8.74148        3.22401        44.8311        1.44603        31.6589     
  1059.21        2500.00                 NaN            NaN            NaN            NaN   5.76117        4.37191        8.74789        3.20015        44.8217        1.45031        31.6469     
  1057.69        2500.00                 NaN            NaN            NaN            NaN   5.74423        4.42464        8.75448        3.17568        44.8121        1.45449        31.6344     
  1056.17        2500.00                 NaN            NaN            NaN            NaN   5.70108        4.54318        8.77282        3.12569        44.7913        1.46034        31.6056     
  1054.66        2500.00                 NaN            NaN            NaN            NaN   5.71105        4.52925        8.76765        3.12711        44.7927        1.46258        31.6096     
  1053.14        2500.00                 NaN            NaN            NaN            NaN   5.69330        4.58642        8.77465        3.10091        44.7823        1.46650        31.5959     
  1051.62        2500.00                 NaN            NaN            NaN            NaN   5.67711        4.63832        8.78127        3.07683        44.7726        1.47033        31.5835     
  1050.10        2500.00                 NaN            NaN            NaN            NaN   5.66083        4.69145        8.78802        3.05226        44.7627        1.47404        31.5707     
  1048.58        2500.00                 NaN            NaN            NaN            NaN   5.64460        4.74465        8.79479        3.02769        44.7527        1.47768        31.5579     
  1047.06        2500.00                 NaN            NaN            NaN            NaN   5.62005        4.79974        8.79891        3.00485        44.7502        1.48169        31.5445     
  1045.55        2500.00                 NaN            NaN            NaN            NaN   5.61238        4.85121        8.80842        2.97856        44.7326        1.48469        31.5321     
  1044.03        2500.00                 NaN            NaN            NaN            NaN   5.59666        4.90389        8.81526        2.95421        44.7225        1.48813        31.5194     
  1042.51        2500.00                 NaN            NaN            NaN            NaN   5.57905        4.96159        8.82244        2.92829        44.7119        1.49132        31.5054     
  1040.99        2500.00                 NaN            NaN            NaN            NaN   5.56509        5.01041        8.82902        2.90534        44.7022        1.49453        31.4934     
  1039.47        2500.00                 NaN            NaN            NaN            NaN   5.54943        5.06400        8.83598        2.88077        44.6919        1.49764        31.4803     
  1037.96        2500.00                 NaN            NaN            NaN            NaN   5.53365        5.11807        8.84300        2.85609        44.6815        1.50065        31.4670     
  1036.44        2500.00                 NaN            NaN            NaN            NaN   5.51703        5.17522        8.85027        2.83023        44.6707        1.50356        31.4530     
  1034.92        2500.00                 NaN            NaN            NaN            NaN   5.50068        5.23216        8.85755        2.80442        44.6599        1.50641        31.4389     
  1033.40        2500.00                 NaN            NaN            NaN            NaN   5.28884        5.48448        8.86483        2.77877        44.6490        1.50916        31.4249     
  1031.88        2500.00                 NaN            NaN            NaN            NaN   5.34467        5.46845        8.87181        2.75352        44.6385        1.51192        31.4111     
  1030.36        2500.00                 NaN            NaN            NaN            NaN   5.40117        5.45260        8.87941        2.72802        44.6273        1.51439        31.3971     
  1028.85        2500.00                 NaN            NaN            NaN            NaN   5.43668        5.45784        8.88678        2.70248        44.6163        1.51688        31.3830     
  1027.33        2500.00                 NaN            NaN            NaN            NaN   5.42121        5.51404        8.89413        2.67703        44.6053        1.51931        31.3690     
  1025.81        2500.00                 NaN            NaN            NaN            NaN   5.40347        5.57751        8.90206        2.64892        44.5933        1.52157        31.3531     
  1024.29        2500.00                 NaN            NaN            NaN            NaN   5.38834        5.63425        8.90950        2.62311        44.5822        1.52386        31.3388     
  1022.77        2500.00                 NaN            NaN            NaN            NaN   5.37210        5.69349        8.91719        2.59675        44.5706        1.52595        31.3240     
  1021.26        2500.00                 NaN            NaN            NaN            NaN   5.74797        5.35746        8.92450        2.57215        44.5596        1.52804        31.3103     
  1019.74        2500.00                 NaN            NaN            NaN            NaN   5.34172        5.80638        8.93214        2.54601        44.5482        1.53003        31.2955     
  1018.22        2500.00                 NaN            NaN            NaN            NaN   5.32639        5.86418        8.93977        2.52012        44.5367        1.53193        31.2809     
  1016.70        2500.00                 NaN            NaN            NaN            NaN   5.92190        5.31115        8.94741        2.49432        44.5251        1.53376        31.2663     
  1015.18        2500.00                 NaN            NaN            NaN            NaN   5.29380        5.98458        8.95543        2.46671        44.5135        1.53567        31.2503     
  1013.66        2500.00                 NaN            NaN            NaN            NaN   6.05183        5.27678        8.96388        2.43706        44.5002        1.53703        31.2332     
  1012.15        2500.00                 NaN            NaN            NaN            NaN   6.10824        5.26221        8.97150        2.41182        44.4888        1.53863        31.2188     
  1010.63        2500.00                 NaN            NaN            NaN            NaN   6.17121        5.24594        8.97963        2.38399        44.4764        1.54009        31.2027     
  1009.11        2500.00                 NaN            NaN            NaN            NaN   5.22979        6.23408        8.98779        2.35624        44.4641        1.54147        31.1866     
  1007.59        2500.00                 NaN            NaN            NaN            NaN   5.21387        6.29625        8.99593        2.32884        44.4517        1.54276        31.1706     
  1006.07        2500.00                 NaN            NaN            NaN            NaN   5.19795        6.35886        9.00412        2.30128        44.4393        1.54397        31.1546     
  1004.55        2500.00                 NaN            NaN            NaN            NaN   5.18203        6.42184        9.01238        2.27358        44.4267        1.54511        31.1383     
  1003.04        2500.00                 NaN            NaN            NaN            NaN   5.16602        6.48547        9.02069        2.24565        44.4141        1.54616        31.1219     
  1001.52        2500.00                 NaN            NaN            NaN            NaN   5.14858        6.55614        9.02957        2.21479        44.4004        1.54703        31.1035     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   5.13246        6.62119        9.03804        2.18631        44.3874        1.54791        31.0867     
