|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.75/K22/K22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         Sp(TH)         ne             lc            
  1064.55        2500.00                 NaN            NaN   4.01724                 NaN   16.4896                 NaN   10.7075        49.3669                 NaN   1.92209                 NaN            NaN   17.4967                 NaN
  1062.98        2500.00                 NaN            NaN   4.05595                 NaN   16.4812                 NaN   10.7557        49.3090                 NaN   1.89548                 NaN            NaN   17.5027                 NaN
  1061.40        2500.00                 NaN            NaN            NaN            NaN   27.3309                 NaN   3.04651        50.6545       0.425020        4.65871                 NaN            NaN   13.8843                 NaN
  1059.83        2500.00                 NaN            NaN            NaN            NaN   27.3604                 NaN   3.05937        50.6280       0.423264        4.66143                 NaN            NaN   13.8675                 NaN
  1058.26        2500.00                 NaN            NaN            NaN            NaN   27.4041                 NaN   3.06704        50.5956       0.422379        4.66376                 NaN            NaN   13.8471                 NaN
  1056.68        2500.00                 NaN            NaN            NaN            NaN   27.4645                 NaN   3.06794        50.5562       0.423166        4.66497                 NaN            NaN   13.8233                 NaN
  1055.11        2500.00                 NaN            NaN            NaN            NaN   27.4492                 NaN   3.09883        50.5434       0.419770        4.66743                 NaN            NaN   13.8214                 NaN
  1053.53        2500.00                 NaN            NaN            NaN            NaN   27.3681                 NaN   3.07686        50.6357       0.430607        4.68301                 NaN            NaN   13.8057                 NaN
  1051.96        2500.00                 NaN            NaN            NaN            NaN   27.5124                 NaN   3.11729        50.4920       0.417643        4.67061                 NaN            NaN   13.7900                 NaN
  1050.38        2500.00                 NaN            NaN   4.64803                 NaN   16.4528                 NaN   11.0032        48.6334       0.305890        1.17807                 NaN            NaN   17.7785                 NaN
  1048.81        2500.00                 NaN            NaN            NaN            NaN   27.6299                 NaN   3.12709        50.4136       0.415011        4.67720                 NaN            NaN   13.7371                 NaN
  1047.23        2500.00                 NaN            NaN            NaN            NaN   27.6445                 NaN   3.14437        50.3911       0.413477        4.67809                 NaN            NaN   13.7285                 NaN
  1045.66        2500.00                 NaN            NaN            NaN            NaN   27.6499                 NaN   3.25254        50.2945       0.433090        4.62794                 NaN            NaN   13.7420                 NaN
  1044.08        2500.00                 NaN            NaN            NaN            NaN   27.6770                 NaN   3.25374        50.2808       0.428011        4.63895                 NaN            NaN   13.7214                 NaN
  1042.51        2500.00                 NaN            NaN            NaN            NaN   27.7012                 NaN   3.26672        50.2582       0.426410        4.64138                 NaN            NaN   13.7061                 NaN
  1040.94        2500.00                 NaN            NaN   5.31279                 NaN   16.3136                 NaN   11.3837        47.8312       0.596281       0.448452                 NaN            NaN   18.1139                 NaN
  1039.36        2500.00                 NaN            NaN   5.29485                 NaN   16.3985                 NaN   11.2908        47.8819       0.598978       0.441304                 NaN            NaN   18.0936                 NaN
  1037.79        2500.00                 NaN            NaN            NaN            NaN   27.7847                 NaN   3.26165        50.2387       0.421970        4.65958                 NaN            NaN   13.6334                 NaN
  1036.21        2500.00                 NaN            NaN            NaN            NaN   27.8085                 NaN   3.33079        50.1573       0.417786        4.64839                 NaN            NaN   13.6373                 NaN
  1034.64        2500.00                 NaN            NaN            NaN            NaN   27.8911                 NaN   3.27093        50.1848       0.415121        4.65772                 NaN            NaN   13.5803                 NaN
  1033.06        2500.00                 NaN            NaN            NaN            NaN   28.0538                 NaN   3.24154        50.0722       0.399535        4.69551                 NaN            NaN   13.5374                 NaN
  1031.49        2500.00                 NaN            NaN            NaN            NaN   28.1335                 NaN   3.31056        49.9464       0.410939        4.66175                 NaN            NaN   13.5369                 NaN
  1029.91        2500.00                 NaN            NaN            NaN            NaN   28.0267                 NaN   3.39291        49.9632       0.412926        4.64815                 NaN            NaN   13.5561                 NaN
  1028.34        2500.00                 NaN            NaN            NaN            NaN   28.0799                 NaN   3.40710        49.9201       0.410926        4.64951                 NaN            NaN   13.5325                 NaN
  1026.77        2500.00                 NaN            NaN            NaN            NaN   28.2608                 NaN   3.42571        49.7727       0.404640        4.63836                 NaN            NaN   13.4978                 NaN
  1025.19        2500.00                 NaN            NaN            NaN            NaN   28.3111                 NaN   3.28826        49.8836       0.388048        4.71434                 NaN            NaN   13.4146                 NaN
  1023.62        2500.00                 NaN            NaN   5.72336                 NaN   16.3825                 NaN   11.7176        47.1928       0.757064                 NaN            NaN            NaN   18.2266                 NaN
  1022.04        2500.00                 NaN            NaN            NaN            NaN   28.3555                 NaN   3.32424        49.8313       0.381916        4.71905                 NaN            NaN   13.3880                 NaN
  1020.47        2500.00                 NaN            NaN            NaN            NaN   28.3635                 NaN   3.37076        49.8018       0.384678        4.71394                 NaN            NaN   13.3654                 NaN
  1018.89        2500.00                 NaN            NaN            NaN            NaN   28.3118                 NaN   3.31524        49.8924       0.390898        4.73685                 NaN            NaN   13.3529                 NaN
  1017.32        2500.00                 NaN            NaN   5.74143                 NaN   16.4279                 NaN   11.7513        47.1288       0.746607                 NaN            NaN            NaN   18.2040                 NaN
  1015.74        2500.00                 NaN            NaN   5.74325                 NaN   16.4473                 NaN   11.7673        47.1054       0.744410                 NaN            NaN            NaN   18.1923                 NaN
  1014.17        2500.00                 NaN            NaN            NaN            NaN   28.5267                 NaN   3.52933        49.5557       0.391455        4.66573                 NaN            NaN   13.3312                 NaN
  1012.60        2500.00                 NaN            NaN            NaN            NaN   28.5600                 NaN   3.44487        49.6199       0.369729        4.72182                 NaN            NaN   13.2837                 NaN
  1011.02        2500.00                 NaN            NaN   5.74597                 NaN   16.5055                 NaN   11.8243        47.0342       0.739607                 NaN            NaN            NaN   18.1503                 NaN
  1009.45        2500.00                 NaN            NaN            NaN            NaN   28.7533                 NaN   3.43704        49.5121       0.357740        4.74256                 NaN            NaN   13.1973                 NaN
  1007.87        2500.00                 NaN            NaN            NaN            NaN   28.7305                 NaN   3.60371        49.3729       0.380721        4.66828                 NaN            NaN   13.2439                 NaN
  1006.30        2500.00                 NaN            NaN            NaN            NaN   28.8448                 NaN   3.46785        49.4354       0.351562        4.74805                 NaN            NaN   13.1523                 NaN
  1004.72        2500.00                 NaN            NaN            NaN            NaN   28.8802                 NaN   3.47581        49.4116       0.351546        4.75151                 NaN            NaN   13.1293                 NaN
  1003.15        2500.00                 NaN            NaN            NaN            NaN   28.8800                 NaN   3.48787        49.4067       0.353622        4.75238                 NaN            NaN   13.1195                 NaN
  1001.57        2500.00                 NaN            NaN            NaN            NaN   28.9241                 NaN   3.50719        49.3651       0.350291        4.75362                 NaN            NaN   13.0997                 NaN
  1000.00        2500.00                 NaN            NaN            NaN            NaN   28.9245                 NaN   3.54641        49.3329       0.344395        4.75254                 NaN            NaN   13.0992                 NaN
