|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1.75/K22/K22_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         Sp(TH)         ne             lc            
  1340.08        2500.00        99.0793                 NaN  0.164414                 NaN  0.310398       0.178345       0.267590                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1338.51        2500.00        99.0878                 NaN  0.162481                 NaN  0.177223       0.307743       0.264706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1336.93        2500.00        99.0980                 NaN  0.160315                 NaN  0.303807       0.176542       0.261329                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1335.36        2500.00        99.1070                 NaN  0.157821                 NaN  0.176852       0.300032       0.258312                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1333.79        2500.00        99.1153                 NaN  0.156032                 NaN  0.297316       0.175908       0.255468                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1332.21        2500.00        99.1235                 NaN  0.153736                 NaN  0.176006       0.294116       0.252629                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1330.64        2500.00        99.1322                 NaN  0.151607                 NaN  0.175280       0.291236       0.249720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1329.06        2500.00        99.1401                 NaN  0.149489                 NaN  0.288098       0.175381       0.246975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1327.49        2500.00        99.1480                 NaN  0.146545                 NaN  0.284418       0.176863       0.244143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1325.91        2500.00        99.1554                 NaN  0.144427                 NaN  0.281144       0.177405       0.241583                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1324.34        2500.00        99.1633                 NaN  0.142056                 NaN  0.177594       0.278136       0.238916                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1322.76        2500.00        99.1710                 NaN  0.139508                 NaN  0.275097       0.178182       0.236212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1321.19        2500.00        99.1782                 NaN  0.137254                 NaN  0.271718       0.178981       0.233823                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1319.62        2500.00        99.1855                 NaN  0.134337                 NaN  0.180615       0.268427       0.231079                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1318.04        2500.00        99.1926                 NaN  0.132068                 NaN  0.265377       0.181216       0.228739                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1316.47        2500.00        99.2015                 NaN  0.152661                 NaN  0.261226       0.151583       0.233042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1314.89        2500.00        99.2040                 NaN  0.102113                 NaN  0.219552       0.257162       0.217169                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1313.32        2500.00        99.2124                 NaN  0.124211                 NaN  0.255498       0.186209       0.221715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1311.74        2500.00        99.2189                 NaN  0.120933                 NaN  0.251683       0.189093       0.219419                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1310.17        2500.00        99.2250                 NaN  0.118150                 NaN  0.191367       0.248321       0.217168                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1308.59        2500.00        99.2307                 NaN  0.115010                 NaN  0.244406       0.194712       0.215189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1307.02        2500.00        99.2374                 NaN  0.112234                 NaN  0.196078       0.241587       0.212746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1305.45        2500.00        99.2430                 NaN  0.109572                 NaN  0.238038       0.198590       0.210769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1303.87        2500.00        99.2489                 NaN  0.106778                 NaN  0.234488       0.201151       0.208727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1302.30        2500.00        99.2546                 NaN  0.103545                 NaN  0.230538       0.204697       0.206644                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1300.72        2500.00        99.2599                 NaN  0.100653                 NaN  0.207626       0.227090       0.204750                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1299.15        2500.00        99.2657                 NaN  0.977306E-001            NaN  0.210638       0.223245       0.202736                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1297.57        2500.00        99.2690                 NaN  0.959043E-001            NaN  0.212148       0.221487       0.201506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1296.00        2500.00        99.2764                 NaN  0.916328E-001            NaN  0.215013       0.217918       0.199008                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1294.42        2500.00        99.2803                 NaN  0.866118E-001            NaN  0.209462       0.226392       0.197221                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1292.85        2500.00        99.2858                 NaN  0.862221E-001            NaN  0.209333       0.223241       0.195435                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1291.28        2500.00        99.0652                 NaN  0.106157                 NaN  0.237984       0.227194       0.219759       0.143749                 NaN            NaN            NaN            NaN            NaN            NaN
  1289.70        2500.00        87.8595                 NaN   1.24687                 NaN   1.94399       0.152034        1.49914        7.29849                 NaN            NaN            NaN            NaN            NaN            NaN
  1288.13        2500.00        87.3321                 NaN   1.31173                 NaN   2.10110       0.573107E-001   1.55751        7.64021                 NaN            NaN            NaN            NaN            NaN            NaN
  1286.55        2500.00        86.9742                 NaN   1.34593                 NaN   2.21496                 NaN   1.59727        7.86765                 NaN            NaN            NaN            NaN            NaN            NaN
  1284.98        2500.00        86.9023                 NaN   1.32080                 NaN   2.27310                 NaN   1.60577        7.89807                 NaN            NaN            NaN            NaN            NaN            NaN
  1283.40        2500.00        87.4483                 NaN   1.27090                 NaN   2.18429                 NaN   1.54215        7.55440                 NaN            NaN            NaN            NaN            NaN            NaN
  1281.83        2500.00        88.2210                 NaN   1.19742                 NaN   2.06339                 NaN   1.45302        7.06513                 NaN            NaN            NaN            NaN            NaN            NaN
  1280.25        2500.00        77.1324                 NaN   2.14419                 NaN   3.58803                 NaN   2.75753        13.7424       0.635466                 NaN            NaN            NaN            NaN            NaN
  1278.68        2500.00        46.8454                 NaN   2.68013                 NaN   8.76131                 NaN   5.98739        32.0235                 NaN   3.70234                 NaN            NaN            NaN            NaN
  1277.11        2500.00        65.5458                 NaN   1.71805                 NaN   5.57440                 NaN   3.84112        20.7188                 NaN   2.60191                 NaN            NaN            NaN            NaN
  1275.53        2500.00        78.8873                 NaN   1.07232                 NaN   3.47910                 NaN   2.35922        12.5906                 NaN   1.61144                 NaN            NaN            NaN            NaN
  1273.96        2500.00        84.2357                 NaN  0.813773                 NaN   2.62931                 NaN   1.76267        9.34063                 NaN   1.21792                 NaN            NaN            NaN            NaN
  1272.38        2500.00        87.3190                 NaN  0.625212                 NaN   2.15790                 NaN   1.41517        7.47932                 NaN   1.00338                 NaN            NaN            NaN            NaN
  1270.81        2500.00        89.6226                 NaN  0.570071                 NaN   1.75858                 NaN   1.16127        6.07382                 NaN  0.813622                 NaN            NaN            NaN            NaN
  1269.23        2500.00        91.0957                 NaN  0.439265                 NaN   1.55541                 NaN  0.990587        5.20421                 NaN  0.714807                 NaN            NaN            NaN            NaN
  1267.66        2500.00        92.1384                 NaN  0.423910                 NaN   1.39111                 NaN  0.874055        4.54150                 NaN  0.631045                 NaN            NaN            NaN            NaN
  1266.08        2500.00        92.6583                 NaN  0.356975                 NaN   1.31608                 NaN  0.808434        4.26458                 NaN  0.595601                 NaN            NaN            NaN            NaN
  1264.51        2500.00        96.5044                 NaN  0.284418                 NaN  0.730539                 NaN  0.456063        1.87738                 NaN  0.147216                 NaN            NaN            NaN            NaN
  1262.94        2500.00        99.2828                 NaN            NaN            NaN  0.907008E-001            NaN  0.380183E-001            NaN            NaN  0.548120E-001            NaN            NaN  0.110858       0.422786     
  1261.36        2500.00        84.6981                 NaN  0.653217                 NaN   2.94041                 NaN   1.60553        8.73828                 NaN   1.36450                 NaN            NaN            NaN            NaN
  1259.79        2500.00        94.8801                 NaN  0.228702                 NaN  0.991111                 NaN  0.547430        2.91563                 NaN  0.436993                 NaN            NaN            NaN            NaN
  1258.21        2500.00        95.1469                 NaN  0.204353                 NaN  0.967907                 NaN  0.511588        2.74753                 NaN  0.421772                 NaN            NaN            NaN            NaN
  1256.64        2500.00        93.0360                 NaN            NaN            NaN   1.46239                 NaN  0.741202        4.56515                 NaN  0.195306                 NaN            NaN            NaN            NaN
  1255.06        2500.00        98.5495                 NaN  0.337911                 NaN  0.328073                 NaN  0.141441                 NaN            NaN  0.643033                 NaN            NaN            NaN            NaN
  1253.49        2500.00        95.3754                 NaN  0.145430                 NaN  0.905540                 NaN  0.407451        2.73878                 NaN  0.370306                 NaN            NaN  0.570613E-001            NaN
  1251.91        2500.00                 NaN            NaN   3.76101                 NaN   19.9807                 NaN   8.06514        44.5645                 NaN   4.78714                 NaN            NaN   14.3120        4.52961     
  1250.34        2500.00                 NaN            NaN   3.42259                 NaN   20.2781                 NaN   7.89751        44.7720                 NaN   5.02418                 NaN            NaN   14.2252        4.38034     
  1248.76        2500.00                 NaN            NaN   3.44924                 NaN   20.2517                 NaN   7.92582        44.7859                 NaN   5.00784                 NaN            NaN   14.2461        4.33335     
  1247.19        2500.00                 NaN            NaN   2.43179       0.154792        19.1444                 NaN   8.65551        44.9760                 NaN   5.38940       0.922240E-003            NaN   14.5501        4.69702     
  1245.62        2500.00                 NaN            NaN   3.50367                 NaN   20.1988                 NaN   7.98250        44.8144                 NaN   4.97429                 NaN            NaN   14.2888        4.23752     
  1244.04        2500.00                 NaN            NaN   3.52947                 NaN   20.1742                 NaN   8.01004        44.8291                 NaN   4.95832                 NaN            NaN   14.3097        4.18907     
  1242.47        2500.00                 NaN            NaN   3.55515                 NaN   20.1498                 NaN   8.03727        44.8444                 NaN   4.94250                 NaN            NaN   14.3308        4.14017     
  1240.89        2500.00                 NaN            NaN   3.58165                 NaN   20.1249                 NaN   8.06484        44.8593                 NaN   4.92608                 NaN            NaN   14.3521        4.09117     
  1239.32        2500.00                 NaN            NaN   3.60767                 NaN   20.1005                 NaN   8.09214        44.8745                 NaN   4.90994                 NaN            NaN   14.3734        4.04174     
  1237.74        2500.00                 NaN            NaN   3.63388                 NaN   20.0765                 NaN   8.11932        44.8899                 NaN   4.89362                 NaN            NaN   14.3950        3.99183     
  1236.17        2500.00                 NaN            NaN   3.65844                 NaN   20.0539                 NaN   8.14570        44.9063                 NaN   4.87845                 NaN            NaN   14.4160        3.94119     
  1234.59        2500.00                 NaN            NaN   3.68408                 NaN   20.0308                 NaN   8.17234        44.9223                 NaN   4.86240                 NaN            NaN   14.4375        3.89056     
  1233.02        2500.00                 NaN            NaN   3.71035                 NaN   20.0077                 NaN   8.19907        44.9381                 NaN   4.84593                 NaN            NaN   14.4592        3.83963     
  1231.45        2500.00                 NaN            NaN   3.73722                 NaN   19.9841                 NaN   8.22615        44.9537                 NaN   4.82896                 NaN            NaN   14.4813        3.78852     
  1229.87        2500.00                 NaN            NaN   3.76110                 NaN   19.9633                 NaN   8.25166        44.9712                 NaN   4.81407                 NaN            NaN   14.5026        3.73610     
  1228.30        2500.00                 NaN            NaN   3.45617                 NaN   20.1124                 NaN   8.32468        44.9542                 NaN   3.32856        1.57872                 NaN   14.5433        3.70205     
  1226.72        2500.00                 NaN            NaN   3.45329                 NaN   20.1097                 NaN   8.33733        44.9893                 NaN   3.39209        1.51982                 NaN   14.5572        3.64128     
  1225.15        2500.00                 NaN            NaN   3.45015                 NaN   20.1074                 NaN   8.34990        45.0247                 NaN   3.45551        1.46118                 NaN   14.5712        3.58000     
  1223.57        2500.00                 NaN            NaN   3.44756                 NaN   20.1047                 NaN   8.36274        45.0600                 NaN   3.51606        1.40500                 NaN   14.5855        3.51842     
  1222.00        2500.00                 NaN            NaN   3.44462                 NaN   20.1024                 NaN   8.37547        45.0958                 NaN   3.57691        1.34873                 NaN   14.5998        3.45628     
  1220.42        2500.00                 NaN            NaN   3.44097                 NaN   20.1006                 NaN   8.38794        45.1323                 NaN   3.63927        1.29143                 NaN   14.6140        3.39350     
  1218.85        2500.00                 NaN            NaN   3.43601                 NaN   20.1025                 NaN   8.39907        45.1689                 NaN   3.67998        1.25623                 NaN   14.6278        3.32961     
  1217.28        2500.00                 NaN            NaN   3.43208                 NaN   20.1010                 NaN   8.41152        45.2060                 NaN   3.74100        1.20040                 NaN   14.6422        3.26581     
  1215.70        2500.00                 NaN            NaN   3.43174                 NaN   20.0975                 NaN   8.42551        45.2411                 NaN   3.78943        1.15456                 NaN   14.6577        3.20253     
  1214.13        2500.00                 NaN            NaN   3.42640                 NaN   20.0970                 NaN   8.43746        45.2796                 NaN   3.85337        1.09675                 NaN   14.6720        3.13739     
  1212.55        2500.00                 NaN            NaN   3.42412                 NaN   20.0948                 NaN   8.45071        45.3164                 NaN   3.90667        1.04737                 NaN   14.6873        3.07262     
  1210.98        2500.00                 NaN            NaN   3.41376                 NaN   20.0976                 NaN   8.46070        45.3585                 NaN   3.98470       0.978991                 NaN   14.7006        3.00511     
  1209.40        2500.00                 NaN            NaN   3.41041                 NaN   20.0962                 NaN   8.47363        45.3965                 NaN   4.03969       0.928616                 NaN   14.7159        2.93906     
  1207.83        2500.00                 NaN            NaN   3.40608                 NaN   20.0955                 NaN   8.48619        45.4354                 NaN   4.09700       0.876589                 NaN   14.7310        2.87223     
  1206.25        2500.00                 NaN            NaN   3.39907                 NaN   20.0964                 NaN   8.49773        45.4762                 NaN   4.16167       0.819072                 NaN   14.7456        2.80416     
  1204.68        2500.00                 NaN            NaN            NaN            NaN   26.2791                 NaN   3.90649        47.5085                 NaN   4.32893        3.31735                 NaN   13.3775        1.28205     
  1203.11        2500.00                 NaN            NaN   1.15340        1.53930        20.0946                 NaN   7.96451        45.7104                 NaN  0.357465        4.93072                 NaN   15.0336        3.21589     
  1201.53        2500.00                 NaN            NaN            NaN            NaN   26.2820                 NaN   4.04940        47.4643                 NaN   3.25154        4.34600                 NaN   13.4377        1.16906     
  1199.96        2500.00                 NaN            NaN   3.36752                 NaN   20.1032                 NaN   8.54308        45.6441                 NaN   4.42186       0.589689                 NaN   14.8044        2.52609     
  1198.38        2500.00                 NaN            NaN            NaN            NaN   26.3395                 NaN   4.05775        47.5162                 NaN   3.22521        4.37002                 NaN   13.4706        1.02079     
  1196.81        2500.00                 NaN            NaN   3.35227                 NaN   20.1067                 NaN   8.56637        45.7297                 NaN   4.54525       0.481121                 NaN   14.8350        2.38353     
  1195.23        2500.00                 NaN            NaN   3.34828                 NaN   20.1064                 NaN   8.57955        45.7706                 NaN   4.59556       0.435572                 NaN   14.8515        2.31257     
  1193.66        2500.00                 NaN            NaN   4.25360                 NaN   19.6561                 NaN   8.75926        45.4415                 NaN   4.49482                 NaN            NaN   15.0024        2.39241     
  1192.08        2500.00                 NaN            NaN            NaN            NaN   26.5978                 NaN   4.09452        47.4745                 NaN   3.11114        4.41539                 NaN   13.5592       0.747402     
  1190.51        2500.00                 NaN            NaN   3.30920                 NaN   20.1221                 NaN   8.60893        45.9118                 NaN   4.81695       0.247580                 NaN   14.8946        2.08882     
  1188.94        2500.00                 NaN            NaN            NaN            NaN   26.5090                 NaN   4.08056        47.6878                 NaN   3.15051        4.44159                 NaN   13.5697       0.560753     
  1187.36        2500.00                 NaN            NaN   4.51695                 NaN   19.5774                 NaN   8.95850        45.3429                 NaN   4.27271                 NaN            NaN   15.1423        2.18930     
  1185.79        2500.00                 NaN            NaN   4.56234                 NaN   19.4691                 NaN   8.95049        45.4237                 NaN   4.27494                 NaN            NaN   15.1834        2.13608     
  1184.21        2500.00                 NaN            NaN   1.19734        1.42995        20.1005                 NaN   7.95949        46.2645                 NaN   5.33719                 NaN            NaN   15.2582        2.45281     
  1182.64        2500.00                 NaN            NaN            NaN            NaN   26.7696                 NaN   4.08266        47.6881                 NaN   3.04179        4.49837                 NaN   13.6545       0.264849     
  1181.06        2500.00                 NaN            NaN            NaN            NaN   26.8067                 NaN   4.05736        47.7461                 NaN   3.01978        4.53266                 NaN   13.6638       0.173692     
  1179.49        2500.00                 NaN            NaN            NaN            NaN   26.8468                 NaN   4.02465        47.8103                 NaN   2.99418        4.57341                 NaN   13.6712       0.794914E-001
  1177.91        2500.00                 NaN            NaN   4.69561                 NaN   19.4648                 NaN   9.08956        45.4739                 NaN   4.15801                 NaN            NaN   15.3074        1.81067     
  1176.34        2500.00                 NaN            NaN            NaN            NaN   27.1694                 NaN   3.63916        47.9613                 NaN   4.84672        2.83823                 NaN   13.5452                 NaN
  1174.77        2500.00                 NaN            NaN            NaN            NaN   27.1882                 NaN   3.63542        47.9502                 NaN   4.86375        2.82702                 NaN   13.5354                 NaN
  1173.19        2500.00                 NaN            NaN   4.78383                 NaN   19.4534                 NaN   9.16327        45.5165                 NaN   4.08829                 NaN            NaN   15.3892        1.60553     
  1171.62        2500.00                 NaN            NaN   4.80408                 NaN   19.4513                 NaN   9.19248        45.5326                 NaN   4.06906                 NaN            NaN   15.4142        1.53637     
  1170.04        2500.00                 NaN            NaN   4.82277                 NaN   19.4281                 NaN   9.22329        45.5659                 NaN   4.05659                 NaN            NaN   15.4391        1.46426     
  1168.47        2500.00                 NaN            NaN            NaN            NaN   27.3671                 NaN   3.65401        47.8131                 NaN   2.75654        4.91666                 NaN   13.4926                 NaN
  1166.89        2500.00                 NaN            NaN            NaN            NaN   27.3850                 NaN   3.61496        47.8293                 NaN   4.95207        2.74129                 NaN   13.4774                 NaN
  1165.32        2500.00                 NaN            NaN            NaN            NaN   27.4395                 NaN   3.65314        47.7649                 NaN   4.96013        2.71368                 NaN   13.4687                 NaN
  1163.74        2500.00                 NaN            NaN            NaN            NaN   27.4731                 NaN   3.65411        47.7411                 NaN   4.97342        2.70072                 NaN   13.4576                 NaN
  1162.17        2500.00                 NaN            NaN   4.92498                 NaN   19.3459                 NaN   9.35569        45.7104                 NaN   3.98579                 NaN            NaN   15.5687        1.10849     
  1160.60        2500.00                 NaN            NaN            NaN            NaN   27.5090                 NaN   3.61084        47.7469                 NaN   5.01046        2.69000                 NaN   13.4328                 NaN
  1159.02        2500.00                 NaN            NaN   4.91544                 NaN   19.4043                 NaN   9.35727        45.7912                 NaN   3.99132                 NaN            NaN   15.6008       0.939655     
  1157.45        2500.00                 NaN            NaN   4.68323                 NaN   19.5112                 NaN   9.27203        46.0335                 NaN   4.17974                 NaN            NaN   15.5531       0.767268     
  1155.87        2500.00                 NaN            NaN            NaN            NaN   27.5921                 NaN   3.63256        47.6736                 NaN   5.04541        2.65404                 NaN   13.4023                 NaN
  1154.30        2500.00                 NaN            NaN            NaN            NaN   27.6131                 NaN   3.69643        47.5981                 NaN   5.06931        2.59752                 NaN   13.4256                 NaN
  1152.72        2500.00                 NaN            NaN            NaN            NaN   27.6417                 NaN   3.66521        47.6146                 NaN   2.63772        5.05482                 NaN   13.3859                 NaN
  1151.15        2500.00                 NaN            NaN   4.72609                 NaN   19.4366                 NaN   9.40276        46.1859                 NaN  0.322437        3.82276                 NaN   15.6545       0.449017     
  1149.57        2500.00                 NaN            NaN            NaN            NaN   27.7595                 NaN   3.68179        47.5237                 NaN   2.58454        5.09066                 NaN   13.3598                 NaN
  1148.00        2500.00                 NaN            NaN            NaN            NaN   27.8225                 NaN   3.66724        47.4915                 NaN   5.12077        2.55382                 NaN   13.3442                 NaN
  1146.42        2500.00                 NaN            NaN   4.86623                 NaN   19.3704                 NaN   9.40299        46.2718                 NaN   4.07473                 NaN            NaN   15.7629       0.251055     
  1144.85        2500.00                 NaN            NaN            NaN            NaN   27.7513                 NaN   3.64856        47.5577                 NaN   2.48497        5.23862                 NaN   13.3189                 NaN
  1143.28        2500.00                 NaN            NaN   4.79556                 NaN   19.4854                 NaN   9.43775        46.3625                 NaN   4.10258                 NaN            NaN   15.7760       0.402600E-001
  1141.70        2500.00                 NaN            NaN   4.85117                 NaN   19.4684                 NaN   9.51608        46.3194                 NaN   4.04336                 NaN            NaN   15.8016                 NaN
  1140.13        2500.00                 NaN            NaN   4.90888                 NaN   19.4434                 NaN   9.53726        46.2780                 NaN   4.00186                 NaN            NaN   15.8307                 NaN
  1138.55        2500.00                 NaN            NaN            NaN            NaN   28.0152                 NaN   3.61848        47.4006                 NaN   5.22531        2.48206                 NaN   13.2584                 NaN
  1136.98        2500.00                 NaN            NaN            NaN            NaN   27.9831                 NaN   3.68664        47.3679                 NaN   5.21332        2.48322                 NaN   13.2658                 NaN
  1135.40        2500.00                 NaN            NaN   4.96967                 NaN   19.4769                 NaN   9.55138        46.2105                 NaN   3.96093                 NaN            NaN   15.8307                 NaN
  1133.83        2500.00                 NaN            NaN            NaN            NaN   28.1961                 NaN   3.66465        47.2400                 NaN   2.41915        5.25059                 NaN   13.2295                 NaN
  1132.25        2500.00                 NaN            NaN            NaN            NaN   28.2136                 NaN   3.68312        47.2157                 NaN   5.27340        2.39497                 NaN   13.2192                 NaN
  1130.68        2500.00                 NaN            NaN   6.07793                 NaN   18.7559                 NaN   10.0266        45.6387       0.977770        2.19515                 NaN            NaN   16.3280                 NaN
  1129.11        2500.00                 NaN            NaN   5.05032                 NaN   19.4613                 NaN   9.64198        46.1107                 NaN   3.89791                 NaN            NaN   15.8378                 NaN
  1127.53        2500.00                 NaN            NaN   4.96140                 NaN   19.3745                 NaN   9.64836        46.2213                 NaN   3.99466                 NaN            NaN   15.7998                 NaN
  1125.96        2500.00                 NaN            NaN   5.06438                 NaN   19.3717                 NaN   9.66209        46.1462                 NaN   3.91666                 NaN            NaN   15.8390                 NaN
  1124.38        2500.00                 NaN            NaN            NaN            NaN   28.3717                 NaN   3.70874        47.0901                 NaN   5.32196        2.34688                 NaN   13.1606                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN   28.3850                 NaN   3.86102        46.9352                 NaN   1.94592       0.278238        5.36425        13.2303                 NaN
  1121.23        2500.00                 NaN            NaN            NaN            NaN   28.5050                 NaN   3.70113        47.0061                 NaN   2.28819        5.37174                 NaN   13.1278                 NaN
  1119.66        2500.00                 NaN            NaN            NaN            NaN   28.5773                 NaN   3.69211        46.9640                 NaN   5.38931        2.26614                 NaN   13.1111                 NaN
  1118.08        2500.00                 NaN            NaN            NaN            NaN   28.6155                 NaN   3.69440        46.9378                 NaN   5.42741        2.22814                 NaN   13.0967                 NaN
  1116.51        2500.00                 NaN            NaN            NaN            NaN   28.6722                 NaN   3.69293        46.9031                 NaN   5.43998        2.21313                 NaN   13.0787                 NaN
  1114.94        2500.00                 NaN            NaN            NaN            NaN   28.7019                 NaN   3.70226        46.8743                 NaN   2.20563        5.44652                 NaN   13.0694                 NaN
  1113.36        2500.00                 NaN            NaN            NaN            NaN   28.7664                 NaN   3.69809        46.8380                 NaN   2.18308        5.46639                 NaN   13.0480                 NaN
  1111.79        2500.00                 NaN            NaN            NaN            NaN   28.8266                 NaN   3.56944        46.9034                 NaN   2.10000        5.59834                 NaN   13.0023                 NaN
  1110.21        2500.00                 NaN            NaN            NaN            NaN   28.8538                 NaN   3.71135        46.7704                 NaN   2.14126        5.50440                 NaN   13.0188                 NaN
  1108.64        2500.00                 NaN            NaN            NaN            NaN   28.9369                 NaN   3.69366        46.7299                 NaN   5.53112        2.11199                 NaN   12.9965                 NaN
  1107.06        2500.00                 NaN            NaN            NaN            NaN   28.9961                 NaN   3.69254        46.6936                 NaN   5.55249        2.08967                 NaN   12.9756                 NaN
  1105.49        2500.00                 NaN            NaN            NaN            NaN   29.0296                 NaN   3.70173        46.6621                 NaN   2.07827        5.55888                 NaN   12.9694                 NaN
  1103.91        2500.00                 NaN            NaN   5.36058                 NaN   19.4261                 NaN   10.0017        45.7074                 NaN   3.65133                 NaN            NaN   15.8529                 NaN
  1102.34        2500.00                 NaN            NaN   5.36620                 NaN   19.4588                 NaN   10.0191        45.6694                 NaN   3.63875                 NaN            NaN   15.8477                 NaN
  1100.77        2500.00                 NaN            NaN   5.40646                 NaN   19.4498                 NaN   10.0495        45.6323                 NaN   3.60813                 NaN            NaN   15.8538                 NaN
  1099.19        2500.00                 NaN            NaN   5.43116                 NaN   19.4514                 NaN   10.0754        45.6003                 NaN   3.58736                 NaN            NaN   15.8544                 NaN
  1097.62        2500.00                 NaN            NaN            NaN            NaN   29.2972                 NaN   3.71389        46.4784                 NaN   5.64876        1.97427                 NaN   12.8874                 NaN
  1096.04        2500.00                 NaN            NaN            NaN            NaN   29.3400                 NaN   3.72285        46.4434                 NaN   1.95716        5.66295                 NaN   12.8736                 NaN
  1094.47        2500.00                 NaN            NaN            NaN            NaN   29.3959                 NaN   3.72606        46.4052                 NaN   5.68629        1.93202                 NaN   12.8545                 NaN
  1092.89        2500.00                 NaN            NaN            NaN            NaN   29.4395                 NaN   3.73531        46.3690                 NaN   5.69505        1.91841                 NaN   12.8427                 NaN
  1091.32        2500.00                 NaN            NaN   6.26940                 NaN   18.8578                 NaN   10.3962        45.2225       0.593793        2.40918                 NaN            NaN   16.2511                 NaN
  1089.74        2500.00                 NaN            NaN            NaN            NaN   29.5548                 NaN   3.74140        46.2893                 NaN   5.73718        1.86979                 NaN   12.8075                 NaN
  1088.17        2500.00                 NaN            NaN   5.51637                 NaN   19.4966                 NaN   10.2231        45.4233                 NaN   3.50854                 NaN            NaN   15.8321                 NaN
  1086.60        2500.00                 NaN            NaN   5.56840                 NaN   19.4892                 NaN   10.2521        45.3767                 NaN   3.46704                 NaN            NaN   15.8466                 NaN
  1085.02        2500.00                 NaN            NaN   5.59196                 NaN   19.4934                 NaN   10.2731        45.3447                 NaN   3.44740                 NaN            NaN   15.8494                 NaN
  1083.45        2500.00                 NaN            NaN   5.62194                 NaN   19.4966                 NaN   10.3034        45.3056                 NaN   3.42104                 NaN            NaN   15.8513                 NaN
  1081.87        2500.00                 NaN            NaN   5.62056                 NaN   19.5085                 NaN   10.3197        45.2890                 NaN   3.42042                 NaN            NaN   15.8418                 NaN
  1080.30        2500.00                 NaN            NaN   5.64951                 NaN   19.5110                 NaN   10.3454        45.2533                 NaN   3.39593                 NaN            NaN   15.8448                 NaN
  1078.72        2500.00                 NaN            NaN   5.65544                 NaN   19.5220                 NaN   10.3642        45.2296                 NaN   3.38894                 NaN            NaN   15.8399                 NaN
  1077.15        2500.00                 NaN            NaN   5.69417                 NaN   19.5220                 NaN   10.3921        45.1884                 NaN   3.35697                 NaN            NaN   15.8463                 NaN
  1075.57        2500.00                 NaN            NaN   5.71975                 NaN   19.5247                 NaN   10.4216        45.1531                 NaN   3.33462                 NaN            NaN   15.8462                 NaN
  1074.00        2500.00                 NaN            NaN   5.72094                 NaN   19.5414                 NaN   10.4372        45.1310                 NaN   3.33072                 NaN            NaN   15.8388                 NaN
  1072.43        2500.00                 NaN            NaN   5.74443                 NaN   19.5495                 NaN   10.4600        45.0965                 NaN   3.30980                 NaN            NaN   15.8397                 NaN
  1070.85        2500.00                 NaN            NaN   5.74414                 NaN   19.5634                 NaN   10.4849        45.0719                 NaN   3.30672                 NaN            NaN   15.8290                 NaN
  1069.28        2500.00                 NaN            NaN   5.76499                 NaN   19.5734                 NaN   10.5010        45.0412                 NaN   3.28845                 NaN            NaN   15.8309                 NaN
  1067.70        2500.00                 NaN            NaN   5.88452                 NaN   19.5035                 NaN   10.5821        44.9651                 NaN   3.19564                 NaN            NaN   15.8691                 NaN
  1066.13        2500.00                 NaN            NaN   5.82193                 NaN   19.5855                 NaN   10.5533        44.9657                 NaN   3.23876                 NaN            NaN   15.8348                 NaN
  1064.55        2500.00                 NaN            NaN   5.82824                 NaN   19.5996                 NaN   10.5760        44.9393                 NaN   3.23055                 NaN            NaN   15.8263                 NaN
