|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/TIS/TIS_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           an             San(TH)        ilm            q             
  1193.69        500.000                 NaN   61.9075        2.22531                 NaN            NaN  0.399593E-001   2.47942        17.1061       0.219159        16.0225     
  1192.59        500.000                 NaN            NaN   5.61270                 NaN            NaN  0.279588        6.53029        44.5444       0.510713        42.5223     
  1191.49        500.000                 NaN            NaN   5.58729                 NaN            NaN  0.283667        6.52389        44.5572       0.512330        42.5356     
  1190.39        500.000                 NaN            NaN   5.60557                 NaN            NaN  0.280572        6.52664        44.5490       0.511402        42.5268     
  1189.29        500.000                 NaN            NaN   5.61720                 NaN            NaN  0.276699        6.51757        44.5623       0.512792        42.5135     
  1188.19        500.000                 NaN            NaN   5.66462                 NaN            NaN  0.268470        6.52331        44.5444       0.510682        42.4885     
  1187.09        500.000                 NaN            NaN   5.65183                 NaN            NaN  0.272689        6.53338        44.5283       0.509074        42.5047     
  1185.98        500.000                 NaN            NaN   5.66409                 NaN            NaN  0.270793        6.53558        44.5216       0.508365        42.4996     
  1184.88        500.000                 NaN            NaN   5.83682                 NaN            NaN  0.239228        6.54168        44.4796       0.502972        42.3997     
  1183.78        500.000                 NaN            NaN   5.89037                 NaN            NaN  0.229425        6.55089        44.4598       0.500495        42.3690     
  1182.68        500.000                 NaN            NaN   5.95915                 NaN            NaN  0.217582        6.55925        44.4343       0.497375        42.3324     
  1181.58        500.000                 NaN            NaN   6.03093                 NaN            NaN  0.204790        6.56791        44.4091       0.494181        42.2931     
  1180.48        500.000                 NaN            NaN   6.11789                 NaN            NaN  0.189584        6.57849        44.3778       0.490246        42.2460     
  1179.38        500.000                 NaN            NaN   6.28149                 NaN            NaN  0.160629        6.59803        44.3215       0.482947        42.1554     
  1178.28        500.000                 NaN            NaN   6.33249                 NaN            NaN  0.152120        6.60454        44.3009       0.480518        42.1294     
  1177.18        500.000                 NaN            NaN   6.41385                 NaN            NaN  0.137238        6.61383        44.2750       0.477028        42.0831     
  1176.08        500.000                 NaN            NaN   6.55959                 NaN            NaN  0.112092        6.63151        44.2220       0.470417        42.0044     
  1174.98        500.000                 NaN            NaN   6.67312                 NaN            NaN  0.919053E-001   6.64448        44.1843       0.465503        41.9407     
  1173.88        500.000                 NaN            NaN   6.84435                 NaN            NaN  0.616047E-001   6.66434        44.1265       0.457990        41.8452     
  1172.78        500.000                 NaN            NaN   7.14379                 NaN            NaN  0.869671E-002   6.69873        44.0256       0.444882        41.6783     
  1171.68        500.000                 NaN            NaN   2.18567        5.00148                 NaN            NaN   6.70093        44.0178       0.443825        41.6503     
  1170.58        500.000                 NaN            NaN   5.38095        1.80444                 NaN            NaN   6.69951        44.0204       0.444307        41.6504     
  1169.48        500.000                 NaN            NaN   5.16180        2.02287                 NaN            NaN   6.70048        44.0200       0.444127        41.6507     
  1168.38        500.000                 NaN            NaN   7.18598                 NaN            NaN            NaN   6.70165        44.0165       0.444022        41.6519     
  1167.28        500.000                 NaN            NaN   7.18491                 NaN            NaN            NaN   6.70143        44.0172       0.444180        41.6523     
  1166.18        500.000                 NaN            NaN   7.18540                 NaN            NaN            NaN   6.70263        44.0154       0.443746        41.6528     
  1165.08        500.000                 NaN            NaN   4.54259        2.64005                 NaN            NaN   6.70119        44.0170       0.444806        41.6544     
  1163.97        500.000                 NaN            NaN   4.59846        2.58504                 NaN            NaN   6.70188        44.0164       0.444143        41.6540     
  1162.87        500.000                 NaN            NaN   7.20278                 NaN            NaN            NaN   6.71471        43.9830       0.439964        41.6596     
  1161.77        500.000                 NaN            NaN  0.336101        6.84980       0.501563E-005            NaN   6.70649        44.0097       0.442767        41.6552     
  1160.67        500.000                 NaN            NaN  0.325699        6.86362       0.415028E-005            NaN   6.70912        44.0026       0.442008        41.6570     
  1159.57        500.000                 NaN            NaN  0.341843        6.84962                 NaN            NaN   6.71036        43.9984       0.441653        41.6581     
  1158.47        500.000                 NaN            NaN  0.402377        6.79096       0.434938E-005            NaN   6.71315        43.9934       0.440911        41.6591     
  1157.37        500.000                 NaN            NaN  0.407075        6.78741       0.411512E-005            NaN   6.71411        43.9902       0.440829        41.6604     
  1156.27        500.000                 NaN            NaN  0.453551        6.73976       0.522039E-005            NaN   6.71225        43.9923       0.440791        41.6614     
  1155.17        500.000                 NaN            NaN  0.518758        6.67544       0.594366E-005            NaN   6.71448        43.9892       0.440399        41.6618     
  1154.07        500.000                 NaN            NaN   7.20949                 NaN            NaN            NaN   6.72139        43.9635       0.438471        41.6672     
  1152.97        500.000                 NaN            NaN   7.21458                 NaN            NaN            NaN   6.72629        43.9535       0.436769        41.6688     
  1151.87        500.000                 NaN            NaN  0.596160        6.60122                 NaN            NaN   6.71834        43.9800       0.439595        41.6647     
  1150.77        500.000                 NaN            NaN   7.21708                 NaN            NaN            NaN   6.72878        43.9472       0.436081        41.6709     
  1149.67        500.000                 NaN            NaN   7.21835                 NaN            NaN            NaN   6.73004        43.9440       0.435731        41.6719     
  1148.57        500.000                 NaN            NaN  0.639701        6.55840       0.254543E-003            NaN   6.72153        43.9745       0.438471        41.6671     
  1147.47        500.000                 NaN            NaN   7.22092                 NaN            NaN            NaN   6.73256        43.9376       0.435027        41.6739     
  1146.37        500.000                 NaN            NaN  0.742176        6.45827       0.863319E-004            NaN   6.72404        43.9687       0.437802        41.6690     
  1145.27        500.000                 NaN            NaN   7.22306                 NaN            NaN            NaN   6.73478        43.9319       0.434429        41.6759     
  1144.17        500.000                 NaN            NaN   7.22436                 NaN            NaN            NaN   6.73605        43.9286       0.434074        41.6769     
  1143.07        500.000                 NaN            NaN   7.22327                 NaN            NaN            NaN   6.73575        43.9294       0.434241        41.6774     
  1141.96        500.000                 NaN            NaN  0.926468        6.28454                 NaN            NaN   6.73019        43.9491       0.435741        41.6739     
  1140.86        500.000                 NaN            NaN  0.995764        6.21502                 NaN            NaN   6.73197        43.9473       0.435449        41.6745     
  1139.76        500.000                 NaN            NaN   1.00254        6.20976                 NaN            NaN   6.73410        43.9430       0.434943        41.6756     
  1138.66        500.000                 NaN            NaN   1.05865        6.15444                 NaN            NaN   6.73299        43.9417       0.435233        41.6770     
  1137.56        500.000                 NaN            NaN   1.09328        6.12053                 NaN            NaN   6.73381        43.9396       0.434940        41.6778     
  1136.46        500.000                 NaN            NaN   1.12123        6.09374                 NaN            NaN   6.73493        43.9367       0.434623        41.6788     
  1135.36        500.000                 NaN            NaN   1.14906        6.06709                 NaN            NaN   6.73605        43.9337       0.434306        41.6798     
  1134.26        500.000                 NaN            NaN   1.20086        6.01562                 NaN            NaN   6.73734        43.9318       0.433932        41.6804     
  1133.16        500.000                 NaN            NaN   7.23451                 NaN            NaN            NaN   6.74680        43.9011       0.431140        41.6864     
  1132.06        500.000                 NaN            NaN   7.23577                 NaN            NaN            NaN   6.74802        43.8980       0.430795        41.6874     
  1130.96        500.000                 NaN            NaN   1.25115        5.96877                 NaN            NaN   6.73971        43.9237       0.433214        41.6835     
  1129.86        500.000                 NaN            NaN   7.24230                 NaN            NaN            NaN   6.75314        43.8850       0.429198        41.6904     
  1128.76        500.000                 NaN            NaN   7.24365                 NaN            NaN            NaN   6.75444        43.8817       0.428827        41.6914     
  1127.66        500.000                 NaN            NaN   7.24493                 NaN            NaN            NaN   6.75569        43.8785       0.428471        41.6924     
  1126.56        500.000                 NaN            NaN   1.34506        5.87773                 NaN            NaN   6.74310        43.9151       0.432158        41.6869     
  1125.46        500.000                 NaN            NaN   7.23974                 NaN            NaN            NaN   6.75360        43.8851       0.429219        41.6924     
  1124.36        500.000                 NaN            NaN   1.37976        5.84523                 NaN            NaN   6.74519        43.9093       0.431476        41.6890     
  1123.26        500.000                 NaN            NaN   7.23488                 NaN            NaN            NaN   6.75068        43.8913       0.430384        41.6928     
  1122.16        500.000                 NaN            NaN   7.24633                 NaN            NaN            NaN   6.75820        43.8711       0.427973        41.6964     
  1121.06        500.000                 NaN            NaN   5.83281        1.37006       0.335378E-004            NaN   6.72446        43.9478       0.437336        41.6875     
  1119.95        500.000                 NaN            NaN   7.25094                 NaN            NaN            NaN   6.76263        43.8612       0.426495        41.6987     
  1118.85        500.000                 NaN            NaN   7.25315                 NaN            NaN            NaN   6.76441        43.8565       0.425971        41.7000     
  1117.75        500.000                 NaN            NaN   1.61623        5.61300                 NaN            NaN   6.74750        43.8980       0.430459        41.6948     
  1116.65        500.000                 NaN            NaN   1.46171        5.76978                 NaN            NaN   6.75106        43.8918       0.429741        41.6960     
  1115.55        500.000                 NaN            NaN   7.25271                 NaN            NaN            NaN   6.76469        43.8544       0.426154        41.7021     
  1114.45        500.000                 NaN            NaN   5.78743        1.41876                 NaN            NaN   6.72902        43.9359       0.436143        41.6928     
  1113.35        500.000                 NaN            NaN   7.25732                 NaN            NaN            NaN   6.76946        43.8445       0.424503        41.7042     
  1112.25        500.000                 NaN            NaN   7.26215                 NaN            NaN            NaN   6.77271        43.8355       0.423512        41.7062     
  1111.15        500.000                 NaN            NaN   5.58963        1.62562       0.174072E-004            NaN   6.73823        43.9114       0.434791        41.7004     
  1110.05        500.000                 NaN            NaN   5.58604        1.62981       0.124604E-004            NaN   6.73779        43.9103       0.434873        41.7012     
  1108.95        500.000                 NaN            NaN   5.49772        1.71798                 NaN            NaN   6.73847        43.9100       0.434584        41.7013     
  1107.85        500.000                 NaN            NaN   5.74255        1.46665                 NaN            NaN   6.73164        43.9266       0.435046        41.6975     
  1106.75        500.000                 NaN            NaN   5.43173        1.77934                 NaN            NaN   6.74141        43.9149       0.433315        41.6993     
  1105.65        500.000                 NaN            NaN   5.73622        1.47515                 NaN            NaN   6.73272        43.9215       0.434639        41.6998     
  1104.55        500.000                 NaN            NaN   5.73016        1.48273                 NaN            NaN   6.73366        43.9183       0.434300        41.7008     
  1103.45        500.000                 NaN            NaN   7.26406                 NaN            NaN            NaN   6.77605        43.8242       0.422965        41.7127     
  1102.35        500.000                 NaN            NaN   1.79275        5.45030       0.110948E-005            NaN   6.75969        43.8620       0.426809        41.7084     
  1101.25        500.000                 NaN            NaN   5.68297        1.53126                 NaN            NaN   6.73485        43.9123       0.434150        41.7044     
  1100.15        500.000                 NaN            NaN   5.67552        1.53803                 NaN            NaN   6.73555        43.9130       0.433852        41.7040     
  1099.05        500.000                 NaN            NaN   7.28330                 NaN            NaN            NaN   6.79116        43.7870       0.418209        41.7203     
  1097.94        500.000                 NaN            NaN   5.68001        1.53576                 NaN            NaN   6.73717        43.9079       0.433282        41.7059     
  1096.84        500.000                 NaN            NaN   5.67375        1.54281                 NaN            NaN   6.73776        43.9058       0.433080        41.7068     
  1095.74        500.000                 NaN            NaN   5.67282        1.54485                 NaN            NaN   6.73901        43.9030       0.432638        41.7077     
  1094.64        500.000                 NaN            NaN   5.62421        1.59314                 NaN            NaN   6.73788        43.9032       0.432910        41.7087     
  1093.54        500.000                 NaN            NaN   5.63667        1.58156                 NaN            NaN   6.73974        43.8999       0.432364        41.7097     
  1092.44        500.000                 NaN            NaN   7.29193                 NaN            NaN            NaN   6.79886        43.7676       0.415700        41.7259     
  1091.34        500.000                 NaN            NaN   7.29547                 NaN            NaN            NaN   6.80139        43.7607       0.414953        41.7275     
  1090.24        500.000                 NaN            NaN   5.61998        1.60054                 NaN            NaN   6.74057        43.8944       0.432076        41.7125     
  1089.14        500.000                 NaN            NaN   1.28307        5.98375                 NaN            NaN   6.77763        43.8114       0.421591        41.7226     
  1088.04        500.000                 NaN            NaN   5.28256        1.93858                 NaN            NaN   6.74405        43.8851       0.432109        41.7176     
  1086.94        500.000                 NaN            NaN   5.30130        1.91984                 NaN            NaN   6.74432        43.8843       0.431984        41.7183     
  1085.84        500.000                 NaN            NaN   2.54424        4.69561                 NaN            NaN   6.76268        43.8482       0.427218        41.7220     
  1084.74        500.000                 NaN            NaN   7.30592                 NaN            NaN            NaN   6.81040        43.7373       0.412219        41.7342     
  1083.64        500.000                 NaN            NaN   7.30755                 NaN            NaN            NaN   6.81182        43.7336       0.411786        41.7352     
  1082.54        500.000                 NaN            NaN   5.81808        1.48492                 NaN            NaN   6.80882        43.7410       0.412622        41.7346     
  1081.44        500.000                 NaN            NaN   5.73982        1.56467                 NaN            NaN   6.81028        43.7371       0.412265        41.7359     
  1080.34        500.000                 NaN            NaN   5.43482        1.86729                 NaN            NaN   6.80820        43.7409       0.412874        41.7359     
  1079.24        500.000                 NaN            NaN   5.64059        1.67117                 NaN            NaN   6.81568        43.7231       0.410574        41.7389     
  1078.14        500.000                 NaN            NaN   5.62881        1.67940                 NaN            NaN   6.81365        43.7281       0.411242        41.7388     
  1077.04        500.000                 NaN            NaN   5.91937        1.39204                 NaN            NaN   6.81606        43.7217       0.410507        41.7403     
  1075.93        500.000                 NaN            NaN   5.36824        1.94045                 NaN            NaN   6.81362        43.7256       0.411501        41.7406     
  1074.83        500.000                 NaN            NaN   2.49530        4.75521                 NaN            NaN   6.76562        43.8296       0.424726        41.7295     
  1073.73        500.000                 NaN            NaN   2.56950        4.67886                 NaN            NaN   6.76353        43.8327       0.425526        41.7299     
  1072.63        500.000                 NaN            NaN   2.51269        4.73827                 NaN            NaN   6.76461        43.8280       0.425047        41.7314     
  1071.53        500.000                 NaN            NaN   2.52612        4.72455                 NaN            NaN   6.76476        43.8273       0.425036        41.7322     
  1070.43        500.000                 NaN            NaN   2.51854        4.73335                 NaN            NaN   6.76534        43.8245       0.424849        41.7334     
  1069.33        500.000                 NaN            NaN   2.57850        4.67179                 NaN            NaN   6.76520        43.8242       0.425337        41.7349     
  1068.23        500.000                 NaN            NaN   2.52825        4.72417                 NaN            NaN   6.76836        43.8212       0.423805        41.7343     
  1067.13        500.000                 NaN            NaN   2.56912        4.68243                 NaN            NaN   6.76729        43.8195       0.424773        41.7369     
  1066.03        500.000                 NaN            NaN   2.73617        4.51309       0.127008E-004            NaN   6.76367        43.8230       0.426210        41.7379     
  1064.93        500.000                 NaN            NaN   2.74905        4.50061       0.130027E-004            NaN   6.76384        43.8218       0.426096        41.7386     
  1063.83        500.000                 NaN            NaN   1.30423        5.98340                 NaN            NaN   6.79507        43.7584       0.415535        41.7434     
  1062.73        500.000                 NaN            NaN   2.52113        4.73418                 NaN            NaN   6.76941        43.8127       0.423450        41.7392     
  1061.63        500.000                 NaN            NaN   2.52428        4.73190                 NaN            NaN   6.76988        43.8105       0.423283        41.7402     
  1060.53        500.000                 NaN            NaN   2.64449        4.61265                 NaN            NaN   6.77050        43.8068       0.423547        41.7420     
  1059.43        500.000                 NaN            NaN   1.43956        5.85588                 NaN            NaN   6.80235        43.7384       0.414138        41.7496     
  1058.33        500.000                 NaN            NaN   2.62651        4.62884                 NaN            NaN   6.76763        43.8103       0.423997        41.7427     
  1057.23        500.000                 NaN            NaN   2.57955        4.67722                 NaN            NaN   6.76924        43.8071       0.423415        41.7434     
  1056.13        500.000                 NaN            NaN   2.66010        4.60534                 NaN            NaN   6.77031        43.7951       0.422415        41.7467     
  1055.03        500.000                 NaN            NaN   1.52974        1.86399        3.90637                 NaN   6.80656        43.7273       0.412660        41.7534     
  1053.92        500.000                 NaN            NaN   2.70143        4.56294                 NaN            NaN   6.77553        43.7917       0.421455        41.7469     
  1052.82        500.000                 NaN            NaN   2.68488        4.57336                 NaN            NaN   6.77220        43.7983       0.422945        41.7483     
  1051.72        500.000                 NaN            NaN   2.20401        5.08706                 NaN            NaN   6.79905        43.7418       0.414264        41.7538     
  1050.62        500.000                 NaN            NaN  0.728770        6.62082                 NaN            NaN   6.84828        43.6353       0.400795        41.7660     
  1049.52        500.000                 NaN            NaN   6.46522       0.885120                 NaN            NaN   6.84894        43.6332       0.400607        41.7669     
  1048.42        500.000                 NaN            NaN   2.21887        5.07361                 NaN            NaN   6.80033        43.7367       0.413944        41.7565     
  1047.32        500.000                 NaN            NaN   2.25587        5.03883                 NaN            NaN   6.80175        43.7325       0.413355        41.7577     
  1046.22        500.000                 NaN            NaN   2.25816        5.03741                 NaN            NaN   6.80259        43.7304       0.413043        41.7584     
  1045.12        500.000                 NaN            NaN   2.27972        5.01690                 NaN            NaN   6.80321        43.7277       0.412867        41.7596     
  1044.02        500.000                 NaN            NaN   2.28118        5.01681                 NaN            NaN   6.80390        43.7249       0.412577        41.7606     
  1042.92        500.000                 NaN            NaN   2.30121        4.99739                 NaN            NaN   6.80463        43.7228       0.412393        41.7616     
  1041.82        500.000                 NaN            NaN   2.94342        4.30664                 NaN            NaN   6.77004        43.8033       0.423102        41.7535     
  1040.72        500.000                 NaN            NaN   2.32285        4.97766                 NaN            NaN   6.80585        43.7182       0.411920        41.7635     
  1039.62        500.000                 NaN            NaN   2.33863        4.96285                 NaN            NaN   6.80675        43.7155       0.411675        41.7646     
  1038.52        500.000                 NaN            NaN   2.34967        4.95279                 NaN            NaN   6.80744        43.7131       0.411440        41.7656     
  1037.42        500.000                 NaN            NaN   4.89091        2.45021                 NaN            NaN   6.84203        43.6426       0.402290        41.7720     
  1036.32        500.000                 NaN            NaN   4.91402        2.42868                 NaN            NaN   6.84314        43.6393       0.401918        41.7730     
  1035.22        500.000                 NaN            NaN   4.93584        2.40861                 NaN            NaN   6.84426        43.6357       0.401530        41.7740     
  1034.12        500.000                 NaN            NaN   4.86921        2.47131                 NaN            NaN   6.84214        43.6378       0.403370        41.7761     
  1033.02        500.000                 NaN            NaN   2.40281        4.90460                 NaN            NaN   6.81096        43.7009       0.410255        41.7705     
  1031.91        500.000                 NaN            NaN   2.41328        4.89514                 NaN            NaN   6.81169        43.6984       0.410007        41.7715     
  1030.81        500.000                 NaN            NaN   2.97344        4.28048                 NaN            NaN   6.77224        43.7890       0.422379        41.7624     
  1029.71        500.000                 NaN            NaN   2.43894        4.87132                 NaN            NaN   6.81303        43.6937       0.409555        41.7734     
  1028.61        500.000                 NaN            NaN   2.44988        4.86151                 NaN            NaN   6.81366        43.6912       0.409308        41.7744     
  1027.51        500.000                 NaN            NaN   4.76168        2.60002                 NaN            NaN   6.85909        43.5968       0.397816        41.7846     
  1026.41        500.000                 NaN            NaN   3.98870        1.31819        1.84767                 NaN   6.72472        43.9437       0.437267        41.7397     
  1025.31        500.000                 NaN            NaN   3.98880        1.31761        1.84795                 NaN   6.72468        43.9432       0.437262        41.7404     
  1024.21        500.000                 NaN            NaN   2.49647        4.81854                 NaN            NaN   6.81630        43.6820       0.408427        41.7783     
  1023.11        500.000                 NaN            NaN   2.50860        4.80720                 NaN            NaN   6.81695        43.6798       0.408211        41.7793     
  1022.01        500.000                 NaN            NaN   2.85778        4.52090                 NaN            NaN   6.87585        43.5628       0.392299        41.7904     
  1020.91        500.000                 NaN            NaN   2.81635        4.56347                 NaN            NaN   6.87666        43.5600       0.392063        41.7915     
  1019.81        500.000                 NaN            NaN   2.80906        4.57226                 NaN            NaN   6.87779        43.5566       0.391732        41.7926     
  1018.71        500.000                 NaN            NaN   2.77037        4.61216                 NaN            NaN   6.87864        43.5538       0.391471        41.7936     
  1017.61        500.000                 NaN            NaN   2.73622        4.64751                 NaN            NaN   6.87952        43.5510       0.391205        41.7946     
  1016.51        500.000                 NaN            NaN   2.70625        4.67869                 NaN            NaN   6.88049        43.5480       0.390918        41.7956     
  1015.41        500.000                 NaN            NaN   2.67682        4.70950                 NaN            NaN   6.88144        43.5450       0.390620        41.7966     
  1014.31        500.000                 NaN            NaN   2.65492        4.73281                 NaN            NaN   6.88249        43.5418       0.390305        41.7977     
  1013.21        500.000                 NaN            NaN   2.63359        4.75554                 NaN            NaN   6.88356        43.5386       0.389975        41.7987     
  1012.11        500.000                 NaN            NaN   2.61460        4.77603                 NaN            NaN   6.88469        43.5352       0.389650        41.7998     
  1011.01        500.000                 NaN            NaN   2.64221        4.75371                 NaN            NaN   6.88767        43.5255       0.388753        41.8021     
  1009.90        500.000                 NaN            NaN   2.64207        4.75511                 NaN            NaN   6.88856        43.5226       0.388486        41.8032     
  1008.80        500.000                 NaN            NaN   2.64404        4.75438                 NaN            NaN   6.88944        43.5197       0.388219        41.8042     
  1007.70        500.000                 NaN            NaN   4.84531        2.55142                 NaN            NaN   6.88915        43.5218       0.388258        41.8041     
  1006.60        500.000                 NaN            NaN   2.65005        4.75072                 NaN            NaN   6.89123        43.5141       0.387701        41.8062     
  1005.50        500.000                 NaN            NaN   2.65456        4.74743                 NaN            NaN   6.89214        43.5112       0.387435        41.8072     
  1004.40        500.000                 NaN            NaN   2.65956        4.74363                 NaN            NaN   6.89303        43.5083       0.387177        41.8083     
  1003.30        500.000                 NaN            NaN   3.02590        4.27332       0.129606E-005            NaN   6.80125        43.6953       0.412997        41.7912     
  1002.20        500.000                 NaN            NaN   2.98597        4.31909       0.111087E-005            NaN   6.80554        43.6839       0.411897        41.7936     
  1001.10        500.000                 NaN            NaN   2.98914        4.31690       0.111800E-005            NaN   6.80723        43.6807       0.411567        41.7945     
  1000.00        500.000                 NaN            NaN   4.82945        2.59054                 NaN            NaN   6.90457        43.4765       0.383592        41.8153     
