|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.25/ALH/ALH_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             ilm            San(TH)        q             
  1238.58        500.000        97.8034                 NaN  0.533201E-004  0.582475                 NaN            NaN            NaN  0.293233       0.321911E-001   1.28861                 NaN
  1237.25        500.000        97.8708                 NaN  0.528622E-002  0.559257                 NaN            NaN            NaN  0.284270       0.308279E-001   1.24952                 NaN
  1235.93        500.000        97.9393                 NaN            NaN  0.547360                 NaN            NaN            NaN  0.273431       0.295976E-001   1.21034                 NaN
  1234.60        500.000        97.9936                 NaN            NaN  0.535302                 NaN            NaN            NaN  0.266964       0.279608E-001   1.17617                 NaN
  1233.28        500.000        98.0559                 NaN            NaN  0.518602                 NaN            NaN            NaN  0.257890       0.267710E-001   1.14082                 NaN
  1231.95        500.000        98.1109                 NaN            NaN  0.504913                 NaN            NaN            NaN  0.249595       0.257380E-001   1.10887                 NaN
  1230.63        500.000        98.1658                 NaN            NaN  0.490622                 NaN            NaN            NaN  0.242320       0.244578E-001   1.07684                 NaN
  1229.30        500.000        98.2215                 NaN            NaN  0.475444                 NaN            NaN            NaN  0.233606       0.235867E-001   1.04588                 NaN
  1227.98        500.000        98.2692                 NaN  0.117535E-005  0.463439                 NaN            NaN            NaN  0.226147       0.226986E-001   1.01856                 NaN
  1226.65        500.000        98.3188                 NaN            NaN  0.450451                 NaN            NaN            NaN  0.220160       0.214380E-001  0.989104                 NaN
  1225.32        500.000        98.3494                 NaN            NaN  0.434073                 NaN            NaN            NaN  0.212953       0.219037E-001  0.981706                 NaN
  1224.00        500.000        97.6831                 NaN  0.195225       0.231318                 NaN            NaN            NaN  0.304153       0.441820E-001   1.54198                 NaN
  1222.67        500.000        99.0561                 NaN            NaN  0.380211                 NaN            NaN            NaN  0.133981                 NaN  0.429753                 NaN
  1221.35        500.000        96.2681                 NaN            NaN  0.382397       0.473240                 NaN            NaN  0.504178       0.473344E-001   2.32479                 NaN
  1220.02        500.000        99.8747                 NaN            NaN  0.908257E-001            NaN            NaN            NaN  0.230560E-001  0.114114E-001            NaN            NaN
  1218.70        500.000        99.1410                 NaN            NaN  0.186151       0.186598                 NaN            NaN  0.103486       0.923022E-002  0.373488                 NaN
  1217.37        500.000        98.6059                 NaN            NaN  0.835022E-002  0.325900                 NaN            NaN  0.156762       0.109493E-001  0.892186                 NaN
  1216.05        500.000        98.7528                 NaN  0.113771       0.183805                 NaN            NaN            NaN  0.164990       0.640658E-002  0.778253                 NaN
  1214.72        500.000        99.0640                 NaN            NaN  0.283348                 NaN            NaN            NaN  0.107866       0.126120E-001  0.532129                 NaN
  1213.40        500.000        98.8134                 NaN            NaN  0.300985                 NaN            NaN            NaN  0.139317       0.162066E-001  0.730056                 NaN
  1212.07        500.000        98.1138                 NaN  0.584025E-001  0.231017       0.125167                 NaN            NaN  0.264503       0.160643E-001   1.19103                 NaN
  1210.74        500.000        99.4010                 NaN            NaN  0.205835       0.158848E-001            NaN            NaN  0.631850E-001  0.903885E-002  0.305062                 NaN
  1209.42        500.000        99.1505                 NaN            NaN  0.510576E-001            NaN            NaN            NaN  0.662082E-001  0.253705E-001  0.706832                 NaN
  1208.09        500.000        86.9327                 NaN  0.259955E-001   1.47473       0.702027E-004            NaN            NaN   1.08168       0.602947E-001   5.23208        5.19247     
  1206.77        500.000        94.7075                 NaN            NaN  0.137321       0.685863                 NaN            NaN  0.448401       0.122793E-001   1.94361        2.06502     
  1205.44        500.000        89.7127                 NaN            NaN  0.519467E-001   1.06628       0.218105E-005            NaN  0.814149       0.477329E-001   4.08748        4.21970     
  1204.12        500.000        90.7774                 NaN            NaN   1.15717                 NaN            NaN            NaN  0.788696       0.280187E-001   3.59990        3.64885     
  1202.79        500.000        93.7082                 NaN            NaN  0.625717E-001  0.559762                 NaN            NaN  0.486036       0.329887E-001   2.55896        2.59151     
  1201.47        500.000        99.7858                 NaN            NaN  0.226968E-001            NaN            NaN            NaN  0.158427E-001  0.122460E-002  0.869564E-001  0.874308E-001
  1200.14        500.000        80.0920                 NaN            NaN   2.38648                 NaN            NaN            NaN   1.65107       0.628558E-001   7.80980        7.99783     
  1198.82        500.000        84.9727                 NaN            NaN  0.100334        1.33424       0.296552                 NaN   1.24316       0.467199E-001   5.94280        6.06348     
  1197.49        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1196.16        500.000        99.9995                 NaN            NaN  0.553969E-004            NaN            NaN            NaN  0.398337E-004  0.160510E-005  0.197264E-003  0.200621E-003
  1194.84        500.000        81.7611                 NaN            NaN   1.83372                 NaN            NaN            NaN   1.42098       0.702552E-001   7.41837        7.49554     
  1193.51        500.000        89.3679                 NaN            NaN   1.05757       0.250356       0.951230E-004            NaN  0.851183       0.283857E-001   4.22877        4.21573     
  1192.19        500.000        87.9947                 NaN            NaN   1.23314                 NaN            NaN            NaN  0.940643       0.338804E-001   4.96433        4.83332     
  1190.86        500.000        60.7458                 NaN            NaN   3.58731                 NaN            NaN            NaN   2.86727       0.128354        16.6116        16.0597     
  1189.54        500.000                 NaN            NaN            NaN   8.22540       0.243022                 NaN            NaN   7.02603       0.333939        43.1588        41.0128     
  1188.21        500.000                 NaN            NaN            NaN   8.46983                 NaN            NaN            NaN   7.02718       0.333687        43.1556        41.0137     
  1186.89        500.000                 NaN            NaN            NaN   8.23917       0.228861                 NaN            NaN   7.02604       0.333908        43.1574        41.0146     
  1185.56        500.000                 NaN            NaN            NaN   8.22140       0.246250                 NaN            NaN   7.02591       0.333920        43.1570        41.0155     
  1184.24        500.000                 NaN            NaN            NaN   8.22116       0.246242                 NaN            NaN   7.02587       0.333912        43.1564        41.0164     
  1182.91        500.000                 NaN            NaN            NaN   8.22093       0.246222                 NaN            NaN   7.02583       0.333905        43.1558        41.0174     
  1181.59        500.000                 NaN            NaN            NaN   8.22069       0.246214                 NaN            NaN   7.02580       0.333897        43.1551        41.0183     
  1180.26        500.000                 NaN            NaN            NaN   8.22058       0.246069                 NaN            NaN   7.02576       0.333889        43.1545        41.0192     
  1178.93        500.000                 NaN            NaN            NaN   8.22021       0.246191                 NaN            NaN   7.02572       0.333882        43.1539        41.0201     
  1177.61        500.000                 NaN            NaN            NaN   8.22001       0.246146                 NaN            NaN   7.02569       0.333874        43.1533        41.0210     
  1176.28        500.000                 NaN            NaN            NaN   8.21980       0.246104                 NaN            NaN   7.02565       0.333867        43.1527        41.0219     
  1174.96        500.000                 NaN            NaN            NaN   8.21958       0.246072                 NaN            NaN   7.02562       0.333859        43.1520        41.0228     
  1173.63        500.000                 NaN            NaN            NaN   8.21946       0.245945                 NaN            NaN   7.02558       0.333851        43.1514        41.0237     
  1172.31        500.000                 NaN            NaN            NaN   8.21897       0.246182                 NaN            NaN   7.02554       0.333844        43.1508        41.0246     
  1170.98        500.000                 NaN            NaN            NaN   8.22052       0.244411                 NaN            NaN   7.02553       0.333832        43.1502        41.0256     
  1169.66        500.000                 NaN            NaN            NaN   8.22498       0.239773                 NaN            NaN   7.02557       0.333809        43.1494        41.0265     
  1168.33        500.000                 NaN            NaN            NaN   8.21825       0.246158                 NaN            NaN   7.02544       0.333822        43.1490        41.0274     
  1167.01        500.000                 NaN            NaN            NaN   8.28647       0.178857                 NaN            NaN   7.02654       0.333573        43.1462        41.0284     
  1165.68        500.000                 NaN            NaN            NaN   8.21777       0.246138                 NaN            NaN   7.02536       0.333807        43.1477        41.0292     
  1164.35        500.000                 NaN            NaN            NaN   8.39246       0.745654E-001            NaN            NaN   7.02865       0.333096        43.1409        41.0303     
  1163.03        500.000                 NaN            NaN            NaN   8.47306                 NaN            NaN            NaN   7.03042       0.331803        43.1321        41.0326     
  1161.70        500.000                 NaN            NaN            NaN   8.51556                 NaN            NaN            NaN   7.08659       0.321590        43.0438        41.0325     
  1160.38        500.000                 NaN            NaN            NaN   8.51467                 NaN            NaN            NaN   7.09125       0.321551        43.0388        41.0338     
  1159.05        500.000                 NaN            NaN            NaN   1.44860        7.07434                 NaN            NaN   7.10277       0.319041        43.0189        41.0363     
  1157.73        500.000                 NaN            NaN            NaN   8.51937                 NaN            NaN            NaN   7.09643       0.320492        43.0271        41.0366     
  1156.40        500.000                 NaN            NaN            NaN   1.88015        6.64670                 NaN            NaN   7.10832       0.317782        43.0081        41.0390     
  1155.08        500.000                 NaN            NaN            NaN   2.02189        6.50679                 NaN            NaN   7.11049       0.317233        43.0034        41.0402     
  1153.75        500.000                 NaN            NaN            NaN   2.13997        6.39015                 NaN            NaN   7.11249       0.316751        42.9992        41.0414     
  1152.43        500.000                 NaN            NaN            NaN   2.27426        6.25753                 NaN            NaN   7.11458       0.316250        42.9947        41.0427     
  1151.10        500.000                 NaN            NaN            NaN   3.27861        5.22778       0.969637E-004            NaN   7.10750       0.319629        43.0262        41.0402     
  1149.77        500.000                 NaN            NaN            NaN   3.27836        5.22751       0.374741E-003            NaN   7.10746       0.319621        43.0256        41.0411     
  1148.45        500.000                 NaN            NaN            NaN   3.27847        5.22751       0.154627E-004            NaN   7.10742       0.319615        43.0250        41.0420     
  1147.12        500.000                 NaN            NaN            NaN   3.27837        5.22736       0.125621E-004            NaN   7.10739       0.319607        43.0244        41.0429     
  1145.80        500.000                 NaN            NaN            NaN   2.89268        5.64575                 NaN            NaN   7.12337       0.314094        42.9754        41.0487     
  1144.47        500.000                 NaN            NaN            NaN   3.09272        5.41659       0.170552E-004            NaN   7.11103       0.318676        43.0154        41.0455     
  1143.15        500.000                 NaN            NaN            NaN   3.14627        5.39441                 NaN            NaN   7.12639       0.313345        42.9686        41.0510     
  1141.82        500.000                 NaN            NaN            NaN   3.08077        5.40895       0.192425E-001            NaN   7.11107       0.318646        43.0140        41.0473     
  1140.50        500.000                 NaN            NaN  0.461969E-005   3.09248        5.41610       0.867064E-005            NaN   7.11092       0.318655        43.0136        41.0482     
  1139.17        500.000                 NaN            NaN  0.468844E-005   3.09238        5.41594       0.275514E-004            NaN   7.11089       0.318648        43.0130        41.0491     
  1137.85        500.000                 NaN            NaN  0.474192E-005   2.91354        5.57408       0.242233E-001            NaN   7.11412       0.317819        43.0054        41.0508     
  1136.52        500.000                 NaN            NaN  0.666955E-005   3.29907        5.23702                 NaN            NaN   7.12622       0.314155        42.9688        41.0547     
  1135.19        500.000                 NaN            NaN  0.648896E-005   3.36811        5.16897                 NaN            NaN   7.12749       0.313809        42.9657        41.0559     
  1133.87        500.000                 NaN            NaN  0.572023E-005   8.55118                 NaN            NaN            NaN   7.13307       0.311046        42.9463        41.0584     
  1132.54        500.000                 NaN            NaN  0.683170E-005   3.82897        4.71857                 NaN            NaN   7.13565       0.310981        42.9458        41.0600     
  1131.22        500.000                 NaN            NaN            NaN   3.83055        4.71659                 NaN            NaN   7.13520       0.311120        42.9459        41.0607     
  1129.89        500.000                 NaN            NaN  0.609323E-005   8.55365                 NaN            NaN            NaN   7.13763       0.310126        42.9371        41.0615     
  1128.57        500.000                 NaN            NaN  0.405853E-004   3.94941        4.59881                 NaN            NaN   7.13731       0.310609        42.9408        41.0630     
  1127.24        500.000                 NaN            NaN  0.549472E-005   8.55946                 NaN            NaN            NaN   7.14187       0.309007        42.9252        41.0644     
  1125.92        500.000                 NaN            NaN  0.687521E-004   4.16443        4.38685                 NaN            NaN   7.14017       0.309701        42.9332        41.0656     
  1124.59        500.000                 NaN            NaN            NaN   4.17701        4.37571                 NaN            NaN   7.14711       0.310022        42.9238        41.0663     
  1123.27        500.000                 NaN            NaN            NaN   4.26102        4.29175                 NaN            NaN   7.14183       0.309231        42.9284        41.0677     
  1121.94        500.000                 NaN            NaN            NaN   4.30458        4.24891                 NaN            NaN   7.14265       0.309003        42.9260        41.0688     
  1120.61        500.000                 NaN            NaN            NaN   4.36021        4.19382                 NaN            NaN   7.14335       0.308797        42.9239        41.0699     
  1119.29        500.000                 NaN            NaN            NaN   4.41095        4.14366                 NaN            NaN   7.14407       0.308591        42.9217        41.0710     
  1117.96        500.000                 NaN            NaN            NaN   4.46240        4.09276                 NaN            NaN   7.14475       0.308395        42.9196        41.0721     
  1116.64        500.000                 NaN            NaN            NaN   4.51618        4.03955                 NaN            NaN   7.14540       0.308205        42.9175        41.0731     
  1115.31        500.000                 NaN            NaN            NaN   4.56730        3.98886                 NaN            NaN   7.14601       0.308028        42.9156        41.0742     
  1113.99        500.000                 NaN            NaN            NaN   4.62059        3.93602                 NaN            NaN   7.14659       0.307858        42.9137        41.0753     
  1112.66        500.000                 NaN            NaN            NaN   4.67441        3.88261                 NaN            NaN   7.14713       0.307696        42.9118        41.0763     
  1111.34        500.000                 NaN            NaN            NaN   4.72822        3.82920                 NaN            NaN   7.14766       0.307544        42.9100        41.0774     
  1110.01        500.000                 NaN            NaN            NaN   4.78187        3.77589                 NaN            NaN   7.14810       0.307408        42.9083        41.0784     
  1108.69        500.000                 NaN            NaN            NaN   2.66312        5.84930                 NaN            NaN   7.11848       0.316373        42.9808        41.0719     
  1107.36        500.000                 NaN            NaN            NaN   4.84108        3.71982                 NaN            NaN   7.15083       0.306505        42.9004        41.0813     
  1106.04        500.000                 NaN            NaN            NaN   6.30488        2.21536                 NaN            NaN   7.12548       0.314903        42.9635        41.0759     
  1104.71        500.000                 NaN            NaN  0.109169E-004   6.30439       0.671918E-003   2.21493                 NaN   7.12545       0.314896        42.9628        41.0768     
  1103.38        500.000                 NaN            NaN            NaN   6.30452        2.21523       0.375947E-005            NaN   7.12542       0.314889        42.9622        41.0777     
  1102.06        500.000                 NaN            NaN            NaN   6.30434        2.21517       0.375233E-005            NaN   7.12538       0.314882        42.9616        41.0786     
  1100.73        500.000                 NaN            NaN            NaN   6.30416        2.21510       0.377594E-005            NaN   7.12535       0.314875        42.9610        41.0795     
  1099.41        500.000                 NaN            NaN            NaN   6.30398        2.21504       0.378259E-005            NaN   7.12531       0.314868        42.9604        41.0804     
  1098.08        500.000                 NaN            NaN            NaN   6.30379        2.21498                 NaN            NaN   7.12528       0.314862        42.9598        41.0813     
  1096.76        500.000                 NaN            NaN            NaN   6.30361        2.21492                 NaN            NaN   7.12524       0.314855        42.9592        41.0822     
  1095.43        500.000                 NaN            NaN            NaN   6.30343        2.21486                 NaN            NaN   7.12521       0.314848        42.9586        41.0831     
  1094.11        500.000                 NaN            NaN            NaN   6.30325        2.21479                 NaN            NaN   7.12518       0.314841        42.9580        41.0840     
  1092.78        500.000                 NaN            NaN            NaN   6.36599        2.15364       0.804025E-005            NaN   7.12647       0.314483        42.9541        41.0853     
  1091.46        500.000                 NaN            NaN            NaN   6.36580        2.15358                 NaN            NaN   7.12643       0.314476        42.9535        41.0862     
  1090.13        500.000                 NaN            NaN            NaN   6.36562        2.15352                 NaN            NaN   7.12640       0.314470        42.9529        41.0871     
  1088.80        500.000                 NaN            NaN            NaN   6.36544        2.15346                 NaN            NaN   7.12636       0.314463        42.9523        41.0880     
  1087.48        500.000                 NaN            NaN            NaN   6.42265       0.648420E-005   2.09775                 NaN   7.12757       0.314127        42.9485        41.0894     
  1086.15        500.000                 NaN            NaN  0.299865E-003   6.42100       0.351475E-003   2.09830                 NaN   7.12749       0.314141        42.9480        41.0904     
  1084.83        500.000                 NaN            NaN  0.432455E-003   6.42022       0.350962E-003   2.09861                 NaN   7.12743       0.314144        42.9475        41.0914     
  1083.50        500.000                 NaN            NaN            NaN   6.42209       0.117372E-004   2.09757                 NaN   7.12747       0.314107        42.9467        41.0921     
  1082.18        500.000                 NaN            NaN            NaN   6.42191       0.121417E-004   2.09751                 NaN   7.12744       0.314100        42.9461        41.0930     
  1080.85        500.000                 NaN            NaN   1.41997        6.05945                 NaN            NaN            NaN   6.85584       0.416527        43.5638        41.6844     
  1079.53        500.000                 NaN            NaN   1.41994        6.05928                 NaN            NaN            NaN   6.85581       0.416518        43.5632        41.6853     
  1078.20        500.000                 NaN            NaN   1.41990        6.05910                 NaN            NaN            NaN   6.85577       0.416509        43.5625        41.6862     
  1076.88        500.000                 NaN            NaN   1.41986        6.05893                 NaN            NaN            NaN   6.85574       0.416500        43.5619        41.6871     
  1075.55        500.000                 NaN            NaN   1.41982        6.05876                 NaN            NaN            NaN   6.85570       0.416490        43.5613        41.6880     
  1074.22        500.000                 NaN            NaN   1.16427        6.60558                 NaN            NaN            NaN   6.96967       0.377058        43.2825        41.6009     
  1072.90        500.000                 NaN            NaN   1.19381        6.55453                 NaN            NaN            NaN   6.96384       0.379252        43.2942        41.6144     
  1071.57        500.000                 NaN            NaN   1.21742        6.51397                 NaN            NaN            NaN   6.95943       0.380931        43.3028        41.6254     
  1070.25        500.000                 NaN            NaN   1.23975        6.47564                 NaN            NaN            NaN   6.95530       0.382510        43.3108        41.6360     
  1068.92        500.000                 NaN            NaN   1.26094        6.43931                 NaN            NaN            NaN   6.95141       0.384000        43.3183        41.6460     
  1067.60        500.000                 NaN            NaN   1.28111        6.40476                 NaN            NaN            NaN   6.94775       0.385412        43.3253        41.6556     
  1066.27        500.000                 NaN            NaN   1.30036        6.37181                 NaN            NaN            NaN   6.94428       0.386751        43.3319        41.6649     
  1064.95        500.000                 NaN            NaN   1.31879        6.34031                 NaN            NaN            NaN   6.94099       0.388026        43.3381        41.6738     
  1063.62        500.000                 NaN            NaN   1.33646        6.31013                 NaN            NaN            NaN   6.93787       0.389242        43.3439        41.6824     
  1062.30        500.000                 NaN            NaN   1.35345        6.28116                 NaN            NaN            NaN   6.93489       0.390404        43.3494        41.6907     
  1060.97        500.000                 NaN            NaN   1.36979        6.25331                 NaN            NaN            NaN   6.93206       0.391517        43.3546        41.6987     
  1059.64        500.000                 NaN            NaN   1.38596        6.22573                 NaN            NaN            NaN   6.92923       0.392625        43.3598        41.7067     
  1058.32        500.000                 NaN            NaN   1.40071        6.20072                 NaN            NaN            NaN   6.92677       0.393602        43.3641        41.7141     
  1056.99        500.000                 NaN            NaN   1.41500        6.17652                 NaN            NaN            NaN   6.92441       0.394544        43.3683        41.7213     
  1055.67        500.000                 NaN            NaN   1.60155        5.78431                 NaN            NaN            NaN   6.84906       0.421566        43.5551        41.7884     
  1054.34        500.000                 NaN            NaN   1.59546        5.79807                 NaN            NaN            NaN   6.85216       0.420454        43.5464        41.7874     
  1053.02        500.000                 NaN            NaN   1.62344        5.76235                 NaN            NaN            NaN   6.85478       0.420178        43.5361        41.8032     
  1051.69        500.000                 NaN            NaN   1.64862        5.71082                 NaN            NaN            NaN   6.84560       0.423519        43.5581        41.8134     
  1050.37        500.000                 NaN            NaN   1.64898        5.71142                 NaN            NaN            NaN   6.84621       0.423431        43.5555        41.8145     
  1049.04        500.000                 NaN            NaN   1.67240        5.66078                 NaN            NaN            NaN   6.83624       0.426876        43.5800        41.8237     
  1047.72        500.000                 NaN            NaN   1.67237        5.66060                 NaN            NaN            NaN   6.83620       0.426869        43.5793        41.8246     
  1046.39        500.000                 NaN            NaN   1.67233        5.66044                 NaN            NaN            NaN   6.83616       0.426859        43.5787        41.8255     
  1045.06        500.000                 NaN            NaN   1.67229        5.66028                 NaN            NaN            NaN   6.83613       0.426850        43.5781        41.8264     
  1043.74        500.000                 NaN            NaN   1.67224        5.66012                 NaN            NaN            NaN   6.83610       0.426841        43.5774        41.8273     
  1042.41        500.000                 NaN            NaN   1.67259        5.65987                 NaN            NaN            NaN   6.83633       0.426770        43.5760        41.8285     
  1041.09        500.000                 NaN            NaN   1.73146        5.57363                 NaN            NaN            NaN   6.83532       0.427472        43.5745        41.8576     
  1039.76        500.000                 NaN            NaN   1.73142        5.57339                 NaN            NaN            NaN   6.83525       0.427472        43.5740        41.8585     
  1038.44        500.000                 NaN            NaN   1.73138        5.57324                 NaN            NaN            NaN   6.83521       0.427463        43.5734        41.8593     
  1037.11        500.000                 NaN            NaN   1.73135        5.57283                 NaN            NaN            NaN   6.83505       0.427484        43.5731        41.8602     
  1035.79        500.000                 NaN            NaN   1.73128        5.57302                 NaN            NaN            NaN   6.83519       0.427433        43.5720        41.8611     
  1034.46        500.000                 NaN            NaN   1.75212        5.54143                 NaN            NaN            NaN   6.83421       0.428163        43.5720        41.8721     
  1033.14        500.000                 NaN            NaN   1.75208        5.54128                 NaN            NaN            NaN   6.83417       0.428153        43.5713        41.8730     
  1031.81        500.000                 NaN            NaN   1.75203        5.54112                 NaN            NaN            NaN   6.83414       0.428144        43.5707        41.8739     
  1030.49        500.000                 NaN            NaN   1.62937        5.81977                 NaN            NaN            NaN   6.89282       0.407454        43.4146        41.8360     
  1029.16        500.000                 NaN            NaN   1.75194        5.54082                 NaN            NaN            NaN   6.83407       0.428125        43.5694        41.8756     
  1027.83        500.000                 NaN            NaN   1.79098        5.48329                 NaN            NaN            NaN   6.83307       0.429308        43.5675        41.8959     
  1026.51        500.000                 NaN            NaN   1.79093        5.48314                 NaN            NaN            NaN   6.83304       0.429298        43.5668        41.8968     
  1025.18        500.000                 NaN            NaN   1.79089        5.48298                 NaN            NaN            NaN   6.83300       0.429289        43.5662        41.8977     
  1023.86        500.000                 NaN            NaN   1.79084        5.48283                 NaN            NaN            NaN   6.83297       0.429280        43.5655        41.8985     
  1022.53        500.000                 NaN            NaN   1.79080        5.48267                 NaN            NaN            NaN   6.83294       0.429271        43.5649        41.8994     
  1021.21        500.000                 NaN            NaN   1.79075        5.48252                 NaN            NaN            NaN   6.83290       0.429261        43.5643        41.9003     
  1019.88        500.000                 NaN            NaN   1.79070        5.48237                 NaN            NaN            NaN   6.83287       0.429252        43.5636        41.9012     
  1018.56        500.000                 NaN            NaN   1.82721        5.42947                 NaN            NaN            NaN   6.83245       0.430248        43.5602        41.9205     
  1017.23        500.000                 NaN            NaN   1.82716        5.42932                 NaN            NaN            NaN   6.83241       0.430239        43.5595        41.9213     
  1015.91        500.000                 NaN            NaN   1.82697        5.42948                 NaN            NaN            NaN   6.83244       0.430212        43.5587        41.9222     
  1014.58        500.000                 NaN            NaN   1.82692        5.42932                 NaN            NaN            NaN   6.83240       0.430203        43.5581        41.9231     
  1013.25        500.000                 NaN            NaN   1.82687        5.42917                 NaN            NaN            NaN   6.83237       0.430194        43.5575        41.9239     
  1011.93        500.000                 NaN            NaN   1.82682        5.42902                 NaN            NaN            NaN   6.83234       0.430184        43.5568        41.9248     
  1010.60        500.000                 NaN            NaN   1.82677        5.42887                 NaN            NaN            NaN   6.83230       0.430175        43.5562        41.9257     
  1009.28        500.000                 NaN            NaN   1.86038        5.38142                 NaN            NaN            NaN   6.83262       0.430923        43.5507        41.9439     
  1007.95        500.000                 NaN            NaN   1.86033        5.38127                 NaN            NaN            NaN   6.83259       0.430914        43.5501        41.9448     
  1006.63        500.000                 NaN            NaN   1.86028        5.38112                 NaN            NaN            NaN   6.83255       0.430905        43.5495        41.9457     
  1005.30        500.000                 NaN            NaN   1.86023        5.38097                 NaN            NaN            NaN   6.83252       0.430895        43.5488        41.9465     
  1003.98        500.000                 NaN            NaN   1.86018        5.38082                 NaN            NaN            NaN   6.83249       0.430886        43.5482        41.9474     
  1002.65        500.000                 NaN            NaN   1.86033        5.38031                 NaN            NaN            NaN   6.83240       0.430894        43.5477        41.9484     
  1001.33        500.000                 NaN            NaN   1.88669        5.34878                 NaN            NaN            NaN   6.83529       0.430620        43.5335        41.9651     
  1000.00        500.000                 NaN            NaN   1.88670        5.34855                 NaN            NaN            NaN   6.83524       0.430615        43.5329        41.9660     
