|6.6.6
Archiving\03_Data\frac/QFM_m4.75/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1563.91        2500.00        99.1637                 NaN            NaN            NaN  0.788333E-001            NaN            NaN  0.757488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        99.0282                 NaN            NaN            NaN  0.849641E-001            NaN            NaN  0.886796                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        99.1139                 NaN            NaN            NaN  0.780071E-001            NaN            NaN  0.808110                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.0800                 NaN            NaN            NaN  0.811078E-001            NaN            NaN  0.838846                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.1832                 NaN            NaN            NaN  0.686347E-001            NaN            NaN  0.748181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.1404                 NaN            NaN            NaN  0.669174E-001            NaN            NaN  0.792704                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.1627                 NaN            NaN            NaN  0.689100E-001            NaN            NaN  0.768421                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.1691                 NaN            NaN            NaN  0.657987E-001            NaN            NaN  0.765060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.1770                 NaN            NaN            NaN  0.647511E-001            NaN            NaN  0.758290                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1908                 NaN            NaN            NaN  0.616990E-001            NaN            NaN  0.747511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1991                 NaN            NaN            NaN  0.582276E-001            NaN            NaN  0.742626                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.2014                 NaN            NaN            NaN  0.525716E-001            NaN            NaN  0.746041                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.2211                 NaN            NaN            NaN  0.556513E-001            NaN            NaN  0.723242                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.2271                 NaN            NaN            NaN  0.536324E-001            NaN            NaN  0.719276                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.2368                 NaN            NaN            NaN  0.518343E-001            NaN            NaN  0.711394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.2446                 NaN            NaN            NaN  0.495399E-001            NaN            NaN  0.705832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.2513                 NaN            NaN            NaN  0.454960E-001            NaN            NaN  0.703165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.2609                 NaN            NaN            NaN  0.450479E-001            NaN            NaN  0.694017                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.2691                 NaN            NaN            NaN  0.432967E-001            NaN            NaN  0.687599                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.2012                 NaN            NaN            NaN  0.437980E-002            NaN            NaN  0.399044       0.395384                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.1183                 NaN            NaN            NaN  0.108480E-001            NaN            NaN            NaN  0.870882                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        99.1310                 NaN            NaN            NaN            NaN            NaN            NaN  0.171059E-001  0.851924                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        99.1302                 NaN            NaN            NaN            NaN            NaN            NaN  0.115385E-001  0.858285                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.9974                 NaN            NaN            NaN  0.122411E-001            NaN            NaN  0.555193E-001  0.934799                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.3534                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.646598                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        99.0746                 NaN            NaN            NaN            NaN            NaN            NaN  0.696470E-001  0.855715                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.1473                 NaN            NaN            NaN            NaN            NaN            NaN  0.112714E-001  0.841452                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.1482                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.851783                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.1470                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.853018                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.1478                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.852212                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.1506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.849445                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.1459                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.854087                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.1432                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.856770                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        99.1371                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.862939                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        99.1289                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.871077                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        99.1102                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.889817                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.7918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.547586       0.660658                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.7195                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.841635       0.438885                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.7367                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.829816       0.433466                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.7547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.426450       0.818870                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.7717                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.808833       0.419496                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.7881                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.797728       0.414219                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.8055                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.407864       0.786658                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.8207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.400291       0.778970                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.8372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.767938       0.394875                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.8505                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.759883       0.389594                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.8641                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.753846       0.382005                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.8798                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.377734       0.742473                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.8931                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.372210       0.734663                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.1992                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.756453       0.680266       0.364129                 NaN            NaN            NaN            NaN
  1438.60        2500.00        96.9455                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.788737        1.23873        1.02700                 NaN            NaN            NaN            NaN
  1436.09        2500.00        97.0544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.19727       0.757520       0.990809                 NaN            NaN            NaN            NaN
  1433.58        2500.00        97.1485                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.732530        1.16015       0.958844                 NaN            NaN            NaN            NaN
  1431.08        2500.00        97.2006                 NaN            NaN            NaN  0.215051                 NaN            NaN            NaN  0.805836       0.795347       0.983177                 NaN            NaN            NaN            NaN
  1428.57        2500.00        97.2780                 NaN            NaN            NaN  0.281303                 NaN            NaN            NaN  0.668400       0.802060       0.970223                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.3650                 NaN            NaN            NaN  0.277080                 NaN            NaN            NaN  0.779035       0.638590       0.940339                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.4457                 NaN            NaN            NaN  0.273995                 NaN            NaN            NaN  0.608222       0.759571       0.912519                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.5253                 NaN            NaN            NaN  0.269540                 NaN            NaN            NaN  0.738847       0.581327       0.885004                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.5982                 NaN            NaN            NaN  0.266158                 NaN            NaN            NaN  0.720233       0.555370       0.860012                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.6710                 NaN            NaN            NaN  0.262719                 NaN            NaN            NaN  0.700837       0.530491       0.834960                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.7383                 NaN            NaN            NaN  0.259029                 NaN            NaN            NaN  0.684570       0.506783       0.811330                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.8013                 NaN            NaN            NaN  0.256092                 NaN            NaN            NaN  0.668481       0.484338       0.789767                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.8639                 NaN            NaN            NaN  0.252462                 NaN            NaN            NaN  0.462667       0.653475       0.767494                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.9230                 NaN            NaN            NaN  0.249679                 NaN            NaN            NaN  0.441859       0.638486       0.746966                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.9741                 NaN            NaN            NaN  0.248354                 NaN            NaN            NaN  0.624854       0.423300       0.729354                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.0387                 NaN            NaN            NaN  0.242642                 NaN            NaN            NaN  0.403875       0.608744       0.706032                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.0859                 NaN            NaN            NaN  0.240189                 NaN            NaN            NaN  0.595474       0.388596       0.689813                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.1382                 NaN            NaN            NaN  0.237216                 NaN            NaN            NaN  0.370438       0.582821       0.671336                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.1875                 NaN            NaN            NaN  0.234167                 NaN            NaN            NaN  0.354046       0.570360       0.653885                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.2325                 NaN            NaN            NaN  0.231092                 NaN            NaN            NaN  0.339176       0.559168       0.638039                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.2762                 NaN            NaN            NaN  0.228060                 NaN            NaN            NaN  0.324651       0.548689       0.622356                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.3134                 NaN            NaN            NaN  0.209275                 NaN            NaN            NaN  0.533835       0.337600       0.605841                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.3656                 NaN            NaN            NaN  0.238744                 NaN            NaN            NaN  0.267834       0.534421       0.593417                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.4015                 NaN            NaN            NaN  0.218807                 NaN            NaN            NaN  0.516285       0.286049       0.577343                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.4398                 NaN            NaN            NaN  0.215866                 NaN            NaN            NaN  0.506726       0.273949       0.563629                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.4759                 NaN            NaN            NaN  0.213234                 NaN            NaN            NaN  0.262820       0.497219       0.550801                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.5133                 NaN            NaN            NaN  0.209004                 NaN            NaN            NaN  0.253837       0.487112       0.536786                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.5473                 NaN            NaN            NaN  0.206371                 NaN            NaN            NaN  0.243290       0.478570       0.524510                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.5795                 NaN            NaN            NaN  0.202420                 NaN            NaN            NaN  0.469833       0.235517       0.512718                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.6129                 NaN            NaN            NaN  0.199554                 NaN            NaN            NaN  0.226635       0.460520       0.500429                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.6439                 NaN            NaN            NaN  0.197077                 NaN            NaN            NaN  0.451116       0.218662       0.489237                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.6748                 NaN            NaN            NaN  0.192581                 NaN            NaN            NaN  0.211228       0.443951       0.477476                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.7037                 NaN            NaN            NaN  0.189359                 NaN            NaN            NaN  0.435729       0.204419       0.466805                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.7315                 NaN            NaN            NaN  0.185732                 NaN            NaN            NaN  0.198340       0.428030       0.456406                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.7588                 NaN            NaN            NaN  0.182144                 NaN            NaN            NaN  0.421242       0.191649       0.446124                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.7853                 NaN            NaN            NaN  0.178945                 NaN            NaN            NaN  0.186010       0.413455       0.436242                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.8079                 NaN            NaN            NaN  0.174746                 NaN            NaN            NaN  0.401914       0.187218       0.428176                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.8389                 NaN            NaN            NaN  0.169630                 NaN            NaN            NaN  0.398197       0.177834       0.415397                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.8595                 NaN            NaN            NaN  0.166418                 NaN            NaN            NaN  0.391249       0.175114       0.407749                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.8830                 NaN            NaN            NaN  0.163004                 NaN            NaN            NaN  0.171148       0.383995       0.398856                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.9019                 NaN            NaN            NaN  0.145285                 NaN            NaN            NaN  0.197989       0.365805       0.389025                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.9293                 NaN            NaN            NaN  0.167685                 NaN            NaN            NaN  0.138322       0.381377       0.383278                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.9464                 NaN            NaN            NaN  0.150446                 NaN            NaN            NaN  0.365365       0.163680       0.374144                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.9685                 NaN            NaN            NaN  0.145512                 NaN            NaN            NaN  0.355180       0.165340       0.365509                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.9880                 NaN            NaN            NaN  0.141552                 NaN            NaN            NaN  0.164074       0.348393       0.358008                 NaN            NaN            NaN            NaN
  1325.81        2500.00        99.0069                 NaN            NaN            NaN  0.137145                 NaN            NaN            NaN  0.162759       0.342805       0.350420                 NaN            NaN            NaN            NaN
  1323.31        2500.00        99.0256                 NaN            NaN            NaN  0.132729                 NaN            NaN            NaN  0.335081       0.163488       0.343098                 NaN            NaN            NaN            NaN
  1320.80        2500.00        99.0442                 NaN            NaN            NaN  0.128559                 NaN            NaN            NaN  0.163376       0.328026       0.335838                 NaN            NaN            NaN            NaN
  1318.30        2500.00        99.0612                 NaN            NaN            NaN  0.123898                 NaN            NaN            NaN  0.165013       0.320887       0.329003                 NaN            NaN            NaN            NaN
  1315.79        2500.00        82.8907                 NaN            NaN            NaN   1.03549                 NaN            NaN            NaN   2.54986       0.460499        2.31520        10.7483                 NaN            NaN            NaN
  1313.28        2500.00        58.9810                 NaN  0.340119                 NaN            NaN            NaN            NaN            NaN   4.71712        4.47515        5.38151        26.1051                 NaN            NaN            NaN
  1310.78        2500.00        63.3238                 NaN  0.375813                 NaN            NaN            NaN            NaN            NaN   3.38535        4.67334        4.87925        23.3624                 NaN            NaN            NaN
  1308.27        2500.00        70.8415                 NaN  0.291952                 NaN            NaN            NaN            NaN            NaN   3.78041        2.65000        3.88199        18.5541                 NaN            NaN            NaN
  1305.76        2500.00        75.6200                 NaN  0.238653                 NaN            NaN            NaN            NaN            NaN   2.16624        3.22704        3.24870        15.4993                 NaN            NaN            NaN
  1303.26        2500.00        78.8772                 NaN  0.202029                 NaN            NaN            NaN            NaN            NaN   1.79464        2.89137        2.81753        13.4172                 NaN            NaN            NaN
  1300.75        2500.00        81.2127                 NaN  0.175928                 NaN            NaN            NaN            NaN            NaN   1.42849        2.74754        2.50851        11.9268                 NaN            NaN            NaN
  1298.25        2500.00        82.9523                 NaN  0.156287                 NaN            NaN            NaN            NaN            NaN   3.79448                 NaN   2.27818        10.8187                 NaN            NaN            NaN
  1295.74        2500.00        84.1787                 NaN  0.147544                 NaN            NaN            NaN            NaN            NaN   1.53430        1.95493        2.10728        10.0772                 NaN            NaN            NaN
  1293.23        2500.00        82.8277                 NaN  0.141343                 NaN            NaN            NaN            NaN            NaN   3.66381                 NaN   2.25715        10.9918       0.118194                 NaN            NaN
  1290.73        2500.00        69.7055                 NaN  0.221554                 NaN            NaN            NaN            NaN            NaN   5.63979                 NaN   3.75353        19.9967       0.682952                 NaN            NaN
  1288.22        2500.00        51.4171                 NaN  0.378474                 NaN            NaN            NaN            NaN            NaN   8.59029                 NaN   5.82509        32.7120        1.07706                 NaN            NaN
  1285.71        2500.00        49.8057                 NaN  0.477679                 NaN            NaN            NaN            NaN            NaN   6.81888        1.26120        5.80152        34.6638        1.17126                 NaN            NaN
  1283.21        2500.00        71.7353                 NaN  0.261044                 NaN            NaN            NaN            NaN            NaN   4.78467                 NaN   3.33236        19.2463       0.640328                 NaN            NaN
  1280.70        2500.00        81.8491                 NaN  0.182012                 NaN            NaN            NaN            NaN            NaN   2.99091                 NaN   2.13401        12.4051       0.438892                 NaN            NaN
  1278.20        2500.00        84.6139                 NaN  0.856003E-001            NaN  0.494127                 NaN            NaN            NaN   2.08013                 NaN   1.82452        10.5209       0.380881                 NaN            NaN
  1275.69        2500.00        88.3082                 NaN  0.588656E-001            NaN  0.433908                 NaN            NaN            NaN   1.57691                 NaN   1.40187        7.91838       0.301829                 NaN            NaN
  1273.18        2500.00        89.8783                 NaN  0.503691E-001            NaN  0.387247                 NaN            NaN            NaN   1.36069                 NaN   1.20994        6.84787       0.265583                 NaN            NaN
  1270.68        2500.00        91.8046                 NaN  0.349444E-001            NaN  0.352008                 NaN            NaN            NaN   1.09362                 NaN  0.976815        5.52003       0.217941                 NaN            NaN
  1268.17        2500.00        92.6943                 NaN  0.307266E-001            NaN  0.316182                 NaN            NaN            NaN  0.992611                 NaN  0.874528        4.89438       0.197268                 NaN            NaN
  1265.66        2500.00        92.9211                 NaN  0.295678E-001            NaN  0.306546                 NaN            NaN            NaN  0.968209                 NaN  0.846491        4.73562       0.192450                 NaN            NaN
  1263.16        2500.00        94.5497                 NaN  0.179332E-001            NaN  0.262957                 NaN            NaN            NaN  0.746020                 NaN  0.653328        3.61896       0.151123                 NaN            NaN
  1260.65        2500.00        94.7750                 NaN  0.175819E-001            NaN  0.242383                 NaN            NaN            NaN  0.740450                 NaN  0.618816        3.46226       0.143552                 NaN            NaN
  1258.15        2500.00        95.1271                 NaN  0.158532E-001            NaN  0.225720                 NaN            NaN            NaN  0.703947                 NaN  0.578923        3.21371       0.134724                 NaN            NaN
  1255.64        2500.00        82.9128                 NaN  0.657659E-001            NaN  0.266015                 NaN            NaN            NaN   2.71843                 NaN   1.56447        9.67097       0.340041        2.46151                 NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN   3.15736                 NaN            NaN            NaN   14.2042                 NaN   8.29542        47.9735        1.75065        16.9600        7.65882     
  1250.63        2500.00                 NaN            NaN            NaN            NaN   3.15858                 NaN            NaN            NaN   14.2032                 NaN   8.29560        48.0333        1.75086        16.9849        7.57360     
  1248.12        2500.00                 NaN            NaN            NaN            NaN   3.15996                 NaN            NaN            NaN   14.2019                 NaN   8.29572        48.0939        1.75110        17.0099        7.48743     
  1245.61        2500.00                 NaN            NaN            NaN            NaN   3.16928                 NaN            NaN            NaN   14.1614                 NaN   8.31650        48.1596        1.75426        17.0438        7.39519     
  1243.11        2500.00                 NaN            NaN            NaN            NaN   3.16824                 NaN            NaN            NaN   14.1612                 NaN   8.31953        48.2165        1.75434        17.0724        7.30783     
  1240.60        2500.00                 NaN            NaN            NaN            NaN   3.17488                 NaN            NaN            NaN   14.1664                 NaN   8.30622        48.2935        1.75434        17.0879        7.21676     
  1238.10        2500.00                 NaN            NaN            NaN            NaN   3.17202                 NaN            NaN            NaN   14.1648                 NaN   8.31312        48.3471        1.75445        17.1203        7.12820     
  1235.59        2500.00                 NaN            NaN            NaN            NaN   3.17476                 NaN            NaN            NaN   14.1672                 NaN   8.30811        48.4157        1.75449        17.1434        7.03636     
  1233.08        2500.00                 NaN            NaN            NaN            NaN   3.17470                 NaN            NaN            NaN   14.1676                 NaN   8.30906        48.4780        1.75457        17.1716        6.94446     
  1230.58        2500.00                 NaN            NaN            NaN            NaN   3.17464                 NaN            NaN            NaN   14.1680                 NaN   8.31002        48.5409        1.75464        17.2002        6.85159     
  1228.07        2500.00                 NaN            NaN            NaN            NaN   3.17458                 NaN            NaN            NaN   14.1684                 NaN   8.31098        48.6044        1.75472        17.2291        6.75771     
  1225.56        2500.00                 NaN            NaN            NaN            NaN   3.17451                 NaN            NaN            NaN   14.1689                 NaN   8.31194        48.6689        1.75480        17.2584        6.66255     
  1223.06        2500.00                 NaN            NaN            NaN            NaN   3.29718                 NaN            NaN            NaN   13.9362                 NaN   8.57839        48.7415        1.77385        17.2912        6.38168     
  1220.55        2500.00                 NaN            NaN            NaN            NaN   3.27711                 NaN            NaN            NaN   14.0202                 NaN   8.42976        48.8583        1.76021        17.2911        6.36325     
  1218.05        2500.00                 NaN            NaN            NaN            NaN   3.29849                 NaN            NaN            NaN   13.9392                 NaN   8.58313        48.8731        1.77393        17.3500        6.18216     
  1215.54        2500.00                 NaN            NaN            NaN            NaN   3.29705                 NaN            NaN            NaN   13.9865                 NaN   8.45241        49.0107        1.76420        17.3458        6.14332     
  1213.03        2500.00                 NaN            NaN            NaN            NaN   3.29869                 NaN            NaN            NaN   13.9403                 NaN   8.58444        49.0099        1.77409        17.4115        5.98114     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   3.31289                 NaN            NaN            NaN   13.9594                 NaN   8.47371        49.1586        1.76523        17.4072        5.92308     
  1208.02        2500.00                 NaN            NaN            NaN            NaN   3.29890                 NaN            NaN            NaN   13.9414                 NaN   8.58574        49.1498        1.77424        17.4744        5.77553     
  1205.51        2500.00                 NaN            NaN            NaN            NaN   3.29900                 NaN            NaN            NaN   13.9419                 NaN   8.58640        49.2211        1.77432        17.5066        5.67071     
  1203.01        2500.00                 NaN            NaN            NaN            NaN   3.29911                 NaN            NaN            NaN   13.9425                 NaN   8.58706        49.2933        1.77440        17.5391        5.56452     
  1200.50        2500.00                 NaN            NaN            NaN            NaN   3.29921                 NaN            NaN            NaN   13.9430                 NaN   8.58772        49.3663        1.77448        17.5721        5.45717     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   3.29932                 NaN            NaN            NaN   13.9436                 NaN   8.58839        49.4401        1.77456        17.6054        5.34862     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   3.29943                 NaN            NaN            NaN   13.9442                 NaN   8.58905        49.5150        1.77464        17.6392        5.23855     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   3.29953                 NaN            NaN            NaN   13.9447                 NaN   8.58972        49.5908        1.77472        17.6735        5.12701     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   3.29964                 NaN            NaN            NaN   13.9453                 NaN   8.59039        49.6674        1.77480        17.7082        5.01423     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   3.29975                 NaN            NaN            NaN   13.9459                 NaN   8.59107        49.7449        1.77488        17.7433        4.90019     
  1185.46        2500.00                 NaN            NaN            NaN            NaN   3.29986                 NaN            NaN            NaN   13.9465                 NaN   8.59174        49.8235        1.77496        17.7789        4.78455     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   3.29998                 NaN            NaN            NaN   13.9471                 NaN   8.59242        49.9032        1.77505        17.8150        4.66733     
  1180.45        2500.00                 NaN            NaN            NaN            NaN   3.30009                 NaN            NaN            NaN   13.9476                 NaN   8.59311        49.9837        1.77513        17.8515        4.54881     
  1177.94        2500.00                 NaN            NaN            NaN            NaN   3.30020                 NaN            NaN            NaN   13.9482                 NaN   8.59379        50.0651        1.77521        17.8885        4.42896     
  1175.44        2500.00                 NaN            NaN            NaN            NaN   3.31984                 NaN            NaN            NaN   13.8890                 NaN   8.60315        50.1805        1.77924        17.9283        4.29993     
  1172.93        2500.00                 NaN            NaN            NaN            NaN   3.43369                 NaN            NaN            NaN   13.7766                 NaN   8.63052        50.3965        1.77929        17.9077        4.07565     
  1170.43        2500.00                 NaN            NaN            NaN            NaN   3.44290                 NaN            NaN            NaN   13.7648                 NaN   8.64144        50.4899        1.78144        17.9424        3.93717     
  1167.92        2500.00                 NaN            NaN            NaN            NaN   3.44821                 NaN            NaN            NaN   13.7611                 NaN   8.65125        50.5755        1.78095        17.9812        3.80168     
  1165.41        2500.00                 NaN            NaN            NaN            NaN   3.48713                 NaN            NaN            NaN   13.6097                 NaN   8.76842        50.6513        1.80362        18.0290        3.65077     
  1162.91        2500.00                 NaN            NaN            NaN            NaN   3.48735                 NaN            NaN            NaN   13.6105                 NaN   8.76909        50.7399        1.80367        18.0692        3.52030     
  1160.40        2500.00                 NaN            NaN            NaN            NaN   3.48758                 NaN            NaN            NaN   13.6113                 NaN   8.76977        50.8291        1.80372        18.1097        3.38879     
  1157.89        2500.00                 NaN            NaN            NaN            NaN   3.48781                 NaN            NaN            NaN   13.6121                 NaN   8.77045        50.9195        1.80377        18.1507        3.25562     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   3.48804                 NaN            NaN            NaN   13.6129                 NaN   8.77114        51.0110        1.80382        18.1923        3.12077     
  1152.88        2500.00                 NaN            NaN            NaN            NaN   3.48829                 NaN            NaN            NaN   13.6137                 NaN   8.77183        51.1036        1.80387        18.2344        2.98421     
  1150.38        2500.00                 NaN            NaN            NaN            NaN   3.48852                 NaN            NaN            NaN   13.6146                 NaN   8.77252        51.1974        1.80392        18.2771        2.84595     
  1147.87        2500.00                 NaN            NaN            NaN            NaN   3.48874                 NaN            NaN            NaN   13.6154                 NaN   8.77322        51.2923        1.80398        18.3204        2.70596     
  1145.36        2500.00                 NaN            NaN            NaN            NaN   3.48895                 NaN            NaN            NaN   13.6161                 NaN   8.77393        51.3885        1.80404        18.3642        2.56421     
  1142.86        2500.00                 NaN            NaN            NaN            NaN   3.48920                 NaN            NaN            NaN   13.6170                 NaN   8.77464        51.4858        1.80410        18.4086        2.42066     
  1140.35        2500.00                 NaN            NaN            NaN            NaN   3.48943                 NaN            NaN            NaN   13.6178                 NaN   8.77535        51.5843        1.80415        18.4536        2.27531     
  1137.84        2500.00                 NaN            NaN            NaN            NaN   3.48967                 NaN            NaN            NaN   13.6187                 NaN   8.77606        51.6841        1.80421        18.4991        2.12814     
  1135.34        2500.00                 NaN            NaN            NaN            NaN   3.48991                 NaN            NaN            NaN   13.6195                 NaN   8.77678        51.7851        1.80427        18.5453        1.97912     
  1132.83        2500.00                 NaN            NaN            NaN            NaN   3.54213                 NaN            NaN            NaN   13.6783                 NaN   8.78825        51.9487        1.78653        18.5654        1.69073     
