|6.6.6
Archiving\03_Data\frac/QFM_m4.75/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       mang           iron           Ni             O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1563.91        2500.00        99.0353                 NaN            NaN            NaN  0.935541E-001            NaN            NaN  0.871166                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8791                 NaN            NaN            NaN  0.100905                 NaN            NaN   1.01996                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9771                 NaN            NaN            NaN  0.927301E-001            NaN            NaN  0.930170                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9375                 NaN            NaN            NaN  0.964892E-001            NaN            NaN  0.965997                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.0561                 NaN            NaN            NaN  0.817304E-001            NaN            NaN  0.862134                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0065                 NaN            NaN            NaN  0.797227E-001            NaN            NaN  0.913730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0316                 NaN            NaN            NaN  0.821577E-001            NaN            NaN  0.886287                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0385                 NaN            NaN            NaN  0.785229E-001            NaN            NaN  0.882972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0468                 NaN            NaN            NaN  0.773600E-001            NaN            NaN  0.875857                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.0628                 NaN            NaN            NaN  0.737227E-001            NaN            NaN  0.863496                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.0719                 NaN            NaN            NaN  0.696585E-001            NaN            NaN  0.858441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0744                 NaN            NaN            NaN  0.629115E-001            NaN            NaN  0.862647                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        99.0963                 NaN            NaN            NaN  0.666826E-001            NaN            NaN  0.836973                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        99.1029                 NaN            NaN            NaN  0.643161E-001            NaN            NaN  0.832825                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        99.1136                 NaN            NaN            NaN  0.622135E-001            NaN            NaN  0.824174                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        99.1222                 NaN            NaN            NaN  0.595126E-001            NaN            NaN  0.818245                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        99.1298                 NaN            NaN            NaN  0.546913E-001            NaN            NaN  0.815488                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        99.1404                 NaN            NaN            NaN  0.541813E-001            NaN            NaN  0.805404                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        99.1496                 NaN            NaN            NaN  0.521226E-001            NaN            NaN  0.798265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        99.0740                 NaN            NaN            NaN  0.527674E-002            NaN            NaN  0.463513       0.457181                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.9796                 NaN            NaN            NaN  0.130693E-001            NaN            NaN            NaN   1.00735                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9938                 NaN            NaN            NaN            NaN            NaN            NaN  0.198938E-001  0.986350                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.9924                 NaN            NaN            NaN            NaN            NaN            NaN  0.134253E-001  0.994192                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8369                 NaN            NaN            NaN  0.148020E-001            NaN            NaN  0.646593E-001   1.08365                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        99.2497                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.750254                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.9258                 NaN            NaN            NaN            NaN            NaN            NaN  0.811827E-001  0.993051                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        99.0088                 NaN            NaN            NaN            NaN            NaN            NaN  0.131592E-001  0.978012                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        99.0097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.990345                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        99.0074                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.992621                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        99.0076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.992399                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        99.0101                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.989879                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        99.0040                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.995960                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        99.0001                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.999859                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.9923                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.00774                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.9820                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01801                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.9593                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.04072                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.5918                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.640817       0.767381                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.5076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.978384       0.514047                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5264                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.965372       0.508198                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.500499       0.953417                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5645                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.942576       0.492894                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5824                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.930433       0.487185                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.480240       0.918366                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6181                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.471785       0.910100                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6359                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.898101       0.465982                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6503                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.889468       0.460257                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6650                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.883260       0.451741                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6821                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.447231       0.870682                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6964                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.441218       0.862354                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        97.9498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.888449       0.807001       0.354757                 NaN            NaN            NaN            NaN
  1438.60        2500.00        96.6024                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.926756        1.47053        1.00033                 NaN            NaN            NaN            NaN
  1436.09        2500.00        96.7189                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.42375       0.891474       0.965906                 NaN            NaN            NaN            NaN
  1433.58        2500.00        96.8188                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.863417        1.38221       0.935546                 NaN            NaN            NaN            NaN
  1431.08        2500.00        96.8675                 NaN            NaN            NaN  0.271108                 NaN            NaN            NaN  0.962018       0.939071       0.960295                 NaN            NaN            NaN            NaN
  1428.57        2500.00        96.9469                 NaN            NaN            NaN  0.355841                 NaN            NaN            NaN  0.799615       0.948835       0.948795                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.0385                 NaN            NaN            NaN  0.351669                 NaN            NaN            NaN  0.923384       0.765664       0.920733                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.1235                 NaN            NaN            NaN  0.348976                 NaN            NaN            NaN  0.730833       0.902046       0.894637                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.2075                 NaN            NaN            NaN  0.344463                 NaN            NaN            NaN  0.879172       0.700066       0.868787                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.2843                 NaN            NaN            NaN  0.341328                 NaN            NaN            NaN  0.858756       0.670291       0.845360                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.3613                 NaN            NaN            NaN  0.337990                 NaN            NaN            NaN  0.837266       0.641646       0.821826                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.4321                 NaN            NaN            NaN  0.334435                 NaN            NaN            NaN  0.819466       0.614365       0.799636                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.4984                 NaN            NaN            NaN  0.331743                 NaN            NaN            NaN  0.801923       0.588498       0.779436                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.5645                 NaN            NaN            NaN  0.328172                 NaN            NaN            NaN  0.563399       0.785483       0.758490                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.6269                 NaN            NaN            NaN  0.325636                 NaN            NaN            NaN  0.539224       0.768991       0.739219                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.6801                 NaN            NaN            NaN  0.325082                 NaN            NaN            NaN  0.754176       0.517826       0.722789                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.7494                 NaN            NaN            NaN  0.318647                 NaN            NaN            NaN  0.495140       0.736188       0.700665                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.7990                 NaN            NaN            NaN  0.316459                 NaN            NaN            NaN  0.721589       0.477437       0.685529                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.8546                 NaN            NaN            NaN  0.313643                 NaN            NaN            NaN  0.456056       0.707625       0.668112                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.9070                 NaN            NaN            NaN  0.310572                 NaN            NaN            NaN  0.436826       0.693910       0.651671                 NaN            NaN            NaN            NaN
  1390.98        2500.00        97.9545                 NaN            NaN            NaN  0.307513                 NaN            NaN            NaN  0.419462       0.681709       0.636785                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.0007                 NaN            NaN            NaN  0.304568                 NaN            NaN            NaN  0.402363       0.670354       0.622024                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.0402                 NaN            NaN            NaN  0.280478                 NaN            NaN            NaN  0.653744       0.419201       0.606378                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.0953                 NaN            NaN            NaN  0.320879                 NaN            NaN            NaN  0.333399       0.655586       0.594817                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.1338                 NaN            NaN            NaN  0.295149                 NaN            NaN            NaN  0.634620       0.356839       0.579544                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.1746                 NaN            NaN            NaN  0.292092                 NaN            NaN            NaN  0.624204       0.342485       0.566601                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.2130                 NaN            NaN            NaN  0.289533                 NaN            NaN            NaN  0.329277       0.613711       0.554512                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.2529                 NaN            NaN            NaN  0.284658                 NaN            NaN            NaN  0.318730       0.602537       0.541192                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.2891                 NaN            NaN            NaN  0.281990                 NaN            NaN            NaN  0.306153       0.593180       0.529588                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.3234                 NaN            NaN            NaN  0.277535                 NaN            NaN            NaN  0.583620       0.297036       0.518439                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.3592                 NaN            NaN            NaN  0.274446                 NaN            NaN            NaN  0.286426       0.573175       0.506755                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.3924                 NaN            NaN            NaN  0.271960                 NaN            NaN            NaN  0.562553       0.276911       0.496147                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.4256                 NaN            NaN            NaN  0.266559                 NaN            NaN            NaN  0.268074       0.554795       0.484929                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.4567                 NaN            NaN            NaN  0.262939                 NaN            NaN            NaN  0.545617       0.259992       0.474784                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.4865                 NaN            NaN            NaN  0.258717                 NaN            NaN            NaN  0.252783       0.537111       0.464886                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.5160                 NaN            NaN            NaN  0.254491                 NaN            NaN            NaN  0.529666       0.244757       0.455076                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.5446                 NaN            NaN            NaN  0.250831                 NaN            NaN            NaN  0.238044       0.520920       0.445644                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.5687                 NaN            NaN            NaN  0.245669                 NaN            NaN            NaN  0.507470       0.240110       0.438040                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.6029                 NaN            NaN            NaN  0.239230                 NaN            NaN            NaN  0.503830       0.228499       0.425585                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.6248                 NaN            NaN            NaN  0.235432                 NaN            NaN            NaN  0.495983       0.225479       0.418350                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.6504                 NaN            NaN            NaN  0.231278                 NaN            NaN            NaN  0.220804       0.487736       0.409816                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.6713                 NaN            NaN            NaN  0.206808                 NaN            NaN            NaN  0.255985       0.465656       0.400281                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.7001                 NaN            NaN            NaN  0.239375                 NaN            NaN            NaN  0.179170       0.486391       0.394937                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.7190                 NaN            NaN            NaN  0.215421                 NaN            NaN            NaN  0.467055       0.212448       0.386075                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.7435                 NaN            NaN            NaN  0.208958                 NaN            NaN            NaN  0.454799       0.215009       0.377701                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.7649                 NaN            NaN            NaN  0.203899                 NaN            NaN            NaN  0.213768       0.446997       0.370471                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.7856                 NaN            NaN            NaN  0.198113                 NaN            NaN            NaN  0.212465       0.440727       0.363128                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.8062                 NaN            NaN            NaN  0.192273                 NaN            NaN            NaN  0.431647       0.213819       0.356036                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.8269                 NaN            NaN            NaN  0.186733                 NaN            NaN            NaN  0.214057       0.423359       0.348987                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.8456                 NaN            NaN            NaN  0.180502                 NaN            NaN            NaN  0.216612       0.414965       0.342355                 NaN            NaN            NaN            NaN
  1315.79        2500.00        81.9355                 NaN            NaN            NaN   1.50201                 NaN            NaN            NaN   3.27321       0.599687        2.38595        10.3037                 NaN            NaN            NaN
  1313.28        2500.00        57.3218                 NaN  0.957364                 NaN            NaN            NaN            NaN            NaN   5.95905        5.73012        5.44899        24.5827                 NaN            NaN            NaN
  1310.78        2500.00        61.6699                 NaN   1.06066                 NaN            NaN            NaN            NaN            NaN   4.34360        5.92110        4.95330        22.0514                 NaN            NaN            NaN
  1308.27        2500.00        69.3610                 NaN  0.828826                 NaN            NaN            NaN            NaN            NaN   4.81952        3.41718        3.96381        17.6097                 NaN            NaN            NaN
  1305.76        2500.00        74.2954                 NaN  0.680146                 NaN            NaN            NaN            NaN            NaN   2.80119        4.13140        3.32984        14.7620                 NaN            NaN            NaN
  1303.26        2500.00        77.6808                 NaN  0.577347                 NaN            NaN            NaN            NaN            NaN   2.32380        3.71361        2.89561        12.8089                 NaN            NaN            NaN
  1300.75        2500.00        80.1209                 NaN  0.503770                 NaN            NaN            NaN            NaN            NaN   1.85004        3.53815        2.58304        11.4041                 NaN            NaN            NaN
  1298.25        2500.00        81.9469                 NaN  0.448203                 NaN            NaN            NaN            NaN            NaN   4.90020                 NaN   2.34925        10.3554                 NaN            NaN            NaN
  1295.74        2500.00        83.2468                 NaN  0.423598                 NaN            NaN            NaN            NaN            NaN   1.98552        2.51780        2.17526        9.65104                 NaN            NaN            NaN
  1293.23        2500.00        81.8249                 NaN  0.405489                 NaN            NaN            NaN            NaN            NaN   4.71987                 NaN   2.32807        10.5130       0.208680                 NaN            NaN
  1290.73        2500.00        68.2161                 NaN  0.630643                 NaN            NaN            NaN            NaN            NaN   7.16504                 NaN   3.84101        18.9508        1.19636                 NaN            NaN
  1288.22        2500.00        49.7564                 NaN   1.06714                 NaN            NaN            NaN            NaN            NaN   10.7635                 NaN   5.90416        30.6399        1.86887                 NaN            NaN
  1285.71        2500.00        48.1993                 NaN   1.34898                 NaN            NaN            NaN            NaN            NaN   8.47504        1.57774        5.88917        32.4744        2.03545                 NaN            NaN
  1283.21        2500.00        70.3549                 NaN  0.748412                 NaN            NaN            NaN            NaN            NaN   6.03616                 NaN   3.43394        18.2969        1.12967                 NaN            NaN
  1280.70        2500.00        80.8017                 NaN  0.526082                 NaN            NaN            NaN            NaN            NaN   3.78764                 NaN   2.21683        11.8871       0.780582                 NaN            NaN
  1278.20        2500.00        83.6967                 NaN  0.248331                 NaN  0.719473                 NaN            NaN            NaN   2.63758                 NaN   1.90222        10.1159       0.679889                 NaN            NaN
  1275.69        2500.00        87.5438                 NaN  0.171445                 NaN  0.632498                 NaN            NaN            NaN   2.00259                 NaN   1.46723        7.64155       0.540883                 NaN            NaN
  1273.18        2500.00        89.1854                 NaN  0.147092                 NaN  0.564876                 NaN            NaN            NaN   1.72955                 NaN   1.26965        6.62625       0.477186                 NaN            NaN
  1270.68        2500.00        91.2149                 NaN  0.102341                 NaN  0.513768                 NaN            NaN            NaN   1.39150                 NaN   1.02790        5.35693       0.392697                 NaN            NaN
  1268.17        2500.00        92.1466                 NaN  0.901772E-001            NaN  0.461648                 NaN            NaN            NaN   1.26382                 NaN  0.922136        4.75943       0.356182                 NaN            NaN
  1265.66        2500.00        92.3780                 NaN  0.869255E-001            NaN  0.447651                 NaN            NaN            NaN   1.23324                 NaN  0.894047        4.61208       0.348069                 NaN            NaN
  1263.16        2500.00        94.1118                 NaN  0.528598E-001            NaN  0.384020                 NaN            NaN            NaN  0.951411                 NaN  0.691798        3.53404       0.274033                 NaN            NaN
  1260.65        2500.00        94.3462                 NaN  0.519026E-001            NaN  0.354237                 NaN            NaN            NaN  0.945385                 NaN  0.656200        3.38542       0.260689                 NaN            NaN
  1258.15        2500.00        94.7158                 NaN  0.468743E-001            NaN  0.330354                 NaN            NaN            NaN  0.899578                 NaN  0.614840        3.14747       0.245041                 NaN            NaN
  1255.64        2500.00        81.9413                 NaN  0.193274                 NaN  0.386106                 NaN            NaN            NaN   3.44742                 NaN   1.65133        9.40715       0.614702        2.35870                 NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN   4.37819                 NaN            NaN            NaN   17.2315                 NaN   8.37903        44.6514        3.02855        15.5538        6.77751     
  1250.63        2500.00                 NaN            NaN            NaN            NaN   4.37928                 NaN            NaN            NaN   17.2299                 NaN   8.37859        44.7035        3.02880        15.5773        6.70265     
  1248.12        2500.00                 NaN            NaN            NaN            NaN   4.38051                 NaN            NaN            NaN   17.2281                 NaN   8.37809        44.7563        3.02908        15.6009        6.62693     
  1245.61        2500.00                 NaN            NaN            NaN            NaN   4.40030                 NaN            NaN            NaN   17.1700                 NaN   8.39894        44.8164        3.03459        15.6335        6.54620     
  1243.11        2500.00                 NaN            NaN            NaN            NaN   4.40011                 NaN            NaN            NaN   17.1678                 NaN   8.40142        44.8660        3.03463        15.6605        6.46942     
  1240.60        2500.00                 NaN            NaN            NaN            NaN   4.40117                 NaN            NaN            NaN   17.1805                 NaN   8.38710        44.9327        3.03441        15.6750        6.38911     
  1238.10        2500.00                 NaN            NaN            NaN            NaN   4.40069                 NaN            NaN            NaN   17.1748                 NaN   8.39356        44.9796        3.03451        15.7056        6.31129     
  1235.59        2500.00                 NaN            NaN            NaN            NaN   4.40112                 NaN            NaN            NaN   17.1799                 NaN   8.38777        45.0392        3.03442        15.7272        6.23038     
  1233.08        2500.00                 NaN            NaN            NaN            NaN   4.40109                 NaN            NaN            NaN   17.1796                 NaN   8.38811        45.0935        3.03443        15.7538        6.14948     
  1230.58        2500.00                 NaN            NaN            NaN            NaN   4.40107                 NaN            NaN            NaN   17.1793                 NaN   8.38845        45.1484        3.03443        15.7807        6.06770     
  1228.07        2500.00                 NaN            NaN            NaN            NaN   4.40104                 NaN            NaN            NaN   17.1790                 NaN   8.38879        45.2038        3.03444        15.8079        5.98503     
  1225.56        2500.00                 NaN            NaN            NaN            NaN   4.40102                 NaN            NaN            NaN   17.1787                 NaN   8.38914        45.2601        3.03444        15.8354        5.90119     
  1223.06        2500.00                 NaN            NaN            NaN            NaN   4.57451                 NaN            NaN            NaN   16.8339                 NaN   8.66006        45.3378        3.06820        15.8710        5.65456     
  1220.55        2500.00                 NaN            NaN            NaN            NaN   4.55438                 NaN            NaN            NaN   16.9542                 NaN   8.50771        45.4338        3.04389        15.8685        5.63754     
  1218.05        2500.00                 NaN            NaN            NaN            NaN   4.57489                 NaN            NaN            NaN   16.8362                 NaN   8.66352        45.4526        3.06807        15.9262        5.47855     
  1215.54        2500.00                 NaN            NaN            NaN            NaN   4.57507                 NaN            NaN            NaN   16.9115                 NaN   8.52952        45.5693        3.05060        15.9204        5.44363     
  1213.03        2500.00                 NaN            NaN            NaN            NaN   4.57489                 NaN            NaN            NaN   16.8362                 NaN   8.66352        45.5722        3.06807        15.9839        5.30117     
  1210.53        2500.00                 NaN            NaN            NaN            NaN   4.60160                 NaN            NaN            NaN   16.8680                 NaN   8.54996        45.7004        3.05221        15.9784        5.24936     
  1208.02        2500.00                 NaN            NaN            NaN            NaN   4.57489                 NaN            NaN            NaN   16.8362                 NaN   8.66352        45.6947        3.06807        16.0430        5.11963     
  1205.51        2500.00                 NaN            NaN            NaN            NaN   4.57489                 NaN            NaN            NaN   16.8362                 NaN   8.66352        45.7571        3.06807        16.0731        5.02706     
  1203.01        2500.00                 NaN            NaN            NaN            NaN   4.57489                 NaN            NaN            NaN   16.8362                 NaN   8.66352        45.8204        3.06807        16.1037        4.93326     
  1200.50        2500.00                 NaN            NaN            NaN            NaN   4.57489                 NaN            NaN            NaN   16.8362                 NaN   8.66352        45.8844        3.06807        16.1345        4.83840     
  1197.99        2500.00                 NaN            NaN            NaN            NaN   4.57489                 NaN            NaN            NaN   16.8362                 NaN   8.66352        45.9491        3.06807        16.1657        4.74248     
  1195.49        2500.00                 NaN            NaN            NaN            NaN   4.57489                 NaN            NaN            NaN   16.8362                 NaN   8.66352        46.0147        3.06807        16.1974        4.64518     
  1192.98        2500.00                 NaN            NaN            NaN            NaN   4.57489                 NaN            NaN            NaN   16.8362                 NaN   8.66352        46.0813        3.06807        16.2295        4.54656     
  1190.48        2500.00                 NaN            NaN            NaN            NaN   4.57489                 NaN            NaN            NaN   16.8362                 NaN   8.66352        46.1485        3.06807        16.2620        4.44683     
  1187.97        2500.00                 NaN            NaN            NaN            NaN   4.57489                 NaN            NaN            NaN   16.8362                 NaN   8.66352        46.2166        3.06807        16.2948        4.34596     
  1185.46        2500.00                 NaN            NaN            NaN            NaN   4.57489                 NaN            NaN            NaN   16.8362                 NaN   8.66352        46.2856        3.06807        16.3281        4.24366     
  1182.96        2500.00                 NaN            NaN            NaN            NaN   4.57489                 NaN            NaN            NaN   16.8362                 NaN   8.66352        46.3555        3.06807        16.3618        4.13994     
  1180.45        2500.00                 NaN            NaN            NaN            NaN   4.57489                 NaN            NaN            NaN   16.8362                 NaN   8.66352        46.4263        3.06807        16.3960        4.03505     
  1177.94        2500.00                 NaN            NaN            NaN            NaN   4.57489                 NaN            NaN            NaN   16.8362                 NaN   8.66352        46.4979        3.06807        16.4305        3.92897     
  1175.44        2500.00                 NaN            NaN            NaN            NaN   4.60867                 NaN            NaN            NaN   16.7561                 NaN   8.67278        46.6037        3.07508        16.4686        3.81495     
  1172.93        2500.00                 NaN            NaN            NaN            NaN   4.76488                 NaN            NaN            NaN   16.5949                 NaN   8.69955        46.7995        3.07496        16.4501        3.61612     
  1170.43        2500.00                 NaN            NaN            NaN            NaN   4.77116                 NaN            NaN            NaN   16.5818                 NaN   8.70992        46.8825        3.07856        16.4826        3.49347     
  1167.92        2500.00                 NaN            NaN            NaN            NaN   4.78144                 NaN            NaN            NaN   16.5713                 NaN   8.71916        46.9581        3.07758        16.5190        3.37346     
  1165.41        2500.00                 NaN            NaN            NaN            NaN   4.84180                 NaN            NaN            NaN   16.3642                 NaN   8.83803        47.0323        3.11714        16.5662        3.24027     
  1162.91        2500.00                 NaN            NaN            NaN            NaN   4.84182                 NaN            NaN            NaN   16.3645                 NaN   8.83799        47.1103        3.11707        16.6036        3.12464     
  1160.40        2500.00                 NaN            NaN            NaN            NaN   4.84184                 NaN            NaN            NaN   16.3648                 NaN   8.83794        47.1889        3.11700        16.6414        3.00806     
  1157.89        2500.00                 NaN            NaN            NaN            NaN   4.84185                 NaN            NaN            NaN   16.3651                 NaN   8.83790        47.2685        3.11693        16.6797        2.89000     
  1155.39        2500.00                 NaN            NaN            NaN            NaN   4.84187                 NaN            NaN            NaN   16.3655                 NaN   8.83786        47.3491        3.11685        16.7184        2.77043     
  1152.88        2500.00                 NaN            NaN            NaN            NaN   4.84189                 NaN            NaN            NaN   16.3658                 NaN   8.83781        47.4308        3.11677        16.7576        2.64933     
  1150.38        2500.00                 NaN            NaN            NaN            NaN   4.84191                 NaN            NaN            NaN   16.3661                 NaN   8.83776        47.5135        3.11670        16.7973        2.52670     
  1147.87        2500.00                 NaN            NaN            NaN            NaN   4.84192                 NaN            NaN            NaN   16.3663                 NaN   8.83773        47.5972        3.11664        16.8376        2.40253     
  1145.36        2500.00                 NaN            NaN            NaN            NaN   4.84193                 NaN            NaN            NaN   16.3666                 NaN   8.83769        47.6820        3.11659        16.8784        2.27678     
  1142.86        2500.00                 NaN            NaN            NaN            NaN   4.84195                 NaN            NaN            NaN   16.3669                 NaN   8.83765        47.7679        3.11651        16.9197        2.14941     
  1140.35        2500.00                 NaN            NaN            NaN            NaN   4.84197                 NaN            NaN            NaN   16.3672                 NaN   8.83761        47.8549        3.11644        16.9615        2.02044     
  1137.84        2500.00                 NaN            NaN            NaN            NaN   4.84198                 NaN            NaN            NaN   16.3675                 NaN   8.83757        47.9430        3.11638        17.0038        1.88983     
  1135.34        2500.00                 NaN            NaN            NaN            NaN   4.84200                 NaN            NaN            NaN   16.3678                 NaN   8.83753        48.0322        3.11631        17.0467        1.75757     
  1132.83        2500.00                 NaN            NaN            NaN            NaN   4.90497                 NaN            NaN            NaN   16.4202                 NaN   8.84770        48.1761        3.08529        17.0644        1.50142     
