|6.6.6
Archiving\03_Data\fracLP/QFM_m1.5/TIS/TIS_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1498.75        500.000        99.1290                 NaN            NaN  0.336114E-002            NaN  0.867636                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1387                 NaN            NaN  0.662140E-002            NaN  0.854726                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.1420                 NaN            NaN  0.786195E-002            NaN  0.850097                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        99.1568                 NaN            NaN  0.106136E-001            NaN  0.832544                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.1619                 NaN            NaN  0.122446E-003            NaN  0.837972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.1700                 NaN            NaN            NaN            NaN  0.830009                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.1808                 NaN            NaN  0.194630E-001            NaN  0.799690                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.1831                 NaN            NaN            NaN            NaN  0.816945                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.1624                 NaN            NaN  0.311971E-003            NaN  0.705572       0.131695                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        98.8981                 NaN            NaN            NaN            NaN            NaN   1.10190                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        98.8868                 NaN            NaN            NaN            NaN            NaN   1.11321                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        98.8670                 NaN            NaN            NaN            NaN            NaN   1.13304                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        98.8468                 NaN            NaN            NaN            NaN            NaN   1.15321                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        98.4577                 NaN            NaN            NaN            NaN            NaN  0.779025       0.763266                 NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.2661                 NaN            NaN            NaN            NaN            NaN  0.524334        1.20958                 NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.2922                 NaN            NaN            NaN            NaN            NaN  0.516713        1.19113                 NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.3263                 NaN            NaN            NaN            NaN            NaN  0.509989        1.16367                 NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.3500                 NaN            NaN            NaN            NaN            NaN  0.502346        1.14769                 NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.3739                 NaN            NaN            NaN            NaN            NaN   1.12716       0.498925                 NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.3989                 NaN            NaN            NaN            NaN            NaN   1.11038       0.490715                 NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.4240                 NaN            NaN            NaN            NaN            NaN   1.08993       0.486109                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.4469                 NaN            NaN            NaN            NaN            NaN  0.479271        1.07387                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.4696                 NaN            NaN            NaN            NaN            NaN  0.474112        1.05631                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.4914                 NaN            NaN            NaN            NaN            NaN   1.03930       0.469329                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.5127                 NaN            NaN            NaN            NaN            NaN   1.02551       0.461832                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.5332                 NaN            NaN            NaN  0.629189E-003            NaN  0.459693        1.00650                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.5519                 NaN            NaN            NaN  0.191173E-002            NaN  0.988631       0.457563                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.5739                 NaN            NaN            NaN  0.175613E-002            NaN  0.973925       0.450425                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.5929                 NaN            NaN            NaN  0.161401E-002            NaN  0.958515       0.446963                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.6114                 NaN            NaN            NaN  0.148099E-002            NaN  0.944931       0.442193                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        98.6288                 NaN            NaN            NaN  0.134460E-002            NaN  0.932990       0.436896                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        98.6459                 NaN            NaN            NaN  0.121115E-002            NaN  0.432648       0.920289                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.6621                 NaN            NaN            NaN  0.108588E-002            NaN  0.427706       0.909126                 NaN            NaN            NaN            NaN            NaN
  1416.04        500.000        98.6810                 NaN            NaN            NaN  0.965472E-003            NaN  0.894598       0.423443                 NaN            NaN            NaN            NaN            NaN
  1413.53        500.000        98.6950                 NaN            NaN            NaN  0.825919E-003            NaN  0.885082       0.419104                 NaN            NaN            NaN            NaN            NaN
  1411.03        500.000        98.7097                 NaN            NaN            NaN  0.709806E-003            NaN  0.874080       0.415479                 NaN            NaN            NaN            NaN            NaN
  1408.52        500.000        98.7238                 NaN            NaN            NaN  0.604933E-003            NaN  0.411206       0.864425                 NaN            NaN            NaN            NaN            NaN
  1406.02        500.000        98.7384                 NaN            NaN            NaN  0.485686E-003            NaN  0.853972       0.407151                 NaN            NaN            NaN            NaN            NaN
  1403.51        500.000        98.7486                 NaN            NaN            NaN  0.388072E-003            NaN  0.403977       0.847062                 NaN            NaN            NaN            NaN            NaN
  1401.00        500.000        98.7657                 NaN            NaN            NaN  0.276389E-003            NaN  0.834380       0.399663                 NaN            NaN            NaN            NaN            NaN
  1398.50        500.000        97.3456                 NaN            NaN            NaN  0.529323E-003            NaN  0.995014       0.933274                 NaN  0.725553                 NaN            NaN            NaN
  1395.99        500.000        96.8932                 NaN            NaN            NaN            NaN            NaN  0.951808        1.18476                 NaN  0.970277                 NaN            NaN            NaN
  1393.48        500.000        96.9728                 NaN            NaN            NaN            NaN            NaN   1.15653       0.927192                 NaN  0.943457                 NaN            NaN            NaN
  1390.98        500.000        97.0414                 NaN            NaN            NaN            NaN            NaN  0.905865        1.13150                 NaN  0.921269                 NaN            NaN            NaN
  1388.47        500.000        97.1115                 NaN            NaN            NaN            NaN            NaN  0.883991        1.10635                 NaN  0.898203                 NaN            NaN            NaN
  1385.96        500.000        97.1785                 NaN            NaN            NaN            NaN            NaN  0.863221        1.08199                 NaN  0.876320                 NaN            NaN            NaN
  1383.46        500.000        97.2379                 NaN            NaN            NaN            NaN            NaN   1.06017       0.845787                 NaN  0.856173                 NaN            NaN            NaN
  1380.95        500.000        97.2944                 NaN            NaN            NaN            NaN            NaN  0.829614        1.03928                 NaN  0.836671                 NaN            NaN            NaN
  1378.45        500.000        97.3578                 NaN            NaN  0.157605E-001            NaN            NaN  0.817253       0.990039                 NaN  0.819189                 NaN            NaN            NaN
  1375.94        500.000        97.3954                 NaN            NaN  0.425751                 NaN            NaN   1.03939       0.246077                 NaN  0.893428                 NaN            NaN            NaN
  1373.43        500.000        97.4566                 NaN            NaN  0.442093                 NaN            NaN   1.03589       0.188709                 NaN  0.876714                 NaN            NaN            NaN
  1370.93        500.000        97.5168                 NaN            NaN  0.445164                 NaN            NaN  0.155040        1.02516                 NaN  0.857816                 NaN            NaN            NaN
  1368.42        500.000        97.5743                 NaN            NaN  0.447747                 NaN            NaN   1.01666       0.121737                 NaN  0.839568                 NaN            NaN            NaN
  1365.91        500.000        97.6267                 NaN            NaN  0.448982                 NaN            NaN   1.00800       0.942003E-001            NaN  0.822111                 NaN            NaN            NaN
  1363.41        500.000        97.6785                 NaN            NaN  0.449928                 NaN            NaN  0.667245E-001  0.999728                 NaN  0.805124                 NaN            NaN            NaN
  1360.90        500.000        97.7309                 NaN            NaN  0.450833                 NaN            NaN  0.989726       0.405128E-001            NaN  0.788019                 NaN            NaN            NaN
  1358.40        500.000        97.7792                 NaN            NaN  0.451425                 NaN            NaN  0.980625       0.164529E-001            NaN  0.772267                 NaN            NaN            NaN
  1355.89        500.000        97.8283                 NaN            NaN  0.444093                 NaN            NaN  0.787970E-002  0.965475                 NaN  0.754249                 NaN            NaN            NaN
  1353.38        500.000        97.8691                 NaN            NaN  0.438542                 NaN            NaN  0.953202                 NaN            NaN  0.739199                 NaN            NaN            NaN
  1350.88        500.000        97.9085                 NaN            NaN  0.428979                 NaN            NaN  0.931507       0.724184E-002            NaN  0.723726                 NaN            NaN            NaN
  1348.37        500.000        97.9511                 NaN            NaN  0.427092                 NaN            NaN  0.912422                 NaN            NaN  0.709399                 NaN            NaN            NaN
  1345.86        500.000        97.9920                 NaN            NaN  0.414266                 NaN            NaN  0.901086                 NaN            NaN  0.692616                 NaN            NaN            NaN
  1343.36        500.000        98.0296                 NaN            NaN  0.407005                 NaN            NaN  0.884916                 NaN            NaN  0.678490                 NaN            NaN            NaN
  1340.85        500.000        98.0672                 NaN            NaN  0.398658                 NaN            NaN  0.870071                 NaN            NaN  0.664067                 NaN            NaN            NaN
  1338.35        500.000        98.0950                 NaN            NaN  0.400798                 NaN            NaN  0.849840                 NaN            NaN  0.654369                 NaN            NaN            NaN
  1335.84        500.000        97.9399                 NaN            NaN  0.436953                 NaN            NaN  0.912681                 NaN            NaN  0.710514                 NaN            NaN            NaN
  1333.33        500.000        98.3949                 NaN            NaN  0.334179                 NaN            NaN  0.725592                 NaN            NaN  0.545325                 NaN            NaN            NaN
  1330.83        500.000        98.2041                 NaN            NaN  0.366116                 NaN            NaN  0.819225                 NaN            NaN  0.610564                 NaN            NaN            NaN
  1328.32        500.000        98.2341                 NaN            NaN  0.363802                 NaN            NaN  0.801574                 NaN            NaN  0.600493                 NaN            NaN            NaN
  1325.81        500.000        98.2696                 NaN            NaN  0.348604                 NaN            NaN  0.797117                 NaN            NaN  0.584690                 NaN            NaN            NaN
  1323.31        500.000        98.1331                 NaN            NaN  0.346670                 NaN            NaN  0.849692                 NaN            NaN  0.619587       0.509430E-001            NaN            NaN
  1320.80        500.000        98.0294                 NaN            NaN  0.340409                 NaN            NaN  0.892138                 NaN            NaN  0.645796       0.922480E-001            NaN            NaN
  1318.30        500.000        98.0763                 NaN            NaN  0.336918                 NaN            NaN  0.866506                 NaN            NaN  0.630936       0.893286E-001            NaN            NaN
  1315.79        500.000        98.1235                 NaN            NaN  0.329614                 NaN            NaN  0.845598                 NaN            NaN  0.615037       0.862520E-001            NaN            NaN
  1313.28        500.000        98.1727                 NaN            NaN  0.321262                 NaN            NaN  0.822888                 NaN            NaN  0.599696       0.834767E-001            NaN            NaN
  1310.78        500.000        98.2202                 NaN            NaN  0.317281                 NaN            NaN  0.799430                 NaN            NaN  0.582837       0.802998E-001            NaN            NaN
  1308.27        500.000        98.2607                 NaN            NaN  0.311003                 NaN            NaN  0.780555                 NaN            NaN  0.569862       0.778613E-001            NaN            NaN
  1305.76        500.000        98.3037                 NaN            NaN  0.305057                 NaN            NaN  0.760452                 NaN            NaN  0.555593       0.752468E-001            NaN            NaN
  1303.26        500.000        98.3477                 NaN            NaN  0.296909                 NaN            NaN  0.741933                 NaN            NaN  0.540859       0.726282E-001            NaN            NaN
  1300.75        500.000        98.3887                 NaN            NaN  0.290543                 NaN            NaN  0.723025                 NaN            NaN  0.527445       0.702747E-001            NaN            NaN
  1298.25        500.000        98.4291                 NaN            NaN  0.283843                 NaN            NaN  0.705969                 NaN            NaN  0.513346       0.677497E-001            NaN            NaN
  1295.74        500.000        98.4677                 NaN            NaN  0.277227                 NaN            NaN  0.688442                 NaN            NaN  0.501106       0.655481E-001            NaN            NaN
  1293.23        500.000        98.5054                 NaN            NaN  0.269770                 NaN            NaN  0.674357                 NaN            NaN  0.487228       0.632026E-001            NaN            NaN
  1290.73        500.000        98.5418                 NaN            NaN  0.263236                 NaN            NaN  0.658543                 NaN            NaN  0.475288       0.610926E-001            NaN            NaN
  1288.22        500.000        98.5804                 NaN            NaN  0.255066                 NaN            NaN  0.643345                 NaN            NaN  0.462255       0.589637E-001            NaN            NaN
  1285.71        500.000        98.6160                 NaN            NaN  0.248836                 NaN            NaN  0.627973                 NaN            NaN  0.450268       0.569271E-001            NaN            NaN
  1283.21        500.000        98.6493                 NaN            NaN  0.242415                 NaN            NaN  0.614249                 NaN            NaN  0.438953       0.550746E-001            NaN            NaN
  1280.70        500.000        98.6843                 NaN            NaN  0.235273                 NaN            NaN  0.600709                 NaN            NaN  0.426702       0.530057E-001            NaN            NaN
  1278.20        500.000        98.7185                 NaN            NaN  0.229010                 NaN            NaN  0.585958                 NaN            NaN  0.415363       0.511585E-001            NaN            NaN
  1275.69        500.000        98.7526                 NaN            NaN  0.222256                 NaN            NaN  0.571694                 NaN            NaN  0.404089       0.493747E-001            NaN            NaN
  1273.18        500.000        98.7846                 NaN            NaN  0.215335                 NaN            NaN  0.559371                 NaN            NaN  0.393134       0.476089E-001            NaN            NaN
  1270.68        500.000        98.8159                 NaN            NaN  0.209008                 NaN            NaN  0.546693                 NaN            NaN  0.382523       0.459246E-001            NaN            NaN
  1268.17        500.000        98.8470                 NaN            NaN  0.202814                 NaN            NaN  0.533869                 NaN            NaN  0.372018       0.442683E-001            NaN            NaN
  1265.66        500.000        98.8760                 NaN            NaN  0.197244                 NaN            NaN  0.521826                 NaN            NaN  0.362176       0.427190E-001            NaN            NaN
  1263.16        500.000        98.9079                 NaN            NaN  0.190175                 NaN            NaN  0.509242                 NaN            NaN  0.351599       0.411238E-001            NaN            NaN
  1260.65        500.000        97.2324                 NaN            NaN  0.269415                 NaN            NaN  0.755043                 NaN            NaN  0.537062       0.727524E-001   1.13333                 NaN
  1258.15        500.000        91.4018                 NaN            NaN  0.530401                 NaN            NaN   1.63458                 NaN            NaN   1.18140       0.181839        5.06994                 NaN
  1255.64        500.000        92.2373                 NaN            NaN  0.475586                 NaN            NaN   1.48874                 NaN            NaN   1.07014       0.162542        4.56571                 NaN
  1253.13        500.000        92.9406                 NaN            NaN  0.428852                 NaN            NaN   1.36596                 NaN            NaN  0.975062       0.146117        4.14337                 NaN
  1250.63        500.000        93.5338                 NaN            NaN  0.389867                 NaN            NaN   1.26059                 NaN            NaN  0.893862       0.132134        3.78969                 NaN
  1248.12        500.000        94.0498                 NaN            NaN  0.355122                 NaN            NaN   1.16754                 NaN            NaN  0.822447       0.119846        3.48523                 NaN
  1245.61        500.000        94.4919                 NaN            NaN  0.325259                 NaN            NaN   1.08896                 NaN            NaN  0.760067       0.109229        3.22461                 NaN
  1243.11        500.000        94.8856                 NaN            NaN  0.300513                 NaN            NaN   1.01472                 NaN            NaN  0.704423       0.997322E-001   2.99500                 NaN
  1240.60        500.000        95.2415                 NaN            NaN  0.275651                 NaN            NaN  0.948831                 NaN            NaN  0.653276       0.911173E-001   2.78967                 NaN
  1238.10        500.000        95.5557                 NaN            NaN  0.254629                 NaN            NaN  0.889996                 NaN            NaN  0.607697       0.834484E-001   2.60851                 NaN
  1235.59        500.000        95.8397                 NaN            NaN  0.235466                 NaN            NaN  0.836238                 NaN            NaN  0.566160       0.765037E-001   2.44588                 NaN
  1233.08        500.000        96.0977                 NaN            NaN  0.217619                 NaN            NaN  0.787687                 NaN            NaN  0.528065       0.701556E-001   2.29874                 NaN
  1230.58        500.000        96.3322                 NaN            NaN  0.201506                 NaN            NaN  0.743141                 NaN            NaN  0.493194       0.644112E-001   2.16557                 NaN
  1228.07        500.000        96.5484                 NaN            NaN  0.185969                 NaN            NaN  0.702538                 NaN            NaN  0.460955       0.591174E-001   2.04307                 NaN
  1225.56        500.000        96.7455                 NaN            NaN  0.171865                 NaN            NaN  0.665337                 NaN            NaN  0.431401       0.543041E-001   1.93159                 NaN
  1223.06        500.000        96.9273                 NaN            NaN  0.158426                 NaN            NaN  0.631558                 NaN            NaN  0.404056       0.498444E-001   1.82883                 NaN
  1220.55        500.000        97.0956                 NaN            NaN  0.143462                 NaN            NaN  0.602866                 NaN            NaN  0.378769       0.457134E-001   1.73363                 NaN
  1218.05        500.000        97.2534                 NaN            NaN  0.128370                 NaN            NaN  0.576805                 NaN            NaN  0.355204       0.417363E-001   1.64448                 NaN
  1215.54        500.000        84.6716                 NaN            NaN  0.421188                 NaN            NaN   1.59559                 NaN            NaN   1.39027       0.107496        6.49408        5.31974     
  1213.03        500.000        46.5798                 NaN            NaN   1.36258                 NaN            NaN   4.65436                 NaN            NaN   4.51016       0.301145        21.0259        21.5661     
  1210.53        500.000        60.6628                 NaN            NaN   1.00369                 NaN            NaN   3.44631                 NaN            NaN   3.31401       0.217386        15.4714        15.8843     
  1208.02        500.000        70.1171                 NaN            NaN  0.744595                 NaN            NaN   2.60644                 NaN            NaN   2.51036       0.163208        11.7750        12.0833     
  1205.51        500.000        71.7826                 NaN            NaN  0.721644                 NaN            NaN   2.35219                 NaN            NaN   2.37265       0.148628        11.1256        11.4967     
  1203.01        500.000        64.1183                 NaN            NaN  0.975319                 NaN            NaN   2.92202                 NaN            NaN   3.03353       0.195311        13.6313        15.1243     
  1200.50        500.000        97.7593                 NaN            NaN            NaN            NaN            NaN  0.501774                 NaN            NaN  0.827846E-001  0.455993E-002   1.65160                 NaN
  1197.99        500.000        87.2016                 NaN            NaN  0.316931                 NaN            NaN   1.11113                 NaN            NaN   1.05960       0.738185E-001   5.23524        5.00165     
  1195.49        500.000        76.0528                 NaN            NaN  0.655002                 NaN            NaN   1.57208                 NaN            NaN   1.94351       0.123261        9.62374        10.0296     
  1192.98        500.000        94.2001                 NaN            NaN            NaN            NaN            NaN  0.779932       0.225711                 NaN  0.473014       0.253621E-001   2.36279        1.93312     
  1190.48        500.000        82.1264                 NaN            NaN            NaN            NaN            NaN  0.286126        1.72068       0.110927E-003   1.44562       0.612324E-001   7.25464        7.10516     
  1187.97        500.000        55.6962                 NaN            NaN  0.988271                 NaN            NaN   2.61887                 NaN            NaN   3.28042       0.212374        18.9583        18.2455     
  1185.46        500.000                 NaN            NaN            NaN   1.97477                 NaN            NaN   5.94032                 NaN            NaN   7.04256       0.465200        43.6196        40.9575     
  1182.96        500.000                 NaN            NaN            NaN   1.99402                 NaN            NaN   5.90816                 NaN            NaN   7.04176       0.466220        43.6217        40.9681     
  1180.45        500.000                 NaN            NaN            NaN   1.94616                 NaN            NaN   5.99771       0.131762E-005            NaN   7.05153       0.461654        43.5924        40.9506     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.35687        1.99705                 NaN   7.30533       0.327917        42.8956        40.1172     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.29161        2.06373                 NaN   7.31442       0.328021        42.8777        40.1245     
  1172.93        500.000                 NaN            NaN            NaN   2.06421                 NaN            NaN   5.79125       0.997810E-006            NaN   7.03922       0.469866        43.6277        41.0078     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.54406        1.82141                 NaN   7.32341       0.325302        42.8570        40.1288     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.66098       0.722050                 NaN   7.34024       0.320240        42.8262        40.1303     
  1165.41        500.000                 NaN            NaN            NaN   2.05100                 NaN            NaN   5.34672       0.461137                 NaN   7.04330       0.470553        43.6199        41.0074     
  1162.91        500.000                 NaN            NaN            NaN   2.12478                 NaN            NaN   5.69111       0.399151E-004            NaN   7.03763       0.472887        43.6301        41.0435     
  1160.40        500.000                 NaN            NaN            NaN   2.13889                 NaN            NaN   5.66787       0.326713E-004            NaN   7.03733       0.473579        43.6304        41.0519     
  1157.89        500.000                 NaN            NaN            NaN   2.15260                 NaN            NaN   5.64533       0.243024E-004            NaN   7.03707       0.474247        43.6305        41.0603     
  1155.39        500.000                 NaN            NaN            NaN   2.13883                 NaN            NaN   5.65337                 NaN            NaN   7.04278       0.476252        43.6366        41.0522     
  1152.88        500.000                 NaN            NaN            NaN   2.16050                 NaN            NaN   5.61970                 NaN            NaN   7.03347       0.477274        43.6426        41.0665     
  1150.38        500.000                 NaN            NaN            NaN   2.19093                 NaN            NaN   5.58234                 NaN            NaN   7.03657       0.476067        43.6300        41.0841     
  1147.87        500.000                 NaN            NaN            NaN   2.20327                 NaN            NaN   5.56217                 NaN            NaN   7.03645       0.476648        43.6296        41.0919     
  1145.36        500.000                 NaN            NaN            NaN   2.19637                 NaN            NaN   5.56128                 NaN            NaN   7.03310       0.478941        43.6409        41.0894     
  1142.86        500.000                 NaN            NaN            NaN   2.22699                 NaN            NaN   5.52349                 NaN            NaN   7.03631       0.477751        43.6285        41.1070     
  1140.35        500.000                 NaN            NaN            NaN   2.23840                 NaN            NaN   5.50494                 NaN            NaN   7.03629       0.478273        43.6277        41.1144     
  1137.84        500.000                 NaN            NaN            NaN   2.21443                 NaN            NaN   5.53621                 NaN            NaN   7.03604       0.478975        43.6294        41.1049     
  1135.34        500.000                 NaN            NaN            NaN   2.22663                 NaN            NaN   5.51721                 NaN            NaN   7.03595       0.479538        43.6282        41.1125     
  1132.83        500.000                 NaN            NaN            NaN   2.23756                 NaN            NaN   5.49376                 NaN            NaN   7.04084       0.480000        43.6299        41.1179     
  1130.33        500.000                 NaN            NaN            NaN   2.26206                 NaN            NaN   5.44981                 NaN            NaN   7.03676       0.482112        43.6389        41.1303     
  1127.82        500.000                 NaN            NaN            NaN   2.27105                 NaN            NaN   5.43732                 NaN            NaN   7.03736       0.482341        43.6346        41.1373     
  1125.31        500.000                 NaN            NaN            NaN   2.28090                 NaN            NaN   5.42141                 NaN            NaN   7.03717       0.482794        43.6336        41.1441     
  1122.81        500.000                 NaN            NaN            NaN   2.29056                 NaN            NaN   5.40689                 NaN            NaN   7.03826       0.482981        43.6299        41.1514     
  1120.30        500.000                 NaN            NaN            NaN   2.29923                 NaN            NaN   5.39417                 NaN            NaN   7.03811       0.483316        43.6273        41.1579     
  1117.79        500.000                 NaN            NaN            NaN   2.30796                 NaN            NaN   5.38227                 NaN            NaN   7.03861       0.483703        43.6224        41.1650     
  1115.29        500.000                 NaN            NaN            NaN   2.31744                 NaN            NaN   5.36643                 NaN            NaN   7.03820       0.484215        43.6222        41.1715     
  1112.78        500.000                 NaN            NaN            NaN   2.32628                 NaN            NaN   5.35295                 NaN            NaN   7.03823       0.484498        43.6202        41.1778     
  1110.28        500.000                 NaN            NaN            NaN   2.33483                 NaN            NaN   5.33934                 NaN            NaN   7.03824       0.484834        43.6187        41.1840     
  1107.77        500.000                 NaN            NaN            NaN   2.34358                 NaN            NaN   5.32512                 NaN            NaN   7.03779       0.485178        43.6184        41.1900     
  1105.26        500.000                 NaN            NaN            NaN   2.34802                 NaN            NaN   5.31993                 NaN            NaN   7.03935       0.485032        43.6129        41.1948     
  1102.76        500.000                 NaN            NaN            NaN   2.38214                 NaN            NaN   5.27482                 NaN            NaN   7.03935       0.484356        43.6053        41.2141     
  1100.25        500.000                 NaN            NaN            NaN   2.39010                 NaN            NaN   5.26239                 NaN            NaN   7.03979       0.484650        43.6030        41.2201     
  1097.74        500.000                 NaN            NaN            NaN   2.39792                 NaN            NaN   5.25023                 NaN            NaN   7.04025       0.484934        43.6006        41.2260     
  1095.24        500.000                 NaN            NaN            NaN   2.40559                 NaN            NaN   5.23833                 NaN            NaN   7.04074       0.485208        43.5982        41.2319     
  1092.73        500.000                 NaN            NaN            NaN   2.41311                 NaN            NaN   5.22673                 NaN            NaN   7.04126       0.485470        43.5957        41.2378     
  1090.23        500.000                 NaN            NaN            NaN   2.42047                 NaN            NaN   5.21540                 NaN            NaN   7.04181       0.485722        43.5931        41.2435     
  1087.72        500.000                 NaN            NaN            NaN   2.42778                 NaN            NaN   5.20416                 NaN            NaN   7.04236       0.485973        43.5904        41.2493     
  1085.21        500.000                 NaN            NaN            NaN   2.43491                 NaN            NaN   5.19326                 NaN            NaN   7.04295       0.486209        43.5877        41.2550     
  1082.71        500.000                 NaN            NaN            NaN   2.44187                 NaN            NaN   5.18266                 NaN            NaN   7.04357       0.486432        43.5848        41.2606     
  1080.20        500.000                 NaN            NaN            NaN   2.44874                 NaN            NaN   5.17224                 NaN            NaN   7.04420       0.486649        43.5819        41.2662     
  1077.69        500.000                 NaN            NaN            NaN   2.45551                 NaN            NaN   5.16201                 NaN            NaN   7.04486       0.486860        43.5790        41.2718     
  1075.19        500.000                 NaN            NaN            NaN   2.46216                 NaN            NaN   5.15198                 NaN            NaN   7.04554       0.487063        43.5759        41.2773     
  1072.68        500.000                 NaN            NaN            NaN   2.46868                 NaN            NaN   5.14221                 NaN            NaN   7.04625       0.487255        43.5728        41.2828     
  1070.18        500.000                 NaN            NaN            NaN   2.47508                 NaN            NaN   5.13265                 NaN            NaN   7.04699       0.487439        43.5696        41.2882     
  1067.67        500.000                 NaN            NaN            NaN   2.48139                 NaN            NaN   5.12329                 NaN            NaN   7.04774       0.487614        43.5664        41.2936     
  1065.16        500.000                 NaN            NaN            NaN   2.48759                 NaN            NaN   5.11411                 NaN            NaN   7.04852       0.487784        43.5630        41.2990     
  1062.66        500.000                 NaN            NaN            NaN   2.49370                 NaN            NaN   5.10512                 NaN            NaN   7.04933       0.487945        43.5596        41.3043     
  1060.15        500.000                 NaN            NaN            NaN   2.49971                 NaN            NaN   5.09629                 NaN            NaN   7.05015       0.488101        43.5562        41.3096     
  1057.64        500.000                 NaN            NaN            NaN   2.50538                 NaN            NaN   5.08818                 NaN            NaN   7.05107       0.488219        43.5524        41.3148     
  1055.14        500.000                 NaN            NaN            NaN   2.45497                 NaN            NaN   5.19722                 NaN            NaN   7.06872       0.481663        43.4982        41.2992     
  1052.63        500.000                 NaN            NaN            NaN   2.51716                 NaN            NaN   5.07098                 NaN            NaN   7.05277       0.488519        43.5453        41.3253     
  1050.13        500.000                 NaN            NaN            NaN   2.52277                 NaN            NaN   5.06294                 NaN            NaN   7.05370       0.488641        43.5415        41.3304     
  1047.62        500.000                 NaN            NaN            NaN   2.52831                 NaN            NaN   5.05502                 NaN            NaN   7.05464       0.488760        43.5377        41.3356     
  1045.11        500.000                 NaN            NaN            NaN   2.53364                 NaN            NaN   5.04770                 NaN            NaN   7.05568       0.488847        43.5335        41.3406     
  1042.61        500.000                 NaN            NaN            NaN   2.53905                 NaN            NaN   5.03989                 NaN            NaN   7.05663       0.488963        43.5297        41.3457     
  1040.10        500.000                 NaN            NaN            NaN   2.54438                 NaN            NaN   5.03239                 NaN            NaN   7.05764       0.489066        43.5257        41.3508     
  1037.59        500.000                 NaN            NaN            NaN   2.50320                 NaN            NaN   5.12445                 NaN            NaN   7.07329       0.483250        43.4766        41.3393     
  1035.09        500.000                 NaN            NaN            NaN   2.55398                 NaN            NaN   5.01964                 NaN            NaN   7.05999       0.489146        43.5167        41.3606     
  1032.58        500.000                 NaN            NaN            NaN   2.55986                 NaN            NaN   5.01092                 NaN            NaN   7.06082       0.489329        43.5132        41.3659     
  1030.08        500.000                 NaN            NaN            NaN   2.56485                 NaN            NaN   5.00411                 NaN            NaN   7.06194       0.489402        43.5089        41.3708     
  1027.57        500.000                 NaN            NaN            NaN   2.56814                 NaN            NaN   5.00118                 NaN            NaN   7.06360       0.489237        43.5026        41.3752     
  1025.06        500.000                 NaN            NaN            NaN   2.54655                 NaN            NaN   5.02672                 NaN            NaN   7.06185       0.490468        43.5075        41.3669     
  1022.56        500.000                 NaN            NaN            NaN   2.55256                 NaN            NaN   5.01920                 NaN            NaN   7.06314       0.490403        43.5027        41.3720     
  1020.05        500.000                 NaN            NaN            NaN   2.55513                 NaN            NaN   5.01529                 NaN            NaN   7.06469       0.490347        43.4987        41.3758     
