|6.6.6
Archiving\03_Data\Deqfrac/QFM_m5/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1328.67        2500.00                 NaN   99.3236                 NaN            NaN            NaN  0.304519E-002  0.315425       0.159989                 NaN  0.197907                 NaN            NaN            NaN
  1327.12        2500.00                 NaN   99.3312                 NaN            NaN            NaN  0.252158E-002  0.314063       0.156754                 NaN  0.195510                 NaN            NaN            NaN
  1325.57        2500.00                 NaN   99.3389                 NaN            NaN            NaN  0.189620E-002  0.153530       0.312699                 NaN  0.192953                 NaN            NaN            NaN
  1324.02        2500.00                 NaN   99.3462                 NaN            NaN            NaN  0.136694E-002  0.150379       0.311421                 NaN  0.190641                 NaN            NaN            NaN
  1322.47        2500.00                 NaN   99.3532                 NaN            NaN            NaN  0.876908E-003  0.309823       0.147743                 NaN  0.188364                 NaN            NaN            NaN
  1320.92        2500.00                 NaN   99.3574                 NaN            NaN            NaN  0.390847E-003  0.144788       0.310278                 NaN  0.187160                 NaN            NaN            NaN
  1319.37        2500.00                 NaN   78.2059                 NaN            NaN            NaN  0.261978        2.32436        3.62086                 NaN   2.69194        12.8949                 NaN            NaN
  1317.82        2500.00                 NaN   74.4824                 NaN            NaN            NaN  0.286361        4.21433        2.67843                 NaN   3.11370        15.2248                 NaN            NaN
  1316.27        2500.00                 NaN   79.1324                 NaN            NaN            NaN  0.215781        3.48722        2.17783                 NaN   2.54927        12.4375                 NaN            NaN
  1314.72        2500.00                 NaN   82.4067                 NaN            NaN            NaN  0.167032        2.97236        1.82618                 NaN   2.15214        10.4756                 NaN            NaN
  1313.17        2500.00                 NaN   84.8299                 NaN            NaN            NaN  0.131286        1.56128        2.59498                 NaN   1.85865        9.02390                 NaN            NaN
  1311.62        2500.00                 NaN   86.6825                 NaN            NaN            NaN  0.103339        1.35670        2.30951                 NaN   1.63440        7.91352                 NaN            NaN
  1310.07        2500.00                 NaN   88.1514                 NaN            NaN            NaN  0.821229E-001   1.19344        2.08268                 NaN   1.45682        7.03352                 NaN            NaN
  1308.52        2500.00                 NaN   89.3295                 NaN            NaN            NaN  0.647596E-001   1.06023        1.90358                 NaN   1.31445        6.32751                 NaN            NaN
  1306.97        2500.00                 NaN   90.3029                 NaN            NaN            NaN  0.507850E-001   1.75597       0.949031                 NaN   1.19689        5.74447                 NaN            NaN
  1305.42        2500.00                 NaN   91.1160                 NaN            NaN            NaN  0.388569E-001   1.63624       0.853088                 NaN   1.09873        5.25710                 NaN            NaN
  1303.87        2500.00                 NaN   91.8098                 NaN            NaN            NaN  0.289600E-001  0.769738        1.53515                 NaN   1.01501        4.84130                 NaN            NaN
  1302.32        2500.00                 NaN   92.4045                 NaN            NaN            NaN  0.203713E-001  0.695915        1.45078                 NaN  0.943159        4.48527                 NaN            NaN
  1300.77        2500.00                 NaN   92.9137                 NaN            NaN            NaN  0.127674E-001  0.628578        1.38317                 NaN  0.881727        4.18001                 NaN            NaN
  1299.22        2500.00                 NaN   93.3648                 NaN            NaN            NaN  0.637362E-002  0.567079        1.32452                 NaN  0.827268        3.90992                 NaN            NaN
  1297.67        2500.00                 NaN   89.0877                 NaN            NaN            NaN  0.312689E-001   1.97771        1.13267                 NaN   1.40424        6.36643                 NaN            NaN
  1296.12        2500.00                 NaN   98.8734                 NaN            NaN            NaN            NaN  0.220340       0.477069E-001            NaN  0.100717       0.757866                 NaN            NaN
  1294.57        2500.00                 NaN   94.6098                 NaN            NaN            NaN            NaN  0.376447        1.17236                 NaN  0.679533        3.16182                 NaN            NaN
  1293.02        2500.00                 NaN   91.5983                 NaN            NaN            NaN            NaN  0.867959        1.50010                 NaN   1.06175        4.97193                 NaN            NaN
  1291.47        2500.00                 NaN   95.4490                 NaN            NaN            NaN            NaN   1.03975       0.338043                 NaN  0.601852        2.57133                 NaN            NaN
  1289.92        2500.00                 NaN   95.2455                 NaN            NaN            NaN  0.809734E-001   1.13216                 NaN            NaN  0.618358        2.92298                 NaN            NaN
  1288.37        2500.00                 NaN   98.2347                 NaN            NaN            NaN            NaN  0.579219                 NaN            NaN  0.203674       0.982456                 NaN            NaN
  1286.81        2500.00                 NaN   95.8529                 NaN            NaN            NaN            NaN  0.572698       0.610422                 NaN  0.516775        2.44718                 NaN            NaN
  1285.26        2500.00                 NaN   95.3997                 NaN            NaN            NaN            NaN   1.32826                 NaN            NaN  0.608796        2.66323                 NaN            NaN
  1283.71        2500.00                 NaN   96.3694                 NaN            NaN            NaN            NaN  0.767409       0.266498                 NaN  0.448078        2.14858                 NaN            NaN
  1282.16        2500.00                 NaN   95.0736                 NaN            NaN            NaN  0.134659       0.687895       0.577516                 NaN  0.692518        2.83378                 NaN            NaN
  1280.61        2500.00                 NaN   1.22230        82.5677                 NaN            NaN  0.199435E-001   1.91265        2.03025                 NaN   2.03215        9.53692       0.678116                 NaN
  1279.06        2500.00                 NaN   1.20547        98.4917                 NaN            NaN            NaN  0.163970E-001  0.526027E-001            NaN  0.361957E-001  0.177693       0.199445E-001            NaN
  1277.51        2500.00                 NaN   99.9159                 NaN            NaN            NaN  0.513800E-002  0.134991E-001            NaN            NaN  0.139874E-001  0.514637E-001            NaN            NaN
  1275.96        2500.00                 NaN   99.9872                 NaN            NaN            NaN            NaN  0.919510E-002            NaN            NaN  0.134592E-002            NaN  0.228058E-002            NaN
  1274.41        2500.00                 NaN   99.9821                 NaN            NaN            NaN            NaN  0.126134E-001            NaN            NaN  0.187809E-002            NaN  0.336998E-002            NaN
  1272.86        2500.00                 NaN   99.7160                 NaN            NaN            NaN            NaN  0.268129E-001  0.515601E-001            NaN  0.235734E-001  0.159048       0.230422E-001            NaN
  1271.31        2500.00                 NaN   85.1578                 NaN            NaN            NaN            NaN   3.20988       0.219312E-005            NaN   1.75690        9.03732       0.838093                 NaN
  1269.76        2500.00                 NaN   99.5316                 NaN            NaN            NaN            NaN  0.983001E-001            NaN            NaN  0.548858E-001  0.288491       0.267243E-001            NaN
  1268.21        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.252967E-005            NaN            NaN
  1266.66        2500.00                 NaN   94.4189                 NaN            NaN            NaN            NaN  0.607009       0.760783                 NaN  0.750752        3.16938       0.293211                 NaN
  1265.11        2500.00                 NaN   96.5114                 NaN            NaN            NaN            NaN  0.342250       0.389180                 NaN  0.387524        2.23411       0.135569                 NaN
  1263.56        2500.00                 NaN   93.3623                 NaN            NaN            NaN            NaN   1.34924                 NaN            NaN  0.711878        4.18182       0.394812                 NaN
  1262.01        2500.00                 NaN   99.9940                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.238851E-002  0.109197E-002  0.250033E-002            NaN
  1260.46        2500.00                 NaN   99.6077                 NaN            NaN            NaN            NaN  0.800780E-001            NaN            NaN  0.405303E-001  0.248433       0.233082E-001            NaN
  1258.91        2500.00                 NaN   93.3314                 NaN            NaN            NaN            NaN   1.34810       0.643178E-001            NaN  0.790963        4.10814       0.357096                 NaN
  1257.36        2500.00                 NaN   94.7527                 NaN            NaN            NaN            NaN  0.817746       0.225928                 NaN  0.600428        3.30778       0.295444                 NaN
  1255.81        2500.00                 NaN   99.9999                 NaN            NaN            NaN            NaN  0.182149E-005  0.104759E-004  0.786828E-005  0.112592E-004  0.570013E-004  0.373207E-005            NaN
  1254.26        2500.00                 NaN   99.9997                 NaN            NaN            NaN            NaN  0.940808E-005  0.580834E-004            NaN  0.370411E-004  0.173294E-003  0.173582E-004            NaN
  1252.71        2500.00                 NaN   93.9902                 NaN            NaN            NaN            NaN   1.28231                 NaN            NaN  0.710060        3.70842       0.308986                 NaN
  1251.16        2500.00                 NaN   97.3722                 NaN            NaN            NaN            NaN  0.107283       0.448934       0.151384E-003  0.327742        1.62243       0.121294                 NaN
  1249.61        2500.00                 NaN   97.7202                 NaN            NaN            NaN            NaN  0.538047       0.638214E-005            NaN  0.316726        1.26735       0.157647                 NaN
  1248.06        2500.00                 NaN   98.1854                 NaN            NaN            NaN            NaN  0.210475                 NaN            NaN  0.151110        1.38175       0.712328E-001            NaN
  1246.51        2500.00                 NaN   96.9873                 NaN            NaN            NaN            NaN  0.666695                 NaN            NaN  0.333080        1.85534       0.157570                 NaN
  1244.96        2500.00                 NaN   96.6332                 NaN            NaN            NaN            NaN  0.326833       0.325403                 NaN  0.373745        2.15713       0.183694                 NaN
  1243.41        2500.00                 NaN   98.6704                 NaN            NaN            NaN            NaN  0.134554                 NaN            NaN  0.112827       0.727312       0.476701E-001  0.307240     
  1241.85        2500.00                 NaN   99.6527                 NaN            NaN            NaN            NaN  0.436291E-001  0.412869E-002            NaN  0.271337E-001  0.164283       0.149018E-001  0.932356E-001
  1240.30        2500.00                 NaN   96.5672                 NaN            NaN            NaN            NaN  0.272330E-001  0.267674                 NaN  0.253139        1.70534       0.993497E-001   1.08006     
  1238.75        2500.00                 NaN   74.6723                 NaN            NaN            NaN            NaN   2.83463                 NaN            NaN   2.12803        13.1123       0.768769        6.48394     
  1237.20        2500.00                 NaN   28.4471                 NaN            NaN            NaN            NaN   6.65376                 NaN            NaN   5.43669        34.2993        1.59303        23.5701     
  1235.65        2500.00                 NaN   31.0846                 NaN            NaN            NaN            NaN  0.764099        6.22250                 NaN   5.26782        32.5342        1.35089        22.7758     
  1234.10        2500.00                 NaN            NaN            NaN            NaN            NaN  0.839342        9.76645                 NaN            NaN   7.81161        46.2614        1.64567        33.6755     
  1232.55        2500.00                 NaN            NaN            NaN            NaN            NaN  0.761806        9.98379                 NaN            NaN   7.82804        46.2013        1.63322        33.5918     
  1231.00        2500.00                 NaN            NaN            NaN            NaN            NaN  0.703688        10.1440                 NaN            NaN   7.83759        46.1616        1.62454        33.5285     
  1229.45        2500.00                 NaN            NaN            NaN            NaN            NaN  0.630515        10.3456                 NaN            NaN   7.85205        46.1094        1.61361        33.4488     
  1227.90        2500.00                 NaN            NaN            NaN            NaN            NaN  0.508806        10.6855                 NaN            NaN   7.87598        46.0191        1.59376        33.3168     
  1226.35        2500.00                 NaN            NaN            NaN            NaN            NaN  0.442299        10.3147       0.551328                 NaN   7.88765        45.9761        1.58422        33.2437     
  1224.80        2500.00                 NaN            NaN            NaN            NaN            NaN  0.336541        11.1573                 NaN            NaN   7.90686        45.9029        1.56816        33.1283     
  1223.25        2500.00                 NaN            NaN            NaN            NaN            NaN  0.180315        11.5743                 NaN            NaN   7.92762        45.8133        1.54897        32.9555     
  1221.70        2500.00                 NaN            NaN            NaN            NaN            NaN  0.619244E-001   11.9033                 NaN            NaN   7.94907        45.7288        1.52997        32.8269     
  1220.15        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0725                 NaN            NaN   7.96039        45.6867        1.52132        32.7591     
  1218.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.63518        2.43157                 NaN   7.95913        45.6931        1.52302        32.7580     
  1217.05        2500.00                 NaN            NaN            NaN            NaN            NaN  0.954553E-001   3.09445        8.70859                 NaN   7.94515        45.7569        1.53749        32.8620     
  1215.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0752                 NaN            NaN   7.96709        45.6785        1.51967        32.7595     
  1213.95        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0763                 NaN            NaN   7.96937        45.6755        1.51916        32.7597     
  1212.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0774                 NaN            NaN   7.97163        45.6725        1.51866        32.7598     
  1210.85        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0785                 NaN            NaN   7.97390        45.6694        1.51814        32.7600     
  1209.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0797                 NaN            NaN   7.97616        45.6664        1.51761        32.7602     
  1207.75        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0809                 NaN            NaN   7.97844        45.6632        1.51708        32.7604     
  1206.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0821                 NaN            NaN   7.98071        45.6601        1.51653        32.7606     
  1204.65        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0833                 NaN            NaN   7.98298        45.6569        1.51598        32.7608     
  1203.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0846                 NaN            NaN   7.98523        45.6538        1.51542        32.7610     
  1201.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0859                 NaN            NaN   7.98753        45.6505        1.51484        32.7612     
  1200.00        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.0873                 NaN            NaN   7.98981        45.6473        1.51426        32.7614     
  1198.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.82006        8.26272                 NaN   7.98433        45.6569        1.51546        32.7605     
  1196.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.81534        8.26944                 NaN   7.98686        45.6529        1.51463        32.7608     
  1195.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.80876        8.27804                 NaN   7.98938        45.6488        1.51380        32.7612     
  1193.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.80318        8.28567                 NaN   7.99191        45.6448        1.51297        32.7615     
  1192.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.79560        8.29529                 NaN   7.99444        45.6407        1.51213        32.7619     
  1190.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.78794        8.30502                 NaN   7.99697        45.6366        1.51128        32.7622     
  1189.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.77784        8.31721                 NaN   7.99950        45.6324        1.51043        32.7626     
  1187.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.77011        8.32704                 NaN   8.00204        45.6283        1.50957        32.7629     
  1186.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.75975        8.33952                 NaN   8.00457        45.6242        1.50870        32.7633     
  1184.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.34008        3.76144                 NaN   8.00720        45.6198        1.50780        32.7637     
  1182.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.32795        3.77599                 NaN   8.00995        45.6151        1.50686        32.7641     
  1181.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.31702        3.78936                 NaN   8.01270        45.6105        1.50591        32.7645     
  1179.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.30638        3.80247                 NaN   8.01546        45.6058        1.50495        32.7650     
  1178.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.29730        3.81404                 NaN   8.01822        45.6010        1.50398        32.7654     
  1176.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.07314        3.05432                 NaN   8.03204        45.5748        1.49766        32.7680     
  1175.19        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.08294        3.04713                 NaN   8.03488        45.5699        1.49665        32.7685     
  1173.64        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.09125        3.04145                 NaN   8.03771        45.5650        1.49562        32.7689     
  1172.09        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.09763        3.03772                 NaN   8.04055        45.5601        1.49459        32.7694     
  1170.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.10191        3.03612                 NaN   8.04339        45.5551        1.49355        32.7699     
  1168.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.10399        3.03673                 NaN   8.04624        45.5502        1.49251        32.7704     
  1167.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.1434                 NaN            NaN   8.04909        45.5452        1.49146        32.7708     
  1165.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.10117        3.04499                 NaN   8.05193        45.5402        1.49041        32.7713     
  1164.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.09596        3.05295                 NaN   8.05478        45.5352        1.48934        32.7718     
  1162.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.08813        3.06354                 NaN   8.05764        45.5301        1.48828        32.7723     
  1161.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.07760        3.07686                 NaN   8.06049        45.5250        1.48720        32.7728     
  1159.69        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.06413        3.09313                 NaN   8.06335        45.5200        1.48612        32.7733     
  1158.14        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.04995        3.11000                 NaN   8.06614        45.5151        1.48507        32.7738     
  1156.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.03005        3.13278                 NaN   8.06902        45.5099        1.48397        32.7743     
  1155.04        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.00684        3.15888                 NaN   8.07190        45.5047        1.48286        32.7748     
  1153.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.98018        3.18844                 NaN   8.07478        45.4995        1.48175        32.7753     
  1151.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.94997        3.22158                 NaN   8.07766        45.4943        1.48064        32.7759     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.91605        3.25845                 NaN   8.08054        45.4891        1.47952        32.7764     
  1148.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.87828        3.29918                 NaN   8.08342        45.4838        1.47839        32.7769     
  1147.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.83635        3.34408                 NaN   8.08630        45.4785        1.47726        32.7775     
  1145.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.79025        3.39318                 NaN   8.08918        45.4733        1.47612        32.7780     
  1144.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.73978        3.44665                 NaN   8.09206        45.4680        1.47498        32.7786     
  1142.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.68463        3.50482                 NaN   8.09494        45.4627        1.47384        32.7791     
  1141.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.62849        3.56402                 NaN   8.09783        45.4573        1.47268        32.7797     
  1139.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.56175        3.63366                 NaN   8.10063        45.4522        1.47157        32.7802     
  1137.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.49117        3.70734                 NaN   8.10352        45.4468        1.47041        32.7808     
  1136.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2107                 NaN            NaN   8.11216        45.4282        1.46603        32.7829     
  1134.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2106                 NaN            NaN   8.11327        45.4272        1.46601        32.7829     
  1133.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.88148        8.32585                 NaN   8.11208        45.4314        1.46690        32.7823     
  1131.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.93851        8.27172                 NaN   8.11492        45.4263        1.46573        32.7828     
  1130.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.99898        8.21416                 NaN   8.11775        45.4212        1.46455        32.7833     
  1128.68        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.06291        8.15315                 NaN   8.12058        45.4162        1.46337        32.7838     
  1127.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.13018        8.08882                 NaN   8.12340        45.4111        1.46219        32.7843     
  1125.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.20036        8.02158                 NaN   8.12623        45.4060        1.46100        32.7848     
  1124.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.80981        7.39953                 NaN   8.11962        45.4227        1.46576        32.7826     
  1122.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.87686        7.33555                 NaN   8.12248        45.4174        1.46453        32.7832     
  1120.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.95139        7.26407                 NaN   8.12530        45.4122        1.46331        32.7837     
  1119.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.89594        7.32277                 NaN   8.12830        45.4067        1.46200        32.7843     
  1117.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.84985        7.37214                 NaN   8.13131        45.4012        1.46068        32.7848     
  1116.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2366                 NaN            NaN   8.14118        45.3791        1.45572        32.7874     
  1114.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2412                 NaN            NaN   8.14493        45.3717        1.45394        32.7882     
  1113.18        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2459                 NaN            NaN   8.14891        45.3641        1.45199        32.7890     
  1111.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2609                 NaN            NaN   8.15877        45.3421        1.44648        32.7918     
  1110.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2598                 NaN            NaN   8.15921        45.3427        1.44673        32.7915     
  1108.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2533                 NaN            NaN   8.15587        45.3512        1.44920        32.7904     
  1106.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.44817        7.80365                 NaN   8.15584        45.3525        1.44974        32.7901     
  1105.42        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.54447        7.71330                 NaN   8.16120        45.3435        1.44645        32.7911     
  1103.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.65958        7.59816                 NaN   8.16208        45.3427        1.44641        32.7911     
  1102.32        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.582389        2.98707        8.68451        8.15805        45.3484        1.44898        32.7906     
  1100.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.87202        7.38754                 NaN   8.16492        45.3385        1.44561        32.7914     
  1099.22        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2797                 NaN            NaN   8.17774        45.3085        1.43904        32.7950     
  1097.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2724                 NaN            NaN   8.17384        45.3182        1.44188        32.7937     
  1096.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2948                 NaN            NaN   8.18893        45.2857        1.43301        32.7976     
  1094.57        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.2977                 NaN            NaN   8.19209        45.2807        1.43147        32.7980     
  1093.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   12.3029                 NaN            NaN   8.19575        45.2722        1.43007        32.7991     
  1091.47        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.85346        10.4516                 NaN   8.19849        45.2690        1.42837        32.7991     
  1089.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1169        1.19532                 NaN   8.20289        45.2575        1.42661        32.8008     
  1088.37        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   10.8945        1.41267                 NaN   8.20032        45.2641        1.42855        32.7999     
  1086.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.1696        1.13791                 NaN   8.20140        45.2628        1.42839        32.7999     
  1085.27        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   11.3096       0.994392                 NaN   8.19996        45.2670        1.42972        32.7993     
  1083.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.03236        11.2725                 NaN   8.20109        45.2652        1.42943        32.7995     
  1082.17        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.06126        5.23194       0.204402E-003   8.19262        45.2834        1.43272        32.7979     
  1080.62        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.14579        5.14808                 NaN   8.19339        45.2822        1.43257        32.7980     
  1079.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.23478        5.06111                 NaN   8.19487        45.2790        1.43184        32.7984     
  1077.52        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.31988        4.97803                 NaN   8.19635        45.2758        1.43112        32.7988     
  1075.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.40127        4.89867                 NaN   8.19783        45.2727        1.43039        32.7992     
  1074.42        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.47884        4.82315                 NaN   8.19932        45.2695        1.42967        32.7996     
  1072.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.55262        4.75141                 NaN   8.20080        45.2662        1.42895        32.8000     
  1071.32        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.62303        4.68306                 NaN   8.20230        45.2630        1.42822        32.8004     
  1069.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.68979        4.61836                 NaN   8.20379        45.2598        1.42749        32.8008     
  1068.22        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.75318        4.55705                 NaN   8.20530        45.2565        1.42676        32.8012     
  1066.67        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.41949        3.87794                 NaN   8.18996        45.2784        1.43425        32.8000     
  1065.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.48613        3.81685                 NaN   8.19448        45.2695        1.43209        32.8010     
  1063.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.33443        3.97959                 NaN   8.20732        45.2507        1.42581        32.8021     
  1062.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.42810        3.89205                 NaN   8.21237        45.2408        1.42347        32.8032     
  1060.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.54617        3.78068                 NaN   8.21802        45.2296        1.42103        32.8045     
  1058.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.04321        2.02871        2.27218        8.22990        45.2036        1.41496        32.8075     
  1057.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   9.23453        3.15977                 NaN   8.26942        45.1257        1.39515        32.8155     
  1055.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.79553        8.60034                 NaN   8.27061        45.1230        1.39462        32.8158     
  1054.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.94133        7.45599                 NaN   8.27189        45.1205        1.39408        32.8162     
  1052.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.43468        4.96493                 NaN   8.27373        45.1168        1.39323        32.8167     
  1051.16        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.33902        7.03134                 NaN   8.25478        45.1592        1.40410        32.8116     
  1049.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   6.36910        5.99643                 NaN   8.24929        45.1657        1.40746        32.8120     
  1048.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   8.07421        4.33407                 NaN   8.28007        45.1030        1.39019        32.8184     
  1046.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.24060        7.15997                 NaN   8.27522        45.1136        1.39321        32.8174     
  1044.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.10099        7.30199                 NaN   8.27690        45.1098        1.39241        32.8179     
  1043.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.89816        7.50604                 NaN   8.27827        45.1074        1.39200        32.8181     
  1041.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.25939        5.14592                 NaN   8.27967        45.1054        1.39143        32.8182     
  1040.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.71991        2.74428        6.75562        8.17057        45.3786        1.44718        32.7838     
  1038.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   7.35046        5.05875                 NaN   8.28288        45.0989        1.39006        32.8190     
  1037.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.63361        6.74288                 NaN   8.25808        45.1511        1.40109        32.8132     
