|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1/YM20/YM20_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1299.19        2500.00        99.1389                 NaN  0.166717       0.132039       0.328573                 NaN            NaN  0.233800                 NaN            NaN            NaN            NaN
  1297.65        2500.00        96.8428                 NaN  0.447890       0.721056       0.993366E-001            NaN            NaN  0.525193        1.36375                 NaN            NaN            NaN
  1296.12        2500.00        89.6643                 NaN   1.18010        1.84051       0.293347                 NaN            NaN   1.40032        5.62139                 NaN            NaN            NaN
  1294.58        2500.00        83.8053                 NaN   1.27311       0.216336        3.23428                 NaN            NaN   2.12358        8.70707       0.640293                 NaN            NaN
  1293.05        2500.00        71.7142                 NaN   1.13906        5.89769       0.607334                 NaN            NaN   3.59138        14.9994        2.05097                 NaN            NaN
  1291.51        2500.00        76.2849                 NaN  0.823823        4.70801       0.999656                 NaN            NaN   3.02542        12.4839        1.67431                 NaN            NaN
  1289.98        2500.00        80.0606                 NaN  0.628433       0.946063        4.00177                 NaN            NaN   2.55033        10.4266        1.38614                 NaN            NaN
  1288.45        2500.00        82.4573                 NaN  0.480385        1.15436        3.34642                 NaN            NaN   2.25585        9.11954        1.18614                 NaN            NaN
  1286.91        2500.00        83.2520                 NaN            NaN   2.61846        2.16995                 NaN            NaN   2.12905        8.66366        1.16691                 NaN            NaN
  1285.38        2500.00        80.3450                 NaN  0.818638        3.80028       0.979265                 NaN            NaN   2.60084        10.1951        1.26093                 NaN            NaN
  1283.84        2500.00        92.3083                 NaN  0.376373        1.59177       0.435672                 NaN            NaN   1.01025        3.87569       0.401973                 NaN            NaN
  1282.31        2500.00        85.9590                 NaN            NaN   1.32584        2.77720                 NaN            NaN   1.84850        7.17194       0.917485                 NaN            NaN
  1280.77        2500.00        93.0291                 NaN  0.955198E-001  0.624865        1.50957                 NaN            NaN  0.876594        3.47983       0.384519                 NaN            NaN
  1279.24        2500.00        89.5479                 NaN  0.218032        1.13162        1.78064                 NaN            NaN   1.37622        5.31684       0.628786                 NaN            NaN
  1277.71        2500.00        89.4345                 NaN            NaN  0.806679        2.44143                 NaN            NaN   1.39013        5.33284       0.594453                 NaN            NaN
  1276.17        2500.00        91.1888                 NaN            NaN   1.02437        1.68363                 NaN            NaN   1.15089        4.43614       0.516148                 NaN            NaN
  1274.64        2500.00        88.7935                 NaN            NaN   1.94994        1.26063                 NaN            NaN   1.47944        5.77792       0.738555                 NaN            NaN
  1273.10        2500.00        93.8720                 NaN            NaN   2.18302                 NaN            NaN            NaN  0.807545        2.93540       0.202009                 NaN            NaN
  1271.57        2500.00        91.2300                 NaN            NaN   2.74758                 NaN            NaN            NaN   1.16221        4.40286       0.457376                 NaN            NaN
  1270.03        2500.00        82.9056                 NaN            NaN   1.63277        3.87343                 NaN            NaN   2.23120        8.92724       0.429739                 NaN            NaN
  1268.50        2500.00        98.5636                 NaN            NaN  0.487267                 NaN            NaN            NaN  0.251580       0.140920       0.556682                 NaN            NaN
  1266.97        2500.00        94.1552                 NaN  0.483981E-001   1.59182                 NaN            NaN            NaN  0.742804        3.00012       0.461635                 NaN            NaN
  1265.43        2500.00        96.1593                 NaN            NaN   1.15374                 NaN            NaN            NaN  0.439603        2.12615       0.121240                 NaN            NaN
  1263.90        2500.00        87.4101                 NaN            NaN   3.47218                 NaN            NaN            NaN   1.71069        6.72531       0.681696                 NaN            NaN
  1262.36        2500.00        88.4819                 NaN            NaN   3.07948                 NaN            NaN            NaN   1.56361        6.28215       0.592904                 NaN            NaN
  1260.83        2500.00        93.7388                 NaN            NaN   1.70866                 NaN            NaN            NaN  0.844926        3.41139       0.296207                 NaN            NaN
  1259.29        2500.00        95.9549                 NaN            NaN   1.12061                 NaN            NaN            NaN  0.544364        2.19905       0.178173       0.290384E-002            NaN
  1257.76        2500.00        96.1097                 NaN            NaN   1.07849                 NaN            NaN            NaN  0.474772        2.21140                 NaN  0.125590                 NaN
  1256.23        2500.00        95.2474                 NaN            NaN   1.50508                 NaN            NaN            NaN  0.663863        2.45841                 NaN  0.125241                 NaN
  1254.69        2500.00        99.3716                 NaN            NaN  0.204022                 NaN            NaN            NaN  0.852170E-001  0.324568                 NaN  0.145452E-001            NaN
  1253.16        2500.00        99.1868                 NaN            NaN  0.259146                 NaN            NaN            NaN  0.103660       0.438042                 NaN  0.123164E-001            NaN
  1251.62        2500.00        98.0934                 NaN            NaN  0.601511                 NaN            NaN            NaN  0.251692        1.00505                 NaN  0.483125E-001            NaN
  1250.09        2500.00        98.3793                 NaN            NaN  0.514396                 NaN            NaN            NaN  0.212936       0.852137                 NaN  0.412313E-001            NaN
  1248.55        2500.00        98.3363                 NaN            NaN  0.557629                 NaN            NaN            NaN  0.246512       0.813492                 NaN  0.461084E-001            NaN
  1247.02        2500.00        97.4118                 NaN            NaN   1.00316                 NaN            NaN            NaN  0.296641        1.24410                 NaN  0.442999E-001            NaN
  1245.49        2500.00        96.5937                 NaN            NaN   1.06151       0.327616                 NaN            NaN  0.405736        1.52532                 NaN  0.861085E-001            NaN
  1243.95        2500.00        78.5760                 NaN            NaN   9.45586                 NaN            NaN            NaN   2.41939        9.11697                 NaN  0.431782                 NaN
  1242.42        2500.00        96.1642                 NaN            NaN  0.375763       0.912658                 NaN            NaN  0.484345        1.95938                 NaN  0.103695                 NaN
  1240.88        2500.00        94.7969                 NaN            NaN   1.95489                 NaN            NaN            NaN  0.667607        2.47483                 NaN  0.105733                 NaN
  1239.35        2500.00        92.7518                 NaN  0.233329        2.12737       0.900378E-004            NaN            NaN  0.978753        3.71479                 NaN  0.193853                 NaN
  1237.81        2500.00        99.0802                 NaN            NaN  0.381635                 NaN            NaN            NaN  0.125502       0.390302                 NaN  0.223906E-001            NaN
  1236.28        2500.00        96.3095                 NaN            NaN   1.19173                 NaN            NaN            NaN  0.449443        1.98528                 NaN  0.639968E-001            NaN
  1234.75        2500.00        97.0290                 NaN            NaN   1.23905                 NaN            NaN            NaN  0.218193        1.46234                 NaN  0.513882E-001            NaN
  1233.21        2500.00        95.3895                 NaN            NaN   1.49615                 NaN            NaN            NaN  0.911332        2.05486                 NaN  0.148205                 NaN
  1231.68        2500.00        97.8129                 NaN            NaN  0.855540                 NaN            NaN            NaN  0.280287        1.01827                 NaN  0.330476E-001            NaN
  1230.14        2500.00        96.6662                 NaN            NaN   1.03896                 NaN            NaN            NaN  0.262116        1.99584                 NaN  0.368525E-001            NaN
  1228.61        2500.00        95.4437                 NaN            NaN  0.559246                 NaN            NaN            NaN  0.572080        2.79709                 NaN  0.264183       0.363659     
  1227.07        2500.00        97.5654                 NaN            NaN  0.851577       0.205881                 NaN            NaN  0.270512        1.10659                 NaN            NaN            NaN
  1225.54        2500.00        96.0503                 NaN            NaN  0.964937                 NaN            NaN            NaN  0.363105        1.85468                 NaN            NaN  0.766948     
  1224.01        2500.00                 NaN            NaN            NaN   4.62418        13.0572                 NaN            NaN   8.77694        42.8044                 NaN   1.04968        29.6875     
  1222.47        2500.00                 NaN            NaN            NaN   3.02469       0.195784E-004   14.4579       0.314867E-004   8.65107        43.0714                 NaN   1.11263        29.6822     
  1220.94        2500.00                 NaN            NaN            NaN   3.65430        14.0365                 NaN            NaN   8.79709        42.7788                 NaN   1.04433        29.6890     
  1219.40        2500.00                 NaN            NaN            NaN   3.60558        14.0891                 NaN            NaN   8.80272        42.7710                 NaN   1.04233        29.6893     
  1217.87        2500.00                 NaN            NaN            NaN   3.64623        14.0122                 NaN            NaN   8.74677        42.8410                 NaN   1.06663        29.6871     
  1216.33        2500.00                 NaN            NaN            NaN   16.3657        1.33164                 NaN            NaN   8.75675        42.8055                 NaN   1.05110        29.6893     
  1214.80        2500.00                 NaN            NaN            NaN   3.33020        14.3674                 NaN            NaN   8.82262        42.7530                 NaN   1.03914        29.6877     
  1213.27        2500.00                 NaN            NaN            NaN   17.6988                 NaN            NaN            NaN   8.75351        42.8076                 NaN   1.05418        29.6859     
  1211.73        2500.00                 NaN            NaN            NaN   3.17780        14.5221                 NaN            NaN   8.83829        42.7380                 NaN   1.03690        29.6870     
  1210.20        2500.00                 NaN            NaN            NaN   3.46332        14.2244                 NaN            NaN   8.84221        42.7475                 NaN   1.03948        29.6831     
  1208.66        2500.00                 NaN            NaN            NaN   17.7331                 NaN            NaN            NaN   8.80131        42.7409                 NaN   1.03201        29.6926     
  1207.13        2500.00                 NaN            NaN            NaN   3.19440        14.4985                 NaN            NaN   8.85669        42.7312                 NaN   1.03628        29.6829     
  1205.59        2500.00                 NaN            NaN            NaN   3.00185       0.195776E-004   14.4860       0.177960E-004   8.71048        43.0185                 NaN   1.10478        29.6783     
  1204.06        2500.00                 NaN            NaN            NaN   3.00019       0.195776E-004   14.4883       0.170656E-004   8.71585        43.0136                 NaN   1.10404        29.6780     
  1202.53        2500.00                 NaN            NaN            NaN   2.11008        15.5733                 NaN            NaN   8.87168        42.7270                 NaN   1.03814        29.6798     
  1200.99        2500.00                 NaN            NaN            NaN   1.93419        15.7514                 NaN            NaN   8.87849        42.7194                 NaN   1.03681        29.6797     
  1199.46        2500.00                 NaN            NaN            NaN   2.99550       0.195776E-004   14.4947       0.151322E-004   8.73201        42.9989                 NaN   1.10179        29.6771     
  1197.92        2500.00                 NaN            NaN            NaN   2.51879        15.2004                 NaN            NaN   8.89304        42.6777                 NaN   1.02603        29.6840     
  1196.39        2500.00                 NaN            NaN            NaN   2.35564        15.3661                 NaN            NaN   8.90002        42.6699                 NaN   1.02450        29.6839     
  1194.85        2500.00                 NaN            NaN            NaN   2.18351        15.5406                 NaN            NaN   8.90700        42.6621                 NaN   1.02300        29.6837     
  1193.32        2500.00                 NaN            NaN            NaN   2.00802        15.7187                 NaN            NaN   8.91399        42.6542                 NaN   1.02146        29.6836     
  1191.79        2500.00                 NaN            NaN            NaN   1.82649        15.9028                 NaN            NaN   8.92102        42.6463                 NaN   1.01990        29.6835     
  1190.25        2500.00                 NaN            NaN            NaN   1.63808        16.0939                 NaN            NaN   8.92804        42.6383                 NaN   1.01833        29.6833     
  1188.72        2500.00                 NaN            NaN            NaN   1.46872        16.2646                 NaN            NaN   8.93359        42.6326                 NaN   1.01723        29.6832     
  1187.18        2500.00                 NaN            NaN            NaN   1.26756        16.4684                 NaN            NaN   8.94057        42.6247                 NaN   1.01567        29.6831     
  1185.65        2500.00                 NaN            NaN            NaN   1.06232        16.6764                 NaN            NaN   8.94754        42.6167                 NaN   1.01410        29.6830     
  1184.11        2500.00                 NaN            NaN            NaN  0.856676        16.8846                 NaN            NaN   8.95447        42.6088                 NaN   1.01254        29.6829     
  1182.58        2500.00                 NaN            NaN            NaN  0.647229        17.0969                 NaN            NaN   8.96135        42.6007                 NaN   1.01096        29.6828     
  1181.05        2500.00                 NaN            NaN            NaN  0.422863        17.3241                 NaN            NaN   8.96837        42.5926                 NaN   1.00933        29.6827     
  1179.51        2500.00                 NaN            NaN            NaN  0.185903        17.5641                 NaN            NaN   8.97543        42.5842                 NaN   1.00768        29.6827     
  1177.98        2500.00                 NaN            NaN            NaN  0.122530E-001   17.7401                 NaN            NaN   8.98192        42.5769                 NaN   1.00623        29.6827     
  1176.44        2500.00                 NaN            NaN            NaN  0.195714E-004   13.6682        3.94155                 NaN   8.85502        42.7800                 NaN   1.06422        29.6910     
  1174.91        2500.00                 NaN            NaN            NaN  0.195490E-004   13.6793        3.93172                 NaN   8.86057        42.7741                 NaN   1.06334        29.6910     
  1173.37        2500.00                 NaN            NaN            NaN  0.189946E-004   13.6901        3.92128       0.820221E-003   8.86613        42.7682                 NaN   1.06244        29.6910     
  1171.84        2500.00                 NaN            NaN            NaN  0.156246E-004   13.7014        3.91211                 NaN   8.87166        42.7623                 NaN   1.06155        29.6910     
  1170.31        2500.00                 NaN            NaN            NaN   13.7122        3.90254                 NaN            NaN   8.87722        42.7563                 NaN   1.06065        29.6910     
  1168.77        2500.00                 NaN            NaN            NaN   13.7229        3.89312                 NaN            NaN   8.88275        42.7504                 NaN   1.05975        29.6910     
  1167.24        2500.00                 NaN            NaN            NaN   2.98264       0.195777E-004   14.5232       0.695192E-005   8.84380        42.8937                 NaN   1.08500        29.6716     
  1165.70        2500.00                 NaN            NaN            NaN   2.98289       0.195777E-004   14.5239       0.672328E-005   8.84904        42.8886                 NaN   1.08415        29.6714     
  1164.17        2500.00                 NaN            NaN            NaN   13.7547        3.86532                 NaN            NaN   8.89936        42.7324                 NaN   1.05700        29.6912     
  1162.63        2500.00                 NaN            NaN            NaN   13.7651        3.85628                 NaN            NaN   8.90490        42.7265                 NaN   1.05608        29.6912     
  1161.10        2500.00                 NaN            NaN            NaN   13.7753        3.84742                 NaN            NaN   8.91042        42.7204                 NaN   1.05515        29.6913     
  1159.57        2500.00                 NaN            NaN            NaN   13.7854        3.83867                 NaN            NaN   8.91594        42.7144                 NaN   1.05422        29.6913     
  1158.03        2500.00                 NaN            NaN            NaN   13.7957        3.82984                 NaN            NaN   8.92146        42.7083                 NaN   1.05328        29.6914     
  1156.50        2500.00                 NaN            NaN            NaN   13.8055        3.82139                 NaN            NaN   8.92696        42.7023                 NaN   1.05234        29.6915     
  1154.96        2500.00                 NaN            NaN            NaN   13.8153        3.81306                 NaN            NaN   8.93246        42.6962                 NaN   1.05139        29.6916     
  1153.43        2500.00                 NaN            NaN            NaN   13.8252        3.80463                 NaN            NaN   8.93797        42.6901                 NaN   1.05044        29.6917     
  1151.89        2500.00                 NaN            NaN            NaN   13.8349        3.79641                 NaN            NaN   8.94349        42.6840                 NaN   1.04948        29.6918     
  1150.36        2500.00                 NaN            NaN            NaN   13.8444        3.78834                 NaN            NaN   8.94896        42.6779                 NaN   1.04852        29.6919     
  1148.83        2500.00                 NaN            NaN            NaN   13.8539        3.78038                 NaN            NaN   8.95445        42.6717                 NaN   1.04756        29.6920     
  1147.29        2500.00                 NaN            NaN            NaN   2.99269       0.195778E-004   14.5258                 NaN   8.91143        42.8271                 NaN   1.07369        29.6692     
  1145.76        2500.00                 NaN            NaN            NaN   13.8723        3.76495                 NaN            NaN   8.96542        42.6594                 NaN   1.04561        29.6923     
  1144.22        2500.00                 NaN            NaN            NaN   13.8815        3.75737                 NaN            NaN   8.97090        42.6532                 NaN   1.04463        29.6924     
  1142.69        2500.00                 NaN            NaN            NaN   13.8905        3.74993                 NaN            NaN   8.97636        42.6470                 NaN   1.04365        29.6926     
  1141.15        2500.00                 NaN            NaN            NaN   13.8994        3.74259                 NaN            NaN   8.98184        42.6408                 NaN   1.04266        29.6927     
  1139.62        2500.00                 NaN            NaN            NaN   13.9082        3.73539                 NaN            NaN   8.98728        42.6346                 NaN   1.04167        29.6929     
  1138.09        2500.00                 NaN            NaN            NaN   3.00198       0.195778E-004   14.5230       0.512722E-004   8.94214        42.7961                 NaN   1.06826        29.6684     
  1136.55        2500.00                 NaN            NaN            NaN   13.9254        3.72144                 NaN            NaN   8.99819        42.6221                 NaN   1.03967        29.6932     
  1135.02        2500.00                 NaN            NaN            NaN   13.9338        3.71462                 NaN            NaN   9.00364        42.6158                 NaN   1.03866        29.6934     
  1133.48        2500.00                 NaN            NaN            NaN   13.9423        3.70783                 NaN            NaN   9.00907        42.6096                 NaN   1.03765        29.6936     
  1131.95        2500.00                 NaN            NaN            NaN   13.9505        3.70129                 NaN            NaN   9.01452        42.6032                 NaN   1.03663        29.6938     
  1130.41        2500.00                 NaN            NaN            NaN   13.9586        3.69495                 NaN            NaN   9.01994        42.5969                 NaN   1.03561        29.6940     
  1128.88        2500.00                 NaN            NaN            NaN   13.9666        3.68863                 NaN            NaN   9.02537        42.5906                 NaN   1.03458        29.6942     
  1127.35        2500.00                 NaN            NaN            NaN   13.9745        3.68246                 NaN            NaN   9.03079        42.5843                 NaN   1.03355        29.6944     
  1125.81        2500.00                 NaN            NaN            NaN   13.9824        3.67635                 NaN            NaN   9.03620        42.5779                 NaN   1.03252        29.6947     
  1124.28        2500.00                 NaN            NaN            NaN   3.02172       0.195788E-004   14.5139       0.335839E-004   8.98745        42.7494                 NaN   1.05985        29.6676     
  1122.74        2500.00                 NaN            NaN            NaN   3.02433       0.195789E-004   14.5126       0.323453E-004   8.99243        42.7442                 NaN   1.05890        29.6675     
  1121.21        2500.00                 NaN            NaN            NaN   3.02696       0.195789E-004   14.5112       0.311627E-004   8.99741        42.7390                 NaN   1.05794        29.6674     
  1119.67        2500.00                 NaN            NaN            NaN   3.02970       0.195789E-004   14.5097       0.301087E-004   9.00235        42.7338                 NaN   1.05698        29.6674     
  1118.14        2500.00                 NaN            NaN            NaN   3.03255       0.195789E-004   14.5081       0.291254E-004   9.00733        42.7286                 NaN   1.05602        29.6673     
  1116.61        2500.00                 NaN            NaN            NaN   3.03547       0.195789E-004   14.5065       0.282372E-004   9.01224        42.7234                 NaN   1.05505        29.6673     
  1115.07        2500.00                 NaN            NaN            NaN   3.03844       0.195788E-004   14.5048       0.274194E-004   9.01716        42.7182                 NaN   1.05408        29.6672     
  1113.54        2500.00                 NaN            NaN            NaN   13.9721        3.69554                 NaN            NaN   9.07734        42.5330                 NaN   1.02614        29.6960     
  1112.00        2500.00                 NaN            NaN            NaN   3.04463       0.195778E-004   14.5013                 NaN   9.02697        42.7078                 NaN   1.05213        29.6671     
  1110.47        2500.00                 NaN            NaN            NaN   3.04785        14.4995                 NaN            NaN   9.03186        42.7026                 NaN   1.05115        29.6671     
  1108.93        2500.00                 NaN            NaN            NaN   3.05114        14.4975                 NaN            NaN   9.03674        42.6974                 NaN   1.05016        29.6671     
  1107.40        2500.00                 NaN            NaN            NaN   3.05444        14.4956                 NaN            NaN   9.04160        42.6921                 NaN   1.04918        29.6670     
  1105.87        2500.00                 NaN            NaN            NaN   3.05788        14.4935                 NaN            NaN   9.04646        42.6869                 NaN   1.04819        29.6670     
  1104.33        2500.00                 NaN            NaN            NaN   3.06138        14.4914                 NaN            NaN   9.05129        42.6817                 NaN   1.04719        29.6670     
  1102.80        2500.00                 NaN            NaN            NaN   3.06489        14.4893                 NaN            NaN   9.05612        42.6765                 NaN   1.04619        29.6670     
  1101.26        2500.00                 NaN            NaN            NaN   3.06854        14.4871                 NaN            NaN   9.06095        42.6713                 NaN   1.04519        29.6670     
  1099.73        2500.00                 NaN            NaN            NaN   3.07229        14.4847                 NaN            NaN   9.06574        42.6661                 NaN   1.04419        29.6670     
  1098.19        2500.00                 NaN            NaN            NaN   3.07604        14.4824                 NaN            NaN   9.07054        42.6608                 NaN   1.04318        29.6670     
  1096.66        2500.00                 NaN            NaN            NaN   3.07989        14.4800                 NaN            NaN   9.07532        42.6556                 NaN   1.04217        29.6670     
  1095.13        2500.00                 NaN            NaN            NaN   4.37400        13.3550                 NaN            NaN   9.15038        42.4219                 NaN   1.00170        29.6971     
  1093.59        2500.00                 NaN            NaN            NaN   4.29530        13.4332                 NaN            NaN   9.15462        42.4176                 NaN   1.00150        29.6978     
  1092.06        2500.00                 NaN            NaN            NaN   4.23725        13.4914                 NaN            NaN   9.15917        42.4126                 NaN   1.00103        29.6985     
  1090.52        2500.00                 NaN            NaN            NaN   4.19010        13.5392                 NaN            NaN   9.16388        42.4073                 NaN   1.00042        29.6991     
  1088.99        2500.00                 NaN            NaN            NaN   13.5802        4.15001                 NaN            NaN   9.16868        42.4017                 NaN  0.999713        29.6997     
  1087.45        2500.00                 NaN            NaN            NaN   13.6163        4.11494                 NaN            NaN   9.17355        42.3960                 NaN  0.998945        29.7003     
  1085.92        2500.00                 NaN            NaN            NaN   4.08367        13.6488                 NaN            NaN   9.17846        42.3901                 NaN  0.998123        29.7008     
  1084.39        2500.00                 NaN            NaN            NaN   13.6783        4.05555                 NaN            NaN   9.18341        42.3841                 NaN  0.997265        29.7014     
  1082.85        2500.00                 NaN            NaN            NaN   4.02984        13.7054                 NaN            NaN   9.18842        42.3780                 NaN  0.996367        29.7020     
  1081.32        2500.00                 NaN            NaN            NaN   4.00633        13.7304                 NaN            NaN   9.19341        42.3719                 NaN  0.995445        29.7025     
  1079.78        2500.00                 NaN            NaN            NaN   3.98460        13.7537                 NaN            NaN   9.19845        42.3656                 NaN  0.994494        29.7031     
  1078.25        2500.00                 NaN            NaN            NaN   3.96436        13.7756                 NaN            NaN   9.20349        42.3593                 NaN  0.993521        29.7036     
  1076.71        2500.00                 NaN            NaN            NaN   13.7961        3.94561                 NaN            NaN   9.20856        42.3530                 NaN  0.992528        29.7042     
  1075.18        2500.00                 NaN            NaN            NaN   3.92803        13.8155                 NaN            NaN   9.21363        42.3466                 NaN  0.991516        29.7048     
  1073.65        2500.00                 NaN            NaN            NaN   13.8338        3.91156                 NaN            NaN   9.21872        42.3401                 NaN  0.990487        29.7053     
  1072.11        2500.00                 NaN            NaN            NaN   13.8511        3.89606                 NaN            NaN   9.22381        42.3336                 NaN  0.989442        29.7059     
  1070.58        2500.00                 NaN            NaN            NaN   13.8676        3.88151                 NaN            NaN   9.22891        42.3271                 NaN  0.988384        29.7065     
  1069.04        2500.00                 NaN            NaN            NaN   3.86776        13.8833                 NaN            NaN   9.23402        42.3205                 NaN  0.987312        29.7071     
  1067.51        2500.00                 NaN            NaN            NaN   3.85479        13.8983                 NaN            NaN   9.23913        42.3139                 NaN  0.986226        29.7077     
  1065.97        2500.00                 NaN            NaN            NaN   3.84249        13.9126                 NaN            NaN   9.24425        42.3072                 NaN  0.985127        29.7082     
  1064.44        2500.00                 NaN            NaN            NaN   3.83087        13.9263                 NaN            NaN   9.24937        42.3006                 NaN  0.984018        29.7088     
  1062.91        2500.00                 NaN            NaN            NaN   2.96696        14.8667                 NaN            NaN   9.31269        42.1900                 NaN  0.951729        29.7120     
  1061.37        2500.00                 NaN            NaN            NaN   2.98988        14.8460                 NaN            NaN   9.31608        42.1825                 NaN  0.951720        29.7138     
  1059.84        2500.00                 NaN            NaN            NaN   2.98189        14.8559                 NaN            NaN   9.32012        42.1782                 NaN  0.950155        29.7137     
  1058.30        2500.00                 NaN            NaN            NaN   2.99523        14.8444                 NaN            NaN   9.32457        42.1722                 NaN  0.949218        29.7144     
  1056.77        2500.00                 NaN            NaN            NaN   3.01194        14.8295                 NaN            NaN   9.32884        42.1663                 NaN  0.948360        29.7151     
  1055.23        2500.00                 NaN            NaN            NaN   3.77157        13.9989                 NaN            NaN   9.28033        42.2596                 NaN  0.977088        29.7125     
  1053.70        2500.00                 NaN            NaN            NaN   14.7962        3.04863                 NaN            NaN   9.33718        42.1547                 NaN  0.946726        29.7166     
  1052.17        2500.00                 NaN            NaN            NaN   14.0193        3.75583                 NaN            NaN   9.29099        42.2458                 NaN  0.974584        29.7135     
  1050.63        2500.00                 NaN            NaN            NaN   3.07895        14.7697                 NaN            NaN   9.34581        42.1426                 NaN  0.944938        29.7180     
  1049.10        2500.00                 NaN            NaN            NaN   14.0464        3.73348                 NaN            NaN   9.30123        42.2320                 NaN  0.972047        29.7148     
  1047.56        2500.00                 NaN            NaN            NaN   3.10911        14.7432                 NaN            NaN   9.35452        42.1305                 NaN  0.943140        29.7195     
  1046.03        2500.00                 NaN            NaN            NaN   3.12134        14.7331                 NaN            NaN   9.35888        42.1243                 NaN  0.942170        29.7202     
  1044.49        2500.00                 NaN            NaN            NaN   3.13455        14.7220                 NaN            NaN   9.36331        42.1180                 NaN  0.941214        29.7210     
  1042.96        2500.00                 NaN            NaN            NaN   3.71114        14.0799                 NaN            NaN   9.32235        42.2014                 NaN  0.967178        29.7180     
  1041.43        2500.00                 NaN            NaN            NaN   3.70610        14.0873                 NaN            NaN   9.32753        42.1943                 NaN  0.966049        29.7187     
  1039.89        2500.00                 NaN            NaN            NaN   3.69707        14.0981                 NaN            NaN   9.33322        42.1873                 NaN  0.964983        29.7194     
  1038.36        2500.00                 NaN            NaN            NaN   14.6760        3.18866                 NaN            NaN   9.38073        42.0930                 NaN  0.937461        29.7241     
  1036.82        2500.00                 NaN            NaN            NaN   3.20207        14.6647                 NaN            NaN   9.38508        42.0867                 NaN  0.936480        29.7249     
  1035.29        2500.00                 NaN            NaN            NaN   3.65419        14.1509                 NaN            NaN   9.34867        42.1632                 NaN  0.960549        29.7224     
  1033.75        2500.00                 NaN            NaN            NaN   3.22690        14.6443                 NaN            NaN   9.39389        42.0739                 NaN  0.934509        29.7265     
  1032.22        2500.00                 NaN            NaN            NaN   14.1761        3.63612                 NaN            NaN   9.35926        42.1465                 NaN  0.957593        29.7244     
  1030.69        2500.00                 NaN            NaN   6.89349        7.10830       0.380024E-005            NaN            NaN   8.54422        44.3960                 NaN   1.56986        31.4881     
  1029.15        2500.00                 NaN            NaN            NaN   3.26436        14.6138                 NaN            NaN   9.40680        42.0543                 NaN  0.931558        29.7291     
  1027.62        2500.00                 NaN            NaN            NaN   3.28026        14.6002                 NaN            NaN   9.40962        42.0492                 NaN  0.930635        29.7301     
  1026.08        2500.00                 NaN            NaN            NaN   14.1490        3.67168                 NaN            NaN   9.38004        42.1204                 NaN  0.952639        29.7263     
  1024.55        2500.00                 NaN            NaN            NaN   14.2736        3.55719                 NaN            NaN   9.39306        42.1043                 NaN  0.945712        29.7262     
  1023.01        2500.00                 NaN            NaN            NaN   14.2335        3.59771                 NaN            NaN   9.39940        42.0970                 NaN  0.944569        29.7277     
  1021.48        2500.00                 NaN            NaN            NaN   14.2479        3.58762                 NaN            NaN   9.40390        42.0887                 NaN  0.942904        29.7289     
  1019.95        2500.00                 NaN            NaN            NaN   14.1463        3.68526                 NaN            NaN   9.40210        42.0914                 NaN  0.945664        29.7293     
  1018.41        2500.00                 NaN            NaN            NaN   14.1611        3.67493                 NaN            NaN   9.40221        42.0852                 NaN  0.945612        29.7310     
  1016.88        2500.00                 NaN            NaN            NaN   14.1599        3.67700                 NaN            NaN   9.40624        42.0807                 NaN  0.944841        29.7314     
  1015.34        2500.00                 NaN            NaN            NaN   14.1975        3.64392                 NaN            NaN   9.41551        42.0682                 NaN  0.943413        29.7315     
  1013.81        2500.00                 NaN            NaN            NaN   14.2028        3.64065                 NaN            NaN   9.42039        42.0618                 NaN  0.942266        29.7321     
  1012.27        2500.00                 NaN            NaN            NaN   3.38138        14.5233                 NaN            NaN   9.45642        41.9805                 NaN  0.919835        29.7386     
  1010.74        2500.00                 NaN            NaN            NaN   3.39140        14.5159                 NaN            NaN   9.46094        41.9735                 NaN  0.918728        29.7395     
  1009.21        2500.00                 NaN            NaN            NaN   3.40117        14.5088                 NaN            NaN   9.46547        41.9665                 NaN  0.917612        29.7404     
  1007.67        2500.00                 NaN            NaN            NaN   14.5033        3.40949                 NaN            NaN   9.47012        41.9593                 NaN  0.916422        29.7414     
  1006.14        2500.00                 NaN            NaN            NaN   14.4959        3.41954                 NaN            NaN   9.47463        41.9523                 NaN  0.915313        29.7423     
  1004.60        2500.00                 NaN            NaN   6.89349        7.10830       0.873877E-005            NaN            NaN   8.54422        44.3960                 NaN   1.56986        31.4881     
  1003.07        2500.00                 NaN            NaN   6.89349        7.10830       0.874907E-005            NaN            NaN   8.54422        44.3960                 NaN   1.56986        31.4881     
  1001.53        2500.00                 NaN            NaN   6.89349        7.10830       0.875927E-005            NaN            NaN   8.54422        44.3960                 NaN   1.56986        31.4881     
  1000.00        2500.00                 NaN            NaN            NaN   3.45547        14.4712                 NaN            NaN   9.49301        41.9235                 NaN  0.910634        29.7462     
