|6.6.6
Archiving\03_Data\Deqfrac/QFM_m1/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        Sp(TH)         ilm            q             
  1300.72        2500.00        99.2954                 NaN  0.114987       0.258814       0.982943E-001            NaN            NaN  0.232553                 NaN            NaN            NaN            NaN
  1299.19        2500.00        99.3007                 NaN  0.112255       0.100902       0.255844                 NaN            NaN  0.230308                 NaN            NaN            NaN            NaN
  1297.65        2500.00        97.0991                 NaN  0.301593       0.561105       0.758951E-001            NaN            NaN  0.517639        1.44469                 NaN            NaN            NaN
  1296.12        2500.00        90.1752                 NaN  0.794668        1.43703       0.224932                 NaN            NaN   1.38635        5.98181                 NaN            NaN            NaN
  1294.58        2500.00        84.6381                 NaN  0.858891       0.166539        2.53401                 NaN            NaN   2.11321        9.31355       0.375694                 NaN            NaN
  1293.05        2500.00        73.0999                 NaN  0.771712        4.65330       0.470887                 NaN            NaN   3.60502        16.1868        1.21241                 NaN            NaN
  1291.51        2500.00        77.5397                 NaN  0.554110        3.69567       0.771251                 NaN            NaN   3.02636        13.4277       0.985185                 NaN            NaN
  1289.98        2500.00        81.1881                 NaN  0.419861       0.726938        3.12762                 NaN            NaN   2.54322        11.1819       0.812357                 NaN            NaN
  1288.45        2500.00        83.4952                 NaN  0.319217       0.883840        2.60525                 NaN            NaN   2.24435        9.75929       0.692862                 NaN            NaN
  1286.91        2500.00        84.2459                 NaN            NaN   2.03505        1.66045                 NaN            NaN   2.11575        9.26257       0.680251                 NaN            NaN
  1285.38        2500.00        81.5298                 NaN  0.536672        2.95173       0.746597                 NaN            NaN   2.58717        10.9126       0.735371                 NaN            NaN
  1283.84        2500.00        92.8658                 NaN  0.246174        1.22145       0.328584                 NaN            NaN  0.995420        4.11054       0.232077                 NaN            NaN
  1282.31        2500.00        86.8816                 NaN            NaN   1.02002        2.10695                 NaN            NaN   1.82741        7.63305       0.530999                 NaN            NaN
  1280.77        2500.00        93.5472                 NaN  0.618923E-001  0.471008        1.15432                 NaN            NaN  0.861593        3.68286       0.221137                 NaN            NaN
  1279.24        2500.00        90.2911                 NaN  0.141271       0.853636        1.36141                 NaN            NaN   1.35457        5.63612       0.361880                 NaN            NaN
  1277.71        2500.00        90.1900                 NaN            NaN  0.616870        1.83654                 NaN            NaN   1.36672        5.64828       0.341604                 NaN            NaN
  1276.17        2500.00        91.8430                 NaN            NaN  0.779290        1.26490                 NaN            NaN   1.12872        4.68842       0.295687                 NaN            NaN
  1274.64        2500.00        89.5912                 NaN            NaN   1.46699       0.958764                 NaN            NaN   1.45117        6.10842       0.423484                 NaN            NaN
  1273.10        2500.00        94.3785                 NaN            NaN   1.62713                 NaN            NaN            NaN  0.788496        3.09072       0.115187                 NaN            NaN
  1271.57        2500.00        91.9101                 NaN            NaN   2.05499                 NaN            NaN            NaN   1.13537        4.63877       0.260760                 NaN            NaN
  1270.03        2500.00        83.9933                 NaN            NaN   1.24222        2.87466                 NaN            NaN   2.18919        9.45431       0.246331                 NaN            NaN
  1268.50        2500.00        98.9270                 NaN            NaN  0.367000                 NaN            NaN            NaN  0.243786       0.147336       0.314921                 NaN            NaN
  1266.97        2500.00        94.6538                 NaN  0.303534E-001   1.19617                 NaN            NaN            NaN  0.719862        3.13894       0.260920                 NaN            NaN
  1265.43        2500.00        96.4373                 NaN            NaN  0.850566                 NaN            NaN            NaN  0.424851        2.21897       0.683293E-001            NaN            NaN
  1263.90        2500.00        88.3386                 NaN            NaN   2.55419                 NaN            NaN            NaN   1.66175        7.05895       0.386502                 NaN            NaN
  1262.36        2500.00        89.3316                 NaN            NaN   2.24383                 NaN            NaN            NaN   1.51379        6.57554       0.335217                 NaN            NaN
  1260.83        2500.00        94.2330                 NaN            NaN   1.23479                 NaN            NaN            NaN  0.813385        3.55222       0.166621                 NaN            NaN
  1259.29        2500.00        96.2845                 NaN            NaN  0.806916                 NaN            NaN            NaN  0.522609        2.28434       0.100001       0.162785E-002            NaN
  1257.76        2500.00        96.4057                 NaN            NaN  0.773688                 NaN            NaN            NaN  0.455381        2.29492                 NaN  0.703383E-001            NaN
  1256.23        2500.00        95.6557                 NaN            NaN   1.08334                 NaN            NaN            NaN  0.636745        2.55405                 NaN  0.701406E-001            NaN
  1254.69        2500.00        99.4292                 NaN            NaN  0.145078                 NaN            NaN            NaN  0.814225E-001  0.336148                 NaN  0.811458E-002            NaN
  1253.16        2500.00        99.2550                 NaN            NaN  0.185490                 NaN            NaN            NaN  0.990414E-001  0.453644                 NaN  0.687085E-002            NaN
  1251.62        2500.00        98.2611                 NaN            NaN  0.430336                 NaN            NaN            NaN  0.240612        1.04103                 NaN  0.269661E-001            NaN
  1250.09        2500.00        98.5234                 NaN            NaN  0.367949                 NaN            NaN            NaN  0.203430       0.882273                 NaN  0.229982E-001            NaN
  1248.55        2500.00        98.4999                 NaN            NaN  0.397407                 NaN            NaN            NaN  0.235419       0.841563                 NaN  0.257085E-001            NaN
  1247.02        2500.00        97.6757                 NaN            NaN  0.728447                 NaN            NaN            NaN  0.283325        1.28782                 NaN  0.247025E-001            NaN
  1245.49        2500.00        96.9663                 NaN            NaN  0.782453       0.236724                 NaN            NaN  0.387401        1.57917                 NaN  0.479998E-001            NaN
  1243.95        2500.00        80.8612                 NaN            NaN   7.01660                 NaN            NaN            NaN   2.33677        9.54197                 NaN  0.243467                 NaN
  1242.42        2500.00        96.5743                 NaN            NaN  0.270105       0.645579                 NaN            NaN  0.455732        1.99735                 NaN  0.569603E-001            NaN
  1240.88        2500.00        95.4109                 NaN            NaN   1.38211                 NaN            NaN            NaN  0.627672        2.52129                 NaN  0.580327E-001            NaN
  1239.35        2500.00        93.5557                 NaN  0.139484        1.50105       0.621925E-004            NaN            NaN  0.918367        3.77914                 NaN  0.106183                 NaN
  1237.81        2500.00        99.2131                 NaN            NaN  0.263960                 NaN            NaN            NaN  0.116819       0.393985                 NaN  0.121664E-001            NaN
  1236.28        2500.00        96.7177                 NaN            NaN  0.825074                 NaN            NaN            NaN  0.418748        2.00364                 NaN  0.348065E-001            NaN
  1234.75        2500.00        97.4401                 NaN            NaN  0.854780                 NaN            NaN            NaN  0.202849        1.47436                 NaN  0.278876E-001            NaN
  1233.21        2500.00        95.9750                 NaN            NaN   1.03207                 NaN            NaN            NaN  0.845968        2.06663                 NaN  0.803055E-001            NaN
  1231.68        2500.00        98.1165                 NaN            NaN  0.586841                 NaN            NaN            NaN  0.258958        1.01986                 NaN  0.178223E-001            NaN
  1230.14        2500.00        97.0079                 NaN            NaN  0.734649                 NaN            NaN            NaN  0.241934        1.99565                 NaN  0.198545E-001            NaN
  1228.61        2500.00        95.7790                 NaN            NaN  0.403010                 NaN            NaN            NaN  0.527652        2.78919                 NaN  0.142225       0.358900     
  1227.07        2500.00        97.9221                 NaN            NaN  0.582208       0.142149                 NaN            NaN  0.249026        1.10452                 NaN            NaN            NaN
  1225.54        2500.00        96.4016                 NaN            NaN  0.659160                 NaN            NaN            NaN  0.333978        1.85040                 NaN            NaN  0.754863     
  1224.01        2500.00                 NaN            NaN            NaN   3.40398        9.75319                 NaN            NaN   8.69877        46.0507                 NaN  0.607193        31.4861     
  1222.47        2500.00                 NaN            NaN            NaN   2.34141       0.147766E-004   10.6408       0.240942E-004   8.57218        46.3274                 NaN  0.643456        31.4747     
  1220.94        2500.00                 NaN            NaN            NaN   2.69012        10.4760                 NaN            NaN   8.71867        46.0218                 NaN  0.604067        31.4894     
  1219.40        2500.00                 NaN            NaN            NaN   2.65431        10.5149                 NaN            NaN   8.72425        46.0128                 NaN  0.602900        31.4908     
  1217.87        2500.00                 NaN            NaN            NaN   2.68430        10.4523                 NaN            NaN   8.66885        46.0880                 NaN  0.616947        31.4896     
  1216.33        2500.00                 NaN            NaN            NaN   12.1594        1.00961                 NaN            NaN   8.67895        46.0504                 NaN  0.607963        31.4937     
  1214.80        2500.00                 NaN            NaN            NaN   2.45171        10.7202                 NaN            NaN   8.74388        45.9915                 NaN  0.601013        31.4917     
  1213.27        2500.00                 NaN            NaN            NaN   13.1699                 NaN            NaN            NaN   8.67583        46.0522                 NaN  0.609728        31.4924     
  1211.73        2500.00                 NaN            NaN            NaN   2.33960        10.8343                 NaN            NaN   8.75937        45.9742                 NaN  0.599690        31.4928     
  1210.20        2500.00                 NaN            NaN            NaN   2.54984        10.6129                 NaN            NaN   8.76317        45.9836                 NaN  0.601165        31.4893     
  1208.66        2500.00                 NaN            NaN            NaN   13.2012                 NaN            NaN            NaN   8.72293        45.9774                 NaN  0.596851        31.5016     
  1207.13        2500.00                 NaN            NaN            NaN   2.35195        10.8153                 NaN            NaN   8.77749        45.9649                 NaN  0.599285        31.4911     
  1205.59        2500.00                 NaN            NaN            NaN   2.32296       0.147709E-004   10.6636       0.136333E-004   8.63074        46.2635                 NaN  0.638753        31.4805     
  1204.06        2500.00                 NaN            NaN            NaN   2.32161       0.147705E-004   10.6654       0.130751E-004   8.63604        46.2576                 NaN  0.638310        31.4810     
  1202.53        2500.00                 NaN            NaN            NaN   1.55366        11.6056                 NaN            NaN   8.79217        45.9581                 NaN  0.600313        31.4902     
  1200.99        2500.00                 NaN            NaN            NaN   1.42417        11.7371                 NaN            NaN   8.79890        45.9493                 NaN  0.599534        31.4910     
  1199.46        2500.00                 NaN            NaN            NaN   2.31777       0.147691E-004   10.6707       0.115976E-004   8.65196        46.2398                 NaN  0.636966        31.4827     
  1197.92        2500.00                 NaN            NaN            NaN   1.85474        11.3361                 NaN            NaN   8.81348        45.9043                 NaN  0.593285        31.4981     
  1196.39        2500.00                 NaN            NaN            NaN   1.73462        11.4585                 NaN            NaN   8.82037        45.8952                 NaN  0.592389        31.4989     
  1194.85        2500.00                 NaN            NaN            NaN   1.60791        11.5874                 NaN            NaN   8.82727        45.8863                 NaN  0.591507        31.4996     
  1193.32        2500.00                 NaN            NaN            NaN   1.47870        11.7189                 NaN            NaN   8.83418        45.8772                 NaN  0.590604        31.5004     
  1191.79        2500.00                 NaN            NaN            NaN   1.34505        11.8549                 NaN            NaN   8.84112        45.8681                 NaN  0.589690        31.5012     
  1190.25        2500.00                 NaN            NaN            NaN   1.20632        11.9959                 NaN            NaN   8.84807        45.8589                 NaN  0.588770        31.5020     
  1188.72        2500.00                 NaN            NaN            NaN   1.08162        12.1216                 NaN            NaN   8.85356        45.8523                 NaN  0.588121        31.5028     
  1187.18        2500.00                 NaN            NaN            NaN  0.933497        12.2721                 NaN            NaN   8.86046        45.8432                 NaN  0.587206        31.5036     
  1185.65        2500.00                 NaN            NaN            NaN  0.782365        12.4256                 NaN            NaN   8.86735        45.8340                 NaN  0.586284        31.5044     
  1184.11        2500.00                 NaN            NaN            NaN  0.630923        12.5793                 NaN            NaN   8.87420        45.8249                 NaN  0.585372        31.5052     
  1182.58        2500.00                 NaN            NaN            NaN  0.476678        12.7361                 NaN            NaN   8.88100        45.8157                 NaN  0.584442        31.5061     
  1181.05        2500.00                 NaN            NaN            NaN  0.311440        12.9039                 NaN            NaN   8.88794        45.8063                 NaN  0.583491        31.5069     
  1179.51        2500.00                 NaN            NaN            NaN  0.136921        13.0810                 NaN            NaN   8.89492        45.7968                 NaN  0.582524        31.5078     
  1177.98        2500.00                 NaN            NaN            NaN  0.941713E-002   13.2106                 NaN            NaN   8.90133        45.7882                 NaN  0.581668        31.5087     
  1176.44        2500.00                 NaN            NaN            NaN  0.147594E-004   10.0660        3.02933                 NaN   8.77449        46.0005                 NaN  0.615106        31.5146     
  1174.91        2500.00                 NaN            NaN            NaN  0.147421E-004   10.0743        3.02214                 NaN   8.77996        45.9935                 NaN  0.614582        31.5155     
  1173.37        2500.00                 NaN            NaN            NaN  0.143235E-004   10.0825        3.01450       0.625450E-003   8.78544        45.9865                 NaN  0.614049        31.5164     
  1171.84        2500.00                 NaN            NaN            NaN  0.117819E-004   10.0909        3.00783                 NaN   8.79089        45.9795                 NaN  0.613520        31.5173     
  1170.31        2500.00                 NaN            NaN            NaN   10.0991        3.00085                 NaN            NaN   8.79637        45.9725                 NaN  0.612985        31.5182     
  1168.77        2500.00                 NaN            NaN            NaN   10.1071        2.99399                 NaN            NaN   8.80183        45.9655                 NaN  0.612451        31.5191     
  1167.24        2500.00                 NaN            NaN            NaN   2.30637       0.147597E-004   10.6954       0.534141E-005   8.76216        46.1135                 NaN  0.626954        31.4956     
  1165.70        2500.00                 NaN            NaN            NaN   2.30649       0.147593E-004   10.6961       0.516640E-005   8.76733        46.1074                 NaN  0.626450        31.4963     
  1164.17        2500.00                 NaN            NaN            NaN   10.1310        2.97373                 NaN            NaN   8.81821        45.9443                 NaN  0.610820        31.5220     
  1162.63        2500.00                 NaN            NaN            NaN   10.1387        2.96716                 NaN            NaN   8.82368        45.9373                 NaN  0.610275        31.5229     
  1161.10        2500.00                 NaN            NaN            NaN   10.1464        2.96072                 NaN            NaN   8.82913        45.9301                 NaN  0.609725        31.5239     
  1159.57        2500.00                 NaN            NaN            NaN   10.1540        2.95438                 NaN            NaN   8.83457        45.9230                 NaN  0.609173        31.5248     
  1158.03        2500.00                 NaN            NaN            NaN   10.1617        2.94797                 NaN            NaN   8.84001        45.9159                 NaN  0.608615        31.5258     
  1156.50        2500.00                 NaN            NaN            NaN   10.1691        2.94186                 NaN            NaN   8.84544        45.9087                 NaN  0.608058        31.5268     
  1154.96        2500.00                 NaN            NaN            NaN   10.1765        2.93584                 NaN            NaN   8.85086        45.9016                 NaN  0.607497        31.5278     
  1153.43        2500.00                 NaN            NaN            NaN   10.1839        2.92973                 NaN            NaN   8.85629        45.8944                 NaN  0.606934        31.5287     
  1151.89        2500.00                 NaN            NaN            NaN   10.1912        2.92379                 NaN            NaN   8.86174        45.8872                 NaN  0.606367        31.5297     
  1150.36        2500.00                 NaN            NaN            NaN   10.1984        2.91798                 NaN            NaN   8.86714        45.8800                 NaN  0.605800        31.5308     
  1148.83        2500.00                 NaN            NaN            NaN   10.2055        2.91224                 NaN            NaN   8.87255        45.8727                 NaN  0.605228        31.5318     
  1147.29        2500.00                 NaN            NaN            NaN   2.31324       0.147539E-004   10.6993                 NaN   8.82884        46.0337                 NaN  0.620239        31.5046     
  1145.76        2500.00                 NaN            NaN            NaN   10.2194        2.90114                 NaN            NaN   8.88337        45.8582                 NaN  0.604077        31.5338     
  1144.22        2500.00                 NaN            NaN            NaN   10.2262        2.89569                 NaN            NaN   8.88877        45.8510                 NaN  0.603497        31.5349     
  1142.69        2500.00                 NaN            NaN            NaN   10.2330        2.89036                 NaN            NaN   8.89416        45.8437                 NaN  0.602916        31.5359     
  1141.15        2500.00                 NaN            NaN            NaN   10.2397        2.88510                 NaN            NaN   8.89956        45.8364                 NaN  0.602330        31.5369     
  1139.62        2500.00                 NaN            NaN            NaN   10.2463        2.87994                 NaN            NaN   8.90493        45.8291                 NaN  0.601745        31.5380     
  1138.09        2500.00                 NaN            NaN            NaN   2.32000       0.147512E-004   10.6981       0.394927E-004   8.85910        45.9966                 NaN  0.617016        31.5091     
  1136.55        2500.00                 NaN            NaN            NaN   10.2593        2.86998                 NaN            NaN   8.91569        45.8144                 NaN  0.600562        31.5401     
  1135.02        2500.00                 NaN            NaN            NaN   10.2656        2.86512                 NaN            NaN   8.92106        45.8070                 NaN  0.599966        31.5412     
  1133.48        2500.00                 NaN            NaN            NaN   10.2720        2.86028                 NaN            NaN   8.92642        45.7996                 NaN  0.599370        31.5423     
  1131.95        2500.00                 NaN            NaN            NaN   10.2782        2.85564                 NaN            NaN   8.93179        45.7922                 NaN  0.598769        31.5434     
  1130.41        2500.00                 NaN            NaN            NaN   10.2842        2.85115                 NaN            NaN   8.93715        45.7848                 NaN  0.598164        31.5445     
  1128.88        2500.00                 NaN            NaN            NaN   10.2903        2.84667                 NaN            NaN   8.94250        45.7774                 NaN  0.597557        31.5456     
  1127.35        2500.00                 NaN            NaN            NaN   10.2962        2.84231                 NaN            NaN   8.94784        45.7699                 NaN  0.596949        31.5467     
  1125.81        2500.00                 NaN            NaN            NaN   10.3021        2.83800                 NaN            NaN   8.95318        45.7625                 NaN  0.596338        31.5479     
  1124.28        2500.00                 NaN            NaN            NaN   2.33464       0.147480E-004   10.6926       0.259005E-004   8.90377        45.9408                 NaN  0.612035        31.5161     
  1122.74        2500.00                 NaN            NaN            NaN   2.33659       0.147476E-004   10.6917       0.249488E-004   8.90868        45.9346                 NaN  0.611472        31.5169     
  1121.21        2500.00                 NaN            NaN            NaN   2.33855       0.147471E-004   10.6908       0.240400E-004   8.91358        45.9283                 NaN  0.610906        31.5178     
  1119.67        2500.00                 NaN            NaN            NaN   2.34059       0.147467E-004   10.6899       0.232302E-004   8.91846        45.9221                 NaN  0.610338        31.5186     
  1118.14        2500.00                 NaN            NaN            NaN   2.34273       0.147462E-004   10.6889       0.224747E-004   8.92337        45.9159                 NaN  0.609768        31.5194     
  1116.61        2500.00                 NaN            NaN            NaN   2.34491       0.147458E-004   10.6878       0.217924E-004   8.92820        45.9097                 NaN  0.609197        31.5202     
  1115.07        2500.00                 NaN            NaN            NaN   2.34714       0.147453E-004   10.6867       0.211643E-004   8.93306        45.9034                 NaN  0.608624        31.5210     
  1113.54        2500.00                 NaN            NaN            NaN   10.2955        2.85314                 NaN            NaN   8.99371        45.7090                 NaN  0.592549        31.5562     
  1112.00        2500.00                 NaN            NaN            NaN   2.35178       0.147436E-004   10.6843                 NaN   8.94273        45.8910                 NaN  0.607471        31.5227     
  1110.47        2500.00                 NaN            NaN            NaN   2.35419        10.6831                 NaN            NaN   8.94755        45.8848                 NaN  0.606891        31.5236     
  1108.93        2500.00                 NaN            NaN            NaN   2.35667        10.6817                 NaN            NaN   8.95236        45.8785                 NaN  0.606308        31.5244     
  1107.40        2500.00                 NaN            NaN            NaN   2.35915        10.6804                 NaN            NaN   8.95715        45.8723                 NaN  0.605727        31.5253     
  1105.87        2500.00                 NaN            NaN            NaN   2.36174        10.6790                 NaN            NaN   8.96193        45.8661                 NaN  0.605140        31.5261     
  1104.33        2500.00                 NaN            NaN            NaN   2.36437        10.6776                 NaN            NaN   8.96670        45.8598                 NaN  0.604552        31.5270     
  1102.80        2500.00                 NaN            NaN            NaN   2.36701        10.6761                 NaN            NaN   8.97146        45.8536                 NaN  0.603961        31.5278     
  1101.26        2500.00                 NaN            NaN            NaN   2.36976        10.6746                 NaN            NaN   8.97621        45.8473                 NaN  0.603370        31.5287     
  1099.73        2500.00                 NaN            NaN            NaN   2.37258        10.6730                 NaN            NaN   8.98094        45.8411                 NaN  0.602777        31.5296     
  1098.19        2500.00                 NaN            NaN            NaN   2.37540        10.6714                 NaN            NaN   8.98567        45.8349                 NaN  0.602181        31.5305     
  1096.66        2500.00                 NaN            NaN            NaN   2.37831        10.6697                 NaN            NaN   8.99038        45.8286                 NaN  0.601583        31.5314     
  1095.13        2500.00                 NaN            NaN            NaN   3.35970        9.84242                 NaN            NaN   9.06619        45.5841                 NaN  0.578303        31.5693     
  1093.59        2500.00                 NaN            NaN            NaN   3.30175        9.90012                 NaN            NaN   9.07034        45.5787                 NaN  0.578174        31.5709     
  1092.06        2500.00                 NaN            NaN            NaN   3.25909        9.94315                 NaN            NaN   9.07481        45.5727                 NaN  0.577889        31.5724     
  1090.52        2500.00                 NaN            NaN            NaN   3.22449        9.97845                 NaN            NaN   9.07943        45.5662                 NaN  0.577523        31.5739     
  1088.99        2500.00                 NaN            NaN            NaN   10.0087        3.19512                 NaN            NaN   9.08415        45.5595                 NaN  0.577103        31.5753     
  1087.45        2500.00                 NaN            NaN            NaN   10.0354        3.16948                 NaN            NaN   9.08894        45.5527                 NaN  0.576646        31.5768     
  1085.92        2500.00                 NaN            NaN            NaN   3.14664        10.0595                 NaN            NaN   9.09378        45.5457                 NaN  0.576158        31.5782     
  1084.39        2500.00                 NaN            NaN            NaN   10.0813        3.12614                 NaN            NaN   9.09865        45.5386                 NaN  0.575650        31.5797     
  1082.85        2500.00                 NaN            NaN            NaN   3.10743        10.1014                 NaN            NaN   9.10358        45.5314                 NaN  0.575118        31.5811     
  1081.32        2500.00                 NaN            NaN            NaN   3.09036        10.1199                 NaN            NaN   9.10850        45.5241                 NaN  0.574573        31.5826     
  1079.78        2500.00                 NaN            NaN            NaN   3.07459        10.1372                 NaN            NaN   9.11345        45.5167                 NaN  0.574011        31.5840     
  1078.25        2500.00                 NaN            NaN            NaN   3.05994        10.1534                 NaN            NaN   9.11842        45.5093                 NaN  0.573436        31.5855     
  1076.71        2500.00                 NaN            NaN            NaN   10.1686        3.04640                 NaN            NaN   9.12341        45.5018                 NaN  0.572850        31.5869     
  1075.18        2500.00                 NaN            NaN            NaN   3.03372        10.1829                 NaN            NaN   9.12841        45.4943                 NaN  0.572253        31.5884     
  1073.65        2500.00                 NaN            NaN            NaN   10.1965        3.02187                 NaN            NaN   9.13342        45.4867                 NaN  0.571647        31.5899     
  1072.11        2500.00                 NaN            NaN            NaN   10.2094        3.01073                 NaN            NaN   9.13844        45.4791                 NaN  0.571031        31.5913     
  1070.58        2500.00                 NaN            NaN            NaN   10.2217        3.00031                 NaN            NaN   9.14346        45.4714                 NaN  0.570407        31.5928     
  1069.04        2500.00                 NaN            NaN            NaN   2.99048        10.2333                 NaN            NaN   9.14849        45.4637                 NaN  0.569776        31.5943     
  1067.51        2500.00                 NaN            NaN            NaN   2.98122        10.2445                 NaN            NaN   9.15353        45.4559                 NaN  0.569136        31.5957     
  1065.97        2500.00                 NaN            NaN            NaN   2.97248        10.2551                 NaN            NaN   9.15858        45.4481                 NaN  0.568489        31.5972     
  1064.44        2500.00                 NaN            NaN            NaN   2.96423        10.2653                 NaN            NaN   9.16362        45.4403                 NaN  0.567837        31.5987     
  1062.91        2500.00                 NaN            NaN            NaN   2.30061        10.9956                 NaN            NaN   9.22680        45.3232                 NaN  0.549221        31.6045     
  1061.37        2500.00                 NaN            NaN            NaN   2.31903        10.9795                 NaN            NaN   9.23017        45.3147                 NaN  0.549204        31.6074     
  1059.84        2500.00                 NaN            NaN            NaN   2.31333        10.9868                 NaN            NaN   9.23412        45.3093                 NaN  0.548288        31.6081     
  1058.30        2500.00                 NaN            NaN            NaN   2.32408        10.9778                 NaN            NaN   9.23850        45.3022                 NaN  0.547735        31.6097     
  1056.77        2500.00                 NaN            NaN            NaN   2.33743        10.9661                 NaN            NaN   9.24271        45.2952                 NaN  0.547228        31.6113     
  1055.23        2500.00                 NaN            NaN            NaN   2.92245        10.3193                 NaN            NaN   9.19415        45.3925                 NaN  0.563764        31.6078     
  1053.70        2500.00                 NaN            NaN            NaN   10.9403        2.36668                 NaN            NaN   9.25090        45.2814                 NaN  0.546260        31.6145     
  1052.17        2500.00                 NaN            NaN            NaN   10.3347        2.91155                 NaN            NaN   9.20465        45.3763                 NaN  0.562293        31.6106     
  1050.63        2500.00                 NaN            NaN            NaN   2.39101        10.9195                 NaN            NaN   9.25940        45.2671                 NaN  0.545204        31.6178     
  1049.10        2500.00                 NaN            NaN            NaN   10.3549        2.89551                 NaN            NaN   9.21476        45.3603                 NaN  0.560806        31.6137     
  1047.56        2500.00                 NaN            NaN            NaN   2.41522        10.8987                 NaN            NaN   9.26797        45.2529                 NaN  0.544142        31.6211     
  1046.03        2500.00                 NaN            NaN            NaN   2.42511        10.8908                 NaN            NaN   9.27227        45.2455                 NaN  0.543571        31.6227     
  1044.49        2500.00                 NaN            NaN            NaN   2.43579        10.8821                 NaN            NaN   9.27663        45.2381                 NaN  0.543007        31.6244     
  1042.96        2500.00                 NaN            NaN            NaN   2.88078        10.3801                 NaN            NaN   9.23559        45.3249                 NaN  0.557948        31.6206     
  1041.43        2500.00                 NaN            NaN            NaN   2.87747        10.3857                 NaN            NaN   9.24070        45.3166                 NaN  0.557284        31.6222     
  1039.89        2500.00                 NaN            NaN            NaN   2.87115        10.3938                 NaN            NaN   9.24630        45.3084                 NaN  0.556656        31.6237     
  1038.36        2500.00                 NaN            NaN            NaN   10.8461        2.47945                 NaN            NaN   9.29379        45.2087                 NaN  0.540795        31.6311     
  1036.82        2500.00                 NaN            NaN            NaN   2.49030        10.8374                 NaN            NaN   9.29807        45.2013                 NaN  0.540216        31.6328     
  1035.29        2500.00                 NaN            NaN            NaN   2.84123        10.4328                 NaN            NaN   9.26156        45.2807                 NaN  0.554064        31.6296     
  1033.75        2500.00                 NaN            NaN            NaN   2.51043        10.8214                 NaN            NaN   9.30674        45.1862                 NaN  0.539055        31.6362     
  1032.22        2500.00                 NaN            NaN            NaN   10.4515        2.82911                 NaN            NaN   9.27201        45.2616                 NaN  0.552335        31.6335     
  1030.69        2500.00                 NaN            NaN   4.32012        5.46218       0.278990E-005            NaN            NaN   8.43258        47.4983                 NaN  0.902050        33.3848     
  1029.15        2500.00                 NaN            NaN            NaN   2.54081        10.7976                 NaN            NaN   9.31947        45.1633                 NaN  0.537318        31.6416     
  1027.62        2500.00                 NaN            NaN            NaN   2.55361        10.7868                 NaN            NaN   9.32224        45.1571                 NaN  0.536774        31.6435     
  1026.08        2500.00                 NaN            NaN            NaN   10.4317        2.85659                 NaN            NaN   9.29248        45.2309                 NaN  0.549429        31.6388     
  1024.55        2500.00                 NaN            NaN            NaN   10.5279        2.76801                 NaN            NaN   9.30542        45.2134                 NaN  0.545426        31.6398     
  1023.01        2500.00                 NaN            NaN            NaN   10.4956        2.80004                 NaN            NaN   9.31173        45.2053                 NaN  0.544758        31.6425     
  1021.48        2500.00                 NaN            NaN            NaN   10.5070        2.79266                 NaN            NaN   9.31617        45.1958                 NaN  0.543786        31.6447     
  1019.95        2500.00                 NaN            NaN            NaN   10.4296        2.86908                 NaN            NaN   9.31414        45.1966                 NaN  0.545353        31.6452     
  1018.41        2500.00                 NaN            NaN            NaN   10.4403        2.86157                 NaN            NaN   9.31437        45.1901                 NaN  0.545319        31.6483     
  1016.88        2500.00                 NaN            NaN            NaN   10.4395        2.86365                 NaN            NaN   9.31829        45.1844                 NaN  0.544860        31.6494     
  1015.34        2500.00                 NaN            NaN            NaN   10.4695        2.83838                 NaN            NaN   9.32745        45.1703                 NaN  0.544025        31.6503     
  1013.81        2500.00                 NaN            NaN            NaN   10.4733        2.83632                 NaN            NaN   9.33226        45.1629                 NaN  0.543352        31.6519     
  1012.27        2500.00                 NaN            NaN            NaN   2.63658        10.7269                 NaN            NaN   9.36834        45.0768                 NaN  0.530428        31.6610     
  1010.74        2500.00                 NaN            NaN            NaN   2.64482        10.7211                 NaN            NaN   9.37279        45.0687                 NaN  0.529778        31.6628     
  1009.21        2500.00                 NaN            NaN            NaN   2.65288        10.7155                 NaN            NaN   9.37725        45.0605                 NaN  0.529123        31.6647     
  1007.67        2500.00                 NaN            NaN            NaN   10.7112        2.65980                 NaN            NaN   9.38184        45.0522                 NaN  0.528426        31.6665     
  1006.14        2500.00                 NaN            NaN            NaN   10.7055        2.66807                 NaN            NaN   9.38627        45.0440                 NaN  0.527774        31.6684     
  1004.60        2500.00                 NaN            NaN   4.31818        5.45949       0.641215E-005            NaN            NaN   8.43230        47.4878                 NaN  0.901727        33.4005     
  1003.07        2500.00                 NaN            NaN   4.31807        5.45933       0.641951E-005            NaN            NaN   8.43229        47.4872                 NaN  0.901708        33.4014     
  1001.53        2500.00                 NaN            NaN   4.31795        5.45917       0.642680E-005            NaN            NaN   8.43227        47.4866                 NaN  0.901689        33.4023     
  1000.00        2500.00                 NaN            NaN            NaN   2.69787        10.6863                 NaN            NaN   9.40439        45.0105                 NaN  0.525031        31.6759     
