|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.75/TIS/TIS_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             O(HP)          San(TH)        ilm            q             
  1196.58        500.000        89.9089       0.570018       0.803437                 NaN            NaN            NaN  0.780570                 NaN   4.13013       0.612836E-001   3.74564     
  1195.51        500.000        96.4854       0.232335       0.454772                 NaN            NaN            NaN  0.367111                 NaN  0.791021       0.294419E-001   1.63993     
  1194.44        500.000        99.6080       0.143731                 NaN            NaN            NaN            NaN  0.362488E-001  0.673855E-003  0.207079       0.429516E-002            NaN
  1193.38        500.000        99.6101       0.142443                 NaN            NaN            NaN            NaN  0.358822E-001  0.759486E-003  0.206576       0.428585E-002            NaN
  1192.31        500.000        99.6122       0.141227                 NaN            NaN            NaN            NaN  0.355040E-001  0.817496E-003  0.206030       0.426811E-002            NaN
  1191.24        500.000        99.6074       0.136445                 NaN            NaN            NaN            NaN  0.331924E-001  0.902654E-003  0.218002       0.408676E-002            NaN
  1190.17        500.000                 NaN   11.5753                 NaN            NaN            NaN            NaN   7.21653                 NaN   41.6406       0.545429        39.0222     
  1189.10        500.000                 NaN   5.34965        6.21011                 NaN            NaN            NaN   7.20477                 NaN   41.6649       0.550830        39.0197     
  1188.03        500.000                 NaN   8.40254        3.13587                 NaN            NaN            NaN   7.18915                 NaN   41.6972       0.558002        39.0173     
  1186.96        500.000                 NaN   4.65267        6.90170                 NaN            NaN            NaN   7.20685                 NaN   41.6713       0.551393        39.0161     
  1185.90        500.000                 NaN   5.66031        5.90325                 NaN            NaN            NaN   7.21004                 NaN   41.6571       0.549051        39.0202     
  1184.83        500.000                 NaN   6.67111        4.88868                 NaN            NaN            NaN   7.20780                 NaN   41.6623       0.550271        39.0198     
  1183.76        500.000                 NaN  0.701921        10.8818                 NaN            NaN            NaN   7.22664                 NaN   41.6240       0.541418        39.0243     
  1182.69        500.000                 NaN   4.25040        7.23524       0.499512E-005            NaN            NaN   7.15675                 NaN   41.7753       0.573658        39.0087     
  1181.62        500.000                 NaN   4.15233        7.33744       0.628628E-005            NaN            NaN   7.16107                 NaN   41.7681       0.571705        39.0094     
  1180.55        500.000                 NaN   4.13177       0.634282E-004   7.35943                 NaN            NaN   7.16540                 NaN   41.7634       0.570258        39.0096     
  1179.49        500.000                 NaN   6.60460        4.97146                 NaN            NaN            NaN   7.21896                 NaN   41.6405       0.543922        39.0205     
  1178.42        500.000                 NaN   5.36707        6.20862                 NaN            NaN            NaN   7.22184                 NaN   41.6380       0.543300        39.0212     
  1177.35        500.000                 NaN   9.41762        2.14452       0.312234E-005            NaN            NaN   7.21022                 NaN   41.6568       0.548315        39.0225     
  1176.28        500.000                 NaN   3.62352       0.633667E-004   7.88528       0.111240E-005            NaN   7.17645                 NaN   41.7378       0.565033        39.0119     
  1175.21        500.000                 NaN   9.78468        1.78689       0.110775E-003            NaN            NaN   7.21089                 NaN   41.6442       0.548001        39.0252     
  1174.14        500.000                 NaN   9.82155        1.75005       0.328308E-004            NaN            NaN   7.21386                 NaN   41.6416       0.547492        39.0254     
  1173.08        500.000                 NaN   9.87517        1.69701       0.151215E-003            NaN            NaN   7.21675                 NaN   41.6385       0.546788        39.0256     
  1172.01        500.000                 NaN   9.75248        1.81391       0.436584E-004            NaN            NaN   7.21188                 NaN   41.6458       0.550998        39.0249     
  1170.94        500.000                 NaN   9.82701        1.74073       0.525752E-003            NaN            NaN   7.21493                 NaN   41.6417       0.549951        39.0252     
  1169.87        500.000                 NaN   3.81844       0.633673E-004   7.68407       0.353057E-005            NaN   7.18763                 NaN   41.7384       0.563305        39.0081     
  1168.80        500.000                 NaN   4.64411        6.95113                 NaN            NaN            NaN   7.24549                 NaN   41.5994       0.535406        39.0245     
  1167.73        500.000                 NaN   5.47739        6.11795                 NaN            NaN            NaN   7.24746                 NaN   41.5976       0.535100        39.0245     
  1166.67        500.000                 NaN   5.48174        6.11524                 NaN            NaN            NaN   7.25007                 NaN   41.5945       0.533809        39.0246     
  1165.60        500.000                 NaN   10.1485        1.42654       0.533147E-003            NaN            NaN   7.23511                 NaN   41.6223       0.541743        39.0253     
  1164.53        500.000                 NaN   11.6010                 NaN            NaN            NaN            NaN   7.25288                 NaN   41.5877       0.532931        39.0255     
  1163.46        500.000                 NaN   6.46400        5.13797                 NaN            NaN            NaN   7.25440                 NaN   41.5869       0.531505        39.0252     
  1162.39        500.000                 NaN   10.1241        1.45502       0.578843E-003            NaN            NaN   7.24206                 NaN   41.6173       0.538789        39.0222     
  1161.32        500.000                 NaN   10.2141        1.36697       0.124370E-003            NaN            NaN   7.24213                 NaN   41.6160       0.538237        39.0225     
  1160.26        500.000                 NaN   11.6045                 NaN            NaN            NaN            NaN   7.25857                 NaN   41.5804       0.530914        39.0257     
  1159.19        500.000                 NaN   10.7773       0.811285       0.826781E-003            NaN            NaN   7.25285                 NaN   41.5984       0.533853        39.0256     
  1158.12        500.000                 NaN   7.83952        3.76731                 NaN            NaN            NaN   7.26263                 NaN   41.5749       0.529624        39.0261     
  1157.05        500.000                 NaN   8.19188        3.41618                 NaN            NaN            NaN   7.26441                 NaN   41.5726       0.528836        39.0261     
  1155.98        500.000                 NaN   9.99184        1.61199       0.187467E-003            NaN            NaN   7.26242                 NaN   41.5778       0.530121        39.0257     
  1154.91        500.000                 NaN   10.1698        1.43584                 NaN            NaN            NaN   7.26442                 NaN   41.5748       0.529361        39.0258     
  1153.85        500.000                 NaN   10.3448        1.26192       0.206132E-003            NaN            NaN   7.26641                 NaN   41.5722       0.528581        39.0258     
  1152.78        500.000                 NaN   10.5243        1.08542                 NaN            NaN            NaN   7.26913                 NaN   41.5674       0.527475        39.0263     
  1151.71        500.000                 NaN   10.7037       0.907923       0.247166E-003            NaN            NaN   7.27131                 NaN   41.5637       0.526536        39.0265     
  1150.64        500.000                 NaN   10.8836       0.730240       0.271359E-003            NaN            NaN   7.27377                 NaN   41.5598       0.525567        39.0268     
  1149.57        500.000                 NaN   11.0697       0.546369       0.303806E-003            NaN            NaN   7.27614                 NaN   41.5559       0.524567        39.0271     
  1148.50        500.000                 NaN   11.2603       0.358113       0.346214E-003            NaN            NaN   7.27853                 NaN   41.5518       0.523525        39.0274     
  1147.44        500.000                 NaN   11.4596       0.161143       0.407236E-003            NaN            NaN   7.28098                 NaN   41.5477       0.522503        39.0277     
  1146.37        500.000                 NaN   11.6236                 NaN            NaN            NaN            NaN   7.28334                 NaN   41.5437       0.521444        39.0279     
  1145.30        500.000                 NaN   11.6257                 NaN            NaN            NaN            NaN   7.28499                 NaN   41.5404       0.520656        39.0283     
  1144.23        500.000                 NaN   11.6279                 NaN            NaN            NaN            NaN   7.28685                 NaN   41.5366       0.519817        39.0288     
  1143.16        500.000                 NaN   11.6300                 NaN            NaN            NaN            NaN   7.28845                 NaN   41.5334       0.519011        39.0291     
  1142.09        500.000                 NaN   11.6323                 NaN            NaN            NaN            NaN   7.29019                 NaN   41.5298       0.518182        39.0295     
  1141.02        500.000                 NaN   11.6345                 NaN            NaN            NaN            NaN   7.29198                 NaN   41.5262       0.517338        39.0300     
  1139.96        500.000                 NaN   11.6367                 NaN            NaN            NaN            NaN   7.29376                 NaN   41.5227       0.516563        39.0304     
  1138.89        500.000                 NaN   11.6390                 NaN            NaN            NaN            NaN   7.29569                 NaN   41.5190       0.515628        39.0308     
  1137.82        500.000                 NaN   2.59635        9.03761                 NaN            NaN            NaN   7.29142                 NaN   41.5269       0.517547        39.0301     
  1136.75        500.000                 NaN   2.87752        8.75778                 NaN            NaN            NaN   7.29261                 NaN   41.5247       0.517002        39.0304     
  1135.68        500.000                 NaN   3.21568        8.42085                 NaN            NaN            NaN   7.29363                 NaN   41.5226       0.516564        39.0307     
  1134.61        500.000                 NaN   3.51748        8.12034                 NaN            NaN            NaN   7.29477                 NaN   41.5204       0.516064        39.0310     
  1133.55        500.000                 NaN   3.81336        7.82573                 NaN            NaN            NaN   7.29595                 NaN   41.5182       0.515557        39.0312     
  1132.48        500.000                 NaN   4.10597        7.53442                 NaN            NaN            NaN   7.29718                 NaN   41.5159       0.515038        39.0315     
  1131.41        500.000                 NaN   4.38900        7.25270                 NaN            NaN            NaN   7.29841                 NaN   41.5136       0.514519        39.0318     
  1130.34        500.000                 NaN   3.14215        8.51700                 NaN            NaN            NaN   7.31268                 NaN   41.4861       0.507829        39.0342     
  1129.27        500.000                 NaN   2.65694        9.00499                 NaN            NaN            NaN   7.31505                 NaN   41.4816       0.506734        39.0347     
  1128.20        500.000                 NaN   2.18140        9.48334                 NaN            NaN            NaN   7.31747                 NaN   41.4770       0.505621        39.0351     
  1127.14        500.000                 NaN   1.71494        9.95260                 NaN            NaN            NaN   7.31993                 NaN   41.4725       0.504479        39.0356     
  1126.07        500.000                 NaN   11.6734                 NaN            NaN            NaN            NaN   7.32409                 NaN   41.4636       0.502385        39.0365     
  1125.00        500.000                 NaN   11.6754                 NaN            NaN            NaN            NaN   7.32614                 NaN   41.4601       0.501483        39.0368     
  1123.93        500.000                 NaN   11.6776                 NaN            NaN            NaN            NaN   7.32825                 NaN   41.4565       0.500551        39.0371     
  1122.86        500.000                 NaN   11.6796                 NaN            NaN            NaN            NaN   7.33029       0.152016E-004   41.4530       0.499661        39.0374     
  1121.79        500.000                 NaN   11.6711                 NaN            NaN            NaN            NaN   7.32595       0.152486E-004   41.4640       0.502900        39.0360     
  1120.73        500.000                 NaN  0.255774E-005  0.948870        10.7334                 NaN            NaN   7.33277       0.135122E-004   41.4485       0.498554        39.0379     
  1119.66        500.000                 NaN   1.39686        10.2866                 NaN            NaN            NaN   7.33401       0.377254E-004   41.4463       0.498017        39.0381     
  1118.59        500.000                 NaN   4.79978        6.85109       0.195545E-002            NaN            NaN   7.31248       0.144170E-004   41.4908       0.509771        39.0341     
  1117.52        500.000                 NaN   2.27688        9.40927                 NaN            NaN            NaN   7.33665       0.365604E-004   41.4417       0.496874        39.0386     
  1116.45        500.000                 NaN   2.65339        9.03404                 NaN            NaN            NaN   7.33795       0.392966E-004   41.4394       0.496316        39.0389     
  1115.38        500.000                 NaN   3.04547        8.64334                 NaN            NaN            NaN   7.33933       0.403116E-004   41.4370       0.495722        39.0391     
  1114.32        500.000                 NaN   3.42545        8.26477                 NaN            NaN            NaN   7.34074       0.404002E-004   41.4345       0.495113        39.0394     
  1113.25        500.000                 NaN   3.79306        7.89861                 NaN            NaN            NaN   7.34218       0.403372E-004   41.4320       0.494490        39.0396     
  1112.18        500.000                 NaN   4.14915        7.54400                 NaN            NaN            NaN   7.34365       0.403088E-004   41.4294       0.493853        39.0399     
  1111.11        500.000                 NaN   4.49383        7.20083                 NaN            NaN            NaN   7.34516       0.403153E-004   41.4268       0.493201        39.0401     
  1110.04        500.000                 NaN   4.82720        6.86907                 NaN            NaN            NaN   7.34671       0.143346E-005   41.4241       0.492527        39.0404     
  1108.97        500.000                 NaN   5.14951        6.54828                 NaN            NaN            NaN   7.34827       0.404323E-004   41.4214       0.491849        39.0407     
  1107.91        500.000                 NaN   5.46080        6.23869                 NaN            NaN            NaN   7.34990       0.144998E-005   41.4185       0.491139        39.0409     
  1106.84        500.000                 NaN   5.76153        5.93960                 NaN            NaN            NaN   7.35153       0.146665E-005   41.4157       0.490425        39.0412     
  1105.77        500.000                 NaN   6.05348        5.64935                 NaN            NaN            NaN   7.35321       0.147836E-005   41.4128       0.489691        39.0415     
  1104.70        500.000                 NaN   6.33243        5.37217                 NaN            NaN            NaN   7.35493       0.148599E-005   41.4097       0.488931        39.0418     
  1103.63        500.000                 NaN   6.60382        5.10255                 NaN            NaN            NaN   7.35667       0.150068E-005   41.4067       0.488162        39.0421     
  1102.56        500.000                 NaN   6.86356        4.84465                 NaN            NaN            NaN   7.35847       0.123485E-005   41.4036       0.487367        39.0424     
  1101.50        500.000                 NaN   7.11346        4.59660                 NaN            NaN            NaN   7.36028       0.176712E-004   41.4004       0.486560        39.0427     
  1100.43        500.000                 NaN   7.35596        4.35607                 NaN            NaN            NaN   7.36216       0.155522E-005   41.3971       0.485714        39.0430     
  1099.36        500.000                 NaN   7.58807        4.12598                 NaN            NaN            NaN   7.36408       0.157586E-005   41.3937       0.484848        39.0433     
  1098.29        500.000                 NaN   7.81208        3.90400                 NaN            NaN            NaN   7.36603       0.160610E-005   41.3903       0.483965        39.0437     
  1097.22        500.000                 NaN   8.02940        3.68881                 NaN            NaN            NaN   7.36802       0.161772E-005   41.3867       0.483056        39.0440     
  1096.15        500.000                 NaN   8.23867        3.48172                 NaN            NaN            NaN   7.37008       0.164955E-005   41.3831       0.482114        39.0443     
  1095.09        500.000                 NaN   8.44378        3.27884                 NaN            NaN            NaN   7.37216       0.167494E-005   41.3794       0.481154        39.0447     
  1094.02        500.000                 NaN   8.64260        3.08232                 NaN            NaN            NaN   7.37428       0.171323E-005   41.3756       0.480167        39.0450     
  1092.95        500.000                 NaN   8.69135        3.03112                 NaN            NaN            NaN   7.37339       0.176340E-005   41.3784       0.481069        39.0446     
  1091.88        500.000                 NaN   8.89319        2.83202                 NaN            NaN            NaN   7.37580                 NaN   41.3740       0.479910        39.0451     
  1090.81        500.000                 NaN   9.09784        2.63015                 NaN            NaN            NaN   7.37824                 NaN   41.3696       0.478728        39.0455     
  1089.74        500.000                 NaN   9.41234        2.32243                 NaN            NaN            NaN   7.38324       0.172849E-005   41.3595       0.475947        39.0465     
  1088.67        500.000                 NaN   9.59255        2.14485                 NaN            NaN            NaN   7.38557       0.188251E-005   41.3553       0.474831        39.0469     
  1087.61        500.000                 NaN   9.78535        1.95477                 NaN            NaN            NaN   7.38798       0.190827E-005   41.3509       0.473672        39.0473     
  1086.54        500.000                 NaN   9.99214        1.75078                 NaN            NaN            NaN   7.39045       0.193614E-005   41.3464       0.472474        39.0477     
  1085.47        500.000                 NaN   10.1841        1.56171                 NaN            NaN            NaN   7.39295                 NaN   41.3419       0.471254        39.0481     
  1084.40        500.000                 NaN   10.3877        1.36109                 NaN            NaN            NaN   7.39551                 NaN   41.3372       0.469988        39.0485     
  1083.33        500.000                 NaN  0.732059        11.0156                 NaN            NaN            NaN   7.39614                 NaN   41.3378       0.469980        39.0484     
  1082.26        500.000                 NaN  0.592047        11.1596                 NaN            NaN            NaN   7.39923       0.302367E-004   41.3317       0.468375        39.0490     
  1081.20        500.000                 NaN   11.0625       0.695851                 NaN            NaN            NaN   7.40362                 NaN   41.3222       0.465939        39.0499     
  1080.13        500.000                 NaN   11.3308       0.431059                 NaN            NaN            NaN   7.40650       0.257842E-004   41.3168       0.464469        39.0504     
  1079.06        500.000                 NaN   11.6247       0.140874                 NaN            NaN            NaN   7.40949       0.533989E-005   41.3112       0.462928        39.0508     
  1077.99        500.000                 NaN   11.4228       0.345880                 NaN            NaN            NaN   7.41165                 NaN   41.3066       0.461876        39.0511     
  1076.92        500.000                 NaN   9.34963       0.559741E-003  0.460969E-002            NaN            NaN   6.98909        1.37969        42.2323       0.690101        39.3540     
  1075.85        500.000                 NaN   7.84483       0.561912E-004            NaN            NaN            NaN   7.02927        2.56903        42.1420       0.696547        39.7183     
  1074.79        500.000                 NaN   11.3436                 NaN            NaN            NaN            NaN   7.38154       0.290909        41.3734       0.481173        39.1294     
  1073.72        500.000                 NaN   11.2318                 NaN            NaN            NaN            NaN   7.36315       0.355172        41.4134       0.492640        39.1439     
  1072.65        500.000                 NaN   10.2525                 NaN            NaN            NaN            NaN   7.28546        1.02027        41.5797       0.540190        39.3219     
  1071.58        500.000                 NaN   9.90789                 NaN            NaN            NaN            NaN   7.25393        1.24938        41.6470       0.559565        39.3823     
  1070.51        500.000                 NaN   9.65903       0.991938E-005            NaN            NaN            NaN   7.23125        1.41475        41.6953       0.573665        39.4260     
  1069.44        500.000                 NaN   9.68282                 NaN            NaN            NaN            NaN   7.23479        1.40050        41.6878       0.571532        39.4226     
  1068.38        500.000                 NaN   7.73766       0.289640E-004            NaN            NaN            NaN   7.02006        2.65641        42.1395       0.700578        39.7458     
  1067.31        500.000                 NaN   7.71996       0.270280E-004            NaN            NaN            NaN   7.01975        2.66814        42.1432       0.700593        39.7484     
  1066.24        500.000                 NaN   9.18833                 NaN            NaN            NaN            NaN   7.18905        1.72829        41.7853       0.599873        39.5091     
  1065.17        500.000                 NaN   7.63030       0.317501E-004            NaN            NaN            NaN   7.01402        2.71404        42.1752       0.707490        39.7590     
  1064.10        500.000                 NaN   7.58685       0.352793E-004            NaN            NaN            NaN   7.01240        2.74141        42.1834       0.709847        39.7660     
  1063.03        500.000                 NaN   7.58925       0.218484E-003            NaN            NaN            NaN   7.01095        2.73964        42.1851       0.710190        39.7647     
  1061.97        500.000                 NaN   8.95306                 NaN            NaN            NaN            NaN   7.17165        1.88754        41.8231       0.612418        39.5522     
  1060.90        500.000                 NaN   8.88312                 NaN            NaN            NaN            NaN   7.16538        1.93425        41.8363       0.616261        39.5647     
  1059.83        500.000                 NaN   7.58305       0.174053E-003            NaN            NaN            NaN   7.00981        2.76157        42.1637       0.707314        39.7744     
  1058.76        500.000                 NaN   7.55908       0.157759E-004            NaN            NaN            NaN   7.00688        2.77692        42.1703       0.708800        39.7780     
  1057.69        500.000                 NaN   7.53819                 NaN            NaN            NaN            NaN   7.00909        2.77676        42.1874       0.712129        39.7764     
  1056.62        500.000                 NaN   7.54446       0.356948E-005            NaN            NaN            NaN   7.01048        2.77357        42.1844       0.711298        39.7758     
  1055.56        500.000                 NaN   8.58172                 NaN            NaN            NaN            NaN   7.13779        2.13485        41.8947       0.632701        39.6183     
  1054.49        500.000                 NaN   8.53417                 NaN            NaN            NaN            NaN   7.13387        2.16672        41.9031       0.635275        39.6268     
  1053.42        500.000                 NaN   8.45975                 NaN            NaN            NaN            NaN   7.12830        2.21647        41.9163       0.639087        39.6401     
  1052.35        500.000                 NaN   7.37426       0.153789E-003            NaN            NaN            NaN   6.99741        2.88307        42.2162       0.722429        39.8065     
  1051.28        500.000                 NaN   8.41069                 NaN            NaN            NaN            NaN   7.12408        2.25399        41.9164       0.642274        39.6526     
  1050.21        500.000                 NaN   8.37397                 NaN            NaN            NaN            NaN   7.12066        2.27485        41.9306       0.643695        39.6562     
  1049.15        500.000                 NaN   8.33835                 NaN            NaN            NaN            NaN   7.11783        2.29894        41.9365       0.645545        39.6628     
  1048.08        500.000                 NaN   8.30365                 NaN            NaN            NaN            NaN   7.11497        2.32244        41.9423       0.647340        39.6693     
  1047.01        500.000                 NaN   8.25997                 NaN            NaN            NaN            NaN   7.11140        2.35158        41.9502       0.649756        39.6771     
  1045.94        500.000                 NaN   8.23501                 NaN            NaN            NaN            NaN   7.10988        2.36865        41.9535       0.651091        39.6819     
  1044.87        500.000                 NaN   8.20475                 NaN            NaN            NaN            NaN   7.10739        2.38934        41.9585       0.652483        39.6876     
  1043.80        500.000                 NaN   7.81488       0.633667E-004   1.18538                 NaN            NaN   6.98935        1.64835        42.2316       0.695902        39.4344     
  1042.73        500.000                 NaN   7.31027                 NaN            NaN            NaN            NaN   6.98776        2.94828        42.2085       0.720333        39.8248     
  1041.67        500.000                 NaN   9.43634       0.234657E-004            NaN            NaN            NaN   7.29005        1.64308        41.5862       0.542389        39.5019     
  1040.60        500.000                 NaN   7.23295       0.220897E-004            NaN            NaN            NaN   6.98849        2.98412        42.2331       0.727150        39.8342     
  1039.53        500.000                 NaN   7.21921       0.218627E-004            NaN            NaN            NaN   6.98772        2.99362        42.2347       0.727751        39.8369     
  1038.46        500.000                 NaN   7.20570       0.218363E-004            NaN            NaN            NaN   6.98700        3.00294        42.2364       0.728332        39.8396     
  1037.39        500.000                 NaN   7.19228       0.370045E-004            NaN            NaN            NaN   6.98625        3.01225        42.2380       0.728922        39.8422     
  1036.32        500.000                 NaN   7.17904       0.217924E-004            NaN            NaN            NaN   6.98555        3.02140        42.2396       0.729491        39.8449     
  1035.26        500.000                 NaN   7.16601       0.217689E-004            NaN            NaN            NaN   6.98483        3.03045        42.2412       0.730062        39.8475     
  1034.19        500.000                 NaN   7.15312       0.217363E-004            NaN            NaN            NaN   6.98416        3.03937        42.2427       0.730609        39.8500     
  1033.12        500.000                 NaN   7.14047       0.193539E-004            NaN            NaN            NaN   6.98351        3.04815        42.2442       0.731147        39.8525     
  1032.05        500.000                 NaN   7.12791       0.195465E-004            NaN            NaN            NaN   6.98285        3.05687        42.2456       0.731684        39.8550     
  1030.98        500.000                 NaN   7.11553                 NaN            NaN            NaN            NaN   6.98221        3.06548        42.2471       0.732213        39.8575     
  1029.91        500.000                 NaN   7.10327       0.216621E-004            NaN            NaN            NaN   6.98159        3.07399        42.2485       0.732730        39.8599     
  1028.85        500.000                 NaN   7.09121                 NaN            NaN            NaN            NaN   6.98097        3.08240        42.2498       0.733241        39.8624     
  1027.78        500.000                 NaN   7.07927                 NaN            NaN            NaN            NaN   6.98036        3.09071        42.2512       0.733745        39.8648     
  1026.71        500.000                 NaN   7.06738                 NaN            NaN            NaN            NaN   6.97977        3.09897        42.2525       0.734244        39.8671     
  1025.64        500.000                 NaN   7.05574                 NaN            NaN            NaN            NaN   6.97920        3.10709        42.2537       0.734731        39.8695     
  1024.57        500.000                 NaN   7.04424                 NaN            NaN            NaN            NaN   6.97864        3.11511        42.2550       0.735210        39.8718     
  1023.50        500.000                 NaN   7.03285                 NaN            NaN            NaN            NaN   6.97809        3.12306        42.2562       0.735682        39.8741     
  1022.44        500.000                 NaN   7.02160                 NaN            NaN            NaN            NaN   6.97755        3.13092        42.2574       0.736146        39.8764     
  1021.37        500.000                 NaN   7.01047                 NaN            NaN            NaN            NaN   6.97703        3.13870        42.2585       0.736604        39.8787     
  1020.30        500.000                 NaN   6.99941                 NaN            NaN            NaN            NaN   6.97650        3.14644        42.2597       0.737059        39.8809     
  1019.23        500.000                 NaN   6.98870                 NaN            NaN            NaN            NaN   6.97602        3.15394        42.2607       0.737493        39.8831     
  1018.16        500.000                 NaN   6.97783                 NaN            NaN            NaN            NaN   6.97552        3.16154        42.2618       0.737939        39.8853     
  1017.09        500.000                 NaN   6.96719                 NaN            NaN            NaN            NaN   6.97504        3.16900        42.2629       0.738370        39.8875     
  1016.03        500.000                 NaN   6.95668                 NaN            NaN            NaN            NaN   6.97456        3.17637        42.2639       0.738803        39.8897     
  1014.96        500.000                 NaN   6.94629                 NaN            NaN            NaN            NaN   6.97411        3.18366        42.2649       0.739208        39.8918     
  1013.89        500.000                 NaN   6.93604                 NaN            NaN            NaN            NaN   6.97368        3.19085        42.2659       0.739625        39.8939     
  1012.82        500.000                 NaN   6.92577                 NaN            NaN            NaN            NaN   6.97323        3.19807        42.2669       0.740033        39.8960     
  1011.75        500.000                 NaN   6.91574                 NaN            NaN            NaN            NaN   6.97280        3.20513        42.2678       0.740430        39.8981     
  1010.68        500.000                 NaN   6.90585                 NaN            NaN            NaN            NaN   6.97238        3.21212        42.2687       0.740813        39.9002     
  1009.62        500.000                 NaN   6.89595                 NaN            NaN            NaN            NaN   6.97197        3.21907        42.2696       0.741209        39.9022     
  1008.55        500.000                 NaN   6.88623                 NaN            NaN            NaN            NaN   6.97157        3.22595        42.2704       0.741582        39.9042     
  1007.48        500.000                 NaN   6.87658                 NaN            NaN            NaN            NaN   6.97118        3.23275        42.2713       0.741958        39.9062     
  1006.41        500.000                 NaN   6.86711                 NaN            NaN            NaN            NaN   6.97083        3.23942        42.2721       0.742332        39.9082     
  1005.34        500.000                 NaN   6.85766                 NaN            NaN            NaN            NaN   6.97045        3.24610        42.2729       0.742697        39.9102     
  1004.27        500.000                 NaN   6.84831                 NaN            NaN            NaN            NaN   6.97009        3.25272        42.2736       0.743054        39.9122     
  1003.21        500.000                 NaN   6.83903                 NaN            NaN            NaN            NaN   6.96974        3.25928        42.2744       0.743409        39.9141     
  1002.14        500.000                 NaN   6.82989                 NaN            NaN            NaN            NaN   6.96941        3.26577        42.2751       0.743753        39.9161     
  1001.07        500.000                 NaN   6.82075                 NaN            NaN            NaN            NaN   6.96908        3.27223        42.2758       0.744108        39.9180     
