|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.75/TIS/TIS_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         an             O(HP)          San(TH)        ilm            q             
  1198.72        500.000        85.3157       0.630788       0.936760                 NaN            NaN            NaN   1.17473                 NaN   5.76480       0.488935E-001   6.12837     
  1197.65        500.000        65.9747        2.40041       0.985455                 NaN            NaN            NaN   2.62097                 NaN   13.6910       0.119943        14.2076     
  1196.58        500.000        90.7416       0.386752       0.541794                 NaN            NaN            NaN  0.699462                 NaN   4.00123       0.320078E-001   3.59715     
  1195.51        500.000        96.8678       0.156702       0.305382                 NaN            NaN            NaN  0.327019                 NaN  0.762222       0.152860E-001   1.56563     
  1194.44        500.000        99.6697       0.960343E-001            NaN            NaN            NaN            NaN  0.321710E-001  0.380500E-003  0.199455       0.222176E-002            NaN
  1193.38        500.000        99.6715       0.951516E-001            NaN            NaN            NaN            NaN  0.318340E-001  0.428693E-003  0.198898       0.221611E-002            NaN
  1192.31        500.000        99.6732       0.943180E-001            NaN            NaN            NaN            NaN  0.314872E-001  0.461262E-003  0.198299       0.220610E-002            NaN
  1191.24        500.000        99.6670       0.909408E-001            NaN            NaN            NaN            NaN  0.294265E-001  0.509119E-003  0.210029       0.211158E-002            NaN
  1190.17        500.000                 NaN   8.49492                 NaN            NaN            NaN            NaN   6.97758                 NaN   43.7789       0.307353        40.4413     
  1189.10        500.000                 NaN   3.89946        4.58256                 NaN            NaN            NaN   6.96604                 NaN   43.8029       0.310384        40.4386     
  1188.03        500.000                 NaN   6.12547        2.33812                 NaN            NaN            NaN   6.95075                 NaN   43.8353       0.314413        40.4359     
  1186.96        500.000                 NaN   3.39233        5.08432                 NaN            NaN            NaN   6.96797                 NaN   43.8086       0.310689        40.4361     
  1185.90        500.000                 NaN   4.12760        4.35755                 NaN            NaN            NaN   6.97104                 NaN   43.7932       0.309364        40.4413     
  1184.83        500.000                 NaN   4.86500        3.61671                 NaN            NaN            NaN   6.96882                 NaN   43.7980       0.310046        40.4414     
  1183.76        500.000                 NaN  0.518648        7.98350                 NaN            NaN            NaN   6.98715                 NaN   43.7581       0.305058        40.4476     
  1182.69        500.000                 NaN   3.11115        5.28413       0.373067E-005            NaN            NaN   6.92044                 NaN   43.9237       0.323259        40.4373     
  1181.62        500.000                 NaN   3.03928        5.35993       0.469123E-005            NaN            NaN   6.92456                 NaN   43.9154       0.322151        40.4386     
  1180.55        500.000                 NaN   3.02414       0.475452E-004   5.37660                 NaN            NaN   6.92868                 NaN   43.9098       0.321328        40.4394     
  1179.49        500.000                 NaN   4.82440        3.66961                 NaN            NaN            NaN   6.97959                 NaN   43.7734       0.306446        40.4465     
  1178.42        500.000                 NaN   3.95878        4.53464                 NaN            NaN            NaN   6.98235                 NaN   43.7702       0.306090        40.4479     
  1177.35        500.000                 NaN   6.87999        1.60138       0.230985E-005            NaN            NaN   6.97101                 NaN   43.7891       0.308906        40.4496     
  1176.28        500.000                 NaN   2.65186       0.474943E-004   5.76541       0.831404E-006            NaN   6.93923                 NaN   43.8806       0.318360        40.4445     
  1175.21        500.000                 NaN   7.15512        1.33604       0.820849E-004            NaN            NaN   6.97159                 NaN   43.7747       0.308717        40.4538     
  1174.14        500.000                 NaN   7.18294        1.30866       0.243304E-004            NaN            NaN   6.97438                 NaN   43.7711       0.308423        40.4545     
  1173.08        500.000                 NaN   7.22313        1.26919       0.112082E-003            NaN            NaN   6.97713                 NaN   43.7672       0.308020        40.4552     
  1172.01        500.000                 NaN   7.13176        1.35537       0.323445E-004            NaN            NaN   6.97243                 NaN   43.7746       0.310387        40.4554     
  1170.94        500.000                 NaN   7.18741        1.30093       0.389590E-003            NaN            NaN   6.97534                 NaN   43.7697       0.309792        40.4564     
  1169.87        500.000                 NaN   2.79406       0.474871E-004   5.61671       0.263900E-005            NaN   6.94977                 NaN   43.8776       0.317348        40.4444     
  1168.80        500.000                 NaN   3.39500        5.11653                 NaN            NaN            NaN   7.00487                 NaN   43.7246       0.301590        40.4574     
  1167.73        500.000                 NaN   4.00493        4.50678                 NaN            NaN            NaN   7.00673                 NaN   43.7221       0.301411        40.4581     
  1166.67        500.000                 NaN   4.00898        4.50381                 NaN            NaN            NaN   7.00923                 NaN   43.7184       0.300679        40.4589     
  1165.60        500.000                 NaN   7.42638        1.06704       0.395467E-003            NaN            NaN   6.99466                 NaN   43.7466       0.305138        40.4598     
  1164.53        500.000                 NaN   8.51651                 NaN            NaN            NaN            NaN   7.01189                 NaN   43.7102       0.300173        40.4613     
  1163.46        500.000                 NaN   4.73003        3.78706                 NaN            NaN            NaN   7.01331                 NaN   43.7087       0.299364        40.4615     
  1162.39        500.000                 NaN   7.40881        1.08858       0.429462E-003            NaN            NaN   7.00120                 NaN   43.7392       0.303455        40.4583     
  1161.32        500.000                 NaN   7.47624        1.02292       0.922978E-004            NaN            NaN   7.00122                 NaN   43.7372       0.303137        40.4592     
  1160.26        500.000                 NaN   8.51934                 NaN            NaN            NaN            NaN   7.01724                 NaN   43.7003       0.299014        40.4641     
  1159.19        500.000                 NaN   7.89684       0.607728       0.614327E-003            NaN            NaN   7.01160                 NaN   43.7182       0.300661        40.4643     
  1158.12        500.000                 NaN   5.74169        2.77969                 NaN            NaN            NaN   7.02109                 NaN   43.6934       0.298276        40.4659     
  1157.05        500.000                 NaN   6.00106        2.52133                 NaN            NaN            NaN   7.02278                 NaN   43.6904       0.297827        40.4666     
  1155.98        500.000                 NaN   7.32115        1.19761       0.138399E-003            NaN            NaN   7.02079                 NaN   43.6951       0.298543        40.4667     
  1154.91        500.000                 NaN   7.45301        1.06704                 NaN            NaN            NaN   7.02271                 NaN   43.6915       0.298111        40.4676     
  1153.85        500.000                 NaN   7.58302       0.938053       0.152268E-003            NaN            NaN   7.02458                 NaN   43.6883       0.297666        40.4683     
  1152.78        500.000                 NaN   7.71666       0.807082                 NaN            NaN            NaN   7.02718                 NaN   43.6826       0.297037        40.4694     
  1151.71        500.000                 NaN   7.85006       0.675298       0.182692E-003            NaN            NaN   7.02926                 NaN   43.6783       0.296503        40.4704     
  1150.64        500.000                 NaN   7.98393       0.543298       0.200635E-003            NaN            NaN   7.03161                 NaN   43.6736       0.295952        40.4714     
  1149.57        500.000                 NaN   8.12250       0.406621       0.224698E-003            NaN            NaN   7.03387                 NaN   43.6690       0.295383        40.4724     
  1148.50        500.000                 NaN   8.26455       0.266599       0.256148E-003            NaN            NaN   7.03616                 NaN   43.6642       0.294791        40.4734     
  1147.44        500.000                 NaN   8.41313       0.120003       0.301399E-003            NaN            NaN   7.03849                 NaN   43.6594       0.294211        40.4744     
  1146.37        500.000                 NaN   8.53551                 NaN            NaN            NaN            NaN   7.04075                 NaN   43.6547       0.293609        40.4754     
  1145.30        500.000                 NaN   8.53715                 NaN            NaN            NaN            NaN   7.04232                 NaN   43.6508       0.293161        40.4766     
  1144.23        500.000                 NaN   8.53901                 NaN            NaN            NaN            NaN   7.04410                 NaN   43.6464       0.292683        40.4778     
  1143.16        500.000                 NaN   8.54070                 NaN            NaN            NaN            NaN   7.04562                 NaN   43.6425       0.292224        40.4790     
  1142.09        500.000                 NaN   8.54253                 NaN            NaN            NaN            NaN   7.04728                 NaN   43.6383       0.291753        40.4802     
  1141.02        500.000                 NaN   8.54434                 NaN            NaN            NaN            NaN   7.04900                 NaN   43.6341       0.291272        40.4813     
  1139.96        500.000                 NaN   8.54610                 NaN            NaN            NaN            NaN   7.05069                 NaN   43.6299       0.290831        40.4825     
  1138.89        500.000                 NaN   8.54799                 NaN            NaN            NaN            NaN   7.05253                 NaN   43.6255       0.290300        40.4837     
  1137.82        500.000                 NaN   1.88964        6.65375                 NaN            NaN            NaN   7.04836                 NaN   43.6333       0.291374        40.4836     
  1136.75        500.000                 NaN   2.09460        6.44984                 NaN            NaN            NaN   7.04948                 NaN   43.6305       0.291062        40.4846     
  1135.68        500.000                 NaN   2.34115        6.20424                 NaN            NaN            NaN   7.05044                 NaN   43.6277       0.290810        40.4857     
  1134.61        500.000                 NaN   2.56128        5.98509                 NaN            NaN            NaN   7.05152                 NaN   43.6249       0.290524        40.4867     
  1133.55        500.000                 NaN   2.77719        5.77017                 NaN            NaN            NaN   7.05263                 NaN   43.6221       0.290233        40.4877     
  1132.48        500.000                 NaN   2.99078        5.55760                 NaN            NaN            NaN   7.05379                 NaN   43.6192       0.289936        40.4887     
  1131.41        500.000                 NaN   3.19747        5.35193                 NaN            NaN            NaN   7.05495                 NaN   43.6163       0.289639        40.4897     
  1130.34        500.000                 NaN   2.31959        6.24535                 NaN            NaN            NaN   7.06876                 NaN   43.5872       0.285869        40.4932     
  1129.27        500.000                 NaN   1.96219        6.60507                 NaN            NaN            NaN   7.07104                 NaN   43.5820       0.285248        40.4944     
  1128.20        500.000                 NaN   1.61168        6.95795                 NaN            NaN            NaN   7.07335                 NaN   43.5768       0.284617        40.4956     
  1127.14        500.000                 NaN   1.26757        7.30429                 NaN            NaN            NaN   7.07571                 NaN   43.5716       0.283970        40.4969     
  1126.07        500.000                 NaN   8.57668                 NaN            NaN            NaN            NaN   7.07975                 NaN   43.5620       0.282787        40.4988     
  1125.00        500.000                 NaN   8.57843                 NaN            NaN            NaN            NaN   7.08170                 NaN   43.5578       0.282275        40.4998     
  1123.93        500.000                 NaN   8.58025                 NaN            NaN            NaN            NaN   7.08370                 NaN   43.5534       0.281745        40.5009     
  1122.86        500.000                 NaN   8.58196                 NaN            NaN            NaN            NaN   7.08565       0.933461E-005   43.5493       0.281239        40.5019     
  1121.79        500.000                 NaN   8.57446                 NaN            NaN            NaN            NaN   7.08139       0.936323E-005   43.5602       0.283055        40.5009     
  1120.73        500.000                 NaN  0.189937E-005  0.692454        7.89156                 NaN            NaN   7.08799       0.829640E-005   43.5436       0.280606        40.5038     
  1119.66        500.000                 NaN   1.01955        7.56543                 NaN            NaN            NaN   7.08916       0.231661E-004   43.5408       0.280298        40.5048     
  1118.59        500.000                 NaN   3.55576        5.00159       0.143829E-002            NaN            NaN   7.06814       0.885113E-005   43.5859       0.286902        40.5003     
  1117.52        500.000                 NaN   1.66262        6.92451                 NaN            NaN            NaN   7.09165       0.224494E-004   43.5349       0.279645        40.5067     
  1116.45        500.000                 NaN   1.93766        6.65048                 NaN            NaN            NaN   7.09288       0.241294E-004   43.5320       0.279326        40.5076     
  1115.38        500.000                 NaN   2.22435        6.36489                 NaN            NaN            NaN   7.09418       0.247521E-004   43.5290       0.278987        40.5086     
  1114.32        500.000                 NaN   2.50230        6.08808                 NaN            NaN            NaN   7.09552       0.248060E-004   43.5259       0.278639        40.5096     
  1113.25        500.000                 NaN   2.77130        5.82025                 NaN            NaN            NaN   7.09689       0.247668E-004   43.5227       0.278284        40.5105     
  1112.18        500.000                 NaN   3.03197        5.56078                 NaN            NaN            NaN   7.09828       0.247490E-004   43.5195       0.277920        40.5115     
  1111.11        500.000                 NaN   3.28439        5.30959                 NaN            NaN            NaN   7.09971       0.247524E-004   43.5163       0.277548        40.5125     
  1110.04        500.000                 NaN   3.52863        5.06666                 NaN            NaN            NaN   7.10118       0.880069E-006   43.5129       0.277164        40.5135     
  1108.97        500.000                 NaN   3.76485        4.83168                 NaN            NaN            NaN   7.10266       0.248233E-004   43.5095       0.276778        40.5145     
  1107.91        500.000                 NaN   3.99311        4.60484                 NaN            NaN            NaN   7.10420       0.890179E-006   43.5060       0.276373        40.5154     
  1106.84        500.000                 NaN   4.21372        4.38557                 NaN            NaN            NaN   7.10575       0.900396E-006   43.5025       0.275967        40.5164     
  1105.77        500.000                 NaN   4.42798        4.17271                 NaN            NaN            NaN   7.10734       0.907570E-006   43.4990       0.275548        40.5175     
  1104.70        500.000                 NaN   4.63280        3.96936                 NaN            NaN            NaN   7.10898       0.912236E-006   43.4953       0.275116        40.5185     
  1103.63        500.000                 NaN   4.83218        3.77144                 NaN            NaN            NaN   7.11064       0.921235E-006   43.4916       0.274678        40.5195     
  1102.56        500.000                 NaN   5.02308        3.58206                 NaN            NaN            NaN   7.11234       0.757982E-006   43.4878       0.274226        40.5205     
  1101.50        500.000                 NaN   5.20687        3.39981                 NaN            NaN            NaN   7.11406       0.108468E-004   43.4840       0.273767        40.5215     
  1100.43        500.000                 NaN   5.38531        3.22302                 NaN            NaN            NaN   7.11585       0.954668E-006   43.4800       0.273286        40.5226     
  1099.36        500.000                 NaN   5.55621        3.05382                 NaN            NaN            NaN   7.11768       0.967319E-006   43.4759       0.272794        40.5236     
  1098.29        500.000                 NaN   5.72125        2.89048                 NaN            NaN            NaN   7.11954       0.985863E-006   43.4718       0.272292        40.5246     
  1097.22        500.000                 NaN   5.88145        2.73207                 NaN            NaN            NaN   7.12143       0.992977E-006   43.4676       0.271776        40.5257     
  1096.15        500.000                 NaN   6.03583        2.57952                 NaN            NaN            NaN   7.12339       0.101250E-005   43.4632       0.271242        40.5268     
  1095.09        500.000                 NaN   6.18725        2.43000                 NaN            NaN            NaN   7.12538       0.102807E-005   43.4589       0.270697        40.5278     
  1094.02        500.000                 NaN   6.33411        2.28507                 NaN            NaN            NaN   7.12740       0.105155E-005   43.4544       0.270137        40.5289     
  1092.95        500.000                 NaN   6.37105        2.24591                 NaN            NaN            NaN   7.12649       0.108233E-005   43.4568       0.270639        40.5291     
  1091.88        500.000                 NaN   6.52027        2.09902                 NaN            NaN            NaN   7.12879                 NaN   43.4517       0.269982        40.5303     
  1090.81        500.000                 NaN   6.67166        1.94999                 NaN            NaN            NaN   7.13113                 NaN   43.4465       0.269312        40.5314     
  1089.74        500.000                 NaN   6.90373        1.72379                 NaN            NaN            NaN   7.13594       0.106084E-005   43.4355       0.267744        40.5333     
  1088.67        500.000                 NaN   7.03732        1.59242                 NaN            NaN            NaN   7.13818       0.115536E-005   43.4306       0.267111        40.5344     
  1087.61        500.000                 NaN   7.18035        1.45169                 NaN            NaN            NaN   7.14048       0.117116E-005   43.4255       0.266454        40.5355     
  1086.54        500.000                 NaN   7.33383        1.30058                 NaN            NaN            NaN   7.14284       0.118824E-005   43.4203       0.265776        40.5367     
  1085.47        500.000                 NaN   7.47642        1.16043                 NaN            NaN            NaN   7.14523                 NaN   43.4150       0.265085        40.5378     
  1084.40        500.000                 NaN   7.62777        1.01162                 NaN            NaN            NaN   7.14768                 NaN   43.4096       0.264369        40.5390     
  1083.33        500.000                 NaN  0.547419        8.09098                 NaN            NaN            NaN   7.14823                 NaN   43.4096       0.264358        40.5394     
  1082.26        500.000                 NaN  0.442791        8.19899                 NaN            NaN            NaN   7.15121       0.185528E-004   43.4028       0.263451        40.5408     
  1081.20        500.000                 NaN   8.12994       0.517577                 NaN            NaN            NaN   7.15544                 NaN   43.3924       0.262077        40.5425     
  1080.13        500.000                 NaN   8.32978       0.320713                 NaN            NaN            NaN   7.15820       0.158201E-004   43.3863       0.261246        40.5438     
  1079.06        500.000                 NaN   8.54879       0.104838                 NaN            NaN            NaN   7.16107       0.327680E-005   43.3799       0.260375        40.5450     
  1077.99        500.000                 NaN   8.40065       0.256058                 NaN            NaN            NaN   7.16311                 NaN   43.3745       0.259778        40.5459     
  1076.92        500.000                 NaN   6.82374       0.407373E-003  0.344948E-002            NaN            NaN   6.75262       0.846519        44.3367       0.388015        40.8485     
  1075.85        500.000                 NaN   5.86026       0.413038E-004            NaN            NaN            NaN   6.78532        1.57480        44.1979       0.391281        41.1904     
  1074.79        500.000                 NaN   8.35691                 NaN            NaN            NaN            NaN   7.13297       0.178513        43.4372       0.270581        40.6238     
  1073.72        500.000                 NaN   8.27485                 NaN            NaN            NaN            NaN   7.11492       0.217934        43.4772       0.277014        40.6381     
  1072.65        500.000                 NaN   7.58212                 NaN            NaN            NaN            NaN   7.03778       0.625844        43.6388       0.303659        40.8118     
  1071.58        500.000                 NaN   7.33720                 NaN            NaN            NaN            NaN   7.00658       0.766292        43.7044       0.314512        40.8710     
  1070.51        500.000                 NaN   7.16043       0.729891E-005            NaN            NaN            NaN   6.98412       0.867636        43.7514       0.322408        40.9140     
  1069.44        500.000                 NaN   7.17762                 NaN            NaN            NaN            NaN   6.98756       0.858881        43.7433       0.321205        40.9115     
  1068.38        500.000                 NaN   5.78819       0.214710E-004            NaN            NaN            NaN   6.77613        1.62809        44.1909       0.393490        41.2232     
  1067.31        500.000                 NaN   5.77538       0.200505E-004            NaN            NaN            NaN   6.77575        1.63524        44.1939       0.393489        41.2262     
  1066.24        500.000                 NaN   6.82615                 NaN            NaN            NaN            NaN   6.94226        1.05968        43.8376       0.337065        40.9972     
  1065.17        500.000                 NaN   5.70876       0.235826E-004            NaN            NaN            NaN   6.76983        1.66321        44.2242       0.397329        41.2366     
  1064.10        500.000                 NaN   5.67744       0.262173E-004            NaN            NaN            NaN   6.76814        1.67993        44.2318       0.398639        41.2441     
  1063.03        500.000                 NaN   5.67839       0.162420E-003            NaN            NaN            NaN   6.76677        1.67882        44.2334       0.398828        41.2437     
  1061.97        500.000                 NaN   6.66008                 NaN            NaN            NaN            NaN   6.92484        1.15714        43.8720       0.344065        41.0419     
  1060.90        500.000                 NaN   6.61044                 NaN            NaN            NaN            NaN   6.91862        1.18573        43.8844       0.346210        41.0546     
  1059.83        500.000                 NaN   5.67824       0.129525E-003            NaN            NaN            NaN   6.76569        1.69218        44.2100       0.397198        41.2565     
  1058.76        500.000                 NaN   5.66099       0.117442E-004            NaN            NaN            NaN   6.76277        1.70153        44.2161       0.398022        41.2606     
  1057.69        500.000                 NaN   5.64367                 NaN            NaN            NaN            NaN   6.76466        1.70135        44.2320       0.399872        41.2584     
  1056.62        500.000                 NaN   5.64830       0.265848E-005            NaN            NaN            NaN   6.76599        1.69936        44.2284       0.399399        41.2585     
  1055.56        500.000                 NaN   6.39618                 NaN            NaN            NaN            NaN   6.89119        1.30844        43.9390       0.355381        41.1098     
  1054.49        500.000                 NaN   6.36249                 NaN            NaN            NaN            NaN   6.88728        1.32792        43.9467       0.356815        41.1188     
  1053.42        500.000                 NaN   6.30995                 NaN            NaN            NaN            NaN   6.88169        1.35835        43.9588       0.358941        41.1323     
  1052.35        500.000                 NaN   5.52714       0.114689E-003            NaN            NaN            NaN   6.75288        1.76620        44.2573       0.405597        41.2908     
  1051.28        500.000                 NaN   6.27571                 NaN            NaN            NaN            NaN   6.87757        1.38128        43.9581       0.360718        41.1466     
  1050.21        500.000                 NaN   6.24915                 NaN            NaN            NaN            NaN   6.87407        1.39400        43.9712       0.361501        41.1501     
  1049.15        500.000                 NaN   6.22399                 NaN            NaN            NaN            NaN   6.87122        1.40872        43.9764       0.362529        41.1571     
  1048.08        500.000                 NaN   6.19942                 NaN            NaN            NaN            NaN   6.86836        1.42307        43.9816       0.363527        41.1641     
  1047.01        500.000                 NaN   6.16851                 NaN            NaN            NaN            NaN   6.86479        1.44088        43.9886       0.364872        41.1723     
  1045.94        500.000                 NaN   6.15098                 NaN            NaN            NaN            NaN   6.86324        1.45129        43.9912       0.365612        41.1776     
  1044.87        500.000                 NaN   6.12957                 NaN            NaN            NaN            NaN   6.86075        1.46393        43.9955       0.366384        41.1838     
  1043.80        500.000                 NaN   5.69822       0.473218E-004  0.890979                 NaN            NaN   6.75084        1.01051        44.3119       0.390993        40.9465     
  1042.73        500.000                 NaN   5.48512                 NaN            NaN            NaN            NaN   6.74338        1.80582        44.2449       0.404359        41.3164     
  1041.67        500.000                 NaN   7.01727       0.175486E-004            NaN            NaN            NaN   7.03982        1.00705        43.6213       0.304671        41.0099     
  1040.60        500.000                 NaN   5.42820       0.165117E-004            NaN            NaN            NaN   6.74365        1.82759        44.2671       0.408149        41.3253     
  1039.53        500.000                 NaN   5.41854       0.163451E-004            NaN            NaN            NaN   6.74285        1.83336        44.2681       0.408477        41.3286     
  1038.46        500.000                 NaN   5.40905       0.163284E-004            NaN            NaN            NaN   6.74210        1.83902        44.2691       0.408794        41.3319     
  1037.39        500.000                 NaN   5.39962       0.276756E-004            NaN            NaN            NaN   6.74132        1.84467        44.2701       0.409116        41.3352     
  1036.32        500.000                 NaN   5.39030       0.163015E-004            NaN            NaN            NaN   6.74058        1.85023        44.2711       0.409426        41.3384     
  1035.26        500.000                 NaN   5.38117       0.162867E-004            NaN            NaN            NaN   6.73983        1.85572        44.2719       0.409737        41.3416     
  1034.19        500.000                 NaN   5.37210       0.162652E-004            NaN            NaN            NaN   6.73913        1.86114        44.2729       0.410035        41.3447     
  1033.12        500.000                 NaN   5.36322       0.144849E-004            NaN            NaN            NaN   6.73843        1.86647        44.2737       0.410329        41.3479     
  1032.05        500.000                 NaN   5.35440       0.146316E-004            NaN            NaN            NaN   6.73775        1.87176        44.2745       0.410621        41.3510     
  1030.98        500.000                 NaN   5.34571                 NaN            NaN            NaN            NaN   6.73707        1.87698        44.2753       0.410908        41.3540     
  1029.91        500.000                 NaN   5.33710       0.162206E-004            NaN            NaN            NaN   6.73641        1.88214        44.2760       0.411190        41.3571     
  1028.85        500.000                 NaN   5.32864                 NaN            NaN            NaN            NaN   6.73576        1.88724        44.2767       0.411467        41.3601     
  1027.78        500.000                 NaN   5.32027                 NaN            NaN            NaN            NaN   6.73512        1.89228        44.2774       0.411741        41.3632     
  1026.71        500.000                 NaN   5.31193                 NaN            NaN            NaN            NaN   6.73449        1.89729        44.2781       0.412012        41.3661     
  1025.64        500.000                 NaN   5.30377                 NaN            NaN            NaN            NaN   6.73389        1.90222        44.2787       0.412276        41.3691     
  1024.57        500.000                 NaN   5.29571                 NaN            NaN            NaN            NaN   6.73329        1.90708        44.2793       0.412536        41.3721     
  1023.50        500.000                 NaN   5.28773                 NaN            NaN            NaN            NaN   6.73271        1.91190        44.2799       0.412792        41.3750     
  1022.44        500.000                 NaN   5.27985                 NaN            NaN            NaN            NaN   6.73213        1.91666        44.2804       0.413044        41.3779     
  1021.37        500.000                 NaN   5.27205                 NaN            NaN            NaN            NaN   6.73157        1.92138        44.2810       0.413292        41.3808     
  1020.30        500.000                 NaN   5.26430                 NaN            NaN            NaN            NaN   6.73102        1.92606        44.2815       0.413538        41.3836     
  1019.23        500.000                 NaN   5.25681                 NaN            NaN            NaN            NaN   6.73050        1.93061        44.2819       0.413773        41.3864     
  1018.16        500.000                 NaN   5.24919                 NaN            NaN            NaN            NaN   6.72996        1.93521        44.2824       0.414014        41.3893     
  1017.09        500.000                 NaN   5.24175                 NaN            NaN            NaN            NaN   6.72944        1.93973        44.2828       0.414247        41.3921     
  1016.03        500.000                 NaN   5.23440                 NaN            NaN            NaN            NaN   6.72892        1.94419        44.2832       0.414481        41.3948     
  1014.96        500.000                 NaN   5.22713                 NaN            NaN            NaN            NaN   6.72845        1.94861        44.2835       0.414700        41.3976     
  1013.89        500.000                 NaN   5.21996                 NaN            NaN            NaN            NaN   6.72797        1.95296        44.2838       0.414925        41.4003     
  1012.82        500.000                 NaN   5.21278                 NaN            NaN            NaN            NaN   6.72749        1.95733        44.2842       0.415145        41.4031     
  1011.75        500.000                 NaN   5.20577                 NaN            NaN            NaN            NaN   6.72702        1.96160        44.2845       0.415359        41.4058     
  1010.68        500.000                 NaN   5.19887                 NaN            NaN            NaN            NaN   6.72657        1.96583        44.2847       0.415565        41.4085     
  1009.62        500.000                 NaN   5.19195                 NaN            NaN            NaN            NaN   6.72612        1.97004        44.2850       0.415778        41.4111     
  1008.55        500.000                 NaN   5.18517                 NaN            NaN            NaN            NaN   6.72568        1.97420        44.2852       0.415979        41.4138     
  1007.48        500.000                 NaN   5.17842                 NaN            NaN            NaN            NaN   6.72526        1.97831        44.2854       0.416181        41.4164     
  1006.41        500.000                 NaN   5.17182                 NaN            NaN            NaN            NaN   6.72486        1.98235        44.2856       0.416382        41.4190     
  1005.34        500.000                 NaN   5.16523                 NaN            NaN            NaN            NaN   6.72446        1.98638        44.2857       0.416578        41.4216     
  1004.27        500.000                 NaN   5.15871                 NaN            NaN            NaN            NaN   6.72406        1.99039        44.2859       0.416769        41.4242     
  1003.21        500.000                 NaN   5.15224                 NaN            NaN            NaN            NaN   6.72367        1.99435        44.2860       0.416960        41.4268     
  1002.14        500.000                 NaN   5.14587                 NaN            NaN            NaN            NaN   6.72330        1.99827        44.2861       0.417144        41.4294     
  1001.07        500.000                 NaN   5.13950                 NaN            NaN            NaN            NaN   6.72293        2.00217        44.2862       0.417334        41.4319     
