|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/GRV/GRV_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          ilm            San(TH)        q             
  1255.89        500.000                 NaN   96.3802                 NaN  0.855963                 NaN            NaN  0.489254       0.660599E-001  0.653723E-001   2.14320                 NaN
  1254.48        500.000                 NaN   96.5412                 NaN  0.809523                 NaN            NaN  0.467773       0.791070E-001  0.617773E-001   2.04057                 NaN
  1253.07        500.000                 NaN   96.6822                 NaN  0.784313                 NaN            NaN  0.448424       0.686762E-001  0.586776E-001   1.95771                 NaN
  1251.65        500.000                 NaN   96.8208                 NaN  0.755620                 NaN            NaN  0.429624       0.644088E-001  0.555635E-001   1.87397                 NaN
  1250.24        500.000                 NaN   96.9507                 NaN  0.729400                 NaN            NaN  0.411791       0.593284E-001  0.526044E-001   1.79622                 NaN
  1248.83        500.000                 NaN   97.0702                 NaN  0.707350                 NaN            NaN  0.395342       0.534675E-001  0.498002E-001   1.72384                 NaN
  1247.41        500.000                 NaN   97.1851                 NaN  0.684069                 NaN            NaN  0.379460       0.488066E-001  0.471712E-001   1.65544                 NaN
  1246.00        500.000                 NaN   97.2904                 NaN  0.661860                 NaN            NaN  0.364721       0.453935E-001  0.447842E-001   1.59279                 NaN
  1244.58        500.000                 NaN   97.3891                 NaN  0.643344                 NaN            NaN  0.350906       0.404732E-001  0.424462E-001   1.53375                 NaN
  1243.17        500.000                 NaN   97.4833                 NaN  0.623667                 NaN            NaN  0.337689       0.370655E-001  0.402948E-001   1.47797                 NaN
  1241.76        500.000                 NaN   97.5670                 NaN  0.605006                 NaN            NaN  0.325702       0.344882E-001  0.384082E-001   1.42936                 NaN
  1240.34        500.000                 NaN   97.6527                 NaN  0.591931                 NaN            NaN  0.313473       0.296452E-001  0.362363E-001   1.37597                 NaN
  1238.93        500.000                 NaN   97.7308                 NaN  0.575960                 NaN            NaN  0.302348       0.253690E-001  0.344483E-001   1.33105                 NaN
  1237.52        500.000                 NaN   97.8035                 NaN  0.560152                 NaN            NaN  0.291811       0.234959E-001  0.327978E-001   1.28828                 NaN
  1236.10        500.000                 NaN   97.8744                 NaN  0.550733                 NaN            NaN  0.281699       0.165754E-001  0.309422E-001   1.24565                 NaN
  1234.69        500.000                 NaN   97.9394                 NaN  0.537563                 NaN            NaN  0.272190       0.140301E-001  0.294340E-001   1.20735                 NaN
  1233.27        500.000                 NaN   98.0021                 NaN  0.525844                 NaN            NaN  0.263061       0.109316E-001  0.279269E-001   1.17016                 NaN
  1231.86        500.000                 NaN   98.0610                 NaN  0.520492                 NaN            NaN  0.254604       0.340305E-002  0.262909E-001   1.13424                 NaN
  1230.45        500.000                 NaN   98.1191                 NaN  0.507422                 NaN            NaN  0.246509       0.187228E-002  0.248627E-001   1.10027                 NaN
  1229.03        500.000                 NaN   98.1735                 NaN  0.496078                 NaN            NaN  0.239160       0.162483E-005  0.234818E-001   1.06780                 NaN
  1227.62        500.000                 NaN   98.2260                 NaN  0.482260                 NaN            NaN  0.232023       0.191012E-005  0.221976E-001   1.03749                 NaN
  1226.21        500.000                 NaN   98.2818                 NaN  0.467395                 NaN            NaN  0.223798                 NaN  0.211641E-001   1.00586                 NaN
  1224.79        500.000                 NaN   98.3364                 NaN  0.451330                 NaN            NaN  0.215410       0.160756E-004  0.202740E-001  0.976527                 NaN
  1223.38        500.000                 NaN   98.3852                 NaN  0.437995                 NaN            NaN  0.208004       0.285605E-003  0.193750E-001  0.949138                 NaN
  1221.96        500.000                 NaN   98.4288                 NaN  0.426953                 NaN            NaN  0.202341       0.207414E-003  0.182895E-001  0.923437                 NaN
  1220.55        500.000                 NaN   98.4769                 NaN  0.413204                 NaN            NaN  0.195336       0.131500E-003  0.174481E-001  0.896936                 NaN
  1219.14        500.000                 NaN   98.5218                 NaN  0.400464                 NaN            NaN  0.189426       0.128602E-003  0.164135E-001  0.871743                 NaN
  1217.72        500.000                 NaN   98.5644                 NaN  0.388764                 NaN            NaN  0.181889                 NaN  0.159927E-001  0.848944                 NaN
  1216.31        500.000                 NaN   70.3913                 NaN   3.58594                 NaN            NaN   2.47775                 NaN  0.124126        11.5370        11.8839     
  1214.90        500.000                 NaN   74.0363                 NaN   3.16877       0.139055E-003            NaN   2.16500                 NaN  0.103369        10.0940        10.4324     
  1213.48        500.000                 NaN   75.4958                 NaN   3.02637                 NaN            NaN   2.06756       0.271540E-001  0.933086E-001   9.48207        9.80770     
  1212.07        500.000                 NaN   80.3070                 NaN   2.41599                 NaN            NaN   1.65027       0.841009E-002  0.762731E-001   7.64158        7.90044     
  1210.65        500.000                 NaN   79.6817                 NaN   1.77491                 NaN            NaN   1.69111       0.396795       0.985106E-001   8.10463        8.25232     
  1209.24        500.000                 NaN   85.5267                 NaN  0.394241       0.922241                 NaN   1.17375       0.218087       0.634101E-001   5.56240        6.13914     
  1207.83        500.000                 NaN   82.1426                 NaN   2.19110       0.185640                 NaN   1.47199                 NaN  0.650101E-001   6.87509        7.06854     
  1206.41        500.000                 NaN   94.3140                 NaN  0.615409                 NaN            NaN  0.503841       0.982202E-001  0.198323E-001   2.26813        2.18053     
  1205.00        500.000                 NaN   85.3160                 NaN  0.485815                 NaN            NaN   1.31032       0.801317       0.522287E-001   5.81210        6.22224     
  1203.58        500.000                 NaN   52.6576                 NaN   4.63304                 NaN            NaN   3.68129                 NaN  0.207234        18.8031        20.0178     
  1202.17        500.000                 NaN   83.7481                 NaN  0.141183       0.224689E-004            NaN   1.28909       0.607592       0.847547E-001   6.79804        7.33125     
  1200.76        500.000                 NaN   96.7674                 NaN   2.91188                 NaN            NaN  0.320680                 NaN            NaN            NaN            NaN
  1199.34        500.000                 NaN   99.5549                 NaN  0.214685                 NaN            NaN            NaN            NaN            NaN  0.230373                 NaN
  1197.93        500.000                 NaN   99.6161                 NaN  0.325104                 NaN            NaN  0.588252E-001            NaN            NaN            NaN            NaN
  1196.52        500.000                 NaN   99.0577                 NaN            NaN            NaN            NaN  0.434229E-002            NaN  0.226811E-002  0.935668                 NaN
  1195.10        500.000                 NaN   99.5564                 NaN  0.764536E-001            NaN            NaN  0.685765E-001            NaN  0.711541E-004  0.298511                 NaN
  1193.69        500.000                 NaN   99.6959                 NaN  0.142739                 NaN            NaN  0.106337                 NaN  0.771919E-002            NaN  0.473297E-001
  1192.27        500.000                 NaN   95.5136                 NaN  0.558347                 NaN            NaN  0.266232                 NaN  0.196305E-001   2.43476        1.20743     
  1190.86        500.000                 NaN   63.4511                 NaN   1.14744        1.94220                 NaN   2.51100                 NaN  0.163389        15.6490        15.1358     
  1189.45        500.000                 NaN            NaN            NaN   3.90334        4.71527       0.429187E-003   7.11646                 NaN  0.323336        43.1321        40.8091     
  1188.03        500.000                 NaN            NaN            NaN   8.65647                 NaN            NaN   7.15150                 NaN  0.314443        43.0648        40.8128     
  1186.62        500.000                 NaN            NaN            NaN   6.75869       0.281008E-003            NaN   6.98223        1.09624       0.387734        43.5058        41.2690     
  1185.21        500.000                 NaN            NaN            NaN   6.75851       0.222250E-003            NaN   6.98219        1.09622       0.387726        43.5051        41.2700     
  1183.79        500.000                 NaN            NaN            NaN   6.75832       0.177878E-003            NaN   6.98215        1.09620       0.387717        43.5045        41.2710     
  1182.38        500.000                 NaN            NaN            NaN   6.75813       0.144291E-003            NaN   6.98211        1.09618       0.387708        43.5038        41.2719     
  1180.96        500.000                 NaN            NaN            NaN   6.75798       0.359199E-004            NaN   6.98206        1.09617       0.387700        43.5031        41.2729     
  1179.55        500.000                 NaN            NaN            NaN   6.75772       0.109442E-003            NaN   6.98202        1.09613       0.387690        43.5024        41.2739     
  1178.14        500.000                 NaN            NaN            NaN   6.75755       0.370424E-004            NaN   6.98198        1.09611       0.387681        43.5018        41.2749     
  1176.72        500.000                 NaN            NaN            NaN   6.75730       0.876012E-004            NaN   6.98194        1.09607       0.387671        43.5011        41.2758     
  1175.31        500.000                 NaN            NaN            NaN   6.75712       0.383417E-004            NaN   6.98190        1.09605       0.387663        43.5004        41.2768     
  1173.90        500.000                 NaN            NaN            NaN   6.75688       0.738414E-004            NaN   6.98186        1.09601       0.387653        43.4998        41.2778     
  1172.48        500.000                 NaN            NaN            NaN   6.75669       0.399873E-004            NaN   6.98182        1.09599       0.387644        43.4991        41.2787     
  1171.07        500.000                 NaN            NaN            NaN   6.75647       0.531859E-004            NaN   6.98178        1.09595       0.387634        43.4984        41.2797     
  1169.65        500.000                 NaN            NaN            NaN   6.75626       0.491847E-004            NaN   6.98174        1.09592       0.387625        43.4977        41.2807     
  1168.24        500.000                 NaN            NaN            NaN   6.75605       0.458731E-004            NaN   6.98170        1.09589       0.387616        43.4971        41.2816     
  1166.83        500.000                 NaN            NaN            NaN   6.75584       0.431480E-004            NaN   6.98166        1.09586       0.387606        43.4964        41.2826     
  1165.41        500.000                 NaN            NaN            NaN   6.75563       0.413079E-004            NaN   6.98162        1.09583       0.387597        43.4957        41.2836     
  1164.00        500.000                 NaN            NaN            NaN   6.75542       0.398394E-004            NaN   6.98158        1.09580       0.387588        43.4950        41.2845     
  1162.59        500.000                 NaN            NaN            NaN   6.75520       0.386614E-004            NaN   6.98154        1.09577       0.387578        43.4944        41.2855     
  1161.17        500.000                 NaN            NaN            NaN   6.75499       0.377157E-004            NaN   6.98151        1.09574       0.387569        43.4937        41.2865     
  1159.76        500.000                 NaN            NaN            NaN   6.75478       0.369631E-004            NaN   6.98147        1.09571       0.387560        43.4930        41.2874     
  1158.34        500.000                 NaN            NaN            NaN   6.75457       0.363288E-004            NaN   6.98143        1.09568       0.387550        43.4924        41.2884     
  1156.93        500.000                 NaN            NaN            NaN   6.75436       0.358517E-004            NaN   6.98139        1.09565       0.387541        43.4917        41.2893     
  1155.52        500.000                 NaN            NaN            NaN   6.75414       0.354758E-004            NaN   6.98135        1.09562       0.387532        43.4910        41.2903     
  1154.10        500.000                 NaN            NaN            NaN   6.75393       0.351838E-004            NaN   6.98131        1.09558       0.387522        43.4903        41.2913     
  1152.69        500.000                 NaN            NaN            NaN   6.75372       0.349628E-004            NaN   6.98127        1.09555       0.387513        43.4897        41.2922     
  1151.27        500.000                 NaN            NaN            NaN   6.75351       0.347971E-004            NaN   6.98123        1.09552       0.387504        43.4890        41.2932     
  1149.86        500.000                 NaN            NaN            NaN   6.75329       0.346798E-004            NaN   6.98119        1.09549       0.387494        43.4883        41.2942     
  1148.45        500.000                 NaN            NaN            NaN   6.75308       0.346041E-004            NaN   6.98115        1.09546       0.387485        43.4877        41.2951     
  1147.03        500.000                 NaN            NaN            NaN   6.75287       0.345620E-004            NaN   6.98111        1.09543       0.387476        43.4870        41.2961     
  1145.62        500.000                 NaN            NaN            NaN   6.75266       0.314439E-004            NaN   6.98107        1.09540       0.387467        43.4863        41.2971     
  1144.21        500.000                 NaN            NaN            NaN   6.75244       0.345587E-004            NaN   6.98104        1.09537       0.387457        43.4856        41.2980     
  1142.79        500.000                 NaN            NaN            NaN   6.75223       0.319602E-004            NaN   6.98100        1.09534       0.387448        43.4850        41.2990     
  1141.38        500.000                 NaN            NaN            NaN   8.72097                 NaN            NaN   7.23022                 NaN  0.296304        42.8972        40.8553     
  1139.96        500.000                 NaN            NaN            NaN   8.72358                 NaN            NaN   7.23314                 NaN  0.295583        42.8909        40.8568     
  1138.55        500.000                 NaN            NaN            NaN   8.73042                 NaN            NaN   7.23838                 NaN  0.294227        42.8774        40.8596     
  1137.14        500.000                 NaN            NaN            NaN   8.72734                 NaN            NaN   7.23754                 NaN  0.294545        42.8813        40.8593     
  1135.72        500.000                 NaN            NaN            NaN   8.72856                 NaN            NaN   7.23928                 NaN  0.294053        42.8776        40.8605     
  1134.31        500.000                 NaN            NaN            NaN   6.75096       0.350459E-004            NaN   6.98077        1.09515       0.387392        43.4810        41.3047     
  1132.90        500.000                 NaN            NaN            NaN   2.57492        6.10663                 NaN   7.20567                 NaN  0.303850        42.9535        40.8554     
  1131.48        500.000                 NaN            NaN            NaN   6.75054       0.337466E-004            NaN   6.98069        1.09509       0.387374        43.4796        41.3067     
  1130.07        500.000                 NaN            NaN            NaN   6.75033       0.339451E-004            NaN   6.98065        1.09506       0.387365        43.4789        41.3076     
  1128.65        500.000                 NaN            NaN            NaN   6.75011       0.341387E-004            NaN   6.98061        1.09503       0.387356        43.4783        41.3086     
  1127.24        500.000                 NaN            NaN            NaN   6.74990       0.343283E-004            NaN   6.98057        1.09500       0.387346        43.4776        41.3095     
  1125.83        500.000                 NaN            NaN            NaN   6.74969       0.345137E-004            NaN   6.98054        1.09497       0.387337        43.4769        41.3105     
  1124.41        500.000                 NaN            NaN            NaN   6.74948       0.346948E-004            NaN   6.98050        1.09494       0.387328        43.4763        41.3114     
  1123.00        500.000                 NaN            NaN            NaN   6.62596       0.348676E-004            NaN   6.97334        1.17016       0.391080        43.4944        41.3450     
  1121.59        500.000                 NaN            NaN            NaN   6.62575       0.350380E-004            NaN   6.97330        1.17013       0.391071        43.4937        41.3460     
  1120.17        500.000                 NaN            NaN            NaN   6.50961       0.352000E-004            NaN   6.96636        1.24088       0.394628        43.5108        41.3777     
  1118.76        500.000                 NaN            NaN            NaN   6.50941       0.367347E-004            NaN   6.96633        1.24084       0.394619        43.5101        41.3786     
  1117.34        500.000                 NaN            NaN            NaN   6.40106       0.343804E-004            NaN   6.95972        1.30689       0.397952        43.5259        41.4084     
  1115.93        500.000                 NaN            NaN            NaN   6.40086       0.343796E-004            NaN   6.95969        1.30685       0.397942        43.5253        41.4094     
  1114.52        500.000                 NaN            NaN            NaN   6.29986       0.343765E-004            NaN   6.95345        1.36848       0.401058        43.5398        41.4373     
  1113.10        500.000                 NaN            NaN            NaN   7.57806        1.17889                 NaN   7.27482                 NaN  0.285788        42.8016        40.8808     
  1111.69        500.000                 NaN            NaN            NaN  0.873896        7.87242                 NaN   7.26853                 NaN  0.287306        42.8179        40.8799     
  1110.28        500.000                 NaN            NaN            NaN  0.766489        7.98435                 NaN   7.27277                 NaN  0.286128        42.8087        40.8816     
  1108.86        500.000                 NaN            NaN            NaN  0.644965        8.11086                 NaN   7.27715                 NaN  0.284875        42.7988        40.8833     
  1107.45        500.000                 NaN            NaN            NaN  0.637670        8.13469                 NaN   7.28710       0.327874E-005  0.281934        42.7725        40.8861     
  1106.03        500.000                 NaN            NaN            NaN   8.30279       0.472885       0.748968E-003   7.29089                 NaN  0.280849        42.7642        40.8876     
  1104.62        500.000                 NaN            NaN            NaN  0.207421        8.57007                 NaN   7.29301                 NaN  0.280278        42.7606        40.8886     
  1103.21        500.000                 NaN            NaN            NaN   8.71094       0.732294E-001            NaN   7.29834                 NaN  0.278706        42.7482        40.8906     
  1101.79        500.000                 NaN            NaN            NaN   8.77887       0.173724E-004            NaN   7.29574                 NaN  0.279959        42.7551        40.8904     
  1100.38        500.000                 NaN            NaN            NaN   8.72616                 NaN            NaN   7.28852       0.281924E-001  0.282929        42.7720        40.9022     
  1098.96        500.000                 NaN            NaN            NaN   8.61228                 NaN            NaN   7.27866       0.962859E-001  0.286791        42.7937        40.9323     
  1097.55        500.000                 NaN            NaN            NaN   8.45505                 NaN            NaN   7.26383       0.189531       0.292456        42.8262        40.9730     
  1096.14        500.000                 NaN            NaN            NaN   8.11648                 NaN            NaN   7.23686       0.396703       0.302420        42.8831        41.0645     
  1094.72        500.000                 NaN            NaN            NaN   7.07060       0.383291E-005            NaN   7.11278       0.996818       0.347799        43.1548        41.3172     
  1093.31        500.000                 NaN            NaN            NaN   6.85170       0.792010E-005            NaN   7.08683        1.12204       0.357453        43.2111        41.3709     
  1091.90        500.000                 NaN            NaN            NaN   6.71954       0.779209E-005            NaN   7.07136        1.19792       0.363254        43.2441        41.4039     
  1090.48        500.000                 NaN            NaN            NaN   6.61676                 NaN            NaN   7.05944        1.25717       0.367750        43.2691        41.4298     
  1089.07        500.000                 NaN            NaN            NaN   6.55519                 NaN            NaN   7.05061        1.29163       0.370503        43.2882        41.4439     
  1087.65        500.000                 NaN            NaN            NaN   6.46928                 NaN            NaN   7.04375        1.34414       0.374186        43.2987        41.4699     
  1086.24        500.000                 NaN            NaN            NaN   6.39379                 NaN            NaN   7.03418        1.38542       0.377393        43.3219        41.4873     
  1084.83        500.000                 NaN            NaN            NaN   5.69959                 NaN            NaN   6.91668        1.73588       0.419155        43.6075        41.6212     
  1083.41        500.000                 NaN            NaN            NaN   5.64673                 NaN            NaN   6.91392        1.76905       0.420661        43.6123        41.6373     
  1082.00        500.000                 NaN            NaN            NaN   5.64656                 NaN            NaN   6.91388        1.76900       0.420651        43.6116        41.6383     
  1080.59        500.000                 NaN            NaN            NaN   5.64638                 NaN            NaN   6.91384        1.76895       0.420641        43.6109        41.6392     
  1079.17        500.000                 NaN            NaN            NaN   5.59523                 NaN            NaN   6.91119        1.80109       0.422106        43.6154        41.6550     
  1077.76        500.000                 NaN            NaN            NaN   5.59506                 NaN            NaN   6.91115        1.80104       0.422096        43.6147        41.6559     
  1076.34        500.000                 NaN            NaN            NaN   5.59489                 NaN            NaN   6.91111        1.80099       0.422086        43.6140        41.6569     
  1074.93        500.000                 NaN            NaN            NaN   5.54664                 NaN            NaN   6.90871        1.83146       0.423448        43.6178        41.6719     
  1073.52        500.000                 NaN            NaN            NaN   5.54647                 NaN            NaN   6.90867        1.83141       0.423438        43.6171        41.6729     
  1072.10        500.000                 NaN            NaN            NaN   5.54630                 NaN            NaN   6.90864        1.83135       0.423428        43.6165        41.6738     
  1070.69        500.000                 NaN            NaN            NaN   5.50129                 NaN            NaN   6.90656        1.85997       0.424663        43.6194        41.6881     
  1069.28        500.000                 NaN            NaN            NaN   5.50112                 NaN            NaN   6.90652        1.85992       0.424653        43.6187        41.6891     
  1067.86        500.000                 NaN            NaN            NaN   5.50095                 NaN            NaN   6.90648        1.85987       0.424643        43.6180        41.6900     
  1066.45        500.000                 NaN            NaN            NaN   5.45730                 NaN            NaN   6.90448        1.88765       0.425848        43.6207        41.7040     
  1065.03        500.000                 NaN            NaN            NaN   5.45713                 NaN            NaN   6.90445        1.88760       0.425838        43.6200        41.7049     
  1063.62        500.000                 NaN            NaN            NaN   5.41816                 NaN            NaN   6.90301        1.91281       0.426828        43.6213        41.7179     
  1062.21        500.000                 NaN            NaN            NaN   5.41800                 NaN            NaN   6.90298        1.91276       0.426817        43.6206        41.7188     
  1060.79        500.000                 NaN            NaN            NaN   5.41783                 NaN            NaN   6.90294        1.91270       0.426807        43.6199        41.7198     
  1059.38        500.000                 NaN            NaN            NaN   5.41767                 NaN            NaN   6.90290        1.91265       0.426797        43.6193        41.7207     
  1057.97        500.000                 NaN            NaN            NaN   5.37892                 NaN            NaN   6.90142        1.93765       0.427810        43.6206        41.7336     
  1056.55        500.000                 NaN            NaN            NaN   5.37876                 NaN            NaN   6.90138        1.93760       0.427800        43.6199        41.7345     
  1055.14        500.000                 NaN            NaN            NaN   5.37860                 NaN            NaN   6.90134        1.93754       0.427790        43.6193        41.7355     
  1053.72        500.000                 NaN            NaN            NaN   5.34277                 NaN            NaN   6.90020        1.96093       0.428675        43.6197        41.7477     
  1052.31        500.000                 NaN            NaN            NaN   5.34260                 NaN            NaN   6.90016        1.96087       0.428665        43.6190        41.7486     
  1050.90        500.000                 NaN            NaN            NaN   5.34244                 NaN            NaN   6.90013        1.96082       0.428655        43.6184        41.7496     
  1049.48        500.000                 NaN            NaN            NaN   5.30867                 NaN            NaN   6.89920        1.98312       0.429442        43.6182        41.7614     
  1048.07        500.000                 NaN            NaN            NaN   5.30851                 NaN            NaN   6.89916        1.98306       0.429432        43.6175        41.7624     
  1046.65        500.000                 NaN            NaN            NaN   5.30835                 NaN            NaN   6.89912        1.98301       0.429422        43.6168        41.7633     
  1045.24        500.000                 NaN            NaN            NaN   5.30819                 NaN            NaN   6.89909        1.98295       0.429412        43.6161        41.7642     
  1043.83        500.000                 NaN            NaN            NaN   5.27576                 NaN            NaN   6.89833        2.00437       0.430181        43.6157        41.7757     
  1042.41        500.000                 NaN            NaN            NaN   5.27560                 NaN            NaN   6.89829        2.00432       0.430171        43.6150        41.7766     
  1041.00        500.000                 NaN            NaN            NaN   5.27544                 NaN            NaN   6.89825        2.00426       0.430161        43.6143        41.7776     
  1039.59        500.000                 NaN            NaN            NaN   5.24491                 NaN            NaN   6.89771        2.02470       0.430836        43.6132        41.7886     
  1038.17        500.000                 NaN            NaN            NaN   5.24475                 NaN            NaN   6.89767        2.02464       0.430826        43.6125        41.7896     
  1036.76        500.000                 NaN            NaN            NaN   5.24459                 NaN            NaN   6.89763        2.02459       0.430816        43.6119        41.7905     
  1035.34        500.000                 NaN            NaN            NaN   5.21574                 NaN            NaN   6.89728        2.04409       0.431431        43.6102        41.8012     
  1033.93        500.000                 NaN            NaN            NaN   5.21558                 NaN            NaN   6.89725        2.04403       0.431421        43.6095        41.8022     
  1032.52        500.000                 NaN            NaN            NaN   5.21543                 NaN            NaN   6.89723        2.04400       0.431393        43.6088        41.8031     
  1031.10        500.000                 NaN            NaN            NaN   5.21525                 NaN            NaN   6.89717        2.04393       0.431400        43.6082        41.8041     
  1029.69        500.000                 NaN            NaN            NaN   5.18813                 NaN            NaN   6.89702        2.06247       0.431939        43.6060        41.8144     
  1028.28        500.000                 NaN            NaN            NaN   5.14088                 NaN            NaN   6.89826        2.09653       0.433601        43.5961        41.8346     
  1026.86        500.000                 NaN            NaN            NaN   5.14022                 NaN            NaN   6.89823        2.09683       0.433594        43.5954        41.8357     
  1025.45        500.000                 NaN            NaN            NaN   5.14007                 NaN            NaN   6.89819        2.09678       0.433584        43.5948        41.8366     
  1024.03        500.000                 NaN            NaN            NaN   5.13991                 NaN            NaN   6.89815        2.09672       0.433574        43.5941        41.8376     
  1022.62        500.000                 NaN            NaN            NaN   5.13976                 NaN            NaN   6.89812        2.09666       0.433564        43.5934        41.8385     
  1021.21        500.000                 NaN            NaN            NaN   5.13961                 NaN            NaN   6.89808        2.09660       0.433554        43.5927        41.8394     
  1019.79        500.000                 NaN            NaN            NaN   5.13946                 NaN            NaN   6.89804        2.09654       0.433544        43.5921        41.8404     
  1018.38        500.000                 NaN            NaN            NaN   5.13930                 NaN            NaN   6.89801        2.09648       0.433534        43.5914        41.8413     
  1016.97        500.000                 NaN            NaN            NaN   5.13915                 NaN            NaN   6.89797        2.09642       0.433524        43.5907        41.8422     
  1015.55        500.000                 NaN            NaN            NaN   5.13900                 NaN            NaN   6.89794        2.09637       0.433514        43.5900        41.8432     
  1014.14        500.000                 NaN            NaN            NaN   5.13885                 NaN            NaN   6.89790        2.09631       0.433504        43.5893        41.8441     
  1012.72        500.000                 NaN            NaN            NaN   5.13870                 NaN            NaN   6.89786        2.09625       0.433494        43.5887        41.8450     
  1011.31        500.000                 NaN            NaN            NaN   5.13856                 NaN            NaN   6.89783        2.09619       0.433483        43.5880        41.8460     
  1009.90        500.000                 NaN            NaN            NaN  0.367953E-001   4.22738                 NaN   6.75644        2.48881       0.487493        44.0417        41.9614     
  1008.48        500.000                 NaN            NaN            NaN   5.13824                 NaN            NaN   6.89776        2.09607       0.433464        43.5866        41.8478     
  1007.07        500.000                 NaN            NaN            NaN   5.13726                 NaN            NaN   6.89776        2.09662       0.433465        43.5858        41.8491     
  1005.66        500.000                 NaN            NaN            NaN   5.06822                 NaN            NaN   6.89830        2.14526       0.433717        43.5804        41.8741     
  1004.24        500.000                 NaN            NaN            NaN   5.06807                 NaN            NaN   6.89827        2.14520       0.433707        43.5798        41.8750     
  1002.83        500.000                 NaN            NaN            NaN   5.06793                 NaN            NaN   6.89823        2.14514       0.433697        43.5791        41.8759     
  1001.41        500.000                 NaN            NaN            NaN   5.06778                 NaN            NaN   6.89820        2.14508       0.433687        43.5784        41.8769     
  1000.00        500.000                 NaN            NaN            NaN   5.06763                 NaN            NaN   6.89816        2.14502       0.433677        43.5777        41.8778     
