|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/GRV/GRV_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          ilm            San(TH)        q             
  1254.48        500.000                 NaN   96.1075                 NaN   1.13290                 NaN            NaN  0.497954       0.130069       0.112743        2.01883                 NaN
  1253.07        500.000                 NaN   96.2602                 NaN   1.10088                 NaN            NaN  0.478195       0.113218       0.107277        1.94028                 NaN
  1251.65        500.000                 NaN   96.4089                 NaN   1.06337                 NaN            NaN  0.458946       0.106480       0.101762        1.86054                 NaN
  1250.24        500.000                 NaN   96.5487                 NaN   1.02929                 NaN            NaN  0.440662       0.983443E-001  0.965124E-001   1.78647                 NaN
  1248.83        500.000                 NaN   96.6775                 NaN   1.00087                 NaN            NaN  0.423789       0.888457E-001  0.915270E-001   1.71746                 NaN
  1247.41        500.000                 NaN   96.8017                 NaN  0.970495                 NaN            NaN  0.407463       0.813072E-001  0.868458E-001   1.65217                 NaN
  1246.00        500.000                 NaN   96.9156                 NaN  0.941371                 NaN            NaN  0.392303       0.758101E-001  0.825931E-001   1.59237                 NaN
  1244.58        500.000                 NaN   97.0224                 NaN  0.917436                 NaN            NaN  0.378082       0.677608E-001  0.784152E-001   1.53595                 NaN
  1243.17        500.000                 NaN   97.1246                 NaN  0.891612                 NaN            NaN  0.364453       0.622023E-001  0.745672E-001   1.48260                 NaN
  1241.76        500.000                 NaN   97.2155                 NaN  0.866969                 NaN            NaN  0.352102       0.580257E-001  0.711955E-001   1.43624                 NaN
  1240.34        500.000                 NaN   97.3079                 NaN  0.850485                 NaN            NaN  0.339442       0.499783E-001  0.672820E-001   1.38489                 NaN
  1238.93        500.000                 NaN   97.3936                 NaN  0.829669                 NaN            NaN  0.327934       0.428670E-001  0.640686E-001   1.34190                 NaN
  1237.52        500.000                 NaN   97.4724                 NaN  0.808744                 NaN            NaN  0.317020       0.397892E-001  0.610991E-001   1.30091                 NaN
  1236.10        500.000                 NaN   97.5503                 NaN  0.797369                 NaN            NaN  0.306527       0.281290E-001  0.577363E-001   1.25991                 NaN
  1234.69        500.000                 NaN   97.6212                 NaN  0.780121                 NaN            NaN  0.296652       0.238613E-001  0.550107E-001   1.22313                 NaN
  1233.27        500.000                 NaN   97.6897                 NaN  0.764914                 NaN            NaN  0.287155       0.186302E-001  0.522773E-001   1.18734                 NaN
  1231.86        500.000                 NaN   97.7545                 NaN  0.759291                 NaN            NaN  0.278357       0.581129E-002  0.492926E-001   1.15270                 NaN
  1230.45        500.000                 NaN   97.8182                 NaN  0.742043                 NaN            NaN  0.269925       0.320367E-002  0.466878E-001   1.11992                 NaN
  1229.03        500.000                 NaN   97.8777                 NaN  0.727293                 NaN            NaN  0.262280       0.278552E-005  0.441634E-001   1.08856                 NaN
  1227.62        500.000                 NaN   97.9353                 NaN  0.708756                 NaN            NaN  0.254841       0.327964E-005  0.418126E-001   1.05928                 NaN
  1226.21        500.000                 NaN   97.9972                 NaN  0.688130                 NaN            NaN  0.246181                 NaN  0.399272E-001   1.02856                 NaN
  1224.79        500.000                 NaN   98.0587                 NaN  0.665560                 NaN            NaN  0.237311       0.277182E-004  0.383064E-001   1.00008                 NaN
  1223.38        500.000                 NaN   98.1129                 NaN  0.646990                 NaN            NaN  0.229490       0.493415E-003  0.366623E-001  0.973478                 NaN
  1221.96        500.000                 NaN   98.1607                 NaN  0.632171                 NaN            NaN  0.223568       0.358943E-003  0.346595E-001  0.948512                 NaN
  1220.55        500.000                 NaN   98.2150                 NaN  0.612910                 NaN            NaN  0.216142       0.227971E-003  0.331137E-001  0.922647                 NaN
  1219.14        500.000                 NaN   98.2652                 NaN  0.595439                 NaN            NaN  0.209903       0.223326E-003  0.311954E-001  0.898024                 NaN
  1217.72        500.000                 NaN   98.3135                 NaN  0.578422                 NaN            NaN  0.201835                 NaN  0.304391E-001  0.875783                 NaN
  1216.31        500.000                 NaN   68.3335                 NaN   5.19061                 NaN            NaN   2.67669                 NaN  0.230001        11.5853        11.9839     
  1214.90        500.000                 NaN   72.1262                 NaN   4.59812       0.199733E-003            NaN   2.34794                 NaN  0.192290        10.1744        10.5609     
  1213.48        500.000                 NaN   73.6087                 NaN   4.40522                 NaN            NaN   2.24634       0.463355E-001  0.173894        9.57329        9.94627     
  1212.07        500.000                 NaN   78.6908                 NaN   3.53240                 NaN            NaN   1.80330       0.144358E-001  0.142967        7.75815        8.05794     
  1210.65        500.000                 NaN   78.0632                 NaN   2.56665                 NaN            NaN   1.84915       0.681764       0.184776        8.23221        8.42221     
  1209.24        500.000                 NaN   84.3018                 NaN  0.580347        1.34046                 NaN   1.29154       0.377083       0.119690        5.68422        6.30484     
  1207.83        500.000                 NaN   80.5740                 NaN   3.18739       0.266243                 NaN   1.61431                 NaN  0.122303        7.00084        7.23490     
  1206.41        500.000                 NaN   93.7092                 NaN  0.917196                 NaN            NaN  0.560233       0.171621       0.378297E-001   2.34116        2.26281     
  1205.00        500.000                 NaN   83.9841                 NaN  0.713962                 NaN            NaN   1.44667        1.39028       0.989226E-001   5.95491        6.41117     
  1203.58        500.000                 NaN   50.4801                 NaN   6.49010                 NaN            NaN   3.94519                 NaN  0.381004        18.6834        20.0202     
  1202.17        500.000                 NaN   82.6925                 NaN  0.203246       0.329799E-004            NaN   1.41970        1.05160       0.160135        6.93818        7.53464     
  1200.76        500.000                 NaN   95.4630                 NaN   4.18080                 NaN            NaN  0.356156                 NaN            NaN            NaN            NaN
  1199.34        500.000                 NaN   99.4503                 NaN  0.310427                 NaN            NaN            NaN            NaN            NaN  0.239249                 NaN
  1197.93        500.000                 NaN   99.4617                 NaN  0.472112                 NaN            NaN  0.662265E-001            NaN            NaN            NaN            NaN
  1196.52        500.000                 NaN   99.0189                 NaN            NaN            NaN            NaN  0.489362E-002            NaN  0.438547E-002  0.971788                 NaN
  1195.10        500.000                 NaN   99.5006                 NaN  0.111284                 NaN            NaN  0.772893E-001            NaN  0.137592E-003  0.310640                 NaN
  1193.69        500.000                 NaN   99.6065                 NaN  0.208966                 NaN            NaN  0.119870                 NaN  0.149298E-001            NaN  0.497798E-001
  1192.27        500.000                 NaN   95.0573                 NaN  0.812927                 NaN            NaN  0.299203                 NaN  0.378532E-001   2.52666        1.26605     
  1190.86        500.000                 NaN   61.4141                 NaN   1.63775        2.73981                 NaN   2.74124                 NaN  0.306053        15.7449        15.4161     
  1189.45        500.000                 NaN            NaN            NaN   5.27208        6.48989       0.584585E-003   7.35158                 NaN  0.573128        40.9822        39.3306     
  1188.03        500.000                 NaN            NaN            NaN   11.7998                 NaN            NaN   7.38803                 NaN  0.557396        40.9204        39.3344     
  1186.62        500.000                 NaN            NaN            NaN   9.13653       0.386886E-003            NaN   7.21874        1.78158       0.687859        41.3712        39.8037     
  1185.21        500.000                 NaN            NaN            NaN   9.13658       0.305952E-003            NaN   7.21874        1.78160       0.687861        41.3712        39.8037     
  1183.79        500.000                 NaN            NaN            NaN   9.13662       0.244839E-003            NaN   7.21874        1.78162       0.687862        41.3712        39.8037     
  1182.38        500.000                 NaN            NaN            NaN   9.13665       0.198584E-003            NaN   7.21874        1.78163       0.687862        41.3713        39.8037     
  1180.96        500.000                 NaN            NaN            NaN   9.13673       0.489552E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1179.55        500.000                 NaN            NaN            NaN   9.13667       0.150113E-003            NaN   7.21874        1.78165       0.687863        41.3713        39.8037     
  1178.14        500.000                 NaN            NaN            NaN   9.13673       0.504882E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1176.72        500.000                 NaN            NaN            NaN   9.13669       0.120072E-003            NaN   7.21874        1.78166       0.687864        41.3713        39.8037     
  1175.31        500.000                 NaN            NaN            NaN   9.13673       0.522623E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1173.90        500.000                 NaN            NaN            NaN   9.13670       0.101075E-003            NaN   7.21874        1.78167       0.687864        41.3713        39.8037     
  1172.48        500.000                 NaN            NaN            NaN   9.13672       0.545089E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1171.07        500.000                 NaN            NaN            NaN   9.13672       0.728468E-004            NaN   7.21874        1.78167       0.687865        41.3713        39.8037     
  1169.65        500.000                 NaN            NaN            NaN   9.13672       0.673393E-004            NaN   7.21873        1.78167       0.687865        41.3713        39.8037     
  1168.24        500.000                 NaN            NaN            NaN   9.13672       0.627815E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1166.83        500.000                 NaN            NaN            NaN   9.13672       0.590311E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1165.41        500.000                 NaN            NaN            NaN   9.13673       0.564928E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1164.00        500.000                 NaN            NaN            NaN   9.13673       0.544665E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1162.59        500.000                 NaN            NaN            NaN   9.13673       0.528405E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1161.17        500.000                 NaN            NaN            NaN   9.13673       0.515348E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1159.76        500.000                 NaN            NaN            NaN   9.13673       0.504951E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1158.34        500.000                 NaN            NaN            NaN   9.13673       0.496188E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1156.93        500.000                 NaN            NaN            NaN   9.13673       0.489591E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1155.52        500.000                 NaN            NaN            NaN   9.13673       0.484389E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1154.10        500.000                 NaN            NaN            NaN   9.13673       0.480344E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1152.69        500.000                 NaN            NaN            NaN   9.13673       0.477279E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1151.27        500.000                 NaN            NaN            NaN   9.13673       0.474978E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1149.86        500.000                 NaN            NaN            NaN   9.13673       0.473343E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1148.45        500.000                 NaN            NaN            NaN   9.13673       0.472283E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1147.03        500.000                 NaN            NaN            NaN   9.13673       0.471686E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1145.62        500.000                 NaN            NaN            NaN   9.13673       0.428883E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1144.21        500.000                 NaN            NaN            NaN   9.13673       0.471610E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1142.79        500.000                 NaN            NaN            NaN   9.13673       0.435951E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1141.38        500.000                 NaN            NaN            NaN   11.8768                 NaN            NaN   7.47070                 NaN  0.525656        40.7821        39.3448     
  1139.96        500.000                 NaN            NaN            NaN   11.8798                 NaN            NaN   7.47376                 NaN  0.524390        40.7768        39.3452     
  1138.55        500.000                 NaN            NaN            NaN   11.8870                 NaN            NaN   7.47923                 NaN  0.521998        40.7647        39.3471     
  1137.14        500.000                 NaN            NaN            NaN   11.8841                 NaN            NaN   7.47841                 NaN  0.522574        40.7690        39.3459     
  1135.72        500.000                 NaN            NaN            NaN   11.8858                 NaN            NaN   7.48024                 NaN  0.521713        40.7661        39.3461     
  1134.31        500.000                 NaN            NaN            NaN   9.13673       0.478234E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1132.90        500.000                 NaN            NaN            NaN   3.48230        8.35449                 NaN   7.44558                 NaN  0.539120        40.8392        39.3393     
  1131.48        500.000                 NaN            NaN            NaN   9.13673       0.460432E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1130.07        500.000                 NaN            NaN            NaN   9.13673       0.463156E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1128.65        500.000                 NaN            NaN            NaN   9.13673       0.465812E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1127.24        500.000                 NaN            NaN            NaN   9.13673       0.468413E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1125.83        500.000                 NaN            NaN            NaN   9.13673       0.470957E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1124.41        500.000                 NaN            NaN            NaN   9.13673       0.473443E-004            NaN   7.21873        1.78168       0.687865        41.3713        39.8037     
  1123.00        500.000                 NaN            NaN            NaN   8.96020       0.475845E-004            NaN   7.21180        1.90426       0.694587        41.3916        39.8375     
  1121.59        500.000                 NaN            NaN            NaN   8.96020       0.478185E-004            NaN   7.21180        1.90426       0.694587        41.3916        39.8375     
  1120.17        500.000                 NaN            NaN            NaN   8.79416       0.480438E-004            NaN   7.20507        2.01956       0.700961        41.4109        39.8693     
  1118.76        500.000                 NaN            NaN            NaN   8.79416       0.501399E-004            NaN   7.20507        2.01956       0.700961        41.4109        39.8693     
  1117.34        500.000                 NaN            NaN            NaN   8.63919       0.469305E-004            NaN   7.19866        2.12722       0.706935        41.4288        39.8992     
  1115.93        500.000                 NaN            NaN            NaN   8.63919       0.469309E-004            NaN   7.19866        2.12722       0.706935        41.4288        39.8992     
  1114.52        500.000                 NaN            NaN            NaN   8.49464       0.469304E-004            NaN   7.19260        2.22771       0.712522        41.4453        39.9271     
  1113.10        500.000                 NaN            NaN            NaN   10.3340        1.58503                 NaN   7.51770                 NaN  0.507248        40.7045        39.3515     
  1111.69        500.000                 NaN            NaN            NaN   1.17608        10.7327                 NaN   7.51122                 NaN  0.509952        40.7205        39.3496     
  1110.28        500.000                 NaN            NaN            NaN   1.03157        10.8823                 NaN   7.51564                 NaN  0.507874        40.7123        39.3503     
  1108.86        500.000                 NaN            NaN            NaN  0.868041        11.0515                 NaN   7.52020                 NaN  0.505662        40.7036        39.3510     
  1107.45        500.000                 NaN            NaN            NaN  0.856787        11.0784                 NaN   7.53066       0.533473E-005  0.500462        40.6801        39.3535     
  1106.03        500.000                 NaN            NaN            NaN   11.3037       0.635140       0.101193E-002   7.53462                 NaN  0.498547        40.6729        39.3541     
  1104.62        500.000                 NaN            NaN            NaN  0.278378        11.6631                 NaN   7.53685                 NaN  0.497545        40.6701        39.3541     
  1103.21        500.000                 NaN            NaN            NaN   11.8505       0.983094E-001            NaN   7.54240                 NaN  0.494767        40.6589        39.3551     
  1101.79        500.000                 NaN            NaN            NaN   11.9428       0.233293E-004            NaN   7.53978                 NaN  0.497005        40.6663        39.3541     
  1100.38        500.000                 NaN            NaN            NaN   11.8698                 NaN            NaN   7.53253       0.458635E-001  0.502300        40.6840        39.3655     
  1098.96        500.000                 NaN            NaN            NaN   11.7087                 NaN            NaN   7.52275       0.156650       0.509194        40.7072        39.3955     
  1097.55        500.000                 NaN            NaN            NaN   11.4866                 NaN            NaN   7.50796       0.308382       0.519300        40.7414        39.4364     
  1096.14        500.000                 NaN            NaN            NaN   11.0051                 NaN            NaN   7.48119       0.645578       0.537081        40.8019        39.5292     
  1094.72        500.000                 NaN            NaN            NaN   9.53622       0.522072E-005            NaN   7.35610        1.62292       0.617949        41.0783        39.7885     
  1093.31        500.000                 NaN            NaN            NaN   9.22857       0.107825E-004            NaN   7.32998        1.82702       0.635176        41.1363        39.8430     
  1091.90        500.000                 NaN            NaN            NaN   9.04251       0.106012E-004            NaN   7.31444        1.95073       0.645536        41.1707        39.8761     
  1090.48        500.000                 NaN            NaN            NaN   8.89742                 NaN            NaN   7.30249        2.04738       0.653572        41.1971        39.9021     
  1089.07        500.000                 NaN            NaN            NaN   8.81140                 NaN            NaN   7.29360        2.10361       0.658499        41.2170        39.9158     
  1087.65        500.000                 NaN            NaN            NaN   8.68851                 NaN            NaN   7.28679        2.18927       0.665083        41.2291        39.9413     
  1086.24        500.000                 NaN            NaN            NaN   8.58342                 NaN            NaN   7.27719        2.25665       0.670823        41.2533        39.9586     
  1084.83        500.000                 NaN            NaN            NaN   7.63583                 NaN            NaN   7.15753        2.82831       0.745267        41.5360        40.0971     
  1083.41        500.000                 NaN            NaN            NaN   7.55940                 NaN            NaN   7.15491        2.88251       0.747983        41.5423        40.1128     
  1082.00        500.000                 NaN            NaN            NaN   7.55940                 NaN            NaN   7.15491        2.88251       0.747983        41.5423        40.1128     
  1080.59        500.000                 NaN            NaN            NaN   7.55940                 NaN            NaN   7.15491        2.88251       0.747983        41.5423        40.1128     
  1079.17        500.000                 NaN            NaN            NaN   7.48537                 NaN            NaN   7.15239        2.93506       0.750626        41.5484        40.1282     
  1077.76        500.000                 NaN            NaN            NaN   7.48536                 NaN            NaN   7.15239        2.93506       0.750626        41.5484        40.1282     
  1076.34        500.000                 NaN            NaN            NaN   7.48537                 NaN            NaN   7.15239        2.93506       0.750626        41.5484        40.1282     
  1074.93        500.000                 NaN            NaN            NaN   7.41540                 NaN            NaN   7.15013        2.98486       0.753085        41.5537        40.1428     
  1073.52        500.000                 NaN            NaN            NaN   7.41540                 NaN            NaN   7.15013        2.98486       0.753085        41.5537        40.1428     
  1072.10        500.000                 NaN            NaN            NaN   7.41540                 NaN            NaN   7.15013        2.98486       0.753085        41.5537        40.1428     
  1070.69        500.000                 NaN            NaN            NaN   7.34998                 NaN            NaN   7.14820        3.03166       0.755318        41.5582        40.1567     
  1069.28        500.000                 NaN            NaN            NaN   7.34998                 NaN            NaN   7.14820        3.03166       0.755318        41.5582        40.1567     
  1067.86        500.000                 NaN            NaN            NaN   7.34998                 NaN            NaN   7.14820        3.03166       0.755318        41.5582        40.1567     
  1066.45        500.000                 NaN            NaN            NaN   7.28649                 NaN            NaN   7.14633        3.07711       0.757496        41.5624        40.1702     
  1065.03        500.000                 NaN            NaN            NaN   7.28649                 NaN            NaN   7.14633        3.07711       0.757496        41.5624        40.1702     
  1063.62        500.000                 NaN            NaN            NaN   7.22953                 NaN            NaN   7.14504        3.11837       0.759291        41.5652        40.1826     
  1062.21        500.000                 NaN            NaN            NaN   7.22953                 NaN            NaN   7.14504        3.11837       0.759291        41.5652        40.1826     
  1060.79        500.000                 NaN            NaN            NaN   7.22953                 NaN            NaN   7.14504        3.11837       0.759291        41.5652        40.1826     
  1059.38        500.000                 NaN            NaN            NaN   7.22953                 NaN            NaN   7.14504        3.11837       0.759291        41.5652        40.1826     
  1057.97        500.000                 NaN            NaN            NaN   7.17291                 NaN            NaN   7.14370        3.15928       0.761126        41.5680        40.1949     
  1056.55        500.000                 NaN            NaN            NaN   7.17291                 NaN            NaN   7.14370        3.15928       0.761126        41.5680        40.1949     
  1055.14        500.000                 NaN            NaN            NaN   7.17291                 NaN            NaN   7.14370        3.15928       0.761126        41.5680        40.1949     
  1053.72        500.000                 NaN            NaN            NaN   7.12036                 NaN            NaN   7.14270        3.19757       0.762734        41.5700        40.2066     
  1052.31        500.000                 NaN            NaN            NaN   7.12036                 NaN            NaN   7.14270        3.19757       0.762734        41.5700        40.2066     
  1050.90        500.000                 NaN            NaN            NaN   7.12036                 NaN            NaN   7.14270        3.19757       0.762734        41.5700        40.2066     
  1049.48        500.000                 NaN            NaN            NaN   7.07065                 NaN            NaN   7.14191        3.23409       0.764167        41.5713        40.2179     
  1048.07        500.000                 NaN            NaN            NaN   7.07065                 NaN            NaN   7.14191        3.23409       0.764167        41.5713        40.2179     
  1046.65        500.000                 NaN            NaN            NaN   7.07065                 NaN            NaN   7.14191        3.23409       0.764167        41.5713        40.2179     
  1045.24        500.000                 NaN            NaN            NaN   7.07065                 NaN            NaN   7.14191        3.23409       0.764167        41.5713        40.2179     
  1043.83        500.000                 NaN            NaN            NaN   7.02286                 NaN            NaN   7.14130        3.26918       0.765569        41.5724        40.2287     
  1042.41        500.000                 NaN            NaN            NaN   7.02286                 NaN            NaN   7.14130        3.26918       0.765569        41.5724        40.2287     
  1041.00        500.000                 NaN            NaN            NaN   7.02286                 NaN            NaN   7.14130        3.26918       0.765569        41.5724        40.2287     
  1039.59        500.000                 NaN            NaN            NaN   6.97767                 NaN            NaN   7.14090        3.30267       0.766802        41.5727        40.2392     
  1038.17        500.000                 NaN            NaN            NaN   6.97767                 NaN            NaN   7.14090        3.30267       0.766802        41.5727        40.2392     
  1036.76        500.000                 NaN            NaN            NaN   6.97767                 NaN            NaN   7.14090        3.30267       0.766802        41.5727        40.2392     
  1035.34        500.000                 NaN            NaN            NaN   6.93482                 NaN            NaN   7.14070        3.33463       0.767928        41.5726        40.2494     
  1033.93        500.000                 NaN            NaN            NaN   6.93482                 NaN            NaN   7.14070        3.33463       0.767928        41.5726        40.2494     
  1032.52        500.000                 NaN            NaN            NaN   6.93482                 NaN            NaN   7.14072        3.33468       0.767895        41.5725        40.2494     
  1031.10        500.000                 NaN            NaN            NaN   6.93479                 NaN            NaN   7.14070        3.33465       0.767926        41.5726        40.2494     
  1029.69        500.000                 NaN            NaN            NaN   6.89435                 NaN            NaN   7.14070        3.36506       0.768915        41.5719        40.2591     
  1028.28        500.000                 NaN            NaN            NaN   6.82078                 NaN            NaN   7.14230        3.42086       0.771923        41.5649        40.2792     
  1026.86        500.000                 NaN            NaN            NaN   6.82002                 NaN            NaN   7.14230        3.42145       0.771929        41.5649        40.2794     
  1025.45        500.000                 NaN            NaN            NaN   6.82002                 NaN            NaN   7.14230        3.42145       0.771929        41.5649        40.2794     
  1024.03        500.000                 NaN            NaN            NaN   6.82002                 NaN            NaN   7.14230        3.42145       0.771929        41.5649        40.2794     
  1022.62        500.000                 NaN            NaN            NaN   6.82002                 NaN            NaN   7.14230        3.42145       0.771929        41.5649        40.2794     
  1021.21        500.000                 NaN            NaN            NaN   6.82002                 NaN            NaN   7.14230        3.42145       0.771929        41.5649        40.2794     
  1019.79        500.000                 NaN            NaN            NaN   6.82002                 NaN            NaN   7.14230        3.42145       0.771929        41.5649        40.2794     
  1018.38        500.000                 NaN            NaN            NaN   6.82002                 NaN            NaN   7.14230        3.42145       0.771929        41.5649        40.2794     
  1016.97        500.000                 NaN            NaN            NaN   6.82002                 NaN            NaN   7.14230        3.42145       0.771929        41.5649        40.2794     
  1015.55        500.000                 NaN            NaN            NaN   6.82002                 NaN            NaN   7.14230        3.42145       0.771929        41.5649        40.2794     
  1014.14        500.000                 NaN            NaN            NaN   6.82002                 NaN            NaN   7.14230        3.42145       0.771929        41.5649        40.2794     
  1012.72        500.000                 NaN            NaN            NaN   6.82002                 NaN            NaN   7.14230        3.42145       0.771929        41.5649        40.2794     
  1011.31        500.000                 NaN            NaN            NaN   6.82004                 NaN            NaN   7.14231        3.42144       0.771928        41.5649        40.2794     
  1009.90        500.000                 NaN            NaN            NaN  0.487989E-001   5.58499                 NaN   6.99981        4.06465       0.868606        42.0212        40.4119     
  1008.48        500.000                 NaN            NaN            NaN   6.82002                 NaN            NaN   7.14230        3.42145       0.771930        41.5649        40.2794     
  1007.07        500.000                 NaN            NaN            NaN   6.81875                 NaN            NaN   7.14235        3.42245       0.771951        41.5648        40.2797     
  1005.66        500.000                 NaN            NaN            NaN   6.71619                 NaN            NaN   7.14320        3.50206       0.772444        41.5618        40.3043     
  1004.24        500.000                 NaN            NaN            NaN   6.71619                 NaN            NaN   7.14320        3.50206       0.772444        41.5618        40.3043     
  1002.83        500.000                 NaN            NaN            NaN   6.71619                 NaN            NaN   7.14320        3.50206       0.772444        41.5618        40.3043     
  1001.41        500.000                 NaN            NaN            NaN   6.71619                 NaN            NaN   7.14320        3.50206       0.772444        41.5618        40.3043     
  1000.00        500.000                 NaN            NaN            NaN   6.71620                 NaN            NaN   7.14320        3.50206       0.772444        41.5618        40.3043     
