|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.5/LAR/LAR_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       an             Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         San(TH)        ilm            q             
  1173.71        500.000                 NaN   7.21420        8.24605       0.426357                 NaN            NaN            NaN   42.9546       0.324719        40.8341     
  1172.71        500.000                 NaN   7.21742        8.25000       0.424172                 NaN            NaN            NaN   42.9492       0.324183        40.8350     
  1171.70        500.000                 NaN   7.22068        8.27219       0.404769                 NaN            NaN            NaN   42.9430       0.323344        40.8360     
  1170.70        500.000                 NaN   7.21686        8.67953                 NaN            NaN            NaN            NaN   42.9428       0.322825        40.8380     
  1169.69        500.000                 NaN   7.22544        8.32850       0.352921                 NaN            NaN            NaN   42.9329       0.322121        40.8381     
  1168.69        500.000                 NaN   7.22767        8.35017       0.333231                 NaN            NaN            NaN   42.9282       0.321548        40.8391     
  1167.69        500.000                 NaN   7.23025        8.37355       0.311924                 NaN            NaN            NaN   42.9232       0.320940        40.8401     
  1166.68        500.000                 NaN   7.23274        8.39685       0.290647                 NaN            NaN            NaN   42.9183       0.320354        40.8411     
  1165.68        500.000                 NaN   7.23513        8.42055       0.268881                 NaN            NaN            NaN   42.9135       0.319788        40.8421     
  1164.67        500.000                 NaN   7.23747        8.44485       0.246498                 NaN            NaN            NaN   42.9089       0.319230        40.8431     
  1163.67        500.000                 NaN   7.23974        8.46977       0.223432                 NaN            NaN            NaN   42.9043       0.318685        40.8440     
  1162.67        500.000                 NaN   7.24197        8.49555       0.199467                 NaN            NaN            NaN   42.8999       0.318150        40.8450     
  1161.66        500.000                 NaN   7.24415        8.52208       0.174713                 NaN            NaN            NaN   42.8955       0.317626        40.8459     
  1160.66        500.000                 NaN   7.24628        8.54961       0.148921                 NaN            NaN            NaN   42.8912       0.317112        40.8469     
  1159.65        500.000                 NaN   7.24837        8.57792       0.122318                 NaN            NaN            NaN   42.8870       0.316607        40.8478     
  1158.65        500.000                 NaN   7.25041        8.60715       0.947486E-001            NaN            NaN            NaN   42.8828       0.316111        40.8488     
  1157.65        500.000                 NaN   7.25241        8.63742       0.661125E-001            NaN            NaN            NaN   42.8787       0.315625        40.8497     
  1156.64        500.000                 NaN   7.25383        8.69654       0.282437E-003            NaN  0.497484E-002            NaN   42.8762       0.315417        40.8527     
  1155.64        500.000                 NaN   7.25620        8.70530       0.209889E-003            NaN  0.715883E-003            NaN   42.8710       0.314717        40.8519     
  1154.63        500.000                 NaN   7.25856        8.70909                 NaN            NaN            NaN            NaN   42.8657       0.314011        40.8527     
  1153.63        500.000                 NaN   7.26090        8.71163                 NaN            NaN            NaN            NaN   42.8603       0.313305        40.8538     
  1152.62        500.000                 NaN   7.26322        8.71416                 NaN            NaN            NaN            NaN   42.8550       0.312603        40.8550     
  1151.62        500.000                 NaN   7.26551        8.71668                 NaN            NaN            NaN            NaN   42.8498       0.311904        40.8561     
  1150.62        500.000                 NaN   7.26777        8.71919                 NaN            NaN            NaN            NaN   42.8445       0.311209        40.8573     
  1149.61        500.000                 NaN   7.27001        8.72168                 NaN            NaN            NaN            NaN   42.8394       0.310517        40.8584     
  1148.61        500.000                 NaN   7.27223        8.72416                 NaN            NaN            NaN            NaN   42.8342       0.309829        40.8596     
  1147.60        500.000                 NaN   7.24743        8.03896       0.661986                 NaN            NaN            NaN   42.8784       0.315927        40.8573     
  1146.60        500.000                 NaN   7.27453        8.68713       0.373640E-001  0.138373E-002            NaN            NaN   42.8290       0.309271        40.8613     
  1145.60        500.000                 NaN   7.27557        8.66724       0.587482E-001  0.594568E-003            NaN            NaN   42.8267       0.309029        40.8621     
  1144.59        500.000                 NaN   7.27659        8.64671       0.802712E-001  0.301192E-003            NaN            NaN   42.8244       0.308793        40.8630     
  1143.59        500.000                 NaN   7.27758        8.62573       0.102052       0.172752E-003            NaN            NaN   42.8221       0.308563        40.8638     
  1142.58        500.000                 NaN   7.27855        8.60440       0.124105       0.108985E-003            NaN            NaN   42.8199       0.308337        40.8646     
  1141.58        500.000                 NaN   7.27949        8.58278       0.146395       0.740429E-004            NaN            NaN   42.8177       0.308117        40.8654     
  1140.58        500.000                 NaN   7.28041        8.56100       0.168812       0.533582E-004            NaN            NaN   42.8156       0.307902        40.8662     
  1139.57        500.000                 NaN   7.28131        8.53894       0.191487       0.403335E-004            NaN            NaN   42.8135       0.307692        40.8671     
  1138.57        500.000                 NaN   7.28219        8.51682       0.214198       0.315780E-004            NaN            NaN   42.8114       0.307487        40.8679     
  1137.56        500.000                 NaN   7.28305        8.49466       0.236930       0.255678E-004            NaN            NaN   42.8094       0.307286        40.8687     
  1136.56        500.000                 NaN   7.28389        8.47252       0.259621       0.212546E-004            NaN            NaN   42.8074       0.307091        40.8695     
  1135.55        500.000                 NaN   7.28470        8.45047       0.282208       0.180672E-004            NaN            NaN   42.8054       0.306900        40.8703     
  1134.55        500.000                 NaN   7.28670        8.49515       0.238690                 NaN            NaN            NaN   42.8017       0.306522        40.8713     
  1133.55        500.000                 NaN   7.28720        8.44933       0.284546                 NaN            NaN            NaN   42.8004       0.306457        40.8720     
  1132.54        500.000                 NaN   7.28772        8.41285       0.321118                 NaN            NaN            NaN   42.7991       0.306377        40.8728     
  1131.54        500.000                 NaN   7.28820        8.37907       0.354972                 NaN            NaN            NaN   42.7979       0.306303        40.8736     
  1130.53        500.000                 NaN   7.28866        8.34776       0.386336                 NaN            NaN            NaN   42.7967       0.306233        40.8744     
  1129.53        500.000                 NaN   7.28910        8.31871       0.415426                 NaN            NaN            NaN   42.7955       0.306166        40.8751     
  1128.53        500.000                 NaN   7.28951        8.29175       0.442412                 NaN            NaN            NaN   42.7944       0.306103        40.8759     
  1127.52        500.000                 NaN   7.29978        8.73464       0.317762E-005            NaN            NaN            NaN   42.7853       0.305785        40.8745     
  1126.52        500.000                 NaN   7.29027        8.24337       0.490815                 NaN            NaN            NaN   42.7922       0.305984        40.8774     
  1125.51        500.000                 NaN   7.30096        8.56552       0.171839                 NaN            NaN            NaN   42.7796       0.304961        40.8771     
  1124.51        500.000                 NaN   7.29139        8.21803       0.516691                 NaN            NaN            NaN   42.7890       0.305784        40.8791     
  1123.51        500.000                 NaN   7.29841        8.44621       0.285721                 NaN            NaN            NaN   42.7871       0.305672        40.8769     
  1122.50        500.000                 NaN   7.29205        8.18117       0.553537                 NaN            NaN            NaN   42.7870       0.305681        40.8806     
  1121.50        500.000                 NaN   7.30053        8.40410       0.332389                 NaN            NaN            NaN   42.7783       0.304874        40.8798     
  1120.49        500.000                 NaN   7.28862       0.770568        7.95960                 NaN            NaN            NaN   42.7945       0.306263        40.8804     
  1119.49        500.000                 NaN   7.28807       0.820613        7.90825                 NaN            NaN            NaN   42.7955       0.306593        40.8810     
  1118.49        500.000                 NaN   7.25584        7.97306       0.727309                 NaN            NaN            NaN   42.8510       0.313215        40.8796     
  1117.48        500.000                 NaN   7.25581        7.97289       0.727295                 NaN            NaN            NaN   42.8505       0.313210        40.8803     
  1116.48        500.000                 NaN   7.25578        7.97271       0.727280                 NaN            NaN            NaN   42.8501       0.313204        40.8809     
  1115.47        500.000                 NaN   7.25560        7.99968       0.700085                 NaN            NaN            NaN   42.8497       0.313222        40.8817     
  1114.47        500.000                 NaN   7.25558        7.99951       0.700072                 NaN            NaN            NaN   42.8492       0.313217        40.8824     
  1113.46        500.000                 NaN   7.25555        7.99933       0.700059                 NaN            NaN            NaN   42.8487       0.313212        40.8831     
  1112.46        500.000                 NaN   7.25553        7.99916       0.700047                 NaN            NaN            NaN   42.8483       0.313207        40.8838     
  1111.46        500.000                 NaN   7.30308        6.97072        1.75239       0.224652E-001            NaN            NaN   42.7584       0.302708        40.8902     
  1110.45        500.000                 NaN   7.30147        7.46359        1.27907                 NaN            NaN            NaN   42.7619       0.303308        40.8907     
  1109.45        500.000                 NaN   7.29205       0.841220        7.88902                 NaN            NaN            NaN   42.7834       0.305734        40.8885     
  1108.44        500.000                 NaN   7.30425        7.41722        1.32761                 NaN            NaN            NaN   42.7557       0.302677        40.8925     
  1107.44        500.000                 NaN   7.30574        7.37403        1.37194                 NaN            NaN            NaN   42.7524       0.302354        40.8935     
  1106.44        500.000                 NaN   7.08531        1.61012        5.19897                 NaN   1.10897                 NaN   43.2490       0.388107        41.3595     
  1105.43        500.000                 NaN   7.30816        7.35481        1.39139                 NaN            NaN            NaN   42.7483       0.302194        40.8952     
  1104.43        500.000                 NaN   7.31614        6.86031        1.89554                 NaN  0.150740E-002            NaN   42.7297       0.299183        40.8976     
  1103.42        500.000                 NaN   7.31856        7.19097        1.56921                 NaN            NaN            NaN   42.7248       0.298537        40.8979     
  1102.42        500.000                 NaN   7.31936        7.07768        1.68318                 NaN            NaN            NaN   42.7224       0.298420        40.8989     
  1101.42        500.000                 NaN   6.98459        5.88856                 NaN            NaN   1.63605                 NaN   43.4789       0.427484        41.5844     
  1100.41        500.000                 NaN   6.98275        5.86383                 NaN            NaN   1.65071                 NaN   43.4827       0.428390        41.5916     
  1099.41        500.000                 NaN   6.98273        5.86374                 NaN            NaN   1.65065                 NaN   43.4822       0.428381        41.5923     
  1098.40        500.000                 NaN   6.98269        5.86357                 NaN            NaN   1.65064                 NaN   43.4817       0.428376        41.5930     
  1097.40        500.000                 NaN   7.04784        6.29545                 NaN            NaN   1.42432                 NaN   43.3248       0.403276        41.5044     
  1096.39        500.000                 NaN   6.97929        5.81612                 NaN            NaN   1.67890                 NaN   43.4886       0.430096        41.6070     
  1095.39        500.000                 NaN   7.04052        6.22634                 NaN            NaN   1.46404                 NaN   43.3400       0.406282        41.5228     
  1094.39        500.000                 NaN   6.97924        5.81587                 NaN            NaN   1.67883                 NaN   43.4876       0.430081        41.6083     
  1093.38        500.000                 NaN   7.03717        6.19883                 NaN            NaN   1.48066                 NaN   43.3441       0.407352        41.5319     
  1092.38        500.000                 NaN   7.03147        6.13836                 NaN            NaN   1.51473                 NaN   43.3585       0.410062        41.5469     
  1091.37        500.000                 NaN   7.00464        5.89693       0.360057E-003            NaN   1.65123                 NaN   43.4191       0.421501        41.6063     
  1090.37        500.000                 NaN   6.97758        5.79268                 NaN            NaN   1.69238                 NaN   43.4893       0.430876        41.6172     
  1089.37        500.000                 NaN   7.00236        5.87986                 NaN            NaN   1.66075                 NaN   43.4227       0.422433        41.6119     
  1088.36        500.000                 NaN   6.97608        5.77037                 NaN            NaN   1.70568                 NaN   43.4916       0.431655        41.6246     
  1087.36        500.000                 NaN   6.97605        5.77025                 NaN            NaN   1.70565                 NaN   43.4911       0.431648        41.6253     
  1086.35        500.000                 NaN   6.97464        5.74852                 NaN            NaN   1.71873                 NaN   43.4937       0.432412        41.6320     
  1085.35        500.000                 NaN   6.97461        5.74840                 NaN            NaN   1.71870                 NaN   43.4932       0.432405        41.6326     
  1084.35        500.000                 NaN   6.97328        5.72716                 NaN            NaN   1.73153                 NaN   43.4957       0.433145        41.6392     
  1083.34        500.000                 NaN   6.97325        5.72704                 NaN            NaN   1.73150                 NaN   43.4952       0.433138        41.6399     
  1082.34        500.000                 NaN   6.97323        5.72692                 NaN            NaN   1.73146                 NaN   43.4947       0.433130        41.6406     
  1081.33        500.000                 NaN   6.97196        5.70609                 NaN            NaN   1.74408                 NaN   43.4969       0.433851        41.6471     
  1080.33        500.000                 NaN   6.97193        5.70597                 NaN            NaN   1.74405                 NaN   43.4965       0.433843        41.6478     
  1079.32        500.000                 NaN   6.97190        5.70585                 NaN            NaN   1.74401                 NaN   43.4960       0.433836        41.6484     
  1078.32        500.000                 NaN   6.97072        5.68552                 NaN            NaN   1.75639                 NaN   43.4980       0.434531        41.6549     
  1077.32        500.000                 NaN   6.97069        5.68540                 NaN            NaN   1.75635                 NaN   43.4975       0.434523        41.6555     
  1076.31        500.000                 NaN   6.97066        5.68528                 NaN            NaN   1.75632                 NaN   43.4970       0.434516        41.6562     
  1075.31        500.000                 NaN   6.97064        5.68516                 NaN            NaN   1.75628                 NaN   43.4965       0.434509        41.6569     
  1074.30        500.000                 NaN   6.97061        5.68504                 NaN            NaN   1.75625                 NaN   43.4960       0.434502        41.6576     
  1073.30        500.000                 NaN   6.96848        5.64574                 NaN            NaN   1.78043                 NaN   43.5000       0.435834        41.6696     
  1072.30        500.000                 NaN   6.96845        5.64562                 NaN            NaN   1.78039                 NaN   43.4995       0.435827        41.6702     
  1071.29        500.000                 NaN   6.96843        5.64550                 NaN            NaN   1.78036                 NaN   43.4990       0.435820        41.6709     
  1070.29        500.000                 NaN   6.96840        5.64538                 NaN            NaN   1.78032                 NaN   43.4985       0.435813        41.6716     
  1069.28        500.000                 NaN   6.96837        5.64526                 NaN            NaN   1.78029                 NaN   43.4980       0.435805        41.6723     
  1068.28        500.000                 NaN   6.96650        5.60743                 NaN            NaN   1.80374                 NaN   43.5012       0.437061        41.6840     
  1067.28        500.000                 NaN   6.95447        5.43877                 NaN            NaN   1.90574                 NaN   43.5260       0.443484        41.7316     
  1066.27        500.000                 NaN   6.95445        5.43865                 NaN            NaN   1.90570                 NaN   43.5255       0.443477        41.7323     
  1065.27        500.000                 NaN   6.95442        5.43854                 NaN            NaN   1.90566                 NaN   43.5250       0.443469        41.7329     
  1064.26        500.000                 NaN   6.95440        5.43842                 NaN            NaN   1.90563                 NaN   43.5245       0.443462        41.7336     
  1063.26        500.000                 NaN   6.95437        5.43831                 NaN            NaN   1.90559                 NaN   43.5240       0.443455        41.7343     
  1062.25        500.000                 NaN   6.95434        5.43819                 NaN            NaN   1.90555                 NaN   43.5235       0.443447        41.7350     
  1061.25        500.000                 NaN   6.95311        5.40661                 NaN            NaN   1.92545                 NaN   43.5251       0.444438        41.7452     
  1060.25        500.000                 NaN   6.95309        5.40650                 NaN            NaN   1.92542                 NaN   43.5247       0.444430        41.7459     
  1059.24        500.000                 NaN   6.95306        5.40638                 NaN            NaN   1.92538                 NaN   43.5242       0.444423        41.7466     
  1058.24        500.000                 NaN   6.95184        5.36361                 NaN            NaN   1.95451                 NaN   43.5234       0.445213        41.7614     
  1057.23        500.000                 NaN   6.95181        5.36350                 NaN            NaN   1.95447                 NaN   43.5229       0.445205        41.7621     
  1056.23        500.000                 NaN   6.95179        5.36339                 NaN            NaN   1.95443                 NaN   43.5224       0.445198        41.7628     
  1055.23        500.000                 NaN   6.95176        5.36327                 NaN            NaN   1.95439                 NaN   43.5219       0.445191        41.7635     
  1054.22        500.000                 NaN   6.95174        5.36316                 NaN            NaN   1.95436                 NaN   43.5214       0.445183        41.7641     
  1053.22        500.000                 NaN   6.95171        5.36305                 NaN            NaN   1.95432                 NaN   43.5209       0.445176        41.7648     
  1052.21        500.000                 NaN   6.95168        5.36293                 NaN            NaN   1.95428                 NaN   43.5205       0.445168        41.7655     
  1051.21        500.000                 NaN   6.95166        5.36282                 NaN            NaN   1.95424                 NaN   43.5200       0.445161        41.7662     
  1050.21        500.000                 NaN   6.95163        5.36271                 NaN            NaN   1.95420                 NaN   43.5195       0.445154        41.7668     
  1049.20        500.000                 NaN   6.95161        5.36260                 NaN            NaN   1.95416                 NaN   43.5190       0.445146        41.7675     
  1048.20        500.000                 NaN   6.95158        5.36248                 NaN            NaN   1.95412                 NaN   43.5185       0.445139        41.7682     
  1047.19        500.000                 NaN   6.95156        5.36237                 NaN            NaN   1.95409                 NaN   43.5180       0.445132        41.7688     
  1046.19        500.000                 NaN   6.95153        5.36226                 NaN            NaN   1.95405                 NaN   43.5175       0.445124        41.7695     
  1045.18        500.000                 NaN   6.95150        5.36215                 NaN            NaN   1.95401                 NaN   43.5170       0.445117        41.7702     
  1044.18        500.000                 NaN   6.95148        5.36203                 NaN            NaN   1.95397                 NaN   43.5165       0.445110        41.7709     
  1043.18        500.000                 NaN   6.95145        5.36192                 NaN            NaN   1.95393                 NaN   43.5161       0.445102        41.7715     
  1042.17        500.000                 NaN   6.95080        5.30434                 NaN            NaN   1.99117                 NaN   43.5154       0.446562        41.7917     
  1041.17        500.000                 NaN   6.95078        5.30423                 NaN            NaN   1.99113                 NaN   43.5150       0.446555        41.7924     
  1040.16        500.000                 NaN   6.95075        5.30412                 NaN            NaN   1.99109                 NaN   43.5145       0.446547        41.7930     
  1039.16        500.000                 NaN   6.95072        5.30401                 NaN            NaN   1.99105                 NaN   43.5140       0.446540        41.7937     
  1038.16        500.000                 NaN   6.95070        5.30390                 NaN            NaN   1.99101                 NaN   43.5135       0.446533        41.7944     
  1037.15        500.000                 NaN   6.95067        5.30379                 NaN            NaN   1.99097                 NaN   43.5130       0.446525        41.7950     
  1036.15        500.000                 NaN   6.95065        5.30368                 NaN            NaN   1.99093                 NaN   43.5125       0.446518        41.7957     
  1035.14        500.000                 NaN   6.95062        5.30356                 NaN            NaN   1.99090                 NaN   43.5120       0.446511        41.7964     
  1034.14        500.000                 NaN   6.94807        5.28119                 NaN            NaN   2.00586                 NaN   43.5071       0.448648        41.8091     
  1033.14        500.000                 NaN   6.94805        5.28108                 NaN            NaN   2.00582                 NaN   43.5066       0.448641        41.8098     
  1032.13        500.000                 NaN   6.94802        5.28097                 NaN            NaN   2.00578                 NaN   43.5061       0.448634        41.8105     
  1031.13        500.000                 NaN   6.95051        5.27397                 NaN            NaN   2.01017                 NaN   43.5090       0.447282        41.8090     
  1030.12        500.000                 NaN   6.95049        5.27386                 NaN            NaN   2.01013                 NaN   43.5085       0.447275        41.8097     
  1029.12        500.000                 NaN   6.95046        5.27375                 NaN            NaN   2.01009                 NaN   43.5080       0.447268        41.8104     
  1028.12        500.000                 NaN   6.95044        5.27364                 NaN            NaN   2.01005                 NaN   43.5076       0.447260        41.8111     
  1027.11        500.000                 NaN   6.95041        5.27353                 NaN            NaN   2.01001                 NaN   43.5071       0.447253        41.8117     
  1026.11        500.000                 NaN   6.95039        5.27342                 NaN            NaN   2.00997                 NaN   43.5066       0.447246        41.8124     
  1025.10        500.000                 NaN   6.95036        5.27331                 NaN            NaN   2.00993                 NaN   43.5061       0.447238        41.8131     
  1024.10        500.000                 NaN   6.95034        5.27320                 NaN            NaN   2.00989                 NaN   43.5056       0.447231        41.8137     
  1023.09        500.000                 NaN   6.95031        5.27309                 NaN            NaN   2.00985                 NaN   43.5051       0.447224        41.8144     
  1022.09        500.000                 NaN   6.95028        5.27298                 NaN            NaN   2.00981                 NaN   43.5046       0.447216        41.8151     
  1021.09        500.000                 NaN   6.95026        5.27287                 NaN            NaN   2.00977                 NaN   43.5042       0.447209        41.8157     
  1020.08        500.000                 NaN   6.95023        5.27276                 NaN            NaN   2.00973                 NaN   43.5037       0.447202        41.8164     
  1019.08        500.000                 NaN   6.95021        5.27265                 NaN            NaN   2.00969                 NaN   43.5032       0.447194        41.8171     
  1018.07        500.000                 NaN   6.95018        5.27254                 NaN            NaN   2.00965                 NaN   43.5027       0.447187        41.8177     
  1017.07        500.000                 NaN   6.95016        5.27243                 NaN            NaN   2.00961                 NaN   43.5022       0.447180        41.8184     
  1016.07        500.000                 NaN   6.95013        5.27232                 NaN            NaN   2.00957                 NaN   43.5017       0.447172        41.8191     
  1015.06        500.000                 NaN   6.95011        5.27221                 NaN            NaN   2.00953                 NaN   43.5012       0.447165        41.8197     
  1014.06        500.000                 NaN   6.95008        5.27210                 NaN            NaN   2.00949                 NaN   43.5008       0.447158        41.8204     
  1013.05        500.000                 NaN   6.95006        5.27199                 NaN            NaN   2.00945                 NaN   43.5003       0.447151        41.8211     
  1012.05        500.000                 NaN   6.95003        5.27188                 NaN            NaN   2.00941                 NaN   43.4998       0.447143        41.8217     
  1011.05        500.000                 NaN   6.95001        5.27177                 NaN            NaN   2.00937                 NaN   43.4993       0.447136        41.8224     
  1010.04        500.000                 NaN   6.94998        5.27166                 NaN            NaN   2.00933                 NaN   43.4988       0.447129        41.8231     
  1009.04        500.000                 NaN   6.94996        5.27155                 NaN            NaN   2.00929                 NaN   43.4983       0.447121        41.8237     
  1008.03        500.000                 NaN   6.94993        5.27144                 NaN            NaN   2.00925                 NaN   43.4978       0.447114        41.8244     
  1007.03        500.000                 NaN   6.94991        5.27134                 NaN            NaN   2.00921                 NaN   43.4974       0.447107        41.8251     
  1006.02        500.000                 NaN   6.94989        5.27123                 NaN            NaN   2.00917                 NaN   43.4969       0.447100        41.8257     
  1005.02        500.000                 NaN   6.94986        5.27112                 NaN            NaN   2.00914                 NaN   43.4964       0.447092        41.8264     
  1004.02        500.000                 NaN   6.94984        5.27101                 NaN            NaN   2.00910                 NaN   43.4959       0.447085        41.8271     
  1003.01        500.000                 NaN   6.94981        5.27090                 NaN            NaN   2.00906                 NaN   43.4954       0.447078        41.8277     
  1002.01        500.000                 NaN   6.94979        5.27079                 NaN            NaN   2.00902                 NaN   43.4949       0.447071        41.8284     
  1001.00        500.000                 NaN   6.94976        5.27068                 NaN            NaN   2.00898                 NaN   43.4944       0.447063        41.8291     
  1000.00        500.000                 NaN   6.94974        5.27057                 NaN            NaN   2.00894                 NaN   43.4940       0.447056        41.8297     
