|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.25/TAY13/TAY13_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            lc             ne            
  1310.95        2500.00                 NaN   82.5640                 NaN            NaN   1.45515                 NaN   3.25978       0.385330        2.24210        10.0936                 NaN            NaN            NaN
  1309.44        2500.00                 NaN   84.0889                 NaN            NaN   1.33086                 NaN   3.20681       0.155123        2.05529        9.16297                 NaN            NaN            NaN
  1307.94        2500.00                 NaN   85.3644                 NaN            NaN   1.21258                 NaN   3.14170                 NaN   1.89869        8.38268                 NaN            NaN            NaN
  1306.44        2500.00                 NaN   86.4107                 NaN            NaN   1.08950                 NaN   2.99611                 NaN   1.77058        7.73309                 NaN            NaN            NaN
  1304.94        2500.00                 NaN   87.3549                 NaN            NaN  0.967750                 NaN   2.87302                 NaN   1.65507        7.14929                 NaN            NaN            NaN
  1303.44        2500.00                 NaN   88.1516                 NaN            NaN  0.929007                 NaN   2.69202                 NaN   1.55622        6.67112                 NaN            NaN            NaN
  1301.93        2500.00                 NaN   88.8474                 NaN            NaN  0.869189                 NaN   2.56280                 NaN   1.47110        6.24949                 NaN            NaN            NaN
  1300.43        2500.00                 NaN   89.4592                 NaN            NaN  0.812162                 NaN   2.45976                 NaN   1.39480        5.87413                 NaN            NaN            NaN
  1298.93        2500.00                 NaN   90.0038                 NaN            NaN  0.772184                 NaN   2.34958                 NaN   1.32807        5.54640                 NaN            NaN            NaN
  1297.43        2500.00                 NaN   90.4868                 NaN            NaN  0.731375                 NaN   2.25978                 NaN   1.26848        5.25360                 NaN            NaN            NaN
  1295.92        2500.00                 NaN   90.8368                 NaN            NaN  0.729949                 NaN   2.14501                 NaN   1.22709        5.06117                 NaN            NaN            NaN
  1294.42        2500.00                 NaN   87.7572                 NaN            NaN  0.869752                 NaN   2.76298                 NaN   1.61427        6.72506       0.270705                 NaN            NaN
  1292.92        2500.00                 NaN   84.0188                 NaN            NaN   1.11974                 NaN   3.42126                 NaN   2.08387        8.79751       0.558797                 NaN            NaN
  1291.42        2500.00                 NaN   84.5369                 NaN            NaN   1.13827                 NaN   3.26053                 NaN   2.00885        8.51886       0.536632                 NaN            NaN
  1289.92        2500.00                 NaN   84.4796                 NaN            NaN   1.14426                 NaN   3.28144                 NaN   2.00894        8.55316       0.532561                 NaN            NaN
  1288.41        2500.00                 NaN   83.9213                 NaN            NaN   1.36032                 NaN   3.06617                 NaN   2.13511        8.93610       0.581053                 NaN            NaN
  1286.91        2500.00                 NaN   85.5862                 NaN            NaN  0.954709                 NaN   3.27103                 NaN   1.76200        7.97687       0.449242                 NaN            NaN
  1285.41        2500.00                 NaN   84.5263                 NaN            NaN   1.24993                 NaN   3.15677                 NaN   1.97174        8.58499       0.510255                 NaN            NaN
  1283.91        2500.00                 NaN   82.8900                 NaN            NaN   1.39784                 NaN   3.44014                 NaN   2.15322        9.56237       0.556463                 NaN            NaN
  1282.41        2500.00                 NaN   79.4866                 NaN            NaN   1.66025                 NaN   4.07419                 NaN   2.54341        11.5760       0.659525                 NaN            NaN
  1280.90        2500.00                 NaN   72.7053                 NaN            NaN   2.31098                 NaN   5.22159                 NaN   3.33290        15.5620       0.867316                 NaN            NaN
  1279.40        2500.00        2.01267        59.2057                 NaN            NaN   2.43121                 NaN   8.09637                 NaN   4.80357        23.4505                 NaN            NaN            NaN
  1277.90        2500.00        1.86700        64.1884                 NaN            NaN   2.16619                 NaN   7.06903                 NaN   4.19852        20.5109                 NaN            NaN            NaN
  1276.40        2500.00        1.21474        76.4753                 NaN            NaN   1.50738                 NaN   4.68897                 NaN   2.77497        13.3387                 NaN            NaN            NaN
  1274.89        2500.00        3.60116        7.30807        23.1287                 NaN   5.82846                 NaN   11.6590                 NaN   8.48934        39.9853                 NaN            NaN            NaN
  1273.39        2500.00       0.118639        96.0518                 NaN            NaN            NaN            NaN   3.46182                 NaN  0.367709                 NaN            NaN            NaN            NaN
  1271.89        2500.00                 NaN   80.6781        18.7051                 NaN            NaN            NaN  0.524782                 NaN  0.920275E-001            NaN            NaN            NaN            NaN
  1270.39        2500.00                 NaN   99.0173                 NaN            NaN            NaN            NaN  0.883080                 NaN  0.996674E-001            NaN            NaN            NaN            NaN
  1268.89        2500.00                 NaN   99.3270                 NaN            NaN            NaN            NaN  0.603084                 NaN  0.698703E-001            NaN            NaN            NaN            NaN
  1267.38        2500.00                 NaN   96.3331                 NaN            NaN            NaN            NaN   1.90537                 NaN  0.752896                 NaN            NaN   1.00862                 NaN
  1265.88        2500.00                 NaN   99.7457                 NaN            NaN            NaN            NaN  0.254252                 NaN            NaN            NaN            NaN            NaN            NaN
  1264.38        2500.00                 NaN   72.4279        20.9554                 NaN            NaN            NaN   5.53958                 NaN   1.07714                 NaN            NaN            NaN            NaN
  1262.88        2500.00                 NaN   99.9400                 NaN            NaN            NaN            NaN            NaN            NaN  0.328536E-001            NaN            NaN            NaN  0.271863E-001
  1261.38        2500.00       0.193639        98.3359                 NaN            NaN            NaN            NaN  0.712124                 NaN  0.265583                 NaN            NaN            NaN  0.492797     
  1259.87        2500.00                 NaN   90.4080        8.73148                 NaN            NaN            NaN  0.483050                 NaN  0.265356                 NaN            NaN            NaN  0.112081     
  1258.37        2500.00       0.361553E-001   82.1526        16.7165                 NaN            NaN            NaN            NaN            NaN            NaN  0.673795                 NaN            NaN  0.420979     
  1256.87        2500.00       0.163231        99.0366                 NaN            NaN            NaN            NaN            NaN            NaN  0.186112       0.614074                 NaN            NaN            NaN
  1255.37        2500.00                 NaN   99.9796                 NaN            NaN            NaN            NaN            NaN            NaN  0.203988E-001            NaN            NaN            NaN            NaN
  1253.86        2500.00                 NaN   99.9874                 NaN            NaN            NaN            NaN            NaN            NaN  0.125585E-001            NaN            NaN            NaN            NaN
  1252.36        2500.00                 NaN   99.1719                 NaN            NaN            NaN            NaN  0.579120                 NaN  0.121363                 NaN            NaN            NaN  0.127662     
  1250.86        2500.00       0.444954        71.6831                 NaN            NaN   1.36107                 NaN   6.91049                 NaN   2.72502        11.8809                 NaN  0.439261E-001   4.95058     
  1249.36        2500.00                 NaN   98.8894                 NaN            NaN  0.148636                 NaN  0.298945                 NaN  0.110071       0.343051                 NaN  0.240300E-001  0.185856     
  1247.86        2500.00        1.65391                 NaN            NaN            NaN   6.39727                 NaN   25.1160                 NaN   9.90675        35.5524                 NaN   6.43088        14.9428     
  1246.35        2500.00        1.63001                 NaN            NaN            NaN   6.42290                 NaN   25.1243                 NaN   9.92888        35.5489                 NaN   6.38961        14.9554     
  1244.85        2500.00        1.62573                 NaN            NaN            NaN   6.43126                 NaN   25.1242                 NaN   9.94050        35.5666                 NaN   6.34555        14.9662     
  1243.35        2500.00        1.62119                 NaN            NaN            NaN   6.43973                 NaN   25.1246                 NaN   9.95207        35.5843                 NaN   6.30119        14.9769     
  1241.85        2500.00        1.61687                 NaN            NaN            NaN   6.44786                 NaN   25.1250                 NaN   9.96374        35.6021                 NaN   6.25668        14.9878     
  1240.34        2500.00        1.65438                 NaN            NaN            NaN   6.44967                 NaN   2.89775        22.0231        9.96769        35.6972                 NaN   6.25629        15.0539     
  1238.84        2500.00        1.60789                 NaN            NaN            NaN   6.46427                 NaN   25.1266                 NaN   9.98683        35.6380                 NaN   6.16660        15.0098     
  1237.34        2500.00        1.60344                 NaN            NaN            NaN   6.47243                 NaN   25.1274                 NaN   9.99852        35.6562                 NaN   6.12102        15.0209     
  1235.84        2500.00        1.59894                 NaN            NaN            NaN   6.48061                 NaN   25.1284                 NaN   10.0102        35.6746                 NaN   6.07516        15.0321     
  1234.34        2500.00        1.59447                 NaN            NaN            NaN   6.48873                 NaN   25.1295                 NaN   10.0219        35.6930                 NaN   6.02900        15.0434     
  1232.83        2500.00        1.58999                 NaN            NaN            NaN   6.49685                 NaN   25.1306                 NaN   10.0336        35.7116                 NaN   5.98257        15.0547     
  1231.33        2500.00        1.58550                 NaN            NaN            NaN   6.50495                 NaN   25.1319                 NaN   10.0453        35.7303                 NaN   5.93584        15.0662     
  1229.83        2500.00        1.58093                 NaN            NaN            NaN   6.51310                 NaN   25.1333                 NaN   10.0571        35.7491                 NaN   5.88882        15.0776     
  1228.33        2500.00        1.57636                 NaN            NaN            NaN   6.52122                 NaN   25.1348                 NaN   10.0688        35.7683                 NaN   5.84129        15.0893     
  1226.83        2500.00        1.56587                 NaN            NaN            NaN   6.45410                 NaN   25.4043                 NaN   10.1060        35.6168                 NaN   5.77543        15.0775     
  1225.32        2500.00        1.56713                 NaN            NaN            NaN   6.53758                 NaN   25.1380                 NaN   10.0924        35.8069                 NaN   5.74524        15.1128     
  1223.82        2500.00        1.56247                 NaN            NaN            NaN   6.54571                 NaN   25.1398                 NaN   10.1042        35.8265                 NaN   5.69677        15.1246     
  1222.32        2500.00        1.55773                 NaN            NaN            NaN   6.55390                 NaN   25.1419                 NaN   10.1160        35.8461                 NaN   5.64801        15.1365     
  1220.82        2500.00        1.55299                 NaN            NaN            NaN   6.56209                 NaN   25.1439                 NaN   10.1278        35.8659                 NaN   5.59894        15.1485     
  1219.31        2500.00        1.54818                 NaN            NaN            NaN   6.57019                 NaN   25.1464                 NaN   10.1395        35.8856                 NaN   5.54953        15.1605     
  1217.81        2500.00        1.54341                 NaN            NaN            NaN   6.57850                 NaN   25.1482                 NaN   10.1514        35.9059                 NaN   5.49990        15.1727     
  1216.31        2500.00        1.53865                 NaN            NaN            NaN   6.58639                 NaN   25.1512                 NaN   10.1633        35.9261                 NaN   5.44946        15.1849     
  1214.81        2500.00        1.53373                 NaN            NaN            NaN   6.59483                 NaN   25.1533                 NaN   10.1751        35.9467                 NaN   5.39896        15.1973     
  1213.31        2500.00        1.52166                 NaN            NaN            NaN   6.64580                 NaN   2.04104        22.9039        10.2100        35.9650                 NaN   5.42556        15.2870     
  1211.80        2500.00        1.52385                 NaN            NaN            NaN   6.61110                 NaN   25.1591                 NaN   10.1989        35.9879                 NaN   5.29685        15.2222     
  1210.30        2500.00        1.51890                 NaN            NaN            NaN   6.61924                 NaN   25.1625                 NaN   10.2105        36.0089                 NaN   5.24514        15.2348     
  1208.80        2500.00        1.57201                 NaN            NaN            NaN   6.57411                 NaN   25.1183                 NaN   10.2659        36.0382                 NaN   5.18949        15.2420     
  1207.30        2500.00        1.51737                 NaN            NaN            NaN   6.62795                 NaN   25.1661                 NaN   10.2276        36.0624                 NaN   5.13942        15.2591     
  1205.80        2500.00        1.56216                 NaN            NaN            NaN   6.58892                 NaN   25.1270                 NaN   10.2906        36.0795                 NaN   5.08396        15.2679     
  1204.29        2500.00        1.53943                 NaN            NaN            NaN   6.61266                 NaN   25.1434                 NaN   10.2967        36.0746                 NaN   5.04159        15.2916     
  1202.79        2500.00        1.52887                 NaN            NaN            NaN   6.64289                 NaN   25.0896                 NaN   10.3719        36.0822                 NaN   4.97173        15.3127     
  1201.29        2500.00        1.52946                 NaN            NaN            NaN   6.62903                 NaN   25.1498                 NaN   10.3209        36.1186                 NaN   4.93430        15.3179     
  1199.79        2500.00        1.52274                 NaN            NaN            NaN   6.70183                 NaN   24.9766                 NaN   10.3373        36.2100                 NaN   4.91587        15.3357     
  1198.28        2500.00        1.52779                 NaN            NaN            NaN   6.56891                 NaN   25.2496                 NaN   10.3716        36.0968                 NaN   4.83776        15.3475     
  1196.78        2500.00        1.47275                 NaN            NaN            NaN   6.72606                 NaN   1.88409        23.0994        10.3371        36.2133                 NaN   4.83715        15.4301     
  1195.28        2500.00        1.52459                 NaN            NaN            NaN   6.64135                 NaN   25.1640                 NaN   10.3739        36.2242                 NaN   4.71105        15.3609     
  1193.78        2500.00        1.68328                 NaN            NaN            NaN   5.70664        1.41422        22.5114                 NaN   10.3989        37.5336                 NaN   4.97572        15.7762     
  1192.28        2500.00        1.51263                 NaN            NaN            NaN   6.65722                 NaN   25.1766                 NaN   10.3991        36.2699                 NaN   4.59608        15.3885     
  1190.77        2500.00        1.50886                 NaN            NaN            NaN   6.66777                 NaN   25.1755                 NaN   10.4119        36.2977                 NaN   4.53616        15.4021     
  1189.27        2500.00        1.50289                 NaN            NaN            NaN   6.67357                 NaN   25.1815                 NaN   10.4269        36.3198                 NaN   4.47765        15.4177     
  1187.77        2500.00        1.49715                 NaN            NaN            NaN   6.68152                 NaN   25.1875                 NaN   10.4393        36.3423                 NaN   4.42042        15.4319     
  1186.27        2500.00        1.49222                 NaN            NaN            NaN   6.68885                 NaN   25.1938                 NaN   10.4510        36.3663                 NaN   4.36217        15.4457     
  1184.77        2500.00        1.47606                 NaN            NaN            NaN   6.62118                 NaN   25.3242                 NaN   10.4734        36.2813                 NaN   4.33342        15.4905     
  1183.26        2500.00        1.48063                 NaN            NaN            NaN   6.70705                 NaN   25.2045                 NaN   10.4758        36.4114                 NaN   4.24701        15.4736     
  1181.76        2500.00        1.47412                 NaN            NaN            NaN   6.69790                 NaN   25.2405                 NaN   10.4927        36.4137                 NaN   4.19010        15.4910     
  1180.26        2500.00        1.46328                 NaN            NaN            NaN   6.73615                 NaN   25.2114                 NaN   10.4852        36.4552                 NaN   4.13728        15.5115     
  1178.76        2500.00        1.46313                 NaN            NaN            NaN   6.71200                 NaN   25.2556                 NaN   10.5159        36.4593                 NaN   4.07431        15.5198     
  1177.25        2500.00        1.44388                 NaN            NaN            NaN   6.76007                 NaN   25.2256                 NaN   10.5169        36.4932                 NaN   4.01862        15.5417     
  1175.75        2500.00        1.40263                 NaN            NaN            NaN   6.81318                 NaN   1.32292        23.8044        10.5199        36.4972                 NaN   4.02576        15.6141     
  1174.25        2500.00        1.64008                 NaN            NaN            NaN   5.76910        1.41663        22.5332                 NaN   10.4859        37.9431                 NaN   4.22696        15.9850     
  1172.75        2500.00        1.63663                 NaN            NaN            NaN   5.77400        1.41675        22.5352                 NaN   10.4927        37.9763                 NaN   4.16647        16.0019     
  1171.25        2500.00        1.43384                 NaN            NaN            NaN   6.75279                 NaN   25.2875                 NaN   10.5797        36.5840                 NaN   3.76692        15.5952     
  1169.74        2500.00        1.43067                 NaN            NaN            NaN   6.77711                 NaN   25.2635                 NaN   10.5860        36.6347                 NaN   3.70051        15.6075     
  1168.24        2500.00        1.42096                 NaN            NaN            NaN   6.78471                 NaN   25.2783                 NaN   10.6015        36.6539                 NaN   3.63686        15.6238     
  1166.74        2500.00        1.36323                 NaN            NaN            NaN   6.78715                 NaN  0.964903E-001   25.4004        10.4260        36.6556                 NaN   3.63088        15.6403     
  1165.24        2500.00        1.40985                 NaN            NaN            NaN   6.78475                 NaN   25.3170                 NaN   10.6309        36.6860                 NaN   3.51436        15.6572     
  1163.73        2500.00        1.39143                 NaN            NaN            NaN   6.83521                 NaN   25.2827                 NaN   10.6306        36.7257                 NaN   3.45453        15.6799     
  1162.23        2500.00        1.38509                 NaN            NaN            NaN   6.84386                 NaN   25.2899                 NaN   10.6431        36.7524                 NaN   3.38995        15.6958     
  1160.73        2500.00        1.32068                 NaN            NaN            NaN   6.83006                 NaN   25.6146                 NaN   10.6699        36.5824                 NaN   3.30298        15.6793     
  1159.23        2500.00        1.38047                 NaN            NaN            NaN   6.75347                 NaN   25.4522                 NaN   10.6846        36.7161                 NaN   3.27732        15.7358     
  1157.73        2500.00        1.38459                 NaN            NaN            NaN   6.86316                 NaN   25.2914                 NaN   10.6799        36.8745                 NaN   3.17597        15.7304     
  1156.22        2500.00        1.37851                 NaN            NaN            NaN   6.87468                 NaN   25.2916                 NaN   10.6877        36.9029                 NaN   3.11849        15.7461     
  1154.72        2500.00        1.37242                 NaN            NaN            NaN   6.87744                 NaN   25.3097                 NaN   10.6993        36.9342                 NaN   3.04212        15.7648     
  1153.22        2500.00        1.28832                 NaN            NaN            NaN   6.86590                 NaN   25.6769                 NaN   10.7435        36.7081                 NaN   2.96302        15.7543     
  1151.72        2500.00        1.28114                 NaN            NaN            NaN   6.88229                 NaN   25.6677                 NaN   10.7521        36.7411                 NaN   2.89954        15.7762     
  1150.22        2500.00        1.39789                 NaN            NaN            NaN   7.03462                 NaN   24.7766                 NaN   10.7452        37.2940                 NaN   2.85312        15.8985     
  1148.71        2500.00        1.57856                 NaN            NaN            NaN   5.85410        1.41801        22.5755                 NaN   10.6046        38.5435                 NaN   3.13462        16.2911     
  1147.21        2500.00        1.27343                 NaN            NaN            NaN   6.87985                 NaN   25.7209                 NaN   10.7937        36.8283                 NaN   2.68407        15.8198     
  1145.71        2500.00        1.56376                 NaN            NaN            NaN   5.86361        1.41873        22.5925                 NaN   10.6305        38.6013                 NaN   2.99982        16.3297     
  1144.21        2500.00        1.55753                 NaN            NaN            NaN   5.88061        1.41876        22.5988                 NaN   10.6224        38.6493                 NaN   2.91939        16.3533     
  1142.70        2500.00        1.24052                 NaN            NaN            NaN   6.92498                 NaN   25.7535                 NaN   10.8390        36.8965                 NaN   2.47426        15.8712     
  1141.20        2500.00        1.23364                 NaN            NaN            NaN   6.93355                 NaN   25.7642                 NaN   10.8532        36.9258                 NaN   2.40077        15.8888     
  1139.70        2500.00        1.29081                 NaN            NaN            NaN   6.98114                 NaN   25.3805                 NaN   10.8556        37.2130                 NaN   2.33570        15.9433     
  1138.20        2500.00        1.34569                 NaN            NaN            NaN   7.01230                 NaN   25.1938                 NaN   10.6819        37.5469                 NaN   2.25434        15.9651     
  1136.70        2500.00        1.54761                 NaN            NaN            NaN   5.89641        1.41734        22.5997                 NaN   10.6632        38.8546                 NaN   2.57149        16.4497     
  1135.19        2500.00        1.54215                 NaN            NaN            NaN   5.90270        1.41655        22.6088                 NaN   10.6733        38.8898                 NaN   2.49775        16.4690     
  1133.69        2500.00        1.19636                 NaN            NaN            NaN   6.98857                 NaN   25.7940                 NaN   10.9193        37.0789                 NaN   2.03886        15.9840     
  1132.19        2500.00        1.22773                 NaN            NaN            NaN   7.03365                 NaN  0.688420        24.7462        10.8802        37.2914                 NaN   2.04886        16.0835     
  1130.69        2500.00        1.26562                 NaN            NaN            NaN   7.01732                 NaN   25.4557                 NaN   10.9198        37.4063                 NaN   1.89147        16.0438     
  1129.19        2500.00        1.18876                 NaN            NaN            NaN   7.00415                 NaN   25.7994                 NaN   10.9694        37.2026                 NaN   1.80262        16.0330     
  1127.68        2500.00        1.18672                 NaN            NaN            NaN   6.98242                 NaN   25.8781                 NaN   10.9800        37.2095                 NaN   1.71980        16.0435     
  1126.18        2500.00        1.17442                 NaN            NaN            NaN   7.02392                 NaN   25.8209                 NaN   10.9957        37.2678                 NaN   1.64792        16.0694     
  1124.68        2500.00        1.22981                 NaN            NaN            NaN   7.02933                 NaN   25.5429                 NaN   10.9894        37.4927                 NaN   1.59186        16.1241     
  1123.18        2500.00        1.18516                 NaN            NaN            NaN   7.08384                 NaN  0.519279        24.9981        10.9661        37.4763                 NaN   1.57693        16.1943     
  1121.67        2500.00        1.50674                 NaN            NaN            NaN   5.95035        1.41621        22.6360                 NaN   10.7387        39.2705                 NaN   1.81957        16.6619     
  1120.17        2500.00        1.66286                 NaN            NaN            NaN   6.07422        1.09678        22.9149                 NaN   10.8483        39.6646                 NaN   1.03285        16.7055     
  1118.67        2500.00        1.66320                 NaN            NaN            NaN   6.07102        1.10043        22.9120                 NaN   10.8471        39.7183                 NaN  0.956486        16.7314     
  1117.17        2500.00        1.27304                 NaN            NaN            NaN   6.39414        1.21268        23.2902                 NaN   10.9884        39.1003                 NaN   1.23701        16.5042     
  1115.67        2500.00        1.51247                 NaN            NaN            NaN   5.94841        1.41007        22.6788                 NaN   10.7488        39.4672                 NaN   1.49120        16.7430     
  1114.16        2500.00        1.48860                 NaN            NaN            NaN   5.97150        1.41777        22.6593                 NaN   10.7748        39.4932                 NaN   1.42178        16.7731     
  1112.66        2500.00        1.16026                 NaN            NaN            NaN   7.13788                 NaN   25.7899                 NaN   11.0342        37.6227                 NaN   1.03421        16.2209     
  1111.16        2500.00        1.48585                 NaN            NaN            NaN   5.98031        1.41467        22.6617                 NaN   10.7856        39.5939                 NaN   1.25798        16.8200     
  1109.66        2500.00        1.48427                 NaN            NaN            NaN   5.98320        1.41438        22.6651                 NaN   10.7912        39.6436                 NaN   1.17510        16.8432     
  1108.16        2500.00        1.48268                 NaN            NaN            NaN   5.98609        1.41408        22.6685                 NaN   10.7968        39.6937                 NaN   1.09161        16.8666     
  1106.65        2500.00        1.13794                 NaN            NaN            NaN   7.16636                 NaN   25.8472                 NaN   11.1322        37.7313                 NaN  0.699265        16.2858     
  1105.15        2500.00        1.13906                 NaN            NaN            NaN   7.17068                 NaN   25.8358                 NaN   11.0858        38.0605                 NaN  0.321859        16.3863     
  1103.65        2500.00        1.47785                 NaN            NaN            NaN   5.99480        1.41313        22.6791                 NaN   10.8136        39.8462                 NaN  0.837484        16.9379     
  1102.15        2500.00        1.47622                 NaN            NaN            NaN   5.99771        1.41280        22.6827                 NaN   10.8193        39.8977                 NaN  0.751543        16.9620     
  1100.64        2500.00       0.985541                 NaN            NaN            NaN   7.26764                 NaN  0.355348        25.4708        11.2705        37.8216                 NaN  0.338757        16.4898     
  1099.14        2500.00        1.47293                 NaN            NaN            NaN   6.00354        1.41211        22.6901                 NaN   10.8307        40.0020                 NaN  0.577778        17.0108     
  1097.64        2500.00        1.10085                 NaN            NaN            NaN   7.21148                 NaN   25.9027                 NaN   11.1825        37.9955                 NaN  0.187433        16.4195     
  1096.14        2500.00       0.994388                 NaN            NaN            NaN   7.30661                 NaN   25.9764                 NaN   11.2724        37.9586                 NaN            NaN   16.4916     
  1094.64        2500.00        1.06552                 NaN            NaN            NaN   7.21761                 NaN   25.9072                 NaN   11.2084        38.0940                 NaN            NaN   16.5072     
  1093.13        2500.00       0.964659                 NaN            NaN            NaN   7.28704                 NaN  0.300386        25.8133        11.3401        37.8124                 NaN            NaN   16.4821     
  1091.63        2500.00       0.999155                 NaN            NaN            NaN   7.23043                 NaN   26.1319                 NaN   11.3164        37.8645                 NaN            NaN   16.4577     
  1090.13        2500.00        1.46281                 NaN            NaN            NaN   6.02112        1.40988        22.7136                 NaN   10.8654        40.3242                 NaN  0.412287E-001   17.1618     
  1088.63        2500.00        1.46109                 NaN            NaN            NaN   6.02407        1.40948        22.7177                 NaN   10.8713        40.3453                 NaN            NaN   17.1712     
  1087.13        2500.00       0.933573                 NaN            NaN            NaN   7.27156                 NaN   26.2671                 NaN   11.4056        37.7006                 NaN            NaN   16.4216     
  1085.62        2500.00       0.923334                 NaN            NaN            NaN   7.28168                 NaN   26.2840                 NaN   11.4226        37.6736                 NaN            NaN   16.4147     
  1084.12        2500.00       0.968712                 NaN            NaN            NaN   7.30570                 NaN   26.0337                 NaN   11.3907        37.8526                 NaN            NaN   16.4485     
  1082.62        2500.00       0.902333                 NaN            NaN            NaN   7.30226                 NaN   26.3179                 NaN   11.4569        37.6192                 NaN            NaN   16.4014     
  1081.12        2500.00        1.00176                 NaN            NaN            NaN   7.31875                 NaN   26.0365                 NaN   11.3769        37.8514                 NaN            NaN   16.4147     
  1079.61        2500.00       0.878860                 NaN            NaN            NaN   7.32597                 NaN   26.3516                 NaN   11.4893        37.5626                 NaN            NaN   16.3916     
  1078.11        2500.00       0.974733                 NaN            NaN            NaN   7.37169                 NaN   25.8250                 NaN   11.4337        37.9381                 NaN            NaN   16.4567     
  1076.61        2500.00       0.856582                 NaN            NaN            NaN   7.34681                 NaN   26.3961                 NaN   11.5239        37.5008                 NaN            NaN   16.3758     
  1075.11        2500.00       0.945314                 NaN            NaN            NaN   7.37067                 NaN   25.9974                 NaN   11.4661        37.8032                 NaN            NaN   16.4173     
  1073.61        2500.00       0.906791                 NaN            NaN            NaN   7.46975                 NaN   26.0187                 NaN   11.4799        37.7434                 NaN            NaN   16.3815     
  1072.10        2500.00       0.906988                 NaN            NaN            NaN   7.45998                 NaN   26.0705                 NaN   11.4883        37.7095                 NaN            NaN   16.3647     
  1070.60        2500.00       0.815347                 NaN            NaN            NaN   7.38631                 NaN   26.4651                 NaN   11.5975        37.3917                 NaN            NaN   16.3441     
  1069.10        2500.00       0.799770                 NaN            NaN            NaN   7.40618                 NaN   26.4813                 NaN   11.6094        37.3594                 NaN            NaN   16.3439     
  1067.60        2500.00                 NaN            NaN            NaN            NaN   7.86194                 NaN   26.4189                 NaN   11.6878        37.0685       0.468670                 NaN   16.4942     
  1066.09        2500.00                 NaN            NaN            NaN            NaN   7.86732                 NaN   26.4355                 NaN   11.6935        37.0486       0.464289                 NaN   16.4908     
  1064.59        2500.00                 NaN            NaN            NaN            NaN   7.94127                 NaN   26.0487                 NaN   11.6333        37.3192       0.517419                 NaN   16.5401     
  1063.09        2500.00                 NaN            NaN            NaN            NaN   7.94393                 NaN   26.0627                 NaN   11.6511        37.2950       0.512590                 NaN   16.5347     
  1061.59        2500.00                 NaN            NaN            NaN            NaN   7.94660                 NaN   26.0765                 NaN   11.6616        37.2789       0.510585                 NaN   16.5258     
  1060.09        2500.00                 NaN            NaN            NaN            NaN   7.94975                 NaN   26.0906                 NaN   11.6727        37.2621       0.507645                 NaN   16.5173     
  1058.58        2500.00                 NaN            NaN            NaN            NaN   7.88305                 NaN   26.5145                 NaN   11.7524        36.9554       0.448127                 NaN   16.4465     
  1057.08        2500.00                 NaN            NaN            NaN            NaN   7.88634                 NaN   26.5302                 NaN   11.7641        36.9368       0.444833                 NaN   16.4378     
  1055.58        2500.00                 NaN            NaN            NaN            NaN   7.95480                 NaN   26.2793                 NaN   11.6824        37.1316       0.494254                 NaN   16.4577     
  1054.08        2500.00                 NaN            NaN            NaN            NaN   7.89023                 NaN   26.5689                 NaN   11.7914        36.8952       0.438111                 NaN   16.4161     
  1052.58        2500.00                 NaN            NaN            NaN            NaN   7.89260                 NaN   26.5799                 NaN   11.8067        36.8803       0.435943                 NaN   16.4046     
  1051.07        2500.00                 NaN            NaN            NaN            NaN   7.89963                 NaN   26.5968                 NaN   11.8150        36.8576       0.430788                 NaN   16.4003     
  1049.57        2500.00                 NaN            NaN            NaN            NaN   7.97113                 NaN   26.1890                 NaN   11.7499        37.1446       0.486653                 NaN   16.4587     
  1048.07        2500.00                 NaN            NaN            NaN            NaN   7.97429                 NaN   26.2043                 NaN   11.7612        37.1269       0.483546                 NaN   16.4498     
  1046.57        2500.00                 NaN            NaN            NaN            NaN   7.97740                 NaN   26.2196                 NaN   11.7726        37.1092       0.480431                 NaN   16.4408     
  1045.06        2500.00                 NaN            NaN            NaN            NaN   7.91050                 NaN   26.6698                 NaN   11.8617        36.7787       0.417177                 NaN   16.3622     
  1043.56        2500.00                 NaN            NaN            NaN            NaN   7.91353                 NaN   26.6889                 NaN   11.8748        36.7571       0.413533                 NaN   16.3521     
  1042.06        2500.00                 NaN            NaN            NaN            NaN   7.98681                 NaN   26.2671                 NaN   11.8071        37.0549       0.470777                 NaN   16.4133     
  1040.56        2500.00                 NaN            NaN            NaN            NaN   7.98990                 NaN   26.2834                 NaN   11.8187        37.0366       0.467525                 NaN   16.4040     
  1039.06        2500.00                 NaN            NaN            NaN            NaN   7.99305                 NaN   26.2996                 NaN   11.8303        37.0182       0.464223                 NaN   16.3946     
  1037.55        2500.00                 NaN            NaN            NaN            NaN   7.99612                 NaN   26.3164                 NaN   11.8420        36.9995       0.460927                 NaN   16.3851     
  1036.05        2500.00                 NaN            NaN            NaN            NaN   7.99697                 NaN   26.4108                 NaN   11.8159        36.9611       0.473701                 NaN   16.3416     
  1034.55        2500.00                 NaN            NaN            NaN            NaN   8.01281                 NaN   26.3595                 NaN   11.8382        36.9634       0.471426                 NaN   16.3546     
