|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.5/ALH/ALH_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1253.16        500.000        96.1910                 NaN  0.727092E-001            NaN            NaN   1.15433                 NaN            NaN  0.488994       0.109756        1.98320                 NaN
  1251.83        500.000        96.3388                 NaN  0.732613E-001            NaN            NaN   1.10876                 NaN            NaN  0.470048       0.104802        1.90435                 NaN
  1250.51        500.000        96.4791                 NaN  0.668308E-001            NaN            NaN   1.07329                 NaN            NaN  0.452036       0.996591E-001   1.82904                 NaN
  1249.18        500.000        96.6098                 NaN  0.689527E-001            NaN            NaN   1.03037                 NaN            NaN  0.435158       0.954065E-001   1.76027                 NaN
  1247.86        500.000        96.7316                 NaN  0.633964E-001            NaN            NaN  0.999480                 NaN            NaN  0.419387       0.909160E-001   1.69525                 NaN
  1246.53        500.000        96.8467                 NaN  0.603742E-001            NaN            NaN  0.967179                 NaN            NaN  0.404417       0.868150E-001   1.63454                 NaN
  1245.21        500.000        96.9519                 NaN  0.555491E-001            NaN            NaN  0.940536                 NaN            NaN  0.390595       0.828928E-001   1.57857                 NaN
  1243.88        500.000        97.0537                 NaN  0.538931E-001            NaN            NaN  0.910773                 NaN            NaN  0.377175       0.792920E-001   1.52520                 NaN
  1242.56        500.000        97.1504                 NaN  0.496645E-001            NaN            NaN  0.885641                 NaN            NaN  0.364358       0.757455E-001   1.47414                 NaN
  1241.23        500.000        97.2458                 NaN  0.530963E-001            NaN            NaN  0.850627                 NaN            NaN  0.351673       0.727595E-001   1.42602                 NaN
  1239.90        500.000        97.3159                 NaN  0.419607E-001            NaN            NaN  0.845019                 NaN            NaN  0.341940       0.693745E-001   1.38577                 NaN
  1238.58        500.000        97.4072                 NaN  0.349366E-001            NaN            NaN  0.822193                 NaN            NaN  0.330162       0.659879E-001   1.33948                 NaN
  1237.25        500.000        98.0928                 NaN  0.175665                 NaN            NaN  0.253961                 NaN            NaN  0.257035       0.670656E-001   1.15352                 NaN
  1235.93        500.000        96.9604                 NaN            NaN            NaN            NaN   1.19684                 NaN            NaN  0.373901       0.598869E-001   1.40900                 NaN
  1234.60        500.000        97.6322                 NaN            NaN            NaN            NaN  0.789991                 NaN            NaN  0.296748       0.580497E-001   1.22304                 NaN
  1233.28        500.000        97.6932                 NaN  0.221907E-002            NaN            NaN  0.770187                 NaN            NaN  0.290714       0.546320E-001   1.18904                 NaN
  1231.95        500.000        97.7515                 NaN  0.615630E-003            NaN            NaN  0.754747                 NaN            NaN  0.281318       0.529201E-001   1.15890                 NaN
  1230.63        500.000        97.8122                 NaN  0.873090E-003            NaN            NaN  0.735868                 NaN            NaN  0.275343       0.495819E-001   1.12609                 NaN
  1229.30        500.000        97.8740                 NaN  0.418424E-002            NaN            NaN  0.712039                 NaN            NaN  0.267331       0.474599E-001   1.09501                 NaN
  1227.98        500.000        97.9297                 NaN  0.102853E-004            NaN            NaN  0.699174                 NaN            NaN  0.259421       0.453875E-001   1.06633                 NaN
  1226.65        500.000        97.9857                 NaN  0.164679E-004            NaN            NaN  0.681083                 NaN            NaN  0.251989       0.433522E-001   1.03791                 NaN
  1225.32        500.000        98.1382                 NaN            NaN            NaN            NaN  0.599199                 NaN            NaN  0.231813       0.424256E-001  0.988393                 NaN
  1224.00        500.000        97.8627                 NaN  0.108052E-001            NaN            NaN  0.735632                 NaN            NaN  0.259797       0.480327E-001   1.08303                 NaN
  1222.67        500.000        98.0524                 NaN  0.139805                 NaN            NaN  0.502304                 NaN            NaN  0.248071       0.402944E-001   1.01716                 NaN
  1221.35        500.000        97.8542                 NaN            NaN            NaN            NaN  0.505516       0.957190E-004            NaN  0.317719       0.678014E-001   1.25464                 NaN
  1220.02        500.000        97.9726                 NaN  0.392952       0.846705E-001            NaN  0.315389                 NaN            NaN  0.275377       0.354056E-001  0.923587                 NaN
  1218.70        500.000        98.7850                 NaN            NaN            NaN            NaN  0.217302                 NaN            NaN  0.480391E-001  0.634375E-001  0.886198                 NaN
  1217.37        500.000        97.2642                 NaN            NaN            NaN            NaN  0.773922       0.301628                 NaN  0.414276                 NaN   1.24600                 NaN
  1216.05        500.000        99.7795                 NaN            NaN            NaN            NaN  0.105400                 NaN            NaN  0.267447E-001  0.836679E-002  0.800114E-001            NaN
  1214.72        500.000        98.1610                 NaN            NaN            NaN            NaN  0.294246       0.322653                 NaN  0.187362       0.324157E-001   1.00231                 NaN
  1213.40        500.000        98.8324                 NaN            NaN            NaN            NaN  0.425412                 NaN            NaN  0.121588       0.297796E-001  0.590858                 NaN
  1212.07        500.000        98.6687                 NaN            NaN            NaN            NaN  0.374799                 NaN            NaN  0.140700       0.390668E-001  0.776743                 NaN
  1210.74        500.000        89.1786                 NaN            NaN            NaN            NaN   2.42836                 NaN            NaN   1.04730       0.100997        4.42351        2.82125     
  1209.42        500.000       100.0000                 NaN  0.128647E-004            NaN            NaN            NaN            NaN            NaN  0.467135E-005            NaN  0.114219E-004            NaN
  1208.09        500.000        99.9998                 NaN            NaN            NaN            NaN  0.186624E-004            NaN            NaN  0.127888E-004  0.190007E-005  0.660168E-004  0.760206E-004
  1206.77        500.000        99.9999                 NaN  0.710319E-005            NaN            NaN  0.112212E-004            NaN            NaN  0.910499E-005            NaN  0.385837E-004  0.301489E-004
  1205.44        500.000        99.9998                 NaN  0.131739E-004            NaN            NaN  0.315752E-005            NaN            NaN  0.137499E-004  0.260551E-005  0.619280E-004  0.671470E-004
  1204.12        500.000        68.9218                 NaN            NaN            NaN            NaN   5.17500                 NaN            NaN   2.66152       0.226201        11.7132        11.3024     
  1202.79        500.000        99.9999                 NaN  0.738636E-005            NaN            NaN  0.353917E-005            NaN            NaN  0.598778E-005            NaN  0.233959E-004  0.247332E-004
  1201.47        500.000        89.2146                 NaN            NaN            NaN            NaN   1.57864       0.478454E-001  0.125456E-003  0.863324       0.894097E-001   4.05461        4.15142     
  1200.14        500.000        89.6790                 NaN            NaN            NaN            NaN   1.70354                 NaN            NaN  0.890398       0.544742E-001   3.79444        3.87812     
  1198.82        500.000        83.9901                 NaN            NaN            NaN            NaN   1.43970        1.04759                 NaN   1.34959       0.965766E-001   5.97610        6.10035     
  1197.49        500.000        99.9999                 NaN  0.159219E-004            NaN            NaN            NaN            NaN            NaN  0.101069E-004            NaN  0.380789E-004  0.395545E-004
  1196.16        500.000        99.9992                 NaN  0.362731E-004            NaN            NaN  0.709012E-004            NaN            NaN  0.652560E-004  0.695290E-005  0.303370E-003  0.312034E-003
  1194.84        500.000        66.6376                 NaN            NaN            NaN            NaN  0.877325        4.14316                 NaN   2.74879       0.193318        12.6266        12.7732     
  1193.51        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1192.19        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1190.86        500.000        83.1784                 NaN            NaN            NaN            NaN   2.30015                 NaN            NaN   1.31272       0.100331        6.60095        6.50747     
  1189.54        500.000        62.8442                 NaN            NaN            NaN            NaN   4.59792                 NaN            NaN   2.80200       0.220755        15.0146        14.5206     
  1188.21        500.000                 NaN            NaN            NaN            NaN            NaN   11.7860                 NaN            NaN   7.39330       0.581846        40.8613        39.3775     
  1186.89        500.000                 NaN            NaN            NaN            NaN            NaN   11.7879                 NaN            NaN   7.39244       0.581427        40.8601        39.3781     
  1185.56        500.000                 NaN            NaN            NaN            NaN            NaN   11.7928                 NaN            NaN   7.39344       0.581046        40.8534        39.3793     
  1184.24        500.000                 NaN            NaN            NaN            NaN            NaN   11.7946                 NaN            NaN   7.39574       0.580212        40.8500        39.3795     
  1182.91        500.000                 NaN            NaN            NaN            NaN            NaN   8.06320        3.73766                 NaN   7.41627       0.573556        40.8300        39.3793     
  1181.59        500.000                 NaN            NaN            NaN            NaN            NaN   11.7981                 NaN            NaN   7.40035       0.578624        40.8430        39.3799     
  1180.26        500.000                 NaN            NaN            NaN            NaN            NaN   8.06320        3.73766                 NaN   7.41627       0.573556        40.8300        39.3793     
  1178.93        500.000                 NaN            NaN            NaN            NaN            NaN   8.06320        3.73766                 NaN   7.41627       0.573556        40.8300        39.3793     
  1177.61        500.000                 NaN            NaN            NaN            NaN            NaN   8.06320        3.73766                 NaN   7.41627       0.573556        40.8300        39.3793     
  1176.28        500.000                 NaN            NaN            NaN            NaN            NaN   8.06549        3.73537                 NaN   7.41626       0.573558        40.8300        39.3793     
  1174.96        500.000                 NaN            NaN            NaN            NaN            NaN   8.06485        3.73601                 NaN   7.41626       0.573557        40.8300        39.3793     
  1173.63        500.000                 NaN            NaN            NaN            NaN            NaN   8.06445        3.73641                 NaN   7.41626       0.573557        40.8300        39.3793     
  1172.31        500.000                 NaN            NaN            NaN            NaN            NaN   8.06420        3.73666                 NaN   7.41627       0.573556        40.8300        39.3793     
  1170.98        500.000                 NaN            NaN            NaN            NaN            NaN   8.06403        3.73683                 NaN   7.41627       0.573556        40.8300        39.3793     
  1169.66        500.000                 NaN            NaN            NaN            NaN            NaN   8.06392        3.73694                 NaN   7.41627       0.573556        40.8300        39.3793     
  1168.33        500.000                 NaN            NaN            NaN            NaN            NaN   8.06385        3.73701                 NaN   7.41627       0.573556        40.8300        39.3793     
  1167.01        500.000                 NaN            NaN            NaN            NaN            NaN   8.06381        3.73705                 NaN   7.41627       0.573556        40.8300        39.3793     
  1165.68        500.000                 NaN            NaN            NaN            NaN            NaN   8.06379        3.73707                 NaN   7.41627       0.573555        40.8300        39.3793     
  1164.35        500.000                 NaN            NaN            NaN            NaN            NaN   8.06320        3.73766                 NaN   7.41627       0.573556        40.8300        39.3793     
  1163.03        500.000                 NaN            NaN            NaN            NaN            NaN   7.33108        4.47189                 NaN   7.41912       0.572595        40.8257        39.3796     
  1161.70        500.000                 NaN            NaN            NaN            NaN            NaN   7.31292        4.49019                 NaN   7.41925       0.572543        40.8255        39.3796     
  1160.38        500.000                 NaN            NaN            NaN            NaN            NaN   7.29075        4.51252                 NaN   7.41942       0.572480        40.8252        39.3796     
  1159.05        500.000                 NaN            NaN            NaN            NaN            NaN   10.4165        1.40946                 NaN   7.43813       0.565632        40.7869        39.3834     
  1157.73        500.000                 NaN            NaN            NaN            NaN            NaN   11.8126                 NaN            NaN   7.42642       0.569641        40.8104        39.3810     
  1156.40        500.000                 NaN            NaN            NaN            NaN            NaN   11.8346                 NaN            NaN   7.44474       0.562179        40.7740        39.3845     
  1155.08        500.000                 NaN            NaN            NaN            NaN            NaN   11.8367                 NaN            NaN   7.44715       0.561236        40.7702        39.3847     
  1153.75        500.000                 NaN            NaN            NaN            NaN            NaN   11.8356                 NaN            NaN   7.44851       0.562132        40.7692        39.3845     
  1152.43        500.000                 NaN            NaN            NaN            NaN            NaN   11.8376                 NaN            NaN   7.44997       0.559590        40.7683        39.3845     
  1151.10        500.000                 NaN            NaN            NaN            NaN            NaN   11.8391                 NaN            NaN   7.45161       0.560017        40.7642        39.3852     
  1149.77        500.000                 NaN            NaN            NaN            NaN            NaN   11.8453                 NaN            NaN   7.45568       0.557952        40.7550        39.3861     
  1148.45        500.000                 NaN            NaN            NaN            NaN            NaN   11.8375                 NaN            NaN   7.45427       0.561190        40.7625        39.3846     
  1147.12        500.000                 NaN            NaN            NaN            NaN            NaN   9.19062        2.65121                 NaN   7.45633       0.558704        40.7574        39.3857     
  1145.80        500.000                 NaN            NaN            NaN            NaN            NaN   9.25736        2.58674                 NaN   7.45876       0.557720        40.7534        39.3860     
  1144.47        500.000                 NaN            NaN            NaN            NaN            NaN   9.34977        2.49665                 NaN   7.46123       0.556727        40.7493        39.3863     
  1143.15        500.000                 NaN            NaN            NaN            NaN            NaN   9.47021        2.37859                 NaN   7.46380       0.555705        40.7450        39.3867     
  1141.82        500.000                 NaN            NaN            NaN            NaN            NaN   11.8417                 NaN            NaN   7.46078       0.558130        40.7540        39.3853     
  1140.50        500.000                 NaN            NaN            NaN            NaN            NaN   6.87698        4.96788                 NaN   7.46140       0.557805        40.7497        39.3862     
  1139.17        500.000                 NaN            NaN            NaN            NaN            NaN   3.21462        8.64496                 NaN   7.47096       0.551246        40.7296        39.3886     
  1137.85        500.000                 NaN            NaN            NaN            NaN            NaN   2.59270        9.26907                 NaN   7.47289       0.550491        40.7259        39.3890     
  1136.52        500.000                 NaN            NaN            NaN            NaN            NaN   4.96382        6.88367                 NaN   7.46405       0.556466        40.7451        39.3869     
  1135.19        500.000                 NaN            NaN            NaN            NaN            NaN   8.26977        3.58339                 NaN   7.47082       0.553379        40.7350        39.3876     
  1133.87        500.000                 NaN            NaN            NaN            NaN            NaN   8.51148        3.34334                 NaN   7.47250       0.552647        40.7322        39.3879     
  1132.54        500.000                 NaN            NaN            NaN            NaN            NaN   8.68954        3.16679                 NaN   7.47404       0.551980        40.7296        39.3881     
  1131.22        500.000                 NaN            NaN            NaN            NaN            NaN   3.32023        8.53061                 NaN   7.46796       0.554781        40.7386        39.3878     
  1129.89        500.000                 NaN            NaN            NaN            NaN            NaN   11.8764                 NaN            NaN   7.49009       0.543921        40.6994        39.3902     
  1128.57        500.000                 NaN            NaN            NaN            NaN            NaN   8.76642        3.09488                 NaN   7.47907       0.549921        40.7208        39.3889     
  1127.24        500.000                 NaN            NaN            NaN            NaN            NaN   9.00830        2.87431                 NaN   7.49596       0.541187        40.6892        39.3910     
  1125.92        500.000                 NaN            NaN            NaN            NaN            NaN   8.75308        3.11084                 NaN   7.48206       0.548751        40.7159        39.3894     
  1124.59        500.000                 NaN            NaN            NaN            NaN            NaN   8.69600        3.16936                 NaN   7.48366       0.548137        40.7132        39.3897     
  1123.27        500.000                 NaN            NaN            NaN            NaN            NaN   11.8899                 NaN            NaN   7.50408       0.537746        40.6762        39.3920     
  1121.94        500.000                 NaN            NaN            NaN            NaN            NaN   8.64176        3.22623                 NaN   7.48666       0.546998        40.7082        39.3902     
  1120.61        500.000                 NaN            NaN            NaN            NaN            NaN   8.59815        3.27119                 NaN   7.48819       0.546428        40.7056        39.3905     
  1119.29        500.000                 NaN            NaN            NaN            NaN            NaN   8.69142        3.18391                 NaN   7.49208       0.544055        40.6971        39.3914     
  1117.96        500.000                 NaN            NaN            NaN            NaN            NaN   10.5968        1.29486                 NaN   7.50773       0.537167        40.6703        39.3931     
  1116.64        500.000                 NaN            NaN            NaN            NaN            NaN   2.13942        9.75312                 NaN   7.50927       0.536897        40.6676        39.3937     
  1115.31        500.000                 NaN            NaN            NaN            NaN            NaN   1.74307        10.1562                 NaN   7.51444       0.534210        40.6579        39.3942     
  1113.99        500.000                 NaN            NaN  0.679797E-004            NaN            NaN   11.9047                 NaN            NaN   7.51968       0.531440        40.6502        39.3940     
  1112.66        500.000                 NaN            NaN            NaN            NaN            NaN  0.970489        10.9362                 NaN   7.52296       0.530454        40.6453        39.3946     
  1111.34        500.000                 NaN            NaN            NaN            NaN            NaN   1.09398        10.8143                 NaN   7.52327       0.529949        40.6433        39.3951     
  1110.01        500.000                 NaN            NaN   1.74462                 NaN            NaN   9.29930                 NaN            NaN   7.32153       0.668489        41.1036        39.8624     
  1108.69        500.000                 NaN            NaN   1.89242                 NaN            NaN   9.07626                 NaN            NaN   7.30388       0.681029        41.1441        39.9023     
  1107.36        500.000                 NaN            NaN   1.99678                 NaN            NaN   8.91945                 NaN            NaN   7.29120       0.689711        41.1721        39.9308     
  1106.04        500.000                 NaN            NaN   2.08325                 NaN            NaN   8.78885                 NaN            NaN   7.28146       0.697057        41.1952        39.9542     
  1104.71        500.000                 NaN            NaN   2.15287                 NaN            NaN   8.68411                 NaN            NaN   7.27407       0.702846        41.2129        39.9732     
  1103.38        500.000                 NaN            NaN   2.21196                 NaN            NaN   8.59534                 NaN            NaN   7.26741       0.707698        41.2282        39.9894     
  1102.06        500.000                 NaN            NaN   2.25868                 NaN            NaN   8.52531                 NaN            NaN   7.26244       0.711470        41.2399        40.0022     
  1100.73        500.000                 NaN            NaN   2.30569                 NaN            NaN   8.45487                 NaN            NaN   7.25744       0.715280        41.2516        40.0151     
  1099.41        500.000                 NaN            NaN   2.35298                 NaN            NaN   8.38391                 NaN            NaN   7.25246       0.719063        41.2634        40.0281     
  1098.08        500.000                 NaN            NaN   2.38363                 NaN            NaN   8.33842                 NaN            NaN   7.24946       0.721465        41.2704        40.0367     
  1096.76        500.000                 NaN            NaN   2.44946                 NaN            NaN   8.24356                 NaN            NaN   7.24400       0.726216        41.2813        40.0555     
  1095.43        500.000                 NaN            NaN   2.49426                 NaN            NaN   8.17284                 NaN            NaN   7.23763       0.730655        41.2973        40.0673     
  1094.11        500.000                 NaN            NaN   2.52539                 NaN            NaN   8.12647                 NaN            NaN   7.23461       0.733086        41.3045        40.0760     
  1092.78        500.000                 NaN            NaN   2.55502                 NaN            NaN   8.08238                 NaN            NaN   7.23177       0.735386        41.3112        40.0843     
  1091.46        500.000                 NaN            NaN   2.58344                 NaN            NaN   8.04011                 NaN            NaN   7.22910       0.737584        41.3175        40.0922     
  1090.13        500.000                 NaN            NaN   2.61055                 NaN            NaN   7.99983                 NaN            NaN   7.22656       0.739672        41.3235        40.0999     
  1088.80        500.000                 NaN            NaN   2.63657                 NaN            NaN   7.96120                 NaN            NaN   7.22417       0.741664        41.3292        40.1072     
  1087.48        500.000                 NaN            NaN   2.66151                 NaN            NaN   7.92421                 NaN            NaN   7.22186       0.743568        41.3346        40.1142     
  1086.15        500.000                 NaN            NaN   2.68527                 NaN            NaN   7.88877                 NaN            NaN   7.21960       0.745440        41.3400        40.1209     
  1084.83        500.000                 NaN            NaN   2.70840                 NaN            NaN   7.85458                 NaN            NaN   7.21760       0.747162        41.3448        40.1275     
  1083.50        500.000                 NaN            NaN   2.72998                 NaN            NaN   7.82342                 NaN            NaN   7.21749       0.748248        41.3473        40.1335     
  1082.18        500.000                 NaN            NaN   2.75200                 NaN            NaN   7.79060                 NaN            NaN   7.21530       0.750130        41.3521        40.1399     
  1080.85        500.000                 NaN            NaN   2.77177                 NaN            NaN   7.76037                 NaN            NaN   7.21314       0.751875        41.3575        40.1453     
  1079.53        500.000                 NaN            NaN   2.79310                 NaN            NaN   7.72864                 NaN            NaN   7.21101       0.753618        41.3622        40.1514     
  1078.20        500.000                 NaN            NaN   2.81475                 NaN            NaN   7.69696                 NaN            NaN   7.20918       0.755222        41.3663        40.1576     
  1076.88        500.000                 NaN            NaN   2.83273                 NaN            NaN   7.67024                 NaN            NaN   7.20785       0.756597        41.3697        40.1629     
  1075.55        500.000                 NaN            NaN   2.81106                 NaN            NaN   7.70602                 NaN            NaN   7.21112       0.753632        41.3607        40.1574     
  1074.22        500.000                 NaN            NaN   2.87699                 NaN            NaN   7.60433                 NaN            NaN   7.20328       0.760089        41.3800        40.1753     
  1072.90        500.000                 NaN            NaN   2.89236                 NaN            NaN   7.58368                 NaN            NaN   7.20299       0.760706        41.3799        40.1803     
  1071.57        500.000                 NaN            NaN   2.90425                 NaN            NaN   7.56606                 NaN            NaN   7.20172       0.761532        41.3828        40.1837     
  1070.25        500.000                 NaN            NaN   2.90277                 NaN            NaN   7.57044                 NaN            NaN   7.20317       0.760733        41.3792        40.1837     
  1068.92        500.000                 NaN            NaN   2.92017                 NaN            NaN   7.54234                 NaN            NaN   7.20097       0.762456        41.3859        40.1882     
  1067.60        500.000                 NaN            NaN   2.93478                 NaN            NaN   7.52244                 NaN            NaN   7.20031       0.763226        41.3864        40.1928     
  1066.27        500.000                 NaN            NaN   2.93148                 NaN            NaN   7.52977                 NaN            NaN   7.20209       0.762195        41.3820        40.1925     
  1064.95        500.000                 NaN            NaN   3.08369                 NaN            NaN   7.29476                 NaN            NaN   7.18612       0.776736        41.4232        40.2355     
  1063.62        500.000                 NaN            NaN   3.09750                 NaN            NaN   7.27462                 NaN            NaN   7.18532       0.777688        41.4252        40.2396     
  1062.30        500.000                 NaN            NaN   3.09945                 NaN            NaN   7.27272                 NaN            NaN   7.18558       0.777548        41.4244        40.2404     
  1060.97        500.000                 NaN            NaN   3.11191                 NaN            NaN   7.25460                 NaN            NaN   7.18476       0.778407        41.4262        40.2441     
  1059.64        500.000                 NaN            NaN   3.11927                 NaN            NaN   7.24434                 NaN            NaN   7.18450       0.778786        41.4268        40.2463     
  1058.32        500.000                 NaN            NaN   3.12654                 NaN            NaN   7.23420                 NaN            NaN   7.18426       0.779156        41.4273        40.2486     
  1056.99        500.000                 NaN            NaN   3.13385                 NaN            NaN   7.22397                 NaN            NaN   7.18400       0.779539        41.4278        40.2508     
  1055.67        500.000                 NaN            NaN   3.14093                 NaN            NaN   7.21419                 NaN            NaN   7.18382       0.779879        41.4282        40.2530     
  1054.34        500.000                 NaN            NaN   3.14805                 NaN            NaN   7.20430                 NaN            NaN   7.18361       0.780233        41.4286        40.2552     
  1053.02        500.000                 NaN            NaN   3.15514                 NaN            NaN   7.19447                 NaN            NaN   7.18342       0.780582        41.4290        40.2574     
  1051.69        500.000                 NaN            NaN   3.16218                 NaN            NaN   7.18472                 NaN            NaN   7.18323       0.780927        41.4294        40.2596     
  1050.37        500.000                 NaN            NaN   3.16918                 NaN            NaN   7.17504                 NaN            NaN   7.18305       0.781267        41.4297        40.2618     
  1049.04        500.000                 NaN            NaN   3.38654                 NaN            NaN   6.83032                 NaN            NaN   7.15743       0.804911        41.4977        40.3231     
  1047.72        500.000                 NaN            NaN   3.18306                 NaN            NaN   7.15587                 NaN            NaN   7.18273       0.781935        41.4303        40.2661     
  1046.39        500.000                 NaN            NaN   3.18995                 NaN            NaN   7.14638                 NaN            NaN   7.18259       0.782262        41.4306        40.2683     
  1045.06        500.000                 NaN            NaN   3.19679                 NaN            NaN   7.13695                 NaN            NaN   7.18245       0.782585        41.4308        40.2704     
  1043.74        500.000                 NaN            NaN   3.14143                 NaN            NaN   7.22883                 NaN            NaN   7.19117       0.775381        41.4075        40.2557     
  1042.41        500.000                 NaN            NaN   3.15183                 NaN            NaN   7.21419                 NaN            NaN   7.19080       0.775969        41.4083        40.2589     
  1041.09        500.000                 NaN            NaN   3.16105                 NaN            NaN   7.20141                 NaN            NaN   7.19067       0.776425        41.4086        40.2618     
  1039.76        500.000                 NaN            NaN   3.17047                 NaN            NaN   7.18852                 NaN            NaN   7.19036       0.776890        41.4090        40.2648     
  1038.44        500.000                 NaN            NaN   3.22953                 NaN            NaN   7.09221                 NaN            NaN   7.18176       0.784060        41.4316        40.2808     
  1037.11        500.000                 NaN            NaN   3.23592                 NaN            NaN   7.08353                 NaN            NaN   7.18171       0.784332        41.4316        40.2829     
  1035.79        500.000                 NaN            NaN   3.38642                 NaN            NaN   6.83053                 NaN            NaN   7.15745       0.804894        41.4977        40.3230     
  1034.46        500.000                 NaN            NaN   3.25022                 NaN            NaN   7.06379                 NaN            NaN   7.18169       0.785018        41.4319        40.2874     
  1033.14        500.000                 NaN            NaN   3.25679                 NaN            NaN   7.05485                 NaN            NaN   7.18164       0.785307        41.4319        40.2895     
  1031.81        500.000                 NaN            NaN   3.26335                 NaN            NaN   7.04591                 NaN            NaN   7.18159       0.785600        41.4319        40.2916     
  1030.49        500.000                 NaN            NaN   3.26984                 NaN            NaN   7.03709                 NaN            NaN   7.18155       0.785882        41.4319        40.2937     
  1029.16        500.000                 NaN            NaN   3.27629                 NaN            NaN   7.02835                 NaN            NaN   7.18153       0.786157        41.4319        40.2958     
  1027.83        500.000                 NaN            NaN   3.28270                 NaN            NaN   7.01968                 NaN            NaN   7.18151       0.786429        41.4318        40.2979     
  1026.51        500.000                 NaN            NaN   3.28907                 NaN            NaN   7.01105                 NaN            NaN   7.18151       0.786696        41.4317        40.3000     
  1025.18        500.000                 NaN            NaN   3.29542                 NaN            NaN   7.00248                 NaN            NaN   7.18151       0.786960        41.4316        40.3020     
  1023.86        500.000                 NaN            NaN   3.30173                 NaN            NaN   6.99398                 NaN            NaN   7.18153       0.787219        41.4314        40.3041     
  1022.53        500.000                 NaN            NaN   3.30802                 NaN            NaN   6.98552                 NaN            NaN   7.18155       0.787474        41.4313        40.3062     
  1021.21        500.000                 NaN            NaN   3.31427                 NaN            NaN   6.97711                 NaN            NaN   7.18159       0.787726        41.4311        40.3082     
  1019.88        500.000                 NaN            NaN   3.32050                 NaN            NaN   6.96876                 NaN            NaN   7.18163       0.787974        41.4309        40.3103     
  1018.56        500.000                 NaN            NaN   3.32669                 NaN            NaN   6.96046                 NaN            NaN   7.18168       0.788218        41.4306        40.3123     
  1017.23        500.000                 NaN            NaN   3.33286                 NaN            NaN   6.95220                 NaN            NaN   7.18174       0.788459        41.4304        40.3144     
  1015.91        500.000                 NaN            NaN   3.33900                 NaN            NaN   6.94400                 NaN            NaN   7.18181       0.788695        41.4301        40.3164     
  1014.58        500.000                 NaN            NaN   3.34511                 NaN            NaN   6.93585                 NaN            NaN   7.18189       0.788928        41.4298        40.3184     
  1013.25        500.000                 NaN            NaN   3.35119                 NaN            NaN   6.92775                 NaN            NaN   7.18198       0.789157        41.4294        40.3205     
  1011.93        500.000                 NaN            NaN   3.35724                 NaN            NaN   6.91970                 NaN            NaN   7.18208       0.789383        41.4291        40.3225     
  1010.60        500.000                 NaN            NaN   3.38654                 NaN            NaN   6.83032                 NaN            NaN   7.15743       0.804911        41.4977        40.3231     
  1009.28        500.000                 NaN            NaN   3.36595                 NaN            NaN   6.91939                 NaN            NaN   7.18787       0.786517        41.4126        40.3277     
  1007.95        500.000                 NaN            NaN   3.37323                 NaN            NaN   6.90923                 NaN            NaN   7.18775       0.786899        41.4130        40.3299     
  1006.63        500.000                 NaN            NaN   3.38024                 NaN            NaN   6.90025                 NaN            NaN   7.18807       0.787099        41.4119        40.3325     
  1005.30        500.000                 NaN            NaN   3.38654                 NaN            NaN   6.83032                 NaN            NaN   7.15743       0.804910        41.4977        40.3231     
  1003.98        500.000                 NaN            NaN   3.39472                 NaN            NaN   6.88040                 NaN            NaN   7.18803       0.787790        41.4119        40.3371     
  1002.65        500.000                 NaN            NaN   3.40175                 NaN            NaN   6.87098                 NaN            NaN   7.18815       0.788076        41.4115        40.3395     
  1001.33        500.000                 NaN            NaN   3.40473                 NaN            NaN   6.85702                 NaN            NaN   7.18321       0.791061        41.4253        40.3386     
  1000.00        500.000                 NaN            NaN   3.41479                 NaN            NaN   6.85425                 NaN            NaN   7.18868       0.788494        41.4096        40.3442     
