|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.5/ALH/ALH_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1254.48        500.000        96.4460                 NaN  0.435358E-001            NaN            NaN  0.866864                 NaN            NaN  0.480225       0.632386E-001   2.10010                 NaN
  1253.16        500.000        96.5999                 NaN  0.444292E-001            NaN            NaN  0.827647                 NaN            NaN  0.459834       0.602020E-001   2.00797                 NaN
  1251.83        500.000        96.7381                 NaN  0.446469E-001            NaN            NaN  0.793350                 NaN            NaN  0.441337       0.573948E-001   1.92520                 NaN
  1250.51        500.000        96.8688                 NaN  0.406245E-001            NaN            NaN  0.766086                 NaN            NaN  0.423772       0.544936E-001   1.84624                 NaN
  1249.18        500.000        96.9906                 NaN  0.418101E-001            NaN            NaN  0.734033                 NaN            NaN  0.407322       0.520871E-001   1.77411                 NaN
  1247.86        500.000        97.1038                 NaN  0.383476E-001            NaN            NaN  0.710336                 NaN            NaN  0.391958       0.495586E-001   1.70598                 NaN
  1246.53        500.000        97.2107                 NaN  0.364276E-001            NaN            NaN  0.685853                 NaN            NaN  0.377390       0.472499E-001   1.64239                 NaN
  1245.21        500.000        97.3083                 NaN  0.334390E-001            NaN            NaN  0.665497                 NaN            NaN  0.363937       0.450459E-001   1.58375                 NaN
  1243.88        500.000        97.4027                 NaN  0.323654E-001            NaN            NaN  0.643119                 NaN            NaN  0.350900       0.430230E-001   1.52790                 NaN
  1242.56        500.000        97.4923                 NaN  0.297570E-001            NaN            NaN  0.623933                 NaN            NaN  0.338464       0.410359E-001   1.47454                 NaN
  1241.23        500.000        97.5804                 NaN  0.317358E-001            NaN            NaN  0.598105                 NaN            NaN  0.326188       0.393581E-001   1.42426                 NaN
  1239.90        500.000        97.6460                 NaN  0.250303E-001            NaN            NaN  0.592802                 NaN            NaN  0.316691       0.374709E-001   1.38202                 NaN
  1238.58        500.000        97.7290                 NaN  0.207938E-001            NaN            NaN  0.575400                 NaN            NaN  0.305325       0.355876E-001   1.33387                 NaN
  1237.25        500.000        98.2978                 NaN  0.104190                 NaN            NaN  0.178498                 NaN            NaN  0.237201       0.360924E-001   1.14624                 NaN
  1235.93        500.000        97.3858                 NaN            NaN            NaN            NaN  0.836310                 NaN            NaN  0.345129       0.322360E-001   1.40051                 NaN
  1234.60        500.000        97.9338                 NaN            NaN            NaN            NaN  0.549409                 NaN            NaN  0.273190       0.311640E-001   1.21247                 NaN
  1233.28        500.000        97.9910                 NaN  0.130976E-002            NaN            NaN  0.534027                 NaN            NaN  0.267260       0.292877E-001   1.17712                 NaN
  1231.95        500.000        98.0447                 NaN  0.362655E-003            NaN            NaN  0.522695                 NaN            NaN  0.258260       0.283297E-001   1.14569                 NaN
  1230.63        500.000        98.1008                 NaN  0.513373E-003            NaN            NaN  0.508021                 NaN            NaN  0.252420       0.265049E-001   1.11170                 NaN
  1229.30        500.000        98.1573                 NaN  0.245564E-002            NaN            NaN  0.490666                 NaN            NaN  0.244730       0.253345E-001   1.07950                 NaN
  1227.98        500.000        98.2080                 NaN  0.602474E-005            NaN            NaN  0.480848                 NaN            NaN  0.237158       0.241940E-001   1.04977                 NaN
  1226.65        500.000        98.2590                 NaN  0.962741E-005            NaN            NaN  0.467511                 NaN            NaN  0.230045       0.230767E-001   1.02038                 NaN
  1225.32        500.000        98.3853                 NaN            NaN            NaN            NaN  0.410583                 NaN            NaN  0.211318       0.225502E-001  0.970290                 NaN
  1224.00        500.000        98.1637                 NaN  0.629162E-002            NaN            NaN  0.505530                 NaN            NaN  0.236601       0.255056E-001   1.06238                 NaN
  1222.67        500.000        98.3317                 NaN  0.813263E-001            NaN            NaN  0.344143                 NaN            NaN  0.225521       0.213582E-001  0.995936                 NaN
  1221.35        500.000        98.1025                 NaN            NaN            NaN            NaN  0.346294       0.646906E-004            NaN  0.288439       0.358880E-001   1.22677                 NaN
  1220.02        500.000        98.3397                 NaN  0.226794       0.498950E-001            NaN  0.213444                 NaN            NaN  0.249652       0.187143E-001  0.901788                 NaN
  1218.70        500.000        98.9092                 NaN            NaN            NaN            NaN  0.151239                 NaN            NaN  0.434265E-001  0.334343E-001  0.862705                 NaN
  1217.37        500.000        97.6852                 NaN            NaN            NaN            NaN  0.517600       0.208728                 NaN  0.374742                 NaN   1.21374                 NaN
  1216.05        500.000        99.8214                 NaN            NaN            NaN            NaN  0.724666E-001            NaN            NaN  0.240919E-001  0.439402E-002  0.776236E-001            NaN
  1214.72        500.000        98.4231                 NaN            NaN            NaN            NaN  0.197399       0.220356                 NaN  0.168930       0.170389E-001  0.973211                 NaN
  1213.40        500.000        99.0114                 NaN            NaN            NaN            NaN  0.290879                 NaN            NaN  0.109428       0.156248E-001  0.572688                 NaN
  1212.07        500.000        98.8437                 NaN            NaN            NaN            NaN  0.257114                 NaN            NaN  0.126520       0.204794E-001  0.752234                 NaN
  1210.74        500.000        90.2912                 NaN            NaN            NaN            NaN   1.65483                 NaN            NaN  0.948725       0.533359E-001   4.31373        2.73819     
  1209.42        500.000       100.0000                 NaN  0.731667E-005            NaN            NaN            NaN            NaN            NaN  0.417958E-005            NaN  0.110046E-004            NaN
  1208.09        500.000        99.9998                 NaN            NaN            NaN            NaN  0.128421E-004            NaN            NaN  0.114426E-004  0.991035E-006  0.636185E-004  0.728785E-004
  1206.77        500.000        99.9999                 NaN  0.405112E-005            NaN            NaN  0.767965E-005            NaN            NaN  0.814660E-005            NaN  0.371944E-004  0.289039E-004
  1205.44        500.000        99.9999                 NaN  0.750731E-005            NaN            NaN  0.216751E-005            NaN            NaN  0.123027E-004  0.135895E-005  0.596977E-004  0.643763E-004
  1204.12        500.000        71.0855                 NaN            NaN            NaN            NaN   3.58484                 NaN            NaN   2.44911       0.121332        11.6148        11.1444     
  1202.79        500.000        99.9999                 NaN  0.419514E-005            NaN            NaN  0.241773E-005            NaN            NaN  0.534223E-005            NaN  0.225020E-004  0.236461E-004
  1201.47        500.000        90.1172                 NaN            NaN            NaN            NaN   1.07912       0.321366E-001  0.852739E-004  0.777801       0.469533E-001   3.93873        4.00799     
  1200.14        500.000        90.5968                 NaN            NaN            NaN            NaN   1.14814                 NaN            NaN  0.801501       0.285818E-001   3.68398        3.74100     
  1198.82        500.000        85.3023                 NaN            NaN            NaN            NaN  0.974233       0.715368                 NaN   1.21986       0.508807E-001   5.82827        5.90912     
  1197.49        500.000        99.9999                 NaN  0.900234E-005            NaN            NaN            NaN            NaN            NaN  0.899496E-005            NaN  0.365918E-004  0.377266E-004
  1196.16        500.000        99.9993                 NaN  0.205442E-004            NaN            NaN  0.484291E-004            NaN            NaN  0.580771E-004  0.360668E-005  0.291544E-003  0.297625E-003
  1194.84        500.000        68.8358                 NaN            NaN            NaN            NaN  0.611009        2.86773                 NaN   2.52030       0.103308        12.5100        12.5518     
  1193.51        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1192.19        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1190.86        500.000        84.4685                 NaN            NaN            NaN            NaN   1.57122                 NaN            NaN   1.18238       0.526684E-001   6.44273        6.28245     
  1189.54        500.000        64.9358                 NaN            NaN            NaN            NaN   3.19206                 NaN            NaN   2.56643       0.117839        14.9322        14.2556     
  1188.21        500.000                 NaN            NaN            NaN            NaN            NaN   8.65340                 NaN            NaN   7.15722       0.328266        43.0001        40.8610     
  1186.89        500.000                 NaN            NaN            NaN            NaN            NaN   8.65433                 NaN            NaN   7.15639       0.328024        42.9985        40.8628     
  1185.56        500.000                 NaN            NaN            NaN            NaN            NaN   8.66100                 NaN            NaN   7.15721       0.327796        42.9898        40.8642     
  1184.24        500.000                 NaN            NaN            NaN            NaN            NaN   8.66243                 NaN            NaN   7.15939       0.327318        42.9856        40.8653     
  1182.91        500.000                 NaN            NaN            NaN            NaN            NaN   5.92882        2.73494                 NaN   7.17947       0.323567        42.9657        40.8675     
  1181.59        500.000                 NaN            NaN            NaN            NaN            NaN   8.66539                 NaN            NaN   7.16377       0.326407        42.9769        40.8675     
  1180.26        500.000                 NaN            NaN            NaN            NaN            NaN   5.92847        2.73478                 NaN   7.17940       0.323552        42.9645        40.8693     
  1178.93        500.000                 NaN            NaN            NaN            NaN            NaN   5.92830        2.73470                 NaN   7.17936       0.323545        42.9639        40.8702     
  1177.61        500.000                 NaN            NaN            NaN            NaN            NaN   5.92813        2.73463                 NaN   7.17933       0.323538        42.9633        40.8711     
  1176.28        500.000                 NaN            NaN            NaN            NaN            NaN   5.92963        2.73287                 NaN   7.17928       0.323532        42.9627        40.8720     
  1174.96        500.000                 NaN            NaN            NaN            NaN            NaN   5.92899        2.73326                 NaN   7.17925       0.323524        42.9620        40.8729     
  1173.63        500.000                 NaN            NaN            NaN            NaN            NaN   5.92853        2.73347                 NaN   7.17922       0.323517        42.9614        40.8738     
  1172.31        500.000                 NaN            NaN            NaN            NaN            NaN   5.92817        2.73358                 NaN   7.17918       0.323509        42.9608        40.8748     
  1170.98        500.000                 NaN            NaN            NaN            NaN            NaN   5.92787        2.73362                 NaN   7.17915       0.323502        42.9602        40.8757     
  1169.66        500.000                 NaN            NaN            NaN            NaN            NaN   5.92762        2.73362                 NaN   7.17911       0.323495        42.9596        40.8766     
  1168.33        500.000                 NaN            NaN            NaN            NaN            NaN   5.92740        2.73359                 NaN   7.17908       0.323487        42.9589        40.8775     
  1167.01        500.000                 NaN            NaN            NaN            NaN            NaN   5.92719        2.73354                 NaN   7.17904       0.323480        42.9583        40.8784     
  1165.68        500.000                 NaN            NaN            NaN            NaN            NaN   5.92701        2.73347                 NaN   7.17901       0.323473        42.9577        40.8793     
  1164.35        500.000                 NaN            NaN            NaN            NaN            NaN   5.92640        2.73383                 NaN   7.17897       0.323466        42.9571        40.8802     
  1163.03        500.000                 NaN            NaN            NaN            NaN            NaN   5.39148        3.27080                 NaN   7.18167       0.322916        42.9519        40.8813     
  1161.70        500.000                 NaN            NaN            NaN            NaN            NaN   5.37797        3.28421                 NaN   7.18177       0.322879        42.9510        40.8822     
  1160.38        500.000                 NaN            NaN            NaN            NaN            NaN   5.36151        3.30059                 NaN   7.18189       0.322836        42.9501        40.8831     
  1159.05        500.000                 NaN            NaN            NaN            NaN            NaN   7.64669        1.04190                 NaN   7.19965       0.318953        42.9067        40.8861     
  1157.73        500.000                 NaN            NaN            NaN            NaN            NaN   8.67323                 NaN            NaN   7.18841       0.321213        42.9318        40.8853     
  1156.40        500.000                 NaN            NaN            NaN            NaN            NaN   8.69582                 NaN            NaN   7.20600       0.316993        42.8920        40.8892     
  1155.08        500.000                 NaN            NaN            NaN            NaN            NaN   8.69759                 NaN            NaN   7.20829       0.316454        42.8873        40.8904     
  1153.75        500.000                 NaN            NaN            NaN            NaN            NaN   8.70025                 NaN            NaN   7.20932       0.316941        42.8839        40.8896     
  1152.43        500.000                 NaN            NaN            NaN            NaN            NaN   8.69856                 NaN            NaN   7.21088       0.315509        42.8836        40.8915     
  1151.10        500.000                 NaN            NaN            NaN            NaN            NaN   8.69940                 NaN            NaN   7.21248       0.315745        42.8790        40.8934     
  1149.77        500.000                 NaN            NaN            NaN            NaN            NaN   8.70649                 NaN            NaN   7.21628       0.314569        42.8680        40.8947     
  1148.45        500.000                 NaN            NaN            NaN            NaN            NaN   8.70372                 NaN            NaN   7.21457       0.316374        42.8730        40.8923     
  1147.12        500.000                 NaN            NaN            NaN            NaN            NaN   6.74376        1.95844                 NaN   7.21689       0.314981        42.8696        40.8964     
  1145.80        500.000                 NaN            NaN            NaN            NaN            NaN   6.79316        1.91097                 NaN   7.21919       0.314419        42.8647        40.8976     
  1144.47        500.000                 NaN            NaN            NaN            NaN            NaN   6.86162        1.84454                 NaN   7.22154       0.313852        42.8597        40.8987     
  1143.15        500.000                 NaN            NaN            NaN            NaN            NaN   6.95083        1.75741                 NaN   7.22399       0.313269        42.8546        40.8999     
  1141.82        500.000                 NaN            NaN            NaN            NaN            NaN   8.70063                 NaN            NaN   7.22109       0.314631        42.8639        40.8998     
  1140.50        500.000                 NaN            NaN            NaN            NaN            NaN   5.07560        3.63144                 NaN   7.22141       0.314430        42.8569        40.9002     
  1139.17        500.000                 NaN            NaN            NaN            NaN            NaN   2.37592        6.34069                 NaN   7.23087       0.310737        42.8368        40.9049     
  1137.85        500.000                 NaN            NaN            NaN            NaN            NaN   1.91716        6.80129                 NaN   7.23270       0.310305        42.8323        40.9063     
  1136.52        500.000                 NaN            NaN            NaN            NaN            NaN   3.67173        5.03571                 NaN   7.22395       0.313659        42.8508        40.9041     
  1135.19        500.000                 NaN            NaN            NaN            NaN            NaN   6.05991        2.65004                 NaN   7.23064       0.311919        42.8408        40.9067     
  1133.87        500.000                 NaN            NaN            NaN            NaN            NaN   6.23759        2.47359                 NaN   7.23223       0.311500        42.8372        40.9079     
  1132.54        500.000                 NaN            NaN            NaN            NaN            NaN   6.36850        2.34382                 NaN   7.23369       0.311117        42.8338        40.9090     
  1131.22        500.000                 NaN            NaN            NaN            NaN            NaN   2.46389        6.24463                 NaN   7.22766       0.312684        42.8420        40.9091     
  1129.89        500.000                 NaN            NaN            NaN            NaN            NaN   8.73084                 NaN            NaN   7.24912       0.306560        42.8006        40.9129     
  1128.57        500.000                 NaN            NaN            NaN            NaN            NaN   6.42444        2.29217                 NaN   7.23842       0.309935        42.8226        40.9125     
  1127.24        500.000                 NaN            NaN            NaN            NaN            NaN   6.63005        2.10609                 NaN   7.25474       0.305005        42.7886        40.9156     
  1125.92        500.000                 NaN            NaN            NaN            NaN            NaN   6.41345        2.30506                 NaN   7.24125       0.309262        42.8162        40.9148     
  1124.59        500.000                 NaN            NaN            NaN            NaN            NaN   6.37086        2.34885                 NaN   7.24276       0.308909        42.8127        40.9159     
  1123.27        500.000                 NaN            NaN            NaN            NaN            NaN   8.74230                 NaN            NaN   7.26248       0.303045        42.7730        40.9192     
  1121.94        500.000                 NaN            NaN            NaN            NaN            NaN   6.32963        2.39213                 NaN   7.24559       0.308253        42.8061        40.9183     
  1120.61        500.000                 NaN            NaN            NaN            NaN            NaN   6.29686        2.42603                 NaN   7.24703       0.307925        42.8027        40.9194     
  1119.29        500.000                 NaN            NaN            NaN            NaN            NaN   6.36415        2.36380                 NaN   7.25077       0.306581        42.7933        40.9214     
  1117.96        500.000                 NaN            NaN            NaN            NaN            NaN   7.78119       0.962626                 NaN   7.26582       0.302691        42.7640        40.9237     
  1116.64        500.000                 NaN            NaN            NaN            NaN            NaN   1.59304        7.15236                 NaN   7.26721       0.302529        42.7600        40.9249     
  1115.31        500.000                 NaN            NaN            NaN            NaN            NaN   1.29807        7.45362                 NaN   7.27216       0.301008        42.7490        40.9261     
  1113.99        500.000                 NaN            NaN  0.418049E-004            NaN            NaN   8.75477                 NaN            NaN   7.27730       0.299445        42.7410        40.9274     
  1112.66        500.000                 NaN            NaN            NaN            NaN            NaN  0.720864        8.03574                 NaN   7.28043       0.298882        42.7352        40.9289     
  1111.34        500.000                 NaN            NaN            NaN            NaN            NaN  0.813940        7.94399                 NaN   7.28069       0.298591        42.7325        40.9303     
  1110.01        500.000                 NaN            NaN   1.07191                 NaN            NaN   6.90623                 NaN            NaN   7.07979       0.376342        43.1819        41.3838     
  1108.69        500.000                 NaN            NaN   1.16261                 NaN            NaN   6.74785                 NaN            NaN   7.06219       0.383366        43.2207        41.4232     
  1107.36        500.000                 NaN            NaN   1.22666                 NaN            NaN   6.63664                 NaN            NaN   7.04955       0.388225        43.2474        41.4516     
  1106.04        500.000                 NaN            NaN   1.27968                 NaN            NaN   6.54396                 NaN            NaN   7.03980       0.392335        43.2692        41.4750     
  1104.71        500.000                 NaN            NaN   1.32237                 NaN            NaN   6.46971                 NaN            NaN   7.03238       0.395571        43.2857        41.4943     
  1103.38        500.000                 NaN            NaN   1.35860                 NaN            NaN   6.40674                 NaN            NaN   7.02570       0.398281        43.2999        41.5108     
  1102.06        500.000                 NaN            NaN   1.38721                 NaN            NaN   6.35712                 NaN            NaN   7.02070       0.400386        43.3105        41.5240     
  1100.73        500.000                 NaN            NaN   1.41602                 NaN            NaN   6.30721                 NaN            NaN   7.01567       0.402512        43.3212        41.5374     
  1099.41        500.000                 NaN            NaN   1.44500                 NaN            NaN   6.25692                 NaN            NaN   7.01066       0.404622        43.3320        41.5508     
  1098.08        500.000                 NaN            NaN   1.46371                 NaN            NaN   6.22478                 NaN            NaN   7.00762       0.405959        43.3380        41.5599     
  1096.76        500.000                 NaN            NaN   1.50399                 NaN            NaN   6.16247                 NaN            NaN   7.00184       0.408596        43.3455        41.5776     
  1095.43        500.000                 NaN            NaN   1.53145                 NaN            NaN   6.10954                 NaN            NaN   6.99561       0.411083        43.3618        41.5905     
  1094.11        500.000                 NaN            NaN   1.55050                 NaN            NaN   6.07675                 NaN            NaN   6.99255       0.412435        43.3680        41.5998     
  1092.78        500.000                 NaN            NaN   1.56863                 NaN            NaN   6.04558                 NaN            NaN   6.98967       0.413714        43.3737        41.6087     
  1091.46        500.000                 NaN            NaN   1.58601                 NaN            NaN   6.01570                 NaN            NaN   6.98695       0.414935        43.3791        41.6173     
  1090.13        500.000                 NaN            NaN   1.60259                 NaN            NaN   5.98724                 NaN            NaN   6.98437       0.416095        43.3842        41.6255     
  1088.80        500.000                 NaN            NaN   1.61850                 NaN            NaN   5.95996                 NaN            NaN   6.98193       0.417201        43.3889        41.6335     
  1087.48        500.000                 NaN            NaN   1.63375                 NaN            NaN   5.93384                 NaN            NaN   6.97957       0.418257        43.3934        41.6412     
  1086.15        500.000                 NaN            NaN   1.64827                 NaN            NaN   5.90874                 NaN            NaN   6.97727       0.419296        43.3979        41.6485     
  1084.83        500.000                 NaN            NaN   1.66240                 NaN            NaN   5.88462                 NaN            NaN   6.97522       0.420250        43.4018        41.6557     
  1083.50        500.000                 NaN            NaN   1.67559                 NaN            NaN   5.86274                 NaN            NaN   6.97501       0.420848        43.4034        41.6624     
  1082.18        500.000                 NaN            NaN   1.68904                 NaN            NaN   5.83961                 NaN            NaN   6.97277       0.421892        43.4073        41.6694     
  1080.85        500.000                 NaN            NaN   1.70111                 NaN            NaN   5.81809                 NaN            NaN   6.97057       0.422859        43.4118        41.6755     
  1079.53        500.000                 NaN            NaN   1.71414                 NaN            NaN   5.79568                 NaN            NaN   6.96841       0.423826        43.4156        41.6823     
  1078.20        500.000                 NaN            NaN   1.72736                 NaN            NaN   5.77354                 NaN            NaN   6.96652       0.424714        43.4187        41.6891     
  1076.88        500.000                 NaN            NaN   1.73833                 NaN            NaN   5.75453                 NaN            NaN   6.96514       0.425474        43.4213        41.6952     
  1075.55        500.000                 NaN            NaN   1.72503                 NaN            NaN   5.77860                 NaN            NaN   6.96846       0.423809        43.4126        41.6915     
  1074.22        500.000                 NaN            NaN   1.76536                 NaN            NaN   5.70806                 NaN            NaN   6.96049       0.427409        43.4298        41.7089     
  1072.90        500.000                 NaN            NaN   1.77473                 NaN            NaN   5.69406                 NaN            NaN   6.96012       0.427742        43.4287        41.7146     
  1071.57        500.000                 NaN            NaN   1.78196                 NaN            NaN   5.68150                 NaN            NaN   6.95881       0.428195        43.4308        41.7187     
  1070.25        500.000                 NaN            NaN   1.78102                 NaN            NaN   5.68453                 NaN            NaN   6.96022       0.427739        43.4266        41.7199     
  1068.92        500.000                 NaN            NaN   1.79164                 NaN            NaN   5.66314                 NaN            NaN   6.95805       0.428698        43.4331        41.7253     
  1067.60        500.000                 NaN            NaN   1.80055                 NaN            NaN   5.64962                 NaN            NaN   6.95733       0.429118        43.4327        41.7307     
  1066.27        500.000                 NaN            NaN   1.79854                 NaN            NaN   5.65453                 NaN            NaN   6.95906       0.428532        43.4278        41.7316     
  1064.95        500.000                 NaN            NaN   1.89166                 NaN            NaN   5.48834                 NaN            NaN   6.94301       0.436661        43.4667        41.7737     
  1063.62        500.000                 NaN            NaN   1.90007                 NaN            NaN   5.47422                 NaN            NaN   6.94215       0.437184        43.4679        41.7785     
  1062.30        500.000                 NaN            NaN   1.90122                 NaN            NaN   5.47295                 NaN            NaN   6.94236       0.437095        43.4663        41.7801     
  1060.97        500.000                 NaN            NaN   1.90880                 NaN            NaN   5.46024                 NaN            NaN   6.94149       0.437565        43.4673        41.7846     
  1059.64        500.000                 NaN            NaN   1.91325                 NaN            NaN   5.45307                 NaN            NaN   6.94119       0.437767        43.4671        41.7876     
  1058.32        500.000                 NaN            NaN   1.91766                 NaN            NaN   5.44599                 NaN            NaN   6.94089       0.437964        43.4668        41.7907     
  1056.99        500.000                 NaN            NaN   1.92208                 NaN            NaN   5.43881                 NaN            NaN   6.94058       0.438168        43.4666        41.7938     
  1055.67        500.000                 NaN            NaN   1.92637                 NaN            NaN   5.43204                 NaN            NaN   6.94034       0.438348        43.4661        41.7968     
  1054.34        500.000                 NaN            NaN   1.93068                 NaN            NaN   5.42515                 NaN            NaN   6.94009       0.438535        43.4658        41.7998     
  1053.02        500.000                 NaN            NaN   1.93496                 NaN            NaN   5.41831                 NaN            NaN   6.93983       0.438721        43.4654        41.8028     
  1051.69        500.000                 NaN            NaN   1.93922                 NaN            NaN   5.41152                 NaN            NaN   6.93960       0.438903        43.4650        41.8058     
  1050.37        500.000                 NaN            NaN   1.94346                 NaN            NaN   5.40478                 NaN            NaN   6.93937       0.439083        43.4645        41.8088     
  1049.04        500.000                 NaN            NaN   2.07659                 NaN            NaN   5.15934                 NaN            NaN   6.91372       0.452306        43.5299        41.8682     
  1047.72        500.000                 NaN            NaN   1.95186                 NaN            NaN   5.39146                 NaN            NaN   6.93894       0.439436        43.4635        41.8148     
  1046.39        500.000                 NaN            NaN   1.95602                 NaN            NaN   5.38487                 NaN            NaN   6.93873       0.439609        43.4630        41.8178     
  1045.06        500.000                 NaN            NaN   1.96016                 NaN            NaN   5.37833                 NaN            NaN   6.93854       0.439779        43.4625        41.8207     
  1043.74        500.000                 NaN            NaN   1.92630                 NaN            NaN   5.44437                 NaN            NaN   6.94716       0.435735        43.4388        41.8077     
  1042.41        500.000                 NaN            NaN   1.93261                 NaN            NaN   5.43421                 NaN            NaN   6.94673       0.436054        43.4387        41.8117     
  1041.09        500.000                 NaN            NaN   1.93822                 NaN            NaN   5.42539                 NaN            NaN   6.94654       0.436299        43.4382        41.8154     
  1039.76        500.000                 NaN            NaN   1.94393                 NaN            NaN   5.41650                 NaN            NaN   6.94617       0.436548        43.4377        41.8191     
  1038.44        500.000                 NaN            NaN   1.97994                 NaN            NaN   5.34732                 NaN            NaN   6.93759       0.440553        43.4593        41.8353     
  1037.11        500.000                 NaN            NaN   1.98380                 NaN            NaN   5.34133                 NaN            NaN   6.93748       0.440694        43.4586        41.8381     
  1035.79        500.000                 NaN            NaN   2.07597                 NaN            NaN   5.15807                 NaN            NaN   6.91339       0.452197        43.5234        41.8770     
  1034.46        500.000                 NaN            NaN   1.99245                 NaN            NaN   5.32767                 NaN            NaN   6.93735       0.441057        43.4572        41.8443     
  1033.14        500.000                 NaN            NaN   1.99642                 NaN            NaN   5.32150                 NaN            NaN   6.93724       0.441209        43.4564        41.8472     
  1031.81        500.000                 NaN            NaN   2.00038                 NaN            NaN   5.31534                 NaN            NaN   6.93713       0.441362        43.4557        41.8501     
  1030.49        500.000                 NaN            NaN   2.00430                 NaN            NaN   5.30926                 NaN            NaN   6.93704       0.441509        43.4548        41.8531     
  1029.16        500.000                 NaN            NaN   2.00819                 NaN            NaN   5.30324                 NaN            NaN   6.93696       0.441653        43.4540        41.8560     
  1027.83        500.000                 NaN            NaN   2.01206                 NaN            NaN   5.29727                 NaN            NaN   6.93688       0.441794        43.4531        41.8589     
  1026.51        500.000                 NaN            NaN   2.01591                 NaN            NaN   5.29134                 NaN            NaN   6.93682       0.441933        43.4522        41.8618     
  1025.18        500.000                 NaN            NaN   2.01974                 NaN            NaN   5.28545                 NaN            NaN   6.93677       0.442071        43.4513        41.8647     
  1023.86        500.000                 NaN            NaN   2.02355                 NaN            NaN   5.27962                 NaN            NaN   6.93673       0.442205        43.4504        41.8675     
  1022.53        500.000                 NaN            NaN   2.02734                 NaN            NaN   5.27381                 NaN            NaN   6.93669       0.442337        43.4494        41.8704     
  1021.21        500.000                 NaN            NaN   2.03111                 NaN            NaN   5.26805                 NaN            NaN   6.93667       0.442468        43.4484        41.8733     
  1019.88        500.000                 NaN            NaN   2.03487                 NaN            NaN   5.26233                 NaN            NaN   6.93665       0.442596        43.4474        41.8762     
  1018.56        500.000                 NaN            NaN   2.03860                 NaN            NaN   5.25665                 NaN            NaN   6.93665       0.442722        43.4463        41.8790     
  1017.23        500.000                 NaN            NaN   2.04232                 NaN            NaN   5.25101                 NaN            NaN   6.93665       0.442846        43.4453        41.8819     
  1015.91        500.000                 NaN            NaN   2.04602                 NaN            NaN   5.24540                 NaN            NaN   6.93666       0.442968        43.4442        41.8848     
  1014.58        500.000                 NaN            NaN   2.04971                 NaN            NaN   5.23984                 NaN            NaN   6.93668       0.443088        43.4431        41.8876     
  1013.25        500.000                 NaN            NaN   2.05337                 NaN            NaN   5.23431                 NaN            NaN   6.93671       0.443205        43.4419        41.8905     
  1011.93        500.000                 NaN            NaN   2.05702                 NaN            NaN   5.22882                 NaN            NaN   6.93675       0.443321        43.4408        41.8933     
  1010.60        500.000                 NaN            NaN   2.07502                 NaN            NaN   5.15522                 NaN            NaN   6.91273       0.452020        43.5113        41.8937     
  1009.28        500.000                 NaN            NaN   2.06234                 NaN            NaN   5.23137                 NaN            NaN   6.94226       0.441691        43.4220        41.9003     
  1007.95        500.000                 NaN            NaN   2.06665                 NaN            NaN   5.22446                 NaN            NaN   6.94208       0.441894        43.4216        41.9034     
  1006.63        500.000                 NaN            NaN   2.07096                 NaN            NaN   5.21836                 NaN            NaN   6.94233       0.441995        43.4196        41.9067     
  1005.30        500.000                 NaN            NaN   2.07480                 NaN            NaN   5.15466                 NaN            NaN   6.91260       0.451981        43.5087        41.8972     
  1003.98        500.000                 NaN            NaN   2.07962                 NaN            NaN   5.20485                 NaN            NaN   6.94217       0.442361        43.4180        41.9130     
  1002.65        500.000                 NaN            NaN   2.08387                 NaN            NaN   5.19845                 NaN            NaN   6.94222       0.442510        43.4168        41.9162     
  1001.33        500.000                 NaN            NaN   2.08563                 NaN            NaN   5.18628                 NaN            NaN   6.93739       0.444175        43.4305        41.9160     
  1000.00        500.000                 NaN            NaN   2.09183                 NaN            NaN   5.18718                 NaN            NaN   6.94262       0.442723        43.4131        41.9225     
