|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.25/GRV/GRV_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1321.23        2500.00                 NaN   99.0105                 NaN            NaN  0.157921       0.463554                 NaN            NaN            NaN  0.327544       0.405162E-001            NaN            NaN
  1319.74        2500.00                 NaN   99.0234                 NaN            NaN  0.156084       0.457670                 NaN            NaN            NaN  0.323152       0.397006E-001            NaN            NaN
  1318.25        2500.00                 NaN   99.0367                 NaN            NaN  0.154365       0.451280                 NaN            NaN            NaN  0.318748       0.388973E-001            NaN            NaN
  1316.75        2500.00                 NaN   99.0496                 NaN            NaN  0.150169       0.447893                 NaN            NaN            NaN  0.314319       0.380068E-001            NaN            NaN
  1315.26        2500.00                 NaN   99.0623                 NaN            NaN  0.148258       0.442676                 NaN            NaN            NaN  0.309635       0.371715E-001            NaN            NaN
  1313.76        2500.00                 NaN   99.0741                 NaN            NaN  0.147539       0.435934                 NaN            NaN            NaN  0.305961       0.364959E-001            NaN            NaN
  1312.27        2500.00                 NaN   99.0859                 NaN            NaN  0.144102       0.432665                 NaN            NaN            NaN  0.301660       0.356866E-001            NaN            NaN
  1310.77        2500.00                 NaN   99.0975                 NaN            NaN  0.141445       0.428504                 NaN            NaN            NaN  0.297700       0.348948E-001            NaN            NaN
  1309.28        2500.00                 NaN   99.1096                 NaN            NaN  0.139270       0.423403                 NaN            NaN            NaN  0.293511       0.341707E-001            NaN            NaN
  1307.79        2500.00                 NaN   99.1208                 NaN            NaN  0.136430       0.419819                 NaN            NaN            NaN  0.289596       0.333983E-001            NaN            NaN
  1306.29        2500.00                 NaN   99.1317                 NaN            NaN  0.133975       0.415848                 NaN            NaN            NaN  0.285802       0.326541E-001            NaN            NaN
  1304.80        2500.00                 NaN   99.1421                 NaN            NaN  0.131717       0.412036                 NaN            NaN            NaN  0.282159       0.319491E-001            NaN            NaN
  1303.30        2500.00                 NaN   99.1540                 NaN            NaN  0.129235       0.407355                 NaN            NaN            NaN  0.278127       0.312521E-001            NaN            NaN
  1301.81        2500.00                 NaN   99.1641                 NaN            NaN  0.127046       0.403645                 NaN            NaN            NaN  0.274654       0.305627E-001            NaN            NaN
  1300.32        2500.00                 NaN   99.1746                 NaN            NaN  0.124254       0.399941                 NaN            NaN            NaN  0.271298       0.299400E-001            NaN            NaN
  1298.82        2500.00                 NaN   99.1853                 NaN            NaN  0.121078       0.397773                 NaN            NaN            NaN  0.266779       0.290737E-001            NaN            NaN
  1297.33        2500.00                 NaN   73.8868                 NaN            NaN   1.54919        4.77553                 NaN            NaN            NaN   3.71784       0.556621        15.5140                 NaN
  1295.83        2500.00                 NaN   77.0683                 NaN            NaN   1.36925        4.27760                 NaN            NaN            NaN   3.28379       0.478897        13.5222                 NaN
  1294.34        2500.00                 NaN   80.2614                 NaN            NaN   1.17824        3.76121                 NaN            NaN            NaN   2.84423       0.404932        11.5499                 NaN
  1292.85        2500.00                 NaN   82.9064                 NaN            NaN   1.01153        3.33149                 NaN            NaN            NaN   2.47740       0.345112        9.92811                 NaN
  1291.35        2500.00                 NaN   85.0869                 NaN            NaN  0.871000        2.97040                 NaN            NaN            NaN   2.17326       0.296895        8.60159                 NaN
  1289.86        2500.00                 NaN   86.4740                 NaN            NaN  0.728112        2.76830                 NaN            NaN            NaN   1.97926       0.268169        7.78220                 NaN
  1288.36        2500.00                 NaN   88.4685                 NaN            NaN  0.663817        2.43053                 NaN            NaN            NaN   1.69769       0.219824        6.51966                 NaN
  1286.87        2500.00                 NaN   89.5662                 NaN            NaN  0.561225        2.23137                 NaN            NaN            NaN   1.54042       0.199463        5.90135                 NaN
  1285.38        2500.00                 NaN   90.3867                 NaN            NaN  0.487964        2.11825                 NaN            NaN            NaN   1.42408       0.180957        5.40203                 NaN
  1283.88        2500.00                 NaN   91.2717                 NaN            NaN  0.427739        1.95533                 NaN            NaN            NaN   1.29757       0.162852        4.88477                 NaN
  1282.39        2500.00                 NaN   90.9976                 NaN            NaN  0.476965        1.90577                 NaN            NaN            NaN   1.35303       0.173324        5.09333                 NaN
  1280.89        2500.00                 NaN   91.3309                 NaN            NaN  0.398896        1.93308                 NaN            NaN            NaN   1.27961       0.174876        4.88265                 NaN
  1279.40        2500.00                 NaN   91.8362                 NaN            NaN            NaN  0.975721        1.48766                 NaN            NaN   1.20067       0.134758        4.36503                 NaN
  1277.90        2500.00                 NaN   94.0571                 NaN            NaN  0.650438       0.789774                 NaN            NaN            NaN  0.887433       0.119771        3.49544                 NaN
  1276.41        2500.00                 NaN   96.0448                 NaN            NaN            NaN   1.44959                 NaN            NaN            NaN  0.654882       0.312304E-001   1.81952                 NaN
  1274.92        2500.00                 NaN   92.5954                 NaN            NaN  0.398746        1.39984                 NaN            NaN            NaN   1.08112       0.153289        4.37163                 NaN
  1273.42        2500.00                 NaN   88.7129                 NaN            NaN            NaN   1.67678        1.04357       0.588906                 NaN   1.83941       0.179314        5.95915                 NaN
  1271.93        2500.00                 NaN   99.7528                 NaN            NaN            NaN  0.876333E-001            NaN            NaN            NaN  0.114797E-001            NaN  0.148083                 NaN
  1270.43        2500.00                 NaN   99.7308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.510577E-001  0.112252E-001  0.206943                 NaN
  1268.94        2500.00                 NaN   82.8444                 NaN            NaN            NaN   5.72824                 NaN            NaN            NaN   2.56286       0.189630        8.67486                 NaN
  1267.45        2500.00                 NaN   99.6598                 NaN            NaN            NaN  0.350680E-001  0.135327                 NaN            NaN            NaN  0.147799E-002  0.168331                 NaN
  1265.95        2500.00                 NaN   99.9514                 NaN            NaN            NaN  0.866927E-002            NaN            NaN            NaN            NaN  0.103140E-002  0.389257E-001            NaN
  1264.46        2500.00                 NaN   98.7851                 NaN            NaN            NaN  0.398395                 NaN            NaN            NaN  0.221848       0.100633E-001  0.584622                 NaN
  1262.96        2500.00                 NaN   95.6629                 NaN            NaN            NaN   1.32701                 NaN            NaN            NaN  0.640961       0.653527E-001   2.30373                 NaN
  1261.47        2500.00                 NaN   91.9698                 NaN            NaN            NaN   2.40209                 NaN            NaN            NaN   1.21200       0.129844        4.28630                 NaN
  1259.98        2500.00                 NaN   99.4644                 NaN            NaN            NaN  0.129336                 NaN            NaN            NaN  0.577082E-001  0.465175E-002  0.343891                 NaN
  1258.48        2500.00                 NaN   99.3475                 NaN            NaN            NaN  0.186560                 NaN            NaN            NaN  0.899480E-001  0.827454E-002  0.367687                 NaN
  1256.99        2500.00                 NaN   98.3962                 NaN            NaN            NaN  0.473007                 NaN            NaN            NaN  0.238293       0.283661E-001  0.864111                 NaN
  1255.49        2500.00                 NaN   99.6784                 NaN            NaN            NaN  0.943686E-001            NaN            NaN            NaN  0.552986E-001            NaN  0.171976                 NaN
  1254.00        2500.00                 NaN   92.0238                 NaN            NaN            NaN   2.42168                 NaN            NaN            NaN   1.18546       0.113902        4.25514                 NaN
  1252.50        2500.00                 NaN   97.4760                 NaN            NaN            NaN  0.746151                 NaN            NaN            NaN  0.371080       0.317064E-001   1.37510                 NaN
  1251.01        2500.00                 NaN   96.5519                 NaN            NaN            NaN   1.00603                 NaN            NaN            NaN  0.526961       0.736709E-001   1.84143                 NaN
  1249.52        2500.00                 NaN   97.7897                 NaN            NaN            NaN  0.618452                 NaN            NaN            NaN  0.276393       0.125024E-001   1.30290                 NaN
  1248.02        2500.00                 NaN   96.9886                 NaN            NaN            NaN  0.909216                 NaN            NaN            NaN  0.452950       0.422102E-001   1.60702                 NaN
  1246.53        2500.00                 NaN   99.3062                 NaN            NaN            NaN  0.208104                 NaN            NaN            NaN  0.850898E-001  0.926313E-002  0.391306                 NaN
  1245.03        2500.00                 NaN   98.4590                 NaN            NaN            NaN  0.210921                 NaN            NaN            NaN  0.163286       0.100380E-001  0.613031       0.543751     
  1243.54        2500.00                 NaN  100.0000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.144279E-005  0.151905E-005
  1242.05        2500.00                 NaN   93.2863                 NaN            NaN            NaN   1.89590                 NaN            NaN            NaN  0.980048       0.968321E-001   3.74089                 NaN
  1240.55        2500.00                 NaN   86.3223                 NaN            NaN            NaN   1.41820       0.346413                 NaN            NaN   1.41365       0.997412E-001   5.96029        4.43937     
  1239.06        2500.00                 NaN   91.7782                 NaN            NaN            NaN   1.13427                 NaN            NaN            NaN  0.794925       0.658885E-001   3.20827        3.01841     
  1237.56        2500.00                 NaN   85.6156                 NaN            NaN            NaN   1.68322        1.17786                 NaN            NaN   1.43197       0.567424E-001   6.21878        3.81579     
  1236.07        2500.00                 NaN   82.1782        9.58045                 NaN            NaN            NaN            NaN            NaN            NaN  0.540230       0.849128E-001   3.68113        3.93510     
  1234.58        2500.00                 NaN   75.7691                 NaN            NaN            NaN   1.41056        3.35661                 NaN            NaN   2.50531       0.128661        10.5832        6.24655     
  1233.08        2500.00                 NaN   88.8119                 NaN            NaN            NaN  0.643806       0.992324                 NaN            NaN   1.10382       0.675193E-001   4.76616        3.61451     
  1231.59        2500.00                 NaN   86.1312                 NaN            NaN            NaN   1.98228                 NaN            NaN            NaN   1.30914       0.793497E-001   6.17352        4.32447     
  1230.09        2500.00                 NaN   81.9445                 NaN            NaN            NaN   2.30438                 NaN            NaN            NaN   1.61457       0.120494        8.13643        5.87962     
  1228.60        2500.00                 NaN   5.03637                 NaN            NaN            NaN   5.64535        5.69103                 NaN            NaN   7.91534       0.595811        44.1088        31.0073     
  1227.10        2500.00                 NaN            NaN            NaN            NaN            NaN   3.28326        8.69113                 NaN            NaN   8.25473       0.640936        46.2889        32.8411     
  1225.61        2500.00                 NaN            NaN            NaN            NaN            NaN   1.68694        10.2821                 NaN            NaN   8.26628       0.640187        46.2816        32.8428     
  1224.12        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9742                 NaN            NaN            NaN   8.27586       0.638658        46.2672        32.8441     
  1222.62        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9757                 NaN            NaN            NaN   8.27994       0.638113        46.2610        32.8452     
  1221.13        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9772                 NaN            NaN            NaN   8.28401       0.637562        46.2549        32.8463     
  1219.63        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0000                 NaN            NaN            NaN   8.29160       0.633080        46.2250        32.8504     
  1218.14        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0060                 NaN            NaN            NaN   8.29866       0.631586        46.2114        32.8524     
  1216.65        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9849                 NaN            NaN            NaN   8.29439       0.636131        46.2363        32.8483     
  1215.15        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9866                 NaN            NaN            NaN   8.30305       0.636309        46.2276        32.8464     
  1213.66        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9899                 NaN            NaN            NaN   8.30368       0.634612        46.2206        32.8512     
  1212.16        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0076                 NaN            NaN            NaN   8.31150       0.630280        46.1949        32.8557     
  1210.67        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0264                 NaN            NaN            NaN   8.33075       0.624809        46.1566        32.8614     
  1209.18        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0117                 NaN            NaN            NaN   8.31985       0.628995        46.1812        32.8583     
  1207.68        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0137                 NaN            NaN            NaN   8.32406       0.628350        46.1744        32.8595     
  1206.19        2500.00                 NaN            NaN            NaN            NaN            NaN   1.71659        10.2785                 NaN            NaN   8.33587       0.632125        46.1815        32.8554     
  1204.69        2500.00                 NaN            NaN            NaN            NaN            NaN   6.87066        5.12627                 NaN            NaN   8.31012       0.632190        46.2012        32.8596     
  1203.20        2500.00                 NaN            NaN            NaN            NaN            NaN   6.82649        5.17206                 NaN            NaN   8.31368       0.631658        46.1953        32.8608     
  1201.70        2500.00                 NaN            NaN            NaN            NaN            NaN   6.77278        5.22748                 NaN            NaN   8.31695       0.631116        46.1897        32.8620     
  1200.21        2500.00                 NaN            NaN            NaN            NaN            NaN   6.73131        5.27068                 NaN            NaN   8.32011       0.630594        46.1841        32.8632     
  1198.72        2500.00                 NaN            NaN            NaN            NaN            NaN   6.68405        5.31929                 NaN            NaN   8.32469       0.630055        46.1776        32.8643     
  1197.22        2500.00                 NaN            NaN            NaN            NaN            NaN   6.62941        5.37626                 NaN            NaN   8.32695       0.629452        46.1721        32.8658     
  1195.73        2500.00                 NaN            NaN            NaN            NaN            NaN   6.60090        5.40552                 NaN            NaN   8.33176       0.629021        46.1661        32.8667     
  1194.23        2500.00                 NaN            NaN            NaN            NaN            NaN   6.55414        5.45390                 NaN            NaN   8.33533       0.628488        46.1603        32.8678     
  1192.74        2500.00                 NaN            NaN            NaN            NaN            NaN   6.50968        5.50000                 NaN            NaN   8.33890       0.627951        46.1544        32.8690     
  1191.25        2500.00                 NaN            NaN            NaN            NaN            NaN   6.45997        5.55137                 NaN            NaN   8.34246       0.627412        46.1485        32.8703     
  1189.75        2500.00                 NaN            NaN            NaN            NaN            NaN   6.41157        5.60148                 NaN            NaN   8.34598       0.626866        46.1426        32.8715     
  1188.26        2500.00                 NaN            NaN            NaN            NaN            NaN   6.36484        5.65005                 NaN            NaN   8.34953       0.626337        46.1365        32.8727     
  1186.76        2500.00                 NaN            NaN            NaN            NaN            NaN   6.31647        5.69990                 NaN            NaN   8.35304       0.625744        46.1310        32.8739     
  1185.27        2500.00                 NaN            NaN            NaN            NaN            NaN   6.26562        5.75235                 NaN            NaN   8.35649       0.625282        46.1252        32.8750     
  1183.78        2500.00                 NaN            NaN            NaN            NaN            NaN   6.22211        5.79781                 NaN            NaN   8.36010       0.624671        46.1189        32.8764     
  1182.28        2500.00                 NaN            NaN            NaN            NaN            NaN   6.17053        5.85106                 NaN            NaN   8.36345       0.624128        46.1133        32.8776     
  1180.79        2500.00                 NaN            NaN            NaN            NaN            NaN   6.12676        5.89662                 NaN            NaN   8.36710       0.623545        46.1072        32.8788     
  1179.29        2500.00                 NaN            NaN            NaN            NaN            NaN   6.08261        5.94263       0.136975E-004            NaN   8.37060       0.622992        46.1010        32.8801     
  1177.80        2500.00                 NaN            NaN            NaN            NaN            NaN   6.03138        5.99573       0.139305E-004            NaN   8.37412       0.622412        46.0950        32.8814     
  1176.31        2500.00                 NaN            NaN            NaN            NaN            NaN   5.98837        6.04052       0.141871E-004            NaN   8.37759       0.621857        46.0890        32.8826     
  1174.81        2500.00                 NaN            NaN            NaN            NaN            NaN   5.94271        6.08805       0.144754E-004            NaN   8.38109       0.621282        46.0830        32.8839     
  1173.32        2500.00                 NaN            NaN            NaN            NaN            NaN   5.89370        6.13896       0.147611E-004            NaN   8.38457       0.620704        46.0769        32.8852     
  1171.82        2500.00                 NaN            NaN            NaN            NaN            NaN   5.84881        6.18576       0.150690E-004            NaN   8.38804       0.620125        46.0708        32.8865     
  1170.33        2500.00                 NaN            NaN            NaN            NaN            NaN   5.80365        6.23287                 NaN            NaN   8.39153       0.619534        46.0647        32.8877     
  1168.83        2500.00                 NaN            NaN            NaN            NaN            NaN   5.75826        6.28020       0.157343E-004            NaN   8.39503       0.618939        46.0585        32.8890     
  1167.34        2500.00                 NaN            NaN            NaN            NaN            NaN   5.71375        6.32661       0.161082E-004            NaN   8.39842       0.618370        46.0525        32.8903     
  1165.85        2500.00                 NaN            NaN            NaN            NaN            NaN   5.67128        6.37111       0.165035E-004            NaN   8.40195       0.617756        46.0463        32.8916     
  1164.35        2500.00                 NaN            NaN            NaN            NaN            NaN   5.62719        6.41721       0.169205E-004            NaN   8.40542       0.617154        46.0401        32.8929     
  1162.86        2500.00                 NaN            NaN            NaN            NaN            NaN   5.58379        6.46243       0.173670E-004            NaN   8.40880       0.616575        46.0342        32.8942     
  1161.36        2500.00                 NaN            NaN            NaN            NaN            NaN   5.54055        6.50789                 NaN            NaN   8.41232       0.615955        46.0277        32.8955     
  1159.87        2500.00                 NaN            NaN            NaN            NaN            NaN   5.49928        6.55120       0.183543E-004            NaN   8.41578       0.615348        46.0215        32.8969     
  1158.38        2500.00                 NaN            NaN            NaN            NaN            NaN   5.45727        6.59528       0.189292E-004            NaN   8.41923       0.614733        46.0153        32.8982     
  1156.88        2500.00                 NaN            NaN            NaN            NaN            NaN   5.41532        6.63934       0.194772E-004            NaN   8.42268       0.614118        46.0090        32.8995     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   5.37512        6.68164       0.200928E-004            NaN   8.42613       0.613499        46.0027        32.9009     
  1153.89        2500.00                 NaN            NaN            NaN            NaN            NaN   5.33260        6.72631       0.207553E-004            NaN   8.42957       0.612869        45.9964        32.9022     
  1152.40        2500.00                 NaN            NaN            NaN            NaN            NaN   5.28969        6.77142       0.214611E-004            NaN   8.43308       0.612234        45.9900        32.9036     
  1150.91        2500.00                 NaN            NaN            NaN            NaN            NaN   5.25117        6.81215                 NaN            NaN   8.43652       0.611599        45.9837        32.9049     
  1149.41        2500.00                 NaN            NaN            NaN            NaN            NaN   5.21335        6.85216       0.230401E-004            NaN   8.43998       0.610962        45.9773        32.9063     
  1147.92        2500.00                 NaN            NaN            NaN            NaN            NaN   5.16817        6.89963       0.238932E-004            NaN   8.44348       0.610303        45.9708        32.9076     
  1146.42        2500.00                 NaN            NaN            NaN            NaN            NaN   5.12869        6.94139       0.248251E-004            NaN   8.44697       0.609650        45.9643        32.9090     
  1144.93        2500.00                 NaN            NaN            NaN            NaN            NaN   5.08848        6.98390       0.258344E-004            NaN   8.45043       0.608992        45.9578        32.9104     
  1143.43        2500.00                 NaN            NaN            NaN            NaN            NaN   5.04873        7.02602                 NaN            NaN   8.45392       0.608326        45.9512        32.9118     
  1141.94        2500.00                 NaN            NaN            NaN            NaN            NaN   5.01029        7.06679       0.113241E-005            NaN   8.45740       0.607660        45.9447        32.9132     
  1140.45        2500.00                 NaN            NaN            NaN            NaN            NaN   3.87201        7.59562       0.533420                 NaN   8.41040       0.624024        46.0595        32.9050     
  1138.95        2500.00                 NaN            NaN            NaN            NaN            NaN   4.10530        8.00557                 NaN            NaN   8.49984       0.597919        45.8730        32.9183     
  1137.46        2500.00                 NaN            NaN            NaN            NaN            NaN   4.83836        7.24636       0.127075E-004            NaN   8.46850       0.605451        45.9239        32.9175     
  1135.96        2500.00                 NaN            NaN            NaN            NaN            NaN   4.40764        7.68420       0.155509E-004            NaN   8.44330       0.605074        45.9329        32.9269     
  1134.47        2500.00                 NaN            NaN            NaN            NaN            NaN   4.29591        7.70448                 NaN            NaN   8.41490       0.623494        46.0515        32.9097     
  1132.98        2500.00                 NaN            NaN            NaN            NaN            NaN   4.50472        7.49826                 NaN            NaN   8.41552       0.623286        46.0467        32.9115     
  1131.48        2500.00                 NaN            NaN            NaN            NaN            NaN   4.51972        7.48436                 NaN            NaN   8.41810       0.622941        46.0420        32.9128     
  1129.99        2500.00                 NaN            NaN            NaN            NaN            NaN   4.54768        7.45765                 NaN            NaN   8.42057       0.622587        46.0373        32.9142     
  1128.49        2500.00                 NaN            NaN            NaN            NaN            NaN   4.56659        7.43989                 NaN            NaN   8.42315       0.622239        46.0326        32.9155     
  1127.00        2500.00                 NaN            NaN            NaN            NaN            NaN   4.64340        7.36490                 NaN            NaN   8.42522       0.621886        46.0276        32.9170     
  1125.51        2500.00                 NaN            NaN            NaN            NaN            NaN   4.62083        7.38820                 NaN            NaN   8.42810       0.621530        46.0231        32.9182     
  1124.01        2500.00                 NaN            NaN            NaN            NaN            NaN   4.63240        7.37774                 NaN            NaN   8.43070       0.621176        46.0185        32.9195     
  1122.52        2500.00                 NaN            NaN            NaN            NaN            NaN   4.64821        7.36219                 NaN            NaN   8.43278       0.620935        46.0152        32.9206     
  1121.02        2500.00                 NaN            NaN            NaN            NaN            NaN   4.70829        7.30453       0.333821E-004  0.273326E-003   8.43548       0.620448        46.0086        32.9223     
  1119.53        2500.00                 NaN            NaN            NaN            NaN            NaN   4.72649        7.28788                 NaN            NaN   8.43801       0.620089        46.0039        32.9236     
  1118.03        2500.00                 NaN            NaN            NaN            NaN            NaN   4.71607        7.29923       0.625549E-005  0.196861E-005   8.44016       0.619895        46.0001        32.9245     
  1116.54        2500.00                 NaN            NaN            NaN            NaN            NaN  0.135177        12.0296       0.512710E-005            NaN   8.57233       0.581968        45.7410        32.9399     
  1115.05        2500.00                 NaN            NaN            NaN            NaN            NaN  0.253608E-001   12.1236       0.476614E-005            NaN   8.57804       0.584725        45.7464        32.9419     
  1113.55        2500.00                 NaN            NaN            NaN            NaN            NaN   4.18569        7.94200                 NaN            NaN   8.54136       0.591691        45.8003        32.9390     
  1112.06        2500.00                 NaN            NaN            NaN            NaN            NaN  0.786190        11.3741       0.186653E-004            NaN   8.57589       0.582308        45.7385        32.9430     
  1110.56        2500.00                 NaN            NaN            NaN            NaN            NaN   5.68226        6.33303       0.240176E-001            NaN   8.45272       0.615915        45.9583        32.9338     
  1109.07        2500.00                 NaN            NaN            NaN            NaN            NaN   6.07256        5.97456       0.146151E-003            NaN   8.45809       0.614057        45.9446        32.9360     
  1107.58        2500.00                 NaN            NaN            NaN            NaN            NaN   6.08781        5.96124       0.136753E-003            NaN   8.46092       0.613556        45.9389        32.9374     
  1106.08        2500.00                 NaN            NaN            NaN            NaN            NaN   5.94855        5.53542       0.573368                 NaN   8.46962       0.611546        45.9225        32.9390     
  1104.59        2500.00                 NaN            NaN            NaN            NaN            NaN   4.99883        7.13575       0.572012E-005            NaN   8.53330       0.596313        45.7860        32.9498     
  1103.09        2500.00                 NaN            NaN            NaN            NaN            NaN   2.58757        9.53796                 NaN            NaN   8.56613       0.588262        45.7738        32.9462     
  1101.60        2500.00                 NaN            NaN            NaN            NaN            NaN   4.87220        7.00013       0.160226                 NaN   8.46961       0.615294        45.9425        32.9400     
  1100.11        2500.00                 NaN            NaN            NaN            NaN            NaN   4.92246        7.10885       0.377959E-005            NaN   8.47073       0.615370        45.9411        32.9415     
  1098.61        2500.00                 NaN            NaN            NaN            NaN            NaN   2.06180        10.0948       0.455483E-005            NaN   8.58994       0.581940        45.7178        32.9538     
  1097.12        2500.00                 NaN            NaN            NaN            NaN            NaN   2.15860        9.99833       0.445790E-005            NaN   8.59188       0.581744        45.7143        32.9551     
  1095.62        2500.00                 NaN            NaN            NaN            NaN            NaN   2.26065        9.89660       0.435690E-005            NaN   8.59376       0.581531        45.7111        32.9564     
  1094.13        2500.00                 NaN            NaN            NaN            NaN            NaN   4.98759        7.04998       0.290206E-005            NaN   8.48025       0.613968        45.9213        32.9469     
  1092.63        2500.00                 NaN            NaN            NaN            NaN            NaN   5.00211        7.03690       0.318371E-004            NaN   8.48274       0.613592        45.9163        32.9483     
  1091.14        2500.00                 NaN            NaN            NaN            NaN            NaN   4.67296        6.94243       0.429873       0.569312E-005   8.48859       0.612409        45.9031        32.9506     
  1089.65        2500.00                 NaN            NaN            NaN            NaN            NaN   4.91257        6.72169       0.416328                 NaN   8.48858       0.611789        45.8959        32.9531     
  1088.15        2500.00                 NaN            NaN            NaN            NaN            NaN   5.01873        6.91584       0.110580                 NaN   8.49125       0.612051        45.8986        32.9530     
  1086.66        2500.00                 NaN            NaN            NaN            NaN            NaN   5.03481        6.90353       0.108082                 NaN   8.49359       0.611730        45.8939        32.9544     
  1085.16        2500.00                 NaN            NaN            NaN            NaN            NaN   2.74951       0.283390E-001   9.38564                 NaN   8.60935       0.579563        45.6813        32.9663     
  1083.67        2500.00                 NaN            NaN            NaN            NaN            NaN   5.07971        6.94079       0.282208E-001            NaN   8.49771       0.611232        45.8852        32.9572     
  1082.18        2500.00                 NaN            NaN            NaN            NaN            NaN   2.89363        9.27176                 NaN            NaN   8.61346       0.578921        45.6731        32.9692     
  1080.68        2500.00                 NaN            NaN            NaN            NaN            NaN   8.93078        3.39458                 NaN            NaN   8.48672       0.547478        45.6111        33.0293     
  1079.19        2500.00                 NaN            NaN            NaN            NaN            NaN   5.12668        6.92570       0.456646E-003            NaN   8.50509       0.610150        45.8705        32.9615     
  1077.69        2500.00                 NaN            NaN            NaN            NaN  0.987066E-005   3.05763        9.11174                 NaN            NaN   8.62063       0.577794        45.6586        32.9736     
  1076.20        2500.00                 NaN            NaN            NaN            NaN            NaN   5.20905        5.31732        1.56156                 NaN   8.53113       0.602104        45.8110        32.9678     
  1074.71        2500.00                 NaN            NaN            NaN            NaN            NaN   3.54003        8.64018                 NaN            NaN   8.62573       0.575941        45.6398        32.9783     
  1073.21        2500.00                 NaN            NaN            NaN            NaN            NaN   5.17188        6.87010       0.175325E-001            NaN   8.51534       0.608538        45.8492        32.9674     
  1071.72        2500.00                 NaN            NaN            NaN            NaN            NaN   5.18521        6.85831       0.176715E-001            NaN   8.51783       0.608139        45.8439        32.9689     
  1070.22        2500.00                 NaN            NaN            NaN            NaN            NaN   5.19737        6.84759       0.179003E-001            NaN   8.52032       0.607743        45.8387        32.9704     
  1068.73        2500.00                 NaN            NaN            NaN            NaN            NaN   5.20898        6.83746       0.180847E-001            NaN   8.52283       0.607348        45.8334        32.9719     
  1067.23        2500.00                 NaN            NaN            NaN            NaN            NaN   5.22498        6.83789       0.315583E-002            NaN   8.52502       0.606993        45.8285        32.9734     
  1065.74        2500.00                 NaN            NaN            NaN            NaN            NaN   5.23663        6.82789       0.321224E-002            NaN   8.52752       0.606593        45.8232        32.9750     
  1064.25        2500.00                 NaN            NaN            NaN            NaN            NaN   5.24438        6.80899       0.162296E-001            NaN   8.53024       0.606158        45.8175        32.9765     
  1062.75        2500.00                 NaN            NaN            NaN            NaN            NaN   5.25576        6.79900       0.165873E-001            NaN   8.53275       0.605754        45.8121        32.9780     
  1061.26        2500.00                 NaN            NaN            NaN            NaN            NaN   5.26722        6.78891       0.169737E-001            NaN   8.53525       0.605347        45.8068        32.9795     
  1059.76        2500.00                 NaN            NaN            NaN            NaN            NaN   5.28223        6.79242                 NaN            NaN   8.53745       0.604994        45.8018        32.9811     
  1058.27        2500.00                 NaN            NaN            NaN            NaN            NaN   5.29331        6.78313                 NaN            NaN   8.53994       0.604587        45.7964        32.9826     
  1056.78        2500.00                 NaN            NaN            NaN            NaN            NaN   5.30406        6.77417                 NaN            NaN   8.54244       0.604180        45.7910        32.9842     
  1055.28        2500.00                 NaN            NaN            NaN            NaN            NaN   5.31475        6.76528                 NaN            NaN   8.54493       0.603773        45.7856        32.9857     
  1053.79        2500.00                 NaN            NaN            NaN            NaN            NaN   5.31428        6.76744                 NaN            NaN   8.54866       0.603077        45.7789        32.9876     
  1052.29        2500.00                 NaN            NaN            NaN            NaN            NaN   5.31178        6.77163                 NaN            NaN   8.55265       0.602323        45.7720        32.9896     
  1050.80        2500.00                 NaN            NaN            NaN            NaN            NaN   5.30953        6.77624                 NaN            NaN   8.55654       0.601574        45.7647        32.9914     
  1049.31        2500.00                 NaN            NaN            NaN            NaN            NaN   5.30791        6.78085                 NaN            NaN   8.56029       0.600839        45.7570        32.9931     
  1047.81        2500.00                 NaN            NaN            NaN            NaN            NaN   5.30629        6.78548                 NaN            NaN   8.56406       0.600098        45.7493        32.9947     
  1046.32        2500.00                 NaN            NaN            NaN            NaN            NaN   5.30480        6.78998                 NaN            NaN   8.56782       0.599358        45.7416        32.9964     
  1044.82        2500.00                 NaN            NaN            NaN            NaN            NaN   5.30342        6.79440                 NaN            NaN   8.57158       0.598614        45.7339        32.9981     
  1043.33        2500.00                 NaN            NaN            NaN            NaN            NaN   5.30219        6.79870                 NaN            NaN   8.57534       0.597867        45.7261        32.9998     
