|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2/EETA/EETA_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        ilm            q              hed           
  1197.23        500.000        92.3798        1.24618                 NaN            NaN            NaN            NaN  0.658816        2.81483       0.389523E-001   2.86137                 NaN
  1196.16        500.000        92.4911        1.16123                 NaN            NaN  0.535802E-002            NaN  0.630363        2.78821       0.445445E-001   2.87924                 NaN
  1195.10        500.000        86.1632       0.788563        1.42967                 NaN            NaN            NaN   1.15536        5.18934       0.800190E-001   5.19381                 NaN
  1194.04        500.000        86.7311        2.03610                 NaN            NaN            NaN            NaN   1.09296        5.00669       0.819666E-001   5.05120                 NaN
  1192.98        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1191.92        500.000        99.9997       0.494565E-004            NaN            NaN  0.229104E-005            NaN  0.287654E-004  0.133404E-003  0.204951E-005  0.133185E-003            NaN
  1190.86        500.000        99.9988                 NaN            NaN            NaN  0.553567E-004            NaN  0.811418E-004  0.529455E-003  0.124641E-004  0.490857E-003  0.560989E-004
  1189.80        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1188.74        500.000        27.0514        4.46523        4.96143                 NaN            NaN            NaN   5.60875        29.1981       0.424614        28.2904                 NaN
  1187.68        500.000                 NaN   5.56172        6.46612                 NaN            NaN            NaN   7.46392        40.7976       0.590307        39.1203                 NaN
  1186.62        500.000                 NaN   4.87431        7.17186                 NaN            NaN            NaN   7.45980        40.7889       0.582422        39.1227                 NaN
  1185.56        500.000                 NaN   8.15538                 NaN            NaN   2.58888                 NaN   7.23858        41.4220       0.779941        39.8152                 NaN
  1184.50        500.000                 NaN   3.30056        8.71676       0.211398E-004            NaN            NaN   7.44276        40.8250       0.592639        39.1223                 NaN
  1183.44        500.000                 NaN   3.14923        8.86818       0.890831E-004            NaN            NaN   7.45269        40.8162       0.591947        39.1217                 NaN
  1182.38        500.000                 NaN   12.0623                 NaN            NaN            NaN            NaN   7.45762        40.7802       0.575399        39.1245                 NaN
  1181.32        500.000                 NaN   3.49184        8.57182                 NaN            NaN            NaN   7.47987        40.7529       0.577646        39.1259                 NaN
  1180.26        500.000                 NaN   6.08435        5.96764                 NaN            NaN            NaN   7.47011        40.7748       0.579525        39.1236                 NaN
  1179.20        500.000                 NaN   8.55009                 NaN            NaN   2.32993                 NaN   7.21916        41.3886       0.764155        39.7481                 NaN
  1178.14        500.000                 NaN   2.23714        9.79863       0.863260E-003            NaN            NaN   7.49695        40.7627       0.581115        39.1226                 NaN
  1177.08        500.000                 NaN   7.97594                 NaN            NaN   2.71469                 NaN   7.23123        41.4407       0.786379        39.8511                 NaN
  1176.02        500.000                 NaN   2.77885        9.24716                 NaN            NaN            NaN   7.46083        40.8022       0.587969        39.1230                 NaN
  1174.96        500.000                 NaN   7.38242        4.67534                 NaN            NaN            NaN   7.47866        40.7623       0.576850        39.1245                 NaN
  1173.90        500.000                 NaN   2.66025        9.36981                 NaN            NaN            NaN   7.46606        40.7944       0.586140        39.1233                 NaN
  1172.84        500.000                 NaN   7.63444        4.42457                 NaN            NaN            NaN   7.48247        40.7578       0.576000        39.1247                 NaN
  1171.78        500.000                 NaN   7.76158        4.29832                 NaN            NaN            NaN   7.48437        40.7554       0.575502        39.1248                 NaN
  1170.72        500.000                 NaN   7.91935        4.14186                 NaN            NaN            NaN   7.48636        40.7526       0.574879        39.1250                 NaN
  1169.66        500.000                 NaN   2.42262        9.61581                 NaN            NaN            NaN   7.47660        40.7786       0.582355        39.1240                 NaN
  1168.60        500.000                 NaN   8.85866        3.20797                 NaN            NaN            NaN   7.49255        40.7430       0.572430        39.1254                 NaN
  1167.54        500.000                 NaN   12.0666                 NaN            NaN            NaN            NaN   7.49938        40.7392       0.571564        39.1232                 NaN
  1166.48        500.000                 NaN   2.23731        9.79702       0.108370E-001            NaN            NaN   7.48464        40.7662       0.579366        39.1246                 NaN
  1165.41        500.000                 NaN   2.17739        9.86011       0.993638E-002            NaN            NaN   7.48732        40.7621       0.578355        39.1248                 NaN
  1164.35        500.000                 NaN   2.11718        9.92447       0.807203E-002            NaN            NaN   7.49000        40.7580       0.577334        39.1250                 NaN
  1163.29        500.000                 NaN   2.05765        9.98798       0.646197E-002            NaN            NaN   7.49271        40.7537       0.576297        39.1252                 NaN
  1162.23        500.000                 NaN   1.99767        10.0520       0.479818E-002            NaN            NaN   7.49541        40.7495       0.575246        39.1254                 NaN
  1161.17        500.000                 NaN   1.85298        10.0642       0.140442                 NaN            NaN   7.49881        40.7440       0.573984        39.1256                 NaN
  1160.11        500.000                 NaN   1.87336        10.1831       0.288516E-002            NaN            NaN   7.50088        40.7409       0.573104        39.1258                 NaN
  1159.05        500.000                 NaN   1.81185        10.2485       0.157603E-002            NaN            NaN   7.50363        40.7365       0.572004        39.1260                 NaN
  1157.99        500.000                 NaN   1.73622        10.3331       0.929424E-003            NaN            NaN   7.51142        40.7233       0.568068        39.1269                 NaN
  1156.93        500.000                 NaN   1.66648        10.3991       0.549226E-003            NaN            NaN   7.51231        40.7261       0.569337        39.1261                 NaN
  1155.87        500.000                 NaN   12.0870                 NaN            NaN            NaN            NaN   7.52370        40.7016       0.562247        39.1255                 NaN
  1154.81        500.000                 NaN   1.53855        10.5333       0.742497E-003            NaN            NaN   7.51474        40.7185       0.567396        39.1268                 NaN
  1153.75        500.000                 NaN   1.47822        10.5964       0.570634E-003            NaN            NaN   7.51759        40.7139       0.566232        39.1270                 NaN
  1152.69        500.000                 NaN   1.40671        10.6707       0.636999E-003            NaN            NaN   7.52049        40.7092       0.565026        39.1272                 NaN
  1151.63        500.000                 NaN   1.33284        10.7480       0.256151E-003            NaN            NaN   7.52328        40.7044       0.563778        39.1275                 NaN
  1150.57        500.000                 NaN   8.38422       0.115258E-004            NaN   2.48022                 NaN   7.25601        41.3004       0.775565        39.8035                 NaN
  1149.51        500.000                 NaN   9.02991        3.07973                 NaN            NaN            NaN   7.52242        40.6797       0.555842        39.1324                 NaN
  1148.45        500.000                 NaN   10.2739        1.82803                 NaN            NaN            NaN   7.53877        40.6786       0.552881        39.1278                 NaN
  1147.39        500.000                 NaN  0.694227E-003   10.6774        1.42388                 NaN            NaN   7.53825        40.6750       0.555899        39.1289                 NaN
  1146.33        500.000                 NaN  0.920103       0.297127E-003   11.1765                 NaN            NaN   7.53814        40.6793       0.557105        39.1286                 NaN
  1145.27        500.000                 NaN  0.823846       0.171690E-003   11.2764                 NaN            NaN   7.54125        40.6739       0.555645        39.1288                 NaN
  1144.21        500.000                 NaN   10.8902        1.21433                 NaN            NaN            NaN   7.54562        40.6669       0.554564        39.1285                 NaN
  1143.15        500.000                 NaN   7.41813                 NaN            NaN   3.10254                 NaN   7.21782        41.4891       0.808198        39.9642                 NaN
  1142.09        500.000                 NaN   11.2336       0.881028                 NaN            NaN            NaN   7.55497        40.6539       0.547453        39.1290                 NaN
  1141.03        500.000                 NaN   11.6286       0.490103                 NaN            NaN            NaN   7.55538        40.6480       0.548196        39.1297                 NaN
  1139.97        500.000                 NaN   7.37854       0.943986E-005            NaN   3.13031                 NaN   7.21722        41.4918       0.809683        39.9725                 NaN
  1138.91        500.000                 NaN   7.36515                 NaN            NaN   3.13983                 NaN   7.21698        41.4925       0.810147        39.9754                 NaN
  1137.85        500.000                 NaN   7.35198       0.397870E-005            NaN   3.14909                 NaN   7.21681        41.4934       0.810626        39.9781                 NaN
  1136.79        500.000                 NaN   7.33905       0.389695E-005            NaN   3.15819                 NaN   7.21661        41.4942       0.811104        39.9809                 NaN
  1135.72        500.000                 NaN   7.32454       0.102005E-004            NaN   3.16828                 NaN   7.21623        41.4954       0.811690        39.9839                 NaN
  1134.66        500.000                 NaN   7.31332                 NaN            NaN   3.17628                 NaN   7.21621        41.4958       0.812081        39.9863                 NaN
  1133.60        500.000                 NaN   7.30114                 NaN            NaN   3.18492                 NaN   7.21599        41.4965       0.812504        39.9889                 NaN
  1132.54        500.000                 NaN   7.28630       0.132892E-005            NaN   3.19519                 NaN   7.21563        41.4978       0.813113        39.9920                 NaN
  1131.48        500.000                 NaN   7.27640                 NaN            NaN   3.20237                 NaN   7.21568        41.4979       0.813404        39.9942                 NaN
  1130.42        500.000                 NaN   7.26429                 NaN            NaN   3.21093                 NaN   7.21550        41.4986       0.813842        39.9968                 NaN
  1129.36        500.000                 NaN   7.25222       0.130560E-005            NaN   3.21947                 NaN   7.21537        41.4993       0.814275        39.9994                 NaN
  1128.30        500.000                 NaN   7.24040                 NaN            NaN   3.22782                 NaN   7.21520        41.4999       0.814713        40.0019                 NaN
  1127.24        500.000                 NaN   7.22850                 NaN            NaN   3.23622                 NaN   7.21505        41.5006       0.815147        40.0045                 NaN
  1126.18        500.000                 NaN   7.21674                 NaN            NaN   3.24456                 NaN   7.21493        41.5011       0.815607        40.0070                 NaN
  1125.12        500.000                 NaN   7.20529                 NaN            NaN   3.25269                 NaN   7.21480        41.5017       0.816000        40.0095                 NaN
  1124.06        500.000                 NaN   7.19384                 NaN            NaN   3.26081                 NaN   7.21467        41.5023       0.816396        40.0120                 NaN
  1123.00        500.000                 NaN   7.18229                 NaN            NaN   3.26898                 NaN   7.21454        41.5029       0.816806        40.0145                 NaN
  1121.94        500.000                 NaN   7.14684                 NaN            NaN   3.30325                 NaN   7.21851        41.4918       0.813848        40.0257                 NaN
  1120.88        500.000                 NaN   7.15980                 NaN            NaN   3.28487                 NaN   7.21424        41.5041       0.817634        40.0194                 NaN
  1119.82        500.000                 NaN   7.14846                 NaN            NaN   3.29289                 NaN   7.21411        41.5047       0.818048        40.0218                 NaN
  1118.76        500.000                 NaN   7.13867                 NaN            NaN   3.29995                 NaN   7.21408        41.5049       0.818371        40.0240                 NaN
  1117.70        500.000                 NaN   7.12781                 NaN            NaN   3.30814                 NaN   7.21428        41.5044       0.818670        40.0267                 NaN
  1116.64        500.000                 NaN   7.11673                 NaN            NaN   3.31552                 NaN   7.21387        41.5059       0.819154        40.0288                 NaN
  1115.58        500.000                 NaN   7.10589                 NaN            NaN   3.32325                 NaN   7.21378        41.5063       0.819563        40.0312                 NaN
  1114.52        500.000                 NaN   7.09527                 NaN            NaN   3.33077                 NaN   7.21369        41.5068       0.819925        40.0335                 NaN
  1113.46        500.000                 NaN   7.08493                 NaN            NaN   3.33815                 NaN   7.21363        41.5072       0.820290        40.0358                 NaN
  1112.40        500.000                 NaN   7.07473                 NaN            NaN   3.34540                 NaN   7.21357        41.5076       0.820637        40.0381                 NaN
  1111.34        500.000                 NaN   7.10683                 NaN            NaN   3.32665                 NaN   7.21707        41.4977       0.818144        40.0336                 NaN
  1110.28        500.000                 NaN   7.05480                 NaN            NaN   3.35965                 NaN   7.21349        41.5082       0.821317        40.0425                 NaN
  1109.22        500.000                 NaN   7.04595                 NaN            NaN   3.36608                 NaN   7.21354        41.5083       0.821587        40.0446                 NaN
  1108.16        500.000                 NaN   7.03544                 NaN            NaN   3.37354                 NaN   7.21345        41.5087       0.821968        40.0469                 NaN
  1107.10        500.000                 NaN   7.02583                 NaN            NaN   3.38044                 NaN   7.21342        41.5090       0.822295        40.0491                 NaN
  1106.04        500.000                 NaN   7.01711                 NaN            NaN   3.38679                 NaN   7.21347        41.5090       0.822563        40.0511                 NaN
  1104.97        500.000                 NaN   7.00799                 NaN            NaN   3.39338                 NaN   7.21349        41.5091       0.822858        40.0532                 NaN
  1103.91        500.000                 NaN   6.99846                 NaN            NaN   3.39999                 NaN   7.21382        41.5093       0.823215        40.0552                 NaN
  1102.85        500.000                 NaN   6.98896                 NaN            NaN   3.40678                 NaN   7.21374        41.5096       0.823560        40.0573                 NaN
  1101.79        500.000                 NaN   6.97971                 NaN            NaN   3.41343                 NaN   7.21371        41.5098       0.823884        40.0594                 NaN
  1100.73        500.000                 NaN   6.97057                 NaN            NaN   3.42002                 NaN   7.21369        41.5100       0.824195        40.0615                 NaN
  1099.67        500.000                 NaN   6.96142                 NaN            NaN   3.42686                 NaN   7.21348        41.5101       0.824426        40.0638                 NaN
  1098.61        500.000                 NaN   6.95234                 NaN            NaN   3.43326                 NaN   7.21376        41.5101       0.824752        40.0658                 NaN
  1097.55        500.000                 NaN   6.94335                 NaN            NaN   3.43974                 NaN   7.21376        41.5103       0.825051        40.0678                 NaN
  1096.49        500.000                 NaN   6.93486                 NaN            NaN   3.44592                 NaN   7.21380        41.5103       0.825317        40.0698                 NaN
  1095.43        500.000                 NaN   6.92607                 NaN            NaN   3.45228                 NaN   7.21381        41.5104       0.825605        40.0718                 NaN
  1094.37        500.000                 NaN   6.91688                 NaN            NaN   3.45866                 NaN   7.21377        41.5109       0.826005        40.0738                 NaN
  1093.31        500.000                 NaN   6.90854                 NaN            NaN   3.46510                 NaN   7.21401        41.5102       0.826118        40.0760                 NaN
  1092.25        500.000                 NaN   6.89909                 NaN            NaN   3.47181                 NaN   7.21402        41.5105       0.826435        40.0781                 NaN
  1091.19        500.000                 NaN   6.89276                 NaN            NaN   3.47661                 NaN   7.21385        41.5104       0.826625        40.0797                 NaN
  1090.13        500.000                 NaN   6.88541                 NaN            NaN   3.48207                 NaN   7.21400        41.5102       0.826821        40.0815                 NaN
  1089.07        500.000                 NaN   6.87730                 NaN            NaN   3.48799                 NaN   7.21408        41.5101       0.827072        40.0835                 NaN
  1088.01        500.000                 NaN   6.86766                 NaN            NaN   3.49482                 NaN   7.21402        41.5105       0.827433        40.0856                 NaN
  1086.95        500.000                 NaN   6.86030                 NaN            NaN   3.50027                 NaN   7.21438        41.5100       0.827638        40.0874                 NaN
  1085.89        500.000                 NaN   6.85141                 NaN            NaN   3.50663                 NaN   7.21431        41.5102       0.827951        40.0895                 NaN
  1084.83        500.000                 NaN   6.87226                 NaN            NaN   3.49517                 NaN   7.21687        41.5026       0.826127        40.0869                 NaN
  1083.77        500.000                 NaN   6.83680                 NaN            NaN   3.51746                 NaN   7.21451        41.5099       0.828346        40.0930                 NaN
  1082.71        500.000                 NaN   6.82859                 NaN            NaN   3.52343                 NaN   7.21454        41.5099       0.828612        40.0950                 NaN
  1081.65        500.000                 NaN   6.82207                 NaN            NaN   3.52836                 NaN   7.21475        41.5094       0.828761        40.0966                 NaN
  1080.59        500.000                 NaN   6.81356                 NaN            NaN   3.53449                 NaN   7.21479        41.5095       0.829053        40.0986                 NaN
  1079.53        500.000                 NaN   6.80751                 NaN            NaN   3.53914                 NaN   7.21505        41.5089       0.829171        40.1002                 NaN
  1078.47        500.000                 NaN   6.79830                 NaN            NaN   3.54566                 NaN   7.21500        41.5092       0.829519        40.1023                 NaN
  1077.41        500.000                 NaN   6.79138                 NaN            NaN   3.55084                 NaN   7.21519        41.5089       0.829698        40.1040                 NaN
  1076.35        500.000                 NaN   6.78459                 NaN            NaN   3.55567                 NaN   7.21563        41.5086       0.829993        40.1055                 NaN
  1075.28        500.000                 NaN   6.77688                 NaN            NaN   3.56160                 NaN   7.21557        41.5082       0.830068        40.1076                 NaN
  1074.22        500.000                 NaN   6.76891                 NaN            NaN   3.56732                 NaN   7.21555        41.5083       0.830378        40.1095                 NaN
  1073.16        500.000                 NaN   6.75763                 NaN            NaN   3.57527                 NaN   7.21603        41.5084       0.830728        40.1119                 NaN
  1072.10        500.000                 NaN   6.75419                 NaN            NaN   3.57789                 NaN   7.21612        41.5080       0.830900        40.1129                 NaN
  1071.04        500.000                 NaN   6.74715                 NaN            NaN   3.58315                 NaN   7.21627        41.5076       0.831076        40.1147                 NaN
  1069.98        500.000                 NaN   6.73954                 NaN            NaN   3.58885                 NaN   7.21642        41.5073       0.831260        40.1166                 NaN
  1068.92        500.000                 NaN   6.73327                 NaN            NaN   3.59360                 NaN   7.21660        41.5069       0.831407        40.1183                 NaN
  1067.86        500.000                 NaN   6.72717                 NaN            NaN   3.59833                 NaN   7.21656        41.5065       0.831532        40.1199                 NaN
  1066.80        500.000                 NaN   6.72009                 NaN            NaN   3.60349                 NaN   7.21692        41.5061       0.831747        40.1216                 NaN
  1065.74        500.000                 NaN   6.71355                 NaN            NaN   3.60841                 NaN   7.21709        41.5057       0.831916        40.1233                 NaN
  1064.68        500.000                 NaN   6.70701                 NaN            NaN   3.61332                 NaN   7.21726        41.5053       0.832085        40.1250                 NaN
  1063.62        500.000                 NaN   6.70040                 NaN            NaN   3.61827                 NaN   7.21742        41.5050       0.832260        40.1267                 NaN
  1062.56        500.000                 NaN   6.65365                 NaN            NaN   3.65983                 NaN   7.22036        41.4961       0.830136        40.1400                 NaN
  1061.50        500.000                 NaN   6.68594                 NaN            NaN   3.62887                 NaN   7.21762        41.5046       0.832716        40.1302                 NaN
  1060.44        500.000                 NaN   6.70176                 NaN            NaN   3.62069                 NaN   7.21997        41.4977       0.831198        40.1287                 NaN
  1059.38        500.000                 NaN   6.69391                 NaN            NaN   3.62637                 NaN   7.22002        41.4977       0.831470        40.1305                 NaN
  1058.32        500.000                 NaN   6.66844                 NaN            NaN   3.64232                 NaN   7.21833        41.5029       0.833085        40.1350                 NaN
  1057.26        500.000                 NaN   6.66294                 NaN            NaN   3.64661                 NaN   7.21861        41.5022       0.833186        40.1365                 NaN
  1056.20        500.000                 NaN   6.65460                 NaN            NaN   3.65255                 NaN   7.21860        41.5023       0.833503        40.1384                 NaN
  1055.14        500.000                 NaN   6.64863                 NaN            NaN   3.65707                 NaN   7.21895        41.5017       0.833644        40.1400                 NaN
  1054.08        500.000                 NaN   6.64257                 NaN            NaN   3.66167                 NaN   7.21919        41.5012       0.833789        40.1416                 NaN
  1053.02        500.000                 NaN   6.59476                 NaN            NaN   3.70369                 NaN   7.22205        41.4928       0.831779        40.1550                 NaN
  1051.96        500.000                 NaN   6.64951                 NaN            NaN   3.65857                 NaN   7.22080        41.4969       0.832824        40.1414                 NaN
  1050.90        500.000                 NaN   6.62574                 NaN            NaN   3.67467                 NaN   7.22006        41.4992       0.834126        40.1462                 NaN
  1049.84        500.000                 NaN   6.61894                 NaN            NaN   3.67966                 NaN   7.22022        41.4989       0.834343        40.1479                 NaN
  1048.78        500.000                 NaN   6.61371                 NaN            NaN   3.68382                 NaN   7.22033        41.4983       0.834376        40.1494                 NaN
  1047.72        500.000                 NaN   6.60236                 NaN            NaN   3.69027                 NaN   7.21926        41.5018       0.835177        40.1511                 NaN
  1046.66        500.000                 NaN   6.59735                 NaN            NaN   3.69434                 NaN   7.21976        41.5008       0.835162        40.1526                 NaN
  1045.60        500.000                 NaN   6.59439                 NaN            NaN   3.69820                 NaN   7.22077        41.4971       0.835033        40.1545                 NaN
  1044.53        500.000                 NaN   6.59082                 NaN            NaN   3.70139                 NaN   7.22139        41.4959       0.834859        40.1557                 NaN
  1043.47        500.000                 NaN   5.55167                 NaN            NaN   4.25140                 NaN   7.09954        41.9193       0.916696        40.2614                 NaN
  1042.41        500.000                 NaN   6.53642                 NaN            NaN   3.74843                 NaN   7.22484        41.4864       0.833107        40.1708                 NaN
  1041.35        500.000                 NaN   6.57251                 NaN            NaN   3.71383                 NaN   7.22115        41.4973       0.835601        40.1596                 NaN
  1040.29        500.000                 NaN   5.54633                 NaN            NaN   4.25402                 NaN   7.09994        41.9217       0.916480        40.2615                 NaN
  1039.23        500.000                 NaN   5.54396                 NaN            NaN   4.25529                 NaN   7.10033        41.9223       0.916379        40.2618                 NaN
  1038.17        500.000                 NaN   5.54256                 NaN            NaN   4.25656                 NaN   7.10070        41.9215       0.916347        40.2624                 NaN
  1037.11        500.000                 NaN   6.54813                 NaN            NaN   3.73221                 NaN   7.22259        41.4946       0.836300        40.1662                 NaN
  1036.05        500.000                 NaN   6.54262                 NaN            NaN   3.73645                 NaN   7.22288        41.4939       0.836423        40.1677                 NaN
  1034.99        500.000                 NaN   6.53981                 NaN            NaN   3.73926                 NaN   7.22254        41.4928       0.836578        40.1690                 NaN
  1033.93        500.000                 NaN   6.53145                 NaN            NaN   3.74508                 NaN   7.22362        41.4924       0.836619        40.1708                 NaN
  1032.87        500.000                 NaN   6.52465                 NaN            NaN   3.74983                 NaN   7.22327        41.4926       0.836978        40.1726                 NaN
  1031.81        500.000                 NaN   6.47692                 NaN            NaN   3.79321                 NaN   7.22728        41.4812       0.834709        40.1866                 NaN
  1030.75        500.000                 NaN   6.47172                 NaN            NaN   3.79727                 NaN   7.22761        41.4805       0.834812        40.1881                 NaN
  1029.69        500.000                 NaN   6.46656                 NaN            NaN   3.80130                 NaN   7.22795        41.4797       0.834912        40.1896                 NaN
  1028.63        500.000                 NaN   6.46145                 NaN            NaN   3.80530                 NaN   7.22829        41.4789       0.835010        40.1911                 NaN
  1027.57        500.000                 NaN   6.45637                 NaN            NaN   3.80928                 NaN   7.22863        41.4781       0.835106        40.1926                 NaN
  1026.51        500.000                 NaN   6.45135                 NaN            NaN   3.81323                 NaN   7.22898        41.4772       0.835199        40.1940                 NaN
  1025.45        500.000                 NaN   6.44636                 NaN            NaN   3.81715                 NaN   7.22934        41.4764       0.835290        40.1955                 NaN
  1024.39        500.000                 NaN   6.44141                 NaN            NaN   3.82105                 NaN   7.22970        41.4755       0.835378        40.1969                 NaN
  1023.33        500.000                 NaN   6.43651                 NaN            NaN   3.82492                 NaN   7.23007        41.4746       0.835463        40.1984                 NaN
  1022.27        500.000                 NaN   6.43566                 NaN            NaN   3.82655                 NaN   7.22959        41.4736       0.835297        40.1993                 NaN
  1021.21        500.000                 NaN   6.42660                 NaN            NaN   3.83273                 NaN   7.23079        41.4729       0.835646        40.2013                 NaN
  1020.15        500.000                 NaN   6.48765                 NaN            NaN   3.78429                 NaN   7.23035        41.4746       0.836103        40.1870                 NaN
  1019.09        500.000                 NaN   6.48274                 NaN            NaN   3.78818                 NaN   7.23072        41.4737       0.836190        40.1884                 NaN
  1018.03        500.000                 NaN   6.47789                 NaN            NaN   3.79202                 NaN   7.23111        41.4728       0.836273        40.1899                 NaN
  1016.97        500.000                 NaN   6.47309                 NaN            NaN   3.79584                 NaN   7.23149        41.4719       0.836353        40.1913                 NaN
  1015.91        500.000                 NaN   6.46833                 NaN            NaN   3.79963                 NaN   7.23188        41.4710       0.836430        40.1928                 NaN
  1014.84        500.000                 NaN   6.44458                 NaN            NaN   3.81396                 NaN   7.23021        41.4765       0.838086        40.1967                 NaN
  1013.78        500.000                 NaN   6.40786                 NaN            NaN   3.85125                 NaN   7.23523        41.4612       0.834918        40.2096                 NaN
  1012.72        500.000                 NaN   6.40294                 NaN            NaN   3.85512                 NaN   7.23550        41.4604       0.835053        40.2110                 NaN
  1011.66        500.000                 NaN   6.39810                 NaN            NaN   3.85892                 NaN   7.23587        41.4595       0.835144        40.2124                 NaN
  1010.60        500.000                 NaN   6.38899                 NaN            NaN   3.86503                 NaN   7.23575        41.4603       0.835600        40.2144                 NaN
  1009.54        500.000                 NaN   6.38434                 NaN            NaN   3.86874                 NaN   7.23616        41.4593       0.835674        40.2158                 NaN
  1008.48        500.000                 NaN   6.37973                 NaN            NaN   3.87243                 NaN   7.23656        41.4583       0.835746        40.2172                 NaN
  1007.42        500.000                 NaN   6.37514                 NaN            NaN   3.87611                 NaN   7.23698        41.4573       0.835817        40.2186                 NaN
  1006.36        500.000                 NaN   6.41010                 NaN            NaN   3.84209                 NaN   7.23371        41.4680       0.838473        40.2077                 NaN
  1005.30        500.000                 NaN   6.36608                 NaN            NaN   3.88340                 NaN   7.23781        41.4553       0.835953        40.2215                 NaN
  1004.24        500.000                 NaN   6.36158                 NaN            NaN   3.88702                 NaN   7.23824        41.4543       0.836019        40.2229                 NaN
  1003.18        500.000                 NaN   6.35711                 NaN            NaN   3.89062                 NaN   7.23867        41.4532       0.836084        40.2243                 NaN
  1002.12        500.000                 NaN   6.35268                 NaN            NaN   3.89421                 NaN   7.23910        41.4522       0.836146        40.2257                 NaN
  1001.06        500.000                 NaN   6.34827                 NaN            NaN   3.89777                 NaN   7.23954        41.4511       0.836208        40.2271                 NaN
