|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.75/EETA/EETA_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           an             San(TH)        ilm            q              O(HP)         
  1198.72        500.000                 NaN   90.3030        1.43392                 NaN            NaN            NaN  0.786174        3.66914       0.597038E-001   3.74807                 NaN
  1197.65        500.000                 NaN   97.5764       0.347431                 NaN            NaN            NaN  0.181155       0.927854       0.204735E-001  0.946715                 NaN
  1196.58        500.000                 NaN   89.8172        1.42133                 NaN            NaN            NaN  0.797110        3.89815       0.624264E-001   4.00380                 NaN
  1195.51        500.000                 NaN   93.0181        1.01916                 NaN            NaN            NaN  0.555251        2.68186       0.415371E-001   2.68407                 NaN
  1194.44        500.000                 NaN   91.4358        1.18260       0.191744E-004            NaN            NaN  0.673205        3.31830       0.513989E-001   3.33869                 NaN
  1193.38        500.000                 NaN   90.5147       0.357363       0.831433                 NaN            NaN  0.715386        3.66359       0.670721E-001   3.85043                 NaN
  1192.31        500.000                 NaN   97.9017       0.176186       0.111135                 NaN            NaN  0.153674       0.857423       0.115880E-001  0.788292                 NaN
  1191.24        500.000                 NaN   37.3493        7.45836                 NaN            NaN            NaN   4.63057        25.4781       0.359315        24.7244                 NaN
  1190.17        500.000                 NaN            NaN   11.2397                 NaN            NaN            NaN   7.21080        41.0816       0.591882        39.8760                 NaN
  1189.10        500.000                 NaN            NaN   11.2421                 NaN            NaN            NaN   7.21818        41.0739       0.589637        39.8762                 NaN
  1188.03        500.000                 NaN            NaN   11.2402                 NaN            NaN            NaN   7.21165        41.0805       0.591598        39.8761                 NaN
  1186.96        500.000                 NaN            NaN   11.2696                 NaN            NaN            NaN   7.22207        41.0422       0.584115        39.8820                 NaN
  1185.90        500.000                 NaN            NaN   11.2424                 NaN            NaN            NaN   7.21310        41.0772       0.590924        39.8765                 NaN
  1184.83        500.000                 NaN            NaN   11.2432                 NaN            NaN            NaN   7.21379        41.0758       0.590619        39.8766                 NaN
  1183.76        500.000                 NaN            NaN   11.2442                 NaN            NaN            NaN   7.21451        41.0743       0.590296        39.8768                 NaN
  1182.69        500.000                 NaN            NaN   11.2451                 NaN            NaN            NaN   7.21528        41.0727       0.589952        39.8769                 NaN
  1181.62        500.000                 NaN            NaN   11.2462                 NaN            NaN            NaN   7.21610        41.0710       0.589586        39.8771                 NaN
  1180.55        500.000                 NaN            NaN   11.2781                 NaN            NaN            NaN   7.23162        41.0263       0.580588        39.8834                 NaN
  1179.49        500.000                 NaN            NaN   11.2500                 NaN            NaN            NaN   7.21866        41.0652       0.588348        39.8778                 NaN
  1178.42        500.000                 NaN            NaN   11.2515                 NaN            NaN            NaN   7.21980        41.0628       0.587823        39.8781                 NaN
  1177.35        500.000                 NaN            NaN   11.2533                 NaN            NaN            NaN   7.22110        41.0600       0.587221        39.8784                 NaN
  1176.28        500.000                 NaN            NaN   11.2554                 NaN            NaN            NaN   7.22259        41.0567       0.586520        39.8788                 NaN
  1175.21        500.000                 NaN            NaN   11.2579                 NaN            NaN            NaN   7.22434        41.0528       0.585684        39.8792                 NaN
  1174.14        500.000                 NaN            NaN   11.2610                 NaN            NaN            NaN   7.22648        41.0481       0.584658        39.8798                 NaN
  1173.08        500.000                 NaN            NaN   11.2650                 NaN            NaN            NaN   7.22916        41.0420       0.583358        39.8805                 NaN
  1172.01        500.000                 NaN            NaN  0.334199        10.9573                 NaN            NaN   7.24561        41.0025       0.574961        39.8855                 NaN
  1170.94        500.000                 NaN            NaN  0.197990        11.0947                 NaN            NaN   7.24683        41.0003       0.574484        39.8856                 NaN
  1169.87        500.000                 NaN            NaN  0.493364E-001   11.2446                 NaN            NaN   7.24805        40.9981       0.574006        39.8858                 NaN
  1168.80        500.000                 NaN            NaN   11.2924                 NaN            NaN            NaN   7.24784        40.9997       0.574553        39.8855                 NaN
  1167.73        500.000                 NaN            NaN   11.2965                 NaN            NaN            NaN   7.25093        40.9935       0.572824        39.8863                 NaN
  1166.67        500.000                 NaN            NaN   11.2984                 NaN            NaN            NaN   7.25269        40.9902       0.572112        39.8865                 NaN
  1165.60        500.000                 NaN            NaN   11.2999                 NaN            NaN            NaN   7.25422        40.9876       0.571478        39.8868                 NaN
  1164.53        500.000                 NaN            NaN   11.3013                 NaN            NaN            NaN   7.25571        40.9851       0.570900        39.8870                 NaN
  1163.46        500.000                 NaN            NaN   11.2964                 NaN            NaN            NaN   7.25366        40.9911       0.572680        39.8861                 NaN
  1162.39        500.000                 NaN            NaN   11.2926                 NaN            NaN            NaN   7.25217        40.9957       0.574072        39.8855                 NaN
  1161.32        500.000                 NaN            NaN   11.2947                 NaN            NaN            NaN   7.25403        40.9922       0.573182        39.8858                 NaN
  1160.26        500.000                 NaN            NaN   11.2970                 NaN            NaN            NaN   7.25595        40.9886       0.572268        39.8862                 NaN
  1159.19        500.000                 NaN            NaN   11.2992                 NaN            NaN            NaN   7.25788        40.9850       0.571344        39.8866                 NaN
  1158.12        500.000                 NaN            NaN   11.3034                 NaN            NaN            NaN   7.26100        40.9786       0.569660        39.8873                 NaN
  1157.05        500.000                 NaN            NaN   11.3037                 NaN            NaN            NaN   7.26191        40.9776       0.569457        39.8873                 NaN
  1155.98        500.000                 NaN            NaN   11.3140                 NaN            NaN            NaN   7.26863        40.9629       0.565456        39.8891                 NaN
  1154.91        500.000                 NaN            NaN   11.3157                 NaN            NaN            NaN   7.27034        40.9599       0.564729        39.8893                 NaN
  1153.85        500.000                 NaN            NaN   11.3069                 NaN            NaN            NaN   7.26494        40.9720       0.568368        39.8878                 NaN
  1152.78        500.000                 NaN            NaN   11.3153                 NaN            NaN            NaN   7.27120        40.9595       0.564775        39.8893                 NaN
  1151.71        500.000                 NaN            NaN   11.3185                 NaN            NaN            NaN   7.27378        40.9545       0.563472        39.8898                 NaN
  1150.64        500.000                 NaN            NaN   11.3217                 NaN            NaN            NaN   7.27636        40.9495       0.562186        39.8903                 NaN
  1149.57        500.000                 NaN            NaN   11.3189                 NaN            NaN            NaN   7.27538        40.9527       0.563177        39.8898                 NaN
  1148.50        500.000                 NaN            NaN   11.3252                 NaN            NaN            NaN   7.27971        40.9435       0.560726        39.8909                 NaN
  1147.44        500.000                 NaN            NaN   11.3269                 NaN            NaN            NaN   7.28139        40.9405       0.560002        39.8912                 NaN
  1146.37        500.000                 NaN            NaN   11.3287                 NaN            NaN            NaN   7.28309        40.9375       0.559261        39.8914                 NaN
  1145.30        500.000                 NaN            NaN   11.3305                 NaN            NaN            NaN   7.28483        40.9344       0.558502        39.8917                 NaN
  1144.23        500.000                 NaN            NaN   11.3316                 NaN            NaN            NaN   7.28614        40.9323       0.558035        39.8919                 NaN
  1143.16        500.000                 NaN            NaN   11.3343                 NaN            NaN            NaN   7.28838        40.9281       0.556962        39.8923                 NaN
  1142.09        500.000                 NaN            NaN   11.3300                 NaN            NaN            NaN   7.28647        40.9334       0.558527        39.8916                 NaN
  1141.02        500.000                 NaN            NaN   11.3209                 NaN            NaN            NaN   7.28154        40.9456       0.562011        39.8900                 NaN
  1139.96        500.000                 NaN            NaN   11.3393                 NaN            NaN            NaN   7.29310        40.9195       0.554896        39.8932                 NaN
  1138.89        500.000                 NaN            NaN  0.570845        10.7706                 NaN            NaN   7.29522        40.9159       0.554016        39.8934                 NaN
  1137.82        500.000                 NaN            NaN  0.397189        10.9466                 NaN            NaN   7.29711        40.9122       0.553153        39.8938                 NaN
  1136.75        500.000                 NaN            NaN  0.200969        11.1453                 NaN            NaN   7.29906        40.9083       0.552259        39.8942                 NaN
  1135.68        500.000                 NaN            NaN   11.3481                 NaN            NaN            NaN   7.30067        40.9051       0.551577        39.8945                 NaN
  1134.61        500.000                 NaN            NaN   11.3503                 NaN            NaN            NaN   7.30257        40.9017       0.550657        39.8948                 NaN
  1133.55        500.000                 NaN            NaN   11.3518                 NaN            NaN            NaN   7.30410        40.8990       0.549970        39.8951                 NaN
  1132.48        500.000                 NaN            NaN   11.3369                 NaN            NaN            NaN   7.29545        40.9194       0.555780        39.8925                 NaN
  1131.41        500.000                 NaN            NaN   11.3392                 NaN            NaN            NaN   7.29732        40.9157       0.554878        39.8929                 NaN
  1130.34        500.000                 NaN            NaN  0.239098        11.1184                 NaN            NaN   7.30912        40.8897       0.547767        39.8959                 NaN
  1129.27        500.000                 NaN            NaN  0.352153        11.0069                 NaN            NaN   7.31069        40.8870       0.547078        39.8962                 NaN
  1128.20        500.000                 NaN            NaN  0.459445        10.9011                 NaN            NaN   7.31225        40.8844       0.546394        39.8964                 NaN
  1127.14        500.000                 NaN            NaN  0.562616        10.7995                 NaN            NaN   7.31380        40.8817       0.545711        39.8967                 NaN
  1126.07        500.000                 NaN            NaN  0.684744        10.6788                 NaN            NaN   7.31529        40.8792       0.545053        39.8969                 NaN
  1125.00        500.000                 NaN            NaN  0.702021        10.6635                 NaN            NaN   7.31700        40.8760       0.544274        39.8972                 NaN
  1123.93        500.000                 NaN            NaN  0.693065        10.6745                 NaN            NaN   7.31877        40.8727       0.543455        39.8976                 NaN
  1122.86        500.000                 NaN            NaN  0.680669        10.6890                 NaN            NaN   7.32059        40.8692       0.542615        39.8979                 NaN
  1121.79        500.000                 NaN            NaN  0.665432        10.7063                 NaN            NaN   7.32240        40.8658       0.541771        39.8982                 NaN
  1120.73        500.000                 NaN            NaN  0.645819        10.7281                 NaN            NaN   7.32427        40.8623       0.540899        39.8986                 NaN
  1119.66        500.000                 NaN            NaN  0.555732        10.8208                 NaN            NaN   7.32633        40.8582       0.539925        39.8990                 NaN
  1118.59        500.000                 NaN            NaN  0.436060        10.9429                 NaN            NaN   7.32837        40.8542       0.538956        39.8994                 NaN
  1117.52        500.000                 NaN            NaN  0.364626        11.0166                 NaN            NaN   7.33028        40.8506       0.538060        39.8998                 NaN
  1116.45        500.000                 NaN            NaN  0.563520E-001   11.1106       0.216885                 NaN   7.33234        40.8466       0.537080        39.9002                 NaN
  1115.38        500.000                 NaN            NaN  0.288257        11.0973                 NaN            NaN   7.33397        40.8436       0.536327        39.9005                 NaN
  1114.32        500.000                 NaN            NaN  0.627806        10.7589                 NaN            NaN   7.33518        40.8415       0.535781        39.9007                 NaN
  1113.25        500.000                 NaN            NaN   11.3834                 NaN            NaN            NaN   7.33360        40.8458       0.537121        39.9001                 NaN
  1112.18        500.000                 NaN            NaN   11.3800                 NaN            NaN            NaN   7.33191        40.8502       0.538397        39.8996                 NaN
  1111.11        500.000                 NaN            NaN  0.267668        11.1085                 NaN            NaN   7.32984        40.8552       0.539868        39.8989                 NaN
  1110.04        500.000                 NaN            NaN  0.379990        10.9981                 NaN            NaN   7.33144        40.8521       0.539103        39.8993                 NaN
  1108.97        500.000                 NaN            NaN  0.498785        10.8815                 NaN            NaN   7.33324        40.8486       0.538223        39.8996                 NaN
  1107.91        500.000                 NaN            NaN  0.134025        11.2486                 NaN            NaN   7.33529        40.8448       0.537296        39.9000                 NaN
  1106.84        500.000                 NaN            NaN  0.493066        10.8915                 NaN            NaN   7.33673        40.8419       0.536559        39.9003                 NaN
  1105.77        500.000                 NaN            NaN  0.852109        10.5343                 NaN            NaN   7.33819        40.8389       0.535818        39.9007                 NaN
  1104.70        500.000                 NaN            NaN   1.21190        10.1764                 NaN            NaN   7.33965        40.8360       0.535077        39.9010                 NaN
  1103.63        500.000                 NaN            NaN   11.3918                 NaN            NaN            NaN   7.34289        40.8302       0.533491        39.9016                 NaN
  1102.56        500.000                 NaN            NaN   2.07088        9.32317                 NaN            NaN   7.34468        40.8267       0.532568        39.9020                 NaN
  1101.50        500.000                 NaN            NaN   2.59394        8.80234                 NaN            NaN   7.34647        40.8233       0.531644        39.9023                 NaN
  1100.43        500.000                 NaN            NaN   1.80730        9.58895                 NaN            NaN   7.34595        40.8234       0.531999        39.9024                 NaN
  1099.36        500.000                 NaN            NaN   2.13957        9.25860                 NaN            NaN   7.34745        40.8204       0.531243        39.9027                 NaN
  1098.29        500.000                 NaN            NaN   2.46605        8.93405                 NaN            NaN   7.34897        40.8174       0.530488        39.9031                 NaN
  1097.22        500.000                 NaN            NaN   11.4062                 NaN            NaN            NaN   7.35491        40.8074       0.527553        39.9040                 NaN
  1096.15        500.000                 NaN            NaN   11.4045                 NaN            NaN            NaN   7.35418        40.8095       0.528205        39.9037                 NaN
  1095.09        500.000                 NaN            NaN   3.89923        7.50613                 NaN            NaN   7.35512        40.8079       0.527810        39.9038                 NaN
  1094.02        500.000                 NaN            NaN   4.37562        7.03137                 NaN            NaN   7.35652        40.8053       0.527119        39.9041                 NaN
  1092.95        500.000                 NaN            NaN   4.84354        6.56509                 NaN            NaN   7.35793        40.8026       0.526428        39.9044                 NaN
  1091.88        500.000                 NaN            NaN   11.4193                 NaN            NaN            NaN   7.36553        40.7868       0.522154        39.9062                 NaN
  1090.81        500.000                 NaN            NaN   3.39721        8.01908                 NaN            NaN   7.36181        40.7928       0.523414        39.9056                 NaN
  1089.74        500.000                 NaN            NaN   5.89339        5.53082                 NaN            NaN   7.36948        40.7792       0.520123        39.9070                 NaN
  1088.67        500.000                 NaN            NaN   5.32354        6.11206                 NaN            NaN   7.37733        40.7627       0.515508        39.9089                 NaN
  1087.61        500.000                 NaN            NaN   4.91925        6.51882                 NaN            NaN   7.38006        40.7582       0.514423        39.9092                 NaN
  1086.54        500.000                 NaN            NaN   7.05494        4.33396                 NaN            NaN   7.34398        40.8331       0.532995        39.9010                 NaN
  1085.47        500.000                 NaN            NaN   3.25870        8.16764                 NaN            NaN   7.37126        40.7753       0.519571        39.9075                 NaN
  1084.40        500.000                 NaN            NaN   11.4445                 NaN            NaN            NaN   7.38536        40.7481       0.511676        39.9104                 NaN
  1083.33        500.000                 NaN            NaN   11.4456                 NaN            NaN            NaN   7.38652        40.7462       0.511149        39.9106                 NaN
  1082.26        500.000                 NaN            NaN   3.41914        8.02401                 NaN            NaN   7.38384        40.7501       0.512670        39.9103                 NaN
  1081.20        500.000                 NaN            NaN   11.4501                 NaN            NaN            NaN   7.39030        40.7390       0.509293        39.9113                 NaN
  1080.13        500.000                 NaN            NaN   3.82584        7.62325                 NaN            NaN   7.38838        40.7409       0.510347        39.9113                 NaN
  1079.06        500.000                 NaN            NaN   11.4547                 NaN            NaN            NaN   7.39402        40.7317       0.507458        39.9121                 NaN
  1077.99        500.000                 NaN            NaN   4.13316        7.32038                 NaN            NaN   7.39198        40.7339       0.508589        39.9120                 NaN
  1076.92        500.000                 NaN            NaN   4.36034        7.09527                 NaN            NaN   7.39364        40.7306       0.507785        39.9124                 NaN
  1075.85        500.000                 NaN            NaN   3.66406        7.79670                 NaN            NaN   7.39909        40.7220       0.504984        39.9131                 NaN
  1074.79        500.000                 NaN            NaN   4.63331        6.82692                 NaN            NaN   7.39738        40.7233       0.505953        39.9132                 NaN
  1073.72        500.000                 NaN            NaN   4.87933        6.58291                 NaN            NaN   7.39899        40.7201       0.505176        39.9135                 NaN
  1072.65        500.000                 NaN            NaN   1.52787        5.58910        4.32793                 NaN   7.38810        40.7456       0.510994        39.9104                 NaN
  1071.58        500.000                 NaN            NaN   5.78458        1.59103        4.07041                 NaN   7.38917        40.7437       0.510499        39.9106                 NaN
  1070.51        500.000                 NaN            NaN   5.96849        1.61607        3.86503                 NaN   7.39219        40.7379       0.509054        39.9112                 NaN
  1069.44        500.000                 NaN            NaN   6.15285        1.69172        3.60607                 NaN   7.39323        40.7361       0.508574        39.9114                 NaN
  1068.38        500.000                 NaN            NaN   1.77022        6.33267        3.34876                 NaN   7.39426        40.7344       0.508105        39.9116                 NaN
  1067.31        500.000                 NaN            NaN   6.50705        1.85167        3.09390                 NaN   7.39526        40.7328       0.507647        39.9117                 NaN
  1066.24        500.000                 NaN            NaN   2.27882        6.94829        2.21983                 NaN   7.39186        40.7407       0.509752        39.9108                 NaN
  1065.17        500.000                 NaN            NaN   2.35084        7.07998        2.01750                 NaN   7.39318        40.7384       0.509109        39.9110                 NaN
  1064.10        500.000                 NaN            NaN   2.42379        7.20599        1.81990                 NaN   7.39449        40.7361       0.508469        39.9112                 NaN
  1063.03        500.000                 NaN            NaN   2.42977        7.37734        1.64611                 NaN   7.39740        40.7305       0.507038        39.9118                 NaN
  1061.97        500.000                 NaN            NaN   7.49265        2.50560        1.45634                 NaN   7.39872        40.7283       0.506390        39.9120                 NaN
  1060.90        500.000                 NaN            NaN   2.58085        7.60137        1.27374                 NaN   7.40005        40.7260       0.505740        39.9122                 NaN
  1059.83        500.000                 NaN            NaN   7.76452        2.58394        1.11120                 NaN   7.40306        40.7201       0.504255        39.9129                 NaN
  1058.76        500.000                 NaN            NaN   7.86053        2.65888       0.941647                 NaN   7.40441        40.7178       0.503590        39.9131                 NaN
  1057.69        500.000                 NaN            NaN   7.94835        2.72829       0.785887                 NaN   7.40580        40.7154       0.502906        39.9133                 NaN
  1056.62        500.000                 NaN            NaN   8.08060        2.67123       0.715082                 NaN   7.40922        40.7086       0.501201        39.9141                 NaN
  1055.56        500.000                 NaN            NaN   7.75814        3.72598                 NaN            NaN   7.42025        40.6832       0.495239        39.9171                 NaN
  1054.49        500.000                 NaN            NaN   7.90333        3.60254                 NaN            NaN   7.43434        40.6513       0.487615        39.9209                 NaN
  1053.42        500.000                 NaN            NaN   8.01364        3.47046                 NaN            NaN   7.42121        40.6827       0.494886        39.9171                 NaN
  1052.35        500.000                 NaN            NaN   8.08551        3.39541                 NaN            NaN   7.41959        40.6871       0.495905        39.9165                 NaN
  1051.28        500.000                 NaN            NaN   3.10347        8.37292                 NaN            NaN   7.41748        40.6935       0.497027        39.9156                 NaN
  1050.21        500.000                 NaN            NaN   3.03371        8.44684                 NaN            NaN   7.42059        40.6871       0.495438        39.9163                 NaN
  1049.15        500.000                 NaN            NaN   2.60484        8.22904       0.651908                 NaN   7.42444        40.6793       0.493392        39.9171                 NaN
  1048.08        500.000                 NaN            NaN   7.63426        1.93038        1.93405                 NaN   7.43306        40.6602       0.488742        39.9193                 NaN
  1047.01        500.000                 NaN            NaN   6.38870        4.39664       0.743957                 NaN   7.45262        40.6153       0.478155        39.9246                 NaN
  1045.94        500.000                 NaN            NaN   6.16048        5.36202                 NaN            NaN   7.44811        40.6250       0.480923        39.9235                 NaN
  1044.87        500.000                 NaN            NaN   6.49994        5.03481                 NaN            NaN   7.45702        40.6069       0.475844        39.9255                 NaN
  1043.80        500.000                 NaN            NaN   4.89644        6.23913                 NaN            NaN   7.41426        40.6963       0.500917        39.9923       0.260582     
  1042.73        500.000                 NaN            NaN   6.74198        4.79338                 NaN            NaN   7.45832        40.6052       0.475264        39.9258                 NaN
  1041.67        500.000                 NaN            NaN   6.75163        4.78380                 NaN            NaN   7.45879        40.6048       0.475077        39.9259                 NaN
  1040.60        500.000                 NaN            NaN   6.70059        4.83885                 NaN            NaN   7.46182        40.5987       0.473458        39.9266                 NaN
  1039.53        500.000                 NaN            NaN   6.85043        3.89731                 NaN            NaN   7.38211        40.7645       0.519953        40.0625       0.523200     
  1038.46        500.000                 NaN            NaN   7.94482        2.33855                 NaN            NaN   7.33635        40.8596       0.546681        40.1428       0.831253     
  1037.39        500.000                 NaN            NaN   9.60199                 NaN            NaN            NaN   7.26759        41.0019       0.586776        40.2599        1.28189     
  1036.32        500.000                 NaN            NaN   9.41294       0.340830E-003            NaN            NaN   7.24854        41.0416       0.597935        40.2924        1.40629     
  1035.26        500.000                 NaN            NaN   9.34629                 NaN            NaN            NaN   7.24228        41.0546       0.601666        40.3042        1.45105     
  1034.19        500.000                 NaN            NaN   9.24798       0.187726E-003            NaN            NaN   7.23231        41.0752       0.607564        40.3211        1.51571     
  1033.12        500.000                 NaN            NaN   9.05522                 NaN            NaN            NaN   7.19376        41.1620       0.629010        40.3411        1.61886     
  1032.05        500.000                 NaN            NaN   9.00940                 NaN            NaN            NaN   7.18906        41.1718       0.631789        40.3490        1.64896     
  1030.98        500.000                 NaN            NaN   8.96866                 NaN            NaN            NaN   7.18515        41.1799       0.634117        40.3561        1.67607     
  1029.91        500.000                 NaN            NaN   8.93048                 NaN            NaN            NaN   7.18154        41.1873       0.636279        40.3628        1.70153     
  1028.85        500.000                 NaN            NaN   8.89457                 NaN            NaN            NaN   7.17819        41.1942       0.638288        40.3692        1.72553     
  1027.78        500.000                 NaN            NaN   8.86066                 NaN            NaN            NaN   7.17507        41.2006       0.640160        40.3753        1.74825     
  1026.71        500.000                 NaN            NaN   8.82851                 NaN            NaN            NaN   7.17217        41.2065       0.641909        40.3810        1.76986     
  1025.64        500.000                 NaN            NaN   8.79779                 NaN            NaN            NaN   7.16944        41.2121       0.643560        40.3866        1.79056     
  1024.57        500.000                 NaN            NaN   8.76851                 NaN            NaN            NaN   7.16690        41.2172       0.645112        40.3919        1.81035     
  1023.50        500.000                 NaN            NaN   8.74074                 NaN            NaN            NaN   7.16473        41.2215       0.646452        40.3971        1.82943     
  1022.44        500.000                 NaN            NaN   8.71969                 NaN            NaN            NaN   7.16636        41.2169       0.645764        40.4033        1.84800     
  1021.37        500.000                 NaN            NaN   8.68821                 NaN            NaN            NaN   7.16105        41.2286       0.648767        40.4073        1.86606     
  1020.30        500.000                 NaN            NaN   8.65501                 NaN            NaN            NaN   7.17863        41.1849       0.639940        40.4274        1.91414     
  1019.23        500.000                 NaN            NaN   8.69413                 NaN            NaN            NaN   7.18477        41.1715       0.636426        40.4221        1.89106     
  1018.16        500.000                 NaN            NaN   8.61496                 NaN            NaN            NaN   7.17624        41.1894       0.641479        40.4353        1.94255     
  1017.09        500.000                 NaN            NaN   8.77510                 NaN            NaN            NaN   7.19752        41.1437       0.629132        40.4112        1.84339     
  1016.03        500.000                 NaN            NaN   8.55241                 NaN            NaN            NaN   7.17094        41.2000       0.644731        40.4469        1.98504     
  1014.96        500.000                 NaN            NaN   8.49551                 NaN            NaN            NaN   7.16506        41.2115       0.648287        40.4570        2.02266     
  1013.89        500.000                 NaN            NaN   8.54357                 NaN            NaN            NaN   7.17319        41.1934       0.643651        40.4508        1.99532     
  1012.82        500.000                 NaN            NaN   8.43768                 NaN            NaN            NaN   7.16018        41.2221       0.651261        40.4673        2.06150     
  1011.75        500.000                 NaN            NaN   8.60656                 NaN            NaN            NaN   7.18303        41.1730       0.637998        40.4419        1.95744     
  1010.68        500.000                 NaN            NaN   8.57050                 NaN            NaN            NaN   7.17987        41.1790       0.639823        40.4487        1.98211     
  1009.62        500.000                 NaN            NaN   8.47617                 NaN            NaN            NaN   7.16903        41.2009       0.646023        40.4644        2.04355     
  1008.55        500.000                 NaN            NaN   8.52056                 NaN            NaN            NaN   7.17593        41.1866       0.642357        40.4582        2.01639     
  1007.48        500.000                 NaN            NaN   8.46842                 NaN            NaN            NaN   7.17079        41.1970       0.645439        40.4673        2.05105     
  1006.41        500.000                 NaN            NaN   8.48360                 NaN            NaN            NaN   7.17382        41.1904       0.643741        40.4657        2.04279     
  1005.34        500.000                 NaN            NaN   8.31420                 NaN            NaN            NaN   7.15374        41.2322       0.655659        40.4932        2.15101     
  1004.27        500.000                 NaN            NaN   8.24225                 NaN            NaN            NaN   7.14438        41.2535       0.660914        40.5038        2.19523     
  1003.21        500.000                 NaN            NaN   8.26656                 NaN            NaN            NaN   7.14973        41.2401       0.658167        40.5020        2.18341     
  1002.14        500.000                 NaN            NaN   8.18618                 NaN            NaN            NaN   7.13991        41.2622       0.663915        40.5144        2.23342     
  1001.07        500.000                 NaN            NaN   8.23751                 NaN            NaN            NaN   7.14651        41.2464       0.660207        40.5070        2.20244     
